Orthogroup	Euclidium_syriacum	Cardamine_hirsuta
OG0001851	ESY1_g12002_DN3_SP8_c0.t1	CARHR170510
OG0001851	ESY12_g52058_DN3_SP0_c0.t1	CARHR139810
OG0001852	ESY1_g11976_DN3_SP8_c0.t1	CARHR170410
OG0001852	ESY12_g52094_DN3_SP8_c0.t1	CARHR139510
OG0001853	ESY12_g52114_DN3_SP4_c0.t1	CARHR139340
OG0001853	ESY1_g11928_DN3_SP8_c0.t1	CARHR170310
OG0001854	ESY1_g11884_DN3_SP0_c4.t1	CARHR170090
OG0001854	ESY1_g11874_DN3_SP0_c3.t1	CARHR170070
OG0001855	ESY12_g51023_DN3_SP5_c0.t1, ESY12_g51063_DN2_SP0_c0.t1	CARHR136060
OG0001855	ESY1_g11822_DN3_SP0_c0.t1	CARHR159410, CARHR166770
OG0001856	ESY9_g45605_DN3_SP1_c0.t1	CARHR134670
OG0001856	ESY1_g10704_DN3_SP0_c0.t1	CARHR165660
OG0001857	ESY1_g10867_DN2_SP0_c0.t1, ESY1_g10827_DN3_SP0_c0.t1	CARHR164700, CARHR164710
OG0001858	ESY1_g11124_DN3_SP0_c0.t1	CARHR163240
OG0001858	ESY9_g44718_DN3_SP0_c0.t1	CARHR131570
OG0001859	ESY4_g26253_DN3_SP1_c0.t1	CARHR244880
OG0001859	ESY11_g54272_DN3_SP8_c0.t1	CARHR108920
OG0001860	ESY4_g26314_DN3_SP8_c0.t1	CARHR245160
OG0001860	ESY11_g54324_DN3_SP0_c0.t1, ESY20_g12919_DN3_SP2_c0.t1	CARHR109200
OG0001861	ESY3_g30088_DN3_SP0_c0.t1, ESY2_g35302_DN3_SP0_c0.t1, ESY2_g35301_DN3_SP0_c0.t1	CARHR057660, CARHR057670
OG0001862	ESY7_g16050_DN3_SP0_c0.t1, ESY7_g16048_DN3_SP0_c0.t1, ESY7_g16054_DN3_SP0_c0.t1, ESY7_g16027_DN3_SP0_c0.t1, ESY7_g16017_DN3_SP0_c0.t1, ESY7_g16026_DN3_SP0_c0.t1, ESY7_g16055_DN3_SP0_c0.t1	CARHR253680, CARHR253690
OG0001863	ESY7_g16283_DN2_SP2_c0.t1	CARHR252950, CARHR255600
OG0001864	ESY8_g59646_DN3_SP0_c0.t1	CARHR114080
OG0001864	ESY4_g26583_DN3_SP0_c0.t1	CARHR246210
OG0001865	ESY14_g21401_DN3_SP0_c0.t1	CARHR034770
OG0001865	ESY19_g41765_DN3_SP0_c0.t1	CARHR259540
OG0001866	ESY5_g3359_DN3_SP8_c0.t1	CARHR009750
OG0001866	ESY3_g30764_DN3_SP8_c12.t1	CARHR082890
OG0001867	ESY12_g51349_DN3_SP0_c0.t1	CARHR137660, CARHR137650
OG0001869	ESY5_g4853_DN3_SP8_c0.t1	CARHR021420
OG0001869	ESY12_g51299_DN1_SP0_c0.t1	CARHR137320
OG0001871	ESY3_g32471_DN3_SP5_c0.t1	CARHR076590, CARHR076600
OG0001872	ESY7_g16204_DN3_SP2_c0.t1	CARHR080620
OG0001872	ESY3_g28347_DN3_SP2_c0.t1	CARHR099540
OG0001873	ESY5_g2734_DN3_SP0_c0.t1	CARHR014380
OG0001874	ESY8_g59294_DN3_SP1_c0.t1	CARHR115580
OG0001875	ESY8_g60800_DN3_SP3_c0.t1	CARHR262680
OG0001875	ESY2_g34549_DN3_SP2_c0.t1	CARHR152150
OG0001876	ESY8_g60809_DN3_SP0_c0.t1	CARHR262800, CARHR262760
OG0001876	ESY8_g60810_DN3_SP0_c0.t1	CARHR262810
OG0001877	ESY8_g61128_DN3_SP0_c0.t1	CARHR214290
OG0001877	ESY2_g35196_DN3_SP0_c0.t1	CARHR059450
OG0001878	ESY20_g12944_DN3_SP8_c0.t1	CARHR248510, CARHR248500, CARHR000740
OG0001879	ESY5_g3526_DN3_SP4_c6.t1, ESY5_g3527_DN3_SP0_c13.t1	CARHR010860
OG0001879	ESY13_g56259_DN3_SP8_c0.t1	CARHR233470
OG0001880	ESY5_g3533_DN3_SP8_c7.t1	CARHR010920
OG0001880	ESY2_g33942_DN3_SP8_c7.t1	CARHR051770
OG0001881	ESY5_g3755_DN3_SP5_c0.t1	CARHR012350
OG0001881	ESY2_g33685_DN3_SP7_c0.t1	CARHR049540
OG0001882	ESY5_g3758_DN3_SP0_c19.t1	CARHR012400
OG0001883	ESY2_g33566_DN3_SP3_c0.t1	CARHR048420
OG0001883	ESY5_g3849_DN3_SP0_c0.t1	CARHR013010
OG0001885	ESY3_g27132_DN1_SP0_c0.t1	CARHR145010
OG0001885	ESY5_g2809_DN3_SP8_c0.t1	CARHR014960
OG0001886	ESY2_g38579_DN3_SP0_c0.t1, ESY6_g49826_DN3_SP0_c0.t1	CARHR015840
OG0001886	ESY5_g2904_DN3_SP8_c0.t1	CARHR038890
OG0001887	ESY5_g2967_DN3_SP0_c0.t1, ESY5_g2968_DN2_SP0_c0.t1, ESY5_g2966_DN3_SP0_c0.t1, ESY2_g36307_DN3_SP0_c0.t1	CARHR016300, CARHR016280, CARHR016290
OG0001888	ESY2_g35800_DN3_SP7_c0.t1	CARHR065240
OG0001888	ESY5_g4342_DN3_SP8_c0.t1	CARHR017890
OG0001889	ESY9_g42882_DN2_SP0_c0.t1	CARHR018050
OG0001889	ESY2_g35836_DN3_SP0_c0.t1	CARHR065550
OG0001890	ESY10_g14389_DN3_SP7_c0.t1	CARHR144970
OG0001890	ESY10_g14395_DN3_SP0_c0.t1, ESY10_g14398_DN2_SP0_c0.t1	CARHR215290
OG0001891	ESY2_g35501_DN3_SP0_c0.t1	CARHR063180
OG0001891	ESY5_g1803_DN2_SP0_c0.t1	CARHR024550
OG0001892	ESY4_g26618_DN3_SP0_c0.t1	CARHR246400
OG0001892	ESY4_g26620_DN3_SP0_c0.t1, ESY4_g26619_DN3_SP1_c0.t1	CARHR246390
OG0001893	ESY4_g25224_DN3_SP0_c0.t1	CARHR115740, CARHR115750, CARHR240360
OG0001894	ESY11_g53518_DN3_SP0_c0.t1	CARHR284860
OG0001894	ESY4_g25781_DN3_SP0_c0.t1	CARHR241980
OG0001895	ESY4_g24872_DN3_SP0_c0.t1	CARHR239240
OG0001895	ESY8_g59432_DN3_SP0_c0.t1	CARHR117620
OG0001896	ESY8_g59435_DN3_SP0_c0.t1	CARHR117640
OG0001896	ESY4_g24869_DN3_SP1_c0.t1	CARHR239220
OG0001897	ESY4_g24757_DN3_SP8_c0.t1	CARHR238810
OG0001897	ESY8_g59492_DN3_SP7_c0.t1	CARHR117960
OG0001899	ESY9_g43537_DN3_SP0_c0.t1, ESY9_g43960_DN2_SP0_c0.t1	CARHR110840
OG0001900	ESY8_g60558_DN2_SP2_c0.t1	CARHR262370
OG0001900	ESY21_g55220_DN3_SP1_c0.t1	CARHR151860
OG0001901	ESY9_g42763_DN2_SP0_c0.t1	CARHR225690, CARHR193650, CARHR138690
OG0001902	ESY20_g12938_DN3_SP0_c0.t1	CARHR274220, CARHR264730, CARHR190320, CARHR248460
OG0001910	ESY4_g24650_DN3_SP8_c0.t1	CARHR238440
OG0001910	ESY8_g59505_DN3_SP8_c11.t1	CARHR184680
OG0001911	ESY8_g59478_DN3_SP8_c0.t1	CARHR118290
OG0001911	ESY4_g24718_DN3_SP5_c0.t1	CARHR238570
OG0001912	ESY7_g17307_DN3_SP2_c0.t1	CARHR196860
OG0001912	ESY3_g32448_DN3_SP5_c0.t1	CARHR076740
OG0001913	ESY3_g31376_DN2_SP0_c0.t1	CARHR078570, CARHR082080
OG0001914	ESY3_g32498_DN1_SP0_c0.t1	CARHR076320
OG0001914	ESY7_g17399_DN3_SP0_c0.t1	CARHR197500
OG0001915	ESY7_g17741_DN3_SP0_c0.t1, ESY3_g30763_DN3_SP8_c0.t1	CARHR199950, CARHR082880
OG0001916	ESY6_g49877_DN3_SP1_c51.t1	CARHR193510
OG0001916	ESY7_g18335_DN3_SP0_c8.t1	CARHR200800
OG0001917	ESY6_g49890_DN3_SP0_c0.t1	CARHR193390
OG0001918	ESY7_g18080_DN3_SP8_c0.t1	CARHR188500, CARHR202580
OG0001919	ESY6_g50020_DN3_SP0_c0.t1	CARHR188590
OG0001919	ESY7_g18065_DN2_SP0_c0.t1	CARHR202680
OG0001920	ESY6_g50534_DN3_SP0_c0.t1	CARHR279130
OG0001920	ESY7_g17958_DN2_SP0_c0.t1, ESY7_g17959_DN3_SP0_c0.t1	CARHR203260, CARHR203270
OG0001922	ESY8_g59649_DN3_SP8_c0.t1	CARHR114060
OG0001922	ESY7_g17894_DN3_SP8_c0.t1	CARHR203730
OG0001923	ESY7_g17845_DN3_SP0_c0.t1	CARHR203960
OG0001923	ESY6_g50708_DN3_SP0_c0.t1	CARHR278170
OG0001924	ESY7_g18610_DN3_SP0_c0.t1	CARHR205320
OG0001924	ESY6_g49540_DN3_SP6_c0.t1	CARHR274960
OG0001925	ESY5_g4630_DN3_SP0_c0.t1	CARHR006460
OG0001926	ESY8_g58596_DN3_SP8_c0.t1	CARHR124110
OG0001926	ESY5_g4632_DN3_SP7_c0.t1	CARHR006430
OG0001927	ESY5_g4703_DN3_SP7_c0.t1	CARHR005730
OG0001927	ESY8_g58528_DN3_SP6_c0.t1	CARHR124740
OG0001929	ESY5_g4956_DN3_SP0_c0.t1	CARHR004100
OG0001929	ESY20_g12787_DN3_SP8_c6.t1	CARHR127130
OG0001930	ESY8_g58182_DN3_SP0_c0.t1	CARHR179130
OG0001930	ESY5_g5148_DN3_SP7_c0.t1	CARHR003190
OG0001931	ESY13_g56726_DN3_SP5_c0.t1	CARHR232910, CARHR232900
OG0001931	ESY6_g46677_DN3_SP8_c0.t1	CARHR264980
OG0001932	ESY12_g51683_DN2_SP0_c0.t1	CARHR141810
OG0001932	ESY12_g51685_DN1_SP0_c0.t1	CARHR141800
OG0001933	ESY1_g10712_DN3_SP4_c0.t1	CARHR127520, CARHR027520
OG0001934	ESY16_g62011_DN3_SP8_c0.t1	CARHR030580, CARHR129180, CARHR125140
OG0001935	ESY16_g61674_DN3_SP8_c0.t1	CARHR129530, CARHR031920
OG0001936	ESY9_g43883_DN3_SP0_c0.t1	CARHR129480, CARHR230030
OG0001936	ESY16_g61668_DN3_SP0_c0.t1	CARHR031980
OG0001937	ESY6_g50384_DN3_SP0_c0.t1	CARHR159150, CARHR280380
OG0001938	ESY3_g30520_DN3_SP8_c0.t1	CARHR090020
OG0001938	ESY6_g49592_DN3_SP5_c0.t1	CARHR274540
OG0001939	ESY6_g50143_DN3_SP0_c0.t1	CARHR189850
OG0001939	ESY1_g9311_DN3_SP7_c0.t1	CARHR157670
OG0001940	ESY4_g25221_DN3_SP6_c0.t1	CARHR240390, CARHR115730, CARHR187770
OG0001941	ESY6_g49223_DN3_SP5_c0.t1	CARHR192540
OG0001942	ESY1_g7387_DN3_SP0_c0.t1	CARHR151110
OG0001942	ESY6_g48976_DN3_SP0_c0.t1	CARHR190630
OG0001943	ESY6_g48937_DN3_SP5_c0.t1, ESY2_g33932_DN3_SP0_c0.t1	CARHR274210, CARHR150700
OG0001944	ESY1_g8081_DN3_SP7_c0.t1	CARHR273120, CARHR154850
OG0001945	ESY2_g33964_DN3_SP0_c0.t1	CARHR052350
OG0001945	ESY2_g33937_DN3_SP0_c0.t1	CARHR051870
OG0001946	ESY7_g18494_DN3_SP2_c0.t1	CARHR206020
OG0001947	ESY6_g48456_DN3_SP8_c0.t1	CARHR271330, CARHR233260
OG0001948	ESY6_g48439_DN3_SP0_c0.t1	CARHR271260, CARHR233290
OG0001949	ESY11_g53942_DN3_SP0_c0.t1	CARHR107320
OG0001949	ESY11_g53944_DN3_SP5_c0.t1	CARHR107330
OG0001950	ESY8_g60932_DN3_SP8_c0.t1	CARHR263500
OG0001950	ESY2_g35146_DN3_SP8_c0.t1	CARHR153250
OG0001951	ESY16_g62531_DN3_SP8_c0.t1	CARHR234060
OG0001951	ESY6_g48164_DN3_SP7_c0.t1	CARHR269510
OG0001952	ESY6_g47961_DN3_SP0_c0.t1	CARHR268240
OG0001952	ESY16_g62345_DN3_SP7_c0.t1	CARHR234620
OG0001953	ESY6_g47914_DN3_SP8_c0.t1	CARHR267980
OG0001953	ESY16_g62300_DN3_SP8_c0.t1	CARHR234820
OG0001955	ESY7_g18739_DN3_SP0_c0.t1	CARHR206640
OG0001955	ESY3_g31306_DN3_SP0_c0.t1	CARHR086410
OG0001956	ESY3_g31136_DN3_SP8_c0.t1	CARHR085220
OG0001956	ESY7_g19017_DN3_SP8_c0.t1	CARHR208430
OG0001957	ESY3_g31024_DN3_SP8_c0.t1	CARHR084410
OG0001957	ESY7_g19293_DN3_SP6_c0.t1	CARHR209830
OG0001958	ESY7_g19353_DN3_SP0_c0.t1	CARHR210040
OG0001958	ESY3_g30994_DN3_SP8_c0.t1	CARHR084270
OG0001959	ESY4_g25988_DN3_SP8_c0.t1	CARHR211690, CARHR241090
OG0001960	ESY10_g13679_DN3_SP8_c0.t1	CARHR148700
OG0001960	ESY8_g60245_DN3_SP7_c0.t1	CARHR261300
OG0001961	ESY5_g2961_DN3_SP0_c0.t1	CARHR016260
OG0001961	ESY2_g36589_DN3_SP0_c0.t1, ESY2_g36591_DN3_SP0_c0.t1, ESY18_g63340_DN2_SP0_c0.t1	CARHR074040
OG0001962	ESY2_g36634_DN3_SP8_c0.t1	CARHR073640
OG0001963	ESY5_g3002_DN3_SP6_c0.t1	CARHR016500
OG0001963	ESY2_g36648_DN3_SP7_c0.t1	CARHR073570
OG0001964	ESY5_g3036_DN3_SP6_c0.t1	CARHR016770
OG0001964	ESY2_g36685_DN3_SP7_c13.t1	CARHR073200
OG0001965	ESY5_g3888_DN3_SP8_c4.t1	CARHR021410
OG0001965	ESY2_g34722_DN3_SP8_c0.t1	CARHR070100
OG0001966	ESY4_g25342_DN2_SP0_c0.t1, ESY2_g35578_DN3_SP0_c0.t1	CARHR243950
OG0001967	ESY5_g3932_DN3_SP8_c0.t1	CARHR021050
OG0001967	ESY2_g34761_DN3_SP5_c0.t1	CARHR069850
OG0001968	ESY2_g34818_DN2_SP0_c0.t1	CARHR069430
OG0001969	ESY11_g53994_DN3_SP0_c0.t1	CARHR293600
OG0001969	ESY4_g25406_DN3_SP0_c0.t1	CARHR243610
OG0001970	ESY11_g54059_DN3_SP6_c0.t1	CARHR107700
OG0001970	ESY4_g25363_DN3_SP6_c0.t1	CARHR243830
OG0001971	ESY11_g54105_DN3_SP8_c0.t1	CARHR108010
OG0001972	ESY11_g54130_DN3_SP1_c0.t1	CARHR108170
OG0001972	ESY4_g26113_DN3_SP8_c0.t1	CARHR244320
OG0001973	ESY3_g30311_DN3_SP6_c0.t1	CARHR088810
OG0001973	ESY2_g36226_DN3_SP0_c0.t1	CARHR044530
OG0001974	ESY3_g30509_DN3_SP8_c0.t1	CARHR089900
OG0001974	ESY2_g36912_DN3_SP8_c0.t1	CARHR043520
OG0001975	ESY1_g11186_DN3_SP8_c0.t1	CARHR162880, CARHR130870
OG0001977	ESY15_g65763_DN2_SP7_c0.t1	CARHR219300
OG0001977	ESY9_g45245_DN3_SP1_c0.t1, ESY10_g14988_DN2_SP3_c0.t1	CARHR100100
OG0001978	ESY2_g33580_DN1_SP0_c0.t1	CARHR076370
OG0001979	ESY3_g28659_DN3_SP3_c0.t1	CARHR220770, CARHR098960
OG0001980	ESY22_g40745_DN3_SP8_c0.t1	CARHR221060
OG0001980	ESY3_g28742_DN3_SP8_c0.t1	CARHR098830
OG0001981	ESY2_g38569_DN3_SP8_c0.t1	CARHR091900, CARHR290440
OG0001982	ESY1_g10578_DN3_SP8_c0.t1	CARHR166170
OG0001982	ESY12_g50853_DN3_SP7_c0.t1	CARHR135380
OG0001983	ESY2_g37243_DN3_SP0_c7.t1	CARHR154830, CARHR154840, CARHR154800, CARHR154820, CARHR154790
OG0001984	ESY10_g13840_DN3_SP3_c0.t1	CARHR147710
OG0001984	ESY5_g3875_DN3_SP3_c0.t1	CARHR013210
OG0001985	ESY7_g16808_DN3_SP8_c0.t1	CARHR176460
OG0001985	ESY9_g42860_DN3_SP8_c0.t1	CARHR225940
OG0001986	ESY2_g37620_DN3_SP5_c0.t1	CARHR039740
OG0001986	ESY3_g29461_DN3_SP0_c0.t1	CARHR094680
OG0001987	ESY2_g37397_DN3_SP0_c0.t1	CARHR040990
OG0001987	ESY3_g29208_DN3_SP7_c0.t1	CARHR096350
OG0001988	ESY2_g37246_DN3_SP6_c0.t1	CARHR041750
OG0001988	ESY3_g29115_DN3_SP1_c0.t1	CARHR097040
OG0001989	ESY3_g30003_DN3_SP4_c0.t1	CARHR091280
OG0001989	ESY2_g37101_DN3_SP8_c0.t1	CARHR042380
OG0001992	ESY9_g42511_DN3_SP0_c0.t1	CARHR224600
OG0001992	ESY10_g14977_DN3_SP0_c0.t1	CARHR174740
OG0001993	ESY5_g5428_DN3_SP3_c0.t1	CARHR250170, CARHR001490
OG0001994	ESY26_g42346_DN3_SP7_c0.t1	CARHR254360, CARHR229960
OG0001995	ESY9_g43752_DN3_SP2_c0.t1	CARHR229200
OG0001995	ESY9_g43754_DN3_SP0_c0.t1	CARHR229210
OG0001996	ESY12_g52052_DN3_SP0_c0.t1	CARHR228700
OG0001997	ESY7_g16473_DN3_SP8_c0.t1	CARHR252370
OG0001997	ESY9_g43461_DN3_SP0_c0.t1	CARHR227860
OG0001998	ESY1_g12532_DN3_SP0_c0.t1	CARHR173280
OG0001998	ESY12_g52309_DN2_SP0_c0.t1	CARHR143340
OG0001999	ESY12_g51888_DN3_SP6_c0.t1	CARHR140630
OG0001999	ESY1_g12188_DN3_SP8_c0.t1	CARHR171280
OG0002000	ESY12_g51970_DN3_SP8_c0.t1	CARHR140330
OG0002000	ESY1_g12115_DN1_SP8_c0.t1	CARHR170950
OG0002001	ESY1_g12113_DN3_SP0_c0.t1	CARHR170940
OG0002002	ESY1_g11971_DN3_SP8_c0.t1	CARHR170380
OG0002002	ESY12_g52099_DN3_SP0_c0.t1	CARHR139460
OG0002003	ESY5_g3489_DN3_SP6_c0.t1	CARHR010630
OG0002003	ESY1_g11550_DN3_SP6_c0.t1	CARHR168240
OG0002005	ESY16_g62099_DN3_SP6_c0.t1	CARHR235420
OG0002005	ESY6_g47449_DN3_SP8_c0.t1	CARHR266670
OG0002007	ESY9_g45404_DN2_SP0_c0.t1	CARHR133600, CARHR133590
OG0002009	ESY1_g10257_DN3_SP8_c0.t1	CARHR161490
OG0002009	ESY9_g45244_DN3_SP6_c0.t1	CARHR132770
OG0002010	ESY10_g14764_DN3_SP0_c0.t1	CARHR183270, CARHR174690, CARHR173760, CARHR173730, CARHR173740
OG0002011	ESY8_g59892_DN3_SP0_c0.t1	CARHR112090
OG0002011	ESY4_g26872_DN1_SP0_c0.t1	CARHR247880
OG0002012	ESY14_g20155_DN3_SP8_c0.t1	CARHR260890, CARHR033370
OG0002013	ESY3_g31668_DN3_SP0_c0.t1	CARHR080090
OG0002013	ESY10_g15421_DN3_SP4_c0.t1	CARHR186500
OG0002014	ESY1_g12511_DN3_SP8_c0.t1	CARHR173100
OG0002014	ESY12_g52260_DN3_SP8_c0.t1	CARHR143050
OG0002015	ESY12_g52240_DN3_SP0_c0.t1	CARHR142970
OG0002015	ESY1_g12493_DN2_SP0_c0.t1	CARHR172960
OG0002016	ESY6_g50634_DN2_SP0_c0.t1, ESY3_g29840_DN3_SP0_c0.t1	CARHR088540, CARHR088530, CARHR268400, CARHR092390
OG0002017	ESY12_g51275_DN3_SP0_c0.t1	CARHR137160
OG0002017	ESY1_g11538_DN3_SP0_c0.t1	CARHR168340
OG0002018	ESY3_g31788_DN3_SP3_c0.t1	CARHR079600
OG0002018	ESY2_g34244_DN3_SP8_c0.t1	CARHR056040
OG0002019	ESY7_g16956_DN1_SP0_c0.t1	CARHR194220
OG0002019	ESY3_g31549_DN2_SP0_c0.t1	CARHR080840
OG0002020	ESY3_g29834_DN3_SP0_c0.t1, ESY16_g61968_DN2_SP0_c0.t1	CARHR092420, CARHR092410
OG0002020	ESY3_g29835_DN3_SP0_c0.t1	CARHR092400
OG0002021	ESY3_g29824_DN3_SP8_c0.t1	CARHR092510
OG0002021	ESY2_g38309_DN3_SP8_c0.t1	CARHR037670
OG0002022	ESY3_g29801_DN3_SP8_c0.t1	CARHR092750
OG0002022	ESY2_g38079_DN3_SP8_c0.t1	CARHR037860
OG0002023	ESY2_g34585_DN3_SP2_c0.t1	CARHR154050
OG0002023	ESY8_g60854_DN3_SP6_c0.t1	CARHR263060
OG0002024	ESY2_g35275_DN3_SP4_c17.t1	CARHR058010, CARHR215550
OG0002025	ESY3_g28888_DN3_SP1_c0.t1	CARHR098170, CARHR221680
OG0002026	ESY7_g18791_DN3_SP0_c0.t1	CARHR194390, CARHR194370
OG0002027	ESY20_g13004_DN3_SP2_c0.t1	CARHR248990
OG0002028	ESY20_g13046_DN3_SP3_c0.t1	CARHR249310
OG0002028	ESY5_g5476_DN3_SP6_c0.t1	CARHR001080
OG0002029	ESY20_g13047_DN3_SP0_c0.t1, ESY3_g31345_DN3_SP0_c0.t1	CARHR249320, CARHR001100, CARHR001090
OG0002030	ESY5_g5338_DN3_SP0_c0.t1	CARHR001970
OG0002030	ESY20_g13195_DN3_SP0_c0.t1	CARHR250350
OG0002031	ESY5_g4805_DN3_SP0_c0.t1	CARHR005030
OG0002031	ESY5_g3580_DN3_SP0_c0.t1, ESY8_g60394_DN2_SP0_c0.t1, ESY5_g4808_DN3_SP0_c0.t1	CARHR005010
OG0002032	ESY2_g34181_DN3_SP4_c0.t1	CARHR054910
OG0002032	ESY3_g32467_DN3_SP1_c0.t1, ESY5_g3285_DN3_SP5_c0.t1	CARHR009320
OG0002033	ESY5_g3504_DN3_SP0_c0.t1	CARHR010730
OG0002033	ESY5_g3505_DN3_SP0_c67.t1	CARHR052740
OG0002034	ESY5_g3630_DN3_SP8_c0.t1	CARHR011480
OG0002034	ESY2_g33867_DN3_SP6_c0.t1	CARHR051320
OG0002035	ESY5_g3704_DN3_SP6_c0.t1	CARHR011980
OG0002035	ESY2_g33784_DN3_SP8_c0.t1	CARHR050420
OG0002036	ESY2_g33593_DN3_SP8_c0.t1	CARHR048570
OG0002036	ESY5_g3836_DN3_SP8_c0.t1	CARHR012930
OG0002037	ESY10_g13946_DN3_SP5_c0.t1	CARHR147350
OG0002037	ESY5_g2581_DN3_SP8_c0.t1, ESY10_g13949_DN2_SP0_c0.t1	CARHR013390
OG0002038	ESY5_g2834_DN3_SP0_c0.t1	CARHR015190
OG0002038	ESY10_g14516_DN3_SP0_c0.t1	CARHR144540
OG0002039	ESY1_g11171_DN3_SP0_c0.t1	CARHR016150, CARHR016140
OG0002041	ESY5_g2105_DN3_SP6_c0.t1	CARHR023670
OG0002041	ESY2_g35596_DN3_SP8_c0.t1	CARHR063970
OG0002042	ESY8_g60040_DN2_SP7_c0.t1	CARHR272940
OG0002042	ESY2_g33307_DN3_SP0_c0.t1	CARHR046660
OG0002043	ESY4_g26935_DN3_SP1_c0.t1	CARHR154330
OG0002044	ESY4_g25503_DN3_SP8_c0.t1	CARHR243280, CARHR106960
OG0002045	ESY4_g25994_DN3_SP8_c0.t1	CARHR241060
OG0002045	ESY8_g59246_DN3_SP4_c0.t1	CARHR114990
OG0002046	ESY2_g38446_DN2_SP0_c0.t1, ESY8_g58374_DN3_SP0_c0.t1, ESY20_g12704_DN3_SP0_c0.t1, ESY8_g58284_DN3_SP0_c0.t1, ESY20_g12700_DN3_SP0_c0.t1, ESY2_g37004_DN3_SP0_c0.t1	CARHR126530, CARHR123860
OG0002047	ESY1_g9939_DN3_SP0_c0.t1, ESY1_g9938_DN3_SP0_c0.t1	CARHR159980, CARHR159990
OG0002048	ESY5_g3397_DN3_SP0_c0.t1	CARHR260920
OG0002056	ESY6_g48643_DN3_SP5_c0.t1	CARHR272730
OG0002056	ESY1_g8352_DN2_SP7_c0.t1	CARHR155850
OG0002057	ESY1_g8990_DN3_SP5_c0.t1	CARHR156800
OG0002057	ESY6_g49796_DN3_SP1_c0.t1	CARHR276720
OG0002058	ESY7_g17072_DN3_SP8_c0.t1	CARHR194890
OG0002058	ESY3_g32168_DN3_SP8_c0.t1	CARHR078030
OG0002059	ESY7_g17074_DN2_SP0_c0.t1	CARHR194910, CARHR198710
OG0002060	ESY7_g17080_DN3_SP0_c0.t1	CARHR194980
OG0002060	ESY7_g17096_DN3_SP0_c0.t1	CARHR195070
OG0002061	ESY3_g32301_DN3_SP0_c0.t1	CARHR077450
OG0002061	ESY7_g17160_DN3_SP0_c0.t1	CARHR195720
OG0002062	ESY7_g17249_DN3_SP6_c0.t1	CARHR196360
OG0002063	ESY3_g32444_DN3_SP1_c0.t1	CARHR076780
OG0002063	ESY7_g17302_DN3_SP8_c0.t1	CARHR196810
OG0002064	ESY7_g17332_DN2_SP0_c0.t1	CARHR197070
OG0002064	ESY3_g32466_DN3_SP8_c0.t1	CARHR076630
OG0002065	ESY3_g32478_DN3_SP8_c14.t1	CARHR076510
OG0002065	ESY7_g17369_DN3_SP8_c13.t1	CARHR197270
OG0002066	ESY3_g32488_DN3_SP7_c0.t1	CARHR076430
OG0002066	ESY7_g17383_DN3_SP7_c0.t1	CARHR197380
OG0002067	ESY7_g17620_DN3_SP8_c0.t1	CARHR198930
OG0002067	ESY3_g32652_DN3_SP7_c0.t1	CARHR075230
OG0002068	ESY3_g30078_DN3_SP5_c0.t1	CARHR087010
OG0002069	ESY7_g18404_DN3_SP8_c0.t1	CARHR200360, CARHR026800
OG0002070	ESY6_g49922_DN3_SP8_c0.t1	CARHR187550
OG0002070	ESY7_g18220_DN3_SP8_c0.t1	CARHR201550
OG0002072	ESY7_g17933_DN3_SP8_c0.t1	CARHR203440, CARHR278750
OG0002073	ESY7_g17864_DN3_SP0_c0.t1	CARHR203860
OG0002074	ESY6_g49534_DN3_SP0_c0.t1	CARHR275000
OG0002074	ESY7_g18604_DN3_SP0_c9.t1	CARHR205350
OG0002075	ESY8_g58332_DN3_SP0_c0.t1	CARHR251390
OG0002075	ESY5_g5176_DN3_SP0_c0.t1	CARHR002740
OG0002076	ESY8_g58990_DN3_SP5_c0.t1	CARHR120670
OG0002076	ESY8_g58989_DN3_SP7_c0.t1	CARHR120680
OG0002077	ESY8_g58946_DN3_SP6_c0.t1	CARHR121230
OG0002077	ESY5_g4433_DN3_SP5_c0.t1	CARHR007820
OG0002078	ESY5_g4811_DN2_SP0_c0.t1	CARHR004990
OG0002078	ESY8_g58373_DN3_SP4_c0.t1	CARHR125760
OG0002079	ESY5_g4841_DN3_SP0_c0.t1	CARHR004790
OG0002079	ESY20_g13334_DN3_SP7_c0.t1	CARHR126070
OG0002080	ESY5_g5151_DN3_SP0_c0.t1	CARHR003200
OG0002080	ESY8_g58181_DN3_SP0_c0.t1	CARHR179140
OG0002081	ESY1_g6299_DN3_SP7_c0.t1	CARHR181760
OG0002081	ESY4_g22511_DN3_SP7_c0.t1	CARHR036800
OG0002082	ESY5_g2789_DN3_SP8_c0.t1	CARHR014800
OG0002082	ESY10_g14345_DN3_SP8_c0.t1	CARHR145250
OG0002083	ESY6_g50312_DN3_SP8_c0.t1	CARHR280940
OG0002083	ESY11_g54297_DN3_SP8_c0.t1	CARHR109040
OG0002084	ESY1_g9821_DN3_SP0_c0.t1	CARHR159030
OG0002084	ESY6_g50408_DN3_SP0_c0.t1	CARHR280180
OG0002085	ESY6_g50597_DN3_SP0_c0.t1, ESY6_g50595_DN2_SP0_c0.t1, ESY6_g50596_DN2_SP0_c0.t1	CARHR278930
OG0002085	ESY6_g50598_DN3_SP0_c0.t1	CARHR278900
OG0002086	ESY6_g49446_DN3_SP6_c0.t1	CARHR275550
OG0002086	ESY7_g18523_DN3_SP6_c0.t1	CARHR205810
