Orthogroup	Euclidium_syriacum	Noccaea_praecox
OG0002308	ESY8_g59702_DN3_SP8_c0.t1	Np006G3690300
OG0002309	ESY14_g21119_DN3_SP8_c0.t1	Np004G2048300
OG0002310	ESY18_g64077_DN3_SP0_c60.t1	Np003G1784900, Np003G1784800, Np003G1785700
OG0002311	ESY7_g19002_DN3_SP0_c0.t1	Np002G0821600
OG0002311	ESY2_g38054_DN3_SP0_c0.t1, ESY2_g35430_DN3_SP0_c0.t1, ESY2_g35933_DN3_SP0_c0.t1	Np003G1401900, Np003G1401400
OG0002312	ESY9_g42460_DN3_SP5_c0.t1, ESY9_g42459_DN3_SP4_c0.t1	Np005G2945300
OG0002313	ESY3_g31434_DN3_SP7_c0.t1	Np007G4165500, Np001G0165500
OG0002314	ESY2_g35120_DN2_SP0_c0.t1, ESY2_g35127_DN2_SP0_c0.t1, ESY2_g35121_DN3_SP0_c0.t1, ESY2_g35138_DN2_SP0_c0.t1, ESY2_g35135_DN2_SP0_c0.t1, ESY2_g35131_DN2_SP0_c0.t1, ESY2_g35123_DN3_SP0_c0.t1, ESY2_g35139_DN3_SP0_c0.t1	Np001G0186300
OG0002315	ESY2_g38032_DN3_SP8_c0.t1	Np007G3928500, Np004G1996200
OG0002316	ESY2_g38006_DN3_SP7_c0.t1	Np004G1994900
OG0002316	ESY3_g29756_DN3_SP8_c0.t1	Np007G3930500
OG0002317	ESY2_g37994_DN2_SP0_c0.t1	Np004G1993700
OG0002317	ESY3_g29748_DN3_SP8_c0.t1	Np007G3932200
OG0002318	ESY3_g29689_DN3_SP0_c0.t1	Np007G3941600
OG0002318	ESY2_g37927_DN2_SP0_c0.t1	Np004G1990100
OG0002320	ESY5_g5530_DN3_SP5_c0.t1, ESY5_g5531_DN3_SP5_c0.t1	Np004G2594400, Np004G2594300
OG0002321	ESY5_g5525_DN3_SP0_c0.t1	Np004G2593800
OG0002321	ESY20_g12985_DN3_SP8_c0.t1	Np003G1891100
OG0002322	ESY20_g12949_DN3_SP8_c0.t1	Np003G1893000
OG0002322	ESY5_g5519_DN3_SP5_c0.t1	Np004G2593100
OG0002324	ESY5_g4514_DN3_SP3_c0.t1, ESY5_g4516_DN3_SP4_c0.t1	Np004G2520600, Np004G2520400
OG0002325	ESY5_g3208_DN3_SP2_c0.t1	Np002G1051200, Np004G2503600
OG0002326	ESY5_g3448_DN3_SP7_c0.t1	Np004G2485000
OG0002326	ESY2_g34057_DN3_SP7_c0.t1	Np002G1146800
OG0002327	ESY10_g14433_DN3_SP8_c0.t1	Np001G0258900
OG0002327	ESY5_g2818_DN3_SP8_c0.t1	Np004G2421300
OG0002328	ESY5_g3027_DN3_SP1_c0.t1	Np004G2400600
OG0002328	ESY2_g36666_DN3_SP7_c0.t1	Np002G0717300
OG0002329	ESY5_g3037_DN3_SP8_c0.t1	Np004G2399800
OG0002329	ESY2_g36686_DN3_SP8_c0.t1	Np002G0720800
OG0002330	ESY5_g4320_DN3_SP8_c0.t1	Np004G2385800
OG0002330	ESY2_g35839_DN3_SP7_c0.t1	Np002G0821100
OG0002331	ESY5_g4202_DN3_SP7_c0.t1	Np004G2373700, Np002G0801000
OG0002332	ESY5_g4154_DN3_SP6_c0.t1	Np004G2369000
OG0002333	ESY2_g35770_DN3_SP2_c0.t1	Np002G0828200
OG0002333	ESY5_g2278_DN3_SP3_c0.t1	Np004G2320800
OG0002334	ESY5_g1924_DN3_SP8_c0.t1	Np004G2294900
OG0002334	ESY2_g35536_DN3_SP3_c0.t1	Np002G0855500
OG0002335	ESY5_g1762_DN3_SP0_c0.t1	Np004G2284400
OG0002335	ESY2_g35488_DN3_SP0_c0.t1	Np002G0860300
OG0002336	ESY2_g33722_DN3_SP0_c0.t1	Np002G1197200
OG0002337	ESY2_g34036_DN3_SP0_c0.t1, ESY2_g34037_DN3_SP0_c0.t1	Np002G1151600, Np002G1151700, Np002G1151900, Np005G2739800, Np005G2843700
OG0002338	ESY10_g14782_DN3_SP0_c0.t1	Np003G1745200, Np001G0318200, Np001G0319700
OG0002339	ESY11_g53964_DN3_SP5_c0.t1	Np007G3762000
OG0002339	ESY4_g25409_DN3_SP4_c0.t1	Np005G2661500
OG0002340	ESY11_g53847_DN3_SP0_c0.t1	Np007G3772300
OG0002340	ESY4_g25562_DN3_SP0_c0.t1	Np005G2653200
OG0002341	ESY4_g25844_DN3_SP0_c0.t1	Np005G2637800
OG0002342	ESY33_g12637_DN3_SP0_c0.t1	Np007G3781700
OG0002342	ESY4_g25690_DN3_SP0_c0.t1	Np005G2642700
OG0002343	ESY4_g24930_DN3_SP8_c0.t1	Np005G2716300
OG0002343	ESY8_g59411_DN3_SP8_c0.t1	Np006G3654800
OG0002344	ESY4_g24927_DN3_SP8_c0.t1	Np005G2716400
OG0002344	ESY8_g59413_DN3_SP8_c0.t1	Np006G3655300
OG0002345	ESY4_g24802_DN3_SP1_c0.t1	Np006G3659800, Np005G2724600
OG0002346	ESY6_g48060_DN3_SP2_c0.t1	Np003G1595300
OG0002346	ESY16_g62467_DN3_SP3_c0.t1	Np005G2789600
OG0002352	ESY4_g24623_DN3_SP0_c0.t1	Np005G2733000
OG0002352	ESY4_g24622_DN3_SP0_c0.t1, ESY4_g24621_DN3_SP0_c0.t1	Np005G2733100
OG0002353	ESY7_g17176_DN3_SP0_c0.t1	Np003G1447200
OG0002353	ESY3_g32339_DN3_SP1_c0.t1	Np007G4223500
OG0002355	ESY7_g17226_DN3_SP0_c0.t1	Np003G1442400, Np005G3021400, Np003G1442500
OG0002356	ESY7_g17268_DN3_SP8_c0.t1	Np003G1437900
OG0002356	ESY3_g32405_DN3_SP6_c0.t1	Np007G4228900
OG0002358	ESY3_g32535_DN2_SP0_c0.t1	Np007G4238000
OG0002358	ESY7_g17429_DN2_SP0_c0.t1	Np003G1425200
OG0002359	ESY7_g17463_DN1_SP4_c0.t1	Np003G1422700
OG0002359	ESY3_g32570_DN2_SP6_c0.t1	Np007G4243200
OG0002360	ESY7_g18400_DN2_SP0_c0.t1	Np003G1397600, Np004G2102000
OG0002361	ESY6_g49993_DN3_SP0_c0.t1	Np001G0124300
OG0002361	ESY7_g18108_DN3_SP0_c0.t1	Np003G1373100
OG0002362	ESY6_g50605_DN3_SP8_c0.t1	Np001G0038800
OG0002362	ESY7_g17938_DN3_SP0_c0.t1	Np003G1362100
OG0002363	ESY7_g17776_DN3_SP8_c0.t1	Np003G1350900
OG0002363	ESY6_g49647_DN3_SP7_c0.t1	Np001G0056200
OG0002364	ESY6_g50155_DN3_SP8_c0.t1	Np001G0107300
OG0002364	ESY7_g18705_DN3_SP8_c0.t1	Np003G1348900
OG0002365	ESY7_g18615_DN3_SP0_c0.t1, ESY7_g18620_DN3_SP0_c0.t1	Np003G1340900, Np003G1341200
OG0002366	ESY20_g13319_DN3_SP0_c0.t1	Np003G1859600
OG0002367	ESY8_g58811_DN2_SP0_c0.t1	Np006G3604700
OG0002367	ESY8_g58810_DN3_SP0_c0.t1	Np006G3604800
OG0002368	ESY5_g4869_DN3_SP8_c0.t1	Np004G2549400
OG0002368	ESY20_g12679_DN3_SP2_c0.t1	Np006G3568100
OG0002369	ESY20_g12911_DN3_SP2_c0.t1	Np001G0409800
OG0002369	ESY5_g5050_DN3_SP0_c0.t1	Np004G2560500
OG0002370	ESY8_g58121_DN3_SP8_c0.t1	Np001G0406300
OG0002370	ESY5_g5062_DN3_SP8_c0.t1	Np004G2561300
OG0002371	ESY8_g58208_DN3_SP0_c0.t1	Np001G0401300, Np005G2958200
OG0002372	ESY13_g56682_DN3_SP2_c0.t1, ESY13_g56696_DN3_SP4_c0.t1	Np005G2803200, Np005G2803400
OG0002373	ESY5_g3578_DN3_SP0_c0.t1, ESY2_g33617_DN3_SP0_c0.t1, ESY5_g5265_DN3_SP0_c0.t1, ESY5_g5264_DN2_SP0_c0.t1	Np004G2000000, Np004G2000200
OG0002374	ESY2_g38503_DN2_SP0_c0.t1	Np004G2152500
OG0002375	ESY10_g14193_DN3_SP8_c0.t1	Np001G0244700
OG0002377	ESY6_g49134_DN3_SP8_c0.t1	Np001G0436000, Np003G1495100
OG0002378	ESY6_g49042_DN3_SP3_c0.t1	Np003G1503000
OG0002379	ESY1_g8235_DN3_SP8_c0.t1	Np001G0466200
OG0002379	ESY6_g48683_DN3_SP8_c0.t1	Np003G1534900
OG0002380	ESY4_g24903_DN3_SP8_c0.t1	Np005G2717200, Np005G2736600
OG0002380	ESY6_g48379_DN3_SP4_c0.t1	Np003G1564700
OG0002381	ESY6_g48030_DN3_SP8_c0.t1	Np003G1600300, Np005G2789000
OG0002382	ESY6_g47906_DN3_SP8_c0.t1	Np003G1633300
OG0002382	ESY16_g62293_DN3_SP0_c0.t1	Np005G2783500
OG0002383	ESY16_g62197_DN3_SP6_c0.t1	Np005G2779900
OG0002385	ESY3_g31243_DN3_SP6_c0.t1	Np007G4104600
OG0002386	ESY3_g31116_DN3_SP0_c16.t1, ESY3_g31115_DN3_SP0_c18.t1	Np007G4116400
OG0002386	ESY7_g19056_DN3_SP0_c0.t1	Np003G1293000
OG0002387	ESY7_g19172_DN3_SP0_c0.t1	Np003G1285500
OG0002387	ESY3_g31054_DN3_SP0_c0.t1	Np007G4121100
OG0002388	ESY8_g60053_DN3_SP0_c0.t1	Np005G3197500
OG0002388	ESY2_g33327_DN3_SP0_c31.t1	Np002G1238800
OG0002389	ESY2_g36799_DN3_SP8_c0.t1	Np002G0727000
OG0002390	ESY2_g34600_DN3_SP8_c0.t1	Np002G0747200, Np004G2333100
OG0002391	ESY2_g34632_DN3_SP0_c0.t1	Np002G0751000
OG0002391	ESY5_g2416_DN3_SP0_c0.t1	Np004G2337600
OG0002392	ESY2_g34763_DN3_SP8_c0.t1	Np002G0767100
OG0002392	ESY5_g3935_DN3_SP8_c0.t1	Np004G2349600
OG0002393	ESY4_g25355_DN3_SP1_c0.t1	Np005G2667400
OG0002393	ESY11_g54069_DN3_SP2_c0.t1	Np007G3757300
OG0002394	ESY4_g26142_DN3_SP7_c0.t1	Np005G2676900
OG0002394	ESY11_g54158_DN3_SP8_c0.t1	Np007G3751900
OG0002395	ESY2_g36394_DN3_SP0_c0.t1	Np007G4081800
OG0002396	ESY3_g30270_DN3_SP8_c0.t1	Np007G4067200
OG0002396	ESY2_g36251_DN3_SP6_c0.t1	Np004G1915200
OG0002397	ESY3_g30308_DN3_SP7_c0.t1	Np007G4063500
OG0002397	ESY2_g36234_DN3_SP7_c0.t1	Np004G1917600
OG0002398	ESY2_g36934_DN3_SP8_c0.t1	Np004G1933100, Np007G4047800
OG0002399	ESY11_g53785_DN3_SP0_c0.t1	Np007G3774900
OG0002399	ESY16_g62280_DN3_SP0_c0.t1	Np005G2648700
OG0002400	ESY2_g36974_DN3_SP0_c0.t1	Np004G1936900
OG0002401	ESY1_g10454_DN3_SP8_c0.t1, ESY1_g10458_DN3_SP5_c0.t1	Np006G3394600, Np001G0549800
OG0002402	ESY17_g39686_DN3_SP0_c0.t1	Np005G3077100
OG0002402	ESY3_g27487_DN3_SP0_c9.t1	Np007G3880500
OG0002403	ESY3_g27571_DN3_SP0_c22.t1	Np005G3082500, Np007G3876200
OG0002404	ESY15_g65673_DN3_SP0_c0.t1	Np005G3093400
OG0002404	ESY3_g28085_DN3_SP6_c0.t1	Np007G3863100
OG0002405	ESY10_g14554_DN3_SP1_c0.t1	Np005G3063800, Np005G3063700
OG0002406	ESY22_g40754_DN3_SP8_c0.t1	Np005G3044600
OG0002407	ESY22_g40910_DN3_SP7_c0.t1	Np005G3039300
OG0002407	ESY3_g28771_DN3_SP5_c0.t1	Np007G3832000
OG0002408	ESY5_g4261_DN1_SP0_c0.t1	Np004G2380700
OG0002408	ESY2_g35909_DN2_SP0_c0.t1	Np002G0813200
OG0002409	ESY5_g4247_DN3_SP3_c0.t1	Np002G0804400, Np004G2378700
OG0002410	ESY5_g3343_DN3_SP0_c0.t1, ESY5_g4174_DN2_SP0_c0.t1, ESY5_g4120_DN3_SP0_c0.t1	Np002G0793900, Np004G2370800
OG0002411	ESY5_g4159_DN3_SP0_c0.t1	Np004G2369900
OG0002412	ESY5_g4139_DN3_SP0_c0.t1	Np004G2367600
OG0002412	ESY2_g35007_DN3_SP0_c0.t1	Np002G0788800
OG0002413	ESY2_g34447_DN3_SP8_c0.t1	Np002G0889200
OG0002414	ESY2_g34432_DN3_SP8_c0.t1	Np004G2090800
OG0002415	ESY2_g34425_DN3_SP1_c6.t1	Np002G0887200, Np004G2088700
OG0002417	ESY5_g1291_DN3_SP4_c0.t1	Np004G2252400
OG0002417	ESY2_g35378_DN3_SP8_c0.t1	Np002G0873600
OG0002418	ESY2_g35351_DN1_SP0_c0.t1	Np002G0876800, Np002G0966200
OG0002418	ESY2_g35383_DN2_SP0_c0.t1	Np002G0873000
OG0002419	ESY11_g54913_DN3_SP7_c0.t1	Np005G2762700, Np007G3720800
OG0002420	ESY8_g60112_DN3_SP0_c0.t1	Np005G3192400
OG0002420	ESY2_g33450_DN3_SP6_c0.t1	Np002G1228200
OG0002421	ESY5_g3269_DN3_SP6_c0.t1	Np004G2499100
OG0002421	ESY2_g34202_DN3_SP8_c0.t1	Np002G1084300
OG0002422	ESY21_g55668_DN3_SP8_c0.t1	Np001G0202000
OG0002423	ESY5_g3867_DN3_SP7_c45.t1	Np004G2447700, Np001G0219800
OG0002425	ESY9_g42676_DN3_SP7_c0.t1	Np005G2915500
OG0002426	ESY7_g16796_DN2_SP0_c0.t1	Np001G0373100
OG0002426	ESY9_g42886_DN3_SP0_c0.t1	Np005G2902700
OG0002427	ESY3_g32042_DN3_SP0_c0.t1	Np006G3433100, Np002G1165300
OG0002428	ESY6_g49617_DN3_SP0_c0.t1	Np007G3944300
OG0002428	ESY1_g12290_DN3_SP0_c0.t1, ESY10_g14767_DN3_SP0_c0.t1	Np002G1245800, Np003G1841100, Np006G3227200
OG0002429	ESY9_g42436_DN3_SP0_c0.t1	Np005G2954200
OG0002430	ESY18_g63452_DN3_SP8_c0.t1	Np003G1804400
OG0002430	ESY23_g127_DN3_SP2_c0.t1	Np005G2835300
OG0002431	ESY4_g26795_DN3_SP3_c0.t1	Np005G2613200, Np007G4186100
OG0002432	ESY26_g42296_DN3_SP0_c0.t1	Np005G2847200
OG0002432	ESY18_g63043_DN3_SP0_c0.t1	Np003G1817700
OG0002434	ESY2_g33493_DN2_SP0_c0.t1	Np003G1825300, Np005G2850500
OG0002435	ESY7_g16088_DN2_SP7_c0.t1	Np003G1827200
OG0002436	ESY7_g16100_DN3_SP0_c0.t1	Np003G1828800
OG0002436	ESY9_g43751_DN3_SP7_c0.t1	Np005G2856400
OG0002437	ESY7_g16687_DN3_SP0_c0.t1	Np001G0389000
OG0002437	ESY9_g43228_DN3_SP0_c0.t1	Np005G2887600
OG0002438	ESY9_g43367_DN3_SP0_c0.t1	Np005G3118300
OG0002438	ESY9_g43363_DN3_SP0_c0.t1	Np005G2871400
OG0002440	ESY7_g16517_DN2_SP0_c0.t1	Np003G1848900
OG0002440	ESY9_g43423_DN3_SP0_c0.t1	Np005G2875000
OG0002441	ESY9_g43637_DN3_SP0_c0.t1	Np005G2869200
OG0002441	ESY9_g43636_DN3_SP0_c0.t1	Np005G2869100
OG0002445	ESY2_g33927_DN3_SP0_c0.t1, ESY7_g16136_DN3_SP0_c0.t1	Np002G1169500, Np002G1170700
OG0002446	ESY1_g12251_DN3_SP3_c0.t1	Np001G0669500
OG0002446	ESY12_g51820_DN3_SP0_c0.t1	Np006G3237000
OG0002447	ESY12_g52191_DN3_SP0_c0.t1	Np006G3266500
OG0002447	ESY1_g11862_DN3_SP0_c0.t1	Np001G0648800
OG0002448	ESY3_g29070_DN3_SP0_c0.t1	Np002G0886900, Np002G0886800
OG0002449	ESY1_g11555_DN3_SP0_c0.t1	Np001G0626800, Np004G1954800
OG0002450	ESY12_g51222_DN3_SP8_c0.t1	Np006G3296600
OG0002450	ESY1_g11678_DN3_SP7_c0.t1	Np001G0620700
OG0002451	ESY12_g51119_DN3_SP0_c0.t1	Np006G3303700
OG0002451	ESY1_g11752_DN2_SP0_c0.t1	Np001G0616000
OG0002452	ESY1_g11760_DN3_SP0_c0.t1, ESY1_g11759_DN3_SP0_c0.t1, ESY1_g11761_DN3_SP1_c0.t1	Np001G0615200
OG0002453	ESY9_g45370_DN3_SP7_c0.t1	Np006G3350100
OG0002454	ESY1_g11123_DN3_SP2_c0.t1	Np001G0561400
OG0002454	ESY9_g44688_DN3_SP8_c0.t1	Np006G3378800
OG0002455	ESY1_g11125_DN3_SP0_c0.t1, ESY3_g31398_DN3_SP0_c0.t1, ESY3_g31319_DN3_SP0_c0.t1	Np007G3908300, Np001G0561200
OG0002457	ESY4_g26144_DN3_SP0_c0.t1	Np005G2677300
OG0002457	ESY11_g54181_DN3_SP7_c0.t1	Np007G3750900, Np001G0215000
OG0002458	ESY4_g26257_DN3_SP2_c0.t1	Np005G2682700
OG0002459	ESY2_g35718_DN2_SP0_c0.t1, ESY11_g54325_DN3_SP0_c0.t1	Np007G3742600
OG0002459	ESY4_g26315_DN1_SP0_c0.t1	Np005G2685100
OG0002460	ESY4_g24569_DN3_SP8_c0.t1	Np005G2735200
OG0002461	ESY11_g54704_DN2_SP0_c0.t1	Np005G2754200, Np007G3727900
OG0002462	ESY12_g50945_DN3_SP7_c0.t1	Np006G3313500
OG0002462	ESY12_g50946_DN3_SP2_c0.t1	Np006G3313400
OG0002463	ESY9_g45308_DN3_SP0_c0.t1	Np006G3355300
OG0002464	ESY18_g63157_DN3_SP7_c0.t1	Np005G2844500, Np003G1814500
OG0002465	ESY4_g26392_DN3_SP0_c0.t1	Np005G2687200
OG0002465	ESY8_g59567_DN3_SP0_c0.t1	Np006G3670700
OG0002466	ESY16_g61862_DN3_SP0_c0.t1, ESY14_g20124_DN3_SP0_c0.t1	Np004G2084000
OG0002467	ESY18_g63004_DN3_SP8_c0.t1	Np003G1820500, Np003G1818400
OG0002467	ESY26_g42288_DN2_SP8_c0.t1	Np005G2848100
OG0002469	ESY11_g54911_DN3_SP0_c0.t1	Np007G3720900, Np005G2762600
OG0002470	ESY12_g52079_DN3_SP0_c0.t1	Np006G3256700
OG0002472	ESY6_g50110_DN3_SP4_c0.t1	Np006G3269500
OG0002473	ESY3_g32619_DN3_SP0_c0.t1	Np003G1339600
OG0002473	ESY3_g31991_DN3_SP7_c0.t1	Np007G4204000
OG0002474	ESY3_g31977_DN3_SP7_c0.t1	Np007G4203500, Np001G0157500
OG0002476	ESY4_g23580_DN3_SP0_c0.t1	Np007G4143000
OG0002477	ESY7_g16964_DN3_SP0_c0.t1	Np003G1255200
OG0002477	ESY3_g30813_DN3_SP8_c0.t1	Np007G4140500
OG0002478	ESY3_g31205_DN3_SP0_c0.t1	Np004G1954200, Np007G4108700
OG0002479	ESY3_g30047_DN3_SP0_c23.t1, ESY3_g30044_DN3_SP0_c25.t1	Np007G4091900, Np004G2144000, Np004G2058600
OG0002481	ESY3_g30337_DN3_SP7_c0.t1	Np007G4060300
OG0002481	ESY2_g36213_DN3_SP7_c0.t1	Np004G1920300
OG0002483	ESY3_g29873_DN3_SP6_c0.t1, ESY3_g29875_DN3_SP0_c0.t1	Np007G3918000
OG0002483	ESY2_g38363_DN3_SP8_c0.t1	Np005G3003700, Np005G3007100
OG0002484	ESY2_g38369_DN3_SP0_c0.t1	Np005G3072300, Np005G3072200
OG0002484	ESY3_g29856_DN3_SP0_c0.t1	Np007G3919000
OG0002485	ESY8_g60619_DN3_SP0_c0.t1, ESY11_g54888_DN3_SP0_c0.t1, ESY11_g54889_DN3_SP0_c0.t1	Np005G3159400
OG0002486	ESY2_g35241_DN3_SP0_c0.t1	Np005G3124800, Np002G0950400
OG0002487	ESY2_g35317_DN3_SP0_c0.t1	Np002G0975200
OG0002487	ESY17_g40158_DN3_SP0_c0.t1	Np005G3111400
OG0002488	ESY1_g5999_DN1_SP0_c100.t1, ESY3_g27477_DN3_SP0_c97.t1	Np007G4081400
OG0002489	ESY7_g16955_DN3_SP8_c0.t1	Np003G1466600
OG0002490	ESY1_g10146_DN3_SP0_c0.t1	Np001G0531100
OG0002491	ESY1_g10969_DN3_SP0_c0.t1	Np004G2580600
OG0002491	ESY2_g35628_DN1_SP0_c0.t1	Np002G0843100
OG0002492	ESY5_g3345_DN3_SP0_c0.t1	Np004G2493800
OG0002493	ESY5_g3374_DN3_SP8_c0.t1	Np004G2492000
OG0002494	ESY5_g3447_DN3_SP0_c18.t1	Np004G2484800
OG0002494	ESY5_g3446_DN3_SP0_c16.t1	Np004G2484700
OG0002495	ESY5_g3856_DN3_SP8_c0.t1	Np002G1217900, Np004G2448500
OG0002496	ESY10_g13837_DN3_SP8_c0.t1	Np001G0222800
OG0002496	ESY5_g3877_DN3_SP8_c0.t1	Np004G2445900
OG0002497	ESY5_g2663_DN3_SP8_c0.t1, ESY5_g2661_DN3_SP0_c0.t1	Np004G2434200
OG0002497	ESY10_g14091_DN3_SP6_c0.t1	Np001G0237500
OG0002498	ESY10_g14274_DN3_SP0_c14.t1	Np001G0247900
OG0002498	ESY5_g2735_DN3_SP8_c0.t1	Np004G2428200
OG0002500	ESY10_g14540_DN3_SP6_c0.t1	Np004G2417600, Np001G0264900
OG0002501	ESY5_g2952_DN3_SP8_c0.t1	Np004G2406700
OG0002502	ESY5_g4345_DN3_SP0_c0.t1	Np004G2389000, Np003G1727800
OG0002503	ESY5_g2324_DN2_SP0_c0.t1	Np004G2325100
OG0002504	ESY5_g2059_DN3_SP4_c0.t1	Np004G2303800
OG0002504	ESY2_g35568_DN3_SP5_c0.t1	Np002G0852100
OG0002505	ESY5_g2020_DN3_SP0_c0.t1	Np004G2301200
OG0002506	ESY2_g35514_DN3_SP0_c0.t1	Np002G0857500
OG0002506	ESY5_g1813_DN3_SP0_c0.t1	Np004G2287500
OG0002507	ESY5_g3680_DN3_SP0_c0.t1	Np004G2468200
OG0002507	ESY2_g33803_DN3_SP0_c0.t1	Np002G1187500
OG0002508	ESY8_g59921_DN3_SP0_c0.t1	Np006G3712100, Np005G2605500
OG0002510	ESY4_g26546_DN3_SP0_c0.t1	Np005G2695900
OG0002510	ESY8_g59630_DN3_SP8_c11.t1	Np006G3680300
OG0002511	ESY4_g26502_DN3_SP8_c48.t1	Np005G2693100, Np006G3677300
OG0002512	ESY4_g26463_DN3_SP0_c0.t1	Np005G2689800, Np006G3674800
OG0002513	ESY4_g25461_DN2_SP0_c0.t1	Np005G2660100
OG0002514	ESY4_g25723_DN3_SP8_c0.t1	Np005G2644700, Np007G3782900
OG0002515	ESY4_g25140_DN3_SP8_c0.t1	Np005G2629200
OG0002515	ESY8_g59268_DN3_SP6_c0.t1	Np006G3631700
OG0002516	ESY8_g59355_DN3_SP3_c0.t1	Np006G3641500
OG0002516	ESY4_g25070_DN3_SP8_c0.t1	Np005G2708300
OG0002518	ESY2_g35527_DN3_SP0_c0.t1	Np002G0856300
OG0002518	ESY5_g1882_DN3_SP8_c0.t1	Np004G2292000
OG0002519	ESY2_g34356_DN3_SP0_c0.t1	Np005G2775500, Np002G1004500
OG0002520	ESY2_g35226_DN3_SP0_c0.t1	Np002G0943500
OG0002522	ESY7_g18081_DN3_SP0_c0.t1, ESY7_g18066_DN2_SP0_c0.t1	Np001G0154000, Np006G3475500, Np006G3532500
OG0002530	ESY4_g24682_DN3_SP6_c0.t1	Np005G2730800
OG0002530	ESY8_g59503_DN3_SP7_c0.t1	Np006G3664900
OG0002531	ESY4_g26888_DN3_SP0_c0.t1	Np005G2606200
OG0002532	ESY6_g48739_DN3_SP0_c0.t1	Np003G1528600, Np001G0463700
OG0002533	ESY1_g9274_DN3_SP0_c0.t1	Np001G0491900
OG0002533	ESY6_g49681_DN2_SP0_c0.t1	Np001G0059100
OG0002534	ESY1_g8804_DN3_SP1_c0.t1, ESY1_g8792_DN3_SP0_c0.t1	Np001G0478300, Np005G2960300
OG0002536	ESY3_g32329_DN3_SP4_c0.t1	Np007G4222400
OG0002536	ESY7_g17168_DN3_SP8_c0.t1	Np003G1447700
OG0002537	ESY2_g35985_DN3_SP1_c0.t1, ESY2_g35983_DN3_SP1_c20.t1, ESY2_g35984_DN3_SP5_c0.t1	Np002G0759900, Np003G1440200, Np003G1440100
OG0002538	ESY2_g34810_DN3_SP0_c0.t1	Np006G3347800, Np002G0771300
OG0002538	ESY7_g17310_DN3_SP0_c0.t1	Np003G1434500
OG0002539	ESY7_g17387_DN3_SP0_c17.t1	Np003G1428700
OG0002539	ESY7_g17388_DN3_SP0_c13.t1	Np003G1428600
OG0002540	ESY7_g17426_DN3_SP3_c0.t1	Np003G1425500
OG0002540	ESY3_g32530_DN3_SP0_c0.t1	Np007G4237600
OG0002541	ESY7_g17550_DN2_SP0_c0.t1	Np003G1417900
OG0002541	ESY3_g32618_DN3_SP0_c0.t1	Np007G4247100
OG0002542	ESY7_g17599_DN3_SP8_c0.t1	Np003G1414400
OG0002542	ESY3_g32642_DN3_SP1_c0.t1	Np007G4249100
OG0002544	ESY7_g18280_DN3_SP8_c0.t1	Np003G1386800, Np001G0137100
OG0002545	ESY6_g50688_DN3_SP4_c0.t1	Np001G0045300
OG0002545	ESY7_g17870_DN3_SP0_c0.t1	Np003G1357800
OG0002546	ESY6_g49608_DN3_SP4_c0.t1	Np001G0052700
OG0002546	ESY7_g17810_DN3_SP8_c0.t1	Np003G1353700
OG0002547	ESY8_g58342_DN3_SP8_c0.t1	Np003G1858700
OG0002548	ESY8_g58281_DN3_SP3_c0.t1	Np003G1853500
OG0002549	ESY5_g4496_DN3_SP3_c0.t1	Np004G2518700
OG0002549	ESY8_g58860_DN3_SP5_c0.t1	Np006G3600000
OG0002550	ESY5_g4554_DN3_SP0_c0.t1	Np004G2523100
OG0002551	ESY8_g58572_DN3_SP7_c0.t1	Np006G3539200
OG0002551	ESY5_g4647_DN3_SP0_c0.t1	Np004G2530700
OG0002552	ESY20_g12678_DN3_SP3_c12.t1	Np006G3568000
OG0002552	ESY5_g4868_DN3_SP8_c0.t1	Np004G2549300
OG0002553	ESY20_g12808_DN3_SP0_c0.t1	Np006G3578700
OG0002553	ESY5_g4972_DN3_SP3_c0.t1	Np004G2556800
OG0002554	ESY5_g5064_DN3_SP5_c0.t1	Np004G2561900
OG0002554	ESY8_g58128_DN3_SP0_c0.t1	Np001G0405900
OG0002555	ESY5_g5158_DN3_SP2_c0.t1	Np004G2564300
OG0002556	ESY4_g22631_DN3_SP8_c0.t1	Np004G2109300
OG0002557	ESY4_g22668_DN3_SP0_c0.t1	Np004G2111500
OG0002558	ESY16_g61748_DN3_SP8_c0.t1	Np004G2197300
OG0002559	ESY1_g9941_DN3_SP8_c0.t1	Np001G0520000
OG0002559	ESY6_g50340_DN3_SP8_c0.t1	Np001G0014500
OG0002560	ESY6_g50507_DN3_SP2_c6.t1	Np001G0031300
OG0002561	ESY7_g17907_DN2_SP0_c0.t1	Np003G1360300
OG0002562	ESY6_g49678_DN3_SP0_c0.t1	Np001G0058800
OG0002563	ESY7_g19668_DN3_SP5_c0.t1	Np001G0074000
OG0002564	ESY7_g18508_DN3_SP2_c0.t1	Np001G0078400, Np003G1330200
OG0002565	ESY7_g18546_DN3_SP5_c0.t1	Np003G1334100
OG0002565	ESY6_g49472_DN3_SP7_c0.t1	Np001G0088600
OG0002566	ESY6_g50079_DN3_SP0_c0.t1	Np001G0115300
OG0002566	ESY1_g9624_DN2_SP3_c0.t1	Np001G0502200
OG0002567	ESY4_g26883_DN3_SP0_c0.t1	Np001G0450300
OG0002567	ESY6_g48915_DN3_SP7_c0.t1	Np003G1519100
OG0002568	ESY6_g48897_DN3_SP0_c0.t1	Np003G1520300
