Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0000726	ESY8_g59714_DN1_SP0_c0.t1	Cg001G0183200
OG0000726	ESY9_g43369_DN3_SP0_c0.t1, ESY9_g42599_DN2_SP0_c0.t1, ESY9_g42910_DN1_SP0_c0.t1, ESY8_g59475_DN3_SP0_c0.t1, ESY8_g59454_DN1_SP0_c0.t1, ESY8_g59496_DN2_SP0_c0.t1	Cg007G2460600, Cg006G2072800, Cg006G2072700
OG0000728	ESY7_g17156_DN3_SP0_c0.t1	Cg008G2739200
OG0000728	ESY2_g38202_DN2_SP0_c0.t1	Cg004G1096800
OG0000729	ESY4_g25531_DN3_SP0_c0.t1	Cg005G1669800
OG0000729	ESY4_g25533_DN1_SP0_c0.t1, ESY8_g60745_DN3_SP0_c0.t1	Cg002G0534600
OG0000730	ESY2_g36629_DN1_SP0_c0.t1	Cg007G2570400
OG0000730	ESY8_g58351_DN3_SP0_c0.t1	Cg005G1611700
OG0000730	ESY5_g2991_DN3_SP0_c0.t1	Cg006G2104500
OG0000731	ESY3_g32428_DN3_SP0_c13.t1	Cg006G1977700
OG0000732	ESY6_g49980_DN3_SP0_c0.t1, ESY6_g49981_DN3_SP8_c0.t1	Cg008G2808400, Cg008G2808300
OG0000732	ESY6_g50601_DN3_SP0_c0.t1, ESY6_g50600_DN3_SP8_c0.t1	Cg003G1040800
OG0000733	ESY6_g49307_DN3_SP0_c0.t1	Cg008G2610100, Cg004G1160100
OG0000734	ESY6_g49376_DN3_SP8_c0.t1	Cg003G1013700, Cg003G1013800, Cg002G0554700
OG0000736	ESY9_g43625_DN2_SP0_c0.t1	Cg003G0983300, Cg003G0983400, Cg003G0983500
OG0000737	ESY20_g13277_DN3_SP8_c0.t1	Cg003G0724000, Cg014G3030700
OG0000737	ESY5_g5263_DN3_SP0_c0.t1	Cg006G2236400
OG0000738	ESY1_g10503_DN3_SP8_c0.t1, ESY1_g11933_DN3_SP5_c0.t1	Cg008G2608200, Cg005G1568700, Cg002G0498200
OG0000740	ESY2_g35020_DN3_SP8_c0.t1	Cg007G2553700
OG0000740	ESY14_g20657_DN3_SP8_c0.t1	Cg006G1918100
OG0000741	ESY2_g34953_DN3_SP7_c0.t1	Cg007G2513200
OG0000741	ESY1_g10679_DN3_SP6_c0.t1	Cg002G0467700
OG0000742	ESY2_g37150_DN3_SP0_c0.t1	Cg006G1814900
OG0000744	ESY1_g12266_DN3_SP1_c0.t1, ESY1_g12268_DN3_SP0_c0.t1	Cg002G0417200
OG0000744	ESY1_g12269_DN3_SP0_c0.t1	Cg002G0417100
OG0000745	ESY34_g45725_DN3_SP8_c0.t1	Cg001G0107400
OG0000745	ESY13_g56007_DN1_SP6_c0.t1	Cg001G0140700
OG0000745	ESY11_g54667_DN3_SP4_c0.t1	Cg004G1434100
OG0000746	ESY12_g52089_DN3_SP0_c0.t1	Cg008G2931600
OG0000746	ESY12_g52090_DN3_SP0_c0.t1	Cg005G1653700
OG0000746	ESY12_g52088_DN3_SP0_c0.t1	Cg005G1486300
OG0000747	ESY5_g5326_DN3_SP8_c84.t1	Cg004G1232700, Cg014G3035700, Cg003G0719900, Cg006G2238700
OG0000748	ESY2_g33996_DN2_SP0_c0.t1	Cg013G3024400, Cg036G3081900, Cg007G2304300, Cg007G2304400
OG0000749	ESY2_g33668_DN3_SP0_c7.t1	Cg008G2860900, Cg008G2846100, Cg008G2841000
OG0000752	ESY3_g32531_DN2_SP7_c0.t1	Cg004G1083500
OG0000752	ESY8_g59365_DN2_SP5_c0.t1, ESY4_g25046_DN2_SP3_c0.t1	Cg005G1733400
OG0000761	ESY1_g9457_DN3_SP5_c0.t1	Cg008G2918600, Cg002G0610800, Cg002G0536600
OG0000762	ESY7_g17161_DN3_SP0_c19.t1, ESY16_g62420_DN3_SP0_c0.t1	Cg008G2738500
OG0000764	ESY8_g59716_DN3_SP8_c0.t1	Cg005G1765500
OG0000764	ESY7_g17983_DN3_SP8_c0.t1	Cg008G2668600
OG0000764	ESY4_g26710_DN3_SP8_c0.t1	Cg001G0016100
OG0000765	ESY1_g10656_DN2_SP0_c0.t1, ESY20_g13302_DN1_SP0_c0.t1, ESY20_g12878_DN3_SP0_c0.t1, ESY7_g19381_DN3_SP0_c0.t1, ESY1_g10657_DN3_SP0_c0.t1, ESY1_g11096_DN3_SP0_c0.t1, ESY5_g4151_DN3_SP0_c0.t1	Cg002G0490800
OG0000766	ESY6_g49007_DN3_SP0_c0.t1	Cg008G2783900
OG0000766	ESY1_g7267_DN3_SP0_c0.t1	Cg002G0583500
OG0000767	ESY7_g17840_DN3_SP0_c0.t1, ESY7_g18459_DN3_SP0_c0.t1, ESY7_g18458_DN3_SP0_c0.t1, ESY7_g18460_DN2_SP0_c0.t1	Cg008G2640900
OG0000767	ESY7_g18457_DN3_SP0_c0.t1	Cg008G2640800
OG0000768	ESY7_g19098_DN3_SP0_c0.t1	Cg008G2615500
OG0000768	ESY10_g15493_DN2_SP0_c0.t1, ESY7_g19097_DN3_SP0_c0.t1	Cg004G1308000
OG0000769	ESY4_g22902_DN1_SP0_c0.t1	Cg006G2110500, Cg007G2579500, Cg002G0615700
OG0000770	ESY5_g3963_DN3_SP8_c0.t1	Cg006G2063300
OG0000771	ESY6_g50319_DN3_SP1_c0.t1	Cg003G1062400
OG0000771	ESY1_g10243_DN3_SP0_c0.t1	Cg002G0521300
OG0000772	ESY2_g35204_DN3_SP0_c0.t1	Cg007G2433700
OG0000773	ESY20_g12886_DN3_SP0_c0.t1, ESY8_g58165_DN3_SP0_c0.t1	Cg005G1770400, Cg007G2279200
OG0000774	ESY39_g61439_DN3_SP0_c0.t1	Cg001G0139800
OG0000775	ESY2_g36087_DN3_SP0_c0.t1	Cg006G2061600
OG0000776	ESY12_g51328_DN3_SP1_c0.t1	Cg006G2055400
OG0000781	ESY8_g58821_DN3_SP0_c0.t1, ESY8_g58823_DN3_SP0_c0.t1, ESY8_g58761_DN3_SP0_c0.t1, ESY8_g58757_DN3_SP0_c0.t1	Cg005G1642600
OG0000782	ESY15_g65508_DN3_SP8_c0.t1	Cg001G0271300
OG0000782	ESY5_g4809_DN3_SP8_c0.t1	Cg006G2210700
OG0000783	ESY20_g12782_DN1_SP0_c0.t1	Cg003G0888600, Cg005G1602300, Cg005G1604700
OG0000784	ESY8_g58113_DN3_SP0_c0.t1	Cg005G1595500, Cg005G1595600
OG0000784	ESY2_g36020_DN3_SP0_c0.t1	Cg006G1993300
OG0000785	ESY2_g34942_DN3_SP0_c0.t1, ESY2_g33571_DN3_SP0_c0.t1, ESY6_g50212_DN3_SP0_c0.t1	Cg008G2787200
OG0000786	ESY7_g16090_DN3_SP6_c0.t1	Cg003G0747700
OG0000786	ESY9_g43765_DN3_SP4_c0.t1	Cg008G2766700
OG0000787	ESY6_g48326_DN3_SP7_c0.t1	Cg003G0957600, Cg001G0141700, Cg002G0499700
OG0000788	ESY7_g19040_DN3_SP0_c23.t1	Cg001G0068900, Cg008G2619400
OG0000789	ESY1_g11056_DN3_SP2_c0.t1	Cg002G0489000
OG0000790	ESY2_g34519_DN3_SP0_c0.t1	Cg007G2447100
OG0000790	ESY2_g34522_DN3_SP0_c0.t1	Cg007G2447000
OG0000791	ESY5_g4272_DN3_SP0_c0.t1, ESY5_g1908_DN3_SP0_c0.t1, ESY8_g58938_DN3_SP0_c0.t1, ESY10_g13951_DN3_SP0_c0.t1	Cg008G2874000, Cg008G2874100, Cg004G1407300
OG0000792	ESY7_g18151_DN2_SP0_c0.t1	Cg006G1801700
OG0000793	ESY3_g30507_DN3_SP8_c1.t1	Cg004G1211100
OG0000793	ESY2_g36910_DN3_SP8_c4.t1	Cg006G1802200
OG0000793	ESY12_g51362_DN3_SP8_c0.t1	Cg005G1504600
OG0000794	ESY1_g11280_DN3_SP0_c0.t1, ESY16_g61913_DN3_SP0_c0.t1	Cg002G0637000
OG0000794	ESY7_g18269_DN3_SP0_c0.t1	Cg002G0636800
OG0000795	ESY5_g1604_DN3_SP8_c0.t1, ESY2_g35436_DN3_SP0_c0.t1, ESY2_g35437_DN3_SP0_c0.t1	Cg006G2019300, Cg007G2466300, Cg002G0642000
OG0000796	ESY10_g14026_DN3_SP7_c0.t1	Cg002G0670100
OG0000796	ESY5_g2626_DN3_SP7_c0.t1	Cg006G2130200
OG0000796	ESY5_g1201_DN3_SP8_c0.t1	Cg006G2010700
OG0000797	ESY1_g8304_DN3_SP1_c0.t1	Cg002G0557000
OG0000797	ESY2_g33804_DN3_SP0_c0.t1	Cg002G0556600
OG0000797	ESY7_g19380_DN3_SP0_c0.t1	Cg002G0556900
OG0000798	ESY16_g62576_DN1_SP0_c0.t1, ESY12_g51663_DN3_SP0_c0.t1	Cg003G0765600
OG0000799	ESY2_g37179_DN3_SP0_c7.t1	Cg006G1816100
OG0000799	ESY2_g37180_DN3_SP0_c7.t1	Cg006G1816200
OG0000799	ESY2_g37182_DN3_SP0_c7.t1, ESY2_g37181_DN3_SP0_c7.t1	Cg006G1816300
OG0000800	ESY12_g51326_DN3_SP0_c0.t1	Cg004G1335200, Cg001G0306700
OG0000800	ESY1_g12031_DN3_SP0_c0.t1	Cg004G1335300, Cg004G1329700
OG0000800	ESY1_g12030_DN3_SP0_c0.t1	Cg004G1335100
OG0000801	ESY1_g12487_DN2_SP0_c0.t1	Cg002G0404200
OG0000801	ESY20_g13190_DN2_SP0_c0.t1	Cg014G3037300, Cg003G0718700
OG0000802	ESY6_g49780_DN3_SP0_c0.t1	Cg002G0473300, Cg007G2448100
OG0000803	ESY12_g52166_DN3_SP0_c18.t1	Cg005G1491200
OG0000803	ESY12_g52165_DN3_SP0_c30.t1, ESY8_g58290_DN3_SP0_c18.t1	Cg005G1491100
OG0000804	ESY3_g30883_DN3_SP2_c0.t1	Cg004G1152100, Cg004G1152200
OG0000804	ESY4_g26266_DN3_SP0_c0.t1	Cg008G2834500
OG0000805	ESY3_g30071_DN3_SP0_c0.t1	Cg004G1183700
OG0000808	ESY6_g49669_DN2_SP0_c60.t1, ESY6_g49672_DN2_SP0_c0.t1	Cg003G0912400, Cg003G0912600
OG0000812	ESY13_g56900_DN3_SP8_c0.t1	Cg001G0154800, Cg003G0882000
OG0000812	ESY1_g9258_DN3_SP8_c0.t1	Cg002G0541900
OG0000813	ESY2_g36256_DN3_SP0_c0.t1, ESY2_g33547_DN3_SP0_c0.t1, ESY2_g36257_DN1_SP0_c0.t1	Cg006G1790100, Cg008G2950700, Cg006G1781800, Cg006G1802000
OG0000814	ESY1_g10319_DN3_SP0_c0.t1	Cg006G2146900, Cg006G2147000
OG0000816	ESY16_g62318_DN3_SP8_c0.t1	Cg003G0936000
OG0000816	ESY2_g36244_DN3_SP7_c0.t1	Cg006G1791200
OG0000817	ESY4_g23240_DN3_SP0_c0.t1	Cg008G2629900, Cg004G1173000
OG0000818	ESY7_g19619_DN3_SP0_c16.t1	Cg008G2587400
OG0000818	ESY7_g19618_DN3_SP0_c28.t1, ESY7_g19617_DN3_SP0_c19.t1	Cg008G2587500
OG0000823	ESY3_g32009_DN2_SP0_c0.t1	Cg002G0418400
OG0000824	ESY3_g32257_DN2_SP0_c0.t1	Cg006G1836600
OG0000825	ESY3_g29825_DN2_SP0_c0.t1	Cg004G1237500, Cg004G1237300, Cg004G1237600
OG0000827	ESY2_g34102_DN3_SP8_c0.t1	Cg007G2316900
OG0000827	ESY5_g3392_DN3_SP0_c0.t1	Cg006G2163800
OG0000827	ESY3_g31394_DN3_SP0_c0.t1	Cg008G2931500, Cg004G1349800
OG0000828	ESY5_g1416_DN3_SP8_c0.t1	Cg006G2017100
OG0000829	ESY6_g49275_DN3_SP0_c0.t1, ESY6_g49096_DN3_SP0_c0.t1	Cg007G2390200, Cg007G2393400, Cg007G2393500
OG0000832	ESY8_g58876_DN3_SP8_c0.t1	Cg005G1647100
OG0000832	ESY1_g8082_DN3_SP5_c0.t1	Cg002G0565400
OG0000832	ESY6_g48701_DN3_SP8_c0.t1	Cg003G0983000
OG0000833	ESY4_g25332_DN3_SP0_c0.t1	Cg005G1636100
OG0000833	ESY10_g14879_DN3_SP0_c0.t1, ESY3_g31957_DN3_SP0_c0.t1, ESY2_g35210_DN1_SP0_c0.t1, ESY2_g35211_DN1_SP0_c0.t1	Cg005G1636000, Cg001G0140300
OG0000834	ESY20_g13090_DN3_SP0_c0.t1	Cg006G2244900, Cg006G2245000
OG0000835	ESY8_g58463_DN3_SP0_c0.t1	Cg005G1617700
OG0000835	ESY1_g12136_DN2_SP0_c0.t1	Cg005G1618000, Cg005G1617800
OG0000836	ESY6_g49916_DN3_SP0_c0.t1, ESY6_g49914_DN3_SP0_c0.t1	Cg008G2816000
OG0000836	ESY6_g49919_DN3_SP0_c0.t1	Cg008G2815600, Cg008G2815700, Cg008G2815900, Cg008G2815800
OG0000837	ESY6_g49058_DN1_SP0_c0.t1	Cg008G2779300
OG0000839	ESY7_g19423_DN3_SP8_c0.t1	Cg008G2600400
OG0000839	ESY3_g30966_DN3_SP8_c0.t1	Cg004G1155600
OG0000841	ESY15_g65142_DN3_SP0_c0.t1	Cg003G0839600
OG0000842	ESY2_g37637_DN3_SP0_c0.t1	Cg006G1835400
OG0000843	ESY12_g51647_DN2_SP0_c0.t1	Cg005G1462200, Cg003G0710500, Cg014G3045200, Cg002G0410700
OG0000844	ESY3_g32152_DN3_SP3_c0.t1	Cg002G0461100, Cg005G1524800, Cg005G1525500
OG0000845	ESY18_g64119_DN3_SP7_c0.t1	Cg003G0772500
OG0000845	ESY14_g19769_DN3_SP8_c0.t1	Cg006G1941100
OG0000846	ESY7_g16863_DN3_SP0_c0.t1	Cg008G2819100
OG0000846	ESY10_g15272_DN2_SP0_c0.t1, ESY10_g15279_DN3_SP0_c0.t1, ESY10_g15278_DN3_SP0_c0.t1	Cg008G2819300, Cg008G2819200
OG0000851	ESY4_g26759_DN3_SP0_c0.t1	Cg005G1757400
OG0000852	ESY7_g17029_DN3_SP0_c0.t1, ESY7_g16957_DN3_SP0_c25.t1	Cg008G2752000, Cg003G0747200
OG0000853	ESY2_g33845_DN2_SP0_c0.t1	Cg002G0593500
OG0000857	ESY2_g33830_DN3_SP0_c0.t1, ESY2_g33832_DN3_SP0_c0.t1, ESY7_g18148_DN2_SP0_c0.t1, ESY3_g32482_DN1_SP0_c0.t1	Cg002G0577400, Cg002G0577600, Cg008G2679400
OG0000858	ESY2_g36039_DN3_SP0_c0.t1	Cg007G2525400
OG0000858	ESY2_g36040_DN3_SP0_c0.t1	Cg006G1870900, Cg008G2923400
OG0000859	ESY7_g16481_DN3_SP0_c0.t1	Cg003G0925200, Cg003G0925100
OG0000859	ESY6_g49212_DN3_SP4_c0.t1	Cg008G2768900
OG0000860	ESY11_g54313_DN2_SP0_c0.t1, ESY11_g54312_DN2_SP0_c0.t1, ESY11_g54221_DN1_SP0_c0.t1, ESY11_g54314_DN1_SP0_c0.t1	Cg008G2787000, Cg004G1421400
OG0000861	ESY1_g7587_DN3_SP8_c0.t1	Cg002G0579100
OG0000862	ESY8_g59915_DN3_SP0_c0.t1	Cg001G0067000
OG0000863	ESY8_g58815_DN3_SP0_c0.t1, ESY2_g36683_DN3_SP8_c0.t1	Cg007G2566700
OG0000863	ESY2_g36432_DN3_SP8_c0.t1	Cg006G1780600
OG0000864	ESY16_g61715_DN3_SP0_c0.t1	Cg001G0254300
OG0000865	ESY5_g3253_DN3_SP0_c0.t1	Cg002G0572000, Cg002G0571900
OG0000866	ESY16_g61902_DN3_SP0_c0.t1, ESY16_g61901_DN3_SP0_c9.t1	Cg003G0795500
OG0000866	ESY2_g34350_DN3_SP0_c9.t1	Cg006G1813700
OG0000867	ESY10_g14859_DN3_SP0_c0.t1	Cg008G2981600
OG0000867	ESY9_g42454_DN3_SP0_c0.t1	Cg001G0227400
OG0000868	ESY1_g9863_DN3_SP7_c0.t1	Cg002G0527200
OG0000868	ESY1_g12327_DN3_SP0_c0.t1	Cg002G0526800, Cg002G0526900
OG0000869	ESY9_g43368_DN3_SP0_c0.t1	Cg007G2460500, Cg006G2073000, Cg002G0532400
OG0000870	ESY1_g10552_DN3_SP5_c0.t1	Cg002G0462200
OG0000870	ESY3_g31123_DN3_SP8_c0.t1	Cg004G1165000
OG0000871	ESY9_g44844_DN3_SP0_c0.t1	Cg005G1558900
OG0000871	ESY1_g11077_DN2_SP0_c0.t1, ESY1_g11075_DN3_SP0_c0.t1	Cg002G0489800
OG0000872	ESY9_g42644_DN3_SP1_c0.t1	Cg008G2948600
OG0000872	ESY12_g52080_DN3_SP3_c0.t1	Cg005G1485600
OG0000874	ESY5_g2653_DN3_SP0_c0.t1, ESY5_g2650_DN3_SP0_c0.t1, ESY5_g2642_DN3_SP0_c0.t1	Cg006G2129000
OG0000874	ESY5_g2646_DN3_SP0_c0.t1, ESY5_g2645_DN3_SP0_c0.t1	Cg006G2128900
OG0000875	ESY14_g19768_DN3_SP8_c0.t1	Cg006G1941400, Cg006G1941300, Cg006G1941200
OG0000876	ESY2_g33866_DN2_SP0_c0.t1, ESY10_g14077_DN3_SP0_c0.t1, ESY13_g56978_DN3_SP0_c0.t1, ESY10_g14087_DN3_SP0_c0.t1	Cg007G2294600, Cg007G2294900, Cg007G2294800, Cg007G2294700, Cg007G2295000, Cg007G2291400, Cg007G2291500, Cg007G2291300, Cg007G2291100, Cg007G2291600, Cg007G2291200
OG0000877	ESY29_g13596_DN3_SP0_c0.t1	Cg005G1690300, Cg004G1397400, Cg004G1397600
OG0000882	ESY16_g61934_DN3_SP7_c0.t1	Cg006G1960200
OG0000883	ESY7_g17469_DN3_SP0_c0.t1, ESY8_g58261_DN3_SP0_c0.t1	Cg004G1325500
OG0000885	ESY22_g40927_DN2_SP0_c0.t1, ESY3_g28912_DN3_SP0_c0.t1	Cg001G0259200, Cg004G1289400
OG0000886	ESY12_g51385_DN3_SP0_c0.t1, ESY4_g23985_DN2_SP0_c0.t1	Cg005G1705700, Cg005G1705600
OG0000888	ESY9_g42985_DN3_SP0_c21.t1	Cg001G0206100
OG0000889	ESY9_g43622_DN3_SP0_c0.t1	Cg001G0188300
OG0000889	ESY9_g43620_DN3_SP0_c0.t1	Cg001G0188200
OG0000890	ESY7_g17043_DN3_SP0_c0.t1, ESY3_g32060_DN3_SP0_c0.t1, ESY12_g50825_DN3_SP0_c0.t1	Cg004G1103100, Cg008G2747600
OG0000893	ESY7_g18179_DN3_SP0_c0.t1	Cg008G2681000
OG0000893	ESY11_g53372_DN3_SP0_c0.t1	Cg008G2680900
OG0000894	ESY8_g59610_DN3_SP7_c0.t1	Cg005G1758400
OG0000894	ESY6_g50403_DN3_SP7_c0.t1	Cg003G1055000
OG0000894	ESY1_g9832_DN3_SP8_c0.t1	Cg002G0528100
OG0000895	ESY11_g52491_DN2_SP0_c0.t1, ESY4_g25162_DN2_SP0_c0.t1	Cg008G2773100
OG0000896	ESY1_g10690_DN3_SP0_c0.t1	Cg002G0468800, Cg002G0468600, Cg002G0468700, Cg002G0468500
OG0000897	ESY7_g18730_DN3_SP8_c0.t1	Cg008G2638100
OG0000897	ESY3_g31301_DN3_SP8_c4.t1	Cg004G1178700
OG0000898	ESY7_g18926_DN2_SP8_c0.t1	Cg008G2626000
OG0000898	ESY3_g31169_DN2_SP6_c0.t1	Cg004G1168800
OG0000899	ESY2_g36134_DN3_SP2_c0.t1, ESY2_g36135_DN3_SP5_c0.t1	Cg007G2557900
OG0000899	ESY2_g38241_DN3_SP0_c0.t1	Cg007G2558000, Cg005G1762100
OG0000900	ESY2_g36201_DN3_SP0_c0.t1	Cg006G1795300, Cg006G1795400, Cg006G1795600
OG0000901	ESY1_g10664_DN3_SP1_c0.t1	Cg002G0467100
OG0000901	ESY3_g32114_DN3_SP2_c0.t1	Cg004G1101900
OG0000902	ESY12_g51135_DN3_SP0_c0.t1, ESY3_g30625_DN2_SP0_c0.t1	Cg005G1516500
OG0000902	ESY4_g25230_DN3_SP0_c0.t1, ESY1_g10554_DN3_SP0_c0.t1	Cg006G2008100, Cg006G2008200
OG0000903	ESY1_g11998_DN3_SP0_c0.t1	Cg001G0109200
OG0000903	ESY4_g24311_DN3_SP2_c0.t1	Cg001G0109300
OG0000904	ESY3_g29493_DN3_SP0_c0.t1, ESY9_g42994_DN3_SP0_c19.t1	Cg004G1256800
OG0000904	ESY2_g37648_DN3_SP7_c0.t1	Cg006G1836000
OG0000906	ESY23_g324_DN3_SP0_c0.t1	Cg003G0797800, Cg001G0164100
OG0000907	ESY2_g33437_DN2_SP0_c0.t1	Cg004G1072800, Cg004G1072700, Cg005G1487300
OG0000908	ESY1_g11425_DN3_SP8_c0.t1	Cg006G1952000, Cg002G0440400
OG0000908	ESY12_g51342_DN3_SP8_c0.t1	Cg005G1506100
OG0000909	ESY11_g54131_DN3_SP0_c0.t1, ESY1_g9191_DN2_SP0_c0.t1	Cg001G0330100, Cg001G0330500, Cg001G0330400
OG0000910	ESY12_g51174_DN3_SP0_c0.t1, ESY7_g17703_DN3_SP0_c0.t1	Cg005G1542100
OG0000911	ESY4_g26775_DN3_SP0_c0.t1	Cg001G0012000
OG0000911	ESY8_g59797_DN3_SP0_c0.t1	Cg005G1771300
OG0000912	ESY3_g31679_DN3_SP8_c0.t1, ESY10_g15462_DN3_SP0_c0.t1	Cg004G1117800, Cg008G2825600
OG0000913	ESY8_g61040_DN3_SP8_c0.t1	Cg001G0351700
OG0000913	ESY7_g17368_DN3_SP8_c0.t1	Cg008G2724900
OG0000915	ESY5_g5445_DN3_SP0_c0.t1, ESY20_g13080_DN3_SP7_c0.t1	Cg001G0315000, Cg006G2245300
OG0000916	ESY5_g3872_DN3_SP0_c0.t1, ESY5_g2608_DN2_SP0_c0.t1	Cg006G2151700
OG0000917	ESY9_g43733_DN3_SP0_c0.t1	Cg001G0182800, Cg006G2042300, Cg006G2042400
OG0000922	ESY7_g18418_DN3_SP0_c0.t1	Cg008G2695900
OG0000923	ESY11_g53422_DN2_SP0_c0.t1, ESY1_g8875_DN3_SP0_c0.t1	Cg002G0547700
OG0000923	ESY6_g49840_DN3_SP7_c0.t1	Cg003G1017200
OG0000924	ESY7_g17343_DN3_SP6_c0.t1	Cg001G0283000, Cg006G2026800, Cg008G2726300
OG0000925	ESY3_g31785_DN3_SP0_c0.t1, ESY3_g31784_DN3_SP0_c0.t1, ESY6_g50002_DN3_SP0_c0.t1, ESY6_g50001_DN3_SP0_c0.t1	Cg008G2806000
OG0000925	ESY7_g18083_DN3_SP0_c0.t1	Cg008G2674800
OG0000926	ESY4_g24967_DN3_SP6_c0.t1	Cg001G0086700
OG0000926	ESY7_g18013_DN3_SP8_c0.t1	Cg008G2670700
OG0000927	ESY8_g58737_DN3_SP7_c0.t1	Cg005G1636400
OG0000927	ESY1_g10649_DN3_SP6_c0.t1	Cg002G0466100
OG0000927	ESY7_g18864_DN3_SP8_c0.t1	Cg008G2629200
OG0000928	ESY8_g58597_DN3_SP0_c0.t1	Cg005G1626400
OG0000928	ESY5_g4631_DN3_SP2_c0.t1	Cg006G2197800
OG0000929	ESY8_g58577_DN3_SP8_c24.t1	Cg006G2198600, Cg005G1625300
OG0000931	ESY1_g8084_DN3_SP8_c0.t1	Cg002G0565100
OG0000931	ESY6_g48702_DN3_SP5_c0.t1	Cg003G0983100
OG0000932	ESY4_g23882_DN3_SP6_c0.t1	Cg001G0122200
OG0000932	ESY5_g2304_DN3_SP3_c0.t1	Cg006G2042200
OG0000933	ESY6_g48459_DN1_SP0_c0.t1, ESY11_g54908_DN1_SP0_c0.t1, ESY11_g54901_DN2_SP0_c0.t1, ESY4_g23390_DN2_SP0_c0.t1	Cg004G1409800
OG0000934	ESY13_g56284_DN3_SP0_c0.t1	Cg001G0144600
OG0000934	ESY6_g48413_DN3_SP1_c0.t1	Cg003G0962500
OG0000935	ESY5_g4892_DN2_SP0_c0.t1	Cg003G0942700, Cg003G0942800
OG0000936	ESY4_g26012_DN2_SP0_c0.t1	Cg001G0043900
OG0000938	ESY9_g42638_DN3_SP0_c48.t1	Cg004G1206500, Cg007G2554500, Cg007G2555100
OG0000939	ESY14_g20850_DN2_SP8_c0.t1	Cg006G1905400
OG0000940	ESY1_g11203_DN2_SP0_c0.t1, ESY4_g25292_DN3_SP0_c0.t1	Cg001G0124000, Cg006G1996400
OG0000941	ESY12_g52187_DN3_SP3_c0.t1	Cg001G0269000, Cg004G1302400, Cg005G1492600
OG0000942	ESY4_g25066_DN1_SP0_c0.t1	Cg001G0081700, Cg001G0081600
OG0000944	ESY1_g9878_DN3_SP6_c0.t1	Cg002G0526600
OG0000946	ESY1_g12284_DN3_SP0_c37.t1, ESY9_g43240_DN3_SP0_c79.t1	Cg006G2199200
OG0000947	ESY12_g52301_DN3_SP0_c0.t1	Cg005G1450600
OG0000947	ESY1_g12526_DN3_SP0_c0.t1	Cg002G0401200
OG0000948	ESY1_g11720_DN3_SP0_c0.t1, ESY1_g11722_DN3_SP0_c0.t1	Cg002G0451700
OG0000949	ESY1_g10768_DN3_SP0_c0.t1	Cg005G1537500, Cg002G0473400
OG0000950	ESY2_g38407_DN3_SP8_c28.t1	Cg001G0244000
OG0000950	ESY3_g28901_DN3_SP0_c0.t1	Cg005G1692600
OG0000951	ESY24_g32821_DN3_SP8_c0.t1	Cg001G0312500, Cg004G1345800
OG0000952	ESY5_g3311_DN3_SP0_c17.t1	Cg006G2169100, Cg006G2169200
OG0000952	ESY5_g3310_DN3_SP0_c17.t1, ESY5_g3308_DN3_SP0_c10.t1, ESY5_g3309_DN3_SP0_c17.t1	Cg001G0196100, Cg006G2169300
OG0000954	ESY3_g32166_DN3_SP0_c0.t1	Cg003G0744800, Cg003G0744900
OG0000955	ESY5_g2709_DN1_SP0_c0.t1	Cg006G2126400
OG0000956	ESY2_g35513_DN3_SP0_c0.t1	Cg007G2471600
OG0000958	ESY2_g33541_DN1_SP0_c0.t1	Cg006G2013800
OG0000960	ESY4_g23106_DN2_SP0_c0.t1	Cg008G2880500
OG0000962	ESY10_g14115_DN3_SP0_c0.t1	Cg002G0673500
OG0000963	ESY11_g53922_DN3_SP0_c20.t1	Cg008G2712500, Cg004G1403700
OG0000964	ESY8_g58421_DN3_SP0_c0.t1, ESY8_g58422_DN2_SP0_c0.t1, ESY8_g58404_DN2_SP0_c0.t1, ESY8_g58425_DN3_SP0_c0.t1	Cg005G1614100, Cg005G1615500
OG0000965	ESY13_g56678_DN3_SP8_c0.t1	Cg001G0147200
OG0000965	ESY2_g35223_DN3_SP0_c0.t1, ESY7_g18440_DN3_SP0_c0.t1, ESY11_g54700_DN3_SP0_c0.t1, ESY6_g46815_DN3_SP6_c0.t1	Cg003G0907600
OG0000966	ESY1_g9420_DN3_SP8_c0.t1	Cg002G0537600
OG0000966	ESY6_g50127_DN3_SP3_c0.t1	Cg008G2795200
OG0000967	ESY6_g49957_DN3_SP0_c0.t1	Cg008G2811600, Cg008G2811700
OG0000968	ESY6_g48884_DN3_SP0_c0.t1, ESY6_g48875_DN3_SP0_c0.t1	Cg003G0992600
OG0000969	ESY7_g18931_DN3_SP0_c21.t1, ESY24_g33148_DN3_SP0_c0.t1, ESY7_g18932_DN3_SP0_c21.t1	Cg003G0973800, Cg008G2625600
OG0000970	ESY21_g55718_DN2_SP0_c0.t1	Cg002G0647100, Cg002G0629000
OG0000971	ESY10_g15225_DN3_SP8_c0.t1	Cg008G2967600
OG0000971	ESY10_g15226_DN3_SP0_c0.t1	Cg008G2967500
OG0000972	ESY7_g19188_DN2_SP0_c0.t1	Cg006G1824300
OG0000972	ESY2_g37353_DN1_SP0_c0.t1, ESY2_g37407_DN1_SP0_c0.t1, ESY2_g37354_DN3_SP0_c0.t1	Cg006G1824200
