Orthogroup	Euclidium_syriacum	Cochlearia_excelsa
OG0004122	ESY2_g33561_DN3_SP8_c0.t1	g40854
OG0004123	ESY8_g59628_DN3_SP0_c0.t1	g10813
OG0004124	ESY2_g35168_DN3_SP0_c0.t1	g17145
OG0004125	ESY7_g16522_DN3_SP0_c0.t1	g36283
OG0004127	ESY5_g2593_DN2_SP0_c0.t1	g11468, g3238, g51211
OG0004128	ESY7_g16438_DN3_SP7_c0.t1	g25549
OG0004129	ESY2_g38082_DN3_SP0_c0.t1	g54052
OG0004130	ESY4_g26526_DN3_SP8_c0.t1	g22830
OG0004131	ESY4_g26191_DN3_SP0_c0.t1	g47964, g22939
OG0004132	ESY9_g43247_DN2_SP0_c0.t1, ESY4_g26110_DN3_SP0_c8.t1	g22965, g47942
OG0004133	ESY4_g25804_DN3_SP5_c0.t1	g23156, g18182
OG0004134	ESY2_g35268_DN2_SP0_c0.t1, ESY3_g28192_DN3_SP0_c0.t1	g13477
OG0004135	ESY3_g28128_DN3_SP8_c0.t1	g6484
OG0004136	ESY20_g12964_DN3_SP7_c0.t1	g38232
OG0004137	ESY6_g47057_DN3_SP7_c0.t1	g28393
OG0004138	ESY7_g16148_DN1_SP0_c0.t1	g32078
OG0004141	ESY2_g34272_DN3_SP0_c0.t1, ESY2_g34275_DN3_SP0_c0.t1	g43881
OG0004144	ESY7_g18040_DN1_SP0_c0.t1, ESY7_g18169_DN3_SP0_c0.t1, ESY7_g16434_DN3_SP0_c0.t1	g6370
OG0004144	ESY7_g18039_DN1_SP0_c0.t1, ESY7_g16433_DN2_SP0_c0.t1, ESY7_g18170_DN2_SP0_c0.t1	g6369
OG0004146	ESY8_g58857_DN3_SP0_c0.t1	g51115
OG0004146	ESY5_g4501_DN1_SP0_c0.t1	g49572
OG0004147	ESY8_g58355_DN2_SP0_c0.t1	g4830, g3959, g6639
OG0004148	ESY10_g14645_DN3_SP0_c0.t1	g10809
OG0004149	ESY21_g55698_DN3_SP3_c0.t1	g10452
OG0004152	ESY21_g55164_DN3_SP0_c0.t1	g25932, g40227
OG0004153	ESY16_g62254_DN3_SP0_c0.t1	g50103, g31546, g25051, g24456, g23643
OG0004154	ESY8_g60713_DN1_SP0_c0.t1	g820, g1256, g821, g819
OG0004155	ESY3_g29020_DN2_SP0_c0.t1, ESY7_g16574_DN1_SP0_c0.t1, ESY7_g16596_DN2_SP0_c0.t1	g18635
OG0004156	ESY18_g63417_DN1_SP0_c0.t1, ESY3_g31590_DN3_SP0_c0.t1	g12506
OG0004157	ESY1_g5634_DN3_SP2_c0.t1	g51470
OG0004158	ESY1_g9092_DN3_SP0_c0.t1	g18610
OG0004158	ESY6_g48141_DN3_SP0_c0.t1	g6696
OG0004158	ESY1_g9093_DN2_SP0_c0.t1	g18425, g43859, g25868, g28986, g16310
OG0004165	ESY4_g24642_DN3_SP5_c0.t1	g23392
OG0004166	ESY4_g24647_DN3_SP1_c0.t1	g47750, g16984
OG0004167	ESY4_g24663_DN3_SP0_c0.t1	g23386, g16982
OG0004168	ESY6_g49725_DN3_SP5_c0.t1	g9821
OG0004169	ESY7_g17182_DN3_SP0_c0.t1	g45752, g29140
OG0004170	ESY7_g17245_DN3_SP6_c0.t1	g5016, g29159
OG0004172	ESY6_g49657_DN3_SP0_c0.t1, ESY6_g50730_DN3_SP0_c0.t1, ESY6_g49656_DN3_SP0_c7.t1	g285
OG0004173	ESY7_g17375_DN3_SP0_c0.t1	g29205
OG0004174	ESY7_g17484_DN2_SP8_c0.t1	g29272, g5132
OG0004175	ESY7_g17504_DN3_SP6_c0.t1	g45683, g29274
OG0004176	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	g5145
OG0004177	ESY5_g2019_DN3_SP0_c0.t1	g32095
OG0004178	ESY7_g17669_DN3_SP0_c0.t1	g5221, g29327
OG0004180	ESY7_g18131_DN3_SP0_c0.t1	g5391, g29462
OG0004181	ESY2_g34558_DN3_SP0_c0.t1	g10372
OG0004182	ESY7_g18091_DN3_SP2_c0.t1	g5399
OG0004182	ESY6_g49999_DN3_SP7_c0.t1	g579
OG0004183	ESY7_g17828_DN3_SP0_c0.t1	g5465
OG0004185	ESY7_g18680_DN3_SP7_c0.t1	g5503
OG0004186	ESY11_g54537_DN3_SP1_c0.t1	g17191
OG0004187	ESY8_g59146_DN3_SP0_c9.t1, ESY8_g59147_DN3_SP0_c8.t1, ESY8_g59145_DN3_SP0_c9.t1	g40174
OG0004188	ESY8_g59100_DN3_SP8_c0.t1	g40144
OG0004189	ESY8_g59059_DN3_SP0_c0.t1	g36766
OG0004190	ESY16_g62523_DN3_SP0_c0.t1, ESY8_g59037_DN3_SP1_c0.t1, ESY8_g59026_DN3_SP0_c0.t1	g40105
OG0004191	ESY8_g58924_DN3_SP6_c0.t1	g40031
OG0004192	ESY8_g58661_DN3_SP0_c9.t1	g39924, g51204
OG0004193	ESY8_g58657_DN2_SP0_c0.t1	g39915
OG0004194	ESY8_g58615_DN3_SP0_c22.t1	g39911
OG0004195	ESY8_g58544_DN2_SP0_c0.t1	g51237, g39856
OG0004197	ESY8_g58403_DN3_SP0_c0.t1	g51270
OG0004199	ESY1_g11680_DN3_SP8_c0.t1	g36266
OG0004201	ESY4_g22419_DN3_SP4_c0.t1	g53941, g28124
OG0004202	ESY4_g22809_DN3_SP7_c0.t1	g27652
OG0004203	ESY4_g23044_DN3_SP8_c0.t1	g50498
OG0004204	ESY6_g48883_DN3_SP1_c0.t1	g32407, g27687
OG0004206	ESY4_g23565_DN3_SP8_c0.t1	g32455, g50528
OG0004207	ESY4_g23660_DN3_SP8_c9.t1	g27702, g32469
OG0004208	ESY4_g23680_DN3_SP8_c0.t1	g32475, g50546
OG0004209	ESY16_g62058_DN3_SP0_c0.t1	g32497, g27719
OG0004210	ESY16_g61777_DN3_SP8_c0.t1	g27766, g32553, g50621
OG0004211	ESY10_g14323_DN3_SP0_c0.t1	g16695, g10685
OG0004212	ESY4_g25114_DN3_SP0_c0.t1	g18680
OG0004214	ESY6_g50351_DN1_SP0_c0.t1	g63
OG0004215	ESY6_g50428_DN3_SP8_c16.t1	g9686
OG0004217	ESY6_g49666_DN3_SP0_c0.t1	g18642, g9813
OG0004218	ESY6_g49811_DN3_SP5_c0.t1	g332
OG0004219	ESY4_g25565_DN1_SP0_c0.t1	g45415, g44800
OG0004220	ESY6_g49522_DN3_SP1_c0.t1	g9907
OG0004221	ESY6_g49589_DN3_SP2_c0.t1	g447
OG0004222	ESY16_g61497_DN3_SP0_c17.t1	g24328
OG0004223	ESY20_g12867_DN2_SP0_c0.t1, ESY20_g12868_DN1_SP0_c0.t1	g39730, g11111
OG0004225	ESY6_g50012_DN3_SP0_c0.t1	g570
OG0004226	ESY6_g49294_DN3_SP8_c0.t1	g28970, g669, g33107, g41418
OG0004227	ESY6_g49177_DN3_SP2_c0.t1	g730, g28923
OG0004228	ESY6_g49043_DN2_SP0_c0.t1	g786, g28879
OG0004229	ESY6_g48692_DN3_SP0_c0.t1	g1255
OG0004230	ESY6_g48665_DN3_SP2_c0.t1	g1237
OG0004233	ESY26_g42357_DN3_SP0_c0.t1	g23923
OG0004234	ESY6_g48093_DN3_SP0_c0.t1	g39362
OG0004236	ESY6_g47930_DN3_SP8_c0.t1	g39400, g973
OG0004237	ESY20_g13225_DN3_SP1_c0.t1	g39583
OG0004238	ESY20_g13297_DN3_SP0_c0.t1	g39604
OG0004239	ESY7_g18766_DN3_SP0_c0.t1	g6454, g11172, g5598
OG0004241	ESY7_g19164_DN3_SP0_c0.t1	g29803, g45387, g24741, g17943, g16343, g16338, g16335
OG0004242	ESY3_g30098_DN3_SP0_c0.t1	g5765, g45343
OG0004243	ESY7_g19640_DN3_SP0_c0.t1, ESY10_g14730_DN3_SP0_c0.t1	g45285
OG0004244	ESY8_g60230_DN3_SP7_c0.t1	g16828
OG0004246	ESY2_g36623_DN3_SP0_c0.t1	g46556
OG0004247	ESY2_g36698_DN3_SP0_c0.t1	g46516
OG0004248	ESY2_g36156_DN3_SP0_c0.t1	g46478
OG0004249	ESY2_g35092_DN3_SP6_c0.t1	g13613
OG0004250	ESY3_g30779_DN3_SP3_c0.t1	g7542, g12415
OG0004252	ESY5_g1212_DN3_SP6_c0.t1	g50387
OG0004253	ESY2_g36938_DN3_SP8_c0.t1	g36614
OG0004254	ESY1_g9456_DN3_SP0_c0.t1	g24676, g24622, g24617, g24670
OG0004255	ESY12_g52053_DN3_SP6_c0.t1	g52183, g37562
OG0004256	ESY2_g35867_DN3_SP8_c0.t1	g44588
OG0004257	ESY5_g1878_DN3_SP1_c0.t1	g50313
OG0004258	ESY5_g2597_DN3_SP0_c0.t1	g49866
OG0004259	ESY21_g55410_DN3_SP0_c0.t1	g10414
OG0004260	ESY6_g45818_DN3_SP0_c0.t1	g22599, g28295, g1366
OG0004261	ESY21_g55756_DN2_SP0_c0.t1	g10461
OG0004262	ESY10_g13980_DN3_SP4_c0.t1	g1584
OG0004263	ESY2_g35442_DN2_SP0_c0.t1	g44746, g32138
OG0004264	ESY2_g35402_DN3_SP8_c8.t1	g44764, g45796
OG0004265	ESY10_g15127_DN3_SP0_c0.t1	g40608
OG0004266	ESY10_g15229_DN3_SP8_c0.t1	g10959, g40596
OG0004267	ESY7_g16799_DN3_SP0_c0.t1	g16723
OG0004269	ESY8_g59204_DN3_SP0_c0.t1	g38266
OG0004270	ESY2_g35670_DN3_SP8_c0.t1	g44653, g42087
OG0004271	ESY2_g37286_DN2_SP0_c0.t1	g36493
OG0004272	ESY16_g61819_DN3_SP0_c0.t1	g28028
OG0004273	ESY2_g37086_DN3_SP0_c0.t1	g54258
OG0004274	ESY9_g42707_DN3_SP3_c0.t1	g24177
OG0004275	ESY9_g42683_DN3_SP6_c0.t1	g24178, g47275
OG0004277	ESY9_g42440_DN3_SP1_c0.t1	g17539, g24265
OG0004278	ESY1_g10116_DN3_SP0_c0.t1	g19330
OG0004279	ESY23_g193_DN3_SP0_c0.t1	g47469, g23879
OG0004280	ESY23_g143_DN3_SP0_c0.t1	g23890, g47457
OG0004281	ESY6_g46419_DN3_SP0_c0.t1	g41171
OG0004282	ESY23_g404_DN3_SP0_c0.t1	g17229
OG0004283	ESY2_g38094_DN3_SP0_c11.t1	g13661, g37114
OG0004285	ESY9_g43231_DN3_SP0_c0.t1	g24076
OG0004286	ESY9_g43360_DN3_SP0_c0.t1	g17372, g24044, g24043
OG0004287	ESY1_g9102_DN3_SP8_c0.t1, ESY9_g43420_DN3_SP0_c0.t1	g47363, g17394
OG0004288	ESY16_g61557_DN2_SP0_c0.t1, ESY16_g61562_DN1_SP0_c0.t1	g47189
OG0004289	ESY3_g32658_DN1_SP0_c0.t1	g18346
OG0004290	ESY6_g49901_DN3_SP7_c0.t1	g18775
OG0004291	ESY1_g12534_DN3_SP0_c0.t1	g18753
OG0004292	ESY1_g12313_DN3_SP7_c0.t1	g1843
OG0004293	ESY1_g12241_DN3_SP8_c0.t1	g11175, g1877
OG0004294	ESY1_g11860_DN3_SP7_c0.t1	g2028
OG0004295	ESY1_g11412_DN3_SP8_c3.t1	g1987, g18944
OG0004296	ESY1_g11844_DN3_SP0_c0.t1, ESY1_g11486_DN3_SP0_c0.t1	g18959, g11214
OG0004297	ESY1_g11499_DN3_SP8_c0.t1	g2034
OG0004298	ESY1_g11623_DN3_SP8_c0.t1	g2121, g18978
OG0004299	ESY1_g11778_DN3_SP0_c0.t1	g2063, g19005
OG0004300	ESY1_g11834_DN3_SP0_c0.t1	g2137
OG0004302	ESY1_g10803_DN3_SP7_c0.t1	g11284
OG0004303	ESY6_g47385_DN3_SP1_c0.t1	g28420, g918
OG0004304	ESY3_g28044_DN3_SP0_c0.t1	g6459
OG0004305	ESY11_g54165_DN2_SP0_c31.t1, ESY11_g54166_DN3_SP0_c31.t1	g6035
OG0004306	ESY11_g54216_DN3_SP0_c0.t1	g13979, g6025
OG0004307	ESY11_g54322_DN3_SP0_c13.t1	g5999
OG0004308	ESY11_g54624_DN3_SP6_c0.t1	g5956
OG0004309	ESY10_g14533_DN2_SP0_c0.t1	g16060, g1507
OG0004310	ESY12_g51059_DN3_SP8_c0.t1	g37381
OG0004311	ESY12_g51012_DN3_SP8_c0.t1	g37370, g51961
OG0004312	ESY12_g50975_DN3_SP0_c0.t1	g37365
OG0004313	ESY9_g45687_DN3_SP8_c0.t1	g38139, g51861
OG0004314	ESY9_g45461_DN3_SP6_c0.t1	g51758
OG0004315	ESY9_g45360_DN3_SP1_c0.t1	g37288, g51730
OG0004316	ESY9_g44939_DN2_SP1_c0.t1	g51651
OG0004317	ESY18_g63045_DN3_SP0_c0.t1	g25671
OG0004318	ESY8_g59540_DN3_SP2_c0.t1, ESY7_g19212_DN3_SP0_c0.t1	g38423
OG0004319	ESY13_g57116_DN2_SP5_c0.t1	g27615, g32221
OG0004320	ESY5_g5004_DN2_SP0_c0.t1	g49453, g26936
OG0004321	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	g11436
OG0004322	ESY10_g15298_DN2_SP0_c0.t1	g10108
OG0004323	ESY2_g34427_DN2_SP0_c0.t1	g10128, g51931, g51929, g51936, g4791
OG0004324	ESY10_g15486_DN3_SP8_c0.t1	g4790, g10132
OG0004326	ESY12_g51397_DN3_SP0_c0.t1	g50812, g37709, g38255
OG0004328	ESY12_g51674_DN2_SP0_c0.t1, ESY7_g19193_DN1_SP0_c0.t1	g50784
OG0004329	ESY12_g51710_DN3_SP1_c0.t1	g37658, g50778
OG0004330	ESY12_g51730_DN3_SP5_c0.t1	g6695
OG0004331	ESY3_g29085_DN3_SP0_c0.t1	g6676
OG0004332	ESY12_g51839_DN2_SP5_c0.t1	g52270
OG0004333	ESY12_g52178_DN2_SP0_c0.t1	g37518, g37520, g37519
OG0004334	ESY12_g51517_DN3_SP4_c0.t1	g52108, g37487, g37488
OG0004335	ESY12_g51528_DN3_SP0_c0.t1, ESY1_g11311_DN1_SP0_c0.t1	g37485, g38204
OG0004336	ESY12_g51563_DN3_SP0_c0.t1	g52088, g37468
OG0004337	ESY10_g14862_DN3_SP8_c0.t1	g40689, g10895
OG0004338	ESY10_g14871_DN3_SP0_c0.t1	g10897, g40687
OG0004339	ESY10_g14894_DN3_SP6_c0.t1	g10902, g40679
OG0004340	ESY3_g31638_DN3_SP0_c0.t1	g7687, g12527
OG0004341	ESY3_g31607_DN1_SP0_c0.t1	g7675, g12512
OG0004342	ESY11_g54096_DN3_SP0_c0.t1	g12479
OG0004343	ESY3_g31438_DN3_SP6_c0.t1	g12475, g12943
OG0004344	ESY3_g30727_DN3_SP8_c0.t1	g12427, g7560
OG0004345	ESY3_g31029_DN3_SP4_c0.t1	g7448
OG0004346	ESY3_g31225_DN3_SP8_c0.t1	g7390, g12329
OG0004347	ESY3_g31307_DN3_SP0_c0.t1	g12307
OG0004348	ESY3_g31357_DN3_SP0_c0.t1	g7337
OG0004349	ESY7_g17735_DN3_SP0_c0.t1	g12275
OG0004350	ESY3_g30162_DN3_SP5_c0.t1	g12250, g13154
OG0004351	ESY2_g36296_DN3_SP7_c18.t1	g36716
OG0004352	ESY3_g30287_DN3_SP4_c0.t1	g7208
OG0004353	ESY3_g30335_DN3_SP8_c0.t1	g13209
OG0004354	ESY3_g30352_DN3_SP3_c0.t1	g7182
OG0004355	ESY3_g30496_DN3_SP0_c0.t1	g7140
OG0004356	ESY3_g30569_DN3_SP0_c0.t1	g7089, g13234
OG0004357	ESY3_g30564_DN3_SP0_c0.t1	g7084
OG0004358	ESY3_g30560_DN3_SP2_c0.t1	g13236
OG0004359	ESY2_g37075_DN3_SP0_c0.t1, ESY3_g30652_DN3_SP8_c0.t1	g7046
OG0004360	ESY11_g54969_DN3_SP0_c0.t1	g13828
OG0004361	ESY3_g29842_DN3_SP2_c0.t1	g6973
OG0004362	ESY3_g29632_DN2_SP0_c0.t1	g11994, g13316
OG0004363	ESY3_g29547_DN3_SP6_c0.t1	g13327
OG0004364	ESY3_g29397_DN3_SP0_c0.t1	g11956, g6789
OG0004365	ESY3_g29259_DN3_SP0_c0.t1, ESY9_g42739_DN3_SP0_c0.t1, ESY9_g42741_DN3_SP0_c0.t1	g13362, g13361, g6752
OG0004366	ESY3_g29229_DN2_SP0_c0.t1	g6720
OG0004367	ESY3_g29144_DN2_SP0_c0.t1	g11886
OG0004368	ESY3_g29123_DN3_SP8_c0.t1	g13378
OG0004369	ESY3_g29100_DN3_SP6_c0.t1	g13382
OG0004370	ESY8_g61321_DN3_SP0_c0.t1	g46779
OG0004371	ESY17_g40164_DN3_SP5_c0.t1, ESY2_g35314_DN3_SP5_c0.t1	g46833
OG0004372	ESY6_g50045_DN3_SP0_c0.t1, ESY6_g50044_DN1_SP0_c0.t1, ESY15_g64825_DN3_SP1_c0.t1	g10295
OG0004373	ESY3_g28277_DN3_SP1_c0.t1	g6505, g13475
OG0004374	ESY3_g28514_DN3_SP0_c0.t1	g13460, g6541
OG0004375	ESY3_g28757_DN3_SP0_c0.t1	g13422, g4678, g6590
OG0004376	ESY3_g28970_DN3_SP5_c0.t1	g11855
OG0004377	ESY3_g28985_DN2_SP0_c0.t1	g13396, g6629
OG0004378	ESY3_g28987_DN3_SP8_c0.t1	g11858, g6630
OG0004379	ESY8_g59331_DN3_SP0_c0.t1, ESY3_g29055_DN3_SP0_c0.t1	g6670, g6669
OG0004380	ESY2_g34376_DN3_SP1_c0.t1	g25098
OG0004381	ESY7_g16981_DN3_SP8_c0.t1	g41459, g29066
OG0004382	ESY1_g10199_DN3_SP8_c0.t1	g2463
OG0004384	ESY5_g5386_DN3_SP8_c0.t1	g26886
OG0004385	ESY5_g5165_DN3_SP8_c0.t1	g30827
OG0004387	ESY5_g4734_DN3_SP1_c0.t1	g49525
OG0004388	ESY5_g4455_DN3_SP4_c0.t1	g27016, g31087, g49599
OG0004391	ESY21_g55427_DN3_SP0_c0.t1	g31213
OG0004391	ESY5_g3355_DN3_SP8_c0.t1	g49700
OG0004392	ESY5_g3734_DN3_SP8_c0.t1	g49787, g31344
OG0004393	ESY5_g3839_DN3_SP0_c0.t1, ESY5_g3822_DN3_SP0_c0.t1	g49824, g31390
OG0004394	ESY5_g3831_DN3_SP0_c0.t1	g27192, g31396
OG0004395	ESY5_g3854_DN3_SP7_c0.t1	g49847, g31402
OG0004396	ESY5_g3065_DN3_SP7_c0.t1	g31656
OG0004397	ESY5_g2459_DN3_SP8_c0.t1	g50193
OG0004399	ESY5_g2251_DN3_SP8_c0.t1	g27524
OG0004400	ESY2_g35711_DN3_SP1_c0.t1	g44642, g45934
OG0004401	ESY2_g35529_DN3_SP1_c0.t1	g45843
OG0004403	ESY2_g33537_DN3_SP1_c0.t1	g40848
OG0004404	ESY2_g34226_DN3_SP0_c0.t1	g41123
OG0004405	ESY8_g59974_DN1_SP0_c0.t1	g40761
OG0004407	ESY3_g31697_DN3_SP0_c0.t1	g38277
OG0004408	ESY8_g59709_DN2_SP0_c0.t1	g22749
OG0004409	ESY4_g26342_DN3_SP0_c0.t1	g22890, g18260
OG0004410	ESY10_g14247_DN3_SP0_c0.t1	g23021
OG0004411	ESY4_g25966_DN3_SP8_c0.t1	g47839, g23198
OG0004412	ESY20_g12922_DN3_SP0_c0.t1	g25349
OG0004413	ESY4_g25833_DN3_SP8_c12.t1	g18165, g23162
OG0004414	ESY4_g25785_DN3_SP4_c0.t1	g47859, g23150, g18183
OG0004415	ESY4_g25682_DN3_SP1_c0.t1	g23141, g47860
OG0004416	ESY4_g25055_DN1_SP0_c0.t1	g47802, g23291
OG0004417	ESY4_g24932_DN3_SP0_c0.t1	g23314, g47786
OG0004418	ESY4_g24874_DN3_SP0_c0.t1	g23331
OG0004419	ESY16_g61695_DN3_SP2_c0.t1	g13472
OG0004420	ESY3_g31417_DN3_SP0_c0.t1	g27904, g3186, g27886
OG0004421	ESY20_g13064_DN3_SP3_c0.t1	g25404
OG0004422	ESY20_g13051_DN3_SP0_c11.t1	g25402, g45262
OG0004423	ESY4_g23950_DN2_SP0_c0.t1, ESY11_g54964_DN3_SP0_c0.t1	g24087, g23559
OG0004427	ESY2_g37955_DN3_SP0_c0.t1	g54096
OG0004428	ESY2_g37516_DN3_SP0_c0.t1	g36429
OG0004429	ESY2_g37002_DN3_SP0_c0.t1	g47056
OG0004431	ESY3_g29665_DN2_SP0_c0.t1	g12004
OG0004434	ESY12_g51366_DN3_SP0_c0.t1	g1622, g18681
OG0004435	ESY5_g4905_DN3_SP0_c0.t1	g40667
OG0004437	ESY4_g26607_DN3_SP0_c0.t1	g42167, g42131, g36300, g17963, g36299, g36295, g36231, g36234, g36286, g36287, g36288, g36297, g42159, g42145, g42180, g36293, g36289, g36296, g36298
OG0004440	ESY2_g36807_DN3_SP4_c0.t1	g46493
OG0004451	ESY26_g42410_DN3_SP0_c0.t1	g47451, g23918
OG0004452	ESY1_g8346_DN3_SP1_c0.t1	g2804
OG0004453	ESY9_g45424_DN3_SP0_c0.t1	g37304
OG0004454	ESY11_g54659_DN3_SP2_c0.t1	g6500
OG0004455	ESY10_g14438_DN3_SP4_c0.t1	g10726
OG0004456	ESY3_g32175_DN3_SP0_c0.t1	g41490, g29030
OG0004457	ESY5_g4965_DN1_SP0_c0.t1, ESY7_g17360_DN1_SP0_c0.t1	g30883
OG0004458	ESY7_g17246_DN3_SP6_c0.t1	g5017, g29160
OG0004459	ESY1_g12579_DN3_SP8_c0.t1	g18693, g18694
OG0004460	ESY7_g17326_DN3_SP0_c0.t1	g45724, g5057
OG0004461	ESY7_g17396_DN2_SP0_c0.t1	g29216
OG0004462	ESY7_g17490_DN3_SP0_c0.t1	g45684, g5135
OG0004463	ESY7_g17557_DN3_SP8_c0.t1, ESY2_g33357_DN3_SP2_c0.t1	g5159, g41470, g27881
OG0004464	ESY11_g53869_DN3_SP8_c0.t1, ESY4_g24639_DN3_SP0_c0.t1	g14086
OG0004465	ESY7_g17706_DN3_SP3_c0.t1	g5248, g28125, g29338
OG0004466	ESY7_g17753_DN3_SP0_c0.t1	g5270, g29354
OG0004468	ESY7_g18408_DN3_SP0_c0.t1	g29379
OG0004469	ESY7_g18385_DN3_SP0_c0.t1	g45603, g29386
OG0004470	ESY7_g18347_DN3_SP0_c0.t1	g5310
OG0004471	ESY7_g18292_DN2_SP0_c0.t1	g29410
OG0004472	ESY7_g18251_DN3_SP0_c0.t1	g5348
OG0004474	ESY4_g25333_DN1_SP0_c0.t1, ESY1_g6967_DN1_SP0_c100.t1, ESY3_g28893_DN3_SP0_c3.t1	g50176
OG0004474	ESY1_g6966_DN3_SP0_c100.t1	g50175
OG0004475	ESY7_g18088_DN3_SP0_c0.t1	g29480
OG0004476	ESY7_g18049_DN3_SP8_c0.t1	g29494, g5408, g45543
OG0004478	ESY7_g17800_DN3_SP8_c0.t1	g45508, g29569
OG0004479	ESY7_g18638_DN3_SP7_c0.t1	g29601, g5518
OG0004480	ESY8_g58315_DN3_SP4_c0.t1	g39635, g25502
OG0004481	ESY8_g58297_DN3_SP1_c0.t1	g25513, g39638
OG0004482	ESY9_g42989_DN3_SP0_c0.t1	g23797
OG0004483	ESY13_g56962_DN3_SP7_c0.t1	g47522, g23820
OG0004484	ESY8_g59045_DN3_SP0_c0.t1	g40109, g40110
OG0004485	ESY8_g58987_DN3_SP8_c0.t1	g53438, g40075
OG0004486	ESY8_g58966_DN3_SP6_c0.t1	g40064
OG0004487	ESY8_g58756_DN3_SP3_c0.t1	g37877
OG0004489	ESY8_g58720_DN3_SP8_c0.t1	g39958, g51182
OG0004490	ESY8_g58668_DN1_SP0_c0.t1, ESY6_g49645_DN3_SP0_c0.t1	g51195, g39926
OG0004492	ESY8_g58623_DN3_SP0_c0.t1, ESY8_g58620_DN3_SP0_c0.t1	g39913
OG0004493	ESY8_g58448_DN3_SP8_c0.t1	g37906, g51254, g39838
OG0004494	ESY20_g12699_DN3_SP0_c0.t1	g51307
OG0004495	ESY20_g12720_DN3_SP0_c0.t1, ESY20_g12721_DN3_SP0_c0.t1	g37937
OG0004496	ESY20_g12777_DN3_SP8_c0.t1	g51325, g37953
OG0004497	ESY20_g12835_DN3_SP0_c0.t1	g51350
OG0004498	ESY20_g12848_DN3_SP0_c0.t1, ESY20_g12847_DN3_SP0_c0.t1	g51359
OG0004500	ESY5_g5048_DN2_SP0_c0.t1	g49446
OG0004502	ESY13_g56420_DN3_SP0_c5.t1	g17155, g45193
OG0004503	ESY4_g25644_DN3_SP0_c0.t1	g53976
OG0004504	ESY4_g22577_DN3_SP0_c0.t1	g27643, g50447, g50444
OG0004505	ESY22_g40960_DN3_SP1_c26.t1	g32318
OG0004507	ESY4_g22807_DN3_SP0_c0.t1	g50457
OG0004508	ESY4_g22901_DN3_SP4_c0.t1	g50484, g32354
OG0004509	ESY4_g23034_DN3_SP5_c0.t1	g32377
OG0004510	ESY4_g23224_DN3_SP0_c0.t1	g50507
OG0004511	ESY6_g48882_DN2_SP0_c0.t1	g32405
OG0004512	ESY4_g23308_DN3_SP0_c0.t1	g32413
OG0004514	ESY6_g46622_DN3_SP1_c0.t1, ESY8_g60287_DN3_SP1_c0.t1	g16841
OG0004515	ESY4_g23544_DN3_SP8_c0.t1	g50526, g32445
OG0004516	ESY4_g23720_DN3_SP0_c0.t1, ESY4_g23753_DN3_SP0_c0.t1	g32482
OG0004517	ESY16_g61973_DN3_SP2_c0.t1, ESY16_g61961_DN3_SP0_c0.t1, ESY16_g61960_DN3_SP5_c0.t1	g32520
OG0004518	ESY10_g14357_DN3_SP0_c0.t1	g10702, g1523
OG0004519	ESY10_g14299_DN3_SP8_c0.t1	g1528, g10676
OG0004520	ESY10_g14169_DN3_SP8_c0.t1	g10657
OG0004521	ESY6_g50334_DN3_SP8_c0.t1	g53, g9659
OG0004522	ESY6_g50495_DN3_SP0_c0.t1	g149, g9711
OG0004523	ESY6_g50655_DN3_SP0_c0.t1	g9754
OG0004524	ESY11_g52759_DN3_SP0_c0.t1, ESY1_g11452_DN3_SP0_c0.t1, ESY17_g40094_DN3_SP0_c0.t1	g253
OG0004525	ESY6_g50733_DN3_SP6_c0.t1	g9789
OG0004526	ESY6_g49629_DN3_SP0_c0.t1	g36057, g36059
OG0004527	ESY6_g49743_DN3_SP1_c0.t1	g9824
OG0004528	ESY1_g8455_DN3_SP8_c0.t1	g19514
OG0004528	ESY6_g49363_DN3_SP2_c0.t1	g2774
OG0004529	ESY6_g49391_DN3_SP0_c0.t1, ESY6_g49390_DN3_SP0_c0.t1	g373
OG0004530	ESY6_g49511_DN3_SP0_c0.t1	g18593, g422
OG0004531	ESY6_g49717_DN3_SP0_c0.t1	g479
OG0004532	ESY10_g14219_DN2_SP0_c0.t1	g1541
OG0004532	ESY10_g14218_DN2_SP0_c0.t1	g10666
OG0004533	ESY6_g49962_DN3_SP0_c0.t1	g18557
OG0004534	ESY6_g49943_DN3_SP0_c0.t1	g10064, g610
OG0004535	ESY6_g49942_DN3_SP8_c0.t1	g611
OG0004536	ESY6_g49895_DN3_SP8_c0.t1	g10098, g18531
OG0004537	ESY17_g40001_DN3_SP0_c0.t1	g46845
OG0004538	ESY6_g49236_DN3_SP0_c0.t1	g28947, g41405
OG0004539	ESY6_g49181_DN1_SP0_c0.t1	g28925, g726
OG0004540	ESY6_g49158_DN3_SP0_c0.t1	g28913
OG0004541	ESY6_g49157_DN3_SP8_c0.t1	g741, g41384
OG0004542	ESY6_g49147_DN3_SP0_c0.t1	g41380
OG0004543	ESY6_g49129_DN3_SP0_c0.t1	g758, g28902
OG0004544	ESY6_g49104_DN2_SP0_c0.t1	g28890
