Orthogroup	Noccaea_praecox	Brassica_oleracea
OG0003875	Np004G256250	XP_013586778.1
OG0003876	Np006G355330, Np007G377900	XP_013632043.1, XP_013623909.1
OG0003877	Np005G278360	XP_013599271.1
OG0003878	Np007G417250	XP_013624051.1, XP_013638851.1, XP_013629268.1
OG0003879	Np001G017420	XP_013618500.1
OG0003879	Np007G415790	XP_013638973.1, XP_013620430.1
OG0003881	Np002G071550	XP_013590147.1
OG0003882	Np004G237610	XP_013584960.1, XP_013603336.1, XP_013615860.1, XP_013603626.1, XP_013603586.1
OG0003883	Np004G203220	XP_013600945.1
OG0003884	Np004G226600	XP_013597600.1
OG0003885	Np005G281450	XP_013618742.1
OG0003886	Np006G366070	XP_013599825.1
OG0003887	Np004G241610	XP_013604682.1, XP_013586062.1
OG0003889	Np004G250310	XP_013583970.1, XP_013604976.1, XP_013602086.1
OG0003890	Np006G355140	XP_013633494.1
OG0003890	Np006G355130	XP_013637395.1
OG0003891	Np003G142760	XP_013625169.1, XP_013623806.1, XP_013627967.1, XP_013618656.1, XP_013610381.1
OG0003893	Np003G145790	XP_013609487.1
OG0003894	Np001G014970	XP_013610351.1
OG0003895	Np006G341140, Np002G112820	XP_013615421.1, XP_013614442.1, XP_013632983.1, XP_013627815.1
OG0003896	Np001G016360	XP_013612669.1
OG0003897	Np003G131210	XP_013606366.1
OG0003897	Np007G410480	XP_013587635.1
OG0003898	Np003G129750	XP_013625289.1, XP_013612831.1, XP_013621643.1
OG0003899	Np001G013340, Np001G013330	XP_013598863.1
OG0003900	Np001G050720	XP_013629284.1
OG0003901	Np001G047690	XP_013623263.1, XP_013626416.1
OG0003902	Np001G046870	XP_013629037.1, XP_013623514.1
OG0003903	Np002G088890	XP_013590749.1
OG0003903	Np005G261830	XP_013627833.1, XP_013596993.1
OG0003904	Np002G076360, Np002G076350	XP_013591903.1, XP_013614461.1
OG0003905	Np002G076440	XP_013590613.1, XP_013616135.1, XP_013589696.1, XP_013589695.1, XP_013590814.1
OG0003906	Np004G230150	XP_013594689.1, XP_013638006.1
OG0003906	Np002G080870	XP_013591132.1
OG0003907	Np002G077170	XP_013634593.1, XP_013619223.1
OG0003908	Np002G072860	XP_013592491.1, XP_013592067.1, XP_013621023.1
OG0003912	Np004G193480	XP_013590926.1
OG0003913	Np010G435060, Np007G401590, Np007G398200	XP_013627302.1, XP_013638569.1, XP_013583889.1
OG0003914	Np004G194650	XP_013592574.1
OG0003915	Np007G395560	XP_013627179.1, XP_013608514.1, XP_013638979.1, XP_013586561.1
OG0003916	Np007G397490	XP_013628310.1, XP_013608350.1, XP_013637711.1
OG0003918	Np005G268870	XP_013583483.1, XP_013626042.1
OG0003919	Np007G382070	XP_013584195.1
OG0003920	Np007G383710	XP_013626613.1, XP_013619034.1, XP_013585302.1
OG0003921	Np007G373330	XP_013606829.1
OG0003922	Np004G193000	XP_013613493.1
OG0003923	Np004G200120	XP_013584912.1, XP_013590751.1
OG0003924	Np001G053650	XP_013595325.1, XP_013617029.1, XP_013604395.1
OG0003925	Np004G211710	XP_013623183.1
OG0003926	Np001G066920	XP_013588573.1, XP_013600176.1
OG0003928	Np007G420970	XP_013638752.1, XP_013610790.1, XP_013635263.1
OG0003930	Np004G259130	XP_013604165.1
OG0003931	Np005G316700	XP_013635175.1
OG0003933	Np001G018780	XP_013619925.1, XP_013596719.1
OG0003935	Np003G133000, Np002G095980	XP_013627368.1, XP_013610469.1
OG0003939	Np003G186540, Np005G301660, Np007G409960, Np001G027580, Np003G186530, Np003G185780, Np002G119100	XP_013615440.1
OG0003948	Np005G274470	XP_013600095.1
OG0003949	Np005G272930, Np005G272980	XP_013627651.1
OG0003950	Np004G217900	XP_013605171.1
OG0003951	Np005G300220	XP_013619891.1
OG0003952	Np002G106780	XP_013626054.1, XP_013620704.1
OG0003953	Np002G117220	XP_013591905.1
OG0003954	Np001G026180	XP_013610062.1, XP_013618544.1, XP_013596230.1
OG0003955	Np001G025040	XP_013593495.1, XP_013609821.1, XP_013616378.1
OG0003956	Np001G020790	XP_013616143.1
OG0003957	Np001G020680	XP_013609276.1, XP_013595664.1
OG0003958	Np005G312140	XP_013637343.1
OG0003959	Np006G331120	XP_013632039.1, XP_013634928.1, XP_013626858.1
OG0003960	Np003G129210	XP_013611979.1
OG0003960	Np007G411670	XP_013629479.1
OG0003961	Np003G130280	XP_013609296.1
OG0003962	Np002G089640	XP_013638300.1, XP_013586388.1
OG0003962	Np007G410400, Np007G410410	XP_013623413.1
OG0003963	Np002G122410	XP_013609701.1, XP_013609208.1
OG0003964	Np001G037250	XP_013615863.1
OG0003965	Np003G171830	XP_013619623.1, XP_013627349.1, XP_013610437.1
OG0003966	Np003G165060, Np005G276960	XP_013613160.1, XP_013622783.1
OG0003968	Np003G138300	XP_013607287.1, XP_013618889.1
OG0003969	Np003G138090	XP_013626846.1, XP_013606187.1
OG0003969	Np001G013230	XP_013607518.1
OG0003972	Np003G133640	XP_013608505.1, XP_013616274.1
OG0003973	Np001G032990	XP_013610860.1, XP_013598918.1, XP_013618449.1
OG0003974	Np005G291380	XP_013619547.1
OG0003975	Np005G287100	XP_013618808.1, XP_013625638.1, XP_013595088.1, XP_013615309.1
OG0003976	Np005G284560	XP_013593487.1, XP_013609490.1
OG0003977	Np001G055470	XP_013592246.1, XP_013636894.1
OG0003978	Np007G372490	XP_013594092.1
OG0003980	Np005G268200	XP_013625064.1, XP_013613296.1
OG0003981	Np005G268300	XP_013626450.1, XP_013638818.1, XP_013595920.1
OG0003982	Np005G269410	XP_013593742.1, XP_013634270.1, XP_013622174.1
OG0003983	Np006G368870	XP_013599729.1
OG0003983	Np005G262490	XP_013627139.1
OG0003984	Np003G178170	XP_013625797.1
OG0003985	Np003G183700	XP_013611978.1
OG0003987	Np007G387940	XP_013596415.1
OG0003988	Np005G305400	XP_013634816.1
OG0003988	Np007G384440, Np007G383330	XP_013596834.1
OG0003989	Np005G302470	XP_013600776.1, XP_013595435.1
OG0003990	Np005G318810	XP_013590909.1, XP_013635505.1
OG0003991	Np006G321920	XP_013635981.1
OG0003992	Np006G322250	XP_013631735.1, XP_013623371.1, XP_013631858.1
OG0003993	Np001G067220	XP_013605471.1, XP_013639672.1, XP_013636669.1
OG0003994	Np002G086440	XP_013619866.1, XP_013592143.1
OG0003995	Np006G326040, Np006G357010	XP_013633719.1, XP_013623547.1, XP_013623531.1
OG0003996	Np006G326450, Np006G326500	XP_013633779.1, XP_013625786.1
OG0003998	Np003G126510	XP_013628709.1, XP_013614858.1, XP_013609794.1, XP_013620070.1
OG0003999	Np007G411940	XP_013594794.1, XP_013585763.1
OG0004000	Np003G151940	XP_013619353.1, XP_013610741.1
OG0004001	Np002G096780, Np003G153110	XP_013626860.1, XP_013608293.1, XP_013618245.1
OG0004002	Np001G005810	XP_013612812.1, XP_013622158.1
OG0004003	Np006G357910	XP_013623342.1, XP_013632015.1, XP_013631366.1
OG0004004	Np003G188700	XP_013606793.1, XP_013618311.1, XP_013585300.1
OG0004005	Np006G348940, Np006G354050	XP_013637462.1, XP_013625340.1
OG0004006	Np006G357980	XP_013635230.1, XP_013627274.1, XP_013635092.1
OG0004007	Np007G420200	XP_013626871.1
OG0004008	Np001G015390	XP_013593624.1
OG0004009	Np004G199860	XP_013599936.1, XP_013588876.1
OG0004011	Np001G060020	XP_013604692.1
OG0004012	Np006G332770	XP_013628733.1, XP_013637210.1, XP_013636489.1, XP_013636490.1
OG0004013	Np001G061060	XP_013589348.1
OG0004014	Np004G197620	XP_013592901.1
OG0004015	Np006G334140	XP_013634167.1, XP_013628421.1, XP_013628420.1, XP_013626441.1
OG0004016	Np006G333790	XP_013635535.1, XP_013634122.1, XP_013622432.1
OG0004019	Np006G335120	XP_013625093.1, XP_013625095.1, XP_013634878.1
OG0004021	Np001G053460, Np001G053470	XP_013615266.1, XP_013604832.1
OG0004022	Np006G364790, Np006G364770	XP_013604104.1
OG0004025	Np004G230560	XP_013584360.1, XP_013595567.1, XP_013600287.1
OG0004026	Np005G281510	XP_013616979.1
OG0004027	Np005G281060	XP_013605755.1, XP_013593135.1
OG0004028	Np005G280560	XP_013593006.1
OG0004028	Np003G156170	XP_013617064.1
OG0004029	Np003G161260	XP_013617033.1, XP_013630569.1
OG0004030	Np006G365700	XP_013631924.1, XP_013602790.1, XP_013630289.1
OG0004031	Np006G339930	XP_013631767.1
OG0004032	Np006G371320	XP_013603030.1
OG0004033	Np004G245710	XP_013638591.1, XP_013600472.1
OG0004034	Np001G037070	XP_013607808.1
OG0004035	Np004G251570, Np004G251800	XP_013585383.1, XP_013604455.1
OG0004036	Np004G196150	XP_013619778.1
OG0004036	Np005G313970, Np001G018220	XP_013597665.1
OG0004037	Np004G257480	XP_013584553.1
OG0004038	Np003G143010	XP_013621202.1
OG0004039	Np001G014090	XP_013608673.1, XP_013620999.1, XP_013597243.1, XP_013626052.1
OG0004041	Np001G009500	XP_013606128.1, XP_013597157.1
OG0004042	Np001G015710, Np001G015720	XP_013617873.1
OG0004043	Np001G016660	XP_013618587.1, XP_013593847.1
OG0004044	Np003G129970	XP_013620142.1, XP_013628598.1
OG0004045	Np001G012230	XP_013593824.1
OG0004046	Np001G010830	XP_013595358.1
OG0004047	Np001G010760	XP_013612594.1, XP_013606353.1, XP_013599098.1
OG0004049	Np001G008980	XP_013596282.1, XP_013610025.1, XP_013610760.1, XP_013619378.1
OG0004050	Np003G150970	XP_013616296.1, XP_013611642.1
OG0004051	Np001G043870	XP_013625378.1
OG0004052	Np007G389420	XP_013591533.1
OG0004052	Np002G083870	XP_013590036.1
OG0004053	Np002G073600	XP_013591792.1, XP_013620921.1, XP_013592086.1
OG0004054	Np007G408430	XP_013593370.1, XP_013585068.1, XP_013627538.1
OG0004055	Np007G406820	XP_013638762.1, XP_013637068.1
OG0004056	Np005G302020	XP_013601609.1, XP_013595639.1
OG0004057	Np007G392030	XP_013623175.1, XP_013639005.1, XP_013637649.1
OG0004058	Np007G392040	XP_013627389.1, XP_013589550.1, XP_013584626.1
OG0004059	Np007G393520	XP_013629922.1, XP_013637789.1, XP_013592131.1
OG0004060	Np007G393770	XP_013613955.1
OG0004061	Np007G393960	XP_013627440.1
OG0004062	Np007G394490	XP_013608623.1, XP_013586655.1, XP_013630218.1
OG0004063	Np007G394750	XP_013587425.1
OG0004064	Np007G400150	XP_013629487.1
OG0004065	Np007G380820	XP_013608020.1, XP_013638727.1, XP_013622858.1
OG0004066	Np007G383030	XP_013585164.1, XP_013625286.1
OG0004067	Np007G386870	XP_013599087.1
OG0004068	Np007G378250	XP_013592961.1, XP_013609360.1
OG0004069	Np004G198360	XP_013597459.1, XP_013603197.1, XP_013590120.1
OG0004070	Np007G404810	XP_013631458.1, XP_013637845.1, XP_013623498.1
OG0004071	Np001G061380	XP_013599731.1, XP_013633658.1, XP_013589342.1
OG0004072	Np001G062480	XP_013635388.1
OG0004072	Np006G329310	XP_013627257.1
OG0004073	Np001G064560	XP_013599763.1, XP_013632240.1, XP_013590602.1
OG0004075	Np001G038460	XP_013613463.1, XP_013621608.1
OG0004076	Np001G039350	XP_013596459.1, XP_013618833.1
OG0004078	Np005G277690, Np005G277900, Np003G161650, Np001G003340, Np003G134260	XP_013604996.1, XP_013597203.1
OG0004080	Np001G023900	XP_013620119.1
OG0004081	Np007G411200	XP_013592953.1
OG0004084	Np001G023490	XP_013610180.1, XP_013596872.1, XP_013596353.1
OG0004087	Np003G180030	XP_013632682.1, XP_013639233.1, XP_013632647.1, XP_013632651.1
OG0004088	Np002G070920	XP_013610925.1, XP_013610942.1, XP_013610970.1, XP_013604037.1, XP_013604028.1
OG0004091	Np005G273260	XP_013586498.1, XP_013595159.1, XP_013631209.1
OG0004092	Np005G273160	XP_013598031.1, XP_013623298.1, XP_013598712.1
OG0004093	Np005G272670	XP_013607016.1
OG0004094	Np005G263980	XP_013617991.1
OG0004095	Np005G264080	XP_013627511.1, XP_013593795.1
OG0004096	Np005G264620	XP_013625058.1, XP_013595908.1
OG0004097	Np002G112880	XP_013612439.1
OG0004098	Np004G248760	XP_013602848.1, XP_013587345.1, XP_013601940.1
OG0004099	Np001G027900	XP_013618988.1, XP_013596323.1
OG0004100	Np001G019570	XP_013620299.1, XP_013617823.1
OG0004101	Np003G159630	XP_013626225.1, XP_013612029.1
OG0004102	Np005G320200	XP_013592163.1
OG0004103	Np007G409790	XP_013587093.1, XP_013586402.1, XP_013628025.1
OG0004104	Np003G166970	XP_013619049.1, XP_013623470.1
OG0004105	Np003G162540	XP_013622963.1, XP_013613033.1
OG0004106	Np003G163430	XP_013620737.1, XP_013612424.1, XP_013629162.1
OG0004107	Np006G324780	XP_013622943.1, XP_013637524.1
OG0004108	Np003G158180	XP_013611730.1, XP_013620739.1, XP_013629814.1
OG0004109	Np003G137840	XP_013609113.1, XP_013620110.1
OG0004110	Np003G135980	XP_013609610.1, XP_013629548.1, XP_013613170.1, XP_013612860.1
OG0004111	Np003G134440	XP_013622201.1, XP_013612631.1
OG0004112	Np003G133630	XP_013618468.1
OG0004112	Np001G009100	XP_013593124.1
OG0004113	Np005G291480	XP_013596822.1, XP_013616574.1, XP_013627457.1
OG0004114	Np005G291400	XP_013598894.1, XP_013629669.1, XP_013607810.1
OG0004115	Np005G291020	XP_013594940.1, XP_013628064.1, XP_013597006.1
OG0004116	Np005G287080	XP_013619811.1, XP_013586964.1
OG0004117	Np005G287570	XP_013588515.1, XP_013627029.1, XP_013596705.1
OG0004118	Np005G286710	XP_013598194.1, XP_013632372.1
OG0004119	Np004G206770	XP_013591842.1
OG0004120	Np005G287470	XP_013639795.1, XP_013622556.1, XP_013598898.1
OG0004121	Np004G202900	XP_013590491.1, XP_013605696.1, XP_013586702.1
OG0004122	Np004G203150	XP_013586119.1, XP_013605015.1, XP_013606726.1
OG0004123	Np004G211930	XP_013627101.1, XP_013596756.1
OG0004124	Np004G191940, Np001G056180, Np004G214540	XP_013603555.1, XP_013600250.1
OG0004125	Np005G268360	XP_013639186.1
OG0004126	Np006G338190	XP_013633746.1, XP_013615046.1
OG0004127	Np005G269550	XP_013592943.1, XP_013629811.1
OG0004128	Np005G260380	XP_013597982.1
OG0004129	Np004G251830	XP_013586883.1
OG0004130	Np005G315870	XP_013613545.1
OG0004130	Np001G019230	XP_013610833.1
OG0004131	Np006G323250, Np007G371590	XP_013602723.1
OG0004132	Np006G343880	XP_013634866.1
OG0004133	Np001G042040	XP_013609974.1, XP_013634652.1
OG0004134	Np004G200290	XP_013588229.1
OG0004135	Np003G179800	XP_013615305.1, XP_013604591.1
OG0004136	Np003G181750, Np002G091740	XP_013606134.1, XP_013625689.1, XP_013618099.1, XP_013619201.1
OG0004137	Np001G033150	XP_013612520.1, XP_013593756.1, XP_013610850.1
OG0004138	Np005G304960	XP_013624955.1, XP_013592537.1, XP_013605143.1
OG0004139	Np005G297560	XP_013588733.1
OG0004140	Np006G321390	XP_013622297.1, XP_013632008.1, XP_013637154.1
OG0004141	Np006G321940	XP_013635752.1, XP_013628031.1, XP_013635701.1
OG0004142	Np006G325900	XP_013630933.1
OG0004143	Np006G326630	XP_013633831.1, XP_013628502.1, XP_013632051.1
OG0004144	Np006G327750	XP_013636617.1, XP_013623486.1
OG0004145	Np006G327870	XP_013634902.1, XP_013626465.1, XP_013634566.1
OG0004146	Np001G063470	XP_013637299.1, XP_013591651.1, XP_013604799.1
OG0004147	Np003G149380	XP_013622649.1
OG0004148	Np003G150050	XP_013615684.1, XP_013615282.1, XP_013621776.1, XP_013606265.1
OG0004149	Np003G151270	XP_013618910.1
OG0004151	Np003G153750	XP_013620709.1, XP_013612009.1, XP_013630363.1
OG0004152	Np001G004920	XP_013618930.1, XP_013626138.1
OG0004153	Np003G189550	XP_013620694.1
OG0004154	Np003G188330	XP_013606024.1, XP_013629067.1
OG0004155	Np003G188280	XP_013610976.1, XP_013619716.1, XP_013627610.1
OG0004156	Np003G186750	XP_013625872.1, XP_013619176.1, XP_013610309.1
OG0004157	Np003G186730	XP_013607459.1, XP_013621013.1
OG0004158	Np001G040880	XP_013614300.1
OG0004159	Np004G256030	XP_013600201.1, XP_013583662.1, XP_013602172.1
OG0004160	Np006G355910	XP_013634919.1, XP_013627364.1, XP_013635004.1
OG0004161	Np006G355690	XP_013636300.1, XP_013636299.1, XP_013628308.1
OG0004162	Np006G347340, Np006G353380	XP_013630097.1, XP_013630098.1, XP_013630862.1
OG0004163	Np006G353090	XP_013627280.1, XP_013634615.1, XP_013635260.1
OG0004164	Np006G352590	XP_013631143.1
OG0004165	Np006G360340	XP_013634367.1
OG0004166	Np001G043690	XP_013636842.1
OG0004167	Np005G278170	XP_013618284.1, XP_013600668.1, XP_013598498.1
OG0004169	Np007G422610	XP_013627340.1, XP_013583686.1, XP_013618934.1
OG0004170	Np007G421290	XP_013621806.1, XP_013585842.1, XP_013629573.1
OG0004171	Np001G015880	XP_013612402.1
OG0004172	Np007G419430	XP_013584173.1, XP_013629911.1, XP_013586447.1
OG0004173	Np001G015240	XP_013612826.1
OG0004175	Np006G331550	XP_013625780.1, XP_013634442.1, XP_013632162.1
OG0004176	Np006G336730	XP_013635925.1
OG0004177	Np006G335920	XP_013633912.1, XP_013621882.1
OG0004178	Np004G240030	XP_013604405.1, XP_013604601.1
OG0004179	Np004G236690	XP_013603569.1, XP_013638886.1
OG0004180	Np004G235430	XP_013597351.1, XP_013584395.1
OG0004181	Np004G234750	XP_013587712.1
OG0004182	Np002G083090	XP_013620326.1, XP_013592871.1
OG0004183	Np005G282030	XP_013602943.1, XP_013597815.1, XP_013606171.1
OG0004184	Np005G281860	XP_013604671.1, XP_013597152.1, XP_013599503.1
OG0004185	Np005G281590, Np005G280440	XP_013593838.1, XP_013600407.1, XP_013605916.1
OG0004186	Np005G315990, Np006G332820	XP_013626735.1, XP_013608972.1
OG0004187	Np005G281160	XP_013596737.1, XP_013590543.1, XP_013605447.1
OG0004188	Np003G166120, Np003G167100	XP_013618841.1
OG0004189	Np004G244570	XP_013601063.1
OG0004190	Np004G245200	XP_013602816.1, XP_013602269.1, XP_013583723.1
OG0004191	Np004G251040	XP_013601017.1, XP_013586805.1
OG0004192	Np001G052340	XP_013604417.1, XP_013605002.1
OG0004193	Np003G143110	XP_013619485.1, XP_013610478.1
OG0004194	Np003G143370	XP_013610844.1, XP_013628190.1
OG0004195	Np003G144460	XP_013612089.1, XP_013621793.1
OG0004196	Np001G014690	XP_013598189.1, XP_013618676.1
OG0004197	Np003G132710	XP_013609484.1, XP_013618813.1, XP_013626872.1
OG0004198	Np001G013530	XP_013597925.1, XP_013597922.1
OG0004199	Np001G012930	XP_013600187.1
OG0004200	Np001G011470	XP_013598155.1
OG0004203	Np001G007300	XP_013622001.1, XP_013618121.1
OG0004204	Np001G007150	XP_013630135.1
OG0004205	Np003G154340	XP_013628803.1, XP_013628807.1, XP_013606418.1
OG0004206	Np001G050560	XP_013603263.1
OG0004207	Np001G045360	XP_013627823.1
OG0004208	Np006G342950, Np002G080260, Np003G177010	XP_013590588.1
OG0004209	Np002G083660	XP_013592444.1, XP_013619969.1, XP_013591283.1
OG0004210	Np002G083520	XP_013595963.1, XP_013614794.1, XP_013592022.1, XP_013587921.1
OG0004211	Np002G083060	XP_013589949.1
OG0004212	Np002G074470	XP_013591579.1, XP_013620924.1, XP_013591752.1
OG0004213	Np002G079520	XP_013620549.1, XP_013591195.1, XP_013588111.1
OG0004214	Np002G081350	XP_013619481.1, XP_013615925.1, XP_013588076.1
OG0004215	Np002G073500	XP_013590840.1
OG0004215	Np002G073510	XP_013590351.1
OG0004216	Np002G071260	XP_013590930.1, XP_013590742.1, XP_013619321.1
OG0004217	Np007G408670	XP_013584804.1, XP_013584194.1, XP_013628743.1, XP_013605540.1
OG0004218	Np007G404260	XP_013627392.1, XP_013638698.1
OG0004219	Np007G403330	XP_013584331.1, XP_013623458.1, XP_013584129.1
OG0004220	Np007G390240	XP_013636756.1, XP_013628987.1, XP_013586167.1
OG0004221	Np007G393740	XP_013613959.1
OG0004222	Np007G393970	XP_013608889.1, XP_013584001.1
OG0004223	Np007G395410	XP_013615388.1, XP_013622795.1, XP_013622983.1, XP_013586558.1
OG0004224	Np007G396030	XP_013623011.1, XP_013608466.1, XP_013586368.1
OG0004225	Np007G396870	XP_013638501.1, XP_013622734.1, XP_013618462.1
OG0004226	Np007G381060	XP_013607928.1, XP_013638597.1, XP_013621944.1
OG0004227	Np007G382030	XP_013625718.1, XP_013638842.1
OG0004228	Np007G382040	XP_013626692.1, XP_013585029.1, XP_013589017.1
OG0004229	Np007G382840	XP_013615501.1
OG0004230	Np007G397030, Np007G383080	XP_013607554.1, XP_013628371.1, XP_013585470.1
OG0004231	Np007G383750	XP_013635805.1, XP_013583681.1
OG0004232	Np007G384940	XP_013595274.1
OG0004233	Np007G385430	XP_013596387.1, XP_013626743.1, XP_013587170.1
OG0004234	Np005G318030, Np007G375160	XP_013597192.1, XP_013610365.1, XP_013627198.1
OG0004235	Np007G373810, Np007G373820, Np007G373800	XP_013629796.1, XP_013615462.1
OG0004236	Np005G275830	XP_013599064.1
OG0004237	Np005G310730	XP_013588228.1
OG0004237	Np007G371860	XP_013600047.1
OG0004238	Np004G190470	XP_013588686.1, XP_013632114.1, XP_013590081.1, XP_013622294.1
OG0004239	Np004G190670	XP_013629241.1
OG0004240	Np004G192040	XP_013588058.1, XP_013591757.1, XP_013623149.1
OG0004241	Np004G192460	XP_013592735.1
OG0004242	Np004G193030	XP_013592409.1, XP_013592129.1, XP_013613489.1
OG0004243	Np004G193320	XP_013629699.1, XP_013592097.1, XP_013592315.1
OG0004244	Np004G195710	XP_013591056.1, XP_013584840.1, XP_013627057.1
OG0004245	Np002G086800	XP_013615701.1, XP_013588311.1
OG0004246	Np005G261480, Np004G199770	XP_013590562.1, XP_013598914.1
OG0004247	Np006G341550	XP_013626127.1, XP_013632272.1, XP_013634274.1
OG0004248	Np007G416690	XP_013623370.1
OG0004249	Np001G013660	XP_013610900.1, XP_013597499.1
OG0004250	Np001G039140, Np002G070960	XP_013635166.1
OG0004251	Np001G062000	XP_013634041.1, XP_013602949.1, XP_013590585.1
OG0004252	Np001G062780	XP_013633448.1, XP_013605117.1
OG0004253	Np001G066560	XP_013636937.1
OG0004254	Np001G067550	XP_013605040.1
OG0004255	Np001G068580	XP_013636366.1, XP_013604904.1
OG0004257	Np002G122130	XP_013623991.1
OG0004258	Np002G085330, Np002G084910	XP_013615407.1, XP_013627140.1, XP_013630803.1, XP_013609127.1
OG0004260	Np003G189280	XP_013628089.1
OG0004262	Np002G122770	XP_013610417.1
OG0004263	Np006G367680	XP_013603739.1
OG0004264	Np003G133180	XP_013635010.1
OG0004265	Np004G210650	XP_013614712.1
OG0004266	Np003G161130	XP_013622039.1, XP_013623876.1
OG0004269	Np003G167370, Np005G288870, Np005G304730, Np001G030190, Np007G395440, Np004G216710, Np002G119300, Np003G166690, Np002G102990	XP_013607644.1
OG0004275	Np005G275620	XP_013602636.1, XP_013583332.1, XP_013595540.1
OG0004276	Np005G264560	XP_013637220.1
OG0004277	Np005G273890	XP_013606073.1, XP_013598520.1
OG0004278	Np005G272320	XP_013623127.1, XP_013637601.1
OG0004279	Np005G271840	XP_013627406.1, XP_013596764.1, XP_013591387.1
OG0004280	Np005G263330	XP_013601429.1, XP_013598439.1
OG0004281	Np005G264190	XP_013584346.1, XP_013596513.1, XP_013626599.1
OG0004282	Np005G264960	XP_013599663.1, XP_013622408.1, XP_013593652.1
OG0004283	Np005G266010	XP_013627252.1, XP_013624884.1, XP_013596449.1, XP_013620327.1
OG0004284	Np004G215520	XP_013586699.1
OG0004285	Np004G219730	XP_013600050.1, XP_013585474.1, XP_013637970.1
OG0004286	Np002G107480, Np002G107390	XP_013613581.1
OG0004287	Np001G027870	XP_013596551.1, XP_013621400.1, XP_013607853.1
OG0004288	Np001G025230	XP_013619348.1, XP_013596699.1, XP_013596000.1, XP_013607104.1
OG0004289	Np001G023700	XP_013616617.1, XP_013593948.1, XP_013610410.1
OG0004290	Np001G021150	XP_013612900.1
OG0004291	Np007G385530	XP_013626379.1
OG0004293	Np005G309390	XP_013621300.1, XP_013590407.1
OG0004294	Np006G328350	XP_013636603.1, XP_013637533.1
OG0004295	Np006G330560	XP_013626285.1, XP_013634819.1, XP_013637035.1
OG0004296	Np007G412540	XP_013583545.1, XP_013603799.1, XP_013629974.1
OG0004297	Np007G410620	XP_013628413.1, XP_013624032.1, XP_013586958.1
OG0004298	Np007G409800	XP_013587092.1, XP_013622662.1, XP_013586295.1
OG0004299	Np003G171700	XP_013616171.1, XP_013622192.1, XP_013606608.1
OG0004300	Np003G184450	XP_013615015.1, XP_013613914.1
OG0004301	Np004G217310	XP_013628653.1
OG0004302	Np003G168080	XP_013618507.1, XP_013622693.1, XP_013611555.1
OG0004303	Np005G279130	XP_013600417.1
OG0004303	Np003G158430	XP_013606340.1
OG0004304	Np004G229640, Np003G155080	XP_013620059.1, XP_013629231.1, XP_013611386.1
OG0004305	Np001G013820	XP_013598679.1, XP_013606491.1
OG0004306	Np003G140260	XP_013606814.1, XP_013630111.1, XP_013621111.1
OG0004307	Np003G138570	XP_013613141.1, XP_013630678.1
OG0004308	Np003G137150	XP_013621427.1, XP_013612663.1
OG0004309	Np003G134790, Np003G134780	XP_013606878.1, XP_013620089.1
OG0004310	Np003G134330	XP_013625394.1, XP_013615533.1, XP_013612993.1
OG0004311	Np001G035330	XP_013597773.1
OG0004312	Np005G291940	XP_013595885.1, XP_013637613.1, XP_013627483.1
OG0004313	Np005G290500	XP_013597347.1
OG0004314	Np005G288720	XP_013597839.1, XP_013595793.1, XP_013627759.1
OG0004315	Np005G288270	XP_013600903.1, XP_013596196.1, XP_013622373.1
OG0004316	Np005G287170	XP_013596661.1
OG0004318	Np005G284900	XP_013629300.1, XP_013593454.1
OG0004319	Np005G284720	XP_013595645.1, XP_013584414.1, XP_013624844.1
OG0004321	Np005G282880	XP_013617469.1, XP_013625331.1, XP_013595236.1
OG0004322	Np003G178810	XP_013614822.1, XP_013628246.1
OG0004323	Np004G204310	XP_013590356.1
OG0004323	Np003G176400	XP_013629522.1
OG0004324	Np007G383500	XP_013586211.1, XP_013632173.1, XP_013623268.1
OG0004325	Np004G193330	XP_013592720.1, XP_013588776.1
OG0004326	Np004G212770	XP_013626887.1, XP_013584916.1, XP_013596564.1, XP_013615852.1, XP_013596548.1
OG0004327	Np004G213860	XP_013587022.1, XP_013628627.1, XP_013598270.1
OG0004328	Np004G214050	XP_013586165.1, XP_013592991.1, XP_013599893.1
OG0004329	Np006G371280	XP_013635028.1, XP_013635358.1, XP_013603619.1
OG0004330	Np005G267320	XP_013602796.1
OG0004331	Np005G268600	XP_013639236.1, XP_013626004.1, XP_013596139.1
OG0004332	Np003G141350	XP_013617177.1, XP_013595741.1, XP_013634524.1, XP_013625680.1
OG0004333	Np003G177910	XP_013612051.1, XP_013620654.1
OG0004336	Np007G389870, Np005G309910	XP_013625387.1
OG0004337	Np007G388540	XP_013597610.1
OG0004338	Np005G307500	XP_013631833.1
OG0004339	Np005G305370	XP_013602301.1, XP_013637417.1
OG0004340	Np005G304440	XP_013602484.1, XP_013618474.1
OG0004341	Np005G304170	XP_013587870.1, XP_013600708.1
OG0004342	Np004G190260	XP_013625030.1
OG0004343	Np001G069320	XP_013590714.1
OG0004344	Np006G321930	XP_013627247.1, XP_013634708.1, XP_013634764.1
OG0004345	Np006G322990	XP_013621759.1, XP_013632135.1, XP_013636858.1
OG0004346	Np006G323210	XP_013635546.1, XP_013631737.1, XP_013627519.1
OG0004347	Np002G076860	XP_013591778.1
OG0004348	Np006G327440	XP_013635790.1, XP_013632282.1, XP_013626713.1
OG0004349	Np001G062940	XP_013591821.1
