Orthogroup	Noccaea_praecox	Conringia_planisiliqua
OG0001019	Np001G033220	CP13_g19784_DN3_SP8_c.t1
OG0001020	Np005G293230	CP6_g7035_DN3_SP7_c.t1
OG0001020	Np001G034430	CP13_g19832_DN3_SP1_c.t1
OG0001021	Np001G069350	CP3_g13106_DN3_SP0_c.t1
OG0001021	Np006G320760	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1
OG0001022	Np001G068590	CP3_g13157_DN3_SP8_c.t1
OG0001023	Np007G374440, Np007G374450	CP10_g43664_DN1_SP0_c.t1
OG0001023	Np003G151290	CP8_g54104_DN2_SP0_c.t1
OG0001024	Np006G355180, Np006G355170	CP8_g53004_DN3_SP0_c.t1
OG0001025	Np004G252970, Np007G377620, Np003G155610, Np008G425890, Np005G269230	CP1_g36961_DN3_SP1_c.t1
OG0001025	Np006G347150, Np006G353650	CP4_g25695_DN3_SP1_c.t1
OG0001026	Np007G424500	CP10_g42172_DN3_SP5_c.t1
OG0001026	Np003G141970	CP11_g32459_DN3_SP7_c.t1
OG0001028	Np001G058770	CP3_g13833_DN3_SP0_c.t1
OG0001029	Np004G233020	CP7_g45588_DN3_SP6_c.t1
OG0001029	Np002G074610	CP9_g29408_DN3_SP1_c.t1
OG0001030	Np002G077800, Np002G077790	CP9_g29199_DN3_SP0_c.t1
OG0001031	Np004G235500	CP7_g45766_DN3_SP8_c.t1
OG0001031	Np002G077480	CP9_g29217_DN3_SP8_c.t1
OG0001032	Np002G076160	CP9_g29309_DN3_SP0_c.t1
OG0001032	Np004G234330	CP7_g45667_DN3_SP0_c.t1
OG0001033	Np004G209360	CP7_g45215_DN3_SP0_c.t1, CP7_g45216_DN2_SP0_c.t1
OG0001034	Np002G084810	CP9_g28689_DN3_SP4_c.t1
OG0001035	Np006G358590	CP2_g47509_DN1_SP0_c.t1
OG0001037	Np002G071600	CP9_g29614_DN3_SP3_c.t1
OG0001039	Np004G199650	CP1_g38296_DN3_SP0_c.t1
OG0001039	Np007G392760	CP12_g30092_DN3_SP0_c.t1
OG0001040	Np004G195350	CP1_g37960_DN3_SP0_c.t1
OG0001040	Np007G381140	CP12_g30472_DN3_SP0_c.t1
OG0001041	Np001G047350	CP3_g14644_DN3_SP4_c.t1
OG0001042	Np007G378550	CP11_g31832_DN3_SP0_c.t1, CP3_g15009_DN3_SP0_c.t1
OG0001043	Np004G195130	CP1_g37935_DN3_SP1_c.t1
OG0001043	Np004G195120	CP1_g37934_DN3_SP0_c.t1
OG0001044	Np006G333460, Np006G333510	CP4_g24763_DN3_SP0_c.t1
OG0001045	Np001G045530	CP7_g44664_DN1_SP0_c.t1, CP7_g44662_DN3_SP0_c.t1
OG0001046	Np002G084780	CP15_g35687_DN2_SP0_c.t1
OG0001049	Np007G410720, Np004G241160, Np003G171050	CP18_g12440_DN2_SP0_c.t1
OG0001051	Np007G376840	CP10_g43889_DN3_SP1_c.t1
OG0001051	Np005G265700	CP5_g507_DN3_SP0_c.t1
OG0001053	Np002G113370	CP2_g49440_DN3_SP8_c.t1
OG0001053	Np004G249020	CP1_g37281_DN3_SP2_c.t1
OG0001054	Np002G118820	CP2_g49090_DN3_SP3_c.t1
OG0001054	Np002G118810, Np002G118780, Np002G118800	CP2_g49091_DN3_SP0_c.t1
OG0001055	Np001G024050	CP28_g33902_DN3_SP0_c.t1, CP13_g19476_DN3_SP0_c.t1
OG0001056	Np007G411790	CP10_g43008_DN3_SP0_c.t1
OG0001056	Np003G128990	CP11_g33451_DN2_SP0_c.t1
OG0001057	Np005G277390	CP5_g1237_DN3_SP0_c.t1
OG0001057	Np003G162310	CP8_g53390_DN3_SP0_c.t1
OG0001058	Np005G296090	CP6_g7121_DN3_SP8_c.t1
OG0001058	Np005G267400	CP5_g424_DN3_SP8_c.t1
OG0001059	Np001G038350	CP13_g20054_DN3_SP0_c.t1
OG0001059	Np005G289340	CP6_g6843_DN3_SP0_c.t1
OG0001060	Np005G306670	CP6_g7599_DN3_SP8_c.t1
OG0001060	Np007G385470	CP12_g30760_DN3_SP8_c.t1
OG0001061	Np007G383970	CP12_g30660_DN3_SP0_c.t1
OG0001061	Np005G304890, Np005G304850, Np005G304880	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1
OG0001062	Np001G051190	CP3_g14375_DN3_SP8_c.t1
OG0001062	Np006G367830	CP16_g54945_DN3_SP7_c.t1
OG0001063	Np007G417970	CP10_g42582_DN3_SP0_c.t1
OG0001063	Np002G113360, Np002G113350	CP2_g49441_DN3_SP0_c.t1, CP2_g49456_DN2_SP0_c.t1, CP2_g49442_DN1_SP0_c.t1, CP2_g49468_DN3_SP0_c.t1
OG0001064	Np006G337940	CP4_g25036_DN3_SP8_c.t1
OG0001065	Np006G337660	CP4_g25019_DN3_SP8_c.t1
OG0001065	Np001G056280	CP3_g14015_DN3_SP8_c.t1
OG0001066	Np006G337650	CP4_g25018_DN3_SP8_c.t1
OG0001066	Np001G056290	CP3_g14014_DN3_SP7_c.t1
OG0001067	Np002G072710	CP9_g29541_DN3_SP8_c.t1
OG0001067	Np004G239480	CP7_g46077_DN3_SP1_c.t1
OG0001068	Np006G365790	CP16_g55111_DN3_SP0_c.t1
OG0001069	Np002G078480	CP9_g29143_DN3_SP8_c.t1
OG0001069	Np004G236230	CP7_g45820_DN3_SP8_c.t1
OG0001070	Np004G209110	CP7_g45236_DN3_SP8_c.t1
OG0001070	Np007G375840	CP10_g43797_DN3_SP1_c.t1
OG0001072	Np001G011020	CP2_g48312_DN3_SP8_c.t1
OG0001072	Np003G175030, Np003G175040, Np001G049860	CP3_g14475_DN3_SP8_c.t1
OG0001074	Np002G091260, Np001G008220	CP9_g28322_DN3_SP0_c.t1
OG0001076	Np003G181240, Np001G008330	CP20_g4381_DN2_SP0_c.t1
OG0001077	Np005G270920	CP5_g792_DN3_SP0_c.t1
OG0001086	Np005G263530	CP5_g675_DN3_SP8_c.t1
OG0001086	Np007G379730	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1
OG0001087	Np005G265190	CP5_g543_DN3_SP8_c.t1
OG0001087	Np005G265250, Np005G265220, Np005G265230, Np005G265210, Np005G265200	CP5_g542_DN3_SP1_c.t1
OG0001088	Np001G020370, Np001G020380	CP13_g19228_DN3_SP0_c.t1
OG0001089	Np001G019530	CP13_g19163_DN3_SP0_c.t1
OG0001089	Np001G019550	CP13_g19164_DN3_SP0_c.t1
OG0001090	Np004G230830	CP7_g45470_DN3_SP0_c.t1
OG0001091	Np001G049530	CP3_g14490_DN3_SP8_c.t1
OG0001091	Np003G171060	CP8_g52972_DN3_SP8_c.t1
OG0001092	Np003G132520	CP11_g33274_DN2_SP0_c.t1
OG0001092	Np003G158760	CP8_g53563_DN2_SP0_c.t1
OG0001092	Np003G132510	CP11_g33273_DN3_SP0_c.t1
OG0001093	Np003G147310	CP8_g54398_DN3_SP7_c.t1
OG0001093	Np003G139020	CP11_g32715_DN3_SP7_c.t1
OG0001094	Np003G136280	CP11_g32926_DN3_SP6_c.t1
OG0001094	Np001G003370	CP2_g47776_DN3_SP8_c.t1
OG0001095	Np005G307690	CP6_g8812_DN3_SP0_c.t1, CP6_g9463_DN3_SP0_c.t1
OG0001096	Np001G062860	CP3_g13545_DN3_SP8_c.t1
OG0001096	Np006G329100	CP4_g24520_DN3_SP8_c.t1
OG0001098	Np001G050770	CP3_g14406_DN3_SP6_c.t1
OG0001098	Np001G002590	CP2_g47713_DN3_SP8_c.t1
OG0001100	Np006G356170	CP4_g25496_DN3_SP6_c.t1
OG0001100	Np004G254600	CP1_g36826_DN3_SP2_c.t1
OG0001101	Np003G141550	CP11_g32504_DN3_SP1_c.t1
OG0001101	Np006G366540	CP9_g28549_DN3_SP0_c.t1
OG0001102	Np007G423700	CP10_g42223_DN3_SP8_c.t1
OG0001102	Np003G142660	CP11_g32398_DN3_SP8_c.t1
OG0001103	Np001G015670	CP2_g48650_DN2_SP0_c.t1
OG0001104	Np007G419620	CP10_g42477_DN3_SP4_c.t1
OG0001104	Np001G015550	CP2_g48642_DN3_SP8_c.t1
OG0001105	Np002G071110	CP9_g29649_DN3_SP1_c.t1
OG0001105	Np004G240490	CP7_g46155_DN3_SP0_c.t1
OG0001106	Np004G239310	CP7_g46059_DN3_SP8_c.t1
OG0001106	Np002G072900	CP9_g29522_DN3_SP5_c.t1
OG0001107	Np004G238070	CP7_g45961_DN3_SP8_c.t1
OG0001107	Np002G081340	CP9_g28955_DN3_SP8_c.t1
OG0001108	Np002G078960	CP9_g29108_DN3_SP7_c.t1
OG0001108	Np004G236790	CP7_g45866_DN3_SP4_c.t1
OG0001109	Np004G233390	CP7_g45601_DN3_SP7_c.t1
OG0001111	Np002G091900	CP9_g28292_DN3_SP8_c.t1
OG0001112	Np006G368050	CP16_g54928_DN3_SP0_c.t1
OG0001113	Np003G132570	CP11_g33279_DN3_SP1_c.t1
OG0001114	Np003G132070	CP31_g46835_DN2_SP0_c.t1, CP11_g33242_DN3_SP0_c.t1, CP31_g46795_DN3_SP0_c.t1, CP31_g46834_DN1_SP0_c.t1, CP219_g10343_DN3_SP0_c.t1, CP36_g51008_DN1_SP0_c.t1, CP36_g51038_DN3_SP0_c.t1
OG0001115	Np002G082510	CP9_g28879_DN3_SP0_c.t1
OG0001115	Np004G238840, Np004G238810	CP7_g46011_DN2_SP0_c.t1
OG0001116	Np004G195480	CP1_g37971_DN3_SP8_c.t1
OG0001116	Np007G380900	CP12_g30463_DN3_SP8_c.t1
OG0001117	Np005G302260	CP6_g7315_DN3_SP0_c.t1
OG0001118	Np004G192060	CP7_g46319_DN3_SP0_c.t1, CP13_g20153_DN3_SP0_c.t1, CP7_g46320_DN3_SP0_c.t1, CP7_g46321_DN3_SP0_c.t1
OG0001120	Np005G267470	CP5_g420_DN2_SP3_c.t1
OG0001120	Np007G375410	CP10_g43745_DN3_SP0_c.t1
OG0001121	Np003G161210	CP8_g53057_DN2_SP0_c.t1, CP8_g53056_DN2_SP0_c.t1, CP8_g53090_DN3_SP0_c.t1, CP8_g53451_DN3_SP0_c.t1, CP8_g53448_DN3_SP0_c.t1
OG0001122	Np007G396750	CP9_g28347_DN3_SP0_c.t1, CP282_g12911_DN2_SP0_c.t1, CP151_g11197_DN2_SP0_c.t1, CP9_g28346_DN3_SP0_c.t1, CP410_g51852_DN1_SP0_p.t1, CP9_g28138_DN1_SP0_c.t1, CP151_g11199_DN1_SP0_c.t1, CP151_g11200_DN2_SP0_c.t1, CP9_g28146_DN2_SP0_c.t1, CP9_g28143_DN1_SP0_c.t1, CP410_g51854_DN2_SP0_c.t1, CP9_g28140_DN3_SP0_c.t1
OG0001124	Np005G278470, Np007G373600	CP5_g1300_DN3_SP8_c.t1
OG0001125	Np004G215940	CP7_g44758_DN3_SP0_c.t1
OG0001125	Np006G340220	CP4_g25181_DN3_SP0_c.t1
OG0001126	Np002G113850, Np002G113860	CP2_g50044_DN3_SP2_c.t1
OG0001127	Np004G242060	CP1_g37765_DN3_SP2_c.t1
OG0001127	Np001G026140	CP13_g19598_DN3_SP1_c.t1
OG0001128	Np001G023760	CP13_g19459_DN3_SP0_c.t1
OG0001128	Np004G243380	CP1_g37657_DN3_SP0_c.t1
OG0001129	Np001G019330	CP13_g19151_DN3_SP2_c.t1
OG0001130	Np001G018490	CP2_g48849_DN3_SP8_c.t1
OG0001131	Np005G280030, Np005G280080, Np005G280040	CP19_g18054_DN3_SP0_c.t1, CP19_g18055_DN3_SP0_c.t1
OG0001131	Np003G156230	CP8_g53720_DN3_SP3_c.t1
OG0001132	Np003G127170	CP11_g33586_DN3_SP8_c.t1
OG0001132	Np007G413090, Np007G413180	CP10_g42932_DN3_SP7_c.t1
OG0001133	Np005G278710	CP19_g17950_DN3_SP8_c.t1
OG0001133	Np003G160440	CP8_g53493_DN3_SP6_c.t1
OG0001134	Np003G140250	CP11_g32626_DN3_SP1_c.t1, CP11_g32625_DN2_SP8_c.t1
OG0001135	Np001G003870	CP2_g47811_DN3_SP0_c.t1
OG0001135	Np003G136210	CP11_g32936_DN3_SP6_c.t1
OG0001136	Np005G293350	CP6_g7039_DN3_SP0_c.t1
OG0001136	Np001G034270	CP13_g19824_DN3_SP0_c.t1
OG0001137	Np001G037390	CP13_g19993_DN3_SP8_c.t1
OG0001137	Np005G290110	CP6_g6881_DN3_SP8_c.t1
OG0001138	Np005G285730	CP19_g18455_DN3_SP8_c.t1
OG0001139	Np004G210750	CP7_g45092_DN2_SP8_c.t1
OG0001139	Np004G210110	CP7_g45152_DN3_SP0_c.t1
OG0001140	Np005G267640	CP5_g405_DN3_SP0_c.t1
OG0001140	Np007G375240	CP10_g43734_DN3_SP0_c.t1
OG0001141	Np002G092330	CP3_g14735_DN3_SP0_c.t1
OG0001142	Np007G383470	CP12_g30626_DN3_SP8_c.t1
OG0001142	Np005G304180	CP6_g7442_DN3_SP5_c.t1
OG0001143	Np006G324770	CP4_g24218_DN3_SP0_c.t1
OG0001143	Np001G066340	CP3_g13332_DN3_SP0_c.t1
OG0001144	Np001G065540	CP3_g13380_DN3_SP8_c.t1
OG0001145	Np007G418850	CP19_g18408_DN3_SP0_c.t1
OG0001146	Np006G329950	CP4_g24558_DN3_SP8_c.t1
OG0001146	Np003G128710, Np007G411980	CP10_g42992_DN3_SP8_c.t1, CP11_g33471_DN3_SP1_c.t1
OG0001147	Np003G147580	CP8_g54377_DN3_SP7_c.t1
OG0001147	Np002G120910	CP2_g49000_DN3_SP1_c.t1
OG0001147	Np002G120930	CP2_g48999_DN3_SP3_c.t1
OG0001147	Np006G333040	CP8_g54291_DN3_SP0_c.t1
OG0001148	Np001G004300	CP2_g47843_DN3_SP5_c.t1, CP5_g156_DN3_SP0_c.t1
OG0001148	Np003G135940	CP11_g32959_DN3_SP2_c.t1
OG0001149	Np001G052900	CP3_g14248_DN3_SP0_c.t1
OG0001149	Np001G000620	CP2_g47561_DN3_SP0_c.t1
OG0001150	Np003G143130	CP11_g32361_DN3_SP7_c.t1
OG0001150	Np007G423290	CP10_g42250_DN3_SP1_c.t1
OG0001151	Np007G416530	CP10_g42682_DN3_SP0_c.t1
OG0001151	Np001G016560	CP2_g48704_DN2_SP0_c.t1
OG0001152	Np001G060470	CP3_g13714_DN3_SP0_c.t1, CP13_g20423_DN2_SP0_c.t1
OG0001152	Np006G331460	CP4_g24661_DN3_SP0_c.t1
OG0001153	Np006G339290	CP4_g25111_DN3_SP0_c.t1
OG0001154	Np002G078230	CP9_g29160_DN3_SP8_c.t1
OG0001154	Np004G236100	CP7_g45811_DN3_SP8_c.t1
OG0001155	Np004G235260	CP7_g45739_DN3_SP3_c.t1
OG0001156	Np004G230120	CP7_g45426_DN3_SP2_c.t1
OG0001156	Np002G085370	CP9_g28657_DN3_SP2_c.t1
OG0001157	Np004G247080	CP1_g37429_DN3_SP0_c.t1
OG0001158	Np002G084620	CP9_g28698_DN3_SP4_c.t1
OG0001158	Np004G230690	CP7_g45466_DN3_SP2_c.t1
OG0001159	Np002G076070	CP9_g29314_DN3_SP0_c.t1
OG0001159	Np002G076080	CP9_g29313_DN3_SP0_c.t1
OG0001160	Np004G190980	CP7_g46399_DN3_SP8_c.t1
OG0001161	Np007G381070	CP12_g30468_DN3_SP8_c.t1
OG0001161	Np004G195400	CP1_g37964_DN3_SP8_c.t1
OG0001162	Np004G198480	CP1_g38186_DN3_SP0_c.t1
OG0001166	Np002G112750, Np006G370270, Np006G370250, Np006G370240, Np002G116630, Np002G116620, Np002G112760, Np006G370290, Np006G369180	CP16_g54812_DN3_SP0_c.t1
OG0001169	Np005G277370	CP5_g1235_DN3_SP3_c.t1
OG0001169	Np003G162320	CP8_g53389_DN3_SP1_c.t1
OG0001170	Np007G419030	CP10_g42520_DN3_SP0_c.t1
OG0001170	Np001G014940, Np001G017550	CP2_g48600_DN3_SP8_c.t1
OG0001171	Np002G117130	CP2_g49201_DN3_SP0_c.t1
OG0001171	Np004G247630	CP1_g37394_DN3_SP0_c.t1
OG0001172	Np001G024560	CP13_g19499_DN3_SP0_c.t1
OG0001173	Np005G279710	CP19_g18027_DN3_SP1_c.t1
OG0001173	Np005G279730	CP13_g19094_DN3_SP0_c.t1, CP19_g18029_DN3_SP0_c.t1
OG0001174	Np007G410980, Np007G411340	CP10_g43039_DN3_SP8_c.t1
OG0001175	Np003G158260	CP8_g53602_DN3_SP0_c.t1
OG0001175	Np005G279190	CP19_g17994_DN3_SP0_c.t1
OG0001176	Np001G003060	CP2_g47752_DN3_SP8_c.t1
OG0001176	Np003G136780	CP11_g32884_DN3_SP8_c.t1
OG0001177	Np003G134110	CP11_g33095_DN3_SP0_c.t1
OG0001177	Np003G134080	CP11_g33099_DN3_SP0_c.t1
OG0001178	Np003G133800	CP11_g33115_DN3_SP8_c.t1
OG0001178	Np001G009390	CP2_g48175_DN3_SP3_c.t1
OG0001179	Np005G291140	CP6_g6941_DN1_SP0_c.t1
OG0001179	Np007G387000	CP12_g30835_DN3_SP0_c.t1
OG0001179	Np005G308760	CP6_g8291_DN3_SP0_c.t1
OG0001180	Np005G289600	CP6_g6854_DN3_SP1_c.t1
OG0001180	Np001G038190	CP13_g20040_DN3_SP8_c.t1
OG0001181	Np005G286590	CP19_g18512_DN3_SP8_c.t1
OG0001181	Np003G183860	CP11_g31881_DN3_SP8_c.t1
OG0001182	Np006G342810, Np006G342790, Np006G342920	CP4_g25335_DN3_SP2_c.t1
OG0001182	Np004G211820	CP7_g45008_DN3_SP6_c.t1
OG0001183	Np005G267250	CP5_g433_DN3_SP8_c.t1
OG0001183	Np007G375540	CP10_g43769_DN3_SP8_c.t1
OG0001184	Np001G067930	CP3_g13207_DN1_SP5_c.t1
OG0001184	Np006G322630	CP4_g24059_DN1_SP5_c.t1
OG0001185	Np001G067530, Np001G065390	CP3_g13234_DN3_SP0_c.t1
OG0001185	Np006G323040	CP4_g24091_DN3_SP0_c.t1
OG0001186	Np001G064620, Np001G064610	CP3_g13452_DN3_SP1_c.t1
OG0001187	Np006G356610	CP4_g25510_DN3_SP1_c.t1
OG0001187	Np004G254760	CP1_g36548_DN3_SP4_c.t1
OG0001188	Np003G132020	CP11_g33238_DN3_SP8_c.t1
OG0001188	Np006G351400	CP4_g25751_DN3_SP8_c.t1
OG0001189	Np007G424970	CP10_g42130_DN3_SP6_c.t1
OG0001189	Np003G141310	CP11_g32525_DN3_SP8_c.t1
OG0001190	Np007G421310	CP10_g42392_DN3_SP8_c.t1
OG0001190	Np003G145690	CP8_g54515_DN3_SP8_c.t1
OG0001191	Np001G015020	CP2_g48607_DN3_SP8_c.t1
OG0001191	Np007G419190	CP10_g42512_DN3_SP8_c.t1
OG0001193	Np001G059450	CP3_g13786_DN3_SP8_c.t1
OG0001193	Np006G333070	CP4_g24745_DN3_SP8_c.t1
OG0001194	Np001G059880	CP3_g13757_DN3_SP5_c.t1, CP71_g11195_DN3_SP0_c.t1, CP6_g7707_DN3_SP0_c.t1
OG0001194	Np007G414480	CP10_g42818_DN3_SP8_c.t1
OG0001195	Np004G238670	CP7_g46006_DN3_SP0_c.t1
OG0001196	Np002G078490	CP9_g29142_DN3_SP5_c.t1
OG0001196	Np004G236270	CP7_g45822_DN3_SP8_c.t1
OG0001197	Np001G057620	CP3_g13904_DN3_SP0_c.t1
OG0001198	Np001G014620	CP2_g48575_DN2_SP0_c.t1
OG0001201	Np001G010800	CP2_g48292_DN3_SP6_c.t1
OG0001201	Np001G049370	CP3_g14505_DN3_SP7_c.t1
OG0001202	Np001G051450	CP3_g14360_DN3_SP8_c.t1
OG0001202	Np001G050650	CP3_g14414_DN3_SP2_c.t1
OG0001203	Np001G043980	CP3_g15272_DN3_SP0_c.t1
OG0001205	Np007G404520	CP10_g43488_DN2_SP0_c.t1
OG0001207	Np005G301230	CP6_g7257_DN3_SP4_c.t1
OG0001207	Np007G391660	CP12_g30032_DN3_SP4_c.t1
OG0001208	Np004G198380	CP1_g38178_DN3_SP8_c.t1
OG0001208	Np007G395070	CP12_g30222_DN3_SP8_c.t1
OG0001209	Np004G198070	CP1_g38151_DN3_SP6_c.t1
OG0001209	Np007G395750	CP12_g30249_DN3_SP8_c.t1
OG0001216	Np006G335700	CP4_g24616_DN3_SP0_c.t1
OG0001217	Np005G303150	CP6_g7372_DN3_SP1_c.t1, CP6_g7367_DN3_SP0_c.t1
OG0001219	Np001G059520	CP16_g55176_DN2_SP0_c.t1
OG0001220	Np001G044460	CP3_g15018_DN3_SP0_c.t1, CP3_g15025_DN3_SP0_c.t1, CP3_g15022_DN3_SP0_c.t1, CP3_g15049_DN3_SP0_c.t1, CP3_g15070_DN3_SP0_c.t1, CP3_g15043_DN3_SP0_c.t1, CP3_g15064_DN3_SP0_c.t1
OG0001223	Np005G289660	CP10_g44026_DN2_SP0_c.t1
OG0001223	Np005G264170	CP5_g620_DN3_SP0_c.t1
OG0001224	Np004G249980	CP1_g37200_DN3_SP8_c.t1
OG0001224	Np002G107820, Np002G107830	CP2_g49920_DN3_SP7_c.t1
OG0001226	Np001G020110	CP13_g19210_DN3_SP2_c.t1
OG0001227	Np007G413240	CP10_g42921_DN3_SP7_c.t1
OG0001227	Np003G127040	CP11_g33596_DN3_SP6_c.t1
OG0001229	Np007G423530, Np003G156810	CP1_g38677_DN3_SP0_c.t1
OG0001230	Np001G008720	CP2_g48124_DN3_SP6_c.t1
OG0001230	Np003G133300	CP11_g33162_DN3_SP6_c.t1
OG0001233	Np005G284630	CP19_g18384_DN3_SP8_c.t1
OG0001233	Np003G181580	CP20_g4399_DN3_SP7_c.t1
OG0001234	Np002G077970	CP9_g29182_DN3_SP8_c.t1
OG0001234	Np004G202000	CP1_g38652_DN3_SP6_c.t1
OG0001234	Np001G041950	CP13_g20434_DN3_SP8_c.t1
OG0001235	Np007G375960	CP10_g43806_DN3_SP6_c.t1
OG0001235	Np005G266470	CP5_g466_DN3_SP8_c.t1
OG0001236	Np005G303430	CP6_g7383_DN3_SP7_c.t1
OG0001236	Np006G356550	CP4_g25506_DN3_SP2_c.t1
OG0001237	Np001G067230	CP3_g13263_DN3_SP0_c.t1
OG0001238	Np006G323640	CP4_g24142_DN3_SP8_c.t1
OG0001238	Np001G067010	CP3_g13276_DN3_SP6_c.t1
OG0001239	Np001G065230	CP3_g13391_DN3_SP8_c.t1
OG0001239	Np006G325940	CP4_g24312_DN3_SP8_c.t1
OG0001241	Np006G326650	CP4_g24364_DN3_SP5_c.t1
OG0001241	Np006G326660	CP4_g24366_DN3_SP0_c.t1, CP4_g24365_DN3_SP6_c.t1
OG0001242	Np003G127490	CP11_g33564_DN3_SP8_c.t1
OG0001242	Np007G412850	CP10_g42943_DN3_SP7_c.t1
OG0001243	Np002G092160, Np002G092150	CP9_g28271_DN2_SP0_c.t1
OG0001244	Np003G148650	CP8_g54282_DN3_SP2_c.t1
OG0001245	Np001G000690	CP2_g47565_DN3_SP2_c.t1
OG0001246	Np004G258270	CP1_g36531_DN3_SP8_c.t1
OG0001247	Np007G415250	CP10_g42773_DN3_SP5_c.t1
OG0001248	Np006G360430, Np006G360370	CP4_g25831_DN3_SP8_c.t1, CP4_g25829_DN3_SP0_c.t1
OG0001249	Np006G335440	CP4_g24880_DN3_SP0_c.t1
OG0001250	Np003G142390	CP11_g32424_DN3_SP8_c.t1
OG0001250	Np007G424080	CP10_g42197_DN3_SP8_c.t1
OG0001251	Np007G423580	CP10_g42228_DN3_SP8_c.t1
OG0001251	Np003G142720	CP11_g32392_DN3_SP8_c.t1
OG0001252	Np007G423230	CP10_g42253_DN3_SP7_c.t1
OG0001254	Np004G195630	CP1_g37982_DN3_SP1_c.t1
OG0001254	Np006G339920	CP4_g25155_DN3_SP6_c.t1
OG0001255	Np002G073450	CP9_g29479_DN1_SP0_c.t1
OG0001255	Np004G239010	CP7_g46031_DN3_SP0_c.t1
OG0001256	Np002G081990	CP9_g28913_DN3_SP2_c.t1
OG0001256	Np004G238500	CP7_g45994_DN3_SP0_c.t1
OG0001257	Np002G081390	CP9_g28951_DN3_SP8_c.t1
OG0001257	Np004G238180	CP7_g45968_DN3_SP6_c.t1
OG0001258	Np002G079010	CP9_g29103_DN3_SP0_c.t1
OG0001261	Np004G242390	CP1_g37737_DN3_SP0_c.t1
OG0001261	Np001G025080	CP13_g19545_DN3_SP0_c.t1
OG0001262	Np004G242500	CP1_g37727_DN3_SP0_c.t1
OG0001262	Np001G046050	CP1_g37729_DN3_SP0_c.t1
OG0001262	Np004G242490	CP1_g37728_DN3_SP0_c.t1
OG0001263	Np004G245680	CP1_g37525_DN3_SP5_c.t1
OG0001263	Np002G120670	CP2_g49015_DN3_SP4_c.t1
OG0001264	Np007G407670	CP10_g43301_DN3_SP8_c.t1
OG0001264	Np004G190890	CP7_g46406_DN3_SP8_c.t1
OG0001265	Np004G195450	CP1_g37969_DN3_SP8_c.t1
OG0001265	Np007G380950	CP12_g30465_DN3_SP8_c.t1
OG0001268	Np004G226330	CP7_g45303_DN3_SP0_c.t1
OG0001268	Np005G271490	CP5_g832_DN3_SP0_c.t1
OG0001269	Np006G342590	CP4_g25316_DN3_SP0_c.t1
OG0001269	Np004G212410	CP7_g44977_DN3_SP0_c.t1
OG0001274	Np006G365940	CP16_g55099_DN3_SP5_c.t1
OG0001274	Np005G272430	CP5_g892_DN3_SP8_c.t1
OG0001275	Np004G234870	CP7_g45703_DN3_SP8_c.t1
OG0001275	Np005G265820	CP5_g503_DN3_SP8_c.t1
OG0001276	Np002G117670, Np002G117640	CP2_g49160_DN3_SP0_c.t1
OG0001276	Np004G247460	CP1_g37408_DN3_SP0_c.t1
OG0001277	Np002G118150	CP2_g49122_DN1_SP0_c.t1
OG0001278	Np001G020500	CP13_g19239_DN3_SP4_c.t1
OG0001279	Np003G141940	CP11_g32462_DN3_SP8_c.t1
OG0001279	Np007G424530	CP10_g42169_DN3_SP8_c.t1
OG0001280	Np001G019140	CP13_g19136_DN3_SP0_c.t1
OG0001280	Np005G315630	CP5_g1525_DN3_SP2_c.t1
OG0001281	Np005G283250, Np002G123900	CP13_g19099_DN3_SP0_c.t1
OG0001281	Np005G319840	CP19_g17856_DN3_SP0_c.t1
OG0001282	Np005G279670	CP19_g18024_DN3_SP0_c.t1
OG0001283	Np001G061460	CP3_g13649_DN3_SP8_c.t1
OG0001283	Np006G330540	CP4_g24599_DN3_SP8_c.t1
OG0001284	Np003G174190	CP8_g52357_DN3_SP8_c.t1
OG0001284	Np001G006820	CP2_g48019_DN3_SP8_c.t1
OG0001285	Np003G162810, Np003G162990	CP8_g53415_DN2_SP0_c.t1
OG0001285	Np005G278140	CP5_g1281_DN3_SP0_c.t1
OG0001286	Np003G160650, Np003G160660, Np003G160670	CP8_g53479_DN2_SP0_c.t1
OG0001287	Np005G278790	CP19_g17957_DN3_SP6_c.t1
OG0001287	Np003G160360	CP8_g53499_DN3_SP8_c.t1
OG0001288	Np003G138030	CP11_g32792_DN3_SP8_c.t1
OG0001288	Np001G013060	CP2_g48454_DN3_SP8_c.t1
OG0001289	Np005G294600	CP6_g7083_DN3_SP0_c.t1
OG0001290	Np003G180270	CP20_g4323_DN3_SP6_c.t1
OG0001290	Np005G283430	CP19_g18294_DN3_SP8_c.t1
OG0001291	Np004G205800	CP7_g44599_DN3_SP0_c.t1
OG0001291	Np004G205790	CP7_g44598_DN1_SP0_c.t1
OG0001292	Np006G351750	CP4_g25759_DN3_SP0_c.t1
OG0001292	Np007G424580	CP10_g42165_DN3_SP0_c.t1
OG0001293	Np001G064530	CP3_g13456_DN3_SP1_c.t1
OG0001293	Np001G064500	CP3_g13457_DN3_SP1_c.t1
OG0001294	Np006G369040	CP16_g54860_DN3_SP7_c.t1
