Orthogroup	Noccaea_praecox	Euclidium_syriacum
OG0001287	Np003G160360	ESY6_g48005_DN3_SP8_c0.t1
OG0001288	Np003G138030	ESY7_g18182_DN3_SP8_c0.t1
OG0001288	Np001G013060	ESY6_g49958_DN3_SP8_c0.t1
OG0001289	Np005G294600	ESY9_g42448_DN3_SP0_c0.t1
OG0001290	Np003G180270	ESY18_g63622_DN3_SP6_c0.t1
OG0001290	Np005G283430	ESY23_g162_DN3_SP8_c0.t1
OG0001291	Np004G205800	ESY14_g19691_DN2_SP0_c0.t1
OG0001291	Np004G205790	ESY23_g560_DN3_SP0_c0.t1, ESY23_g540_DN2_SP0_c0.t1
OG0001292	Np006G351750	ESY8_g58712_DN3_SP0_c0.t1
OG0001292	Np007G424580	ESY3_g32607_DN3_SP0_c0.t1
OG0001293	Np001G064530, Np001G064500	ESY1_g11259_DN3_SP0_c0.t1
OG0001294	Np006G369040	ESY8_g59704_DN2_SP7_c18.t1
OG0001294	Np005G262200	ESY4_g26684_DN2_SP8_c22.t1, ESY4_g26683_DN3_SP0_c17.t1
OG0001295	Np005G312720	ESY9_g42909_DN3_SP0_c0.t1, ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1
OG0001295	Np005G312860	ESY1_g11310_DN3_SP0_c0.t1
OG0001296	Np001G036630, Np006G368450	ESY8_g59656_DN2_SP0_c0.t1
OG0001296	Np006G340850	ESY11_g54982_DN3_SP0_c0.t1
OG0001297	Np003G183660, Np003G183690, Np003G183680	ESY5_g4707_DN3_SP0_c0.t1
OG0001298	Np007G383450, Np005G304120	ESY3_g28803_DN3_SP3_c0.t1
OG0001299	Np006G322400	ESY12_g51625_DN3_SP0_c0.t1
OG0001299	Np005G310550, Np006G322410	ESY12_g51632_DN3_SP0_c0.t1
OG0001300	Np001G062950	ESY1_g11511_DN3_SP8_c0.t1
OG0001300	Np006G328670	ESY12_g51313_DN3_SP0_c0.t1
OG0001301	Np001G062690, Np005G270830	ESY1_g11554_DN3_SP8_c0.t1
OG0001302	Np001G002360	ESY6_g50435_DN3_SP7_c4.t1
OG0001303	Np003G189790	ESY11_g53285_DN3_SP0_c0.t1, ESY20_g13358_DN1_SP0_c0.t1
OG0001303	Np006G324510	ESY12_g51918_DN3_SP0_c0.t1
OG0001303	Np004G259700	ESY5_g5554_DN1_SP0_c0.t1
OG0001304	Np004G251480	ESY5_g4454_DN3_SP2_c0.t1
OG0001304	Np006G359390	ESY8_g58919_DN3_SP1_c0.t1
OG0001305	Np007G418880	ESY3_g31762_DN3_SP8_c0.t1
OG0001305	Np001G014870	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1
OG0001306	Np001G014670	ESY10_g15463_DN3_SP7_c0.t1
OG0001306	Np007G418580	ESY3_g31680_DN3_SP8_c0.t1
OG0001307	Np001G017690	ESY15_g64783_DN3_SP0_c0.t1
OG0001308	Np001G055000	ESY1_g10460_DN3_SP0_c0.t1
OG0001308	Np006G339320	ESY9_g44322_DN2_SP0_c0.t1
OG0001309	Np006G336400	ESY9_g45150_DN3_SP8_c0.t1
OG0001309	Np001G057040	ESY1_g11004_DN3_SP7_c0.t1
OG0001310	Np004G239340	ESY5_g4397_DN3_SP8_c0.t1
OG0001310	Np002G072890	ESY2_g36825_DN3_SP8_c0.t1
OG0001311	Np001G015520, Np001G015490, Np001G015510	ESY10_g15686_DN3_SP0_c0.t1
OG0001312	Np007G415850	ESY3_g31407_DN3_SP0_c0.t1
OG0001312	Np001G017290	ESY15_g64473_DN3_SP0_c0.t1
OG0001313	Np002G089650, Np004G204320, Np004G204280, Np005G311690	ESY2_g34481_DN3_SP3_c0.t1
OG0001314	Np007G407760	ESY3_g30193_DN3_SP8_c0.t1
OG0001314	Np004G190770	ESY2_g36343_DN3_SP8_c12.t1
OG0001315	Np007G389980	ESY3_g30631_DN3_SP8_c0.t1
OG0001315	Np004G194270, Np004G195430	ESY2_g37044_DN3_SP8_c0.t1
OG0001317	Np004G196820, Np007G397780	ESY2_g37481_DN3_SP8_c0.t1
OG0001318	Np005G301410, Np005G301480, Np005G301460	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1
OG0001319	Np006G338750, Np001G055360	ESY9_g44419_DN3_SP2_c0.t1
OG0001320	Np005G312000	ESY8_g59915_DN3_SP0_c0.t1
OG0001322	Np003G163280	ESY3_g32553_DN3_SP0_c0.t1, ESY6_g47896_DN3_SP0_c0.t1, ESY6_g47893_DN3_SP0_c0.t1, ESY6_g47899_DN3_SP0_c0.t1
OG0001323	Np006G356340	ESY1_g12218_DN3_SP0_c0.t1
OG0001328	Np005G271770	ESY4_g24894_DN1_SP0_c0.t1
OG0001328	Np006G365590	ESY8_g59420_DN3_SP0_c18.t1
OG0001330	Np007G376050	ESY11_g54003_DN3_SP8_c0.t1
OG0001330	Np005G266220	ESY4_g25394_DN3_SP8_c0.t1
OG0001331	Np002G111050, Np002G112870	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1
OG0001331	Np002G112210	ESY2_g34145_DN3_SP0_c0.t1
OG0001332	Np002G112980	ESY2_g34124_DN3_SP8_c12.t1
OG0001332	Np004G249260	ESY5_g3365_DN3_SP8_c0.t1
OG0001333	Np002G117120	ESY2_g33922_DN3_SP5_c0.t1
OG0001333	Np004G247640	ESY5_g3574_DN3_SP8_c0.t1
OG0001334	Np004G241520	ESY5_g2867_DN3_SP0_c0.t1
OG0001334	Np001G027060	ESY10_g14599_DN3_SP6_c0.t1
OG0001335	Np003G129180	ESY7_g19074_DN3_SP1_c0.t1
OG0001335	Np007G411680	ESY3_g31111_DN3_SP8_c0.t1
OG0001336	Np007G410030	ESY3_g31325_DN2_SP7_c0.t1
OG0001336	Np003G131790, Np003G131900	ESY7_g18761_DN2_SP6_c0.t1
OG0001337	Np005G318170, Np003G162220	ESY6_g47611_DN3_SP3_c0.t1
OG0001337	Np005G277570	ESY16_g62162_DN3_SP0_c0.t1, ESY16_g62161_DN3_SP7_c0.t1
OG0001338	Np005G277580, Np003G162210	ESY16_g62163_DN3_SP0_c0.t1
OG0001339	Np003G159330	ESY6_g48073_DN3_SP0_c0.t1
OG0001339	Np005G278970	ESY16_g62484_DN3_SP0_c0.t1
OG0001340	Np003G137730, Np003G137740	ESY7_g18145_DN3_SP8_c0.t1
OG0001341	Np001G012350	ESY6_g49995_DN3_SP8_c0.t1
OG0001341	Np003G137220	ESY7_g18097_DN3_SP8_c0.t1
OG0001342	Np003G136300	ESY7_g17960_DN3_SP8_c0.t1
OG0001342	Np001G003390	ESY6_g50535_DN3_SP0_c0.t1
OG0001343	Np003G134480	ESY7_g18668_DN3_SP8_c0.t1
OG0001343	Np001G010330	ESY6_g50188_DN3_SP8_c13.t1
OG0001344	Np005G293740	ESY9_g42482_DN3_SP0_c25.t1
OG0001344	Np001G033690	ESY10_g14913_DN2_SP0_c0.t1
OG0001345	Np005G290990	ESY9_g42751_DN3_SP8_c0.t1
OG0001345	Np001G036790	ESY7_g16837_DN3_SP8_c0.t1
OG0001346	Np005G287040, Np005G287010	ESY9_g43342_DN1_SP0_c0.t1
OG0001347	Np005G283310, Np007G424680	ESY3_g32628_DN3_SP8_c0.t1
OG0001348	Np007G375510	ESY11_g54105_DN3_SP8_c0.t1
OG0001348	Np005G267350	ESY4_g26025_DN2_SP0_c0.t1, ESY4_g26024_DN3_SP0_c0.t1, ESY4_g26035_DN3_SP0_c0.t1, ESY5_g1364_DN3_SP0_c0.t1, ESY4_g26034_DN3_SP0_c0.t1
OG0001348	Np005G267340	ESY4_g26023_DN3_SP0_c0.t1
OG0001349	Np007G374970	ESY11_g54200_DN3_SP0_c0.t1
OG0001349	Np005G267850	ESY4_g26185_DN3_SP1_c0.t1
OG0001350	Np006G368540	ESY8_g59667_DN3_SP1_c0.t1
OG0001350	Np005G262680	ESY4_g26624_DN3_SP3_c0.t1
OG0001351	Np005G309460, Np006G359680, Np002G095560, Np005G310630	ESY4_g25588_DN3_SP0_c0.t1
OG0001351	Np006G361960	ESY2_g34338_DN3_SP0_c0.t1, ESY2_g34337_DN3_SP0_c0.t1, ESY2_g34336_DN3_SP0_c0.t1
OG0001352	Np004G204800, Np003G175840	ESY21_g55164_DN3_SP0_c0.t1
OG0001354	Np001G068960	ESY1_g12486_DN3_SP0_c0.t1
OG0001354	Np006G321220	ESY12_g52228_DN2_SP0_c0.t1
OG0001355	Np006G323620	ESY12_g51799_DN3_SP6_c0.t1
OG0001357	Np001G062720, Np004G214430, Np006G328890	ESY12_g51290_DN2_SP0_c0.t1
OG0001358	Np006G329520	ESY12_g51242_DN3_SP0_c0.t1
OG0001358	Np001G062270	ESY1_g11645_DN3_SP8_c0.t1
OG0001359	Np001G045770	ESY6_g49016_DN3_SP5_c0.t1
OG0001359	Np003G152570	ESY6_g48822_DN3_SP7_c0.t1
OG0001360	Np004G254650	ESY5_g4836_DN3_SP0_c11.t1
OG0001360	Np006G356310	ESY20_g13331_DN3_SP0_c4.t1
OG0001361	Np006G357180, Np006G357200, Np006G357210, Np006G357110	ESY20_g12710_DN3_SP0_c0.t1
OG0001361	Np004G255380	ESY5_g4939_DN3_SP0_c0.t1
OG0001363	Np005G278520	ESY16_g62340_DN3_SP0_c17.t1
OG0001363	Np005G278540	ESY16_g62342_DN2_SP0_c17.t1
OG0001364	Np003G141930	ESY7_g17515_DN3_SP8_c0.t1
OG0001364	Np007G424540	ESY3_g32598_DN3_SP8_c0.t1
OG0001365	Np007G424450	ESY3_g32587_DN3_SP6_c0.t1
OG0001365	Np003G142020	ESY7_g17485_DN3_SP8_c0.t1
OG0001366	Np003G142950	ESY7_g17380_DN3_SP0_c0.t1
OG0001366	Np007G423400	ESY3_g32485_DN3_SP0_c0.t1
OG0001367	Np001G016160, Np007G416940	ESY3_g31521_DN3_SP7_c0.t1
OG0001368	Np005G311210, Np002G101120, Np005G311200, Np003G141160	ESY15_g65465_DN3_SP0_c0.t1
OG0001370	Np004G234370	ESY5_g2559_DN3_SP8_c0.t1
OG0001370	Np002G076170	ESY2_g34718_DN3_SP8_c0.t1
OG0001371	Np004G228380, Np004G228360	ESY11_g54698_DN3_SP0_c0.t1
OG0001372	Np007G422530	ESY3_g32375_DN3_SP0_c0.t1
OG0001372	Np003G144180	ESY7_g17227_DN3_SP8_c10.t1
OG0001373	Np004G199010	ESY2_g37928_DN3_SP0_c0.t1
OG0001373	Np007G394130	ESY3_g29690_DN3_SP2_c0.t1
OG0001374	Np002G078200	ESY2_g36003_DN3_SP0_c0.t1
OG0001374	Np004G236040	ESY5_g4060_DN3_SP0_c0.t1
OG0001375	Np004G240040	ESY5_g3028_DN3_SP5_c0.t1
OG0001375	Np002G071970, Np002G071810, Np002G071910	ESY2_g36675_DN3_SP8_c0.t1
OG0001376	Np007G406330	ESY3_g30309_DN3_SP0_c0.t1
OG0001376	Np004G191790	ESY2_g36233_DN2_SP0_c0.t1
OG0001377	Np007G391420	ESY3_g29907_DN2_SP0_c0.t1
OG0001378	Np004G199470	ESY2_g38005_DN3_SP4_c0.t1
OG0001378	Np007G393070	ESY3_g29755_DN3_SP6_c0.t1
OG0001379	Np007G398080	ESY3_g29311_DN3_SP6_c0.t1
OG0001379	Np004G196740	ESY2_g37469_DN3_SP0_c0.t1
OG0001380	Np004G196640	ESY2_g37459_DN3_SP7_c0.t1
OG0001380	Np007G398350	ESY3_g29304_DN3_SP5_c0.t1
OG0001382	Np006G368620	ESY8_g59671_DN3_SP4_c0.t1
OG0001382	Np005G262660	ESY4_g26623_DN3_SP0_c0.t1
OG0001384	Np006G367570, Np006G367560	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1
OG0001391	Np007G409190, Np004G214390, Np004G205850	ESY3_g30044_DN3_SP0_c25.t1, ESY3_g30047_DN3_SP0_c23.t1
OG0001392	Np005G265680	ESY4_g25502_DN3_SP7_c0.t1
OG0001392	Np007G376910	ESY11_g53872_DN3_SP0_c0.t1
OG0001393	Np007G376240	ESY11_g53959_DN3_SP0_c0.t1
OG0001393	Np005G266110	ESY4_g25419_DN3_SP1_c0.t1
OG0001394	Np004G217540	ESY16_g61790_DN3_SP0_c0.t1
OG0001395	Np005G279060	ESY16_g62500_DN3_SP7_c0.t1
OG0001395	Np003G158530	ESY6_g48121_DN3_SP7_c0.t1
OG0001396	Np001G017170, Np001G016830	ESY16_g62117_DN3_SP0_c0.t1
OG0001397	Np004G248370, Np004G248580	ESY5_g3463_DN3_SP8_c0.t1
OG0001397	Np002G114320	ESY2_g34067_DN3_SP8_c2.t1
OG0001398	Np001G027380	ESY10_g14616_DN3_SP8_c0.t1
OG0001398	Np004G241430	ESY27_g13386_DN3_SP5_c0.t1
OG0001399	Np001G025170	ESY10_g14347_DN3_SP1_c15.t1
OG0001399	Np004G242320	ESY5_g2791_DN3_SP0_c9.t1
OG0001400	Np001G023510	ESY10_g14032_DN2_SP0_c0.t1
OG0001400	Np004G244050	ESY5_g2618_DN2_SP0_c0.t1
OG0001401	Np005G316040	ESY8_g60593_DN3_SP8_c0.t1
OG0001401	Np003G142080	ESY7_g17479_DN3_SP8_c0.t1
OG0001402	Np005G315840	ESY8_g60781_DN1_SP0_c0.t1
OG0001402	Np001G019250	ESY2_g34544_DN2_SP0_c0.t1, ESY2_g34540_DN2_SP0_c0.t1
OG0001403	Np002G121060	ESY2_g33605_DN2_SP0_c0.t1
OG0001403	Np004G245480	ESY5_g3798_DN3_SP8_c0.t1
OG0001404	Np002G120220, Np004G245800	ESY5_g3764_DN3_SP0_c0.t1
OG0001405	Np003G129520, Np007G411450	ESY3_g31139_DN3_SP8_c7.t1
OG0001406	Np005G262690	ESY4_g26625_DN3_SP8_c0.t1
OG0001406	Np002G083780	ESY15_g64992_DN3_SP8_c0.t1
OG0001407	Np003G164950	ESY6_g47126_DN3_SP8_c0.t1
OG0001407	Np005G276970	ESY4_g23867_DN3_SP8_c0.t1
OG0001408	Np003G136730	ESY7_g18031_DN3_SP0_c0.t1
OG0001409	Np001G005570	ESY6_g49640_DN3_SP8_c0.t1
OG0001409	Np003G135060	ESY7_g17770_DN3_SP8_c17.t1
OG0001410	Np001G034370	ESY10_g14979_DN3_SP5_c0.t1
OG0001410	Np005G293260	ESY9_g42519_DN3_SP7_c0.t1
OG0001411	Np005G292230	ESY9_g42613_DN2_SP0_c32.t1
OG0001411	Np005G292250	ESY9_g42612_DN2_SP0_c35.t1
OG0001412	Np005G289480	ESY9_g43041_DN3_SP8_c0.t1
OG0001412	Np001G038230	ESY7_g16734_DN3_SP8_c0.t1
OG0001413	Np005G286310, Np005G286320	ESY12_g52052_DN3_SP0_c0.t1
OG0001415	Np006G343270	ESY1_g6128_DN2_SP0_c0.t1
OG0001415	Np005G266870, Np004G211370	ESY3_g28720_DN2_SP0_c0.t1
OG0001416	Np006G342560, Np004G212630	ESY4_g23249_DN3_SP0_c0.t1
OG0001417	Np005G268510	ESY4_g26324_DN3_SP0_c0.t1
OG0001417	Np006G366700	ESY8_g59527_DN3_SP1_c0.t1
OG0001418	Np005G261230	ESY4_g26826_DN3_SP0_c0.t1
OG0001418	Np006G369950	ESY8_g59828_DN2_SP0_c0.t1
OG0001419	Np005G314300	ESY8_g60962_DN3_SP8_c0.t1
OG0001420	Np003G183610	ESY7_g16335_DN3_SP8_c0.t1
OG0001420	Np005G286250	ESY9_g43685_DN3_SP6_c17.t1
OG0001421	Np005G304550	ESY22_g40738_DN3_SP0_c0.t1
OG0001422	Np007G419410	ESY3_g31828_DN3_SP8_c0.t1
OG0001422	Np001G015370	ESY10_g15672_DN3_SP8_c0.t1
OG0001423	Np006G325270	ESY12_g52026_DN3_SP8_c0.t1
OG0001423	Np001G065750	ESY1_g12020_DN3_SP8_c0.t1
OG0001424	Np003G128240	ESY7_g19221_DN3_SP0_c0.t1
OG0001425	Np001G043110	ESY1_g6908_DN3_SP2_c0.t1
OG0001425	Np003G148980	ESY6_g49176_DN3_SP0_c0.t1
OG0001426	Np002G088000, Np002G088040, Np002G088050, Np002G088020, Np002G087950	ESY2_g34393_DN1_SP0_c0.t1
OG0001427	Np003G188430, Np004G258790	ESY5_g5479_DN3_SP3_c0.t1
OG0001428	Np003G186620	ESY20_g13244_DN3_SP0_c0.t1
OG0001429	Np003G186570	ESY20_g13266_DN3_SP7_c0.t1
OG0001429	Np001G069130	ESY1_g12496_DN3_SP0_c0.t1
OG0001430	Np001G041140	ESY20_g12890_DN3_SP0_c0.t1
OG0001431	Np004G255360	ESY5_g4938_DN3_SP7_c0.t1
OG0001431	Np006G357250	ESY20_g12716_DN3_SP8_c0.t1
OG0001432	Np004G253870	ESY5_g4749_DN3_SP0_c0.t1
OG0001432	Np006G355340	ESY8_g58438_DN3_SP0_c0.t1
OG0001433	Np004G253140	ESY5_g4659_DN3_SP0_c0.t1
OG0001433	Np006G354080, Np006G348910	ESY8_g58495_DN3_SP0_c0.t1
OG0001434	Np006G360480, Np002G087580, Np003G131340	ESY7_g18817_DN3_SP5_c0.t1, ESY7_g18818_DN3_SP0_c0.t1
OG0001435	Np004G251600	ESY5_g4484_DN3_SP7_c0.t1
OG0001435	Np006G359770	ESY8_g58893_DN3_SP8_c0.t1
OG0001436	Np003G145050	ESY7_g17134_DN3_SP5_c0.t1, ESY7_g17133_DN3_SP0_c0.t1
OG0001436	Np007G421790, Np007G421840	ESY3_g32261_DN3_SP0_c0.t1, ESY3_g32260_DN3_SP0_c0.t1
OG0001437	Np003G145300	ESY7_g17104_DN3_SP8_c0.t1
OG0001437	Np007G421560	ESY3_g32219_DN3_SP8_c0.t1
OG0001438	Np001G015580	ESY10_g15716_DN3_SP0_c0.t1
OG0001438	Np007G419980	ESY3_g31921_DN3_SP0_c0.t1
OG0001439	Np002G080060, Np002G080700, Np002G080710	ESY2_g34901_DN3_SP4_c0.t1
OG0001439	Np004G237340	ESY5_g4200_DN3_SP8_c0.t1
OG0001440	Np004G233500	ESY5_g2404_DN3_SP8_c0.t1
OG0001440	Np002G074970	ESY2_g34617_DN3_SP8_c0.t1
OG0001441	Np002G082840	ESY2_g35768_DN3_SP5_c0.t1
OG0001441	Np004G232060	ESY5_g2276_DN3_SP0_c0.t1
OG0001442	Np002G084570	ESY2_g35607_DN1_SP0_c0.t1
OG0001443	Np004G227320, Np002G086430	ESY2_g35454_DN3_SP0_c0.t1
OG0001444	Np005G280680, Np005G280690, Np005G280700, Np005G280710	ESY11_g54640_DN3_SP0_c0.t1
OG0001445	Np001G048980	ESY16_g62050_DN2_SP0_c0.t1
OG0001446	Np003G134150	ESY7_g18629_DN3_SP1_c0.t1
OG0001446	Np001G009570	ESY6_g49555_DN2_SP0_c0.t1, ESY6_g49553_DN3_SP0_c0.t1
OG0001447	Np002G082930, Np002G082940, Np002G082910, Np002G082920, Np002G082890	ESY1_g12039_DN3_SP0_c34.t1
OG0001448	Np004G191560	ESY2_g36249_DN3_SP3_c0.t1
OG0001448	Np007G406590	ESY3_g30287_DN3_SP4_c0.t1
OG0001449	Np001G001980	ESY1_g8542_DN2_SP0_c0.t1, ESY1_g6784_DN1_SP0_c0.t1, ESY2_g33517_DN1_SP0_c0.t1, ESY2_g33518_DN2_SP0_c38.t1
OG0001449	Np004G192330	ESY2_g36189_DN3_SP0_c16.t1
OG0001450	Np007G405760	ESY3_g30386_DN3_SP8_c20.t1
OG0001451	Np004G193660, Np007G404170	ESY3_g30574_DN2_SP0_c0.t1
OG0001452	Np004G193890	ESY2_g36991_DN3_SP1_c0.t1
OG0001452	Np007G403580	ESY3_g30589_DN3_SP7_c0.t1
OG0001453	Np004G194160	ESY2_g37027_DN3_SP7_c0.t1
OG0001453	Np007G402870	ESY3_g30608_DN3_SP8_c0.t1
OG0001454	Np007G390100	ESY3_g30644_DN3_SP0_c0.t1
OG0001454	Np004G194330	ESY2_g37052_DN3_SP6_c0.t1
OG0001455	Np007G391430	ESY3_g29905_DN3_SP0_c0.t1
OG0001455	Np005G301670	ESY2_g38551_DN3_SP4_c0.t1
OG0001456	Np007G398070, Np004G196750	ESY2_g37470_DN3_SP0_c0.t1
OG0001457	Np007G399320	ESY3_g29243_DN3_SP0_c0.t1
OG0001457	Np004G196440	ESY2_g37428_DN3_SP0_c0.t1
OG0001458	Np006G365290	ESY4_g25328_DN3_SP0_c0.t1, ESY5_g4721_DN3_SP0_c0.t1, ESY9_g44190_DN2_SP0_c0.t1
OG0001458	Np003G179960	ESY12_g51420_DN2_SP0_c0.t1, ESY12_g51423_DN1_SP0_c0.t1
OG0001461	Np006G357640	ESY20_g12762_DN3_SP0_c0.t1, ESY20_g12765_DN3_SP0_c0.t1, ESY1_g10855_DN3_SP0_c0.t1, ESY7_g17874_DN3_SP0_c0.t1, ESY20_g12761_DN2_SP0_c0.t1, ESY7_g17873_DN2_SP0_c0.t1
OG0001463	Np002G078550, Np003G151650	ESY1_g11751_DN3_SP0_c0.t1, ESY1_g11698_DN3_SP0_c0.t1, ESY1_g11700_DN3_SP0_c0.t1
OG0001464	Np005G274610	ESY4_g24434_DN1_SP8_c0.t1
OG0001464	Np007G373540	ESY11_g54595_DN2_SP8_c0.t1
OG0001465	Np007G373740	ESY11_g54513_DN3_SP8_c17.t1
OG0001465	Np005G274410	ESY4_g24478_DN3_SP8_c17.t1
OG0001466	Np005G272000, Np005G273750, Np005G271660	ESY4_g24922_DN3_SP6_c0.t1
OG0001466	Np006G365560	ESY8_g59414_DN3_SP2_c0.t1
OG0001468	Np005G264360, Np002G087850	ESY4_g25747_DN3_SP0_c0.t1
OG0001469	Np003G185870	ESY20_g13247_DN3_SP0_c0.t1, ESY11_g54769_DN3_SP0_c0.t1, ESY11_g54758_DN3_SP0_c0.t1
OG0001469	Np003G186600	ESY9_g45465_DN3_SP0_c0.t1, ESY11_g54759_DN3_SP0_c0.t1
OG0001469	Np004G216300	ESY16_g61881_DN3_SP0_c0.t1
OG0001470	Np006G340100, Np005G298570	ESY16_g61530_DN3_SP0_c41.t1
OG0001471	Np002G117090	ESY2_g33925_DN3_SP6_c0.t1, ESY2_g33924_DN3_SP6_c0.t1
OG0001471	Np004G247650	ESY5_g3573_DN3_SP0_c0.t1
OG0001472	Np004G241600	ESY5_g2858_DN3_SP8_c0.t1
OG0001472	Np001G026840	ESY10_g14587_DN3_SP8_c0.t1
OG0001473	Np001G025150	ESY10_g14346_DN3_SP8_c0.t1
OG0001473	Np004G242330	ESY5_g2790_DN3_SP3_c9.t1
OG0001474	Np005G279840, Np005G279850, Np005G279860	ESY5_g3263_DN3_SP7_c0.t1, ESY5_g3262_DN3_SP0_c0.t1
OG0001475	Np004G245930	ESY5_g3755_DN3_SP5_c0.t1
OG0001475	Np002G119910	ESY2_g33685_DN3_SP7_c0.t1
OG0001477	Np002G117170, Np003G132990	ESY7_g18504_DN3_SP3_c0.t1
OG0001478	Np007G413100	ESY3_g30977_DN3_SP3_c0.t1
OG0001478	Np003G127160	ESY7_g19408_DN3_SP0_c0.t1
OG0001479	Np001G065730, Np006G340830	ESY1_g12018_DN3_SP8_c0.t1
OG0001480	Np003G172030, Np005G281320	ESY5_g4297_DN3_SP5_c0.t1
OG0001481	Np003G139930, Np003G139940, Np006G361850	ESY7_g18418_DN3_SP0_c0.t1
OG0001482	Np001G012570	ESY6_g49982_DN3_SP8_c0.t1
OG0001483	Np001G012180	ESY6_g50016_DN3_SP0_c16.t1
OG0001483	Np003G137010	ESY7_g18069_DN3_SP0_c0.t1
OG0001484	Np003G136980	ESY7_g18065_DN2_SP0_c0.t1
OG0001484	Np001G012150	ESY6_g50020_DN3_SP0_c0.t1
OG0001485	Np003G135300	ESY7_g17806_DN3_SP8_c0.t1
OG0001485	Np001G005310	ESY6_g49613_DN3_SP8_c0.t1
OG0001486	Np003G134990	ESY7_g17768_DN3_SP0_c0.t1
OG0001487	Np001G010170	ESY6_g50202_DN3_SP0_c0.t1
OG0001487	Np003G134380	ESY7_g18653_DN3_SP7_c0.t1
OG0001488	Np005G294020	ESY9_g42468_DN3_SP8_c0.t1
OG0001488	Np001G033200	ESY10_g14877_DN3_SP8_c0.t1
OG0001489	Np003G183010	ESY7_g16126_DN3_SP3_c0.t1
OG0001489	Np005G285720	ESY9_g43745_DN3_SP6_c0.t1
OG0001490	Np004G212060	ESY4_g23078_DN3_SP8_c43.t1
OG0001490	Np006G342730	ESY4_g25231_DN3_SP1_c0.t1, ESY13_g57686_DN2_SP0_c0.t1
OG0001492	Np005G261280	ESY4_g26797_DN3_SP8_c0.t1
OG0001492	Np006G370010	ESY8_g59820_DN3_SP6_c0.t1
OG0001493	Np004G201190	ESY5_g4788_DN3_SP0_c0.t1
OG0001493	Np001G041880	ESY5_g1929_DN3_SP0_c0.t1
OG0001495	Np001G031740, Np001G031590	ESY2_g37352_DN3_SP0_c0.t1, ESY10_g14793_DN3_SP0_c0.t1
OG0001496	Np007G386170	ESY3_g28090_DN2_SP0_c0.t1
OG0001496	Np005G307250	ESY15_g65692_DN2_SP0_c0.t1
OG0001497	Np005G303400, Np005G303410	ESY2_g38894_DN3_SP0_c36.t1
OG0001498	Np004G256110	ESY5_g5061_DN3_SP8_c0.t1
OG0001498	Np005G300820	ESY5_g4592_DN2_SP0_c0.t1
OG0001499	Np006G321010	ESY12_g52256_DN3_SP8_c0.t1
OG0001499	Np001G069240	ESY1_g12512_DN3_SP0_c0.t1
OG0001500	Np006G321780	ESY12_g51413_DN3_SP8_c0.t1
OG0001500	Np001G068520	ESY1_g12436_DN3_SP8_c0.t1
OG0001501	Np006G322320	ESY12_g51614_DN2_SP0_c0.t1
OG0001502	Np006G325380	ESY12_g52040_DN3_SP8_c0.t1
OG0001502	Np001G065740	ESY1_g12019_DN3_SP8_c0.t1
OG0001503	Np001G065290	ESY1_g11916_DN3_SP8_c17.t1
OG0001503	Np006G326000	ESY19_g41187_DN3_SP0_c0.t1, ESY12_g52127_DN3_SP8_c15.t1
OG0001504	Np001G064830	ESY1_g11854_DN3_SP0_c0.t1
OG0001504	Np006G326920	ESY12_g51463_DN3_SP0_c0.t1
OG0001505	Np001G064700	ESY1_g11211_DN3_SP0_c0.t1
OG0001505	Np006G327170	ESY12_g51492_DN1_SP0_c0.t1
OG0001506	Np007G414070	ESY3_g30811_DN2_SP8_c0.t1
OG0001506	Np003G125280	ESY7_g19625_DN3_SP2_c10.t1
OG0001507	Np001G046650	ESY1_g8250_DN3_SP0_c0.t1
OG0001507	Np003G153320	ESY6_g48690_DN3_SP0_c0.t1
OG0001509	Np001G050810	ESY1_g9754_DN3_SP8_c0.t1
OG0001509	Np001G002570	ESY6_g50444_DN3_SP6_c0.t1
OG0001510	Np006G355310	ESY8_g58441_DN3_SP6_c0.t1
OG0001510	Np004G253860	ESY5_g4748_DN3_SP3_c0.t1
OG0001511	Np004G251510, Np006G359560	ESY8_g58905_DN3_SP0_c0.t1
OG0001512	Np004G251130	ESY5_g3093_DN3_SP8_c0.t1
OG0001512	Np006G358450	ESY8_g58995_DN3_SP7_c0.t1
OG0001513	Np007G424460, Np007G424480	ESY3_g32588_DN3_SP0_c93.t1
OG0001514	Np007G421000	ESY3_g32111_DN3_SP8_c4.t1
OG0001514	Np003G145820	ESY7_g17058_DN3_SP6_c4.t1
OG0001515	Np007G418200, Np007G418140	ESY5_g4005_DN3_SP0_c0.t1, ESY3_g31645_DN3_SP0_c0.t1, ESY4_g24963_DN3_SP0_c0.t1
OG0001516	Np007G416740	ESY3_g31508_DN3_SP1_c6.t1
OG0001518	Np006G332410	ESY9_g45683_DN2_SP8_c0.t1
OG0001518	Np001G059850	ESY1_g10647_DN2_SP6_c0.t1
