Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_NCBI
OG0003540	Np002G084670	XP_002888791.1
OG0003541	Np002G085420	XP_002888771.2
OG0003543	Np004G209760	XP_020867103.1
OG0003544	Np005G317500	XP_020874271.1
OG0003546	Np004G254350	XP_002892300.2
OG0003547	Np001G035780, Np002G122560, Np003G144560	XP_002871761.1
OG0003548	Np003G146710, Np003G146720	XP_002871847.1
OG0003549	Np001G016370	XP_002863984.1
OG0003550	Np001G017270	XP_020868605.1
OG0003550	Np007G415870	XP_020886981.1
OG0003551	Np001G011980	XP_002874214.1, XP_002874213.1
OG0003552	Np001G047940	XP_020881711.1
OG0003553	Np001G006650	XP_002866529.1, XP_020888136.1
OG0003554	Np001G052280, Np001G052240, Np001G052310	XP_002877765.1
OG0003555	Np001G049250	XP_020880959.1
OG0003556	Np004G231210	XP_020869161.1
OG0003556	Np002G083890	XP_002887356.1
OG0003557	Np003G183620	XP_020890526.1, XP_020874627.1
OG0003558	Np002G072830	XP_020890423.1
OG0003559	Np004G239940	XP_002887789.1, XP_020868891.1
OG0003560	Np004G192600	XP_002891764.2
OG0003561	Np007G404990	XP_020888819.1
OG0003562	Np005G301310	XP_002870186.1
OG0003562	Np007G391550	XP_002883029.1
OG0003563	Np004G198280, Np004G198260	XP_020867827.1, XP_020867826.1
OG0003564	Np004G195190, Np004G195200	XP_002891661.2
OG0003565	Np005G306100	XP_002868307.1
OG0003565	Np007G385200	XP_020889002.1
OG0003567	Np007G374190	XP_020889462.1
OG0003568	Np007G384170	XP_020876772.1
OG0003569	Np004G190220	XP_002872923.1, XP_020866799.1
OG0003572	Np005G304500	XP_020875728.1
OG0003574	Np003G145100	XP_020877787.1
OG0003575	Np003G147150	XP_020875819.1, XP_002871874.1
OG0003578	Np006G338070	XP_002881483.1
OG0003583	Np005G275490	XP_002884189.1
OG0003585	Np001G059460	XP_002876316.1
OG0003586	Np005G273230	XP_020874270.1
OG0003586	Np006G366610	XP_020885721.1
OG0003587	Np001G007140	XP_020885080.1
OG0003587	Np004G204990	XP_020870129.1
OG0003589	Np005G264430	XP_002862579.1, XP_020873869.1
OG0003590	Np005G266160	XP_020872793.1
OG0003591	Np004G248660	XP_020870220.1
OG0003592	Np002G117400	XP_020890055.1
OG0003593	Np001G025670	XP_020881097.1, XP_002876814.1, XP_002865264.1
OG0003594	Np004G242290	XP_020869165.1
OG0003595	Np001G019830	XP_020881940.1
OG0003596	Np005G314210	XP_002868752.2
OG0003597	Np004G244880	XP_020869514.1
OG0003598	Np007G413820, Np007G412370	XP_020889068.1, XP_020887583.1
OG0003599	Np007G411120, Np001G019040	XP_020889003.1, XP_002884818.1
OG0003600	Np007G410330	XP_020879962.1
OG0003601	Np007G409070	XP_020888259.1
OG0003603	Np005G277140	XP_002869535.1
OG0003604	Np005G277640	XP_020874022.1
OG0003605	Np001G068470	XP_002876667.1
OG0003606	Np005G279080	XP_020873729.1
OG0003606	Np003G158500	XP_002864425.1
OG0003607	Np003G138620	XP_002871505.1
OG0003608	Np004G251550	XP_020868706.1
OG0003609	Np003G136510	XP_002873444.1
OG0003610	Np003G135990	XP_002873421.1, XP_020885853.1
OG0003611	Np005G291870	XP_002868000.1
OG0003612	Np004G215780	XP_020875230.1, XP_020888084.1
OG0003613	Np006G359110, Np001G014080	XP_020876536.1, XP_002891400.2
OG0003614	Np004G210800, Np004G210710	XP_002893495.1, XP_002890755.1
OG0003615	Np004G211730	XP_020869641.1
OG0003616	Np005G267310	XP_020873012.1
OG0003617	Np003G177410	XP_002874587.1
OG0003618	Np001G056050, Np004G197520, Np004G197490, Np004G197480	XP_020881332.1, XP_020881941.1
OG0003619	Np007G411260, Np007G411270	XP_020888544.1
OG0003621	Np001G039150	XP_002865328.1
OG0003624	Np005G295560	XP_020874330.1
OG0003625	Np003G178060, Np001G012940, Np006G321420	XP_002882117.1, XP_002884016.2
OG0003626	Np001G068510	XP_020880149.1
OG0003627	Np006G323670	XP_020884939.1
OG0003628	Np001G065600	XP_020883493.1
OG0003630	Np006G326230	XP_020885150.1
OG0003631	Np003G149240	XP_020878866.1
OG0003632	Np004G241880	XP_002893817.1
OG0003633	Np001G052160	XP_020881475.1
OG0003634	Np001G052180	XP_020881124.1
OG0003635	Np001G053140	XP_020880791.1
OG0003635	Np001G000210	XP_020871744.1
OG0003636	Np003G188900	XP_002874986.1
OG0003637	Np004G257600	XP_020866988.1
OG0003638	Np003G186080	XP_020876705.1
OG0003639	Np006G363040	XP_020883056.1
OG0003640	Np007G424880	XP_020887462.1
OG0003640	Np003G141470	XP_002873675.2
OG0003642	Np001G014730	XP_002874347.1, XP_002882424.1
OG0003643	Np006G333090	XP_020883225.1
OG0003644	Np004G192820, Np002G070240	XP_020865769.1, XP_002887853.1
OG0003645	Np004G239590	XP_020866908.1
OG0003647	Np004G236420	XP_002893036.1
OG0003648	Np004G232320	XP_020867884.1
OG0003649	Np002G090890	XP_020889986.1
OG0003651	Np006G360830, Np004G244210	XP_002889990.1
OG0003652	Np004G253450	XP_020867774.1
OG0003652	Np004G253400	XP_002889598.1
OG0003653	Np004G254190	XP_020871015.1, XP_020871011.1
OG0003654	Np004G254250	XP_002892305.1, XP_002892306.1
OG0003655	Np003G144090	XP_002871741.1
OG0003656	Np003G144550	XP_020876074.1, XP_020869876.1
OG0003657	Np007G408760	XP_020886410.1
OG0003658	Np003G129320	XP_002873164.1
OG0003659	Np001G008850	XP_002862353.1
OG0003659	Np003G133390	XP_002873308.1
OG0003660	Np003G154500	XP_002866267.1, XP_002868499.1
OG0003661	Np001G052710	XP_002876064.1
OG0003661	Np001G000510	XP_002865073.1
OG0003662	Np001G046520	XP_002877511.1
OG0003663	Np002G086670	XP_020889771.1
OG0003664	Np001G009850	XP_020865768.1
OG0003665	Np002G082620	XP_020868553.1
OG0003666	Np002G070930	XP_020889659.1, XP_002864104.1
OG0003667	Np007G408130, Np007G408150, Np007G408100, Np006G342000	XP_002884941.1
OG0003668	Np007G407270	XP_020888523.1, XP_020888817.1
OG0003669	Np004G191580	XP_020867645.1
OG0003670	Np007G406000	XP_020886609.1, XP_020886608.1
OG0003671	Np007G404230	XP_002885081.1, XP_020889206.1
OG0003672	Np007G391880	XP_020886189.1
OG0003672	Np005G300810	XP_002868148.1
OG0003673	Np007G386880, Np001G031350	XP_002883519.1, XP_002880717.1
OG0003674	Np007G388400	XP_002885739.1
OG0003674	Np001G017860	XP_020870886.1
OG0003675	Np003G157980	XP_020877829.1
OG0003676	Np007G416070	XP_002883832.1
OG0003676	Np005G263910	XP_002869199.1
OG0003677	Np004G193920	XP_002894405.1
OG0003677	Np007G403440	XP_020887501.1
OG0003678	Np007G380320	XP_020889052.1
OG0003678	Np004G196060	XP_002894293.1
OG0003679	Np001G054340	XP_002876134.1
OG0003680	Np001G054530	XP_002876143.1
OG0003681	Np001G056530	XP_020880332.1
OG0003681	Np006G337090	XP_020884543.1
OG0003682	Np001G060110	XP_020882585.1, XP_020891564.1
OG0003683	Np001G069920, Np001G053860	XP_020882553.1
OG0003686	Np002G075580	XP_020890847.1
OG0003687	Np002G114630	XP_020890334.1
OG0003687	Np002G114550	XP_002888193.1
OG0003695	Np005G276540	XP_002867241.1, XP_002867452.1
OG0003696	Np005G274070	XP_002869392.1
OG0003697	Np005G264420	XP_020880267.1, XP_020874398.1
OG0003698	Np005G265540	XP_002869117.1
OG0003698	Np005G265530	XP_002869118.1
OG0003699	Np002G105640	XP_020873946.1, XP_002893827.1
OG0003700	Np005G299530, Np005G299520	XP_002868128.1
OG0003701	Np001G026240	XP_020879635.1, XP_020882429.1
OG0003703	Np005G312870	XP_020872128.1
OG0003704	Np002G120260	XP_002888014.1, XP_020890186.1
OG0003705	Np006G330910	XP_002881744.1
OG0003707	Np003G173670	XP_020871335.1
OG0003708	Np007G386310, Np003G159360, Np002G114620, Np002G113770	XP_002864404.1
OG0003709	Np003G157290	XP_020876108.1
OG0003710	Np004G230700	XP_020866673.1
OG0003710	Np003G140050	XP_020879165.1
OG0003711	Np005G294570	XP_002868057.1
OG0003712	Np005G288470	XP_002869941.1
OG0003713	Np001G039950	XP_002863589.1
OG0003713	Np005G287180	XP_002869916.1
OG0003714	Np005G285480	XP_020873410.1
OG0003715	Np003G180540	XP_020876685.1
OG0003716	Np001G049010	XP_002893825.1, XP_002876375.1
OG0003719	Np003G127080, Np003G127090	XP_002873068.1
OG0003720	Np005G307880, Np003G126200	XP_002889929.1, XP_020879427.1
OG0003721	Np003G180410	XP_002872579.1, XP_002872581.1
OG0003722	Np005G308330	XP_002863163.1
OG0003723	Np005G305730, Np005G305740	XP_020874430.1
OG0003724	Np007G381500	XP_002883306.1
OG0003724	Np001G065400, Np005G302440	XP_020874968.1
OG0003725	Np005G316580	XP_002885765.1
OG0003726	Np005G306210, Np006G321310	XP_020884425.1
OG0003727	Np006G323150	XP_020884501.1
OG0003728	Np006G326240, Np006G326260	XP_020885154.1
OG0003729	Np006G326280	XP_020885153.1
OG0003730	Np001G062790	XP_020879682.1
OG0003731	Np001G035100, Np002G116700, Np003G127360	XP_002873099.1, XP_002873082.1
OG0003732	Np003G153000	XP_020871980.1, XP_020871978.1
OG0003733	Np001G040950	XP_020874933.1, XP_020868853.1
OG0003734	Np001G041110	XP_002863647.2
OG0003734	Np001G041120	XP_002865414.1
OG0003735	Np001G041430	XP_002863662.1
OG0003736	Np006G357290	XP_002879413.1
OG0003737	Np007G419300	XP_020874598.1, XP_002881256.1, XP_002862858.1, XP_002870561.1
OG0003738	Np006G355440	XP_002881191.1, XP_020869990.1
OG0003740	Np006G354240, Np006G348760	XP_002881146.1
OG0003740	Np004G253350	XP_002889601.1
OG0003741	Np006G358090	XP_002880977.1, XP_002879143.1
OG0003742	Np004G246140	XP_002879398.1, XP_002880840.1
OG0003743	Np007G423930	XP_002871668.1
OG0003744	Np005G319320	XP_002870640.2, XP_020872777.1
OG0003746	Np003G146840	XP_020887084.1
OG0003747	Np007G415820	XP_002882518.1, XP_002882519.1
OG0003748	Np007G414970	XP_020887201.1
OG0003749	Np007G414560	XP_020887425.1
OG0003751	Np004G258370	XP_002892089.1
OG0003752	Np004G238820	XP_020867934.1
OG0003753	Np002G074310	XP_020891017.1
OG0003753	Np004G232770	XP_020867953.1
OG0003754	Np004G228630	XP_002893330.1
OG0003755	Np004G226590	XP_020868627.1, XP_020869051.1
OG0003756	Np005G282440	XP_020873688.1
OG0003758	Np006G368960	XP_020884532.1
OG0003759	Np001G026610, Np004G241710	XP_020866037.1
OG0003761	Np004G254750	XP_020868037.1
OG0003762	Np005G311540	XP_020885396.1
OG0003763	Np004G256200	XP_002892198.1
OG0003764	Np004G258760	XP_020870173.1
OG0003765	Np003G142800	XP_002873747.1
OG0003766	Np003G143020, Np003G181690	XP_002871699.1
OG0003767	Np001G010530	XP_020875811.1, XP_002874129.2
OG0003768	Np006G365670	XP_020888635.1, XP_020871873.1
OG0003769	Np003G154710	XP_020878292.1
OG0003771	Np001G047000	XP_020881342.1
OG0003771	Np003G154190	XP_002864584.1
OG0003772	Np005G264000	XP_002867157.1
OG0003773	Np002G087350	XP_002887226.1
OG0003774	Np002G086900	XP_020889786.1
OG0003775	Np002G073390	XP_002889193.1
OG0003776	Np002G072970	XP_002889213.1
OG0003777	Np002G072760	XP_020889909.1, XP_020869019.1
OG0003778	Np007G397540, Np004G196870	XP_002885334.1
OG0003779	Np011G435720, Np011G435880	XP_002862716.1, XP_020888356.1
OG0003780	Np007G381220	XP_020889380.1
OG0003781	Np007G386020	XP_002871852.1, XP_002883483.1
OG0003782	Np001G055280	XP_020881377.1
OG0003782	Np007G389060	XP_020888991.1
OG0003783	Np005G310120	XP_020874859.1
OG0003783	Np007G389500	XP_002883713.1
OG0003784	Np004G190780, Np007G407710	XP_002894517.2
OG0003786	Np004G195210	XP_002891660.1
OG0003787	Np004G197710	XP_002891532.2
OG0003788	Np001G057100	XP_020879715.1
OG0003791	Np001G060940	XP_020880686.1
OG0003796	Np001G046710	XP_020877686.1, XP_002875814.2, XP_002875819.1
OG0003797	Np001G046320	XP_020869748.1, XP_020870047.1, XP_020870409.1
OG0003798	Np004G235060	XP_020870360.1
OG0003799	Np004G208900	XP_020866365.1
OG0003801	Np001G000920	XP_020871347.1
OG0003802	Np003G132980	XP_020880558.1
OG0003803	Np005G289550	XP_020875991.1, XP_020879016.1
OG0003804	Np006G358980	XP_020883808.1, XP_020884683.1
OG0003806	Np003G150620	XP_002872005.1
OG0003806	Np003G150640	XP_002872006.1
OG0003807	Np001G009880	XP_020865777.1
OG0003810	Np001G050240, Np001G050270	XP_020882517.1
OG0003811	Np003G143840	XP_020879458.1
OG0003813	Np001G021620	XP_002875354.1
OG0003823	Np005G276690	XP_020874857.1
OG0003824	Np005G271590	XP_020872302.1
OG0003826	Np005G269000	XP_020875561.1
OG0003827	Np005G265180	XP_002867109.1
OG0003828	Np003G151330, Np003G151320	XP_002891116.1
OG0003829	Np004G216280	XP_020866127.1, XP_002891132.2
OG0003830	Np001G014150	XP_020869497.1
OG0003831	Np004G249000	XP_002892539.2
OG0003832	Np001G027490	XP_020871426.1
OG0003833	Np006G353120, Np006G347660	XP_020885186.1, XP_020873008.1
OG0003834	Np002G124410	XP_002887880.1
OG0003835	Np004G245390	XP_002889936.1
OG0003835	Np002G121210	XP_020889869.1
OG0003836	Np003G126230	XP_002882613.1, XP_002870955.1
OG0003837	Np003G135880	XP_020877279.1
OG0003838	Np003G184520	XP_002864109.1
OG0003839	Np003G162530	XP_020870700.1
OG0003840	Np003G159510	XP_020871608.1
OG0003841	Np005G279300	XP_002869613.1
OG0003841	Np003G157960	XP_020871323.1
OG0003842	Np003G139600	XP_002871534.2
OG0003843	Np003G138160	XP_002871479.1
OG0003844	Np001G035870, Np005G291930	XP_002863417.1
OG0003845	Np005G291090	XP_002870026.1
OG0003846	Np005G283340	XP_002867693.1
OG0003847	Np005G283330	XP_020873276.1
OG0003848	Np004G206810	XP_002891059.1
OG0003849	Np004G208310	XP_020868494.1
OG0003850	Np004G201010	XP_020870773.1
OG0003852	Np005G267460	XP_002869052.1
OG0003853	Np005G269500	XP_020872844.1
OG0003854	Np005G312460	XP_002868538.1
OG0003855	Np004G202500	XP_002891295.2
OG0003857	Np001G044820	XP_002877389.1
OG0003857	Np001G042900	XP_002863802.1
OG0003858	Np004G195640	XP_020891209.1, XP_002894238.1
OG0003859	Np003G181100	XP_002874708.1
OG0003859	Np003G181090	XP_020877179.1, XP_002874707.1
OG0003860	Np006G325180, Np003G174670, Np007G404380	XP_002870392.2, XP_020882671.1
OG0003862	Np001G035910	XP_020889048.1, XP_002870049.1
OG0003863	Np001G032130	XP_020884227.1
OG0003864	Np001G069160	XP_020881151.1
OG0003865	Np006G322600	XP_020882704.1
OG0003866	Np006G366600	XP_020882789.1, XP_020869016.1
OG0003867	Np003G125680	XP_002873017.1
OG0003868	Np003G151480	XP_020885782.1
OG0003869	Np003G151750	XP_020871897.1, XP_020871898.1
OG0003870	Np003G151870	XP_020867254.1
OG0003871	Np001G045540	XP_002866363.1
OG0003872	Np003G189150	XP_020876329.1, XP_020877221.1, XP_020875897.1
OG0003873	Np003G187760	XP_020878958.1
OG0003874	Np003G186190	XP_020878169.1
OG0003875	Np004G256250	XP_020867264.1
OG0003876	Np006G355330, Np007G377900	XP_002881182.1
OG0003877	Np005G278360	XP_020872488.1
OG0003878	Np007G417250	XP_020887546.1
OG0003879	Np007G415790	XP_020886524.1
OG0003881	Np002G071550	XP_002889269.2
OG0003881	Np004G240240	XP_020867568.1
OG0003882	Np004G237610	XP_002890266.1
OG0003884	Np004G226600	XP_020868631.1
OG0003885	Np005G281450	XP_020873618.1
OG0003885	Np003G172470	XP_020871175.1
OG0003886	Np006G366070	XP_002878736.1
OG0003887	Np004G241610	XP_020867756.1
OG0003888	Np007G420160	XP_020869895.1, XP_020869967.1
OG0003888	Np003G175490	XP_002884466.2, XP_020878444.1, XP_020878443.1
OG0003889	Np004G250310	XP_020867653.1
OG0003890	Np006G355140, Np006G355130	XP_020883260.1
OG0003891	Np003G142760	XP_020876606.1
OG0003892	Np007G417300	XP_002882462.1
OG0003893	Np007G421210	XP_020887048.1
OG0003893	Np003G145790	XP_020878832.1
OG0003894	Np001G014970	XP_002874370.1, XP_020868912.1
OG0003896	Np001G016360	XP_020866536.1
OG0003896	Np002G090660	XP_020890658.1
OG0003897	Np003G131210	XP_020875928.1
OG0003898	Np003G129750	XP_002871127.1
OG0003899	Np001G013340, Np001G013330	XP_002885738.2, XP_020877849.1
OG0003901	Np001G047690	XP_002875869.1
OG0003902	Np001G046870	XP_002877540.1
OG0003903	Np002G088890, Np005G261830	XP_002866875.1
OG0003904	Np002G076360, Np002G076350	XP_002887644.1
OG0003905	Np002G076440	XP_020890982.1
OG0003906	Np005G303560	XP_002887493.1
OG0003907	Np002G077170	XP_020891282.1, XP_020889883.1
OG0003908	Np002G072860	XP_020890441.1
OG0003912	Np004G193480	XP_020867205.1
OG0003913	Np010G435060, Np007G401590, Np007G398200	XP_020888770.1
OG0003914	Np004G194650	XP_002891684.1
OG0003915	Np007G395560	XP_002885291.1
OG0003916	Np007G397490	XP_002883201.1
OG0003918	Np007G380280, Np007G380270, Np005G268870	XP_002883260.1, XP_002883259.1
OG0003919	Np007G382070	XP_002883316.1
OG0003920	Np007G383710	XP_002885526.1
OG0003921	Np007G373330	XP_002883988.1
OG0003921	Np003G127770	XP_002872415.1
OG0003922	Np004G193000	XP_020867130.1, XP_020867129.1
OG0003923	Np004G200120	XP_002894087.1
OG0003924	Np001G053650	XP_002877825.1
OG0003925	Np004G211710	XP_002878025.2, XP_002876288.2
OG0003926	Np001G066920	XP_002876597.1
OG0003928	Np007G420970	XP_002882329.2
OG0003930	Np004G259130	XP_020869586.1
OG0003931	Np005G316700	XP_020872952.1
OG0003933	Np001G018780	XP_002877179.2, XP_002877187.2
OG0003935	Np003G133000, Np002G095980	XP_020880062.1, XP_002871257.1
OG0003938	Np004G230920, Np004G230850	XP_020867382.1
OG0003939	Np003G186540, Np005G301660, Np007G409960, Np001G027580, Np003G186530, Np003G185780, Np002G119100	XP_020871552.1, XP_020889159.1, XP_020866561.1, XP_002864048.1
OG0003948	Np005G274470	XP_020872841.1
OG0003950	Np004G217900	XP_002890967.1
OG0003951	Np005G300220	XP_020873983.1
OG0003952	Np002G106780	XP_020868311.1
OG0003953	Np002G117220	XP_002888114.1, XP_020890145.1, XP_020890137.1
OG0003954	Np001G026180	XP_020882402.1
OG0003955	Np001G025040	XP_002876852.1
OG0003956	Np001G020790	XP_002862549.2, XP_020883759.1, XP_002882056.1
OG0003957	Np001G020680	XP_002875391.1
OG0003958	Np005G312140	XP_002868527.2
OG0003959	Np006G331120	XP_002881736.1, XP_002881532.1
OG0003960	Np003G129210	XP_002871103.1
OG0003961	Np003G130280	XP_002873204.1
OG0003962	Np002G089640, Np007G410400, Np007G410410	XP_020888258.1
OG0003963	Np003G178930, Np003G179220, Np002G122410	XP_020865860.1
OG0003965	Np003G171830	XP_020880138.1
OG0003966	Np005G276960	XP_020872084.1
OG0003967	Np003G139050, Np007G409380	XP_020878342.1
OG0003968	Np003G138300	XP_002871482.1
OG0003969	Np003G138090	XP_020878800.1
OG0003972	Np003G133640	XP_020877610.1
OG0003973	Np001G032990	XP_020868268.1
OG0003974	Np001G054800	XP_020880197.1
OG0003974	Np005G291380, Np005G291340	XP_002870036.1
OG0003975	Np005G287100	XP_020874966.1
OG0003976	Np005G284560	XP_020873223.1, XP_020873855.1
OG0003977	Np001G055470	XP_002876189.1
OG0003978	Np004G211840	XP_020875672.1, XP_002890789.1
OG0003980	Np005G268200	XP_002867008.1
OG0003981	Np005G268300	XP_020872765.1
OG0003982	Np005G269420, Np005G269410	XP_002866945.1
OG0003983	Np006G368870	XP_002878619.1
OG0003985	Np003G183700	XP_020871122.1, XP_002874814.1
OG0003986	Np001G036970	XP_020884421.1
OG0003987	Np007G387940	XP_002883596.1
OG0003987	Np005G307810	XP_020875480.1
OG0003988	Np005G305400	XP_002870318.2
OG0003989	Np005G302470	XP_020875487.1, XP_002870224.1
OG0003990	Np005G318810	XP_002878091.1, XP_002877033.1, XP_002870653.1
OG0003991	Np001G068460	XP_002878443.1
OG0003991	Np006G321920	XP_020885022.1
OG0003992	Np006G322250	XP_020885656.1, XP_020872500.1
OG0003993	Np001G067220	XP_020869453.1, XP_020881579.1
OG0003994	Np002G086440	XP_002893372.2, XP_002887256.1
OG0003995	Np006G326040, Np006G357010	XP_002880081.1
OG0003996	Np006G326450, Np006G326500	XP_002881931.1
OG0003998	Np003G126510	XP_020877057.1
OG0003999	Np007G411940	XP_020888128.1, XP_020888767.1
OG0004000	Np001G045040	XP_002875729.1
OG0004001	Np002G096780, Np003G153110	XP_002864630.1
OG0004002	Np001G005810	XP_002864853.2, XP_002862512.2
OG0004003	Np006G357910	XP_002880924.1
OG0004006	Np006G357980	XP_002880983.1, XP_002876387.1
OG0004007	Np007G420200	XP_002884463.1
OG0004008	Np007G419390, Np001G015390	XP_020889412.1
OG0004009	Np004G199860	XP_002891413.1
OG0004010	Np007G414800	XP_002884671.1
OG0004011	Np006G331990	XP_002879856.1
OG0004011	Np001G060020	XP_020879842.1
OG0004012	Np006G332770	XP_020883141.1
OG0004014	Np004G197620	XP_002888409.1, XP_020868207.1
OG0004015	Np006G334140	XP_002881634.1
OG0004016	Np006G333790	XP_002879796.1
OG0004019	Np006G335120	XP_020885675.1
OG0004021	Np001G053460, Np001G053470	XP_002876097.2
OG0004022	Np006G364790, Np006G364770	XP_020883034.1
OG0004025	Np004G230560	XP_020866573.1, XP_020870490.1, XP_020870108.1
OG0004026	Np005G281510	XP_020873379.1
OG0004026	Np003G172800	XP_002865799.2
OG0004027	Np005G281060	XP_020873402.1
OG0004028	Np005G280560	XP_020873707.1
OG0004030	Np006G365700	XP_002880584.1
OG0004031	Np006G339930	XP_002879577.1, XP_002879578.1
OG0004032	Np006G371320	XP_002880351.1
OG0004033	Np004G245710	XP_002889920.1
OG0004034	Np001G037070	XP_002894346.1, XP_002894345.1, XP_002889808.1, XP_020880055.1
OG0004035	Np004G251570, Np004G251800	XP_020868701.1, XP_002892413.1
OG0004037	Np004G257480	XP_020866863.1, XP_020866864.1
OG0004038	Np003G143010	XP_020876601.1
OG0004039	Np001G014090	XP_002874314.1
OG0004042	Np001G015710, Np001G015720	XP_020878634.1, XP_002872317.2
OG0004043	Np001G016660	XP_002863969.1
OG0004044	Np003G129970	XP_020875913.1
OG0004046	Np001G010830	XP_020879219.1
OG0004046	Np001G049500	XP_020880787.1
OG0004047	Np001G010760	XP_020876253.1
OG0004049	Np001G008980	XP_002862537.1, XP_020879178.1
OG0004050	Np003G150970	XP_002877371.1, XP_020875820.1
OG0004051	Np001G043870	XP_002875648.1
OG0004052	Np007G389420, Np002G083870	XP_002887358.1
OG0004053	Np002G073600	XP_002889181.1
OG0004054	Np007G408430	XP_002882794.1
OG0004055	Np007G406820	XP_002884984.1, XP_020888913.1
OG0004056	Np005G302020	XP_020874492.1
OG0004057	Np007G392030	XP_020889218.1
OG0004058	Np007G392040	XP_002885187.1
OG0004059	Np007G393520	XP_020887874.1
OG0004060	Np007G393770	XP_020887108.1, XP_020885312.1
OG0004061	Np007G393960	XP_002885242.1
OG0004062	Np007G394490	XP_002885261.1
OG0004063	Np007G394750	XP_002885273.1, XP_002885272.1
OG0004064	Np007G400150	XP_002883243.1, XP_002891589.1
OG0004065	Np007G380820	XP_002885418.2
OG0004066	Np007G383030	XP_020886724.1
OG0004067	Np007G386870	XP_002885641.1
OG0004068	Np007G378250	XP_002883894.2, XP_002883895.1
OG0004069	Np004G198360	XP_020870656.1, XP_020866043.1
OG0004070	Np007G404810	XP_020887689.1
OG0004071	Np001G061380	XP_002878118.2
OG0004072	Np001G062480	XP_002876432.1
OG0004073	Np001G064560	XP_002878264.1
OG0004074	Np005G319120	XP_020875617.1
OG0004074	Np005G319190	XP_020874969.1
OG0004075	Np001G038460	XP_002865303.1
OG0004075	Np001G038480	XP_020878170.1
OG0004076	Np001G039350	XP_002874766.2
OG0004078	Np005G277690, Np005G277900, Np003G161650, Np001G003340, Np003G134260	XP_020872612.1
OG0004080	Np001G023900	XP_020880690.1, XP_020880689.1
OG0004081	Np007G411200	XP_002882700.2
OG0004084	Np001G023490	XP_002875277.1, XP_020880307.1
OG0004087	Np003G180030	XP_002875605.1, XP_002881213.2
OG0004088	Np002G070920	XP_002879625.1
OG0004091	Np005G273260	XP_020872241.1, XP_020883458.1
OG0004092	Np005G273160	XP_002869373.1
OG0004093	Np005G272670	XP_020875159.1
OG0004093	Np005G274130	XP_020872932.1
OG0004095	Np005G264080	XP_020875027.1
OG0004096	Np005G264620	XP_020875144.1
OG0004097	Np002G112880	XP_002888226.2
OG0004098	Np004G248760	XP_002892548.1
OG0004099	Np001G027900	XP_002876741.1
OG0004100	Np001G019570	XP_020880749.1
OG0004101	Np003G159630	XP_020871599.1
OG0004102	Np002G124740	XP_020890377.1
OG0004102	Np005G320200	XP_020873930.1
OG0004103	Np007G409790	XP_002884868.2
OG0004104	Np003G166970	XP_020871254.1
OG0004105	Np003G162540	XP_020870642.1
OG0004106	Np003G163430	XP_002864354.1
OG0004108	Np003G158180	XP_020886093.1, XP_020872419.1
OG0004109	Np001G013000	XP_002873502.1
OG0004110	Np003G135980	XP_002871384.1
OG0004112	Np001G009100	XP_020885606.1
OG0004113	Np005G291480	XP_020872741.1
OG0004114	Np005G291400	XP_020873057.1
OG0004115	Np005G291020	XP_002870023.1
OG0004116	Np005G287080	XP_020873951.1
OG0004117	Np005G287570	XP_002869900.1
OG0004118	Np005G286710	XP_002867829.1
OG0004119	Np004G206770	XP_020867037.1
OG0004120	Np005G287470	XP_002869907.1
OG0004121	Np004G202900	XP_020868447.1
OG0004122	Np004G203150	XP_020867469.1
OG0004123	Np004G211930	XP_020866905.1
OG0004124	Np001G056180, Np004G214540	XP_020868094.1
OG0004125	Np005G268360	XP_020872399.1
OG0004126	Np006G338190	XP_020885841.1
OG0004127	Np005G269550	XP_020875167.1, XP_020883076.1, XP_020883073.1
OG0004128	Np005G260380	XP_020875567.1, XP_020875569.1
OG0004129	Np004G251830	XP_020868754.1
OG0004130	Np001G019230	XP_002877150.1
OG0004132	Np004G203750	XP_020867419.1
OG0004133	Np001G042040	XP_020866775.1
OG0004134	Np004G200290	XP_002894072.1
OG0004135	Np003G179800	XP_020878619.1
OG0004136	Np003G181750, Np002G091740	XP_020877734.1
OG0004137	Np001G033150	XP_002865139.1
OG0004138	Np005G304960	XP_002870305.2
OG0004140	Np006G321390	XP_002880299.1
OG0004141	Np006G321940	XP_020885136.1
OG0004142	Np006G325900	XP_020885314.1
OG0004142	Np006G325910	XP_002880094.2
OG0004143	Np006G326630	XP_020883638.1
OG0004144	Np006G327750	XP_020885411.1
OG0004145	Np006G327870	XP_020879653.1, XP_002881876.1
OG0004146	Np001G063470	XP_002878228.1
OG0004147	Np003G149380	XP_002871964.1
OG0004148	Np003G150050	XP_002874046.2
OG0004150	Np003G152170	XP_020888744.1, XP_020874048.1
OG0004151	Np003G153750	XP_002862816.1, XP_020871702.1
OG0004152	Np001G004920	XP_002866596.1
OG0004153	Np003G189550	XP_020877836.1
OG0004154	Np003G188330	XP_020876520.1
OG0004155	Np003G188280	XP_020879251.1
OG0004156	Np003G186750	XP_020878946.1
OG0004157	Np003G186730	XP_020876135.1, XP_020877931.1
OG0004158	Np001G040880	XP_002873069.1, XP_020871048.1, XP_020874921.1
OG0004159	Np004G256030	XP_002889499.2
OG0004160	Np006G355910	XP_020873923.1, XP_020884074.1
OG0004161	Np006G355690	XP_002879347.1
OG0004162	Np006G347340, Np006G353380	XP_002881115.1
