Orthogroup	Noccaea_praecox	Alyssum_gmelinii
OG0001772	Np005G260420	Ag003G296700
OG0001772	Np002G090250	Ag004G354510
OG0001773	Np003G165860	Ag008G682100, Ag008G682870
OG0001773	Np006G342470	Ag002G160550
OG0001774	Np004G210480	Ag007G584140
OG0001775	Np005G286190	Ag006G555690
OG0001775	Np003G183540	Ag002G139810
OG0001776	Np001G037940	Ag002G103490
OG0001776	Np001G038000	Ag002G103450, Ag002G103410
OG0001777	Np003G187250	Ag006G512740
OG0001777	Np005G317550	Ag007G652780
OG0001778	Np006G321000	Ag002G206160
OG0001778	Np001G069230	Ag001G098140
OG0001779	Np001G069100	Ag001G097950
OG0001779	Np006G321100	Ag002G206060
OG0001780	Np006G324820	Ag002G201040
OG0001780	Np001G066310	Ag001G093150
OG0001781	Np001G065490	Ag001G092150
OG0001781	Np006G325770	Ag002G199150
OG0001782	Np001G064300	Ag001G089590
OG0001782	Np006G327600	Ag002G196130
OG0001783	Np003G148560, Np005G306130	Ag003G239290
OG0001784	Np001G002190	Ag008G734120
OG0001784	Np001G051070	Ag001G059160
OG0001785	Np004G259160	Ag004G298050, Ag004G298040
OG0001786	Np004G258870	Ag004G298390
OG0001786	Np003G188530	Ag006G515740
OG0001787	Np003G187300	Ag006G512760
OG0001787	Np004G258080	Ag004G299290
OG0001788	Np003G186980	Ag006G512160
OG0001788	Np004G257760	Ag004G299670
OG0001789	Np007G409970	Ag006G510140
OG0001790	Np006G355090	Ag007G591250
OG0001790	Np004G253680	Ag004G305130
OG0001791	Np004G253310	Ag004G305550
OG0001791	Np006G354120, Np006G348870	Ag007G591860
OG0001792	Np006G352460	Ag007G592830
OG0001792	Np004G252600	Ag004G306190
OG0001793	Np004G252370	Ag004G306550
OG0001793	Np006G352110	Ag007G593470
OG0001794	Np004G252130	Ag004G306970
OG0001794	Np006G360570	Ag007G594100
OG0001795	Np007G423330	Ag005G489170
OG0001796	Np007G422580	Ag005G488040
OG0001796	Np003G144360	Ag007G624590
OG0001797	Np007G421990	Ag005G487240
OG0001798	Np001G013890	Ag007G634010, Ag007G617560
OG0001798	Np007G417790	Ag005G482460, Ag005G482450
OG0001799	Np001G014900	Ag007G636850
OG0001799	Np007G417780	Ag005G482440
OG0001800	Np007G417190	Ag005G481550
OG0001800	Np003G146440	Ag007G630070
OG0001801	Np001G017020	Ag007G642890
OG0001801	Np007G416170	Ag005G480580
OG0001803	Np006G339150	Ag002G167110
OG0001803	Np001G055180	Ag001G070740
OG0001804	Np004G240080	Ag004G324610
OG0001805	Np002G072880	Ag003G212500
OG0001805	Np004G239360	Ag004G325610
OG0001806	Np002G082600	Ag003G239960
OG0001806	Np004G238870	Ag004G326900
OG0001807	Np006G340010	Ag002G164690
OG0001807	Np004G236050	Ag004G332290
OG0001808	Np002G076980	Ag003G222660
OG0001808	Np004G235180	Ag004G333980
OG0001809	Np002G085830	Ag004G346390
OG0001809	Np004G228720	Ag003G243150
OG0001810	Np004G225970, Np002G087270	Ag004G349490
OG0001811	Np002G089830	Ag007G596840
OG0001812	Np002G089990, Np004G209570	Ag004G354290
OG0001814	Np006G370070	Ag006G521640
OG0001816	Np001G015210	Ag007G637250
OG0001817	Np003G130610	Ag006G501100
OG0001817	Np007G410730, Np007G410690	Ag005G473710
OG0001818	Np001G011780	Ag008G722420
OG0001819	Np001G000730	Ag001G099880
OG0001819	Np001G052540	Ag001G063050
OG0001820	Np001G049440	Ag008G690870
OG0001820	Np001G049450	Ag008G691000
OG0001821	Np004G194440	Ag001G008650
OG0001821	Np007G390210	Ag005G462350
OG0001822	Np007G381380	Ag005G441860
OG0001822	Np004G195050	Ag001G009980
OG0001823	Np007G372170, Np002G121170	Ag005G403260
OG0001824	Np006G337060	Ag002G172600
OG0001824	Np001G056550	Ag001G073050
OG0001825	Np006G332940	Ag002G183980
OG0001825	Np001G059530, Np001G050230	Ag001G079270
OG0001826	Np001G061240	Ag001G082390
OG0001826	Np006G330620	Ag002G189550
OG0001828	Np006G325480	Ag002G199770
OG0001828	Np001G065640	Ag001G092410
OG0001829	Np002G090230	Ag005G457780
OG0001830	Np001G063270	Ag001G087930
OG0001831	Np003G184110	Ag002G174920, Ag002G123490, Ag004G335270
OG0001832	Np006G340330, Np006G357990	Ag002G172720, Ag002G172670, Ag002G174240, Ag002G141910, Ag002G141860, Ag002G164000, Ag002G164010
OG0001833	Np005G271580	Ag003G270110
OG0001835	Np004G235350	Ag004G333740
OG0001836	Np002G119710	Ag004G378750
OG0001837	Np003G129760	Ag006G499540, Ag006G499470, Ag006G499480, Ag006G499660
OG0001837	Np003G129830, Np006G348610	Ag006G499640, Ag006G499580
OG0001838	Np005G294830, Np005G294880	Ag006G577600, Ag006G577590
OG0001844	Np007G372860, Np001G036480	Ag005G404910
OG0001845	Np005G273290	Ag003G265620, Ag003G266430
OG0001845	Np005G273300	Ag003G265670, Ag003G266450
OG0001846	Np007G376270	Ag005G416590
OG0001846	Np005G266100	Ag003G285350
OG0001847	Np005G298250	Ag001G101550
OG0001848	Np004G248290	Ag004G311930
OG0001849	Np002G117920	Ag004G375730
OG0001850	Np001G021550, Np001G021450	Ag008G668520
OG0001851	Np005G318090	Ag007G654120
OG0001851	Np001G020880	Ag008G669260
OG0001852	Np005G315730	Ag007G648730
OG0001855	Np002G098370	Ag004G361890
OG0001855	Np002G075670	Ag003G219370
OG0001855	Np005G288360	Ag006G561270
OG0001856	Np002G119990	Ag004G379750
OG0001856	Np004G245860	Ag004G315210
OG0001857	Np003G156570	Ag008G701620
OG0001858	Np003G128660	Ag006G497350
OG0001858	Np007G412020	Ag005G475780
OG0001859	Np007G411690	Ag005G475220
OG0001859	Np003G129150	Ag006G498220
OG0001860	Np003G130620	Ag006G501110
OG0001860	Np007G410660	Ag005G473700
OG0001861	Np007G410540	Ag005G473470
OG0001861	Np003G130970	Ag006G501580
OG0001862	Np003G132130	Ag006G504810
OG0001862	Np007G409780	Ag005G472120
OG0001863	Np005G281050	Ag007G586220
OG0001864	Np003G163070, Np005G278250	Ag001G057530
OG0001865	Np003G163370	Ag008G693500
OG0001865	Np005G278380	Ag003G251520
OG0001866	Np003G160970	Ag008G694080
OG0001866	Np005G278560	Ag003G251060
OG0001867	Np003G155940, Np005G280140	Ag008G702770
OG0001868	Np003G147520	Ag008G719670
OG0001868	Np003G138960	Ag007G609070
OG0001869	Np001G002860	Ag008G733320
OG0001869	Np003G136860	Ag007G605070
OG0001870	Np001G003110	Ag008G732940
OG0001870	Np003G136760	Ag007G604900
OG0001871	Np001G003380	Ag008G732600
OG0001871	Np003G136290	Ag007G604060
OG0001872	Np001G004040	Ag008G731790
OG0001873	Np003G135740	Ag007G602490
OG0001874	Np003G135240	Ag004G382240, Ag004G382180
OG0001875	Np003G134370	Ag007G600850
OG0001875	Np001G010090	Ag008G724460
OG0001876	Np001G009710	Ag008G725060, Ag002G193210
OG0001876	Np003G134180	Ag007G600620
OG0001877	Np003G133350	Ag006G508270
OG0001878	Np005G294730	Ag006G577560
OG0001878	Np005G303940	Ag002G114470, Ag002G122570
OG0001879	Np005G292990, Np005G292970	Ag006G576510
OG0001879	Np001G034480	Ag001G072540
OG0001880	Np001G035570	Ag006G575470
OG0001880	Np005G292190, Np005G292180	Ag006G575460
OG0001881	Np005G287190, Np005G287230, Np005G287260	Ag006G563000
OG0001881	Np005G287220	Ag006G563050
OG0001882	Np003G184040	Ag002G132320
OG0001882	Np005G286870	Ag006G565790
OG0001883	Np003G183770	Ag002G137780, Ag002G138330
OG0001883	Np005G286420	Ag006G567200
OG0001884	Np004G241190	Ag004G322710
OG0001884	Np001G054300	Ag003G207810
OG0001885	Np004G206090	Ag006G540570
OG0001885	Np003G178400	Ag002G147880
OG0001886	Np004G204560	Ag006G535050
OG0001886	Np003G176930, Np003G176850	Ag002G153380
OG0001887	Np004G204940	Ag006G533600
OG0001888	Np004G211960	Ag007G582420
OG0001889	Np007G374640	Ag005G411070
OG0001889	Np005G268230	Ag003G288930
OG0001890	Np005G262640	Ag003G292510, Ag003G292500
OG0001891	Np005G279920	Ag003G248320
OG0001891	Np004G247970	Ag004G312380
OG0001892	Np001G041790	Ag002G158270
OG0001892	Np004G210540	Ag007G584090
OG0001893	Np003G178560	Ag002G147720
OG0001893	Np003G178480, Np003G178470	Ag002G147790
OG0001894	Np006G332750	Ag002G184630
OG0001895	Np005G307710	Ag002G114560, Ag002G122700
OG0001895	Np005G308100	Ag002G122690
OG0001896	Np005G307740	Ag001G043410
OG0001896	Np007G415460	Ag005G479660
OG0001897	Np007G385590	Ag005G432290
OG0001898	Np007G383600	Ag005G437430
OG0001898	Np005G304280	Ag001G035470
OG0001899	Np007G389020, Np007G382610	Ag005G439430
OG0001900	Np005G286890	Ag005G463170
OG0001900	Np005G320000	Ag007G656810
OG0001901	Np004G199670	Ag002G206350
OG0001901	Np001G069110	Ag001G097970
OG0001902	Np006G322050	Ag002G204540
OG0001903	Np001G066440	Ag001G093330
OG0001903	Np006G324720	Ag002G201220
OG0001904	Np006G324830	Ag002G201030
OG0001905	Np001G065210	Ag001G091820
OG0001906	Np001G064630	Ag001G090410
OG0001906	Np006G327270	Ag002G196670
OG0001908	Np001G018920, Np001G018930	Ag008G729570, Ag003G284210, Ag003G284230, Ag003G284260, Ag003G284240
OG0001909	Np004G257870	Ag004G299530
OG0001910	Np003G185140	Ag007G586540
OG0001910	Np004G256740	Ag004G301310
OG0001911	Np001G041330	Ag007G587880
OG0001911	Np004G255920	Ag004G302380
OG0001912	Np006G355970	Ag007G590120
OG0001912	Np004G254460	Ag004G304120
OG0001913	Np006G355510	Ag007G590650
OG0001915	Np006G354800, Np006G348100	Ag007G591450
OG0001915	Np004G253590	Ag004G305260
OG0001916	Np006G350170, Np008G428180	Ag007G593820
OG0001917	Np006G359760	Ag007G595270
OG0001917	Np004G251720	Ag004G307470
OG0001918	Np006G361690, Np006G362350	Ag004G343210, Ag004G340590, Ag004G340010, Ag004G340060, Ag004G340130, Ag004G340040, Ag004G339990, Ag004G340030, Ag004G340090, Ag004G340000, Ag004G340050, Ag004G340070, Ag004G340080, Ag004G340110, Ag001G056910, Ag001G056960, Ag001G056940
OG0001918	Np006G362360	Ag004G324990
OG0001919	Np003G141270	Ag007G613960
OG0001919	Np007G425030	Ag001G100680
OG0001920	Np003G143470	Ag007G622180
OG0001920	Np007G423090	Ag005G488660
OG0001921	Np003G143490	Ag007G622330
OG0001921	Np007G423040	Ag005G488600
OG0001922	Np007G418500	Ag005G483250
OG0001922	Np001G014570	Ag007G635830
OG0001923	Np006G334000, Np006G333370	Ag002G180630
OG0001923	Np001G058620	Ag001G076830
OG0001924	Np001G056310	Ag001G072680, Ag001G072670, Ag001G072640
OG0001924	Np006G337580	Ag002G171650, Ag002G171590
OG0001925	Np006G336310	Ag002G174830
OG0001926	Np006G335860	Ag002G175480
OG0001926	Np001G053730	Ag001G065670
OG0001927	Np004G240660	Ag004G323560
OG0001928	Np002G073430, Np002G073420	Ag003G214210
OG0001928	Np004G239030	Ag004G326370
OG0001929	Np004G238270	Ag004G328150
OG0001929	Np002G081610	Ag003G237910
OG0001930	Np004G237030	Ag004G330440
OG0001930	Np002G079330	Ag003G231520
OG0001931	Np002G078920	Ag003G229470
OG0001931	Np004G236770	Ag004G331130
OG0001932	Np004G236220	Ag004G332080
OG0001932	Np002G078450	Ag003G227620
OG0001933	Np004G234220	Ag004G336300
OG0001933	Np002G075770	Ag003G219480
OG0001934	Np004G232640	Ag004G338630, Ag004G338620
OG0001934	Np002G074190	Ag003G215220
OG0001935	Np004G230740	Ag003G241230
OG0001935	Np002G084600, Np002G084590	Ag004G344220
OG0001936	Np002G085790	Ag004G346240
OG0001936	Np002G085800	Ag004G346250
OG0001937	Np004G226860	Ag003G244590
OG0001937	Np002G086860	Ag004G348740
OG0001938	Np004G210160	Ag004G330340
OG0001939	Np006G370590	Ag006G521240
OG0001939	Np005G261100	Ag003G295530
OG0001940	Np001G068720	Ag001G097450
OG0001942	Np007G406380	Ag005G467950
OG0001943	Np007G410020	Ag005G472340
OG0001943	Np003G131980	Ag006G496840, Ag004G381340, Ag006G504480
OG0001944	Np007G410220	Ag005G472710
OG0001944	Np003G131550	Ag006G503640, Ag006G503610
OG0001945	Np001G050520	Ag008G722030
OG0001946	Np001G049460	Ag008G691070
OG0001946	Np001G010820	Ag008G723640
OG0001949	Np003G148670	Ag008G717900
OG0001950	Np007G406400	Ag005G467970, Ag004G374770
OG0001950	Np004G191680	Ag001G003500
OG0001951	Np007G404850	Ag005G464770
OG0001952	Np005G301520	Ag001G031470, Ag001G030270
OG0001953	Np007G396060	Ag005G450500
OG0001953	Np004G197730	Ag001G018080
OG0001954	Np007G380500	Ag005G444580
OG0001955	Np004G195330	Ag001G010570
OG0001956	Np007G378180	Ag005G419280
OG0001957	Np006G341650	Ag002G161280
OG0001957	Np004G213910	Ag007G580550
OG0001958	Np007G379250	Ag008G697480, Ag005G415070
OG0001959	Np001G064960	Ag001G091250
OG0001959	Np001G065010	Ag001G091300, Ag002G178680
OG0001960	Np004G193680	Ag001G007090
OG0001962	Np004G252170	Ag004G306860
OG0001962	Np004G193270	Ag001G018280
OG0001963	Np003G186160	Ag006G509240
OG0001971	Np005G275440	Ag003G256910
OG0001971	Np007G372750	Ag005G404710
OG0001972	Np005G273410	Ag003G261880
OG0001972	Np001G028870, Np007G374120	Ag005G409540
OG0001973	Np005G272490	Ag003G267490
OG0001974	Np005G271870	Ag003G268750
OG0001975	Np005G263840	Ag003G275410
OG0001976	Np005G265390	Ag003G282720
OG0001977	Np006G340080	Ag002G164520
OG0001977	Np005G299270	Ag001G101800
OG0001978	Np004G247340	Ag004G313380
OG0001979	Np004G242210	Ag004G320840
OG0001980	Np001G025140	Ag008G660990
OG0001980	Np004G242340	Ag004G320560
OG0001981	Np004G244430	Ag004G317220
OG0001982	Np001G022250	Ag008G667170
OG0001982	Np004G244600	Ag004G316950
OG0001983	Np001G021320	Ag008G668810
OG0001983	Np005G318410, Np003G151780	Ag007G654970
OG0001984	Np001G021010	Ag008G669040
OG0001984	Np005G318240	Ag007G654360
OG0001985	Np004G245570	Ag004G315690
OG0001985	Np002G120950	Ag004G381080
OG0001986	Np001G061230	Ag001G082380
OG0001986	Np006G330610	Ag002G189560
OG0001987	Np003G128610	Ag006G497300, Ag006G559990
OG0001987	Np007G412050	Ag005G475800
OG0001988	Np007G410580	Ag005G473510
OG0001988	Np003G130770	Ag006G501500
OG0001989	Np007G410350	Ag005G473040
OG0001989	Np003G131390	Ag006G502870
OG0001990	Np003G162470	Ag008G688660, Ag008G689820
OG0001992	Np003G158660	Ag008G696670
OG0001993	Np003G158290	Ag008G697710
OG0001994	Np003G155830	Ag008G703370
OG0001995	Np003G139070	Ag007G609230
OG0001995	Np003G147440	Ag008G719620
OG0001996	Np003G138430	Ag007G607970
OG0001997	Np003G135900	Ag007G602870, Ag007G602850
OG0001997	Np006G368370	Ag006G523580
OG0001998	Np003G135630	Ag007G602350
OG0001998	Np001G004730	Ag008G730990
OG0001999	Np003G133570	Ag007G599950
OG0001999	Np001G008940	Ag008G726130
OG0002000	Np001G008710	Ag008G726570
OG0002000	Np003G133280	Ag006G507840
OG0002001	Np001G034300	Ag002G120060
OG0002001	Np005G293270	Ag006G576740
OG0002003	Np005G285850	Ag006G554290
OG0002003	Np003G183260	Ag002G140410
OG0002004	Np003G181640	Ag002G144320, Ag002G143830
OG0002004	Np005G302070	Ag006G550990
OG0002005	Np005G283240	Ag006G542540, Ag006G545080
OG0002006	Np005G283150	Ag006G542760, Ag006G544830
OG0002006	Np003G179840	Ag002G146810
OG0002007	Np005G283130	Ag006G544780, Ag006G542870
OG0002008	Np003G178660	Ag002G147660
OG0002008	Np004G205760	Ag006G541100
OG0002009	Np004G200860	Ag007G584920
OG0002011	Np004G212400	Ag007G582180
OG0002012	Np007G375770	Ag005G415580
OG0002012	Np005G266530	Ag003G285760
OG0002013	Np007G375680	Ag005G413950
OG0002013	Np005G267020	Ag003G285990
OG0002014	Np005G267490	Ag003G286950
OG0002014	Np007G375400	Ag005G414550
OG0002015	Np007G374260	Ag005G410320
OG0002015	Np005G268490	Ag003G289360
OG0002016	Np006G368080	Ag004G314200
OG0002016	Np030G439960, Np006G348000, Np006G352680, Np005G269660	Ag003G291890, Ag003G291880
OG0002017	Np007G405550	Ag003G293040
OG0002018	Np006G370550	Ag006G521300
OG0002018	Np005G261140	Ag003G295490
OG0002019	Np004G215790	Ag007G579290
OG0002019	Np006G340200	Ag002G164250
OG0002020	Np001G045330, Np001G043090, Np003G179160	Ag005G412520
OG0002021	Np005G283050	Ag006G543040, Ag006G544570
OG0002021	Np003G179710	Ag006G561660
OG0002022	Np004G238460	Ag004G327610
OG0002022	Np001G035970	Ag002G111920, Ag002G108470
OG0002023	Np007G383820	Ag005G436950
OG0002023	Np005G304510	Ag001G036120
OG0002024	Np007G382960	Ag005G438950
OG0002025	Np006G322890	Ag002G203480, Ag006G502600
OG0002026	Np006G325250	Ag002G200320
OG0002026	Np001G065780	Ag001G092660
OG0002027	Np001G061930	Ag001G084390
OG0002027	Np006G329980	Ag002G191140
OG0002028	Np003G151850	Ag008G711780
OG0002029	Np003G188380	Ag006G515500
OG0002030	Np003G186420	Ag006G510020
OG0002030	Np004G257370	Ag004G300160
OG0002031	Np006G357850, Np004G255640	Ag004G302690, Ag007G588440
OG0002032	Np006G356490	Ag007G589300
OG0002032	Np004G254720	Ag004G303850
OG0002033	Np004G252980	Ag004G305860
OG0002033	Np006G347140, Np006G353660	Ag007G592190
OG0002034	Np004G251990	Ag004G307140
OG0002034	Np006G360240	Ag007G594670
OG0002035	Np003G160310	Ag008G695150
OG0002036	Np003G142740	Ag007G619910
OG0002036	Np007G423570	Ag005G489590
OG0002037	Np003G142750	Ag007G619920
OG0002037	Np007G423550	Ag005G489560
OG0002038	Np007G391400	Ag005G460260
OG0002038	Np007G418650	Ag005G483450
OG0002039	Np001G059430, Np001G059440	Ag003G265280, Ag008G660570, Ag001G079110
OG0002039	Np006G333080	Ag002G183830
OG0002040	Np006G338770	Ag002G167760
OG0002040	Np001G055330	Ag001G070880
OG0002041	Np006G337770	Ag002G171080
OG0002041	Np001G056210	Ag001G072460
OG0002042	Np006G335520	Ag002G176370
OG0002043	Np004G198750	Ag004G322830
OG0002044	Np004G240780	Ag004G323080
OG0002045	Np004G240580	Ag004G323750
OG0002045	Np002G070980	Ag003G209000
OG0002046	Np004G240230	Ag004G324450
OG0002046	Np002G071560	Ag003G210530
OG0002047	Np004G239690	Ag004G325100
OG0002047	Np002G072520	Ag003G211970
OG0002048	Np004G238590	Ag004G327480
OG0002049	Np002G081470	Ag003G237590
OG0002049	Np004G238210	Ag004G328330, Ag004G328370
OG0002050	Np004G234560	Ag004G335320
OG0002050	Np002G076410	Ag003G220350
OG0002051	Np004G234470	Ag004G335600
OG0002051	Np004G227090, Np003G173400, Np006G328800	Ag002G193400
OG0002052	Np004G234280	Ag004G336040
OG0002052	Np002G075980	Ag003G219700
OG0002053	Np002G113670	Ag004G336930
OG0002053	Np002G075500	Ag003G218940
OG0002054	Np004G231140	Ag004G341050
OG0002054	Np002G083990	Ag004G343370
OG0002055	Np004G230630	Ag003G241510
OG0002055	Np002G084710	Ag004G344400
OG0002056	Np005G270260	Ag003G279240
OG0002057	Np005G270990	Ag003G272240
OG0002058	Np006G366590	Ag005G472900
OG0002059	Np004G254910	Ag004G303610
OG0002059	Np006G356710	Ag007G589480
OG0002060	Np002G085520	Ag004G345460
OG0002060	Np003G141760	Ag007G616010
OG0002061	Np001G049960	Ag003G224300
OG0002061	Np001G011110	Ag008G723170, Ag008G723230, Ag008G723270
OG0002062	Np001G009630	Ag008G725100, Ag008G725120
OG0002063	Np003G132800	Ag006G506230
OG0002063	Np003G154590	Ag008G705790
OG0002064	Np001G053210	Ag001G067120, Ag001G067090
OG0002065	Np002G082980	Ag002G164370, Ag002G164440
OG0002066	Np002G075790	Ag003G219490
OG0002066	Np004G234240	Ag004G336260
OG0002067	Np002G077200	Ag003G223440
OG0002068	Np002G072410	Ag003G211900
OG0002068	Np005G304660	Ag003G211000
OG0002069	Np002G072320	Ag003G211710
OG0002070	Np004G239980	Ag004G324840
OG0002070	Np002G072070	Ag003G211280
OG0002071	Np007G407620	Ag005G469450
OG0002071	Np004G190950	Ag001G001490
OG0002072	Np007G407340	Ag005G468970
OG0002073	Np004G193040, Np004G193080	Ag001G006270
OG0002073	Np007G404970	Ag005G464920
OG0002074	Np005G307220, Np005G307210	Ag001G028800
OG0002074	Np007G391890	Ag005G459200, Ag005G459190
OG0002075	Np007G372580	Ag005G402170
OG0002075	Np007G372590	Ag014G741810, Ag005G402110
OG0002076	Np004G190110	Ag001G000090
OG0002076	Np007G408630	Ag001G030310, Ag005G470660
OG0002077	Np004G195440	Ag001G010700
OG0002077	Np007G381050	Ag005G442380, Ag005G443690
OG0002078	Np001G059630	Ag001G079520, Ag001G079500
OG0002078	Np001G059610	Ag001G079370
OG0002079	Np005G279620, Np001G016140	Ag002G191320, Ag002G191310, Ag001G020430, Ag002G191420
OG0002080	Np005G302340, Np007G417430, Np007G417440	Ag001G032890
OG0002081	Np006G364000	Ag005G453180, Ag001G037790
OG0002083	Np006G330490	Ag002G190020
OG0002084	Np002G070680	Ag003G208260
OG0002085	Np001G039960	Ag005G442340, Ag005G443650
OG0002092	Np005G298010	Ag007G629330, Ag001G050970, Ag004G370520
OG0002093	Np005G264540	Ag003G281210
OG0002094	Np005G264860	Ag001G006620
OG0002094	Np007G377480	Ag005G418220
OG0002095	Np007G376080	Ag005G416290
OG0002095	Np005G266150	Ag003G285280
OG0002096	Np002G111330	Ag004G366830
OG0002096	Np004G249790	Ag004G309900
OG0002097	Np002G114130	Ag004G369120
OG0002097	Np004G248720, Np004G248730	Ag004G311270
OG0002098	Np002G116830	Ag004G373260
OG0002098	Np002G116370	Ag008G707440
OG0002099	Np004G247620	Ag004G312960
OG0002099	Np002G117140	Ag004G373830
OG0002100	Np004G242990	Ag004G319160
OG0002100	Np001G024600	Ag008G662410
OG0002101	Np001G021130	Ag008G668940, Ag008G668930
OG0002102	Np007G415230	Ag005G445040, Ag001G053000, Ag005G442710, Ag005G443950
OG0002103	Np002G124450	Ag004G401400
OG0002104	Np002G123250	Ag004G389560, Ag004G394560
OG0002104	Np005G319350	Ag007G656140
OG0002105	Np004G244890	Ag004G316430
OG0002105	Np002G121470	Ag004G382830
OG0002106	Np002G119790	Ag004G379140
OG0002106	Np004G246020	Ag004G315090
OG0002107	Np001G060920	Ag001G082070
OG0002107	Np006G330790	Ag002G188670
OG0002108	Np007G413890	Ag005G478220
OG0002109	Np007G412910	Ag005G476570, Ag006G494820
OG0002110	Np007G412830	Ag005G476500
OG0002110	Np003G127500	Ag006G495170
OG0002111	Np003G128640	Ag006G497330
OG0002112	Np007G411360	Ag005G474680
OG0002114	Np005G277340	Ag003G252520
OG0002114	Np003G163740	Ag008G686810
OG0002115	Np005G278700	Ag003G250830
OG0002116	Np003G159560	Ag008G695690
OG0002117	Np003G139780, Np004G210200	Ag007G610530
OG0002118	Np001G013500	Ag008G720200
OG0002118	Np003G138360	Ag007G607860
OG0002119	Np003G137110, Np001G012270	Ag007G605630
OG0002120	Np001G010730	Ag008G723770
OG0002120	Np003G134880	Ag007G601490
OG0002121	Np001G008690	Ag003G215630, Ag008G726580
OG0002121	Np003G133250	Ag006G507800
OG0002122	Np005G295520	Ag006G577710
OG0002123	Np001G037080	Ag002G104640
OG0002123	Np005G290410	Ag006G573470
OG0002124	Np001G037310	Ag002G104060
OG0002124	Np005G290260	Ag006G572030, Ag006G572060
OG0002125	Np005G288590	Ag006G559860
OG0002125	Np001G039270	Ag002G125390
OG0002126	Np003G184720	Ag002G130920
OG0002126	Np005G287650	Ag006G564450
OG0002127	Np003G179920	Ag002G146610
OG0002127	Np005G283200	Ag006G544990, Ag006G542620
OG0002128	Np003G178710	Ag002G147530
OG0002128	Np004G205710	Ag006G541190
OG0002129	Np004G208340	Ag006G536870, Ag006G539400
OG0002130	Np006G356150	Ag003G269920
OG0002131	Np003G187010	Ag006G512200
OG0002131	Np004G257730	Ag004G299710
OG0002132	Np005G266730	Ag003G285850
OG0002132	Np007G375720	Ag005G415460
OG0002133	Np005G267010	Ag003G285970
OG0002133	Np005G267110, Np005G267160	Ag003G220420, Ag003G286150
OG0002134	Np005G267590	Ag003G287760
OG0002134	Np007G375270	Ag005G414720
OG0002135	Np007G374250	Ag005G410310
OG0002136	Np006G370930	Ag006G520650
OG0002136	Np005G260730	Ag003G296290
OG0002137	Np005G318670, Np005G315620	Ag007G648660
OG0002138	Np006G342500	Ag002G160470
OG0002138	Np006G342520	Ag002G160460
OG0002139	Np004G201960, Np004G201950	Ag007G584560, Ag007G584570
OG0002139	Np001G041970	Ag002G157910
OG0002140	Np004G206250	Ag006G540260, Ag006G540220
OG0002141	Np007G385620	Ag005G431960
OG0002142	Np001G069460	Ag001G098360
OG0002143	Np001G069390	Ag001G098310
OG0002143	Np006G320660	Ag002G206550
OG0002144	Np006G328320	Ag002G194670, Ag002G194680
OG0002145	Np006G329010	Ag002G192970
OG0002146	Np003G150740	Ag008G714400
OG0002148	Np003G152760	Ag008G709250
OG0002149	Np001G006560	Ag008G729000
OG0002150	Np001G051280	Ag008G734430
OG0002151	Np001G001160	Ag008G735060
OG0002152	Np004G259420, Np004G259430	Ag004G297740
OG0002153	Np004G259330	Ag004G297830
OG0002153	Np003G189240	Ag006G517200, Ag006G517240, Ag006G517210
OG0002154	Np001G040330	Ag007G586870
OG0002154	Np004G256460	Ag004G301810
OG0002155	Np001G040830	Ag007G587350
OG0002155	Np004G256060	Ag004G302190
OG0002156	Np007G386230	Ag007G588450
OG0002157	Np006G356660	Ag007G589440
OG0002158	Np005G277490	Ag003G252370
OG0002158	Np005G277480	Ag003G252390
OG0002159	Np007G423200	Ag005G489080
OG0002159	Np003G143270	Ag007G621620
OG0002160	Np003G144810	Ag007G625550
OG0002161	Np001G015750, Np007G420350	Ag005G485290
OG0002162	Np007G384980	Ag005G433480
OG0002162	Np007G417520	Ag005G482200, Ag004G344390
OG0002163	Np007G374170	Ag005G481070
OG0002164	Np001G016610	Ag005G480850
OG0002165	Np003G140300	Ag007G611810
OG0002165	Np007G414440	Ag005G478780
OG0002166	Np001G060120	Ag001G080650
OG0002166	Np006G331720	Ag002G186480
OG0002167	Np006G333630	Ag002G181860
OG0002168	Np001G054420	Ag001G064100
OG0002169	Np006G335130	Ag002G177630
OG0002170	Np002G071410	Ag003G210320, Ag003G210410
OG0002171	Np004G240060	Ag004G324650
OG0002171	Np002G071710	Ag003G210910
OG0002172	Np004G240050	Ag004G324740
OG0002174	Np004G236410, Np002G078630	Ag003G228530
OG0002175	Np002G076220	Ag003G220050
OG0002175	Np004G234480	Ag004G335590
OG0002176	Np004G232030	Ag004G339740
OG0002177	Np004G231110	Ag004G341090
OG0002178	Np002G085210	Ag004G344990
OG0002178	Np004G230370	Ag003G242060
OG0002179	Np002G091230	Ag004G355430
OG0002179	Np004G209900	Ag001G006910
OG0002181	Np005G264690	Ag003G281530, Ag003G281610, Ag003G281620
OG0002182	Np001G009450	Ag008G725620
OG0002183	Np004G243650	Ag004G318160
OG0002183	Np001G023090	Ag008G665480
OG0002184	Np005G301870	Ag004G314960
OG0002185	Np004G246130	Ag004G314870
OG0002185	Np002G119730	Ag004G378810
OG0002186	Np002G117070	Ag004G373720
OG0002186	Np004G247670	Ag004G312920
OG0002187	Np004G249290	Ag004G310600
OG0002187	Np007G414430	Ag006G534580, Ag005G478770
OG0002188	Np006G351240, Np004G254410	Ag004G304290, Ag004G304300, Ag004G304280
OG0002189	Np007G410470	Ag005G473210
