Orthogroup	Noccaea_praecox	Raphanus_sativus
OG0003210	Np007G405710	XP_018488272.1, XP_018461935.1
OG0003211	Np007G404180, Np003G184310, Np003G184280	XP_018439754.1, XP_018478016.1
OG0003213	Np007G390410	XP_018434631.1, XP_018434606.1
OG0003214	Np007G393580	XP_018464614.1, XP_018467365.1
OG0003215	Np007G394600	XP_018489998.1, XP_018438347.1
OG0003216	Np007G374820	XP_018450606.1, XP_018450605.1, XP_018492248.1
OG0003217	Np007G371850	XP_018441290.1
OG0003217	Np005G276440	XP_018469335.1, XP_018470190.1
OG0003218	Np004G193550	XP_018482915.1, XP_018487078.1
OG0003219	Np004G195500	XP_018490550.1, XP_018493028.1
OG0003219	Np007G380860	XP_018458278.1
OG0003220	Np004G197210	XP_018447295.1
OG0003222	Np001G058500	XP_018443919.1
OG0003222	Np001G058510	XP_018491038.1
OG0003223	Np006G363670	XP_018480665.1, XP_018480664.1
OG0003224	Np001G059910	XP_018486999.1, XP_018490675.1, XP_018442524.1
OG0003225	Np001G060180	XP_018490924.1
OG0003226	Np001G065070	XP_018488628.1, XP_018440608.1
OG0003227	Np002G094500, Np002G094490	XP_018465124.1, XP_018461126.1
OG0003228	Np001G068190, Np001G068180	XP_018453614.1, XP_018478421.1, XP_018489735.1, XP_018491273.1
OG0003230	Np001G032900, Np001G033050, Np006G331050, Np006G331060, Np006G331040	XP_018480874.1, XP_018480873.1
OG0003233	Np005G261350, Np001G028110, Np001G028030, Np001G020290	XP_018479380.1
OG0003233	Np005G261320	XP_018484228.1, XP_018482549.1
OG0003234	Np006G358380	XP_018484463.1
OG0003235	Np004G244230	XP_018484001.1
OG0003235	Np004G244220	XP_018449430.1
OG0003236	Np004G236300, Np004G236310, Np004G236320, Np004G236280	XP_018482040.1
OG0003238	Np007G414180, Np001G002740, Np007G416860	XP_018492168.1, XP_018488316.1
OG0003239	Np003G187240	XP_018441100.1
OG0003243	Np002G107900	XP_018465011.1, XP_018443636.1, XP_018443704.1, XP_018453454.1, XP_018466909.1, XP_018467005.1, XP_018466663.1, XP_018467799.1, XP_018473928.1, XP_018461091.1, XP_018466217.1, XP_018464966.1, XP_018453666.1
OG0003247	Np005G273070	XP_018462811.1, XP_018449390.1
OG0003247	Np006G366480	XP_018440598.1
OG0003248	Np006G366420	XP_018484097.1
OG0003249	Np005G270810	XP_018451699.1
OG0003249	Np006G364080	XP_018434715.1
OG0003250	Np005G270310	XP_018483576.1, XP_018468052.1
OG0003251	Np005G303360	XP_018477068.1, XP_018481590.1, XP_018472396.1
OG0003252	Np005G263940	XP_018459409.1, XP_018459411.1, XP_018481351.1, XP_018481756.1, XP_018459416.1, XP_018459415.1
OG0003253	Np001G040310, Np001G040240	XP_018484881.1
OG0003254	Np006G329230	XP_018467483.1, XP_018466963.1
OG0003254	Np006G329160	XP_018467071.1, XP_018438482.1
OG0003255	Np004G248710	XP_018439221.1
OG0003256	Np004G244100	XP_018481652.1
OG0003256	Np001G023580	XP_018477077.1, XP_018460920.1
OG0003257	Np001G020080	XP_018481775.1
OG0003258	Np005G314190	XP_018481820.1
OG0003258	Np001G018450	XP_018481494.1, XP_018438122.1
OG0003261	Np003G164500	XP_018462465.1
OG0003262	Np003G161470	XP_018485137.1
OG0003262	Np005G277950	XP_018468236.1, XP_018468986.1
OG0003263	Np003G160760, Np003G187150	XP_018474584.1
OG0003264	Np003G137870	XP_018445807.1
OG0003264	Np001G012970	XP_018457277.1
OG0003265	Np003G137070	XP_018473120.1, XP_018442308.1, XP_018471068.1
OG0003266	Np006G360650, Np003G134590	XP_018472269.1, XP_018476158.1
OG0003267	Np003G134350	XP_018455819.1, XP_018475173.1, XP_018466400.1
OG0003268	Np005G291130	XP_018480798.1
OG0003269	Np003G182690	XP_018462766.1, XP_018439480.1, XP_018476935.1, XP_018476929.1, XP_018457019.1
OG0003270	Np004G208600	XP_018488065.1, XP_018448636.1
OG0003271	Np004G210850	XP_018447333.1, XP_018474186.1, XP_018435998.1
OG0003272	Np004G213990	XP_018492283.1, XP_018492286.1, XP_018451657.1, XP_018451656.1
OG0003273	Np004G214130	XP_018489486.1, XP_018487747.1, XP_018473034.1, XP_018477929.1
OG0003274	Np007G375990	XP_018435078.1
OG0003274	Np005G266440, Np005G266400	XP_018465925.1, XP_018467384.1
OG0003275	Np007G375670	XP_018458010.1
OG0003275	Np005G267040	XP_018447836.1, XP_018450114.1
OG0003276	Np007G374880	XP_018433607.1, XP_018461919.1, XP_018456395.1
OG0003277	Np005G268240	XP_018450071.1, XP_018435855.1
OG0003278	Np005G260630	XP_018480222.1
OG0003279	Np005G260610	XP_018450931.1
OG0003280	Np004G216760, Np004G216650, Np004G216680	XP_018487126.1, XP_018485371.1
OG0003281	Np001G037150	XP_018441031.1
OG0003282	Np005G310560	XP_018464169.1
OG0003282	Np007G389070	XP_018492685.1
OG0003283	Np005G308170	XP_018485971.1
OG0003284	Np005G307050	XP_018447879.1, XP_018483906.1, XP_018483907.1
OG0003285	Np005G306980	XP_018463542.1, XP_018448578.1, XP_018484569.1, XP_018479264.1
OG0003286	Np005G304420	XP_018469218.1
OG0003286	Np007G383640	XP_018437897.1, XP_018437886.1
OG0003287	Np005G304000	XP_018470163.1
OG0003289	Np006G326370	XP_018475510.1, XP_018483236.1, XP_018483237.1
OG0003290	Np003G174650	XP_018474356.1, XP_018474357.1, XP_018467075.1, XP_018472514.1
OG0003292	Np003G150860	XP_018446105.1
OG0003293	Np001G048950	XP_018491548.1
OG0003293	Np001G006080	XP_018440284.1, XP_018463666.1
OG0003294	Np001G004150	XP_018452243.1
OG0003294	Np003G136050	XP_018445203.1
OG0003295	Np001G050730	XP_018463253.1, XP_018484889.1
OG0003295	Np001G002710	XP_018491466.1, XP_018491449.1
OG0003296	Np001G000800	XP_018472201.1
OG0003297	Np001G052640	XP_018480439.1, XP_018439845.1, XP_018468187.1
OG0003298	Np001G040350	XP_018463529.1, XP_018455820.1
OG0003298	Np004G256380	XP_018447761.1, XP_018447307.1
OG0003299	Np006G356990	XP_018440717.1
OG0003300	Np006G352030	XP_018484447.1
OG0003301	Np006G361420, Np006G361360	XP_018461565.1, XP_018484894.1, XP_018440986.1
OG0003302	Np006G362550	XP_018475214.1
OG0003302	Np005G263360	XP_018484958.1
OG0003303	Np003G140910	XP_018472582.1
OG0003304	Np007G414260, Np007G414270	XP_018492112.1, XP_018491231.1, XP_018432762.1
OG0003305	Np003G144080	XP_018472553.1, XP_018446028.1
OG0003306	Np007G420000	XP_018488664.1, XP_018465232.1, XP_018490631.1
OG0003307	Np001G015220	XP_018484854.1
OG0003307	Np007G419320	XP_018492850.1
OG0003308	Np007G415260	XP_018486555.1, XP_018486553.1
OG0003308	Np001G017830	XP_018458023.1
OG0003309	Np005G281090	XP_018478245.1, XP_018466313.1, XP_018471910.1
OG0003310	Np004G239160	XP_018468933.1
OG0003311	Np004G238970, Np004G247060	XP_018449950.1, XP_018449953.1, XP_018459808.1, XP_018449403.1, XP_018447807.1, XP_018479412.1
OG0003312	Np002G081070	XP_018442167.1, XP_018468245.1
OG0003313	Np004G237690	XP_018448152.1
OG0003314	Np004G236760	XP_018436413.1
OG0003315	Np004G234210	XP_018447865.1, XP_018468461.1, XP_018466273.1
OG0003316	Np002G073720	XP_018456644.1, XP_018452227.1
OG0003317	Np004G232010	XP_018484053.1, XP_018438360.1
OG0003318	Np004G230510	XP_018488213.1
OG0003318	Np002G084850	XP_018468197.1, XP_018460846.1, XP_018459398.1, XP_018443208.1
OG0003319	Np004G226990	XP_018451086.1, XP_018435718.1
OG0003320	Np004G209600	XP_018469041.1, XP_018467121.1, XP_018467572.1, XP_018451781.1
OG0003321	Np006G364270	XP_018478574.1
OG0003321	Np005G271030	XP_018461717.1, XP_018468745.1
OG0003322	Np004G246560	XP_018447415.1, XP_018437545.1
OG0003323	Np004G251940	XP_018471601.1
OG0003324	Np003G142010	XP_018467487.1
OG0003325	Np001G015310	XP_018484814.1
OG0003326	Np003G132400	XP_018442583.1
OG0003326	Np003G132390	XP_018442296.1
OG0003327	Np003G130720, Np001G059840	XP_018472846.1, XP_018442223.1
OG0003328	Np001G011130	XP_018458680.1, XP_018460649.1, XP_018458676.1
OG0003329	Np002G090730	XP_018454184.1, XP_018442975.1, XP_018442160.1, XP_018442093.1
OG0003330	Np002G086220	XP_018457099.1
OG0003330	Np004G227850, Np004G227780	XP_018437864.1, XP_018434113.1
OG0003331	Np002G074560	XP_018455247.1, XP_018461021.1, XP_018444336.1, XP_018459926.1
OG0003332	Np004G236080	XP_018443309.1
OG0003333	Np002G080650, Np002G080110	XP_018455566.1, XP_018460425.1
OG0003334	Np002G072930, Np002G072920	XP_018465133.1, XP_018443355.1, XP_018443808.1
OG0003335	Np002G072870	XP_018443211.1, XP_018443202.1
OG0003335	Np004G239380	XP_018459791.1, XP_018459777.1
OG0003336	Np007G407810, Np007G407800	XP_018488435.1, XP_018488436.1
OG0003337	Np004G200130	XP_018480935.1
OG0003338	Np007G382820	XP_018492375.1
OG0003338	Np005G303720	XP_018470779.1
OG0003339	Np007G404790	XP_018449459.1, XP_018464611.1, XP_018479511.1, XP_018479505.1, XP_018446968.1, XP_018493519.1
OG0003340	Np001G061970	XP_018463795.1, XP_018488701.1
OG0003341	Np001G062910	XP_018477360.1, XP_018480143.1, XP_018480141.1
OG0003342	Np001G063600	XP_018477618.1, XP_018481031.1, XP_018446672.1, XP_018486283.1
OG0003343	Np001G068370	XP_018445441.1, XP_018432530.1
OG0003346	Np001G066620, Np001G066610	XP_018478400.1, XP_018480177.1, XP_018490046.1, XP_018488050.1
OG0003347	Np001G055440	XP_018480091.1, XP_018481760.1, XP_018482170.1, XP_018460291.1, XP_018460437.1, XP_018460438.1
OG0003348	Np023G439370, Np023G439490	YP_009046894.1
OG0003351	Np005G285000	XP_018468672.1
OG0003351	Np001G043880	XP_018479171.1
OG0003352	Np003G143410	XP_018461364.1, XP_018475805.1
OG0003356	Np007G411540	XP_018488909.1, XP_018438383.1
OG0003359	Np004G199940	XP_018480266.1, XP_018479048.1, XP_018467821.1
OG0003360	Np005G270470	XP_018465025.1, XP_018480244.1, XP_018480263.1, XP_018470799.1, XP_018451193.1
OG0003361	Np022G439160	YP_006666000.1
OG0003361	Np031G440120, Np023G439420, Np019G438810	YP_009046971.1
OG0003362	Np005G264030	XP_018481488.1
OG0003364	Np005G265510	XP_018470921.1
OG0003364	Np003G186970	XP_018455977.1
OG0003365	Np005G263930	XP_018482020.1, XP_018482016.1, XP_018459414.1, XP_018459413.1
OG0003366	Np006G340840	XP_018449414.1, XP_018463585.1, XP_018472102.1
OG0003367	Np001G026170	XP_018478796.1, XP_018478432.1
OG0003368	Np005G311150	XP_018466756.1, XP_018463878.1
OG0003370	Np001G023370	XP_018456430.1, XP_018483301.1
OG0003371	Np005G317830	XP_018478026.1
OG0003371	Np001G020630	XP_018477153.1
OG0003372	Np005G315860	XP_018463036.1
OG0003372	Np001G019240	XP_018478824.1
OG0003373	Np002G094760	XP_018463469.1, XP_018469707.1
OG0003374	Np005G277470	XP_018470292.1
OG0003376	Np005G279970	XP_018471948.1
OG0003376	Np005G279980	XP_018468194.1, XP_018468196.1, XP_018471947.1, XP_018471946.1
OG0003378	Np003G174240	XP_018476580.1
OG0003378	Np005G282330	XP_018471241.1
OG0003379	Np003G160300	XP_018471122.1
OG0003379	Np005G278880	XP_018469332.1
OG0003380	Np003G155270	XP_018445952.1, XP_018474908.1, XP_018452473.1
OG0003381	Np003G155180	XP_018466784.1
OG0003382	Np001G003690	XP_018493200.1
OG0003382	Np003G136520	XP_018475886.1
OG0003383	Np001G009260	XP_018466009.1, XP_018465184.1
OG0003383	Np003G133720	XP_018445330.1, XP_018445156.1
OG0003384	Np005G290640	XP_018469979.1, XP_018469976.1, XP_018478640.1
OG0003385	Np005G288250	XP_018446744.1, XP_018485256.1
OG0003386	Np005G285870, Np005G285910	XP_018459191.1, XP_018465437.1, XP_018461424.1, XP_018479179.1
OG0003387	Np003G178380	XP_018472463.1, XP_018472464.1
OG0003389	Np006G342980	XP_018476989.1
OG0003389	Np004G211780	XP_018437639.1
OG0003390	Np004G213810	XP_018491904.1
OG0003390	Np004G213790	XP_018464443.1
OG0003391	Np007G374390, Np005G314170	XP_018457662.1
OG0003392	Np006G368800, Np006G368780	XP_018437137.1, XP_018483956.1
OG0003393	Np005G262470	XP_018465236.1, XP_018481103.1
OG0003393	Np006G368880	XP_018439593.1
OG0003394	Np005G311380	XP_018449055.1
OG0003395	Np002G113070, Np005G318380	XP_018469530.1
OG0003396	Np003G180360	XP_018459577.1
OG0003397	Np001G037090	XP_018457028.1
OG0003398	Np007G388010	XP_018452118.1
OG0003398	Np005G307800	XP_018451906.1
OG0003400	Np005G306690	XP_018484081.1, XP_018451284.1
OG0003401	Np005G304450	XP_018471261.1
OG0003402	Np005G303030	XP_018464043.1, XP_018480601.1
OG0003403	Np001G069340	XP_018481489.1, XP_018489933.1
OG0003403	Np006G320770	XP_018438691.1
OG0003404	Np006G321610	XP_018441439.1, XP_018437948.1
OG0003404	Np006G321620, Np006G321290	XP_018478262.1, XP_018464362.1
OG0003405	Np001G065080	XP_018444714.1, XP_018491577.1, XP_018478390.1, XP_018459605.1
OG0003406	Np001G024070	XP_018480908.1
OG0003406	Np001G024100	XP_018437340.1
OG0003407	Np003G125140	XP_018491493.1
OG0003407	Np007G414150	XP_018491826.1
OG0003408	Np001G050870	XP_018438447.1
OG0003410	Np003G188840	XP_018456205.1
OG0003411	Np003G186550	XP_018456004.1
OG0003412	Np004G254940	XP_018447835.1, XP_018490949.1
OG0003413	Np004G252930	XP_018472733.1
OG0003413	Np006G347220, Np006G353560	XP_018434491.1, XP_018478294.1
OG0003414	Np006G350780	XP_018433010.1
OG0003414	Np003G130710	XP_018476440.1
OG0003415	Np007G424920	XP_018490993.1
OG0003415	Np003G141420	XP_018473718.1
OG0003416	Np003G143260	XP_018442098.1
OG0003417	Np001G015060	XP_018484304.1
OG0003418	Np007G419080, Np001G014960	XP_018434342.1, XP_018486219.1
OG0003419	Np003G146820	XP_018446578.1
OG0003420	Np006G331980	XP_018458719.1, XP_018480853.1
OG0003421	Np006G339190	XP_018474072.1, XP_018483938.1
OG0003422	Np006G337460	XP_018478354.1, XP_018478165.1
OG0003424	Np006G335140	XP_018473145.1
OG0003424	Np001G057260	XP_018484291.1
OG0003425	Np004G240850	XP_018467344.1, XP_018438966.1
OG0003426	Np004G238880	XP_018451953.1
OG0003427	Np004G234510	XP_018491433.1
OG0003428	Np004G234250	XP_018483423.1, XP_018437006.1
OG0003429	Np002G075780	XP_018445823.1
OG0003430	Np002G085870	XP_018445969.1, XP_018456071.1
OG0003431	Np004G227130, Np004G227170	XP_018448298.1, XP_018450269.1, XP_018489148.1
OG0003432	Np004G209240	XP_018447769.1, XP_018447756.1
OG0003433	Np006G364550	XP_018434710.1
OG0003433	Np005G271230	XP_018477333.1
OG0003434	Np006G367440	XP_018461525.1, XP_018480291.1
OG0003434	Np006G367630	XP_018441641.1, XP_018460423.1
OG0003435	Np004G259220	XP_018441803.1
OG0003436	Np004G249660	XP_018450060.1, XP_018460009.1, XP_018450100.1, XP_018459388.1, XP_018486546.1, XP_018464428.1, XP_018441520.1
OG0003437	Np007G397610	XP_018488540.1
OG0003438	Np003G141850	XP_018468078.1
OG0003439	Np003G144840	XP_018459141.1, XP_018442509.1
OG0003440	Np007G373610	XP_018476756.1, XP_018442203.1, XP_018438437.1, XP_018464551.1
OG0003441	Np001G007720	XP_018452603.1, XP_018434268.1, XP_018439913.1, XP_018435579.1, XP_018435578.1
OG0003442	Np001G006840	XP_018455039.1, XP_018488692.1, XP_018488700.1
OG0003443	Np001G050020	XP_018433933.1
OG0003443	Np001G011200	XP_018477713.1, XP_018460743.1
OG0003444	Np001G048050	XP_018467211.1, XP_018465720.1, XP_018457465.1, XP_018440623.1
OG0003445	Np003G151200	XP_018473462.1, XP_018444149.1
OG0003446	Np002G084320	XP_018454302.1
OG0003446	Np007G401880, Np007G402410, Np004G231040	XP_018485863.1
OG0003447	Np004G232110	XP_018437132.1
OG0003448	Np004G239920	XP_018437586.1
OG0003449	Np007G408510	XP_018489272.1, XP_018488741.1, XP_018490999.1, XP_018437747.1, XP_018437736.1
OG0003450	Np004G191170	XP_018450209.1, XP_018481279.1
OG0003451	Np007G392920	XP_018434192.1, XP_018466141.1, XP_018469450.1
OG0003452	Np007G393730	XP_018439685.1
OG0003452	Np007G393700	XP_018433674.1
OG0003454	Np003G174580	XP_018455177.1, XP_018461152.1
OG0003454	Np007G378190	XP_018441848.1, XP_018489255.1
OG0003456	Np004G193830	XP_018441445.1
OG0003457	Np001G058480	XP_018491034.1
OG0003458	Np001G066260	XP_018432801.1
OG0003459	Np004G191390	XP_018450628.1, XP_018433210.1
OG0003462	Np004G248150	XP_018489762.1, XP_018487203.1
OG0003464	Np007G418330	XP_018437381.1, XP_018489062.1
OG0003465	Np004G216440	XP_018447223.1
OG0003466	Np003G134010, Np003G133900	XP_018476994.1
OG0003471	Np001G060160, Np001G059170, Np001G060400, Np001G061820, Np001G056990, Np003G144210	XP_018443542.1, XP_018465698.1, XP_018482079.1, XP_018478114.1, XP_018481938.1, XP_018478694.1, XP_018478695.1, XP_018481460.1, XP_018464891.1, XP_018483168.1, XP_018482126.1
OG0003481	Np005G274620	XP_018451164.1, XP_018470693.1
OG0003482	Np007G374110	XP_018491781.1
OG0003483	Np005G272410	XP_018468528.1, XP_018466373.1, XP_018449533.1
OG0003484	Np005G270320	XP_018468053.1
OG0003484	Np006G363850	XP_018439965.1
OG0003485	Np001G004580	XP_018493346.1
OG0003485	Np005G263750	XP_018461792.1, XP_018449377.1, XP_018468025.1, XP_018480782.1
OG0003487	Np004G250520	XP_018450959.1, XP_018465404.1, XP_018492384.1
OG0003489	Np002G115530	XP_018436756.1
OG0003490	Np002G117630	XP_018437165.1, XP_018435518.1
OG0003490	Np004G247470	XP_018469185.1
OG0003491	Np001G020780	XP_018483860.1
OG0003492	Np002G097200	XP_018490433.1, XP_018468051.1
OG0003492	Np005G311270	XP_018480976.1
OG0003493	Np007G376780	XP_018485474.1, XP_018475922.1
OG0003494	Np004G242220	XP_018484485.1
OG0003495	Np003G184470	XP_018455648.1, XP_018453660.1, XP_018453332.1, XP_018462475.1, XP_018462276.1, XP_018469377.1
OG0003496	Np003G165080	XP_018449712.1
OG0003497	Np003G156140, Np005G279990	XP_018454344.1, XP_018454343.1, XP_018455528.1
OG0003498	Np003G137750	XP_018444679.1
OG0003499	Np003G135890	XP_018442151.1, XP_018458588.1, XP_018473287.1
OG0003500	Np001G004970	XP_018488472.1, XP_018439924.1
OG0003501	Np003G135430	XP_018445453.1
OG0003501	Np007G397500	XP_018492718.1, XP_018487588.1
OG0003502	Np001G047180, Np005G286780	XP_018471362.1, XP_018471361.1, XP_018447213.1, XP_018450876.1
OG0003503	Np005G283700	XP_018470054.1, XP_018482004.1
OG0003504	Np004G208370	XP_018441321.1, XP_018493576.1
OG0003505	Np003G176280	XP_018467424.1, XP_018460202.1
OG0003506	Np004G214120	XP_018478912.1, XP_018477035.1
OG0003508	Np007G375660	XP_018432874.1
OG0003509	Np005G267930	XP_018449177.1, XP_018478737.1, XP_018456213.1
OG0003510	Np005G269100	XP_018470452.1
OG0003511	Np005G312780	XP_018461487.1
OG0003512	Np001G041990	XP_018460395.1, XP_018477608.1, XP_018434676.1
OG0003513	Np003G184730	XP_018455077.1, XP_018457907.1
OG0003514	Np001G042620	XP_018473767.1
OG0003515	Np001G032670	XP_018433596.1
OG0003516	Np005G306760	XP_018467655.1
OG0003517	Np005G307490, Np005G307480	XP_018484368.1, XP_018484687.1
OG0003518	Np005G308160	XP_018486142.1
OG0003518	Np007G387630	XP_018486877.1
OG0003519	Np005G309310, Np005G292560, Np007G386680, Np007G386480	XP_018438569.1
OG0003520	Np007G384480	XP_018492739.1, XP_018493291.1, XP_018491190.1
OG0003521	Np005G318420	XP_018479748.1, XP_018448936.1, XP_018485361.1, XP_018461136.1
OG0003522	Np006G324800	XP_018438503.1
OG0003523	Np001G062930	XP_018445174.1, XP_018446314.1, XP_018444208.1
OG0003523	Np006G328680	XP_018435063.1
OG0003524	Np001G005700	XP_018456443.1, XP_018485519.1, XP_018463381.1
OG0003525	Np001G003260	XP_018456899.1, XP_018456898.1
OG0003526	Np001G050740	XP_018433784.1, XP_018472304.1
OG0003527	Np001G045100	XP_018454228.1
OG0003528	Np006G352500	XP_018435196.1, XP_018435197.1, XP_018479842.1
OG0003529	Np005G278590	XP_018479084.1, XP_018479098.1, XP_018467763.1, XP_018445974.1
OG0003530	Np003G142970	XP_018446419.1
OG0003530	Np007G423370, Np002G122490	XP_018487135.1
OG0003531	Np003G147250	XP_018440707.1, XP_018434334.1
OG0003532	Np007G416260	XP_018491718.1, XP_018491717.1
OG0003533	Np006G333740	XP_018434292.1, XP_018436393.1
OG0003535	Np006G338850, Np006G338870	XP_018438566.1, XP_018438563.1
OG0003535	Np006G338860	XP_018454016.1
OG0003536	Np004G239140	XP_018469907.1
OG0003537	Np004G237640	XP_018433417.1
OG0003538	Np004G236710	XP_018451529.1, XP_018438541.1
OG0003539	Np002G083130	XP_018455332.1
OG0003539	Np004G231900	XP_018483138.1
OG0003540	Np004G230670	XP_018451208.1, XP_018441228.1
OG0003541	Np002G085420	XP_018456739.1, XP_018459185.1
OG0003542	Np004G209430	XP_018447416.1, XP_018447396.1
OG0003543	Np004G209760	XP_018450503.1, XP_018474071.1
OG0003544	Np005G317500	XP_018443755.1, XP_018435766.1, XP_018443754.1, XP_018457290.1
OG0003545	Np006G364870	XP_018439922.1
OG0003546	Np004G254350	XP_018486190.1
OG0003547	Np001G035780	XP_018475220.1
OG0003549	Np001G016370	XP_018457350.1
OG0003550	Np001G017270	XP_018482885.1, XP_018434745.1
OG0003551	Np001G011980	XP_018435600.1, XP_018439026.1
OG0003552	Np001G047940	XP_018448768.1, XP_018434949.1, XP_018434944.1
OG0003553	Np001G006650	XP_018457589.1
OG0003554	Np001G052280, Np001G052240	XP_018459021.1
OG0003554	Np001G052310	XP_018470156.1
OG0003554	Np001G052300	XP_018481461.1
OG0003554	Np001G052290, Np001G052250, Np001G052260, Np001G052220	XP_018468978.1
OG0003555	Np001G049250	XP_018432855.1, XP_018440374.1
OG0003556	Np004G231210	XP_018470975.1
OG0003557	Np003G183620	XP_018445754.1, XP_018455928.1, XP_018453494.1, XP_018454852.1
OG0003558	Np002G072830	XP_018448615.1, XP_018472283.1, XP_018456237.1
OG0003560	Np007G405580	XP_018491922.1
OG0003560	Np004G192600	XP_018434857.1
OG0003561	Np007G404990	XP_018439038.1, XP_018492245.1
OG0003562	Np007G391550	XP_018440605.1, XP_018492321.1
OG0003563	Np007G395200	XP_018488559.1
OG0003563	Np004G198280, Np004G198260	XP_018447646.1
OG0003564	Np007G381280	XP_018490329.1
OG0003564	Np004G195190, Np004G195200	XP_018488118.1, XP_018490244.1
OG0003565	Np005G306100	XP_018484315.1
OG0003565	Np007G385200	XP_018464052.1
OG0003567	Np007G374190	XP_018438254.1
OG0003568	Np005G320050	XP_018483953.1
OG0003572	Np005G304500	XP_018471260.1
OG0003575	Np003G147150	XP_018464797.1, XP_018470363.1
OG0003578	Np006G338070	XP_018438104.1, XP_018482199.1, XP_018461239.1, XP_018473092.1
OG0003583	Np005G275490	XP_018479892.1
OG0003584	Np005G275070, Np005G275050	XP_018448082.1
OG0003585	Np001G059460	XP_018492309.1, XP_018478085.1, XP_018460041.1, XP_018448868.1
OG0003586	Np005G273230	XP_018484555.1
OG0003586	Np006G366610	XP_018478544.1, XP_018480475.1
OG0003587	Np004G204990	XP_018432987.1, XP_018459881.1, XP_018459265.1
OG0003588	Np003G128940	XP_018466003.1, XP_018465901.1, XP_018435434.1, XP_018443274.1, XP_018480028.1
OG0003589	Np005G264430	XP_018484477.1
OG0003590	Np005G266160	XP_018457660.1, XP_018493258.1
OG0003592	Np002G117400	XP_018458083.1
OG0003593	Np001G025670	XP_018478231.1, XP_018478612.1
OG0003594	Np001G025210	XP_018483253.1
OG0003594	Np004G242290	XP_018447906.1
OG0003595	Np001G019830	XP_018454494.1, XP_018477414.1
OG0003596	Np001G018470	XP_018437804.1
OG0003597	Np004G244880	XP_018488934.1, XP_018437984.1
OG0003598	Np007G413820, Np007G412370	XP_018492595.1, XP_018486251.1
OG0003599	Np001G019040	XP_018488298.1
OG0003600	Np007G404160	XP_018490785.1
OG0003600	Np007G410330	XP_018485438.1
OG0003601	Np002G103750, Np007G409070	XP_018443961.1, XP_018480608.1
OG0003603	Np005G277140	XP_018445100.1
OG0003604	Np005G277640	XP_018450998.1, XP_018451021.1
OG0003605	Np001G068470	XP_018480194.1
OG0003606	Np005G279080	XP_018484222.1, XP_018484221.1, XP_018457653.1
OG0003607	Np003G138620	XP_018443094.1
OG0003608	Np004G251550	XP_018490751.1, XP_018465857.1
OG0003609	Np003G136510	XP_018443996.1
OG0003610	Np003G135990	XP_018474951.1, XP_018457904.1
OG0003611	Np005G291870	XP_018454134.1, XP_018453906.1, XP_018462847.1
OG0003612	Np004G215780	XP_018455187.1, XP_018447256.1
OG0003613	Np006G359110, Np001G014080	XP_018456919.1, XP_018440387.1
OG0003614	Np004G210800, Np004G210710	XP_018467688.1, XP_018469307.1
OG0003615	Np004G211730	XP_018451830.1, XP_018451846.1
OG0003616	Np005G267310	XP_018450546.1, XP_018450579.1, XP_018463336.1, XP_018448401.1, XP_018448399.1, XP_018463340.1, XP_018470842.1, XP_018468385.1, XP_018441115.1
OG0003617	Np003G177410	XP_018459452.1, XP_018452161.1
OG0003618	Np004G197480	XP_018452705.1
OG0003619	Np007G411260, Np007G411270	XP_018490056.1, XP_018489721.1, XP_018461711.1, XP_018438555.1
OG0003620	Np001G039390	XP_018447958.1
OG0003621	Np001G039150	XP_018483840.1
OG0003621	Np001G039130	XP_018453056.1
OG0003622	Np001G034940	XP_018434983.1, XP_018434781.1
OG0003624	Np005G295560	XP_018439052.1, XP_018437294.1
OG0003625	Np003G178060, Np001G012940	XP_018456026.1
OG0003625	Np006G321420	XP_018434164.1, XP_018483573.1
OG0003626	Np006G321800	XP_018434155.1
OG0003626	Np001G068510	XP_018485477.1
OG0003627	Np006G323670	XP_018466875.1, XP_018480837.1, XP_018481797.1, XP_018437700.1
OG0003628	Np001G065600	XP_018460728.1, XP_018435158.1
OG0003630	Np006G326230	XP_018480307.1, XP_018480284.1
OG0003631	Np003G149240	XP_018470597.1, XP_018468395.1, XP_018442741.1
OG0003631	Np007G414770	XP_018456781.1
OG0003632	Np004G241880	XP_018450831.1, XP_018435452.1
OG0003633	Np001G052160	XP_018433130.1
OG0003634	Np001G001140	XP_018457129.1
OG0003635	Np001G053140	XP_018440879.1
OG0003635	Np001G000210	XP_018472211.1
OG0003636	Np003G188900	XP_018473002.1, XP_018475321.1
OG0003637	Np003G186640, Np004G257600	XP_018457959.1
OG0003638	Np003G186080	XP_018456964.1, XP_018473456.1, XP_018462309.1
OG0003640	Np003G141470	XP_018471670.1
OG0003641	Np001G015450	XP_018478348.1
OG0003641	Np007G419350, Np002G077580	XP_018485867.1
OG0003642	Np001G014730	XP_018434965.1, XP_018484834.1
OG0003643	Np006G333090	XP_018485291.1, XP_018476724.1
OG0003644	Np004G192820	XP_018491576.1, XP_018483701.1
OG0003645	Np011G435760	XP_018460756.1, XP_018459789.1
OG0003646	Np002G080100	XP_018451686.1
OG0003647	Np004G236420	XP_018450584.1, XP_018483536.1
OG0003648	Np004G232320	XP_018436848.1, XP_018447587.1, XP_018447589.1
OG0003648	Np002G073570	XP_018453012.1
OG0003649	Np002G090890	XP_018445075.1
OG0003651	Np006G360830, Np004G244210	XP_018460875.1
