Orthogroup	Noccaea_praecox	Odontarrhena_muralis
OG0002123	Np005G290410	Om001G003360
OG0002124	Np001G037310	Om008G358210
OG0002125	Np005G288590	Om001G005590
OG0002125	Np001G039270	Om008G356610
OG0002126	Np003G184720	Om008G355180
OG0002126	Np005G287650	Om001G007020
OG0002127	Np003G179920	Om008G350880
OG0002127	Np005G283200	Om001G011090
OG0002128	Np003G178710	Om008G349780
OG0002128	Np004G205710	Om001G011680
OG0002129	Np004G208340	Om001G012640
OG0002130	Np006G356150	Om007G279600
OG0002131	Np003G187010	Om004G159440
OG0002131	Np004G257730	Om005G179470
OG0002132	Np005G266730	Om001G034830
OG0002133	Np005G267010	Om006G235890, Om001G034910
OG0002133	Np005G267110, Np005G267160	Om001G035040
OG0002134	Np005G267590	Om001G035620
OG0002135	Np007G374250	Om002G085990
OG0002136	Np006G370930	Om004G156300
OG0002136	Np005G260730	Om001G041190
OG0002137	Np005G315580, Np005G318680	Om007G315590
OG0002137	Np005G318670, Np005G315620	Om007G315600
OG0002138	Np006G342500	Om008G340220
OG0002138	Np006G342520	Om008G340230
OG0002139	Np004G201960, Np004G201950	Om007G287540
OG0002139	Np001G041970	Om008G341530
OG0002140	Np003G178130	Om008G347460
OG0002140	Np004G206250	Om001G012150
OG0002141	Np007G385620	Om002G073010
OG0002142	Np001G069460	Om003G128810
OG0002142	Np006G320550	Om008G327150
OG0002143	Np001G069390	Om003G128750
OG0002143	Np006G320660	Om008G318810
OG0002144	Np006G328320	Om008G326450, Om008G326440
OG0002145	Np006G329010	Om008G327060
OG0002145	Np001G062840	Om003G121400, Om003G121340
OG0002146	Np003G150740	Om006G244120
OG0002148	Np003G152760	Om006G245870
OG0002149	Np001G006560	Om006G234620
OG0002150	Np001G051280	Om006G259210
OG0002151	Np001G001160	Om006G229950
OG0002152	Np004G259420, Np004G259430	Om005G178170
OG0002153	Np004G259330	Om005G178080
OG0002153	Np003G189240	Om004G157660
OG0002154	Np001G040330	Om007G292790
OG0002154	Np004G256460	Om005G180930
OG0002155	Np001G040830	Om007G277730
OG0002155	Np004G256060	Om005G181260
OG0002156	Np007G386230	Om007G278520
OG0002157	Np006G356660	Om005G182510
OG0002158	Np005G277490	Om001G021010
OG0002158	Np005G277480	Om001G021020
OG0002159	Np007G423200	Om002G043950
OG0002159	Np003G143270	Om007G298660
OG0002160	Np003G144810	Om007G297010
OG0002162	Np007G384980	Om002G072610
OG0002163	Np007G416600, Np007G374170	Om002G049390
OG0002164	Np001G016610	Om002G049440
OG0002165	Np003G140300	Om004G161340
OG0002165	Np007G414440	Om002G050970
OG0002166	Np001G060120	Om006G250840
OG0002166	Np006G331720	Om008G330000
OG0002167	Np006G333630	Om008G331780
OG0002168	Np006G339890	Om008G338030
OG0002168	Np001G054420	Om006G256110
OG0002169	Np006G335130	Om008G333390, Om008G333380
OG0002170	Np002G071410	Om004G131130
OG0002171	Np004G240060	Om005G197080
OG0002171	Np002G071710	Om004G131420
OG0002172	Np004G240050	Om005G197100
OG0002172	Np002G071730	Om004G131400
OG0002173	Np004G239730	Om005G197420
OG0002174	Np004G236410, Np002G078630	Om004G138720
OG0002175	Np002G076220	Om004G135900
OG0002175	Np004G234480	Om005G203110
OG0002176	Np004G232030	Om005G205080
OG0002177	Np004G231110	Om005G205620
OG0002178	Np002G085210	Om005G207570, Om005G207580
OG0002179	Np002G091230	Om005G212170
OG0002179	Np004G209900	Om004G148110
OG0002182	Np001G009450	Om006G236900
OG0002183	Np004G243650	Om005G193300
OG0002183	Np001G023090	Om006G272790
OG0002184	Np005G301870	Om005G191190
OG0002185	Np004G246130	Om005G191140
OG0002185	Np002G119730	Om005G224450
OG0002186	Np002G117070	Om005G221870
OG0002186	Np004G247670	Om005G189720
OG0002187	Np004G249290	Om005G188060
OG0002187	Np007G414430	Om002G050980
OG0002188	Np006G351240, Np004G254410	Om005G182900, Om005G182910
OG0002189	Np007G410470	Om002G054780
OG0002189	Np003G131240	Om004G170890
OG0002190	Np007G411480	Om002G053730
OG0002190	Np003G129480	Om004G172450
OG0002191	Np007G380550	Om002G068790
OG0002191	Np001G013680	Om006G240730
OG0002192	Np001G043840, Np003G150160	Om006G243460
OG0002193	Np003G148220, Np001G045630	Om006G241710
OG0002194	Np004G190370	Om003G089680
OG0002194	Np007G408300	Om002G056880
OG0002195	Np007G407610	Om002G057600
OG0002195	Np004G190960	Om003G090280, Om003G090260
OG0002196	Np005G301610	Om003G100670, Om002G063030
OG0002197	Np007G392590	Om002G064030
OG0002197	Np004G199750	Om003G099750
OG0002198	Np007G393540	Om002G064750
OG0002198	Np004G199250	Om003G099350
OG0002199	Np007G393870	Om002G065030
OG0002199	Np004G199180	Om003G099270
OG0002201	Np007G376510	Om002G083390
OG0002201	Np007G376500	Om002G083400
OG0002202	Np007G376190	Om002G083740
OG0002202	Np005G266140	Om001G034310, Om007G306500
OG0002203	Np003G130670	Om004G171270
OG0002205	Np006G362810, Np004G196990	Om003G097430
OG0002206	Np004G197780	Om003G097900
OG0002206	Np007G396020	Om002G066630
OG0002207	Np005G301580	Om003G100650
OG0002207	Np005G301540	Om003G100640
OG0002208	Np001G061520	Om003G120020
OG0002209	Np006G324350, Np006G324310	Om008G322160
OG0002209	Np001G066730	Om003G125950
OG0002210	Np005G264590, Np005G264760, Np001G040140, Np002G095440	Om001G031760
OG0002215	Np005G305140, Np005G305130	Om003G119060
OG0002215	Np002G091370	Om003G119050
OG0002219	Np007G372780, Np005G275410	Om002G087540
OG0002220	Np005G275020	Om001G024510
OG0002221	Np007G373210	Om002G087230
OG0002222	Np005G270210	Om001G029370, Om006G240230
OG0002223	Np005G272480	Om001G027170
OG0002223	Np006G333140	Om008G342050
OG0002224	Np006G365520	Om004G154800
OG0002224	Np005G271630	Om001G028010
OG0002225	Np005G271000, Np006G364250	Om001G028760
OG0002226	Np005G264260	Om001G031930
OG0002226	Np007G378160	Om002G081740
OG0002227	Np005G266230, Np007G398030, Np007G376040	Om002G083870
OG0002228	Np004G205160	Om007G276870
OG0002229	Np004G241370	Om005G195670
OG0002230	Np004G241830	Om005G195100
OG0002230	Np001G026300	Om006G274890
OG0002231	Np001G023750	Om006G273470
OG0002231	Np004G243410	Om005G193400
OG0002232	Np001G023070	Om006G272750
OG0002232	Np004G243610	Om005G193310
OG0002233	Np001G019630	Om006G270620, Om006G270630
OG0002234	Np005G315950	Om007G316300
OG0002235	Np002G094070	Om005G213350
OG0002235	Np005G304490	Om005G213380
OG0002236	Np005G311790	Om005G214180
OG0002237	Np005G311130	Om007G313680
OG0002237	Np002G097520	Om005G214670
OG0002238	Np002G124030	Om005G228220
OG0002239	Np002G119960	Om005G224740
OG0002239	Np004G245890	Om005G191340
OG0002240	Np003G156310	Om006G249610
OG0002240	Np005G279940	Om006G256100
OG0002241	Np003G125750	Om004G176460
OG0002241	Np007G413830	Om002G051500
OG0002242	Np007G412110	Om002G053050
OG0002242	Np003G128540	Om004G173380
OG0002243	Np005G303120	Om003G095690, Om005G224750
OG0002243	Np002G070500	Om004G129970
OG0002244	Np001G006690	Om006G234810
OG0002244	Np007G409940	Om002G055320
OG0002245	Np005G281150	Om007G286030
OG0002246	Np003G167400	Om003G113060
OG0002247	Np003G167080	Om003G113170
OG0002247	Np005G280730	Om007G286410
OG0002248	Np003G163080, Np003G159840	Om003G116130
OG0002249	Np003G160620	Om003G116870
OG0002250	Np003G158640	Om003G118090
OG0002251	Np003G158100	Om003G118560, Om003G118570
OG0002252	Np003G155760	Om006G249090
OG0002253	Np003G139750, Np004G210190	Om004G161870
OG0002254	Np003G147380	Om006G241020
OG0002254	Np003G139150	Om004G162410
OG0002255	Np001G013760	Om006G240790
OG0002255	Np003G138840	Om004G162850
OG0002256	Np001G033960, Np001G037000	Om008G358550
OG0002256	Np005G290440	Om001G003240
OG0002257	Np005G285600	Om001G008890, Om001G008880
OG0002257	Np005G285620	Om001G008870
OG0002259	Np005G267960	Om001G036060
OG0002259	Np005G267950	Om001G036050
OG0002260	Np005G284880, Np005G284890	Om001G009370, Om001G009400
OG0002261	Np005G268670	Om001G037080, Om001G037120, Om001G037110, Om001G037070
OG0002262	Np005G269090	Om001G037920
OG0002263	Np005G261990	Om001G039810
OG0002264	Np005G260540	Om001G041380
OG0002265	Np005G315110	Om007G315430
OG0002266	Np001G042260	Om008G341990
OG0002266	Np004G200970	Om007G287350
OG0002267	Np005G307150	Om003G103830
OG0002267	Np007G386030	Om002G073200
OG0002268	Np007G384450	Om002G071970
OG0002268	Np005G305410	Om003G102770
OG0002269	Np005G304970	Om003G102640
OG0002269	Np007G383990	Om002G071560
OG0002270	Np007G383830	Om002G071290
OG0002271	Np005G303590	Om003G101990
OG0002272	Np007G381540	Om002G069570
OG0002272	Np005G302520, Np005G302540	Om003G101380
OG0002273	Np001G066760	Om003G125970
OG0002273	Np006G324250	Om008G322130
OG0002274	Np006G325820	Om008G323700
OG0002275	Np006G325950	Om008G323920
OG0002276	Np006G325960	Om008G323930
OG0002276	Np001G065260	Om003G124310
OG0002277	Np001G062650	Om003G121090
OG0002277	Np006G328810, Np004G227080	Om008G326900
OG0002278	Np001G062030	Om003G120520
OG0002279	Np003G125440	Om004G176750
OG0002279	Np007G422520	Om002G044630
OG0002280	Np003G151110	Om006G269150
OG0002280	Np003G151100	Om006G244380
OG0002281	Np001G044660, Np003G151160	Om006G244410
OG0002282	Np003G151960	Om006G245110, Om006G245100
OG0002283	Np001G003130	Om006G231820, Om006G231840, Om006G231830
OG0002284	Np004G259060	Om005G178350
OG0002284	Np003G188880	Om004G158010
OG0002286	Np004G256500	Om005G180870
OG0002287	Np004G254330	Om005G182950
OG0002288	Np006G348240, Np006G354680	Om007G280840
OG0002288	Np004G253560	Om005G183650
OG0002289	Np004G252050, Np004G252030	Om005G185250, Om005G185230
OG0002290	Np004G250920	Om005G186400, Om004G159190
OG0002291	Np005G263170	Om001G030300
OG0002292	Np003G141540	Om007G301070, Om004G156820
OG0002292	Np007G424860	Om002G042600
OG0002293	Np007G424090	Om002G043250
OG0002294	Np003G143280	Om007G298650
OG0002294	Np003G187980, Np007G423190	Om002G043960
OG0002295	Np003G143500	Om007G298290
OG0002295	Np007G423050	Om002G044120
OG0002296	Np007G422840	Om002G044320
OG0002297	Np003G143960	Om007G297760
OG0002297	Np007G422780	Om002G044400
OG0002299	Np001G014500	Om007G294180
OG0002301	Np007G416270, Np001G016790	Om002G049640
OG0002302	Np006G337860	Om008G336130
OG0002302	Np001G056130	Om006G254810
OG0002303	Np002G070950	Om004G130500
OG0002303	Np004G240610	Om005G196500
OG0002304	Np004G239970	Om005G197220
OG0002304	Np002G072080	Om004G131630
OG0002305	Np002G072390	Om004G132000
OG0002305	Np004G239800, Np004G239830	Om005G197380
OG0002306	Np004G239520	Om005G197630
OG0002306	Np002G072680	Om004G132230
OG0002307	Np004G236980	Om005G200550
OG0002308	Np004G234290	Om005G203280
OG0002308	Np002G076050	Om004G135690
OG0002309	Np002G074720	Om004G134540
OG0002310	Np004G232850	Om005G204370
OG0002310	Np002G074500	Om004G134340
OG0002311	Np004G229470	Om004G144480
OG0002311	Np002G085560	Om005G208010
OG0002312	Np004G228830, Np004G228820	Om004G144700
OG0002312	Np002G085720	Om005G208170
OG0002313	Np002G087560	Om005G209770
OG0002314	Np002G091280	Om005G212210
OG0002315	Np005G273280	Om001G026210
OG0002315	Np006G366660	Om004G155290, Om004G152930
OG0002317	Np004G251470	Om005G185800
OG0002318	Np004G190360, Np004G190350	Om003G089650, Om003G089640, Om002G080660, Om002G080690
OG0002320	Np003G188370	Om004G158360
OG0002320	Np004G258770	Om005G178530
OG0002321	Np007G408920	Om002G056240
OG0002321	Np003G140360	Om004G161260
OG0002322	Np003G130140	Om004G136360
OG0002323	Np001G027810	Om008G341320
OG0002324	Np002G083980	Om005G206660, Om005G206650
OG0002325	Np007G407990	Om002G055830, Om002G057160
OG0002326	Np007G407680	Om002G057530
OG0002326	Np004G190840	Om003G090160
OG0002327	Np004G192510	Om003G092230
OG0002327	Np007G405630	Om002G059370
OG0002328	Np007G402800	Om002G061320
OG0002328	Np004G194190	Om003G094220
OG0002329	Np007G394150	Om002G065240
OG0002329	Np004G199000	Om003G099100
OG0002331	Np007G380830	Om002G069070
OG0002331	Np004G195560	Om003G095830
OG0002333	Np005G264750	Om001G032720, Om001G032730
OG0002334	Np005G276630	Om001G022320
OG0002335	Np004G194660	Om003G094750
OG0002335	Np007G390360	Om002G061920
OG0002336	Np007G390380	Om002G061950
OG0002336	Np004G194680	Om003G094770
OG0002337	Np001G054590	Om006G255900
OG0002337	Np006G339750	Om008G337880
OG0002338	Np001G060100	Om006G250880
OG0002338	Np006G331840	Om008G330120
OG0002339	Np006G330260	Om008G328120
OG0002339	Np001G061630	Om003G120170
OG0002340	Np001G045810	Om008G353830
OG0002343	Np001G046940, Np001G046660	Om006G266780, Om006G266770, Om006G266730
OG0002345	Np004G229720	Om003G114180, Om004G144450
OG0002348	Np007G371840	Om002G088440
OG0002348	Np005G276480	Om001G022630
OG0002349	Np005G276260	Om001G022910
OG0002349	Np007G372070	Om002G088200
OG0002350	Np007G372740	Om002G087580
OG0002352	Np005G272230	Om001G027510
OG0002353	Np005G266000	Om001G033940
OG0002354	Np004G215910	Om007G292170
OG0002355	Np002G106320	Om005G216430
OG0002355	Np007G419130	Om002G047320
OG0002356	Np004G249370	Om005G187980, Om007G308420
OG0002357	Np004G248260	Om005G189060
OG0002358	Np004G241810	Om005G195120
OG0002359	Np004G242120	Om005G194760
OG0002361	Np005G318190	Om007G317390
OG0002361	Np001G020930	Om006G271300
OG0002362	Np001G020570	Om006G271070
OG0002363	Np001G020200	Om006G269760
OG0002364	Np002G097210, Np002G089910	Om008G336250
OG0002364	Np002G097280	Om005G214540
OG0002365	Np002G099790, Np005G310670	Om005G215350
OG0002366	Np004G245070	Om005G192120
OG0002366	Np002G121370	Om005G225630
OG0002367	Np003G157490, Np005G279400	Om003G119150
OG0002368	Np006G330680	Om008G328710
OG0002368	Np001G047730, Np001G061330	Om003G119820
OG0002369	Np006G331340	Om008G329410
OG0002369	Np006G331330	Om008G329400
OG0002370	Np007G413530	Om002G051810
OG0002371	Np007G412750, Np007G423920	Om002G052630
OG0002371	Np003G127820	Om004G174240
OG0002372	Np007G411030	Om002G054270
OG0002372	Np003G130360	Om004G171700
OG0002373	Np003G132450	Om004G169920
OG0002373	Np007G409320	Om002G055760
OG0002375	Np005G283800	Om001G010430
OG0002375	Np003G184490	Om003G112400
OG0002376	Np005G280650	Om007G286550
OG0002376	Np003G166460	Om003G113340
OG0002377	Np005G277980	Om001G020490
OG0002378	Np005G278460	Om001G019530
OG0002378	Np003G163440	Om003G116450
OG0002379	Np005G279720	Om006G249920
OG0002380	Np001G003880	Om006G232520
OG0002380	Np003G136200	Om004G166210
OG0002381	Np003G135080	Om004G167280
OG0002381	Np001G005620	Om006G233970
OG0002382	Np003G133860	Om004G168290
OG0002382	Np001G009440	Om006G236890
OG0002383	Np005G291540	Om001G002370
OG0002384	Np001G039550, Np005G288370	Om001G005940, Om008G356250
OG0002385	Np003G184930	Om008G355540
OG0002385	Np005G287430	Om001G006760
OG0002386	Np003G182650, Np003G182640	Om008G353450
OG0002386	Np005G285320	Om001G009080
OG0002387	Np005G268970, Np006G367470	Om001G037680
OG0002388	Np005G269360	Om001G038210
OG0002389	Np005G292540	Om001G041870
OG0002390	Np006G340690	Om008G338930
OG0002390	Np004G205330	Om007G276750
OG0002392	Np005G287440	Om001G006770
OG0002392	Np003G184900	Om008G355490
OG0002393	Np005G308240	Om003G104420
OG0002393	Np007G387610	Om002G074760
OG0002394	Np007G386990	Om002G074030
OG0002395	Np007G386740	Om002G073690
OG0002396	Np005G305570	Om003G103140
OG0002397	Np005G318020	Om007G317220
OG0002397	Np001G020830	Om006G271180
OG0002398	Np001G069510	Om003G128860
OG0002399	Np006G320970	Om008G319120
OG0002400	Np006G322910	Om006G262180
OG0002400	Np001G067680, Np001G067700	Om003G127010
OG0002401	Np001G067030	Om003G126210
OG0002402	Np006G324180	Om008G322070
OG0002402	Np001G066780	Om003G125990
OG0002403	Np002G080440	Om004G140740
OG0002403	Np004G237860	Om005G199570
OG0002404	Np006G326940	Om006G238670
OG0002405	Np003G174880	Om008G327610, Om008G327600, Om008G327580
OG0002406	Np003G148770	Om006G242220
OG0002406	Np001G043070	Om006G268310
OG0002407	Np001G043140	Om006G242550, Om006G242540
OG0002408	Np003G151710, Np001G044940	Om006G244830
OG0002409	Np001G003820	Om006G232440, Om006G232450
OG0002410	Np001G002380	Om006G231030
OG0002411	Np002G081870	Om004G142100
OG0002412	Np004G259370	Om005G178120
OG0002412	Np003G189100	Om004G157830
OG0002413	Np004G259150	Om005G178250
OG0002414	Np004G257040	Om005G180280
OG0002414	Np003G185740	Om004G160600
OG0002415	Np004G256100	Om005G181220
OG0002416	Np001G041240	Om007G277950
OG0002416	Np004G255950	Om005G181380
OG0002417	Np006G357420	Om007G278870
OG0002417	Np004G255260	Om005G182110
OG0002418	Np006G355890	Om007G279890
OG0002418	Np004G254360	Om005G182920
OG0002419	Np004G252960	Om005G184250
OG0002419	Np006G353580, Np006G347200	Om007G281360
OG0002420	Np006G358600	Om007G284190
OG0002420	Np006G358610	Om007G284180
OG0002421	Np006G358020	Om007G284530
OG0002421	Np004G251080	Om005G186210
OG0002422	Np003G161230	Om003G116490
OG0002423	Np007G423800	Om002G043450
OG0002423	Np003G142510	Om007G299650
OG0002424	Np003G142790	Om007G299190
OG0002424	Np007G423490	Om002G043710
OG0002425	Np007G423420, Np007G423410	Om002G043760
OG0002426	Np007G423350	Om002G043810
OG0002426	Np003G143040	Om007G298940
OG0002427	Np007G422540	Om002G044570
OG0002427	Np003G144260	Om007G297420
OG0002428	Np007G421390	Om002G045550
OG0002428	Np003G145670	Om007G296080
OG0002429	Np004G252490	Om005G184650, Om005G184680
OG0002430	Np007G414380	Om002G051040
OG0002430	Np007G414390	Om002G051020
OG0002431	Np001G058890	Om006G252060
OG0002431	Np006G333700	Om008G331860
OG0002432	Np006G333820	Om008G332010
OG0002433	Np002G071200	Om004G130880
OG0002433	Np004G240420	Om005G196700
OG0002434	Np002G072700	Om004G132260
OG0002435	Np002G080860	Om004G140870
OG0002435	Np004G237650	Om005G199790
OG0002436	Np004G233460	Om005G204160
OG0002436	Np002G074910	Om004G134750
OG0002437	Np004G232620	Om005G204660
OG0002437	Np002G073930	Om004G133980
OG0002438	Np004G232500	Om005G204760
OG0002439	Np002G082820	Om004G142960
OG0002439	Np004G232070	Om005G205030
OG0002440	Np004G189980, Np005G307140	Om003G129420
OG0002441	Np004G231070	Om005G205650
OG0002441	Np002G084170, Np003G172720	Om005G206820
OG0002442	Np004G230110	Om004G143940
OG0002443	Np004G226380	Om004G145670
OG0002443	Np002G087020	Om005G209380
OG0002444	Np002G088710	Om005G210480
OG0002444	Np004G208880	Om004G146750
OG0002445	Np005G280670	Om007G286500
OG0002446	Np005G277350	Om001G021220
OG0002447	Np005G270010	Om001G029560
OG0002448	Np001G052080	Om006G258430
OG0002449	Np004G244560	Om005G192490
OG0002449	Np001G022360	Om006G272210
OG0002450	Np001G040930	Om006G263110
OG0002450	Np004G251240	Om005G186060
OG0002451	Np006G359060	Om007G283780
OG0002452	Np004G252200	Om005G185090
OG0002453	Np003G186220	Om004G160200
OG0002453	Np004G257330	Om005G179940
OG0002454	Np004G257340	Om005G179920
OG0002454	Np003G186250	Om004G160150
OG0002455	Np005G302130, Np003G144230, Np003G144240	Om007G297470, Om007G297430, Om007G297480
OG0002456	Np003G145390	Om007G296270
OG0002456	Np003G145560	Om007G296180
OG0002458	Np001G057960, Np001G057930	Om006G252900, Om006G252890
OG0002459	Np001G006830, Np001G006740	Om006G234910
OG0002460	Np003G132870	Om004G169360
OG0002460	Np003G154530	Om006G247760
OG0002461	Np001G053110	Om006G257410
OG0002462	Np002G076370	Om004G135990
OG0002463	Np004G234910	Om005G202660
OG0002464	Np002G079350	Om004G139620
OG0002465	Np004G240950	Om005G196090
OG0002466	Np004G191820	Om003G091330
OG0002467	Np004G192320	Om002G059120
OG0002468	Np004G193420	Om003G093430
OG0002469	Np005G301260	Om003G100420
OG0002469	Np007G391620	Om002G063280
OG0002470	Np007G392600	Om002G064040
OG0002470	Np004G199740	Om003G099740
OG0002471	Np007G392840	Om002G064290
OG0002471	Np004G199610	Om003G099610
OG0002472	Np007G393040	Om002G064500
OG0002472	Np004G199480	Om003G099560
OG0002473	Np007G393530	Om002G064740
OG0002473	Np004G199260	Om003G099360
OG0002474	Np005G304050	Om003G102290
OG0002474	Np007G383310	Om002G070890
OG0002475	Np005G305090	Om003G102650
OG0002475	Np007G384030	Om002G071660
OG0002476	Np009G432640, Np004G224230, Np007G401350, Np002G109880, Np002G110290, Np002G108830, Np007G401400	Om007G307380
OG0002476	Np007G400660, Np002G100950	Om008G348690
OG0002477	Np007G372080, Np005G276250	Om001G022930, Om002G088190
OG0002478	Np007G404780	Om002G060170
OG0002478	Np004G193300	Om003G093240
OG0002479	Np006G341690	Om008G339820
OG0002479	Np001G035150	Om008G360310, Om008G360830, Om008G360700
OG0002480	Np001G060590	Om003G119280
OG0002480	Np006G331070	Om008G329150
OG0002482	Np001G033140, Np001G033130	Om008G362070, Om002G082070, Om002G082080
OG0002484	Np003G157400	Om006G250440
OG0002485	Np001G013990	Om007G294530
OG0002494	Np005G276740	Om001G022180
OG0002496	Np006G370130	Om004G155830
OG0002497	Np003G156460	Om006G249730
OG0002497	Np005G271710	Om001G027880
OG0002498	Np005G271620	Om001G028020
OG0002499	Np003G150290	Om006G243670
OG0002500	Np005G264460, Np007G378280	Om001G032310
OG0002502	Np004G205440	Om007G276650
OG0002502	Np006G340770	Om008G339020
OG0002503	Np002G105110	Om005G186910
OG0002504	Np004G249190	Om005G188200
OG0002505	Np004G248490	Om005G188870
OG0002505	Np002G114670	Om005G219760
OG0002506	Np002G115760, Np003G171450	Om005G220560
OG0002506	Np004G248170	Om005G189200
OG0002508	Np001G024780	Om006G274070
OG0002508	Np004G242820	Om005G194000
OG0002509	Np001G024470	Om006G273800
OG0002510	Np004G244580	Om005G192470
OG0002511	Np004G213820	Om006G258800
OG0002512	Np001G065340	Om003G124540
OG0002512	Np004G190810	Om003G090130
OG0002513	Np007G411370	Om002G053810
OG0002513	Np003G129710	Om004G172240
OG0002514	Np004G195410	Om002G054400
OG0002515	Np007G410140	Om002G055180
OG0002516	Np005G280310, Np005G280330	Om007G286760
OG0002517	Np005G277310	Om001G021280
OG0002517	Np003G163760	Om003G115090
OG0002518	Np005G278950	Om001G018700
OG0002519	Np003G159430	Om003G117590
OG0002520	Np003G158550	Om003G118140
OG0002521	Np003G138860	Om004G162830, Om004G162810
OG0002522	Np003G135770	Om004G166680
OG0002522	Np001G004530	Om006G233080
OG0002523	Np005G295390	Om001G000210
OG0002524	Np003G181760	Om008G352230
OG0002524	Np005G284710	Om001G009650
OG0002525	Np004G204340	Om001G013860
OG0002526	Np004G214030	Om007G291200
OG0002526	Np005G281080	Om007G286110
OG0002527	Np006G322150, Np006G341070	Om008G339380
OG0002527	Np004G214800	Om007G291660
OG0002528	Np007G375180	Om002G084630
OG0002528	Np005G267680	Om001G035710
OG0002529	Np005G268930	Om001G037570, Om009G363220
OG0002529	Np006G367250	Om004G152030
OG0002530	Np005G269580	Om001G038400
OG0002531	Np005G262240	Om001G039580
OG0002532	Np005G261470	Om001G040450
OG0002533	Np005G260200	Om001G041720
OG0002534	Np003G176330, Np003G176340, Np003G176350	Om008G343760
OG0002535	Np003G181440, Np005G284440	Om008G352840
OG0002536	Np003G182710	Om008G353500
OG0002537	Np003G182990	Om008G353650
OG0002538	Np005G306370	Om003G103530
OG0002539	Np005G305330	Om003G102700
OG0002539	Np005G305340, Np004G228750	Om003G102710
OG0002540	Np005G302750, Np005G302700, Np005G302530, Np005G302710	Om003G101390
OG0002541	Np006G320380	Om008G318620
OG0002542	Np006G323160	Om008G321170
OG0002542	Np001G067430	Om003G126750
OG0002543	Np006G323690	Om008G321630
OG0002543	Np001G066950	Om003G126150
OG0002544	Np006G326380	Om008G324390
OG0002544	Np001G065100	Om003G124160
OG0002545	Np006G329850	Om008G327780
OG0002546	Np006G329710, Np004G225580	Om005G223600, Om005G223580, Om005G223690
OG0002547	Np001G061750	Om003G120350
OG0002547	Np006G330130	Om008G327970
OG0002548	Np006G335400	Om007G278310, Om008G333730
OG0002548	Np003G127990	Om004G174130
OG0002550	Np003G148830	Om006G242290, Om002G082760
OG0002551	Np003G152850	Om006G245990
OG0002552	Np001G049220	Om005G189940, Om006G261690
OG0002552	Np001G005880	Om006G234150
OG0002553	Np001G001680	Om006G230380
OG0002553	Np001G051690	Om006G258940
OG0002554	Np001G000900	Om008G349110, Om006G229790, Om006G229770
OG0002555	Np003G188190	Om004G158540
OG0002555	Np004G258550	Om005G178760
OG0002556	Np003G187900	Om004G158740
OG0002556	Np004G258380	Om005G178920
OG0002557	Np004G253800	Om005G183350
OG0002557	Np006G355200	Om007G280420
OG0002558	Np005G278570	Om002G081980, Om004G142620, Om001G019410
OG0002559	Np007G424830	Om002G042630
OG0002559	Np003G141610	Om007G301000
OG0002560	Np003G142260	Om007G300020
OG0002560	Np007G424320	Om002G043100
OG0002561	Np003G143780	Om007G297980
OG0002562	Np001G015530	Om007G293330
OG0002562	Np007G419610	Om002G046800
OG0002563	Np007G419490	Om002G046910, Om002G046950, Om002G046940, Om008G358000
OG0002564	Np007G417280	Om002G048840, Om002G048850
OG0002565	Np001G054710	Om006G255810
OG0002566	Np006G337160, Np006G337170	Om008G335590
OG0002567	Np004G239960	Om005G197230
OG0002568	Np002G078080	Om004G137960
OG0002568	Np004G235860	Om005G201600
OG0002569	Np002G076970	Om004G136990
OG0002569	Np004G235170	Om005G202460
OG0002570	Np004G235040	Om005G202540
OG0002571	Np002G076320	Om004G135920
OG0002571	Np004G234490	Om005G203100
OG0002572	Np002G075100	Om004G134930
OG0002572	Np004G233750	Om005G203930
OG0002573	Np002G085750	Om005G208210
OG0002573	Np004G228740	Om004G144750
OG0002574	Np004G208860	Om004G146730
OG0002574	Np002G088720	Om005G210500
OG0002575	Np004G227690	Om005G194880, Om005G194980, Om005G194910, Om005G195000, Om001G025040
OG0002576	Np001G037620, Np004G244280	Om005G192740
OG0002577	Np006G364060	Om005G185180
OG0002578	Np004G253370	Om005G183800
OG0002580	Np006G355950	Om007G279840
OG0002580	Np004G254430	Om005G182880
OG0002582	Np006G331850	Om004G171520, Om008G330130
OG0002583	Np001G050550	Om006G260240
OG0002583	Np001G011970	Om006G239330
OG0002584	Np003G153990	Om006G247270
OG0002585	Np003G152660	Om006G245810
OG0002586	Np002G088920	Om006G267290, Om005G210690
OG0002587	Np004G235750	Om005G201720
OG0002587	Np002G077950	Om004G138100
OG0002588	Np002G079390	Om004G139700
OG0002588	Np004G237070	Om005G200420, Om005G200430
OG0002589	Np002G081980	Om004G142230
OG0002590	Np007G406030	Om002G058800
OG0002590	Np004G192020	Om003G091560
OG0002591	Np007G407450	Om002G057760
OG0002591	Np004G191180	Om003G090550
OG0002592	Np004G191920	Om003G091390
OG0002592	Np007G406150	Om005G219360, Om002G058660
OG0002593	Np004G193850	Om003G093810
OG0002593	Np007G403660	Om002G060860
OG0002594	Np004G194100	Om003G094080
OG0002595	Np004G194640	Om003G094740
OG0002596	Np007G391410	Om002G062960
OG0002596	Np005G301700	Om003G100750
OG0002597	Np007G392310	Om002G063790
OG0002597	Np004G200050	Om003G099940
OG0002598	Np007G393210	Om002G064590
OG0002599	Np007G382100	Om002G069870
OG0002600	Np007G423500	Om002G043700, Om003G102660
OG0002601	Np006G363700	Om001G038450
OG0002601	Np005G270200	Om001G029380
