Orthogroup	Noccaea_praecox	Camelina_sativa
OG0002608	Np007G383920	XP_010488331.1, XP_010468396.2
OG0002609	Np001G005560	XP_010415843.1, XP_010415857.1, XP_010459608.1, XP_010427983.1, XP_010427910.1, XP_010473772.1, XP_019101076.1, XP_010413285.2
OG0002610	Np002G113040	XP_010436510.1
OG0002610	Np001G035880	XP_010494789.1, XP_010441612.1, XP_010481484.1
OG0002611	Np006G334680	XP_019100514.1, XP_010509102.1, XP_019102529.1
OG0002612	Np005G270380	XP_010451084.2, XP_010436294.2, XP_010445009.2, XP_019089017.1, XP_019086667.1, XP_010445010.2
OG0002613	Np004G256680, Np004G256710	XP_010501305.1
OG0002614	Np001G021980	XP_010514346.1, XP_010502624.1, XP_010425404.1
OG0002617	Np005G312830	XP_019085672.1
OG0002618	Np001G005410	XP_019087998.1, XP_010484127.1, XP_019087689.1, XP_010484129.1, XP_019098627.1, XP_010460961.1
OG0002619	Np007G412280	XP_019100662.1
OG0002622	Np007G372270	XP_010416079.1, XP_010489072.1, XP_010495919.1
OG0002622	Np005G275950	XP_010438388.1, XP_010447920.1, XP_010433167.1
OG0002623	Np006G365970	XP_019083742.1, XP_010417177.1, XP_010417183.1, XP_010429399.1, XP_010472435.1
OG0002624	Np005G262860	XP_010432661.1, XP_010447343.1, XP_010437852.1
OG0002626	Np007G377600	XP_010467348.1
OG0002626	Np005G264790	XP_010437613.1, XP_010447078.1, XP_010432412.1
OG0002627	Np005G264910	XP_010447057.1, XP_010437590.1
OG0002627	Np007G377430, Np007G377420	XP_010516792.1, XP_010467360.1, XP_010489210.1
OG0002628	Np007G376920	XP_019092683.1, XP_010489243.1, XP_019083899.1, XP_010467403.1, XP_010489251.1, XP_010516350.1
OG0002628	Np005G265670	XP_010447012.1, XP_010432358.1, XP_010437542.1
OG0002629	Np006G340950	XP_010509669.1, XP_019100450.1
OG0002629	Np004G215250	XP_010478555.1, XP_010460913.1, XP_010499663.1
OG0002630	Np004G217890, Np006G340340	XP_010461024.1, XP_010478622.1, XP_010499749.1
OG0002631	Np006G340110	XP_019102478.1
OG0002631	Np005G298260	XP_010434772.1, XP_010449722.1, XP_010440104.1
OG0002632	Np002G108420	XP_010480255.1, XP_010511285.1, XP_010414989.1
OG0002632	Np004G249900	XP_010489871.1, XP_010458206.1, XP_010475753.1
OG0002633	Np002G112250	XP_010511353.1
OG0002633	Np004G249460	XP_010475806.1, XP_010490222.1, XP_010458262.1
OG0002634	Np002G113880	XP_019083138.1, XP_010470242.1
OG0002635	Np004G246900	XP_010476070.1, XP_010492868.1, XP_010458544.1
OG0002635	Np002G118570	XP_010418141.1, XP_010430189.1
OG0002636	Np004G241750	XP_010458984.1, XP_010496455.1, XP_010476541.1
OG0002636	Np001G026490	XP_010424960.1, XP_010496847.1, XP_010513916.1
OG0002637	Np004G242810	XP_010495720.1, XP_010458874.1, XP_010476436.1
OG0002637	Np001G024790	XP_019085949.1, XP_019102160.1, XP_019100035.1
OG0002638	Np001G023530	XP_010425222.1, XP_010502449.1, XP_010514189.1
OG0002638	Np004G244090	XP_010476319.1, XP_010495138.1, XP_010458776.1
OG0002639	Np001G021740	XP_010507021.1, XP_019101820.1
OG0002639	Np003G127000	XP_010423818.1, XP_010490743.1, XP_010452126.1
OG0002640	Np001G019520	XP_010502883.1, XP_019102063.1, XP_010425664.1
OG0002640	Np001G019560	XP_010502877.1, XP_010430857.1, XP_010514594.1
OG0002641	Np005G315570, Np005G318700	XP_010441066.1, XP_010435882.1, XP_010450802.1
OG0002641	Np001G019100	XP_010495866.1, XP_010502935.1, XP_010425712.1
OG0002642	Np002G092580	XP_010415289.1, XP_010470624.1, XP_010511640.1
OG0002642	Np005G313860	XP_010450885.1, XP_010440990.1
OG0002643	Np005G312470	XP_010435616.1, XP_010440886.1, XP_010435619.1, XP_010435617.1, XP_010450535.1
OG0002643	Np002G095040	XP_010415182.1, XP_010511464.1, XP_010470515.1
OG0002644	Np005G277540	XP_010433346.1, XP_010438588.1, XP_010448109.1
OG0002645	Np003G156320	XP_010451866.1, XP_010483223.1
OG0002645	Np005G279910	XP_010438816.1, XP_010448343.1, XP_010433568.1
OG0002646	Np003G128580	XP_010452302.1, XP_010423626.1, XP_010490905.1
OG0002647	Np005G282020	XP_010433749.1, XP_010439007.1
OG0002648	Np003G164430	XP_010442871.1, XP_010445584.1, XP_010485096.1
OG0002648	Np005G277090	XP_010433291.1, XP_010448063.1, XP_010438531.1
OG0002649	Np003G161350	XP_010442944.1
OG0002650	Np003G162680, Np003G162580	XP_010443013.1, XP_010482844.1, XP_010446843.1
OG0002651	Np003G163320	XP_010482869.1, XP_010443040.1, XP_010448429.1
OG0002651	Np005G278340	XP_010448164.1, XP_010438645.1, XP_010433392.1
OG0002652	Np007G373980	XP_010414861.1, XP_019097099.1, XP_010467732.1
OG0002653	Np003G137300	XP_010453126.1, XP_010419646.1, XP_010491779.1
OG0002653	Np001G012430	XP_010454834.1, XP_010493758.1
OG0002654	Np001G002850	XP_019088261.1, XP_010484395.1, XP_010463416.1
OG0002654	Np003G136870	XP_010422833.1, XP_010491731.1
OG0002655	Np003G136310	XP_010453023.1, XP_010422900.1, XP_010491657.1
OG0002655	Np001G003410	XP_010444499.1, XP_010484325.1, XP_010462148.1
OG0002656	Np001G004260	XP_010444398.1, XP_010484246.1, XP_010462944.1
OG0002656	Np003G135960	XP_010491612.1, XP_010452970.1, XP_010422948.1
OG0002657	Np005G292640	XP_019086905.1, XP_010449508.1, XP_010439908.1
OG0002657	Np001G034990, Np005G303100	XP_010426878.1
OG0002658	Np005G287130	XP_019086697.1, XP_010439550.1
OG0002658	Np005G311820	XP_010449140.1
OG0002659	Np005G285630	XP_010448911.1, XP_010434063.1, XP_010439347.1
OG0002660	Np003G182520	XP_010433458.1, XP_010455684.1
OG0002660	Np005G285040	XP_010434016.1, XP_010448868.1, XP_010439311.1
OG0002661	Np005G283520	XP_010439170.1, XP_010448704.1, XP_010433903.1
OG0002661	Np003G180430	XP_010422092.1, XP_010455544.1, XP_010434997.1
OG0002662	Np004G204600	XP_010500048.1, XP_010461330.1, XP_010478955.1
OG0002662	Np003G177050	XP_010438320.1, XP_010455345.1, XP_010421853.1
OG0002663	Np004G210920	XP_010499305.1, XP_010460580.1, XP_010478165.1
OG0002665	Np005G267720	XP_010437380.1, XP_010446823.1
OG0002665	Np001G021500, Np007G375080, Np001G021490	XP_010489441.1, XP_010413224.1, XP_010467596.1
OG0002666	Np005G268160	XP_010432171.1, XP_010437342.1, XP_010446785.1
OG0002667	Np005G268260	XP_010432163.1, XP_010446771.1, XP_010437328.1
OG0002667	Np007G374610	XP_019098920.1, XP_010467647.1, XP_019096850.1
OG0002668	Np005G268750, Np005G268740	XP_019087240.1, XP_010446708.1, XP_010432097.1
OG0002669	Np006G368250, Np006G368260	XP_010417041.1, XP_010472280.1
OG0002669	Np005G269730	XP_010432033.1, XP_010437188.1, XP_010446627.1
OG0002670	Np006G370000	XP_010429080.1, XP_010416915.1, XP_010472156.1
OG0002670	Np005G261270	XP_010446453.1, XP_010437034.1, XP_010431887.1
OG0002672	Np005G315930	XP_010441084.1, XP_010435858.1, XP_010450779.1
OG0002673	Np003G176310	XP_010455321.1, XP_010421830.1, XP_010436004.1
OG0002673	Np004G241820	XP_010496379.1, XP_010458977.1, XP_010476530.1
OG0002674	Np003G182610, Np003G157230	XP_010433369.1, XP_010455698.1, XP_010433379.1, XP_010422222.1, XP_010422224.1, XP_010455700.1, XP_010455699.1
OG0002675	Np005G287490	XP_010434231.1, XP_010449113.1, XP_010439515.1
OG0002675	Np003G184880	XP_010455865.1, XP_010422429.1, XP_010431445.1
OG0002676	Np005G307700	XP_010435332.1
OG0002676	Np007G388040	XP_010466954.1, XP_019083598.1
OG0002677	Np005G307950	XP_010440647.2, XP_019089178.1
OG0002677	Np005G308060	XP_010450275.1, XP_010470043.2
OG0002677	Np005G308050	XP_010440650.1, XP_010496005.1, XP_010450803.1, XP_019093713.1
OG0002678	Np007G386050, Np005G308180	XP_019092128.1, XP_019096618.1, XP_019083371.1
OG0002678	Np005G307200	XP_019086433.1
OG0002679	Np007G384000	XP_010440448.1, XP_010450026.1, XP_010435110.1
OG0002680	Np005G304680	XP_010435101.1, XP_010440433.1
OG0002680	Np007G383930	XP_010466594.1, XP_010488332.1, XP_010511972.1
OG0002681	Np006G322940	XP_010518313.1, XP_010506642.1, XP_010508027.1
OG0002682	Np006G327390	XP_010413029.1, XP_010507717.1
OG0002682	Np001G064550	XP_010470450.1, XP_010511120.2, XP_010415117.1
OG0002683	Np006G329120	XP_010517694.1, XP_010508639.1, XP_010505996.1
OG0002683	Np001G062870	XP_010504744.1, XP_010516446.1, XP_010427704.1
OG0002684	Np006G329960	XP_010517655.1
OG0002685	Np003G125510	XP_010451993.1, XP_010423950.1, XP_010490571.1
OG0002685	Np007G414050	XP_010464510.1, XP_010466520.1, XP_010486439.1
OG0002686	Np003G128560	XP_010452298.1, XP_010490903.1, XP_010423636.1
OG0002687	Np001G045030	XP_010425963.1, XP_010514873.1
OG0002687	Np003G151900	XP_010483683.1, XP_010443834.1, XP_010456317.1
OG0002688	Np001G045550	XP_010503191.1, XP_010514902.1, XP_010426008.1
OG0002688	Np003G152270	XP_010443792.1, XP_010455839.1
OG0002689	Np003G152820, Np003G152810	XP_010443720.2, XP_010483600.1, XP_019092967.1
OG0002690	Np001G046390	XP_010514989.1, XP_010426103.1, XP_010503278.1
OG0002691	Np001G049190	XP_010426356.1, XP_010515180.1
OG0002691	Np001G005910	XP_010484088.1, XP_010444244.1
OG0002692	Np003G189290	XP_010427031.1, XP_010456286.1, XP_010419590.1
OG0002692	Np004G259300	XP_010457089.1, XP_010479896.1
OG0002693	Np003G185860	XP_010430531.1, XP_010455954.1, XP_010422516.1
OG0002694	Np001G040030	XP_019095580.1, XP_010494432.1, XP_010441907.1, XP_019095579.1
OG0002694	Np004G256630	XP_010457391.1, XP_010482496.1, XP_010475005.1
OG0002695	Np006G355410	XP_010510172.1, XP_010414098.1, XP_010469687.1
OG0002695	Np004G253930	XP_010457681.1, XP_010475301.1, XP_010485339.1
OG0002696	Np004G251580	XP_010488010.1, XP_010475555.1, XP_010457986.1
OG0002696	Np006G359830	XP_010510588.1, XP_010470051.1, XP_010414489.1
OG0002697	Np007G414300	XP_010464481.1, XP_010486417.1, XP_010463806.1
OG0002698	Np007G422350	XP_019099050.1, XP_010485664.1, XP_010463779.1
OG0002698	Np003G144710	XP_010453929.1, XP_010420453.1, XP_010492691.2
OG0002699	Np007G422240	XP_010509879.1, XP_010463789.1, XP_010485677.1
OG0002699	Np003G144760	XP_010420465.1, XP_010492697.1, XP_010453938.1
OG0002700	Np003G145680	XP_010492819.1, XP_010454042.1, XP_010420560.1
OG0002700	Np007G421380	XP_010463860.1, XP_010485757.1, XP_010515953.1
OG0002701	Np001G017260	XP_010439435.1, XP_010482124.1
OG0002702	Np001G060150	XP_010427422.1, XP_010516216.1, XP_010504498.1
OG0002702	Np007G386780, Np006G331700	XP_010508868.1, XP_019100546.1, XP_010517462.1
OG0002703	Np004G213500	XP_010499549.1, XP_010413922.1, XP_010467615.1, XP_010489508.1, XP_010460815.1
OG0002704	Np006G337870	XP_010516951.1, XP_010509397.1
OG0002704	Np001G056140	XP_010426972.1, XP_010515822.1, XP_010504090.1
OG0002705	Np001G057340	XP_010427097.1, XP_010515945.1, XP_010504223.1
OG0002705	Np006G335000	XP_010505522.1, XP_010509167.1
OG0002706	Np002G072130	XP_010472803.1, XP_010429833.1, XP_010417608.1
OG0002706	Np004G239930	XP_010476744.1, XP_010459180.1, XP_010497794.1
OG0002707	Np002G081140	XP_010416145.1, XP_010471397.1, XP_010428262.1
OG0002707	Np004G238020	XP_010498171.1, XP_010459409.2, XP_010476957.2
OG0002708	Np002G078070	XP_010471645.1, XP_010416415.1, XP_019085013.1
OG0002708	Np004G235850	XP_010459638.1, XP_010498387.1, XP_010477186.1
OG0002709	Np002G075640	XP_010428760.1, XP_010471856.1, XP_010416620.1
OG0002709	Np004G234150	XP_010459838.1, XP_010477393.1, XP_010498581.1
OG0002710	Np002G083750	XP_010471153.1, XP_010427970.1, XP_010415846.1
OG0002711	Np002G085630	XP_010512101.1, XP_019093510.1, XP_019082774.1
OG0002711	Np004G229190	XP_010498926.1, XP_010460177.1, XP_010477727.1
OG0002712	Np004G209020	XP_010499096.1, XP_010477909.1, XP_010460352.1
OG0002713	Np004G209070	XP_010499099.1
OG0002714	Np004G241260	XP_019091680.1, XP_010496855.1, XP_019095113.1
OG0002715	Np001G027050	XP_010502141.1, XP_010513890.1
OG0002715	Np004G241530	XP_010459005.1, XP_010476567.1, XP_010496630.1
OG0002716	Np004G248470	XP_010475897.1
OG0002717	Np003G143440	XP_010492530.1, XP_010453792.1, XP_010420326.1
OG0002718	Np003G144630	XP_010420448.1, XP_010453923.1, XP_010492684.1
OG0002718	Np003G144580	XP_010492683.1, XP_010492680.1, XP_010492681.1, XP_010420447.1, XP_010453922.1, XP_010453921.1
OG0002719	Np001G012050	XP_010454803.1, XP_010493724.1, XP_010421320.1
OG0002720	Np001G052580	XP_010503767.1, XP_010515474.1
OG0002721	Np001G050330	XP_010426445.1
OG0002721	Np001G011760	XP_010421270.1, XP_010454751.1, XP_010493601.1
OG0002722	Np002G087300	XP_010511952.1, XP_010470906.1, XP_019083262.1
OG0002722	Np002G087680, Np002G096620	XP_010415524.1, XP_019093181.1, XP_010511923.1
OG0002723	Np002G073840	XP_010416778.1, XP_010428924.1, XP_010472010.1
OG0002723	Np004G232560	XP_010477481.1, XP_019095434.1
OG0002724	Np004G234650	XP_010477334.1, XP_010459771.1, XP_010498522.1
OG0002724	Np002G076480	XP_010416560.1, XP_010428700.1
OG0002725	Np007G408080	XP_010487056.1, XP_019101470.1
OG0002725	Np007G408090	XP_010499954.1, XP_010465113.1
OG0002726	Np007G403690	XP_010503033.1, XP_010487373.1, XP_010465517.1
OG0002726	Np004G193810	XP_010479823.1, XP_010500919.1, XP_010462146.1
OG0002727	Np007G390490	XP_010465638.1, XP_010487476.1, XP_010504014.1
OG0002728	Np007G395850	XP_010507479.1, XP_010487842.1, XP_019092795.1
OG0002729	Np004G196280	XP_010479549.1, XP_010461931.1
OG0002730	Np007G382010	XP_010510483.2, XP_010466422.1
OG0002731	Np007G383190	XP_010466522.1, XP_010511345.1
OG0002731	Np005G303920	XP_010449972.1, XP_010435049.1
OG0002733	Np004G198370	XP_019094291.1, XP_019094292.1, XP_019097540.1, XP_019091355.1, XP_019091409.1, XP_010479364.1, XP_019097542.1
OG0002734	Np004G213380	XP_019099277.1, XP_010460791.1, XP_010478385.1, XP_010504923.1, XP_010516607.1, XP_010509734.1
OG0002736	Np006G336300	XP_010509241.1, XP_010517080.1, XP_010505408.1
OG0002736	Np001G057180	XP_019102344.1, XP_010427077.1
OG0002737	Np006G331030	XP_010508807.1, XP_010505833.1, XP_010497264.2, XP_010517519.1
OG0002737	Np001G060600, Np001G058230	XP_010516249.1, XP_010504549.1, XP_010427462.1
OG0002738	Np002G124570, Np003G184100, Np006G322710	XP_010494997.1, XP_010497383.1, XP_010433198.1, XP_010438423.1, XP_010447952.1, XP_010481303.1, XP_010441436.1
OG0002739	Np001G051100	XP_010412679.1, XP_010426526.1, XP_010515361.2, XP_010503664.1
OG0002739	Np001G002180	XP_010444650.1, XP_010484499.1, XP_010464071.1
OG0002740	Np001G064460	XP_010413738.1, XP_010512152.1
OG0002740	Np001G048690	XP_019100977.1
OG0002741	Np002G088950	XP_010511853.1, XP_010511852.1, XP_010470804.1, XP_010415474.1
OG0002741	Np004G201390	XP_010460374.1, XP_019094778.1
OG0002744	Np004G248500	XP_010475894.1
OG0002745	Np004G246340	XP_010501432.2, XP_010476115.1
OG0002747	Np007G390270	XP_019092568.1
OG0002747	Np007G390280	XP_010487446.2, XP_010503680.1
OG0002748	Np003G136020	XP_010422939.1, XP_010491623.1
OG0002749	Np003G157660	XP_019095648.1, XP_010476677.1, XP_019088064.1, XP_010476665.1, XP_010483117.1, XP_019088447.1, XP_010476690.1
OG0002751	Np003G140130, Np003G140180	XP_010433751.1, XP_010448545.1, XP_010438999.1, XP_010448537.1, XP_019088264.1, XP_010448539.1
OG0002753	Np005G276590	XP_010433238.1, XP_010438480.1, XP_010447999.1
OG0002753	Np007G371780	XP_019098427.1
OG0002754	Np005G275590	XP_010489089.1, XP_010416236.1, XP_010467933.1
OG0002755	Np006G364890	XP_010472496.1, XP_010417236.1, XP_010429471.1, XP_010432822.1, XP_010447538.1, XP_010438000.1
OG0002757	Np007G377560	XP_010467346.1
OG0002757	Np005G264820	XP_010432409.1, XP_010447074.1, XP_010444969.2
OG0002758	Np005G265850	XP_010437523.1, XP_010432340.1, XP_010446981.1
OG0002759	Np004G215240	XP_010460914.1
OG0002759	Np004G215230	XP_010499661.1, XP_010478554.1
OG0002760	Np005G281300	XP_019086224.1, XP_019098525.1
OG0002761	Np006G342610	XP_019083117.1, XP_019082579.1, XP_019082577.1, XP_019087446.1, XP_019087445.1, XP_019089156.1, XP_019084806.1, XP_019086283.1, XP_019101875.1, XP_019100957.1, XP_010470829.1
OG0002762	Np002G118760	XP_010418155.1, XP_010473399.1, XP_019085221.1
OG0002762	Np004G246740	XP_010476089.1, XP_010493043.1, XP_010458564.1
OG0002763	Np004G241510	XP_010459010.1, XP_010496659.1, XP_010476569.1
OG0002764	Np004G243140	XP_010476397.1, XP_010458834.1, XP_010495547.1
OG0002764	Np001G024250	XP_010425163.1, XP_010502383.1, XP_010514133.1
OG0002765	Np001G021600	XP_010425441.1, XP_010502664.1, XP_010514387.1
OG0002765	Np003G134680	XP_010491472.1, XP_010423099.1
OG0002766	Np005G312440	XP_010450528.1, XP_010440882.1, XP_010435610.1
OG0002766	Np002G095770	XP_010470502.1, XP_010415171.1, XP_010511553.1
OG0002766	Np006G359230	XP_010507292.1
OG0002767	Np002G121780	XP_010418332.1, XP_010430404.1, XP_010473551.1
OG0002767	Np004G244840	XP_010476256.1, XP_010494648.1
OG0002768	Np003G157330	XP_010443316.1, XP_010483142.1, XP_010451346.1
OG0002768	Np005G279500	XP_010438780.1, XP_010433528.1
OG0002769	Np007G413440	XP_010486511.1, XP_010464589.1, XP_010472857.1, XP_019098423.1
OG0002770	Np005G281420	XP_010438949.1, XP_010448498.1
OG0002770	Np003G172410	XP_010442551.1, XP_010482372.1, XP_010442265.1
OG0002771	Np003G136410	XP_010491666.1, XP_010422888.1, XP_010453034.1
OG0002771	Np001G003590	XP_010484313.1, XP_010444484.1
OG0002772	Np001G005270	XP_010461109.1, XP_010444310.1
OG0002772	Np003G135360	XP_010423018.1, XP_010452903.1, XP_010491543.1
OG0002773	Np003G133400	XP_010491366.1, XP_010452716.1, XP_010423202.1
OG0002773	Np001G008860	XP_010457583.1, XP_010443987.1, XP_010483845.1
OG0002774	Np005G288910	XP_010439634.1, XP_010434346.1, XP_010449275.1
OG0002774	Np001G038720	XP_010441817.1, XP_010481699.1, XP_019097192.1
OG0002775	Np005G288750	XP_010434331.1, XP_010449260.1, XP_010439624.1
OG0002775	Np001G038900	XP_010441826.1, XP_010481709.1, XP_010494530.1
OG0002776	Np005G286900	XP_010434168.1, XP_010439462.1, XP_010449046.1, XP_019092722.1
OG0002776	Np005G286910	XP_010449042.1, XP_010439465.1, XP_010434166.1
OG0002777	Np005G286350	XP_010439408.1, XP_010434110.1, XP_010448974.1, XP_010497681.1, XP_010456356.1, XP_010495039.1, XP_010424818.1, XP_010456354.1
OG0002778	Np005G284220	XP_019085825.1, XP_019083159.1, XP_019093385.1
OG0002779	Np004G208390	XP_010461224.1, XP_010478823.1
OG0002780	Np004G204820	XP_019100885.1, XP_010500071.1
OG0002781	Np006G368070	XP_010429225.1
OG0002781	Np005G269620	XP_010437198.1, XP_010446639.1
OG0002782	Np006G369060	XP_010429152.2, XP_010416992.1
OG0002782	Np005G262150	XP_010437117.1, XP_010431972.1, XP_010446560.1, XP_010431571.1
OG0002783	Np006G370910, Np005G307110	XP_010429021.1, XP_010416865.1, XP_010472103.1, XP_019089400.1, XP_019098474.1, XP_019086500.1, XP_019087999.1
OG0002784	Np005G294520	XP_010439986.1, XP_010449596.1, XP_010434648.1, XP_010481350.1, XP_010494948.1, XP_010441489.1
OG0002785	Np005G309960	XP_010435421.1, XP_010435432.1, XP_010450371.2, XP_010440709.1
OG0002785	Np007G389930	XP_010467136.1, XP_010488804.1
OG0002786	Np007G389740, Np005G310020	XP_010467126.1, XP_010412938.1, XP_010488797.1, XP_010412952.1
OG0002787	Np005G310440	XP_010440761.1, XP_010435463.1, XP_010450412.1
OG0002787	Np007G388830	XP_019098877.1, XP_019096463.1, XP_019092308.1
OG0002788	Np005G305290	XP_010440461.1, XP_010435121.1, XP_010450037.1
OG0002788	Np007G384260	XP_010512137.1, XP_010488361.1, XP_010466630.1
OG0002789	Np007G383630	XP_010511734.1, XP_010488315.1, XP_010466574.1
OG0002789	Np005G304390	XP_010450002.1
OG0002790	Np007G383020	XP_010488254.1, XP_010511242.1, XP_010466510.1
OG0002790	Np007G383040	XP_010466512.1, XP_010511255.1, XP_010488257.1
OG0002791	Np007G381890	XP_010510456.1, XP_010466418.1
OG0002793	Np006G322020, Np003G182030	XP_010507941.1, XP_010518387.1
OG0002794	Np006G324580	XP_010506468.1
OG0002794	Np001G066570	XP_019082902.1, XP_019101725.1, XP_010469147.1
OG0002795	Np001G065830	XP_010469198.1, XP_010413572.1, XP_010512348.1
OG0002796	Np003G153790, Np006G326740	XP_019082369.1, XP_010508401.1, XP_010506250.1, XP_010517934.1
OG0002797	Np001G062600	XP_010427666.1, XP_010516414.1, XP_010516413.1, XP_010504718.1
OG0002797	Np006G328760	XP_010508592.1, XP_019082329.1, XP_010506044.1
OG0002798	Np006G329650	XP_010508659.1, XP_010517679.1
OG0002798	Np001G062070	XP_010516358.1, XP_010427615.1, XP_010427616.1
OG0002799	Np006G335810	XP_010509206.1, XP_010517111.1, XP_010505440.1
OG0002800	Np003G128030	XP_010452241.1, XP_010423687.1, XP_010490852.1
OG0002802	Np001G043600	XP_010503051.1, XP_010514732.1, XP_010425833.1
OG0002802	Np003G149500	XP_010420958.1, XP_010454429.1, XP_019097191.1
OG0002803	Np001G046860	XP_010503322.1, XP_010426160.1, XP_010515032.2
OG0002804	Np001G001590	XP_010444705.1
OG0002805	Np004G252300	XP_010487275.1, XP_010457896.1, XP_010475479.1
OG0002806	Np003G187730	XP_010422702.1, XP_010428585.1, XP_010456138.1
OG0002807	Np003G185660	XP_010430668.1, XP_019090608.1, XP_019084156.1
OG0002807	Np004G256980	XP_010457353.1, XP_019094946.1, XP_019094983.1
OG0002808	Np006G356800	XP_010469585.1, XP_010413993.1, XP_010510015.1
OG0002808	Np004G254930	XP_010457592.1, XP_010475188.1
OG0002809	Np006G355070	XP_010510207.1, XP_010469698.1, XP_010475333.1, XP_010457728.1, XP_010485710.1
OG0002810	Np004G253060	XP_010486434.1, XP_010457807.1, XP_010475407.1
OG0002810	Np006G353910	XP_010510286.1, XP_010418749.1
OG0002811	Np006G360470	XP_019101451.1, XP_010414412.1
OG0002812	Np006G360770	XP_019083607.1, XP_019093406.1, XP_010510775.1
OG0002812	Np004G251010	XP_010475632.1, XP_010458070.1, XP_010488728.1
OG0002813	Np007G425020	XP_010485381.1, XP_010435655.1, XP_010496278.1
OG0002813	Np003G141280	XP_010492241.1, XP_010420073.1, XP_010453558.1
OG0002814	Np003G142540	XP_010420230.1, XP_010492404.1, XP_010453700.1
OG0002814	Np007G423760	XP_010463617.1, XP_010485458.1, XP_010458222.1
OG0002815	Np007G422230	XP_010485678.1, XP_010510166.1, XP_010463790.1
OG0002815	Np003G144790	XP_010453945.1, XP_010492701.1, XP_010420473.1
OG0002817	Np007G420750	XP_010485804.1, XP_010413938.1, XP_010463911.1
OG0002817	Np003G146310	XP_010420611.1, XP_010492852.1, XP_010454088.1
OG0002818	Np007G419440	XP_010485900.1, XP_010421835.1, XP_010464001.1
OG0002818	Np001G015350	XP_010494038.1, XP_019090027.1
OG0002819	Np003G146880	XP_010454164.1, XP_010420687.1, XP_010492939.1
OG0002819	Np007G417410	XP_010436636.1, XP_010464185.1, XP_010486108.1
OG0002820	Np007G416970	XP_010486157.1, XP_010440870.1
OG0002820	Np007G417000	XP_010486155.1, XP_010440679.1
OG0002821	Np007G416390	XP_010445248.1, XP_010486213.1, XP_010464272.1
OG0002822	Np007G420400	XP_010485838.1, XP_010416503.1, XP_010463941.1
OG0002823	Np001G054980	XP_010515749.1, XP_010426896.1, XP_010504020.1
OG0002823	Np006G339450	XP_010516836.1, XP_010505156.1, XP_010509497.1
OG0002824	Np001G056830	XP_010515899.1, XP_010504174.1, XP_010427053.1
OG0002824	Np006G336540	XP_010517058.1, XP_010505378.1, XP_010509270.1
OG0002825	Np006G360740	XP_010472954.1, XP_010429987.1, XP_010417730.1
OG0002825	Np004G240820	XP_010476639.1, XP_010459086.1
OG0002826	Np002G071570	XP_010472851.1, XP_010429883.1, XP_010417650.1
OG0002826	Np004G240210	XP_010476703.1, XP_010497588.1, XP_010459140.1
OG0002827	Np004G238570	XP_010498100.1, XP_019091970.1, XP_010476902.1
OG0002827	Np002G082110	XP_010428155.1, XP_010471297.1, XP_010416028.1
OG0002828	Np004G238520	XP_010498106.1
OG0002828	Np002G082040	XP_010428162.1, XP_010471301.1, XP_010416032.1
OG0002829	Np004G238060	XP_010476952.1
OG0002829	Np002G081320	XP_010428236.1, XP_010416117.1, XP_010471384.1, XP_010416118.1
OG0002830	Np004G236890	XP_010459523.1, XP_010477077.1
OG0002831	Np002G078880	XP_010416333.1, XP_010428467.1
OG0002831	Np004G236750	XP_010498298.1, XP_010459541.1, XP_010477092.1
OG0002832	Np004G234960	XP_010459740.1, XP_010498488.1, XP_010477299.1
OG0002832	Np002G076720	XP_010428680.1, XP_010416537.1, XP_010471776.1
OG0002833	Np004G234950	XP_010498487.1, XP_010459738.1, XP_010477297.1
OG0002833	Np002G076710	XP_010471775.1
OG0002834	Np004G229480	XP_010460163.1, XP_010477691.1, XP_010498895.1
OG0002834	Np002G085550	XP_010427800.1, XP_010415706.1, XP_010471024.1
OG0002835	Np002G087360	XP_010415558.1, XP_010470899.1, XP_010511946.1
OG0002835	Np004G225230	XP_010499048.1, XP_010460319.1, XP_010477863.1
OG0002836	Np004G209010	XP_010499095.1, XP_010460353.1, XP_010477910.1
OG0002837	Np002G089200	XP_010470794.1, XP_010511834.1, XP_010415462.1
OG0002838	Np005G282550	XP_010433791.1, XP_010448582.1, XP_010439061.1, XP_010482286.1
OG0002840	Np005G261220	XP_010437021.1, XP_010431881.1, XP_010446447.1
OG0002840	Np006G369910	XP_010416906.1, XP_010429071.1
OG0002841	Np006G356850	XP_010413990.1, XP_010510012.1, XP_010469582.1
OG0002841	Np007G409830, Np004G254950	XP_010475185.1, XP_010457588.1, XP_010484726.1
OG0002842	Np002G113440, Np004G257170	XP_010474940.1, XP_010457326.2, XP_010481702.1, XP_010483190.1, XP_010475063.1, XP_010457449.1
OG0002844	Np003G141810	XP_010420139.1, XP_010492312.1, XP_010453621.1
OG0002845	Np003G146650	XP_010420653.1, XP_010492915.1, XP_010454127.1
OG0002846	Np001G016250	XP_010471987.1, XP_010440722.1, XP_010442420.1, XP_010482228.1, XP_010513277.2, XP_010474001.1
OG0002847	Np007G408410	XP_019099549.1
OG0002848	Np001G011790	XP_010421272.1, XP_019089847.1, XP_010493606.1
OG0002848	Np001G050380	XP_010426450.1, XP_010503598.1
OG0002849	Np001G050220	XP_010426437.1, XP_010515274.1
OG0002849	Np001G011530	XP_010421253.1, XP_010493575.1, XP_010454735.1
