Orthogroup	Noccaea_praecox	Cardamine_glauca
OG0002239	Np004G245890	Cg006G233830
OG0002240	Np003G156310	Cg003G104800
OG0002240	Np005G279940	Cg001G014800
OG0002241	Np003G125750	Cg008G282660
OG0002241	Np007G413830	Cg004G124690
OG0002242	Np007G412110	Cg004G125810
OG0002242	Np003G128540	Cg008G284830
OG0002243	Np005G303120	Cg001G026120
OG0002243	Np002G070500	Cg007G281470
OG0002244	Np001G006690	Cg003G110810
OG0002244	Np007G409940	Cg003G085440
OG0002245	Np005G281150	Cg001G015670
OG0002245	Np003G184460	Cg003G097750
OG0002246	Np003G167400	Cg003G098410
OG0002247	Np003G167080	Cg003G098610
OG0002247	Np005G280730	Cg001G015340
OG0002248	Np003G163080, Np003G159840	Cg003G101740
OG0002248	Np005G278270	Cg001G013470
OG0002249	Np003G160620	Cg003G102340
OG0002250	Np003G158640	Cg003G103220
OG0002251	Np003G158100	Cg003G103590
OG0002251	Np005G279240	Cg001G014270
OG0002252	Np003G155760	Cg003G105170
OG0002252	Np005G280180	Cg001G014950
OG0002253	Np003G139750	Cg008G293200
OG0002253	Np004G210190	Cg006G219380
OG0002254	Np003G147380	Cg008G299910
OG0002254	Np003G139150	Cg008G292760
OG0002255	Np001G013760	Cg008G305880
OG0002255	Np003G138840	Cg008G292450
OG0002256	Np001G033960, Np001G037000	Cg008G322740
OG0002256	Np005G290440	Cg001G021680
OG0002257	Np005G285600	Cg001G018650
OG0002257	Np005G285620	Cg001G018660
OG0002258	Np003G184160	Cg005G171740
OG0002259	Np005G267960	Cg001G003810
OG0002259	Np005G267950	Cg001G003820
OG0002260	Np005G284880, Np005G284890	Cg001G035500
OG0002261	Np005G268670	Cg001G003190
OG0002262	Np005G269090	Cg001G002910
OG0002262	Np006G367520	Cg005G191470
OG0002263	Np005G261990	Cg001G001580
OG0002264	Np006G371200	Cg005G193880
OG0002264	Np005G260540	Cg001G000540
OG0002265	Np005G315110	Cg001G039320
OG0002265	Np001G018810	Cg002G067750
OG0002266	Np001G042260	Cg008G314510
OG0002266	Np004G200970	Cg006G203110
OG0002267	Np005G307150	Cg001G029190
OG0002267	Np007G386030	Cg004G141700
OG0002268	Np007G384450	Cg004G140750
OG0002268	Np005G305410	Cg001G027810
OG0002269	Np005G304970	Cg001G027450
OG0002269	Np007G383990	Cg004G140340
OG0002270	Np007G383830	Cg004G140150, Cg004G152360, Cg004G140140
OG0002271	Np005G303590	Cg001G026680
OG0002272	Np005G302520, Np005G302540	Cg001G025890
OG0002273	Np001G066760	Cg002G045720
OG0002273	Np006G324250	Cg005G160330
OG0002274	Np006G325820	Cg005G161540
OG0002274	Np001G065350	Cg002G046540
OG0002275	Np006G325950	Cg005G161650
OG0002275	Np001G065250	Cg002G046630
OG0002276	Np006G325960	Cg005G161660
OG0002276	Np001G065260	Cg002G046640
OG0002277	Np001G062650	Cg002G048440
OG0002277	Np006G328810, Np004G227080	Cg005G163750
OG0002278	Np001G062030	Cg002G048880
OG0002279	Np003G125440	Cg003G091460
OG0002279	Np007G422520	Cg004G118350
OG0002280	Np003G151110	Cg002G062600
OG0002280	Np003G151100	Cg008G302650
OG0002281	Np001G044660	Cg002G062530
OG0002281	Np003G151160	Cg008G302680
OG0002282	Np003G151960	Cg003G108050
OG0002283	Np001G003130	Cg003G113380
OG0002284	Np004G259060	Cg006G244780
OG0002284	Np003G188880	Cg014G332830, Cg003G076740
OG0002286	Np004G256500	Cg006G242590
OG0002287	Np004G254330	Cg006G240730
OG0002287	Np006G355720	Cg005G174780
OG0002288	Np006G348240, Np006G354680	Cg005G175520
OG0002288	Np004G253560	Cg006G240010
OG0002289	Np004G252050, Np004G252030	Cg006G238660, Cg006G238610
OG0002290	Np004G250920	Cg006G237620
OG0002291	Np005G263170	Cg001G007260
OG0002291	Np006G362890	Cg005G186120
OG0002292	Np003G141540	Cg008G294830
OG0002292	Np007G424860	Cg004G116490
OG0002293	Np007G424090	Cg004G117150
OG0002293	Np003G142380	Cg008G295750
OG0002294	Np003G143280	Cg008G296540
OG0002294	Np003G187980, Np007G423190	Cg004G117770
OG0002295	Np003G143500	Cg008G296710
OG0002295	Np007G423050	Cg004G117910
OG0002296	Np007G422840	Cg004G118120
OG0002297	Np003G143960	Cg008G297060
OG0002298	Np003G144880	Cg008G297840
OG0002298	Np007G422080	Cg004G119140
OG0002299	Np001G014500	Cg008G306500
OG0002300	Np001G016550	Cg008G308740, Cg008G308720, Cg008G308730
OG0002301	Np007G416270	Cg004G123040
OG0002301	Np001G016790	Cg008G309130, Cg008G310830
OG0002302	Np006G337860	Cg005G169440
OG0002302	Np001G056130	Cg002G053210
OG0002303	Np002G070950	Cg007G280660
OG0002303	Np004G240610	Cg006G230170
OG0002304	Np004G239970	Cg006G229660
OG0002304	Np002G072080	Cg007G280170
OG0002305	Np002G072390	Cg007G279940
OG0002305	Np004G239800, Np004G239830	Cg006G229530
OG0002306	Np004G239520	Cg006G229300
OG0002306	Np002G072680	Cg007G279720
OG0002307	Np004G236980	Cg006G227290
OG0002308	Np004G234290	Cg006G224920
OG0002308	Np002G076050	Cg007G277310
OG0002309	Np004G233300	Cg006G224140
OG0002309	Np002G074720	Cg007G278240
OG0002310	Np004G232850	Cg006G224030
OG0002310	Np002G074500	Cg007G278380
OG0002311	Np004G229470	Cg006G221980
OG0002311	Np002G085560	Cg007G270730
OG0002312	Np002G085720	Cg007G270630
OG0002313	Np002G087560	Cg007G269410
OG0002314	Np004G209920	Cg006G219460
OG0002314	Np002G091280	Cg007G267530
OG0002315	Np005G273280	Cg001G010060
OG0002316	Np002G106240	Cg007G255860
OG0002318	Np004G190340	Cg006G194290
OG0002319	Np004G257660	Cg006G243620
OG0002320	Np003G188370	Cg014G332530, Cg003G077100
OG0002320	Np004G258770	Cg006G244570
OG0002321	Np007G408920	Cg004G128230
OG0002321	Np003G140360	Cg008G293680
OG0002322	Np003G130130, Np003G130150, Np003G130140	Cg008G286110
OG0002324	Np002G083980	Cg007G271660
OG0002325	Np007G407990	Cg004G128970
OG0002325	Np004G190530	Cg006G194420
OG0002326	Np007G407680	Cg004G129220
OG0002326	Np004G190840	Cg006G194680
OG0002327	Np004G192510	Cg006G195870
OG0002327	Np007G405630	Cg004G130510
OG0002328	Np007G402800	Cg004G132100
OG0002328	Np004G194190	Cg006G197110
OG0002329	Np007G394150	Cg004G134960
OG0002329	Np004G199000	Cg006G201050
OG0002330	Np007G394320	Cg004G135070
OG0002331	Np007G380830	Cg004G138020
OG0002331	Np004G195560	Cg006G198260
OG0002333	Np005G264750	Cg001G005820
OG0002333	Np007G378040	Cg004G151430
OG0002334	Np007G371750	Cg004G157080
OG0002334	Np005G276630	Cg001G012310
OG0002335	Np004G194660	Cg006G197470
OG0002335	Np007G390360	Cg004G132490
OG0002336	Np007G390380	Cg004G132510
OG0002337	Np001G054590	Cg002G054340
OG0002337	Np006G339750	Cg005G170590
OG0002338	Np001G060100	Cg002G050230
OG0002338	Np006G331840	Cg005G165830
OG0002339	Np006G330260	Cg005G164610
OG0002339	Np001G061630	Cg002G049160
OG0002345	Np004G229710	Cg006G222020
OG0002345	Np004G229720	Cg006G222010
OG0002345	Np004G229730	Cg006G222030
OG0002348	Np005G276480	Cg001G012140
OG0002349	Np005G276260	Cg001G011970
OG0002349	Np007G372070	Cg004G156820
OG0002350	Np007G372730	Cg004G156170
OG0002351	Np006G366410	Cg005G190610
OG0002352	Np006G365780	Cg005G190320
OG0002352	Np005G272230	Cg001G009300
OG0002353	Np005G266000	Cg001G005060
OG0002354	Np004G215910	Cg006G214780
OG0002355	Np002G106320	Cg007G255720
OG0002355	Np007G419130	Cg004G121050
OG0002356	Np004G249370	Cg006G236350
OG0002357	Np001G062730	Cg002G048370
OG0002357	Np004G248260	Cg006G235550
OG0002358	Np004G241810	Cg006G231210
OG0002359	Np004G242120	Cg006G231370
OG0002359	Np001G025890	Cg002G074620
OG0002360	Np001G025650	Cg002G074550
OG0002361	Np005G318190	Cg001G041440
OG0002362	Np001G020570	Cg002G070720
OG0002362	Np005G317680	Cg001G041110
OG0002363	Np001G020200	Cg002G068660
OG0002364	Np002G097210, Np002G089910	Cg007G264550, Cg007G264610
OG0002364	Np002G097280	Cg007G264560
OG0002365	Np002G099790	Cg007G261530
OG0002365	Np005G310670	Cg001G034270
OG0002366	Np004G245070	Cg006G233310
OG0002366	Np002G121370	Cg007G247260
OG0002367	Np003G157490	Cg003G103990
OG0002367	Np005G279400	Cg001G014350
OG0002368	Np006G330680	Cg005G164950
OG0002368	Np001G047730, Np001G061330	Cg002G049460
OG0002369	Np006G331340	Cg005G165470
OG0002370	Np007G413530	Cg004G124930
OG0002371	Np007G412750, Np007G423920	Cg004G125510
OG0002371	Np003G127820	Cg008G284250
OG0002372	Np007G411030	Cg004G126750
OG0002372	Np003G130360	Cg008G286190
OG0002373	Np003G132450	Cg008G287590
OG0002373	Np007G409320	Cg004G127900
OG0002375	Np003G184490	Cg003G097800
OG0002376	Np005G280650	Cg001G015250
OG0002376	Np003G166460	Cg003G098850
OG0002377	Np005G277980	Cg001G013270
OG0002378	Np005G278460	Cg001G013600
OG0002378	Np003G163440	Cg003G102040
OG0002379	Np005G279720	Cg001G014620
OG0002379	Np003G156760	Cg003G104460
OG0002380	Np001G003880	Cg003G112820
OG0002380	Np003G136200	Cg008G290320
OG0002381	Np001G005620	Cg003G111460
OG0002382	Np003G133860	Cg008G288630
OG0002382	Np001G009440	Cg003G108980
OG0002383	Np005G291540	Cg001G022320
OG0002384	Np001G039550	Cg008G320870
OG0002385	Np003G184930	Cg003G079790, Cg003G094230
OG0002385	Np005G287430	Cg001G019940
OG0002386	Np005G285320	Cg001G018500
OG0002387	Np005G268970	Cg001G002950
OG0002387	Np006G367470	Cg005G191390
OG0002388	Np005G269360	Cg001G002740
OG0002388	Np006G367760	Cg005G191610
OG0002389	Np005G292540	Cg001G000120
OG0002390	Np006G340690	Cg005G171270
OG0002390	Np004G205330	Cg006G213390
OG0002391	Np003G178320	Cg003G083940
OG0002392	Np005G287440	Cg001G019930
OG0002392	Np003G184900	Cg003G079820, Cg003G094200
OG0002393	Np005G308240	Cg001G030440
OG0002393	Np007G387610	Cg004G142800
OG0002394	Np005G308810	Cg001G029660
OG0002394	Np007G386990	Cg004G142310
OG0002395	Np007G386740	Cg004G142090
OG0002396	Np007G384490	Cg004G140800
OG0002396	Np005G305570	Cg001G027860
OG0002397	Np005G318020	Cg001G041300
OG0002398	Np006G320370	Cg005G157470
OG0002398	Np001G069510	Cg002G043630
OG0002399	Np001G069180	Cg002G043920
OG0002399	Np006G320970	Cg005G157930
OG0002400	Np006G322910	Cg005G159300
OG0002400	Np001G067680, Np001G067700	Cg002G045020
OG0002401	Np006G323630	Cg005G159920
OG0002401	Np001G067030	Cg002G045500
OG0002402	Np006G324180	Cg005G160270
OG0002402	Np001G066780	Cg002G045700
OG0002403	Np002G080440	Cg007G274110
OG0002403	Np004G237860	Cg006G227990
OG0002404	Np006G326940	Cg008G303700
OG0002406	Np003G148770	Cg008G300950
OG0002407	Np001G043140	Cg002G066210
OG0002408	Np001G044940	Cg002G062140
OG0002409	Np001G003820	Cg003G112870
OG0002410	Np001G050980	Cg002G056980
OG0002410	Np001G002380	Cg003G114090
OG0002411	Np002G081870	Cg007G273300
OG0002412	Np004G259370	Cg006G245030
OG0002412	Np003G189100	Cg014G332960, Cg003G076610
OG0002413	Np004G259150	Cg006G244850
OG0002414	Np004G257040	Cg006G243030
OG0002414	Np003G185740	Cg003G079090, Cg003G094850
OG0002415	Np004G256100	Cg006G242290
OG0002415	Np001G040640	Cg008G319800
OG0002416	Np001G041240	Cg008G319170
OG0002416	Np004G255950	Cg006G242140
OG0002417	Np006G357420	Cg005G173830
OG0002417	Np004G255260	Cg006G241450
OG0002418	Np006G355890	Cg005G174720
OG0002418	Np004G254360	Cg006G240760
OG0002419	Np004G252960	Cg006G239460
OG0002419	Np006G353580, Np006G347200	Cg005G176120
OG0002420	Np006G358600	Cg005G179470, Cg008G309180, Cg008G310890, Cg008G310930
OG0002420	Np006G358610	Cg005G179460
OG0002421	Np006G358020	Cg005G180020
OG0002421	Np004G251080	Cg006G237780
OG0002422	Np003G161230	Cg003G102080
OG0002422	Np005G278490	Cg001G013630
OG0002423	Np007G423800	Cg004G117310
OG0002423	Np003G142510	Cg008G295870
OG0002424	Np003G142790	Cg008G296160
OG0002424	Np007G423490	Cg004G117530
OG0002425	Np007G423420, Np007G423410	Cg004G117580
OG0002425	Np003G142930	Cg008G296230
OG0002426	Np007G423350	Cg004G117630
OG0002426	Np003G143040	Cg008G296330
OG0002427	Np007G422540	Cg004G118290
OG0002427	Np003G144260	Cg008G297290
OG0002428	Np007G421390	Cg004G119610
OG0002428	Np003G145670	Cg008G298510
OG0002430	Np007G414380	Cg004G124290
OG0002430	Np007G414390	Cg004G124280
OG0002431	Np001G058890	Cg002G051200
OG0002431	Np006G333700	Cg005G166770
OG0002432	Np006G333820	Cg005G166860
OG0002432	Np006G333800	Cg005G166850
OG0002433	Np004G240420	Cg006G230020
OG0002434	Np002G072700	Cg007G279700
OG0002435	Np002G080860	Cg007G274020
OG0002435	Np004G237650	Cg006G227820
OG0002436	Np004G233460	Cg006G224240
OG0002436	Np002G074910	Cg007G278140
OG0002437	Np004G232620	Cg006G223780
OG0002437	Np002G073930	Cg007G278680
OG0002438	Np004G232500	Cg006G223670
OG0002439	Np002G082820	Cg007G272610
OG0002439	Np004G232070	Cg006G223420
OG0002440	Np004G189980, Np005G307140	Cg002G062310, Cg002G043150
OG0002441	Np004G231070	Cg006G222870
OG0002442	Np004G230110	Cg006G222310
OG0002443	Np004G226380	Cg006G220970
OG0002443	Np002G087020	Cg007G269800
OG0002444	Np002G088710	Cg007G268910
OG0002444	Np004G208880	Cg006G220420
OG0002445	Np003G166990	Cg003G098660
OG0002445	Np005G280670	Cg001G015290
OG0002446	Np005G277350	Cg001G012960
OG0002446	Np003G163730	Cg003G100460
OG0002447	Np005G270010	Cg001G007770
OG0002447	Np006G363610	Cg005G187390
OG0002448	Np001G052080	Cg002G056270
OG0002448	Np004G202650	Cg006G204870
OG0002449	Np004G244560	Cg006G232990
OG0002449	Np001G022360	Cg002G072040
OG0002450	Np001G040930	Cg008G308620, Cg008G310320, Cg008G310280, Cg001G027050
OG0002450	Np004G251240	Cg006G237940
OG0002451	Np004G251370	Cg006G238070
OG0002451	Np006G359060	Cg005G179020
OG0002452	Np004G252200	Cg006G238780
OG0002452	Np008G428310, Np006G350360	Cg005G177350
OG0002453	Np003G186220	Cg014G330790, Cg003G078750
OG0002453	Np004G257330	Cg006G243280
OG0002454	Np004G257340	Cg006G243290
OG0002454	Np003G186250	Cg003G078720, Cg014G330830
OG0002455	Np005G302130, Np003G144230, Np003G144240	Cg008G297280, Cg008G297250, Cg008G297270
OG0002456	Np003G145390	Cg008G298340
OG0002456	Np003G145560	Cg008G298430
OG0002458	Np001G057960, Np001G057930	Cg004G152160, Cg002G051820
OG0002459	Np001G006830, Np001G006740	Cg003G110700
OG0002460	Np003G132870	Cg008G287930
OG0002460	Np003G154530	Cg003G106010
OG0002462	Np002G076370	Cg007G277170
OG0002462	Np004G234520	Cg006G225080
OG0002463	Np004G234910	Cg006G225430
OG0002464	Np002G079350	Cg007G274800
OG0002465	Np004G240950	Cg006G230470
OG0002466	Np004G191820	Cg006G195330
OG0002467	Np004G192320	Cg004G130420
OG0002468	Np004G193420	Cg006G196530
OG0002469	Np005G301260	Cg001G025190
OG0002469	Np007G391620	Cg004G133330
OG0002470	Np007G392600	Cg004G133980
OG0002470	Np004G199740	Cg006G201640
OG0002471	Np007G392840	Cg004G134170
OG0002472	Np007G393040	Cg004G134300
OG0002472	Np004G199480	Cg006G201450
OG0002473	Np007G393530	Cg004G134540
OG0002473	Np004G199260	Cg006G201300
OG0002474	Np005G304050	Cg001G026970
OG0002474	Np007G383310	Cg004G139740
OG0002475	Np005G305090	Cg001G027500
OG0002475	Np007G384030	Cg004G140380
OG0002476	Np007G400660, Np002G100950	Cg011G329260
OG0002477	Np005G276250	Cg001G011960
OG0002478	Np007G404780	Cg004G131160
OG0002478	Np004G193300	Cg006G196430
OG0002479	Np006G341690	Cg005G171900
OG0002479	Np001G035150	Cg008G323960
OG0002480	Np006G331070	Cg005G165220
OG0002482	Np001G033140, Np001G033130	Cg008G324740, Cg008G324730
OG0002485	Np001G013990	Cg008G306070
OG0002489	Np001G040650	Cg003G098760
OG0002494	Np007G371610	Cg004G157250
OG0002494	Np005G276740	Cg001G012420
OG0002496	Np006G370130	Cg005G193120
OG0002496	Np005G261370	Cg001G001140, Cg003G096030, Cg003G090480, Cg004G146490
OG0002497	Np003G156460	Cg003G104650
OG0002497	Np005G271710	Cg001G009060
OG0002498	Np005G271620	Cg001G008970
OG0002498	Np006G365470	Cg005G189750
OG0002499	Np003G150290	Cg008G302020
OG0002499	Np001G043930	Cg002G063740
OG0002500	Np005G264460, Np007G378280	Cg004G150810, Cg004G149920
OG0002502	Np006G340770	Cg005G171360
OG0002504	Np004G249190	Cg006G236150
OG0002505	Np004G248490	Cg006G235690
OG0002505	Np002G114670	Cg007G251380
OG0002506	Np002G115760, Np003G171450	Cg007G250700
OG0002506	Np004G248170	Cg006G235430
OG0002507	Np001G025360	Cg002G074470
OG0002507	Np004G242250	Cg006G231470
OG0002508	Np001G024780	Cg002G073970
OG0002508	Np004G242820	Cg006G231960
OG0002510	Np004G244580	Cg006G233010
OG0002511	Np004G213820	Cg002G070090, Cg002G069640, Cg002G069630
OG0002512	Np001G065340	Cg002G046550
OG0002512	Np004G190810	Cg006G194660
OG0002513	Np007G411370	Cg004G126380
OG0002513	Np003G129710	Cg008G285820
OG0002514	Np004G195410	Cg008G286350
OG0002515	Np003G131670	Cg008G287130
OG0002515	Np007G410140	Cg004G127400
OG0002516	Np005G280310, Np005G280330	Cg001G015060, Cg001G015090
OG0002517	Np005G277310	Cg001G012920
OG0002517	Np003G163760	Cg007G268210, Cg003G100410
OG0002518	Np005G278950	Cg001G014040
OG0002519	Np005G278960	Cg001G014050
OG0002519	Np003G159430	Cg003G102860
OG0002520	Np003G158550	Cg003G103270
OG0002520	Np005G279050	Cg001G014110
OG0002521	Np003G138860	Cg008G292470
OG0002522	Np001G004530	Cg003G112310
OG0002523	Np005G295390	Cg001G023600
OG0002524	Np003G181760	Cg003G081670
OG0002524	Np005G284710	Cg001G018140
OG0002525	Np003G176410	Cg003G085610
OG0002525	Np004G204340	Cg006G209430
OG0002526	Np004G214030	Cg006G215870
OG0002526	Np005G281080	Cg001G015590
OG0002527	Np006G322150, Np006G341070	Cg005G171660
OG0002527	Np004G214800	Cg006G215370
OG0002528	Np007G375180	Cg004G154020
OG0002528	Np005G267680	Cg001G003970
OG0002529	Np005G268930	Cg001G002990
OG0002529	Np006G367250	Cg005G191270
OG0002530	Np006G368020	Cg005G191780
OG0002530	Np005G269580	Cg001G002580
OG0002531	Np005G262240	Cg001G001800
OG0002532	Np005G261470	Cg001G001220
OG0002533	Np005G260200	Cg002G061280
OG0002534	Np003G176330, Np003G176340	Cg003G085720, Cg003G085660
OG0002535	Np003G181440	Cg003G081900
OG0002535	Np005G284440	Cg001G017930
OG0002536	Np003G182710	Cg003G081100
OG0002537	Np003G182990	Cg003G080940
OG0002538	Np005G306360	Cg001G028410
OG0002539	Np005G305330	Cg001G027590
OG0002539	Np005G305340, Np004G228750	Cg001G027600
OG0002540	Np005G302750, Np005G302700, Np005G302530, Np005G302710	Cg001G025900
OG0002541	Np006G320380	Cg005G157460
OG0002542	Np006G323160	Cg005G159580
OG0002542	Np001G067430	Cg002G045180
OG0002543	Np006G323690	Cg005G159970
OG0002543	Np001G066950	Cg002G045560
OG0002544	Np006G326380	Cg005G161930
OG0002544	Np001G065100	Cg002G046750
OG0002545	Np006G329850	Cg005G164330
OG0002546	Np006G329710, Np004G225580	Cg006G220340
OG0002547	Np001G061750	Cg002G049070
OG0002547	Np006G330130	Cg005G164500
OG0002548	Np006G335400	Cg005G167870
OG0002548	Np003G127990	Cg008G284320
OG0002549	Np006G332490, Np006G332550, Np001G056730	Cg005G166170
OG0002550	Np001G043100	Cg008G300990
OG0002551	Np001G046370	Cg002G060620
OG0002551	Np003G152850	Cg003G107180
OG0002553	Np001G001680	Cg003G114670
OG0002553	Np001G051690	Cg002G056560
OG0002554	Np001G000900	Cg003G115190
OG0002555	Np003G188190	Cg003G077270, Cg014G332350
OG0002555	Np004G258550	Cg006G244360
OG0002556	Np003G187900	Cg003G077930, Cg014G331730
OG0002556	Np004G258380	Cg006G244180
OG0002557	Np004G253800	Cg006G240290
OG0002558	Np005G278570	Cg001G014400
OG0002559	Np007G424830	Cg004G116530
OG0002559	Np003G141610	Cg008G294900
OG0002560	Np003G142260	Cg008G295650
OG0002560	Np007G424320	Cg004G117030
OG0002561	Np003G143780	Cg008G296910
OG0002561	Np007G422890	Cg004G118090
OG0002562	Np001G015530	Cg008G307420
OG0002562	Np007G419610	Cg004G120620
OG0002563	Np007G419490	Cg004G120680
OG0002564	Np003G146640, Np007G417280	Cg004G122260
OG0002565	Np001G054710	Cg002G054200, Cg005G170500
OG0002566	Np006G337160, Np006G337170	Cg005G169040
OG0002567	Np004G239960	Cg006G229650
OG0002567	Np002G072090	Cg007G280160
OG0002568	Np002G078080	Cg007G275910
OG0002568	Np004G235860	Cg006G226370
OG0002569	Np002G076970	Cg007G276700
OG0002569	Np004G235170	Cg006G225640
OG0002570	Np002G076840	Cg007G276810
OG0002571	Np002G076320	Cg007G277190
OG0002571	Np004G234490	Cg006G225050
OG0002572	Np004G233750	Cg006G224400
OG0002573	Np002G085750	Cg007G270600
OG0002573	Np004G228740	Cg006G221710
OG0002574	Np004G208860	Cg006G220440
OG0002574	Np002G088720	Cg007G268890
OG0002575	Np004G227690	Cg006G221560
OG0002577	Np006G364060	Cg006G238700
OG0002579	Np005G305620, Np004G253660	Cg006G240110
OG0002580	Np006G355950	Cg005G174660
OG0002580	Np004G254430	Cg006G240810
OG0002581	Np004G258440	Cg006G244250
OG0002582	Np006G331850	Cg004G146280, Cg005G165840
OG0002583	Np001G050550	Cg002G057300
OG0002583	Np001G011970	Cg008G304310
OG0002584	Np001G046950	Cg002G059840
OG0002584	Np003G153990	Cg003G106410
OG0002585	Np003G152660	Cg003G107360
OG0002586	Np002G088920	Cg007G268740, Cg002G061310
OG0002587	Np004G235750	Cg006G226280
OG0002587	Np002G077950	Cg007G276040
OG0002588	Np002G079390	Cg007G274750
OG0002589	Np004G238490	Cg006G228430
OG0002589	Np002G081980	Cg007G273230
OG0002590	Np007G406030	Cg004G130210
OG0002590	Np004G192020	Cg006G195450
OG0002591	Np007G407450	Cg004G129360
OG0002591	Np004G191180	Cg006G194870
OG0002592	Np004G191920	Cg006G195380
OG0002592	Np007G406150	Cg004G130000
OG0002593	Np004G193850	Cg006G196810
OG0002593	Np007G403660	Cg004G131840
OG0002594	Np004G194100	Cg006G196990
OG0002595	Np004G194640	Cg006G197460
OG0002596	Np007G391410	Cg004G133110
OG0002596	Np005G301700	Cg001G025430
OG0002597	Np007G392310	Cg004G133760
OG0002597	Np004G200050	Cg006G201820
OG0002598	Np007G393210	Cg004G134400
OG0002599	Np007G382100	Cg004G138790
OG0002600	Np007G423500	Cg004G117520, Cg004G119080
OG0002601	Np006G363700	Cg005G187800
OG0002601	Np005G270200	Cg001G007960
OG0002602	Np007G408180	Cg004G128840
OG0002603	Np007G380690	Cg004G137900
OG0002603	Np004G195680	Cg006G198370
OG0002604	Np004G198390	Cg006G200350, Cg006G200340
OG0002605	Np001G060610	Cg002G049880
OG0002605	Np006G330990	Cg005G165190
OG0002606	Np001G062750	Cg002G048360
OG0002607	Np001G065560	Cg002G046470
OG0002608	Np007G383920	Cg004G140240
OG0002609	Np004G229030	Cg002G044260
OG0002610	Np002G113040	Cg001G023070
OG0002610	Np001G035880	Cg008G323540
OG0002611	Np006G334690	Cg005G167400
OG0002614	Np001G021980	Cg002G071810
OG0002618	Np001G005410	Cg003G111570, Cg003G111580
OG0002622	Np007G372270	Cg004G156600
OG0002622	Np005G275950	Cg001G011750
OG0002623	Np006G365970	Cg005G190160
OG0002624	Np005G262860	Cg001G007540
OG0002625	Np031G440040, Np019G438870	Cg040G336990, Cg035G336760, Cg025G336140
OG0002626	Np007G377600	Cg004G151950
OG0002626	Np005G264790	Cg001G005790
OG0002627	Np005G264910	Cg001G005660
OG0002627	Np007G377430, Np007G377420	Cg004G152120, Cg004G152130
OG0002628	Np005G265670	Cg001G005250
OG0002629	Np006G340950	Cg005G171540
OG0002629	Np004G215250	Cg006G215190
OG0002630	Np004G217890, Np006G340340	Cg006G214160
OG0002631	Np006G340110	Cg005G170890
OG0002631	Np005G298260	Cg001G024370
OG0002632	Np002G108420	Cg007G254160
OG0002632	Np004G249900	Cg006G236820
OG0002633	Np004G249460	Cg006G236410
OG0002634	Np002G113880	Cg007G251730
OG0002635	Np004G246900	Cg006G234480
OG0002636	Np004G241750	Cg006G231150
OG0002636	Np001G026490	Cg002G074990
OG0002637	Np004G242810	Cg006G231950
OG0002637	Np001G024790	Cg002G073980
OG0002638	Np001G023530	Cg002G073040
OG0002638	Np004G244090	Cg006G232670
OG0002639	Np001G021740	Cg002G071560
OG0002639	Np003G127000	Cg008G283550
OG0002640	Np001G019520	Cg002G069670
OG0002640	Np001G019560	Cg002G069610
OG0002641	Np005G315570, Np005G318700	Cg001G039610
OG0002642	Np002G092580	Cg007G267110
OG0002642	Np005G313860	Cg001G038360
OG0002643	Np005G312470	Cg001G036740
OG0002643	Np002G095040	Cg007G265600
OG0002645	Np003G156320	Cg003G104790
OG0002645	Np005G279910	Cg001G014770
OG0002646	Np003G128580	Cg008G284860
OG0002647	Np005G282020	Cg001G016240
OG0002648	Np003G164430	Cg005G178960, Cg003G100040
OG0002649	Np003G161350	Cg003G100700
OG0002650	Np003G162680, Np003G162580	Cg003G101600
OG0002651	Np003G163320	Cg003G101870
OG0002651	Np005G278340	Cg001G013490
OG0002653	Np003G137300	Cg008G291370
OG0002653	Np001G012430	Cg008G304700
OG0002654	Np003G136870	Cg008G291000
OG0002655	Np003G136310	Cg008G290480
OG0002655	Np001G003410	Cg003G112980
OG0002656	Np001G004260	Cg003G112520
OG0002656	Np003G135960	Cg008G290090
OG0002657	Np001G034990	Cg008G323970
OG0002657	Np005G303100	Cg001G026100
OG0002658	Np005G287130	Cg001G020090
OG0002658	Np005G311820	Cg001G020080
OG0002659	Np005G285630	Cg001G018670
OG0002659	Np003G182870	Cg003G080990
OG0002660	Np003G182520	Cg003G081250
OG0002660	Np005G285040	Cg001G018380
OG0002661	Np003G180430	Cg003G082440
OG0002662	Np004G204600	Cg006G209140
OG0002662	Np003G177050	Cg003G085310
OG0002663	Np004G210920	Cg006G218580
OG0002665	Np001G021500, Np007G375080, Np001G021490	Cg004G154100
OG0002666	Np005G268160	Cg001G003670
OG0002667	Np005G268260	Cg001G003580
OG0002667	Np007G374610	Cg004G154550
OG0002668	Np005G268750, Np005G268740	Cg001G003120
OG0002669	Np006G368250, Np006G368260	Cg005G191910
OG0002669	Np005G269730	Cg001G002440
OG0002670	Np006G370000	Cg005G193240
OG0002670	Np005G261270	Cg001G001050
OG0002672	Np005G315930	Cg001G039980
OG0002673	Np003G176310	Cg003G085790
OG0002673	Np004G241820	Cg006G231220
OG0002675	Np005G287490	Cg001G019890
OG0002675	Np003G184880	Cg003G094180, Cg003G079840
OG0002676	Np005G307700	Cg001G031290
OG0002676	Np007G388040	Cg004G143230
OG0002677	Np005G308050	Cg001G030510
OG0002678	Np007G386050, Np005G308180	Cg004G141720
OG0002678	Np005G307200	Cg001G029250
OG0002679	Np007G384000	Cg001G027460
