Orthogroup	Noccaea_praecox	Brassica_napus
OG0000808	Np001G046130	XP_048601822.1
OG0000808	Np003G153230	XP_013657103.1, XP_022551624.1
OG0000809	Np004G226080	XP_013655625.2, XP_048592664.1, XP_013721784.1, XP_013685285.1, XP_048606753.1, XP_048614603.1
OG0000809	Np002G087080, Np003G146260	XP_013649368.1, XP_013703047.1
OG0000810	Np004G196310	XP_013701613.3
OG0000812	Np006G360790	XP_013653687.1
OG0000813	Np007G392340	XP_013679776.1, XP_048609093.1, XP_013739397.2
OG0000813	Np007G392330	XP_048635673.1, XP_022575356.2, XP_013713442.1
OG0000814	Np003G152190	XP_013645522.1, XP_022563709.2, XP_013645524.1, XP_048606050.1, XP_013709223.3
OG0000815	Np004G216520	XP_048593361.1, XP_048603654.1, XP_048590977.1, XP_013739516.1, XP_048599580.1, XP_048622765.1, XP_048613355.1, XP_048604770.1, XP_013751823.1
OG0000815	Np003G153780	XP_048614932.1, XP_048620457.1
OG0000818	Np001G011690	XP_013718113.1
OG0000818	Np005G277320	XP_013671621.1, XP_013699469.2, XP_013671620.1, XP_013673864.2
OG0000819	Np007G411620	XP_013672778.1, XP_013750227.2
OG0000819	Np003G129310	XP_013651755.1, XP_013718845.1, XP_013740060.1
OG0000819	Np001G060370	XP_013648021.2, XP_013698571.2, XP_013742312.1, XP_013698297.1, XP_013663436.1, XP_013742450.1
OG0000821	Np003G167140	XP_048598705.1, XP_022569216.1, XP_013640566.1, XP_013674757.1, XP_013710533.2
OG0000821	Np003G167170	XP_013640564.1, XP_048610235.1, XP_013674759.1
OG0000821	Np003G152950	XP_048630089.1
OG0000822	Np003G162030, Np003G162050	XP_013704804.2, XP_048608305.1, XP_048629600.1, XP_048608304.1
OG0000823	Np001G032910	XP_013707220.1, XP_013696642.2, XP_013677262.1, XP_013696519.1, XP_048628773.1, XP_013726268.2, XP_013714565.1
OG0000824	Np004G206080	XP_013685760.1, XP_013717489.2
OG0000824	Np003G178410	XP_013687949.1, XP_013677350.1, XP_013695278.1, XP_013685963.1
OG0000825	Np001G067480	XP_013648450.1, XP_048616211.1
OG0000825	Np006G323070	XP_013734842.2, XP_013725852.1, XP_013747886.2
OG0000826	Np001G049200	XP_048608880.1
OG0000826	Np006G325670	XP_013692804.1, XP_013692665.1, XP_048611236.1, XP_048634751.1
OG0000827	Np003G160770	XP_013707553.1, XP_013666722.1
OG0000827	Np003G125640	XP_013720169.2, XP_048630770.1, XP_048624394.1
OG0000828	Np002G114920	XP_013679380.1, XP_013679381.2, XP_048608421.1, XP_013739005.2
OG0000829	Np003G144870	XP_048607977.1
OG0000830	Np004G235230	XP_013706155.1
OG0000830	Np002G077080	XP_013717953.2, XP_013701838.1
OG0000831	Np004G235010	XP_022543040.1, XP_013653429.1
OG0000831	Np004G235000	XP_013653430.1, XP_013706371.2
OG0000833	Np007G405010	XP_013719749.2, XP_048612995.1, XP_048635790.1, XP_013719747.1, XP_022550946.1, XP_013644686.2, XP_048609040.1, XP_013736270.2, XP_048609043.1, XP_013736272.2
OG0000833	Np004G193010	XP_013645059.1, XP_013751356.2
OG0000834	Np004G198720, Np004G198270	XP_013676370.3, XP_048636323.1, XP_048627369.1, XP_013727329.1, XP_048629900.1, XP_013677492.2, XP_048637944.1, XP_013709100.1
OG0000835	Np007G395770	XP_048594083.1, XP_013658340.1, XP_013692174.1, XP_013736454.1, XP_048634897.1, XP_013749341.2, XP_013706636.1
OG0000835	Np004G198020	XP_022572204.2, XP_013714944.1, XP_022569595.1, XP_013720639.1, XP_013749109.2, XP_048636329.1, XP_013721217.1
OG0000836	Np007G379740	XP_013748986.3, XP_048620697.1, XP_048620699.1, XP_048620700.1, XP_048620698.1, XP_013708624.1, XP_013704324.2, XP_048620696.1, XP_022570324.2
OG0000837	Np001G052330	XP_013722259.2, XP_048596981.1, XP_048596473.1, XP_048622899.1, XP_048627671.1, XP_048627669.1, XP_048627670.1, XP_013695410.2, XP_048620487.1, XP_013696194.1, XP_048596979.1
OG0000837	Np004G246680	XP_048621321.1
OG0000838	Np003G171000	XP_048604289.1
OG0000839	Np005G298450	XP_013669581.1, XP_013646124.1, XP_013665375.2, XP_048622646.1, XP_048611573.1, XP_013679613.1, XP_013713318.1, XP_013751819.1, XP_013694331.2, XP_013713618.1, XP_048622644.1, XP_013745444.1, XP_013704188.1, XP_013658588.1, XP_048624116.1, XP_048599850.1, XP_048622609.1, XP_048596406.1, XP_048613418.1, XP_013679154.1, XP_013669100.1, XP_013751556.1, XP_048626753.1, XP_048627172.1, XP_013679949.1, XP_048615586.1, XP_013699888.1, XP_048611529.1, XP_013674175.2, XP_013713721.1, XP_013669490.1, XP_048605659.1, XP_013704377.1, XP_048635045.1
OG0000841	Np003G179810	XP_013640178.1, XP_013654922.1
OG0000841	Np003G179770, Np001G010590, Np003G179760	XP_013689554.1
OG0000843	Np001G009350	XP_013674460.2, XP_013695667.2
OG0000844	Np007G413220	XP_022575577.1, XP_013750381.1, XP_013739339.2, XP_048600737.1, XP_013724130.2
OG0000844	Np003G127060	XP_048598654.1, XP_013747656.2, XP_048624353.1, XP_048607721.1, XP_013725099.2
OG0000845	Np003G172660, Np005G281480	XP_013657003.1, XP_013706284.1
OG0000845	Np001G049170	XP_013727067.1, XP_022571381.1
OG0000846	Np005G263400	NP_001303176.1, XP_013735165.2, XP_022562697.1, XP_013707700.2
OG0000847	Np001G004290	XP_013667291.2, XP_048625794.1, XP_048603256.1, XP_013700922.2, XP_013643130.2, XP_013672892.1
OG0000848	Np004G258500	XP_013735333.2, XP_013732713.1, XP_022569746.1, XP_013722755.2
OG0000849	Np006G322480	XP_013746849.1, XP_048634797.1, XP_013709936.1, XP_013751996.1
OG0000849	Np003G188230	XP_013732716.2, XP_013732715.2
OG0000849	Np001G068010	XP_022563563.1, XP_013660011.1
OG0000850	Np001G067070	XP_048620836.1, XP_048597306.1, XP_048620835.1
OG0000850	Np001G067080	XP_013741936.1, XP_013646094.2
OG0000851	Np006G329620	XP_013747807.2, XP_013691973.1
OG0000852	Np005G285450	XP_013649200.2, XP_013676965.1, XP_013735497.1, XP_013732686.1, XP_013672072.1, XP_013661126.1, XP_013733993.1, XP_013676952.1
OG0000853	Np003G185670	XP_048607005.1, XP_048607004.1, XP_013676552.2, XP_013688552.1, XP_048595206.1, XP_013688553.1, XP_022544981.2
OG0000854	Np006G359130	XP_048633763.1, XP_022556995.1, XP_013647671.3, XP_013692534.1
OG0000854	Np004G251400	XP_013716496.2, XP_013697513.2, XP_048594250.1, XP_013729511.1, XP_013711604.1, XP_013641124.2
OG0000855	Np001G047900	XP_048638604.1, XP_022553540.2, XP_013710285.2, XP_022550736.1, XP_013693304.2, XP_013742223.1
OG0000855	Np001G007050	XP_048603331.1, XP_013664554.2, XP_048629745.1, XP_013661178.2, XP_013707358.2, XP_013642907.2, XP_013721080.1
OG0000857	Np007G379060	XP_013658061.3, XP_013707079.1
OG0000857	Np001G050010	XP_013745226.2, XP_013680432.2
OG0000858	Np007G385660	XP_013669820.2, XP_013730341.2, XP_013724423.1, XP_013730349.2, XP_013751027.2
OG0000858	Np007G385650	XP_013699630.1, XP_013751026.1
OG0000859	Np001G067360, Np001G067600	XP_048622953.1, XP_048627097.1, XP_048616249.1, XP_048616248.1
OG0000861	Np006G369390	XP_048599193.1
OG0000861	Np005G312050	XP_048615672.1, XP_048628136.1, XP_048629605.1, XP_048628245.1, XP_048628132.1, XP_048628251.1, XP_048628134.1, XP_048629611.1, XP_048628145.1, XP_048628252.1, XP_048616714.1, XP_048616713.1, XP_048616715.1, XP_048616716.1, XP_048615673.1
OG0000863	Np005G303640	XP_013660283.2, XP_048630309.1, XP_048630143.1, XP_013666211.1
OG0000867	Np002G095100, Np002G095090	XP_013716215.1, XP_048604202.1, XP_013645823.2, XP_022545155.2, XP_013645829.2
OG0000868	Np003G132270	XP_013715514.1, XP_013670840.2, XP_048607779.1, XP_048624644.1, XP_048602977.1, XP_048602654.1
OG0000868	Np007G409680	XP_013747462.1, XP_048607280.1, XP_013697170.1, XP_013750103.1, XP_013711963.3
OG0000869	Np001G032920, Np005G294550	XP_013738324.1, XP_048637952.1, XP_013724498.1, XP_013655953.1
OG0000870	Np004G211050	XP_013682179.2, XP_013655112.2
OG0000870	Np006G343600	XP_048601876.1, XP_013642150.2, XP_013748509.1
OG0000871	Np007G423340	XP_013750937.2, XP_048636156.1, XP_048606001.1, XP_013735698.1
OG0000871	Np005G313500	XP_048633363.1, XP_048610719.1, XP_048615466.1, XP_022552879.2
OG0000872	Np006G356960	XP_048634359.1, XP_013723843.2, XP_048610912.1, XP_048610909.1, XP_048610913.1
OG0000873	Np003G145930	XP_048630795.1, XP_013683157.2, XP_048625011.1, XP_013745049.1, XP_013735760.2, XP_013681866.1, XP_013640642.1, XP_013660585.1, XP_013742258.2, XP_048614561.1
OG0000875	Np004G253090	XP_048629240.1, XP_048613794.1, XP_013723198.2
OG0000875	Np005G296410	XP_048612613.1
OG0000875	Np001G067240	XP_048596511.1
OG0000877	Np001G067350	XP_048616247.1, XP_048616246.1, XP_048627098.1
OG0000878	Np006G357950	XP_048633609.1, XP_013669375.1, XP_048633626.1
OG0000878	Np004G203060	XP_013650494.2, XP_013735848.1, XP_013665066.2
OG0000879	Np004G253080	XP_048613768.1, XP_013695643.2, XP_013723197.2, XP_013716280.1, XP_022564236.1, XP_013716281.2
OG0000883	Np005G265270	XP_013656172.2, XP_013666767.1, XP_013725001.2, XP_022572798.2, XP_022569992.1, XP_013648593.1
OG0000883	Np007G419990	XP_022570096.1, XP_013729691.1, XP_013750767.2, XP_013723536.1, XP_013684418.1, XP_013735787.2
OG0000884	Np002G089560	XP_048611420.1, XP_013659973.1, XP_013699708.2, XP_013652241.3, XP_048615851.1
OG0000884	Np004G209260	XP_013655160.1, XP_048626648.1, XP_048606778.1, XP_013642123.1, XP_022571531.1, XP_048592645.1, XP_022556418.1
OG0000885	Np004G232230	XP_013748595.1, XP_048612790.1, XP_013730501.2, XP_013722065.1, XP_013653374.2, XP_013666533.2
OG0000885	Np005G276890	XP_013705682.1, XP_013671668.1, XP_013750362.2
OG0000886	Np001G041930	XP_013644990.1, XP_013692216.2, XP_013712226.1, XP_013726672.1, XP_048603511.1
OG0000887	Np004G203230	XP_013734887.2, XP_048608678.1, XP_013692305.1, XP_013664038.1, XP_022553259.1
OG0000887	Np006G321830	XP_048597455.1, XP_013716852.2
OG0000888	Np001G063390	XP_022562947.1, XP_013648351.1, XP_013714457.1, XP_048597212.1, XP_013663647.1, XP_013728924.1
OG0000888	Np006G328360	XP_013688167.1, XP_048636342.1, XP_013687877.1, XP_013744991.1, XP_013724355.1, XP_013683765.2
OG0000889	Np001G059040	XP_013710403.1, XP_013686631.1, XP_013647993.2, XP_048616768.1, XP_013742338.1, XP_022568098.1
OG0000889	Np001G046170, Np003G153220	XP_013719102.1, XP_013716583.1
OG0000890	Np001G056520	XP_013647940.1, XP_013702641.2, XP_013661164.1, XP_013678309.1
OG0000890	Np006G337120	XP_013689046.2, XP_013723941.1, XP_022574097.2, XP_013744730.2, XP_013748343.2, XP_013692064.2
OG0000891	Np004G232290	XP_048596941.1, XP_013749522.2
OG0000891	Np004G232240	XP_013653375.2, XP_013666532.1
OG0000892	Np001G020020, Np001G013070, Np001G035680, Np001G035690, Np001G013080	XP_013663090.2, XP_013703680.1, XP_013675348.2, XP_013700073.1, XP_022543302.1, XP_013731520.3, XP_022575338.1, XP_048635634.1, XP_013718657.1, XP_013655505.1, XP_013741092.2
OG0000893	Np001G011340	XP_013700587.1, XP_048604334.1
OG0000894	Np007G373060	XP_048618519.1, XP_022547695.1
OG0000895	Np007G388290, Np007G388240	XP_013657073.1, XP_013688159.2
OG0000895	Np007G388230, Np007G388200	XP_048596532.1, XP_022569985.1, XP_048619474.1, XP_048593178.1
OG0000897	Np006G336490	XP_013723878.1, XP_013734715.2
OG0000897	Np001G056860, Np001G056870	XP_013675840.2, XP_048633945.1, XP_013647947.1, XP_013703350.2, XP_013678292.2, XP_013711759.2
OG0000899	Np003G179450, Np003G179470	XP_013710711.1, XP_048596148.1, XP_048624206.1, XP_048611412.1, XP_048619713.1, XP_013730059.2, XP_048623439.1, XP_013675256.1, XP_013724981.2
OG0000900	Np004G243530	XP_013731076.2, XP_048621261.1, XP_013712649.2
OG0000900	Np004G243540	XP_048622338.1, XP_013654506.2, XP_013657352.1
OG0000901	Np005G299620	XP_013671639.1, XP_013691433.1, XP_013707961.1, XP_013655763.2, XP_013671613.1, XP_013671625.1
OG0000902	Np003G129950	XP_022549392.1, XP_013737859.1
OG0000902	Np003G130390	XP_013724163.2
OG0000902	Np007G411160	XP_013713866.1, XP_013730895.1, XP_048629189.1, XP_048615235.1, XP_013750248.1
OG0000903	Np003G137760	XP_013658051.2, XP_048623862.1, XP_048593236.1, XP_048607542.1, XP_013745898.1, XP_013746120.1, XP_048625246.1
OG0000903	Np005G310350, Np005G310320, Np005G310400	XP_048631177.1, XP_048627307.1, XP_048616513.1
OG0000904	Np005G271510, Np005G304810	XP_013714816.2, XP_048626246.1, XP_048626250.1, XP_013678740.1, XP_048627692.1, XP_013680281.1, XP_013668152.1, XP_013701999.1, XP_013720408.1, XP_048606409.1, XP_013670750.2
OG0000905	Np003G136550	XP_048625333.1, XP_048598399.1
OG0000905	Np001G003730	XP_013678425.2, XP_013678381.1, XP_048590850.1, XP_048601655.1, XP_022575885.1
OG0000907	Np005G291360	XP_048632812.1, XP_013705940.1
OG0000907	Np001G036290	XP_013677176.1, XP_013674986.1
OG0000908	Np005G261310	XP_013705209.1, XP_013644948.1
OG0000908	Np007G418610	XP_013655220.1, XP_048636093.1
OG0000909	Np004G229120	XP_013729679.2
OG0000909	Np005G308900	XP_048633259.1
OG0000909	Np003G143230	XP_048625087.1, XP_013667601.2, XP_022567527.1, XP_013729373.2
OG0000910	Np003G152140	XP_048598974.1
OG0000910	Np003G152150	XP_013713163.2, XP_013642460.2
OG0000911	Np001G001070	XP_013661329.2, XP_022568834.1, XP_013686268.1, XP_013653548.1
OG0000912	Np003G186440	XP_013735382.3, XP_048607027.1, XP_013736188.2
OG0000912	Np007G406970	XP_048616577.1, XP_048592887.1
OG0000913	Np002G098460	XP_013666750.1, XP_013653338.1, XP_013730480.2, XP_013698467.1, XP_013738228.1
OG0000913	Np002G085070	XP_013743689.1, XP_013649051.1
OG0000914	Np007G421330	XP_048606045.1, XP_013745042.2
OG0000915	Np001G055150	XP_013663249.2, XP_013663117.2, XP_022553251.2, XP_013640111.2, XP_048633965.1, XP_013681595.1
OG0000915	Np006G339170	XP_013683569.1, XP_013683573.2
OG0000917	Np004G244410	XP_013657336.2, XP_013677828.2, XP_013698268.2, XP_013746948.2, XP_013743623.2, XP_048595604.1, XP_013652957.1, XP_013750729.1, XP_013652954.1, XP_013652958.1, XP_013697793.1, XP_013708036.1
OG0000917	Np004G244420	XP_013657339.1, XP_048594178.1, XP_013657338.1, XP_013677830.2
OG0000918	Np001G039320	XP_013746720.1
OG0000919	Np007G392200	XP_048631451.1, XP_013640065.2, XP_048614434.1, XP_048635677.1, XP_013679779.1, XP_013739451.2
OG0000920	Np004G192130	XP_013732880.1, XP_013732600.1, XP_013670369.1, XP_048607403.1, XP_013732597.1
OG0000920	Np004G192180	XP_048637703.1
OG0000921	Np004G197970	XP_013699457.1, XP_013640844.2, XP_013715066.3, XP_013735862.1
OG0000921	Np004G197980	XP_013640845.2, XP_022569597.2
OG0000921	Np004G197960	XP_048635524.1, XP_013749108.2, XP_013721184.1, XP_022569604.2, XP_013699204.1
OG0000923	Np003G174020, Np003G174010	XP_048633428.1, XP_022570559.1
OG0000923	Np003G174080	XP_013640708.2, XP_022570149.1, XP_022554960.2
OG0000924	Np005G267970	XP_048619361.1, XP_013673619.1
OG0000924	Np001G042690	XP_048608840.1, XP_013668991.1, XP_048593783.1
OG0000924	Np007G374910	XP_048593226.1, XP_048618536.1, XP_013651469.1, XP_048595597.1
OG0000930	Np007G372890	XP_013669973.1, XP_048618720.1, XP_013669798.1, XP_013744433.2, XP_013732478.1, XP_048621077.1
OG0000930	Np005G275240	XP_013685934.1, XP_013667672.2, XP_022546415.1, XP_013713310.1, XP_013725454.1, XP_013659296.1
OG0000931	Np001G059980	XP_048636008.1, XP_013696903.2, XP_048606125.1, XP_013736009.2
OG0000931	Np007G410830	XP_022575537.1, XP_048615228.1, XP_048609078.1, XP_013729579.3, XP_013648168.2, XP_013736134.1
OG0000932	Np006G337590	XP_048611057.1, XP_048634518.1
OG0000932	Np007G409650	XP_013750106.1, XP_013646628.1, XP_013747420.1, XP_013711645.1, XP_013648198.1, XP_013697516.1
OG0000933	Np005G280540, Np005G280420	XP_013670501.2, XP_013646756.2, XP_048593723.1, XP_013722588.1, XP_013741533.1, XP_013705900.1
OG0000933	Np003G166010	XP_013674751.1, XP_013710632.2
OG0000934	Np005G289810	XP_048590787.1, XP_013672700.2
OG0000934	Np005G289820	XP_048632842.1, XP_048627608.1, XP_013743593.2
OG0000935	Np003G184850	XP_013740813.1, XP_013705914.2, XP_013664577.1, XP_013699347.2
OG0000935	Np005G287510	XP_013737543.2, XP_048618941.1, XP_013717508.1, XP_048594731.1, XP_013656153.2, XP_013737449.2, XP_013734947.2, XP_013671127.2
OG0000936	Np005G286830	XP_048593425.1, XP_048605859.1, XP_048605860.1, XP_013728444.1
OG0000936	Np005G286840	XP_013669645.2, XP_022550353.1
OG0000937	Np005G282980, Np005G282990, Np001G040890, Np005G283000	XP_048619047.1, XP_013737712.1
OG0000937	Np005G282970	XP_013710264.2, XP_013671493.2, XP_013710268.2
OG0000938	Np005G261790	XP_022570843.1, XP_013644962.2, XP_048590865.1, XP_048593818.1, XP_048606301.1, XP_013735960.1, XP_013654640.2, XP_022547997.2, XP_013724312.2, XP_013656254.1
OG0000939	Np006G370630	XP_048619414.1, XP_013644958.1, XP_048619411.1, XP_048590867.1, XP_013652959.2, XP_013735932.1, XP_048593820.1, XP_048606294.1
OG0000940	Np007G389300	XP_048638136.1, XP_013685131.2, XP_048632580.1, XP_013699256.1
OG0000940	Np005G267370	XP_013642213.1, XP_013647124.2, XP_048607213.1, XP_013701636.1, XP_013656477.2
OG0000941	Np005G306090	XP_013685550.1, XP_013656768.2, XP_048610216.1, XP_048634016.1
OG0000941	Np006G355930, Np004G254420	XP_022571841.2, XP_013696783.2
OG0000942	Np007G384640, Np005G305670	XP_013653056.1, XP_013708476.1, XP_013693274.1, XP_013685433.1, XP_013712693.1, XP_048593857.1, XP_013736673.1, XP_013703256.1
OG0000943	Np007G418570	XP_022572223.1
OG0000944	Np001G064800	XP_013686758.1, XP_013690528.1, XP_013680852.1, XP_048634724.1, XP_022554876.1
OG0000945	Np003G144280	XP_048620860.1, XP_013678999.1
OG0000945	Np004G256690	XP_048599349.1
OG0000946	Np003G125330	XP_048607693.1, XP_013723411.2
OG0000947	Np003G142570	XP_013720942.2, XP_013667784.2, XP_022574312.2, XP_013728377.2, XP_048602341.1, XP_013662340.1
OG0000947	Np007G423710	XP_048636244.1, XP_048614284.1, XP_013700349.1, XP_048601995.1, XP_013735674.2, XP_022571953.2
OG0000948	Np006G333720, Np001G058860	XP_013691990.1, XP_013662765.1, XP_013742331.1, XP_013691697.1, XP_013744851.1, XP_013748302.1, XP_013717050.2, XP_013734591.1, XP_013707938.1, XP_013677131.1
OG0000950	Np001G014390	XP_022558888.1, XP_022561484.1, XP_013686245.2, XP_013643952.2
OG0000951	Np001G033820	XP_013714195.1, XP_013659477.1, XP_013659476.2, XP_013714203.1
OG0000952	Np002G073320	XP_013652502.2, XP_013652454.1
OG0000953	Np001G051320	XP_013704046.2, XP_013737023.1, XP_013686864.2, XP_013677901.2
OG0000953	Np001G051440	XP_013741243.2
OG0000954	Np007G396180	XP_048630729.1, XP_048637012.1, XP_013713005.1, XP_013641483.2, XP_022569938.1, XP_013641496.2, XP_048600477.1
OG0000954	Np007G396360	XP_048630730.1, XP_048635530.1
OG0000955	Np007G411870	XP_048612615.1, XP_013725025.1, XP_048635336.1, XP_048635309.1, XP_048628359.1, XP_022558053.1
OG0000958	Np002G117820, Np002G117880	XP_013717757.2, XP_013674071.2, XP_013718731.1, XP_013701547.2
OG0000962	Np005G316460	XP_013725868.1, XP_048633406.1
OG0000962	Np001G019730	XP_013694061.2, XP_013692094.2
OG0000963	Np003G126540	XP_013728855.2, XP_013746151.1, XP_013668279.1, XP_013729838.1, XP_048628901.1
OG0000963	Np007G413460	XP_048600744.1, XP_013750360.2, XP_022559244.1, XP_013724086.1, XP_048606141.1, XP_013681770.2
OG0000964	Np003G174770	XP_048595742.1, XP_013750222.1, XP_048595745.1
OG0000965	Np007G404100, Np007G407190	XP_013681140.1, XP_013691699.1
OG0000965	Np005G290140	XP_022572528.2, XP_048629696.1, XP_022545651.1, XP_048627577.1, XP_048629085.1
OG0000966	Np005G289830	XP_013716032.2, XP_048627607.1, XP_013743599.1
OG0000967	Np004G204770	XP_013712067.2, XP_013712066.1
OG0000967	Np002G073860	XP_013649994.1, XP_013695934.1
OG0000967	Np004G232570	XP_048592726.1, XP_013748585.1, XP_013698308.1
OG0000968	Np005G312580, Np005G312550	XP_048616542.1, XP_048633513.1, XP_048633514.1, XP_048612189.1
OG0000968	Np005G312530	XP_013746895.2, XP_013670095.1
OG0000968	Np005G312540	XP_048633349.1, XP_013741695.2, XP_048626447.1
OG0000970	Np001G001900	XP_013661906.2, XP_013661904.3, XP_013686230.2
OG0000970	Np001G051300	XP_048599734.1, XP_048633003.1
OG0000970	Np001G051290	XP_013686868.1, XP_013677903.2
OG0000971	Np001G061450	XP_013740884.2, XP_013747442.1, XP_022570617.1, XP_013727571.2, XP_022562384.2, XP_048636172.1
OG0000972	Np007G417980	XP_013740936.1, XP_048606073.1, XP_048592247.1, XP_048617944.1
OG0000973	Np003G146850	XP_013682055.2, XP_048627337.1, XP_013667399.2, XP_013683494.2
OG0000973	Np007G417400	XP_013647846.1, XP_048602042.1, XP_013732677.2, XP_013696788.2, XP_013684464.3, XP_013735918.2
OG0000974	Np005G312080	XP_013650863.2
OG0000974	Np006G339250	XP_048634474.1, XP_022557158.1
OG0000975	Np004G235740	XP_022557365.2, XP_048594050.1, XP_013641861.1, XP_048612657.1, XP_048612664.1, XP_013641860.1
OG0000976	Np004G241570	XP_022570120.2
OG0000976	Np004G241580	XP_048621218.1, XP_022570118.2, XP_048613117.1, XP_048638269.1, XP_013752056.1, XP_013708498.2
OG0000977	Np001G046820	XP_013670347.2
OG0000977	Np001G046790	XP_013642595.2
OG0000977	Np001G046780	XP_013642596.2, XP_013647822.2
OG0000978	Np001G045400	XP_013663790.2, XP_013688689.2, XP_022543240.2
OG0000978	Np001G045430	XP_048590744.1
OG0000979	Np005G302200	XP_013654045.1
OG0000979	Np002G108850, Np002G108860, Np002G108870, Np002G108880, Np002G108890, Np002G108900, Np005G302210	XP_013679596.2, XP_013739262.2, XP_022567618.1, XP_022549493.2
OG0000981	Np005G286060	XP_048607887.1
OG0000981	Np005G285990, Np005G286020, Np005G286090, Np005G286050	XP_048607888.1, XP_013716379.2, XP_013674519.2, XP_048625723.1, XP_022547275.1, XP_048608867.1, XP_048605865.1, XP_048594753.1
OG0000982	Np005G304580, Np001G047360, Np006G355030, Np005G302170, Np003G168280, Np002G101230, Np001G040250, Np002G103000, Np002G107040, Np007G400770, Np006G350330, Np006G345760, Np009G431350	XP_048615842.1, XP_048601662.1, XP_022554012.1, XP_048606697.1
OG0000983	Np007G379420	XP_022553131.2, XP_022573226.1
OG0000983	Np003G150190	XP_013665325.2, XP_022566275.1
OG0000986	Np003G127580	XP_048637590.1, XP_013670888.2, XP_013672278.2, XP_013672275.2, XP_048612846.1
OG0000986	Np005G272260	XP_013703415.1, XP_013750426.1, XP_013679459.2, XP_013650180.2
OG0000988	Np003G130790	XP_013728481.1, XP_013715281.2
OG0000988	Np007G410550	XP_013647430.2, XP_013729585.2
OG0000989	Np003G166910, Np003G166900	XP_013708845.1, XP_013683349.1, XP_013707818.1, XP_048604524.1, XP_013710361.2
OG0000989	Np001G042420	XP_048595917.1, XP_048623481.1, XP_048631161.1
OG0000990	Np005G292510	XP_013737249.1, XP_013661948.1, XP_013726850.1, XP_048594671.1, XP_013655997.1, XP_048632800.1, XP_013719039.1, XP_013693300.2, XP_022555929.1, XP_013707738.1, XP_048618346.1
OG0000991	Np004G205880, Np004G206060, Np004G206040	XP_013715110.2, XP_048621440.1, XP_022559289.2, XP_013717486.1
OG0000992	Np006G370160	XP_013715961.2, XP_013710672.1, XP_013705730.2, XP_048612245.1
OG0000992	Np005G261430	XP_013691607.2, XP_013669339.1, XP_048619419.1
OG0000993	Np007G388170	XP_013657069.2, XP_013686792.1, XP_013686793.1, XP_013702408.1, XP_013661794.1
OG0000993	Np001G017820	XP_022543529.2, XP_013644290.1
OG0000994	Np004G201380	XP_048630584.1, XP_048636811.1
OG0000994	Np006G352400, Np003G175240	XP_022571594.1, XP_013683273.2, XP_048610281.1
OG0000995	Np006G355270	XP_013734144.1, XP_013742756.2, XP_048634325.1, XP_022557085.1
OG0000995	Np004G253840	XP_048594274.1, XP_013660618.1, XP_048599429.1, XP_048613770.1
OG0000996	Np004G253030	XP_013696459.1, XP_048599454.1, XP_013716282.1
OG0000997	Np004G243660	NP_001302700.1, NP_001302513.1, XP_013657351.1, XP_013671783.2, XP_013731099.1, XP_048626255.1, XP_013711569.1
OG0000997	Np007G420960	XP_048620724.1, XP_013660586.1, XP_048614560.1, XP_048636131.1, XP_048632209.1, XP_013745047.1
OG0000998	Np006G333330	XP_013692936.1, XP_013748313.2, XP_013716901.1, XP_013734586.2, NP_001303044.1, XP_013744841.1
OG0000999	Np004G224890	XP_022553988.2, XP_022553987.2, XP_048606772.1, XP_022545966.2
OG0001000	Np003G141740	XP_022554376.1, XP_013727999.2, XP_013713988.3, XP_013666007.2
OG0001000	Np007G376630	XP_022555447.1, XP_013736812.1, XP_013724944.1
OG0001001	Np001G013560, Np001G013550, Np003G164990, Np001G013570	XP_013644013.2, XP_013647247.1
OG0001002	Np007G407700	XP_013749862.2, XP_022568113.2
OG0001002	Np004G190790	XP_013691615.1, XP_013646265.1
OG0001003	Np007G402750	XP_013698095.1, XP_013702812.1, XP_013682811.2, XP_013676069.1
OG0001003	Np004G194240	XP_048628498.1, XP_013746609.1, XP_048628207.1, XP_048628219.1, XP_013698089.2, XP_013744788.1, XP_013698762.1
OG0001004	Np006G333100	XP_048608560.1
OG0001004	Np006G332210, Np006G332220	XP_022556308.2, XP_013747361.2, XP_022563473.2, XP_022575964.2
OG0001004	Np006G332250, Np006G332230	XP_013716963.2
OG0001005	Np006G348350	XP_013700092.1
OG0001006	Np003G145880	XP_048610891.1, XP_048627211.1, XP_048630794.1, XP_048630793.1, XP_013683155.2, XP_048599137.1, XP_048608003.1, XP_048608001.1, XP_022551555.2, XP_048602393.1, XP_048605255.1, XP_048633954.1, XP_048632240.1
OG0001008	Np005G275310, Np005G275300	XP_048631157.1, XP_013685935.1, XP_048593660.1
OG0001008	Np005G275320	XP_013661497.2, XP_013681579.2
OG0001009	Np005G274820	XP_013682946.2, XP_013698325.1, XP_013656328.2, XP_013685925.3, XP_048606463.1
OG0001009	Np005G274870	XP_013695677.1, XP_013667664.1
OG0001010	Np004G217440	XP_013677336.1, XP_048594521.1, XP_013659030.1, XP_048635179.1, XP_013639860.1, XP_013731419.1, XP_048612854.1
OG0001010	Np006G340310	XP_013688670.1, XP_048629627.1, XP_022570392.1, XP_013659519.2, XP_013747309.1
OG0001011	Np006G367860, Np004G218160	XP_022546643.1, XP_022553793.1, XP_013749185.1, XP_048635175.1, XP_013749184.1, XP_048628342.1
OG0001011	Np005G307100	XP_048596429.1
