Orthogroup	Noccaea_praecox	Arabidopsis_thaliana
OG0003950	Np004G217900	AT1G32060.1
OG0003951	Np005G300220	AT4G16380.3
OG0003952	Np002G106780	AT1G56220.3
OG0003953	Np002G117220	AT1G60986.1, AT1G60987.1, AT1G60985.1, AT1G60989.1
OG0003954	Np001G026180	AT2G02060.1
OG0003955	Np001G025040	AT2G02950.1
OG0003956	Np001G020790	AT2G46290.1, AT2G46280.1, AT5G57650.1
OG0003957	Np001G020680	AT3G27520.1
OG0003958	Np005G312140	AT5G37540.1
OG0003958	Np002G095940	AT1G66180.1
OG0003959	Np006G331120	AT2G40750.1
OG0003960	Np003G129210	AT5G04590.1
OG0003961	Np003G130280	AT5G05300.1
OG0003962	Np002G089640, Np007G410400, Np007G410410	AT3G11420.1
OG0003963	Np003G178930, Np003G179220, Np002G122410	AT1G63310.1
OG0003964	Np001G037220, Np001G037250	AT4G19080.1
OG0003965	Np003G171830	AT5G50830.2
OG0003966	Np005G276960	AT4G28005.1
OG0003967	Np003G139050, Np007G409380	AT5G12210.1
OG0003968	Np003G138300	AT5G11630.1
OG0003969	Np003G138090	AT5G11470.1
OG0003972	Np003G133640	AT5G07630.1
OG0003973	Np001G032990	AT5G47180.1
OG0003974	Np001G054800	AT3G52630.1
OG0003974	Np005G291380, Np005G291340	AT4G18590.1
OG0003975	Np005G287100	AT4G20880.1
OG0003976	Np005G284560	AT4G22970.3, AT5G28550.1
OG0003977	Np001G055470	AT3G53110.1
OG0003978	Np004G211840	AT4G14600.1, AT1G29060.1
OG0003980	Np005G268200	AT4G36550.1
OG0003981	Np005G268300	AT4G36640.1
OG0003982	Np005G269420, Np005G269410	AT4G37470.1
OG0003983	Np006G368870	AT2G22480.1
OG0003984	Np003G178180	AT4G10290.1
OG0003985	Np003G183700	AT4G04770.1
OG0003986	Np001G036970	AT5G45640.1
OG0003987	Np007G387940	AT3G25250.1
OG0003987	Np005G307810	AT4G13000.1
OG0003988	Np005G305400	AT4G14380.1
OG0003989	Np005G302470	AT4G15620.1, AT4G15630.1
OG0003990	Np005G318810	AT3G56520.1, AT5G41090.1
OG0003991	Np001G068460	AT3G62220.1
OG0003991	Np006G321920	AT2G47060.4
OG0003992	Np006G322250	AT2G46870.1
OG0003993	Np001G067220	AT3G61370.1, AT4G07940.1
OG0003994	Np002G086440	AT1G66590.2, AT1G69750.1
OG0003995	Np006G326040, Np006G357010	AT2G44065.1
OG0003996	Np006G326450, Np006G326500	AT2G43780.4
OG0003998	Np003G126510	AT5G02310.1
OG0003999	Np007G411940	AT3G10370.1
OG0004000	Np001G045040	AT3G45320.1
OG0004001	Np002G096780, Np003G153110	AT5G59380.1
OG0004002	Np001G005810	AT5G63530.1
OG0004003	Np006G357910	AT2G27510.1
OG0004006	Np006G357980	AT2G27550.1
OG0004008	Np007G419390, Np001G015390	AT3G05050.1
OG0004009	Np004G199860	AT1G48140.1
OG0004010	Np007G414800	AT3G07890.1
OG0004011	Np006G331990	AT2G40240.1
OG0004011	Np001G060020	AT3G56030.1
OG0004012	Np006G332770	AT2G39940.1
OG0004014	Np004G197620	AT1G42440.1
OG0004015	Np006G334140	AT2G39200.1
OG0004016	Np006G333790	AT2G39430.1
OG0004019	Np006G335120	AT2G38640.1
OG0004021	Np001G053460, Np001G053470	AT3G51640.1, AT3G51650.1
OG0004022	Np006G364790, Np006G364770	AT2G24840.1
OG0004025	Np004G230560	AT1G23220.1
OG0004026	Np005G281510	AT4G24890.1
OG0004026	Np003G172800	AT5G50400.1
OG0004027	Np005G281060	AT4G25230.1
OG0004028	Np005G280560	AT4G25570.2
OG0004030	Np006G365700	AT2G24450.1
OG0004031	Np006G339930	AT2G35810.1, AT2G35830.2, AT2G35820.2
OG0004032	Np006G371320	AT2G20930.1
OG0004033	Np004G245710	AT1G12200.1
OG0004034	Np001G037070	AT1G51970.1, AT1G10455.1, AT3G28853.1
OG0004035	Np004G251570, Np004G251800	AT1G07810.1, AT1G07670.1
OG0004037	Np004G257480	AT1G02920.1, AT1G02930.1
OG0004038	Np003G143010	AT5G16010.1
OG0004039	Np001G014090	AT5G26700.1
OG0004042	Np001G015710, Np001G015720	AT5G28610.1, AT5G28630.1
OG0004043	Np001G016660	AT5G49210.1
OG0004044	Np003G129970	AT5G05170.1
OG0004045	Np001G012230	AT5G24910.1
OG0004046	Np001G010830	AT5G23690.1
OG0004046	Np001G049500	AT3G48830.1
OG0004047	Np001G010760	AT5G23610.2
OG0004049	Np001G008980	AT5G61550.2
OG0004050	Np003G150970	AT3G44850.1, AT5G22840.1
OG0004051	Np001G043870	AT3G44220.1
OG0004052	Np007G389420, Np002G083870	AT1G71250.1
OG0004053	Np002G073600	AT1G78240.1
OG0004054	Np007G408430	AT3G12900.1
OG0004055	Np007G406820	AT3G13720.1, AT3G13710.1
OG0004056	Np005G302020	AT4G15802.1
OG0004057	Np007G392030	AT3G17120.1
OG0004058	Np007G392040	AT3G17130.1
OG0004059	Np007G393520	AT3G17970.1
OG0004060	Np007G393770	AT3G18140.1, AT2G22040.1
OG0004061	Np007G393960	AT3G18200.2
OG0004062	Np007G394490	AT3G18490.1
OG0004063	Np007G394750	AT3G18690.1
OG0004064	Np007G400150	AT3G20410.1, AT1G50700.2
OG0004065	Np007G380820	AT3G21070.3
OG0004066	Np007G383030	AT3G22320.1
OG0004067	Np007G386870	AT3G24340.1
OG0004068	Np007G378250	AT2G15400.1, AT2G15430.1
OG0004069	Np004G198360	AT1G49320.1
OG0004070	Np007G404810	AT3G14990.1
OG0004071	Np001G061380	AT3G56910.1
OG0004072	Np001G062480	AT3G57690.1
OG0004072	Np006G329310	AT2G41905.1
OG0004073	Np001G064560	AT3G59280.1
OG0004074	Np005G319120	AT5G41300.1
OG0004074	Np005G319190	AT5G41290.1, AT5G41280.1
OG0004075	Np001G038460	AT5G45020.1
OG0004075	Np001G038480	AT5G44990.1
OG0004076	Np001G039350	AT4G12330.1
OG0004078	Np005G277690, Np005G277900, Np003G161650, Np001G003340, Np003G134260	AT4G27500.1
OG0004080	Np001G023900	AT3G25550.1
OG0004081	Np007G411210, Np004G219890	AT3G23860.2
OG0004084	Np001G023490	AT3G25760.1, AT3G25770.1
OG0004087	Np003G180030	AT3G43250.1, AT2G32050.1
OG0004088	Np002G070920	AT2G36724.1
OG0004091	Np005G273260	AT4G30450.1
OG0004092	Np005G273160	AT4G30530.1
OG0004093	Np005G272670	AT4G30870.1
OG0004093	Np005G274130	AT5G39770.1
OG0004095	Np005G264080	AT4G33880.1
OG0004096	Np005G264620	AT4G34320.1
OG0004097	Np002G112880	AT1G58060.1
OG0004098	Np004G248760	AT1G10120.1
OG0004099	Np001G027900	AT2G01300.1
OG0004100	Np001G019570	AT3G28770.1
OG0004101	Np003G159630	AT5G55490.1
OG0004102	Np002G124740	AT1G64630.1
OG0004102	Np005G320200	AT5G41990.1
OG0004103	Np007G409790	AT3G11840.1
OG0004104	Np003G166970	AT5G52050.1
OG0004105	Np003G162540	AT5G54310.1
OG0004106	Np003G163430	AT5G54770.1
OG0004108	Np003G158180	AT5G56240.2
OG0004109	Np003G137840, Np001G013000	AT5G11260.2
OG0004110	Np003G135980	AT5G09760.2
OG0004112	Np001G009100	AT5G61500.1
OG0004113	Np005G291480	AT4G18530.1
OG0004114	Np005G291400	AT4G18570.1
OG0004115	Np005G291020	AT4G18770.1
OG0004116	Np005G287080	AT4G20860.1
OG0004117	Np005G287570	AT4G21200.1
OG0004118	Np005G286710	AT4G21710.1
OG0004119	Np004G206770	AT1G33680.1
OG0004120	Np005G287470	AT4G21110.1
OG0004121	Np004G202900	AT1G44100.1
OG0004122	Np004G203150	AT1G43710.1
OG0004123	Np004G211930	AT1G29140.1
OG0004124	Np001G056180, Np004G214540	AT1G30800.1
OG0004125	Np005G268360	AT4G36670.1
OG0004126	Np006G338190	AT5G50440.1
OG0004127	Np005G269550	AT4G37608.1
OG0004128	Np005G260380	AT4G38540.1
OG0004129	Np004G251830	AT1G07650.2
OG0004130	Np001G019230	AT3G29020.2
OG0004132	Np004G203750	AT1G42560.1
OG0004133	Np001G042040	AT1G56630.1
OG0004134	Np004G200290	AT1G47830.1
OG0004135	Np003G179800	AT4G11010.1, AT4G23900.1
OG0004136	Np003G181750, Np002G091740	AT4G12040.1
OG0004137	Np001G033150	AT5G47140.1
OG0004138	Np005G304960	AT4G14570.1
OG0004140	Np006G321390	AT2G47400.1
OG0004141	Np006G321940	AT2G47030.1, AT2G47040.1
OG0004142	Np006G325900	AT2G44200.1
OG0004142	Np006G325910	AT2G44195.1
OG0004143	Np006G326630	AT2G43640.1
OG0004144	Np006G327750	AT2G42940.1
OG0004145	Np006G327870	AT2G42870.1
OG0004146	Np001G063470	AT3G58580.1
OG0004147	Np003G149380	AT5G21010.1
OG0004148	Np003G150050	AT5G22090.1
OG0004150	Np003G152170	AT5G60120.2
OG0004151	Np003G153750	AT5G58950.1
OG0004152	Np001G004920	AT5G64120.1
OG0004153	Np003G189550	AT4G00300.1
OG0004154	Np003G188330	AT4G00990.1
OG0004155	Np003G188280	AT4G00910.1
OG0004156	Np003G186750	AT4G02380.3
OG0004157	Np003G186730	AT4G02400.1, AT5G08600.2
OG0004158	Np001G040880	AT5G02940.2, AT5G43745.1
OG0004159	Np004G256030	AT1G04250.1
OG0004160	Np006G355910	AT2G31980.1
OG0004161	Np006G355690	AT2G31880.1
OG0004162	Np006G347340, Np006G353380	AT2G30500.1
OG0004163	Np006G353090	AT2G30400.1
OG0004164	Np004G252700	AT1G06960.1
OG0004164	Np006G352590	AT2G30260.1
OG0004165	Np006G360340	AT2G29125.1
OG0004166	Np001G043690	AT3G43930.1
OG0004167	Np005G278170	AT4G27310.1
OG0004168	Np003G141150	AT5G14270.2
OG0004168	Np007G425150	AT3G01770.1
OG0004169	Np007G422610	AT3G03090.1
OG0004170	Np007G421290	AT3G03960.1
OG0004171	Np007G420540	AT3G04470.1
OG0004172	Np007G419430	AT3G05020.1
OG0004173	Np007G419520	AT3G04970.1
OG0004174	Np007G415300	AT3G07560.1
OG0004175	Np006G331550	AT2G40475.1
OG0004178	Np004G240030	AT1G16250.1
OG0004179	Np004G236690	AT1G18970.1
OG0004180	Np004G235430	AT3G25940.1
OG0004181	Np004G234740	AT1G20750.1
OG0004181	Np004G234750	AT1G20720.2
OG0004182	Np002G083090	AT1G72040.1
OG0004183	Np005G282030	AT4G24580.1
OG0004184	Np005G281860	AT4G24690.1
OG0004185	Np005G281590, Np005G280440	AT4G24820.1
OG0004186	Np005G315990, Np006G332820	AT5G39800.1, AT5G40080.1
OG0004187	Np005G281160	AT4G25140.1
OG0004188	Np003G166120, Np003G167100	AT5G51960.1
OG0004189	Np004G244570	AT1G12910.1
OG0004189	Np001G022290	AT3G26640.1
OG0004190	Np004G245200	AT1G12550.1
OG0004192	Np001G052340	AT1G54590.1
OG0004193	Np003G143110	AT5G16100.2
OG0004194	Np003G143370	AT5G16300.1
OG0004195	Np003G144460	AT5G17270.1, AT5G37130.1
OG0004196	Np001G014690	AT5G27820.1
OG0004197	Np003G132710	AT5G07000.1, AT5G07010.1
OG0004198	Np001G013530	AT5G25930.1
OG0004202	Np001G009720	AT5G60990.1
OG0004203	Np001G007300	AT4G28360.1, AT1G52370.1
OG0004204	Np001G007150	AT5G62620.1
OG0004205	Np003G154340	AT5G58560.1
OG0004206	Np001G050560	AT3G49570.1
OG0004207	Np001G045360	AT3G45650.2
OG0004207	Np001G045370	AT3G45660.2
OG0004208	Np003G177010	AT4G09550.1
OG0004209	Np002G083660	AT1G71450.1
OG0004210	Np002G083520	AT1G71710.1
OG0004211	Np002G083060	AT1G72050.3
OG0004212	Np002G074470	AT1G77760.1
OG0004213	Np002G079520	AT1G74220.1
OG0004214	Np002G081350	AT1G73220.1
OG0004215	Np002G073510	AT1G78360.1
OG0004216	Np002G071260	AT1G80730.1
OG0004217	Np007G408670	AT3G12700.1
OG0004218	Np007G404260	AT3G15340.1, AT5G36690.1, AT5G36780.1
OG0004219	Np007G403330	AT3G15540.1
OG0004220	Np007G390240	AT3G15990.1
OG0004222	Np007G393970	AT3G18210.1
OG0004223	Np007G395410	AT3G19000.1
OG0004224	Np007G396030	AT3G19290.3
OG0004225	Np007G396870	AT3G19580.1
OG0004226	Np007G381060	AT3G21180.1
OG0004227	Np007G382030	AT3G21700.3
OG0004228	Np007G382040	AT3G21710.2
OG0004229	Np007G382840	AT3G22240.1
OG0004230	Np007G397030, Np007G383080	AT3G22380.2
OG0004231	Np007G383750	AT3G22845.1
OG0004233	Np007G385430	AT3G23770.1
OG0004234	Np005G318030, Np007G375160	AT2G17950.1
OG0004235	Np007G373810, Np007G373820, Np007G373800	AT2G19110.1
OG0004236	Np005G275830	AT4G28880.1
OG0004237	Np005G310730	AT5G36160.1
OG0004238	Np004G190470	AT1G55920.1
OG0004240	Np004G192040	AT1G54060.1
OG0004241	Np004G192460	AT1G53750.1
OG0004242	Np004G193030	AT1G53390.1
OG0004243	Np004G193320	AT1G53210.1
OG0004244	Np004G195710	AT1G51355.1
OG0004245	Np002G086800	AT3G27740.1
OG0004246	Np005G261480, Np004G199770	AT1G48200.1
OG0004247	Np006G341550	AT2G34770.1
OG0004248	Np007G416690	AT3G66656.1
OG0004249	Np001G013660	AT5G26050.1
OG0004251	Np001G062000	AT3G57390.1
OG0004252	Np001G062780	AT3G57980.2, AT2G42150.1
OG0004253	Np001G066560	AT3G60740.1
OG0004254	Np001G067550	AT5G05620.1, AT3G61650.1
OG0004255	Np001G068580	AT3G62300.2
OG0004262	Np002G122770	AT1G63580.1, AT1G63590.1
OG0004263	Np006G367680	AT2G23220.1, AT2G23190.1
OG0004264	Np003G133180, Np006G342640	AT2G34240.1
OG0004265	Np004G210650	AT1G27890.1, AT1G27820.1, AT1G61470.1
OG0004266	Np003G161130	AT5G50140.1
OG0004266	Np003G163400	AT5G54700.1
OG0004275	Np005G275620	AT4G29020.1
OG0004276	Np005G264560	AT3G25580.1, AT2G18990.1
OG0004277	Np005G273890	AT4G30210.3
OG0004278	Np005G272320	AT4G31130.1
OG0004279	Np005G271840	AT4G31380.1
OG0004280	Np005G263330	AT4G33210.1
OG0004281	Np005G264190	AT4G33980.2
OG0004282	Np005G264960	AT4G34590.1
OG0004283	Np005G266010	AT4G35180.1
OG0004284	Np004G215520	AT1G31280.1, AT1G31290.1
OG0004285	Np004G219730	AT1G32200.1
OG0004286	Np002G107480, Np002G107390	AT1G56240.1, AT1G56250.1
OG0004287	Np001G027870	AT2G01340.1
OG0004288	Np001G025230	AT2G02720.1
OG0004289	Np001G023700	AT3G25590.1
OG0004290	Np001G021150	AT3G27230.1
OG0004291	Np007G385530	AT5G47320.1
OG0004294	Np006G328350	AT2G42510.2
OG0004295	Np006G330560	AT2G41190.1
OG0004296	Np007G412540	AT3G10050.1
OG0004297	Np007G410620	AT3G11230.2
OG0004298	Np007G409800	AT3G11830.1
OG0004299	Np003G171700	AT5G50850.1
OG0004300	Np003G184450	AT5G51230.1
OG0004301	Np004G217310	AT5G51300.1
OG0004302	Np003G168080	AT5G51590.1
OG0004303	Np005G279130	AT4G26510.1
OG0004304	Np004G229640, Np003G155080	AT5G57990.1
OG0004305	Np001G013820	AT5G26210.1
OG0004306	Np003G140260	AT5G13450.1
OG0004307	Np003G138570	AT3G14390.1, AT5G11880.1
OG0004308	Np003G137150	AT5G10770.1
OG0004309	Np003G134790, Np003G134780	AT5G08420.1
OG0004310	Np003G134330	AT5G08160.1
OG0004311	Np005G292410	AT4G18140.1
OG0004311	Np001G035330	AT5G46410.2
OG0004312	Np005G291940	AT4G18340.1
OG0004313	Np005G290500	AT4G18980.1
OG0004314	Np005G288720	AT4G20040.1
OG0004315	Np005G288270	AT4G20420.1
OG0004316	Np005G287170	AT4G20970.1
OG0004317	Np005G287460	AT4G21105.1
OG0004318	Np005G284900	AT4G22710.1, AT4G22690.1
OG0004319	Np005G284720	AT4G22790.1
OG0004320	Np005G283490	AT4G23420.3
OG0004321	Np005G282880	AT4G24060.1
OG0004322	Np003G178810	AT4G10670.1
OG0004323	Np004G204310	AT1G35430.1
OG0004323	Np003G176400	AT4G09170.1
OG0004324	Np007G383500	AT3G22660.1
OG0004326	Np004G212770	AT1G29640.1
OG0004327	Np004G213860	AT1G30470.1
OG0004328	Np004G214050	AT1G30580.1
OG0004329	Np006G371280	AT2G20970.2
OG0004330	Np005G267320	AT4G35790.1
OG0004331	Np005G268600	AT4G37240.1
OG0004332	Np003G141350	AT4G37180.2
OG0004333	Np003G177910	AT4G10080.1
OG0004334	Np003G181740	AT4G12020.2
OG0004336	Np005G309910	AT5G35320.1
OG0004337	Np007G388540	AT2G04280.1
OG0004338	Np005G307500	AT4G12790.1
OG0004339	Np005G305370	AT4G14420.1
OG0004340	Np005G304440	AT4G14720.2
OG0004341	Np005G304170	AT4G14805.1
OG0004342	Np004G190260	AT1G53720.1, AT1G56085.1
OG0004343	Np001G069320	AT3G62930.1
OG0004344	Np006G321930	AT2G47050.1
OG0004345	Np006G322990	AT2G46370.4
OG0004346	Np006G323210	AT2G46140.1
OG0004347	Np002G076860	AT2G44270.1, AT1G76170.7
OG0004348	Np006G327440	AT2G43140.2
OG0004349	Np001G062940	AT3G58110.1
OG0004350	Np003G147890	AT5G19820.1
OG0004351	Np001G059250	AT3G55490.1, AT1G19080.1
OG0004352	Np006G332450	AT2G40080.1
OG0004353	Np003G150410	AT5G22380.1
OG0004354	Np003G153300	AT5G59050.1
OG0004355	Np001G005490	AT5G63690.1
OG0004356	Np001G005090	AT5G64040.2
OG0004357	Np001G003050	AT5G65440.3
OG0004358	Np001G001630	AT5G67060.1
OG0004359	Np001G001480	AT5G66920.1
OG0004360	Np004G259810	AT1G02090.1
OG0004361	Np003G189170, Np005G262760	AT4G00585.1
OG0004362	Np004G256950	AT1G03475.1
OG0004363	Np006G345560, Np009G431760	AT2G33410.1
OG0004364	Np007G406610, Np009G431620	AT2G33380.1
OG0004365	Np004G253760	AT1G05960.2
OG0004366	Np006G354810, Np006G348090	AT2G31230.1
OG0004367	Np006G354560	AT2G31081.1, AT1G06225.1
OG0004368	Np006G347580, Np006G353190	AT2G30470.1
OG0004370	Np006G352740, Np006G347950	AT2G30300.1
OG0004371	Np006G352180	AT2G29980.1
OG0004373	Np007G423070	AT3G02750.3
OG0004374	Np007G419200	AT3G05220.1
OG0004375	Np001G014930	AT5G27550.1
OG0004376	Np007G418630	AT3G05545.1
OG0004377	Np007G417760	AT3G05975.1
OG0004378	Np007G417510	AT3G06120.1
OG0004379	Np007G417170	AT3G06410.1
OG0004381	Np006G339700	AT2G36010.2
OG0004382	Np006G339510	AT2G36190.1
OG0004383	Np006G338140	AT2G36950.1
OG0004385	Np004G240180	AT1G16040.1
OG0004386	Np004G238280	AT1G17720.1
OG0004387	Np002G081100	AT1G73450.1, AT1G73460.1
OG0004389	Np004G236990	AT1G18710.1
OG0004390	Np002G075360	AT1G77130.1
OG0004391	Np002G083110	AT1G72020.1
OG0004392	Np004G231240	AT1G22885.2
OG0004393	Np004G225980	AT1G26610.1
OG0004394	Np004G209440	AT1G25260.1
OG0004395	Np003G148360, Np005G281560	AT4G24840.1
OG0004396	Np006G365990	AT2G24280.1
OG0004397	Np004G243700	AT1G13390.1
OG0004398	Np004G244730	AT1G12840.1
OG0004399	Np004G244860	AT1G12760.1
OG0004400	Np004G246200	AT1G11890.1
OG0004401	Np004G247540	AT1G11080.2
OG0004402	Np004G248090	AT1G70450.1, AT1G10620.1
OG0004403	Np004G248790	AT1G10070.1
OG0004404	Np004G250160	AT1G09040.1, AT1G09050.1
OG0004405	Np004G251360	AT1G08050.1
OG0004406	Np004G251490	AT1G07890.1
OG0004407	Np003G142110	AT2G16930.1, AT5G15220.1
OG0004408	Np003G143300	AT5G16270.1
OG0004409	Np003G144020	AT5G16840.2
OG0004410	Np003G146380	AT5G18560.1
OG0004411	Np003G146470	AT5G18650.1
OG0004412	Np001G014130	AT5G26660.1
OG0004413	Np001G014830	AT5G27670.1
OG0004414	Np001G017900	AT5G48270.1
OG0004415	Np003G131470	AT5G06160.1
OG0004416	Np001G013240	AT5G25610.1
OG0004418	Np001G010670	AT5G23535.1
OG0004419	Np001G010180	AT5G23140.1
OG0004420	Np001G009330	AT5G61340.2
OG0004421	Np001G050670, Np004G203340	AT3G49645.2
OG0004422	Np002G089510	AT1G68370.1
OG0004423	Np002G086520, Np002G086530	AT1G69680.1
OG0004424	Np002G085580	AT1G70260.1
OG0004425	Np002G084720	AT1G70700.3
OG0004426	Np002G083250	AT1G71910.1
OG0004427	Np002G082970	AT1G72125.1, AT1G72120.1
OG0004428	Np002G077870	AT1G75520.1
OG0004430	Np002G079110	AT1G74550.1
OG0004430	Np002G079120	AT1G74540.1
OG0004431	Np002G081730	AT1G72880.1
OG0004432	Np002G073240	AT1G78600.2
OG0004433	Np002G072790	AT1G78955.1
OG0004434	Np002G072370	AT1G79270.1
OG0004435	Np002G071980	AT1G79580.1
OG0004436	Np007G408400	AT3G12920.1
OG0004437	Np007G406050, Np004G233050	AT3G14080.1
OG0004438	Np007G405930	AT3G14200.1
OG0004440	Np007G404560	AT3G15170.1
OG0004442	Np007G403640	AT3G15490.1
OG0004443	Np007G390470	AT3G16220.1
OG0004444	Np007G394570	AT3G18570.1
OG0004445	Np007G397550	AT3G19830.1
OG0004446	Np007G398340	AT3G20050.1
OG0004447	Np007G380640	AT3G20898.1
OG0004448	Np007G380660	AT3G20920.1
OG0004449	Np007G381290	AT3G21320.1
OG0004450	Np007G382350	AT3G21865.1
OG0004451	Np007G384370	AT3G23250.1
OG0004452	Np006G363070	AT2G26060.1
OG0004453	Np007G374420	AT2G18510.1
OG0004454	Np007G374890	AT2G18160.1
OG0004455	Np007G373870	AT2G19060.1, AT2G19050.1
OG0004456	Np007G371980	AT2G36070.1
OG0004457	Np004G194430	AT1G52400.1
OG0004458	Np004G195550	AT1G51510.1
OG0004459	Np005G296150, Np004G196610	AT1G50560.1, AT1G50520.1
OG0004460	Np004G199210	AT1G48610.1
OG0004461	Np006G342110	AT2G34410.1
OG0004462	Np001G053790	AT3G51910.1
OG0004463	Np001G056930	AT3G53990.1
OG0004464	Np001G058710	AT3G55120.1
OG0004465	Np001G060220	AT3G56450.1
OG0004466	Np001G061190	AT3G56710.1
OG0004467	Np003G164270	AT5G53270.1, AT5G53260.1
OG0004469	Np002G084390, Np001G062970	AT2G27340.2, AT3G58130.1
OG0004470	Np001G063510	AT3G58610.1
OG0004471	Np006G324570	AT2G45300.1, AT1G48860.1
OG0004472	Np001G067280	AT3G61440.1
OG0004473	Np001G068600	AT5G48350.1
OG0004473	Np005G263200, Np004G201850	AT3G62320.1
OG0004474	Np001G069420	AT3G63010.1
OG0004475	Np004G198490	AT1G49190.2
OG0004477	Np003G179530	AT5G49690.1
OG0004478	Np001G066170	AT3G60415.1
OG0004480	Np003G127780	AT5G03490.1
OG0004481	Np007G373150	AT4G33610.1
OG0004482	Np005G295190, Np002G107240	AT1G24145.1
OG0004483	Np002G085570	AT1G70270.2, AT1G23965.1, AT1G23995.1
OG0004485	Np001G024530, Np001G064840	AT3G59590.1
OG0004488	Np003G140440	AT5G13620.1
OG0004490	Np007G401420	AT4G07350.1, AT1G40129.1
OG0004492	Np007G384740	AT3G23460.1
OG0004492	Np007G384750	AT3G23480.2
OG0004498	Np005G276650	AT4G28270.1
OG0004499	Np005G276310	AT4G28530.1
OG0004500	Np005G275820	AT4G28890.1
OG0004501	Np005G274460	AT4G29960.1
OG0004502	Np003G156090	AT5G57330.1
OG0004503	Np005G273540, Np005G273790	AT4G30240.1
OG0004504	Np005G273210	AT2G23940.1, AT4G30500.1
OG0004505	Np005G273110	AT4G30590.1
OG0004506	Np005G272840	AT4G30770.1
OG0004507	Np001G063120, Np001G063090	AT3G58230.1
OG0004508	Np005G271330	AT4G31800.1
OG0004509	Np005G270780	AT4G32150.1, AT2G25340.1
OG0004510	Np006G364020	AT2G25355.1
OG0004511	Np005G263120	AT4G33000.1
OG0004512	Np005G264670	AT4G34380.1
OG0004513	Np005G264800	AT4G34460.1
OG0004514	Np005G299220	AT4G16620.1
OG0004515	Np002G115010	AT1G59890.2
OG0004516	Np002G117900	AT1G61350.1
OG0004518	Np005G283370	AT4G23680.1
OG0004519	Np001G027300	AT2G01540.1
OG0004521	Np001G023290	AT3G25882.1
OG0004522	Np001G020090	AT3G28140.1
OG0004522	Np005G316770	AT5G40190.1
OG0004523	Np001G019430	AT3G28910.1
OG0004524	Np001G018710	AT3G29575.1
OG0004525	Np002G099310	AT1G65270.1
OG0004526	Np004G245410, Np002G121200	AT1G12440.1
OG0004527	Np007G408820	AT3G12600.1
OG0004529	Np007G409110	AT3G12280.1
OG0004531	Np003G158710	AT5G55850.2
OG0004532	Np003G158230	AT5G56200.1
OG0004533	Np003G179730, Np003G157320	AT5G56660.1, AT5G56650.1
OG0004534	Np003G157140	AT5G56780.1
OG0004535	Np003G155850	AT5G57530.1
OG0004536	Np003G155160	AT5G57910.1
OG0004537	Np001G018200	AT5G47890.1
OG0004538	Np003G139540	AT5G12870.1
OG0004539	Np003G139260	AT5G12400.1
OG0004540	Np003G138880	AT5G12050.1
OG0004541	Np003G138580	AT5G11890.1
OG0004542	Np003G137690	AT5G11110.1
OG0004543	Np003G137000	AT5G10650.1
OG0004544	Np003G136570	AT5G10280.1
OG0004545	Np003G135290	AT5G08790.1
OG0004546	Np003G134240	AT5G08080.3
OG0004547	Np003G133380	AT5G07440.1
OG0004548	Np005G291620	AT4G18430.1
OG0004549	Np005G291510	AT4G18510.1
OG0004550	Np005G290280	AT4G19120.1
OG0004552	Np005G283660	AT4G23530.1
OG0004553	Np005G283690	AT4G23550.1
OG0004554	Np005G282910	AT4G24040.1
OG0004556	Np002G090960	AT1G36340.1
OG0004557	Np004G201880	AT1G45201.3
OG0004558	Np004G210950	AT1G28130.1
OG0004559	Np004G211420	AT1G28440.1
OG0004560	Np004G211450	AT1G28490.1
OG0004561	Np004G213000	AT1G29770.1
OG0004562	Np004G213370	AT1G30110.1
OG0004563	Np004G214690	AT1G30840.1
OG0004564	Np005G266510	AT4G35480.1
OG0004565	Np005G266710	AT4G35550.1
OG0004566	Np005G268110	AT4G36470.1
OG0004568	Np005G310850	AT5G36260.1
OG0004569	Np005G311170	AT5G37020.1
OG0004570	Np005G315820	AT1G09157.1
OG0004571	Np001G047480	AT3G47630.2
OG0004572	Np006G340910	AT2G35120.1
OG0004573	Np001G033490	AT5G47030.1
OG0004574	Np006G340130	AT2G35680.1
OG0004575	Np006G343720	AT2G33730.1
OG0004577	Np003G180070	AT4G11150.1
OG0004578	Np003G184130	AT4G05020.2
OG0004580	Np001G039740	AT5G44450.2
OG0004581	Np001G035790	AT5G46230.1
OG0004582	Np001G033400	AT5G47050.1
OG0004583	Np005G291680, Np005G301570	AT4G12720.4
OG0004584	Np005G309050, Np005G309090	AT4G13420.1
OG0004585	Np005G306330	AT4G14080.1
OG0004586	Np007G382740	AT3G22200.2
OG0004587	Np006G324000	AT2G45660.1
OG0004588	Np006G324740	AT2G45140.1
OG0004589	Np006G325440	AT2G44620.1
OG0004591	Np006G325500	AT2G44581.1, AT2G44578.1
OG0004592	Np006G326980	AT2G43430.1
OG0004593	Np003G126490	AT5G02290.1
OG0004594	Np003G127600	AT5G03380.1
OG0004595	Np003G148970	AT5G20680.1
OG0004596	Np003G149350	AT5G20970.1
OG0004597	Np003G150280	AT5G22270.1
OG0004598	Np003G150800	AT5G22740.1
OG0004599	Np001G006500	AT5G63140.1
OG0004600	Np001G005470, Np001G005510, Np007G389430	AT5G63700.1
OG0004601	Np001G004940	AT5G64100.1
OG0004602	Np001G004330	AT5G64530.1
OG0004603	Np001G003090	AT5G65410.1
