Orthogroup	Noccaea_praecox	Capsella_rubella
OG0002432	Np006G333800	XP_006294630.1
OG0002433	Np002G071200	XP_006302718.2
OG0002433	Np004G240420	XP_023645173.1
OG0002435	Np002G080860	XP_006302686.1
OG0002435	Np004G237650	XP_006303313.1, XP_023643311.1
OG0002436	Np004G233460	XP_006306696.1
OG0002436	Np002G074910	XP_006300721.1
OG0002437	Np004G232620	XP_006305204.1
OG0002437	Np002G073930	XP_006301178.1
OG0002438	Np004G232500	XP_023645701.1
OG0002439	Np002G082820	XP_023643888.1
OG0002439	Np004G232070	XP_006304330.1
OG0002440	Np004G189980, Np005G307140	XP_006290580.1, XP_006290579.1
OG0002441	Np002G084170, Np003G172720	XP_006300861.1
OG0002442	Np004G230110	XP_006305404.1
OG0002443	Np004G226380	XP_023633066.1
OG0002443	Np002G087020	XP_006302617.2
OG0002444	Np002G088710	XP_006300592.1
OG0002444	Np004G208880	XP_023644397.1
OG0002445	Np003G166990	XP_023639046.1
OG0002445	Np005G280670	XP_006285334.1
OG0002446	Np005G277350	XP_006282639.1
OG0002446	Np003G163730	XP_006280570.1
OG0002447	Np005G270010	XP_006284155.1
OG0002447	Np006G363610	XP_006294632.1
OG0002448	Np001G052080	XP_023638939.1
OG0002448	Np004G202650	XP_006305241.1
OG0002449	Np004G244560	XP_006307561.1
OG0002449	Np001G022360	XP_006291168.1
OG0002450	Np004G251240	XP_006303909.1
OG0002451	Np004G251370	XP_023645017.1
OG0002451	Np006G359060	XP_023639700.1
OG0002452	Np004G252200	XP_006307299.2
OG0002453	Np003G186220	XP_006288281.1
OG0002453	Np004G257330	XP_006303615.1
OG0002454	Np004G257340	XP_006306566.1
OG0002454	Np003G186250	XP_023635852.1
OG0002455	Np005G302130, Np003G144230, Np003G144240	XP_006287588.2
OG0002456	Np003G145390	XP_006289033.2
OG0002456	Np003G145560	XP_006290043.1
OG0002458	Np001G057960, Np001G057930	XP_006301950.1, XP_006301420.1, XP_006300759.1
OG0002460	Np003G132870	XP_023636232.1
OG0002460	Np003G154530	XP_006280221.1
OG0002461	Np001G053110	XP_006292832.1
OG0002462	Np002G076370	XP_006302262.1
OG0002462	Np004G234520	XP_006307673.1
OG0002463	Np004G234910	XP_006303189.1
OG0002464	Np002G079350	XP_006303095.2
OG0002465	Np004G240950	XP_006305709.1
OG0002466	Np004G191820	XP_006305244.1
OG0002467	Np004G192320	XP_006303321.1, XP_006298446.1
OG0002468	Np004G193420	XP_006304781.1
OG0002469	Np005G301260	XP_006285178.1
OG0002469	Np007G391620	XP_006297161.1
OG0002470	Np007G392600	XP_006296726.1
OG0002470	Np004G199740	XP_023645180.1
OG0002471	Np007G392840	XP_006297072.1
OG0002472	Np007G393040	XP_006297281.1
OG0002472	Np004G199480	XP_023645617.1
OG0002473	Np007G393530	XP_006299051.1
OG0002473	Np004G199260	XP_006304555.1
OG0002474	Np005G304050	XP_006286098.1
OG0002474	Np007G383310	XP_006299138.1
OG0002475	Np005G305090	XP_006283754.1
OG0002475	Np007G384030	XP_006297728.1
OG0002477	Np005G276250	XP_006285683.1
OG0002478	Np004G193300	XP_006305270.1
OG0002479	Np006G341690	XP_006294793.2
OG0002480	Np006G331070	XP_006293425.1
OG0002481	Np001G063080	XP_006292205.1
OG0002482	Np001G033140, Np001G033130	XP_023634834.1
OG0002483	Np004G190850	XP_023645943.1
OG0002484	Np003G157400	XP_006281483.1
OG0002485	Np001G013990	XP_006286428.1
OG0002490	Np007G395970	XP_006297828.1
OG0002494	Np007G371610	XP_006298476.1
OG0002494	Np005G276740	XP_006284459.1
OG0002495	Np005G275890	XP_006282937.2, XP_006285560.2
OG0002496	Np006G370130	XP_006294107.1
OG0002496	Np005G261370	XP_006283632.1, XP_023638899.1
OG0002497	Np005G271710	XP_023633633.1
OG0002498	Np005G271620	XP_006283245.1
OG0002498	Np006G365470	XP_006293788.1
OG0002499	Np003G150290	XP_006288939.1
OG0002499	Np001G043930	XP_006292087.1
OG0002500	Np005G264460, Np007G378280	XP_023642669.1, XP_006297918.2
OG0002502	Np006G340770	XP_006294783.2
OG0002503	Np002G105110	XP_006305729.2
OG0002504	Np004G249190	XP_006307622.1
OG0002505	Np004G248490	XP_006305234.1
OG0002505	Np002G114670	XP_006301117.1
OG0002506	Np002G115760, Np003G171450	XP_023643253.1
OG0002506	Np004G248170	XP_006306032.1
OG0002507	Np001G025360	XP_006292145.1
OG0002508	Np001G024780	XP_006292548.1
OG0002508	Np004G242820	XP_006304202.1
OG0002509	Np001G024470	XP_006291283.1
OG0002510	Np004G244580	XP_006304985.2
OG0002510	Np001G022280	XP_006291258.1
OG0002511	Np004G213820	XP_006292420.2, XP_023638983.1, XP_006292345.1
OG0002512	Np001G065340	XP_006291028.1
OG0002512	Np004G190810	XP_023645421.1
OG0002513	Np007G411370	XP_006299080.1
OG0002513	Np003G129710	XP_006289946.1
OG0002514	Np004G195410	XP_006288549.1
OG0002515	Np007G410140	XP_006298334.1
OG0002516	Np005G280310, Np005G280330	XP_006284384.1, XP_006284399.1
OG0002517	Np005G277310	XP_006285678.1
OG0002517	Np003G163760	XP_006281882.1
OG0002518	Np003G159520	XP_006280461.1
OG0002518	Np005G278950	XP_006283675.1
OG0002519	Np005G278960	XP_023633666.1
OG0002519	Np003G159430	XP_006281806.1
OG0002520	Np003G158550	XP_006280769.1
OG0002520	Np005G279050	XP_006284075.1
OG0002521	Np003G138860	XP_006288830.1, XP_006301685.1
OG0002522	Np001G004530	XP_006281280.1
OG0002523	Np005G295390	XP_023634753.1
OG0002524	Np003G181760	XP_006289235.1
OG0002524	Np005G284710	XP_006284928.1
OG0002525	Np003G176410	XP_006288460.1
OG0002525	Np004G204340	XP_006303282.1
OG0002526	Np004G214030	XP_006307281.1
OG0002526	Np005G281080	XP_006282892.1
OG0002527	Np006G322150, Np006G341070	XP_006295863.1
OG0002527	Np004G214800	XP_023632915.1
OG0002528	Np007G375180	XP_006296808.1
OG0002528	Np005G267680	XP_023633779.1
OG0002529	Np005G268930	XP_006285868.1
OG0002529	Np006G367250	XP_023640792.1
OG0002530	Np006G368020	XP_006293612.1
OG0002530	Np005G269580	XP_006283060.1
OG0002531	Np005G262240	XP_006283648.2
OG0002532	Np005G261470	XP_006283126.1
OG0002533	Np005G260200	XP_006284347.1
OG0002534	Np003G176330, Np003G176340	XP_006288100.1, XP_023636081.1, XP_006289273.1
OG0002535	Np003G181440	XP_006286984.1
OG0002535	Np005G284440	XP_006285736.1
OG0002536	Np003G182710	XP_006286551.1
OG0002537	Np003G182990	XP_006288592.2
OG0002538	Np005G306360	XP_006283466.2
OG0002538	Np005G306370	XP_006282802.1
OG0002539	Np005G305330	XP_006284445.1
OG0002539	Np005G305340, Np004G228750	XP_006284990.2
OG0002540	Np005G302750, Np005G302700, Np005G302530, Np005G302710	XP_006282963.1, XP_006285715.1
OG0002541	Np006G320380	XP_023640486.1
OG0002542	Np006G323160	XP_006294850.1
OG0002542	Np001G067430	XP_006291739.1
OG0002543	Np006G323690	XP_006294289.2
OG0002543	Np001G066950	XP_006279087.1
OG0002544	Np006G326380	XP_006294119.1
OG0002544	Np001G065100	XP_006293122.1
OG0002545	Np006G329850	XP_006294092.1
OG0002546	Np006G329710, Np004G225580	XP_006288910.1, XP_006295417.2, XP_006288884.2
OG0002547	Np001G061750	XP_006292598.1
OG0002548	Np006G335400	XP_023640192.1
OG0002548	Np003G127990	XP_006287550.1
OG0002549	Np006G332490, Np006G332550, Np001G056730	XP_006304221.2, XP_023640101.1
OG0002550	Np003G148830	XP_006288914.2
OG0002551	Np001G046370	XP_023638812.1
OG0002552	Np001G049220	XP_006292149.1
OG0002552	Np001G005880	XP_006279720.1
OG0002553	Np001G001680	XP_006282279.1
OG0002553	Np001G051690	XP_006292547.1
OG0002554	Np001G000900	XP_023643440.1
OG0002555	Np003G188190	XP_006286750.1
OG0002555	Np004G258550	XP_006305651.1
OG0002556	Np003G187900	XP_023636200.1
OG0002556	Np004G258380	XP_006304913.1
OG0002557	Np004G253800	XP_006304736.2
OG0002557	Np006G355200	XP_023640657.1
OG0002558	Np005G278570	XP_023639913.1, XP_006282527.1
OG0002559	Np007G424830	XP_006298938.1
OG0002559	Np003G141610	XP_006286790.1
OG0002560	Np003G142260	XP_023636801.1
OG0002560	Np007G424320	XP_023641774.1
OG0002561	Np003G143780	XP_023636644.1
OG0002561	Np007G422890	XP_006298763.1
OG0002562	Np001G015530	XP_023636557.1
OG0002562	Np007G419610	XP_006297660.1
OG0002563	Np007G419490	XP_023645247.1, XP_023641235.1
OG0002564	Np007G417280	XP_023642232.1, XP_023636586.1
OG0002565	Np001G054710	XP_023638742.1, XP_023639789.1
OG0002566	Np006G337160, Np006G337170	XP_006294412.1
OG0002566	Np010G434700, Np007G401530	XP_023640789.1
OG0002567	Np004G239960	XP_006305518.1
OG0002567	Np002G072090	XP_006302523.2
OG0002568	Np002G078080	XP_006302011.1
OG0002568	Np004G235860	XP_006304805.1
OG0002569	Np004G235170	XP_006303780.1
OG0002570	Np004G235040	XP_006303449.1
OG0002570	Np002G076840	XP_006303032.1
OG0002571	Np002G076320	XP_006301092.1
OG0002571	Np004G234490	XP_006305403.1
OG0002572	Np002G075100	XP_023643094.1
OG0002572	Np004G233750	XP_006306914.1
OG0002573	Np002G085750	XP_006300398.1
OG0002573	Np004G228740	XP_006306819.1
OG0002574	Np004G208860	XP_006306859.1
OG0002574	Np002G088720	XP_023644357.1
OG0002577	Np006G364060	XP_006304122.2, XP_006305532.1
OG0002579	Np005G305620, Np004G253660	XP_006305459.1
OG0002579	Np004G199410	XP_006306159.2
OG0002580	Np006G355950	XP_006296096.1
OG0002580	Np004G254430	XP_006305825.1
OG0002581	Np004G258440	XP_023632698.1, XP_023633244.1
OG0002582	Np006G331850	XP_006295943.1
OG0002582	Np003G130480	XP_006288108.1
OG0002583	Np001G050550	XP_023638017.1
OG0002583	Np001G011970	XP_006286543.1
OG0002584	Np001G046950	XP_006291754.1
OG0002584	Np003G153990	XP_006280998.1
OG0002585	Np003G152660	XP_006280010.1
OG0002586	Np002G088920	XP_006300600.1
OG0002587	Np004G235750	XP_023644884.1
OG0002587	Np002G077950	XP_023644116.1
OG0002588	Np002G079390	XP_006300702.1
OG0002589	Np002G081980	XP_006302862.1
OG0002590	Np007G406030	XP_023641521.1
OG0002590	Np004G192020	XP_006304003.1
OG0002591	Np007G407450	XP_006297754.1
OG0002591	Np004G191180	XP_006307614.1
OG0002592	Np004G191920	XP_023645977.1
OG0002592	Np007G406150	XP_006297073.1
OG0002593	Np004G193850	XP_006305707.1
OG0002593	Np007G403660	XP_006298674.1
OG0002594	Np004G194100	XP_006305259.1
OG0002595	Np004G194640	XP_006305619.1
OG0002596	Np007G391410	XP_006297556.1
OG0002596	Np005G301700	XP_006283650.1
OG0002597	Np007G392310	XP_023641588.1
OG0002597	Np004G200050	XP_006307285.1
OG0002598	Np007G393210	XP_006296838.1
OG0002599	Np007G382100	XP_006297534.1
OG0002600	Np007G423500	XP_006299517.2, XP_006282641.1
OG0002601	Np006G363700	XP_006296292.1
OG0002601	Np005G270200	XP_006285898.1
OG0002602	Np007G408180	XP_006297836.1
OG0002603	Np007G380690	XP_006299073.1
OG0002603	Np004G195680	XP_006304135.2
OG0002604	Np004G198390	XP_006304698.1
OG0002605	Np001G060610	XP_006292213.1
OG0002605	Np006G330990	XP_006295984.1
OG0002606	Np001G062750	XP_006291905.1
OG0002606	Np006G328900	XP_006296380.1
OG0002607	Np001G065560	XP_023639016.1
OG0002608	Np007G383920	XP_006299396.2
OG0002609	Np001G005560	XP_023644306.1, XP_023644129.1, XP_023638974.1
OG0002610	Np002G113040	XP_006285483.1, XP_006281834.2, XP_006301900.1
OG0002610	Np001G035880	XP_006279755.2
OG0002611	Np006G334690	XP_006295369.1, XP_006295810.1
OG0002611	Np006G334680	XP_023639590.1
OG0002612	Np005G270380	XP_023635245.1
OG0002614	Np001G021980	XP_006290819.1
OG0002617	Np005G312850, Np005G312820	XP_023638911.1
OG0002617	Np005G312830	XP_006301246.1, XP_023643320.1, XP_023643312.1, XP_023643314.1
OG0002618	Np001G005410	XP_006281776.1, XP_006282353.1, XP_006280264.2
OG0002622	Np007G372270	XP_006298744.1
OG0002622	Np005G275950	XP_006284717.1
OG0002623	Np006G365970	XP_023639345.1
OG0002624	Np005G262860	XP_006282817.1
OG0002626	Np007G377600	XP_006296595.1
OG0002626	Np005G264790	XP_023635298.1
OG0002627	Np005G264910	XP_023634382.1
OG0002627	Np007G377430, Np007G377420	XP_006297321.2
OG0002628	Np007G376920	XP_006298235.1, XP_006300187.1
OG0002628	Np005G265670	XP_006284251.1
OG0002629	Np006G340950	XP_006293707.1
OG0002629	Np004G215250	XP_006303907.1
OG0002630	Np004G217890, Np006G340340	XP_006304101.1
OG0002631	Np006G340110	XP_006293812.1
OG0002631	Np005G298260	XP_006283277.1
OG0002632	Np002G108420	XP_006302747.1
OG0002632	Np004G249900	XP_006304105.2
OG0002633	Np002G112250	XP_006302998.2
OG0002633	Np004G249460	XP_006304324.1
OG0002634	Np002G113880	XP_006300402.1
OG0002635	Np004G246900	XP_006303487.1, XP_006292280.1
OG0002635	Np002G118570	XP_006301615.1
OG0002636	Np004G241750	XP_006305074.2
OG0002636	Np001G026490	XP_006291465.1
OG0002637	Np004G242810	XP_023645392.1
OG0002637	Np001G024790	XP_006291038.2
OG0002638	Np001G023530	XP_023638318.1
OG0002638	Np004G244090	XP_023645752.1
OG0002639	Np001G021740	XP_023638058.1
OG0002639	Np003G127000	XP_006287938.1
OG0002640	Np001G019520	XP_006292616.1
OG0002640	Np001G019560	XP_023638816.1
OG0002641	Np005G315570, Np005G318700	XP_006286094.1
OG0002641	Np001G019100	XP_006291813.1
OG0002642	Np002G092580	XP_006300569.1
OG0002642	Np005G313860	XP_023635361.1
OG0002643	Np005G312470	XP_006285942.1
OG0002643	Np002G095040	XP_006301789.1
OG0002644	Np005G277540	XP_006283015.1
OG0002645	Np003G156320	XP_023636701.1
OG0002645	Np005G279910	XP_006285267.1
OG0002646	Np003G128580	XP_006288158.2
OG0002647	Np005G282020	XP_006284194.2
OG0002648	Np003G164430	XP_006279661.2
OG0002650	Np003G162680, Np003G162580	XP_006281659.1
OG0002651	Np003G163320	XP_006280315.2
OG0002651	Np005G278340	XP_006283760.1
OG0002652	Np007G373980	XP_006297243.1
OG0002653	Np003G137300	XP_006289942.1
OG0002653	Np001G012430	XP_006289304.1
OG0002654	Np001G002850	XP_006281511.1
OG0002654	Np003G136870	XP_006286650.1
OG0002655	Np003G136310	XP_023636208.1
OG0002655	Np001G003410	XP_023633545.1
OG0002656	Np001G004260	XP_006280467.1
OG0002657	Np005G292640	XP_006283011.1
OG0002658	Np005G287130	XP_023635574.1
OG0002658	Np005G311820	XP_023634737.1
OG0002659	Np005G285630	XP_006283746.1
OG0002660	Np003G182520	XP_023636766.1
OG0002660	Np005G285040	XP_006283937.1
OG0002661	Np005G283520	XP_006282557.1
OG0002661	Np003G180430	XP_006287026.1
OG0002662	Np004G204600	XP_006307331.1
OG0002662	Np003G177050	XP_006287576.1
OG0002663	Np004G210920	XP_006304410.1
OG0002665	Np005G267720	XP_006284144.1
OG0002665	Np001G021500, Np007G375080, Np001G021490	XP_023642343.1
OG0002666	Np005G268160	XP_006284773.1
OG0002667	Np005G268260	XP_006284148.1
OG0002667	Np007G374610	XP_006299489.1
OG0002668	Np005G268750, Np005G268740	XP_006285520.1
OG0002669	Np006G368250, Np006G368260	XP_006293461.1
OG0002669	Np005G269730	XP_006283522.1
OG0002670	Np006G370000	XP_006294016.1
OG0002670	Np005G261270	XP_006282507.1
OG0002672	Np005G315930	XP_006286188.1
OG0002673	Np003G176310	XP_006288090.1
OG0002673	Np004G241820	XP_006304069.1
OG0002674	Np003G182610, Np003G157230	XP_006289141.1, XP_006289733.1
OG0002675	Np005G287490	XP_006284433.1
OG0002675	Np003G184880	XP_006288528.1
OG0002676	Np005G307700	XP_006283616.1
OG0002676	Np007G388040	XP_023641388.1
OG0002677	Np005G308060	XP_006284203.1
OG0002677	Np005G308050	XP_006285505.1, XP_006285488.2
OG0002678	Np005G308180	XP_006285111.1
OG0002679	Np007G384000	XP_006284476.1
OG0002680	Np005G304680	XP_006284017.1
OG0002680	Np007G383930	XP_006297914.1
OG0002681	Np006G322940	XP_006295319.1
OG0002683	Np006G329120	XP_006296431.1
OG0002684	Np006G329960	XP_006295564.1
OG0002685	Np003G125510	XP_023636515.1
OG0002685	Np007G414050	XP_006298135.1
OG0002686	Np003G128560	XP_023636368.1
OG0002686	Np003G142940	XP_006287959.1
OG0002687	Np001G045030	XP_023637959.1
OG0002687	Np003G151900	XP_006280697.1
OG0002688	Np001G045550	XP_006293112.1
OG0002688	Np003G152270	XP_006281907.1
OG0002689	Np003G152820, Np003G152810	XP_006279520.1
OG0002690	Np001G046390	XP_006291468.1
OG0002691	Np001G049190	XP_006290279.1
OG0002691	Np001G005910	XP_006282031.1
OG0002692	Np003G189290	XP_006286777.1
OG0002692	Np004G259300	XP_006304625.1
OG0002693	Np003G185860	XP_006287647.2
OG0002694	Np001G040030	XP_006280312.1
OG0002694	Np004G256630	XP_006307390.1
OG0002695	Np006G355410	XP_006293514.1
OG0002695	Np004G253930	XP_006305597.1
OG0002696	Np004G251580	XP_006304317.1
OG0002696	Np006G359830	XP_006295482.1
OG0002697	Np007G414300	XP_023642796.1
OG0002698	Np007G422350	XP_006299689.1
OG0002698	Np003G144710	XP_006289776.1
OG0002699	Np007G422240	XP_006297838.1
OG0002699	Np003G144760	XP_023637237.1
OG0002700	Np003G145680	XP_006286695.1
OG0002700	Np007G421380	XP_006298595.1
OG0002701	Np001G017260	XP_006279530.1
OG0002702	Np001G060150	XP_023637936.1
OG0002702	Np007G386780, Np006G331700	XP_006293756.1
OG0002703	Np004G213500	XP_006303337.1
OG0002704	Np006G337870	XP_023640153.1
OG0002704	Np001G056140	XP_023638284.1
OG0002705	Np001G057340	XP_006291202.1
OG0002705	Np006G335000	XP_006294305.1
OG0002706	Np002G072130	XP_006302166.1
OG0002706	Np004G239930	XP_006303978.1
OG0002707	Np002G081140	XP_023643692.1
OG0002707	Np004G238020	XP_023632947.1
OG0002708	Np002G078070	XP_006302548.1
OG0002708	Np004G235850	XP_023645038.1
OG0002709	Np002G075640	XP_006302760.1
OG0002710	Np002G083750	XP_006301571.1
OG0002711	Np002G085630	XP_023643739.1
OG0002711	Np004G229190	XP_006305670.1
OG0002712	Np004G209020	XP_006305123.1
OG0002714	Np004G241260	XP_006303490.1
OG0002715	Np001G027050	XP_006291855.1
OG0002715	Np004G241530	XP_006305538.2
OG0002716	Np004G248470	XP_006303342.1
OG0002717	Np003G143440	XP_006287411.1, XP_006287418.1
OG0002718	Np003G144630	XP_006289937.1
OG0002718	Np003G144580	XP_006286751.1
OG0002719	Np001G012050	XP_006288459.1, XP_006288447.1
OG0002720	Np001G052580	XP_006290890.2
OG0002721	Np001G011760	XP_006289212.1
OG0002722	Np002G087300	XP_006301643.1
OG0002722	Np002G087680, Np002G096620	XP_006301564.1
OG0002723	Np002G073840	XP_006302406.1
OG0002723	Np004G232560	XP_006304608.1
OG0002724	Np004G234650	XP_006305726.1
OG0002724	Np002G076480	XP_006302914.1
OG0002725	Np007G408080	XP_006299726.1
OG0002725	Np007G408090	XP_023642748.1
OG0002726	Np007G403690	XP_006298385.1
OG0002726	Np004G193810	XP_006304128.1
OG0002727	Np007G390490	XP_006298401.1
OG0002728	Np007G395850	XP_006296881.1
OG0002729	Np004G196280	XP_006306649.1
OG0002730	Np007G382010	XP_006297470.1
OG0002731	Np007G383190	XP_006299595.2
OG0002731	Np005G303920	XP_006284248.2
OG0002733	Np004G198370	XP_006304348.1, XP_006306289.1
OG0002734	Np004G213380	XP_006307689.1, XP_023639756.1
OG0002736	Np006G336300	XP_023639464.1
OG0002736	Np001G057180	XP_006290736.1
OG0002737	Np006G331030	XP_006294678.2
OG0002737	Np001G060600, Np001G058230	XP_006291135.1
OG0002738	Np002G124570, Np003G184100, Np006G322710	XP_006281288.1
OG0002739	Np001G051100	XP_006291229.1
OG0002739	Np001G002180	XP_006279528.1
OG0002740	Np001G064460	XP_006290908.1
OG0002741	Np002G088950	XP_006300539.1
OG0002741	Np004G201390	XP_023645964.1
OG0002743	Np005G263770	XP_006286232.1
OG0002744	Np004G248500	XP_023644879.1
OG0002745	Np004G246340	XP_006304944.1
OG0002747	Np007G390270	XP_023641083.1
OG0002747	Np002G081540	XP_023643556.1
OG0002748	Np003G136020	XP_006286405.1
OG0002749	Np003G157660	XP_006281671.1
OG0002751	Np003G140130, Np003G140180	XP_023635332.1
OG0002753	Np005G276590	XP_006283768.1
OG0002753	Np007G371780	XP_006296707.1
OG0002754	Np005G275590	XP_006297610.2
OG0002755	Np006G364890	XP_006295074.1, XP_006284609.1
OG0002757	Np007G377560	XP_006299612.1
OG0002757	Np005G264820	XP_023634775.1
OG0002758	Np005G265850	XP_006284279.1
OG0002759	Np004G215230	XP_006304575.2
OG0002761	Np006G342610	XP_006301772.2
OG0002762	Np002G118760	XP_006302377.1
OG0002762	Np004G246740	XP_006307580.2
OG0002763	Np004G241510	XP_006307228.1
OG0002763	Np001G027200	XP_023638148.1
OG0002764	Np004G243140	XP_023644950.1
OG0002764	Np001G024250	XP_023638835.1
OG0002765	Np001G021600	XP_023637925.1
OG0002765	Np003G134680	XP_006289011.1
OG0002766	Np005G312440	XP_006284197.1
OG0002766	Np002G095770	XP_006302625.1
OG0002767	Np002G121780	XP_006302469.1
OG0002767	Np004G244840	XP_006305224.1
OG0002768	Np003G157330	XP_006279854.1
OG0002768	Np005G279500	XP_006284128.1
OG0002769	Np007G413440	XP_006297745.1
OG0002770	Np005G281420	XP_006284721.1
OG0002770	Np003G172410	XP_006281340.1
OG0002771	Np003G136410	XP_006287753.1
OG0002771	Np001G003590	XP_006281975.1
OG0002772	Np001G005270	XP_006279699.1
OG0002772	Np003G135360	XP_006288632.1
OG0002773	Np003G133400	XP_006288607.2
OG0002773	Np001G008860	XP_006281045.1
OG0002774	Np005G288910	XP_006284127.1
OG0002774	Np001G038720	XP_006280824.1
OG0002775	Np005G288750	XP_006282647.2
OG0002775	Np001G038900	XP_006280485.1
OG0002776	Np005G286900	XP_023635461.1
OG0002776	Np005G286910	XP_006283583.2
OG0002777	Np005G286350	XP_006284492.1
OG0002778	Np005G284220	XP_023633808.1, XP_023640700.1
OG0002779	Np004G208390	XP_006307464.1
OG0002780	Np004G204820	XP_006303734.1
OG0002781	Np006G368070	XP_023640942.1
OG0002781	Np005G269620	XP_006283349.1
OG0002782	Np006G369060	XP_006294471.1
OG0002782	Np005G262150	XP_006283953.1
OG0002783	Np006G370910, Np005G307110	XP_006295408.1
OG0002784	Np005G294520	XP_006284481.1, XP_006281041.1
OG0002785	Np005G309960	XP_006286117.1
OG0002785	Np007G389930	XP_006299388.2
OG0002786	Np007G389740, Np005G310020	XP_006299662.1
OG0002787	Np005G310440	XP_006282472.2
OG0002787	Np007G388830	XP_006298887.1
OG0002788	Np005G305290	XP_006286084.2
OG0002788	Np007G384260	XP_006296774.1
OG0002789	Np007G383630	XP_006297557.1
OG0002789	Np005G304390	XP_006283669.1
OG0002790	Np007G383020	XP_006297246.1
OG0002790	Np007G383040	XP_006297190.1
OG0002791	Np007G381890	XP_006297394.1
OG0002793	Np006G322020, Np003G182030	XP_023640786.1
OG0002794	Np006G324580	XP_006293747.1
OG0002794	Np001G066570	XP_006290638.1, XP_023636150.1
OG0002795	Np001G065830	XP_006290620.1
OG0002796	Np003G153790, Np006G326740	XP_006293508.1
OG0002797	Np001G062600	XP_006292554.1
OG0002797	Np006G328760	XP_023639877.1
OG0002798	Np006G329650	XP_023639481.1
OG0002798	Np001G062070	XP_006290634.1
OG0002799	Np006G335810	XP_006294648.1
OG0002800	Np003G128030	XP_006288040.1
OG0002800	Np002G117740, Np003G128010	XP_023637164.1
OG0002801	Np003G149110	XP_006290612.1
OG0002802	Np001G043600	XP_006291818.1, XP_006291815.1
OG0002802	Np003G149500	XP_006288424.2
OG0002803	Np001G046860	XP_023638050.1
OG0002804	Np001G001590	XP_006281664.1
OG0002805	Np004G252300	XP_006303983.1
OG0002806	Np003G187730	XP_006289321.1
OG0002807	Np003G185660	XP_006286760.1
OG0002807	Np004G256980	XP_023632542.1
OG0002808	Np006G356800	XP_006294074.1
OG0002808	Np004G254930	XP_006307341.1
OG0002809	Np006G355070	XP_006294598.1, XP_023645090.1
OG0002810	Np004G253060	XP_006306172.2
OG0002810	Np006G353910	XP_006295800.1
OG0002811	Np006G360470	XP_006295621.2
OG0002812	Np006G360770	XP_006295638.2
OG0002812	Np004G251010	XP_006305122.2
OG0002813	Np007G425020	XP_006298008.1
OG0002813	Np003G141280	XP_006287987.1
OG0002814	Np003G142540	XP_006287848.1
OG0002814	Np007G423760	XP_006296612.1
OG0002815	Np007G422230	XP_006299012.1
OG0002815	Np003G144790	XP_006290088.1
OG0002817	Np007G420750	XP_006297372.1
OG0002817	Np003G146310	XP_006287478.1
OG0002818	Np007G419440	XP_006298191.1
OG0002818	Np001G015350	XP_006288342.1
OG0002819	Np007G417410	XP_023641421.1
OG0002820	Np007G416970	XP_006299233.1
OG0002820	Np007G417000	XP_006299360.1
OG0002821	Np007G416390	XP_006299740.1
OG0002822	Np007G420400	XP_006297826.1
OG0002823	Np001G054980	XP_006291052.1
OG0002823	Np006G339450	XP_023640547.1
OG0002824	Np001G056830	XP_023637877.1
OG0002824	Np006G336540	XP_006296185.1
OG0002825	Np006G360740	XP_006302032.1
OG0002825	Np004G240820	XP_006307055.1
OG0002826	Np002G071570	XP_006301899.1
OG0002826	Np004G240210	XP_023633258.1
OG0002827	Np004G238570	XP_006307711.1
OG0002827	Np002G082110	XP_006300497.1
OG0002828	Np004G238520	XP_006303887.1
OG0002828	Np002G082040	XP_006300656.1
OG0002829	Np004G238060	XP_006305334.1
OG0002830	Np004G236890	XP_023645483.1
OG0002831	Np002G078880	XP_006301494.1
OG0002831	Np004G236750	XP_006306597.2
OG0002832	Np004G234960	XP_006305225.1
OG0002832	Np002G076720	XP_006302478.1
OG0002833	Np004G234950	XP_006307131.1
OG0002833	Np002G076710	XP_006302074.1
OG0002834	Np004G229480	XP_006306746.1
OG0002834	Np002G085550	XP_023643122.1
OG0002835	Np002G087360	XP_006300410.1
OG0002835	Np004G225230	XP_006306487.1
OG0002837	Np002G089200	XP_006302578.1
OG0002838	Np005G282550	XP_006283214.1, XP_006282334.1
OG0002840	Np005G261220	XP_006285920.1
OG0002840	Np006G369910	XP_023640006.1
OG0002841	Np006G356850	XP_006294218.1
OG0002841	Np007G409830, Np004G254950	XP_006306165.1
OG0002842	Np002G113440, Np004G257170	XP_006296506.1, XP_006304586.1
OG0002843	Np001G010680	XP_006288290.1
OG0002844	Np003G141810	XP_006289274.2
OG0002845	Np003G146650	XP_006288947.1
OG0002846	Np001G016250	XP_023639054.1
OG0002847	Np007G408410, Np004G190280	XP_006306222.1
OG0002848	Np001G011790	XP_023637562.1
OG0002848	Np001G050380	XP_006290824.1
OG0002849	Np001G050220	XP_006291525.1
OG0002849	Np001G011530	XP_006288227.1
OG0002850	Np002G110620, Np002G110230, Np001G008750	XP_023633569.1
OG0002850	Np001G008800	XP_006279131.2
OG0002851	Np001G010840	XP_006287432.1
OG0002851	Np001G049520	XP_006292226.1
OG0002852	Np001G010740	XP_006287609.1
OG0002853	Np001G008660	XP_006279767.1, XP_023640284.1
OG0002854	Np003G154000	XP_023640828.1
OG0002855	Np007G424690	XP_006300236.2
OG0002855	Np003G154150	XP_006280715.1
OG0002856	Np001G046990	XP_006292254.1
OG0002856	Np003G154180	XP_023643525.1
