Orthogroup	Noccaea_praecox	Arabis_alpina
OG0003745	Np007G417810	Aa_G205850.h1.t1
OG0003747	Np007G415820, Np001G017320	Aa_G78690.h2.t1, Aa_G78690.h1.t1
OG0003748	Np007G414970	Aa_G570100.h2.t1, Aa_G570100.h1.t1
OG0003749	Np007G414560	Aa_G302020.h1.t1
OG0003750	Np001G059420	Aa_G213620.h1.t1
OG0003751	Np004G258370	Aa_G211760.h1.t1
OG0003753	Np002G074310	Aa_G526830.h1.t1
OG0003753	Np004G232770	Aa_G272130.h1.t1
OG0003754	Np004G228630	Aa_G281100.h1.t1
OG0003754	Np002G085840	Aa_G504890.h1.t1
OG0003755	Np004G226590	Aa_G284650.h1.t1, Aa_G579780.h1.t1, Aa_G579770.h1.t1
OG0003756	Np005G282440	Aa_G320650.h1.t1, Aa_G320660.h1.t1
OG0003758	Np006G368960	Aa_G407230.h1.t1
OG0003759	Np001G026610	Aa_G606460.h1.t1
OG0003760	Np004G249600	Aa_G516470.h1.t1
OG0003761	Np004G254750	Aa_G235520.h1.t1
OG0003763	Np004G256200	Aa_G400420.h1.t1
OG0003764	Np004G258760	Aa_G325220.h1.t1
OG0003765	Np003G142800	Aa_G356650.h1.t1
OG0003766	Np003G143020, Np003G181690	Aa_G379090.h1.t1
OG0003767	Np001G010530	Aa_G637260.h1.t1
OG0003768	Np006G365670	Aa_G406290.h1.t1
OG0003769	Np003G154710	Aa_G344240.h1.t1, Aa_G344250.h1.t1, Aa_G209530.h1.t1
OG0003770	Np005G301850	Aa_G493360.h1.t1
OG0003771	Np003G154190	Aa_G93980.h1.t1
OG0003772	Np005G264000	Aa_G214560.h1.t1
OG0003773	Np002G087350	Aa_G278680.h1.t1
OG0003775	Np002G073390	Aa_G343770.h1.t1
OG0003777	Np002G072760	Aa_G293180.h1.t1, Aa_G293180.h2.t1, Aa_G797250.h1.t1, Aa_G800460.h1.t1
OG0003778	Np007G397540	Aa_G164670.h1.t1
OG0003778	Np004G196870	Aa_G740060.h1.t1
OG0003779	Np011G435720, Np011G435880	Aa_G250530.h1.t1
OG0003780	Np007G381220	Aa_G227480.h1.t1, Aa_G227470.h1.t1
OG0003781	Np007G386020	Aa_G616930.h1.t1, Aa_G671840.h1.t1
OG0003782	Np001G055280	Aa_G447740.h1.t1
OG0003782	Np007G389060	Aa_G211300.h1.t1
OG0003783	Np005G310120	Aa_G455170.h2.t1, Aa_G455170.h1.t1
OG0003783	Np007G389500	Aa_G579500.h1.t1
OG0003784	Np004G190780, Np007G407710	Aa_G600260.h1.t1, Aa_G600260.h2.t1
OG0003785	Np004G191120	Aa_G193300.h1.t1
OG0003786	Np004G195210	Aa_G166350.h1.t1
OG0003787	Np004G197710	Aa_G963130.h1.t1, Aa_G963130.h2.t1
OG0003788	Np001G057100	Aa_G265950.h1.t1
OG0003789	Np001G058520	Aa_G650990.h1.t1
OG0003791	Np001G060940	Aa_G174980.h1.t1
OG0003794	Np004G193710	Aa_G396670.h1.t1
OG0003795	Np006G368650, Np006G368660, Np006G368670, Np006G368700, Np006G364620	Aa_G311520.h1.t1
OG0003797	Np004G228610, Np007G402200	Aa_G633070.h1.t1, Aa_G633070.h2.t1, Aa_G633070.h3.t1
OG0003798	Np004G235060	Aa_G622600.h1.t1
OG0003799	Np004G208900	Aa_G283440.h1.t1
OG0003801	Np001G000920	Aa_G43550.h1.t1
OG0003802	Np003G132980	Aa_G244240.h1.t1
OG0003802	Np001G007690	Aa_G315900.h1.t1
OG0003803	Np005G289590	Aa_G148370.h1.t1
OG0003803	Np005G289550	Aa_G73370.h1.t1
OG0003806	Np003G150620, Np003G150640	Aa_G173940.h1.t1
OG0003807	Np001G009880	Aa_G693340.h1.t1
OG0003810	Np001G050240, Np001G050270	Aa_G102510.h1.t1
OG0003811	Np003G143840	Aa_G79140.h1.t1
OG0003823	Np005G276690	Aa_G4810.h1.t1, Aa_G4790.h1.t1, Aa_G512420.h1.t1
OG0003824	Np005G271590	Aa_G241480.h1.t1, Aa_G241460.h1.t1
OG0003827	Np005G265180	Aa_G483280.h1.t1
OG0003828	Np003G151330, Np003G151320	Aa_G299270.h1.t1
OG0003829	Np004G216280	Aa_G434810.h1.t1
OG0003830	Np001G014150, Np001G003230	Aa_G62100.h1.t1
OG0003831	Np004G249000	Aa_G671210.h1.t1
OG0003832	Np001G027490	Aa_G278080.h1.t1
OG0003833	Np006G353120, Np006G347660	Aa_G257690.h4.t1, Aa_G257690.h1.t1, Aa_G257690.h3.t1, Aa_G257690.h2.t1, Aa_G737950.h3.t1, Aa_G737950.h1.t1, Aa_G737950.h4.t1, Aa_G737950.h2.t1, Aa_G645460.h1.t1
OG0003835	Np004G245390	Aa_G10840.h1.t1
OG0003835	Np002G121210	Aa_G487450.h1.t1
OG0003836	Np003G126230	Aa_G403690.h1.t1
OG0003838	Np003G184520	Aa_G84130.h1.t1
OG0003839	Np003G162530	Aa_G54520.h1.t1
OG0003840	Np003G159510	Aa_G48450.h1.t1
OG0003841	Np003G157960	Aa_G242690.h1.t1
OG0003842	Np003G139600	Aa_G155150.h1.t1
OG0003843	Np001G013400	Aa_G539360.h1.t1
OG0003843	Np003G138160	Aa_G116870.h1.t1
OG0003844	Np001G035870	Aa_G58290.h1.t1
OG0003844	Np005G291930	Aa_G155400.h1.t1
OG0003845	Np005G291090	Aa_G507690.h1.t1
OG0003846	Np005G283340	Aa_G222130.h1.t1
OG0003847	Np005G283330	Aa_G417370.h1.t1
OG0003848	Np004G206810	Aa_G645960.h1.t1
OG0003849	Np004G208310	Aa_G57210.h1.t1
OG0003850	Np004G201010	Aa_G171120.h1.t1
OG0003851	Np004G213070	Aa_G657770.h1.t1
OG0003852	Np005G267460	Aa_G514720.h1.t1
OG0003853	Np005G269500	Aa_G153250.h1.t1
OG0003854	Np005G312460	Aa_G505920.h1.t1
OG0003855	Np003G175420, Np004G202500	Aa_G82600.h1.t1
OG0003856	Np004G202800	Aa_G382640.h1.t1
OG0003857	Np001G042900	Aa_G63590.h1.t1
OG0003858	Np004G195640	Aa_G63600.h1.t1
OG0003859	Np003G181100	Aa_G352500.h1.t1
OG0003860	Np006G325180, Np003G174670, Np007G404380	Aa_G467110.h1.t1
OG0003862	Np001G035910	Aa_G58270.h1.t1
OG0003863	Np001G032130	Aa_G63390.h1.t1
OG0003864	Np001G069160	Aa_G236600.h1.t1
OG0003865	Np006G322600	Aa_G332660.h1.t1
OG0003866	Np006G366600	Aa_G289650.h1.t1
OG0003867	Np003G125680	Aa_G430020.h1.t1, Aa_G430050.h1.t1, Aa_G420160.h1.t1
OG0003868	Np003G151480	Aa_G127210.h1.t1
OG0003869	Np003G151750	Aa_G337310.h1.t1, Aa_G337320.h1.t1
OG0003870	Np003G151870	Aa_G362120.h1.t1
OG0003871	Np001G045540	Aa_G699370.h1.t1
OG0003871	Np003G152240	Aa_G33970.h1.t1
OG0003872	Np003G189150	Aa_G425550.h1.t1
OG0003873	Np003G187760	Aa_G347340.h1.t1, Aa_G563070.h1.t1, Aa_G347360.h1.t1, Aa_G563080.h1.t1
OG0003874	Np003G186190	Aa_G188780.h1.t1
OG0003875	Np004G256250	Aa_G400370.h1.t1
OG0003876	Np006G355330, Np007G377900	Aa_G640490.h1.t1
OG0003877	Np005G278360	Aa_G316630.h1.t1
OG0003878	Np007G417250	Aa_G47770.h1.t1
OG0003879	Np007G415790	Aa_G174780.h1.t1
OG0003881	Np002G071550	Aa_G293570.h1.t1
OG0003882	Np004G237610	Aa_G55200.h1.t1
OG0003883	Np004G203220	Aa_G193900.h1.t1
OG0003884	Np004G226600	Aa_G579790.h1.t1
OG0003885	Np003G172470	Aa_G313100.h1.t1
OG0003887	Np004G241610	Aa_G284050.h1.t1
OG0003889	Np004G250310	Aa_G19360.h1.t1
OG0003890	Np006G355140, Np006G355130	Aa_G167470.h1.t1
OG0003893	Np003G145790	Aa_G410980.h1.t1
OG0003894	Np001G014970	Aa_G457960.h1.t1
OG0003896	Np001G016360	Aa_G196470.h1.t1
OG0003897	Np003G131210	Aa_G195230.h1.t1
OG0003897	Np007G410480	Aa_G285190.h1.t1
OG0003898	Np003G129750	Aa_G303930.h1.t1
OG0003899	Np001G013340, Np001G013330	Aa_G539310.h1.t1, Aa_G539280.h1.t1
OG0003900	Np001G050720	Aa_G225290.h1.t1
OG0003901	Np001G047690	Aa_G377230.h1.t1
OG0003902	Np001G046870	Aa_G88980.h1.t1
OG0003902	Np003G153890	Aa_G246280.h1.t1
OG0003903	Np002G088890	Aa_G423700.h1.t1
OG0003903	Np005G261830	Aa_G450630.h1.t1
OG0003904	Np002G076360, Np002G076350	Aa_G111050.h1.t1
OG0003905	Np002G076440	Aa_G111150.h1.t1
OG0003907	Np002G077170	Aa_G281670.h1.t1
OG0003908	Np002G072860	Aa_G370260.h1.t1
OG0003912	Np004G193480	Aa_G381950.h1.t1
OG0003913	Np010G435060, Np007G401590, Np007G398200	Aa_G32150.h1.t1
OG0003915	Np007G395560	Aa_G108070.h1.t1
OG0003916	Np007G373920, Np007G397490	Aa_G164610.h1.t1
OG0003918	Np007G380280, Np007G380270, Np005G268870	Aa_G138510.h1.t1
OG0003919	Np007G382070	Aa_G399600.h1.t1
OG0003920	Np007G383710	Aa_G413630.h1.t1
OG0003921	Np007G373330, Np003G127770	Aa_G143460.h1.t1
OG0003922	Np004G193000	Aa_G74180.h1.t1, Aa_G74170.h1.t1
OG0003923	Np004G200120	Aa_G418790.h1.t1
OG0003924	Np001G053650	Aa_G236080.h1.t1
OG0003925	Np004G211710	Aa_G719750.h1.t1
OG0003926	Np001G066920	Aa_G57920.h1.t1
OG0003926	Np006G323700	Aa_G15840.h1.t1
OG0003929	Np004G199080	Aa_G566890.h1.t1, Aa_G237920.h1.t1, Aa_G31300.h1.t1
OG0003930	Np004G259130	Aa_G105710.h1.t1
OG0003935	Np003G133000, Np002G095980	Aa_G644070.h1.t1
OG0003938	Np004G230920, Np004G230850	Aa_G615750.h1.t1, Aa_G367320.h1.t1
OG0003943	Np002G104890, Np002G104840, Np002G104780	Aa_G1115610.h16.t1, Aa_G1115610.h6.t1, Aa_G1115610.h10.t1, Aa_G1115610.h4.t1, Aa_G1115610.h8.t1, Aa_G1115610.h11.t1, Aa_G1115610.h13.t1, Aa_G1115610.h7.t1, Aa_G1115610.h12.t1, Aa_G1115610.h9.t1, Aa_G1115610.h1.t1, Aa_G1115610.h2.t1, Aa_G1115610.h15.t1, Aa_G1115610.h14.t1, Aa_G1115610.h3.t1, Aa_G1115610.h5.t1, Aa_G288960.h12.t1, Aa_G288960.h11.t1, Aa_G288960.h7.t1, Aa_G288960.h10.t1, Aa_G288960.h2.t1, Aa_G288960.h5.t1, Aa_G285510.h1.t1, Aa_G288960.h4.t1, Aa_G288960.h13.t1, Aa_G288960.h8.t1, Aa_G288960.h16.t1, Aa_G288960.h14.t1, Aa_G288960.h15.t1, Aa_G400860.h1.t1, Aa_G288960.h3.t1, Aa_G288960.h6.t1, Aa_G288960.h9.t1, Aa_G288960.h1.t1
OG0003948	Np005G274470	Aa_G582400.h1.t1
OG0003952	Np002G106780	Aa_G229990.h1.t1, Aa_G193020.h1.t1
OG0003955	Np001G025040	Aa_G146380.h1.t1, Aa_G146370.h1.t1
OG0003956	Np001G020790	Aa_G381010.h1.t1
OG0003957	Np005G317880	Aa_G612850.h1.t1
OG0003957	Np001G020680	Aa_G27450.h1.t1
OG0003958	Np002G095940	Aa_G30840.h1.t1
OG0003959	Np006G331120	Aa_G281250.h1.t1
OG0003960	Np003G129210	Aa_G73280.h1.t1
OG0003960	Np007G411670	Aa_G137200.h1.t1
OG0003961	Np007G411080	Aa_G136800.h1.t1
OG0003961	Np003G130280	Aa_G170560.h1.t1
OG0003962	Np002G089640, Np007G410400, Np007G410410	Aa_G285130.h1.t1
OG0003964	Np001G037220, Np001G037250	Aa_G78100.h1.t1
OG0003965	Np003G171830	Aa_G124280.h1.t1
OG0003966	Np003G165060, Np005G276960	Aa_G116570.h1.t1
OG0003967	Np003G139050, Np007G409380	Aa_G256600.h1.t1
OG0003968	Np001G013470	Aa_G539390.h1.t1
OG0003968	Np003G138300	Aa_G267470.h1.t1
OG0003969	Np003G138090	Aa_G116810.h1.t1
OG0003969	Np001G013230	Aa_G539230.h1.t1
OG0003970	Np003G137120	Aa_G168640.h1.t1
OG0003971	Np003G134960	Aa_G210820.h1.t1
OG0003972	Np003G133640	Aa_G471520.h1.t1
OG0003973	Np001G032990	Aa_G352380.h1.t1
OG0003974	Np001G054800	Aa_G153550.h1.t1
OG0003975	Np005G287100	Aa_G580370.h1.t1
OG0003976	Np005G284560	Aa_G475370.h1.t1, Aa_G20050.h1.t1
OG0003977	Np001G055470	Aa_G211590.h1.t1
OG0003978	Np004G211840	Aa_G456670.h1.t1, Aa_G425240.h1.t1
OG0003979	Np004G217710	Aa_G302530.h1.t1, Aa_G302540.h1.t1, Aa_G302520.h1.t1
OG0003980	Np005G268200	Aa_G270490.h1.t1, Aa_G467480.h1.t1
OG0003981	Np005G268300	Aa_G681550.h1.t1
OG0003982	Np005G269410	Aa_G153310.h1.t1
OG0003983	Np006G368870	Aa_G161390.h1.t1
OG0003983	Np005G262490	Aa_G294370.h1.t1
OG0003984	Np003G178180	Aa_G1075680.h2.t1, Aa_G1075680.h1.t1
OG0003985	Np003G183700	Aa_G954650.h1.t1, Aa_G895350.h1.t1
OG0003987	Np007G387940	Aa_G86430.h1.t1
OG0003987	Np005G307810	Aa_G76740.h1.t1
OG0003988	Np005G305400	Aa_G54980.h1.t1
OG0003989	Np005G302470	Aa_G720130.h2.t1, Aa_G720130.h1.t1
OG0003990	Np005G318810	Aa_G298340.h1.t1
OG0003991	Np001G068460	Aa_G2560.h1.t1
OG0003991	Np006G321920	Aa_G593420.h1.t1
OG0003992	Np006G322250	Aa_G177870.h1.t1
OG0003993	Np001G067220	Aa_G81110.h1.t1
OG0003994	Np002G086440	Aa_G372890.h1.t1
OG0003995	Np006G326040, Np006G357010	Aa_G595250.h1.t1
OG0003996	Np006G326450, Np006G326500	Aa_G445420.h1.t1
OG0003998	Np003G126510	Aa_G85230.h1.t1
OG0003999	Np007G411940	Aa_G338710.h1.t1
OG0004000	Np001G045040, Np003G151940	Aa_G231410.h1.t1, Aa_G456950.h1.t1
OG0004001	Np002G096780, Np003G153110	Aa_G28040.h1.t1, Aa_G28000.h1.t1, Aa_G27980.h1.t1
OG0004002	Np001G005810	Aa_G75090.h1.t1
OG0004003	Np006G357910	Aa_G80140.h1.t1
OG0004005	Np006G348940, Np006G354050	Aa_G86070.h1.t1
OG0004006	Np006G357980	Aa_G63210.h1.t1
OG0004007	Np007G420200	Aa_G4400.h1.t1
OG0004008	Np007G419390, Np001G015390	Aa_G4830.h1.t1
OG0004009	Np004G199860	Aa_G57590.h1.t1
OG0004010	Np007G414800	Aa_G258570.h1.t1
OG0004011	Np001G060020	Aa_G287290.h1.t1
OG0004012	Np006G332770	Aa_G38320.h1.t1
OG0004013	Np001G061060	Aa_G386980.h1.t1
OG0004014	Np004G197620	Aa_G226600.h1.t1
OG0004015	Np006G334140	Aa_G202490.h1.t1
OG0004016	Np006G333790	Aa_G357490.h1.t1
OG0004017	Np006G337560	Aa_G30050.h1.t1
OG0004018	Np006G337610, Np005G305950	Aa_G195910.h1.t1
OG0004025	Np004G230560	Aa_G68630.h1.t1
OG0004026	Np003G172800	Aa_G442860.h1.t1
OG0004027	Np005G281060	Aa_G90850.h1.t1
OG0004028	Np005G280560	Aa_G29730.h1.t1
OG0004028	Np003G156170	Aa_G566610.h1.t1
OG0004029	Np003G161260	Aa_G513840.h1.t1, Aa_G82410.h1.t1
OG0004030	Np006G365700	Aa_G309990.h1.t1
OG0004031	Np006G339930	Aa_G24530.h1.t1
OG0004032	Np006G371320	Aa_G36460.h1.t1
OG0004033	Np004G245710	Aa_G193760.h1.t1
OG0004034	Np001G037070	Aa_G501500.h1.t1
OG0004035	Np004G251570, Np004G251800	Aa_G638130.h1.t1
OG0004036	Np004G196150, Np005G313970, Np001G018220	Aa_G25690.h1.t1
OG0004037	Np004G257480	Aa_G6870.h1.t1, Aa_G6880.h1.t1
OG0004038	Np003G143010	Aa_G379120.h1.t1
OG0004039	Np001G014090	Aa_G40950.h1.t1
OG0004041	Np001G009500	Aa_G95000.h1.t1
OG0004042	Np001G015710, Np001G015720	Aa_G425380.h1.t1
OG0004043	Np001G016660	Aa_G9460.h1.t1
OG0004044	Np003G129970	Aa_G353330.h1.t1
OG0004045	Np001G012230	Aa_G168990.h1.t1
OG0004046	Np001G010830	Aa_G578260.h1.t1
OG0004046	Np001G049500	Aa_G106920.h1.t1
OG0004047	Np001G010760	Aa_G143170.h1.t1
OG0004049	Np001G008980	Aa_G401190.h1.t1
OG0004050	Np003G150970	Aa_G470860.h1.t1
OG0004051	Np001G043870	Aa_G403360.h1.t1
OG0004052	Np007G389420, Np002G083870	Aa_G170780.h1.t1, Aa_G170770.h1.t1, Aa_G150430.h1.t1
OG0004053	Np002G073600	Aa_G508960.h1.t1
OG0004054	Np007G408430	Aa_G39960.h1.t1
OG0004055	Np007G406820	Aa_G207860.h1.t1
OG0004057	Np007G392030	Aa_G71170.h1.t1
OG0004058	Np007G392040	Aa_G71180.h1.t1
OG0004059	Np007G393520	Aa_G501320.h1.t1
OG0004060	Np007G393770	Aa_G62950.h1.t1
OG0004061	Np007G393960	Aa_G549500.h1.t1
OG0004062	Np007G394490	Aa_G390030.h1.t1
OG0004063	Np007G394750	Aa_G522270.h1.t1
OG0004064	Np007G400150	Aa_G242980.h1.t1, Aa_G36920.h1.t1
OG0004065	Np007G380820	Aa_G161930.h1.t1
OG0004066	Np007G383030	Aa_G326780.h1.t1
OG0004067	Np007G386870	Aa_G26900.h1.t1
OG0004068	Np007G378250	Aa_G405230.h1.t1
OG0004069	Np004G198360	Aa_G95970.h1.t1
OG0004070	Np007G404810	Aa_G1340.h1.t1
OG0004071	Np001G061380	Aa_G483500.h1.t1
OG0004072	Np001G062480	Aa_G114690.h1.t1
OG0004072	Np006G329310	Aa_G67210.h1.t1
OG0004073	Np001G064560	Aa_G271320.h1.t1
OG0004075	Np001G038480	Aa_G200220.h1.t1
OG0004078	Np003G161650, Np001G003340, Np003G134260	Aa_G231690.h1.t1
OG0004081	Np007G411210, Np004G219890	Aa_G817720.h1.t1, Aa_G817720.h2.t1, Aa_G136920.h1.t1
OG0004087	Np003G180030	Aa_G98200.h1.t1
OG0004092	Np005G273160	Aa_G603250.h1.t1
OG0004093	Np005G272670	Aa_G190590.h1.t1
OG0004093	Np005G274130	Aa_G224590.h1.t1, Aa_G461020.h1.t1
OG0004095	Np005G264080	Aa_G434210.h1.t1
OG0004096	Np005G264620	Aa_G258860.h1.t1
OG0004097	Np002G112880	Aa_G167250.h1.t1
OG0004098	Np004G248760	Aa_G495650.h1.t1
OG0004099	Np001G027900	Aa_G251440.h1.t1
OG0004100	Np001G019570	Aa_G142480.h1.t1
OG0004101	Np003G159630	Aa_G48370.h1.t1
OG0004102	Np002G124740	Aa_G277460.h1.t1
OG0004102	Np005G320200	Aa_G184930.h1.t1
OG0004103	Np007G409790	Aa_G5590.h1.t1
OG0004104	Np003G166970	Aa_G208290.h1.t1
OG0004105	Np003G162540	Aa_G54530.h1.t1
OG0004106	Np003G163430	Aa_G439450.h1.t1
OG0004107	Np006G324780	Aa_G175140.h1.t1
OG0004108	Np003G158180	Aa_G216600.h1.t1
OG0004109	Np003G137840	Aa_G158550.h1.t1
OG0004109	Np001G013000	Aa_G517870.h1.t1
OG0004110	Np003G135980	Aa_G309230.h1.t1
OG0004111	Np003G134440	Aa_G319230.h1.t1
OG0004112	Np003G133630	Aa_G471530.h1.t1
OG0004112	Np001G009100	Aa_G125550.h1.t1, Aa_G590880.h1.t1
OG0004113	Np005G291480	Aa_G339950.h1.t1
OG0004114	Np005G291400	Aa_G345160.h1.t1
OG0004115	Np005G291020	Aa_G150180.h1.t1
OG0004116	Np005G287080	Aa_G8060.h1.t1
OG0004117	Np005G287570	Aa_G37650.h1.t1
OG0004118	Np005G286710	Aa_G698390.h1.t1, Aa_G698390.h2.t1
OG0004119	Np004G206770	Aa_G260300.h1.t1
OG0004120	Np005G287470	Aa_G586770.h1.t1
OG0004121	Np004G202900	Aa_G523620.h1.t1
OG0004122	Np004G203150	Aa_G54790.h1.t1
OG0004123	Np004G211930	Aa_G366290.h1.t1
OG0004125	Np005G268360	Aa_G493140.h1.t1
OG0004126	Np006G338190	Aa_G231850.h1.t1
OG0004127	Np005G269550	Aa_G602870.h1.t1
OG0004128	Np005G260380	Aa_G676580.h1.t1
OG0004129	Np004G251830	Aa_G753790.h1.t1
OG0004130	Np005G315870	Aa_G169290.h1.t1
OG0004130	Np001G019230	Aa_G486870.h1.t1
OG0004132	Np004G203750	Aa_G127490.h1.t1
OG0004132	Np006G343880	Aa_G113410.h1.t1
OG0004133	Np001G042040	Aa_G246750.h1.t1
OG0004134	Np004G200290	Aa_G29470.h1.t1
OG0004135	Np003G179800	Aa_G275320.h1.t1
OG0004136	Np003G181750, Np002G091740	Aa_G35160.h1.t1
OG0004137	Np001G033150	Aa_G712430.h1.t1
OG0004138	Np005G304960	Aa_G479680.h1.t1, Aa_G518840.h1.t1
OG0004140	Np006G321390	Aa_G226160.h1.t1
OG0004141	Np006G321940	Aa_G593440.h1.t1
OG0004142	Np006G325900	Aa_G100600.h1.t1
OG0004143	Np006G326630	Aa_G284470.h1.t1
OG0004144	Np006G327750	Aa_G450750.h1.t1
OG0004145	Np006G327870	Aa_G200010.h1.t1
OG0004146	Np001G063470	Aa_G433240.h1.t1, Aa_G574080.h1.t1
OG0004147	Np003G149380	Aa_G404770.h1.t1
OG0004148	Np003G150050	Aa_G8790.h1.t1
OG0004150	Np003G152170	Aa_G207710.h1.t1
OG0004151	Np003G153750	Aa_G345660.h1.t1
OG0004152	Np001G004920	Aa_G268360.h1.t1
OG0004153	Np003G189550	Aa_G242240.h1.t1
OG0004154	Np003G188330	Aa_G67830.h1.t1
OG0004155	Np003G188280	Aa_G67780.h1.t1
OG0004156	Np003G186750	Aa_G99690.h1.t1
OG0004157	Np003G186730	Aa_G99660.h1.t1, Aa_G297830.h1.t1
OG0004158	Np001G040880	Aa_G203690.h1.t1
OG0004159	Np001G040990	Aa_G203760.h1.t1
OG0004160	Np006G355910	Aa_G154630.h1.t1
OG0004161	Np006G355690	Aa_G154740.h1.t1
OG0004162	Np006G347340, Np006G353380	Aa_G159310.h1.t1
OG0004163	Np006G353090	Aa_G120490.h1.t1
OG0004164	Np004G252700	Aa_G429870.h1.t1
OG0004164	Np006G352590	Aa_G35390.h1.t1
OG0004166	Np001G043690	Aa_G17960.h1.t1
OG0004167	Np005G278170	Aa_G107310.h1.t1
OG0004168	Np003G141150	Aa_G72730.h1.t1
OG0004168	Np007G425150	Aa_G52610.h1.t1
OG0004169	Np007G422610	Aa_G111730.h1.t1
OG0004170	Np007G421290	Aa_G185650.h1.t1
OG0004171	Np007G420540	Aa_G304910.h1.t1
OG0004172	Np007G419430	Aa_G4760.h1.t1
OG0004173	Np007G419520	Aa_G4670.h1.t1
OG0004174	Np007G415300	Aa_G174420.h1.t1
OG0004175	Np006G331550	Aa_G518430.h1.t1
OG0004180	Np004G235430	Aa_G257340.h1.t1
OG0004181	Np004G234740	Aa_G119650.h1.t1, Aa_G119660.h1.t1
OG0004181	Np004G234750	Aa_G546740.h1.t1
OG0004182	Np002G083090	Aa_G697930.h1.t1, Aa_G259610.h1.t1
OG0004183	Np005G282030	Aa_G92190.h1.t1
OG0004184	Np005G281860	Aa_G95670.h1.t1, Aa_G130190.h1.t1
OG0004185	Np005G281590, Np005G280440	Aa_G130120.h1.t1
OG0004186	Np005G315990, Np006G332820	Aa_G61120.h1.t1
OG0004187	Np005G281160	Aa_G353750.h1.t1
OG0004188	Np003G166120, Np003G167100	Aa_G375230.h1.t1
OG0004189	Np004G244570	Aa_G26550.h1.t1
OG0004189	Np001G022290	Aa_G25640.h1.t1
OG0004190	Np004G245200	Aa_G10760.h1.t1, Aa_G10740.h1.t1, Aa_G10730.h1.t1
OG0004191	Np004G251040	Aa_G574650.h1.t1
OG0004192	Np001G052340	Aa_G358060.h1.t1
OG0004193	Np003G143110	Aa_G59290.h1.t1
OG0004194	Np003G143370	Aa_G96790.h1.t1
OG0004195	Np003G144460	Aa_G523370.h1.t1
OG0004196	Np001G014690	Aa_G159560.h1.t1
OG0004197	Np003G132710	Aa_G672340.h1.t1
OG0004198	Np001G013530	Aa_G113060.h1.t1
OG0004200	Np001G011470, Np001G011460	Aa_G46070.h1.t1, Aa_G46050.h1.t1, Aa_G46060.h1.t1
OG0004202	Np001G009720	Aa_G94840.h1.t1
OG0004203	Np001G007300	Aa_G13560.h1.t1
OG0004204	Np001G007150	Aa_G13740.h1.t1
OG0004205	Np003G154340	Aa_G93880.h1.t1
OG0004206	Np001G050560	Aa_G250810.h1.t1
OG0004207	Np001G045360	Aa_G207670.h1.t1
OG0004207	Np001G045370	Aa_G207690.h1.t1
OG0004208	Np003G177010	Aa_G184590.h1.t1
OG0004209	Np002G083660	Aa_G319520.h1.t1
OG0004210	Np002G083520	Aa_G149370.h1.t1
OG0004211	Np002G083060	Aa_G861930.h1.t1, Aa_G721790.h3.t1, Aa_G721790.h1.t1, Aa_G721790.h2.t1
OG0004212	Np002G074470	Aa_G121580.h1.t1
OG0004213	Np002G079520	Aa_G449870.h1.t1
OG0004214	Np002G081350	Aa_G428840.h1.t1
OG0004215	Np002G073500	Aa_G730840.h1.t1
OG0004215	Np002G073510	Aa_G730830.h1.t1, Aa_G730820.h1.t1
OG0004216	Np002G071260	Aa_G21670.h1.t1
OG0004217	Np007G408670	Aa_G40130.h1.t1
OG0004218	Np007G404260	Aa_G443910.h1.t1
OG0004219	Np007G403330	Aa_G424060.h1.t1
OG0004220	Np007G390240	Aa_G242040.h1.t1
OG0004221	Np007G393740	Aa_G62980.h1.t1
OG0004222	Np007G393970	Aa_G549480.h1.t1
OG0004223	Np007G395410	Aa_G108130.h1.t1
OG0004224	Np007G396030	Aa_G371360.h1.t1
OG0004225	Np007G396870	Aa_G164420.h1.t1
OG0004226	Np007G381060	Aa_G430370.h1.t1
OG0004227	Np007G382030	Aa_G171660.h1.t1
OG0004228	Np007G382040	Aa_G171650.h1.t1
OG0004229	Np007G382840	Aa_G538110.h1.t1
OG0004230	Np007G397030, Np007G383080	Aa_G326730.h1.t1
OG0004231	Np007G383750	Aa_G413620.h1.t1
OG0004232	Np007G384940	Aa_G293400.h1.t1
OG0004233	Np007G385430	Aa_G178970.h1.t1
OG0004234	Np005G318030, Np007G375160	Aa_G197460.h1.t1
OG0004235	Np007G373810, Np007G373820, Np007G373800	Aa_G386780.h1.t1
OG0004236	Np005G275830	Aa_G319940.h1.t1
OG0004237	Np005G310730	Aa_G447130.h1.t1
OG0004237	Np007G371860	Aa_G194690.h1.t1
OG0004238	Np004G190470	Aa_G108980.h1.t1
OG0004240	Np004G192040	Aa_G610370.h1.t1
OG0004242	Np004G193030	Aa_G74140.h1.t1
OG0004243	Np004G193320	Aa_G675000.h1.t1
OG0004244	Np004G195710	Aa_G582060.h1.t1
OG0004245	Np002G086800	Aa_G255190.h1.t1
OG0004246	Np005G261480, Np004G199770	Aa_G57620.h1.t1
OG0004247	Np006G341550	Aa_G496490.h1.t1
OG0004248	Np007G416690	Aa_G47300.h1.t1
OG0004250	Np001G039140, Np002G070960	Aa_G410380.h1.t1
OG0004251	Np001G062000	Aa_G461180.h1.t1
OG0004252	Np001G062780	Aa_G220970.h1.t1, Aa_G230730.h1.t1
OG0004253	Np001G066560	Aa_G48640.h1.t1
OG0004254	Np001G067550	Aa_G128090.h1.t1
