Orthogroup	Noccaea_praecox	Eutrema_salsugineum
OG0003672	Np005G300810	XP_006414374.1
OG0003673	Np007G386880, Np001G031350	XP_006418755.1
OG0003674	Np007G388400	XP_024009710.1
OG0003674	Np001G017860	XP_006395200.1
OG0003675	Np003G157980	XP_006401345.1
OG0003676	Np007G416070	XP_006407879.1
OG0003676	Np005G263910	XP_024005373.1
OG0003677	Np007G403440	XP_006406957.1
OG0003678	Np007G380320	XP_006406362.1
OG0003679	Np001G054340	XP_006410752.1
OG0003680	Np001G054530	XP_024013440.1, XP_024013452.1
OG0003681	Np001G056530	XP_006403664.1
OG0003681	Np006G337090	XP_006410939.1
OG0003682	Np001G060110	XP_024012838.1
OG0003683	Np001G069920	XP_006402271.1
OG0003683	Np001G053860	XP_024013560.1
OG0003687	Np002G114630	XP_006392255.1, XP_006392248.1
OG0003695	Np005G276540	XP_006412965.1
OG0003697	Np005G264420	XP_006412263.1
OG0003698	Np005G265540	XP_024005858.1
OG0003698	Np005G265530	XP_006412173.1
OG0003699	Np002G105640	XP_024008231.1
OG0003700	Np005G299530, Np005G299520	XP_006414338.1
OG0003701	Np001G026240	XP_006395822.1, XP_024016052.1
OG0003703	Np005G312870	XP_024014803.1
OG0003704	Np002G120260	XP_024004564.1
OG0003705	Np006G330910	XP_006411356.1
OG0003708	Np002G114620, Np002G113770	XP_006401431.1
OG0003709	Np003G157290	XP_006401297.1
OG0003710	Np003G140050	XP_006399823.1
OG0003712	Np001G039380	XP_006398083.1
OG0003712	Np005G288470	XP_006413885.1
OG0003713	Np001G039950	XP_006403109.1
OG0003714	Np005G285480	XP_006413664.1
OG0003715	Np003G180540	XP_006396905.1
OG0003716	Np001G060840, Np001G049010	XP_006402968.1
OG0003717	Np003G188090, Np003G188910	XP_006396224.1
OG0003719	Np003G127080, Np003G127090	XP_006398747.1
OG0003720	Np005G307880, Np003G126200	XP_006398673.1
OG0003721	Np003G180410	XP_006396918.1
OG0003722	Np005G308330	XP_006414958.1
OG0003723	Np005G305730, Np005G305740	XP_006414742.2
OG0003724	Np007G381500	XP_024015504.1
OG0003724	Np001G065400, Np005G302440	XP_006414478.1
OG0003725	Np005G316580	XP_006405552.1
OG0003726	Np005G306210	XP_024004903.1
OG0003726	Np006G321310	XP_024010862.1
OG0003727	Np006G323150	XP_006397802.2
OG0003728	Np006G326250	XP_006397566.2
OG0003728	Np006G326240, Np006G326260	XP_024010894.1
OG0003729	Np006G326280	XP_024008776.1, XP_006397564.1
OG0003730	Np001G062790	XP_006402818.1
OG0003731	Np001G035100, Np002G116700, Np003G127360	XP_006398767.1, XP_006408279.1
OG0003732	Np003G153000	XP_024009959.1
OG0003733	Np001G040950	XP_006403204.1
OG0003734	Np001G041110	XP_006403221.1
OG0003734	Np001G041120	XP_006403223.1
OG0003735	Np001G041430	XP_024013339.1
OG0003736	Np006G357290	XP_006410406.1
OG0003737	Np006G357620	XP_024003871.1
OG0003738	Np006G355440	XP_006410300.2
OG0003740	Np004G253350	XP_006417928.1
OG0003741	Np006G358090	XP_006409749.1
OG0003742	Np004G246140	XP_006417291.1
OG0003743	Np007G423930	XP_006408449.1
OG0003744	Np005G319320	XP_006405358.1
OG0003747	Np007G415820	XP_006407855.1
OG0003747	Np001G017320	XP_024006687.1
OG0003748	Np007G414970	XP_006407795.1
OG0003749	Np007G414560	XP_006407769.1
OG0003751	Np004G258370	XP_024008162.1
OG0003752	Np004G238820	XP_024008255.1
OG0003753	Np002G074310	XP_006390044.1
OG0003753	Np004G232770	XP_006416236.1
OG0003754	Np004G228630	XP_006416018.1
OG0003754	Np002G085840	XP_006390927.1
OG0003755	Np004G226590	XP_006415951.1, XP_024009934.1
OG0003756	Np005G282440	XP_006413442.1, XP_006413443.2
OG0003758	Np006G368960	XP_006404696.1
OG0003759	Np004G241710	XP_006416975.1
OG0003760	Np004G249600	XP_006417563.1
OG0003761	Np004G254750	XP_024008772.1
OG0003762	Np005G311540	XP_006409000.1
OG0003763	Np007G372160	XP_006408953.1
OG0003763	Np004G256200	XP_006418165.1
OG0003765	Np003G142800	XP_006400113.1
OG0003766	Np003G143020, Np003G181690	XP_006400131.2
OG0003767	Np001G010530	XP_006394608.1
OG0003768	Np006G365670	XP_024014285.1, XP_006394332.1
OG0003769	Np003G154710	XP_024014644.1, XP_006401107.1
OG0003771	Np001G047000	XP_006404397.2
OG0003771	Np003G154190	XP_006401058.1
OG0003772	Np005G264000	XP_006412311.1
OG0003773	Np002G087350	XP_006391039.1
OG0003774	Np002G086900	XP_006391005.2
OG0003775	Np002G073400, Np002G073390	XP_024005851.1
OG0003776	Np002G072970	XP_006389954.1
OG0003777	Np002G072760	XP_006389934.1
OG0003778	Np007G397540	XP_006406453.1
OG0003779	Np011G435880	XP_006406379.1
OG0003780	Np004G195260	XP_024006177.1
OG0003780	Np007G381220	XP_006406291.1
OG0003781	Np007G386020	XP_006418806.1
OG0003782	Np001G055280	XP_006403742.1
OG0003782	Np007G389060	XP_006396166.1
OG0003783	Np007G389500	XP_006396131.1
OG0003784	Np004G190780, Np007G407710	XP_006392613.1
OG0003785	Np004G191120	XP_006392637.1
OG0003786	Np004G195210	XP_006392998.1
OG0003787	Np004G197710	XP_006393216.2
OG0003788	Np001G057100	XP_006403624.2
OG0003789	Np001G058520	XP_006403504.1
OG0003791	Np001G060940	XP_006402961.1
OG0003794	Np004G193710	XP_006392847.1, XP_024013165.1, XP_024013602.1, XP_024013166.1
OG0003796	Np001G046710	XP_024013374.1
OG0003797	Np001G046320	XP_024008053.1
OG0003797	Np004G228610, Np007G402200	XP_024008021.1
OG0003799	Np004G208900	XP_024007767.1
OG0003802	Np003G132980	XP_006399200.2
OG0003803	Np005G289590, Np005G289550	XP_006413952.1
OG0003804	Np006G358980	XP_006409842.1
OG0003805	Np003G143820, Np003G143830	XP_024012121.1
OG0003806	Np003G150620	XP_006400759.1
OG0003806	Np003G150640	XP_006400761.1
OG0003807	Np001G009880	XP_006394556.1
OG0003810	Np001G050240, Np001G050270	XP_024013783.1
OG0003811	Np003G143840	XP_006400209.1
OG0003813	Np001G021620	XP_006395490.1
OG0003823	Np005G276690	XP_006412980.1
OG0003824	Np005G271590	XP_006412578.1
OG0003827	Np005G265180	XP_006412203.1
OG0003828	Np003G151330, Np003G151320	XP_006415352.2
OG0003829	Np004G216280	XP_024009205.1
OG0003831	Np004G249000	XP_006417512.1
OG0003832	Np001G027490	XP_006398538.2
OG0003833	Np006G353120, Np006G347660	XP_006410098.2
OG0003834	Np002G124410	XP_006391610.1
OG0003835	Np002G121210	XP_006391803.1
OG0003836	Np003G126230	XP_006398678.1
OG0003837	Np003G135880	XP_006399443.1, XP_006399444.1, XP_006399445.1
OG0003838	Np003G184520	XP_006401985.1
OG0003839	Np003G162530	XP_024011846.1
OG0003840	Np003G159510	XP_006401441.1
OG0003841	Np005G279300	XP_006401343.1
OG0003842	Np003G139600	XP_006399780.1
OG0003843	Np001G013400	XP_006394829.1
OG0003843	Np003G138160	XP_024012391.1
OG0003844	Np001G035870	XP_006398308.1
OG0003844	Np005G291930	XP_006414121.1
OG0003845	Np005G291090	XP_024004103.1, XP_024004614.1
OG0003846	Np005G283340	XP_006413528.1
OG0003847	Np005G283330	XP_006413527.1
OG0003848	Np004G206810	XP_006415065.1
OG0003849	Np004G208310	XP_024008581.1
OG0003850	Np004G201010	XP_006393614.1
OG0003851	Np004G213070	XP_006415541.1
OG0003852	Np005G267460	XP_006412048.1
OG0003853	Np005G269500	XP_006411875.1
OG0003854	Np005G312460	XP_006405837.1
OG0003855	Np004G202500	XP_006393712.2
OG0003856	Np004G202800	XP_006393739.1
OG0003857	Np001G044820	XP_006419064.1
OG0003857	Np001G042900	XP_024014685.1
OG0003858	Np004G195640	XP_006391231.1
OG0003859	Np003G181090	XP_006396874.1
OG0003860	Np006G325180, Np003G174670, Np007G404380	XP_024008755.1
OG0003862	Np001G035910	XP_024010946.1, XP_024005492.1
OG0003863	Np001G032130	XP_024010990.1
OG0003864	Np001G069160	XP_006402343.1
OG0003865	Np006G322600	XP_006397194.1
OG0003866	Np006G366600	XP_024007891.1, XP_006397713.1
OG0003867	Np003G125680	XP_006404962.1
OG0003868	Np003G151480	XP_006400821.1
OG0003869	Np003G151750	XP_006400842.1
OG0003870	Np003G151870	XP_006400852.1
OG0003871	Np001G045540, Np003G152240	XP_024011920.1
OG0003872	Np003G189150	XP_006396261.1
OG0003873	Np003G187760	XP_024010057.1, XP_006392185.1
OG0003874	Np003G186190	XP_006396487.1
OG0003875	Np004G256250	XP_006418169.1
OG0003876	Np006G355330, Np007G377900	XP_024004216.1
OG0003877	Np005G278360	XP_024004373.1
OG0003878	Np007G417250	XP_006407957.1
OG0003879	Np001G017420	XP_006395159.1
OG0003879	Np007G415790	XP_024015613.1
OG0003881	Np002G071550	XP_006389844.1
OG0003881	Np004G240240	XP_006416854.1
OG0003882	Np004G237610	XP_006416623.1
OG0003883	Np004G203220	XP_024008711.1
OG0003884	Np004G226600	XP_006415952.1
OG0003885	Np005G281450	XP_006413368.1
OG0003886	Np006G366070	XP_006404929.1
OG0003887	Np004G241610	XP_006416964.1
OG0003889	Np004G250310	XP_006417632.1
OG0003890	Np006G355140	XP_024016819.1
OG0003890	Np006G355130	XP_024016680.1
OG0003891	Np003G142760	XP_006400109.1
OG0003893	Np007G421210	XP_006408229.1
OG0003893	Np003G145790	XP_024012306.1
OG0003895	Np006G341140, Np002G112820	XP_006412002.1
OG0003896	Np001G016360	XP_024007009.1
OG0003897	Np003G131210	XP_006399059.1
OG0003897	Np007G410480	XP_006407453.1
OG0003898	Np003G129750	XP_006398959.1
OG0003899	Np001G013340, Np001G013330	XP_006394822.1, XP_006394821.1
OG0003900	Np001G050720	XP_006404117.1
OG0003901	Np001G047690	XP_006404332.1
OG0003902	Np001G046870	XP_006404417.1
OG0003902	Np003G153890	XP_006401030.1
OG0003903	Np002G088890	XP_006391122.1
OG0003903	Np005G261830	XP_006411760.1
OG0003904	Np002G076360, Np002G076350	XP_006390184.1
OG0003905	Np002G076440	XP_006390198.1
OG0003906	Np004G230150	XP_006416079.1
OG0003906	Np002G080870	XP_006390536.1
OG0003907	Np002G077170	XP_024010935.1
OG0003908	Np002G072860	XP_006389944.1
OG0003912	Np004G193480	XP_006392825.1
OG0003913	Np010G435060, Np007G401590, Np007G398200	XP_006406925.2
OG0003914	Np004G194650	XP_006392940.1
OG0003915	Np007G395560	XP_024015374.1
OG0003916	Np007G397490	XP_006406464.1
OG0003918	Np007G380280, Np007G380270, Np005G268870	XP_006406366.1
OG0003919	Np007G382070	XP_006406238.1
OG0003920	Np007G383710	XP_006406123.1
OG0003921	Np007G373330	XP_024016158.1
OG0003922	Np004G193000	XP_006392789.1
OG0003923	Np004G200120	XP_006393503.1
OG0003924	Np001G053650	XP_006403880.1
OG0003925	Np004G211710	XP_006415630.1
OG0003926	Np001G066920	XP_006402514.1
OG0003928	Np007G420970	XP_006408223.1
OG0003930	Np004G259130	XP_006418436.1
OG0003931	Np005G316700	XP_024014754.1
OG0003933	Np001G018780	XP_006395278.2
OG0003935	Np003G133000, Np002G095980	XP_024012265.1
OG0003938	Np004G230920, Np004G230850	XP_006416120.1
OG0003947	Np005G303080, Np001G049580	XP_024013920.1, XP_024010681.1, XP_024004930.1, XP_024007973.1, XP_024014036.1
OG0003947	Np005G304750	XP_024015945.1, XP_024007974.1, XP_024006455.1, XP_024014035.1, XP_024004929.1, XP_024014485.1, XP_024013990.1, XP_024007251.1, XP_024009406.1, XP_024009619.1, XP_024013400.1, XP_024007250.1, XP_024013174.1, XP_024009323.1, XP_024010445.1, XP_024014148.1, XP_024006591.1, XP_024007221.1, XP_024007731.1, XP_024014005.1, XP_024004908.1, XP_024006635.1, XP_024010429.1, XP_024007236.1, XP_024006457.1
OG0003947	Np006G341260	XP_024014387.1
OG0003948	Np005G274470	XP_006412782.1
OG0003949	Np005G272930, Np005G272980	XP_006401419.1
OG0003950	Np004G217900	XP_006415259.1
OG0003951	Np005G300220	XP_006414360.1
OG0003952	Np002G106780	XP_024010137.1
OG0003953	Np002G117220	XP_006392073.1, XP_006392074.1, XP_006392071.1
OG0003954	Np001G026180	XP_006395816.1
OG0003955	Np001G025040	XP_006395749.1
OG0003956	Np001G020790	XP_006395439.1
OG0003957	Np005G317880	XP_006405475.1
OG0003957	Np001G020680	XP_006395425.1
OG0003958	Np005G312140	XP_006405864.1
OG0003958	Np002G095940	XP_006391353.1
OG0003959	Np006G331120	XP_024003898.1
OG0003960	Np007G411670	XP_006407541.1
OG0003961	Np007G411080	XP_006407488.1
OG0003962	Np007G410400, Np007G410410	XP_006407449.1
OG0003963	Np003G178930, Np003G179220	XP_006391750.2
OG0003964	Np001G037220, Np001G037250	XP_006414015.1
OG0003965	Np003G171830	XP_006402057.1
OG0003966	Np005G276960	XP_006413005.1
OG0003967	Np003G139050	XP_006399737.1
OG0003967	Np007G409380	XP_006407374.1
OG0003968	Np001G013470	XP_006394834.1
OG0003968	Np003G138300	XP_006399671.2
OG0003969	Np003G138090	XP_024011169.1
OG0003970	Np003G137120	XP_006394748.1
OG0003971	Np003G134960	XP_024012007.1
OG0003972	Np003G133640	XP_006399246.1
OG0003973	Np001G032990	XP_006398414.1
OG0003974	Np001G054800	XP_006403783.1
OG0003974	Np005G291380	XP_006414085.1
OG0003975	Np005G287100	XP_024004341.1
OG0003976	Np005G284560	XP_024005724.1
OG0003977	Np001G055470	XP_006403724.1
OG0003979	Np004G217710	XP_006415267.1, XP_006415266.1
OG0003980	Np005G268200	XP_006411989.1
OG0003981	Np005G268300	XP_006411978.1
OG0003982	Np005G269420, Np005G269410	XP_006411882.1
OG0003983	Np006G368870	XP_006404705.1
OG0003983	Np005G262490	XP_006411816.1
OG0003984	Np003G178170, Np003G178180	XP_006397084.1
OG0003985	Np003G183700	XP_024009821.1
OG0003986	Np001G036970	XP_006398245.2
OG0003987	Np007G387940	XP_006418639.1
OG0003988	Np005G305400	XP_006414714.1
OG0003988	Np007G384440, Np007G383330	XP_006406057.1
OG0003989	Np005G302470	XP_006414479.1
OG0003990	Np005G318810	XP_024012937.1, XP_006405394.1
OG0003991	Np001G068460	XP_006402399.1
OG0003991	Np006G321920	XP_024010735.1
OG0003992	Np006G322250	XP_006397878.1
OG0003993	Np001G067220	XP_006402488.1
OG0003994	Np002G086440	XP_024012155.1
OG0003995	Np006G326040, Np006G357010	XP_024010685.1
OG0003996	Np006G326450, Np006G326500	XP_024010786.1
OG0003998	Np003G126510	XP_024011415.1
OG0003999	Np007G411940	XP_006407577.1
OG0004000	Np003G151940	XP_006400858.1
OG0004001	Np002G096780, Np003G153110	XP_006400967.1
OG0004003	Np006G357910	XP_006409767.1
OG0004004	Np003G188700	XP_006396295.1
OG0004005	Np006G348940, Np006G354050	XP_006410190.2
OG0004006	Np006G357980	XP_006409758.1
OG0004007	Np007G420200	XP_006408161.1
OG0004010	Np007G414800	XP_006407784.2
OG0004011	Np001G060020	XP_006403033.2
OG0004012	Np006G332770	XP_006411238.1
OG0004013	Np001G061060	XP_006402880.1, XP_006402879.2, XP_006394010.2
OG0004014	Np004G197620	XP_024006196.1
OG0004015	Np006G334140	XP_006411145.1
OG0004016	Np006G333790	XP_006411169.1
OG0004017	Np006G337560	XP_024003922.1
OG0004018	Np006G337610, Np005G305950	XP_024004152.1
OG0004019	Np006G335120	XP_006411081.1
OG0004022	Np006G364790, Np006G364770	XP_006405049.1, XP_006403321.1
OG0004025	Np004G230560	XP_006416110.1
OG0004026	Np005G281510	XP_006413374.1
OG0004026	Np003G172800	XP_006402109.2
OG0004027	Np005G281060	XP_024005170.1
OG0004028	Np005G280560	XP_006413294.1
OG0004028	Np003G156170	XP_006401843.1
OG0004029	Np003G161260	XP_006401680.1
OG0004030	Np006G365700	XP_006404978.1
OG0004031	Np006G339930	XP_006410753.1
OG0004032	Np006G371320	XP_006404537.1
OG0004033	Np004G245710	XP_006417258.1
OG0004034	Np001G037070	XP_024006866.1
OG0004035	Np004G251570, Np004G251800	XP_006417763.1
OG0004036	Np004G196150	XP_006393089.2
OG0004037	Np004G257480	XP_006418286.1
OG0004038	Np003G143010	XP_006400130.1
OG0004039	Np001G014090	XP_006394892.1
OG0004041	Np001G009500	XP_024007200.1
OG0004043	Np001G016660	XP_006395084.1
OG0004044	Np003G129970	XP_006398979.1
OG0004045	Np001G012230	XP_006394743.1
OG0004046	Np001G049500	XP_006404213.1
OG0004047	Np001G010760	XP_024007513.1
OG0004049	Np001G008980	XP_006394493.2
OG0004050	Np003G150970	XP_006400792.1
OG0004051	Np001G043870	XP_006404481.1
OG0004052	Np007G389420, Np002G083870	XP_006390789.1
OG0004053	Np002G073600	XP_006390005.1
OG0004054	Np007G408430	XP_024015725.1
OG0004055	Np007G406820	XP_006407177.1
OG0004056	Np005G302020	XP_024005386.1
OG0004057	Np007G392030	XP_006406764.1
OG0004058	Np007G392040	XP_006406763.1
OG0004059	Np007G393520	XP_006406668.1
OG0004060	Np007G393770	XP_006406648.1
OG0004061	Np007G393960	XP_006406637.2
OG0004062	Np007G394490	XP_006406598.1
OG0004063	Np007G394750	XP_006406577.1
OG0004064	Np007G400150	XP_006406385.1
OG0004065	Np007G380820	XP_024015026.1, XP_024008676.1
OG0004066	Np007G383030	XP_006406183.1
OG0004067	Np007G386870	XP_006418756.1
OG0004068	Np007G378250	XP_006393120.1, XP_024016466.1
OG0004069	Np004G198360	XP_006393268.1
OG0004070	Np007G404810	XP_006407025.1
OG0004071	Np001G061380	XP_006402933.1
OG0004072	Np006G329310	XP_024003910.1
OG0004073	Np001G064560	XP_006402703.1
OG0004074	Np005G319190	XP_024014753.1, XP_006405369.1
OG0004075	Np001G038460	XP_006398148.1
OG0004078	Np003G161650, Np001G003340, Np003G134260	XP_024011998.1
OG0004080	Np001G023900	XP_024006884.1
OG0004081	Np007G411200	XP_006407549.1, XP_006407546.1
OG0004082	Np003G187340	XP_006396369.1
OG0004084	Np001G023490	XP_006395628.1
OG0004087	Np003G180030	XP_006410342.1
OG0004088	Np002G070920	XP_006389798.1, XP_006405791.1, XP_006405790.1
OG0004091	Np005G273260	XP_006412705.1
OG0004092	Np005G273160	XP_006412693.1
OG0004093	Np005G272670	XP_006412649.1
OG0004093	Np005G274130	XP_024005560.1
OG0004094	Np005G263980	XP_006412314.1
OG0004095	Np005G264080	XP_006412303.1
OG0004096	Np005G264620	XP_006412239.2
OG0004097	Np002G112880	XP_006392346.1
OG0004098	Np004G248760	XP_006417495.1
OG0004099	Np001G027900	XP_006398518.1
OG0004100	Np001G019570	XP_024006860.1
OG0004101	Np003G159630	XP_006401451.1
OG0004102	Np005G320200	XP_006405288.1
OG0004103	Np007G409790	XP_006407405.1
OG0004104	Np003G166970	XP_006401870.1
OG0004105	Np003G162540	XP_006401585.1
OG0004106	Np003G163430	XP_006401539.1
OG0004107	Np006G324780	XP_024010891.1
OG0004108	Np003G158180	XP_006401361.1
OG0004109	Np003G137840	XP_006399627.1
OG0004109	Np001G013000	XP_006394793.1
OG0004110	Np003G135980	XP_006399459.1
OG0004111	Np003G134440	XP_006399315.2
OG0004112	Np003G133630	XP_006399245.1
OG0004112	Np001G009100	XP_006394498.1
OG0004113	Np005G291480	XP_006414091.2
OG0004114	Np005G291400	XP_006414088.1
OG0004115	Np005G291020	XP_006414060.1
OG0004116	Np005G287080	XP_006413847.1
OG0004117	Np005G287570	XP_006413805.1
OG0004118	Np005G286710	XP_006413743.1
OG0004119	Np004G206770	XP_006415067.1
OG0004120	Np005G287470	XP_024010066.1, XP_006413821.1
OG0004121	Np004G202900	XP_006393747.1
OG0004122	Np004G203150	XP_006393773.1
OG0004123	Np004G211930	XP_006415610.1
OG0004124	Np001G056180, Np004G214540	XP_006415422.1
OG0004125	Np005G268360	XP_006411974.1
OG0004126	Np006G338190	XP_006410866.1
OG0004127	Np005G269550	XP_006411868.2
OG0004128	Np005G260380	XP_006411647.1
OG0004129	Np004G251830	XP_024007892.1
OG0004130	Np005G315870	XP_006405602.2
OG0004130	Np001G019230	XP_006395314.1
OG0004132	Np004G203750, Np006G343880	XP_006410510.1
OG0004133	Np001G042040	XP_006403324.1
OG0004134	Np004G200290	XP_006393518.1
OG0004135	Np003G179800	XP_024009963.1
OG0004136	Np003G181750, Np002G091740	XP_006396803.1
OG0004137	Np001G033150	XP_006398409.1
OG0004138	Np005G304960	XP_006414693.2
OG0004139	Np005G297560, Np005G297600, Np005G319010	XP_006417356.1
OG0004140	Np006G321390	XP_006397935.1
OG0004141	Np006G321940	XP_006397894.1
OG0004142	Np006G325900	XP_006397599.1
OG0004142	Np006G325910	XP_024010824.1
OG0004143	Np006G326630	XP_006397536.1
OG0004144	Np006G327750	XP_006411566.1
OG0004145	Np006G327870	XP_006411559.1
OG0004146	Np001G063470	XP_006402771.1
OG0004147	Np003G149380	XP_006400672.1
OG0004148	Np003G150050	XP_006400714.1
OG0004149	Np003G151270	XP_006400806.1, XP_006400808.1
OG0004150	Np003G152170	XP_006400879.1
OG0004151	Np003G153750	XP_006401022.1
OG0004152	Np001G004920	XP_006394199.1
OG0004153	Np003G189550	XP_024009906.1
OG0004154	Np003G188330	XP_006396316.1, XP_024010512.1
OG0004155	Np003G188280	XP_024010491.1
OG0004156	Np003G186750	XP_006396445.1
OG0004157	Np003G186730	XP_006396447.1, XP_024012006.1
OG0004158	Np001G040880	XP_024013263.1
OG0004159	Np004G256030	XP_006418150.1
OG0004160	Np006G355910	XP_006410333.1
OG0004161	Np006G355690	XP_006410318.2
OG0004162	Np006G347340, Np006G353380	XP_006410153.1
OG0004163	Np006G353090	XP_006410100.1
OG0004164	Np006G352590	XP_006410137.1
OG0004165	Np006G360340	XP_006409958.1
OG0004166	Np001G043690	XP_024013448.1
OG0004167	Np005G278170	XP_006413091.1
OG0004168	Np007G425150	XP_006408545.1
OG0004169	Np007G422610	XP_006408343.1
OG0004170	Np007G421290	XP_006408237.1
OG0004172	Np007G419430	XP_006408119.1
OG0004173	Np007G419520	XP_006408127.1
OG0004173	Np001G015240	XP_006394982.1
OG0004174	Np007G415300	XP_006407824.1
OG0004175	Np006G331550	XP_006411311.1
OG0004176	Np006G336730	XP_006410968.1
OG0004177	Np006G335920	XP_006411017.1
OG0004178	Np004G240030	XP_006416837.1
OG0004179	Np004G236690	XP_006416546.1
OG0004180	Np004G235430	XP_006416439.1, XP_024010931.1
OG0004181	Np004G234740	XP_024008052.1
OG0004181	Np004G234750	XP_024007819.1
OG0004182	Np002G083090	XP_006390713.1
OG0004183	Np005G282030	XP_024005791.1
OG0004184	Np005G281860	XP_006413398.1
OG0004185	Np005G281590, Np005G280440	XP_006413379.1
OG0004186	Np005G315990, Np006G332820	XP_006397221.1, XP_006405594.1
OG0004187	Np005G281160	XP_006413337.1
OG0004188	Np003G166120, Np003G167100	XP_006401882.1
OG0004189	Np004G244570	XP_006417175.1
OG0004189	Np001G022290	XP_006395537.1
OG0004190	Np004G245200	XP_006417223.1
OG0004192	Np001G052340	XP_006418262.1
OG0004193	Np003G143110	XP_006400142.1
OG0004194	Np003G143370	XP_006400169.1
OG0004195	Np003G144460	XP_006400259.1
OG0004196	Np001G014690	XP_024007390.1, XP_024014317.1
OG0004197	Np003G132710	XP_006399179.2
OG0004198	Np001G013530	XP_006394841.1
OG0004200	Np001G011470	XP_006394682.1
OG0004200	Np001G011460	XP_006394681.1
OG0004203	Np001G007300	XP_024006984.1
OG0004204	Np001G007150	XP_006394370.1
OG0004205	Np003G154340	XP_006401067.1
OG0004206	Np001G050560	XP_024013793.1
OG0004207	Np001G045360	XP_006419017.1
OG0004208	Np006G342950, Np002G080260	XP_024009040.1
OG0004209	Np002G083660	XP_006390770.1
OG0004210	Np002G083520	XP_024007615.1
OG0004211	Np002G083060	XP_006390710.1
OG0004212	Np002G074470	XP_006390058.1
OG0004213	Np002G079520	XP_006390447.1
OG0004214	Np002G081350	XP_006390577.1
OG0004215	Np002G073500	XP_006389993.2, XP_024008672.1
OG0004215	Np002G073510	XP_006389995.2
OG0004216	Np002G071260	XP_006389829.1
OG0004217	Np007G408670	XP_006407304.1
OG0004218	Np007G404260	XP_006406988.1
OG0004219	Np007G403330	XP_006406955.1
OG0004220	Np007G390240	XP_024015774.1
OG0004221	Np007G393740	XP_024015326.1
OG0004222	Np007G393970	XP_024015314.1
OG0004223	Np007G395410	XP_006406544.1
OG0004224	Np007G396030	XP_006406516.1
OG0004225	Np007G396870	XP_006406484.1
OG0004226	Np007G381060	XP_006406305.1
OG0004227	Np007G382030	XP_006406241.1
OG0004228	Np007G382040	XP_006406240.1
OG0004229	Np007G382840	XP_006406195.1
OG0004230	Np007G397030, Np007G383080	XP_024014954.1
OG0004231	Np007G383750	XP_006406122.1
OG0004233	Np007G385430	XP_006418839.1
OG0004234	Np005G318030, Np007G375160	XP_006409217.2
OG0004235	Np007G373810, Np007G373820, Np007G373800	XP_006409084.2
OG0004236	Np005G275830	XP_006412901.1
OG0004237	Np005G310730	XP_006395916.1
OG0004238	Np004G190470	XP_006392584.1
OG0004240	Np004G192040	XP_006392724.1
OG0004241	Np004G192460	XP_006392756.1, XP_006409718.1
OG0004242	Np004G193030	XP_006392792.1
OG0004243	Np004G193320	XP_006392816.1, XP_006414715.2
OG0004244	Np004G195710	XP_006393062.1
OG0004245	Np002G086800	XP_006390999.1
OG0004246	Np005G261480, Np004G199770	XP_024006184.1
OG0004247	Np006G341550	XP_024003805.1
OG0004248	Np007G416690	XP_006407920.1
OG0004249	Np001G013660	XP_006394852.1
OG0004251	Np001G062000	XP_006402883.2
OG0004252	Np001G062780	XP_006402819.1
OG0004253	Np001G066560	XP_006402550.1
OG0004254	Np001G067550	XP_006402461.1
OG0004255	Np001G068580	XP_024012965.1
OG0004257	Np002G122130	XP_024006396.1
OG0004258	Np002G085330, Np002G084910	XP_024015247.1
OG0004260	Np003G189280	XP_024010505.1
OG0004262	Np002G122770	XP_006405990.2
OG0004263	Np006G367680	XP_024014080.1, XP_006396172.1, XP_024014079.1, XP_024014078.1
OG0004264	Np003G133180	XP_006410564.2
OG0004264	Np006G342640	XP_006410565.1
OG0004265	Np004G210650	XP_006415721.1
OG0004266	Np003G161130	XP_006401542.1
OG0004275	Np005G275620	XP_024005360.1
OG0004276	Np005G264560	XP_006412245.1
OG0004277	Np005G273890	XP_006412733.1
OG0004278	Np005G272320	XP_006412629.1
OG0004279	Np005G271840	XP_006412599.2
OG0004280	Np005G263330	XP_006412379.1
OG0004281	Np005G264190	XP_006412290.1
OG0004282	Np005G264960	XP_006412208.1
OG0004283	Np005G266010	XP_006412138.1
OG0004284	Np004G215520	XP_006415349.1
OG0004285	Np004G219730	XP_006415239.1
OG0004286	Np002G107480, Np002G107390	XP_024003684.1
OG0004287	Np001G027870	XP_006398523.1
OG0004288	Np001G025230	XP_024006669.1
OG0004289	Np001G023700	XP_006395643.1
OG0004290	Np001G021150	XP_006395469.1
OG0004291	Np007G385530	XP_006418834.1
OG0004293	Np005G309390	XP_024010592.1
OG0004294	Np006G328350	XP_006411509.2
OG0004295	Np006G330560	XP_006411385.1
OG0004296	Np007G412540	XP_024015515.1
OG0004297	Np007G410620	XP_006407463.1
OG0004298	Np007G409800	XP_006407404.1
OG0004299	Np003G171700	XP_006402055.1
OG0004300	Np003G184450	XP_006402000.1
OG0004301	Np004G217310	XP_006401996.1, XP_006409296.1
OG0004301	Np005G305830	XP_006414750.1
OG0004302	Np003G168080	XP_006401935.1
OG0004303	Np005G279130	XP_024005124.1
OG0004303	Np003G158430	XP_006401387.1
OG0004304	Np004G229640, Np003G155080	XP_006401143.1
OG0004305	Np001G013820	XP_006394865.1
OG0004306	Np003G140260	XP_006399836.1
OG0004307	Np003G138570	XP_006399705.1
