Orthogroup	Noccaea_praecox	Arabidopsis_arenosa
OG0001697	Np007G416610	jg24619
OG0001697	Np001G016450	jg21570
OG0001698	Np006G332850	jg19221
OG0001698	Np001G059710	jg15533
OG0001699	Np001G056390	jg15289
OG0001699	Np006G337380, Np006G337370, Np006G337360	jg18889
OG0001700	Np002G072430	jg3609
OG0001700	Np002G115790, Np004G239740	jg30131
OG0001701	Np004G235100	jg30574, jg30564
OG0001701	Np002G076900	jg3273
OG0001702	Np002G075530	jg3365
OG0001702	Np004G234040	jg30685
OG0001703	Np004G233260, Np004G231600	jg30742
OG0001703	Np002G074640	jg3433
OG0001705	Np004G230650	jg30884
OG0001705	Np002G084680	jg2686
OG0001706	Np004G210080	jg31262
OG0001706	Np004G210060	jg31260
OG0001707	Np004G213090	jg32351, jg32353, jg31529
OG0001708	Np001G014100	jg6554
OG0001708	Np007G417890	jg24517
OG0001709	Np001G006800	jg23250
OG0001709	Np001G048040	jg14613
OG0001710	Np004G234170, Np005G309780	jg30675
OG0001710	Np002G075650	jg3355
OG0001711	Np007G391300	jg25721
OG0001711	Np005G302040	jg11107
OG0001712	Np004G198010	jg33083
OG0001712	Np007G395800	jg26051
OG0001713	Np004G197330	jg33111
OG0001713	Np007G396480	jg26095
OG0001714	Np001G028130	jg26215
OG0001714	Np004G196200	jg33230
OG0001715	Np007G387240	jg26777
OG0001715	Np007G387210, Np007G387180	jg26775
OG0001715	Np007G386910	jg26747
OG0001719	Np007G377490	jg27672
OG0001720	Np002G111950	jg26366, jg12071
OG0001720	Np001G060340	jg2923
OG0001721	Np004G244330, Np004G244310, Np004G244300	jg29770
OG0001721	Np004G244340, Np004G230590	jg13380, jg29768
OG0001722	Np003G157880, Np003G157910	jg22498
OG0001724	Np006G353960, Np006G346860, Np006G353980, Np006G353970, Np006G346850	jg18135
OG0001724	Np003G174870, Np003G174950	jg17114
OG0001724	Np006G346910	jg18133
OG0001725	Np003G145860	jg5678, jg5677, jg5679, jg5675
OG0001727	Np003G155820	jg12264, jg12275, jg31435
OG0001728	Np001G014170	jg6809, jg6562, jg6814, jg31787, jg31785, jg31786
OG0001730	Np005G276620	jg9607
OG0001731	Np005G274190	jg9399
OG0001731	Np005G274200	jg9400
OG0001732	Np005G274050	jg9393
OG0001732	Np007G373910	jg28079
OG0001733	Np005G273130	jg9354
OG0001733	Np006G366520	jg16859
OG0001734	Np005G272630	jg9308
OG0001734	Np006G366270	jg16891
OG0001735	Np007G378900	jg27523
OG0001735	Np005G264090	jg8979
OG0001736	Np005G266320	jg8810
OG0001736	Np007G376030	jg27861
OG0001737	Np006G341000	jg18619
OG0001737	Np004G215060	jg31699, jg31693
OG0001738	Np004G205290	jg18660
OG0001739	Np002G112490	jg1293
OG0001739	Np004G249470	jg29333
OG0001740	Np002G113530	jg1154
OG0001740	Np004G248910	jg29375
OG0001741	Np004G248420	jg29425
OG0001741	Np002G114540	jg1088
OG0001742	Np007G387990	jg26876
OG0001742	Np002G116050	jg958
OG0001742	Np007G389910, Np007G387960	jg26875
OG0001743	Np004G247400	jg29533
OG0001743	Np002G117760	jg842
OG0001744	Np005G318770	jg12725
OG0001745	Np001G020820	jg13489
OG0001745	Np005G317950	jg12672
OG0001746	Np001G019800	jg13620
OG0001746	Np005G316500	jg12607
OG0001747	Np001G018630	jg13830
OG0001748	Np005G313360	jg12343
OG0001748	Np002G093470	jg2216
OG0001749	Np002G124090	jg403
OG0001749	Np005G320020	jg12823
OG0001750	Np002G122580	jg527, jg528
OG0001751	Np007G409920	jg25131
OG0001751	Np003G132010	jg4424
OG0001753	Np007G409140	jg25182
OG0001753	Np003G132650	jg4520
OG0001754	Np003G170310	jg21764
OG0001755	Np005G280280	jg9895
OG0001755	Np003G165340	jg21956
OG0001756	Np003G164750	jg22023, jg22016
OG0001756	Np005G277180	jg9657
OG0001757	Np005G278990	jg9789
OG0001758	Np003G147410	jg5804
OG0001758	Np003G139500	jg5092
OG0001759	Np003G134160	jg4640
OG0001759	Np001G009600	jg23052, jg23053
OG0001760	Np005G294470	jg10856
OG0001760	Np001G033190	jg20339
OG0001761	Np001G036280	jg20492
OG0001761	Np005G291310	jg10727
OG0001762	Np005G290520	jg10692
OG0001762	Np001G036940	jg20517
OG0001763	Np005G288850	jg10574
OG0001764	Np003G183210	jg7691
OG0001764	Np005G285830	jg10326
OG0001765	Np003G180200, Np003G180190, Np003G180240, Np003G180250	jg7484, jg7485, jg7486
OG0001766	Np003G178390	jg7389
OG0001767	Np002G083260	jg2818
OG0001767	Np004G208830	jg32123
OG0001768	Np006G344920, Np009G432460	jg18449
OG0001769	Np007G375260	jg27923
OG0001769	Np005G267600	jg8732
OG0001770	Np005G269590	jg23627
OG0001770	Np001G051030	jg14851
OG0001771	Np006G368340	jg16709
OG0001772	Np005G260420	jg8321
OG0001773	Np003G165860	jg21940
OG0001773	Np006G342470	jg18537
OG0001774	Np004G210480	jg7134, jg7104, jg7129
OG0001775	Np005G286190	jg10341
OG0001775	Np003G183540	jg7711
OG0001777	Np003G187250	jg8040
OG0001777	Np005G317550	jg12651
OG0001778	Np006G321000	jg20181
OG0001778	Np001G069230	jg16350
OG0001779	Np001G069100	jg16336
OG0001779	Np006G321100	jg20171
OG0001780	Np006G324820	jg19876
OG0001780	Np001G066310	jg16114
OG0001781	Np001G065490	jg16066
OG0001781	Np006G325770	jg19785
OG0001782	Np001G064300	jg15945
OG0001782	Np006G327600	jg19626
OG0001784	Np001G002190	jg23636
OG0001784	Np001G051070	jg14854
OG0001785	Np003G189380	jg8204
OG0001785	Np004G259160	jg28459
OG0001786	Np004G258870	jg28481
OG0001786	Np003G188530	jg8122
OG0001787	Np003G187300	jg8041
OG0001787	Np004G258080	jg28546
OG0001788	Np003G186980	jg8003
OG0001788	Np004G257760	jg28575
OG0001790	Np006G355090	jg18198
OG0001790	Np004G253680	jg28955
OG0001791	Np006G354120, Np006G348870	jg18147
OG0001792	Np006G352460	jg18058
OG0001793	Np004G252370	jg29072
OG0001793	Np006G352110	jg18033
OG0001794	Np004G252130	jg29095
OG0001794	Np006G360570	jg17945
OG0001796	Np007G422580	jg24147
OG0001796	Np003G144360	jg5545
OG0001797	Np003G144950	jg5594
OG0001797	Np007G421990	jg24200
OG0001798	Np001G013890	jg6536
OG0001798	Np007G417790	jg24525
OG0001799	Np001G014900	jg6645
OG0001799	Np007G417780	jg24526
OG0001800	Np007G417190	jg24575
OG0001800	Np003G146440	jg5709
OG0001801	Np001G017020	jg21465
OG0001801	Np007G416170	jg24652
OG0001802	Np002G094350	jg2160, jg2136
OG0001803	Np006G339150	jg18776
OG0001803	Np001G055180	jg15217
OG0001804	Np002G071700	jg3657
OG0001804	Np004G240080	jg30106
OG0001805	Np002G072880	jg3571
OG0001805	Np004G239360	jg30190
OG0001806	Np002G082600	jg2868
OG0001806	Np004G238870	jg30254
OG0001807	Np006G340010	jg18709
OG0001807	Np004G236050	jg30478
OG0001808	Np002G076980	jg3264
OG0001808	Np004G235180	jg30558
OG0001809	Np002G085830	jg2617
OG0001809	Np004G228720	jg30992
OG0001810	Np004G225970	jg31096
OG0001810	Np002G087270	jg2511
OG0001811	Np002G089830	jg2378
OG0001811	Np004G209420	jg31195
OG0001812	Np004G209570	jg31208
OG0001814	Np006G370070	jg16582
OG0001814	Np005G261330	jg8396
OG0001815	Np003G146450	jg5710
OG0001816	Np007G419310	jg24409
OG0001816	Np001G015210	jg6671
OG0001817	Np003G130610	jg4317
OG0001817	Np007G410730, Np007G410690	jg25066
OG0001818	Np001G050340	jg14777
OG0001818	Np001G011780	jg6307
OG0001819	Np001G000730	jg23746
OG0001819	Np001G052540	jg14968
OG0001820	Np001G049440	jg14703
OG0001821	Np004G194440	jg33428
OG0001821	Np007G390210	jg25638
OG0001822	Np007G381380	jg26325, jg26326
OG0001822	Np004G195050	jg33363, jg33365
OG0001823	Np007G372170, Np002G121170	jg28249
OG0001824	Np006G337060	jg18912
OG0001824	Np001G056550	jg15306
OG0001825	Np006G332940	jg19217
OG0001825	Np001G059530, Np001G050230	jg15517
OG0001826	Np001G061240	jg15645, jg15715
OG0001826	Np006G330620	jg19390
OG0001827	Np001G061480	jg15686
OG0001827	Np001G061470	jg15687
OG0001828	Np006G325480	jg19816
OG0001828	Np001G065640	jg16074
OG0001829	Np001G020750	jg21012
OG0001830	Np001G063270	jg15867, jg15870
OG0001831	Np003G184110, Np006G322680, Np006G322700, Np006G322690	jg20277, jg20279
OG0001832	Np006G340330, Np006G357990	jg18685, jg18681, jg18683, jg17348
OG0001833	Np005G271580	jg9237
OG0001833	Np004G204250	jg9239
OG0001834	Np004G240510	jg30069
OG0001835	Np004G235360	jg30542
OG0001836	Np002G119710	jg699
OG0001837	Np003G129760	jg4255
OG0001837	Np003G129830, Np006G348610	jg4256
OG0001838	Np005G294830, Np005G294880	jg10873
OG0001839	Np003G126140	jg6233, jg17587, jg6230
OG0001840	Np001G051220	jg14868
OG0001844	Np005G275330	jg9511
OG0001844	Np007G372860, Np001G036480	jg28173
OG0001845	Np005G273290	jg9370
OG0001846	Np007G376270	jg27834
OG0001846	Np005G266100	jg8821
OG0001847	Np005G298220	jg10938
OG0001847	Np005G298250	jg10940
OG0001848	Np002G115130	jg1009
OG0001848	Np004G248290	jg29436
OG0001849	Np002G117920	jg829
OG0001850	Np001G021550, Np001G021450	jg13411
OG0001851	Np005G318090	jg12684
OG0001851	Np001G020880	jg13473
OG0001852	Np005G315730	jg12535
OG0001852	Np001G019170	jg13709
OG0001854	Np002G097050	jg2015, jg2048
OG0001855	Np002G098370	jg1915
OG0001855	Np005G288360	jg10523, jg10530, jg10518
OG0001856	Np002G119990	jg678
OG0001856	Np004G245860	jg29646
OG0001857	Np005G279740	jg9848
OG0001857	Np003G156570	jg22592
OG0001858	Np003G128660	jg4164
OG0001858	Np007G412020	jg24964
OG0001859	Np007G411690	jg24993
OG0001859	Np003G129150	jg4202
OG0001860	Np003G130620	jg4318
OG0001860	Np007G410660	jg25067
OG0001861	Np007G410540	jg25079
OG0001861	Np003G130970	jg4338
OG0001862	Np003G132130	jg4435, jg4456
OG0001862	Np007G409780	jg25140
OG0001863	Np005G281050	jg9945
OG0001864	Np005G278250	jg9727
OG0001865	Np003G163370	jg22291
OG0001865	Np005G278380	jg9734
OG0001866	Np003G160970	jg22313
OG0001866	Np005G278560	jg9748
OG0001867	Np005G280140	jg9878, jg9879
OG0001868	Np003G147520	jg5812
OG0001868	Np003G138960	jg5050
OG0001869	Np001G002860	jg23575
OG0001869	Np003G136860	jg4883
OG0001870	Np001G003110	jg23551
OG0001870	Np003G136760	jg4872
OG0001871	Np001G003380	jg23530
OG0001871	Np003G136290	jg4828
OG0001872	Np001G004040	jg23483
OG0001872	Np003G136150	jg4810
OG0001873	Np003G135740	jg4769
OG0001874	Np003G135240	jg4729
OG0001875	Np003G134370	jg4666
OG0001875	Np001G010090	jg6147
OG0001876	Np001G009710	jg23044
OG0001876	Np003G134180	jg4642
OG0001877	Np003G133350	jg4582
OG0001878	Np005G294730	jg10871
OG0001878	Np005G303940	jg20314
OG0001879	Np005G292990, Np005G292970	jg10816
OG0001879	Np001G034480	jg20394
OG0001880	Np005G292190, Np005G292180	jg10784, jg10783, jg10785
OG0001881	Np005G287190, Np005G287230, Np005G287260	jg10474
OG0001882	Np003G184040	jg7761
OG0001882	Np005G286870	jg10406
OG0001883	Np003G183770	jg7738
OG0001883	Np005G286420	jg10378
OG0001884	Np004G241190	jg30007
OG0001884	Np001G054300	jg1013
OG0001885	Np004G206090	jg31968
OG0001885	Np003G178400	jg7390
OG0001886	Np004G204560	jg32230
OG0001886	Np003G176930, Np003G176850	jg7258
OG0001887	Np003G175610	jg7149, jg7096
OG0001887	Np004G204940	jg32330
OG0001888	Np004G211960	jg31428, jg18515
OG0001889	Np007G374640	jg27993
OG0001889	Np005G268230	jg8680
OG0001890	Np005G262640	jg8533, jg8534
OG0001891	Np005G279920	jg9863
OG0001891	Np004G247970	jg29470
OG0001892	Np001G041790	jg20932
OG0001892	Np004G210540	jg31295
OG0001893	Np003G178560	jg7399
OG0001894	Np006G332750	jg19228
OG0001894	Np003G183190	jg7688
OG0001895	Np005G307710	jg13762
OG0001896	Np005G307740	jg9641
OG0001896	Np007G415460	jg24697
OG0001897	Np007G385590	jg26652
OG0001898	Np007G383600	jg26514
OG0001898	Np005G304280	jg11277
OG0001899	Np007G389020, Np007G382610	jg26430
OG0001900	Np005G286890	jg14995
OG0001900	Np005G320000	jg12821
OG0001901	Np004G199670	jg20195
OG0001901	Np001G069110	jg16337
OG0001902	Np001G068300	jg16279
OG0001902	Np006G322050	jg20104
OG0001903	Np001G066440	jg16122
OG0001903	Np006G324720	jg19903
OG0001905	Np001G065210	jg16052
OG0001906	Np001G064630	jg15979
OG0001906	Np006G327270	jg19650
OG0001907	Np001G048530	jg14661
OG0001907	Np001G006140	jg23301
OG0001909	Np003G187490	jg8057
OG0001909	Np004G257870	jg28561, jg28560
OG0001910	Np003G185140	jg7838
OG0001910	Np004G256740	jg28681
OG0001911	Np001G041330	jg20875
OG0001911	Np004G255920	jg28753
OG0001912	Np006G355970	jg18269
OG0001912	Np004G254460	jg28885
OG0001913	Np006G355510	jg18237
OG0001914	Np006G355210	jg18338, jg18288, jg18372
OG0001915	Np006G354800, Np006G348100	jg18177
OG0001915	Np004G253590	jg28966
OG0001916	Np004G252190	jg29091
OG0001916	Np006G350170, Np008G428180	jg17975
OG0001917	Np006G359760	jg17843
OG0001917	Np004G251720	jg29129
OG0001918	Np006G361690, Np006G362350	jg17380
OG0001918	Np006G362360	jg17379
OG0001919	Np003G141270	jg5257
OG0001919	Np007G425030	jg23924
OG0001920	Np003G143470	jg5465
OG0001920	Np007G423090	jg24095
OG0001921	Np003G143490	jg5468
OG0001921	Np007G423040	jg24100
OG0001922	Np007G418500	jg24478
OG0001922	Np001G014570	jg6603
OG0001923	Np006G334000, Np006G333370	jg19122
OG0001923	Np001G058620	jg15444
OG0001924	Np001G056310	jg15280
OG0001924	Np006G337580	jg18877
OG0001925	Np006G336310	jg33000
OG0001926	Np006G335860	jg18988, jg19001
OG0001926	Np001G053730	jg15086
OG0001927	Np004G240660	jg30055
OG0001928	Np002G073430, Np002G073420	jg3520
OG0001928	Np004G239030	jg30236
OG0001929	Np004G238270	jg30298
OG0001929	Np002G081610	jg2943
OG0001930	Np004G237030	jg30392
OG0001930	Np002G079330	jg3090
OG0001931	Np002G078920	jg3126
OG0001931	Np004G236770	jg30417
OG0001932	Np004G236220	jg30462
OG0001932	Np002G078450	jg3163, jg3164
OG0001933	Np004G234220	jg30660
OG0001933	Np002G075770	jg3348
OG0001934	Np004G232640	jg30776, jg30774
OG0001934	Np002G074190	jg3473
OG0001935	Np004G230740	jg30877
OG0001935	Np002G084600, Np002G084590	jg2692
OG0001936	Np002G085790	jg2619
OG0001937	Np004G226860	jg31077
OG0001937	Np002G086860	jg2539
OG0001938	Np004G210170	jg31251
OG0001938	Np004G210160	jg31252
OG0001939	Np006G370590	jg16558
OG0001939	Np005G261100	jg8377
OG0001940	Np001G068720	jg4121
OG0001941	Np004G205020	jg5761
OG0001943	Np007G410020	jg25124
OG0001943	Np003G131980	jg16131
OG0001944	Np007G410220	jg25109
OG0001944	Np003G131550	jg4384
OG0001945	Np001G011940	jg6328
OG0001945	Np001G050520	jg14808
OG0001946	Np001G049460	jg14704
OG0001946	Np001G010820	jg6215
OG0001947	Np001G044620	jg14243
OG0001947	Np001G044640, Np001G044650	jg14244, jg14245
OG0001948	Np001G043890	jg14141
OG0001949	Np003G148670	jg5907
OG0001950	Np007G406400	jg25397
OG0001950	Np004G191680	jg33657
OG0001951	Np007G404850	jg25516
OG0001952	Np005G301520	jg11077
OG0001952	Np007G391450	jg25742
OG0001953	Np007G396060	jg26069
OG0001953	Np004G197730	jg33100
OG0001954	Np003G139650	jg5109
OG0001954	Np007G380500	jg26249
OG0001955	Np004G195330	jg33328
OG0001955	Np007G381200	jg26313
OG0001956	Np007G378180	jg27574
OG0001956	Np005G264320	jg8956
OG0001957	Np006G341650	jg18587
OG0001957	Np004G213910	jg31604
OG0001958	Np007G379250	jg27484, jg27482, jg27480
OG0001959	Np001G064960	jg16018
OG0001960	Np004G193680	jg33503, jg33502, jg33504
OG0001962	Np004G252170	jg29093
OG0001962	Np004G193270	jg29070
OG0001963	Np003G186160	jg7854
OG0001964	Np007G400840, Np006G350600	jg17535, jg17049, jg1718, jg13726, jg13505, jg21577, jg9837, jg7023, jg27975, jg11659, jg7171, jg17194, jg13506
OG0001971	Np005G275440	jg9518
OG0001971	Np007G372750	jg28180
OG0001972	Np005G273410	jg9378
OG0001972	Np001G028870, Np007G374120	jg28052
OG0001973	Np005G272490	jg9302
OG0001973	Np006G366010	jg16903
OG0001974	Np005G271870	jg9266
OG0001975	Np007G379580	jg27431
OG0001975	Np005G263840	jg9008, jg27457
OG0001976	Np005G265390	jg8875
OG0001976	Np007G377140	jg27748
OG0001977	Np006G340080	jg18705
OG0001977	Np005G299270	jg10961
OG0001978	Np002G117800	jg836
OG0001978	Np004G247340	jg29540
OG0001979	Np001G025460	jg13058
OG0001979	Np004G242210	jg29930
OG0001980	Np001G025140	jg13079
OG0001980	Np004G242340	jg29911
OG0001981	Np004G244430	jg29763
OG0001981	Np001G022640	jg13322
OG0001982	Np001G022250	jg13358
OG0001983	Np001G021320	jg13424
OG0001983	Np005G318410, Np003G151780	jg12707
OG0001984	Np001G021010	jg13459
OG0001984	Np005G318240	jg12695
OG0001985	Np004G245570	jg29679
OG0001985	Np002G120950	jg628
OG0001986	Np001G061230	jg15716, jg15644
OG0001986	Np006G330610	jg19391
OG0001987	Np003G128610	jg4160
OG0001987	Np007G412050	jg24961
OG0001988	Np007G410580	jg25074
OG0001988	Np003G130770	jg4334
OG0001989	Np007G410350	jg25096
OG0001989	Np003G131390	jg4372
OG0001990	Np003G162470	jg22215
OG0001992	Np005G279000	jg9790
OG0001992	Np003G158660	jg22432
OG0001993	Np003G158290	jg22462
OG0001993	Np005G279170	jg9805
OG0001994	Np005G280170	jg9882
OG0001995	Np003G139070	jg5064
OG0001995	Np003G147440	jg5808
OG0001996	Np003G138430	jg5005
OG0001996	Np001G013580	jg6490
OG0001997	Np003G135900	jg4782
OG0001997	Np006G368370	jg16707
OG0001998	Np003G135630	jg4759
OG0001998	Np001G004730	jg23417
OG0001999	Np003G133570	jg4606
OG0001999	Np001G008940	jg23104
OG0002000	Np001G008710	jg23127
OG0002000	Np003G133280	jg4572
OG0002001	Np001G034300	jg20386
OG0002001	Np005G293270	jg10824
OG0002003	Np005G285850	jg10328
OG0002003	Np003G183260	jg7694
OG0002004	Np003G181640	jg7604
OG0002004	Np005G302070	jg10241
OG0002005	Np003G180050	jg7479
OG0002005	Np005G283240	jg10115
OG0002006	Np005G283150	jg10105
OG0002006	Np003G179840	jg7462
OG0002007	Np003G179830	jg7458
OG0002007	Np005G283130	jg10103
OG0002008	Np003G178660	jg7406
OG0002008	Np004G205760	jg31935
OG0002009	Np004G200860	jg32773
OG0002011	Np004G212400	jg31460
OG0002012	Np007G375770	jg27884
OG0002012	Np005G266530	jg8797
OG0002013	Np007G375680	jg27893
OG0002013	Np005G267020	jg8786
OG0002014	Np005G267490	jg8741
OG0002014	Np007G375400	jg27914
OG0002015	Np007G374260	jg28030
OG0002016	Np006G368080	jg16729
OG0002016	Np030G439960, Np006G348000, Np006G352680, Np005G269660	jg8565
OG0002017	Np005G262340	jg8509
OG0002018	Np006G370550	jg16565
OG0002018	Np005G261140	jg8381
OG0002020	Np001G045330, Np001G043090, Np003G179160	jg29423, jg31456
OG0002021	Np005G283050	jg10095
OG0002022	Np004G238460	jg30282
OG0002022	Np001G035970	jg20454
OG0002023	Np007G383820	jg26525
OG0002023	Np005G304510	jg11292
OG0002024	Np005G303790	jg11240
OG0002024	Np007G382960	jg26453
OG0002025	Np006G322890	jg20045
OG0002026	Np006G325250	jg19840
OG0002026	Np001G065780	jg16086
OG0002027	Np001G061930	jg15744
OG0002027	Np006G329980	jg19442
OG0002028	Np001G045010	jg14298
OG0002028	Np003G151850	jg22983
OG0002029	Np003G188380	jg8132
OG0002030	Np003G186420	jg7956
OG0002030	Np004G257370	jg28618
OG0002031	Np006G357850, Np004G255640	jg18415
OG0002032	Np006G356490	jg18297
OG0002032	Np004G254720	jg28866
OG0002033	Np004G252980	jg29023
OG0002033	Np006G347140, Np006G353660	jg18108
OG0002034	Np004G251990	jg29106
OG0002034	Np006G360240	jg17904
OG0002036	Np003G142740	jg5406
OG0002036	Np007G423570	jg24047
OG0002037	Np003G142750	jg5407
OG0002037	Np007G423550	jg24049
OG0002038	Np007G391400	jg25733
OG0002038	Np007G418650	jg24463
OG0002039	Np001G059430, Np001G059440	jg15506
OG0002039	Np006G333080	jg19206
OG0002040	Np006G338770	jg18794
OG0002040	Np001G055330	jg15225
OG0002041	Np006G337770	jg18858
OG0002041	Np001G056210	jg15268
OG0002043	Np004G198750	jg32974
OG0002044	Np004G240780	jg30037
OG0002045	Np004G240580	jg30064
OG0002045	Np002G070980	jg3715
OG0002046	Np004G240230	jg30092
OG0002046	Np002G071560	jg3669
OG0002047	Np004G239690	jg30135
OG0002047	Np002G072520	jg3603
OG0002048	Np002G082180, Np002G082190	jg2896
OG0002049	Np002G081470	jg2953
OG0002049	Np004G238210	jg30303
OG0002050	Np004G234560	jg30633
OG0002050	Np002G076410	jg3309
OG0002051	Np004G234470	jg30641
OG0002051	Np004G227090, Np003G173400, Np006G328800	jg19528
OG0002052	Np004G234280	jg30651
OG0002052	Np002G075980	jg3333
OG0002053	Np002G113670	jg30688
OG0002053	Np002G075500	jg3367
OG0002054	Np004G231140	jg30858
OG0002054	Np002G083990	jg2734
OG0002055	Np004G230630	jg30888
OG0002055	Np002G084710	jg2685
OG0002056	Np006G363730	jg17140
OG0002057	Np005G270990	jg9196
OG0002058	Np007G410300	jg25102
OG0002059	Np004G254910	jg28852
OG0002059	Np006G356710	jg18312
OG0002060	Np002G085520	jg2640
OG0002060	Np003G141760	jg5309
OG0002061	Np001G049960	jg14746
OG0002061	Np001G011110	jg6245
OG0002062	Np001G009630, Np005G316760, Np005G316750	jg23050
OG0002063	Np003G132800	jg4534
OG0002064	Np001G053210	jg15029, jg15031, jg15028, jg15030
OG0002065	Np002G082980	jg2839
OG0002066	Np002G075790	jg3343
OG0002066	Np004G234240	jg17699, jg30658
OG0002067	Np002G077190	jg3246
OG0002068	Np002G072410	jg3611
OG0002068	Np005G304660	jg3647, jg3648
OG0002069	Np002G072320	jg3621
OG0002070	Np004G239980	jg30116
OG0002070	Np002G072070	jg3641
OG0002071	Np007G407620	jg25322
OG0002071	Np004G190950	jg33711
OG0002072	Np007G407340	jg25340
OG0002073	Np004G193040, Np004G193080	jg33547
OG0002073	Np007G404970	jg25504
OG0002074	Np005G307220, Np005G307210	jg11029
OG0002074	Np007G391890	jg25783
OG0002075	Np007G372580	jg28207
OG0002075	Np007G372590	jg28196
OG0002076	Np004G190110	jg33819
OG0002076	Np007G408630	jg25230
OG0002077	Np004G195440	jg33319
OG0002078	Np001G059630	jg15522
OG0002078	Np001G059610	jg15521
OG0002079	Np005G279620	jg6228, jg9829
OG0002081	Np006G364000	jg16559, jg12209, jg17107, jg17108
OG0002082	Np001G057650	jg15389
OG0002084	Np002G070680	jg17238, jg3748, jg12357
OG0002085	Np001G039960	jg9867
OG0002093	Np005G264540	jg8930
OG0002094	Np005G264860	jg8901
OG0002094	Np007G377480	jg27675
OG0002095	Np007G376080	jg27850
OG0002095	Np005G266150	jg8818
OG0002096	Np002G111330	jg1360
OG0002096	Np004G249790	jg29297
OG0002097	Np002G114130	jg1109
OG0002097	Np004G248720, Np004G248730	jg29392
OG0002098	Np002G116830	jg898
OG0002098	Np002G116370	jg927
OG0002099	Np004G247620	jg29507
OG0002099	Np002G117140	jg885
OG0002100	Np004G242990	jg29857
OG0002100	Np001G024600	jg13148
OG0002101	Np005G318300	jg12702
OG0002101	Np001G021130	jg13450
OG0002102	Np004G227540	jg24718, jg24719
OG0002103	Np002G124450	jg376
OG0002104	Np002G123250	jg482
OG0002104	Np005G319350	jg12764
OG0002105	Np004G244890	jg29727
OG0002105	Np002G121470	jg579
OG0002106	Np004G246020	jg29639
OG0002107	Np001G060920	jg15633
OG0002107	Np006G330790	jg19371
OG0002108	Np007G413890	jg24818
OG0002109	Np007G412910	jg4050, jg24904
OG0002110	Np007G412830	jg24909
OG0002110	Np003G127500	jg4061
OG0002111	Np003G128640	jg4163
OG0002112	Np007G411360	jg25012
OG0002113	Np001G015400	jg14068, jg14041
OG0002113	Np006G347540, Np006G353240	jg6748, jg6704, jg17596
OG0002114	Np005G277340	jg9674
OG0002115	Np005G278700	jg9765
OG0002116	Np003G159560	jg22385
OG0002116	Np005G278930	jg9783
OG0002117	Np003G139780	jg5125
OG0002117	Np004G210200	jg31249
OG0002118	Np001G013500	jg6473
OG0002118	Np003G138360	jg4999
OG0002119	Np003G137110	jg4903
OG0002119	Np001G012270	jg6368
OG0002120	Np001G010730	jg6207
OG0002120	Np003G134880	jg4703
OG0002121	Np001G008690	jg23128
OG0002121	Np003G133250	jg4569
OG0002122	Np005G295520	jg10885
OG0002123	Np001G037080	jg20529
OG0002123	Np005G290410	jg10678
OG0002124	Np001G037310	jg20547
OG0002124	Np005G290260	jg10665
OG0002125	Np005G288590	jg10550
OG0002125	Np001G039270	jg20668
OG0002126	Np003G184720	jg7782
OG0002126	Np005G287650	jg10439
OG0002127	Np003G179920	jg7468
OG0002127	Np005G283200	jg10110
OG0002128	Np003G178710	jg7412
OG0002128	Np004G205710	jg31933
OG0002129	Np003G177550	jg7318
OG0002129	Np004G208340	jg32069
OG0002130	Np006G356150	jg33245
OG0002131	Np003G187010	jg8007
OG0002131	Np004G257730	jg28579
OG0002132	Np007G375720	jg27888
OG0002133	Np005G267010	jg8787
OG0002133	Np005G267110, Np005G267160	jg8773
OG0002134	Np005G267590	jg8733
OG0002134	Np007G375270	jg27922
OG0002135	Np005G268500	jg8656
OG0002136	Np006G370930	jg16532
OG0002136	Np005G260730	jg8353
OG0002137	Np005G315580, Np005G318680	jg12520
OG0002138	Np006G342500	jg18535
OG0002138	Np006G342520	jg18534
OG0002139	Np004G201960, Np004G201950	jg32681
OG0002139	Np001G041970	jg20966
OG0002140	Np003G178130	jg7369
OG0002141	Np005G306930	jg11433
OG0002141	Np007G385620	jg26655
OG0002142	Np001G069460	jg16372
OG0002142	Np006G320550	jg20219
OG0002143	Np001G069390	jg16368
OG0002143	Np006G320660	jg20210
OG0002144	Np006G328330, Np006G328320	jg19569, jg19570
OG0002145	Np006G329010	jg19506
OG0002145	Np001G062840	jg15822
OG0002146	Np001G044390	jg14205
OG0002146	Np003G150740	jg6085
OG0002147	Np003G152460, Np003G152410	jg22926, jg22925
OG0002149	Np001G006560	jg23280
OG0002150	Np001G051280	jg14875
OG0002150	Np001G001910	jg23656
OG0002151	Np001G001160	jg23714
OG0002152	Np004G259420, Np004G259430	jg28441
OG0002153	Np004G259330	jg28449
OG0002153	Np003G189240	jg8192
OG0002154	Np001G040330	jg20784
OG0002154	Np004G256460	jg28708
OG0002155	Np001G040830	jg20833
OG0002155	Np004G256060	jg28739
OG0002156	Np007G386230	jg26716
OG0002157	Np006G356660	jg18306
OG0002157	Np004G254860	jg28858
OG0002158	Np005G277490	jg9684
OG0002158	Np005G277480	jg9683
OG0002159	Np007G423200	jg24082
OG0002160	Np007G422140	jg24185
OG0002162	Np007G384980	jg26612
OG0002162	Np007G417520	jg24542
OG0002163	Np007G374170	jg24620
OG0002164	Np001G016610	jg21548
OG0002164	Np007G416520	jg24625
OG0002165	Np003G140300	jg5162
