Orthogroup	Noccaea_praecox	Brassica_rapa
OG0003257	Np001G020080	XP_009129381.1, XP_009151894.1
OG0003258	Np005G314190	XP_033145838.1
OG0003258	Np001G018450	XP_033140512.1, XP_033129751.1
OG0003261	Np003G164500	XP_009127196.3
OG0003262	Np003G161470	XP_009137662.1
OG0003262	Np005G277950	XP_009143488.1
OG0003263	Np003G160760, Np003G187150	XP_009132416.1
OG0003264	Np003G137870	XP_009121968.1
OG0003264	Np001G012970	XP_033134491.1
OG0003265	Np003G137070	XP_033142819.1, XP_033137622.1, XP_009125283.2
OG0003266	Np006G360650, Np003G134590	XP_009131056.2
OG0003267	Np003G134350	XP_009125720.1, XP_009131042.1
OG0003268	Np005G291130	XP_033144868.1, XP_033133282.1
OG0003269	Np003G182690	XP_033141118.1, XP_009134278.2, XP_009114614.1
OG0003270	Np004G208600	XP_009114749.1
OG0003271	Np004G210850	XP_009113712.2
OG0003272	Np004G213990	XP_009144784.2, XP_033130713.1, XP_009107768.1
OG0003273	Np004G214130	XP_009115118.1, XP_009133006.1, XP_009141406.1
OG0003274	Np007G375990	XP_009121125.1
OG0003274	Np005G266440, Np005G266400	XP_009102235.1
OG0003275	Np007G375670	XP_009112441.1
OG0003275	Np005G267040	XP_009109285.2
OG0003276	Np007G374880	XP_009102261.1, XP_033136737.1
OG0003277	Np005G268240	XP_033133025.1, XP_033132047.1
OG0003278	Np005G260630	XP_009109529.1
OG0003279	Np005G260610	XP_009109530.2
OG0003280	Np004G216760, Np004G216650, Np004G216680	XP_009145233.1, XP_009114968.1
OG0003281	Np001G037150	XP_009128805.1
OG0003282	Np005G310560	XP_009124254.1
OG0003282	Np007G389070	XP_009136167.1
OG0003283	Np005G308170	XP_009102442.1
OG0003284	Np005G307050	XP_009107745.1, XP_009139602.1
OG0003285	Np005G306980	XP_033132442.1, XP_009139597.1
OG0003286	Np005G304420	XP_009148357.1
OG0003287	Np005G304000	XP_009107806.1, XP_009148046.1
OG0003289	Np006G326370	XP_009133643.1, XP_009142299.2, XP_033145459.1, XP_033145457.1
OG0003290	Np003G174650	XP_009132200.3, XP_033142360.1, XP_009125434.2
OG0003292	Np003G150860	XP_009120644.2, XP_009149701.1
OG0003293	Np001G048950	XP_018508152.1
OG0003293	Np001G006080	XP_033141651.1
OG0003294	Np001G004150	XP_009112150.1
OG0003294	Np003G136050	XP_009122117.1
OG0003295	Np001G050730	XP_009136515.1
OG0003295	Np001G002710	XP_009150662.1
OG0003296	Np001G000800	XP_009146667.1
OG0003297	Np001G052640	XP_009136578.1, XP_009115775.1
OG0003298	Np001G040350	XP_009113951.1
OG0003298	Np004G256380	XP_009111133.1
OG0003299	Np006G356990	XP_009144004.1
OG0003299	Np004G255020	XP_009119208.1
OG0003300	Np006G352030	XP_009141028.1, XP_009144339.1
OG0003301	Np006G361420, Np006G361360	XP_009140760.1, XP_009103578.2
OG0003302	Np006G362550	XP_009133943.1
OG0003302	Np005G263360	XP_009138175.1
OG0003303	Np003G140910	XP_009131381.1
OG0003304	Np007G414260, Np007G414270	XP_009135090.1, XP_009146980.1
OG0003305	Np003G144080	XP_009131569.1, XP_009121426.1
OG0003306	Np007G420000	XP_009124200.1, XP_009134789.2
OG0003307	Np001G015220	XP_009151217.1
OG0003307	Np007G419320	XP_009147275.1
OG0003308	Np007G415260	XP_009147053.1
OG0003309	Np005G281090	XP_009137503.1, XP_009138982.1
OG0003310	Np004G239160	XP_009149141.1, XP_033129692.1
OG0003311	Np004G238970, Np004G247060	XP_009117719.1, XP_009117717.2, XP_009117716.1, XP_018510570.1, XP_009149163.1
OG0003312	Np002G081070	XP_009104808.1, XP_009127995.1
OG0003313	Np004G237690	XP_009110359.1
OG0003314	Np004G236760	XP_009149376.1
OG0003315	Np004G234210	XP_009110193.1, XP_009149597.1
OG0003316	Np002G073720	XP_009104585.1, XP_009106521.2
OG0003317	Np004G232010	XP_033137104.1, XP_009103230.1
OG0003318	Np004G230510	XP_033144221.1
OG0003318	Np002G084850	XP_009127815.1, XP_009104947.1
OG0003319	Np004G226990	XP_009110042.1, XP_009115415.1
OG0003320	Np004G209600	XP_009113830.1, XP_009109863.1
OG0003321	Np006G364270	XP_009140631.1
OG0003321	Np005G271030	XP_009126471.1
OG0003322	Np004G246560	XP_009110706.1, XP_009148497.2, XP_009117655.1
OG0003324	Np003G142010	XP_009121605.1, XP_009131443.1
OG0003325	Np001G015310	XP_009151222.1
OG0003326	Np003G132400	XP_009122284.1
OG0003326	Np003G132390	XP_009122283.1
OG0003327	Np003G130720, Np001G059840	XP_009130894.2, XP_009122172.1
OG0003328	Np001G011130	XP_033129570.1, XP_033140506.1
OG0003329	Np002G090730	XP_009127585.1, XP_009105339.1, XP_009105086.1
OG0003330	Np002G086220	XP_009105655.2
OG0003330	Np004G227850, Np004G227780	XP_009103119.1
OG0003331	Np002G074560	XP_033140044.1, XP_033130896.1, XP_009104608.2
OG0003332	Np004G236080	XP_009149434.1
OG0003333	Np002G080650, Np002G080110	XP_009106045.1
OG0003334	Np002G072930, Np002G072920	XP_009106596.1, XP_009104566.1
OG0003335	Np004G239380	XP_009117744.1
OG0003336	Np007G407810, Np007G407800	XP_009146536.1, XP_033148259.1
OG0003338	Np007G382820	XP_009145416.2
OG0003338	Np005G303720	XP_033140821.1
OG0003339	Np007G404790	XP_009147615.1, XP_009144782.1
OG0003340	Np001G061970	XP_009139037.1, XP_009116440.1
OG0003342	Np001G063600	XP_009138946.1, XP_009104166.1, XP_009116543.1
OG0003343	Np001G068370	XP_009104370.1, XP_009116893.1
OG0003346	Np001G066620, Np001G066610	XP_009138812.1, XP_009138815.2, XP_009116756.2, XP_033131886.1, XP_033135728.1, XP_033135727.1
OG0003347	Np001G055440	XP_018515098.1, XP_033128325.1, XP_033146025.1
OG0003348	Np023G439370, Np023G439490	XP_033138926.1, XP_033129842.1
OG0003351	Np005G285000	XP_009136044.2
OG0003352	Np003G143410	XP_009126108.1, XP_033143170.1, XP_033139556.1, XP_033139557.1
OG0003354	Np003G177570	XP_033142624.1
OG0003356	Np007G411540	XP_009146821.1, XP_009122731.1
OG0003359	Np004G199940	XP_009138067.1, XP_009130110.2, XP_009126385.2
OG0003360	Np005G270470	XP_009138078.1, XP_018509150.1, XP_009108879.1
OG0003362	Np007G379160	XP_009102314.1
OG0003362	Np005G264030	XP_009138242.1
OG0003364	Np005G265510	XP_009108028.2
OG0003364	Np003G186970	XP_033136780.1
OG0003365	Np005G263930	XP_033144515.1, XP_033144404.1
OG0003366	Np006G340840	XP_009108293.1, XP_009145206.1
OG0003367	Np001G026170	XP_009101277.1
OG0003368	Np005G311150	XP_009118673.1
OG0003370	Np001G023370	XP_033136379.1, XP_033128896.1
OG0003371	Np005G317830	XP_009140020.1
OG0003371	Np001G020630	XP_018515514.1
OG0003372	Np005G315860	XP_009139914.1
OG0003372	Np001G019240	XP_009151814.1
OG0003373	Np002G094760	XP_009105207.1, XP_009148657.1
OG0003374	Np005G277470	XP_009143697.1
OG0003376	Np005G279970	XP_009139687.1
OG0003376	Np005G279980	XP_009140048.1, XP_009139673.1
OG0003378	Np003G174240	XP_009134037.1
OG0003378	Np005G282330	XP_009138011.1
OG0003379	Np003G160300	XP_009127011.1
OG0003379	Np005G278880	XP_033133172.1
OG0003380	Np003G155270	XP_009126813.1, XP_009132107.2, XP_018512815.2, XP_033137694.1
OG0003381	Np003G155180	XP_009126807.2
OG0003382	Np001G003690	XP_009150576.1
OG0003382	Np003G136520	XP_009131148.1
OG0003383	Np001G009260	XP_009136468.1
OG0003383	Np003G133720	XP_009122317.1
OG0003384	Np005G290640	XP_009132304.1, XP_009136970.1
OG0003385	Np005G288250	XP_033132463.1, XP_018515291.2
OG0003386	Np005G285870, Np005G285910	XP_018508637.1, XP_018513045.1
OG0003387	Np003G178380	XP_009128714.1
OG0003389	Np006G342980	XP_009132972.2
OG0003390	Np004G213810	XP_033130684.1
OG0003390	Np004G213790	XP_033137227.1
OG0003391	Np007G374390, Np005G314170	XP_009124616.1
OG0003392	Np006G368800, Np006G368780	XP_009112519.1, XP_009140363.1
OG0003393	Np005G262470	XP_009140359.1
OG0003393	Np006G368880	XP_009112524.1
OG0003394	Np005G311380	XP_033132268.1
OG0003395	Np002G113070, Np005G318380	XP_018515003.1
OG0003396	Np003G180360	XP_033140231.1
OG0003396	Np003G180350	XP_009128675.1, XP_009115337.1
OG0003397	Np001G037090	XP_009114403.1
OG0003398	Np007G388010	XP_009112683.1
OG0003398	Np005G307800	XP_009107670.2
OG0003399	Np005G306990	XP_009142022.1
OG0003400	Np005G306690	XP_009139576.2, XP_009107497.2
OG0003401	Np005G304450	XP_009148394.1
OG0003402	Np005G303030	XP_033128487.1, XP_033144790.1
OG0003403	Np001G069340	XP_033146752.1, XP_033135540.1
OG0003403	Np006G320770	XP_033148639.1
OG0003404	Np006G321620, Np006G321290	XP_009118824.1, XP_009142549.1
OG0003405	Np001G065080	XP_009104225.1, XP_009116647.1, XP_009138892.1
OG0003406	Np001G024070	XP_009152149.1
OG0003406	Np001G024100	XP_033139876.1
OG0003407	Np003G125140	XP_009146976.2
OG0003407	Np007G414150	XP_009135087.1
OG0003408	Np001G050870	XP_009115659.1
OG0003410	Np003G188840	XP_009111444.1
OG0003411	Np003G186550	XP_009111279.2
OG0003412	Np004G254940	XP_009119200.1
OG0003413	Np004G252930	XP_009119030.1
OG0003413	Np006G347220, Np006G353560	XP_009141078.1, XP_009144290.1
OG0003414	Np006G350780	XP_009144351.1
OG0003414	Np003G130710	XP_009133841.1
OG0003415	Np007G424920	XP_009134601.1
OG0003415	Np003G141420	XP_033142254.1
OG0003416	Np003G143260	XP_009121503.1
OG0003417	Np007G419250	XP_009124069.1
OG0003417	Np001G015060	XP_009151208.1
OG0003418	Np007G419080, Np001G014960	XP_009124072.1, XP_009147256.1, XP_009134819.1
OG0003419	Np003G146820	XP_009120929.1
OG0003420	Np006G331980	XP_009143233.1, XP_009141877.1
OG0003421	Np006G339190	XP_009133078.1, XP_009141587.1
OG0003422	Np006G337460	XP_009141649.1
OG0003423	Np006G336670	XP_033144689.1
OG0003424	Np006G335140	XP_009133275.1
OG0003424	Np001G057260	XP_009139259.1
OG0003425	Np004G240850	XP_009148940.1
OG0003426	Np004G238880	XP_009117711.1, XP_009110416.1, XP_009149175.1
OG0003427	Np004G234510	XP_009149571.1
OG0003427	Np007G413230	XP_009146915.2
OG0003428	Np004G234250	XP_033129108.1, XP_033130983.1
OG0003429	Np002G075780	XP_033141094.1, XP_009104657.1
OG0003430	Np002G085870	XP_009104968.1, XP_033130289.1
OG0003431	Np004G227130, Np004G227170	XP_009110048.1, XP_033135140.1
OG0003432	Np004G209240	XP_009109874.1
OG0003433	Np006G364550	XP_009117085.1
OG0003433	Np005G271230	XP_009138047.1
OG0003434	Np006G367440	XP_033145462.1
OG0003434	Np006G367630	XP_009117290.1
OG0003435	Np004G259220	XP_009119713.1
OG0003436	Np004G249660	XP_009110824.1, XP_033133455.1, XP_009118317.1, XP_009148248.1
OG0003437	Np007G397610	XP_009111476.1, XP_009145736.1
OG0003438	Np003G141850	XP_033141637.1
OG0003439	Np003G144840	XP_033138426.1
OG0003440	Np007G373610	XP_033143049.1, XP_009121042.1, XP_033132081.1
OG0003441	Np001G007720	XP_009112010.1, XP_009130199.1, XP_033141846.1
OG0003442	Np001G006840	XP_033136610.1, XP_009151409.2
OG0003443	Np001G050020	XP_009149761.1
OG0003444	Np001G048050	XP_009150821.1, XP_009150805.1, XP_018515530.2
OG0003445	Np003G151200	XP_009131901.1
OG0003446	Np002G084320	XP_009105761.2
OG0003446	Np007G401880, Np007G402410, Np004G231040	XP_033134604.1
OG0003447	Np004G232110	XP_009103234.1
OG0003448	Np004G239920	XP_009117767.1
OG0003449	Np007G408510	XP_033142348.1, XP_009146579.1, XP_033148869.1
OG0003450	Np004G191170	XP_033132782.1, XP_009147505.1
OG0003450	Np007G407470	XP_033147507.1
OG0003451	Np007G392920	XP_009113822.1, XP_033147256.1
OG0003452	Np007G393730	XP_009113523.1
OG0003452	Np007G393700	XP_009113531.1
OG0003454	Np003G174580	XP_009110190.1
OG0003454	Np007G378190	XP_009119412.2, XP_009136271.1
OG0003456	Np004G193830	XP_009147647.1
OG0003456	Np007G371660	XP_033131220.1
OG0003457	Np001G058480	XP_009116195.2
OG0003458	Np001G066260	XP_009116731.1
OG0003459	Np004G191390	XP_009106898.1, XP_009147521.1
OG0003462	Np004G248150	XP_009144433.1, XP_009118243.1, XP_033129880.1
OG0003464	Np007G418330	XP_009124859.1, XP_009147214.1
OG0003465	Np004G216440	XP_009108111.1
OG0003466	Np003G134010, Np003G133900	XP_009131022.1
OG0003471	Np001G060160, Np001G059170, Np001G060400, Np001G061820, Np001G056990, Np003G144210	XP_009106290.2, XP_009106287.1, XP_009141809.2, XP_033145607.1, XP_033145605.1, XP_033145608.1
OG0003481	Np005G274620	XP_009109023.1, XP_009128436.1
OG0003482	Np007G374110	XP_009150721.1
OG0003483	Np005G272410	XP_009127279.1, XP_009108954.1
OG0003484	Np005G270320	XP_009126062.1
OG0003484	Np006G363850	XP_009117054.1
OG0003485	Np001G004580	XP_018515249.1
OG0003485	Np005G263750	XP_009108786.1, XP_009121158.1, XP_009138195.1
OG0003486	Np002G088220	XP_033130228.1
OG0003487	Np004G250520	XP_033132317.1, XP_009148126.2
OG0003488	Np002G112680	XP_009102565.1
OG0003489	Np002G115530	XP_009103320.1
OG0003490	Np004G247470	XP_009148443.1
OG0003491	Np001G020780	XP_009129411.1, XP_009151960.1
OG0003492	Np002G097200	XP_033129929.1, XP_009127454.1
OG0003492	Np005G311270	XP_009139711.1
OG0003493	Np007G412630	XP_009146881.1
OG0003494	Np004G242220	XP_033128037.1
OG0003495	Np003G184470	XP_033138769.1, XP_033137903.1, XP_009119427.2, XP_009127317.1
OG0003496	Np003G165080	XP_009127214.1
OG0003497	Np003G156140, Np005G279990	XP_009120252.1
OG0003498	Np003G137750	XP_018508572.2
OG0003499	Np003G135890	XP_009122531.1, XP_009131119.1
OG0003500	Np001G004970	XP_009150477.1, XP_009130436.2
OG0003501	Np003G135430	XP_018511099.1
OG0003501	Np007G397500	XP_009145754.1
OG0003502	Np001G047180, Np005G286780	XP_009135024.1, XP_009108488.1
OG0003503	Np005G283700	XP_009137168.1, XP_009137360.1
OG0003504	Np004G208370	XP_009114771.1, XP_009145156.2
OG0003505	Np003G176280	XP_009134131.1
OG0003506	Np004G214120	XP_009115120.1
OG0003507	Np004G214300	XP_009102689.1
OG0003508	Np007G375660	XP_009150778.1
OG0003509	Np005G267930	XP_009109317.2, XP_009138415.1, XP_009145598.1
OG0003510	Np005G269100	XP_009137459.2
OG0003511	Np005G312790, Np005G312780	XP_009103206.1
OG0003511	Np005G312710	XP_009125055.1
OG0003512	Np001G041990	XP_009101819.1, XP_009123703.1
OG0003513	Np003G184730	XP_009114495.1
OG0003515	Np001G032670	XP_009101386.2, XP_009128999.1
OG0003517	Np005G307490, Np005G307480	XP_009108483.1
OG0003518	Np005G308160	XP_009136097.1
OG0003518	Np007G387630	XP_009102441.1
OG0003519	Np005G309310	XP_009107906.1
OG0003520	Np007G384480	XP_009102634.1, XP_009135853.1
OG0003521	Np005G318420	XP_009139992.2
OG0003522	Np001G040900	XP_033140622.1
OG0003522	Np006G324800	XP_033148387.1, XP_018514845.1, XP_009133698.1
OG0003523	Np001G062930	XP_009104106.1
OG0003523	Np006G328680	XP_009142831.1
OG0003524	Np001G005700	XP_009112088.2
OG0003525	Np001G003260	XP_009112174.1
OG0003526	Np001G050740	XP_009149712.1, XP_009152207.1
OG0003527	Np001G045100	XP_033139889.1
OG0003528	Np006G352500	XP_009144319.1, XP_009141050.1
OG0003529	Np005G278590	XP_033144050.1, XP_009142954.1
OG0003530	Np003G142970	XP_009121530.1
OG0003530	Np007G423370, Np002G122490	XP_009134674.1
OG0003531	Np003G147250	XP_009124943.1
OG0003532	Np007G416260	XP_009134940.1
OG0003532	Np001G016920	XP_009151699.1
OG0003533	Np006G333740	XP_009143315.1
OG0003536	Np004G239140	XP_009110430.1, XP_009117728.1, XP_018508182.1
OG0003537	Np004G237640	XP_009149269.1
OG0003538	Np004G236710	XP_033133170.1, XP_009117574.1, XP_009149378.1
OG0003539	Np002G083130	XP_009105864.1
OG0003539	Np004G231900	XP_009115616.1
OG0003540	Np004G230670	XP_009110113.1, XP_009115557.1
OG0003541	Np002G085420	XP_009105700.2
OG0003542	Np004G209430	XP_009109867.1
OG0003543	Np004G209760	XP_009109840.1, XP_009113805.1, XP_009103037.2
OG0003544	Np005G317500	XP_033143397.1, XP_009112742.1
OG0003545	Np006G364870	XP_009140598.1, XP_009117099.1
OG0003546	Np004G254350	XP_033138573.1
OG0003547	Np001G035780	XP_009131589.1
OG0003549	Np001G016370	XP_009129785.1, XP_009111879.1
OG0003550	Np001G017270	XP_009151666.1, XP_009129743.1
OG0003551	Np001G011980	XP_009130005.1
OG0003552	Np001G047940	XP_009150779.1, NP_001288820.1
OG0003553	Np001G006650	XP_009112052.1, XP_009150366.1
OG0003554	Np001G052310	XP_009149425.2
OG0003555	Np001G049250	XP_009150181.1, XP_009149803.1
OG0003556	Np004G231210	XP_009103210.1, XP_009115580.1
OG0003557	Np003G183620	XP_009104798.1, XP_009106028.1, XP_018513555.1
OG0003558	Np002G072830	XP_009128320.1, XP_009106607.2
OG0003560	Np007G405580	XP_009146371.1
OG0003560	Np004G192600	XP_009116933.1
OG0003561	Np007G404990	XP_009135400.1, XP_009116583.1, XP_009146313.2, XP_009146318.2
OG0003562	Np007G391550	XP_009114175.2, XP_009146056.1
OG0003563	Np007G395200	XP_009145845.1
OG0003564	Np007G381280	XP_009145487.1
OG0003564	Np004G195190, Np004G195200	XP_009144879.1
OG0003565	Np007G385200	XP_009106438.1, XP_009102595.1
OG0003567	Np007G374190	XP_009112557.1, XP_009102227.1
OG0003568	Np005G320050	XP_009140128.2
OG0003569	Np004G190220	XP_009124120.1
OG0003572	Np005G304500	XP_009148406.1
OG0003575	Np003G147150	XP_009126313.2
OG0003578	Np006G338070	XP_033148156.1, XP_033145881.1, XP_033143087.1
OG0003583	Np005G275490	XP_033128856.1, XP_033128911.1, XP_009124962.1, XP_009124926.1
OG0003584	Np005G275070, Np005G275050	XP_009109038.1
OG0003585	Np001G059460	XP_009116263.1, XP_009139146.2, XP_009131352.1
OG0003586	Np006G366610	XP_009140505.2
OG0003587	Np004G204990	XP_009127607.1
OG0003588	Np003G128940	XP_033137368.1
OG0003589	Np005G264430	XP_009138268.1
OG0003590	Np005G266160	XP_009121131.1, XP_009112420.2, XP_009150849.1
OG0003591	Np004G248660	XP_009148340.1
OG0003592	Np002G117400	XP_018511595.2
OG0003593	Np001G025670	XP_009101263.2
OG0003594	Np001G025210	XP_009101242.1
OG0003594	Np004G242290	XP_009110543.1
OG0003595	Np001G019830	XP_033136950.1, XP_009151868.2
OG0003596	Np001G018470	XP_009129683.1
OG0003597	Np004G244880	XP_009148571.1, XP_009118059.1
OG0003598	Np007G413820, Np007G412370	XP_009146954.1, XP_009135075.1
OG0003599	Np001G019040	XP_009135138.2
OG0003600	Np007G404160	XP_009146262.2
OG0003600	Np007G410330	XP_009146722.1
OG0003601	Np002G103750, Np007G409070	XP_009140150.1
OG0003603	Np005G277140	XP_009109123.1
OG0003604	Np005G277640	XP_009109135.1, XP_009109137.1
OG0003605	Np001G068470	XP_009139301.2
OG0003606	Np005G279080	XP_009137600.1, XP_009142455.1
OG0003607	Np003G138620	XP_009121899.1
OG0003608	Np004G251550	XP_009118414.1, XP_009148030.1
OG0003609	Np003G136510	XP_009122077.1
OG0003610	Np003G135990	XP_009131122.1, XP_009112146.1
OG0003611	Np005G291870	XP_009136926.1, XP_009131621.1
OG0003612	Np004G215780	XP_009136932.2, XP_009131732.1, XP_009108364.1
OG0003613	Np006G359110, Np001G014080	XP_009111711.2, XP_033139351.1, XP_009129934.1
OG0003614	Np004G210800, Np004G210710	XP_033137133.1, XP_009113714.1
OG0003615	Np004G211730	XP_009109691.1
OG0003616	Np005G267310	XP_009109272.1, XP_033133994.1, XP_009150254.2
OG0003617	Np003G177410	XP_009113552.1
OG0003619	Np007G411260, Np007G411270	XP_009135132.1, XP_009146805.1, XP_009122617.1
OG0003620	Np001G039390	XP_009110594.1
OG0003621	Np001G039150	XP_009101646.1
OG0003621	Np001G039130	XP_009113902.1
OG0003622	Np001G034940	XP_009128879.1
OG0003623	Np003G145360	XP_033143040.1
OG0003624	Np005G295560	XP_009128970.1
OG0003625	Np006G321420	XP_009142542.1
OG0003626	Np001G068510	XP_009116900.1
OG0003627	Np006G323670	XP_033142437.1, XP_009142364.1, XP_009143170.1
OG0003628	Np001G065600	XP_009138867.1, XP_009143043.1
OG0003630	Np006G326230	XP_009133649.2
OG0003631	Np003G149240	XP_033141491.1, XP_033138618.1
OG0003631	Np007G414770	XP_009114479.1
OG0003632	Np004G241880	XP_033133745.1, XP_009148845.1
OG0003634	Np001G001140	XP_009112330.1
OG0003635	Np001G053140	XP_009115817.1
OG0003635	Np001G000210	XP_009149079.1
OG0003636	Np003G188900	XP_009134529.1
OG0003637	Np003G186640, Np004G257600	XP_033139976.1, XP_033134572.1
OG0003638	Np003G186080	XP_009111256.1
OG0003640	Np003G141470	XP_009125983.1
OG0003641	Np001G015450	XP_009151231.1
OG0003641	Np007G419350, Np002G077580	XP_009147278.1, XP_009134810.1
OG0003642	Np001G014730	XP_009129880.1, XP_009151185.1
OG0003643	Np006G333090	XP_033145934.1, XP_009133383.1
OG0003644	Np004G192820	XP_009147592.1, XP_009139126.1
OG0003645	Np011G435760	XP_009117754.1
OG0003646	Np002G080100	XP_033128125.1
OG0003647	Np004G236420	XP_033135165.1, XP_009117555.1, XP_009110291.1, XP_009117554.1, XP_009149401.1
OG0003648	Np004G232320	XP_009145343.2, XP_009110141.1
OG0003648	Np002G073570	XP_009106538.1
OG0003649	Np002G090890	XP_018508212.1
OG0003651	Np006G360830, Np004G244210	XP_009118018.1
OG0003652	Np004G253450	XP_009119069.1
OG0003652	Np004G253400	XP_009119067.1, XP_033137610.1
OG0003653	Np004G254190	XP_009111039.1, XP_033137378.1
OG0003654	Np004G254250	XP_009119130.2, XP_009111042.1
OG0003655	Np003G144090, Np007G422690	XP_009121427.1, XP_009131571.1, XP_009126145.2
OG0003656	Np003G144550	XP_009126177.1, XP_009103958.2, XP_009121397.1
OG0003657	Np007G408760	XP_009146604.1, XP_009135242.1, XP_009120462.1
OG0003658	Np003G129320	XP_009130833.2
OG0003659	Np003G133390	XP_009122338.1
OG0003660	Np003G154500	XP_033141386.1, XP_009132279.1, XP_009120355.2
OG0003661	Np001G052710, Np001G000510	XP_009115783.1, XP_033143276.1
OG0003662	Np001G046520	XP_009150445.2, XP_009149965.2
OG0003663	Np002G086670	XP_009127751.1, XP_033130267.1
OG0003666	Np002G070930, Np005G316590	XP_033131451.1, XP_009149901.1, XP_009104465.2, XP_009128421.2
OG0003667	Np007G408130, Np007G408150, Np007G408100, Np006G342000	XP_009124708.2, XP_009135282.2, XP_009135285.2
OG0003668	Np007G407270	XP_009135312.1, XP_009146469.1, XP_009117633.2
OG0003669	Np004G191580	XP_009106909.2
OG0003670	Np007G406000	XP_009135361.2, XP_009117162.1, XP_033140852.1
OG0003671	Np007G404230	XP_009115623.1, XP_009146263.1
OG0003672	Np007G391880	NP_001288833.1
OG0003673	Np007G386880, Np001G031350	XP_009105912.1, XP_009135890.1, XP_009102511.1
OG0003674	Np007G388400	XP_009102403.1
OG0003674	Np001G017860	XP_009151631.1
OG0003675	Np004G251340	XP_009148063.1
OG0003676	Np007G416070	XP_009134946.1
OG0003676	Np005G263910	XP_009120179.1
OG0003677	Np007G403440	XP_009146231.1
OG0003678	Np007G380320	XP_009110293.1, XP_009145603.1
OG0003679	Np001G054340	XP_009136673.1, XP_009139469.1
OG0003680	Np001G054530	XP_009139454.1, XP_009136676.1, XP_009115942.1
OG0003681	Np006G337090	XP_009141670.1
OG0003682	Np001G060110	XP_009103979.2, XP_033146513.1
OG0003683	Np001G069920	XP_009116999.1
OG0003686	Np002G075580	XP_033131943.1
OG0003687	Np002G114630	XP_009113286.1
OG0003687	Np002G114550	XP_009113287.1
OG0003695	Np005G276540	XP_009109097.1, XP_009144418.1
OG0003696	Np005G274070	XP_009137893.1
OG0003697	Np005G264420	XP_009138267.1, XP_009115735.1
OG0003698	Np005G265540	XP_033134063.1
OG0003698	Np005G265530	XP_009108695.1
OG0003699	Np002G105640	XP_009107922.1, XP_018510041.1
OG0003700	Np005G299530, Np005G299520	XP_009145770.1
OG0003701	Np001G026240	XP_009114216.2, XP_009129180.2
OG0003703	Np002G094290, Np005G312870	XP_009105225.1
OG0003704	Np002G120260	XP_009113067.1
OG0003705	Np006G330910	XP_009133464.2, XP_009141948.2, XP_009142712.1
OG0003707	Np003G173670	XP_009150665.2, XP_009134048.2
OG0003709	Np003G157290	XP_009132187.1, XP_009120180.1
OG0003710	Np004G230700	XP_009110116.1
OG0003710	Np003G140050	XP_009121771.1, XP_009125902.1, XP_009131331.1
OG0003711	Np005G294570	XP_009136851.1, XP_009130677.1
OG0003712	Np005G288470	XP_009108465.1, XP_009133614.1
OG0003713	Np001G039950	XP_009101722.1, XP_009113927.2
OG0003715	Np003G180540	XP_009108164.1, XP_018513282.2, XP_009128674.2
OG0003716	Np001G060840, Np001G049010	XP_018508337.2, XP_009104013.2, XP_009116365.1
OG0003717	Np003G188910	XP_009111455.1
OG0003719	Np003G127080, Np003G127090	XP_009130735.1, XP_009122745.1, XP_033139792.1, XP_009125467.2
OG0003720	Np005G307880, Np003G126200	XP_009122810.1, XP_009125438.1
OG0003721	Np003G180410	XP_009134236.1, XP_009141047.1, XP_009108174.1
OG0003722	Np007G387510	XP_009136088.1
OG0003723	Np007G384700	XP_009107989.1
OG0003723	Np005G305730, Np005G305740	XP_009109572.1
OG0003724	Np007G381500	XP_033147469.1
OG0003726	Np006G321310	XP_009142537.1
OG0003728	Np006G326250	XP_009142981.1
OG0003728	Np006G326240, Np006G326260	XP_009142237.1
OG0003729	Np006G326280	XP_009142979.2, XP_009142236.1
OG0003730	Np001G062790	XP_009138994.1, XP_018510367.1
OG0003731	Np001G035100, Np002G116700, Np003G127360	NP_001288979.1, XP_009125487.1
OG0003734	Np001G041120	XP_009101778.1
OG0003735	Np001G041430	XP_033136519.1, XP_009123891.2
OG0003736	Np006G357290	XP_009132878.1, XP_009143934.1, XP_009141275.1, XP_009143933.1
OG0003737	Np006G357620	XP_009132891.1
OG0003737	Np007G419300	XP_009144165.1
OG0003738	Np006G355440	XP_009141149.1, XP_009132811.2
OG0003740	Np006G354240, Np006G348760	XP_009141120.1
OG0003741	Np006G358090	XP_009103614.1
OG0003742	Np004G246140	XP_009118163.1, XP_009148635.1
OG0003743	Np007G423930	XP_009117783.1
OG0003744	Np005G319320	XP_033131094.1, XP_009140088.1
OG0003747	Np007G415820	XP_009147095.1
OG0003747	Np001G017320	XP_009111846.2
OG0003749	Np007G414560	XP_009123965.1, XP_009135020.1, XP_009135017.2, XP_009147004.2
OG0003750	Np001G059420	XP_033135571.1
OG0003751	Np004G258370	XP_009119658.1
OG0003753	Np002G074310	XP_009106432.2
OG0003753	Np004G232770	XP_009145379.1
OG0003754	Np004G228630	XP_009115464.1, XP_009103132.1
OG0003754	Np002G085840	XP_009105683.1
OG0003755	Np004G226590	XP_009110032.2
OG0003756	Np005G282440	XP_009137991.1, XP_009137982.1
OG0003758	Np006G368960	XP_009112530.1, XP_009140352.1
OG0003759	Np004G241710	XP_033130091.1, XP_033136913.1, XP_033133749.1
OG0003760	Np004G249600	XP_009110818.1, XP_009148253.2, XP_009118312.1
