Orthogroup	Noccaea_praecox	Arabidopsis_lyrata_Rawat
OG0003505	Np003G176280	AL1G49950, AL6G41460
OG0003506	Np004G214120	AL1G44680
OG0003507	Np004G214300	AL1G44780
OG0003508	Np007G375660	AL3G50600
OG0003508	Np005G267050	nbis-gene-1713
OG0003509	Np005G267930	AL7G14780
OG0003510	Np005G269100	AL7G13570
OG0003511	Np005G312710	AL7G53030
OG0003512	Np001G041990	AL8G17810
OG0003513	Np003G184730	AL6G48790
OG0003513	Np005G287630	AL7G32840
OG0003514	Np001G042620	AL8G12110
OG0003515	Np001G032670	AL8G11080, AL7G37540
OG0003517	Np005G307490, Np005G307480	AL9U11820, AL9U11880
OG0003518	Np005G308160	AL9U11070
OG0003518	Np007G387630	AL3G40750
OG0003519	Np005G309310	AL7G43090
OG0003519	Np005G292560, Np007G386680, Np007G386480	AL3G39700
OG0003520	Np007G384480	AL3G37950
OG0003520	Np005G305560	AL7G41870
OG0003521	Np005G318420	AL7G48690
OG0003523	Np001G062930	AL5G39790
OG0003524	Np001G005700	AL5G28210, AL8G40650
OG0003525	Np001G003260	AL8G42830
OG0003526	Np001G050740	nbis-gene-1334
OG0003527	Np001G045100	AL74U10010, AL6G41180, AL8G22110, AL8G20700
OG0003528	Np006G352500	AL4G25040
OG0003529	Np005G278590	AL7G25840
OG0003529	Np003G160910	AL8G30390
OG0003530	Np003G142970	AL6G26850
OG0003530	Np007G423370, Np002G122490	AL3G11810
OG0003531	Np003G147250	AL6G30790
OG0003532	Np007G416260	AL3G18110
OG0003532	Np001G016920	AL8G22210
OG0003533	Np006G333740	AL2G15030, AL4G36820
OG0003534	Np006G334090	AL4G36560
OG0003535	Np006G338850, Np006G338870	AL4G32720
OG0003536	Np004G239140	AL1G29230
OG0003537	Np002G081000	AL2G33320
OG0003537	Np004G237640	AL1G30630
OG0003538	Np004G236710	AL1G31510
OG0003539	Np002G083130	AL2G31610
OG0003539	Np004G231900	AL1G36180
OG0003540	Np004G230670	AL1G36860
OG0003540	Np002G084670	AL2G30170
OG0003541	Np002G085420	AL2G29680
OG0003543	Np004G209760	AL1G40440
OG0003544	Np005G317500	AL7G45710
OG0003545	Np001G040040	nbis-gene-1601
OG0003546	Np004G254350	AL1G15450
OG0003547	Np001G035780, Np002G122560, Np003G144560	AL6G28400
OG0003548	Np003G146710, Np003G146720	AL6G30220
OG0003549	Np001G016370	AL8G23200
OG0003550	Np001G017270	AL8G21720
OG0003550	Np007G415870	AL3G18450
OG0003551	Np001G011980	AL6G36270, AL6G36260
OG0003552	Np001G047940	AL5G27310
OG0003553	Np001G006650	AL8G40060, AL3G51100
OG0003554	Np001G052280, Np001G052240, Np001G052310	AL5G30890
OG0003555	Np001G049250	AL5G28090
OG0003556	Np004G231210	AL1G36480
OG0003556	Np002G083890	AL2G30840
OG0003557	Np003G183620	AL2G33500, AL7G17070
OG0003558	Np002G072830	AL2G39350
OG0003559	Np004G239940	AL2G40110, AL1G28460
OG0003560	Np004G192600	AL1G62330
OG0003561	Np007G404990	AL3G27160
OG0003562	Np005G301310	AL7G39100
OG0003562	Np007G391550	AL3G29790
OG0003563	Np004G198280, Np004G198260	AL1G56550, AL1G56520
OG0003564	Np004G195190, Np004G195200	AL1G59770
OG0003565	Np005G306100	AL7G42230
OG0003565	Np007G385200	AL3G38530
OG0003567	Np007G374190	AL3G52080
OG0003568	Np007G384170	AL6G44170
OG0003569	Np004G190220	AL6G52570, AL1G64370
OG0003572	Np005G304500	AL7G41310
OG0003574	Np003G145100	AL6G28840
OG0003575	Np003G147150	AL6G30700, AL6G30710
OG0003578	Np006G338070	nbis-gene-1091
OG0003583	Np005G275490	AL3G53090
OG0003585	Np001G059460	AL3G39190, AL5G36830
OG0003586	Np005G273230	AL7G21660
OG0003586	Np006G366610	AL4G13950
OG0003587	Np001G007140	AL4G17320
OG0003587	Np004G204990	AL1G51210
OG0003589	Np005G264430	AL310U10010, AL7G17140
OG0003591	Np004G248660	AL1G20910
OG0003592	Np002G117400	AL2G15260
OG0003593	Np001G025670	AL5G11580, AL5G11570, AL8G13800
OG0003594	Np004G242290	AL1G26300
OG0003595	Np001G019830	AL5G18110
OG0003596	Np005G314210	AL7G51630
OG0003597	Np004G244880	AL1G24330
OG0003598	Np007G413820, Np007G412370	AL3G20300, AL3G20090
OG0003599	Np007G411120, Np001G019040	AL3G22420, AL3G22410
OG0003600	Np007G410330	AL5G11970
OG0003601	Np007G409070	AL3G23980
OG0003603	Np005G277140	AL7G24750
OG0003604	Np005G277640	AL7G25240
OG0003605	Np001G068470	AL5G44970
OG0003606	Np005G279080	AL7G26350
OG0003606	Np003G158500	AL8G31600
OG0003607	Np003G138620	AL6G22680
OG0003608	Np004G251550	AL1G18110
OG0003609	Np003G136510	AL6G20710
OG0003610	Np003G135990	AL6G20170, AL8G42060
OG0003611	Np005G291870	AL7G36000
OG0003612	Np004G215780	AL7G35850, AL3G37850
OG0003613	Np006G359110, Np001G014080	AL6G38480, AL1G54410
OG0003614	Np004G210800, Np004G210710	AL1G41430, AL1G41520
OG0003615	Np004G211730	AL1G42580
OG0003616	Np005G267310	AL7G15290
OG0003617	Np003G177410	AL6G43400
OG0003618	Np001G056050, Np004G197520, Np004G197490, Np004G197480	AL5G21410, AL5G34180
OG0003619	Np007G411260, Np007G411270	nbis-gene-687
OG0003621	Np001G039150	AL8G14810
OG0003624	Np005G295560	AL7G37400
OG0003625	Np003G178060, Np001G012940, Np006G321420	AL4G46930, AL3G49500
OG0003626	Np001G068510	AL5G45010
OG0003627	Np006G323670	AL4G44960
OG0003628	Np001G065600	AL4G43550
OG0003630	Np006G326230	AL4G42820
OG0003631	Np003G149240	AL6G32480
OG0003632	Np004G241880	AL1G48800
OG0003633	Np001G052160	AL5G30790
OG0003634	Np001G052180	AL5G30830
OG0003635	Np001G053140	AL5G31810
OG0003635	Np001G000210	AL8G45520
OG0003636	Np003G188900	AL6G52040
OG0003637	Np004G257600	AL1G12240
OG0003638	Np003G186080	AL6G50160
OG0003639	Np006G363040	AL4G18230
OG0003640	Np007G424880	AL3G10590
OG0003640	Np003G141470	AL6G25290
OG0003642	Np001G014730	AL6G39160, AL3G16170
OG0003643	Np006G333090	AL4G37250
OG0003644	Np004G192820, Np002G070240	AL2G41630, AL2G41620
OG0003645	Np004G239590	AL1G28770
OG0003645	Np011G435760	AL2G39560
OG0003647	Np004G236420	AL1G31830
OG0003648	Np004G232320	AL1G35880
OG0003649	Np002G090890	AL2G26540
OG0003651	Np006G360830, Np004G244210	AL1G24840
OG0003652	Np004G253450	AL1G16310
OG0003652	Np004G253400	AL1G16320
OG0003653	Np004G254190	AL1G15590, AL1G15580
OG0003654	Np004G254250	AL1G15560
OG0003655	Np003G144090	AL6G27900
OG0003657	Np007G408760	AL3G24300
OG0003659	Np001G008850	AL653U10010
OG0003659	Np003G133390	AL6G17750
OG0003660	Np003G154500	AL8G34650, AL7G45810
OG0003661	Np001G052710	AL5G31440
OG0003661	Np001G000510	AL8G45160
OG0003662	Np001G046520	AL5G25720
OG0003663	Np002G086670	AL2G28810
OG0003664	Np001G009850	AL8G37520
OG0003665	Np002G082620	AL1G29560
OG0003666	Np002G070930	AL2G22300, AL8G25550
OG0003667	Np007G408130, Np007G408150, Np007G408100, Np006G342000	AL2G30990, AL3G24820
OG0003668	Np007G407270	AL3G25540, AL3G27280
OG0003669	Np004G191580	AL1G63070
OG0003670	Np007G406000	AL3G26380, AL3G26360
OG0003671	Np007G404230	AL3G27770, AL3G29360
OG0003672	Np007G391880	AL3G53130
OG0003672	Np005G300810	AL7G38810
OG0003673	Np007G386880, Np001G031350	AL3G39820, AL4G17820
OG0003674	Np007G388400	AL3G41820
OG0003674	Np001G017860	AL8G21020
OG0003675	Np003G157980	AL8G31980
OG0003676	Np007G416070	AL3G45960
OG0003676	Np005G263910	AL7G17790
OG0003678	Np007G380320	AL3G34530
OG0003678	Np004G196060	AL1G58850
OG0003679	Np001G054340	AL5G32930
OG0003680	Np001G054530	AL5G33080
OG0003681	Np001G056530	AL5G34650
OG0003681	Np006G337090	AL4G34010
OG0003682	Np001G060110	AL5G37420, AL2G23640
OG0003683	Np001G069920, Np001G053860	AL5G32480
OG0003686	Np002G075580	nbis-gene-607
OG0003687	Np002G114630	AL2G17210
OG0003687	Np002G114550	AL2G17270
OG0003695	Np005G276540	AL7G19320, AL7G24230
OG0003696	Np005G274070	AL7G22020
OG0003697	Np005G264420	AL5G22780, AL5G22860, AL7G17190, AL7G17200
OG0003698	Np005G265540	AL7G16290
OG0003698	Np005G265530	AL7G16300
OG0003699	Np002G105640	AL7G44820, AL1G49060
OG0003700	Np005G299530, Np005G299520	AL7G38440
OG0003701	Np001G026240	AL5G11200, AL5G11210
OG0003703	Np005G312870	AL7G52790
OG0003704	Np002G120260	AL2G13250, AL2G13270
OG0003705	Np006G330910	AL4G38830
OG0003707	Np003G173670	AL8G24230
OG0003708	Np007G386310, Np003G159360, Np002G114620, Np002G113770	AL8G31210
OG0003710	Np003G140050	AL6G23940
OG0003711	Np005G294570	AL7G37120
OG0003712	Np005G288470	AL7G33610
OG0003713	Np001G039950	AL8G15580
OG0003713	Np005G287180	AL7G33170
OG0003714	Np005G285480	AL7G31260
OG0003715	Np003G180540	AL6G45870
OG0003716	Np001G049010	AL1G49030, AL5G38000
OG0003719	Np003G127080, Np003G127090	AL6G12170
OG0003720	Np005G307880, Np003G126200	AL1G23670
OG0003721	Np003G180410	AL6G45770, AL6G45780
OG0003722	Np005G308330	AL9U10830
OG0003723	Np005G305730, Np005G305740	AL7G41980
OG0003724	Np007G381500	AL3G35540
OG0003724	Np001G065400, Np005G302440	AL7G39790
OG0003725	Np005G316580	AL3G42280
OG0003726	Np005G306210, Np006G321310	AL5G30070, AL6G40800, AL4G46990
OG0003727	Np006G323150	AL4G45430
OG0003728	Np006G326240, Np006G326260	AL4G42810
OG0003729	Np006G326280	AL4G42780
OG0003730	Np001G062790	AL5G39640
OG0003731	Np001G035100, Np002G116700, Np003G127360	AL6G12940, AL6G12510
OG0003732	Np003G153000	AL8G35970, AL8G35960
OG0003733	Np001G040950	AL37U10050, AL1G13830
OG0003734	Np001G041110	AL8G16720
OG0003734	Np001G041120	AL8G16730
OG0003735	Np001G041430	AL8G17040, AL6G41710
OG0003736	Np006G357290	AL4G28210
OG0003737	Np007G419300	AL120U10020, AL7G46580, AL4G28510, AL7G46610
OG0003738	Np006G355440	AL4G26950, AL1G15680
OG0003740	Np006G354240, Np006G348760	AL4G26010
OG0003740	Np004G253350	AL1G16400
OG0003741	Np006G358090	AL4G22650, AL4G22670
OG0003742	Np004G246140	AL4G27970, AL4G20060
OG0003743	Np007G423930	AL6G26380
OG0003744	Np005G319320	AL7G48070, AL7G48050
OG0003746	Np003G146840, Np007G417390	AL3G17060
OG0003747	Np007G415820	AL3G18500, AL3G18560
OG0003748	Np007G414970	AL3G19180
OG0003749	Np007G414560	AL3G19430
OG0003751	Np004G258370	AL1G11530
OG0003752	Np004G238820	AL1G29590
OG0003753	Np002G074310	AL2G38150
OG0003754	Np004G228630	AL1G38010
OG0003755	Np004G226590	AL1G38980, AL1G50130
OG0003756	Np005G282440	AL7G28870
OG0003758	Np006G368960	AL4G11920
OG0003759	Np001G026610, Np004G241710	AL1G26770
OG0003760	Np004G249600	AL1G55810
OG0003761	Np004G254750	AL1G15060
OG0003762	Np005G311540	AL4G28690
OG0003763	Np004G256200	AL1G13720
OG0003764	Np004G258760	AL1G11110
OG0003765	Np003G142800	AL6G26760
OG0003766	Np003G143020, Np003G181690	AL6G26890
OG0003767	Np001G010530	AL6G30600, AL6G34700
OG0003768	Np006G365670	AL3G51140, AL8G39970
OG0003769	Np003G154710	AL8G34390
OG0003771	Np001G047000	AL5G26480
OG0003771	Np003G154190	AL8G34910
OG0003772	Np005G264000	AL7G17670
OG0003773	Np002G087350	AL2G28340
OG0003775	Np002G073390	AL2G38830
OG0003776	Np002G072970	AL2G39230
OG0003777	Np002G072760	AL2G39440, AL1G47190
OG0003778	Np007G397540, Np004G196870	AL3G33330
OG0003779	Np011G435720, Np011G435880	AL219U10010, AL3G34180
OG0003780	Np007G381220	AL3G35320
OG0003781	Np007G386020	AL6G30340, AL3G39140
OG0003782	Np001G055280	AL5G33790
OG0003782	Np007G389060	AL3G42760
OG0003783	Np005G310120	AL7G44410
OG0003783	Np007G389500	AL3G43370
OG0003784	Np004G190780, Np007G407710	AL1G63740
OG0003786	Np004G195210	AL1G59730
OG0003787	Np004G197710	AL1G57220
OG0003788	Np001G057100	AL5G35050
OG0003791	Np001G060940	AL5G38050
OG0003794	Np004G193710	AL1G61330
OG0003796	Np001G046710	AL6G46950, AL5G26000, AL5G26130
OG0003797	Np001G046320	AL1G38040, AL1G36730, AL1G38200
OG0003798	Np004G235060	AL1G33380
OG0003799	Np004G208900	AL1G39660
OG0003801	Np001G000920	AL8G44860
OG0003802	Np003G132980	AL8G39020
OG0003803	Np005G289550	AL6G15620, AL6G21620
OG0003804	Np006G358980	AL4G21910
OG0003805	Np003G143820	AL8G21180
OG0003806	Np003G150620	AL6G33530
OG0003806	Np003G150640	AL6G33550
OG0003807	Np001G009880	AL8G37510
OG0003808	Np006G325100, Np001G054560	AL4G39700
OG0003810	Np001G050240, Np001G050270	AL5G29040
OG0003811	Np003G143840	AL6G27700
OG0003813	Np001G021620	nbis-gene-1218
OG0003823	Np005G276690	AL7G24360
OG0003824	Np005G271590	AL7G20430
OG0003826	Np005G269000	AL5G12330, AL4G21670, AL7G48730
OG0003827	Np005G265180	AL7G16570
OG0003828	Np003G151330, Np003G151320	AL1G49190
OG0003829	Np004G216280	AL1G49410
OG0003830	Np001G014150	AL1G64960
OG0003831	Np004G249000	AL1G20580
OG0003833	Np006G353120, Np006G347660	AL136U10020, AL4G25280
OG0003834	Np002G124410	AL2G10280
OG0003835	Np004G245390	AL1G23810
OG0003835	Np002G121210	AL2G12700
OG0003836	Np003G126230	AL3G20470, AL6G11350
OG0003837	Np003G135880	AL6G20060
OG0003838	Np003G184520	AL8G25670
OG0003839	Np003G162530	AL8G29630
OG0003840	Np003G159510	AL8G31120
OG0003841	Np005G279300	AL7G26570
OG0003841	Np003G157960	AL8G32000
OG0003842	Np003G139600	AL6G23510
OG0003843	Np003G138160	AL6G22200
OG0003844	Np001G035870, Np005G291930	AL8G12250
OG0003845	Np005G291090	AL7G35540
OG0003846	Np005G283340	AL7G29670
OG0003847	Np005G283330	AL7G29660
OG0003848	Np004G206810	AL1G48170
OG0003849	Np004G208310	AL1G48420
OG0003850	Np004G201010	AL1G53330
OG0003852	Np005G267460	AL7G15160
OG0003853	Np005G269500	AL7G13210
OG0003854	Np005G312460	AL7G46620
OG0003855	Np004G202500	AL1G52440
OG0003857	Np001G044820	AL5G23710
OG0003857	Np001G042900	AL8G19320
OG0003858	Np004G195640	AL8G19340, AL1G57840
OG0003859	Np003G181100	AL6G46240
OG0003859	Np003G181090	AL6G46230
OG0003860	Np006G325180, Np003G174670, Np007G404380	AL225U10020, nbis-gene-1599, AL7G43510, AL4G43900
OG0003862	Np001G035910	AL8G12270, AL7G35990
OG0003863	Np001G032130	AL8G10300
OG0003864	Np001G069160	AL5G45550
OG0003865	Np006G322600	AL4G46050
OG0003866	Np006G366600	AL4G44430
OG0003867	Np003G125680	AL6G10880
OG0003868	Np003G151480	AL8G37280
OG0003869	Np003G151750	AL8G37090, AL8G37100
OG0003870	Np003G151870	AL8G37010
OG0003871	Np001G045540	AL8G36620
OG0003872	Np003G189150	AL6G52820
OG0003873	Np003G187760	AL6G51750
OG0003874	Np003G186190	AL6G50290
OG0003875	Np004G256250	AL1G13680
OG0003876	Np006G355330, Np007G377900	AL4G26840
OG0003877	Np005G278360	AL7G25600
OG0003878	Np007G417250	AL3G17290
OG0003879	Np007G415790	AL3G18570
OG0003881	Np002G071550	AL2G40490
OG0003881	Np004G240240	AL1G28160
OG0003882	Np004G237610	AL1G30660
OG0003884	Np004G226600	AL1G38970
OG0003885	Np005G281450	AL7G28260
OG0003885	Np003G172470	AL8G24840
OG0003886	Np006G366070	AL4G14490
OG0003887	Np004G241610	AL1G26870, AL1G32070, AL1G32080
OG0003888	Np007G420160	AL1G36810
OG0003888	Np003G175490	nbis-gene-656, nbis-gene-1641, nbis-gene-1642
OG0003889	Np004G250310	AL1G19350
OG0003890	Np006G355140, Np006G355130	AL4G26650
OG0003891	Np003G142760	AL6G26700
OG0003892	Np007G417300	AL3G17220
OG0003893	Np007G421210	AL3G13950
OG0003893	Np003G145790	AL6G29470
OG0003894	Np001G014970	AL6G39540, AL1G50890
OG0003896	Np001G016360	AL8G23210
OG0003896	Np002G090660	AL2G26690
OG0003897	Np003G131210	AL6G15910
OG0003898	Np003G129750	AL6G14720
OG0003899	Np001G013340, Np001G013330	AL3G41810, AL6G37550
OG0003901	Np001G047690	AL5G27130
OG0003902	Np001G046870	AL5G26310
OG0003903	Np002G088890, Np005G261830	AL7G11840
OG0003904	Np002G076360, Np002G076350	AL2G36660
OG0003905	Np002G076440	AL2G36560
OG0003906	Np005G303560	AL2G33390
OG0003907	Np002G077170	AL2G35920, AL2G35930
OG0003908	Np002G072860	AL2G39320
OG0003912	Np004G193480	AL1G61490
OG0003913	Np010G435060, Np007G401590, Np007G398200	nbis-gene-708
OG0003914	Np004G194650	AL1G60430
OG0003915	Np007G395560	AL3G32420
OG0003916	Np007G373920	AL3G20530
OG0003916	Np007G397490	AL3G33210
OG0003918	Np007G380280, Np007G380270, Np005G268870	AL3G34460, AL3G34450
OG0003919	Np007G382070	AL3G35880
OG0003920	Np007G383710	AL3G37160
OG0003921	Np007G373330	AL3G48780
OG0003921	Np003G127770	AL6G42620
OG0003922	Np004G193000	AL1G61950, AL1G61940
OG0003923	Np004G200120	AL1G54490
OG0003924	Np001G053650	AL7G47860, AL5G32260
OG0003925	Np004G211710	AL5G36340, AL5G36320
OG0003926	Np001G066920	AL5G43400
OG0003929	Np004G199080	AL1G55370
OG0003930	Np004G259130	AL1G10800
OG0003931	Np005G316700	AL7G49920
OG0003933	Np001G018780	AL5G19480, AL5G19560
OG0003935	Np003G133000, Np002G095980	AL6G17430
OG0003939	Np003G186540, Np005G301660, Np007G409960, Np001G027580, Np003G186530, Np003G185780, Np002G119100	AL3G30620, AL8G23220, AL8G24290
OG0003948	Np005G274470	AL7G22290
OG0003950	Np004G217900	AL1G46130
OG0003951	Np005G300220	AL7G38650
OG0003952	Np002G106780	AL1G65760
OG0003954	Np001G026180	AL5G11270
OG0003955	Np001G025040	AL5G12550
OG0003956	Np001G020790	AL355U10020, nbis-gene-1167, AL4G45560
OG0003957	Np001G020680	AL5G16940
OG0003958	Np005G312140	AL7G46300
OG0003959	Np006G331120	AL4G38610, AL4G34380
OG0003960	Np003G129210	AL6G14220
OG0003961	Np007G411080	AL3G22470
OG0003961	Np003G130280	AL6G15140
OG0003962	Np002G089640, Np007G410400, Np007G410410	AL3G22950
OG0003963	Np003G178930, Np003G179220, Np002G122410	AL2G11840
OG0003965	Np003G171830	AL8G25000
OG0003967	Np003G139050, Np007G409380	AL6G23000
OG0003968	Np003G138300	AL6G22340
OG0003969	Np003G138090	AL6G22130
OG0003972	Np003G133640	AL6G17950
OG0003973	Np001G032990	AL8G10850
OG0003974	Np001G054800	AL5G33410
OG0003974	Np005G291380, Np005G291340	AL7G35690
OG0003975	Np005G287100	AL7G33270
OG0003976	Np005G284560	AL7G30550, AL7G28920
OG0003977	Np001G055470	AL5G33990
OG0003978	Np007G372490	AL7G41380
OG0003978	Np004G211840	AL7G41530, AL1G42780
OG0003980	Np005G268200	AL7G14520
OG0003981	Np005G268300	AL7G14400
OG0003982	Np005G269420, Np005G269410	AL7G13320
OG0003983	Np006G368870	AL4G12000
OG0003983	Np005G262490	AL5G44590
OG0003985	Np003G183700	AL8G15630, AL6G48260
OG0003986	Np001G036970	AL8G13030
OG0003987	Np007G387940	AL3G41170
OG0003987	Np005G307810	AL9U11400
OG0003988	Np005G305400	AL7G41840
OG0003989	Np005G302470	AL7G39800
OG0003990	Np005G318810	AL5G16460, AL7G48460
OG0003991	Np001G068460	AL5G44960
OG0003991	Np006G321920	AL4G46560
OG0003992	Np006G322250	AL181U10040, AL4G46330
OG0003993	Np001G067220	AL1G53560, AL5G43630
OG0003994	Np002G086440	AL1G38650, nbis-gene-568
OG0003995	Np006G326040, Np006G357010	AL4G42940
OG0003996	Np006G326450, Np006G326500	AL4G42650
OG0003998	Np003G126510	AL6G11560
OG0003999	Np007G411940	AL3G21700, AL491U10020
OG0004000	Np001G045040	AL5G23940
OG0004001	Np002G096780, Np003G153110	AL8G35820
OG0004002	Np001G005810	AL8G40610, AL386U10010
OG0004003	Np006G357910	AL4G21520
OG0004006	Np006G357980	AL4G22830, AL5G38330
OG0004007	Np007G420200	AL3G14830
OG0004008	Np007G419390, Np001G015390	AL3G15440
OG0004009	Np004G199860	AL1G54720
OG0004010	Np007G414800	AL3G19260
OG0004011	Np006G331990	AL4G37960
OG0004011	Np001G060020	AL5G37300
OG0004012	Np006G332770	AL4G37520
OG0004013	Np001G061060	AL8G10870
OG0004014	Np004G197620	AL2G22150, AL1G51320
OG0004015	Np006G334140	AL4G36500
OG0004016	Np006G333790	AL4G36790
OG0004019	Np006G335120	AL4G35910
OG0004021	Np001G053460, Np001G053470	AL5G32090
OG0004022	Np006G364790, Np006G364770	AL4G15890
OG0004025	Np004G230560	AL1G37010
OG0004026	Np005G281510	AL7G28310
OG0004026	Np003G172800	AL8G24620
OG0004027	Np005G281060	AL7G27910
OG0004028	Np005G280560	AL7G27530
OG0004030	Np006G365700	AL4G14880
OG0004031	Np006G339930	AL4G31930, AL4G31940
OG0004032	Np006G371320	AL4G10060
OG0004033	Np004G245710	AL1G23470
OG0004034	Np001G037070	AL1G60030, AL1G60020, AL1G21240
OG0004035	Np004G251570, Np004G251800	AL1G18090, AL1G17870
OG0004037	Np004G257480	AL1G12360, AL1G12370
OG0004038	Np003G143010	AL6G26880
OG0004039	Np001G014090	AL6G38490
OG0004042	Np001G015710, Np001G015720	AL6G40620, AL6G40630
OG0004043	Np001G016660	AL8G22790
OG0004044	Np003G129970	AL6G15010
OG0004046	Np001G010830	AL6G34960
OG0004046	Np001G049500	AL5G28340
OG0004047	Np001G010760	AL6G34900
OG0004049	Np001G008980	AL365U10010, AL8G38250
OG0004050	Np003G150970	AL5G23320, AL6G33950
OG0004051	Np001G043870	AL5G22290
OG0004052	Np007G389420, Np002G083870	AL2G30860
OG0004053	Np002G073600	AL2G38590
OG0004054	Np007G408430	AL3G24570
OG0004055	Np007G406820	AL3G25760, AL3G25750
OG0004056	Np005G302020	AL7G39490
OG0004057	Np007G392030	AL3G30100
OG0004058	Np007G392040	AL3G30110
OG0004059	Np007G393520	AL3G31130
OG0004060	Np007G393770	AL3G31290, AL4G11350
OG0004061	Np007G393960	AL3G31390
OG0004062	Np007G394490	AL3G31790
OG0004063	Np007G394750	AL3G32030, AL3G32010
OG0004064	Np007G400150	AL3G34130, AL1G58390
OG0004065	Np007G380820	AL3G35020
OG0004066	Np007G383030	AL3G36600
OG0004067	Np007G386870	AL3G39800
OG0004068	Np007G378250	AL3G47140, AL3G47150
OG0004069	Np004G198360	AL1G56190, AL1G56280
OG0004070	Np007G404810	AL3G27320
OG0004071	Np001G061380	AL5G38310
OG0004072	Np001G062480	AL5G39310
OG0004072	Np006G329310	AL4G40250
OG0004073	Np001G064560	AL5G41160
OG0004074	Np005G319120	AL7G48160
OG0004074	Np005G319190	AL7G48170
OG0004075	Np001G038460	AL8G14400
OG0004075	Np001G038480	nbis-gene-1992
OG0004076	Np001G039350	AL6G47190
OG0004078	Np005G277690, Np005G277900, Np003G161650, Np001G003340, Np003G134260	AL7G25270
OG0004080	Np001G023900	AL5G14020
OG0004081	Np007G411200	AL3G22350, AL4G14330
OG0004081	Np007G411210, Np004G219890	AL3G21950
OG0004084	Np001G023490	AL5G14330, AL5G14340
OG0004087	Np003G180030	AL5G21350, AL4G27430
OG0004091	Np005G273260	AL7G21700
OG0004092	Np005G273160	AL7G21610
OG0004093	Np005G272670	AL7G21230
OG0004093	Np005G274130	AL7G50520
OG0004095	Np005G264080	AL7G17570
OG0004096	Np005G264620	AL7G16950
OG0004097	Np002G112880	AL2G17950
OG0004098	Np004G248760	AL1G20810
OG0004099	Np001G027900	AL5G10260
OG0004100	Np001G019570	AL5G18500
OG0004101	Np003G159630	AL8G31020
OG0004102	Np002G124740	AL2G10120
OG0004102	Np005G320200	AL7G47190
OG0004103	Np007G409790	AL3G23400
OG0004104	Np003G166970	AL8G26400
OG0004105	Np003G162540	AL8G29640
OG0004106	Np003G163430	AL8G30200
OG0004108	Np003G158180	AL8G31870, AL191U10030
OG0004109	Np001G013000	AL6G21890
OG0004110	Np003G135980	AL6G20160
OG0004112	Np001G009100	AL8G38190
OG0004113	Np005G291480	AL7G35750, AL7G35720
OG0004114	Np005G291400	AL7G35710
OG0004115	Np005G291020	AL7G35480
OG0004116	Np005G287080	AL7G33290
OG0004117	Np005G287570	AL7G32910
OG0004118	Np005G286710	AL7G32230
OG0004119	Np004G206770	AL1G48090
OG0004120	Np005G287470	AL7G33010
OG0004121	Np004G202900	AL1G52150
OG0004122	Np004G203150	nbis-gene-237
OG0004123	Np004G211930	AL1G42850
OG0004124	Np001G056180, Np004G214540	AL1G44970
OG0004125	Np005G268360	AL7G14340
OG0004126	Np006G338190	AL8G24670
OG0004127	Np005G269550	AL7G13160
OG0004128	Np005G260380	AL7G10420, AL7G10430
OG0004129	Np004G251830	AL1G17840
OG0004130	Np001G019230	AL5G18880
OG0004131	Np006G323250, Np007G371590	AL3G54010
OG0004132	Np004G203750	AL1G51390
OG0004133	Np001G042040	AL1G66580
OG0004134	Np004G200290	AL1G54250
OG0004135	Np003G179800	AL6G45080, AL7G29430
OG0004136	Np003G181750, Np002G091740	AL6G46840
OG0004137	Np001G033150	AL8G10950
OG0004138	Np005G304960	AL7G41570
OG0004140	Np006G321390	AL4G46960
OG0004141	Np006G321940	AL4G46540
OG0004142	Np006G325900	AL4G43160
OG0004142	Np006G325910	AL4G43150
OG0004143	Np006G326630	AL4G42460
OG0004144	Np006G327750	AL4G41570
OG0004145	Np006G327870	AL4G41480, AL713U10010
OG0004146	Np001G063470	AL5G40340
OG0004147	Np003G149380	AL6G32570
OG0004148	Np003G150050	AL6G33060
OG0004150	Np003G152170	AL3G41010, AL71U10070, AL8G36720
OG0004151	Np003G153750	AL139U10040, AL8G35330, AL3G40420
OG0004152	Np001G004920	AL8G41390
OG0004154	Np003G188330	AL6G52410
OG0004155	Np003G188280	AL6G52470
OG0004156	Np003G186750	AL6G50740
OG0004157	Np003G186730	AL6G50720, nbis-gene-1492
OG0004158	Np001G040880	AL6G12230, AL8G16520, AL37U10030
OG0004159	Np004G256030	AL1G13850
OG0004160	Np006G355910	AL4G27330, AL80U10090
OG0004161	Np006G355690	AL4G27170
OG0004162	Np006G347340, Np006G353380	AL4G25380
OG0004163	Np006G353090	AL136U10010, AL4G25270
OG0004164	Np004G252700	AL1G17000
OG0004164	Np006G352590	AL4G25110
OG0004165	Np006G360340	AL4G23680
OG0004166	Np001G043690	AL5G21960
OG0004167	Np005G278170	AL7G25510
OG0004168	Np003G141150	AL6G24950
OG0004168	Np007G425150	AL3G10360
OG0004170	Np007G421290	AL3G13870
OG0004171	Np007G420540	AL3G14420
OG0004172	Np007G419430	AL3G15390
OG0004173	Np007G419520	AL3G15310
OG0004174	Np007G415300	AL3G18900
OG0004175	Np006G331550	AL4G38320
OG0004178	Np004G240030	AL1G28370
OG0004179	Np004G236690	AL1G31530
OG0004180	Np004G235430	AL5G14600
OG0004181	Np004G234740	AL1G33740
OG0004181	Np004G234750	AL1G33710
