Orthogroup	Noccaea_praecox	Cardamine_hirsuta
OG0001607	Np004G245130	CARHR012880
OG0001607	Np002G121350	CARHR048600
OG0001608	Np004G247180	CARHR011580
OG0001609	Np003G146940	CARHR193920
OG0001609	Np004G257140	CARHR002560
OG0001610	Np007G411510, Np003G129430	CARHR085190, CARHR208480
OG0001611	Np002G078150	CARHR068620, CARHR068630
OG0001612	Np007G407780	CARHR087930
OG0001612	Np004G190740	CARHR045380
OG0001613	Np004G193520	CARHR043320
OG0001613	Np007G404250	CARHR090310
OG0001614	Np004G195670	CARHR041550
OG0001614	Np007G380800	CARHR096900
OG0001615	Np007G385340	CARHR125300
OG0001615	Np004G195700	CARHR041440
OG0001616	Np007G375760	CARHR107720
OG0001616	Np005G266550	CARHR243840
OG0001617	Np007G373280	CARHR028680
OG0001617	Np005G274790	CARHR237580
OG0001618	Np004G190210	CARHR045860
OG0001618	Np001G018900	CARHR087380
OG0001619	Np001G055240	CARHR162830
OG0001619	Np006G339050, Np006G338940	CARHR130810
OG0001621	Np007G373070	CARHR270560
OG0001623	Np001G060970	CARHR166830
OG0001623	Np001G060980, Np001G060960	CARHR170370
OG0001627	Np004G210050	CARHR026940
OG0001629	Np004G243430	CARHR013880
OG0001629	Np001G023720	CARHR146560
OG0001631	Np002G090530	CARHR060560
OG0001631	Np004G209520	CARHR026470
OG0001633	Np005G285290	CARHR229410
OG0001642	Np007G378890, Np005G295130	CARHR284870
OG0001642	Np005G264100	CARHR241990
OG0001643	Np007G377020	CARHR287470
OG0001643	Np005G265580	CARHR243230
OG0001644	Np002G116600	CARHR051770
OG0001644	Np004G247910	CARHR010920
OG0001645	Np001G023870, Np005G319280, Np002G102860	CARHR146310
OG0001646	Np001G022590	CARHR147420
OG0001646	Np004G244480	CARHR013350
OG0001647	Np005G318430	CARHR213540
OG0001647	Np001G021340	CARHR148370
OG0001648	Np005G318250	CARHR213750
OG0001648	Np001G021030	CARHR148550
OG0001649	Np005G316060	CARHR262370
OG0001649	Np001G019480	CARHR151860
OG0001650	Np001G018580	CARHR153250
OG0001650	Np005G314550	CARHR263500
OG0001651	Np005G279490	CARHR233820
OG0001651	Np003G157340	CARHR270320
OG0001652	Np003G126080	CARHR211380
OG0001653	Np007G412860	CARHR084250
OG0001653	Np003G175770	CARHR259560
OG0001654	Np003G127760	CARHR209860
OG0001654	Np007G412770	CARHR084390
OG0001655	Np003G130530	CARHR207750
OG0001655	Np007G410900	CARHR085650
OG0001656	Np007G409020	CARHR086920
OG0001656	Np003G140710	CARHR199580
OG0001657	Np005G278580	CARHR234620
OG0001657	Np003G160930	CARHR268240
OG0001658	Np003G160430	CARHR268540
OG0001658	Np005G278720	CARHR234450
OG0001659	Np003G133370	CARHR205720
OG0001659	Np003G133360	CARHR205730
OG0001660	Np005G288390	CARHR227180
OG0001660	Np001G039420	CARHR034930, CARHR034920
OG0001661	Np003G181800	CARHR254140, CARHR184900, CARHR254150
OG0001662	Np005G284650	CARHR229930
OG0001662	Np003G181600	CARHR254330
OG0001663	Np003G177890	CARHR261040
OG0001663	Np004G231330	CARHR023200
OG0001664	Np006G341760	CARHR128780
OG0001664	Np004G213760	CARHR029780
OG0001665	Np006G341610	CARHR128910
OG0001666	Np005G267380, Np006G327460	CARHR244210
OG0001666	Np007G375480	CARHR108050
OG0001667	Np006G367550	CARHR292860
OG0001667	Np005G269120	CARHR245680
OG0001668	Np005G269510	CARHR245970
OG0001668	Np006G367940	CARHR114500
OG0001669	Np006G369260	CARHR113320
OG0001669	Np005G261900	CARHR246990
OG0001670	Np006G370900	CARHR112110
OG0001671	Np003G175970	CARHR259810
OG0001672	Np004G210560	CARHR027240
OG0001672	Np003G128910	CARHR208950
OG0001673	Np005G310310	CARHR217040
OG0001673	Np007G388650	CARHR102410
OG0001674	Np005G305920	CARHR220350
OG0001674	Np005G305910	CARHR220360
OG0001675	Np006G322030	CARHR142360
OG0001675	Np001G068310	CARHR172440
OG0001676	Np006G325510	CARHR139770
OG0001676	Np006G325540	CARHR139760
OG0001677	Np001G064640	CARHR169740
OG0001677	Np006G327250	CARHR138320
OG0001678	Np001G063730	CARHR169170
OG0001678	Np006G327920	CARHR137910
OG0001679	Np001G063400	CARHR168910
OG0001679	Np006G328340	CARHR137600
OG0001681	Np001G000840	CARHR281170
OG0001681	Np001G052450	CARHR160360
OG0001682	Np003G185720	CARHR251400
OG0001682	Np004G257000	CARHR002790
OG0001683	Np004G256260	CARHR003410
OG0001683	Np001G040530	CARHR179430
OG0001684	Np001G041440	CARHR180350
OG0001684	Np004G255890	CARHR003000
OG0001685	Np004G255860	CARHR003780
OG0001685	Np001G041450	CARHR180360
OG0001686	Np004G255770	CARHR003850
OG0001687	Np004G255480	CARHR004100
OG0001687	Np006G357700	CARHR127130
OG0001688	Np004G253580	CARHR005710
OG0001688	Np006G354740, Np006G348180	CARHR124780
OG0001689	Np004G253050	CARHR006360
OG0001689	Np006G346950, Np006G353900, Np006G353870	CARHR124260
OG0001690	Np006G353160, Np006G347630	CARHR123880
OG0001690	Np004G252780	CARHR006550
OG0001691	Np004G252540	CARHR006790
OG0001691	Np006G352330	CARHR123430
OG0001692	Np001G047020	CARHR006880
OG0001693	Np006G360030	CARHR122100
OG0001693	Np004G251920	CARHR007360
OG0001694	Np003G144100	CARHR196250
OG0001694	Np007G422650	CARHR077060
OG0001695	Np004G250640	CARHR008540
OG0001695	Np007G420500	CARHR078710
OG0001696	Np007G419380	CARHR079390
OG0001697	Np007G416610	CARHR081270
OG0001697	Np001G016450	CARHR182140
OG0001698	Np006G332850	CARHR134820
OG0001698	Np001G059710	CARHR165880
OG0001699	Np001G056390	CARHR163460
OG0001699	Np006G337380, Np006G337370, Np006G337360	CARHR132190
OG0001700	Np002G072430	CARHR072860
OG0001700	Np002G115790, Np004G239740	CARHR016930
OG0001701	Np004G235100	CARHR020850
OG0001701	Np002G076900	CARHR069690, CARHR199460
OG0001702	Np002G075530	CARHR070490
OG0001702	Np004G234040	CARHR021780
OG0001703	Np004G233260, Np004G231600	CARHR022260
OG0001703	Np002G074640	CARHR071150
OG0001704	Np004G231280	CARHR023220
OG0001704	Np002G083700	CARHR291300, CARHR291270
OG0001705	Np004G230650	CARHR023660
OG0001705	Np002G084680	CARHR063980
OG0001706	Np004G210080, Np004G210060	CARHR026930
OG0001707	Np004G213090	CARHR029560
OG0001708	Np001G014100	CARHR186920
OG0001708	Np007G417890	CARHR080380
OG0001709	Np001G006800	CARHR276720
OG0001709	Np001G048040	CARHR156800
OG0001710	Np004G234170, Np005G309780	CARHR021700
OG0001710	Np002G075650	CARHR070430
OG0001711	Np007G391300	CARHR091780
OG0001711	Np005G302040	CARHR290300
OG0001712	Np004G198010	CARHR039660
OG0001712	Np007G395800	CARHR094550
OG0001713	Np004G197330	CARHR039890
OG0001713	Np007G396480	CARHR094960
OG0001714	Np001G028130	CARHR096350
OG0001714	Np004G196200	CARHR040990
OG0001715	Np007G387240	CARHR100720
OG0001715	Np007G387210, Np007G387180	CARHR100680, CARHR100690
OG0001715	Np007G386910	CARHR100490, CARHR100480
OG0001719	Np007G377510	CARHR053960
OG0001720	Np001G060340	CARHR119120
OG0001721	Np004G244330, Np004G244310, Np004G244300	CARHR013460
OG0001721	Np004G244340, Np004G230590	CARHR013450
OG0001724	Np006G353960, Np006G346860, Np006G353980, Np006G353970, Np006G346850	CARHR124300
OG0001725	Np003G145860	CARHR194740
OG0001727	Np003G155820	CARHR271340
OG0001728	Np001G014170	CARHR255540
OG0001730	Np005G276620	CARHR236000
OG0001731	Np005G274200	CARHR238020
OG0001732	Np005G274050	CARHR238080
OG0001732	Np007G373910	CARHR109510
OG0001733	Np005G273130	CARHR238440
OG0001733	Np006G366520	CARHR184680
OG0001734	Np005G272630	CARHR238810
OG0001734	Np006G366270	CARHR117960
OG0001735	Np007G378900	CARHR284860
OG0001735	Np005G264090	CARHR241980
OG0001736	Np005G266320	CARHR284160, CARHR119570, CARHR243690
OG0001736	Np007G376030	CARHR107450
OG0001737	Np006G341000	CARHR129180, CARHR125140
OG0001737	Np004G215060	CARHR030580
OG0001738	Np004G205290	CARHR129530
OG0001739	Np002G112490	CARHR054460
OG0001739	Np004G249470	CARHR009610
OG0001740	Np002G113530	CARHR284170
OG0001740	Np004G248910	CARHR010100
OG0001741	Np004G248420	CARHR010530
OG0001741	Np002G114540	CARHR053550
OG0001742	Np007G387990	CARHR101690
OG0001742	Np007G389910, Np007G387960	CARHR101680
OG0001743	Np004G247400	CARHR011400
OG0001743	Np002G117760	CARHR051380
OG0001744	Np005G318770	CARHR213320
OG0001744	Np001G021690	CARHR148170
OG0001745	Np001G020820	CARHR148800
OG0001745	Np005G317950	CARHR261400
OG0001746	Np001G019800	CARHR286820
OG0001746	Np005G316500	CARHR262060
OG0001748	Np005G313360	CARHR214290
OG0001748	Np002G093470	CARHR059450
OG0001749	Np002G124090	CARHR046630
OG0001749	Np005G320020	CARHR212780
OG0001750	Np005G319050	CARHR213080
OG0001750	Np002G122580	CARHR047890
OG0001751	Np007G409920	CARHR086320
OG0001751	Np003G132010	CARHR206740
OG0001752	Np005G295350, Np005G295360	CARHR280650
OG0001753	Np007G409140	CARHR086800
OG0001753	Np003G132650	CARHR206200
OG0001754	Np003G170310	CARHR257030
OG0001754	Np005G281210	CARHR232480
OG0001755	Np005G280280	CARHR233160
OG0001755	Np003G165340	CARHR265570
OG0001756	Np003G164750	CARHR265980
OG0001756	Np005G277180	CARHR235550
OG0001757	Np003G158670, Np005G278990	CARHR269280
OG0001758	Np003G147410	CARHR193480
OG0001758	Np003G139500	CARHR177530, CARHR200620
OG0001759	Np003G134160	CARHR205180
OG0001759	Np001G009600	CARHR274790, CARHR274800
OG0001760	Np005G294470	CARHR224320
OG0001760	Np001G033190	CARHR174280
OG0001761	Np001G036280	CARHR176100
OG0001761	Np005G291310	CARHR225470
OG0001762	Np005G290520	CARHR225890
OG0001762	Np001G036940	CARHR176310
OG0001763	Np005G288850	CARHR226720
OG0001764	Np003G183210	CARHR253230, CARHR253190, CARHR253170
OG0001764	Np005G285830	CARHR228970
OG0001765	Np003G180200, Np003G180190, Np003G180240, Np003G180250	CARHR255370, CARHR255390
OG0001766	Np003G178390	CARHR256220
OG0001767	Np002G083260	CARHR064720
OG0001767	Np004G208830	CARHR033870
OG0001768	Np006G344920, Np009G432460	CARHR127520
OG0001768	Np004G210870	CARHR027520
OG0001769	Np007G375260	CARHR108370
OG0001769	Np005G267600	CARHR244420
OG0001770	Np005G269590	CARHR280080
OG0001770	Np001G051030	CARHR159000
OG0001771	Np006G368340	CARHR114080
OG0001772	Np005G260420	CARHR294300
OG0001772	Np002G090250	CARHR060640
OG0001773	Np003G165860	CARHR265440
OG0001773	Np006G342470	CARHR128450
OG0001775	Np005G286190	CARHR228800
OG0001775	Np003G183540	CARHR252940
OG0001776	Np001G037940	CARHR177210
OG0001776	Np001G038000	CARHR177230
OG0001777	Np003G187250	CARHR249700, CARHR249710
OG0001777	Np005G317550	CARHR261630
OG0001778	Np006G321000	CARHR143050
OG0001778	Np001G069230	CARHR173100
OG0001779	Np001G069100	CARHR172960
OG0001779	Np006G321100	CARHR142970
OG0001780	Np006G324820	CARHR140330
OG0001780	Np001G066310	CARHR170950
OG0001781	Np001G065490	CARHR170410
OG0001781	Np006G325770	CARHR139510
OG0001782	Np001G064300	CARHR169460
OG0001782	Np006G327600	CARHR138080
OG0001783	Np003G148560, Np005G306130	CARHR192540
OG0001784	Np001G002190	CARHR280170
OG0001784	Np001G051070	CARHR159020
OG0001785	Np003G189380	CARHR248510, CARHR248500
OG0001785	Np004G259160	CARHR000740
OG0001786	Np004G258870	CARHR001000
OG0001786	Np003G188530	CARHR249200
OG0001787	Np003G187300	CARHR249720
OG0001787	Np004G258080	CARHR001700
OG0001788	Np003G186980	CARHR250350
OG0001788	Np004G257760	CARHR001970
OG0001790	Np006G355090	CARHR125000
OG0001790	Np004G253680	CARHR005590
OG0001791	Np006G354120, Np006G348870	CARHR124470
OG0001792	Np006G352460	CARHR123480
OG0001792	Np004G252600	CARHR006720
OG0001793	Np004G252370	CARHR006910
OG0001793	Np006G352110	CARHR123230
OG0001794	Np004G252130	CARHR007160
OG0001794	Np006G360570	CARHR122670
OG0001795	Np007G423330	CARHR076530
OG0001796	Np007G422580	CARHR077180
OG0001796	Np003G144360	CARHR196020
OG0001797	Np003G144950	CARHR195580
OG0001797	Np007G421990	CARHR077560
OG0001798	Np001G013890	CARHR187120
OG0001798	Np007G417790	CARHR080460
OG0001799	Np001G014900	CARHR186130
OG0001799	Np007G417780	CARHR080470
OG0001800	Np007G417190	CARHR080930
OG0001800	Np003G146440	CARHR194400
OG0001801	Np001G017020	CARHR182810
OG0001801	Np007G416170	CARHR081600
OG0001803	Np006G339150	CARHR130710
OG0001803	Np001G055180	CARHR162800
OG0001804	Np004G240080	CARHR016650
OG0001805	Np002G072880	CARHR072470
OG0001805	Np004G239360	CARHR017310
OG0001806	Np002G082600	CARHR065240
OG0001806	Np004G238870	CARHR017890
OG0001807	Np006G340010	CARHR130010
OG0001807	Np004G236050	CARHR020070
OG0001808	Np002G076980	CARHR069630
OG0001808	Np004G235180	CARHR020800
OG0001809	Np002G085830	CARHR063180
OG0001809	Np004G228720	CARHR024550
OG0001810	Np004G225970	CARHR025370
OG0001810	Np002G087270	CARHR062200
OG0001811	Np002G089830	CARHR060850
OG0001811	Np004G209420	CARHR026270
OG0001812	Np004G209570	CARHR026370
OG0001814	Np006G370070	CARHR112640
OG0001814	Np005G261330	CARHR247440
OG0001816	Np007G419310	CARHR079450
OG0001816	Np001G015210	CARHR185930
OG0001817	Np003G130610	CARHR207680
OG0001817	Np007G410730, Np007G410690	CARHR085750
OG0001818	Np001G050340	CARHR158310
OG0001818	Np001G011780	CARHR188980
OG0001819	Np001G000730	CARHR281270
OG0001819	Np001G052540	CARHR160480
OG0001820	Np001G049440, Np001G049450	CARHR157580
OG0001821	Np004G194440	CARHR042530
OG0001821	Np007G390210	CARHR091100
OG0001822	Np007G381380	CARHR097280, CARHR097300
OG0001822	Np004G195050	CARHR042050, CARHR042060
OG0001823	Np007G372170, Np002G121170	CARHR110870
OG0001824	Np006G337060	CARHR132060
OG0001824	Np001G056550	CARHR163600
OG0001825	Np006G332940	CARHR134770
OG0001825	Np001G059530, Np001G050230	CARHR165710
OG0001826	Np006G330620	CARHR136230
OG0001827	Np001G061480	CARHR167130
OG0001827	Np001G061470	CARHR167120
OG0001828	Np006G325480	CARHR139810
OG0001828	Np001G065640	CARHR170510
OG0001829	Np002G090230	CARHR148880
OG0001830	Np001G063270	CARHR168830
OG0001831	Np003G184110, Np006G322680, Np006G322700, Np006G322690	CARHR173730, CARHR173760, CARHR173740, CARHR183270, CARHR174690
OG0001832	Np006G340330, Np006G357990	CARHR129740, CARHR129750, CARHR129760
OG0001833	Np005G271580	CARHR239500
OG0001833	Np004G204250	CARHR119310
OG0001834	Np004G240520	CARHR016280
OG0001834	Np004G240510	CARHR016290
OG0001835	Np004G235360	CARHR020620
OG0001835	Np004G235350	CARHR020630
OG0001836	Np002G119710	CARHR049840
OG0001837	Np003G129760	CARHR208050
OG0001837	Np003G129830, Np006G348610	CARHR208210
OG0001838	Np005G294830, Np005G294880	CARHR224100
OG0001839	Np003G126140	CARHR119510
OG0001844	Np005G275330	CARHR237000
OG0001844	Np007G372860, Np001G036480	CARHR110240
OG0001845	Np005G273290	CARHR238320
OG0001846	Np007G376270	CARHR293450
OG0001846	Np005G266100	CARHR243580
OG0001847	Np005G298220	CARHR223370
OG0001847	Np005G298250	CARHR223350, CARHR223390
OG0001848	Np002G115130	CARHR053100
OG0001848	Np004G248290	CARHR010610
OG0001849	Np002G117920	CARHR051240
OG0001850	Np001G021550, Np001G021450	CARHR148300
OG0001850	Np005G318560	CARHR213480
OG0001851	Np005G318090	CARHR261300
OG0001851	Np001G020880	CARHR148700
OG0001852	Np005G315730	CARHR262680
OG0001852	Np001G019170	CARHR152150
OG0001853	Np001G021140	CARHR058820
OG0001854	Np002G097050	CARHR057750
OG0001855	Np002G098370	CARHR057150
OG0001855	Np005G288360	CARHR227200
OG0001856	Np004G245860	CARHR012400
OG0001857	Np005G279740	CARHR233620
OG0001857	Np003G156570	CARHR270760
OG0001858	Np003G128660	CARHR209090
OG0001858	Np007G412020	CARHR084770
OG0001859	Np007G411690	CARHR085060
OG0001859	Np003G129150	CARHR208760
OG0001860	Np003G130620	CARHR207660
OG0001861	Np007G410540	CARHR085860
OG0001862	Np003G132130	CARHR206640
OG0001862	Np007G409780	CARHR086410
OG0001863	Np005G281050	CARHR232650
OG0001864	Np005G278250	CARHR234920
OG0001865	Np003G163370	CARHR267980
OG0001865	Np005G278380	CARHR234820
OG0001866	Np003G160970	CARHR268210
OG0001866	Np005G278560	CARHR234680
OG0001867	Np003G155940	CARHR271260
OG0001867	Np005G280140	CARHR233290
OG0001868	Np003G147520	CARHR193390
OG0001869	Np001G002860	CARHR217670, CARHR279570
OG0001869	Np003G136860	CARHR202760
OG0001870	Np001G003110	CARHR279360
OG0001871	Np001G003380	CARHR279130
OG0001871	Np003G136290	CARHR203270, CARHR203260
OG0001872	Np001G004040	CARHR278750
OG0001872	Np003G136150	CARHR203440
OG0001873	Np003G135740	CARHR203860
OG0001874	Np003G135240	CARHR035670, CARHR204280
OG0001875	Np003G134370	CARHR204990
OG0001875	Np001G010090	CARHR190440
OG0001876	Np001G009710	CARHR274710
OG0001876	Np003G134180	CARHR205160
OG0001877	Np003G133350	CARHR205740
OG0001878	Np005G294730	CARHR224140
OG0001878	Np005G303940	CARHR174080
OG0001879	Np005G292990, Np005G292970	CARHR224650
OG0001879	Np001G034480	CARHR174820
OG0001880	Np005G292190, Np005G292180	CARHR224970
OG0001881	Np005G287190, Np005G287230, Np005G287260	CARHR227550, CARHR227540
OG0001882	Np003G184040	CARHR215970, CARHR252530
OG0001882	Np005G286870	CARHR228240
OG0001883	Np003G183770	CARHR252710
OG0001883	Np005G286420	CARHR228540
OG0001884	Np004G241190	CARHR015730
OG0001884	Np001G054300	CARHR053210
OG0001885	Np004G206090	CARHR032510
OG0001885	Np003G178400	CARHR256210
OG0001886	Np004G204560	CARHR034370
OG0001886	Np003G176930, Np003G176850	CARHR260390
OG0001887	Np003G175610	CARHR259540
OG0001887	Np004G204940	CARHR034770
OG0001888	Np004G211960	CARHR028470, CARHR128230
OG0001889	Np007G374640	CARHR108920
OG0001889	Np005G268230	CARHR244880
OG0001890	Np005G262640	CARHR246400, CARHR246390
OG0001891	Np005G279920	CARHR233470
OG0001891	Np004G247970	CARHR010860
OG0001892	Np001G041790	CARHR180850
OG0001892	Np004G210540	CARHR027230, CARHR027220
OG0001893	Np003G178560	CARHR256130
OG0001894	Np006G332750	CARHR253320, CARHR134890
OG0001894	Np003G183190	CARHR134880, CARHR253310
OG0001895	Np005G307710, Np005G308100	CARHR174050, CARHR174060
OG0001896	Np005G307740	CARHR078570
OG0001896	Np007G415460	CARHR082080
OG0001897	Np007G385590	CARHR099830
OG0001898	Np007G383600	CARHR098630
OG0001898	Np005G304280	CARHR221290
OG0001899	Np007G389020, Np007G382610	CARHR097990, CARHR097970
OG0001900	Np005G286890	CARHR160710
OG0001900	Np005G320000	CARHR212800
OG0001901	Np004G199670	CARHR143180
OG0001901	Np001G069110	CARHR172970
OG0001902	Np001G068300	CARHR172430
OG0001902	Np006G322050	CARHR142340
OG0001903	Np001G066440	CARHR171030
OG0001903	Np006G324720	CARHR140380
OG0001904	Np006G324830	CARHR140320
OG0001905	Np001G065210	CARHR170310
OG0001906	Np001G064630	CARHR169730
OG0001906	Np006G327270	CARHR138300
OG0001907	Np001G006140	CARHR277120
OG0001909	Np004G257870	CARHR001850
OG0001910	Np003G185140	CARHR251960
OG0001910	Np004G256740	CARHR003010
OG0001911	Np001G041330	CARHR180200, CARHR180210
OG0001911	Np004G255920	CARHR003700
OG0001912	Np006G355970	CARHR125780
OG0001912	Np004G254460	CARHR004960
OG0001913	Np006G355510	CARHR125420
OG0001915	Np006G354800, Np006G348100	CARHR124820
OG0001915	Np004G253590	CARHR005700
OG0001916	Np004G252190	CARHR007080
OG0001916	Np006G350170, Np008G428180	CARHR122910
OG0001917	Np006G359760	CARHR121780
OG0001917	Np004G251720	CARHR007540
OG0001919	Np003G141270	CARHR198940
OG0001919	Np007G425030	CARHR075220
OG0001920	Np003G143470	CARHR196860
OG0001920	Np007G423090	CARHR076740
OG0001921	Np003G143490	CARHR196820
OG0001921	Np007G423040	CARHR076790
OG0001922	Np007G418500	CARHR080090
OG0001922	Np001G014570	CARHR186500
OG0001923	Np006G334000, Np006G333370	CARHR134050
OG0001923	Np001G058620	CARHR165080
OG0001924	Np001G056310	CARHR163380
OG0001924	Np006G337580	CARHR132310
OG0001925	Np006G336310	CARHR150630, CARHR132530
OG0001926	Np006G335860	CARHR132770
OG0001926	Np001G053730	CARHR161490
OG0001927	Np004G240660	CARHR016180
OG0001928	Np002G073430, Np002G073420	CARHR071950
OG0001928	Np004G239030	CARHR017680
OG0001929	Np004G238270	CARHR018340
OG0001929	Np002G081610	CARHR066000
OG0001930	Np002G079330	CARHR067640
OG0001931	Np002G078920	CARHR068040
OG0001931	Np004G236770	CARHR019540
OG0001932	Np004G236220	CARHR019950
OG0001932	Np002G078450	CARHR068430
OG0001933	Np004G234220	CARHR021640
OG0001933	Np002G075770	CARHR070370
OG0001934	Np004G232640	CARHR022500
OG0001934	Np002G074190	CARHR071460
OG0001935	Np004G230740	CARHR023590
OG0001935	Np002G084600, Np002G084590	CARHR064040
OG0001936	Np002G085790	CARHR063210
OG0001936	Np002G085800	CARHR063200
OG0001937	Np004G226860	CARHR025170
OG0001937	Np002G086860	CARHR062490
OG0001938	Np004G210170	CARHR026830
OG0001938	Np004G210160	CARHR026840
OG0001939	Np006G370590	CARHR112320
OG0001939	Np005G261100	CARHR247670
OG0001940	Np001G068720	CARHR209510, CARHR209520
OG0001941	Np004G205020	CARHR193870
OG0001942	Np007G406380	CARHR088760
OG0001943	Np007G410020	CARHR086260
OG0001944	Np007G410220	CARHR086120
OG0001944	Np003G131550	CARHR206930
OG0001945	Np001G050520	CARHR158560
OG0001946	Np001G049460	CARHR157610
OG0001946	Np001G010820	CARHR189880
OG0001947	Np001G044620	CARHR151100, CARHR151060
OG0001948	Np001G043890	CARHR104630
OG0001949	Np003G148670	CARHR192380, CARHR034960, CARHR216540
OG0001950	Np007G406400	CARHR088740
OG0001950	Np004G191680	CARHR044610
OG0001951	Np007G404850	CARHR089900
OG0001952	Np007G391450	CARHR091970
OG0001953	Np007G396060	CARHR094720
OG0001953	Np004G197730	CARHR039800
OG0001954	Np003G139650	CARHR200480
OG0001954	Np007G380500	CARHR096640
OG0001955	Np004G195330	CARHR041850
OG0001955	Np007G381200	CARHR097170
OG0001956	Np007G378180	CARHR105810
OG0001956	Np005G264320	CARHR242230
OG0001957	Np006G341650	CARHR128870
OG0001957	Np004G213910	CARHR029860
OG0001958	Np007G379260, Np007G379250	CARHR105210
OG0001959	Np001G064960	CARHR170070
OG0001960	Np004G193680	CARHR043240
OG0001962	Np004G252170	CARHR007100
OG0001962	Np004G193270	CARHR182190, CARHR185730, CARHR006900
OG0001963	Np003G186160	CARHR251080
OG0001971	Np005G275440	CARHR236890
OG0001971	Np007G372750	CARHR110280
OG0001972	Np005G273410	CARHR238240
OG0001972	Np001G028870, Np007G374120	CARHR109320
OG0001973	Np006G366010	CARHR117840
OG0001974	Np005G271870	CARHR239240
OG0001975	Np007G379580	CARHR105190
OG0001975	Np005G263840	CARHR241750
OG0001976	Np005G265390	CARHR243060
OG0001976	Np007G377140	CARHR106780
OG0001977	Np006G340080	CARHR129950
OG0001977	Np005G299270	CARHR223100
OG0001978	Np002G117800	CARHR051320
OG0001978	Np004G247340	CARHR011480
OG0001979	Np001G025460	CARHR145010
OG0001979	Np004G242210	CARHR014960
OG0001980	Np001G025140	CARHR145250
OG0001980	Np004G242340	CARHR014800
OG0001981	Np004G244430	CARHR013390
OG0001981	Np001G022640	CARHR147350
OG0001982	Np001G022250	CARHR147710
OG0001982	Np004G244600	CARHR013210
OG0001983	Np001G021320	CARHR148390
OG0001983	Np005G318410, Np003G151780	CARHR213630
OG0001984	Np001G021010	CARHR148580
OG0001984	Np005G318240	CARHR213760
OG0001985	Np004G245570	CARHR012610, CARHR229630
OG0001986	Np006G330610	CARHR136240
OG0001987	Np003G128610	CARHR209140
OG0001987	Np007G412050	CARHR084750
OG0001988	Np007G410580	CARHR085830
OG0001988	Np003G130770	CARHR207480
OG0001989	Np007G410350	CARHR086000
OG0001989	Np003G131390	CARHR206810
OG0001990	Np003G162470	CARHR267500
OG0001992	Np005G279000	CARHR234180
OG0001992	Np003G158660	CARHR269290
OG0001993	Np003G158290	CARHR269510
OG0001993	Np005G279170	CARHR234060
OG0001994	Np003G155830	CARHR271330
OG0001994	Np005G280170	CARHR233260
OG0001995	Np003G139070	CARHR200890
OG0001995	Np003G147440	CARHR193440
OG0001996	Np003G138430	CARHR201490
OG0001996	Np001G013580	CARHR187230
OG0001997	Np003G135900	CARHR203730
OG0001997	Np006G368370	CARHR114060
OG0001998	Np003G135630	CARHR203960
OG0001998	Np001G004730	CARHR278170
OG0001999	Np003G133570	CARHR205540
OG0001999	Np001G008940	CARHR275340
OG0002000	Np001G008710	CARHR275550
OG0002000	Np003G133280	CARHR205810
OG0002001	Np001G034300	CARHR174740
OG0002001	Np005G293270	CARHR224600
OG0002002	Np001G038530	CARHR226740
OG0002003	Np003G183260	CARHR253100
OG0002004	Np003G181640	CARHR254200
OG0002004	Np005G302070	CARHR229870
OG0002005	Np003G180050	CARHR255440
OG0002005	Np005G283240	CARHR231150
OG0002006	Np005G283150	CARHR231230
OG0002006	Np003G179840	CARHR255580
OG0002007	Np003G179830	CARHR255590
OG0002007	Np005G283130	CARHR231250
OG0002008	Np003G178660	CARHR256010
OG0002008	Np004G205760	CARHR032190
OG0002010	Np004G211770	CARHR028220, CARHR028210
OG0002011	Np004G212400	CARHR028670
OG0002012	Np007G375770	CARHR107700
OG0002012	Np005G266530	CARHR243830
OG0002013	Np007G375680	CARHR107810
OG0002013	Np005G267020	CARHR243960
OG0002014	Np005G267490	CARHR244320
OG0002014	Np007G375400	CARHR108170
OG0002015	Np007G374260	CARHR109200
OG0002015	Np005G268490	CARHR245160
OG0002016	Np006G368080	CARHR114210
OG0002016	Np030G439960, Np006G348000, Np006G352680, Np005G269660	CARHR246080
OG0002017	Np007G405550	CARHR089330
OG0002017	Np005G262340	CARHR246620
OG0002017	Np006G368950	CARHR113610
OG0002018	Np006G370550	CARHR112400
OG0002018	Np005G261140	CARHR247640
OG0002019	Np006G340200	CARHR129860
OG0002021	Np005G283050	CARHR231340
OG0002021	Np003G179710	CARHR255640
OG0002022	Np004G238460	CARHR018170
OG0002022	Np001G035970	CARHR175640
OG0002023	Np007G383820	CARHR098830
OG0002023	Np005G304510	CARHR221060
OG0002024	Np005G303790	CARHR221680
OG0002024	Np007G382960	CARHR098170
OG0002026	Np006G325250	CARHR140010
OG0002026	Np001G065780	CARHR170610
OG0002027	Np001G061930	CARHR051780, CARHR167520
OG0002027	Np006G329980	CARHR136690
OG0002028	Np001G045010	CARHR150570
OG0002028	Np003G151850	CARHR274090
OG0002029	Np003G188380	CARHR249310
OG0002030	Np003G186420	CARHR250880
OG0002030	Np004G257370	CARHR002380
OG0002031	Np006G357850, Np004G255640	CARHR127230
OG0002032	Np006G356490	CARHR126070
OG0002032	Np004G254720	CARHR004790
OG0002033	Np004G252980	CARHR006430
OG0002033	Np006G347140, Np006G353660	CARHR124110
OG0002034	Np004G251990	CARHR007280
OG0002034	Np006G360240	CARHR122360
