Orthogroup	Alyssum_gmelinii	Cochlearia_excelsa
OG0000664	Ag003G292180	g6058, g6063, g6054
OG0000665	Ag002G180810, Ag002G180900, Ag002G181420, Ag002G181430, Ag002G180890	g1443
OG0000669	Ag002G198700	g52160, g37530
OG0000669	Ag005G468950	g13190
OG0000671	Ag008G705010	g28292, g22608, g22602, g46709
OG0000672	Ag002G160390	g37974
OG0000672	Ag007G582230	g32394
OG0000673	Ag006G516210, Ag006G516250	g38393
OG0000674	Ag004G299810	g30793
OG0000674	Ag002G206050	g37733
OG0000674	Ag006G511330	g39558
OG0000675	Ag004G324290, Ag007G589930	g31625, g49954, g51289
OG0000676	Ag003G231740	g46133, g44537
OG0000677	Ag003G243870	g50336
OG0000677	Ag002G181950	g50338
OG0000678	Ag002G172900	g1972
OG0000685	Ag003G258220	g47697
OG0000686	Ag003G274320, Ag003G274240, Ag003G274220, Ag003G274380	g23152, g11460
OG0000687	Ag001G101910	g17578
OG0000687	Ag002G201230	g37589
OG0000687	Ag001G093390	g18804
OG0000688	Ag005G448250	g1520, g1518
OG0000689	Ag004G340600, Ag004G324900, Ag006G539290, Ag001G070650, Ag006G536730, Ag004G391630	g40273, g32732
OG0000692	Ag001G088660	g18931, g1998, g18930
OG0000693	Ag001G079660	g19066, g19065
OG0000693	Ag002G184050	g51826, g51831, g51825, g51828
OG0000695	Ag003G232910	g17988, g10088
OG0000696	Ag005G461870	g36560, g13252, g28014, g54257
OG0000697	Ag001G012780	g36466, g36467
OG0000698	Ag005G477290	g47464
OG0000699	Ag002G179190	g25848
OG0000699	Ag002G196710	g37307, g38113
OG0000702	Ag007G614120	g45660, g29306
OG0000702	Ag001G100530	g7936
OG0000703	Ag006G496220	g29827
OG0000703	Ag001G070770	g2392
OG0000704	Ag006G569790, Ag003G210480	g17405, g24115
OG0000704	Ag002G102910	g11010
OG0000705	Ag002G198090	g52128
OG0000706	Ag008G721120	g587
OG0000706	Ag008G731930	g9735
OG0000707	Ag001G062860	g44848
OG0000708	Ag004G314140	g27159
OG0000708	Ag004G314890	g33057, g33090, g33065
OG0000710	Ag001G059480, Ag001G059730, Ag004G318880, Ag004G318840, Ag004G318870	g31477, g53183, g53182, g14019, g14375, g14015, g27771
OG0000711	Ag002G125890, Ag002G125870	g36985
OG0000712	Ag005G481120	g12937
OG0000714	Ag004G357710, Ag004G357600	g41820
OG0000715	Ag002G142060, Ag002G142110	g14052, g40408, g25621, g25619, g25607, g25625, g25606, g25629, g25632, g25605
OG0000717	Ag004G385160	g27487
OG0000717	Ag004G336060, Ag004G336200	g31967
OG0000718	Ag005G472310	g12311
OG0000718	Ag006G491180	g5854
OG0000719	Ag008G710150	g1290, g28768
OG0000719	Ag004G312250	g49733, g14247
OG0000720	Ag001G097830	g1754
OG0000720	Ag006G512230	g39542
OG0000721	Ag005G459980	g6993
OG0000722	Ag004G348100	g45812
OG0000722	Ag004G320160	g31518
OG0000723	Ag007G634210	g4864
OG0000724	Ag001G078240	g2219
OG0000726	Ag003G289900, Ag003G289890, Ag003G289940, Ag003G289950, Ag003G289880	g18445, g18444
OG0000727	Ag004G311690	g27109
OG0000728	Ag007G629710	g29071
OG0000730	Ag008G662080	g10673
OG0000730	Ag004G319370	g31492
OG0000732	Ag001G070420	g11321
OG0000733	Ag002G137060, Ag002G135110	g48909
OG0000735	Ag008G697250, Ag008G697240	g28538
OG0000736	Ag007G604430	g45529, g29507
OG0000736	Ag003G293400	g22748
OG0000737	Ag003G294680, Ag003G294670, Ag003G294650, Ag003G294710, Ag003G294660	g48007
OG0000738	Ag007G588590	g51327
OG0000739	Ag004G301750	g30842, g49434
OG0000741	Ag001G002100	g36715
OG0000742	Ag006G528380	g20008, g19768, g19695, g19984
OG0000749	Ag004G317890	g10608
OG0000750	Ag006G551030, Ag004G399610	g40831
OG0000751	Ag006G496740	g5711, g29815, g45374
OG0000752	Ag008G721560, Ag008G721500, Ag008G721520, Ag008G721540	g18564
OG0000752	Ag007G605650	g29481
OG0000753	Ag002G128370, Ag002G128380	g53790, g53779, g53772
OG0000754	Ag007G613800	g28181
OG0000754	Ag004G353960	g42706
OG0000755	Ag002G131700	g25545
OG0000755	Ag002G131660	g40463
OG0000757	Ag001G073110, Ag002G172880	g19178
OG0000758	Ag003G210220	g46550
OG0000758	Ag007G589920	g39816
OG0000758	Ag004G324280	g31624
OG0000759	Ag008G706160	g1202, g28719
OG0000759	Ag004G306430	g26999
OG0000760	Ag002G187320, Ag002G187330	g51911
OG0000763	Ag001G003920, Ag001G003930	g27997, g54354, g36680
OG0000763	Ag004G328880	g36679
OG0000764	Ag001G011840, Ag001G013630, Ag001G013620, Ag001G013660, Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620	g28045, g28051
OG0000765	Ag007G585160, Ag007G595660, Ag007G618110, Ag007G595630, Ag001G015040, Ag001G015030, Ag001G015050, Ag006G511620, Ag007G615400, Ag007G615420, Ag007G615390, Ag007G615440, Ag007G615370, Ag007G615380, Ag007G615410, Ag007G615430, Ag007G615360, Ag004G378030, Ag005G455880, Ag005G455820, Ag001G065180, Ag001G064780, Ag003G226920, Ag003G226910, Ag003G226900	g2438, g2440, g2441
OG0000772	Ag003G267510	g10410
OG0000773	Ag004G394430, Ag004G389460, Ag004G348380	g44749
OG0000774	Ag001G022910, Ag005G448320	g47581
OG0000775	Ag006G498090	g7430, g12371, g12372
OG0000776	Ag002G184710	g37342
OG0000776	Ag005G477920	g13022, g7512
OG0000777	Ag008G693730	g39401
OG0000778	Ag007G611550	g5274
OG0000779	Ag006G553060	g17303, g47419
OG0000779	Ag002G141210	g25661
OG0000779	Ag002G141250, Ag002G141270	g25660
OG0000780	Ag003G293540	g22739
OG0000780	Ag007G604330	g29511
OG0000781	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280	g37478, g38223
OG0000781	Ag002G198340	g37524
OG0000783	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090	g772
OG0000783	Ag008G678450	g29397
OG0000784	Ag008G714380	g807
OG0000785	Ag003G276620	g18150
OG0000785	Ag006G498840, Ag006G498880	g29776
OG0000786	Ag008G725420, Ag008G725370	g432
OG0000786	Ag008G725380	g9918
OG0000788	Ag010G740090, Ag001G049830	g3012
OG0000788	Ag008G712980	g828
OG0000789	Ag003G211260	g44317
OG0000789	Ag005G470590, Ag001G000120	g13146
OG0000790	Ag001G004130, Ag001G004090, Ag001G004190, Ag001G004050, Ag001G004010	g36677
OG0000794	Ag007G595980	g51082, g51084
OG0000798	Ag006G577680, Ag001G101630	g24266, g17563, g47178
OG0000799	Ag004G376300	g50617, g50344
OG0000800	Ag008G690370	g41234
OG0000801	Ag005G475190	g29782
OG0000801	Ag006G498690	g29780
OG0000801	Ag005G475170, Ag005G475180	g13101
OG0000802	Ag002G112540, Ag002G108540	g10953
OG0000803	Ag006G563060, Ag006G569170	g47325
OG0000806	Ag002G199250	g18426
OG0000807	Ag002G199080	g37537
OG0000807	Ag001G100840	g7952
OG0000808	Ag007G595150	g39999
OG0000808	Ag008G708220	g1260
OG0000809	Ag003G245060	g32151, g50360, g27587
OG0000810	Ag004G367530, Ag001G012880, Ag001G012860, Ag001G012870, Ag001G012830, Ag001G012840	g36472
OG0000810	Ag001G012260	g36509, g54213
OG0000812	Ag007G597010	g53541
OG0000813	Ag005G458690, Ag005G458680	g6955
OG0000814	Ag008G710920, Ag008G710800, Ag008G710860, Ag008G710790, Ag008G710810, Ag008G710960, Ag008G710870, Ag008G710740, Ag008G710660, Ag008G710750	g28789, g41316, g41317, g41315, g862, g860
OG0000818	Ag003G252560	g47643
OG0000818	Ag004G401870	g40738
OG0000819	Ag005G475120	g12365
OG0000819	Ag001G080990	g2161
OG0000821	Ag008G681120	g1309
OG0000823	Ag002G114240, Ag002G121920	g40691, g10891
OG0000823	Ag006G577480	g47213, g24255
OG0000824	Ag006G540590	g32658, g27798
OG0000824	Ag002G147870	g40312
OG0000825	Ag001G095080	g1837
OG0000825	Ag002G203240	g52299, g37652
OG0000826	Ag002G171730, Ag005G464020, Ag005G464010	g19425
OG0000826	Ag002G199420	g52166, g37548
OG0000827	Ag008G694260	g985
OG0000827	Ag006G491710, Ag006G491760	g5823
OG0000829	Ag007G625920	g45753
OG0000830	Ag004G333900, Ag003G296810	g31913, g50129
OG0000831	Ag004G334320, Ag004G334330, Ag004G334390, Ag004G334370, Ag004G334350	g27461
OG0000833	Ag005G465030	g7141
OG0000833	Ag001G006220	g54293
OG0000834	Ag005G453520	g6862
OG0000834	Ag001G023510	g54107
OG0000835	Ag005G451000	g11975, g6829
OG0000835	Ag001G018880, Ag001G019140	g36401
OG0000836	Ag001G083970	g18992
OG0000837	Ag007G579080, Ag004G314320	g27166
OG0000838	Ag005G436390, Ag005G436370	g52396, g52380
OG0000843	Ag007G592090	g45127
OG0000844	Ag005G476810	g7481
OG0000844	Ag005G450870, Ag006G494100	g29846, g5767
OG0000846	Ag003G276640, Ag007G625700	g18149, g23193
OG0000847	Ag007G603030, Ag007G603100	g29549
OG0000847	Ag008G731460	g219
OG0000848	Ag006G514940, Ag004G298770	g49348
OG0000849	Ag001G096130	g1795
OG0000851	Ag002G192240	g52005
OG0000851	Ag001G084910	g2106
OG0000853	Ag007G599280	g25495
OG0000854	Ag007G595850, Ag007G595860	g37834, g40042
OG0000855	Ag001G055520	g11395, g2757
OG0000855	Ag001G012640, Ag001G012600, Ag008G728180	g340
OG0000857	Ag001G054470	g14408, g6195
OG0000857	Ag008G691830, Ag008G691890	g19417
OG0000859	Ag001G095880	g37256
OG0000860	Ag008G714050, Ag002G108580, Ag003G271750	g28860
OG0000861	Ag004G300180	g41660, g41683, g41662, g41633, g36966, g36993, g36967
OG0000867	Ag004G358980	g44989, g44988, g18054
OG0000868	Ag006G504890	g45455, g5591, g29666
OG0000868	Ag005G472080	g12305, g7345, g13126
OG0000869	Ag006G577470, Ag002G121910, Ag002G114230	g47214, g17532
OG0000870	Ag007G583530	g50492, g50452
OG0000871	Ag005G489180	g7867
OG0000871	Ag007G647160	g18093
OG0000872	Ag007G589670	g39803
OG0000873	Ag007G631110	g4923, g29042
OG0000875	Ag004G305710	g31012
OG0000877	Ag003G274620	g37254
OG0000878	Ag003G294060	g25974, g16954
OG0000879	Ag004G305730	g31013
OG0000883	Ag003G282370	g47886
OG0000883	Ag005G484870	g7738, g12824, g12583
OG0000885	Ag004G339550	g50244
OG0000885	Ag003G253370	g17066, g23580
OG0000886	Ag002G158020	g37044
OG0000888	Ag001G088010	g11209, g1980, g18951
OG0000888	Ag002G194610	g52055
OG0000889	Ag001G078360	g2212, g19095
OG0000890	Ag001G073000	g2336, g19181
OG0000890	Ag002G172480	g51643
OG0000891	Ag004G339540	g32036
OG0000892	Ag008G720590, Ag008G720600, Ag008G720630, Ag008G720610	g602
OG0000893	Ag008G722860, Ag008G722840	g523
OG0000898	Ag001G009820	g28026
OG0000900	Ag004G318270	g49875
OG0000900	Ag004G318280	g31459, g53611
OG0000901	Ag002G106430, Ag002G106470, Ag002G110090, Ag002G110360, Ag002G106760, Ag002G135500, Ag002G137030, Ag002G110470, Ag002G106810, Ag002G110430, Ag002G106860, Ag002G107110, Ag002G106330, Ag002G110030, Ag002G106310, Ag002G110010, Ag002G106320, Ag004G383690, Ag004G383680, Ag004G383700, Ag004G383670, Ag004G383660, Ag001G101940, Ag004G310630	g2658, g2672, g24339, g17581
OG0000902	Ag005G448830, Ag006G499950, Ag006G556040, Ag004G380760, Ag006G500460	g5640, g29730
OG0000903	Ag007G606890, Ag007G607170, Ag007G583600	g46806
OG0000904	Ag007G604670	g45532
OG0000904	Ag003G270500	g23312
OG0000905	Ag007G604440	g29506
OG0000906	Ag008G732010	g18661
OG0000906	Ag007G604020	g29526, g45525
OG0000907	Ag006G574330, Ag002G110330, Ag002G106670	g24176, g17469
OG0000908	Ag003G295200, Ag003G289930, Ag001G092530, Ag004G376260, Ag002G120590, Ag005G420800, Ag005G483400, Ag006G521610	g22696
OG0000910	Ag008G711170, Ag003G236540	g28799, g28800
OG0000910	Ag008G711150, Ag008G711120, Ag003G236560	g41318
OG0000911	Ag002G133270, Ag002G133320, Ag001G062160	g11359, g19349
OG0000912	Ag006G510040	g39592
OG0000912	Ag002G176780, Ag004G300100	g49396
OG0000913	Ag003G241770, Ag004G344730	g50285, g44694
OG0000914	Ag005G486360	g7801
OG0000915	Ag001G070720	g2397
OG0000915	Ag002G166980	g37165
OG0000916	Ag002G131950	g27270
OG0000917	Ag004G317260	g31431
OG0000917	Ag004G317230, Ag004G317250	g23320
OG0000918	Ag002G125580	g40503
OG0000918	Ag002G120930, Ag002G115470, Ag006G560620	g11041
OG0000919	Ag005G458750, Ag005G458780, Ag005G458790, Ag005G458810	g6958
OG0000920	Ag001G003940	g54357, g54355, g54356
OG0000921	Ag001G018380, Ag001G018330, Ag001G018360, Ag001G018970	g36381, g36403
OG0000922	Ag006G509700, Ag001G082520, Ag005G427430	g16101
OG0000923	Ag004G387270, Ag004G392580, Ag004G387190, Ag004G392440, Ag004G387200, Ag004G392470, Ag004G392480, Ag004G392490, Ag004G387180, Ag004G392560, Ag004G392650, Ag004G387380, Ag004G392640, Ag004G387370	g26772, g26765, g26752, g26764
OG0000924	Ag005G412730	g22936, g18251, g13980
OG0000930	Ag005G404930	g13896
OG0000930	Ag003G257690	g23477, g17008
OG0000931	Ag005G478820	g12990
OG0000931	Ag005G473850	g12335
OG0000932	Ag005G472050	g13128, g12299
OG0000933	Ag008G681890	g41220, g28366
OG0000933	Ag007G585580	g879
OG0000934	Ag016G742540	g17415
OG0000934	Ag016G742390	g47313
OG0000935	Ag002G129910	g25539
OG0000935	Ag006G564030	g17365, g24033
OG0000936	Ag006G565840	g47385
OG0000937	Ag006G544390, Ag006G543190	g17236
OG0000937	Ag006G544370, Ag006G543200	g23857
OG0000938	Ag003G292310	g22721, g2326
OG0000938	Ag003G294240	g22720
OG0000939	Ag007G584600	g14026, g38532
OG0000939	Ag006G521150	g18311
OG0000940	Ag005G425360	g11622
OG0000940	Ag003G286800	g22969
OG0000941	Ag001G037490	g24567
OG0000941	Ag004G304180	g49502, g30936
OG0000942	Ag002G197790, Ag005G435050, Ag001G036910	g24536, g6533, g17723
OG0000943	Ag005G483340	g12546
OG0000946	Ag006G491470	g5834
OG0000947	Ag007G619340	g29237, g5091
OG0000947	Ag005G489830	g12689, g7889
OG0000948	Ag001G077950, Ag002G181740	g37318
OG0000950	Ag007G635230	g4810, g10118
OG0000953	Ag001G060070	g2592
OG0000954	Ag005G450110	g6806
OG0000954	Ag005G450090	g6801
OG0000955	Ag004G337720	g5006
OG0000958	Ag004G382500, Ag004G375200, Ag004G376640, Ag004G382490	g18479
OG0000962	Ag007G650200	g45549
OG0000963	Ag006G493250	g45314, g5792
OG0000963	Ag005G477250	g7494
OG0000964	Ag001G041470	g26701, g26717
OG0000965	Ag005G468820	g7238
OG0000965	Ag006G571620	g47303
OG0000966	Ag016G742560	g47314
OG0000967	Ag006G534460	g27912
OG0000967	Ag004G338710	g50234, g27514
OG0000968	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730	g46773
OG0000968	Ag007G646160	g25184
OG0000969	Ag002G126450	g40498
OG0000970	Ag008G734440	g18677, g76, g10717
OG0000971	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720	g12613
OG0000972	Ag005G482730, Ag001G085130, Ag005G482780	g12522
OG0000973	Ag007G631810	g29080
OG0000973	Ag005G482050	g7660, g12501
OG0000975	Ag004G332690, Ag004G332610	g31877
OG0000977	Ag004G343430	g1479, g2807
OG0000977	Ag002G104830	g2808
OG0000978	Ag001G000370	g19586
OG0000979	Ag001G030400	g47124, g24424
OG0000979	Ag001G032290	g24425
OG0000980	Ag007G644970	g28734
OG0000982	Ag008G687800	g28394, g13764, g24824
OG0000983	Ag008G715890, Ag008G715860, Ag008G715790, Ag008G715650	g778
OG0000986	Ag004G401100, Ag003G268150	g47772
OG0000987	Ag004G384140, Ag007G578930	g50608
OG0000988	Ag006G501550	g29708
OG0000988	Ag005G473180, Ag005G473480	g7389
OG0000989	Ag002G180510	g37017, g37018
OG0000990	Ag006G575920, Ag002G116550	g24213, g17494
OG0000991	Ag006G540640	g27797, g32657
OG0000992	Ag006G521790	g36959, g50882, g54088
OG0000992	Ag003G295070	g22703
OG0000993	Ag005G426760	g13525, g11661, g6390
OG0000994	Ag007G592860	g39943
OG0000995	Ag007G590980	g51255
OG0000995	Ag004G304920	g49522
OG0000996	Ag004G305800	g31018
OG0000997	Ag005G486060	g12610
OG0000997	Ag004G318150	g31457
OG0000998	Ag002G182950	g37327, g51789
OG0000998	Ag001G078690	g2194
OG0001000	Ag007G615900, Ag007G615960	g29281
OG0001000	Ag004G346220, Ag005G417250	g14070
OG0001001	Ag008G720120, Ag004G378400, Ag008G720060, Ag008G720070	g18547, g18546, g51023
OG0001002	Ag005G469530, Ag005G469570	g13165, g7245, g54314
OG0001003	Ag005G462850	g7061, g12110, g13245
OG0001003	Ag001G008110	g36579
OG0001004	Ag002G185100	g51862
OG0001005	Ag007G628220	g49886
OG0001008	Ag003G257270	g23485
OG0001008	Ag003G257150	g17010
OG0001009	Ag003G258530	g34447
OG0001010	Ag007G578710	g27725, g50616
OG0001010	Ag002G164050	g51531
OG0001011	Ag007G578540, Ag007G578530	g27768
OG0001012	Ag004G367190	g41088, g41084, g41091, g44006
OG0001012	Ag004G310400	g27090
OG0001013	Ag004G334210, Ag004G334230	g11006
OG0001014	Ag001G016890, Ag001G016950	g10270
OG0001015	Ag007G585540, Ag004G399030, Ag004G399130, Ag004G401170	g47552, g23748
OG0001016	Ag007G606390	g45562
OG0001016	Ag008G721070	g10052
OG0001017	Ag008G733230, Ag008G733300	g144
OG0001018	Ag007G601520	g45502, g29578, g5494, g9985
OG0001019	Ag006G577240	g47225
OG0001019	Ag002G121240, Ag002G115030	g24245
OG0001020	Ag006G576710	g47245
OG0001020	Ag002G119270	g40644, g10924
OG0001021	Ag001G098280	g18748
OG0001021	Ag002G206470	g37763
OG0001022	Ag002G205560, Ag002G205450	g50817
OG0001022	Ag007G616300, Ag007G616230	g38328
OG0001022	Ag001G097170	g1762
OG0001023	Ag008G713060	g13766
OG0001024	Ag007G591120	g37905
OG0001025	Ag004G305870	g31022
OG0001025	Ag007G592200	g39900, g51220
OG0001026	Ag005G490440	g12738, g7923
OG0001026	Ag007G617280	g45683, g29274
OG0001027	Ag004G316910, Ag004G316920	g27224
OG0001027	Ag004G316860	g27204
OG0001027	Ag004G317700, Ag004G317680, Ag004G317670, Ag004G317560, Ag004G317650	g31437
OG0001028	Ag001G077340	g19114
OG0001029	Ag004G338100	g32015, g27506
OG0001029	Ag003G216820	g46377
OG0001030	Ag004G332840	g50100
OG0001030	Ag003G225590	g44444
OG0001031	Ag004G333350	g50115
OG0001031	Ag003G224310	g46230
OG0001032	Ag003G219910	g46291
OG0001032	Ag001G065830, Ag004G335930	g50165
OG0001033	Ag002G190710, Ag002G190700	g42963, g42965
OG0001034	Ag003G241620	g50282
OG0001034	Ag004G344510	g45873
OG0001035	Ag005G485720, Ag005G485730, Ag005G485740	g1629
OG0001036	Ag003G213340, Ag003G213360	g46468
OG0001036	Ag003G213190, Ag003G213200	g46469
OG0001037	Ag003G210580	g44303
OG0001037	Ag006G570330, Ag005G477620	g2455, g45188, g13042
OG0001039	Ag001G025920	g36304
OG0001039	Ag005G457580	g6935
OG0001040	Ag001G010610	g28032
OG0001040	Ag005G442290, Ag005G443580	g6683
OG0001041	Ag006G563530	g49717
OG0001041	Ag001G053920	g19512, g19511
OG0001042	Ag001G009810	g14335
OG0001043	Ag001G010130, Ag001G010170	g36524
OG0001043	Ag001G010100	g36525
OG0001044	Ag001G078590	g2210, g19086
OG0001045	Ag003G229490, Ag003G227370, Ag003G227510, Ag003G227560	g2937, g2912, g2933
OG0001046	Ag004G360860	g22655
OG0001048	Ag006G500370	g45421, g45419
OG0001048	Ag006G499720, Ag006G499410, Ag006G499420	g17845, g45573
OG0001051	Ag005G417440	g6121
OG0001051	Ag003G283300	g23035
OG0001052	Ag003G284530, Ag003G283870, Ag003G283970, Ag003G283860, Ag003G284620, Ag003G284640, Ag003G284520, Ag003G284000, Ag003G283960, Ag003G283880	g47909, g47910
OG0001053	Ag004G368540	g41060
OG0001053	Ag004G310950	g49716
OG0001054	Ag001G023070, Ag004G377790	g38261
OG0001055	Ag004G342720, Ag004G342750, Ag004G342760	g6371, g16676, g16674
OG0001056	Ag005G475450	g13098
OG0001056	Ag006G498080	g29792
OG0001057	Ag004G381450, Ag002G203230	g47639
OG0001058	Ag003G286850	g47940
OG0001059	Ag002G102850	g40535
OG0001059	Ag008G704200, Ag006G569720	g24114, g17402
OG0001060	Ag001G037950	g17809, g24580
OG0001060	Ag005G432380	g6503
OG0001061	Ag005G436340	g6557
OG0001061	Ag001G036430	g47060
OG0001063	Ag001G022580	g47040, g44040
OG0001063	Ag005G482770, Ag008G663460, Ag004G382980, Ag005G482720, Ag005G436860	g7688
OG0001064	Ag002G170730	g51622
OG0001064	Ag001G072080	g19204
OG0001065	Ag002G171290	g37200
OG0001065	Ag001G072550	g2350
OG0001066	Ag002G171350	g51631, g38065
OG0001066	Ag001G072590	g2349, g19195
OG0001067	Ag003G212210	g44345, g46495
OG0001067	Ag004G325430	g49979, g31659
OG0001068	Ag003G239880	g44609, g45995
OG0001069	Ag003G227650	g46181
OG0001069	Ag004G332070	g50084
OG0001070	Ag003G247160, Ag005G415800	g32197
OG0001071	Ag004G319670	g31500
OG0001071	Ag004G319700	g31501, g25931
OG0001072	Ag005G457860, Ag004G381180, Ag002G184210, Ag006G495420, Ag008G723360	g19445
OG0001073	Ag002G121140, Ag002G115220, Ag007G581390	g6899, g13299
OG0001073	Ag005G456010	g54336
OG0001074	Ag003G228820, Ag003G228760, Ag003G228720	g24702, g26730, g25999, g25125, g34268
OG0001075	Ag001G007940, Ag005G462970	g13240, g12117, g12118
OG0001084	Ag005G403690	g13849
OG0001084	Ag003G254320	g47674
OG0001085	Ag005G405350	g13898
OG0001086	Ag003G276320	g23182, g18153
OG0001086	Ag003G276420, Ag003G276350	g6220
OG0001087	Ag003G282350	g18215
OG0001088	Ag008G671230, Ag001G058180	g10457
OG0001089	Ag008G678430	g16485
OG0001089	Ag008G728030, Ag004G349920	g10400
OG0001091	Ag008G691170	g2682, g19439
OG0001091	Ag008G677410	g1352
OG0001092	Ag006G505480	g1033
OG0001092	Ag006G505510, Ag006G504320, Ag006G505500, Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520	g5587
OG0001093	Ag008G719510	g41427, g650
OG0001093	Ag007G609150	g5323
OG0001094	Ag007G604040	g29524
OG0001094	Ag008G732610	g164
OG0001095	Ag001G020780, Ag001G020940	g24918
OG0001096	Ag001G086120	g2044
OG0001096	Ag002G192900	g52024
OG0001097	Ag001G023420	g1242
OG0001098	Ag008G733600	g123
OG0001099	Ag006G515610	g25399
OG0001100	Ag004G303930	g49491
OG0001101	Ag007G614670	g45664
OG0001101	Ag002G125370, Ag005G476370, Ag008G708680, Ag004G356080	g13606
OG0001102	Ag005G489810	g7885
OG0001102	Ag007G619710	g29235
OG0001103	Ag007G638480	g10167
OG0001105	Ag003G209360	g46568
OG0001105	Ag004G323900	g49952, g27323
OG0001106	Ag004G325680	g49982, g31674
OG0001106	Ag003G212520	g46483
OG0001107	Ag004G328670	g50019, g31737
OG0001107	Ag003G236980	g46054
OG0001108	Ag003G229540	g44509
OG0001109	Ag003G217700, Ag003G217610, Ag003G217570	g46369
OG0001109	Ag004G337880	g50209, g27495
OG0001110	Ag003G243550	g32116
OG0001111	Ag004G355900	g41690, g44903
OG0001111	Ag008G726950	g50412
OG0001112	Ag002G130780	g4581
OG0001113	Ag006G505670	g5584, g5583, g1670
OG0001114	Ag006G504590, Ag006G504580	g26057, g29675, g26080, g14752, g8695
OG0001115	Ag003G239710	g45996
OG0001115	Ag004G327150	g31697
OG0001116	Ag001G010770	g28033
OG0001116	Ag005G442620, Ag005G443770	g6688
OG0001117	Ag001G032630, Ag001G032740	g24426
OG0001117	Ag001G032580, Ag001G032620	g24429
OG0001120	Ag003G286910	g22964, g47945
OG0001120	Ag005G414500	g6045
OG0001121	Ag008G693860, Ag008G694200	g39398
OG0001124	Ag005G407270	g5968
OG0001124	Ag003G251080	g17104, g23657, g47621
OG0001125	Ag007G579160	g45025, g32527
OG0001127	Ag004G321030	g31536
OG0001127	Ag003G225890	g10732
OG0001128	Ag004G318380	g31465, g49877
OG0001129	Ag006G514020	g10382
OG0001130	Ag008G674550	g10319, g16265
OG0001130	Ag007G647640	g46920
OG0001131	Ag008G702130	g39310
OG0001132	Ag006G494530	g29844, g5762
OG0001132	Ag005G476670	g7476
OG0001133	Ag003G250820, Ag008G694900	g17111, g47606, g1001
OG0001134	Ag007G611750, Ag007G611740	g5272, g5271, g45622, g29355
OG0001135	Ag007G603720	g29536
OG0001136	Ag006G576750	g47242
OG0001136	Ag002G120100	g40650
OG0001137	Ag002G103820	g10993
OG0001137	Ag006G571520	g17436
OG0001138	Ag006G553570	g23966
OG0001138	Ag005G490060, Ag003G279670	g41700, g28050
OG0001138	Ag002G140620	g40427
OG0001139	Ag003G247010, Ag004G374810	g32270
OG0001140	Ag003G287800	g22956, g13993
OG0001141	Ag001G052110	g11423, g2867
OG0001142	Ag005G437730	g6574
OG0001142	Ag001G035250	g11806
OG0001143	Ag002G201140	g37585, g52233
OG0001143	Ag001G093220	g1906
OG0001144	Ag001G092190	g18858
OG0001144	Ag002G199410	g37547
OG0001145	Ag005G483640, Ag005G483700, Ag005G483680, Ag005G483650, Ag005G483660	g10918
OG0001146	Ag008G730280, Ag002G191440	g37399
OG0001146	Ag005G475750	g7437
OG0001147	Ag008G719450	g652
OG0001148	Ag002G105850, Ag007G603010, Ag004G369830, Ag006G516580, Ag005G460910, Ag008G731440	g220
OG0001149	Ag001G067640	g2491, g19321
OG0001149	Ag001G099510	g19632
OG0001150	Ag007G621120	g29202
OG0001150	Ag005G489140	g7865
OG0001151	Ag005G480860	g12476
OG0001152	Ag001G081200	g19032
OG0001152	Ag002G187340	g51912
OG0001153	Ag001G069970	g2407
OG0001153	Ag002G166760	g38034
OG0001154	Ag003G227190	g46190
OG0001155	Ag004G333860	g50128
OG0001156	Ag003G242280	g50299, g32096
OG0001156	Ag004G345210	g45854, g35995, g22228, g22334, g35994
OG0001157	Ag004G313710, Ag004G313780, Ag004G313850, Ag007G620330, Ag004G313760, Ag004G313840, Ag004G313870, Ag004G313820, Ag004G313830	g31315
OG0001157	Ag004G313630	g27152
OG0001158	Ag004G344270	g35857, g44683
OG0001158	Ag003G241390	g32060
OG0001159	Ag003G219730	g44389
OG0001159	Ag003G219740	g44390
OG0001160	Ag001G001780	g36717
OG0001161	Ag005G443670, Ag005G442360	g6686
OG0001161	Ag001G010660	g36513, g54219
OG0001163	Ag002G199240	g3216, g3236
OG0001163	Ag003G278600	g28291
OG0001166	Ag008G722380	g38518
OG0001169	Ag003G290250, Ag008G688460, Ag008G690000	g39433, g28457
OG0001170	Ag007G636930	g10143
OG0001171	Ag004G373820	g40989
OG0001172	Ag008G662530	g10660
OG0001172	Ag004G319120	g31481
OG0001173	Ag007G619670	g17141
OG0001173	Ag004G399590	g17145
OG0001174	Ag005G474660	g12357
OG0001175	Ag008G698260	g1055
OG0001176	Ag008G733000	g151, g9715
OG0001176	Ag007G604920	g29498, g45539
OG0001177	Ag007G600560	g5524, g5527
OG0001178	Ag007G600270	g29609
