Orthogroup	Alyssum_gmelinii	Arabis_alpina
OG0001923	Ag002G180630	Aa_G412590.h1.t1
OG0001923	Ag001G076830	Aa_G501180.h1.t1
OG0001924	Ag001G072680, Ag001G072670, Ag001G072640	Aa_G13930.h1.t1
OG0001924	Ag002G171650, Ag002G171590	Aa_G30030.h1.t1
OG0001925	Ag002G174830	Aa_G150870.h1.t1
OG0001925	Ag001G074360	Aa_G266030.h1.t1
OG0001926	Ag002G175480	Aa_G172150.h1.t1
OG0001926	Ag001G065670	Aa_G235880.h1.t1
OG0001927	Ag004G323560	Aa_G525760.h1.t1
OG0001928	Ag003G214210	Aa_G470660.h1.t1
OG0001928	Ag004G326370	Aa_G275030.h1.t1
OG0001929	Ag004G328150	Aa_G454440.h1.t1
OG0001929	Ag003G237910	Aa_G341740.h1.t1
OG0001930	Ag004G330440	Aa_G119160.h1.t1
OG0001930	Ag003G231520	Aa_G283730.h1.t1
OG0001931	Ag003G229470	Aa_G64540.h1.t1
OG0001931	Ag004G331130	Aa_G497080.h1.t1
OG0001932	Ag004G332080	Aa_G407740.h1.t1
OG0001932	Ag003G227620	Aa_G259430.h1.t1
OG0001933	Ag003G219480	Aa_G165000.h1.t1
OG0001934	Ag004G338630, Ag004G338620	Aa_G166070.h1.t1
OG0001934	Ag003G215220	Aa_G204300.h1.t1
OG0001935	Ag003G241230	Aa_G837680.h1.t1
OG0001935	Ag004G344220	Aa_G163360.h1.t1
OG0001937	Ag003G244590	Aa_G254950.h1.t1
OG0001937	Ag004G348740	Aa_G786710.h2.t1, Aa_G786710.h1.t1
OG0001938	Ag004G330340	Aa_G415660.h1.t1
OG0001939	Ag006G521240	Aa_G74440.h1.t1
OG0001940	Ag001G097460	Aa_G291120.h1.t1
OG0001940	Ag001G097450	Aa_G167770.h1.t1, Aa_G612800.h1.t1
OG0001943	Ag005G472340	Aa_G102830.h1.t1
OG0001943	Ag006G496840, Ag004G381340, Ag006G504480	Aa_G414730.h1.t1
OG0001944	Ag005G472710	Aa_G216020.h1.t1
OG0001945	Ag008G693120, Ag008G722030	Aa_G45250.h1.t1
OG0001946	Ag008G691070	Aa_G106950.h1.t1
OG0001946	Ag008G723640	Aa_G578270.h1.t1
OG0001948	Ag008G715580	Aa_G8680.h1.t1
OG0001949	Ag008G717900	Aa_G15630.h1.t1
OG0001950	Ag005G467970, Ag004G374770	Aa_G472310.h1.t1
OG0001950	Ag001G003500	Aa_G118210.h1.t1
OG0001951	Ag005G464770	Aa_G1360.h1.t1
OG0001951	Ag001G006490	Aa_G603610.h1.t1
OG0001952	Ag001G031470, Ag001G030270	Aa_G394240.h1.t1
OG0001952	Ag005G460060	Aa_G97080.h1.t1
OG0001953	Ag005G450500	Aa_G371390.h1.t1
OG0001953	Ag001G018080	Aa_G687530.h1.t1
OG0001954	Ag005G444580	Aa_G133250.h1.t1
OG0001955	Ag001G010570	Aa_G611070.h1.t1
OG0001956	Ag005G419280	Aa_G541710.h1.t1
OG0001957	Ag002G161280	Aa_G406500.h1.t1
OG0001957	Ag007G580550	Aa_G138740.h1.t1
OG0001958	Ag008G697480, Ag005G415070	Aa_G739940.h1.t1, Aa_G739930.h1.t1
OG0001959	Ag001G091250	Aa_G322950.h1.t1
OG0001959	Ag001G091300, Ag002G178680	Aa_G322920.h1.t1
OG0001960	Ag001G007090	Aa_G396700.h1.t1
OG0001961	Ag005G447430	Aa_G50630.h1.t1
OG0001961	Ag001G015290	Aa_G334840.h1.t1
OG0001962	Ag004G306860	Aa_G275730.h1.t1
OG0001962	Ag006G570290, Ag006G570300, Ag001G018280, Ag004G306940	Aa_G1062810.h2.t1, Aa_G1062810.h3.t1, Aa_G1062810.h1.t1, Aa_G119050.h1.t1, Aa_G435880.h1.t1
OG0001963	Ag006G509240	Aa_G188830.h1.t1
OG0001971	Ag003G256910	Aa_G343420.h1.t1
OG0001971	Ag005G404710	Aa_G64120.h1.t1
OG0001972	Ag003G261880	Aa_G325440.h1.t1
OG0001972	Ag005G409540	Aa_G426560.h1.t1
OG0001973	Ag003G267490	Aa_G120660.h1.t1
OG0001974	Ag003G268750	Aa_G399000.h1.t1
OG0001975	Ag003G275410	Aa_G258370.h1.t1
OG0001976	Ag003G282720	Aa_G557000.h1.t1
OG0001977	Ag002G164520	Aa_G24690.h1.t1
OG0001978	Ag004G313380	Aa_G804100.h1.t1
OG0001979	Ag004G320840	Aa_G117630.h1.t1
OG0001980	Ag008G660990	Aa_G146240.h1.t1
OG0001980	Ag004G320560	Aa_G117800.h1.t1
OG0001981	Ag004G317220	Aa_G26720.h1.t1
OG0001982	Ag008G667170	Aa_G25600.h1.t1
OG0001982	Ag004G316950	Aa_G26520.h1.t1
OG0001983	Ag008G668810	Aa_G508040.h1.t1
OG0001983	Ag007G654970	Aa_G229840.h1.t1
OG0001984	Ag008G669040	Aa_G263330.h1.t1
OG0001984	Ag007G654360	Aa_G413270.h1.t1
OG0001985	Ag004G315690	Aa_G246060.h1.t1
OG0001985	Ag004G381080	Aa_G357250.h1.t1
OG0001986	Ag001G082380	Aa_G174910.h1.t1
OG0001986	Ag002G189560	Aa_G88490.h1.t1
OG0001987	Ag006G497300, Ag006G559990	Aa_G140780.h1.t1
OG0001987	Ag005G475800	Aa_G419560.h1.t1
OG0001988	Ag005G473510	Aa_G195480.h1.t1
OG0001989	Ag005G473040	Aa_G216150.h1.t1, Aa_G869660.h1.t1
OG0001989	Ag006G502870	Aa_G813620.h1.t1, Aa_G216160.h1.t1
OG0001990	Ag008G688660, Ag008G689820	Aa_G516260.h1.t1
OG0001990	Ag003G251440	Aa_G107270.h1.t1
OG0001992	Ag008G696670	Aa_G641220.h1.t1
OG0001993	Ag008G697710	Aa_G580850.h1.t1
OG0001995	Ag008G719620	Aa_G112750.h1.t1
OG0001996	Ag007G607970	Aa_G267600.h1.t1
OG0001997	Ag007G602870, Ag007G602850	Aa_G516760.h1.t1
OG0001997	Ag006G523580	Aa_G165190.h1.t1
OG0001998	Ag007G602350	Aa_G637990.h1.t1
OG0001998	Ag008G730990	Aa_G51650.h1.t1
OG0001999	Ag007G599950	Aa_G471540.h1.t1
OG0001999	Ag008G726130	Aa_G401170.h1.t1
OG0002000	Ag008G726570, Ag006G507840	Aa_G275500.h1.t1
OG0002001	Ag002G120060	Aa_G324640.h1.t1
OG0002001	Ag006G576740	Aa_G152240.h1.t1
OG0002002	Ag006G558340, Ag006G558270	Aa_G204110.h1.t1
OG0002003	Ag006G554290	Aa_G371010.h1.t1
OG0002003	Ag002G140410	Aa_G320540.h1.t1
OG0002004	Ag002G144320, Ag002G143830	Aa_G35170.h1.t1
OG0002004	Ag006G550990	Aa_G19900.h1.t1
OG0002005	Ag006G542540, Ag006G545080	Aa_G417280.h1.t1
OG0002006	Ag006G542760, Ag006G544830	Aa_G124480.h1.t1
OG0002006	Ag002G146810	Aa_G275340.h1.t1
OG0002007	Ag006G544780, Ag006G542870	Aa_G124460.h1.t1
OG0002008	Ag002G147660	Aa_G129070.h1.t1
OG0002008	Ag006G541100	Aa_G376020.h1.t1
OG0002010	Ag007G582620	Aa_G408530.h1.t1
OG0002010	Ag007G582690	Aa_G408520.h1.t1
OG0002011	Ag007G582180	Aa_G223730.h1.t1
OG0002012	Ag005G415580	Aa_G650560.h1.t1
OG0002012	Ag003G285760	Aa_G426380.h1.t1
OG0002013	Ag005G413950	Aa_G580080.h1.t1
OG0002013	Ag003G285990	Aa_G157120.h1.t1
OG0002014	Ag003G286950	Aa_G514690.h1.t1
OG0002015	Ag005G410320	Aa_G426660.h1.t1
OG0002015	Ag003G289360	Aa_G223210.h1.t1
OG0002016	Ag004G314200	Aa_G195500.h1.t1
OG0002016	Ag003G291890, Ag003G291880	Aa_G661990.h1.t1
OG0002017	Ag003G293040	Aa_G503370.h1.t1, Aa_G56180.h1.t1
OG0002018	Ag006G521300	Aa_G50380.h1.t1
OG0002018	Ag003G295490	Aa_G351890.h1.t1
OG0002019	Ag007G579290, Ag002G164250	Aa_G414380.h1.t1
OG0002020	Ag005G412520	Aa_G318490.h1.t1, Aa_G318500.h1.t1, Aa_G223710.h1.t1
OG0002021	Ag006G543040, Ag006G544570	Aa_G500540.h1.t1
OG0002021	Ag006G561660	Aa_G275300.h1.t1
OG0002022	Ag004G327610	Aa_G528250.h1.t1
OG0002022	Ag002G111920, Ag002G108470	Aa_G822590.h1.t1, Aa_G58220.h1.t1
OG0002023	Ag005G436950, Ag001G036120	Aa_G413560.h1.t1, Aa_G233310.h1.t1
OG0002024	Ag005G438950	Aa_G198870.h1.t1
OG0002025	Ag002G203480, Ag006G502600	Aa_G196890.h1.t1
OG0002025	Ag002G203490	Aa_G196900.h1.t1
OG0002026	Ag001G092660	Aa_G102460.h1.t1
OG0002027	Ag001G084390	Aa_G369790.h1.t1
OG0002027	Ag002G191140	Aa_G188360.h1.t1
OG0002028	Ag008G711780	Aa_G362110.h1.t1
OG0002029	Ag006G515500	Aa_G67870.h1.t1
OG0002030	Ag004G300160	Aa_G228420.h1.t1
OG0002031	Ag004G302690, Ag007G588440	Aa_G38960.h1.t1, Aa_G38960.h2.t1, Aa_G363600.h1.t1, Aa_G363600.h2.t1
OG0002032	Ag007G589300	Aa_G424780.h1.t1
OG0002032	Ag004G303850	Aa_G219010.h1.t1
OG0002033	Ag004G305860	Aa_G22470.h1.t1
OG0002033	Ag007G592190	Aa_G374200.h1.t1
OG0002034	Ag004G307140	Aa_G310530.h1.t1
OG0002034	Ag007G594670	Aa_G400780.h1.t1, Aa_G425720.h1.t1
OG0002035	Ag008G695150	Aa_G480150.h1.t1
OG0002036	Ag007G619910	Aa_G383460.h1.t1
OG0002036	Ag005G489590	Aa_G42610.h1.t1
OG0002037	Ag007G619920	Aa_G383450.h1.t1
OG0002037	Ag005G489560	Aa_G42590.h1.t1
OG0002038	Ag005G460260	Aa_G617210.h1.t1, Aa_G242750.h1.t1
OG0002038	Ag005G483450	Aa_G50960.h1.t1
OG0002039	Ag003G265280, Ag008G660570, Ag001G079110	Aa_G213630.h1.t1
OG0002039	Ag002G183830	Aa_G38080.h1.t1
OG0002040	Ag002G167760	Aa_G595080.h1.t1
OG0002040	Ag001G070880	Aa_G447730.h1.t1
OG0002041	Ag002G171080	Aa_G548170.h1.t1
OG0002041	Ag001G072460	Aa_G14150.h1.t1
OG0002042	Ag002G176370	Aa_G730580.h1.t1
OG0002043	Ag004G322830	Aa_G121270.h1.t1
OG0002044	Ag003G208360	Aa_G497420.h1.t1
OG0002045	Ag004G323750	Aa_G25250.h1.t1
OG0002045	Ag003G209000	Aa_G410400.h1.t1
OG0002046	Ag003G210530	Aa_G293580.h1.t1
OG0002047	Ag003G211970	Aa_G80400.h1.t1
OG0002048	Ag004G327480	Aa_G188660.h1.t1
OG0002049	Ag003G237590	Aa_G341840.h1.t1
OG0002049	Ag004G328330, Ag004G328370	Aa_G188200.h1.t1, Aa_G924510.h2.t1, Aa_G924510.h1.t1
OG0002050	Ag004G335320	Aa_G334090.h1.t1
OG0002050	Ag003G220350	Aa_G111110.h1.t1
OG0002051	Ag004G335600	Aa_G33330.h1.t1
OG0002051	Ag002G193400	Aa_G230840.h1.t1
OG0002052	Ag004G336040	Aa_G60730.h1.t1
OG0002052	Ag003G219700	Aa_G418920.h1.t1
OG0002053	Ag004G336930	Aa_G374450.h1.t1
OG0002053	Ag003G218940	Aa_G215540.h1.t1
OG0002054	Ag004G341050	Aa_G399850.h1.t1, Aa_G399850.h2.t1
OG0002054	Ag004G343370	Aa_G232210.h1.t1
OG0002055	Ag003G241510	Aa_G62600.h1.t1
OG0002055	Ag004G344400	Aa_G68650.h1.t1
OG0002057	Ag003G272240	Aa_G324910.h1.t1
OG0002058	Ag005G472900	Aa_G166880.h1.t1
OG0002059	Ag004G303610	Aa_G235380.h1.t1
OG0002059	Ag007G589480	Aa_G243640.h1.t1
OG0002060	Ag004G345460	Aa_G189640.h1.t1
OG0002060	Ag007G616010	Aa_G8080.h1.t1
OG0002061	Ag008G723170, Ag008G723230, Ag008G723270	Aa_G377390.h1.t1
OG0002062	Ag008G725120	Aa_G94920.h1.t1
OG0002063	Ag006G506230	Aa_G244380.h1.t1
OG0002063	Ag008G705790	Aa_G344350.h1.t1
OG0002064	Ag001G067120, Ag001G067090	Aa_G122710.h1.t1
OG0002065	Ag002G164370, Ag002G164440	Aa_G642350.h3.t1, Aa_G642350.h1.t1, Aa_G642350.h2.t1, Aa_G629580.h1.t1, Aa_G140020.h1.t1
OG0002066	Ag003G219490	Aa_G165040.h1.t1
OG0002067	Ag003G223440	Aa_G281700.h1.t1
OG0002068	Ag003G211900	Aa_G80490.h1.t1, Aa_G80470.h1.t1
OG0002069	Ag003G211710	Aa_G336990.h1.t1
OG0002069	Ag003G211730	Aa_G336980.h1.t1
OG0002070	Ag004G324840	Aa_G410230.h1.t1, Aa_G457360.h1.t1
OG0002071	Ag001G001490	Aa_G193240.h1.t1
OG0002072	Ag001G002400	Aa_G231480.h1.t1
OG0002072	Ag005G468970	Aa_G606970.h1.t1
OG0002073	Ag001G006270	Aa_G74130.h1.t1
OG0002073	Ag005G464920	Aa_G1470.h1.t1
OG0002074	Ag001G028800	Aa_G380650.h1.t1
OG0002074	Ag005G459200, Ag005G459190	Aa_G56920.h1.t1
OG0002075	Ag005G402170	Aa_G596990.h1.t1
OG0002075	Ag014G741810, Ag005G402110	Aa_G64290.h1.t1
OG0002076	Ag001G000090	Aa_G205510.h1.t1
OG0002076	Ag001G030310, Ag005G470660	Aa_G40100.h1.t1
OG0002077	Ag001G010700	Aa_G225070.h1.t1
OG0002077	Ag005G442380, Ag005G443690	Aa_G430360.h1.t1
OG0002078	Ag001G079520, Ag001G079500	Aa_G494900.h1.t1
OG0002078	Ag001G079370	Aa_G494880.h1.t1, Aa_G725880.h1.t1
OG0002079	Ag002G191320, Ag002G191310, Ag001G020430, Ag002G191420	Aa_G48830.h1.t1, Aa_G326930.h1.t1, Aa_G188340.h1.t1
OG0002080	Ag001G032890	Aa_G753100.h1.t1, Aa_G448590.h1.t1, Aa_G567270.h2.t1, Aa_G567270.h1.t1, Aa_G428420.h1.t1
OG0002080	Ag007G646510	Aa_G428440.h1.t1
OG0002081	Ag005G453180, Ag001G037790	Aa_G87290.h1.t1
OG0002082	Ag001G075490	Aa_G411720.h1.t1
OG0002082	Ag002G178120	Aa_G269480.h1.t1
OG0002083	Ag002G190020	Aa_G88350.h1.t1, Aa_G123990.h1.t1, Aa_G88340.h1.t1
OG0002084	Ag003G208260	Aa_G497490.h1.t1
OG0002085	Ag005G442340, Ag005G443650	Aa_G103180.h1.t1
OG0002093	Ag003G281210	Aa_G258800.h1.t1
OG0002094	Ag001G006620, Ag004G332160	Aa_G110310.h1.t1
OG0002095	Ag005G416290	Aa_G383830.h1.t1
OG0002095	Ag003G285280	Aa_G293880.h1.t1
OG0002096	Ag004G366830	Aa_G7680.h1.t1
OG0002096	Ag004G309900	Aa_G394720.h1.t1
OG0002097	Ag004G369120	Aa_G282540.h1.t1
OG0002097	Ag004G311270	Aa_G165480.h1.t1
OG0002098	Ag004G373260	Aa_G392490.h1.t1
OG0002098	Ag008G707440	Aa_G592870.h1.t1
OG0002099	Ag004G312960	Aa_G457560.h1.t1
OG0002099	Ag004G373830	Aa_G72250.h1.t1
OG0002100	Ag004G319160	Aa_G569540.h1.t1
OG0002100	Ag008G662410	Aa_G480460.h1.t1
OG0002101	Ag008G668940, Ag008G668930	Aa_G424650.h1.t1
OG0002102	Ag005G445040, Ag001G053000, Ag005G442710, Ag005G443950	Aa_G52030.h1.t1, Aa_G174340.h1.t1, Aa_G658010.h1.t1
OG0002103	Ag004G401400	Aa_G488530.h1.t1
OG0002104	Ag004G389560, Ag004G394560	Aa_G65890.h1.t1
OG0002104	Ag007G656140	Aa_G165340.h1.t1
OG0002105	Ag004G316430	Aa_G328360.h1.t1
OG0002105	Ag004G382830	Aa_G433420.h1.t1
OG0002106	Ag004G379140	Aa_G489110.h1.t1
OG0002106	Ag004G315090	Aa_G298980.h1.t1
OG0002107	Ag001G082070	Aa_G174990.h1.t1
OG0002107	Ag002G188670	Aa_G144230.h1.t1
OG0002108	Ag006G491920	Aa_G420200.h2.t1, Aa_G420200.h1.t1
OG0002108	Ag005G478220	Aa_G24090.h1.t1
OG0002109	Ag006G494820	Aa_G34600.h1.t1
OG0002110	Ag005G476500	Aa_G34520.h1.t1
OG0002110	Ag006G495170	Aa_G259880.h1.t1
OG0002111	Ag006G497330	Aa_G140750.h1.t1
OG0002112	Ag006G499360	Aa_G303880.h1.t1
OG0002112	Ag005G474680	Aa_G137020.h1.t1
OG0002114	Ag003G252520	Aa_G244680.h1.t1, Aa_G133110.h1.t1
OG0002114	Ag008G686810	Aa_G372280.h1.t1
OG0002115	Ag003G250830	Aa_G86580.h1.t1
OG0002116	Ag008G695690	Aa_G48400.h1.t1
OG0002117	Ag007G610530	Aa_G385340.h1.t1
OG0002118	Ag008G720200	Aa_G574360.h1.t1
OG0002118	Ag007G607860	Aa_G267520.h1.t1
OG0002119	Ag007G605630	Aa_G168630.h1.t1, Aa_G596570.h1.t1
OG0002120	Ag008G723770	Aa_G143220.h1.t1
OG0002120	Ag007G601490	Aa_G210780.h1.t1
OG0002121	Ag003G215630, Ag008G726580	Aa_G435140.h1.t1
OG0002121	Ag006G507800	Aa_G504190.h1.t1
OG0002122	Ag002G123230	Aa_G162880.h1.t1
OG0002122	Ag006G577710	Aa_G96190.h1.t1
OG0002123	Ag002G104640	Aa_G118040.h1.t1
OG0002123	Ag006G573470	Aa_G78030.h1.t1
OG0002124	Ag002G104060	Aa_G239380.h1.t1
OG0002124	Ag006G572030, Ag006G572060	Aa_G78150.h1.t1
OG0002125	Ag002G125390	Aa_G123780.h1.t1
OG0002126	Ag002G130920	Aa_G41830.h1.t1
OG0002126	Ag006G564450	Aa_G37690.h1.t1, Aa_G37720.h1.t1
OG0002127	Ag002G146610	Aa_G686370.h1.t1
OG0002127	Ag006G544990, Ag006G542620	Aa_G692600.h1.t1
OG0002128	Ag002G147530	Aa_G129100.h1.t1
OG0002128	Ag006G541190	Aa_G312260.h1.t1
OG0002129	Ag006G536870, Ag006G539400	Aa_G57220.h1.t1
OG0002131	Ag006G512200	Aa_G191520.h1.t1
OG0002131	Ag004G299710	Aa_G6580.h1.t1
OG0002132	Ag003G285850	Aa_G564360.h1.t1
OG0002132	Ag005G415460	Aa_G344720.h1.t1
OG0002133	Ag003G285970	Aa_G781090.h1.t1
OG0002133	Ag003G220420, Ag003G286150	Aa_G157050.h1.t1
OG0002134	Ag003G287760	Aa_G514600.h1.t1
OG0002134	Ag005G414720	Aa_G249580.h1.t1
OG0002135	Ag005G410310	Aa_G426650.h1.t1, Aa_G151450.h1.t1
OG0002136	Ag006G520650	Aa_G10000.h1.t1
OG0002136	Ag003G296290	Aa_G137890.h1.t1
OG0002137	Ag007G648660	Aa_G752880.h1.t1
OG0002138	Ag002G160470	Aa_G484430.h1.t1
OG0002139	Ag002G157910	Aa_G492520.h1.t1
OG0002140	Ag006G540260, Ag006G540220, Ag006G540230	Aa_G124940.h1.t1
OG0002141	Ag005G431960	Aa_G658390.h1.t1
OG0002142	Ag001G098360	Aa_G163580.h1.t1, Aa_G163590.h1.t1
OG0002143	Ag002G206550	Aa_G13020.h1.t1
OG0002145	Ag002G192970	Aa_G67350.h1.t1
OG0002146	Ag008G714400	Aa_G173880.h1.t1
OG0002147	Ag008G710190, Ag008G709980	Aa_G33840.h1.t1, Aa_G33830.h1.t1
OG0002148	Ag008G709250	Aa_G28280.h5.t1, Aa_G28280.h3.t1, Aa_G877590.h1.t1, Aa_G877590.h3.t1, Aa_G445570.h5.t1, Aa_G445570.h3.t1, Aa_G445570.h4.t1, Aa_G877590.h2.t1, Aa_G28280.h2.t1, Aa_G445570.h2.t1, Aa_G877590.h5.t1, Aa_G28280.h1.t1, Aa_G445570.h1.t1, Aa_G877590.h4.t1, Aa_G28280.h4.t1
OG0002149	Ag008G729000	Aa_G320920.h1.t1
OG0002150	Ag008G734430	Aa_G124640.h1.t1
OG0002151	Ag008G735060	Aa_G147100.h1.t1
OG0002151	Ag005G410680	Aa_G325980.h1.t1
OG0002152	Ag004G297740	Aa_G94430.h1.t1
OG0002152	Ag004G297730	Aa_G94440.h1.t1
OG0002153	Ag004G297830	Aa_G94340.h1.t1
OG0002153	Ag006G517200, Ag006G517240, Ag006G517210	Aa_G511700.h1.t1
OG0002154	Ag007G586870	Aa_G89490.h1.t1
OG0002154	Ag004G301810	Aa_G134510.h1.t1
OG0002155	Ag007G587350	Aa_G316900.h1.t1
OG0002155	Ag004G302190	Aa_G423560.h1.t1
OG0002156	Ag007G588450	Aa_G363620.h1.t1, Aa_G363610.h1.t1
OG0002157	Ag007G589440	Aa_G243670.h1.t1
OG0002158	Ag003G252370	Aa_G291770.h1.t1
OG0002158	Ag003G252390	Aa_G291780.h1.t1
OG0002159	Ag005G489080	Aa_G42310.h1.t1
OG0002159	Ag007G621620	Aa_G96850.h1.t1
OG0002160	Ag007G625550	Aa_G192730.h1.t1
OG0002161	Ag005G485290	Aa_G65460.h1.t1, Aa_G4290.h1.t1
OG0002162	Ag005G482200, Ag004G344390	Aa_G293430.h1.t1
OG0002165	Ag007G611810	Aa_G731180.h1.t1
OG0002165	Ag005G478780	Aa_G302090.h1.t1
OG0002166	Ag001G080650	Aa_G287180.h1.t1
OG0002166	Ag002G186480	Aa_G560380.h1.t1
OG0002167	Ag002G181860	Aa_G461900.h1.t1
OG0002168	Ag001G064100	Aa_G478800.h1.t1
OG0002169	Ag002G177630	Aa_G696730.h1.t1
OG0002169	Ag001G074710	Aa_G69970.h1.t1, Aa_G260950.h1.t1
OG0002170	Ag004G324320	Aa_G497280.h1.t1
OG0002170	Ag003G210320, Ag003G210410	Aa_G462520.h1.t1
OG0002171	Ag003G210910	Aa_G265730.h1.t1
OG0002173	Ag004G325040, Ag003G211920	Aa_G80450.h1.t1
OG0002174	Ag003G228530	Aa_G476990.h1.t1
OG0002175	Ag003G220050	Aa_G111030.h1.t1
OG0002175	Ag004G335590	Aa_G33340.h1.t1
OG0002176	Ag004G339740	Aa_G528440.h1.t1
OG0002177	Ag004G341090	Aa_G653370.h1.t1
OG0002177	Ag004G343530	Aa_G232120.h1.t1
OG0002178	Ag004G344990	Aa_G17580.h1.t1
OG0002178	Ag003G242060	Aa_G62430.h1.t1
OG0002179	Ag004G355430	Aa_G184440.h1.t1
OG0002179	Ag001G006910	Aa_G61760.h1.t1
OG0002181	Ag003G281530	Aa_G144740.h1.t1
OG0002181	Ag006G509540	Aa_G144770.h1.t1, Aa_G188800.h1.t1
OG0002182	Ag008G725620	Aa_G620780.h1.t1
OG0002183	Ag004G318160	Aa_G398280.h1.t1
OG0002183	Ag008G665480	Aa_G83420.h1.t1
OG0002184	Ag004G314960	Aa_G418620.h1.t1
OG0002185	Ag004G378810	Aa_G489070.h1.t1
OG0002186	Ag004G373720	Aa_G72220.h1.t1
OG0002186	Ag004G312920	Aa_G457520.h1.t1
OG0002187	Ag004G310600	Aa_G160860.h1.t1
OG0002187	Ag006G534580, Ag005G478770	Aa_G500900.h1.t1
OG0002188	Ag004G304290, Ag004G304300, Ag004G304280	Aa_G79380.h1.t1
OG0002189	Ag005G473210	Aa_G285170.h1.t1
OG0002189	Ag006G501930	Aa_G195250.h1.t1
OG0002190	Ag005G474790	Aa_G137100.h1.t1
OG0002190	Ag006G499120	Aa_G304080.h1.t1
OG0002191	Ag008G719900	Aa_G112950.h1.t1, Aa_G112940.h1.t1
OG0002192	Ag008G715980, Ag008G715950	Aa_G403320.h1.t1, Aa_G8740.h1.t1
OG0002193	Ag008G718560	Aa_G68340.h1.t1, Aa_G68330.h1.t1
OG0002194	Ag001G000560	Aa_G108900.h1.t1
OG0002194	Ag005G470260	Aa_G290310.h1.t1
OG0002195	Ag005G469440	Aa_G176070.h1.t1
OG0002195	Ag001G001510	Aa_G193250.h1.t1
OG0002196	Ag001G030380, Ag001G031560	Aa_G327200.h1.t1
OG0002196	Ag005G460090	Aa_G97130.h1.t1
OG0002197	Ag005G457930	Aa_G53570.h1.t1
OG0002197	Ag001G026610	Aa_G57640.h1.t1
OG0002198	Ag005G456430	Aa_G501340.h1.t1
OG0002198	Ag001G024720	Aa_G110610.h1.t1
OG0002199	Ag005G455920	Aa_G181840.h1.t1
OG0002199	Ag001G024580	Aa_G255180.h1.t1
OG0002201	Ag005G417000	Aa_G548880.h1.t1
OG0002201	Ag008G701480	Aa_G548890.h1.t1
OG0002202	Ag003G285290	Aa_G379310.h1.t1
OG0002203	Ag006G501170	Aa_G526570.h1.t1
OG0002204	Ag005G407600	Aa_G244800.h1.t1
OG0002206	Ag001G018170	Aa_G599970.h1.t1
OG0002206	Ag005G450710	Aa_G371350.h1.t1
OG0002207	Ag001G030350, Ag001G031530	Aa_G520900.h1.t1
OG0002207	Ag001G031520, Ag001G030340	Aa_G520910.h1.t1
OG0002208	Ag001G083460	Aa_G238730.h1.t1, Aa_G238740.h1.t1, Aa_G238720.h1.t1
OG0002209	Ag002G201700	Aa_G16230.h1.t1
OG0002209	Ag001G093720	Aa_G48780.h1.t1
OG0002210	Ag003G273930	Aa_G144820.h1.t1
OG0002212	Ag005G413120	Aa_G5950.h1.t1
OG0002219	Ag005G404760	Aa_G64100.h1.t1
OG0002220	Ag003G258300	Aa_G628380.h1.t1
OG0002221	Ag005G405720	Aa_G230110.h1.t1
OG0002223	Ag003G267520	Aa_G163960.h1.t1
OG0002224	Ag003G269840	Aa_G241420.h1.t1
OG0002225	Ag003G272230	Aa_G324920.h1.t1, Aa_G373620.h1.t1
OG0002226	Ag003G273570	Aa_G274270.h1.t1
OG0002227	Ag005G416210	Aa_G383790.h1.t1
OG0002228	Ag002G163270	Aa_G11140.h1.t1
OG0002228	Ag007G578180	Aa_G109310.h1.t1
OG0002229	Ag004G322380	Aa_G394390.h1.t1
OG0002230	Ag004G321180	Aa_G115560.h1.t1
OG0002230	Ag008G660030	Aa_G449000.h1.t1
OG0002231	Ag008G663390	Aa_G309810.h1.t1
OG0002231	Ag004G318350, Ag005G435690	Aa_G109550.h1.t1
OG0002232	Ag008G665600	Aa_G83380.h1.t1
OG0002232	Ag004G318230	Aa_G398290.h1.t1
OG0002233	Ag005G468410	Aa_G142410.h1.t1
OG0002234	Ag007G649170	Aa_G308820.h1.t1
OG0002235	Ag004G358150	Aa_G173030.h1.t1
OG0002237	Ag004G360480	Aa_G596140.h1.t1
OG0002239	Ag004G379650	Aa_G18470.h1.t1
OG0002239	Ag004G315170	Aa_G298920.h1.t1
OG0002240	Ag008G701930	Aa_G69070.h1.t1
OG0002241	Ag005G478180	Aa_G24060.h1.t1
OG0002242	Ag005G475860	Aa_G322220.h1.t1
OG0002242	Ag007G625660, Ag007G654650, Ag003G290480, Ag005G465590, Ag006G497190	Aa_G140830.h1.t1
OG0002243	Ag003G207950	Aa_G484970.h1.t1
OG0002244	Ag008G728700	Aa_G406310.h1.t1
OG0002244	Ag005G472300	Aa_G102870.h1.t1
OG0002247	Ag008G681150	Aa_G375210.h1.t1
OG0002247	Ag007G585930	Aa_G29850.h1.t1
OG0002248	Ag001G057710	Aa_G432960.h1.t1
OG0002249	Ag008G694500	Aa_G483100.h1.t1
OG0002250	Ag008G696750	Aa_G441250.h1.t1
OG0002250	Ag006G518510, Ag006G519690, Ag006G517550	Aa_G69780.h1.t1
OG0002251	Ag008G697970	Aa_G216560.h1.t1
OG0002252	Ag008G703840	Aa_G729530.h1.t1
OG0002253	Ag007G610430	Aa_G385320.h1.t1
OG0002254	Ag008G719560	Aa_G181400.h1.t1
OG0002254	Ag007G609380	Aa_G623420.h1.t1
OG0002255	Ag008G719800	Aa_G112910.h1.t1
