Orthogroup	Alyssum_gmelinii	Cardamine_glauca
OG0002565	Ag001G069170	Cg002G054200
OG0002566	Ag002G172370	Cg005G169040
OG0002567	Ag004G324860	Cg006G229650
OG0002568	Ag003G226430	Cg007G275910
OG0002568	Ag004G332460	Cg006G226370
OG0002569	Ag003G222490	Cg007G276700
OG0002569	Ag004G334090	Cg006G225640
OG0002570	Ag003G222230	Cg007G276810
OG0002571	Ag003G220060	Cg007G277190
OG0002571	Ag004G335580	Cg006G225050
OG0002572	Ag004G337450	Cg006G224400
OG0002573	Ag004G346180	Cg007G270600
OG0002573	Ag003G243110	Cg006G221710
OG0002574	Ag004G351450	Cg007G268890
OG0002575	Ag004G321090	Cg006G221560
OG0002577	Ag004G306990	Cg006G238700
OG0002578	Ag008G697910, Ag004G305470	Cg006G239860, Cg006G239870
OG0002580	Ag007G590160	Cg005G174660
OG0002581	Ag004G298800	Cg006G244260
OG0002582	Ag002G186080	Cg004G146280, Cg005G165840
OG0002583	Ag008G693110	Cg002G057300
OG0002583	Ag008G722000	Cg008G304310
OG0002584	Ag001G053020	Cg002G059840
OG0002584	Ag008G706760	Cg003G106410
OG0002585	Ag008G709510	Cg003G107360
OG0002587	Ag004G332590	Cg006G226280
OG0002587	Ag003G226110	Cg007G276040
OG0002588	Ag003G231660	Cg007G274750
OG0002589	Ag004G327580	Cg006G228430
OG0002589	Ag003G238700	Cg007G273230
OG0002590	Ag005G467450	Cg004G130210
OG0002591	Ag005G469040	Cg004G129360
OG0002591	Ag001G016720, Ag001G002320	Cg006G194870
OG0002592	Ag001G003650	Cg006G195380
OG0002592	Ag005G467560	Cg004G130000
OG0002593	Ag001G007300	Cg006G196810
OG0002593	Ag005G463500	Cg004G131840
OG0002594	Ag001G007750	Cg006G196990
OG0002594	Ag005G463010, Ag006G549780, Ag002G112380	Cg004G132020
OG0002595	Ag005G461850	Cg004G132470
OG0002595	Ag001G009010	Cg006G197460
OG0002596	Ag005G460250, Ag005G454600	Cg004G133110
OG0002596	Ag001G031690, Ag001G030540	Cg001G025430
OG0002597	Ag005G458740	Cg004G133760
OG0002597	Ag001G027310	Cg006G201820
OG0002598	Ag005G456770	Cg004G134400
OG0002599	Ag005G440580, Ag005G440620	Cg004G138810, Cg004G138790
OG0002600	Ag003G236450	Cg004G119080
OG0002601	Ag006G550970	Cg005G187800
OG0002601	Ag003G279070	Cg001G007960
OG0002602	Ag005G469990	Cg004G128840
OG0002603	Ag005G444170, Ag005G442890	Cg004G137900
OG0002603	Ag001G011230	Cg006G198370
OG0002604	Ag007G588860, Ag003G261990, Ag003G262340	Cg006G200350, Cg006G200340
OG0002605	Ag001G081580	Cg002G049880
OG0002605	Ag002G188220	Cg005G165190
OG0002607	Ag001G092240, Ag001G092210, Ag001G092200, Ag001G092230, Ag001G092330, Ag001G092280	Cg002G046470
OG0002609	Ag001G096640, Ag001G096690, Ag001G097370, Ag001G097290	Cg002G044260
OG0002609	Ag001G088400, Ag001G088360	Cg002G044250
OG0002610	Ag008G703650, Ag008G703690, Ag008G703720, Ag008G703670, Ag006G576820	Cg001G023070
OG0002610	Ag002G108710, Ag002G112330, Ag002G112230	Cg008G323540
OG0002611	Ag002G178330	Cg005G167400
OG0002612	Ag003G279400	Cg001G008120
OG0002614	Ag008G667480	Cg002G071810
OG0002615	Ag004G338140	Cg006G224050, Cg006G224060, Cg006G224070
OG0002616	Ag007G581870, Ag006G505180	Cg006G195130
OG0002618	Ag008G730190	Cg003G111570, Cg003G111580
OG0002622	Ag005G402980	Cg004G156600
OG0002622	Ag003G255280	Cg001G011750
OG0002623	Ag003G267640	Cg005G190160, Cg001G009490
OG0002624	Ag003G278100	Cg001G007540
OG0002626	Ag003G281940	Cg001G005790
OG0002627	Ag003G282170	Cg001G005660
OG0002628	Ag003G283180	Cg001G005250
OG0002629	Ag002G162350	Cg005G171540
OG0002629	Ag007G579610	Cg006G215190
OG0002630	Ag007G578610	Cg006G214160
OG0002631	Ag001G101560	Cg001G024370
OG0002632	Ag004G366600	Cg007G254160
OG0002632	Ag004G309630, Ag001G083910, Ag004G395070	Cg006G236820
OG0002633	Ag004G310470	Cg006G236410
OG0002634	Ag004G369090	Cg007G251730
OG0002634	Ag004G311210	Cg006G235890
OG0002635	Ag004G313950	Cg006G234480
OG0002636	Ag004G321280	Cg006G231150
OG0002637	Ag004G319430	Cg006G231950
OG0002638	Ag008G664140	Cg002G073040
OG0002638	Ag004G317750	Cg006G232670
OG0002639	Ag008G667870	Cg002G071560
OG0002639	Ag006G494010	Cg008G283550
OG0002641	Ag007G648650	Cg001G039610
OG0002642	Ag004G356460	Cg007G267110
OG0002642	Ag007G647270	Cg001G038360
OG0002643	Ag007G646080	Cg001G036740
OG0002643	Ag004G358820	Cg007G265600
OG0002645	Ag008G701890	Cg003G104790
OG0002645	Ag003G249220	Cg001G014770
OG0002646	Ag006G497220	Cg008G284860
OG0002646	Ag005G475820	Cg004G125850
OG0002647	Ag001G041410	Cg003G091740
OG0002649	Ag008G687360	Cg003G100700
OG0002650	Ag008G689490	Cg003G101600
OG0002651	Ag008G693340	Cg003G101870
OG0002653	Ag007G605960	Cg008G291370
OG0002653	Ag008G721390	Cg008G304700
OG0002654	Ag007G605080	Cg008G291000
OG0002655	Ag007G604090	Cg008G290480
OG0002655	Ag008G732570	Cg003G112980
OG0002656	Ag008G731530	Cg003G112520
OG0002656	Ag007G603140	Cg008G290090
OG0002657	Ag002G117400, Ag002G117440	Cg008G323970
OG0002657	Ag001G033900	Cg001G026100
OG0002658	Ag006G562640	Cg001G020090
OG0002658	Ag006G562670, Ag006G562680	Cg001G020080
OG0002659	Ag006G553310	Cg001G018670
OG0002659	Ag002G141160	Cg003G080990
OG0002660	Ag002G142420	Cg003G081250
OG0002660	Ag006G552110	Cg001G018380
OG0002661	Ag002G145840	Cg003G082440
OG0002662	Ag006G534950	Cg006G209140
OG0002662	Ag002G156060, Ag002G153510	Cg003G085310
OG0002663	Ag007G583690	Cg006G218580
OG0002664	Ag003G286160, Ag003G286170, Ag003G286140	Cg001G004500
OG0002665	Ag005G413070, Ag005G413510	Cg004G154100
OG0002666	Ag003G288780, Ag003G288810, Ag003G288760	Cg001G003670
OG0002667	Ag003G288990	Cg001G003580
OG0002667	Ag005G410990	Cg004G154550
OG0002668	Ag003G290130, Ag003G290180, Ag003G290150	Cg001G003120
OG0002669	Ag005G446620	Cg001G002440
OG0002670	Ag006G521560	Cg005G193240
OG0002670	Ag003G295170	Cg001G001050
OG0002671	Ag007G652750	Cg001G035430, Cg001G035370, Cg001G037170, Cg001G037150, Cg001G035480
OG0002672	Ag007G649110	Cg001G039980
OG0002673	Ag002G153140, Ag002G155800	Cg003G085790
OG0002673	Ag004G321190	Cg006G231220
OG0002675	Ag006G564010	Cg001G019890
OG0002675	Ag002G130110	Cg003G094180, Cg003G079840
OG0002676	Ag001G043400	Cg001G031290
OG0002676	Ag005G426920	Cg004G143230
OG0002677	Ag008G716950	Cg001G030510
OG0002678	Ag001G038520	Cg001G029250
OG0002679	Ag005G436190	Cg001G027460, Cg004G140350
OG0002680	Ag005G436570	Cg004G140250
OG0002681	Ag002G203420	Cg005G159310
OG0002682	Ag002G196570	Cg005G162720
OG0002683	Ag001G086130	Cg002G048260
OG0002684	Ag002G191430	Cg005G164360
OG0002684	Ag001G084410	Cg002G048940
OG0002685	Ag005G478350	Cg004G124550
OG0002686	Ag006G497200	Cg008G284840
OG0002686	Ag007G620320	Cg008G296240
OG0002687	Ag003G278210	Cg002G062050
OG0002687	Ag008G711700	Cg003G108090
OG0002688	Ag001G051010	Cg002G061410
OG0002688	Ag008G710570	Cg003G107680
OG0002690	Ag001G052100, Ag008G709190	Cg003G107200
OG0002691	Ag001G057150	Cg002G058340
OG0002691	Ag008G729520	Cg003G111260
OG0002692	Ag006G517290	Cg003G076390, Cg014G333200
OG0002692	Ag004G297870	Cg006G244970
OG0002693	Ag007G599460	Cg003G079020, Cg003G094930
OG0002694	Ag007G586620	Cg008G320500
OG0002695	Ag007G590860	Cg005G175040
OG0002695	Ag004G304820	Cg006G240500
OG0002696	Ag004G307550	Cg006G238260
OG0002696	Ag007G595170	Cg005G178380
OG0002697	Ag005G478610	Cg004G124380
OG0002698	Ag005G487860	Cg004G118470
OG0002698	Ag007G625240	Cg008G297670
OG0002699	Ag007G625360	Cg008G297720
OG0002701	Ag005G480350	Cg004G123240, Cg008G309700, Cg008G311530
OG0002702	Ag001G080680	Cg002G050180
OG0002702	Ag002G186550	Cg005G165710
OG0002703	Ag007G580890, Ag005G412790	Cg006G216220
OG0002704	Ag002G170810	Cg005G169450
OG0002705	Ag001G074810	Cg002G052300
OG0002705	Ag002G177830	Cg005G167600
OG0002706	Ag003G211550	Cg007G280120
OG0002706	Ag004G324880	Cg006G229620
OG0002707	Ag003G236430	Cg007G273830
OG0002707	Ag004G328740	Cg006G228070
OG0002708	Ag003G226350	Cg007G275920
OG0002708	Ag004G332470	Cg006G226360
OG0002709	Ag003G219290	Cg007G277570
OG0002710	Ag004G340810	Cg006G223040
OG0002710	Ag004G343040	Cg007G271860
OG0002712	Ag004G351640	Cg007G268870, Cg006G220310
OG0002713	Ag004G351670	Cg007G268850
OG0002714	Ag004G322590	Cg006G230740
OG0002715	Ag004G321990	Cg007G259070, Cg006G230950
OG0002716	Ag004G311790	Cg006G235670
OG0002716	Ag004G311770	Cg006G235680
OG0002717	Ag007G622150	Cg008G296640
OG0002718	Ag007G625000	Cg008G297620
OG0002719	Ag008G721890, Ag008G721870	Cg008G304380, Cg008G304370, Cg008G304410
OG0002720	Ag001G059860, Ag001G063340, Ag001G063290	Cg002G055860, Cg002G055870
OG0002720	Ag001G063260, Ag001G059970	Cg008G312780
OG0002721	Ag008G722440	Cg008G304120
OG0002722	Ag004G349750	Cg007G269660
OG0002723	Ag003G215030	Cg007G278720
OG0002724	Ag004G335100	Cg006G225190
OG0002724	Ag003G220660	Cg007G277070
OG0002725	Ag005G469920	Cg004G128900
OG0002725	Ag005G469930	Cg004G128890
OG0002726	Ag005G463760	Cg004G131810
OG0002726	Ag001G007270	Cg006G196770
OG0002727	Ag005G461510	Cg004G132620
OG0002728	Ag005G450800	Cg004G135830
OG0002729	Ag005G445840	Cg004G137420
OG0002729	Ag001G012750, Ag001G012760	Cg006G198920
OG0002730	Ag005G441030	Cg004G138720
OG0002731	Ag005G438390	Cg004G139650
OG0002731	Ag001G034870	Cg001G026890
OG0002733	Ag001G021100	Cg006G200320
OG0002734	Ag002G160910	Cg005G172030
OG0002735	Ag001G072400	Cg002G053200
OG0002736	Ag002G174880	Cg005G168440
OG0002737	Ag002G188180	Cg005G165210
OG0002737	Ag001G081570	Cg002G049890
OG0002738	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520	Cg008G325200
OG0002739	Ag001G059200	Cg002G056900
OG0002739	Ag008G734130	Cg003G114270
OG0002740	Ag001G090060	Cg002G047290
OG0002741	Ag001G083430	Cg007G268720
OG0002743	Ag003G275730	Cg001G006750
OG0002745	Ag004G314670, Ag004G314690	Cg006G234120
OG0002746	Ag004G319140	Cg006G232120
OG0002748	Ag007G603290	Cg008G290140
OG0002748	Ag008G731610	Cg003G112590
OG0002753	Ag003G253900	Cg001G012270
OG0002754	Ag005G402790	Cg004G156490
OG0002755	Ag003G270880	Cg001G008810
OG0002757	Ag003G281990	Cg004G151960, Cg001G005760
OG0002758	Ag005G417320	Cg004G152720
OG0002762	Ag004G377610	Cg007G248710
OG0002762	Ag004G314240	Cg006G234340
OG0002763	Ag004G322020	Cg006G230930
OG0002764	Ag004G318710	Cg006G232230
OG0002765	Ag008G668440	Cg002G071440
OG0002765	Ag007G601210	Cg008G289240
OG0002766	Ag004G359670	Cg001G036690
OG0002767	Ag004G383870	Cg007G247120
OG0002768	Ag008G699880	Cg003G104110
OG0002769	Ag005G477190	Cg004G125040
OG0002771	Ag008G732420	Cg003G113070
OG0002772	Ag008G730320	Cg003G111710
OG0002772	Ag007G602080	Cg008G289660
OG0002773	Ag006G508470	Cg008G288290
OG0002773	Ag008G726200	Cg003G109370
OG0002774	Ag006G558150	Cg001G020810
OG0002774	Ag002G102200	Cg008G321520
OG0002775	Ag006G559340	Cg001G020730
OG0002775	Ag002G124650	Cg008G321380
OG0002776	Ag005G431060	Cg001G019470
OG0002776	Ag006G565770	Cg001G019480
OG0002778	Ag006G568970, Ag006G551820, Ag006G564240, Ag006G564280, Ag006G564210, Ag004G370470, Ag006G564190	Cg001G017800
OG0002779	Ag006G539240, Ag006G536650	Cg006G210920
OG0002780	Ag006G534280	Cg006G208480, Cg006G208490
OG0002781	Ag003G291560	Cg001G002540
OG0002783	Ag003G296210	Cg001G000720
OG0002785	Ag005G420710	Cg004G146590
OG0002787	Ag005G425890	Cg001G033810
OG0002788	Ag005G435760	Cg004G140580
OG0002789	Ag005G437220	Cg004G140020
OG0002789	Ag001G035660	Cg001G027110
OG0002790	Ag005G438890	Cg004G139550
OG0002791	Ag001G033850	Cg001G026080
OG0002791	Ag005G441220	Cg004G138670
OG0002792	Ag005G481600	Cg004G121960
OG0002793	Ag002G204580	Cg005G158650
OG0002794	Ag001G093540, Ag001G093550	Cg005G160520, Cg002G045870
OG0002795	Ag001G092690	Cg002G046280
OG0002796	Ag002G197440	Cg005G162240
OG0002797	Ag001G085520	Cg002G048500
OG0002797	Ag002G193440	Cg005G163700
OG0002798	Ag001G084780	Cg002G048870
OG0002800	Ag006G496040, Ag006G496030, Ag006G496020, Ag006G496010, Ag006G495950	Cg008G284360
OG0002801	Ag001G093670, Ag008G717130	Cg002G064840
OG0002802	Ag008G716500	Cg002G064470, Cg008G301510
OG0002803	Ag008G706880	Cg003G106480
OG0002805	Ag007G593700	Cg005G177240
OG0002806	Ag006G513890	Cg003G077840, Cg014G331810
OG0002807	Ag007G599270, Ag004G300860	Cg003G094790, Cg003G079210
OG0002808	Ag007G589520	Cg005G174250
OG0002808	Ag004G303590	Cg006G241190
OG0002809	Ag007G591270	Cg005G175300
OG0002809	Ag004G305180	Cg006G240090
OG0002810	Ag004G305760	Cg006G239580
OG0002810	Ag007G592040	Cg005G175920
OG0002811	Ag007G594540, Ag007G594560	Cg005G177730
OG0002812	Ag007G596990	Cg005G180920
OG0002813	Ag001G100670	Cg004G116340
OG0002813	Ag007G614010	Cg008G294580
OG0002814	Ag007G619290	Cg008G295900
OG0002814	Ag005G489890	Cg004G117360
OG0002817	Ag005G485710	Cg004G119970
OG0002817	Ag007G630570	Cg008G298840
OG0002818	Ag005G484520	Cg004G120710
OG0002819	Ag007G631850	Cg008G299420
OG0002819	Ag005G482060	Cg004G122120
OG0002821	Ag005G480770, Ag005G480780	Cg004G122880
OG0002822	Ag005G485350	Cg004G120220
OG0002822	Ag005G481350, Ag003G261760	Cg006G201970, Cg004G144820
OG0002823	Ag001G069900	Cg002G054010
OG0002823	Ag002G166580	Cg005G170320
OG0002824	Ag001G073610	Cg002G052630
OG0002824	Ag002G174450	Cg005G168590
OG0002825	Ag003G208320	Cg007G281250
OG0002825	Ag004G323050	Cg006G230360
OG0002826	Ag003G210560	Cg007G280430
OG0002826	Ag004G324460	Cg006G229880
OG0002827	Ag004G327500	Cg006G228500
OG0002827	Ag003G239010	Cg007G273140
OG0002828	Ag004G327550	Cg006G228460
OG0002828	Ag003G238950	Cg007G273180
OG0002829	Ag004G328680	Cg006G228100
OG0002829	Ag003G236950	Cg007G273710
OG0002830	Ag004G330920	Cg001G041990, Cg006G227190
OG0002831	Ag003G229420	Cg007G275250
OG0002831	Ag004G331450	Cg006G227070
OG0002832	Ag004G334490	Cg006G225470
OG0002832	Ag003G221810	Cg007G276900
OG0002833	Ag004G334500	Cg006G225460
OG0002833	Ag003G221800	Cg007G276910
OG0002834	Ag003G242670	Cg006G221990
OG0002835	Ag004G349860	Cg007G269710
OG0002836	Ag004G350720	Cg007G269100, Cg006G220320
OG0002837	Ag004G352960	Cg007G268580
OG0002838	Ag006G563490, Ag005G478710	Cg001G034750
OG0002840	Ag003G295270	Cg001G001000
OG0002840	Ag006G521470	Cg005G193300
OG0002841	Ag007G589580	Cg005G174210
OG0002841	Ag004G303550	Cg006G241210
OG0002842	Ag004G300520, Ag004G300540, Ag004G300570, Ag004G300580	Cg006G243380
OG0002843	Ag001G001970, Ag003G216360	Cg006G243490
OG0002843	Ag008G723810	Cg008G303250
OG0002844	Ag007G616460, Ag007G616440, Ag007G616490	Cg008G295150
OG0002845	Ag007G629600	Cg008G299150
OG0002846	Ag007G640980, Ag006G506740	Cg008G308090, Cg004G153050
OG0002847	Ag001G000330	Cg006G194250
OG0002848	Ag008G692910	Cg002G057470
OG0002849	Ag008G692450	Cg002G057620
OG0002849	Ag008G722630	Cg008G303990
OG0002850	Ag008G726440	Cg003G109460
OG0002851	Ag008G723600	Cg008G303370
OG0002851	Ag008G691160	Cg002G058080
OG0002852	Ag008G723760	Cg008G303280
OG0002853	Ag008G726590	Cg003G109540
OG0002855	Ag001G100180	Cg004G116680
OG0002855	Ag008G706360	Cg003G106280
OG0002856	Ag008G706300	Cg002G059810, Cg003G106240
OG0002857	Ag001G060140	Cg002G056750
OG0002859	Ag008G709840	Cg003G107410, Cg002G061080
OG0002860	Ag003G282060	Cg001G005730
OG0002860	Ag005G418240	Cg004G152010
OG0002861	Ag004G299350	Cg006G243950
OG0002861	Ag004G343880	Cg007G271430
OG0002862	Ag003G231430, Ag003G231340	Cg007G274910
OG0002863	Ag003G209700	Cg007G280930
OG0002863	Ag004G324070	Cg006G230010
OG0002864	Ag005G469140	Cg004G129310
OG0002865	Ag001G002950	Cg006G195120
OG0002865	Ag005G468320	Cg004G129660
OG0002866	Ag005G467860	Cg004G129930
OG0002866	Ag001G003560	Cg006G195300
OG0002867	Ag005G467500	Cg004G130070
OG0002867	Ag001G003720	Cg006G195400
OG0002868	Ag005G463750	Cg004G131820
OG0002868	Ag001G007280	Cg006G196780
OG0002869	Ag001G012890	Cg006G198990
OG0002869	Ag005G445860	Cg004G137390
OG0002871	Ag007G591240	Cg004G150540, Cg004G149610
OG0002872	Ag006G505490, Ag006G505470, Ag006G567610	Cg001G019090, Cg004G152480
OG0002873	Ag003G261450	Cg001G010220
OG0002873	Ag005G409330	Cg004G154970
OG0002874	Ag005G404460	Cg004G157370
OG0002875	Ag005G445830	Cg004G137430
OG0002876	Ag001G021030	Cg006G200290
OG0002877	Ag001G076780	Cg002G051490
OG0002878	Ag002G187900	Cg005G165390
OG0002879	Ag001G083650	Cg002G049180
OG0002879	Ag002G190440	Cg005G164630
OG0002880	Ag001G084400	Cg002G048950
OG0002880	Ag006G501330	Cg008G286550
OG0002881	Ag001G085400	Cg002G048560
OG0002882	Ag002G103500	Cg008G322240
OG0002884	Ag005G439920	Cg004G139060
OG0002885	Ag008G700570, Ag005G459310	Cg004G133460
OG0002886	Ag007G622010	Cg008G296620
OG0002887	Ag007G628620	Cg008G298490
OG0002890	Ag005G404050	Cg004G157040
OG0002891	Ag003G265450, Ag003G266260	Cg001G010000
OG0002892	Ag006G525230	Cg005G188810
OG0002892	Ag003G272130	Cg001G008550
OG0002893	Ag003G273140	Cg001G008350
OG0002894	Ag010G739510, Ag001G049420	Cg002G063600
OG0002894	Ag003G278510	Cg001G007740
OG0002895	Ag003G277670	Cg001G007360
OG0002896	Ag003G275210	Cg001G006600
OG0002897	Ag003G282690	Cg001G005490
OG0002897	Ag005G417830	Cg004G152380
OG0002898	Ag005G460300	Cg004G133080
OG0002899	Ag007G578380	Cg006G213880, Cg005G171070
OG0002900	Ag002G164340	Cg005G170920
OG0002900	Ag001G101420	Cg001G024250
OG0002901	Ag004G312370	Cg006G235310
OG0002901	Ag004G373230	Cg007G249840
OG0002902	Ag004G377470	Cg007G248730
OG0002903	Ag004G322660, Ag004G322670, Ag004G322680	Cg006G230710
OG0002904	Ag005G406190	Cg002G074960
OG0002905	Ag008G672410	Cg002G068840
OG0002906	Ag004G388680, Ag004G393680	Cg007G246660, Cg001G042200
OG0002907	Ag008G702690	Cg003G105050, Cg001G014900
OG0002909	Ag005G474850	Cg004G126280
OG0002909	Ag006G499000	Cg008G285600
OG0002910	Ag006G503960	Cg008G287170
OG0002910	Ag005G472440	Cg004G127430
OG0002911	Ag005G471290	Cg004G128160
OG0002911	Ag007G612910	Cg008G293990
OG0002912	Ag008G687500	Cg003G100790
OG0002912	Ag003G244870	Cg006G220990
OG0002913	Ag001G057450	Cg003G101700
OG0002914	Ag008G697080	Cg003G103320, Cg001G014160
OG0002915	Ag008G705140	Cg003G105760, Cg003G105650
OG0002916	Ag003G246970	Cg006G219180, Cg006G219410
OG0002917	Ag007G608570	Cg008G292400, Cg008G305870
OG0002918	Ag008G724310	Cg008G302920
OG0002918	Ag007G600930	Cg008G289080
OG0002919	Ag007G600120	Cg008G288570
OG0002920	Ag008G726960	Cg003G109910
OG0002921	Ag002G123220	Cg008G324980
OG0002922	Ag006G577150	Cg001G023210
OG0002923	Ag006G511810	Cg001G019370
OG0002924	Ag002G144730	Cg003G081580, Cg001G018220
OG0002925	Ag006G550760	Cg001G018020
OG0002926	Ag002G147810	Cg003G083790
OG0002927	Ag006G536940, Ag006G539460	Cg006G211730
OG0002928	Ag006G538830, Ag006G536320	Cg006G210690
OG0002928	Ag004G342130	Cg007G272200
OG0002929	Ag006G535690	Cg006G210110
OG0002929	Ag004G339120	Cg006G223640
OG0002930	Ag006G516510	Cg005G172740
OG0002931	Ag003G285960	Cg001G004600
OG0002932	Ag003G289870	Cg001G003150
OG0002932	Ag006G524020	Cg005G191200
OG0002933	Ag003G291080	Cg001G002810
OG0002934	Ag003G292320	Cg001G002270
OG0002935	Ag004G328000, Ag003G215990, Ag003G295300	Cg001G000980
OG0002936	Ag003G295520	Cg001G000900
OG0002936	Ag006G521250	Cg005G193440
OG0002937	Ag003G295820, Ag003G295810	Cg001G000810
OG0002937	Ag003G295830	Cg001G000800
OG0002938	Ag003G296710	Cg001G000420
OG0002938	Ag006G518280	Cg005G193950
OG0002940	Ag002G103170	Cg005G172360
OG0002942	Ag001G037690	Cg001G028310
OG0002942	Ag005G433900, Ag005G432540	Cg004G141340
OG0002943	Ag007G655730	Cg001G041930, Cg003G091200, Cg001G041940
OG0002944	Ag001G097660	Cg002G044130
OG0002944	Ag002G205850	Cg005G158230
OG0002945	Ag004G323590, Ag005G489250, Ag001G091110	Cg006G230200
OG0002946	Ag002G203330	Cg005G159390
OG0002947	Ag002G200600	Cg005G160910
OG0002949	Ag002G199430	Cg005G161380
OG0002949	Ag002G199450	Cg002G061750
OG0002950	Ag001G099190	Cg003G115860
OG0002950	Ag001G067050	Cg002G055390
OG0002951	Ag002G198390	Cg005G161900
OG0002952	Ag002G197730	Cg005G162170
OG0002952	Ag001G091190	Cg002G046910
OG0002953	Ag002G197170	Cg005G162370
OG0002953	Ag001G090870	Cg002G046930
OG0002954	Ag001G090830	Cg002G046960
OG0002954	Ag002G197090	Cg005G162450
OG0002955	Ag006G491570	Cg008G282410
OG0002955	Ag005G478330	Cg004G124570
OG0002956	Ag008G716600, Ag008G716610	Cg008G301450
OG0002956	Ag008G716430	Cg008G301570
OG0002957	Ag010G740680, Ag001G050430	Cg002G061790
OG0002957	Ag008G711430, Ag008G711440	Cg003G107990
OG0002959	Ag007G604650	Cg008G290760
OG0002960	Ag008G734220	Cg003G114350
OG0002961	Ag001G099970	Cg003G115260
OG0002961	Ag001G062840	Cg002G055980
OG0002962	Ag006G518680, Ag007G626430, Ag006G518450	Cg006G217900
OG0002963	Ag006G515000, Ag002G170990	Cg003G077260, Cg014G332360
OG0002963	Ag004G298720	Cg006G244370
OG0002964	Ag006G511390, Ag006G511440, Ag006G511450	Cg003G078270, Cg014G331380
OG0002964	Ag006G511360	Cg014G331370, Cg003G078280
OG0002965	Ag007G586670	Cg008G320400
OG0002966	Ag004G301870	Cg006G242520
OG0002966	Ag007G586890	Cg008G320260
OG0002967	Ag007G587110	Cg008G319840
OG0002967	Ag004G302090	Cg006G242320
OG0002968	Ag004G302130	Cg006G242310
OG0002968	Ag007G587170	Cg008G319810
OG0002969	Ag004G302560	Cg006G241910
OG0002969	Ag007G588240	Cg005G173320
OG0002970	Ag007G588430	Cg005G173450
OG0002970	Ag004G302670	Cg006G241800
OG0002971	Ag004G302660	Cg006G241820
OG0002971	Ag007G588420	Cg005G173430
OG0002972	Ag004G303600	Cg006G241180
OG0002972	Ag007G589510	Cg005G174260
OG0002973	Ag004G305290	Cg006G240020
OG0002974	Ag007G594980	Cg005G178160
OG0002974	Ag004G307290, Ag008G732330	Cg006G238430
OG0002975	Ag003G278070	Cg001G007500
OG0002976	Ag007G614210	Cg008G294700
OG0002976	Ag001G100500	Cg004G116440
OG0002977	Ag001G100420	Cg004G116520
OG0002977	Ag007G614940	Cg008G294890
OG0002978	Ag008G706860	Cg003G106460
OG0002979	Ag008G695530	Cg003G102660
OG0002980	Ag007G636970	Cg008G306940
OG0002981	Ag005G482080	Cg004G122070, Cg008G299460
OG0002982	Ag002G166630	Cg005G170270
OG0002982	Ag001G069910	Cg002G054000
OG0002983	Ag002G168090	Cg005G169870
OG0002983	Ag001G071620	Cg002G053500
OG0002985	Ag002G171220	Cg005G169360
OG0002986	Ag002G130090, Ag006G560870, Ag007G608300, Ag007G608280, Ag007G608220, Ag007G608240, Ag007G608260, Ag006G560860, Ag007G614130, Ag007G608740, Ag001G073900	Cg008G292390
OG0002987	Ag004G324560	Cg006G229810
OG0002988	Ag003G226230	Cg007G275970
OG0002988	Ag004G332540	Cg006G226320
OG0002990	Ag004G352120	Cg006G220190
OG0002991	Ag005G480480, Ag007G585700, Ag007G585690	Cg001G015270, Cg001G015280
OG0002992	Ag008G665780, Ag004G313990	Cg003G095810, Cg003G090340
OG0002993	Ag004G310440, Ag001G085180, Ag008G694130	Cg006G199590, Cg008G304000
OG0002995	Ag006G562000	Cg001G020250
OG0002995	Ag004G300630	Cg006G243120
OG0002996	Ag007G634660	Cg008G306130
OG0002996	Ag007G634650	Cg008G306120
OG0002997	Ag007G641410	Cg008G307760
OG0002997	Ag007G642010	Cg008G307740
OG0002998	Ag006G505790	Cg008G287730
OG0002998	Ag005G471580	Cg004G127960
OG0002999	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550	Cg008G286270
OG0003000	Ag005G440630, Ag008G725470	Cg003G108950
OG0003001	Ag006G506720	Cg008G287990
OG0003003	Ag004G327160	Cg006G228620
OG0003003	Ag003G239770	Cg007G272880
OG0003004	Ag001G006180	Cg006G196230
OG0003004	Ag005G465040	Cg004G130950
OG0003005	Ag001G030580, Ag001G031740	Cg001G025450
OG0003005	Ag005G460270	Cg004G133090
OG0003006	Ag001G029370	Cg001G025090
OG0003006	Ag005G459350	Cg004G133420
OG0003007	Ag001G028470	Cg001G024970
OG0003007	Ag005G459340	Cg004G133430
OG0003008	Ag001G024320	Cg006G201070
OG0003008	Ag005G455330	Cg004G134930
OG0003009	Ag005G449090	Cg004G136290
OG0003009	Ag001G017470	Cg006G199750
OG0003010	Ag001G011830	Cg006G198630
OG0003011	Ag005G433690, Ag005G434460, Ag001G074940	Cg004G141050, Cg004G141080
OG0003012	Ag005G429950, Ag005G430890	Cg004G142080
OG0003013	Ag005G417430	Cg004G152670
OG0003013	Ag003G283310	Cg001G005200
OG0003014	Ag005G413520, Ag005G413080	Cg004G154090
OG0003015	Ag005G405360	Cg004G156030
OG0003015	Ag003G258060	Cg001G011090
OG0003016	Ag001G010600	Cg006G198100
OG0003016	Ag005G442190, Ag005G443510	Cg004G138220
OG0003018	Ag001G077380	Cg002G051320
OG0003018	Ag002G181130	Cg005G166870
OG0003019	Ag005G464600	Cg004G131140
OG0003020	Ag002G198600	Cg005G161760
