Orthogroup	Alyssum_gmelinii	Arabidopsis_thaliana
OG0001087	Ag003G282330	AT4G34640.1
OG0001087	Ag003G282350	AT4G34650.1
OG0001088	Ag008G671230, Ag001G058180	AT3G27840.1
OG0001089	Ag008G678430	AT3G28830.1
OG0001089	Ag008G728030, Ag004G349920	AT3G28790.1
OG0001090	Ag002G176920	AT2G14060.1
OG0001090	Ag001G063180	AT3G21950.2, AT5G38020.1
OG0001091	Ag008G691170	AT3G45450.1, AT3G48870.1
OG0001091	Ag008G677410	AT5G50920.1
OG0001092	Ag006G505480	AT5G06811.1
OG0001092	Ag006G505510, Ag006G504320, Ag006G505500, Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520	AT5G06810.1
OG0001093	Ag008G719510	AT5G19360.1
OG0001093	Ag007G609150	AT5G12180.1
OG0001094	Ag007G604040	AT5G10030.1
OG0001094	Ag008G732610	AT5G65210.1
OG0001095	Ag001G020780, Ag001G020940	AT4G12890.1, AT4G12870.1, AT4G12960.2, AT4G12900.1
OG0001096	Ag001G086120	AT3G58040.1
OG0001096	Ag002G192900	AT2G41980.1
OG0001097	Ag008G707570	AT5G59260.1
OG0001097	Ag008G707580	AT5G59270.2
OG0001098	Ag008G733600	AT5G65800.1
OG0001099	Ag004G298420	AT1G01390.2, AT1G01420.2
OG0001099	Ag006G515610	AT4G01070.1
OG0001100	Ag007G589140, Ag007G589200, Ag007G589130, Ag007G589190	AT2G32190.1
OG0001101	Ag007G614670	AT5G14620.1
OG0001101	Ag002G125370, Ag005G476370, Ag008G708680, Ag004G356080	AT5G15380.1
OG0001102	Ag005G489810	AT3G02250.1
OG0001102	Ag007G619710	AT5G15740.1
OG0001103	Ag007G638480	AT5G28490.1
OG0001103	Ag005G485510	AT3G04510.1
OG0001104	Ag007G637790, Ag005G484730	AT5G28060.1
OG0001105	Ag003G209360	AT1G80610.1
OG0001105	Ag004G323900	AT1G15800.1
OG0001106	Ag004G325680	AT1G16890.3
OG0001106	Ag003G212520	AT1G78870.2
OG0001107	Ag004G328670	AT1G17880.1
OG0001108	Ag003G229540	AT1G74710.2
OG0001108	Ag004G331110	AT1G18870.1
OG0001109	Ag003G217700, Ag003G217610, Ag003G217570	AT1G77510.1
OG0001109	Ag004G337880	AT1G21750.1
OG0001110	Ag004G347160, Ag004G347010	AT1G69920.1
OG0001111	Ag004G355900	AT1G67430.1
OG0001111	Ag008G726950	AT1G27400.1
OG0001112	Ag002G130780	AT5G49160.1
OG0001113	Ag006G505670	AT5G06870.1
OG0001113	Ag006G505620	AT5G06860.1
OG0001114	Ag006G504590, Ag006G504580	AT5G06500.1
OG0001115	Ag003G239710	AT1G72430.1
OG0001115	Ag004G327150	AT1G17345.1
OG0001116	Ag001G010770	AT1G51560.1
OG0001116	Ag005G442620, Ag005G443770	AT3G21140.1
OG0001117	Ag001G032650	AT4G15740.1
OG0001120	Ag003G286910	AT4G35900.1
OG0001120	Ag005G414500	AT2G17770.2
OG0001121	Ag008G693860, Ag008G694200	AT5G54820.1, AT1G56400.1, AT3G29830.1
OG0001124	Ag005G407270, Ag005G403560	AT2G20450.1
OG0001124	Ag003G251080	AT4G27090.1
OG0001125	Ag007G579160	AT1G31450.1
OG0001127	Ag004G321030	AT1G14580.3
OG0001127	Ag003G225890	AT2G02080.1
OG0001128	Ag004G318380	AT1G13600.1
OG0001129	Ag006G514020	AT3G28940.1, AT3G28930.1
OG0001130	Ag008G674550	AT3G30390.1
OG0001130	Ag007G647640	AT5G38820.2
OG0001131	Ag008G702130	AT5G57240.3
OG0001132	Ag006G494530	AT5G03040.1
OG0001132	Ag005G476670	AT3G09710.2
OG0001133	Ag003G250820, Ag008G694900	AT4G26840.1, AT5G55160.2
OG0001134	Ag007G611750, Ag007G611740	AT5G13430.1, AT5G13440.1
OG0001135	Ag008G731910	AT5G64850.1
OG0001135	Ag007G603720	AT5G09960.1
OG0001136	Ag006G576750	AT4G17870.1
OG0001136	Ag002G120100	AT5G46790.1
OG0001137	Ag002G103820	AT5G45340.1
OG0001137	Ag006G571520	AT4G19230.2
OG0001138	Ag006G553570	AT4G22220.1
OG0001138	Ag005G490060, Ag003G279670	AT3G01020.1
OG0001138	Ag002G140620	AT4G04080.1
OG0001139	Ag007G583870	AT1G27970.2
OG0001139	Ag004G374810	AT1G27310.1
OG0001140	Ag003G287800	AT4G36040.1, AT2G17880.1
OG0001141	Ag001G052110	AT3G46670.1, AT3G46660.1
OG0001142	Ag005G437730	AT3G22630.1
OG0001142	Ag001G035250	AT4G14800.2
OG0001143	Ag002G201140	AT2G45120.1
OG0001143	Ag001G093220	AT3G60580.1
OG0001144	Ag001G092190	AT3G60120.1
OG0001145	Ag005G483750, Ag005G483770, Ag005G483830	AT3G05450.1
OG0001146	Ag008G730280, Ag002G191440	AT2G41630.1
OG0001146	Ag005G475750	AT3G10330.1
OG0001147	Ag004G381030	AT1G62800.2
OG0001148	Ag002G105850, Ag007G603010	AT5G09690.2, AT5G09720.1
OG0001149	Ag001G067640	AT3G51160.1
OG0001149	Ag001G099510	AT5G66280.1
OG0001150	Ag007G621120	AT5G16110.1
OG0001150	Ag005G489140	AT3G02555.1
OG0001151	Ag005G480860	AT3G06750.1
OG0001152	Ag001G081200	AT3G56320.1
OG0001152	Ag002G187340	AT2G40520.1
OG0001154	Ag003G227190	AT1G75220.1
OG0001154	Ag004G332220	AT1G19450.1
OG0001155	Ag003G222900	AT1G76010.1
OG0001155	Ag004G333860	AT1G20220.1
OG0001156	Ag003G242280	AT1G23540.1
OG0001156	Ag004G345210	AT1G70460.1
OG0001157	Ag004G313710, Ag004G313780, Ag004G313850, Ag007G620330, Ag004G313760, Ag004G313840, Ag004G313870, Ag004G313820, Ag004G313830	AT1G11410.4
OG0001157	Ag004G313630	AT1G11340.1
OG0001158	Ag004G344270	AT3G11880.2
OG0001158	Ag003G241390	AT1G23170.2
OG0001159	Ag003G219730	AT1G76650.1
OG0001159	Ag003G219740	AT1G76640.1
OG0001160	Ag001G001780	AT1G55520.1
OG0001160	Ag005G469170	AT3G13445.1
OG0001161	Ag005G443670, Ag005G442360	AT3G21190.1
OG0001161	Ag001G010660	AT1G51630.1
OG0001164	Ag008G727950, Ag008G727990, Ag008G728080, Ag006G510130	AT5G62660.1, AT5G62510.1
OG0001165	Ag007G607380	AT5G11410.1
OG0001165	Ag007G607330, Ag007G607360	AT5G11400.2, AT5G11360.1
OG0001166	Ag008G722380	AT2G21830.1
OG0001169	Ag003G290250, Ag008G688460, Ag008G690000	AT5G54160.1
OG0001170	Ag005G484070	AT3G05310.1
OG0001170	Ag007G636930	AT5G27540.1
OG0001171	Ag004G373820	AT1G60950.1
OG0001172	Ag008G662530	AT2G03505.1
OG0001172	Ag004G319120	AT1G13830.2
OG0001173	Ag007G619670	AT4G26120.2
OG0001173	Ag004G399590	AT1G64280.1
OG0001174	Ag005G474660	AT3G10740.2
OG0001175	Ag008G698260	AT5G56170.1
OG0001176	Ag008G733000	AT5G65430.3
OG0001176	Ag007G604920	AT5G10450.4
OG0001177	Ag007G600560	AT5G07980.1, AT5G07940.1, AT5G07970.1
OG0001178	Ag007G600270	AT5G07800.1
OG0001178	Ag008G725720, Ag008G725690, Ag008G725670, Ag008G725680	AT5G61290.1
OG0001179	Ag006G574110	AT4G18670.1
OG0001179	Ag001G039020	AT4G13340.1
OG0001180	Ag006G570220	AT4G19600.1
OG0001180	Ag002G103040	AT5G45190.2
OG0001181	Ag006G566890	AT4G21750.1
OG0001181	Ag002G138060, Ag002G134550	AT4G04890.1
OG0001182	Ag002G160010	AT2G34070.1
OG0001182	Ag007G582580	AT1G29050.1
OG0001183	Ag003G286590	AT4G35780.1
OG0001183	Ag005G414160	AT2G17700.1
OG0001184	Ag001G095850	AT3G61850.4
OG0001184	Ag002G203750	AT2G46590.2
OG0001185	Ag001G095120	AT3G61630.1
OG0001185	Ag002G203300	AT2G46310.1
OG0001186	Ag001G090390	AT3G59310.2
OG0001186	Ag001G090400	AT3G59330.3, AT3G59320.1
OG0001187	Ag007G589410	AT2G32340.1
OG0001187	Ag004G303790	AT1G05270.1
OG0001188	Ag006G504540	AT5G06460.1
OG0001188	Ag001G003180, Ag007G593130	AT2G30110.1
OG0001189	Ag001G100580	AT3G01650.1
OG0001189	Ag007G614050	AT5G14420.1
OG0001190	Ag005G486330	AT3G03940.1
OG0001190	Ag007G631480	AT5G18190.1
OG0001191	Ag007G637060	AT5G27430.1
OG0001191	Ag005G484150	AT3G05230.1
OG0001192	Ag001G030940, Ag001G029590	AT4G16143.1
OG0001192	Ag005G480920	AT3G06720.1
OG0001193	Ag001G079120	AT3G55610.1
OG0001193	Ag002G183840	AT2G39800.1
OG0001194	Ag001G080130	AT3G55940.1
OG0001194	Ag005G478840	AT3G08510.1
OG0001195	Ag004G327380	AT1G17400.1
OG0001195	Ag003G239510	AT1G72490.3
OG0001196	Ag003G227660	AT1G75060.1
OG0001196	Ag004G332040	AT1G19330.3
OG0001197	Ag008G715480, Ag001G075470	AT3G54540.1
OG0001198	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000	AT5G27880.1
OG0001200	Ag008G719020	AT5G19870.1
OG0001200	Ag001G002520	AT1G55240.1
OG0001200	Ag001G002590, Ag001G002580	AT1G55230.1
OG0001201	Ag008G723680	AT5G23660.1
OG0001201	Ag008G690580	AT3G48740.1
OG0001202	Ag001G060360	AT3G50210.1
OG0001203	Ag001G083410	AT3G44310.1, AT3G44300.1, AT3G44320.1
OG0001205	Ag005G464330	AT3G15210.1
OG0001207	Ag001G029600, Ag001G030950	AT4G16141.1
OG0001207	Ag005G459790	AT3G16870.1
OG0001208	Ag001G021110	AT1G49300.1
OG0001208	Ag005G452970	AT3G18820.1
OG0001209	Ag001G019490, Ag001G018930	AT1G49580.1
OG0001209	Ag005G451020	AT3G19100.1
OG0001211	Ag002G112890	AT1G55700.1
OG0001211	Ag002G176250	AT2G23100.1
OG0001213	Ag006G521830, Ag004G378420	AT5G35695.1
OG0001217	Ag005G465520	AT4G15393.2, AT4G15396.1
OG0001218	Ag005G484660	AT3G04960.3
OG0001218	Ag005G484370	AT3G05110.1
OG0001219	Ag008G697600	AT3G55254.1, AT3G54925.1, AT3G55252.1, AT3G55677.1, AT3G55665.1, AT3G55672.1
OG0001220	Ag008G714370	AT5G22700.5, AT5G22660.2
OG0001222	Ag003G268120	AT4G31170.1
OG0001223	Ag003G273790	AT4G33960.1
OG0001224	Ag004G309570	AT1G09210.1
OG0001224	Ag004G366390	AT1G56340.1
OG0001225	Ag008G667510, Ag004G374180	AT3G26840.1, AT3G26820.1
OG0001227	Ag005G476860	AT3G09600.1
OG0001227	Ag006G494080	AT5G02840.1
OG0001228	Ag002G174110, Ag001G081960	AT2G26390.1
OG0001229	Ag004G384940, Ag004G385000, Ag004G385040, Ag004G384980, Ag004G385090, Ag004G384970	AT5G56920.1
OG0001230	Ag008G726560	AT5G61780.1
OG0001230	Ag006G507850	AT5G07350.2
OG0001231	Ag008G726750	AT5G61890.1
OG0001231	Ag006G507570	AT5G07310.1
OG0001232	Ag006G572620	AT4G18905.2
OG0001233	Ag006G550770	AT4G22910.1
OG0001233	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510	AT4G11920.1
OG0001234	Ag003G226160	AT1G75440.1
OG0001234	Ag007G584680	AT1G45050.1
OG0001235	Ag005G416000	AT2G17390.1
OG0001235	Ag003G285490	AT4G35450.5
OG0001236	Ag001G034230	AT4G15210.1
OG0001236	Ag007G589320	AT2G32290.1
OG0001237	Ag002G202710	AT2G45900.1
OG0001237	Ag001G094450	AT3G61380.1
OG0001238	Ag002G202580	AT2G45800.1
OG0001238	Ag001G094230	AT3G61230.1
OG0001239	Ag001G091800	AT3G59970.3
OG0001239	Ag002G198750	AT2G44160.1
OG0001240	Ag002G197880, Ag002G197810, Ag002G197830	AT2G43700.1
OG0001241	Ag002G197710	AT2G43620.1
OG0001241	Ag002G197700, Ag002G197690	AT2G43610.1
OG0001242	Ag006G495160	AT5G03290.1
OG0001242	Ag005G476520	AT3G09810.1
OG0001243	Ag008G719290	AT5G19580.1
OG0001243	Ag004G356370	AT1G67290.1
OG0001245	Ag001G063060	AT3G50920.1
OG0001245	Ag004G353940, Ag001G099840	AT5G66450.3
OG0001246	Ag004G299200	AT1G02305.1
OG0001246	Ag006G513920	AT4G01610.1
OG0001247	Ag007G599530	AT4G02840.2
OG0001247	Ag005G479440	AT3G07590.1
OG0001248	Ag007G594610, Ag007G594590	AT2G29140.1, AT2G29200.1, AT2G29190.1
OG0001249	Ag008G725240, Ag002G176480	AT2G38430.1
OG0001250	Ag007G618640	AT5G15470.1
OG0001250	Ag005G490080	AT3G01040.2
OG0001251	Ag005G489640	AT3G02310.1
OG0001251	Ag007G619870	AT5G15800.2
OG0001252	Ag005G489110	AT3G02590.1
OG0001253	Ag005G483320	AT3G05610.1
OG0001253	Ag007G636010	AT5G27870.1
OG0001254	Ag001G011150	AT1G51420.2
OG0001254	Ag002G164800	AT2G35840.1
OG0001255	Ag003G214230	AT1G78410.1
OG0001255	Ag004G326380	AT1G17147.1
OG0001256	Ag003G238910	AT1G72740.1
OG0001256	Ag004G327570	AT1G17520.2
OG0001257	Ag003G237120	AT1G73190.1
OG0001257	Ag004G328540	AT1G17810.1
OG0001258	Ag004G331020	AT1G18835.1
OG0001258	Ag003G229650	AT1G74660.1
OG0001259	Ag004G332360, Ag004G332350	AT1G19570.1, AT1G19550.1
OG0001259	Ag003G226980	AT1G75270.1
OG0001260	Ag008G701690	AT4G10230.1, AT2G13760.1, AT1G24380.1
OG0001261	Ag004G320170	AT1G14330.1
OG0001261	Ag008G661310	AT2G02870.1
OG0001262	Ag004G319930	AT1G14230.1
OG0001262	Ag004G320000, Ag004G319960, Ag004G319980, Ag004G319970, Ag004G319950	AT1G14250.1, AT1G14240.1
OG0001263	Ag004G315430	AT1G12240.1
OG0001263	Ag004G380670	AT1G62660.1
OG0001264	Ag005G469500	AT3G13390.1
OG0001264	Ag001G001400	AT1G55570.1
OG0001265	Ag001G010710	AT1G51590.1
OG0001265	Ag005G442590, Ag004G323700, Ag005G443740	AT3G21160.1
OG0001267	Ag002G127560, Ag002G127540	AT5G44390.1
OG0001268	Ag003G244900	AT1G26680.4
OG0001269	Ag007G582170, Ag007G582150	AT1G29370.1, AT1G29350.1
OG0001274	Ag006G524860	AT2G24320.2
OG0001274	Ag003G267830	AT4G31020.1
OG0001275	Ag004G334620	AT1G20630.1
OG0001275	Ag003G283500	AT4G35090.1
OG0001276	Ag004G374720	AT1G61170.1
OG0001276	Ag004G313130	AT1G11125.1
OG0001278	Ag008G670840	AT3G27690.2, AT2G05070.1, AT2G05100.2
OG0001279	Ag007G617160	AT5G15080.1
OG0001279	Ag005G490470	AT3G01300.1
OG0001280	Ag007G605820, Ag001G076190	AT3G29075.1
OG0001281	Ag004G398000	AT1G64220.1
OG0001281	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770	AT5G41685.1
OG0001282	Ag008G700450	AT4G26150.1, AT5G56860.1
OG0001283	Ag001G083190	AT3G56960.1
OG0001283	Ag002G189930	AT2G41210.1
OG0001284	Ag001G040840	AT5G49990.1
OG0001284	Ag008G728600	AT5G62890.1
OG0001285	Ag001G057310	AT5G54430.3
OG0001286	Ag008G694390	AT5G55050.1
OG0001287	Ag008G694960	AT5G55230.2
OG0001288	Ag007G607390	AT5G11420.1
OG0001288	Ag008G720640	AT5G25460.1
OG0001289	Ag006G577550	AT4G17490.1
OG0001289	Ag002G114270, Ag002G121960, Ag002G121970	AT5G47230.1
OG0001290	Ag002G146290	AT4G11220.1
OG0001290	Ag006G546920, Ag006G542020	AT4G23630.1
OG0001291	Ag006G540940	AT1G32920.1
OG0001292	Ag007G593410	AT2G30050.1
OG0001292	Ag005G490570	AT3G01340.1
OG0001293	Ag001G090280	AT3G59260.1
OG0001294	Ag006G522710	AT2G22330.2
OG0001294	Ag003G293330	AT4G39950.2
OG0001295	Ag001G025870	AT5G37990.1, AT5G37970.1
OG0001295	Ag003G226770	AT5G38100.1
OG0001296	Ag006G523450	AT2G22740.1
OG0001296	Ag002G206170, Ag008G733080	AT2G35160.1
OG0001297	Ag002G138870, Ag002G138840	AT4G04760.1
OG0001298	Ag001G035220	AT4G14815.1
OG0001299	Ag002G204170	AT2G46760.1
OG0001299	Ag002G204160	AT2G46750.1
OG0001299	Ag002G204150	AT2G46740.1
OG0001300	Ag001G086290	AT3G58120.1
OG0001300	Ag002G193700	AT2G42380.2
OG0001301	Ag001G085710	AT3G57890.2
OG0001301	Ag002G193350	AT2G42230.2
OG0001302	Ag008G733920	AT5G67560.1
OG0001302	Ag001G058740	AT3G49870.1
OG0001303	Ag006G519040	AT4G00110.1
OG0001303	Ag004G297490	AT1G02000.1
OG0001304	Ag004G307690	AT1G07900.1
OG0001304	Ag007G595610	AT2G28500.1
OG0001305	Ag005G483870	AT3G05420.2
OG0001305	Ag007G636670	AT5G27630.3
OG0001306	Ag007G636130	AT5G27840.4
OG0001306	Ag005G483370	AT3G05580.1
OG0001307	Ag005G479630, Ag005G479620	AT3G07470.1
OG0001308	Ag001G069930	AT3G52770.1
OG0001309	Ag002G174770	AT2G37940.1
OG0001309	Ag001G074030	AT3G54020.1
OG0001310	Ag004G325640	AT1G16860.1
OG0001310	Ag003G212510	AT1G78880.1
OG0001311	Ag007G579540	AT5G28030.1
OG0001312	Ag007G643960	AT5G48655.1
OG0001313	Ag003G214010, Ag003G292230, Ag003G292240, Ag003G292260	AT1G68260.1, AT1G68280.1
OG0001314	Ag005G469610	AT3G13340.1
OG0001314	Ag001G001240	AT1G55680.1
OG0001315	Ag005G462720	AT3G15730.1
OG0001315	Ag001G008290	AT1G52570.1
OG0001316	Ag001G026620	AT1G48220.1, AT1G48210.1
OG0001316	Ag005G458010	AT3G17410.1
OG0001317	Ag001G015320, Ag005G447610	AT3G19940.1
OG0001318	Ag001G030180	AT4G16000.1
OG0001318	Ag001G031440, Ag001G030250	AT4G15990.1
OG0001319	Ag001G070950	AT3G53020.1
OG0001321	Ag002G115670, Ag002G120760	AT5G46990.1
OG0001321	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650	AT5G46980.1, AT1G54620.1
OG0001322	Ag003G233280	AT5G54620.1
OG0001328	Ag003G268990	AT4G31440.1
OG0001328	Ag006G527520	AT2G24530.1
OG0001329	Ag001G050380	ATCG00340.1
OG0001329	Ag001G050370	ATCG00350.1
OG0001330	Ag005G416240	AT2G17290.1
OG0001330	Ag003G284980	AT4G35310.1
OG0001332	Ag004G367740	AT1G58080.1
OG0001332	Ag004G310650	AT1G09795.1
OG0001333	Ag004G312940	AT1G10950.1
OG0001334	Ag004G322000	AT1G14910.1
OG0001334	Ag008G659210, Ag008G658100	AT2G01600.1
OG0001335	Ag006G498270	AT5G04540.1
OG0001335	Ag005G475210	AT3G10550.1
OG0001336	Ag005G472360	AT3G11700.1
OG0001336	Ag006G504280	AT5G06390.1
OG0001337	Ag008G688300, Ag008G690130	AT5G54100.1
OG0001337	Ag003G252180	AT4G27585.1
OG0001338	Ag008G690140, Ag008G688290	AT5G54095.1
OG0001339	Ag008G696250	AT5G55660.1
OG0001340	Ag007G606800	AT5G11200.2, AT5G11170.1
OG0001341	Ag008G721420	AT5G25100.2
OG0001341	Ag007G605860	AT5G10840.1
OG0001342	Ag007G604080	AT5G10050.1
OG0001342	Ag008G732590	AT5G65205.1
OG0001343	Ag007G601080	AT5G08300.1
OG0001343	Ag008G724240	AT5G23250.1
OG0001344	Ag006G577190	AT4G17690.1
OG0001344	Ag002G115550, Ag002G120810	AT5G47000.1
OG0001345	Ag006G573830	AT4G18800.1
OG0001345	Ag002G105840	AT5G45750.1
OG0001346	Ag006G562080	AT4G20840.1
OG0001346	Ag006G562050	AT4G20830.1
OG0001347	Ag001G100170	AT4G23710.1
OG0001348	Ag005G414310	AT2G17720.1
OG0001349	Ag005G412880	AT2G18080.1
OG0001349	Ag003G288330	AT4G36190.1, AT4G36195.1
OG0001350	Ag006G523310	AT2G22630.1
OG0001350	Ag003G292450	AT4G37940.1
OG0001351	Ag008G692420	AT5G33340.1
OG0001351	Ag007G599360	AT1G64830.1
OG0001353	Ag002G104330	AT5G45500.1
OG0001354	Ag001G097810	AT3G62650.1
OG0001354	Ag002G205960	AT2G47485.1
OG0001355	Ag002G192810, Ag004G391720, Ag001G094260	AT3G61260.1
OG0001355	Ag002G202600	AT2G45820.1
OG0001356	Ag001G088580	AT3G58680.1
OG0001357	Ag001G085760	AT3G57930.1
OG0001357	Ag002G193300	AT2G42190.1
OG0001358	Ag002G191930	AT2G41860.1
OG0001358	Ag001G085020	AT3G57530.1
OG0001359	Ag001G051540	AT3G46130.1
OG0001359	Ag008G709910	AT5G59780.3
OG0001360	Ag004G303910	AT1G05320.1
OG0001360	Ag007G589230	AT2G32240.1
OG0001361	Ag007G589050	AT2G32690.1
OG0001361	Ag004G302990	AT1G04800.1
OG0001362	Ag005G444610	AT3G20770.1
OG0001362	Ag007G597690	AT2G27050.1
OG0001363	Ag007G607980	AT4G27030.1
OG0001364	Ag007G617140	AT5G15070.2
OG0001364	Ag005G490500, Ag005G490480	AT3G01310.1
OG0001365	Ag005G490390	AT3G01220.1
OG0001365	Ag007G617430	AT5G15150.1
OG0001366	Ag007G620560	AT5G15950.1
OG0001366	Ag005G489320	AT3G02470.1
OG0001367	Ag005G481380	AT5G49620.2, AT3G06490.1
OG0001368	Ag001G006320, Ag002G161550	AT2G25650.1, AT4G00270.1
OG0001368	Ag002G164630	AT5G14280.1
OG0001370	Ag004G335860	AT1G21000.1
OG0001370	Ag003G219980	AT1G76590.1
OG0001371	Ag006G511640	AT1G27170.1, AT1G27180.1
OG0001372	Ag005G488090	AT3G03110.1
OG0001372	Ag007G624210	AT5G17020.1
OG0001373	Ag001G024310	AT1G48770.1
OG0001373	Ag005G455280	AT3G18295.1
OG0001374	Ag003G227090	AT1G75250.1
OG0001374	Ag004G332300	AT1G19510.1
OG0001375	Ag004G324750	AT1G16240.1
OG0001375	Ag003G210970	AT1G79590.3
OG0001376	Ag005G467830	AT3G13980.1
OG0001376	Ag001G003590	AT1G54200.1
OG0001377	Ag005G460210, Ag005G460220, Ag005G460140	AT3G16660.2
OG0001377	Ag005G460240, Ag005G459960	AT3G16670.1
OG0001378	Ag001G025310, Ag001G024910	AT1G48440.1
OG0001378	Ag005G457100	AT3G17780.1
OG0001379	Ag005G433760	AT3G20010.1
OG0001379	Ag001G015150	AT1G50410.1
OG0001380	Ag001G014970	AT1G50490.1
OG0001380	Ag005G446840	AT3G20060.1
OG0001381	Ag004G314930	AT3G27999.1, AT1G11593.1, AT4G03945.1
OG0001381	Ag001G027080	AT1G48010.1
OG0001382	Ag006G523210	AT2G22620.1
OG0001382	Ag001G089840	AT4G37950.1
OG0001383	Ag001G091440	AT4G30070.1
OG0001384	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270	AT2G23250.1
OG0001384	Ag006G564300, Ag006G564270, Ag006G564200	AT2G23260.1
OG0001391	Ag005G471520, Ag005G471490, Ag005G471510	AT3G12230.1, AT3G12240.1
OG0001392	Ag003G283220	AT4G35010.1
OG0001392	Ag005G417600	AT2G16730.1
OG0001393	Ag005G416570	AT2G17150.1
OG0001393	Ag003G285320	AT4G35270.1
OG0001395	Ag003G248450	AT4G26570.2, AT4G26560.1
OG0001395	Ag008G696990	AT5G55990.1
OG0001397	Ag004G311550	AT1G10290.1
OG0001397	Ag004G369260	AT1G59610.1
OG0001398	Ag008G659170, Ag008G658030	AT2G01480.1
OG0001398	Ag004G322320	AT1G14970.1
OG0001399	Ag008G660940	AT2G02790.1
OG0001399	Ag004G320580	AT1G14380.1
OG0001400	Ag008G664230	AT3G25730.1
OG0001400	Ag004G317820	AT1G13260.1
OG0001401	Ag007G649510	AT5G39850.1
OG0001401	Ag007G617620	AT5G15200.1
OG0001402	Ag007G648970	AT5G39670.1
OG0001403	Ag004G381430	AT1G62880.1
OG0001403	Ag004G315750	AT1G12340.1, AT1G12390.1
OG0001404	Ag004G380030	AT1G62510.1
OG0001404	Ag004G315290	AT1G12090.1
OG0001405	Ag006G499140	AT5G04870.1
OG0001405	Ag005G474760	AT3G10660.1
OG0001406	Ag003G292440	AT4G37930.1
OG0001406	Ag004G343080	AT5G26780.2
OG0001407	Ag008G684220	AT5G52882.1
OG0001407	Ag003G253170	AT4G28000.2
OG0001409	Ag008G729870	AT5G63680.1
OG0001409	Ag007G601630	AT5G08570.1
OG0001410	Ag003G262850, Ag002G120020	AT5G46750.1
OG0001410	Ag006G576730	AT4G17890.1
OG0001411	Ag006G575480	AT4G18205.1, AT4G18197.1
OG0001412	Ag006G569940	AT4G19640.1
OG0001412	Ag002G103010	AT5G45130.2
OG0001413	Ag006G567740, Ag006G567750	AT4G21903.2
OG0001415	Ag002G159660	AT2G33850.1
OG0001415	Ag007G583150	AT1G28400.1
OG0001416	Ag007G581940	AT1G29530.1
OG0001417	Ag003G289380	AT4G36820.1
OG0001417	Ag006G524320	AT2G23790.1
OG0001418	Ag003G295250	AT4G39190.1
OG0001418	Ag006G521500	AT2G21560.1
OG0001419	Ag007G647650	AT5G38830.1
OG0001419	Ag001G081170	AT3G56300.1
OG0001420	Ag002G138920	AT4G04740.2, AT4G04720.1
OG0001420	Ag006G555900, Ag006G555880	AT4G21940.2
OG0001421	Ag005G436870	AT3G22930.1
OG0001422	Ag005G484500	AT3G05030.1
OG0001422	Ag007G637440	AT5G27150.1
OG0001423	Ag002G200290	AT2G44770.1
OG0001423	Ag001G092640	AT3G60260.1
OG0001424	Ag006G496610	AT5G03790.1
OG0001425	Ag008G678130	AT3G42880.1
OG0001425	Ag008G717570	AT5G20690.1
OG0001426	Ag004G350570	AT1G68907.1
OG0001427	Ag004G298430	AT1G01380.1
OG0001428	Ag006G510260	AT4G02450.1
OG0001429	Ag006G510160	AT4G02500.1
OG0001429	Ag001G098000	AT3G62720.1
OG0001430	Ag004G302280	AT1G04300.3
OG0001431	Ag004G303000	AT1G04810.1
OG0001431	Ag007G589010	AT2G32730.1
OG0001432	Ag004G304890	AT1G05860.1
OG0001432	Ag007G590910	AT3G53860.1, AT2G31600.1
OG0001433	Ag004G305660	AT1G06540.1
OG0001433	Ag007G591900	AT2G30930.1
OG0001434	Ag006G502530, Ag006G502540, Ag007G594530, Ag007G594550	AT2G29260.1
OG0001434	Ag006G502770, Ag006G502790	AT5G06060.1
OG0001435	Ag004G307510	AT1G07750.1
OG0001435	Ag006G521960, Ag007G595260	AT2G28680.1
OG0001436	Ag007G626910	AT5G17700.1
OG0001436	Ag005G487020	AT3G03620.1
OG0001437	Ag007G628100	AT5G17920.1
OG0001437	Ag005G486760	AT3G03780.1
OG0001438	Ag007G637910	AT5G28150.1
OG0001438	Ag005G484840	AT3G04860.1
OG0001439	Ag003G233670	AT1G73950.1
OG0001439	Ag004G329980	AT1G18470.1
OG0001440	Ag004G337770	AT1G21720.1
OG0001440	Ag003G218090	AT1G77440.1
OG0001441	Ag003G240490	AT1G72150.1
OG0001441	Ag004G339720	AT1G22530.1
OG0001442	Ag004G344190	AT1G70810.1
OG0001442	Ag003G226090	AT1G23140.1
OG0001443	Ag004G348030	AT1G69760.1
OG0001444	Ag007G585760, Ag007G585910, Ag007G585900, Ag007G585820, Ag007G585800	AT4G25490.1, AT4G25470.1, AT4G25480.1
OG0001445	Ag004G312470	AT1G10715.1, AT1G27135.1
OG0001446	Ag007G600600	AT5G08000.2
OG0001446	Ag008G725290	AT5G61130.1
OG0001447	Ag003G240560	AT1G72130.1
