Orthogroup	Alyssum_gmelinii	Noccaea_praecox
OG0002313	Ag004G350240	Np002G087560
OG0002314	Ag004G355490	Np002G091280
OG0002315	Ag003G266420, Ag003G265610	Np005G273280
OG0002315	Ag006G524190	Np006G366660
OG0002316	Ag004G309160	Np004G250260
OG0002316	Ag004G365020, Ag004G365560	Np002G106240
OG0002317	Ag007G586330, Ag004G307700	Np004G251470
OG0002318	Ag007G579580, Ag001G000480, Ag001G000460, Ag006G565240, Ag001G000500	Np004G190360, Np004G190350
OG0002318	Ag001G000390	Np004G190340
OG0002320	Ag004G298470	Np004G258770
OG0002321	Ag005G471160	Np007G408920
OG0002321	Ag007G611970	Np003G140360
OG0002322	Ag006G500250	Np003G130140
OG0002324	Ag004G343340	Np002G083980
OG0002326	Ag005G469510	Np007G407680
OG0002326	Ag001G001320	Np004G190840
OG0002327	Ag001G004940	Np004G192510
OG0002327	Ag005G465820	Np007G405630
OG0002328	Ag005G462880, Ag005G453820, Ag003G243530	Np007G402800
OG0002328	Ag001G008040	Np004G194190
OG0002329	Ag005G455270	Np007G394150
OG0002329	Ag001G024300	Np004G199000
OG0002331	Ag005G442720, Ag005G443960	Np007G380830
OG0002331	Ag001G010930	Np004G195560
OG0002333	Ag003G281670	Np005G264750
OG0002333	Ag005G419110	Np007G378040
OG0002334	Ag005G404260	Np007G371750
OG0002334	Ag002G182150, Ag006G495200, Ag003G253810	Np005G276630
OG0002335	Ag001G009020	Np004G194660
OG0002335	Ag005G461830	Np007G390360
OG0002336	Ag005G461810	Np007G390380
OG0002336	Ag001G009040	Np004G194680
OG0002337	Ag001G068750	Np001G054590
OG0002337	Ag002G165360	Np006G339750
OG0002338	Ag003G231450, Ag001G080570	Np001G060100
OG0002338	Ag002G186110	Np006G331840
OG0002339	Ag002G190670	Np006G330260
OG0002339	Ag001G101470, Ag005G428560, Ag001G083670	Np001G061630
OG0002340	Ag004G340790, Ag004G340470, Ag004G342110, Ag004G340440, Ag001G057010, Ag001G056920, Ag001G056950, Ag001G056970, Ag001G055700	Np001G045810
OG0002343	Ag004G356060	Np001G046940, Np001G046660
OG0002348	Ag005G404020	Np007G371840
OG0002348	Ag003G254070	Np005G276480
OG0002349	Ag003G254760	Np005G276260
OG0002349	Ag005G403550	Np007G372070
OG0002350	Ag005G404670	Np007G372740
OG0002352	Ag006G528040	Np006G365780
OG0002352	Ag003G268280	Np005G272230
OG0002353	Ag003G284180	Np005G266000
OG0002354	Ag007G579190	Np004G215910
OG0002355	Ag004G365090, Ag004G365620	Np002G106320
OG0002355	Ag005G484120	Np007G419130
OG0002356	Ag004G310530	Np004G249370
OG0002357	Ag001G085770	Np001G062730
OG0002357	Ag004G311980	Np004G248260
OG0002358	Ag004G321200	Np004G241810
OG0002359	Ag004G320930	Np004G242120
OG0002360	Ag004G336280	Np001G025650
OG0002360	Ag006G525440	Np001G025640
OG0002361	Ag008G669120	Np001G020930
OG0002362	Ag008G670510, Ag006G562590	Np001G020570
OG0002364	Ag002G170530, Ag002G170540	Np002G097210, Np002G089910
OG0002364	Ag004G360830	Np002G097280
OG0002365	Ag004G363820	Np002G099790
OG0002366	Ag004G316240	Np004G245070
OG0002366	Ag004G382510	Np002G121370
OG0002367	Ag008G699520	Np003G157490, Np005G279400
OG0002368	Ag002G189240	Np006G330680
OG0002368	Ag001G082980	Np001G047730, Np001G061330
OG0002369	Ag002G187750	Np006G331340
OG0002370	Ag005G477720	Np007G413530
OG0002371	Ag005G476280	Np007G412750, Np007G423920
OG0002371	Ag006G495690	Np003G127820
OG0002372	Ag005G474170	Np007G411030
OG0002372	Ag006G500380	Np003G130360
OG0002373	Ag005G471690	Np007G409320
OG0002375	Ag006G545720, Ag006G548900	Np005G283800
OG0002375	Ag008G679550, Ag008G679540	Np003G184490
OG0002376	Ag007G585640	Np005G280650
OG0002377	Ag003G251680	Np005G277980
OG0002378	Ag003G251160	Np005G278460
OG0002378	Ag008G693750	Np003G163440
OG0002379	Ag008G700750, Ag006G518520	Np005G279720
OG0002380	Ag008G731890	Np001G003880
OG0002380	Ag007G603530	Np003G136200
OG0002381	Ag007G601720	Np003G135080
OG0002381	Ag008G729780	Np001G005620
OG0002382	Ag007G600300	Np003G133860
OG0002382	Ag008G725630	Np001G009440
OG0002383	Ag006G574680	Np005G291540
OG0002384	Ag006G561240, Ag002G126750	Np001G039550, Np005G288370
OG0002385	Ag002G130200	Np003G184930
OG0002385	Ag006G563650	Np005G287430
OG0002386	Ag002G141820	Np003G182650, Np003G182640
OG0002386	Ag005G445370, Ag005G445410, Ag006G552640	Np005G285320
OG0002387	Ag003G290750	Np005G268970, Np006G367470
OG0002388	Ag003G291240	Np005G269360
OG0002389	Ag003G297070	Np005G292540
OG0002390	Ag002G163110	Np006G340690
OG0002390	Ag007G578040	Np004G205330
OG0002392	Ag006G563660	Np005G287440
OG0002392	Ag002G130140	Np003G184900
OG0002393	Ag001G045940, Ag001G043610	Np005G308240
OG0002393	Ag005G427760	Np007G387610
OG0002394	Ag005G430500, Ag005G430470	Np007G386990
OG0002395	Ag005G430000, Ag005G430860	Np007G386740
OG0002396	Ag001G036880	Np005G305570
OG0002397	Ag007G653670, Ag003G246580	Np005G318020
OG0002397	Ag008G669670	Np001G020830
OG0002398	Ag001G098450	Np001G069510
OG0002399	Ag002G206200	Np006G320970
OG0002400	Ag002G203430	Np006G322910
OG0002400	Ag001G095260	Np001G067680, Np001G067700
OG0002401	Ag002G202590	Np006G323630
OG0002401	Ag001G094240	Np001G067030
OG0002402	Ag002G201810	Np006G324180
OG0002402	Ag001G093760	Np001G066780
OG0002403	Ag003G234840	Np002G080440
OG0002403	Ag004G329240	Np004G237860
OG0002405	Ag002G191820, Ag002G191870, Ag002G191900	Np003G174880
OG0002406	Ag008G717780	Np003G148770
OG0002406	Ag008G673980	Np001G043070
OG0002407	Ag008G717250, Ag008G717270	Np001G043140
OG0002408	Ag008G712320	Np003G151710, Np001G044940
OG0002409	Ag008G731960, Ag008G731980, Ag008G731950, Ag008G731990	Np001G003820
OG0002410	Ag008G733900	Np001G002380
OG0002411	Ag003G238420	Np002G081870
OG0002412	Ag004G297790	Np004G259370
OG0002412	Ag006G516920	Np003G189100
OG0002413	Ag004G298100	Np004G259150
OG0002414	Ag004G300720	Np004G257040
OG0002414	Ag007G599400	Np003G185740
OG0002415	Ag004G302150	Np004G256100
OG0002416	Ag007G587810	Np001G041240
OG0002416	Ag004G302320	Np004G255950
OG0002417	Ag002G190840, Ag001G071920, Ag007G588810	Np006G357420
OG0002417	Ag004G303170	Np004G255260
OG0002418	Ag007G590210	Np006G355890
OG0002418	Ag004G304310	Np004G254360
OG0002419	Ag004G305880	Np004G252960
OG0002419	Ag007G592240	Np006G353580, Np006G347200
OG0002420	Ag007G596370	Np006G358600
OG0002420	Ag007G596360	Np006G358610
OG0002421	Ag007G596780	Np006G358020
OG0002421	Ag004G308280	Np004G251080
OG0002422	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490	Np003G161230
OG0002423	Ag005G489930	Np007G423800
OG0002423	Ag007G619150	Np003G142510
OG0002424	Ag007G620030	Np003G142790
OG0002424	Ag005G488910, Ag005G489490	Np007G423490
OG0002425	Ag005G489330, Ag001G091130	Np007G423420, Np007G423410
OG0002425	Ag007G620230	Np003G142930
OG0002426	Ag005G489190	Np007G423350
OG0002426	Ag007G621000	Np003G143040
OG0002427	Ag005G488080	Np007G422540
OG0002427	Ag007G624320	Np003G144260
OG0002428	Ag005G486380	Np007G421390
OG0002428	Ag007G628670	Np003G145670
OG0002429	Ag004G306340, Ag004G306350, Ag004G306410	Np004G252490
OG0002430	Ag005G478720	Np007G414380
OG0002430	Ag005G478740	Np007G414390
OG0002431	Ag001G078250	Np001G058890
OG0002431	Ag002G181760	Np006G333700
OG0002432	Ag002G181140	Np006G333820
OG0002433	Ag003G209630	Np002G071200
OG0002433	Ag004G324060	Np004G240420
OG0002434	Ag003G212200	Np002G072700
OG0002435	Ag003G235170	Np002G080860
OG0002435	Ag004G329540	Np004G237650
OG0002436	Ag004G337820	Np004G233460
OG0002436	Ag003G218020	Np002G074910
OG0002437	Ag004G338660	Np004G232620
OG0002437	Ag003G215160	Np002G073930
OG0002438	Ag004G339010	Np004G232500
OG0002439	Ag003G240440	Np002G082820
OG0002439	Ag004G339710	Np004G232070
OG0002440	Ag007G589250, Ag001G099080	Np004G189980, Np005G307140
OG0002441	Ag004G341220	Np004G231070
OG0002441	Ag004G343640	Np002G084170, Np003G172720
OG0002442	Ag003G242300	Np004G230110
OG0002443	Ag003G244890	Np004G226380
OG0002443	Ag004G364920, Ag001G075730, Ag004G348970	Np002G087020
OG0002444	Ag004G351440	Np002G088710
OG0002444	Ag003G247960	Np004G208880
OG0002445	Ag007G585710	Np005G280670
OG0002446	Ag003G252510	Np005G277350
OG0002446	Ag008G686830	Np003G163730
OG0002447	Ag003G278680, Ag006G506870, Ag005G449290	Np005G270010
OG0002448	Ag001G061560	Np001G052080
OG0002449	Ag004G317030	Np004G244560
OG0002449	Ag008G667050	Np001G022360
OG0002450	Ag001G073630, Ag001G073640	Np001G040930
OG0002450	Ag004G308040	Np004G251240
OG0002451	Ag004G307850	Np004G251370
OG0002451	Ag007G595910	Np006G359060
OG0002452	Ag004G306830	Np004G252200
OG0002453	Ag006G509810	Np003G186220
OG0002453	Ag004G300240	Np004G257330
OG0002454	Ag004G300210	Np004G257340
OG0002454	Ag006G509940	Np003G186250
OG0002455	Ag007G624220, Ag007G600320, Ag007G624300	Np005G302130, Np003G144230, Np003G144240
OG0002456	Ag007G628360	Np003G145390
OG0002456	Ag007G628520	Np003G145560
OG0002458	Ag001G076070, Ag001G076090	Np001G057960, Np001G057930
OG0002459	Ag008G728580	Np001G006830, Np001G006740
OG0002460	Ag006G506300	Np003G132870
OG0002460	Ag008G705900	Np003G154530
OG0002461	Ag001G067360	Np001G053110
OG0002462	Ag003G220110	Np002G076370
OG0002463	Ag004G334560	Np004G234910
OG0002464	Ag003G231550	Np002G079350
OG0002465	Ag004G322930	Np004G240950
OG0002466	Ag001G003600	Np004G191820
OG0002468	Ag001G006760	Np004G193420
OG0002469	Ag001G029810, Ag001G031040	Np005G301260
OG0002469	Ag005G459800	Np007G391620
OG0002470	Ag005G457920	Np007G392600
OG0002470	Ag001G026600	Np004G199740
OG0002471	Ag005G457370	Np007G392840
OG0002471	Ag001G025600	Np004G199610
OG0002472	Ag005G457110	Np007G393040
OG0002472	Ag001G025440	Np004G199480
OG0002473	Ag005G456440	Np007G393530
OG0002473	Ag001G024790	Np004G199260
OG0002474	Ag005G438080	Np007G383310
OG0002475	Ag001G036570	Np005G305090
OG0002475	Ag005G436170	Np007G384030
OG0002476	Ag001G040270	Np009G432640, Np004G224230, Np007G401350, Np002G109880, Np002G110290, Np002G108830, Np007G401400
OG0002477	Ag005G403450	Np007G372080, Np005G276250
OG0002478	Ag005G464570	Np007G404780
OG0002478	Ag001G006560	Np004G193300
OG0002479	Ag002G161220	Np006G341690
OG0002479	Ag002G117290, Ag002G117330	Np001G035150
OG0002480	Ag001G081560	Np001G060590
OG0002480	Ag002G188170	Np006G331070
OG0002482	Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650, Ag005G418640	Np001G033140, Np001G033130
OG0002484	Ag008G699700	Np003G157400
OG0002485	Ag007G634440	Np001G013990
OG0002488	Ag005G482890	Np007G418080, Np007G418070
OG0002489	Ag007G652120	Np001G040650
OG0002494	Ag003G253690	Np005G276740
OG0002496	Ag006G521690	Np006G370130
OG0002496	Ag005G402860, Ag005G451800, Ag001G031970, Ag005G420330	Np005G261370
OG0002497	Ag008G701470	Np003G156460
OG0002497	Ag003G269460	Np005G271710
OG0002498	Ag003G269850	Np005G271620
OG0002499	Ag008G715550	Np003G150290
OG0002500	Ag003G280910	Np005G264460, Np007G378280
OG0002502	Ag008G660650, Ag007G628590	Np004G205440
OG0002503	Ag004G309070	Np002G105110
OG0002504	Ag004G310760	Np004G249190
OG0002505	Ag004G311760	Np004G248490
OG0002505	Ag004G369490	Np002G114670
OG0002506	Ag004G371470	Np002G115760, Np003G171450
OG0002506	Ag004G312160	Np004G248170
OG0002507	Ag004G320770, Ag006G517830	Np001G025360
OG0002508	Ag005G477690	Np001G024780
OG0002508	Ag004G319440	Np004G242820
OG0002509	Ag008G662590	Np001G024470
OG0002510	Ag004G317010	Np004G244580
OG0002511	Ag001G070200, Ag001G061040	Np004G213820
OG0002512	Ag001G092040	Np001G065340
OG0002512	Ag001G001300	Np004G190810
OG0002513	Ag005G474690	Np007G411370
OG0002513	Ag006G499350	Np003G129710
OG0002514	Ag005G473900	Np004G195410
OG0002515	Ag005G472490	Np007G410140
OG0002516	Ag007G585490	Np005G280310, Np005G280330
OG0002517	Ag003G252570	Np005G277310
OG0002517	Ag008G686770	Np003G163760
OG0002518	Ag003G250500	Np005G278950
OG0002519	Ag003G250460	Np005G278960, Np003G159430
OG0002520	Ag008G696960	Np003G158550
OG0002521	Ag007G608920, Ag007G608890, Ag007G608910	Np003G138860
OG0002522	Ag007G602560	Np003G135770
OG0002522	Ag008G731150	Np001G004530
OG0002523	Ag006G577660	Np005G295390
OG0002524	Ag002G143870, Ag002G144360	Np003G181760
OG0002524	Ag006G551170	Np005G284710
OG0002525	Ag006G535150	Np004G204340
OG0002526	Ag007G580450	Np004G214030
OG0002526	Ag007G586250	Np005G281080
OG0002527	Ag002G162040	Np006G322150, Np006G341070
OG0002527	Ag007G579770	Np004G214800
OG0002528	Ag005G415160	Np007G375180
OG0002528	Ag003G287860	Np005G267680
OG0002529	Ag003G290690, Ag001G017030	Np005G268930
OG0002529	Ag006G523970	Np006G367250
OG0002530	Ag003G291600	Np005G269580
OG0002531	Ag003G293270	Np005G262240
OG0002532	Ag003G295040	Np005G261470
OG0002533	Ag003G296930	Np005G260200
OG0002535	Ag002G143230	Np003G181440, Np005G284440
OG0002536	Ag002G141570	Np003G182710
OG0002537	Ag002G140850	Np003G182990
OG0002538	Ag005G405260	Np005G306360
OG0002538	Ag001G037830	Np005G306370
OG0002539	Ag001G036710	Np005G305330
OG0002539	Ag001G036720	Np005G305340, Np004G228750
OG0002540	Ag001G033510	Np005G302750, Np005G302700, Np005G302530, Np005G302710
OG0002542	Ag002G203040	Np006G323160
OG0002542	Ag001G094990	Np001G067430
OG0002543	Ag002G202530	Np006G323690
OG0002543	Ag001G094110	Np001G066950
OG0002544	Ag002G198350	Np006G326380
OG0002544	Ag001G091540	Np001G065100
OG0002545	Ag002G191470	Np006G329850
OG0002547	Ag001G083950	Np001G061750
OG0002547	Ag002G190820	Np006G330130
OG0002548	Ag002G176690	Np006G335400
OG0002548	Ag006G495930	Np003G127990
OG0002550	Ag008G717730	Np003G148830
OG0002551	Ag001G052070	Np001G046370
OG0002552	Ag008G729550	Np001G005880
OG0002553	Ag008G734640	Np001G001680
OG0002554	Ag001G100050	Np001G000900
OG0002555	Ag004G298730	Np004G258550
OG0002556	Ag006G514230, Ag006G545690	Np003G187900
OG0002556	Ag004G298880	Np004G258380
OG0002557	Ag004G304940	Np004G253800
OG0002557	Ag007G591080	Np006G355200
OG0002558	Ag001G034270, Ag003G251050	Np005G278570
OG0002559	Ag001G100410	Np007G424830
OG0002559	Ag007G615170	Np003G141610
OG0002560	Ag007G618100	Np003G142260
OG0002560	Ag005G490270	Np007G424320
OG0002561	Ag007G623080	Np003G143780
OG0002562	Ag007G637760	Np001G015530
OG0002562	Ag005G484720	Np007G419610
OG0002563	Ag005G484550, Ag005G484570	Np007G419490
OG0002564	Ag005G481780	Np007G417280
OG0002565	Ag001G069170	Np001G054710
OG0002566	Ag002G172370	Np006G337160, Np006G337170
OG0002567	Ag004G324860	Np004G239960
OG0002568	Ag003G226430	Np002G078080
OG0002568	Ag004G332460	Np004G235860
OG0002569	Ag003G222490	Np002G076970
OG0002569	Ag004G334090	Np004G235170
OG0002570	Ag003G222230	Np004G235040, Np002G076840
OG0002571	Ag003G220060	Np002G076320
OG0002571	Ag004G335580	Np004G234490
OG0002572	Ag003G218270	Np002G075100
OG0002572	Ag004G337450	Np004G233750
OG0002573	Ag004G346180	Np002G085750
OG0002573	Ag003G243110	Np004G228740
OG0002574	Ag004G351450	Np002G088720
OG0002575	Ag004G321090	Np004G227690
OG0002577	Ag004G306990	Np006G364060
OG0002578	Ag004G305450	Np004G253370
OG0002580	Ag007G590160	Np006G355950
OG0002580	Ag004G304170, Ag004G304160	Np004G254430
OG0002582	Ag006G500600, Ag006G504690, Ag006G504760, Ag002G186080	Np006G331850
OG0002583	Ag008G693110	Np001G050550
OG0002583	Ag008G722000	Np001G011970
OG0002584	Ag001G053020	Np001G046950
OG0002584	Ag008G706760	Np003G153990
OG0002585	Ag008G709510	Np003G152660
OG0002586	Ag004G352030	Np002G088920
OG0002587	Ag004G332590	Np004G235750
OG0002587	Ag003G226110	Np002G077950
OG0002588	Ag003G231660	Np002G079390
OG0002588	Ag004G330360, Ag004G330380, Ag004G330370	Np004G237070
OG0002589	Ag004G327580	Np004G238490
OG0002589	Ag003G238700	Np002G081980
OG0002590	Ag005G467450	Np007G406030
OG0002591	Ag005G469040	Np007G407450
OG0002591	Ag001G016720, Ag001G002320	Np004G191180
OG0002592	Ag001G003650	Np004G191920
OG0002592	Ag005G467560	Np007G406150
OG0002593	Ag001G007300	Np004G193850
OG0002593	Ag005G463500	Np007G403660
OG0002594	Ag001G007750	Np004G194100
OG0002595	Ag001G009010	Np004G194640
OG0002596	Ag005G460250, Ag005G454600	Np007G391410
OG0002596	Ag001G031690, Ag001G030540	Np005G301700
OG0002597	Ag005G458740	Np007G392310
OG0002597	Ag001G027310	Np004G200050
OG0002598	Ag005G456770	Np007G393210
OG0002599	Ag005G440580, Ag005G440620	Np007G382100
OG0002600	Ag003G236450	Np007G423500
OG0002601	Ag006G550970	Np006G363700
OG0002601	Ag003G279070	Np005G270200
OG0002602	Ag005G469990	Np007G408180
OG0002603	Ag005G444170, Ag005G442890	Np007G380690
OG0002603	Ag001G011230	Np004G195680
OG0002604	Ag007G588860, Ag003G261990, Ag003G262340	Np004G198390
OG0002605	Ag001G081580	Np001G060610
OG0002605	Ag002G188220	Np006G330990
OG0002607	Ag001G092240, Ag001G092210, Ag001G092200, Ag001G092230, Ag001G092330, Ag001G092280	Np001G065560
OG0002609	Ag001G096640, Ag001G096690, Ag001G097370, Ag001G097290	Np004G229030
OG0002610	Ag008G703650, Ag008G703690, Ag008G703720, Ag008G703670, Ag006G576820	Np002G113040
OG0002610	Ag002G108710, Ag002G112330, Ag002G112230	Np001G035880
OG0002611	Ag002G178330	Np006G334690, Np006G334670
OG0002611	Ag002G178450	Np006G334680
OG0002613	Ag004G301430, Ag004G301440, Ag004G301390	Np004G256680, Np004G256710
OG0002614	Ag008G667480	Np001G021980
OG0002614	Ag004G316750	Np004G244760
OG0002615	Ag004G338140	Np004G232970
OG0002617	Ag006G573120, Ag006G573040, Ag006G573010, Ag006G573030, Ag006G573050	Np005G312850, Np005G312820
OG0002618	Ag008G730190	Np001G005410
OG0002618	Ag008G730200	Np001G005420
OG0002622	Ag005G402980	Np007G372270
OG0002622	Ag003G255280	Np005G275950
OG0002623	Ag003G267640	Np005G272450, Np006G365970
OG0002624	Ag003G278100	Np005G262860
OG0002626	Ag003G281940	Np005G264790
OG0002627	Ag003G282170	Np005G264910
OG0002628	Ag003G283180	Np005G265670
OG0002629	Ag002G162350	Np006G340950
OG0002629	Ag007G579610	Np004G215250
OG0002630	Ag007G578610	Np004G217890, Np006G340340
OG0002631	Ag001G101560	Np005G298260
OG0002632	Ag004G366600	Np002G108420
OG0002632	Ag004G309630, Ag001G083910, Ag004G395070	Np004G249900
OG0002633	Ag004G310470	Np004G249460
OG0002634	Ag004G369090	Np002G113880
OG0002635	Ag004G313950	Np004G246900
OG0002635	Ag004G377000	Np002G118570
OG0002636	Ag004G321280	Np004G241750
OG0002637	Ag004G319430	Np004G242810
OG0002638	Ag008G664140	Np001G023530
OG0002638	Ag004G317750	Np004G244090
OG0002639	Ag008G667870	Np001G021740
OG0002639	Ag006G494010	Np003G127000
OG0002641	Ag007G648650	Np005G315570, Np005G318700
OG0002642	Ag004G356460	Np002G092580
OG0002642	Ag007G647270	Np005G313860
OG0002643	Ag007G646080	Np005G312470
OG0002643	Ag004G358820	Np002G095040
OG0002644	Ag003G252310	Np005G277540
OG0002645	Ag008G701890	Np003G156320
OG0002645	Ag003G249220	Np005G279910
OG0002646	Ag006G497220	Np003G128580
OG0002649	Ag008G687360	Np003G161350
OG0002650	Ag008G689490	Np003G162680, Np003G162580
OG0002651	Ag008G693340	Np003G163320
OG0002652	Ag005G408870	Np007G373980
OG0002653	Ag007G605960	Np003G137300
OG0002653	Ag008G721390	Np001G012430
OG0002654	Ag008G733330	Np001G002850
OG0002654	Ag007G605080	Np003G136870
OG0002655	Ag007G604090	Np003G136310
OG0002655	Ag008G732570	Np001G003410
OG0002656	Ag008G731530	Np001G004260
OG0002656	Ag007G603140	Np003G135960
OG0002657	Ag006G576110	Np005G292640
OG0002657	Ag002G117400, Ag002G117440	Np001G034990
OG0002657	Ag001G033900	Np005G303100
OG0002658	Ag006G562640	Np005G287130
OG0002658	Ag006G562680	Np005G311820
OG0002659	Ag006G553310	Np005G285630
OG0002659	Ag002G141160	Np003G182870
OG0002660	Ag002G142420	Np003G182520
OG0002660	Ag006G552110	Np005G285040
OG0002661	Ag006G548180, Ag006G546490	Np005G283520
OG0002661	Ag002G145840	Np003G180430
OG0002662	Ag006G534950	Np004G204600
OG0002662	Ag002G156060, Ag002G153510	Np003G177050
OG0002663	Ag007G583690	Np004G210920
OG0002665	Ag004G393380, Ag003G287910	Np005G267720
OG0002665	Ag005G413070, Ag005G413510	Np001G021500, Np007G375080, Np001G021490
OG0002666	Ag003G288780, Ag003G288810, Ag003G288760	Np005G268160
OG0002667	Ag003G288990	Np005G268260
OG0002667	Ag005G410990	Np007G374610
OG0002668	Ag003G290130, Ag003G290180, Ag003G290150	Np005G268750, Np005G268740
OG0002669	Ag005G446620	Np005G269730
OG0002670	Ag006G521560	Np006G370000
OG0002670	Ag003G295170	Np005G261270
OG0002672	Ag007G649110	Np005G315930
OG0002673	Ag002G153140, Ag002G155800	Np003G176310
OG0002673	Ag004G321190	Np004G241820
OG0002674	Ag002G142020	Np003G182610, Np003G157230
OG0002675	Ag006G564010	Np005G287490
OG0002675	Ag002G130110	Np003G184880
OG0002676	Ag001G043400	Np005G307700
OG0002676	Ag005G426920	Np007G388040
OG0002677	Ag004G333650	Np005G307950
OG0002677	Ag008G716950	Np005G308050
OG0002678	Ag001G038520	Np005G307200
OG0002679	Ag005G436190	Np007G384000
OG0002680	Ag005G436570	Np007G383930
OG0002681	Ag002G203420	Np006G322940
OG0002682	Ag002G196570	Np006G327390
OG0002683	Ag002G192880	Np006G329120
OG0002683	Ag001G086130	Np001G062870
OG0002684	Ag002G191430	Np006G329960
OG0002685	Ag005G478350	Np007G414050
OG0002686	Ag006G497200	Np003G128560
OG0002686	Ag007G620320	Np003G142940
OG0002687	Ag003G278210	Np001G045030
OG0002687	Ag008G711700	Np003G151900
OG0002688	Ag001G051010	Np001G045550
OG0002688	Ag008G710570	Np003G152270
OG0002691	Ag001G057150	Np001G049190
OG0002691	Ag008G729520	Np001G005910
OG0002692	Ag006G517290	Np003G189290
OG0002692	Ag004G297870	Np004G259300
OG0002693	Ag007G599460	Np003G185860
OG0002694	Ag007G586620	Np001G040030
OG0002695	Ag007G590860	Np006G355410
OG0002695	Ag004G304820	Np004G253930
OG0002696	Ag004G307550	Np004G251580
OG0002696	Ag007G595170	Np006G359830
OG0002698	Ag005G487860	Np007G422350
OG0002698	Ag007G625240	Np003G144710
OG0002699	Ag005G487790	Np007G422240
OG0002699	Ag007G625360	Np003G144760
OG0002700	Ag005G486370	Np007G421380
OG0002701	Ag005G480350	Np007G415890, Np001G017260
OG0002702	Ag001G080680	Np001G060150
OG0002702	Ag002G186550	Np007G386780, Np006G331700
OG0002703	Ag007G580890, Ag005G412790	Np004G213500
OG0002704	Ag002G170810	Np006G337870
OG0002704	Ag001G072420	Np001G056140
OG0002705	Ag001G074810	Np001G057340
OG0002705	Ag002G177830	Np006G335000
OG0002706	Ag003G211550	Np002G072130
OG0002706	Ag004G324880	Np004G239930
OG0002707	Ag003G236430	Np002G081140
OG0002707	Ag004G328740	Np004G238020
OG0002708	Ag003G226350	Np002G078070
OG0002708	Ag004G332470	Np004G235850
OG0002709	Ag003G219290	Np002G075640
OG0002709	Ag004G336630	Np004G234150
OG0002710	Ag004G343040	Np002G083750
OG0002711	Ag003G242850	Np004G229190
OG0002712	Ag004G351640	Np004G209020, Np002G088770
OG0002714	Ag004G322590	Np004G241260
OG0002715	Ag004G321990	Np004G241530
OG0002716	Ag004G311790	Np004G248460
OG0002716	Ag004G311770	Np004G248470
OG0002717	Ag007G622150	Np003G143440
OG0002717	Ag003G223090, Ag003G223030, Ag003G223020, Ag003G223170	Np002G077130, Np006G334770
OG0002718	Ag007G625000	Np003G144630
OG0002719	Ag008G721890, Ag008G721870	Np001G012050
OG0002720	Ag001G063260, Ag001G059970	Np001G052580
OG0002721	Ag008G722440	Np001G011760
OG0002722	Ag004G349750	Np002G087300
OG0002723	Ag003G215030	Np002G073840
OG0002724	Ag004G335100	Np004G234650
OG0002724	Ag003G220660	Np002G076480
OG0002725	Ag005G469920	Np007G408080
OG0002725	Ag005G469930	Np007G408090
OG0002726	Ag005G463760	Np007G403690
OG0002726	Ag001G007270	Np004G193810
OG0002727	Ag005G461510	Np007G390490
OG0002728	Ag005G450800	Np007G395850
OG0002729	Ag001G012750, Ag001G012760	Np004G196280
OG0002730	Ag005G441030	Np007G382010
OG0002731	Ag005G438390	Np007G383190
OG0002731	Ag001G034870	Np005G303920
OG0002733	Ag001G021100	Np004G198370
OG0002734	Ag007G580990, Ag002G160910	Np004G213380
OG0002735	Ag001G072400	Np001G056120, Np007G390820
OG0002736	Ag002G174880	Np006G336300
OG0002736	Ag001G074410	Np001G057180
OG0002737	Ag002G188180	Np006G331030
OG0002737	Ag001G081570	Np001G060600, Np001G058230
OG0002738	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520	Np002G124570, Np003G184100, Np006G322710
OG0002739	Ag001G059200	Np001G051100
OG0002739	Ag008G734130	Np001G002180
OG0002740	Ag001G090060	Np001G064460
OG0002740	Ag001G089890	Np001G048690
OG0002741	Ag001G083430	Np002G088950
OG0002743	Ag003G275730	Np005G263770
OG0002744	Ag004G311650, Ag004G311720, Ag004G311680, Ag004G311710	Np004G248500
OG0002745	Ag004G314670, Ag004G314690	Np004G246340
OG0002747	Ag005G462130, Ag005G461930	Np007G390280
OG0002748	Ag007G603290	Np003G136020
OG0002749	Ag008G699260	Np003G157660
OG0002753	Ag003G253900	Np005G276590
OG0002754	Ag005G402790, Ag003G256170	Np005G275590
OG0002755	Ag003G270880	Np006G364890
OG0002757	Ag003G281990	Np007G377560, Np005G264820
OG0002759	Ag007G579620	Np004G215230
OG0002760	Ag007G598690	Np005G281300
OG0002762	Ag004G377610	Np002G118760
OG0002762	Ag004G314240	Np004G246740
OG0002763	Ag004G322020	Np004G241510
OG0002764	Ag004G318710	Np004G243140
OG0002764	Ag008G662660	Np001G024250
OG0002765	Ag007G601210	Np003G134680
OG0002766	Ag004G359670	Np005G312440
OG0002767	Ag004G383870	Np002G121780
OG0002767	Ag004G316670	Np004G244840
OG0002768	Ag008G699880	Np003G157330
OG0002769	Ag005G477190	Np007G413440
OG0002771	Ag007G604200	Np003G136410
OG0002771	Ag008G732420	Np001G003590
OG0002772	Ag008G730320	Np001G005270
OG0002772	Ag007G602080	Np003G135360
