Orthogroup	Alyssum_gmelinii	Conringia_planisiliqua
OG0001127	Ag003G225890	CP13_g19598_DN3_SP1_c.t1
OG0001128	Ag004G318380	CP1_g37657_DN3_SP0_c.t1
OG0001129	Ag006G514020	CP13_g19150_DN3_SP5_c.t1, CP13_g19151_DN3_SP2_c.t1
OG0001130	Ag008G674550	CP2_g48849_DN3_SP8_c.t1
OG0001130	Ag007G647640	CP5_g1600_DN3_SP1_c.t1, CP5_g1599_DN3_SP0_c.t1
OG0001131	Ag008G702130	CP8_g53720_DN3_SP3_c.t1
OG0001132	Ag006G494530	CP11_g33586_DN3_SP8_c.t1
OG0001132	Ag005G476670	CP10_g42932_DN3_SP7_c.t1
OG0001133	Ag003G250820, Ag008G694900	CP19_g17950_DN3_SP8_c.t1, CP8_g53493_DN3_SP6_c.t1
OG0001134	Ag007G611750, Ag007G611740	CP11_g32626_DN3_SP1_c.t1, CP11_g32625_DN2_SP8_c.t1
OG0001135	Ag008G731910	CP2_g47811_DN3_SP0_c.t1
OG0001135	Ag007G603720	CP11_g32936_DN3_SP6_c.t1
OG0001136	Ag006G576750	CP6_g7039_DN3_SP0_c.t1
OG0001136	Ag002G120100	CP13_g19824_DN3_SP0_c.t1
OG0001137	Ag002G103820	CP13_g19993_DN3_SP8_c.t1
OG0001137	Ag006G571520	CP6_g6881_DN3_SP8_c.t1
OG0001138	Ag006G553570	CP19_g18455_DN3_SP8_c.t1
OG0001138	Ag005G490060, Ag003G279670, Ag002G140620	CP11_g31817_DN3_SP0_c.t1
OG0001139	Ag007G583870	CP7_g45092_DN2_SP8_c.t1
OG0001139	Ag003G247010, Ag004G374810	CP7_g45152_DN3_SP0_c.t1
OG0001140	Ag003G287800	CP5_g405_DN3_SP0_c.t1, CP10_g43734_DN3_SP0_c.t1
OG0001141	Ag001G052110	CP3_g14735_DN3_SP0_c.t1
OG0001142	Ag005G437730	CP12_g30626_DN3_SP8_c.t1
OG0001142	Ag001G035250	CP6_g7442_DN3_SP5_c.t1
OG0001143	Ag002G201140	CP4_g24218_DN3_SP0_c.t1
OG0001143	Ag001G093220	CP3_g13332_DN3_SP0_c.t1
OG0001144	Ag001G092190	CP3_g13380_DN3_SP8_c.t1
OG0001144	Ag002G199410	CP4_g24285_DN3_SP4_c.t1
OG0001145	Ag005G483750, Ag005G483770, Ag005G483830	CP19_g18408_DN3_SP0_c.t1
OG0001146	Ag008G730280, Ag002G191440	CP4_g24558_DN3_SP8_c.t1
OG0001146	Ag005G475750	CP10_g42992_DN3_SP8_c.t1
OG0001147	Ag004G381030	CP2_g49000_DN3_SP1_c.t1, CP2_g48999_DN3_SP3_c.t1
OG0001148	Ag002G105850, Ag007G603010	CP11_g32959_DN3_SP2_c.t1
OG0001149	Ag001G067640	CP3_g14248_DN3_SP0_c.t1
OG0001149	Ag001G099510	CP2_g47561_DN3_SP0_c.t1
OG0001150	Ag007G621120	CP11_g32361_DN3_SP7_c.t1
OG0001150	Ag005G489140	CP10_g42250_DN3_SP1_c.t1
OG0001151	Ag005G480860	CP10_g42682_DN3_SP0_c.t1
OG0001152	Ag001G081200	CP3_g13714_DN3_SP0_c.t1, CP13_g20423_DN2_SP0_c.t1
OG0001152	Ag002G187340	CP4_g24661_DN3_SP0_c.t1
OG0001153	Ag002G166760	CP4_g25111_DN3_SP0_c.t1
OG0001154	Ag003G227190	CP9_g29160_DN3_SP8_c.t1
OG0001154	Ag004G332220	CP7_g45811_DN3_SP8_c.t1
OG0001155	Ag003G222900	CP9_g29243_DN3_SP4_c.t1
OG0001155	Ag004G333860	CP7_g45739_DN3_SP3_c.t1
OG0001156	Ag003G242280	CP7_g45426_DN3_SP2_c.t1
OG0001156	Ag004G345210	CP9_g28657_DN3_SP2_c.t1
OG0001157	Ag004G313630	CP1_g37429_DN3_SP0_c.t1
OG0001158	Ag004G344270	CP9_g28698_DN3_SP4_c.t1
OG0001158	Ag003G241390	CP7_g45466_DN3_SP2_c.t1
OG0001159	Ag003G219730	CP9_g29314_DN3_SP0_c.t1
OG0001159	Ag003G219740	CP9_g29313_DN3_SP0_c.t1
OG0001160	Ag001G001780	CP7_g46399_DN3_SP8_c.t1
OG0001161	Ag005G443670, Ag005G442360	CP12_g30468_DN3_SP8_c.t1
OG0001161	Ag001G010660	CP1_g37964_DN3_SP8_c.t1
OG0001164	Ag008G727950, Ag008G727990, Ag008G728080, Ag006G510130	CP2_g48053_DN3_SP0_c.t1, CP10_g42500_DN1_SP0_c.t1
OG0001165	Ag007G607330, Ag007G607360	CP12_g30830_DN3_SP0_c.t1
OG0001169	Ag003G290250, Ag008G688460, Ag008G690000	CP8_g53389_DN3_SP1_c.t1
OG0001170	Ag005G484070	CP10_g42520_DN3_SP0_c.t1
OG0001170	Ag007G636930	CP2_g48600_DN3_SP8_c.t1
OG0001171	Ag004G373820	CP2_g49201_DN3_SP0_c.t1
OG0001171	Ag004G312950	CP1_g37395_DN2_SP0_c.t1
OG0001172	Ag008G662530	CP13_g19499_DN3_SP0_c.t1
OG0001173	Ag007G619670	CP19_g18027_DN3_SP1_c.t1
OG0001173	Ag004G399590	CP13_g19094_DN3_SP0_c.t1
OG0001174	Ag005G474660	CP10_g43039_DN3_SP8_c.t1
OG0001175	Ag008G698260	CP8_g53602_DN3_SP0_c.t1
OG0001176	Ag008G733000	CP2_g47752_DN3_SP8_c.t1
OG0001176	Ag007G604920	CP11_g32884_DN3_SP8_c.t1
OG0001177	Ag007G600560	CP11_g33095_DN3_SP0_c.t1, CP11_g33099_DN3_SP0_c.t1, CP11_g33096_DN3_SP0_c.t1
OG0001178	Ag007G600270	CP11_g33115_DN3_SP8_c.t1
OG0001178	Ag008G725720, Ag008G725690, Ag008G725670, Ag008G725680	CP2_g48173_DN3_SP0_c.t1, CP2_g48175_DN3_SP3_c.t1
OG0001179	Ag006G574110	CP6_g6941_DN1_SP0_c.t1
OG0001179	Ag001G039020	CP6_g8291_DN3_SP0_c.t1
OG0001180	Ag006G570220	CP6_g6854_DN3_SP1_c.t1
OG0001180	Ag002G103040	CP13_g20040_DN3_SP8_c.t1
OG0001181	Ag006G566890	CP19_g18512_DN3_SP8_c.t1
OG0001181	Ag002G138060, Ag002G134550	CP11_g31881_DN3_SP8_c.t1
OG0001182	Ag002G160010	CP4_g25335_DN3_SP2_c.t1
OG0001182	Ag007G582580	CP7_g45008_DN3_SP6_c.t1
OG0001183	Ag003G286590	CP5_g433_DN3_SP8_c.t1
OG0001183	Ag005G414160	CP10_g43769_DN3_SP8_c.t1
OG0001184	Ag001G095850	CP3_g13207_DN1_SP5_c.t1
OG0001184	Ag002G203750	CP4_g24059_DN1_SP5_c.t1
OG0001185	Ag001G095120	CP3_g13234_DN3_SP0_c.t1
OG0001185	Ag002G203300	CP4_g24091_DN3_SP0_c.t1
OG0001187	Ag007G589410	CP4_g25510_DN3_SP1_c.t1
OG0001187	Ag004G375790	CP4_g26646_DN3_SP0_c.t1
OG0001187	Ag004G303790	CP1_g36548_DN3_SP4_c.t1
OG0001188	Ag006G504540	CP11_g33238_DN3_SP8_c.t1
OG0001188	Ag001G003180, Ag007G593130	CP4_g25751_DN3_SP8_c.t1
OG0001189	Ag001G100580	CP10_g42130_DN3_SP6_c.t1
OG0001189	Ag007G614050	CP11_g32525_DN3_SP8_c.t1
OG0001190	Ag005G486330	CP10_g42392_DN3_SP8_c.t1
OG0001190	Ag007G631480	CP8_g54515_DN3_SP8_c.t1
OG0001191	Ag007G637060	CP2_g48607_DN3_SP8_c.t1
OG0001191	Ag005G484150	CP10_g42512_DN3_SP8_c.t1
OG0001193	Ag001G079120	CP3_g13786_DN3_SP8_c.t1
OG0001193	Ag002G183840	CP4_g24745_DN3_SP8_c.t1
OG0001194	Ag001G080130	CP3_g13757_DN3_SP5_c.t1
OG0001194	Ag001G080060	CP71_g11195_DN3_SP0_c.t1, CP6_g7707_DN3_SP0_c.t1
OG0001194	Ag005G478840	CP10_g42818_DN3_SP8_c.t1
OG0001195	Ag004G327380	CP7_g46006_DN3_SP0_c.t1
OG0001195	Ag003G239510	CP9_g28889_DN3_SP1_c.t1
OG0001196	Ag003G227660	CP9_g29142_DN3_SP5_c.t1
OG0001196	Ag004G332040	CP7_g45822_DN3_SP8_c.t1
OG0001197	Ag008G715480, Ag001G075470	CP3_g13904_DN3_SP0_c.t1
OG0001198	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000	CP2_g48575_DN2_SP0_c.t1
OG0001200	Ag008G719020	CP8_g54339_DN2_SP0_c.t1
OG0001201	Ag008G723680	CP2_g48292_DN3_SP6_c.t1
OG0001201	Ag008G690580	CP3_g14505_DN3_SP7_c.t1
OG0001202	Ag001G060360	CP3_g14360_DN3_SP8_c.t1
OG0001203	Ag001G083410	CP301_g18542_DN3_SP0_c.t1, CP305_g18552_DN3_SP0_c.t1, CP364_g51487_DN3_SP0_c.t1, CP3_g15445_DN3_SP0_c.t1, CP3_g15480_DN3_SP1_c.t1, CP3_g15457_DN3_SP0_c.t1, CP3_g15278_DN3_SP1_c.t1, CP3_g15272_DN3_SP0_c.t1
OG0001205	Ag005G464330	CP10_g43488_DN2_SP0_c.t1
OG0001207	Ag001G029600, Ag001G030950	CP6_g7257_DN3_SP4_c.t1
OG0001207	Ag005G459790	CP12_g30032_DN3_SP4_c.t1
OG0001208	Ag001G021110	CP1_g38178_DN3_SP8_c.t1
OG0001208	Ag005G452970	CP12_g30222_DN3_SP8_c.t1
OG0001209	Ag001G019490, Ag001G018930	CP1_g38151_DN3_SP6_c.t1
OG0001209	Ag005G451020	CP12_g30249_DN3_SP8_c.t1
OG0001211	Ag002G112890	CP2_g49537_DN1_SP0_c.t1
OG0001215	Ag001G023110	CP5_g3061_DN3_SP0_c.t1
OG0001216	Ag002G188570	CP4_g24614_DN1_SP0_c.t1
OG0001217	Ag005G465520	CP6_g7372_DN3_SP1_c.t1, CP6_g7367_DN3_SP0_c.t1
OG0001218	Ag005G484660	CP10_g42483_DN2_SP0_c.t1
OG0001219	Ag008G697600	CP16_g55176_DN2_SP0_c.t1
OG0001223	Ag003G273790	CP5_g620_DN3_SP0_c.t1
OG0001224	Ag004G309570	CP1_g37200_DN3_SP8_c.t1
OG0001226	Ag002G117630	CP13_g19210_DN3_SP2_c.t1
OG0001227	Ag005G476860	CP10_g42921_DN3_SP7_c.t1
OG0001227	Ag006G494080	CP11_g33596_DN3_SP6_c.t1
OG0001230	Ag008G726560	CP2_g48124_DN3_SP6_c.t1
OG0001230	Ag006G507850	CP11_g33162_DN3_SP6_c.t1
OG0001233	Ag006G550770	CP19_g18384_DN3_SP8_c.t1
OG0001233	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510	CP20_g4399_DN3_SP7_c.t1
OG0001234	Ag003G226160	CP9_g29182_DN3_SP8_c.t1
OG0001234	Ag007G584680	CP1_g38652_DN3_SP6_c.t1
OG0001235	Ag005G416000	CP10_g43806_DN3_SP6_c.t1
OG0001235	Ag003G285490	CP5_g466_DN3_SP8_c.t1
OG0001236	Ag001G034230	CP6_g7383_DN3_SP7_c.t1
OG0001236	Ag001G002170	CP7_g46391_DN3_SP0_c.t1
OG0001236	Ag007G589320	CP4_g25506_DN3_SP2_c.t1
OG0001237	Ag002G202710	CP4_g24132_DN3_SP0_c.t1
OG0001237	Ag001G094450	CP3_g13263_DN3_SP0_c.t1
OG0001238	Ag002G202580	CP4_g24142_DN3_SP8_c.t1
OG0001239	Ag001G091800	CP3_g13391_DN3_SP8_c.t1
OG0001239	Ag002G198750	CP4_g24312_DN3_SP8_c.t1
OG0001240	Ag002G197900	CP4_g24358_DN1_SP0_c.t1
OG0001241	Ag002G197710	CP4_g24364_DN3_SP5_c.t1
OG0001241	Ag002G197700, Ag002G197690	CP4_g24366_DN3_SP0_c.t1, CP4_g24365_DN3_SP6_c.t1
OG0001242	Ag006G495160	CP11_g33564_DN3_SP8_c.t1
OG0001242	Ag005G476530	CP10_g42942_DN3_SP0_c.t1
OG0001242	Ag005G476520	CP10_g42943_DN3_SP7_c.t1
OG0001243	Ag008G719290	CP8_g54374_DN3_SP2_c.t1
OG0001243	Ag004G356370	CP9_g28271_DN2_SP0_c.t1
OG0001245	Ag001G063060	CP3_g14281_DN3_SP0_c.t1, CP3_g14283_DN3_SP0_c.t1
OG0001245	Ag004G353940, Ag001G099840	CP2_g47565_DN3_SP2_c.t1
OG0001246	Ag004G299200	CP1_g36531_DN3_SP8_c.t1
OG0001247	Ag005G479440	CP10_g42773_DN3_SP5_c.t1
OG0001248	Ag007G594610, Ag007G594590	CP4_g25831_DN3_SP8_c.t1, CP4_g25829_DN3_SP0_c.t1
OG0001249	Ag008G725240, Ag002G176480	CP4_g24881_DN3_SP0_c.t1
OG0001249	Ag002G176660	CP4_g24880_DN3_SP0_c.t1
OG0001250	Ag007G618640	CP11_g32424_DN3_SP8_c.t1
OG0001250	Ag005G490080	CP10_g42197_DN3_SP8_c.t1
OG0001251	Ag005G489640	CP10_g42228_DN3_SP8_c.t1
OG0001251	Ag007G619870	CP11_g32392_DN3_SP8_c.t1
OG0001253	Ag007G636010	CP2_g48576_DN2_SP0_c.t1
OG0001254	Ag001G011150	CP1_g37982_DN3_SP1_c.t1
OG0001254	Ag002G164800	CP4_g25155_DN3_SP6_c.t1
OG0001255	Ag003G214230	CP9_g29479_DN1_SP0_c.t1
OG0001255	Ag004G326380	CP7_g46031_DN3_SP0_c.t1
OG0001256	Ag003G238910	CP9_g28913_DN3_SP2_c.t1
OG0001256	Ag004G327570	CP7_g45994_DN3_SP0_c.t1
OG0001257	Ag003G237120	CP9_g28951_DN3_SP8_c.t1
OG0001257	Ag004G328540	CP7_g45968_DN3_SP6_c.t1
OG0001258	Ag004G331020	CP7_g45871_DN3_SP0_c.t1
OG0001258	Ag003G229650	CP9_g29103_DN3_SP0_c.t1
OG0001259	Ag004G332360, Ag004G332350	CP7_g45800_DN3_SP0_c.t1
OG0001261	Ag004G320170	CP1_g37737_DN3_SP0_c.t1
OG0001261	Ag008G661310	CP13_g19545_DN3_SP0_c.t1
OG0001262	Ag004G319930	CP1_g37727_DN3_SP0_c.t1
OG0001262	Ag004G320000, Ag004G319960, Ag004G319980, Ag004G319970, Ag004G319950	CP1_g37729_DN3_SP0_c.t1, CP1_g37728_DN3_SP0_c.t1
OG0001263	Ag004G315430	CP1_g37525_DN3_SP5_c.t1
OG0001263	Ag004G380670	CP2_g49015_DN3_SP4_c.t1
OG0001264	Ag005G469500	CP10_g43301_DN3_SP8_c.t1
OG0001264	Ag001G001400	CP7_g46406_DN3_SP8_c.t1
OG0001265	Ag001G010710	CP1_g37969_DN3_SP8_c.t1
OG0001265	Ag005G442590, Ag004G323700, Ag005G443740	CP12_g30465_DN3_SP8_c.t1
OG0001267	Ag002G127610, Ag002G127600, Ag002G127620	CP13_g20160_DN3_SP0_c.t1
OG0001267	Ag002G127520	CP13_g20159_DN3_SP0_c.t1
OG0001268	Ag003G244900	CP7_g45303_DN3_SP0_c.t1, CP5_g832_DN3_SP0_c.t1
OG0001269	Ag007G582170, Ag007G582150	CP4_g25316_DN3_SP0_c.t1, CP4_g25317_DN3_SP0_c.t1, CP7_g44977_DN3_SP0_c.t1
OG0001274	Ag006G524860	CP16_g55099_DN3_SP5_c.t1
OG0001274	Ag003G267830	CP5_g892_DN3_SP8_c.t1
OG0001275	Ag004G334620	CP7_g45703_DN3_SP8_c.t1
OG0001275	Ag003G283500	CP5_g503_DN3_SP8_c.t1
OG0001276	Ag004G374720	CP2_g49160_DN3_SP0_c.t1
OG0001276	Ag004G313130	CP1_g37408_DN3_SP0_c.t1
OG0001277	Ag004G376210, Ag004G376220	CP2_g49122_DN1_SP0_c.t1
OG0001278	Ag008G670840	CP13_g19238_DN3_SP2_c.t1, CP13_g19239_DN3_SP4_c.t1, CP12_g31287_DN3_SP7_c.t1
OG0001279	Ag007G617160	CP11_g32462_DN3_SP8_c.t1
OG0001279	Ag005G490470	CP10_g42169_DN3_SP8_c.t1
OG0001280	Ag007G605820, Ag001G076190	CP13_g19136_DN3_SP0_c.t1
OG0001280	Ag005G473800	CP5_g1525_DN3_SP2_c.t1
OG0001281	Ag004G398000	CP13_g19099_DN3_SP0_c.t1
OG0001281	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770	CP19_g17856_DN3_SP0_c.t1
OG0001282	Ag008G700450	CP8_g53675_DN3_SP2_c.t1, CP19_g18024_DN3_SP0_c.t1
OG0001283	Ag001G083190	CP3_g13649_DN3_SP8_c.t1
OG0001283	Ag002G189930	CP4_g24599_DN3_SP8_c.t1
OG0001284	Ag001G040840	CP8_g52357_DN3_SP8_c.t1
OG0001284	Ag008G728600	CP2_g48019_DN3_SP8_c.t1
OG0001285	Ag001G057310	CP8_g53415_DN2_SP0_c.t1
OG0001286	Ag008G694420	CP8_g53479_DN2_SP0_c.t1
OG0001286	Ag008G694390	CP8_g53477_DN3_SP0_c.t1, CP8_g53478_DN3_SP0_c.t1
OG0001287	Ag008G694960	CP8_g53499_DN3_SP8_c.t1
OG0001288	Ag007G607390	CP11_g32792_DN3_SP8_c.t1
OG0001288	Ag008G720640	CP2_g48454_DN3_SP8_c.t1
OG0001289	Ag006G577550	CP6_g7083_DN3_SP0_c.t1
OG0001289	Ag002G114270, Ag002G121960, Ag002G121970	CP13_g19768_DN3_SP0_c.t1
OG0001290	Ag002G146290	CP20_g4323_DN3_SP6_c.t1
OG0001290	Ag006G546920, Ag006G542020	CP19_g18294_DN3_SP8_c.t1
OG0001291	Ag006G540940	CP7_g44598_DN1_SP0_c.t1
OG0001292	Ag007G593410	CP4_g25759_DN3_SP0_c.t1
OG0001292	Ag005G490570	CP10_g42165_DN3_SP0_c.t1
OG0001293	Ag001G090280	CP3_g13456_DN3_SP1_c.t1
OG0001293	Ag001G090160	CP3_g13457_DN3_SP1_c.t1
OG0001294	Ag006G522710	CP16_g54860_DN3_SP7_c.t1
OG0001295	Ag001G025870	CP5_g1683_DN3_SP0_c.t1
OG0001295	Ag003G226770	CP5_g1679_DN1_SP0_c.t1
OG0001296	Ag006G523450	CP16_g54903_DN1_SP0_c.t1
OG0001296	Ag002G206170, Ag008G733080	CP4_g25225_DN3_SP0_c.t1
OG0001297	Ag002G138870, Ag002G138840	CP11_g31870_DN3_SP3_c.t1
OG0001298	Ag001G035220	CP6_g7440_DN2_SP1_c.t1
OG0001299	Ag002G204170	CP4_g24043_DN3_SP8_c.t1
OG0001299	Ag002G204160	CP4_g24044_DN3_SP5_c.t1
OG0001299	Ag002G204150	CP4_g24045_DN3_SP1_c.t1
OG0001300	Ag001G086290	CP3_g13530_DN3_SP8_c.t1
OG0001300	Ag002G193700	CP4_g24488_DN3_SP2_c.t1
OG0001301	Ag002G193350	CP3_g13561_DN3_SP8_c.t1, CP4_g24501_DN3_SP5_c.t1
OG0001302	Ag008G733920	CP2_g47689_DN3_SP8_c.t1
OG0001302	Ag001G058740	CP3_g14389_DN3_SP6_c.t1
OG0001303	Ag006G519040	CP8_g54676_DN2_SP0_c.t1
OG0001303	Ag004G297490	CP1_g36417_DN3_SP0_c.t1
OG0001304	Ag004G307690	CP1_g37072_DN3_SP3_c.t1
OG0001304	Ag007G595610	CP4_g25895_DN2_SP8_c.t1
OG0001305	Ag005G483870	CP10_g42534_DN3_SP8_c.t1
OG0001305	Ag007G636670	CP2_g48594_DN3_SP2_c.t1
OG0001306	Ag007G636130	CP2_g48579_DN3_SP7_c.t1
OG0001306	Ag005G483370	CP10_g42548_DN3_SP8_c.t1
OG0001307	Ag005G479620	CP10_g42754_DN3_SP0_c.t1
OG0001308	Ag001G069930	CP3_g14084_DN3_SP0_c.t1
OG0001309	Ag002G174770	CP4_g24932_DN3_SP8_c.t1
OG0001309	Ag001G074030	CP3_g13958_DN3_SP8_c.t1
OG0001310	Ag004G325640	CP7_g46062_DN3_SP8_c.t1
OG0001310	Ag003G212510	CP9_g29523_DN3_SP8_c.t1
OG0001311	Ag007G579540	CP2_g48639_DN3_SP7_c.t1
OG0001312	Ag007G643960	CP2_g48761_DN3_SP1_c.t1
OG0001313	Ag004G353810	CP9_g28403_DN3_SP2_c.t1
OG0001314	Ag005G469610	CP10_g43295_DN3_SP8_c.t1
OG0001314	Ag001G001240	CP7_g46416_DN3_SP8_c.t1
OG0001315	Ag005G462720	CP12_g29921_DN3_SP8_c.t1
OG0001315	Ag001G008290	CP1_g37868_DN3_SP8_c.t1
OG0001317	Ag001G015320, Ag005G447610	CP1_g38081_DN3_SP8_c.t1
OG0001318	Ag001G030180, Ag001G031440, Ag001G030250	CP6_g7269_DN1_SP0_c.t1, CP6_g7268_DN2_SP0_c.t1
OG0001321	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650	CP13_g19799_DN2_SP0_c.t1
OG0001323	Ag008G731160, Ag008G731200	CP2_g47860_DN3_SP0_c.t1
OG0001328	Ag003G268990	CP5_g854_DN2_SP0_c.t1
OG0001328	Ag006G527520	CP16_g55127_DN2_SP0_c.t1
OG0001330	Ag005G416240	CP10_g43819_DN3_SP8_c.t1
OG0001330	Ag003G284980	CP5_g477_DN3_SP8_c.t1
OG0001331	Ag003G259990	CP2_g49880_DN3_SP0_c.t1
OG0001331	Ag004G366660	CP2_g49524_DN3_SP0_c.t1
OG0001331	Ag004G367390, Ag004G386380	CP2_g49650_DN3_SP0_c.t1
OG0001332	Ag004G367740	CP2_g49520_DN3_SP8_c.t1
OG0001332	Ag004G310650	CP1_g37262_DN3_SP8_c.t1
OG0001333	Ag004G373800	CP2_g49202_DN3_SP5_c.t1
OG0001333	Ag004G312940	CP1_g37393_DN3_SP8_c.t1
OG0001334	Ag004G322000	CP1_g37800_DN3_SP0_c.t1
OG0001334	Ag008G659210, Ag008G658100	CP13_g19654_DN3_SP8_c.t1
OG0001335	Ag006G498270	CP11_g33436_DN3_SP3_c.t1
OG0001335	Ag005G475210	CP10_g43018_DN3_SP6_c.t1
OG0001336	Ag005G472360	CP10_g43132_DN2_SP0_c.t1
OG0001336	Ag006G504280	CP11_g33232_DN3_SP0_c.t1
OG0001337	Ag008G688300, Ag008G690130	CP8_g53381_DN3_SP3_c.t1
OG0001337	Ag003G252180	CP5_g1250_DN3_SP6_c.t1
OG0001338	Ag008G690140, Ag008G688290	CP5_g1251_DN3_SP0_c.t1
OG0001339	Ag008G696250	CP8_g53551_DN3_SP0_c.t1
OG0001340	Ag007G606800	CP11_g32811_DN3_SP7_c.t1, CP11_g32812_DN3_SP5_c.t1
OG0001341	Ag008G721420	CP2_g48418_DN3_SP7_c.t1
OG0001341	Ag007G605860	CP11_g32844_DN3_SP8_c.t1
OG0001342	Ag007G604080	CP11_g32923_DN3_SP0_c.t1, CP11_g32924_DN3_SP8_c.t1
OG0001342	Ag008G732590	CP2_g47778_DN3_SP6_c.t1
OG0001343	Ag007G601080	CP11_g33063_DN3_SP8_c.t1
OG0001343	Ag008G724240	CP2_g48256_DN3_SP8_c.t1
OG0001344	Ag002G115550, Ag002G120810	CP13_g19798_DN3_SP0_c.t1
OG0001345	Ag006G573830	CP6_g6930_DN3_SP8_c.t1
OG0001345	Ag002G105840	CP13_g19943_DN3_SP8_c.t1
OG0001346	Ag006G562080	CP6_g6773_DN2_SP0_c.t1
OG0001346	Ag006G562050	CP6_g6774_DN3_SP2_c.t1
OG0001347	Ag001G100170	CP19_g18284_DN3_SP7_c.t1
OG0001348	Ag005G414310	CP10_g43765_DN3_SP8_c.t1
OG0001349	Ag005G412880	CP10_g43709_DN3_SP0_c.t1
OG0001350	Ag006G523310	CP16_g54895_DN3_SP3_c.t1
OG0001350	Ag003G292450	CP5_g216_DN3_SP8_c.t1
OG0001351	Ag008G692420	CP13_g19844_DN3_SP0_c.t1
OG0001351	Ag007G599360	CP14_g22658_DN3_SP0_c.t1
OG0001354	Ag001G097810	CP3_g13136_DN3_SP0_c.t1
OG0001354	Ag002G205960	CP4_g23973_DN3_SP0_c.t1
OG0001355	Ag002G192810, Ag004G391720, Ag001G094260	CP3_g13273_DN3_SP0_c.t1
OG0001355	Ag002G202600	CP4_g24140_DN3_SP8_c.t1
OG0001356	Ag001G088580	CP3_g13488_DN3_SP7_c.t1
OG0001357	Ag001G085760	CP3_g13556_DN3_SP0_c.t1
OG0001357	Ag002G193300	CP4_g24505_DN3_SP0_c.t1
OG0001358	Ag002G191930	CP4_g24535_DN3_SP5_c.t1
OG0001358	Ag001G085020	CP3_g13594_DN3_SP8_c.t1
OG0001359	Ag001G051540	CP3_g14819_DN2_SP0_c.t1
OG0001359	Ag008G709910	CP8_g54001_DN3_SP8_c.t1
OG0001360	Ag004G303910	CP1_g36824_DN3_SP0_c.t1
OG0001360	Ag007G589230	CP4_g25500_DN3_SP0_c.t1
OG0001361	Ag007G589050	CP4_g25490_DN1_SP0_c.t1
OG0001361	Ag004G302990	CP1_g36595_DN1_SP0_c.t1
OG0001363	Ag007G607980	CP5_g1305_DN3_SP0_c.t1
OG0001364	Ag007G617140	CP11_g32463_DN3_SP8_c.t1
OG0001364	Ag005G490500, Ag005G490480	CP10_g42168_DN3_SP8_c.t1
OG0001365	Ag005G490390	CP10_g42177_DN3_SP7_c.t1
OG0001365	Ag007G617430	CP11_g32454_DN3_SP8_c.t1
OG0001366	Ag007G620560	CP11_g32376_DN1_SP0_c.t1
OG0001366	Ag005G489320	CP10_g42242_DN3_SP0_c.t1
OG0001367	Ag005G481380	CP2_g48675_DN3_SP0_c.t1, CP10_g42654_DN3_SP7_c.t1
OG0001368	Ag001G006320, Ag002G161550	CP5_g3285_DN3_SP0_c.t1, CP37_g11363_DN3_SP0_c.t1
OG0001370	Ag004G335860	CP7_g45668_DN3_SP8_c.t1
OG0001370	Ag003G219980	CP9_g29303_DN3_SP8_c.t1
OG0001371	Ag006G511640	CP7_g45365_DN3_SP0_c.t1, CP7_g45366_DN3_SP0_c.t1
OG0001372	Ag005G488090	CP10_g42305_DN3_SP5_c.t1
OG0001372	Ag007G624210	CP11_g32264_DN3_SP8_c.t1
OG0001373	Ag001G024310	CP1_g38235_DN3_SP0_c.t1
OG0001374	Ag003G227090	CP9_g29163_DN2_SP2_c.t1
OG0001374	Ag004G332300	CP7_g45805_DN2_SP0_c.t1
OG0001375	Ag004G324750	CP7_g46117_DN3_SP3_c.t1
OG0001375	Ag003G210970	CP9_g29596_DN3_SP8_c.t1
OG0001376	Ag005G467830	CP10_g43365_DN3_SP0_c.t1
OG0001376	Ag001G003590	CP7_g46340_DN3_SP0_c.t1
OG0001377	Ag005G460210, Ag005G460220, Ag005G460140	CP12_g30015_DN2_SP0_c.t1
OG0001378	Ag001G025310, Ag001G024910	CP1_g38286_DN3_SP3_c.t1
OG0001378	Ag005G457100	CP12_g30113_DN3_SP7_c.t1
OG0001379	Ag005G433760	CP12_g30345_DN3_SP0_c.t1
OG0001379	Ag001G015150	CP1_g38074_DN3_SP1_c.t1
OG0001380	Ag001G014970	CP1_g38067_DN3_SP8_c.t1
OG0001380	Ag005G446840	CP12_g30350_DN3_SP6_c.t1
OG0001382	Ag006G523210	CP16_g54894_DN3_SP6_c.t1
OG0001384	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270	CP16_g54975_DN3_SP0_c.t1, CP2_g49483_DN3_SP0_c.t1
OG0001384	Ag006G564300, Ag006G564270, Ag006G564200	CP16_g54976_DN3_SP0_c.t1
OG0001392	Ag003G283220	CP5_g510_DN3_SP8_c.t1
OG0001392	Ag005G417600	CP10_g43895_DN3_SP8_c.t1
OG0001393	Ag005G416570	CP10_g43837_DN3_SP2_c.t1
OG0001393	Ag003G285320	CP5_g482_DN3_SP3_c.t1
