Orthogroup	Alyssum_gmelinii	Raphanus_sativus
OG0001192	Ag001G030940, Ag001G029590	XP_018483742.1, XP_018470026.1
OG0001192	Ag005G480920	XP_018451544.1
OG0001193	Ag001G079120	XP_018484534.1, XP_018484531.1, XP_018493159.1
OG0001193	Ag002G183840	XP_018472629.1
OG0001194	Ag001G080130	XP_018490672.1
OG0001194	Ag001G080060	XP_018467611.1, XP_018477637.1
OG0001194	Ag005G478840	XP_018440503.1, XP_018493113.1
OG0001195	Ag004G327380	XP_018450128.1, XP_018450129.1, XP_018460497.1, XP_018489796.1, XP_018486107.1
OG0001195	Ag003G239510	XP_018455571.1, XP_018460563.1, XP_018460572.1, XP_018463057.1, XP_018444605.1
OG0001196	Ag003G227660	XP_018464652.1, XP_018464065.1, XP_018468725.1, XP_018469121.1
OG0001197	Ag008G715480, Ag001G075470	XP_018451030.1, XP_018489705.1, XP_018491682.1
OG0001198	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000	XP_018438840.1, XP_018454056.1, XP_018454057.1, XP_018479319.1
OG0001200	Ag008G719020	XP_018468467.1
OG0001200	Ag001G002520	XP_018450200.1
OG0001200	Ag001G002590, Ag001G002580	XP_018438049.1
OG0001201	Ag008G723680	XP_018454750.1, XP_018454761.1, XP_018482064.1, XP_018462961.1, XP_018478164.1
OG0001201	Ag008G690580	XP_018434134.1, XP_018493448.1
OG0001202	Ag001G060360	XP_018434765.1
OG0001203	Ag001G083410	XP_018441144.1, XP_018475259.1
OG0001205	Ag005G464330	XP_018434754.1, XP_018466262.1, XP_018459439.1
OG0001207	Ag001G029600, Ag001G030950	XP_018470027.1, XP_018483743.1
OG0001207	Ag005G459790	XP_018463464.1, XP_018488920.1, XP_018489241.1
OG0001208	Ag001G021110	XP_018459861.1, XP_018447239.1
OG0001208	Ag005G452970	XP_018434145.1, XP_018491136.1
OG0001209	Ag001G019490, Ag001G018930	XP_018447131.1
OG0001209	Ag005G451020	XP_018491680.1, XP_018493490.1, XP_018439796.1
OG0001211	Ag002G112890, Ag002G176250	XP_018448901.1
OG0001213	Ag006G521830, Ag004G378420	XP_018487577.1, XP_018487578.1
OG0001214	Ag003G255030, Ag001G021800	XP_018446272.1
OG0001217	Ag005G465520	XP_018468443.1
OG0001218	Ag005G484660	XP_018487417.1
OG0001218	Ag005G484370	XP_018486113.1
OG0001219	Ag008G697600	XP_018488007.1, XP_018443653.1
OG0001220	Ag008G714370	XP_018442343.1
OG0001222	Ag003G268120	XP_018483241.1, XP_018465116.1, XP_018451238.1, XP_018450426.1, XP_018471939.1
OG0001223	Ag003G273790	XP_018449833.1, XP_018465585.1, XP_018482101.1, XP_018471140.1
OG0001224	Ag004G309570	XP_018434605.1, XP_018448982.1, XP_018448981.1
OG0001224	Ag004G366390	XP_018467266.1
OG0001225	Ag008G667510, Ag004G374180	XP_018484847.1, XP_018434309.1, XP_018435182.1, XP_018434984.1, XP_018437148.1
OG0001226	Ag002G117630	XP_018481777.1, XP_018481782.1, XP_018440923.1
OG0001227	Ag005G476860	XP_018434911.1, XP_018487453.1, XP_018487083.1
OG0001227	Ag006G494080	XP_018445525.1
OG0001228	Ag002G174110, Ag001G081960	XP_018438199.1
OG0001230	Ag008G726560	XP_018439421.1, XP_018492573.1
OG0001230	Ag006G507850	XP_018476180.1, XP_018470706.1
OG0001231	Ag008G726750	XP_018489632.1, XP_018437444.1
OG0001231	Ag006G507570	XP_018469262.1, XP_018444463.1, XP_018475288.1
OG0001232	Ag006G572620	XP_018450916.1, XP_018450003.1
OG0001233	Ag006G550770	XP_018471581.1, XP_018478670.1, XP_018478611.1
OG0001233	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510	XP_018452168.1, XP_018474794.1
OG0001234	Ag003G226160	XP_018446199.1
OG0001234	Ag007G584680	XP_018486206.1
OG0001235	Ag005G416000	XP_018441930.1
OG0001235	Ag003G285490	XP_018451821.1, XP_018448115.1, XP_018444337.1
OG0001236	Ag001G034230	XP_018451537.1
OG0001236	Ag001G002170	XP_018448902.1
OG0001236	Ag007G589320	XP_018467491.1, XP_018437228.1
OG0001237	Ag002G202710	XP_018467375.1, XP_018480207.1, XP_018479129.1, XP_018436605.1
OG0001237	Ag001G094450	XP_018477180.1, XP_018492410.1, XP_018492399.1
OG0001238	Ag002G202580	XP_018480918.1, XP_018479154.1, XP_018439973.1
OG0001238	Ag001G094230	XP_018491597.1, XP_018491668.1
OG0001239	Ag001G091800	XP_018445552.1, XP_018491107.1, XP_018491108.1
OG0001239	Ag002G198750	XP_018482865.1, XP_018461829.1
OG0001240	Ag002G197830	XP_018475419.1
OG0001240	Ag002G197900	XP_018484217.1
OG0001241	Ag002G197710	XP_018472676.1
OG0001241	Ag002G197700, Ag002G197690	XP_018474856.1, XP_018481275.1
OG0001242	Ag006G495160	XP_018476601.1, XP_018471714.1, XP_018445240.1
OG0001242	Ag005G476520	XP_018487458.1
OG0001243	Ag008G719290	XP_018465831.1
OG0001243	Ag004G356370	XP_018461640.1, XP_018445339.1
OG0001245	Ag001G063060	XP_018484494.1
OG0001245	Ag004G353940, Ag001G099840	XP_018441873.1
OG0001246	Ag004G299200	XP_018492235.1, XP_018460526.1
OG0001246	Ag006G513920	XP_018460594.1, XP_018460593.1
OG0001247	Ag007G599530	XP_018475699.1
OG0001247	Ag005G479440	XP_018487093.1, XP_018487091.1
OG0001248	Ag007G594610, Ag007G594590	XP_018483598.1
OG0001249	Ag008G725240, Ag002G176480	XP_018473044.1, XP_018483369.1
OG0001249	Ag002G176660	XP_018436381.1, XP_018436380.1
OG0001250	Ag007G618640	XP_018476624.1, XP_018446583.1
OG0001250	Ag005G490080	XP_018492657.1, XP_018493426.1
OG0001251	Ag005G489640	XP_018490821.1, XP_018460307.1, XP_018460304.1, XP_018437242.1
OG0001251	Ag007G619870	XP_018475126.1, XP_018474864.1, XP_018442177.1
OG0001252	Ag005G489110	XP_018489773.1, XP_018489301.1
OG0001253	Ag005G483320	XP_018438852.1, XP_018433453.1, XP_018489561.1, XP_018490260.1
OG0001253	Ag007G636010	XP_018455378.1, XP_018479320.1
OG0001254	Ag001G011150	XP_018489356.1, XP_018447822.1
OG0001254	Ag002G164800	XP_018478696.1, XP_018482918.1, XP_018476036.1
OG0001255	Ag003G214230	XP_018444731.1, XP_018455357.1
OG0001255	Ag004G326380	XP_018479365.1, XP_018465080.1, XP_018466496.1
OG0001256	Ag003G238910	XP_018453047.1, XP_018456867.1
OG0001256	Ag004G327570	XP_018450895.1, XP_018439463.1, XP_018436764.1, XP_018444933.1
OG0001257	Ag003G237120	XP_018457508.1, XP_018463365.1
OG0001257	Ag004G328540	XP_018473049.1, XP_018438119.1
OG0001258	Ag004G331020	XP_018438286.1, XP_018483910.1, XP_018449997.1, XP_018449968.1
OG0001258	Ag003G229650	XP_018443000.1
OG0001259	Ag004G332360, Ag004G332350	XP_018449572.1
OG0001259	Ag003G226980	XP_018472303.1
OG0001260	Ag012G741080	XP_018480336.1
OG0001260	Ag008G701690	XP_018468796.1, XP_018466180.1, XP_018485903.1
OG0001261	Ag004G320170	XP_018433007.1, XP_018443458.1
OG0001261	Ag008G661310	XP_018462380.1, XP_018438066.1, XP_018463000.1, XP_018452629.1, XP_018465866.1
OG0001262	Ag004G319930	XP_018471622.1
OG0001262	Ag004G320000, Ag004G319960, Ag004G319980, Ag004G319970, Ag004G319950	XP_018437618.1, XP_018437616.1, XP_018471892.1
OG0001263	Ag004G315430	XP_018486357.1, XP_018438328.1
OG0001263	Ag004G380670	XP_018454447.1, XP_018461976.1
OG0001264	Ag005G469500	XP_018437678.1, XP_018488493.1, XP_018492552.1
OG0001264	Ag001G001400	XP_018449829.1, XP_018448976.1
OG0001265	Ag001G010710	XP_018465467.1, XP_018441582.1, XP_018449138.1
OG0001265	Ag005G442590, Ag004G323700, Ag005G443740	XP_018492179.1
OG0001266	Ag002G195710	XP_018460633.1
OG0001267	Ag002G127610, Ag002G127600, Ag002G127620	XP_018452669.1
OG0001267	Ag002G127520	XP_018477920.1
OG0001268	Ag003G244900	XP_018473951.1, XP_018473930.1, XP_018473959.1, XP_018493142.1, XP_018473945.1, XP_018473922.1, XP_018462801.1, XP_018442036.1, XP_018450651.1, XP_018450655.1
OG0001269	Ag007G582170, Ag007G582150	XP_018483690.1, XP_018474094.1, XP_018474095.1, XP_018451299.1, XP_018451330.1, XP_018436174.1
OG0001274	Ag006G524860	XP_018437633.1, XP_018481749.1
OG0001274	Ag003G267830	XP_018461182.1, XP_018470890.1, XP_018480805.1
OG0001275	Ag004G334620	XP_018458482.1, XP_018434639.1
OG0001275	Ag003G283500	XP_018447171.1, XP_018469163.1, XP_018477269.1
OG0001276	Ag004G374720	XP_018437020.1, XP_018437015.1, XP_018458068.1
OG0001276	Ag004G313130	XP_018462299.1, XP_018480817.1
OG0001277	Ag004G376210, Ag004G376220	XP_018437681.1
OG0001278	Ag008G670840	XP_018483503.1, XP_018452068.1, XP_018433776.1, XP_018491374.1
OG0001279	Ag007G617160	XP_018473412.1, XP_018473469.1, XP_018476881.1
OG0001279	Ag005G490470	XP_018446705.1, XP_018432624.1
OG0001280	Ag007G605820, Ag001G076190	XP_018455414.1
OG0001280	Ag005G473800	XP_018484112.1
OG0001281	Ag004G398000	XP_018453080.1, XP_018453179.1
OG0001281	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770	XP_018443184.1
OG0001282	Ag008G700450	XP_018453139.1, XP_018468402.1, XP_018474682.1, XP_018470150.1
OG0001283	Ag001G083190	XP_018458570.1, XP_018465396.1, XP_018489537.1
OG0001283	Ag002G189930	XP_018439601.1, XP_018438067.1, XP_018475281.1
OG0001284	Ag001G040840	XP_018453354.1, XP_018452318.1
OG0001284	Ag008G728600	XP_018457446.1, XP_018491387.1
OG0001285	Ag002G103310	XP_018476459.1
OG0001285	Ag001G057310	XP_018470416.1
OG0001286	Ag008G694420	XP_018475494.1
OG0001286	Ag008G694390	XP_018476372.1, XP_018456105.1, XP_018476373.1, XP_018452211.1, XP_018452579.1
OG0001287	Ag008G694960	XP_018456507.1, XP_018470953.1
OG0001288	Ag007G607390	XP_018472106.1, XP_018444826.1
OG0001288	Ag008G720640	XP_018434536.1, XP_018485367.1
OG0001289	Ag006G577550	XP_018458401.1, XP_018448538.1
OG0001289	Ag002G114270, Ag002G121960, Ag002G121970	XP_018454634.1, XP_018478145.1
OG0001290	Ag002G146290	XP_018473155.1, XP_018476814.1
OG0001290	Ag006G546920, Ag006G542020	XP_018478296.1, XP_018444788.1, XP_018447140.1
OG0001291	Ag006G540940	XP_018488360.1, XP_018451119.1, XP_018451120.1, XP_018450179.1
OG0001292	Ag007G593410	XP_018476110.1, XP_018478805.1
OG0001293	Ag001G090280	XP_018444803.1, XP_018490215.1, XP_018460832.1
OG0001293	Ag001G090160	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1
OG0001294	Ag006G522710	XP_018467531.1, XP_018480772.1
OG0001294	Ag003G293330	XP_018447230.1, XP_018485051.1, XP_018459821.1
OG0001296	Ag006G523450	XP_018483537.1, XP_018460813.1
OG0001296	Ag002G206170, Ag008G733080	XP_018433625.1
OG0001297	Ag002G138870, Ag002G138840	XP_018456514.1, XP_018466534.1
OG0001298	Ag001G035220	XP_018448567.1, XP_018463475.1, XP_018449316.1
OG0001299	Ag002G204170	XP_018435060.1
OG0001299	Ag002G204160	XP_018434439.1
OG0001299	Ag002G204150	XP_018438022.1
OG0001300	Ag001G086290	XP_018485834.1, XP_018477358.1, XP_018445261.1, XP_018445167.1
OG0001300	Ag002G193700	XP_018474718.1, XP_018475040.1, XP_018435209.1
OG0001301	Ag001G085710	XP_018446182.1, XP_018445713.1, XP_018491910.1, XP_018486574.1, XP_018485191.1
OG0001301	Ag002G193350	XP_018440754.1
OG0001302	Ag008G733920	XP_018488958.1
OG0001302	Ag001G058740	XP_018481057.1, XP_018481072.1
OG0001303	Ag006G519040	XP_018456819.1
OG0001304	Ag004G307690	XP_018480879.1, XP_018489520.1
OG0001304	Ag007G595610	XP_018434197.1, XP_018478657.1
OG0001305	Ag005G483870	XP_018493486.1, XP_018490581.1, XP_018439571.1, XP_018433398.1
OG0001305	Ag007G636670	XP_018435094.1, XP_018440235.1
OG0001306	Ag007G636130	XP_018483796.1
OG0001306	Ag005G483370	XP_018491853.1, XP_018438853.1, XP_018433454.1, XP_018432523.1
OG0001307	Ag005G479630	XP_018438910.1, XP_018437759.1
OG0001307	Ag005G479620	XP_018462745.1, XP_018491121.1, XP_018491153.1, XP_018486036.1
OG0001308	Ag001G069930	XP_018489856.1
OG0001309	Ag002G174770	XP_018477716.1, XP_018473219.1, XP_018437005.1
OG0001309	Ag001G074030	XP_018442677.1
OG0001310	Ag004G325640	XP_018464069.1, XP_018465499.1, XP_018435911.1
OG0001310	Ag003G212510	XP_018448577.1, XP_018462967.1, XP_018456181.1
OG0001311	Ag007G579540	XP_018456641.1
OG0001311	Ag006G551840, Ag007G637700	XP_018463756.1, XP_018463757.1
OG0001312	Ag007G643960	XP_018434961.1, XP_018453089.1, XP_018482890.1
OG0001313	Ag004G353810	XP_018451981.1
OG0001314	Ag005G469610	XP_018488497.1, XP_018488439.1
OG0001314	Ag001G001240	XP_018450767.1, XP_018434941.1, XP_018450673.1, XP_018432518.1
OG0001315	Ag005G462720	XP_018488587.1, XP_018439621.1, XP_018439533.1
OG0001315	Ag001G008290	XP_018491187.1, XP_018449622.1
OG0001316	Ag001G026620	XP_018447382.1
OG0001316	Ag005G458010	XP_018486141.1, XP_018485622.1
OG0001317	Ag001G015320, Ag005G447610	XP_018464498.1, XP_018438313.1
OG0001318	Ag001G030180, Ag001G031440, Ag001G030250	XP_018481673.1, XP_018481091.1
OG0001319	Ag001G070950	XP_018434608.1, XP_018434572.1, XP_018442949.1, XP_018477933.1
OG0001320	Ag004G399000, Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130, Ag006G512920, Ag006G505740, Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520, Ag006G505190, Ag006G503620, Ag006G505220, Ag006G500770	XP_018474128.1
OG0001321	Ag002G115670, Ag002G120760	XP_018438388.1
OG0001321	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650	XP_018464232.1, XP_018482314.1, XP_018481836.1, XP_018444822.1
OG0001322	Ag003G233280	XP_018454649.1
OG0001323	Ag008G731160, Ag008G731200	XP_018488819.1, XP_018467182.1
OG0001328	Ag003G268990	XP_018458653.1, XP_018482367.1, XP_018485316.1, XP_018451543.1
OG0001328	Ag006G527520	XP_018478792.1, XP_018434299.1, XP_018467426.1
OG0001329	Ag001G050380	YP_009046913.1
OG0001329	Ag001G050370	YP_009046914.1
OG0001330	Ag005G416240	XP_018458027.1, XP_018439298.1, XP_018492335.1
OG0001330	Ag003G284980	XP_018470841.1, XP_018469731.1
OG0001331	Ag004G366660	XP_018454173.1, XP_018455913.1
OG0001332	Ag004G367740	XP_018459707.1, XP_018456992.1, XP_018456991.1
OG0001332	Ag004G310650	XP_018437765.1
OG0001333	Ag004G373800	XP_018457667.1, XP_018441310.1, XP_018458649.1
OG0001333	Ag004G312940	XP_018485920.1, XP_018435255.1
OG0001334	Ag004G322000	XP_018491011.1
OG0001334	Ag008G659210, Ag008G658100	XP_018441504.1, XP_018483872.1, XP_018457921.1
OG0001335	Ag006G498270	XP_018471457.1, XP_018471458.1, XP_018446697.1, XP_018446727.1
OG0001335	Ag005G475210	XP_018440376.1, XP_018435238.1
OG0001336	Ag005G472360	XP_018464407.1, XP_018491874.1, XP_018436914.1
OG0001336	Ag006G504280	XP_018446455.1, XP_018473065.1, XP_018473058.1
OG0001337	Ag008G688300, Ag008G690130	XP_018468112.1, XP_018448092.1, XP_018465018.1, XP_018473294.1
OG0001337	Ag003G252180	XP_018444052.1
OG0001338	Ag008G690140, Ag008G688290	XP_018469271.1, XP_018473295.1, XP_018448093.1
OG0001339	Ag008G696250	XP_018471537.1, XP_018466599.1
OG0001340	Ag007G606800	XP_018470130.1, XP_018470131.1, XP_018445378.1, XP_018445405.1, XP_018475921.1, XP_018445406.1, XP_018445379.1, XP_018470132.1, XP_018470134.1
OG0001341	Ag007G605860	XP_018474465.1, XP_018474464.1, XP_018492900.1, XP_018440165.1, XP_018472603.1, XP_018474463.1, XP_018470766.1
OG0001342	Ag007G604080	XP_018472166.1, XP_018476854.1
OG0001342	Ag008G732590	XP_018486102.1, XP_018436518.1
OG0001343	Ag007G601080	XP_018446634.1, XP_018476832.1, XP_018471570.1
OG0001343	Ag008G724240	XP_018477894.1, XP_018477901.1
OG0001344	Ag006G577190	XP_018461089.1
OG0001344	Ag002G115550, Ag002G120810	XP_018455341.1, XP_018438309.1, XP_018481758.1
OG0001345	Ag006G573830	XP_018480484.1, XP_018458629.1
OG0001345	Ag002G105840	XP_018477512.1, XP_018463830.1
OG0001346	Ag006G562080	XP_018483973.1
OG0001346	Ag006G562050	XP_018450302.1, XP_018471131.1, XP_018483974.1, XP_018447264.1
OG0001347	Ag001G100170	XP_018480590.1, XP_018460372.1, XP_018465071.1, XP_018466229.1
OG0001348	Ag005G414310	XP_018440661.1
OG0001349	Ag005G412880	XP_018455556.1
OG0001349	Ag003G288330	XP_018477994.1
OG0001350	Ag006G523310	XP_018484702.1, XP_018438024.1
OG0001350	Ag003G292450	XP_018450315.1, XP_018469683.1
OG0001351	Ag008G692420	XP_018450165.1, XP_018450270.1
OG0001353	Ag002G104330	XP_018454141.1
OG0001354	Ag001G097810	XP_018480700.1, XP_018467305.1, XP_018488926.1
OG0001354	Ag002G205960	XP_018437213.1
OG0001355	Ag002G192810, Ag004G391720, Ag001G094260	XP_018491670.1, XP_018491599.1
OG0001355	Ag002G202600	XP_018439974.1, XP_018479124.1, XP_018479156.1
OG0001356	Ag002G194950	XP_018480566.1
OG0001356	Ag001G088580	XP_018441591.1, XP_018465611.1, XP_018492882.1
OG0001357	Ag001G085760	XP_018445717.1, XP_018477049.1, XP_018491914.1, XP_018491911.1
OG0001357	Ag002G193300	XP_018482622.1, XP_018478660.1, XP_018433733.1
OG0001358	Ag002G191930	XP_018436443.1, XP_018481383.1
OG0001358	Ag001G085020	XP_018446465.1, XP_018459496.1, XP_018493204.1
OG0001359	Ag001G051540	XP_018436504.1
OG0001359	Ag008G709910	XP_018468534.1
OG0001360	Ag004G303910	XP_018487933.1, XP_018437860.1, XP_018439430.1
OG0001360	Ag007G589230	XP_018438982.1
OG0001361	Ag007G589050	XP_018475860.1, XP_018482277.1
OG0001361	Ag004G302990	XP_018436042.1, XP_018465449.1
OG0001362	Ag005G444610	XP_018490669.1, XP_018493090.1, XP_018458267.1, XP_018458269.1
OG0001362	Ag007G597690	XP_018459871.1, XP_018476804.1
OG0001363	Ag007G607980	XP_018449515.1, XP_018450911.1, XP_018455290.1
OG0001364	Ag007G617140	XP_018476925.1, XP_018473399.1, XP_018444846.1
OG0001364	Ag005G490500, Ag005G490480	XP_018446507.1, XP_018486867.1, XP_018486890.1
OG0001365	Ag005G490390	XP_018433027.1
OG0001365	Ag007G617430	XP_018458219.1, XP_018444856.1, XP_018475041.1, XP_018475292.1
OG0001366	Ag007G620560	XP_018475893.1, XP_018474292.1, XP_018462472.1, XP_018446254.1
OG0001366	Ag005G489320	XP_018491247.1, XP_018492705.1, XP_018440367.1, XP_018440290.1
OG0001367	Ag005G481380	XP_018438539.1, XP_018481208.1, XP_018489043.1, XP_018490800.1, XP_018437286.1
OG0001368	Ag001G006320, Ag002G161550	XP_018445009.1, XP_018442823.1
OG0001368	Ag002G164630	XP_018486701.1
OG0001370	Ag004G335860	XP_018450323.1, XP_018472412.1
OG0001370	Ag003G219980	XP_018442701.1
OG0001371	Ag006G511640	XP_018448046.1
OG0001372	Ag005G488090	XP_018441770.1
OG0001372	Ag007G624210	XP_018471108.1, XP_018471084.1, XP_018458863.1, XP_018446328.1
OG0001373	Ag001G024310	XP_018451593.1
OG0001373	Ag005G455280	XP_018438591.1, XP_018488997.1
OG0001374	Ag003G227090	XP_018466971.1, XP_018444178.1
OG0001374	Ag004G332300	XP_018464048.1, XP_018436473.1
OG0001375	Ag004G324750	XP_018493130.1
OG0001375	Ag003G210970	XP_018452113.1, XP_018470833.1
OG0001376	Ag005G467830	XP_018486458.1, XP_018434251.1
OG0001376	Ag001G003590	XP_018450917.1, XP_018465269.1, XP_018450021.1
OG0001377	Ag005G460210, Ag005G460220, Ag005G460140	XP_018439152.1
OG0001377	Ag005G460240, Ag005G459960	XP_018439652.1, XP_018489426.1, XP_018493399.1
OG0001378	Ag001G025310, Ag001G024910	XP_018451488.1, XP_018448138.1
OG0001378	Ag005G457100	XP_018489290.1, XP_018489289.1, XP_018485930.1, XP_018492854.1, XP_018440208.1
OG0001379	Ag005G433760	XP_018488242.1, XP_018461645.1, XP_018493435.1
OG0001379	Ag001G015150	XP_018486040.1, XP_018477811.1
OG0001380	Ag001G014970	XP_018463508.1
OG0001380	Ag005G446840	XP_018438436.1, XP_018440342.1, XP_018436655.1, XP_018487030.1
OG0001381	Ag004G314930	XP_018467736.1, XP_018438594.1
OG0001381	Ag001G027630	XP_018448770.1
OG0001382	Ag006G523210	XP_018435023.1, XP_018440419.1
OG0001382	Ag001G089840	XP_018459993.1, XP_018443616.1
OG0001382	Ag003G292480, Ag003G292460	XP_018449397.1, XP_018449839.1
OG0001383	Ag001G091440	XP_018469668.1, XP_018479064.1, XP_018482286.1, XP_018463694.1, XP_018462924.1, XP_018470317.1
OG0001384	Ag004G388230, Ag004G393310, Ag004G388350, Ag004G393370, Ag004G388270	XP_018462625.1, XP_018438407.1
OG0001392	Ag003G283220	XP_018451563.1, XP_018471416.1, XP_018482252.1
OG0001392	Ag005G417600	XP_018437489.1, XP_018489533.1
OG0001393	Ag005G416570	XP_018492394.1, XP_018440650.1
OG0001393	Ag003G285320	XP_018477352.1, XP_018450921.1, XP_018471933.1
OG0001395	Ag003G248450	XP_018484223.1
OG0001395	Ag008G696990	XP_018470646.1, XP_018452865.1
OG0001397	Ag004G311550	XP_018493338.1, XP_018441398.1, XP_018436296.1
OG0001397	Ag004G369260	XP_018440599.1
OG0001398	Ag008G659170, Ag008G658030	XP_018433157.1, XP_018462605.1, XP_018478209.1
OG0001398	Ag004G322320	XP_018441596.1, XP_018491103.1
OG0001399	Ag008G660940	XP_018441119.1, XP_018452329.1, XP_018463001.1
OG0001399	Ag004G320580	XP_018433795.1
OG0001400	Ag008G664230	XP_018434660.1, XP_018482500.1, XP_018483034.1
OG0001400	Ag004G317820	XP_018433948.1, XP_018433957.1, XP_018442582.1, XP_018442711.1
OG0001401	Ag007G649510	XP_018484061.1
OG0001401	Ag007G617620	XP_018442437.1, XP_018472764.1, XP_018445389.1, XP_018474994.1
OG0001402	Ag007G648970	XP_018463038.1
OG0001403	Ag004G381430	XP_018453267.1
OG0001403	Ag004G315750	XP_018488448.1, XP_018488444.1, XP_018490311.1
OG0001404	Ag004G380030	XP_018454954.1, XP_018469436.1
OG0001404	Ag004G315290	XP_018447206.1, XP_018443223.1
OG0001405	Ag006G499140	XP_018476120.1, XP_018446206.1
OG0001406	Ag003G292440	XP_018469682.1, XP_018447441.1
OG0001406	Ag004G343080	XP_018456823.1, XP_018445040.1
OG0001407	Ag008G684220	XP_018476646.1, XP_018467011.1, XP_018457771.1
OG0001407	Ag003G253170	XP_018485210.1, XP_018485207.1, XP_018468660.1
OG0001408	Ag007G604790, Ag007G604830	XP_018468556.1, XP_018470658.1, XP_018474756.1, XP_018446624.1
OG0001408	Ag007G604890	XP_018446625.1, XP_018474665.1
OG0001409	Ag008G729870	XP_018457299.1, XP_018492975.1, XP_018492974.1
OG0001409	Ag007G601630	XP_018476389.1, XP_018462547.1, XP_018446409.1
OG0001410	Ag003G262850, Ag002G120020	XP_018462153.1, XP_018480272.1, XP_018480229.1
OG0001410	Ag006G576730	XP_018448839.1, XP_018462657.1, XP_018480743.1
OG0001411	Ag006G575480	XP_018451568.1, XP_018477458.1
OG0001412	Ag006G569940	XP_018451899.1
OG0001412	Ag002G103010	XP_018455897.1
OG0001413	Ag006G567740, Ag006G567750	XP_018484107.1, XP_018460576.1, XP_018459190.1
OG0001414	Ag006G540270	XP_018481593.1, XP_018481622.1, XP_018437493.1, XP_018437473.1, XP_018437482.1, XP_018437462.1, XP_018439303.1
OG0001415	Ag002G159660	XP_018484352.1, XP_018460519.1
OG0001415	Ag007G583150	XP_018493264.1
OG0001416	Ag007G581940	XP_018448707.1, XP_018488707.1
OG0001417	Ag003G289380	XP_018469078.1, XP_018462729.1, XP_018484642.1, XP_018483061.1
OG0001417	Ag006G524320	XP_018440908.1, XP_018436189.1
OG0001418	Ag003G295250	XP_018451518.1, XP_018450458.1, XP_018484168.1
OG0001418	Ag006G521500	XP_018438975.1, XP_018467080.1, XP_018477871.1
OG0001419	Ag007G647650	XP_018484722.1
OG0001419	Ag001G081170, Ag002G171060	XP_018449706.1
OG0001420	Ag002G138920	XP_018471842.1
OG0001420	Ag006G555900, Ag006G555880	XP_018463047.1
OG0001421	Ag005G436870	XP_018435022.1, XP_018492205.1, XP_018464315.1
OG0001422	Ag005G484500	XP_018492406.1, XP_018492404.1
OG0001422	Ag007G637440	XP_018440589.1, XP_018457186.1
OG0001423	Ag002G200290	XP_018483422.1
OG0001423	Ag001G092640	XP_018492824.1, XP_018442745.1
OG0001424	Ag006G496620	XP_018458411.1, XP_018443240.1
OG0001424	Ag006G496610	XP_018458414.1, XP_018458412.1, XP_018444845.1
OG0001425	Ag008G678130	XP_018490231.1, XP_018438727.1
OG0001425	Ag008G717570	XP_018444844.1
OG0001426	Ag004G350570	XP_018453444.1
OG0001426	Ag004G350560	XP_018461225.1
OG0001427	Ag004G298430	XP_018463398.1, XP_018467519.1
OG0001428	Ag004G299960	XP_018451072.1
OG0001428	Ag006G510260	XP_018472993.1, XP_018453748.1, XP_018457184.1, XP_018433561.1, XP_018465471.1
OG0001429	Ag001G098000	XP_018484827.1
OG0001430	Ag004G302280	XP_018451138.1, XP_018492859.1, XP_018492843.1, XP_018479574.1, XP_018466622.1, XP_018479584.1
OG0001431	Ag007G589010	XP_018483706.1, XP_018462020.1, XP_018475852.1, XP_018439703.1
OG0001432	Ag004G304890	XP_018489682.1, XP_018447605.1
OG0001432	Ag007G590910	XP_018475763.1
OG0001433	Ag004G305660	XP_018472757.1
OG0001433	Ag007G591900	XP_018480435.1
OG0001434	Ag006G502530, Ag006G502540, Ag007G594530, Ag007G594550	XP_018478828.1
OG0001434	Ag006G502770, Ag006G502790	XP_018471103.1, XP_018463565.1
OG0001435	Ag004G307510	XP_018449554.1, XP_018489332.1, XP_018442498.1
OG0001435	Ag006G521960, Ag007G595260	XP_018437421.1, XP_018481329.1
OG0001436	Ag007G626910	XP_018446132.1
OG0001436	Ag005G487020	XP_018489974.1, XP_018489742.1
OG0001437	Ag007G628100	XP_018476134.1, XP_018467995.1, XP_018445793.1
OG0001437	Ag005G486760	XP_018492951.1
OG0001438	Ag007G637910	XP_018477510.1, XP_018452580.1, XP_018461282.1
OG0001438	Ag005G484840	XP_018489660.1, XP_018438051.1
OG0001439	Ag003G233670	XP_018452643.1
OG0001439	Ag004G329980	XP_018435843.1, XP_018451520.1
OG0001440	Ag004G337770	XP_018433947.1, XP_018464738.1, XP_018465074.1, XP_018488697.1, XP_018461923.1
OG0001441	Ag003G240490	XP_018442652.1, XP_018457767.1, XP_018471373.1
OG0001441	Ag004G339720	XP_018433562.1, XP_018440674.1
OG0001442	Ag004G344190	XP_018452966.1
OG0001442	Ag003G226090	XP_018490576.1
