Orthogroup	Alyssum_gmelinii	Camelina_sativa
OG0002326	Ag005G469510	XP_010465171.1, XP_010487090.1, XP_019091348.1, XP_010500404.1
OG0002327	Ag001G004940	XP_010462277.1, XP_010501029.1, XP_010462276.1, XP_010479947.1
OG0002327	Ag005G465820	XP_010465329.1, XP_010487236.1, XP_010501870.1
OG0002328	Ag005G462880, Ag005G453820, Ag003G243530	XP_010503334.1, XP_010487401.1, XP_010465548.1
OG0002328	Ag001G008040	XP_010500876.1, XP_010462112.1, XP_010479781.1
OG0002329	Ag005G455270	XP_019102516.1, XP_019092122.1, XP_010487746.1
OG0002329	Ag001G024300	XP_010461706.1, XP_010479307.1, XP_010500419.1
OG0002330	Ag005G454800	XP_010506890.1, XP_010487766.1, XP_010465940.1, XP_010461753.1, XP_010479341.1, XP_010500457.1
OG0002331	Ag005G442720, Ag005G443960	XP_010488094.1, XP_010466325.1, XP_010509664.1
OG0002331	Ag001G010930	XP_010500724.1, XP_010479632.1, XP_010461981.1
OG0002333	Ag003G281670	XP_010437618.1, XP_010432416.1
OG0002333	Ag005G419110	XP_010517263.1, XP_010467319.1, XP_010489173.1
OG0002334	Ag005G404260	XP_010467781.1, XP_010489005.1
OG0002334	Ag002G182150, Ag006G495200, Ag003G253810	XP_010497893.1, XP_010448003.1, XP_010438482.1, XP_010433242.1
OG0002335	Ag001G009020	XP_019097569.1, XP_019094810.1, XP_019091433.1
OG0002335	Ag005G461830	XP_010503838.1, XP_019096662.1, XP_010465618.1
OG0002336	Ag005G461810	XP_010465621.1, XP_010487461.1, XP_010503850.1
OG0002336	Ag001G009040	XP_010500821.1, XP_010462063.1, XP_010479731.1
OG0002337	Ag001G068750	XP_010426862.1, XP_010515712.1
OG0002337	Ag002G165360	XP_010516804.1, XP_010509529.1
OG0002338	Ag003G231450, Ag001G080570	XP_010516208.1, XP_010504493.1, XP_010427416.1
OG0002338	Ag002G186110	XP_010508883.1, XP_010517448.1, XP_010505756.1
OG0002339	Ag002G190670	XP_010508726.1, XP_010412997.2, XP_010505916.1
OG0002339	Ag001G101470, Ag005G428560, Ag001G083670	XP_010516318.1, XP_019101927.1, XP_010504631.1, XP_010427574.1
OG0002340	Ag001G056980	XP_019100180.1, XP_019102256.1, XP_010451371.1, XP_010426043.1
OG0002341	Ag002G139920	XP_010467966.1, XP_010455747.1
OG0002342	Ag003G286860	XP_010507203.1, XP_010412560.1, XP_010430999.1, XP_019102109.1, XP_019085815.1, XP_010412558.1, XP_010430998.1
OG0002343	Ag004G356060	XP_019099671.1, XP_010412604.1
OG0002344	Ag008G700190	XP_019086817.1, XP_019086815.1, XP_010485193.1
OG0002348	Ag003G254070	XP_010438464.1, XP_010433224.1, XP_010447984.1
OG0002349	Ag003G254760	XP_010433204.1, XP_010438431.1, XP_010447962.1
OG0002349	Ag005G403550	XP_019096276.1, XP_010467824.1
OG0002350	Ag003G256620	XP_010447887.1, XP_010433133.1, XP_010438337.1
OG0002351	Ag003G263270, Ag003G263710	XP_010447681.1, XP_019087156.1, XP_010432952.1
OG0002352	Ag006G528040	XP_010472443.1, XP_010417189.1
OG0002352	Ag003G268280	XP_010438067.1, XP_019086641.1, XP_010447603.1
OG0002353	Ag003G284180	XP_010446970.1, XP_010437514.1, XP_010432319.1
OG0002354	Ag007G579190	XP_010460969.1, XP_010478892.1, XP_010499691.1, XP_010516746.1, XP_010505076.1, XP_010509589.1
OG0002355	Ag004G365090, Ag004G365620	XP_010480201.1, XP_010418919.2, XP_010511227.1, XP_010414929.1
OG0002355	Ag005G484120	XP_010424987.1, XP_010485956.1, XP_010464044.1
OG0002356	Ag004G310530	XP_010490264.1, XP_010475815.1, XP_010458269.1
OG0002356	Ag004G368010	XP_010511098.1, XP_010470273.1, XP_010418881.1
OG0002357	Ag001G085770	XP_010427686.1, XP_019102426.1, XP_010504732.1
OG0002357	Ag004G311980	XP_010491326.1, XP_010458398.1, XP_010475916.1
OG0002358	Ag004G321200	XP_010476532.1, XP_010458978.1, XP_010496390.1
OG0002359	Ag004G320930	XP_010458954.1, XP_010476507.1, XP_010496200.1
OG0002360	Ag004G336280	XP_010511892.1, XP_010470862.1, XP_010470856.1
OG0002361	Ag008G669120	XP_010514435.1, XP_010502705.1, XP_010425482.1
OG0002362	Ag008G670510, Ag006G562590	XP_010514475.1, XP_010502767.1
OG0002364	Ag002G170530, Ag002G170540	XP_010425274.1, XP_010415124.1, XP_010511505.1, XP_010415128.1
OG0002364	Ag004G360830	XP_019101026.1
OG0002365	Ag004G363820	XP_019094052.1, XP_010511394.1, XP_010415048.1
OG0002366	Ag004G316240	XP_010494443.1, XP_010458693.1, XP_010476235.1
OG0002366	Ag004G382510	XP_010418312.1, XP_010430382.1, XP_010473534.1
OG0002367	Ag008G699520	XP_010451251.1, XP_010443305.1, XP_010483129.1, XP_010448289.1, XP_010433518.1
OG0002368	Ag002G189240	XP_010505869.1, XP_010517587.1
OG0002368	Ag001G082980	XP_010427537.1, XP_019102393.1, XP_010504596.1
OG0002369	Ag002G187750	XP_010508830.1, XP_010505806.1, XP_010517500.1
OG0002371	Ag005G476280	XP_010464649.1
OG0002371	Ag006G495690	XP_019100944.1, XP_010490835.1, XP_010452232.1, XP_010423702.1
OG0002372	Ag005G474170	XP_010486720.1, XP_010464790.1, XP_010490021.1
OG0002372	Ag006G500380	XP_010495076.1, XP_010423477.1, XP_010452440.1
OG0002373	Ag005G471690	XP_010497629.2, XP_010464963.1, XP_010498552.1
OG0002374	Ag007G620210	XP_010433743.1, XP_010439003.1, XP_010448541.1
OG0002375	Ag006G545720, Ag006G548900	XP_010448718.1, XP_010433915.1, XP_010439185.1
OG0002375	Ag008G679550, Ag008G679540	XP_010485051.1, XP_010473231.1, XP_010446028.1
OG0002376	Ag007G585640	XP_010438865.1, XP_010448414.1, XP_010433618.1
OG0002377	Ag003G251680	XP_010448134.1, XP_010433367.1, XP_010438615.1
OG0002377	Ag008G689940	XP_019091631.1, XP_010442995.1, XP_010482828.1
OG0002378	Ag003G251160	XP_010448176.1, XP_010433405.1
OG0002378	Ag008G693750	XP_010443055.1, XP_010448642.1
OG0002379	Ag008G700750, Ag006G518520	XP_010438804.1, XP_010433549.1, XP_010448323.1
OG0002380	Ag008G731890	XP_010484281.1, XP_010444440.1, XP_010462659.1
OG0002380	Ag007G603530	XP_010453001.1, XP_010422923.1, XP_010491636.1
OG0002381	Ag007G601720	XP_010452877.1, XP_010491506.1, XP_010423046.1
OG0002381	Ag008G729780	XP_010444281.1, XP_010484120.1, XP_010460858.1
OG0002382	Ag007G600300	XP_010423164.1, XP_010452749.1, XP_010491400.1
OG0002382	Ag008G725630	XP_010483789.1, XP_010457069.1, XP_010443938.1
OG0002383	Ag002G110980, Ag002G107420	XP_010494748.1, XP_010441650.1
OG0002383	Ag006G574680	XP_010496228.1, XP_010434526.1, XP_010439849.1
OG0002384	Ag006G561240, Ag002G126750	XP_010481692.1, XP_010441871.1, XP_010494486.1, XP_019088317.1, XP_010434289.1, XP_019089767.1
OG0002385	Ag002G130200	XP_010431331.1, XP_010431357.1, XP_010431315.1, XP_019085211.1, XP_010455872.1, XP_010422436.1
OG0002385	Ag006G563650	XP_010434238.1, XP_010449118.2
OG0002386	Ag002G141820	XP_010433333.1, XP_010455702.1, XP_010422226.1
OG0002386	Ag005G445370, Ag005G445410, Ag006G552640	XP_010439335.1, XP_010434049.1
OG0002387	Ag003G290750	XP_010432078.1, XP_010451021.1, XP_010444933.1, XP_010417086.1, XP_010472334.1, XP_010431584.1
OG0002388	Ag003G291240	XP_010432059.1, XP_010437228.1, XP_010446658.1, XP_010497558.1
OG0002389	Ag003G297070	XP_010431747.1, XP_010436913.1, XP_019088988.1
OG0002390	Ag002G163110	XP_010516707.1, XP_010509629.2, XP_010505036.1, XP_010507551.1
OG0002390	Ag007G578040	XP_010461075.1, XP_010499800.1, XP_010478674.1
OG0002391	Ag002G148010	XP_010421950.1, XP_010437244.1
OG0002392	Ag006G563660	XP_010434237.1, XP_010449116.1, XP_010445239.1
OG0002392	Ag002G130140	XP_010431426.1, XP_010422430.1, XP_010455869.1
OG0002393	Ag005G427760	XP_019098538.1, XP_010513796.1, XP_010497055.1, XP_019092296.1, XP_010488603.1
OG0002394	Ag005G430500, Ag005G430470	XP_010466851.1, XP_010513493.1, XP_010488550.1
OG0002395	Ag001G038770	XP_010450200.1, XP_010440572.1, XP_010435255.1
OG0002395	Ag005G430000, Ag005G430860	XP_010466831.1, XP_010488527.1
OG0002396	Ag001G036880	XP_010440481.1, XP_010450052.1, XP_010435138.1
OG0002397	Ag007G653670, Ag003G246580	XP_019088957.1, XP_019087146.1, XP_019086080.1
OG0002397	Ag008G669670	XP_010502719.1, XP_010425493.1, XP_010514450.1
OG0002398	Ag001G098450	XP_010413200.1, XP_010512713.1
OG0002399	Ag002G206200	XP_010518483.1, XP_010506808.1
OG0002400	Ag002G203430	XP_010506644.1, XP_010518314.1, XP_010508025.1
OG0002400	Ag001G095260	XP_010469009.1, XP_010512534.1, XP_010413359.2
OG0002401	Ag002G202590	XP_010506559.1, XP_010518223.1, XP_010508105.1
OG0002401	Ag001G094240	XP_010469048.1, XP_010512458.1, XP_010413439.1
OG0002402	Ag002G201810	XP_010506510.1
OG0002402	Ag001G093760	XP_019082502.1, XP_010469132.1
OG0002403	Ag003G234840	XP_010471436.1, XP_010428304.1, XP_010416185.1
OG0002403	Ag004G329240	XP_010476966.1, XP_010498180.1
OG0002404	Ag002G197160	XP_010506230.1, XP_010517915.1, XP_010508422.1
OG0002406	Ag008G717780	XP_010493156.1, XP_010454354.1, XP_010420887.1
OG0002406	Ag008G673980	XP_010503019.1, XP_010514705.1, XP_010425798.1, XP_019096615.1
OG0002407	Ag008G717250, Ag008G717270	XP_010503024.1, XP_010425806.1, XP_010514709.1
OG0002408	Ag008G712320	XP_019085499.1, XP_010503172.1, XP_010514865.1, XP_019087676.1, XP_010443854.1, XP_010483703.1, XP_010456542.1
OG0002409	Ag008G731960, Ag008G731980, Ag008G731950, Ag008G731990	XP_010444446.1, XP_010485316.1, XP_019094246.1
OG0002410	Ag008G733900	XP_010463897.1, XP_010484479.1
OG0002411	Ag003G238420	XP_019083320.1, XP_010428187.1, XP_010471323.1
OG0002412	Ag004G297790	XP_010457083.1, XP_019094355.1, XP_019098071.1
OG0002412	Ag006G516920	XP_010427322.1
OG0002413	Ag006G517610	XP_010419577.1
OG0002414	Ag004G300720	XP_010474960.1, XP_010481943.1
OG0002414	Ag007G599400	XP_010456961.1, XP_010430601.1, XP_010422508.1, XP_010446129.1
OG0002415	Ag004G302150	XP_010475064.1, XP_010483250.1, XP_010457452.1
OG0002416	Ag007G587810	XP_010481857.1, XP_010442018.1, XP_010494330.1
OG0002416	Ag004G302320	XP_010457476.1, XP_010475085.1
OG0002417	Ag002G190840, Ag001G071920, Ag007G588810	XP_010469541.1, XP_010413941.1, XP_010509955.1
OG0002417	Ag004G303170	XP_010484415.1, XP_010457553.1, XP_010475165.1
OG0002418	Ag007G590210	XP_010510124.1, XP_019093227.1, XP_010418713.1
OG0002418	Ag004G304310	XP_010475254.1, XP_019091784.1, XP_010485061.1
OG0002419	Ag004G305880	XP_010486611.1, XP_010457826.1, XP_010475425.1
OG0002419	Ag007G592240	XP_010469831.1, XP_010414243.1, XP_010510330.1
OG0002420	Ag007G596370	XP_010473194.1, XP_010417949.1, XP_010510708.1
OG0002420	Ag007G596360	XP_010417951.1, XP_010473196.1
OG0002421	Ag007G596780	XP_010510756.1, XP_010417912.1, XP_010473150.1
OG0002421	Ag004G308280	XP_010475617.1, XP_010458060.1, XP_010488647.1
OG0002422	Ag008G693800, Ag006G543100, Ag006G543090, Ag006G544490	XP_010482888.1, XP_010448660.1
OG0002423	Ag005G489930	XP_010451879.1
OG0002423	Ag007G619150	XP_010420222.1
OG0002424	Ag007G620030	XP_010453735.1, XP_010420263.1, XP_010492439.1
OG0002424	Ag005G488910, Ag005G489490	XP_010463644.1, XP_010486759.1, XP_010485486.1
OG0002425	Ag005G489330, Ag001G091130	XP_010495813.1, XP_010463650.1, XP_010485491.1
OG0002425	Ag007G620230	XP_010453743.1, XP_010420275.1, XP_010492449.1
OG0002426	Ag005G489190	XP_010463662.1, XP_010498199.1
OG0002426	Ag007G621000	XP_010492475.1, XP_010420281.1, XP_010453752.1
OG0002427	Ag005G488080	XP_010463760.1, XP_010506605.1, XP_010485647.1
OG0002427	Ag007G624320	XP_010492638.1, XP_010420414.1, XP_010453886.1
OG0002428	Ag005G486380	XP_010515838.1, XP_010463859.1, XP_010485756.1
OG0002428	Ag007G628670	XP_010420561.1, XP_010492817.1, XP_010454041.1
OG0002429	Ag004G306420	XP_010487166.1, XP_010475466.1
OG0002430	Ag005G478720	XP_010463101.1, XP_010486405.1, XP_010464472.1
OG0002430	Ag005G478740	XP_010463021.1, XP_019100658.1, XP_010486401.1, XP_019092792.1
OG0002431	Ag001G078250	XP_010427293.1, XP_010504382.1
OG0002431	Ag002G181760	XP_019102539.1
OG0002432	Ag002G181140	XP_019101044.1, XP_010517285.1, XP_019099775.1
OG0002433	Ag003G209630	XP_010419384.1, XP_019085182.1, XP_019094101.1
OG0002433	Ag004G324060	XP_010497462.1
OG0002434	Ag004G325400	XP_010459213.1, XP_010497993.1, XP_010476784.1
OG0002434	Ag003G212200	XP_010429772.1
OG0002435	Ag003G235170	XP_010428288.1, XP_010416173.1, XP_010471424.1
OG0002435	Ag004G329540	XP_010498212.1, XP_010477000.1, XP_010459436.1
OG0002436	Ag004G337820	XP_010498631.1, XP_010459896.1, XP_010477421.1
OG0002436	Ag003G218020	XP_010416694.1, XP_010471944.1, XP_010428828.1
OG0002437	Ag004G338660	XP_010498681.1, XP_010459955.1, XP_010477474.1
OG0002437	Ag003G215160	XP_010472004.1, XP_010428912.1, XP_010416772.1
OG0002438	Ag004G339010	XP_010477485.1, XP_010498694.1, XP_010459972.1
OG0002439	Ag003G240440	XP_010471235.1, XP_010428083.1
OG0002439	Ag004G339710	XP_010498724.1, XP_010460009.1, XP_010477512.1
OG0002440	Ag007G589250, Ag001G099080	XP_010495847.1, XP_010503163.1, XP_010514856.1, XP_010512789.1
OG0002441	Ag004G341220	XP_010460079.1, XP_019094433.1, XP_010498796.1
OG0002441	Ag004G343640	XP_010415797.1, XP_010471108.2, XP_010427916.1
OG0002442	Ag004G345220	XP_010471034.1, XP_010427817.1
OG0002442	Ag003G242300	XP_010477650.1, XP_010498866.1
OG0002443	Ag003G244890	XP_010477831.1, XP_010460277.1
OG0002443	Ag004G364920, Ag001G075730, Ag004G348970	XP_010511975.1, XP_010415591.1, XP_010470932.1
OG0002444	Ag004G351440	XP_010474220.1, XP_010511882.1
OG0002444	Ag003G247960	XP_010499079.1, XP_010477891.1, XP_019091232.1
OG0002445	Ag007G585710	XP_010433624.1, XP_019088786.1, XP_010448418.1
OG0002446	Ag003G252510	XP_010433328.1, XP_010438567.1, XP_010448091.1
OG0002446	Ag008G686830	XP_010445896.1, XP_010442921.1
OG0002447	Ag003G278680, Ag006G506870, Ag005G449290	XP_010447364.1, XP_010437883.1
OG0002448	Ag001G061560	XP_010515430.1, XP_010503726.1, XP_010426600.1
OG0002449	Ag004G317030	XP_010476272.1, XP_010458731.1, XP_010494768.1
OG0002449	Ag008G667050	XP_010502594.1, XP_010514314.1, XP_010425373.1
OG0002450	Ag004G308040	XP_010475605.1, XP_010458041.1
OG0002451	Ag004G307850	XP_010458024.1, XP_010475592.1
OG0002451	Ag007G595910	XP_010414551.1, XP_019093456.1, XP_019101472.1
OG0002452	Ag004G306830	XP_019091352.1, XP_010475494.1, XP_010487392.1
OG0002452	Ag002G110410	XP_010491303.1, XP_019084477.1, XP_010456427.1
OG0002453	Ag006G509810	XP_010455996.1, XP_010422556.1, XP_010430038.1
OG0002453	Ag004G300240	XP_010481523.1, XP_010474910.1, XP_010457316.1, XP_010474912.1
OG0002454	Ag004G300210	XP_010480329.1
OG0002454	Ag006G509940	XP_010456000.1, XP_019084363.1
OG0002455	Ag007G624220, Ag007G600320, Ag007G624300	XP_010492637.1, XP_010453885.1, XP_010420413.1
OG0002456	Ag007G628360	XP_010454021.1, XP_019098086.1, XP_010420536.1
OG0002456	Ag007G628520	XP_010454030.1, XP_010492802.1
OG0002458	Ag001G076070, Ag001G076090	XP_010511343.1, XP_010511342.1, XP_010480301.1, XP_010415044.1, XP_010481248.1, XP_010415038.1, XP_010415040.1
OG0002459	Ag008G728580	XP_010444150.1, XP_019098418.1, XP_010484000.1
OG0002460	Ag006G506300	XP_010491312.1, XP_010452664.1, XP_010423252.1
OG0002460	Ag008G705900	XP_010483443.1, XP_010453722.1, XP_010443581.1
OG0002461	Ag001G067360	XP_010426690.1, XP_010503828.1, XP_010515540.1
OG0002462	Ag003G220110	XP_010471805.1, XP_010428715.1, XP_010416571.1
OG0002463	Ag003G221680	XP_010428684.1, XP_010416542.1, XP_010471781.1
OG0002463	Ag004G334560	XP_010477304.1, XP_010459744.1, XP_010498492.1
OG0002464	Ag003G231550	XP_019085001.1, XP_010471527.1, XP_019083361.1
OG0002465	Ag004G322930	XP_010459070.1, XP_010497101.1, XP_010476624.1
OG0002465	Ag003G208170	XP_010472977.1, XP_010430000.1, XP_010417742.1
OG0002466	Ag005G467810	XP_010465279.1, XP_010487184.1, XP_010501530.1
OG0002466	Ag001G003600	XP_010462326.1, XP_010501089.1, XP_010480012.1
OG0002468	Ag001G006760	XP_010462183.1, XP_010500950.1, XP_010479862.1
OG0002468	Ag005G464290	XP_010465472.1, XP_010489840.1
OG0002469	Ag001G029810, Ag001G031040	XP_010440206.1, XP_010449850.1, XP_010434885.1
OG0002469	Ag005G459800	XP_010487558.1, XP_010504747.1, XP_010465712.1
OG0002470	Ag005G457920	XP_010465793.1, XP_010487629.1, XP_010505302.1
OG0002470	Ag001G026600	XP_010479241.1, XP_010461637.1
OG0002471	Ag005G457370	XP_010465820.1, XP_010505667.1, XP_010487657.1
OG0002472	Ag005G457110	XP_010505870.1, XP_010465835.1, XP_010487672.1
OG0002472	Ag001G025440	XP_010479266.1, XP_010500369.1
OG0002473	Ag005G456440	XP_010465871.1, XP_010487708.1, XP_010506220.1
OG0002473	Ag001G024790	XP_019091954.1
OG0002474	Ag005G438080	XP_010488283.1, XP_010466538.1, XP_010511470.1
OG0002475	Ag001G036570	XP_010440453.1, XP_010435117.1, XP_010450029.1
OG0002475	Ag005G436170	XP_010466606.1
OG0002477	Ag005G403450	XP_010415764.1, XP_010489041.1, XP_010467825.1, XP_010438429.1, XP_010433201.1, XP_010447960.1
OG0002478	Ag001G006560	XP_010500961.1, XP_010462202.1, XP_010479877.1
OG0002479	Ag002G161220	XP_010509722.1, XP_010516624.1, XP_010504940.1
OG0002480	Ag002G188170	XP_010517518.1, XP_010505831.1, XP_010508808.1, XP_010412977.1
OG0002481	Ag001G086670	XP_010507186.1, XP_010513214.1, XP_019102247.1
OG0002482	Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650, Ag005G418640	XP_010481357.1, XP_010441494.1, XP_010494938.1
OG0002484	Ag008G699700	XP_010476786.1
OG0002484	Ag002G190890, Ag002G190850	XP_019088308.1, XP_019086798.1, XP_010476775.1
OG0002485	Ag007G634440	XP_010493905.1, XP_010455000.1, XP_010421508.1, XP_010493907.1
OG0002485	Ag008G705810	XP_019086848.1
OG0002485	Ag003G279330	XP_010495519.1
OG0002486	Ag004G334760	XP_010495741.1, XP_010477269.1, XP_019098344.1, XP_019095417.1, XP_010498458.1, XP_010459707.2
OG0002488	Ag005G482890	XP_010496978.1
OG0002489	Ag007G652120	XP_019087627.1, XP_019095849.1
OG0002494	Ag003G253690	XP_010438496.1, XP_010448017.1, XP_010433252.1
OG0002496	Ag006G521690	XP_019083459.1
OG0002496	Ag005G402860, Ag005G451800, Ag001G031970, Ag005G420330	XP_010442474.1, XP_010412552.1, XP_019098292.1
OG0002497	Ag008G701470	XP_010451794.1, XP_010443380.1, XP_010483206.1
OG0002497	Ag003G269460	XP_010438032.1, XP_010447502.1
OG0002498	Ag003G269850	XP_010447519.1, XP_010438020.1, XP_010432844.1
OG0002499	Ag008G715550	XP_010421015.1, XP_010493301.1, XP_010454490.1
OG0002500	Ag003G280910	XP_010447121.1, XP_010437655.1, XP_010432449.1
OG0002503	Ag004G309070	XP_010511579.1, XP_010470366.1, XP_010414915.1, XP_010458156.1, XP_010475706.1, XP_010489512.1
OG0002504	Ag004G310760	XP_010475837.1, XP_010490391.1, XP_010458292.1
OG0002505	Ag004G311760	XP_010490965.1, XP_010475895.1, XP_010458379.1
OG0002505	Ag004G369490	XP_010511032.1, XP_010470205.1, XP_010414661.1
OG0002506	Ag004G371470	XP_010417964.1, XP_010473210.1, XP_010510954.1
OG0002506	Ag004G312160	XP_010458409.1, XP_010491424.1, XP_010475928.1
OG0002507	Ag004G320770, Ag006G517830	XP_019102137.1, XP_019085343.1, XP_019099999.1
OG0002508	Ag005G477690	XP_010502341.1, XP_010425117.1, XP_010514094.1
OG0002508	Ag004G319440	XP_010458872.1, XP_010495709.1, XP_010476434.1
OG0002509	Ag008G662590	XP_010425159.1, XP_010502381.1
OG0002510	Ag004G317010	XP_010476269.1, XP_010494747.1
OG0002511	Ag001G070200, Ag001G061040	XP_010514598.1, XP_010502880.1, XP_010425660.1, XP_010425691.1, XP_010502904.1, XP_019102232.1
OG0002512	Ag001G092040	XP_010512304.1, XP_010469237.1, XP_010413607.1
OG0002512	Ag001G001300	XP_010501181.1, XP_010462417.1, XP_010480105.1
OG0002513	Ag005G474690	XP_010418644.1, XP_010486686.2
OG0002513	Ag006G499350	XP_010423512.1, XP_010491027.1
OG0002514	Ag005G473900	XP_010488476.1, XP_010486753.1, XP_010464806.1, XP_010423458.1, XP_010452457.1
OG0002515	Ag005G472490	XP_010464879.1, XP_010497542.1, XP_010486830.1
OG0002516	Ag007G585490, Ag007G585510	XP_010433604.1, XP_010438844.1, XP_010448394.1, XP_010448389.1, XP_010438841.1, XP_010433598.1
OG0002517	Ag003G252570	XP_010438561.1, XP_010433323.1, XP_010448085.1
OG0002517	Ag008G686770	XP_010482752.1
OG0002518	Ag003G250500	XP_010448232.1, XP_010438716.1, XP_010433462.1
OG0002519	Ag003G250460	XP_010433465.1, XP_010438718.1, XP_010448235.1, XP_019087085.1, XP_010449897.1, XP_010483009.1
OG0002520	Ag008G696960	XP_010443237.1, XP_010483065.1, XP_010450483.1
OG0002521	Ag007G608920, Ag007G608890, Ag007G608910	XP_010511468.1, XP_010470518.1
OG0002522	Ag007G602560	XP_019090433.1, XP_010491585.1, XP_010424713.1
OG0002522	Ag008G731150	XP_010484222.1, XP_010461750.1, XP_010444373.1
OG0002523	Ag006G577660	XP_010449620.1, XP_010440010.1, XP_010434670.1
OG0002523	Ag002G114790, Ag002G123000	XP_010441463.1, XP_010481333.1, XP_010494971.1
OG0002524	Ag002G143870, Ag002G144360	XP_010433825.1, XP_010455638.1, XP_010422173.1
OG0002524	Ag006G551170	XP_010448831.1, XP_010433987.1, XP_010439279.1
OG0002525	Ag006G535150	XP_010461311.1, XP_010478939.1, XP_010500031.1
OG0002526	Ag007G580450	XP_010499594.1, XP_010478478.1, XP_010460860.1
OG0002526	Ag007G586250	XP_019086623.1, XP_010448459.1, XP_010438910.1
OG0002527	Ag002G162040	XP_010509684.1, XP_010504984.1, XP_010516663.1
OG0002527	Ag007G579770	XP_010478532.1, XP_010499644.1, XP_010460907.1
OG0002528	Ag005G415160	XP_019092374.1, XP_010489433.1
OG0002528	Ag003G287860	XP_010446831.1
OG0002529	Ag003G290690, Ag001G017030	XP_010436228.1, XP_010446693.1, XP_010437252.1
OG0002529	Ag006G523970	XP_010417094.1, XP_010472337.1, XP_010429292.1
OG0002530	Ag003G291600	XP_019089697.1, XP_010437200.1, XP_019086841.1
OG0002531	Ag003G293270	XP_010437123.1, XP_010431981.1, XP_010446585.1
OG0002532	Ag003G295040	XP_010437054.1, XP_010431904.1
OG0002533	Ag003G296930	XP_010431775.1, XP_010446345.1, XP_010436933.1
OG0002535	Ag002G143230	XP_010434128.1, XP_010422134.1, XP_010455595.1, XP_010448786.1, XP_010433954.1
OG0002536	Ag002G141570	XP_010455710.1, XP_010422233.1, XP_010433251.1
OG0002537	Ag002G140850	XP_010422243.1, XP_010433092.1, XP_010496155.1
OG0002537	Ag004G303260	XP_019091897.1
OG0002538	Ag005G405260	XP_010435199.1, XP_010450132.1, XP_010450113.1
OG0002538	Ag001G037830	XP_010435198.1
OG0002539	Ag001G036710	XP_010435122.1, XP_010450038.1, XP_010440462.1
OG0002539	Ag001G036720	XP_010450039.1, XP_010435123.1, XP_010440463.1
OG0002540	Ag001G033510	XP_010434953.1, XP_010434494.1, XP_010434952.1, XP_010440288.1, XP_010434517.1
OG0002541	Ag001G098440	XP_019093187.1, XP_010512714.1, XP_010413203.1
OG0002542	Ag002G203040	XP_010506615.1, XP_010508058.1, XP_010518282.1
OG0002542	Ag001G094990	XP_010413382.1, XP_010512508.1, XP_010469092.1
OG0002543	Ag001G094110	XP_010512452.1, XP_010469042.1, XP_010413448.1
OG0002544	Ag002G198350	XP_010508368.1, XP_010506289.1
OG0002544	Ag001G091540	XP_010469264.1, XP_010512267.1, XP_019082936.1
OG0002545	Ag002G191470	XP_010505949.1, XP_010508694.1, XP_010517656.1
OG0002545	Ag001G084600	XP_010516353.1, XP_010504665.1, XP_010427607.1
OG0002547	Ag001G083950	XP_010427588.1, XP_010516333.1, XP_010504643.1
OG0002547	Ag002G190820	XP_010505925.2, XP_010512910.1, XP_019082317.1
OG0002548	Ag002G176690	XP_010509119.1, XP_010517142.1, XP_010505470.1
OG0002548	Ag006G495930	XP_010423693.1, XP_010490844.1, XP_010452238.1
OG0002550	Ag008G717730	XP_010420893.1, XP_010493159.1, XP_010454359.1
OG0002550	Ag002G190770, Ag001G021780, Ag008G717690	XP_010514706.1, XP_010503017.1, XP_010425799.1
OG0002551	Ag001G052070	XP_010426101.1, XP_010514985.1, XP_010503276.1
OG0002552	Ag008G729550	XP_019093895.1, XP_019096108.1, XP_019088403.1
OG0002553	Ag008G734640	XP_010464552.1, XP_010484556.1, XP_010444696.1
OG0002554	Ag001G100050	XP_010465179.1, XP_010444767.1, XP_010484612.1, XP_010484619.1, XP_010465197.1
OG0002555	Ag004G298730	XP_010480627.1, XP_010457160.1, XP_010474704.1
OG0002556	Ag006G514230, Ag006G545690	XP_010422711.1, XP_010428386.1
OG0002556	Ag004G298880	XP_010480738.1, XP_010474685.1, XP_010457184.1
OG0002557	Ag004G304940	XP_019095032.1, XP_010475312.1, XP_010457705.2
OG0002557	Ag007G591080	XP_010510194.1, XP_010414126.1, XP_010469712.1
OG0002558	Ag001G034270	XP_010438668.1, XP_010438667.1
OG0002558	Ag003G251050	XP_010438670.1
OG0002559	Ag001G100410	XP_010485410.1, XP_010496301.1, XP_010435627.1
OG0002559	Ag007G615170	XP_010492283.1, XP_010420117.1, XP_010453598.1
OG0002560	Ag007G618100	XP_010492365.1, XP_019083821.1
OG0002560	Ag005G490270	XP_010463577.1, XP_019096620.1
OG0002561	Ag007G623080	XP_010492579.1, XP_010420366.1, XP_010453828.1
OG0002562	Ag007G637760	XP_010421672.1, XP_010455163.1, XP_010494072.1
OG0002562	Ag005G484720	XP_010420228.1, XP_010485881.1, XP_010463980.1
OG0002563	Ag005G484570	XP_019091521.1, XP_010478309.1
OG0002564	Ag005G481780	XP_019092094.1, XP_019093730.1, XP_019089851.1, XP_019097630.1, XP_019097166.1, XP_019097779.1, XP_019096632.1
OG0002566	Ag002G172370	XP_010505334.1, XP_010517017.1, XP_010509331.1
OG0002567	Ag004G324860	XP_010476738.1, XP_010497772.1, XP_010459171.1
