Orthogroup	Alyssum_gmelinii	Arabidopsis_lyrata_NCBI
OG0001470	Ag002G164510	XP_002879568.1
OG0001471	Ag004G373750	XP_020890097.1
OG0001471	Ag004G312930	XP_002892611.1
OG0001472	Ag004G321830	XP_020866504.1
OG0001473	Ag008G660970	XP_020880428.1
OG0001473	Ag004G320570	XP_020870392.1
OG0001474	Ag004G314730, Ag004G314710	XP_002869634.1, XP_002869633.1
OG0001475	Ag004G315140	XP_002889907.1
OG0001475	Ag004G379590	XP_020891481.1
OG0001477	Ag006G506990	XP_020879500.1
OG0001478	Ag005G476680	XP_002884748.1
OG0001478	Ag006G494520	XP_002873071.1
OG0001479	Ag001G092540	XP_002876543.1, XP_020876068.1, XP_002882705.1
OG0001480	Ag007G598680	XP_002867630.1
OG0001481	Ag003G276870, Ag003G263080, Ag002G125790, Ag002G130280, Ag003G227030, Ag007G611190, Ag007G611220, Ag003G263070, Ag007G611060	XP_020878352.1, XP_020886062.1, XP_020886059.1, XP_020886060.1
OG0001482	Ag007G606260	XP_020878249.1
OG0001482	Ag008G721150	XP_002872145.1
OG0001483	Ag008G721680	XP_002872132.1
OG0001483	Ag007G605530	XP_002871431.1
OG0001484	Ag007G605450	XP_020876764.1
OG0001484	Ag008G721760	XP_020878608.1
OG0001485	Ag007G602040	XP_020878761.1
OG0001485	Ag008G730290	XP_020885079.1
OG0001486	Ag007G601610	XP_020877988.1
OG0001487	Ag008G724400	XP_020877403.1
OG0001487	Ag007G600860	XP_020879519.1
OG0001488	Ag006G577270	XP_002870095.1
OG0001488	Ag002G115010, Ag002G121280	XP_002863361.1
OG0001489	Ag002G140760	XP_002872677.1
OG0001489	Ag006G553560	XP_002867781.1
OG0001490	Ag007G582360	XP_020867609.1
OG0001490	Ag002G160180	XP_002879480.1
OG0001491	Ag007G581350, Ag007G581360	XP_002875741.1, XP_020867367.1
OG0001492	Ag003G295180	XP_020872546.1
OG0001492	Ag006G521570	XP_020885216.1
OG0001493	Ag007G584240	XP_020866872.1
OG0001493	Ag002G158160	XP_002863697.1
OG0001494	Ag002G143040	XP_020877665.1
OG0001495	Ag002G123350	XP_002865114.1
OG0001495	Ag002G123340	XP_002865115.1
OG0001496	Ag005G431170	XP_020887700.1
OG0001496	Ag001G038640	XP_002870373.2
OG0001497	Ag001G034180	XP_002870253.1
OG0001497	Ag001G034190	XP_020875008.1, XP_002870255.2
OG0001498	Ag004G302140	XP_002889494.1
OG0001498	Ag003G267300, Ag005G416490, Ag001G080440	XP_002886191.1
OG0001500	Ag002G204820	XP_020884366.1
OG0001500	Ag001G096910	XP_020880147.1
OG0001501	Ag002G204270	XP_020883919.1
OG0001502	Ag002G199890	XP_002881976.1
OG0001502	Ag001G092630	XP_020880877.1
OG0001503	Ag001G091690	XP_020881272.1
OG0001503	Ag002G198680	XP_020884277.1
OG0001504	Ag001G090880	XP_020882215.1
OG0001504	Ag002G197180	XP_020883767.1
OG0001505	Ag001G090690, Ag004G387710	XP_020881472.1
OG0001505	Ag002G196780	XP_002881895.1
OG0001506	Ag005G478370	XP_002882587.1
OG0001506	Ag006G491390	XP_020878642.1
OG0001507	Ag008G708090	XP_002864620.1
OG0001508	Ag008G729500	XP_002866555.2
OG0001509	Ag001G058080	XP_020882194.1
OG0001509	Ag008G733610	XP_002866690.1
OG0001510	Ag007G590940	XP_020878140.1, XP_020884120.1
OG0001510	Ag004G304900	XP_020867692.1
OG0001511	Ag004G307620	XP_020868705.1
OG0001511	Ag007G595470	XP_002879167.1
OG0001512	Ag004G308200	XP_020869561.1
OG0001512	Ag007G596480	XP_020883807.1
OG0001513	Ag005G490410	XP_020888154.1
OG0001514	Ag005G486110	XP_002884427.1
OG0001515	Ag005G482910	XP_020865722.1, XP_020886133.1, XP_002874712.2, XP_002874721.2
OG0001516	Ag005G481240	XP_020886821.1
OG0001517	Ag001G080350	XP_020880437.1
OG0001517	Ag002G185210	XP_020883942.1
OG0001518	Ag002G184990	XP_020885674.1
OG0001518	Ag001G080020	XP_020882492.1
OG0001519	Ag003G233700	XP_020889634.1
OG0001519	Ag004G329970	XP_020867084.1
OG0001520	Ag001G054920	XP_002877600.1
OG0001520	Ag004G331580	XP_002890310.1
OG0001521	Ag003G219030	XP_020890845.1
OG0001522	Ag004G341390	XP_020868616.1
OG0001522	Ag004G343960	XP_002887338.1
OG0001523	Ag004G345430	XP_020865608.1
OG0001524	Ag002G106090	XP_020869053.1
OG0001524	Ag008G726610	XP_002866458.1
OG0001526	Ag008G691010	XP_020881571.1
OG0001526	Ag001G094220	XP_020883590.1
OG0001527	Ag007G613490	XP_020876336.1, XP_002893911.1
OG0001527	Ag003G209110	XP_020890383.1
OG0001528	Ag007G616430	XP_020878035.1
OG0001529	Ag007G632450	XP_002873931.1
OG0001530	Ag003G295950, Ag003G295940, Ag003G295960	XP_002868470.1, XP_002891897.2
OG0001531	Ag006G503410	XP_002871203.1
OG0001532	Ag008G706710, Ag008G706700, Ag004G349410	XP_002866292.2
OG0001534	Ag003G212360, Ag003G213740	XP_002887124.1
OG0001535	Ag001G001430	XP_002894511.1
OG0001535	Ag005G469480	XP_002882820.1
OG0001536	Ag005G468450	XP_020888907.1
OG0001536	Ag001G002680	XP_020869277.1
OG0001537	Ag001G007720	XP_020867820.1
OG0001537	Ag005G463020	XP_002885097.1
OG0001538	Ag005G461050	XP_020889133.1
OG0001538	Ag001G009860	XP_020868345.1
OG0001539	Ag005G455640, Ag005G455610, Ag006G566250	XP_002885685.1
OG0001541	Ag003G262350, Ag003G262030, Ag003G277510	XP_020869848.1, XP_002891930.1
OG0001541	Ag001G097940	XP_020879705.1
OG0001544	Ag001G033680	XP_020874432.1
OG0001544	Ag001G033670, Ag001G033250, Ag008G700110, Ag001G033660	XP_002868199.1
OG0001545	Ag002G103770	XP_002865272.1, XP_002865271.1
OG0001546	Ag002G177010, Ag002G176990	XP_020884354.1, XP_020885741.1, XP_020889574.1
OG0001547	Ag005G432060, Ag005G444920, Ag007G623660, Ag005G444930, Ag005G444910, Ag005G472470	XP_020887306.1
OG0001549	Ag003G274680, Ag005G403820, Ag005G403890	XP_020887163.1
OG0001550	Ag006G502250	XP_020876016.1
OG0001551	Ag003G268670	XP_020874472.1
OG0001552	Ag003G272480	XP_002867265.1
OG0001552	Ag001G094800	XP_002878844.2
OG0001553	Ag004G372180	XP_002886607.1
OG0001553	Ag004G312310	XP_002892586.2
OG0001554	Ag004G314460	XP_020866929.1
OG0001554	Ag004G377870	XP_020890608.1
OG0001555	Ag004G317720	XP_020869889.1
OG0001555	Ag008G663730	XP_002876920.1
OG0001556	Ag002G168490	XP_020883460.1
OG0001556	Ag008G666790	XP_020880096.1
OG0001557	Ag005G480370	XP_002875067.1, XP_002889206.1
OG0001558	Ag006G498110	XP_020876997.1
OG0001558	Ag005G475420	XP_020886650.1
OG0001559	Ag001G041420	XP_002865753.1
OG0001560	Ag004G329740, Ag004G328200	XP_020871825.1
OG0001561	Ag008G682160, Ag008G683370	XP_002864181.1, XP_020872491.1
OG0001562	Ag008G697450	XP_002866125.1
OG0001562	Ag006G499320	XP_020876009.1
OG0001563	Ag008G719550	XP_020879392.1
OG0001563	Ag007G609430	XP_020878383.1
OG0001564	Ag002G171990	XP_020883436.1
OG0001564	Ag004G334100	XP_020867038.1
OG0001565	Ag007G600480	XP_020878455.1
OG0001565	Ag007G592440, Ag008G725460	XP_002864724.1
OG0001566	Ag006G572130	XP_020874546.1
OG0001567	Ag006G536350, Ag006G538870	XP_020868493.1
OG0001567	Ag006G536400, Ag006G538910	XP_020868491.1
OG0001568	Ag007G582810, Ag007G582800	XP_020868244.1, XP_020868243.1, XP_020870418.1, XP_020870416.1
OG0001569	Ag002G160420	XP_020883214.1
OG0001569	Ag007G582030	XP_020867499.1
OG0001570	Ag001G090780	XP_002876507.2
OG0001570	Ag007G579780	XP_020868658.1
OG0001571	Ag005G415960	XP_002884056.2
OG0001571	Ag003G285500	XP_020875126.1
OG0001572	Ag003G292900	XP_020874628.1
OG0001573	Ag003G293680	XP_020875633.1
OG0001574	Ag003G295450	XP_020874414.1
OG0001574	Ag006G521410	XP_020884488.1
OG0001575	Ag006G520930	XP_002880375.1
OG0001575	Ag003G295850	XP_020875228.1
OG0001576	Ag003G278840, Ag005G466390	XP_002870808.2
OG0001577	Ag007G648590	XP_002870777.1
OG0001578	Ag002G123460, Ag003G224700, Ag008G724130	XP_020888818.1
OG0001579	Ag006G577750	XP_020874753.1
OG0001581	Ag001G098160	XP_002878482.1
OG0001581	Ag002G206130	XP_002880317.1
OG0001582	Ag002G198660	XP_020883434.1
OG0001583	Ag002G193430	XP_020885016.1
OG0001583	Ag001G085640	XP_020881292.1
OG0001584	Ag001G085050	XP_020881608.1
OG0001584	Ag002G191780	XP_002879955.1
OG0001585	Ag001G083940	XP_002876403.1
OG0001585	Ag002G191010	XP_020884024.1
OG0001586	Ag008G719690, Ag008G719680	XP_020878926.1
OG0001587	Ag008G713740	XP_002874097.1
OG0001588	Ag008G707740	XP_002866317.1, XP_002877515.1
OG0001589	Ag008G690360	XP_002875918.1
OG0001590	Ag001G078570	XP_002876300.1
OG0001590	Ag008G733560	XP_020871654.1
OG0001591	Ag004G299980	XP_020867327.1
OG0001591	Ag006G510200	XP_020878256.1
OG0001592	Ag004G300590	XP_002889445.1
OG0001592	Ag007G599500, Ag007G599510	XP_020878325.1
OG0001593	Ag007G588130	XP_002879450.1
OG0001593	Ag004G302500	XP_002892219.1
OG0001594	Ag004G303670, Ag004G303660	XP_020870787.1
OG0001594	Ag007G589450	XP_002881221.1, XP_020885310.1
OG0001595	Ag005G487920	XP_020885940.1
OG0001595	Ag005G487950	XP_020885939.1
OG0001596	Ag007G628560	XP_020878196.1
OG0001596	Ag005G486450	XP_002882316.1
OG0001597	Ag005G482670	XP_002884540.1
OG0001598	Ag005G481900	XP_002882460.1
OG0001599	Ag003G285160	XP_020880373.1
OG0001599	Ag005G479430	XP_002865298.1
OG0001600	Ag002G167520	XP_002881452.1
OG0001600	Ag001G070800	XP_002877895.1
OG0001601	Ag004G328380, Ag004G328340	XP_002892967.1
OG0001601	Ag003G237290, Ag003G237250	XP_002888909.1
OG0001602	Ag003G218670	XP_020890517.1
OG0001603	Ag004G344540	XP_020891529.1
OG0001603	Ag003G241650	XP_002893271.1
OG0001604	Ag003G241790	XP_020867671.1
OG0001604	Ag004G344830	XP_002887312.1
OG0001605	Ag003G241940	XP_002893280.1
OG0001605	Ag004G344860	XP_002887308.1
OG0001606	Ag006G524130	XP_002880517.2
OG0001607	Ag004G316190	XP_020870917.1
OG0001607	Ag004G382350	XP_020891191.1
OG0001608	Ag004G313620	XP_020866044.1
OG0001609	Ag007G632100	XP_020878974.1
OG0001609	Ag004G300610	XP_002892154.1
OG0001610	Ag005G474840, Ag006G499040	XP_020876051.1
OG0001611	Ag003G226840, Ag003G226810	XP_020889649.1
OG0001611	Ag003G226930	XP_020889650.1
OG0001612	Ag005G469640	XP_002882816.1
OG0001612	Ag001G001150	XP_002894521.1
OG0001613	Ag001G006970	XP_020867161.1
OG0001613	Ag005G463970	XP_020886017.1
OG0001614	Ag001G011210, Ag001G011220	XP_002894313.1
OG0001614	Ag005G444000, Ag005G442780	XP_002885417.1, XP_002862672.1
OG0001615	Ag005G433970, Ag005G432590	XP_020882841.1
OG0001615	Ag004G301920	XP_020867312.1
OG0001616	Ag005G415560	XP_020887283.1
OG0001616	Ag003G285780	XP_020875187.1
OG0001617	Ag003G258680	XP_020874593.1
OG0001618	Ag001G000260	XP_002894559.1
OG0001618	Ag005G470440	XP_002882791.1
OG0001619	Ag001G070790	XP_020881375.1
OG0001619	Ag002G167510	XP_020883203.1
OG0001621	Ag001G012130	XP_020866563.1
OG0001622	Ag004G336820, Ag001G056850	XP_002890575.1, XP_002867997.1, XP_020870516.1, XP_002890572.1
OG0001623	Ag001G082200	XP_020880008.1
OG0001625	Ag002G191290	XP_020883290.1
OG0001625	Ag002G191600, Ag004G339490, Ag002G191610	XP_002879939.1, XP_020884763.1
OG0001625	Ag002G192180, Ag002G192170, Ag002G192090	XP_020883740.1
OG0001626	Ag003G227320, Ag003G227290, Ag003G227530	XP_020882843.1
OG0001627	Ag003G246360	XP_002890724.1
OG0001627	Ag003G246280	XP_020867903.1
OG0001628	Ag004G308870	XP_002892469.1
OG0001629	Ag004G318330	XP_020866963.1
OG0001629	Ag008G663580	XP_020882176.1
OG0001630	Ag005G488180, Ag007G590600	XP_002879340.1, XP_020885494.1
OG0001641	Ag006G528350	XP_002886870.2
OG0001642	Ag003G274030	XP_002867146.1
OG0001643	Ag005G417750	XP_002886064.1
OG0001643	Ag003G283020	XP_020872748.1
OG0001644	Ag004G372810	XP_020890080.1
OG0001644	Ag004G312500	XP_002889832.1
OG0001645	Ag001G031810, Ag001G031800	XP_002875239.1
OG0001646	Ag008G666370	XP_020879622.1
OG0001646	Ag004G317180	XP_002892724.1
OG0001647	Ag007G655270	XP_020872137.1
OG0001647	Ag008G668770	XP_020880804.1
OG0001648	Ag007G654460	XP_020874901.1
OG0001648	Ag008G669020	XP_020882217.1
OG0001650	Ag008G699180	XP_020882200.1
OG0001650	Ag007G647790	XP_020872946.1
OG0001651	Ag008G699860	XP_020867401.1
OG0001652	Ag005G477870	XP_020889251.1
OG0001652	Ag006G492330	XP_020876703.1
OG0001653	Ag005G476540	XP_020888377.1
OG0001654	Ag006G495630	XP_020879352.1
OG0001654	Ag005G476310	XP_020888363.1
OG0001655	Ag006G500650	XP_020875963.1
OG0001655	Ag005G474070	XP_002882713.1
OG0001656	Ag005G471300	XP_020888312.1
OG0001656	Ag007G612900	XP_002871590.1
OG0001657	Ag008G694120	XP_020871691.1
OG0001658	Ag008G694910	XP_020888483.1
OG0001659	Ag006G508420	XP_002871271.1
OG0001659	Ag006G508280, Ag006G508350, Ag006G508390, Ag006G508370	XP_020878005.1
OG0001660	Ag006G561170	XP_002869935.1
OG0001661	Ag002G144120, Ag002G144650	XP_002872643.1
OG0001661	Ag006G551290	XP_002867752.1
OG0001662	Ag006G550790	XP_020873620.1
OG0001662	Ag002G143570	XP_020877707.1
OG0001663	Ag002G148810	XP_020879136.1
OG0001663	Ag004G340710	XP_002890537.1
OG0001664	Ag002G161170	XP_020885605.1
OG0001664	Ag007G580680	XP_020866422.1
OG0001665	Ag007G580400	XP_020866070.1, XP_020884807.1, XP_020885265.1
OG0001666	Ag003G286820	XP_020875626.1
OG0001666	Ag005G414340	XP_002884081.1
OG0001667	Ag003G290900	XP_002866958.1
OG0001668	Ag003G291670	XP_020875663.1
OG0001669	Ag006G522520	XP_002880432.1
OG0001669	Ag003G293970, Ag001G077970	XP_020874986.1
OG0001670	Ag003G296200	XP_020875421.1
OG0001670	Ag006G520770	XP_020885000.1
OG0001671	Ag002G155570, Ag002G149380	XP_002874556.1
OG0001672	Ag007G584070	XP_020869541.1
OG0001672	Ag006G497930	XP_002873145.1
OG0001673	Ag005G426190	XP_002870440.1
OG0001674	Ag001G037360	XP_020872623.1
OG0001675	Ag001G096570	XP_020881581.1
OG0001676	Ag002G199630	XP_020882650.1
OG0001676	Ag002G199590	XP_002881964.1, XP_002881963.1
OG0001677	Ag001G090420	XP_020880169.1
OG0001677	Ag002G196690	XP_020883355.1
OG0001678	Ag001G088790	XP_020880598.1
OG0001678	Ag002G195570	XP_002880005.1
OG0001679	Ag001G088020	XP_020880497.1
OG0001679	Ag002G194650	XP_020884457.1
OG0001681	Ag001G099990	XP_002866754.1
OG0001682	Ag007G599390	XP_002874882.1
OG0001682	Ag004G300850	XP_002889459.1
OG0001683	Ag007G587060	XP_020871881.1
OG0001684	Ag007G588040	XP_002865429.1
OG0001684	Ag004G302440	XP_020867548.1
OG0001685	Ag004G302470	XP_002889505.1
OG0001685	Ag007G588050	XP_020865954.1
OG0001686	Ag007G588230	XP_020883114.1
OG0001686	Ag004G302550	XP_002889510.1
OG0001687	Ag004G302910	XP_020867120.1
OG0001687	Ag007G588540	XP_020883868.1
OG0001688	Ag004G305280	XP_020870498.1
OG0001688	Ag007G591490	XP_002881162.1
OG0001689	Ag004G305770	XP_020868609.1
OG0001689	Ag007G592050	XP_002881132.1
OG0001690	Ag007G592430	XP_002879265.1
OG0001690	Ag004G306000	XP_020869367.1
OG0001691	Ag004G306280	XP_002892379.1
OG0001691	Ag007G593120	XP_002879250.1, XP_002862737.1
OG0001693	Ag007G594940	XP_020885251.1
OG0001693	Ag004G307230	XP_020870891.1
OG0001694	Ag007G624060	XP_020876289.1
OG0001694	Ag005G488160	XP_020887940.1
OG0001695	Ag004G308760	XP_020866316.1
OG0001695	Ag005G485500	XP_002884450.1
OG0001696	Ag005G484450	XP_002884489.1
OG0001697	Ag005G481080	XP_020888040.1
OG0001698	Ag002G184090	XP_020884182.1
OG0001698	Ag001G079680	XP_002876333.1
OG0001699	Ag001G072890	XP_002877926.1
OG0001699	Ag002G171980	XP_020883435.1
OG0001700	Ag003G211910	XP_002887774.1
OG0001700	Ag004G325030	XP_020868957.1
OG0001701	Ag004G334170	XP_002890385.1
OG0001701	Ag003G222410	XP_020890789.1
OG0001702	Ag003G219020	XP_020867544.1, XP_020890848.1
OG0001702	Ag004G336780	XP_002893161.1
OG0001703	Ag004G338070	XP_020870864.1
OG0001703	Ag003G216990	XP_020891531.1
OG0001704	Ag004G340770	XP_002890539.1
OG0001704	Ag004G343030	XP_002888835.1
OG0001705	Ag003G241480	XP_020870912.1
OG0001705	Ag004G344380	XP_020890254.1
OG0001707	Ag008G715840, Ag001G052200	XP_020875112.1
OG0001707	Ag007G581490	XP_020868696.1
OG0001708	Ag007G634700	XP_002872226.1
OG0001708	Ag005G482650	XP_020888768.1
OG0001709	Ag008G728620	XP_020890289.1
OG0001709	Ag001G055050	XP_020880374.1
OG0001710	Ag003G219320, Ag003G219330	XP_020865584.1
OG0001711	Ag005G460900	XP_002883013.1
OG0001711	Ag001G031890	XP_002870208.1
OG0001712	Ag001G018820, Ag001G019120	XP_002894202.1
OG0001712	Ag005G450890	XP_002885296.1
OG0001713	Ag001G017550	XP_002891536.1
OG0001713	Ag005G449430	XP_002883188.1
OG0001714	Ag005G445110	XP_002883258.1
OG0001714	Ag002G102760, Ag001G012220	XP_020870654.1
OG0001715	Ag005G428970	XP_020886161.1
OG0001715	Ag005G430310, Ag005G430650	XP_002885643.2
OG0001716	Ag001G050390	YP_009357263.1
OG0001716	Ag004G360750	XP_020890199.1
OG0001717	Ag002G144940	XP_020880650.1
OG0001719	Ag003G283360, Ag003G283340	XP_002886215.1, XP_020887835.1
OG0001720	Ag007G623570, Ag004G382420	XP_002879040.2, XP_002892441.2, XP_002888176.2, XP_020878895.1, XP_020885367.1, XP_020890739.1
OG0001720	Ag003G294160, Ag004G382410	XP_020886250.1, XP_020866273.1, XP_020889807.1, XP_020878622.1, XP_020887738.1, XP_020871268.1, XP_020866214.1, XP_020886778.1, XP_020869212.1, XP_020880661.1
OG0001721	Ag004G317300	XP_002875346.1, XP_020869012.1
OG0001722	Ag008G698790	XP_002866140.2, XP_020871565.1, XP_020871507.1
OG0001722	Ag004G344700	XP_020865763.1
OG0001724	Ag007G591990	XP_020884375.1
OG0001725	Ag007G631160	XP_002873886.1, XP_002873887.1, XP_002873884.2
OG0001730	Ag003G253820	XP_020875579.1
OG0001731	Ag003G260590	XP_002867366.1
OG0001731	Ag003G260520	XP_002867367.1
OG0001732	Ag003G261020	XP_020874549.1
OG0001732	Ag005G408690	XP_020888883.1
OG0001733	Ag003G264260, Ag003G265980	XP_002867341.1
OG0001734	Ag003G267260	XP_002867322.1, XP_002867321.1
OG0001735	Ag003G274040	XP_020874633.1
OG0001736	Ag003G284940	XP_002867075.1
OG0001736	Ag005G416190	XP_002886109.1
OG0001737	Ag002G162270	XP_002879530.1
OG0001737	Ag007G579660	XP_020870296.1
OG0001738	Ag007G578090	XP_002893726.1, XP_020883778.1
OG0001739	Ag004G367250	XP_020868105.1
OG0001739	Ag004G310460, Ag006G552920	XP_020868185.1
OG0001740	Ag004G368780	XP_020891369.1
OG0001740	Ag004G311010	XP_002892542.1
OG0001741	Ag004G311830	XP_020866468.1
OG0001741	Ag004G369320	XP_020890279.1
OG0001742	Ag004G371790	XP_002886617.1
OG0001742	Ag006G570030	XP_002883597.1
OG0001743	Ag004G313300	XP_002889854.1
OG0001743	Ag004G375130	XP_002888095.1
OG0001744	Ag007G655530	XP_002868618.1
OG0001744	Ag008G667980	XP_002875351.1
OG0001745	Ag008G669680	XP_002875387.1, XP_002887065.1, XP_020889804.1, XP_002862504.1
OG0001745	Ag007G653630	XP_002868646.1
OG0001746	Ag003G277640	XP_002862551.1, XP_002875455.1
OG0001746	Ag007G650330	XP_002868676.2
OG0001748	Ag007G646720	XP_002870852.1
OG0001748	Ag004G357470	XP_020891753.1
OG0001749	Ag004G400030	XP_020890558.1
OG0001750	Ag004G386680	XP_020865620.1, XP_020890194.1
OG0001751	Ag005G472200	XP_002884864.1
OG0001751	Ag006G504530	XP_020876282.1
OG0001753	Ag005G471450	XP_020888283.1
OG0001753	Ag006G505870	XP_020875781.1
OG0001754	Ag008G677280	XP_020878671.1
OG0001754	Ag007G598780, Ag001G029980, Ag001G031300	XP_020891489.1, XP_020875060.1, XP_002867627.1
OG0001755	Ag003G231370, Ag007G585470	XP_020873639.1, XP_020871706.1
OG0001756	Ag008G684760	XP_020868511.1, XP_002864212.1
OG0001756	Ag003G252770	XP_020874380.1
OG0001757	Ag008G696650	XP_020871161.1, XP_020873424.1
OG0001758	Ag008G719580	XP_020879399.1
OG0001758	Ag007G609630	XP_020879418.1
OG0001760	Ag006G577320	XP_002870096.1
OG0001760	Ag002G121300, Ag002G115000	XP_002863360.1
OG0001761	Ag002G110270, Ag002G106640	XP_002863446.1
OG0001761	Ag006G574310	XP_002870033.1
OG0001762	Ag006G572840	XP_002867968.1
OG0001762	Ag002G104960	XP_002865231.1
OG0001763	Ag006G558160	XP_020873111.1
OG0001764	Ag002G140450	XP_020877723.1
OG0001764	Ag006G554270	XP_002867787.2
OG0001765	Ag006G547080, Ag006G542100	XP_002872556.1, XP_002872559.1, XP_020879100.1
OG0001766	Ag002G147890	XP_002874626.1
OG0001767	Ag004G341820	XP_020865600.1, XP_020873508.1
OG0001767	Ag006G535950	XP_020869387.1
OG0001768	Ag007G583740	XP_020866880.1
OG0001769	Ag005G414730	XP_020887826.1
OG0001770	Ag008G734030	XP_020885115.1
OG0001770	Ag001G058970	XP_002876004.1
OG0001771	Ag006G523520	XP_020882967.1
OG0001771	Ag003G292160	XP_020874282.1
OG0001772	Ag003G296700	XP_020875572.1
OG0001772	Ag004G354510	XP_020890543.1
OG0001773	Ag008G682100, Ag008G682870	XP_002865913.1
OG0001773	Ag002G160550	XP_002879493.2
OG0001774	Ag007G584140	XP_002872405.2
OG0001775	Ag006G555690	XP_002867800.1
OG0001775	Ag002G139810	XP_002872701.1
OG0001776	Ag002G103450, Ag002G103410	XP_020871066.1
OG0001777	Ag006G512740	XP_020879212.1
OG0001777	Ag007G652780	XP_020874701.1
OG0001778	Ag002G206160	XP_020883168.1
OG0001778	Ag001G098140	XP_020880446.1
OG0001779	Ag001G097950	XP_002878471.1
OG0001779	Ag002G206060	XP_020885246.1
OG0001780	Ag002G201040	XP_002880155.1
OG0001780	Ag001G093150	XP_002876566.1
OG0001781	Ag001G092150	XP_020882376.1
OG0001781	Ag002G199150	XP_020884112.1
OG0001782	Ag001G089590	XP_020880523.1
OG0001782	Ag002G196130	XP_020884243.1
OG0001783	Ag003G239290	XP_002873989.1
OG0001784	Ag008G734120	XP_020871220.1
OG0001784	Ag001G059160	XP_002876006.1
OG0001785	Ag004G298050, Ag004G298040	XP_002889361.1
OG0001786	Ag004G298390	XP_002889367.1
OG0001786	Ag006G515740	XP_020876230.1
OG0001787	Ag006G512760	XP_020879084.1
OG0001787	Ag004G299290	XP_002889398.1
OG0001788	Ag006G512160	XP_020877430.1
OG0001788	Ag004G299670	XP_002892117.1
OG0001789	Ag006G510100	XP_020881245.1
OG0001790	Ag007G591250	XP_020884899.1
OG0001790	Ag004G305130	XP_002892318.1
OG0001791	Ag007G591860	XP_020883081.1
OG0001792	Ag007G592830	XP_002879257.1
OG0001792	Ag004G306190	XP_020867294.1
OG0001793	Ag004G306550	XP_002889635.1
OG0001793	Ag007G593470	XP_002881079.1
OG0001794	Ag004G306970	XP_002889647.1
OG0001794	Ag007G594100	XP_020883967.1
OG0001795	Ag005G489170	XP_020887331.1
OG0001795	Ag007G621030	XP_002873754.1
OG0001796	Ag005G488040	XP_002882276.1
OG0001796	Ag007G624590	XP_020878778.1
OG0001797	Ag005G487240	XP_020888864.1
OG0001798	Ag007G634010, Ag007G617560	XP_002872209.1
OG0001798	Ag005G482460, Ag005G482450	XP_002884547.1
OG0001799	Ag007G636850	XP_020876891.1
OG0001799	Ag005G482440	XP_020887154.1
OG0001800	Ag005G481550	XP_020886389.1
OG0001800	Ag007G630070	XP_020878545.1
OG0001801	Ag007G642890	XP_020869482.1
OG0001801	Ag005G480580	XP_002884619.1
OG0001803	Ag002G167110	XP_020885224.1
OG0001803	Ag001G070740	XP_002876174.2
OG0001804	Ag007G587840	XP_002887798.1
OG0001804	Ag004G324610	XP_020867602.1
OG0001805	Ag003G212500	XP_020890480.1
OG0001805	Ag004G325610	XP_020868122.1
OG0001806	Ag003G239960	XP_020889687.1
OG0001806	Ag004G326900	XP_002890217.1
OG0001807	Ag002G164690	XP_002879573.1
OG0001807	Ag004G332290	XP_020870090.1
OG0001808	Ag003G222660	XP_002889057.1
OG0001808	Ag004G333980	XP_020868655.1
OG0001809	Ag004G346390	XP_020891199.1
OG0001809	Ag003G243150	XP_002893329.1
OG0001810	Ag004G349490	XP_020867942.1, XP_020891725.1
OG0001811	Ag007G596840	XP_002887164.2
OG0001812	Ag004G354290	XP_020865969.1, XP_002890697.1
OG0001814	Ag006G521640	XP_002878564.2
OG0001815	Ag007G630370	XP_002871826.2
OG0001816	Ag007G637250	XP_020876899.1
OG0001817	Ag006G501100	XP_002871172.1
OG0001817	Ag005G473710	XP_002882718.1
OG0001818	Ag008G722420	XP_002874198.1
OG0001819	Ag001G099880	XP_002865065.1
OG0001819	Ag001G063050	XP_002876054.1
OG0001820	Ag008G690870	XP_020879951.1
OG0001821	Ag001G008650	XP_002891695.1
OG0001821	Ag005G462350	XP_020886235.1
OG0001822	Ag005G441860	XP_020888982.1, XP_020888980.1
OG0001822	Ag001G009980	XP_020870091.1, XP_002891670.1
OG0001823	Ag005G403260	XP_002884194.2
OG0001824	Ag002G172600	XP_020883682.1
OG0001824	Ag001G073050	XP_020880037.1
OG0001825	Ag002G183980	XP_020885212.1
OG0001825	Ag001G079270	XP_020879648.1
OG0001826	Ag001G082390	XP_002878106.1
OG0001826	Ag002G189550	XP_002879911.1
OG0001827	Ag001G083310	XP_002878123.1
OG0001828	Ag002G199770	XP_020884934.1
OG0001828	Ag001G092410	XP_020880775.1
OG0001830	Ag001G087930	XP_020880517.1
OG0001830	Ag001G087790, Ag001G087750	XP_020880516.1
OG0001831	Ag002G174920, Ag002G123490, Ag004G335270	XP_020885818.1, XP_002863333.1
OG0001832	Ag002G172720, Ag002G172670, Ag002G174240, Ag002G141910, Ag002G141860, Ag002G164000, Ag002G164010	XP_020872265.1, XP_020884644.1
OG0001833	Ag003G270110	XP_020872458.1
OG0001833	Ag003G270090	XP_020872303.1
OG0001835	Ag004G333740	XP_020869861.1
OG0001836	Ag004G378750	XP_002886482.1
OG0001837	Ag006G499640, Ag006G499580	XP_002876181.1, XP_002873189.1
OG0001838	Ag006G577600, Ag006G577590	XP_002868063.1
OG0001844	Ag005G404910	XP_020889360.1
OG0001845	Ag003G265620, Ag003G266430	XP_002869378.2
