Orthogroup	Alyssum_gmelinii	Brassica_napus
OG0002863	Ag003G209700	XP_013726976.1, XP_013652551.2
OG0002863	Ag004G324070	XP_013641693.2, XP_013686030.1
OG0002864	Ag005G469140	XP_013652625.2, XP_013686393.3, XP_013642604.2, XP_013673126.1, XP_013737760.1, XP_048635845.1
OG0002865	Ag005G468320	XP_013686386.1, XP_013684800.2, XP_013749829.2, XP_013737790.1
OG0002866	Ag005G467860	XP_048614724.1, XP_048635828.1
OG0002866	Ag001G003560	XP_013647206.1, XP_013646258.1
OG0002867	Ag005G467500	XP_013749770.1, XP_022575453.2
OG0002867	Ag001G003720	XP_048594383.1, XP_013672991.2
OG0002868	Ag005G463750	XP_013644931.1, XP_013736309.1, XP_013684835.2, XP_013701528.1, XP_013697134.1
OG0002869	Ag001G012890	XP_048637779.1, XP_048616362.1
OG0002869	Ag005G445860	XP_013720662.2, XP_048632498.1, XP_013673315.1, XP_048629588.1, XP_013651371.1
OG0002870	Ag008G707130, Ag008G707410, Ag008G707320	XP_048603737.1
OG0002871	Ag007G591240	XP_048620372.1
OG0002871	Ag004G400040	XP_048632613.1, XP_013739554.2
OG0002872	Ag006G505490, Ag006G505470, Ag006G567610	XP_013664722.1, XP_013642952.2, XP_013644460.1, XP_013719446.2
OG0002873	Ag003G261450	XP_013688214.1, XP_013687927.2, XP_013685887.2, XP_013720415.1
OG0002874	Ag005G404460	XP_048625891.1, XP_013664360.1, XP_022563150.1
OG0002874	Ag003G253600	XP_013705723.1, XP_022573465.1
OG0002875	Ag005G445830	XP_013652604.1, XP_048629580.1, XP_048614861.1
OG0002876	Ag001G011990	XP_013675700.2, XP_013675702.2
OG0002876	Ag001G021030	XP_022575169.1, XP_048635545.1, XP_048614767.1, XP_022552033.1, XP_013640830.2
OG0002877	Ag001G076780	XP_013711434.1, XP_022563667.2
OG0002878	Ag002G187900	XP_013680795.2, XP_013740577.1
OG0002878	Ag001G081420	XP_013659856.2, XP_013659875.1, XP_048609713.1, XP_013746458.2
OG0002879	Ag001G083650	XP_013663356.2, XP_013708417.2
OG0002879	Ag002G190440	NP_001302841.1, XP_013727336.1
OG0002880	Ag001G084400	XP_013711565.2, XP_048626656.1, XP_013748981.1
OG0002880	Ag006G501330	XP_013692868.2, XP_013715700.2
OG0002881	Ag006G553520, Ag001G085340, Ag001G085470, Ag001G085350, Ag001G085440, Ag001G085370, Ag001G085380, Ag001G085460	XP_048597190.1, XP_048597187.1, XP_013686856.2, XP_013675404.3, XP_013678350.1
OG0002881	Ag001G085400	XP_048629522.1, XP_013640723.1
OG0002882	Ag002G116840	XP_022552424.2
OG0002885	Ag008G700570, Ag005G459310	XP_048610972.1, XP_048634435.1
OG0002886	Ag007G622010	XP_013659929.2, XP_013649846.1, XP_013651194.2, XP_048628147.1, XP_048630777.1, XP_013667830.1, XP_013667588.2
OG0002887	Ag007G628620	XP_013687416.1, XP_013683137.2, XP_013729960.1, XP_013681839.1, XP_013728756.1
OG0002890	Ag005G404050	XP_013675946.1, XP_013652668.1
OG0002891	Ag003G265450, Ag003G266260	XP_048621273.1, XP_048619205.1
OG0002892	Ag006G525230	XP_013681433.1, XP_013660040.2, XP_048612404.1, XP_013743929.1
OG0002892	Ag003G272130	XP_048636393.1, XP_013667591.2
OG0002893	Ag003G273140	XP_048601196.1, XP_013666638.2
OG0002894	Ag010G739510, Ag001G049420	XP_022566301.2, XP_048590761.1
OG0002894	Ag003G278510	XP_048636009.1, XP_013670672.2
OG0002895	Ag003G277670	XP_013673300.1, XP_013659672.2
OG0002896	Ag003G275210	XP_013655633.1, XP_013735202.1
OG0002897	Ag003G282690	XP_013647782.2, XP_048601096.1
OG0002897	Ag005G417830	XP_013729943.1, XP_022570456.1
OG0002898	Ag005G417780, Ag005G460300	XP_048614754.1, XP_048635715.1, XP_048614758.1, XP_013749697.1
OG0002899	Ag007G578380	XP_013733834.1, XP_013682253.1, XP_013659572.1, XP_048635486.1
OG0002900	Ag002G164340	XP_013734306.1, XP_013683555.1
OG0002900	Ag001G101420	XP_048626167.1, XP_048623592.1, XP_048626207.1
OG0002901	Ag004G312370	XP_048594217.1
OG0002901	Ag004G373230	XP_048626061.1, XP_013661651.2
OG0002902	Ag004G377470	XP_013692466.1, XP_048592483.1, XP_013672457.2, XP_013711419.1
OG0002903	Ag004G322660, Ag004G322670, Ag004G322680	XP_048594134.1, XP_022576452.2, XP_013737006.1, XP_013711853.2
OG0002904	Ag004G321260	XP_013677776.2, XP_013657404.1
OG0002904	Ag005G406190	XP_013707162.1, XP_013727821.1
OG0002905	Ag007G650810	XP_048610782.1, XP_013743267.2
OG0002905	Ag008G672410	XP_013692086.2, XP_013698384.1, XP_013666630.2, XP_048600965.1, XP_048602942.1
OG0002906	Ag004G388680, Ag004G393680	XP_013697703.1, XP_013661577.1, XP_013686307.1, XP_013747962.1
OG0002907	Ag008G702690	XP_013698321.2, XP_013667066.1, XP_013703148.1, XP_013738086.1
OG0002908	Ag002G199850, Ag008G705160	XP_013731919.1, XP_013682452.2, XP_013722167.2, XP_013667110.2
OG0002909	Ag005G474850	XP_013676515.2
OG0002909	Ag006G499000	XP_013653808.2, XP_048624337.1
OG0002910	Ag005G472440	XP_013747562.1, XP_048607955.1, XP_022575495.2, XP_013750088.1
OG0002911	Ag005G471290	XP_013697042.1, XP_013648218.1
OG0002911	Ag007G612910	XP_013679902.2
OG0002912	Ag008G687500	XP_013676260.2, XP_013715094.1, XP_013714843.2, XP_013666779.1
OG0002913	Ag001G057450	XP_013733096.2, XP_013685948.2, XP_048598777.1
OG0002914	Ag008G697080	XP_013676162.1, XP_022543161.2, XP_013675646.1, XP_022550509.1, XP_013741757.2
OG0002915	Ag008G705140	XP_013704276.2, XP_013713771.1, XP_013667113.2, XP_048624801.1, XP_048628574.1, XP_013740273.1, XP_048608200.1, XP_013683046.3
OG0002916	Ag003G246970	XP_022545904.1, XP_013657157.2, XP_013657158.2, XP_022545905.1
OG0002917	Ag007G608570	XP_013712589.1, XP_013727106.1, XP_013720730.1, XP_013737464.2, XP_013659122.2
OG0002918	Ag008G724310	XP_048632648.1, XP_013736884.1
OG0002918	Ag007G600930	XP_013715471.2, XP_013702205.1
OG0002919	Ag007G600120	XP_048602676.1, XP_048603177.1, XP_048624865.1, XP_048607808.1
OG0002920	Ag006G507090	XP_013743215.1, XP_013715653.2
OG0002920	Ag008G726960	XP_048627942.1, XP_048629532.1, XP_013727940.1
OG0002921	Ag002G123220	XP_013707583.1, XP_013698205.2
OG0002922	Ag006G577150	XP_048632788.1, XP_013705418.1, XP_013728704.2, XP_013642696.2, XP_022562979.2, XP_048601412.1
OG0002923	Ag006G511810	XP_013653891.2, XP_013671155.1
OG0002924	Ag002G144730	XP_013691008.1, XP_013671175.1, XP_013738118.2
OG0002925	Ag006G550760	XP_048596912.1, XP_013671198.1, XP_022572577.2, XP_013737602.2
OG0002926	Ag002G147810	XP_013687948.2
OG0002927	Ag006G536940, Ag006G539460	XP_048637027.1, XP_048637109.1, XP_022546597.1, XP_013717320.2
OG0002928	Ag004G342130	XP_013728572.1, XP_013648996.2, XP_013697029.1, XP_013649507.1
OG0002929	Ag006G535690	XP_048617765.1
OG0002929	Ag004G339120	XP_013697362.2, XP_013748588.1, XP_013687852.2, NP_001303009.1
OG0002930	Ag001G015200	XP_048605767.1
OG0002931	Ag003G285960	XP_013654251.3, XP_013643274.1, XP_022563116.1
OG0002932	Ag003G289870	XP_022550142.1, XP_048634072.1
OG0002932	Ag006G524020	XP_013743664.2, XP_048612322.1
OG0002933	Ag003G291080	XP_013722965.2, XP_048600972.1
OG0002934	Ag003G292320	XP_048631048.1, XP_013685558.1, XP_048593803.1, XP_013733287.2, XP_013723023.1
OG0002935	Ag004G328000, Ag003G215990, Ag003G295300	XP_048590900.1, XP_013661043.2, XP_013698717.1, XP_013656697.2
OG0002936	Ag003G295520	XP_013735608.1, XP_013747708.2, XP_013656686.2, XP_013701923.1
OG0002936	Ag006G521250	XP_022570909.2, XP_013746904.1
OG0002937	Ag003G295820, Ag003G295810	XP_013705825.2, XP_013647548.2, XP_022550105.1
OG0002937	Ag003G295830	XP_013647547.2
OG0002938	Ag003G296710	XP_013656747.2, XP_013685722.2, XP_048606267.1
OG0002938	Ag006G518280	XP_022554952.2, XP_048608805.1, XP_048627246.1, XP_048597513.1, XP_013712062.1
OG0002939	Ag001G005150	XP_048616454.1, XP_048637705.1
OG0002940	Ag002G103170	XP_022566007.1, XP_013734255.1, XP_013698991.2
OG0002941	Ag003G285870, Ag003G285860	XP_013654939.1, XP_048606855.1, XP_048606856.1, XP_048607259.1, XP_048607261.1, XP_048605291.1, XP_022562890.1, XP_013647104.1, XP_013641126.1, XP_013665868.1, XP_048601054.1, XP_048634586.1, XP_048607260.1, XP_048606854.1
OG0002942	Ag001G037690	XP_013710079.2
OG0002942	Ag005G433900, Ag005G432540	XP_013677190.1, XP_013653025.2
OG0002943	Ag007G655730	XP_013701041.1, XP_013651868.2, XP_022573809.2, XP_013731592.1
OG0002944	Ag001G097660	XP_048620873.1, XP_048597334.1
OG0002944	Ag002G205850	XP_013702458.2, XP_013747535.2
OG0002945	Ag008G705740, Ag004G323590, Ag005G489250, Ag001G091110	XP_048598925.1, XP_013716715.2, XP_013750749.1, XP_013750677.1
OG0002946	Ag002G203330	XP_013752004.2, XP_013707998.1, XP_013740657.1, XP_013725822.1
OG0002946	Ag001G095150	XP_048634249.1
OG0002947	Ag002G200600	XP_048634757.1, XP_013666712.2
OG0002949	Ag002G199430	XP_048636380.1, XP_013690969.1
OG0002949	Ag002G199450	XP_048636383.1
OG0002950	Ag001G099190	XP_013688486.2, XP_013661374.2
OG0002950	Ag001G067050	XP_048631797.1, XP_048597017.1, XP_013663025.1
OG0002951	Ag002G198390	XP_022574637.1, XP_013691465.2
OG0002952	Ag002G197730	XP_013687992.1, XP_022568144.2
OG0002952	Ag001G091190	XP_048597245.1, XP_022563289.1
OG0002953	Ag002G197170	XP_013747900.1, XP_013692652.1, XP_048634725.1, XP_013688015.2
OG0002953	Ag001G090870	XP_048620771.1, XP_048597240.1
OG0002954	Ag001G090830	XP_048620769.1, XP_048597238.1
OG0002954	Ag002G197090	XP_022557907.2, XP_013717461.1
OG0002955	Ag005G478330	XP_048635999.1, XP_048615297.1, XP_013736085.2
OG0002956	Ag008G716600, Ag008G716610	XP_013670063.1, XP_048599037.1
OG0002956	Ag008G716430	XP_013721856.2, XP_048599034.1, XP_013717607.2
OG0002957	Ag010G740680, Ag001G050430	XP_013702231.2, XP_013672576.1
OG0002957	Ag008G711430, Ag008G711440	XP_013680825.2, XP_013715850.2
OG0002959	Ag008G732670	XP_013678416.2, XP_048631244.1, XP_048603276.1
OG0002960	Ag008G734220	XP_013686195.1, XP_013653499.1, XP_013655826.2, XP_048595481.1, XP_048623822.1, XP_022552576.2, XP_013655823.1, XP_022547612.2, XP_048595482.1, XP_013672588.1, XP_013727455.2
OG0002961	Ag001G099970	XP_013686286.2, XP_013653760.1
OG0002961	Ag001G062840	XP_048596987.1, XP_013695858.1
OG0002962	Ag006G518680, Ag007G626430, Ag006G518450	XP_048622017.1, XP_022546425.2
OG0002964	Ag006G511390, Ag006G511440, Ag006G511450	NP_001303183.1, XP_048625446.1
OG0002964	Ag006G511360	XP_013657825.2, XP_013674718.3, XP_048595069.1
OG0002965	Ag007G586670	XP_013705393.1, XP_013681494.2
OG0002966	Ag004G301870	XP_022547328.2
OG0002966	Ag007G586890	XP_048595974.1, XP_022565936.1, XP_022557040.1
OG0002967	Ag004G302090	XP_013696255.2, XP_048594321.1, XP_048621950.1, XP_013701834.2
OG0002968	Ag004G302130	XP_013664829.2
OG0002968	Ag007G587170	XP_048623506.1
OG0002969	Ag004G302560	XP_013666472.1, XP_013697172.1
OG0002969	Ag007G588240	XP_013748466.1, XP_013662711.1
OG0002970	Ag007G588430	XP_048636698.1, XP_013752288.1
OG0002970	Ag004G302670	XP_013701089.2, XP_022559548.1, XP_013660287.1
OG0002971	Ag004G302660	XP_022556972.1, XP_048594314.1
OG0002971	Ag007G588420	XP_048608422.1, XP_013748461.2
OG0002972	Ag004G303600	XP_048599393.1, XP_048613727.1
OG0002972	Ag007G589510	XP_013748688.1, XP_013737633.1
OG0002973	Ag004G305290	XP_013696678.1, XP_013730579.1
OG0002974	Ag007G594980	XP_013647697.2, XP_048610448.1
OG0002974	Ag004G307290, Ag008G732330	XP_013712047.2, XP_048613830.1
OG0002975	Ag003G278070	XP_013654882.1, XP_013730331.1
OG0002976	Ag007G614210	XP_022554374.1, XP_013727899.2
OG0002976	Ag001G100500	XP_013735632.1, XP_013684253.1
OG0002977	Ag001G100420	XP_048614355.1, XP_013730585.1
OG0002977	Ag007G614940	XP_013667698.1, XP_013714934.1
OG0002978	Ag008G706860	XP_013682883.2, XP_013740277.1, XP_013713690.2, XP_013743783.2
OG0002979	Ag008G695530	XP_013640682.2, XP_022568496.2
OG0002980	Ag005G484090	XP_022571985.2, XP_013684511.1
OG0002980	Ag007G636970	XP_013643914.1, XP_013703088.2, XP_048625661.1, XP_048595333.1
OG0002981	Ag005G482080	XP_013732679.2, XP_013697409.2, XP_013680994.1, XP_048632252.1, XP_013667393.2, XP_013683484.2
OG0002982	Ag002G166630	XP_013687555.1, XP_013748446.1, XP_048636534.1, XP_013692898.3
OG0002983	Ag002G168090	XP_013698982.2, XP_048636556.1, XP_048628447.1
OG0002983	Ag001G071620	XP_013698124.2, XP_013684778.1
OG0002984	Ag002G168160	XP_048636558.1, XP_013752268.1, XP_013671276.1, XP_048610552.1
OG0002987	Ag004G324560	XP_013708503.1
OG0002988	Ag004G332540	XP_013710605.1, XP_013641868.2
OG0002989	Ag006G542910	XP_048621963.1
OG0002990	Ag004G352120	XP_013706640.1, XP_013649117.1, XP_048596117.1, XP_013696785.2
OG0002991	Ag005G480480, Ag007G585700, Ag007G585690	XP_013707328.2, XP_013738065.1
OG0002992	Ag008G665780, Ag004G313990	XP_013685134.2, XP_013693755.2, XP_048612185.1, XP_048633509.1
OG0002993	Ag004G310440, Ag001G085180, Ag008G694130	XP_013713928.1, XP_013716373.2, XP_013696295.1
OG0002994	Ag004G303350	XP_048599204.1
OG0002994	Ag001G065550	XP_048597911.1
OG0002994	Ag001G065560	XP_048621997.1, XP_048594304.1, XP_048621998.1
OG0002995	Ag004G300630	XP_013697868.2, XP_013719287.1
OG0002996	Ag007G634660	XP_048637619.1, XP_013741371.3, XP_013660842.2
OG0002996	Ag007G634650	XP_048604002.1, XP_048609534.1
OG0002997	Ag007G641410	XP_022568428.1, XP_022548015.2
OG0002997	Ag007G642010	XP_013644054.1, XP_048617829.1
OG0002998	Ag005G471580	XP_013646982.1, XP_022550985.1, XP_013749964.1, XP_013731736.1
OG0002999	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550	XP_013715427.2, XP_013719022.1
OG0002999	Ag006G500580	XP_048604704.1
OG0003000	Ag005G440630, Ag008G725470	XP_013665505.1, XP_048603214.1, XP_048620978.1, XP_048617762.1, XP_048606482.1, XP_048619141.1, XP_048624514.1
OG0003001	Ag006G506720	XP_013715238.2, XP_048623143.1
OG0003002	Ag008G711450	XP_013682163.1, XP_013715851.2, XP_022549077.2, XP_022566874.1, XP_048623268.1
OG0003003	Ag004G327160	XP_013641552.2, XP_022558622.1
OG0003003	Ag003G239770	XP_022544898.1, XP_013701076.1
OG0003004	Ag001G006180	XP_013748859.2, XP_013640605.2
OG0003004	Ag005G465040	XP_013719807.2, XP_048629477.1, XP_013677240.1
OG0003005	Ag001G030580, Ag001G031740	XP_048632738.1
OG0003005	Ag005G460270	XP_013686841.1, XP_013725143.2, XP_013696934.1
OG0003006	Ag001G029370	XP_048626336.1, XP_022570918.1
OG0003006	Ag005G459350	XP_013736347.1, XP_013653359.1
OG0003007	Ag001G028470, Ag005G459340	XP_013655754.1, XP_013709961.1, XP_048626142.1
OG0003008	Ag001G024320	XP_022575179.1, XP_048635560.1
OG0003008	Ag005G455330	XP_022559046.1, XP_048635609.1, XP_048630786.1
OG0003009	Ag005G449090	XP_022542971.2, XP_013641297.3
OG0003009	Ag001G017470	XP_013640855.2, XP_013720568.1
OG0003010	Ag001G011830	XP_048616383.1, XP_013640768.2, XP_022560823.1, XP_048636967.1, XP_022558241.2
OG0003011	Ag005G433690, Ag005G434460, Ag001G074940	XP_013648224.1, XP_048601670.1, XP_048593580.1
OG0003012	Ag005G429950, Ag005G430890	XP_013710417.2, XP_048609218.1, XP_048626220.1, XP_048592571.1, XP_013651931.1, XP_013752038.2
OG0003013	Ag005G417430	XP_048595563.1, XP_013641988.1, XP_013690506.2, XP_048593191.1
OG0003014	Ag005G413520, Ag005G413080	XP_013685200.2, XP_013643380.1
OG0003015	Ag005G405360	XP_013671724.1, XP_048593110.1
OG0003015	Ag003G258060	XP_013667562.2, XP_013693634.1
OG0003016	Ag001G010600	XP_048630073.1, XP_048636951.1, XP_048615951.1
OG0003016	Ag005G442190, Ag005G443510	XP_048630306.1, XP_048635257.1
OG0003018	Ag001G077380	XP_013710765.1, XP_013730291.1
OG0003018	Ag002G181130	XP_013677128.1, XP_013744854.1
OG0003019	Ag005G464600	XP_013736286.1, XP_013684852.1, XP_013696637.1, XP_013719787.1, XP_048628054.1
OG0003020	Ag002G198600	XP_013734754.1, XP_013683488.2, XP_013687980.2, XP_022574255.2
OG0003021	Ag001G018650	XP_048591556.1
OG0003022	Ag001G093290	XP_013679011.2
OG0003023	Ag005G459070	XP_013733513.1, XP_013696332.1, XP_013740183.1, XP_013738720.1
OG0003024	Ag007G584270	XP_048635192.1, XP_048626454.1
OG0003025	Ag007G585500	XP_048600164.1, XP_013739965.2
OG0003033	Ag003G255320	XP_013695256.2
OG0003033	Ag005G402950	XP_022569619.1, XP_013711261.2
OG0003036	Ag003G281000	XP_013691939.2
OG0003037	Ag003G282870, Ag003G282920	XP_048591119.1
OG0003037	Ag003G282900, Ag003G282890	XP_013712832.1, XP_013696711.2, XP_048602068.1, XP_048627213.1
OG0003039	Ag004G311880	XP_013716419.1, XP_013641341.1
OG0003039	Ag004G369880	XP_013747359.2, XP_048600317.1, XP_048600834.1, XP_013692295.2, XP_013670943.1
OG0003040	Ag004G370170	XP_013712726.1, XP_013672141.1
OG0003041	Ag004G312430	XP_013651525.2, XP_013676297.2
OG0003042	Ag007G651630	XP_013746801.2, XP_013720348.1
OG0003043	Ag004G364030	XP_013722404.1, XP_048591904.1, XP_013707338.1, XP_048610698.1
OG0003044	Ag004G380840	XP_013664371.2, XP_048595645.1, XP_048595731.1, XP_013695244.1
OG0003045	Ag005G472060	XP_048632336.1, XP_048608954.1, XP_048635907.1, XP_048615201.1
OG0003046	Ag008G686220	XP_013714729.2, XP_013666800.3
OG0003047	Ag008G731040	XP_013692547.2, XP_048602697.1
OG0003048	Ag008G729850	XP_048603232.1, XP_013701211.1, XP_048630992.1
OG0003049	Ag002G121310, Ag002G114990	XP_013714758.1, XP_013726257.1, XP_048628767.1, XP_013696444.1, NP_001302714.1
OG0003050	Ag002G144670, Ag002G144140	XP_013687032.1
OG0003050	Ag006G551310	XP_013663870.1, XP_013700986.1
OG0003051	Ag006G550320	XP_048601617.1, XP_048596950.1
OG0003051	Ag002G143240	XP_013714096.1, XP_013659537.1
OG0003052	Ag006G535940, Ag006G535870	XP_022566990.1, XP_013662178.1, XP_013711406.1, XP_048593654.1
OG0003054	Ag002G157100, Ag002G154640	XP_048595919.1, XP_013702498.2
OG0003055	Ag007G583520	XP_048593914.1, XP_013685387.1, XP_013712685.1, XP_013677596.1, XP_013692229.1, XP_013653246.2
OG0003056	Ag002G159220	XP_013719266.1
OG0003056	Ag007G583380	XP_013677585.1, XP_013712969.1, XP_013653248.2, XP_013691956.1
OG0003058	Ag006G524550	XP_013746971.1, XP_022556894.2
OG0003058	Ag003G289720	XP_048600990.1, XP_013648871.2, XP_013746537.2, XP_013705635.1
OG0003059	Ag002G162380	XP_013685503.1, XP_048629170.1, XP_048636597.1, XP_013701511.2, XP_013734284.1
OG0003060	Ag002G138020, Ag002G134490	XP_013735461.2, XP_013703248.2, XP_013671903.1, XP_048596733.1
OG0003061	Ag002G123250	XP_013715959.2, XP_013695364.2, XP_013705666.1
OG0003061	Ag006G577720	XP_013669970.1, XP_013721601.1
OG0003063	Ag005G428570	XP_013726537.1, XP_013662965.1
OG0003063	Ag001G039390, Ag001G043910	XP_048610680.1, XP_013742939.1
OG0003064	Ag005G435160	XP_013653058.1, XP_013686746.1, XP_013717703.1, XP_013742822.1
OG0003065	Ag005G440330	XP_013731345.1, XP_022550036.2
OG0003066	Ag004G389920, Ag004G394910	XP_013686121.1, XP_013747701.1
OG0003066	Ag001G098400, Ag001G098410	XP_048634213.1, XP_048609794.1
OG0003067	Ag002G201550	XP_013748147.1
OG0003067	Ag001G093620	XP_013699041.1, XP_013741982.2, XP_013708048.1, XP_048626959.1
OG0003068	Ag002G198150	XP_048591611.1, XP_013744372.1, XP_013692398.1, XP_022571745.1, XP_022554885.2
OG0003070	Ag008G717000	XP_013670057.2, XP_013665892.2, XP_013721888.1, XP_013680565.1, XP_013731287.2
OG0003072	Ag008G711520	XP_022570523.2, XP_013693615.2, XP_048598979.1, XP_048598978.1, XP_013728003.2, XP_013713168.2, XP_013715772.2, XP_013682157.1
OG0003073	Ag005G482850, Ag007G635010	XP_013647263.2, XP_013647297.1, XP_048595340.1, XP_013741365.2
OG0003074	Ag001G058300	XP_013746867.1, XP_013654670.1, XP_013674633.1
OG0003075	Ag008G733750	XP_013738520.1, XP_048623814.1
OG0003075	Ag001G058630	XP_013732956.1, XP_013745496.1
OG0003076	Ag008G734830	XP_013686253.1, XP_013653572.1
OG0003076	Ag001G061260	XP_013721827.1, XP_013737027.2
OG0003078	Ag001G067460	XP_013745565.1, XP_013737152.1, XP_013663008.1, XP_022546785.1
OG0003079	Ag006G516940	XP_048625456.1, XP_013659011.1
OG0003079	Ag004G297780	XP_013653613.1, XP_013666290.1, XP_022566799.1, XP_013730470.1
OG0003080	Ag007G590890	XP_048609981.1, XP_048634322.1
OG0003080	Ag004G304840	XP_013716435.1
OG0003082	Ag007G592370	NP_001302790.1, XP_013743588.2
OG0003083	Ag004G306780	XP_048621409.1, XP_013716442.1, XP_013687144.1
OG0003084	Ag007G596700	XP_048610498.1, XP_013647635.1, XP_013743979.1, XP_013720530.1
OG0003085	Ag007G597140	XP_013720548.1, XP_013743999.2
OG0003086	Ag007G613010	XP_013677721.1, XP_013721290.1, NP_001302984.1, XP_048598282.1, NP_001302477.1, XP_013727454.1, XP_022554351.1
OG0003087	Ag005G487910	XP_013747660.2, XP_022562267.2, XP_048602118.1
OG0003088	Ag005G437830	XP_013720916.2, XP_048627819.1
OG0003089	Ag005G483030	XP_013698457.1, XP_022571094.1, XP_048626173.1, XP_048631375.1
OG0003091	Ag001G066190	XP_022561144.2, XP_048597023.1, XP_013737133.2, XP_048618602.1
OG0003093	Ag003G208330	XP_013694564.2, XP_013733181.2, XP_048603449.1
OG0003093	Ag004G323060	XP_013641494.2, XP_013749904.2
OG0003094	Ag004G326190	XP_013641601.1, XP_013660438.2
OG0003095	Ag004G326870	XP_048594101.1, XP_013712627.2, XP_013641952.1, XP_013671451.2
OG0003096	Ag004G340900, Ag004G340920	XP_048614722.1, XP_013725954.1
OG0003097	Ag003G243450	XP_048614490.1, XP_022546728.1
OG0003097	Ag004G346650	XP_013646808.2
OG0003098	Ag004G321670, Ag004G321610, Ag004G321690	XP_013730967.2, XP_013708041.2
OG0003099	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740	XP_013645603.1, XP_013730695.2, XP_048630816.1, XP_022568801.1, XP_048596470.1, XP_013674337.1
OG0003100	Ag004G306010	XP_048621584.1, XP_013657520.1, XP_013664542.2, XP_013698150.2, XP_013716505.1, XP_048597882.1
OG0003101	Ag007G616030	XP_013662373.1
OG0003101	Ag001G100270	XP_013729704.2
OG0003102	Ag007G612550, Ag007G612610	XP_013667887.2, XP_013702717.1
OG0003103	Ag008G725950	XP_048632668.1, XP_013724282.1
OG0003103	Ag007G600010	XP_048603162.1, XP_048602675.1
OG0003104	Ag008G726260	XP_048632684.1, XP_048632683.1, XP_022563120.2
OG0003104	Ag008G726430	XP_048632686.1, XP_013695741.3, XP_048619494.1
OG0003105	Ag001G054670, Ag001G055570	XP_048603525.1, XP_013706247.2, XP_048638606.1, XP_013685287.2, XP_013750060.1
OG0003106	Ag001G099500	XP_013653642.1, XP_048591486.1
OG0003106	Ag001G067620	XP_022546781.2, XP_022564206.1
OG0003107	Ag008G727450	XP_013707871.2, XP_013642844.2
OG0003107	Ag001G053490	XP_013731610.2, XP_013748519.2
OG0003108	Ag008G717060	XP_048627747.1, XP_048626747.1, XP_013682274.2, XP_048623347.1, XP_048599045.1
OG0003109	Ag003G236850, Ag003G236840	XP_013699343.1, XP_013700932.1, XP_022544729.2
OG0003110	Ag003G210940	XP_013726946.2, XP_013650290.2, XP_013648607.2, XP_013702788.1
OG0003110	Ag001G000040	XP_048626893.1
OG0003111	Ag005G469460	XP_013737754.1, XP_013749798.1, XP_013686395.1, XP_013684764.1, XP_013673242.2, XP_013673125.2
OG0003112	Ag005G479000	XP_022555180.1, NP_001303226.1
OG0003113	Ag005G462630	XP_013736317.1, XP_013702685.1, XP_013676101.1, XP_013647218.2, XP_013700801.2, XP_048635755.1, XP_013695400.1
OG0003114	Ag005G450650	XP_022575305.1, XP_048637017.1, XP_022555906.1, XP_013658547.2, XP_048594076.1, XP_013686198.1, XP_013736449.1
OG0003115	Ag001G010630	XP_013654627.1, XP_048616318.1, XP_048630072.1
OG0003116	Ag013G741720	XP_013685434.2, XP_048602258.1, XP_048592525.1, XP_048618727.1
OG0003116	Ag005G434510, Ag005G433730, Ag007G587760	XP_013653044.1, XP_013750545.2
OG0003117	Ag001G045760, Ag001G043810	XP_022551949.2, XP_022558017.2
OG0003118	Ag006G512590	XP_013735356.2, XP_013684404.1, XP_013731948.2, XP_048595160.1
OG0003119	Ag005G417990, Ag007G616970, Ag005G417960	XP_013725650.1, XP_013736829.2, XP_013641975.1, XP_013655837.1, XP_022555434.2, XP_013736830.2, XP_013725747.1
OG0003120	Ag003G282570	XP_022562204.1, XP_013724975.1, XP_048606334.1, XP_048594795.1
OG0003121	Ag005G467990	XP_013745872.1
OG0003121	Ag001G003300	XP_013740466.2, XP_013727913.2, XP_048636902.1
OG0003122	Ag002G161500	XP_048634428.1, XP_048608441.1, XP_048631261.1, XP_048609497.1
OG0003123	Ag002G171970	XP_013748335.2, XP_013686666.2
OG0003123	Ag001G072740	XP_013647929.2, XP_013698876.2, XP_048610888.1, XP_048633952.1, XP_013678322.2, XP_013661169.1
OG0003124	Ag005G419010, Ag002G174800	XP_013699430.1, XP_013744790.2, XP_048637075.1, XP_013748381.2, XP_013668493.2
OG0003126	Ag007G608040	XP_013653790.1, XP_013726055.2
OG0003127	Ag004G387010, Ag004G387050	XP_013741108.2, XP_022548195.1, XP_022550901.2, XP_013721096.1, XP_013686148.1
OG0003128	Ag006G575730	XP_048604319.1
OG0003129	Ag008G715640	XP_048623323.1, XP_013665322.2, XP_013740695.1
OG0003129	Ag008G715780, Ag008G715870	XP_022553132.1, XP_048627913.1
OG0003139	Ag003G256930	XP_013685596.2, XP_022561358.2
OG0003139	Ag003G258180	XP_048601343.1, XP_048637363.1
OG0003141	Ag003G281520	XP_013650684.1, XP_013697606.1
OG0003142	Ag003G285300	XP_022573490.1, XP_048619342.1, XP_048601072.1, XP_048634740.1
OG0003143	Ag001G101960	XP_048618838.1, XP_013737365.1, XP_013743502.1, XP_013688201.2
OG0003144	Ag004G312750	XP_013645543.2, XP_013653118.1
OG0003144	Ag004G372510	XP_013731328.1, XP_013746996.2
