Orthogroup	Alyssum_gmelinii	Brassica_oleracea
OG0002475	Ag005G436170	XP_013607239.1
OG0002476	Ag001G040270	XP_013629729.1
OG0002477	Ag005G403450	XP_013597153.1, XP_013603978.1, XP_013610667.1
OG0002478	Ag001G006560	XP_013622211.1, XP_013592792.1, XP_013587918.1
OG0002479	Ag002G161220	XP_013622513.1
OG0002479	Ag002G117290	XP_013619683.1
OG0002480	Ag002G188170	XP_013601985.1
OG0002482	Ag002G113820, Ag002G113650, Ag002G121600, Ag002G121650, Ag005G418640	XP_013616404.1, XP_013619693.1, XP_013595768.1
OG0002483	Ag002G172310	XP_013624968.1, XP_013614725.1, XP_013625013.1, XP_013627906.1, XP_013624999.1
OG0002484	Ag008G699700	XP_013627624.1
OG0002484	Ag002G190890, Ag002G190850	XP_013610587.1, XP_013619818.1
OG0002485	Ag007G634440	XP_013608678.1, XP_013614666.1
OG0002488	Ag005G482890	XP_013607510.1, XP_013589019.1
OG0002494	Ag003G253690	XP_013596064.1, XP_013638488.1
OG0002496	Ag006G521690	XP_013604789.1, XP_013634246.1
OG0002497	Ag003G269460	XP_013597783.1, XP_013628664.1
OG0002498	Ag003G269850	XP_013603983.1, XP_013599138.1
OG0002499	Ag008G715550	XP_013618670.1, XP_013625908.1
OG0002500	Ag003G280910	XP_013625052.1, XP_013599447.1, XP_013607907.1
OG0002501	Ag007G578700	XP_013603437.1
OG0002503	Ag004G309070	XP_013586820.1, XP_013605063.1
OG0002504	Ag004G310760	XP_013599835.1, XP_013587682.1
OG0002505	Ag004G311760	XP_013600256.1
OG0002505	Ag004G369490	XP_013613147.1
OG0002506	Ag004G371470	XP_013612591.1
OG0002506	Ag004G312160	XP_013586313.1
OG0002507	Ag004G320770, Ag006G517830	XP_013620910.1
OG0002508	Ag004G319440	XP_013605525.1, XP_013602558.1
OG0002509	Ag008G662590	XP_013616606.1, XP_013607224.1
OG0002510	Ag004G317010	XP_013587019.1, XP_013601058.1
OG0002511	Ag001G070200, Ag001G061040	XP_013584352.1, XP_013628504.1
OG0002512	Ag001G092040	XP_013631978.1
OG0002512	Ag001G001300	XP_013588736.1
OG0002513	Ag005G474690	XP_013589082.1, XP_013626880.1
OG0002513	Ag006G499350	XP_013627184.1
OG0002514	Ag005G473900	XP_013611633.1, XP_013587708.1
OG0002515	Ag005G472490	XP_013628146.1, XP_013585713.1, XP_013616144.1
OG0002516	Ag007G585490	XP_013600199.1, XP_013599847.1, XP_013599860.1
OG0002517	Ag003G252570	XP_013601012.1
OG0002517	Ag008G686770	XP_013611039.1
OG0002518	Ag003G250500	XP_013614736.1, XP_013599294.1
OG0002519	Ag003G250460	XP_013608058.1, XP_013593804.1, XP_013605462.1, XP_013622213.1
OG0002520	Ag008G696960	XP_013625622.1, XP_013606338.1
OG0002522	Ag007G602560	XP_013609238.1
OG0002522	Ag008G731150	XP_013628597.1, XP_013609226.1
OG0002523	Ag006G577660	XP_013639821.1
OG0002524	Ag006G551170	XP_013586071.1, XP_013595978.1
OG0002525	Ag006G535150	XP_013588513.1, XP_013583806.1, XP_013599939.1
OG0002526	Ag007G580450	XP_013603404.1
OG0002526	Ag007G586250	XP_013590154.1
OG0002527	Ag002G162040	XP_013631856.1
OG0002527	Ag007G579770	XP_013638079.1
OG0002528	Ag005G415160	XP_013609057.1, XP_013627426.1
OG0002528	Ag003G287860	XP_013594360.1
OG0002529	Ag003G290690, Ag001G017030	XP_013593697.1
OG0002529	Ag006G523970	XP_013599923.1
OG0002530	Ag003G291600	XP_013597948.1, XP_013624794.1
OG0002531	Ag006G522760, Ag003G293270	XP_013637566.1
OG0002532	Ag003G295040	XP_013629977.1, XP_013599390.1
OG0002533	Ag003G296930	XP_013637055.1, XP_013593185.1
OG0002535	Ag002G143230	XP_013621180.1, XP_013611664.1, XP_013593830.1
OG0002536	Ag006G552760	XP_013629703.1
OG0002536	Ag002G141570	XP_013608718.1
OG0002537	Ag002G140850	XP_013608887.1
OG0002537	Ag004G303260	XP_013586852.1
OG0002538	Ag005G405260	XP_013636580.1, XP_013605791.1
OG0002538	Ag001G037830	XP_013603042.1, XP_013636581.1, XP_013605723.1
OG0002539	Ag001G036710	XP_013614139.1
OG0002539	Ag001G036720	XP_013599786.1
OG0002540	Ag001G033510	XP_013594244.1
OG0002541	Ag001G098440	XP_013636060.1, XP_013591514.1
OG0002542	Ag002G203040	XP_013633640.1
OG0002542	Ag001G094990	XP_013592197.1
OG0002543	Ag002G202530	XP_013637318.1, XP_013631938.1
OG0002543	Ag001G094110	XP_013599871.1
OG0002544	Ag001G091540	XP_013602802.1, XP_013592843.1
OG0002545	Ag002G191470	XP_013637461.1
OG0002545	Ag001G084600	XP_013600828.1
OG0002547	Ag001G083950	XP_013602544.1
OG0002547	Ag002G190820	XP_013633444.1
OG0002548	Ag002G176690	XP_013632489.1, XP_013637629.1
OG0002548	Ag006G495930	XP_013626863.1
OG0002550	Ag008G717730, Ag002G190770, Ag001G021780, Ag008G717690	XP_013618546.1
OG0002551	Ag001G052070	XP_013630550.1
OG0002552	Ag008G729550	XP_013630698.1
OG0002553	Ag008G734640	XP_013597539.1
OG0002554	Ag001G100050	XP_013598600.1, XP_013606540.1, XP_013606539.1
OG0002555	Ag004G298730	XP_013602107.1, XP_013638062.1
OG0002556	Ag006G514230, Ag006G545690	XP_013609880.1
OG0002556	Ag004G298880	XP_013586613.1, XP_013639068.1
OG0002557	Ag004G304940	XP_013602551.1
OG0002557	Ag007G591080	XP_013625126.1
OG0002558	Ag003G251050	XP_013600638.1
OG0002559	Ag001G100410	XP_013585296.1
OG0002559	Ag007G615170	XP_013610677.1
OG0002560	Ag007G618100	XP_013626720.1, XP_013610594.1
OG0002560	Ag005G490270	XP_013626309.1, XP_013584200.1
OG0002561	Ag007G623080	XP_013611059.1, XP_013628546.1
OG0002562	Ag007G637760	XP_013597362.1
OG0002562	Ag005G484720	XP_013585908.1
OG0002566	Ag002G172370	XP_013634418.1, XP_013637619.1
OG0002567	Ag004G324860	XP_013587699.1, XP_013587141.1
OG0002568	Ag003G226430	XP_013592674.1
OG0002568	Ag004G332460	XP_013587645.1
OG0002569	Ag003G222490	XP_013588319.1
OG0002569	Ag004G334090	XP_013587647.1, XP_013602101.1, XP_013596631.1
OG0002570	Ag003G222230	XP_013618187.1, XP_013614567.1, XP_013638795.1, XP_013590536.1
OG0002571	Ag003G220060	XP_013591902.1
OG0002571	Ag004G335580	XP_013595762.1
OG0002572	Ag003G218270	XP_013592634.1, XP_013616634.1, XP_013588291.1
OG0002573	Ag004G346180	XP_013589749.1
OG0002573	Ag003G243110	XP_013638005.1
OG0002574	Ag004G351450	XP_013591669.1, XP_013591499.1
OG0002575	Ag004G321090	XP_013604651.1
OG0002577	Ag004G306990	XP_013638216.1
OG0002578	Ag008G697910, Ag004G305470	XP_013603188.1
OG0002578	Ag002G128560	XP_013586591.1, XP_013602764.1, XP_013586590.1
OG0002580	Ag007G590160	XP_013635436.1
OG0002580	Ag004G304170, Ag004G304160	XP_013585177.1
OG0002581	Ag004G298800	XP_013602713.1
OG0002582	Ag002G186080	XP_013631200.1, XP_013631579.1
OG0002583	Ag008G693110	XP_013600553.1
OG0002583	Ag008G722000	XP_013593945.1
OG0002584	Ag001G053020	XP_013629260.1
OG0002584	Ag008G706760	XP_013625953.1
OG0002585	Ag008G709510	XP_013611645.1
OG0002586	Ag004G352030	XP_013591686.1, XP_013620695.1
OG0002587	Ag004G332590	XP_013587194.1
OG0002587	Ag003G226110	XP_013621385.1
OG0002588	Ag003G231660	XP_013592033.1, XP_013591349.1
OG0002589	Ag004G327580	XP_013584949.1
OG0002589	Ag003G238700	XP_013590062.1, XP_013616217.1
OG0002591	Ag005G469040	XP_013638182.1
OG0002591	Ag001G016720, Ag001G002320	XP_013629928.1
OG0002592	Ag001G003650	XP_013592306.1, XP_013591963.1
OG0002592	Ag005G467560	XP_013586577.1
OG0002593	Ag001G007300	XP_013626975.1, XP_013592806.1
OG0002593	Ag005G463500	XP_013638498.1
OG0002594	Ag001G007750, Ag005G463010, Ag006G549780, Ag002G112380	XP_013592088.1, XP_013591773.1
OG0002595	Ag005G461850	XP_013622152.1, XP_013592575.1
OG0002595	Ag001G009010	XP_013590014.1
OG0002596	Ag005G460250, Ag005G454600	XP_013601683.1
OG0002596	Ag001G031690, Ag001G030540	XP_013598025.1
OG0002597	Ag005G458740	XP_013586991.1
OG0002597	Ag001G027310	XP_013591550.1
OG0002598	Ag005G456770	XP_013609114.1, XP_013586245.1
OG0002599	Ag005G440580, Ag005G440620	XP_013599550.1, XP_013637843.1, XP_013630120.1
OG0002601	Ag006G550970	XP_013602912.1
OG0002601	Ag003G279070	XP_013617713.1
OG0002602	Ag005G469990	XP_013611066.1, XP_013628951.1
OG0002603	Ag005G444170, Ag005G442890	XP_013638725.1
OG0002603	Ag001G011230	XP_013592327.1
OG0002604	Ag007G588860, Ag003G261990, Ag003G262340	XP_013639595.1, XP_013594292.1, XP_013590881.1
OG0002605	Ag001G081580	XP_013601973.1
OG0002605	Ag002G188220	XP_013631051.1
OG0002607	Ag001G092240, Ag001G092210, Ag001G092200, Ag001G092230, Ag001G092330, Ag001G092280	XP_013634663.1, XP_013599775.1, XP_013602564.1, XP_013636002.1
OG0002609	Ag001G088400, Ag001G088360	XP_013632895.1
OG0002610	Ag002G112330, Ag002G112230	XP_013617673.1
OG0002611	Ag002G178330	XP_013634962.1, XP_013627677.1
OG0002612	Ag003G279400	XP_013623258.1
OG0002614	Ag008G667480	XP_013613427.1
OG0002614	Ag004G316750	XP_013604683.1, XP_013604984.1, XP_013601052.1
OG0002615	Ag004G338140	XP_013583615.1, XP_013633157.1
OG0002616	Ag007G581870, Ag006G505180	XP_013601084.1
OG0002618	Ag008G730190	XP_013627242.1
OG0002618	Ag008G730200	XP_013625883.1
OG0002622	Ag003G255280	XP_013608206.1, XP_013605671.1
OG0002623	Ag003G267640	XP_013593702.1, XP_013602519.1, XP_013621975.1
OG0002624	Ag003G278100	XP_013596164.1, XP_013638596.1, XP_013626957.1
OG0002626	Ag003G281940	XP_013601569.1, XP_013628761.1
OG0002627	Ag003G282170	XP_013602275.1
OG0002628	Ag003G283180	XP_013598159.1
OG0002629	Ag002G162350	XP_013636642.1
OG0002629	Ag007G579610	XP_013620846.1
OG0002630	Ag007G578610	XP_013638740.1, XP_013599979.1, XP_013631630.1
OG0002631	Ag001G101560	XP_013601322.1
OG0002632	Ag004G366600	XP_013636301.1, XP_013633953.1, XP_013608960.1
OG0002633	Ag004G310470	XP_013604451.1, XP_013603009.1, XP_013638156.1
OG0002634	Ag004G369090	XP_013635583.1, XP_013605688.1
OG0002634	Ag004G311210	XP_013604834.1
OG0002635	Ag004G313950	XP_013584576.1, XP_013602679.1
OG0002635	Ag004G377000	XP_013591461.1
OG0002636	Ag004G321280	XP_013602001.1
OG0002637	Ag004G319430	XP_013638543.1, XP_013600158.1
OG0002638	Ag008G664140	XP_013596187.1
OG0002638	Ag004G317750	XP_013602457.1, XP_013638903.1
OG0002639	Ag008G667870	XP_013596129.1, XP_013613408.1
OG0002639	Ag006G494010	XP_013620471.1
OG0002641	Ag007G648650	XP_013589827.1, XP_013613518.1
OG0002642	Ag004G356460	XP_013590402.1, XP_013590237.1, XP_013618539.1
OG0002643	Ag007G646080	XP_013631660.1
OG0002643	Ag004G358820	XP_013590111.1
OG0002644	Ag003G252310	XP_013600810.1, XP_013604308.1
OG0002645	Ag008G701890	XP_013612064.1
OG0002645	Ag003G249220	XP_013607316.1
OG0002646	Ag005G475820	XP_013591859.1, XP_013638643.1
OG0002649	Ag008G687360	XP_013616652.1
OG0002650	Ag008G689490	XP_013619487.1, XP_013610897.1
OG0002651	Ag008G693340	XP_013609499.1, XP_013615605.1
OG0002652	Ag005G408870	XP_013599324.1, XP_013614944.1, XP_013593058.1
OG0002653	Ag007G605960	XP_013610999.1
OG0002653	Ag008G721390	XP_013596800.1
OG0002654	Ag008G733330	XP_013628522.1
OG0002654	Ag007G605080	XP_013628578.1
OG0002655	Ag007G604090, Ag008G732570	XP_013629585.1, XP_013613500.1
OG0002656	Ag008G731530	XP_013612921.1
OG0002656	Ag007G603140	XP_013608694.1
OG0002657	Ag006G576110	XP_013592975.1
OG0002657	Ag002G117400, Ag002G117440	XP_013606149.1
OG0002658	Ag006G562640	XP_013598001.1
OG0002658	Ag006G562680	XP_013586520.1
OG0002659	Ag006G553310	XP_013593887.1, XP_013598635.1
OG0002659	Ag002G141160	XP_013606122.1
OG0002660	Ag006G552110	XP_013595469.1, XP_013616218.1
OG0002661	Ag006G548180, Ag006G546490	XP_013598481.1
OG0002661	Ag002G145840	XP_013611805.1
OG0002662	Ag006G534950	XP_013637771.1
OG0002662	Ag002G156060, Ag002G153510	XP_013630292.1
OG0002663	Ag007G583690	XP_013613549.1, XP_013622831.1
OG0002664	Ag003G286160, Ag003G286170	XP_013628091.1
OG0002665	Ag005G413070, Ag005G413510	XP_013593419.1, XP_013622366.1
OG0002666	Ag003G288780, Ag003G288810, Ag003G288760	XP_013606732.1, XP_013596958.1, XP_013595764.1, XP_013625071.1
OG0002667	Ag003G288990	XP_013588106.1
OG0002667	Ag005G410990	XP_013627018.1
OG0002668	Ag003G289990	XP_013586084.1
OG0002668	Ag003G290130, Ag003G290180, Ag003G290150	XP_013596054.1, XP_013585189.1
OG0002669	Ag005G446620	XP_013607571.1
OG0002670	Ag006G521560	XP_013614558.1
OG0002670	Ag003G295170	XP_013598081.1
OG0002671	Ag007G652750	XP_013633163.1, XP_013633164.1
OG0002672	Ag007G649110	XP_013636714.1, XP_013591094.1
OG0002673	Ag002G153140, Ag002G155800	XP_013626203.1
OG0002673	Ag004G321190	XP_013584381.1
OG0002674	Ag002G142020	XP_013615739.1, XP_013626238.1, XP_013635894.1
OG0002675	Ag006G564010	XP_013637885.1
OG0002675	Ag002G130110	XP_013613054.1
OG0002676	Ag001G043400	XP_013631383.1
OG0002676	Ag005G426920	XP_013596808.1
OG0002677	Ag008G716950	XP_013627694.1, XP_013627845.1
OG0002678	Ag001G038520	XP_013633630.1
OG0002679	Ag005G436190	XP_013625461.1, XP_013600753.1, XP_013638481.1, XP_013619349.1
OG0002680	Ag005G436570	XP_013583609.1, XP_013630676.1
OG0002681	Ag002G203420	XP_013627412.1, XP_013635105.1, XP_013635013.1
OG0002682	Ag002G196570	XP_013635942.1, XP_013630143.1
OG0002683	Ag002G192880	XP_013635821.1, XP_013635823.1
OG0002684	Ag002G191430	XP_013635759.1
OG0002684	Ag001G084410	XP_013604550.1
OG0002685	Ag005G478350	XP_013617572.1, XP_013623088.1
OG0002686	Ag006G497200	XP_013612369.1
OG0002686	Ag007G620320	XP_013616803.1
OG0002687	Ag008G711700	XP_013621354.1, XP_013612836.1
OG0002688	Ag001G051010	XP_013627016.1
OG0002688	Ag008G710570	XP_013619132.1
OG0002690	Ag001G052100, Ag008G709190	XP_013603089.1
OG0002691	Ag001G057150	XP_013600104.1
OG0002691	Ag008G729520	XP_013622364.1
OG0002692	Ag006G517290	XP_013628090.1, XP_013609608.1
OG0002693	Ag007G599460	XP_013608664.1, XP_013622410.1
OG0002694	Ag007G586620	XP_013593283.1, XP_013606447.1
OG0002695	Ag007G590860	XP_013625846.1
OG0002695	Ag004G304820	XP_013603086.1
OG0002696	Ag004G307550	XP_013639131.1
OG0002696	Ag007G595170	XP_013635494.1, XP_013622578.1
OG0002697	Ag005G478610	XP_013617252.1, XP_013585880.1
OG0002698	Ag005G487860	XP_013585273.1
OG0002698	Ag007G625240	XP_013606754.1
OG0002700	Ag005G486370	XP_013619648.1
OG0002701	Ag005G480350	XP_013625675.1, XP_013586895.1, XP_013595890.1, XP_013607491.1
OG0002702	Ag001G080680	XP_013592227.1
OG0002702	Ag002G186550	XP_013636846.1
OG0002703	Ag007G580890, Ag005G412790	XP_013625224.1
OG0002704	Ag002G170810	XP_013625677.1, XP_013632258.1
OG0002704	Ag001G072420	XP_013602373.1
OG0002705	Ag001G074810	XP_013602063.1, XP_013637654.1
OG0002706	Ag003G211550	XP_013587950.1
OG0002706	Ag004G324880	XP_013587488.1
OG0002707	Ag003G236430	XP_013587906.1
OG0002707	Ag004G328740	XP_013613970.1
OG0002708	Ag003G226350	XP_013621486.1
OG0002708	Ag004G332470	XP_013587536.1
OG0002709	Ag003G219290	XP_013590060.1
OG0002709	Ag004G336630	XP_013638852.1, XP_013594146.1
OG0002710	Ag004G340810	XP_013592978.1
OG0002710	Ag004G343040	XP_013587762.1
OG0002711	Ag003G242850	XP_013585983.1
OG0002712	Ag004G351640	XP_013595685.1, XP_013621359.1, XP_013592390.1
OG0002714	Ag004G322590	XP_013604681.1, XP_013605396.1, XP_013584299.1
OG0002716	Ag004G311790	XP_013586876.1, XP_013586875.1
OG0002716	Ag004G311770	XP_013600784.1
OG0002717	Ag007G622150	XP_013630525.1
OG0002717	Ag003G223090, Ag003G223030, Ag003G223020, Ag003G223170	XP_013621454.1
OG0002718	Ag007G625000	XP_013608413.1, XP_013619748.1
OG0002719	Ag008G721890, Ag008G721870	XP_013618538.1
OG0002720	Ag001G059860, Ag001G063340, Ag001G063290	XP_013594934.1
OG0002720	Ag001G063260, Ag001G059970	XP_013600602.1
OG0002722	Ag004G349750	XP_013621562.1
OG0002723	Ag003G215030	XP_013618418.1, XP_013590097.1
OG0002724	Ag004G335100	XP_013638541.1
OG0002724	Ag003G220660	XP_013591531.1
OG0002725	Ag005G469920	XP_013586310.1
OG0002725	Ag005G469930	XP_013621844.1, XP_013611044.1
OG0002726	Ag005G463760	XP_013585742.1
OG0002726	Ag001G007270	XP_013592762.1
OG0002727	Ag001G009250	XP_013588822.1
OG0002727	Ag005G461510	XP_013609676.1, XP_013622418.1, XP_013587105.1
OG0002728	Ag001G018520, Ag001G019010	XP_013587757.1
OG0002728	Ag005G450800	XP_013608473.1, XP_013628970.1
OG0002729	Ag005G445840	XP_013586884.1
OG0002729	Ag001G012750, Ag001G012760	XP_013586338.1
OG0002730	Ag005G441030	XP_013621750.1, XP_013587037.1
OG0002731	Ag005G438390	XP_013583652.1
OG0002731	Ag001G034870	XP_013637663.1
OG0002732	Ag001G009750, Ag001G009740, Ag001G009720	XP_013631909.1
OG0002733	Ag001G021100	XP_013603732.1, XP_013590779.1, XP_013597240.1, XP_013585297.1, XP_013614777.1
OG0002734	Ag007G580990, Ag002G160910	XP_013585686.1, XP_013629524.1
OG0002735	Ag001G072400	XP_013590762.1, XP_013627737.1, XP_013603807.1
OG0002736	Ag002G174880	XP_013626303.1, XP_013632045.1
OG0002736	Ag001G074410	XP_013604213.1
OG0002737	Ag002G188180	XP_013631485.1
OG0002737	Ag001G081570	XP_013601974.1
OG0002738	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520	XP_013596840.1, XP_013597456.1
OG0002739	Ag001G059200	XP_013603556.1
OG0002739	Ag008G734130	XP_013596276.1
OG0002740	Ag001G090060	XP_013588028.1
OG0002741	Ag001G083430	XP_013592016.1
OG0002743	Ag003G275750	XP_013595169.1, XP_013624905.1
OG0002743	Ag003G275730	XP_013624904.1
OG0002744	Ag004G311650, Ag004G311720, Ag004G311680, Ag004G311710	XP_013634074.1, XP_013603929.1, XP_013600542.1
OG0002745	Ag004G314670, Ag004G314690	XP_013599964.1, XP_013584537.1
OG0002746	Ag004G319140	XP_013614916.1
OG0002748	Ag007G603290	XP_013610391.1, XP_013607213.1, XP_013627056.1
OG0002748	Ag008G731610	XP_013610915.1
OG0002749	Ag008G699260	XP_013627913.1, XP_013627921.1, XP_013623862.1, XP_013623860.1, XP_013613765.1, XP_013620081.1, XP_013619878.1, XP_013613762.1
OG0002753	Ag003G253900	XP_013616306.1
OG0002754	Ag003G256170	XP_013599400.1
OG0002755	Ag003G270880	XP_013607802.1
OG0002757	Ag003G281990	XP_013614895.1, XP_013602111.1, XP_013595905.1
OG0002758	Ag005G417320	XP_013593529.1
OG0002759	Ag007G579620	XP_013594594.1, XP_013619620.1
OG0002760	Ag007G598690	XP_013585464.1
OG0002762	Ag004G377610	XP_013616673.1
OG0002762	Ag004G314240	XP_013600870.1
OG0002763	Ag004G322020	XP_013611782.1, XP_013598468.1
OG0002764	Ag004G318710	XP_013638583.1
OG0002764	Ag008G662660	XP_013595386.1
OG0002765	Ag007G601210	XP_013627482.1
OG0002766	Ag004G359670	XP_013636713.1
OG0002767	Ag004G383870	XP_013612341.1
OG0002767	Ag004G316670	XP_013604071.1
OG0002768	Ag008G699880	XP_013619695.1
OG0002769	Ag005G477190	XP_013638618.1
OG0002771	Ag007G604200	XP_013616535.1
OG0002771	Ag008G732420	XP_013623622.1
OG0002772	Ag008G730320	XP_013629942.1
OG0002772	Ag007G602080	XP_013609053.1
OG0002773	Ag006G508470	XP_013606662.1
OG0002773	Ag008G726200	XP_013595029.1
OG0002774	Ag006G558150	XP_013597873.1
OG0002774	Ag002G102200	XP_013593288.1
OG0002775	Ag006G559340	XP_013599244.1
OG0002775	Ag002G124650	XP_013593330.1
OG0002776	Ag005G431060	XP_013593158.1
OG0002776	Ag006G565770	XP_013621702.1
OG0002777	Ag006G567590	XP_013627337.1, XP_013588853.1, XP_013586482.1, XP_013589293.1
OG0002779	Ag006G539240, Ag006G536650	XP_013599602.1
OG0002780	Ag006G534280	XP_013592802.1, XP_013603687.1
OG0002781	Ag003G291560	XP_013599297.1, XP_013606432.1
OG0002782	Ag003G293370	XP_013622241.1, XP_013594682.1
OG0002783	Ag003G296210	XP_013603927.1, XP_013624760.1
OG0002784	Ag002G114210, Ag002G121900	XP_013607076.1, XP_013598917.1
OG0002785	Ag001G042460	XP_013600388.1
OG0002785	Ag005G420710	XP_013596512.1
OG0002786	Ag003G278970	XP_013605330.1, XP_013605331.1
OG0002787	Ag005G425890	XP_013626156.1, XP_013634187.1
OG0002788	Ag005G435760	XP_013626323.1, XP_013595601.1
OG0002789	Ag001G035660	XP_013616235.1
OG0002790	Ag005G438890	XP_013587348.1
OG0002791	Ag005G441220	XP_013586949.1
OG0002792	Ag007G651290	XP_013635110.1
OG0002793	Ag002G204580	XP_013637050.1, XP_013631705.1, XP_013613919.1
OG0002793	Ag001G096720, Ag001G096730	XP_013591523.1
OG0002794	Ag001G093540, Ag001G093550	XP_013633947.1, XP_013632548.1, XP_013604487.1, XP_013615394.1, XP_013636212.1
OG0002795	Ag002G200520	XP_013628760.1
OG0002795	Ag001G092690	XP_013605548.1, XP_013636427.1
OG0002796	Ag002G197410	XP_013633710.1
OG0002796	Ag002G197440	XP_013625646.1
OG0002797	Ag002G193440	XP_013626744.1, XP_013633848.1, XP_013636342.1
OG0002798	Ag002G192260, Ag008G709960	XP_013637278.1, XP_013628859.1
OG0002800	Ag006G496040, Ag006G496030, Ag006G496020	XP_013621423.1, XP_013629204.1
OG0002800	Ag006G495950	XP_013618848.1
OG0002801	Ag001G093670, Ag008G717130	XP_013611684.1, XP_013630221.1
OG0002802	Ag008G716500	XP_013618469.1, XP_013615217.1, XP_013628206.1, XP_013613344.1
OG0002803	Ag008G706880	XP_013611587.1
OG0002804	Ag001G061010	XP_013638269.1
OG0002805	Ag004G306680	XP_013584777.1
OG0002805	Ag007G593700	XP_013626190.1, XP_013635069.1
OG0002806	Ag004G299220	XP_013632395.1
OG0002806	Ag006G513890	XP_013617420.1, XP_013619443.1, XP_013627153.1
OG0002807	Ag007G599270	XP_013621365.1, XP_013629795.1
OG0002808	Ag007G589520	XP_013631527.1
OG0002808	Ag004G303590	XP_013583900.1
OG0002809	Ag007G591270	XP_013625131.1, XP_013632123.1
OG0002809	Ag004G305180	XP_013600682.1
OG0002810	Ag004G305760	XP_013583520.1
OG0002810	Ag007G592040	XP_013636014.1
OG0002811	Ag007G594540, Ag007G594560	XP_013614183.1
OG0002812	Ag007G596990	XP_013631337.1
OG0002813	Ag001G100670	XP_013614033.1
OG0002813	Ag007G614010	XP_013618271.1, XP_013613188.1
OG0002814	Ag005G489890	XP_013587492.1, XP_013622485.1
OG0002815	Ag005G487780	XP_013590521.1
OG0002815	Ag007G625520	XP_013607406.1
OG0002816	Ag005G485980	XP_013624119.1
OG0002817	Ag005G485710	XP_013595809.1
OG0002817	Ag007G630570	XP_013616835.1, XP_013621916.1
OG0002818	Ag005G484520	XP_013629908.1
OG0002819	Ag005G482060	XP_013639784.1
OG0002821	Ag005G480770, Ag005G480780	XP_013587568.1, XP_013584725.1
OG0002822	Ag005G485350	XP_013628093.1
OG0002822	Ag005G481350, Ag003G261760	XP_013610057.1
OG0002823	Ag001G069900	XP_013604513.1
OG0002823	Ag002G166580	XP_013637225.1
OG0002824	Ag001G073610	XP_013636972.1
OG0002824	Ag002G174450	XP_013630014.1
OG0002825	Ag003G208320	XP_013592411.1
OG0002825	Ag004G323050	XP_013586748.1
OG0002826	Ag003G210560	XP_013592318.1
OG0002826	Ag004G324460	XP_013605783.1
OG0002827	Ag004G327500	XP_013587702.1
OG0002827	Ag003G239010	XP_013591926.1
OG0002828	Ag004G327550	XP_013604485.1
OG0002828	Ag003G238950	XP_013591296.1, XP_013620245.1
OG0002829	Ag003G236950	XP_013587876.1
OG0002830	Ag004G330920	XP_013600269.1, XP_013638483.1
OG0002831	Ag003G229420	XP_013589727.1
OG0002831	Ag004G331450	XP_013605191.1
OG0002832	Ag004G334490	XP_013637669.1
OG0002832	Ag003G221810	XP_013592118.1
OG0002833	Ag004G334500	XP_013637670.1
OG0002833	Ag003G221800	XP_013592116.1
OG0002834	Ag003G242670	XP_013604470.1
OG0002835	Ag004G349860	XP_013619073.1
OG0002836	Ag004G350720	XP_013619115.1, XP_013622296.1, XP_013637910.1
OG0002837	Ag004G352960	XP_013616043.1, XP_013589916.1
OG0002838	Ag006G563490, Ag005G478710	XP_013598007.1, XP_013604717.1, XP_013588603.1, XP_013599454.1
OG0002840	Ag006G521470	XP_013631727.1
OG0002841	Ag007G589580	XP_013637119.1
OG0002841	Ag004G303550	XP_013637953.1
OG0002842	Ag004G300520, Ag004G300540, Ag004G300570	XP_013602958.1
OG0002842	Ag004G300580	XP_013605390.1
OG0002845	Ag007G629600	XP_013626106.1, XP_013607165.1, XP_013613657.1
OG0002846	Ag007G640980, Ag006G506740	XP_013599275.1
OG0002848	Ag008G722400	XP_013617927.1, XP_013618067.1
OG0002848	Ag008G692910	XP_013617237.1
OG0002849	Ag008G692450	XP_013602241.1
OG0002849	Ag008G722630	XP_013595681.1
OG0002850	Ag008G726440	XP_013596343.1
OG0002851	Ag008G723600	XP_013593322.1
OG0002851	Ag008G691160	XP_013603536.1
OG0002852	Ag008G723760	XP_013621648.1, XP_013617938.1, XP_013608353.1, XP_013620722.1, XP_013597530.1, XP_013611205.1
OG0002853	Ag008G726590	XP_013618900.1, XP_013630819.1
OG0002855	Ag001G100180	XP_013625332.1
OG0002855	Ag008G706360	XP_013618313.1
OG0002856	Ag008G706300	XP_013626585.1, XP_013606560.1, XP_013622713.1
OG0002859	Ag008G709840	XP_013625749.1, XP_013619220.1, XP_013607254.1
OG0002860	Ag003G282060	XP_013628073.1
OG0002860	Ag005G418240	XP_013609631.1, XP_013595606.1
OG0002861	Ag004G299350	XP_013601908.1
OG0002861	Ag004G343880	XP_013590900.1
OG0002862	Ag003G231430, Ag003G231340	XP_013588465.1, XP_013592506.1, XP_013592508.1, XP_013619876.1
OG0002863	Ag003G209700	XP_013590161.1
OG0002863	Ag004G324070	XP_013638166.1
OG0002864	Ag005G469140	XP_013628697.1, XP_013610917.1, XP_013586168.1
OG0002865	Ag005G468320	XP_013630013.1, XP_013585367.1
OG0002866	Ag005G467860	XP_013584616.1
OG0002866	Ag001G003560	XP_013590636.1
OG0002867	Ag005G467500	XP_013585947.1
OG0002867	Ag001G003720	XP_013629989.1
