Orthogroup	Alyssum_gmelinii	Eutrema_salsugineum
OG0000772	Ag003G267510	XP_006395357.2, XP_006395358.1
OG0000772	Ag006G552830	XP_024006861.1
OG0000773	Ag004G394430, Ag004G389460, Ag004G348380	XP_006415975.1, XP_006390992.1, XP_006395329.1
OG0000774	Ag001G022910, Ag005G448320	XP_006413208.1
OG0000775	Ag006G498090	XP_006407563.1, XP_006407561.1
OG0000776	Ag002G184710	XP_006411245.1
OG0000776	Ag005G477920	XP_006407706.1
OG0000777	Ag001G003290	XP_006392693.1
OG0000778	Ag007G611550	XP_006399828.1
OG0000779	Ag006G553060	XP_006413670.1
OG0000779	Ag002G141210	XP_006396732.1
OG0000779	Ag002G141250, Ag002G141270	XP_006396733.1
OG0000780	Ag003G293540	XP_006411777.2
OG0000780	Ag007G604330	XP_024011737.1
OG0000781	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280	XP_006397555.1
OG0000781	Ag002G198340	XP_006397556.1
OG0000783	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090	XP_006400711.1
OG0000783	Ag008G678450	XP_006404506.1
OG0000784	Ag001G049580, Ag010G739760	XP_024009551.1
OG0000784	Ag008G714380	XP_006400774.1
OG0000785	Ag003G276620	XP_006412370.1
OG0000785	Ag006G498840, Ag006G498880	XP_006398927.1
OG0000786	Ag008G725380	XP_024006812.1
OG0000787	Ag005G471240, Ag005G471250, Ag005G471230	XP_006407333.2
OG0000787	Ag005G471260	XP_006407332.1, XP_024015477.1
OG0000788	Ag010G740090, Ag001G049830	XP_006419073.1
OG0000788	Ag008G712980	XP_006400813.1
OG0000789	Ag003G211260	XP_006389877.1
OG0000789	Ag005G470590	XP_006407295.1
OG0000790	Ag004G392990, Ag004G387750	XP_006405572.2, XP_006405575.1, XP_006405576.1
OG0000793	Ag003G209990, Ag003G209900, Ag003G209940, Ag003G210050, Ag003G209910, Ag003G209950, Ag003G209830, Ag003G210180, Ag003G250750	XP_006391678.2
OG0000794	Ag007G595980	XP_006419015.1, XP_006409843.2
OG0000795	Ag007G609740, Ag007G609880, Ag007G609800, Ag007G601330, Ag007G601270, Ag007G601280, Ag007G601350	XP_024009667.1
OG0000798	Ag006G577680, Ag001G101630	XP_006414312.1, XP_006391552.1
OG0000799	Ag004G376300	XP_006391992.1, XP_006408266.1, XP_006415959.1
OG0000800	Ag008G690370	XP_006395695.1
OG0000801	Ag005G475190	XP_006407540.1
OG0000801	Ag006G498690	XP_006398921.1
OG0000801	Ag005G475170, Ag005G475180	XP_006407539.1
OG0000802	Ag002G112540, Ag002G108540	XP_006398302.1
OG0000802	Ag007G580920	XP_006415502.1
OG0000802	Ag006G575050	XP_006414111.1
OG0000803	Ag006G563060, Ag006G569170	XP_006413935.1
OG0000804	Ag002G185010	XP_024004133.1
OG0000804	Ag001G088280, Ag001G088230	XP_024010328.1
OG0000806	Ag002G199220	XP_006391683.2, XP_006418664.1
OG0000806	Ag002G199300	XP_006397615.1
OG0000807	Ag002G199080	XP_006397604.1
OG0000807	Ag001G100850	XP_006395185.1
OG0000807	Ag001G100840	XP_006408555.1
OG0000808	Ag007G595150	XP_006409908.1
OG0000808	Ag008G708220	XP_006400977.1
OG0000809	Ag003G245060	XP_006415941.1
OG0000809	Ag004G319510	XP_006417074.1
OG0000810	Ag001G012260	XP_024006134.1
OG0000812	Ag007G597010	XP_006408714.1
OG0000812	Ag008G692690, Ag006G511510, Ag002G193170	XP_006404155.1
OG0000813	Ag005G458690, Ag005G458680	XP_024015492.1, XP_024015558.1
OG0000814	Ag008G710920, Ag008G710800, Ag008G710860, Ag008G710790, Ag008G710810, Ag008G710960, Ag008G710870, Ag008G710740, Ag008G710660, Ag008G710750	XP_024008496.1, XP_024012492.1
OG0000818	Ag003G252560	XP_006413035.1
OG0000818	Ag004G401870	XP_006391594.1
OG0000819	Ag005G475120	XP_006407536.1
OG0000819	Ag001G080990	XP_024013003.1
OG0000821	Ag008G681120	XP_006401883.1
OG0000823	Ag002G114240, Ag002G121920	XP_006398418.1
OG0000823	Ag006G577480	XP_006414219.1
OG0000824	Ag006G540590	XP_006415122.1, XP_006415123.2
OG0000824	Ag002G147870	XP_006397064.1, XP_024010136.1
OG0000825	Ag001G095080	XP_006402466.1
OG0000825	Ag006G516100	XP_024009902.1
OG0000825	Ag002G203240	XP_006397813.1
OG0000826	Ag002G171730, Ag005G464020, Ag005G464010	XP_006404233.1
OG0000826	Ag002G199420	XP_006397623.1
OG0000827	Ag008G694260	XP_006401505.1
OG0000827	Ag006G491710, Ag006G491760	XP_006398630.1
OG0000829	Ag007G625920	XP_006400294.1
OG0000830	Ag004G333900, Ag003G296810	XP_006416417.1
OG0000830	Ag003G222850	XP_006390246.1
OG0000831	Ag004G334320	XP_006416396.1
OG0000833	Ag005G465030	XP_024015689.1
OG0000833	Ag001G006220	XP_024005954.1
OG0000834	Ag005G453520	XP_024015462.1
OG0000834	Ag001G023510	XP_006393330.1
OG0000835	Ag005G451000	XP_006406535.1
OG0000835	Ag001G018880, Ag001G019140	XP_006393234.1
OG0000836	Ag001G083990	XP_006409033.1, XP_006396057.2
OG0000837	Ag007G579080	XP_024014234.1
OG0000838	Ag005G436390, Ag005G436370	XP_024015843.1, XP_024016488.1
OG0000841	Ag001G101260	XP_024004634.1
OG0000841	Ag001G011490	XP_006396974.1, XP_024010267.1, XP_024010190.1
OG0000843	Ag007G592090	XP_006419167.2
OG0000844	Ag005G476810	XP_006407657.1
OG0000844	Ag005G450870, Ag006G494100	XP_006398743.1
OG0000845	Ag007G598590	XP_006413371.1
OG0000846	Ag003G276640, Ag007G625700	XP_006412373.1, XP_006396914.1
OG0000847	Ag007G603030, Ag007G603100	XP_006399455.1
OG0000847	Ag008G731460	XP_006394136.1
OG0000848	Ag006G514940, Ag004G298770	XP_024009996.1
OG0000849	Ag002G203990	XP_006397860.1
OG0000849	Ag006G515040	XP_006396326.1
OG0000849	Ag001G096130	XP_006402430.1
OG0000850	Ag002G202650	XP_024010747.1
OG0000850	Ag002G202640	XP_006402498.1
OG0000851	Ag002G192240	XP_006411447.1
OG0000851	Ag001G084900, Ag001G084910	XP_006402874.1
OG0000852	Ag002G141430	XP_006413661.1, XP_006396741.1
OG0000852	Ag006G552790, Ag008G718290	XP_006400583.1
OG0000853	Ag007G599280	XP_006396533.1
OG0000854	Ag007G595850, Ag007G595860	XP_006409859.1
OG0000854	Ag004G307820	XP_024008517.1
OG0000855	Ag001G055520	XP_006404313.1
OG0000855	Ag001G012640, Ag001G012600, Ag008G728180	XP_006394362.1
OG0000857	Ag001G054470	XP_006409640.1
OG0000857	Ag008G691830, Ag008G691890	XP_006404177.1
OG0000860	Ag008G714050, Ag002G108580, Ag003G271750	XP_024012437.1
OG0000861	Ag004G300180	XP_024013616.1
OG0000867	Ag004G358980	XP_006391393.1
OG0000868	Ag006G504890	XP_006399134.1
OG0000868	Ag005G472080	XP_024015794.1
OG0000869	Ag006G577470, Ag002G121910, Ag002G114230	XP_006414216.1
OG0000870	Ag007G583530	XP_006415682.1
OG0000870	Ag002G159030, Ag002G159010	XP_006410518.2
OG0000871	Ag005G489180	XP_006408411.1
OG0000871	Ag007G647160	XP_006405765.1
OG0000872	Ag007G589670	XP_006410386.1
OG0000873	Ag005G485920, Ag002G196960	XP_006408213.1
OG0000875	Ag004G305710	XP_024008132.1
OG0000877	Ag003G274620	XP_006391639.1
OG0000878	Ag003G294060	XP_006396668.1, XP_006396819.1
OG0000879	Ag004G305740, Ag004G305730	XP_006417896.2
OG0000883	Ag003G282370	XP_006412198.1
OG0000883	Ag005G484870	XP_006408143.1
OG0000884	Ag004G353370	XP_024006574.1
OG0000885	Ag004G339550	XP_024008320.1
OG0000885	Ag003G253370	XP_024005464.1
OG0000886	Ag003G226220	XP_006393682.1
OG0000886	Ag002G158020	XP_006403313.1
OG0000888	Ag001G088010	XP_006402781.1
OG0000888	Ag002G194610	XP_006411507.1
OG0000889	Ag001G078360	XP_006403465.2
OG0000889	Ag001G051830	XP_006418894.1
OG0000890	Ag001G073000	XP_006403665.1
OG0000890	Ag002G172480	XP_006410935.1
OG0000891	Ag004G339540	XP_006416199.1
OG0000892	Ag008G720590, Ag008G720600, Ag008G720630, Ag008G720610	XP_006394800.1, XP_006406671.1
OG0000893	Ag008G722910	XP_006394673.1
OG0000895	Ag008G694860	XP_006418613.1
OG0000897	Ag002G174700, Ag002G174620, Ag005G408970	XP_006410988.1
OG0000900	Ag004G318270	XP_006417119.1
OG0000900	Ag004G318280	XP_006417118.1
OG0000901	Ag002G106430, Ag002G106470, Ag002G110090, Ag002G110360, Ag002G106760, Ag002G135500, Ag002G137030, Ag002G110470, Ag002G106810, Ag002G110430, Ag002G106860, Ag002G107110, Ag002G106330, Ag002G110030, Ag002G106310, Ag002G110010, Ag002G106320, Ag004G383690, Ag004G383680, Ag004G383700, Ag004G383670, Ag004G383660, Ag001G101940, Ag004G310630	XP_006414340.1
OG0000902	Ag005G448830, Ag006G499950, Ag006G556040, Ag004G380760, Ag006G500460	XP_006399001.1
OG0000903	Ag007G606890, Ag007G607170, Ag007G583600	XP_006395944.1, XP_024007248.1
OG0000904	Ag007G604670	XP_006399530.1
OG0000904	Ag003G270500	XP_006412569.1
OG0000905	Ag007G604440	XP_006399520.1
OG0000906	Ag008G732010	XP_006394097.1
OG0000906	Ag007G604020	XP_006399489.1
OG0000907	Ag006G574330, Ag002G110330, Ag002G106670	XP_006414083.1
OG0000908	Ag003G295200	XP_024005520.1
OG0000908	Ag003G289930, Ag001G092530, Ag004G376260, Ag002G120590, Ag005G420800, Ag005G483400	XP_006408056.1
OG0000908	Ag006G521610	XP_024014298.1
OG0000909	Ag007G621310	XP_006400152.2
OG0000910	Ag008G711170, Ag003G236540	XP_024012486.1, XP_024012341.1
OG0000910	Ag008G711150, Ag008G711120, Ag003G236560	XP_006400878.1
OG0000911	Ag002G133270, Ag002G133320, Ag001G062160	XP_006404009.1
OG0000912	Ag006G510040	XP_006396468.1
OG0000912	Ag002G176780, Ag004G300100	XP_006418281.1
OG0000913	Ag004G344730	XP_024004264.1
OG0000914	Ag005G486360	XP_024014397.1, XP_006405578.1
OG0000915	Ag001G070720	XP_006403753.1
OG0000915	Ag002G166980	XP_006410817.1
OG0000916	Ag004G320820, Ag004G320800	XP_024008067.1
OG0000917	Ag004G317260	XP_006417160.1
OG0000918	Ag002G120930, Ag002G115470, Ag006G560620	XP_006398085.1, XP_006398086.2
OG0000920	Ag001G003940	XP_006392730.1
OG0000921	Ag001G018380	XP_006393230.1
OG0000921	Ag001G018330	XP_024006180.1
OG0000921	Ag001G018360, Ag001G018970	XP_006393229.1
OG0000922	Ag006G509700, Ag001G082520, Ag005G427430	XP_024014047.1
OG0000923	Ag004G387270, Ag004G392580, Ag004G387190, Ag004G392440, Ag004G387200, Ag004G392470, Ag004G392480, Ag004G392490, Ag004G387180, Ag004G392560, Ag004G392650, Ag004G387380, Ag004G392640, Ag004G387370	XP_006402192.1
OG0000924	Ag005G412730	XP_006414050.1, XP_006412012.2, XP_024016468.1
OG0000925	Ag005G450200	XP_024015972.1, XP_024014406.1, XP_024004028.1
OG0000925	Ag005G450210	XP_024014140.1, XP_024009178.1, XP_024010436.1
OG0000930	Ag005G404930	XP_024016000.1
OG0000930	Ag003G257690	XP_024005493.1
OG0000931	Ag001G080410	XP_006403036.1
OG0000931	Ag005G478820	XP_006407764.1
OG0000931	Ag005G473850	XP_006407470.1
OG0000932	Ag002G171550	XP_006410909.1
OG0000932	Ag005G472050	XP_006407392.1
OG0000933	Ag008G681890	XP_006401834.1
OG0000933	Ag007G585580	XP_024005825.1
OG0000934	Ag016G742490	XP_024005674.1
OG0000935	Ag002G129910	XP_006396608.1
OG0000935	Ag006G564030	XP_006413813.1
OG0000936	Ag006G565840	XP_006413755.1
OG0000937	Ag006G544390, Ag006G543190	XP_006413487.1
OG0000938	Ag003G292310	XP_006411757.1
OG0000938	Ag003G294240	XP_006411756.2
OG0000939	Ag007G584600	XP_006404586.1
OG0000939	Ag006G521150	XP_006411687.1, XP_006411704.1
OG0000940	Ag005G425360	XP_006396145.1
OG0000940	Ag003G286800	XP_006412056.1
OG0000941	Ag001G037490	XP_006414783.1
OG0000941	Ag004G304180	XP_006418018.1
OG0000945	Ag005G483760, Ag005G483840	XP_024015296.1
OG0000946	Ag006G491470	XP_006398605.1
OG0000947	Ag007G619340	XP_006400087.1
OG0000947	Ag005G489830	XP_006408433.1
OG0000950	Ag007G635230	XP_006394916.2
OG0000952	Ag002G197770	XP_024006529.1
OG0000952	Ag008G704670, Ag003G213670	XP_006389979.1
OG0000953	Ag001G060070	XP_006404055.1
OG0000954	Ag005G450110	XP_006406504.1
OG0000954	Ag005G450090	XP_024008706.1
OG0000955	Ag001G006030	XP_006397441.2, XP_024010654.1
OG0000957	Ag002G128100, Ag008G674560	XP_006397357.2, XP_024010570.1
OG0000958	Ag004G375200, Ag004G376640, Ag004G382490	XP_006392015.1, XP_006392012.1, XP_024013461.1, XP_006392018.1, XP_024005349.1, XP_024005254.1, XP_006392258.2
OG0000962	Ag007G650200	XP_006405564.1
OG0000963	Ag006G493250	XP_006398698.1
OG0000963	Ag005G477250	XP_006407680.2
OG0000964	Ag001G041470	XP_006402242.1, XP_024011808.1
OG0000965	Ag006G571620	XP_006413992.1
OG0000966	Ag006G570820, Ag006G570790	XP_006413970.1
OG0000966	Ag006G571080, Ag006G571000, Ag006G571070, Ag006G571040	XP_024004745.1
OG0000967	Ag006G534460	XP_006403044.2
OG0000967	Ag003G215100	XP_006390025.1
OG0000967	Ag004G338710	XP_006416221.1
OG0000968	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730	XP_006405829.1
OG0000968	Ag007G646160	XP_006405831.1
OG0000969	Ag002G126600, Ag002G126610	XP_006398072.1
OG0000970	Ag008G734440	XP_024007211.1
OG0000971	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720	XP_006408228.1
OG0000972	Ag005G482730, Ag001G085130, Ag005G482780	XP_006408019.1
OG0000973	Ag005G482050	XP_006407971.1
OG0000974	Ag007G655720	XP_024014800.1, XP_006410809.1
OG0000975	Ag004G332690, Ag004G332610	XP_006416465.1
OG0000977	Ag002G104830	XP_006404423.1
OG0000978	Ag001G000370	XP_006419014.1
OG0000979	Ag001G030400	XP_006414452.1
OG0000979	Ag001G032290	XP_006414453.2
OG0000980	Ag002G204480, Ag002G204510, Ag002G205410, Ag002G205470, Ag002G205530, Ag002G205600, Ag002G205520, Ag002G205460, Ag002G205590, Ag002G204530, Ag002G204460, Ag002G204490, Ag005G486030, Ag005G486040, Ag005G486050	XP_006413355.2, XP_024010861.1
OG0000980	Ag007G644970	XP_024014392.1
OG0000983	Ag008G715890, Ag008G715860, Ag008G715790, Ag008G715650	XP_006400722.1
OG0000986	Ag004G401100, Ag003G268150	XP_006401257.1, XP_024016582.1, XP_006412618.2
OG0000988	Ag006G501550	XP_024012037.1
OG0000990	Ag006G575920, Ag002G116550	XP_006398337.1
OG0000991	Ag006G540660	XP_006415126.1
OG0000991	Ag006G540650	XP_006415125.1
OG0000991	Ag006G540640	XP_006415124.1
OG0000992	Ag006G521790	XP_006404632.1
OG0000992	Ag003G295070	XP_006411736.1
OG0000993	Ag005G426760	XP_006418614.1
OG0000993	Ag005G479520	XP_006395196.1
OG0000994	Ag007G592850	XP_006414624.2
OG0000994	Ag007G592860	XP_024003736.1
OG0000995	Ag007G590980	XP_006410286.1
OG0000995	Ag004G304920	XP_006399686.1
OG0000996	Ag004G305800	XP_006417891.1
OG0000997	Ag005G486060	XP_006417122.1
OG0000998	Ag002G182950	XP_006411198.1
OG0000998	Ag001G078690	XP_006403453.2
OG0001000	Ag007G615900, Ag007G615960	XP_006399999.1
OG0001000	Ag004G346220, Ag005G417250	XP_006409382.1
OG0001001	Ag008G720120, Ag004G378400, Ag008G720060, Ag008G720070	XP_006394843.1, XP_006394844.1, XP_006394842.2
OG0001002	Ag005G469530, Ag005G469570	XP_006407232.1, XP_006392614.1
OG0001003	Ag005G462850	XP_006406928.1
OG0001003	Ag001G008110	XP_006392900.1
OG0001004	Ag002G185100	XP_006411262.1
OG0001008	Ag003G257270	XP_006412858.1
OG0001008	Ag003G257150	XP_006412859.1
OG0001009	Ag003G272930	XP_006412817.1
OG0001009	Ag003G258530	XP_006412818.1
OG0001010	Ag007G578710	XP_006415284.1
OG0001010	Ag002G164050	XP_006410718.1
OG0001011	Ag007G578540, Ag007G578530	XP_006415251.1, XP_006415253.1, XP_024005694.1
OG0001012	Ag004G367190	XP_006392392.1
OG0001012	Ag004G310400	XP_006417559.1
OG0001013	Ag004G334210, Ag004G334230	XP_024009737.1
OG0001015	Ag007G585540, Ag004G399030, Ag004G399130, Ag004G401170	XP_006413288.1
OG0001016	Ag007G606390	XP_006399610.1
OG0001016	Ag008G721070	XP_024006755.1
OG0001017	Ag008G733230, Ag008G733300	XP_006394009.1
OG0001017	Ag007G605060	XP_024012414.1
OG0001018	Ag007G601520	XP_006399351.1, XP_006394627.1
OG0001019	Ag006G577240	XP_006414205.1
OG0001020	Ag006G576710	XP_006414175.1
OG0001020	Ag002G119270	XP_006398367.1
OG0001021	Ag001G098280	XP_006402322.1
OG0001021	Ag002G206470	XP_006397982.1
OG0001022	Ag007G616300, Ag007G616230	XP_006400007.2
OG0001022	Ag001G097170	XP_006402386.1
OG0001023	Ag008G713060	XP_006400809.1
OG0001024	Ag007G591110	XP_024004107.1
OG0001025	Ag004G305870	XP_006417883.1
OG0001025	Ag007G592200	XP_006410167.1
OG0001026	Ag005G490440	XP_024015667.1
OG0001026	Ag007G617280	XP_024011793.1
OG0001027	Ag004G316930	XP_024008075.1
OG0001027	Ag004G317700, Ag004G317680, Ag004G317670, Ag004G317560, Ag004G317650	XP_006409385.2
OG0001028	Ag002G181060	XP_024016670.1
OG0001028	Ag001G077340	XP_006403488.1
OG0001029	Ag004G338100	XP_006416251.1
OG0001029	Ag003G216820	XP_006390069.1
OG0001030	Ag003G225590	XP_006390290.1
OG0001031	Ag004G333350	XP_006416446.1
OG0001031	Ag003G224310	XP_006390275.1
OG0001032	Ag003G219910	XP_006390172.1
OG0001032	Ag001G065830, Ag004G335930	XP_006416338.1
OG0001033	Ag001G086010	XP_006415855.1
OG0001033	Ag002G125260	XP_024008009.1, XP_006415853.1
OG0001034	Ag003G241620	XP_006416108.1
OG0001035	Ag004G398770	XP_006403431.1
OG0001035	Ag005G485720, Ag005G485730, Ag005G485740	XP_006405253.1
OG0001036	Ag003G213190, Ag003G213200	XP_006389965.1
OG0001037	Ag003G210580	XP_006389848.1
OG0001037	Ag006G570330, Ag005G477620	XP_024016299.1
OG0001039	Ag001G025920	XP_006393431.1
OG0001039	Ag005G457580	XP_006406715.1
OG0001040	Ag001G010610	XP_024006239.1
OG0001040	Ag005G442290, Ag005G443580	XP_006406299.1
OG0001041	Ag006G563530	XP_006404428.2
OG0001041	Ag001G053920	XP_006404362.1
OG0001043	Ag001G010130, Ag001G010170	XP_006392986.1
OG0001043	Ag001G010100	XP_024006311.1
OG0001044	Ag001G078590	XP_006403459.1
OG0001044	Ag002G182360, Ag002G182330	XP_006411190.1
OG0001045	Ag003G229490, Ag003G227370, Ag003G227510, Ag003G227560	XP_024009394.1
OG0001046	Ag004G360860	XP_024011206.1, XP_024016343.1
OG0001048	Ag006G500370	XP_024012595.1
OG0001048	Ag006G499720, Ag006G499410, Ag006G499420	XP_006399676.1
OG0001051	Ag005G417440	XP_006409392.1
OG0001051	Ag003G283300	XP_024005704.1
OG0001052	Ag003G284530, Ag003G283870	XP_006412136.1, XP_006412135.1, XP_006412134.1
OG0001053	Ag004G368540	XP_006392309.1
OG0001053	Ag004G310950	XP_006417513.1
OG0001054	Ag004G377770, Ag001G023070, Ag004G377790	XP_006391959.1
OG0001055	Ag004G342720, Ag004G342750, Ag004G342760	XP_006418637.1, XP_006395675.1
OG0001056	Ag005G475450	XP_006407564.1
OG0001057	Ag004G381450	XP_006413046.1
OG0001057	Ag002G203230	XP_006401614.1
OG0001058	Ag003G286850	XP_006412051.1
OG0001059	Ag002G102850	XP_006398155.1
OG0001059	Ag008G704200, Ag006G569720	XP_024005902.1
OG0001060	Ag001G037950	XP_006414844.2
OG0001060	Ag005G432380	XP_006418835.1
OG0001061	Ag005G436340	XP_006406103.1
OG0001061	Ag001G036430	XP_006414692.2
OG0001062	Ag008G734190	XP_006393937.1
OG0001063	Ag001G022580, Ag005G482770, Ag008G663460, Ag004G382980, Ag005G482720, Ag005G436860	XP_006408018.1
OG0001064	Ag002G170730	XP_006410883.1
OG0001064	Ag001G072080	XP_006403711.1
OG0001065	Ag002G171290	XP_006410901.1
OG0001065	Ag001G072550	XP_024013659.1
OG0001066	Ag002G171350	XP_006410902.1
OG0001066	Ag001G072590	XP_006403686.1
OG0001067	Ag003G212210	XP_006389932.1
OG0001067	Ag004G325430	XP_024009093.1
OG0001068	Ag005G484940	XP_006408150.2
OG0001068	Ag003G239880	XP_006390664.2, XP_006390668.1
OG0001069	Ag003G227650	XP_006390354.1
OG0001069	Ag004G332070	XP_006416513.1
OG0001070	Ag003G247160	XP_006415877.1
OG0001070	Ag005G415800	XP_006409304.2
OG0001071	Ag004G319670	XP_006417054.1
OG0001072	Ag005G457860, Ag004G381180, Ag002G184210, Ag006G495420, Ag008G723360	XP_006394649.1
OG0001073	Ag002G121140, Ag002G115220, Ag007G581390	XP_006405127.1
OG0001073	Ag005G456010	XP_006404711.1
OG0001074	Ag003G228760, Ag003G228720	XP_006390380.1
OG0001075	Ag005G462970	XP_006406941.1, XP_006406942.1
OG0001076	Ag005G475140, Ag001G056780	XP_006396860.1
OG0001077	Ag003G273100, Ag003G273050, Ag003G273070, Ag003G273110, Ag003G272850, Ag003G272960, Ag003G272800	XP_006412513.1
OG0001084	Ag005G403690	XP_006408982.1
OG0001084	Ag003G254320	XP_006412949.1
OG0001085	Ag005G405350	XP_024016016.1
OG0001085	Ag003G257840	XP_006412842.1
OG0001086	Ag003G276320	XP_006412360.1
OG0001087	Ag003G282330	XP_006412201.1
OG0001087	Ag003G282350	XP_006412200.2
OG0001089	Ag008G678430	XP_006395338.1
OG0001089	Ag008G728030, Ag004G349920	XP_006395339.1
OG0001090	Ag002G176920	XP_006403973.2
OG0001090	Ag007G587410	XP_006403198.1, XP_006403200.1
OG0001090	Ag001G063180	XP_024013748.1
OG0001091	Ag008G691170	XP_006404210.1
OG0001091	Ag008G677410	XP_006402040.1
OG0001092	Ag006G505480	XP_024012163.1, XP_006401415.1
OG0001092	Ag006G505510, Ag006G504320, Ag006G505500, Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520	XP_024012164.1
OG0001093	Ag008G719510	XP_006400491.1
OG0001093	Ag007G609150	XP_024011474.1
OG0001094	Ag007G604040	XP_006399493.1
OG0001094	Ag008G732610	XP_006394063.1
OG0001095	Ag001G020780, Ag001G020940	XP_006414999.1
OG0001096	Ag001G086120	XP_006402813.1
OG0001096	Ag002G192900	XP_006411469.1
OG0001097	Ag008G707580	XP_006401007.1
OG0001098	Ag008G733600	XP_006393985.1
OG0001099	Ag003G271730, Ag004G298420	XP_006418419.1
OG0001099	Ag006G515610	XP_006396305.2
OG0001100	Ag007G589140, Ag007G589200, Ag007G589130, Ag007G589190	XP_024003657.1
OG0001101	Ag007G614670	XP_006399976.2
OG0001101	Ag002G125370, Ag005G476370, Ag008G708680, Ag004G356080	XP_024006212.1
OG0001102	Ag005G489810	XP_006408431.1
OG0001102	Ag007G619710	XP_024011974.1
OG0001104	Ag007G637790, Ag005G484730	XP_006395007.1, XP_006408135.1
OG0001105	Ag003G209360	XP_006389815.1
OG0001105	Ag004G323900	XP_006416878.1
OG0001106	Ag004G325680	XP_006416763.1
OG0001106	Ag003G212520	XP_006389951.1
OG0001107	Ag004G328670	XP_006416658.1
OG0001107	Ag003G236980	XP_006390579.1
OG0001108	Ag003G229540	XP_006390397.1
OG0001108	Ag004G331110	XP_006416556.1
OG0001109	Ag003G217700, Ag003G217610, Ag003G217570	XP_006390081.1
OG0001110	Ag004G347160, Ag004G347010	XP_006390946.1
OG0001110	Ag003G243550	XP_006416006.1
OG0001111	Ag004G355900	XP_006391280.1
OG0001111	Ag008G726950	XP_006415766.1, XP_006394435.2
OG0001112	Ag002G130780	XP_006395090.1, XP_024006839.1, XP_024014263.1
OG0001113	Ag006G505670	XP_006399163.1
OG0001113	Ag006G505620	XP_006399162.1
OG0001115	Ag003G239710	XP_006390657.1
OG0001115	Ag004G327150	XP_006416715.1
OG0001116	Ag001G010770	XP_006393034.1
OG0001116	Ag005G442620, Ag005G443770	XP_006406310.1
OG0001117	Ag001G032630, Ag001G032740	XP_006414458.1
OG0001117	Ag001G032580, Ag001G032620	XP_006414457.1
OG0001119	Ag001G007860	XP_006413671.1, XP_024014424.1, XP_006413659.2
OG0001120	Ag003G286910	XP_024005340.1
OG0001120	Ag005G414500	XP_006409247.2
OG0001121	Ag008G693860, Ag008G694200	XP_024011192.1, XP_006401532.1, XP_006401530.1, XP_024011191.1
OG0001124	Ag005G407270	XP_024016493.1
OG0001124	Ag003G251080	XP_006413108.1
OG0001125	Ag007G579160	XP_006415326.1
OG0001127	Ag004G321030	XP_006416997.1
OG0001127	Ag003G225890	XP_006395812.1
OG0001128	Ag004G318380	XP_006417112.1
OG0001129	Ag006G514020	XP_006395323.1, XP_006395321.1, XP_006395324.1
OG0001130	Ag008G674550	XP_006395251.1
OG0001130	Ag007G647640	XP_006405697.1
OG0001131	Ag008G702130	XP_006401225.1
OG0001132	Ag006G494530	XP_006398754.1
OG0001132	Ag005G476670	XP_006407647.1
OG0001133	Ag003G250820, Ag008G694900	XP_006413134.1, XP_006401487.1, XP_006401485.1
OG0001134	Ag007G611750, Ag007G611740	XP_006399834.1, XP_006399835.1
OG0001135	Ag007G603720	XP_006399480.1
OG0001136	Ag006G576750	XP_006414179.1
OG0001136	Ag002G120100	XP_006398374.1
OG0001137	Ag002G103820	XP_006398206.1
OG0001137	Ag006G571520	XP_024005917.1
OG0001138	Ag006G553570	XP_006413679.1
OG0001138	Ag005G490060, Ag003G279670	XP_006408452.2
OG0001138	Ag002G140620	XP_024010191.1
OG0001139	Ag007G583870	XP_006415711.1
OG0001139	Ag003G247010, Ag004G374810	XP_024008456.1
OG0001140	Ag003G287800	XP_024004591.1, XP_006409224.1
OG0001141	Ag001G052110	XP_024009698.1, XP_024009519.1
OG0001142	Ag005G437730	XP_006406143.1
OG0001142	Ag001G035250	XP_006414639.1
OG0001143	Ag002G201140	XP_024010812.1
OG0001143	Ag001G093220	XP_006402568.1
OG0001144	Ag001G092190	XP_006402622.2
OG0001144	Ag002G199410	XP_024010762.1
OG0001145	Ag005G483630	XP_024015295.1
OG0001145	Ag005G483750, Ag005G483770, Ag005G483830	XP_006408076.1
OG0001146	Ag008G730280, Ag002G191440	XP_006411427.1
OG0001147	Ag004G381030	XP_006391820.1
OG0001148	Ag002G105850, Ag007G603010	XP_006399454.1
OG0001149	Ag001G067640	XP_024013530.1
OG0001149	Ag001G099510	XP_024007376.1
OG0001150	Ag007G621120	XP_006400143.2
OG0001150	Ag005G489140	XP_006408406.1
OG0001151	Ag005G480860	XP_006407906.1
OG0001152	Ag001G081200	XP_006402998.1
OG0001152	Ag002G187340	XP_024016664.1
OG0001153	Ag002G166760	XP_006410805.1
OG0001154	Ag003G227190	XP_024012053.1
OG0001154	Ag004G332220	XP_006416503.1
OG0001155	Ag003G222900	XP_024011243.1
OG0001155	Ag004G333860	XP_006416421.1
OG0001156	Ag003G242280	XP_006416074.1
