Orthogroup	Alyssum_gmelinii	Brassica_rapa
OG0000662	Ag007G620020	XP_009126071.1, XP_009121539.1
OG0000663	Ag003G217300	XP_009103050.1, XP_033132851.1, XP_009109858.1
OG0000663	Ag003G214980	XP_009105349.1, XP_009127589.1
OG0000664	Ag003G292180	XP_009126224.2, XP_033141429.1
OG0000665	Ag002G180810, Ag002G180900, Ag002G181420, Ag002G181430, Ag002G180890	XP_009152013.1, XP_009152014.1
OG0000669	Ag002G198700	XP_009142992.1, XP_009142247.2, XP_018513612.1
OG0000670	Ag006G546870, Ag006G541940	XP_009137364.2, XP_009137367.1, XP_009137227.1, XP_009116815.2, XP_018509544.2, XP_033132928.1
OG0000670	Ag006G541990, Ag006G546890	XP_009137236.1
OG0000671	Ag008G705010	XP_009139821.1, XP_009139831.1, XP_033145949.1, XP_009140207.1
OG0000672	Ag002G160390	XP_009132979.1, XP_009143793.1, XP_009141364.2
OG0000672	Ag007G582230	XP_009115256.1
OG0000673	Ag008G664730	XP_009152110.1, XP_033128899.1, XP_033128897.1
OG0000673	Ag006G516210, Ag006G516250	XP_033142071.1, XP_009133984.1
OG0000674	Ag004G299810	XP_009111182.2, XP_009119610.2
OG0000674	Ag002G206050	XP_009118697.1, XP_009142519.2
OG0000674	Ag006G511330	XP_009111298.1
OG0000675	Ag004G324290, Ag007G589930	XP_009149029.1, XP_009110466.1, XP_009117793.1, XP_009132842.1
OG0000676	Ag001G079670	XP_018510682.2
OG0000676	Ag003G231740	XP_009106087.1, XP_009104770.1, XP_009128039.2
OG0000677	Ag003G243870	XP_009103118.1
OG0000677	Ag002G181950	XP_009103117.1
OG0000678	Ag001G087100, Ag001G087140, Ag001G087150	XP_033133642.1, XP_033133691.1, XP_033133968.1
OG0000685	Ag003G258220	XP_009137849.2, XP_009128647.1
OG0000686	Ag003G274320, Ag003G274240, Ag003G274220, Ag003G274380	XP_009138241.1, XP_009108772.2, XP_009108771.2
OG0000687	Ag001G101910	XP_009136779.1, XP_009146162.2
OG0000687	Ag002G201230	XP_009104091.1, XP_009133709.1
OG0000688	Ag005G448250	XP_009101264.1, XP_009129159.1, XP_033141019.1
OG0000689	Ag004G340600, Ag004G324900, Ag006G539290, Ag001G070650, Ag006G536730, Ag004G391630	XP_009134165.1, XP_009114767.1, XP_009145157.1, XP_009113572.3
OG0000690	Ag002G147430, Ag004G330480	XP_033139897.1, XP_033131833.1, XP_033131648.1
OG0000691	Ag002G180700	XP_009114784.1
OG0000691	Ag002G180730	XP_009133356.2, XP_033145598.1, XP_033145592.1, XP_009143327.1
OG0000692	Ag001G088660	XP_009138937.1, XP_009116558.1, XP_009116559.1, XP_009104171.1
OG0000692	Ag002G195500	XP_009142877.1
OG0000693	Ag001G079660	XP_009116275.2, XP_009139140.2
OG0000695	Ag003G232910	XP_009106065.1
OG0000696	Ag005G461870	XP_009107138.2, XP_009144855.1, XP_009147697.1, XP_009146170.1, XP_009135475.1
OG0000697	Ag001G012780	XP_033129843.1
OG0000697	Ag001G010900, Ag001G010890, Ag001G010850, Ag001G010880, Ag001G010870	XP_018515541.1
OG0000699	Ag002G179280	XP_009133325.1
OG0000699	Ag002G196710	XP_018511597.1, XP_009144401.1, XP_009142183.1
OG0000700	Ag007G594640, Ag007G594650, Ag004G398280	XP_009124394.1, XP_033145137.1, XP_033145138.1, XP_009144398.2
OG0000702	Ag007G614120	XP_033141368.1, XP_009121658.2, XP_009131410.2
OG0000702	Ag001G100530	XP_009147447.1
OG0000703	Ag006G496220	XP_009122681.1
OG0000703	Ag002G167340	XP_009141596.2
OG0000703	Ag001G070770	XP_009125243.2
OG0000704	Ag006G569790, Ag003G210480	XP_009133184.1, XP_009133165.2, XP_009137017.2
OG0000704	Ag002G102910	XP_009128761.1
OG0000705	Ag002G198090	XP_009144085.1, XP_009142969.1
OG0000705	Ag002G198070	XP_009142226.1
OG0000706	Ag008G721120	XP_009129973.1
OG0000707	Ag001G062860	XP_009115762.1
OG0000707	Ag004G353720, Ag007G580120	XP_009127619.1
OG0000708	Ag004G314140	XP_009118185.2
OG0000708	Ag004G314890	XP_009108562.1, XP_009110733.1, XP_009140500.2
OG0000709	Ag001G066950	XP_018509681.1, XP_009115843.1
OG0000710	Ag001G059480, Ag001G059730, Ag004G318880, Ag004G318840, Ag004G318870	XP_009148668.1, XP_033128179.1, XP_033134915.1, XP_018510377.2, XP_018510527.2, XP_009117974.1, XP_009118029.1
OG0000711	Ag002G125890, Ag002G125870	XP_033145483.1, XP_009139957.1
OG0000712	Ag003G278300	XP_033135275.1
OG0000712	Ag003G278470, Ag003G278450	XP_009125684.1
OG0000714	Ag004G357710	XP_033140234.1
OG0000714	Ag004G357600	XP_018509195.1
OG0000715	Ag002G142060, Ag002G142110	XP_009114618.1, XP_009134272.1
OG0000717	Ag004G336060, Ag004G336200	XP_009103307.2, XP_009103306.1, XP_009110196.1, XP_009149590.1
OG0000718	Ag005G472310	XP_009121182.1
OG0000718	Ag006G491180	XP_033139745.1, XP_009130626.1
OG0000719	Ag008G710150	XP_009126643.1, XP_009120506.1, XP_009120505.1, XP_009131966.1
OG0000719	Ag004G312250	XP_009144432.1, XP_009148397.1
OG0000720	Ag001G097830	XP_033131562.1, XP_009115870.1
OG0000720	Ag006G512230	XP_009102816.1, XP_033140189.1
OG0000720	Ag002G205950	XP_009118750.1
OG0000721	Ag005G459980	XP_033148600.1
OG0000722	Ag004G348100	XP_009127758.2, XP_009104985.1, XP_009105641.2
OG0000722	Ag004G320160	XP_009110550.1, XP_009148716.1
OG0000723	Ag007G634210	XP_009129919.1, XP_009111696.1, XP_009151135.1
OG0000724	Ag001G077960, Ag001G078240	XP_009139357.2, XP_033146550.1, XP_033146548.1, XP_033146544.1
OG0000726	Ag003G289900, Ag003G289890, Ag003G289940, Ag003G289950, Ag003G289880	XP_033147922.1
OG0000727	Ag004G311690	XP_009144457.1
OG0000730	Ag008G662080	XP_009114166.2, XP_009114171.1, XP_009129102.2, XP_009152206.2
OG0000730	Ag004G319370	XP_018508167.2, XP_009148685.1, XP_009117944.1
OG0000731	Ag002G163690	XP_009152073.2, XP_009129563.3
OG0000732	Ag008G700510	XP_009126921.1
OG0000732	Ag001G070420	XP_009148743.1
OG0000733	Ag002G137060, Ag002G135110	XP_033129355.1
OG0000733	Ag002G137050, Ag002G135120, Ag004G339380	XP_033144961.1
OG0000735	Ag008G697430	XP_018511038.1
OG0000735	Ag008G697250, Ag008G697240	XP_033139644.1
OG0000736	Ag007G604430	XP_009122071.1, XP_009131149.1
OG0000736	Ag003G293400	XP_009138550.2
OG0000737	Ag003G294680, Ag003G294670	XP_009101871.1
OG0000737	Ag003G294650, Ag003G294710, Ag003G294660	XP_009101870.1
OG0000738	Ag007G588590	XP_009143902.1, XP_018512685.2, XP_009132883.2
OG0000738	Ag007G588580, Ag007G588310	XP_009141304.1
OG0000739	Ag004G301750	XP_009111137.3, XP_009119352.2
OG0000739	Ag005G435420	XP_009108082.1
OG0000741	Ag005G469130	XP_009135307.1
OG0000741	Ag008G699450	XP_033144542.1
OG0000741	Ag001G002100	XP_009103725.1, XP_009106876.1
OG0000742	Ag006G528380	XP_033138842.1, XP_033129922.1, XP_033138930.1, XP_033138929.1
OG0000749	Ag004G317890	XP_009152111.1
OG0000750	Ag006G551030	XP_033145642.1
OG0000750	Ag004G399610	XP_009113004.1
OG0000751	Ag006G496740	XP_009130786.1, XP_009125523.1, XP_009150486.1, XP_033134796.1, XP_009122664.2
OG0000752	Ag008G721560, Ag008G721500, Ag008G721520, Ag008G721540	XP_009111649.1, XP_033140466.1, XP_009151025.1, XP_009151026.1
OG0000752	Ag007G605650	XP_009131181.1
OG0000753	Ag002G128370, Ag002G128380	XP_033141254.1, XP_009123045.1, XP_009145056.2
OG0000754	Ag007G613800	XP_009107648.1
OG0000754	Ag004G353960	XP_009136205.1, XP_009112251.2, XP_009123167.1
OG0000755	Ag004G376610, Ag004G376590	XP_009104875.3
OG0000755	Ag002G131700	XP_033135546.1, XP_009114502.1
OG0000755	Ag002G131620, Ag002G131610	XP_009114508.1
OG0000755	Ag002G131660	XP_009114501.1, XP_009144518.1
OG0000757	Ag006G493060	XP_009141676.1
OG0000758	Ag003G210220	XP_009106716.1, XP_009128391.1
OG0000758	Ag007G589920	XP_009144015.1
OG0000758	Ag004G324280	XP_009149028.1
OG0000759	Ag007G593400	XP_009132709.1
OG0000759	Ag004G306430	XP_009118992.3, XP_018510674.2, XP_009110956.2
OG0000760	Ag001G081250	XP_009139107.1, XP_009116338.1
OG0000763	Ag001G003920, Ag001G003930	XP_009107058.1, XP_009106949.1, XP_009106947.1, XP_009107056.1
OG0000763	Ag001G003910, Ag004G328880	XP_009147560.1, XP_009147557.1, XP_033133353.1
OG0000764	Ag001G013630, Ag001G013620, Ag001G013660, Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620	XP_009147811.2, XP_009147833.2
OG0000767	Ag001G089180, Ag001G089090, Ag007G612750, Ag007G612830, Ag001G088930, Ag001G088910, Ag001G089070	XP_009104006.1
OG0000772	Ag003G267510	XP_009151865.1, XP_033140743.1, XP_009111599.1
OG0000773	Ag004G394430, Ag004G389460, Ag004G348380	XP_009105516.1, XP_009127750.1, XP_009104992.1, XP_009110049.1, XP_009111611.1
OG0000774	Ag001G022910, Ag005G448320	XP_009137585.1, XP_009109180.2, XP_009142147.2
OG0000775	Ag006G498090	XP_009135111.1
OG0000776	Ag002G184710	XP_009133397.1
OG0000776	Ag005G477920	XP_009123454.1, XP_009146942.1, XP_009135066.2
OG0000777	Ag001G003290	XP_009107080.1, XP_009106912.1
OG0000778	Ag007G611550	XP_009125904.1
OG0000779	Ag006G553060	XP_009135828.1, XP_009137252.1
OG0000779	Ag002G141210	XP_009114601.1
OG0000779	Ag002G141250, Ag002G141270	XP_033136512.1
OG0000780	Ag003G293540	XP_009127742.1
OG0000780	Ag007G604330	XP_009125321.1
OG0000781	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280	XP_009133642.2, XP_009133637.2, XP_033142578.1, XP_009142974.1
OG0000781	Ag002G198340	XP_009142972.2
OG0000783	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090	XP_009131855.1, XP_009120690.1, XP_009120689.2, XP_009126521.2
OG0000784	Ag008G714380	XP_009131883.1
OG0000785	Ag003G276620	XP_009108808.1, XP_009123518.1
OG0000785	Ag006G498840, Ag006G498880	XP_009122572.1
OG0000786	Ag008G725380	XP_009130300.3
OG0000787	Ag005G471240, Ag005G471250, Ag005G471230	XP_018514801.1, XP_033148411.1
OG0000787	Ag005G471260	XP_033148417.1, XP_018513181.1
OG0000788	Ag010G740090, Ag001G049830	XP_033128496.1, XP_009107824.2
OG0000788	Ag008G712980	XP_009126582.2, XP_009120613.1
OG0000789	Ag003G211260	XP_009106677.1, XP_009128369.1, XP_009104523.2
OG0000789	Ag005G470590	XP_009135249.2, XP_009146585.2, XP_009124670.2
OG0000790	Ag001G004130, Ag001G004090, Ag001G004190, Ag001G004050, Ag001G004010	XP_033131859.1, XP_033131049.1
OG0000792	Ag001G085210	XP_033140794.1
OG0000793	Ag003G209890, Ag003G209930, Ag003G209960, Ag003G210170, Ag003G209820	XP_033140998.1, XP_009137118.2
OG0000794	Ag007G595980	XP_018513869.1, XP_033145155.1, XP_033145148.1, XP_033134889.1, XP_009102820.2
OG0000798	Ag006G577680, Ag001G101630	XP_009136806.2, XP_009136839.1
OG0000799	Ag004G376300	XP_033131136.1, XP_009110036.1, XP_033131861.1, XP_033130159.1, XP_033131728.1, XP_033133893.1, XP_033138373.1, XP_033144073.1
OG0000800	Ag008G690370	XP_009152168.1, XP_009151494.1
OG0000801	Ag005G475190	XP_009122576.1
OG0000801	Ag006G498690	XP_009130829.1
OG0000801	Ag005G475170, Ag005G475180	XP_009146826.1
OG0000802	Ag002G112540, Ag002G108540	XP_009101540.1
OG0000802	Ag007G580920	XP_009115183.1
OG0000802	Ag006G575050	XP_009131656.1
OG0000803	Ag006G563060, Ag006G569170	XP_009133224.2
OG0000803	Ag006G569180, Ag006G569200, Ag006G569220	XP_033142066.1
OG0000806	Ag002G199220	XP_009142259.1
OG0000806	Ag002G199270	XP_009124845.1
OG0000806	Ag002G199300	XP_009142260.1
OG0000806	Ag002G199250	XP_009143019.1
OG0000807	Ag002G199080	XP_009142253.1
OG0000807	Ag001G100850	XP_033134893.1, XP_033129641.1
OG0000807	Ag001G100840	XP_009134576.1, XP_009124050.1
OG0000808	Ag007G595150	XP_009140939.2, XP_009103712.1
OG0000808	Ag008G708220	XP_009132004.1
OG0000809	Ag003G245060	XP_009103102.1, XP_009115386.2, XP_009110029.1
OG0000810	Ag004G367530, Ag001G012880, Ag001G012860, Ag001G012870, Ag001G012830, Ag001G012840	XP_033128714.1
OG0000810	Ag001G012260	XP_033132399.1, XP_033128688.1, XP_033128693.1
OG0000812	Ag008G692690, Ag006G511510, Ag002G193170	XP_009150151.1, XP_009151947.1
OG0000813	Ag005G458660, Ag005G458480	XP_009135523.1
OG0000813	Ag005G458690, Ag005G458680	XP_033148597.1
OG0000814	Ag008G710920, Ag008G710800, Ag008G710860, Ag008G710790, Ag008G710810, Ag008G710960, Ag008G710870, Ag008G710740, Ag008G710660, Ag008G710750	XP_033140223.1, XP_009126623.1, XP_009121323.1
OG0000818	Ag003G252560	XP_009143909.2, XP_009143901.1
OG0000819	Ag005G475120	XP_009146823.1
OG0000819	Ag001G080990	XP_009103992.1, XP_009139111.1, XP_009116322.1
OG0000821	Ag008G681120	XP_009106994.2, XP_009132572.1, XP_009127263.1
OG0000823	Ag002G114240, Ag002G121920	XP_009101440.1, XP_009128949.1, XP_009114287.2
OG0000823	Ag006G577480	XP_009108330.1, XP_009136852.1, XP_009130695.1
OG0000824	Ag006G540590	XP_009123738.1
OG0000824	Ag002G147870	XP_009113614.1, XP_009128711.1
OG0000825	Ag001G095080	XP_009104323.1
OG0000825	Ag002G203240	XP_009133768.1, XP_009142670.2
OG0000826	Ag002G199420	XP_009143030.1, XP_009142262.2
OG0000827	Ag008G694260	XP_009120024.1
OG0000827	Ag006G491710, Ag006G491760	XP_033139781.1
OG0000828	Ag007G588830, Ag002G136950, Ag002G166470, Ag002G166850, Ag002G168170, Ag002G166440, Ag006G567320, Ag006G567300	XP_009133160.2
OG0000829	Ag007G625920	XP_009131598.1
OG0000830	Ag004G333900, Ag003G296810	XP_009149511.1, XP_033131956.1
OG0000830	Ag003G222850	XP_009106252.1
OG0000831	Ag004G334320	XP_009149529.2, XP_009103340.1
OG0000833	Ag005G465030	XP_009146320.2, XP_009146321.2, XP_009116594.2, XP_009135396.1, XP_009135398.1
OG0000833	Ag001G006220	XP_009147611.1
OG0000834	Ag005G453520	XP_033148795.1, XP_033148805.1
OG0000834	Ag001G023510	XP_009144995.1, XP_033128558.1
OG0000835	Ag005G451000	XP_009112131.1, XP_009135617.1, XP_009145825.1
OG0000835	Ag001G018880, Ag001G019140	XP_009107272.1, XP_009147873.1, XP_009145104.2
OG0000836	Ag001G083990	XP_009116429.1, XP_009117182.2, XP_009116431.1
OG0000836	Ag001G083970	XP_009104047.1
OG0000841	Ag001G101260	XP_033144773.1
OG0000841	Ag001G011490	XP_009118324.3, XP_018513835.1
OG0000842	Ag004G395740, Ag004G391230	XP_009152068.2, XP_009129559.1
OG0000842	Ag006G574950	XP_009121600.1
OG0000843	Ag007G592090	XP_009128469.1, XP_009108016.1
OG0000844	Ag005G476810	XP_009146912.2, XP_009135047.2, XP_033146973.1
OG0000844	Ag005G450870, Ag006G494100	XP_009122746.1, XP_009130738.1
OG0000845	Ag007G598590	XP_009134065.1
OG0000846	Ag003G276640, Ag007G625700	XP_009123591.1, XP_009138177.2
OG0000847	Ag007G603030, Ag007G603100	XP_033131649.1, XP_009122535.2
OG0000847	Ag008G731460	XP_009112141.1, XP_009130462.1, XP_033128184.1
OG0000848	Ag006G514940, Ag004G298770	XP_009118792.1, XP_009119670.1, XP_009111207.1
OG0000849	Ag002G203990	XP_009142437.1, XP_009142614.1
OG0000849	Ag006G515040	XP_009111393.1
OG0000849	Ag001G096130	XP_033134734.1
OG0000850	Ag001G094320	XP_009116794.1, XP_009116793.1
OG0000851	Ag002G192240	XP_009142777.2
OG0000851	Ag001G084910	XP_009139032.1, XP_033135962.1
OG0000852	Ag002G141430	XP_009144500.1, XP_009134282.1, XP_009135868.1, XP_009114610.2
OG0000853	Ag007G599280	XP_009134375.1, XP_009122199.1, XP_009122188.2
OG0000854	Ag007G595850, Ag007G595860	XP_033145166.1, XP_009103676.1
OG0000854	Ag004G307820	XP_009118398.1, XP_009110913.1, XP_009148049.1
OG0000855	Ag001G055520	XP_009149857.2, XP_033132775.1, XP_009150212.1
OG0000855	Ag001G012640, Ag001G012600, Ag008G728180	XP_009130227.2, XP_033136799.1, XP_009112096.3, XP_009151387.1
OG0000857	Ag001G054470	XP_009123209.1
OG0000857	Ag008G691830, Ag008G691890	XP_009149762.1, XP_009151778.1
OG0000860	Ag008G714050, Ag002G108580, Ag003G271750	XP_033142422.1, XP_009141321.1, XP_033141998.1, XP_009126873.1, XP_033142418.1, XP_009120634.1
OG0000861	Ag004G300180	XP_033148480.1, XP_033148481.1, XP_033148783.1
OG0000867	Ag004G358980	XP_009135860.2, NP_001289193.1, XP_009105202.1
OG0000868	Ag006G504890	XP_009122271.2, XP_009130948.2, XP_009125652.2
OG0000868	Ag005G472080	XP_009121086.2, XP_009135191.1, XP_009146672.2
OG0000869	Ag006G577470, Ag002G121910, Ag002G114230	XP_009136853.1, XP_009114288.1, XP_009128948.1, XP_009101441.1
OG0000870	Ag007G583530	XP_009109745.1, XP_009109746.1
OG0000870	Ag002G159030, Ag002G159010	XP_033133447.1, XP_033147677.1
OG0000871	Ag005G489180	XP_009147332.1, XP_009134679.1
OG0000871	Ag007G647160	XP_009139790.1, XP_009125075.2
OG0000872	Ag007G589670	XP_009141247.1
OG0000873	Ag007G631110	XP_009120979.2, XP_009134755.1, XP_009131657.1, XP_009124006.2, XP_009125004.1
OG0000875	Ag004G305710	XP_009119045.1
OG0000875	Ag004G300750, Ag004G300790, Ag004G300800, Ag004G300820, Ag004G300810, Ag006G570760	XP_009119544.1
OG0000875	Ag001G094480, Ag001G094570	XP_009116811.1
OG0000876	Ag005G409160	XP_009136399.1, XP_009136397.1
OG0000877	Ag003G274620	XP_009144072.1
OG0000878	Ag003G294060	XP_009125062.1, XP_009125280.3
OG0000879	Ag004G305730	XP_009118492.2, XP_009118490.2, XP_033136487.1, XP_033136486.1, XP_033136490.1
OG0000883	Ag003G282370	XP_009108713.1, XP_009138316.1, XP_009110285.2
OG0000884	Ag004G353370	XP_009127623.1, XP_033130272.1, XP_033131424.1
OG0000885	Ag004G339550	XP_009145340.1, XP_009110136.2, XP_009103236.2
OG0000885	Ag003G253370	XP_009137757.1
OG0000886	Ag002G158020	XP_009101818.1, XP_009123705.1
OG0000888	Ag001G088010	XP_009104146.1, XP_009116529.1, XP_009138958.1
OG0000888	Ag002G194610	XP_009142847.1, XP_009142071.1, XP_009133540.2
OG0000889	Ag001G078360	XP_009116231.1, XP_009103953.1, XP_009139171.2
OG0000889	Ag001G051830, Ag008G708230	XP_009120438.1
OG0000890	Ag001G073000	XP_009103879.1, XP_009116062.1
OG0000890	Ag002G172480	XP_009133182.1, XP_009141669.1, XP_009143485.1
OG0000891	Ag004G339540	XP_009103237.1, XP_009110138.1
OG0000892	Ag008G720590, Ag008G720600, Ag008G720630, Ag008G720610	XP_009151073.1, XP_009129961.1, XP_018510844.2, XP_033146797.1, XP_009135555.1
OG0000893	Ag008G722860, Ag008G722840	XP_009130084.1
OG0000893	Ag008G722910	XP_009139532.2, XP_009130083.1, XP_009141944.1
OG0000895	Ag008G694860	XP_009136124.1, XP_033137192.1, XP_033131073.1
OG0000897	Ag002G174700, Ag002G174620, Ag005G408970	XP_009133215.1
OG0000897	Ag001G073670, Ag001G073680	XP_033146942.1
OG0000900	Ag004G318270	XP_009117993.1
OG0000901	Ag002G106430, Ag002G106470, Ag002G110090, Ag002G110360, Ag002G106760, Ag002G135500, Ag002G137030, Ag002G110470, Ag002G106810, Ag002G110430, Ag002G106860, Ag002G107110, Ag002G106330, Ag002G110030, Ag002G106310, Ag002G110010, Ag002G106320, Ag004G383690, Ag004G383680, Ag004G383700, Ag004G383670, Ag004G383660, Ag001G101940, Ag004G310630	XP_033137268.1, XP_009145792.1, XP_009124841.1, XP_009145812.1
OG0000902	Ag005G448830, Ag006G499950, Ag006G556040, Ag004G380760, Ag006G500460	XP_009130880.1
OG0000903	Ag007G606890, Ag007G607170, Ag007G583600	XP_033146919.1
OG0000904	Ag003G270500	XP_009125304.2, XP_009131151.2, XP_009122062.2, XP_009108917.1, XP_009126736.2
OG0000905	Ag007G604440	XP_009122072.1
OG0000905	Ag008G732110, Ag008G732100, Ag008G732090, Ag008G732190, Ag008G732180	XP_009150573.1
OG0000906	Ag007G604020	XP_009122099.1, XP_009125334.1, XP_033142799.1
OG0000907	Ag006G574330, Ag002G110330, Ag002G106670	XP_009132011.1
OG0000908	Ag003G295200	XP_009101890.1
OG0000908	Ag003G289930, Ag001G092530, Ag004G376260, Ag002G120590, Ag005G420800, Ag005G483400	XP_009147223.1
OG0000908	Ag006G521610	XP_009117380.1
OG0000909	Ag001G038920	XP_009139627.1
OG0000909	Ag007G621310	XP_009121507.1, XP_009131529.1
OG0000910	Ag008G711170, Ag003G236540	XP_009120532.1, XP_018510757.1
OG0000910	Ag008G711150, Ag008G711120, Ag003G236560	XP_033140224.1
OG0000912	Ag006G510040	XP_009134424.1, XP_009111273.1
OG0000913	Ag003G241770	XP_009103183.2, XP_009110108.1, XP_009115545.2, XP_009104949.1
OG0000913	Ag004G344730	XP_009105729.1, XP_009127813.2
OG0000914	Ag005G486360	XP_033134193.1, XP_009134748.1
OG0000915	Ag001G070720	XP_009115989.2, XP_009125239.2, XP_009148749.1
OG0000915	Ag002G166980	XP_033146123.1, XP_009143588.1, XP_009133081.1
OG0000916	Ag002G131950	XP_009149304.1
OG0000917	Ag004G317260	XP_009110600.1, XP_009140378.1, XP_009140379.2, XP_009112493.1, XP_009118033.1
OG0000917	Ag004G317230, Ag004G317250	XP_009110601.1, XP_009110602.2
OG0000918	Ag002G120930, Ag002G115470, Ag006G560620	XP_009120966.1
OG0000919	Ag005G458750, Ag005G458780, Ag005G458790, Ag005G458810	XP_033147539.1, XP_009136030.1
OG0000920	Ag001G003940	XP_009106950.1, XP_009106952.1
OG0000920	Ag001G003680	XP_009147567.1
OG0000921	Ag001G018380	XP_009147878.2, XP_009107277.1
OG0000921	Ag001G018330	XP_009147877.2
OG0000921	Ag001G018360, Ag001G018970	XP_009145106.2, XP_009147879.1
OG0000923	Ag004G387270, Ag004G392580, Ag004G387190, Ag004G392440, Ag004G387200, Ag004G392470, Ag004G392480, Ag004G392490, Ag004G387180, Ag004G392560, Ag004G392650, Ag004G387380, Ag004G392640, Ag004G387370	XP_009132432.1
OG0000924	Ag005G412730	XP_009138418.2, XP_009109316.1, XP_033131414.1, XP_033134323.1
OG0000930	Ag005G404930	XP_009102137.1, XP_009112628.1, XP_009117521.2
OG0000930	Ag003G257690	XP_009109044.1, XP_009128846.1, XP_009137845.1
OG0000931	Ag001G080410	XP_033147832.1, XP_009135023.1
OG0000931	Ag005G473850	XP_033147831.1, XP_009122366.2, XP_033142262.1
OG0000932	Ag002G171550	XP_009141642.2, XP_009133144.1, XP_033148461.1
OG0000932	Ag005G472050	XP_009121046.1, XP_009146669.1, XP_009135197.1
OG0000933	Ag008G681890	XP_009127248.1
OG0000933	Ag007G585580	XP_009132530.1
OG0000934	Ag006G570990	XP_009132847.1
OG0000934	Ag006G571050	XP_009137012.1
OG0000934	Ag016G742450, Ag016G742540, Ag016G742390, Ag016G742490	XP_033136818.1
OG0000935	Ag002G129910	XP_033142081.1, XP_009114487.1
OG0000935	Ag006G564030	XP_009137170.1, XP_009108507.1, XP_009134478.1, XP_033138209.1
OG0000936	Ag006G565840	XP_009134988.2
OG0000937	Ag006G544390, Ag006G543190	XP_009137409.1
OG0000937	Ag006G544370, Ag006G543200	XP_033143750.1
OG0000938	Ag003G292310	XP_033129887.1, XP_009109459.1
OG0000938	Ag003G294240	XP_009126140.1, XP_009126030.2
OG0000939	Ag007G584600	XP_009101859.2, XP_009101857.2, XP_033142544.1, XP_009109461.2
OG0000939	Ag006G521150	XP_009117406.1
OG0000940	Ag005G425360	XP_009148490.2, XP_009136177.2
OG0000940	Ag003G286800	XP_009150005.2, XP_009109264.2
OG0000941	Ag001G037490	XP_033132232.1, XP_009139544.2
OG0000941	Ag007G590180, Ag004G304180	XP_009111051.1
OG0000943	Ag002G206070	XP_009111741.1, XP_009151179.1
OG0000946	Ag006G491460	XP_009130644.2
OG0000946	Ag006G491470	XP_009125403.1
OG0000947	Ag007G619340	XP_009121556.2, XP_009131489.2, XP_018512493.2
OG0000947	Ag005G489830	XP_009147367.1, XP_009117866.1, XP_009134656.1
OG0000948	Ag001G077950	NP_001288915.1
OG0000950	Ag007G635230	XP_009129901.1, XP_009151165.1
OG0000952	Ag002G197770	XP_009107417.1
OG0000952	Ag008G704670, Ag003G213670	XP_033130466.1
OG0000953	Ag001G060070	XP_009136538.1, XP_009115692.1
OG0000954	Ag005G450110	XP_009145796.1, XP_009111878.1
OG0000954	Ag005G450090	XP_009145795.1, XP_033132229.1
OG0000956	Ag003G263170	XP_033133977.1
OG0000958	Ag004G375200, Ag004G376640, Ag004G382490	XP_033133841.1, XP_033131949.1
OG0000962	Ag007G650200	XP_033145627.1
OG0000963	Ag006G493250	XP_009125444.1, XP_009130697.1, XP_009122785.1
OG0000963	Ag005G477250	XP_018511645.1, XP_009146932.1, XP_009135054.1
OG0000964	Ag001G041470	XP_009118911.2, XP_009134023.2, XP_033143995.1, XP_033136312.1, XP_009113087.3
OG0000965	Ag005G468820	XP_009117623.1
OG0000965	Ag006G571620	XP_009137000.2, XP_018509337.2, XP_018510714.2
OG0000966	Ag006G571080, Ag006G571000, Ag006G571070, Ag006G571040	XP_009137013.1
OG0000967	Ag006G534460	XP_009107911.1
OG0000967	Ag003G215100	XP_009106456.1
OG0000967	Ag004G338710	XP_033134135.1, XP_033130846.1, XP_033137049.1
OG0000968	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730	XP_009140164.3, XP_009140165.3
OG0000968	Ag007G646160	XP_009140163.1
OG0000970	Ag008G734440	XP_009103441.1, XP_033131879.1
OG0000971	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720	XP_009134750.2, XP_009102101.1, XP_033146837.1
OG0000972	Ag005G482730, Ag001G085130, Ag005G482780	XP_033142910.1, XP_033134240.1, XP_033147700.1
OG0000973	Ag005G482050	XP_009124937.1, XP_009129652.1, XP_009134877.1
OG0000974	Ag007G655720	XP_009141579.2
OG0000975	Ag004G332690, Ag004G332610	XP_009110260.1, XP_009149461.1, XP_009149463.2
OG0000977	Ag002G104830	XP_009149942.1
OG0000978	Ag001G000370	XP_009127608.2, XP_018509501.1
OG0000978	Ag004G398270	XP_033128494.1
OG0000979	Ag001G030400	XP_033133731.1
OG0000979	Ag001G032290	XP_009135963.1, XP_033143278.1
OG0000981	Ag006G553230	XP_009137238.2
OG0000982	Ag008G687800	XP_033134797.1
OG0000983	Ag008G715890, Ag008G715860, Ag008G715790, Ag008G715650	XP_018511022.2, XP_033141978.1, XP_009121341.1
OG0000988	Ag006G501550	XP_009122178.1
OG0000989	Ag002G180510	XP_009114054.1
