Orthogroup	Alyssum_gmelinii	Cardamine_hirsuta
OG0000947	Ag007G619340	CARHR197670
OG0000947	Ag005G489830	CARHR076200
OG0000948	Ag001G077950	CARHR165280, CARHR134330
OG0000950	Ag007G635230	CARHR186670
OG0000952	Ag002G197770	CARHR138860
OG0000953	Ag001G060070	CARHR159180
OG0000954	Ag005G450110	CARHR094790
OG0000954	Ag005G450090	CARHR094800
OG0000961	Ag003G209290, Ag003G209170, Ag003G209180	CARHR058570
OG0000962	Ag007G650200	CARHR262100
OG0000963	Ag005G477250	CARHR083780
OG0000964	Ag001G041470	CARHR259030, CARHR259020, CARHR259000
OG0000965	Ag006G571620	CARHR226120
OG0000966	Ag016G742560	CARHR288050
OG0000966	Ag006G571080, Ag006G571000, Ag006G571070, Ag006G571040	CARHR226270
OG0000967	Ag006G534460	CARHR034660
OG0000967	Ag004G338710	CARHR022550
OG0000968	Ag004G372910, Ag004G372970, Ag004G388290, Ag004G388440, Ag004G387500, Ag004G393410, Ag004G388300, Ag004G393460, Ag004G388450, Ag001G022730	CARHR214940
OG0000968	Ag007G646160	CARHR214950
OG0000969	Ag002G126450	CARHR178390
OG0000969	Ag002G126260, Ag002G126300	CARHR178410, CARHR178400
OG0000970	Ag008G734440	CARHR280390
OG0000971	Ag006G566210, Ag006G566150, Ag002G133380, Ag005G450140, Ag003G234720	CARHR056100, CARHR040380, CARHR165920
OG0000971	Ag007G648830	CARHR078170
OG0000972	Ag005G482730, Ag001G085130, Ag005G482780	CARHR080310
OG0000973	Ag005G482050	CARHR080710
OG0000974	Ag007G655720	CARHR174860
OG0000975	Ag004G332690, Ag004G332610	CARHR020280
OG0000975	Ag003G226080, Ag003G226100	CARHR068880
OG0000976	Ag004G321840, Ag004G321930, Ag004G321920	CARHR015410
OG0000977	Ag002G104830	CARHR155650
OG0000978	Ag001G000370	CARHR149960
OG0000979	Ag001G030400	CARHR180170
OG0000979	Ag001G032290	CARHR054700
OG0000980	Ag002G204480, Ag002G204510, Ag002G205410, Ag002G205470, Ag002G205530, Ag002G205600, Ag002G205520, Ag002G205460, Ag002G205590, Ag002G204530, Ag002G204460, Ag002G204490, Ag005G486030, Ag005G486040, Ag005G486050	CARHR131370
OG0000980	Ag007G644970	CARHR203610
OG0000980	Ag002G204470	CARHR123180
OG0000983	Ag008G715890, Ag008G715860, Ag008G715790, Ag008G715650	CARHR191380
OG0000986	Ag004G401100, Ag003G268150	CARHR239090
OG0000987	Ag004G384140, Ag007G578930	CARHR031040
OG0000988	Ag006G501550	CARHR207460
OG0000989	Ag002G180510	CARHR181580, CARHR156760
OG0000990	Ag002G116550	CARHR175330
OG0000991	Ag006G540660	CARHR032400, CARHR032420
OG0000991	Ag006G540640	CARHR032430
OG0000992	Ag006G521790	CARHR112820
OG0000992	Ag003G295070	CARHR247370
OG0000993	Ag005G426760	CARHR101860, CARHR262470
OG0000994	Ag007G592850	CARHR123470
OG0000994	Ag007G592860	CARHR123460
OG0000995	Ag007G590980	CARHR125160
OG0000996	Ag004G305800	CARHR006380
OG0000997	Ag005G486060	CARHR078250, CARHR013790
OG0000998	Ag002G182950	CARHR134530
OG0000998	Ag001G078690	CARHR165550
OG0001000	Ag007G615900, Ag007G615960	CARHR198490
OG0001001	Ag008G720120, Ag004G378400, Ag008G720060, Ag008G720070	CARHR187220, CARHR187210, CARHR187200
OG0001002	Ag005G469530, Ag005G469570	CARHR087960
OG0001003	Ag005G462850	CARHR090810
OG0001003	Ag001G008110	CARHR042730
OG0001008	Ag003G257270	CARHR237020
OG0001008	Ag003G257150	CARHR237010
OG0001009	Ag003G272930	CARHR237560, CARHR237550
OG0001009	Ag003G258530	CARHR237540
OG0001010	Ag007G578710	CARHR031220
OG0001010	Ag002G164050	CARHR129780
OG0001011	Ag007G578540, Ag007G578530	CARHR031450, CARHR219430
OG0001012	Ag004G367190	CARHR054590, CARHR054650
OG0001012	Ag004G310400	CARHR009560
OG0001013	Ag004G334210, Ag004G334230	CARHR056660, CARHR056650
OG0001014	Ag001G016890, Ag001G016950	CARHR183780, CARHR183770
OG0001015	Ag007G585540, Ag004G399030, Ag004G399130, Ag004G401170	CARHR233050
OG0001016	Ag007G606390	CARHR202210
OG0001016	Ag008G721070	CARHR188200
OG0001017	Ag008G733230, Ag008G733300	CARHR279560
OG0001018	Ag007G601520	CARHR204470, CARHR149590, CARHR175030, CARHR189900
OG0001019	Ag006G577240	CARHR224360
OG0001019	Ag001G052900	CARHR110930
OG0001020	Ag006G576710	CARHR224630
OG0001020	Ag002G119270	CARHR174790
OG0001021	Ag001G098280	CARHR173250
OG0001021	Ag002G206470	CARHR143270
OG0001022	Ag002G205560, Ag002G205450	CARHR142650
OG0001022	Ag007G616300, Ag007G616230	CARHR053450, CARHR198440
OG0001022	Ag001G097170	CARHR172650
OG0001023	Ag008G713060	CARHR190540
OG0001024	Ag007G591110	CARHR125080
OG0001024	Ag007G591120	CARHR125060, CARHR125050
OG0001025	Ag004G305870	CARHR006450
OG0001025	Ag007G592200	CARHR006440
OG0001026	Ag005G490440	CARHR075760
OG0001026	Ag007G617280	CARHR198210
OG0001027	Ag004G317690	CARHR102530
OG0001027	Ag004G316930	CARHR013200
OG0001027	Ag004G316910, Ag004G316920	CARHR013580
OG0001028	Ag002G181060	CARHR134230
OG0001028	Ag001G077340	CARHR165180
OG0001029	Ag004G338100	CARHR022270
OG0001029	Ag003G216820	CARHR071160
OG0001030	Ag003G225590	CARHR068980
OG0001031	Ag004G333350	CARHR020460
OG0001031	Ag003G224310	CARHR069170
OG0001032	Ag003G219910	CARHR070160
OG0001032	Ag001G065830, Ag004G335930	CARHR021480
OG0001033	Ag002G190710	CARHR136500
OG0001033	Ag002G125260	CARHR026210
OG0001034	Ag003G241620	CARHR063920
OG0001034	Ag004G344510	CARHR063940
OG0001035	Ag004G398770	CARHR165730
OG0001035	Ag005G485720, Ag005G485730, Ag005G485740	CARHR078500
OG0001036	Ag003G213360	CARHR072190
OG0001036	Ag003G213190, Ag003G213200	CARHR072210
OG0001036	Ag003G213320	CARHR072200
OG0001037	Ag003G210580	CARHR073540
OG0001037	Ag006G570330, Ag005G477620	CARHR150100, CARHR042450
OG0001039	Ag001G025920	CARHR037950
OG0001039	Ag005G457580	CARHR092890
OG0001040	Ag001G010610	CARHR041820
OG0001040	Ag005G442290, Ag005G443580	CARHR097120
OG0001041	Ag006G563530	CARHR109980
OG0001041	Ag001G053920	CARHR156250
OG0001042	Ag001G009810	CARHR215630, CARHR259800, CARHR043930
OG0001042	Ag005G449150	CARHR042210
OG0001042	Ag001G009670, Ag001G009650	CARHR042230
OG0001043	Ag001G010130, Ag001G010170	CARHR041990
OG0001043	Ag001G010120, Ag001G010110	CARHR042000
OG0001043	Ag001G010100	CARHR042010
OG0001044	Ag001G078590	CARHR165450
OG0001045	Ag003G229490, Ag003G227370, Ag003G227510, Ag003G227560	CARHR154480, CARHR154490
OG0001046	Ag004G360860	CARHR289190, CARHR032540, CARHR177560, CARHR104030, CARHR153270
OG0001047	Ag005G490120, Ag005G490210	CARHR076060
OG0001048	Ag006G500370	CARHR208130
OG0001048	Ag006G499720, Ag006G499410, Ag006G499420	CARHR208240, CARHR201560
OG0001051	Ag005G417440	CARHR262040, CARHR107020
OG0001051	Ag003G283300	CARHR243320
OG0001052	Ag003G284530, Ag003G283870	CARHR243410
OG0001052	Ag003G283970, Ag003G283860, Ag003G284620, Ag003G284640	CARHR243430
OG0001053	Ag004G368540	CARHR053630
OG0001053	Ag004G310950	CARHR010060
OG0001054	Ag004G377690	CARHR050520
OG0001054	Ag001G023070, Ag004G377790	CARHR050510
OG0001056	Ag005G475450	CARHR084980
OG0001057	Ag004G381450	CARHR235390
OG0001058	Ag003G286850	CARHR244230
OG0001059	Ag002G102850	CARHR177510
OG0001059	Ag008G704200, Ag006G569720	CARHR226520
OG0001060	Ag001G037950	CARHR219830
OG0001060	Ag005G432380	CARHR099810
OG0001061	Ag005G436340	CARHR098940
OG0001061	Ag001G036430	CARHR220810, CARHR220800
OG0001062	Ag008G734190	CARHR280230
OG0001063	Ag001G022580, Ag005G482770, Ag008G663460, Ag004G382980, Ag005G482720, Ag005G436860	CARHR080320
OG0001064	Ag002G170730	CARHR131540
OG0001064	Ag001G072080	CARHR289320
OG0001065	Ag002G171290	CARHR132380
OG0001065	Ag001G072550	CARHR163350
OG0001066	Ag002G171350	CARHR132370
OG0001066	Ag001G072590	CARHR163360
OG0001067	Ag003G212210	CARHR072670
OG0001067	Ag004G325430	CARHR017170
OG0001068	Ag005G484940	CARHR079020
OG0001068	Ag003G239880	CARHR065280
OG0001069	Ag003G227650	CARHR068400
OG0001069	Ag004G332070	CARHR019940
OG0001070	Ag003G247160	CARHR025980
OG0001070	Ag005G415800	CARHR107630
OG0001071	Ag004G319670	CARHR014510
OG0001071	Ag004G319700	CARHR014520
OG0001072	Ag005G457860, Ag004G381180, Ag002G184210, Ag006G495420, Ag008G723360	CARHR189660
OG0001073	Ag005G456010	CARHR058000, CARHR069520
OG0001074	Ag003G228760, Ag003G228720	CARHR104920, CARHR150460, CARHR046130
OG0001075	Ag005G462970	CARHR090730
OG0001076	Ag005G475140, Ag001G056780	CARHR121410, CARHR242320
OG0001076	Ag003G281980, Ag003G281750, Ag003G281770	CARHR208060
OG0001077	Ag003G272800	CARHR240020
OG0001077	Ag002G105880	CARHR240010
OG0001084	Ag003G254320	CARHR236250
OG0001085	Ag005G405350	CARHR110180
OG0001085	Ag003G257840	CARHR237230
OG0001086	Ag003G276320	CARHR241480
OG0001086	Ag003G276420, Ag003G276350	CARHR104720
OG0001087	Ag003G282330	CARHR242950
OG0001089	Ag008G678430	CARHR151820, CARHR151810
OG0001090	Ag002G176920	CARHR035880
OG0001090	Ag001G063180	CARHR062000
OG0001091	Ag008G691170	CARHR041460, CARHR041450, CARHR157680
OG0001091	Ag008G677410	CARHR257340
OG0001092	Ag006G505480	CARHR206360
OG0001092	Ag006G505510, Ag006G504320, Ag006G505500, Ag006G505530, Ag006G505570, Ag006G504330, Ag006G505520	CARHR206370
OG0001093	Ag008G719510	CARHR193600
OG0001093	Ag007G609150	CARHR200940
OG0001094	Ag007G604040	CARHR203280
OG0001094	Ag008G732610	CARHR279140
OG0001095	Ag001G020780, Ag001G020940	CARHR218200, CARHR218220, CARHR151350
OG0001096	Ag001G086120	CARHR168360
OG0001096	Ag002G192900	CARHR137100
OG0001097	Ag001G023420	CARHR059810
OG0001097	Ag008G707570	CARHR285270
OG0001098	Ag008G733600	CARHR279800
OG0001099	Ag004G298420	CARHR001020, CARHR001040, CARHR001050
OG0001099	Ag006G515610	CARHR249220
OG0001100	Ag007G589140, Ag007G589200, Ag007G589130, Ag007G589190	CARHR125980
OG0001100	Ag004G303930	CARHR004830
OG0001101	Ag007G614670	CARHR198690
OG0001101	Ag002G125370, Ag005G476370, Ag008G708680, Ag004G356080	CARHR075390
OG0001102	Ag005G489810	CARHR076220
OG0001102	Ag007G619710	CARHR197590
OG0001103	Ag007G638480	CARHR185130
OG0001103	Ag005G485510	CARHR078700
OG0001104	Ag007G637790, Ag005G484730	CARHR185000
OG0001105	Ag003G209360	CARHR073910
OG0001105	Ag004G323900	CARHR016310
OG0001106	Ag004G325680	CARHR017360
OG0001106	Ag003G212520	CARHR072450
OG0001107	Ag004G328670	CARHR018490
OG0001108	Ag003G229540	CARHR068010
OG0001108	Ag004G331110	CARHR115670, CARHR019520
OG0001109	Ag003G217700, Ag003G217610, Ag003G217570	CARHR071030
OG0001110	Ag004G347160, Ag004G347010	CARHR063000
OG0001111	Ag004G355900	CARHR059970
OG0001111	Ag008G726950	CARHR026990
OG0001113	Ag006G505670	CARHR206290, CARHR206280, CARHR206300
OG0001113	Ag006G505620	CARHR206310
OG0001115	Ag003G239710	CARHR065360
OG0001115	Ag004G327150	CARHR017940
OG0001116	Ag001G010770	CARHR041710, CARHR216830
OG0001116	Ag005G442620, Ag005G443770	CARHR097000
OG0001117	Ag001G032630, Ag001G032740, Ag001G032650	CARHR290190
OG0001117	Ag001G032580, Ag001G032620	CARHR290200
OG0001120	Ag003G286910	CARHR244290
OG0001120	Ag005G414500	CARHR108160
OG0001121	Ag008G693860, Ag008G694200	CARHR054070, CARHR265840
OG0001124	Ag005G403560	CARHR111000
OG0001124	Ag003G251080	CARHR255990, CARHR234740
OG0001125	Ag007G579160	CARHR030970
OG0001127	Ag004G321030	CARHR015080
OG0001127	Ag003G225890	CARHR288910
OG0001128	Ag004G318380	CARHR013930
OG0001129	Ag006G514020	CARHR152000
OG0001130	Ag008G674550	CARHR153490
OG0001130	Ag007G647640	CARHR263850
OG0001131	Ag008G702130	CARHR271040
OG0001132	Ag006G494530	CARHR210280
OG0001132	Ag005G476670	CARHR084130
OG0001133	Ag003G250820, Ag008G694900	CARHR234460, CARHR268520
OG0001134	Ag007G611750, Ag007G611740	CARHR199990, CARHR200000
OG0001135	Ag008G731910	CARHR278860
OG0001135	Ag007G603720	CARHR203370
OG0001136	Ag006G576750	CARHR224590
OG0001136	Ag002G120100	CARHR174710
OG0001137	Ag002G103820	CARHR176730
OG0001137	Ag006G571520	CARHR226140
OG0001138	Ag006G553570	CARHR229120
OG0001138	Ag005G490060, Ag003G279670	CARHR057210
OG0001139	Ag007G583870	CARHR027400
OG0001139	Ag004G374810	CARHR026880
OG0001140	Ag003G287800	CARHR244440, CARHR108380
OG0001141	Ag001G052110	CARHR155110, CARHR155160, CARHR155130
OG0001142	Ag005G437730	CARHR098490
OG0001142	Ag001G035250	CARHR221350
OG0001143	Ag002G201140	CARHR140350
OG0001143	Ag001G093220	CARHR170970
OG0001144	Ag001G092190	CARHR170430
OG0001145	Ag005G483640, Ag005G483700, Ag005G483680, Ag005G483650, Ag005G483660	CARHR079840
OG0001145	Ag005G483750, Ag005G483770, Ag005G483830	CARHR079790, CARHR079820
OG0001146	Ag008G730280, Ag002G191440	CARHR136720
OG0001146	Ag005G475750	CARHR084810
OG0001148	Ag002G105850, Ag007G603010	CARHR203690
OG0001149	Ag001G067640	CARHR160760
OG0001149	Ag001G099510	CARHR281430
OG0001150	Ag007G621120	CARHR197190
OG0001150	Ag005G489140	CARHR076560
OG0001151	Ag005G480860	CARHR081370
OG0001152	Ag001G081200	CARHR166470
OG0001152	Ag002G187340	CARHR135630
OG0001154	Ag003G227190	CARHR068550
OG0001154	Ag004G332220	CARHR020030
OG0001155	Ag003G222900	CARHR069540
OG0001155	Ag004G333860	CARHR020710
OG0001156	Ag003G242280	CARHR023960
OG0001156	Ag004G345210	CARHR063620
OG0001157	Ag004G313710, Ag004G313780, Ag004G313850, Ag007G620330, Ag004G313760, Ag004G313840, Ag004G313870, Ag004G313820, Ag004G313830	CARHR011670
OG0001157	Ag004G313630	CARHR011660, CARHR011590
OG0001158	Ag004G344270	CARHR133670
OG0001158	Ag003G241390	CARHR023630
OG0001159	Ag003G219740	CARHR070200
OG0001160	Ag001G001780	CARHR045200
OG0001160	Ag005G469170	CARHR088100
OG0001161	Ag005G443670, Ag005G442360	CARHR097060
OG0001161	Ag001G010660	CARHR041790
OG0001162	Ag001G021330, Ag001G021360	CARHR039220, CARHR039230
OG0001164	Ag008G727950, Ag008G727990, Ag008G728080, Ag006G510130	CARHR264760, CARHR276410, CARHR276420, CARHR257640, CARHR276200, CARHR049150, CARHR276430
OG0001165	Ag007G607380	CARHR201840
OG0001165	Ag007G607330, Ag007G607360	CARHR201890, CARHR201860
OG0001169	Ag003G290250, Ag008G688460, Ag008G690000	CARHR267360
OG0001170	Ag005G484070	CARHR079650
OG0001170	Ag007G636930	CARHR186100
OG0001171	Ag004G373820	CARHR051980
OG0001172	Ag008G662530	CARHR145850
OG0001172	Ag004G319120	CARHR014220
OG0001173	Ag007G619670	CARHR233640
OG0001173	Ag004G399590	CARHR046670, CARHR047720
OG0001174	Ag005G474660	CARHR085320
OG0001175	Ag008G698260	CARHR269570
OG0001176	Ag008G733000	CARHR279410
OG0001176	Ag007G604920	CARHR202840
OG0001177	Ag007G600560	CARHR205210, CARHR205250, CARHR205220
OG0001178	Ag007G600270	CARHR205380
OG0001178	Ag008G725720, Ag008G725690, Ag008G725670, Ag008G725680	CARHR275040, CARHR275050
OG0001179	Ag006G574110	CARHR225530
OG0001179	Ag001G039020	CARHR218880
OG0001180	Ag006G570220	CARHR226390
OG0001180	Ag002G103040	CARHR177350
OG0001181	Ag006G566890	CARHR228490
OG0001181	Ag002G138060, Ag002G134550	CARHR252660
OG0001182	Ag002G160010	CARHR128160
OG0001182	Ag007G582580	CARHR028270
OG0001183	Ag005G414160	CARHR107970
OG0001184	Ag001G095850	CARHR172180
OG0001184	Ag002G203750	CARHR141940
OG0001185	Ag001G095120	CARHR171960
OG0001185	Ag002G203300	CARHR141590
OG0001186	Ag001G090400	CARHR169690, CARHR169700, CARHR169710
OG0001187	Ag007G589410	CARHR126160
OG0001187	Ag004G303790	CARHR004740
OG0001188	Ag006G504540	CARHR206730
OG0001189	Ag001G100580	CARHR075270
OG0001189	Ag007G614050	CARHR198890
OG0001190	Ag005G486330	CARHR078070
OG0001190	Ag007G631480	CARHR194870
OG0001191	Ag007G637060	CARHR186040
OG0001191	Ag005G484150	CARHR079570
OG0001192	Ag001G030940, Ag001G029590	CARHR222440
OG0001192	Ag005G480920	CARHR287500, CARHR081320
OG0001193	Ag001G079120	CARHR165670
OG0001193	Ag002G183840	CARHR134680
OG0001194	Ag001G080130	CARHR166020
OG0001194	Ag005G478840	CARHR082830
OG0001195	Ag004G327380	CARHR017990
OG0001195	Ag003G239510	CARHR065430
OG0001196	Ag003G227660	CARHR068390
OG0001196	Ag004G332040	CARHR019920
OG0001197	Ag008G715480, Ag001G075470	CARHR164450
OG0001198	Ag003G225960, Ag003G226030, Ag003G225920, Ag003G226040, Ag007G636000	CARHR186360, CARHR182960, CARHR183000, CARHR266170, CARHR292330, CARHR292220, CARHR182990, CARHR289360
OG0001200	Ag008G719020	CARHR193010
OG0001200	Ag001G002550, Ag001G002570	CARHR044890, CARHR123320
OG0001200	Ag001G002520	CARHR123330
OG0001201	Ag008G723680	CARHR189890
OG0001201	Ag008G690580	CARHR157480
OG0001202	Ag001G060360	CARHR159540
OG0001203	Ag001G083410	CARHR164570, CARHR059830, CARHR104570
OG0001204	Ag002G193050, Ag002G193140, Ag002G193160, Ag002G193200, Ag002G193070, Ag002G193130, Ag002G193220, Ag002G193180, Ag003G213790, Ag003G213830, Ag003G213680	CARHR222040
OG0001205	Ag005G464330	CARHR090200
OG0001207	Ag001G029600, Ag001G030950	CARHR222430
OG0001207	Ag005G459790	CARHR092140
OG0001208	Ag001G021110	CARHR039290
OG0001208	Ag005G452970	CARHR094230
OG0001209	Ag001G019490, Ag001G018930	CARHR039620, CARHR039630
OG0001209	Ag005G451020	CARHR094530
OG0001217	Ag005G465520	CARHR222080
OG0001217	Ag002G130160	CARHR222050
OG0001218	Ag005G484660	CARHR079270
OG0001219	Ag008G697600	CARHR165740, CARHR165780, CARHR165770, CARHR165760, CARHR165750
OG0001220	Ag008G714370	CARHR190920, CARHR188550
OG0001222	Ag003G268120	CARHR239080
OG0001223	Ag003G273790	CARHR242090
OG0001224	Ag004G309570	CARHR009170
OG0001224	Ag004G366390	CARHR289890
OG0001225	Ag008G667510, Ag004G374180	CARHR147910
OG0001226	Ag002G117630	CARHR149710, CARHR149740
OG0001226	Ag002G117640	CARHR261900, CARHR149760
OG0001227	Ag005G476860	CARHR084010
OG0001227	Ag006G494080	CARHR210490
OG0001230	Ag008G726560	CARHR275540
OG0001230	Ag006G507850	CARHR205800
OG0001231	Ag008G726750	CARHR275650
OG0001231	Ag006G507570	CARHR205840
OG0001232	Ag006G572620	CARHR225780
OG0001233	Ag006G550770	CARHR229950
OG0001233	Ag003G263830, Ag003G263190, Ag008G694510, Ag002G143510	CARHR254350
OG0001234	Ag003G226160	CARHR068840
OG0001234	Ag007G584680	CARHR036200
OG0001235	Ag005G416000	CARHR107550
OG0001235	Ag003G285490	CARHR243760
OG0001236	Ag001G034230	CARHR221930
OG0001236	Ag007G589320	CARHR126100
OG0001237	Ag002G202710	CARHR141180
OG0001237	Ag001G094450	CARHR171720
OG0001238	Ag002G202580	CARHR141070
OG0001238	Ag001G094230	CARHR171530
OG0001239	Ag001G091800	CARHR170290
OG0001239	Ag002G198750	CARHR139330
OG0001240	Ag002G197880	CARHR138890
OG0001241	Ag002G197710	CARHR138800, CARHR138790
OG0001241	Ag002G197700, Ag002G197690	CARHR138780
OG0001242	Ag006G495160	CARHR210050
OG0001242	Ag005G476530, Ag005G476520	CARHR084260
OG0001243	Ag008G719290	CARHR193320
OG0001243	Ag004G356370	CARHR059770
OG0001245	Ag001G063060	CARHR160490
OG0001245	Ag004G353940, Ag001G099840	CARHR281300
OG0001246	Ag006G513920	CARHR250060
OG0001247	Ag007G599530	CARHR251210
OG0001247	Ag005G479440	CARHR082290
OG0001248	Ag007G594610, Ag007G594590	CARHR007240, CARHR007260
OG0001249	Ag008G725240, Ag002G176480	CARHR133090, CARHR133100
OG0001250	Ag007G618640	CARHR197850
OG0001250	Ag005G490080	CARHR076030
OG0001251	Ag005G489640	CARHR076290
OG0001252	Ag005G489110	CARHR076600
OG0001253	Ag005G483320	CARHR080040
OG0001253	Ag007G636010	CARHR186350
OG0001254	Ag001G011150	CARHR041600
OG0001254	Ag002G164800	CARHR130100
OG0001255	Ag003G214230	CARHR071930
OG0001255	Ag004G326380	CARHR017720
OG0001256	Ag003G238910	CARHR065660
OG0001256	Ag004G327570	CARHR018120
OG0001257	Ag003G237120	CARHR066200
OG0001257	Ag004G328540	CARHR018420
OG0001258	Ag004G331020	CARHR019470
OG0001258	Ag003G229650	CARHR067950
OG0001259	Ag004G332360, Ag004G332350	CARHR020120
OG0001259	Ag003G226980	CARHR068610
OG0001260	Ag012G741080, Ag003G246520	CARHR184030, CARHR180790
OG0001260	Ag008G701690	CARHR117400
OG0001261	Ag004G320170	CARHR014760
OG0001261	Ag008G661310	CARHR145300
OG0001262	Ag004G319930	CARHR014660
OG0001262	Ag004G320000, Ag004G319960, Ag004G319980, Ag004G319970, Ag004G319950	CARHR014670, CARHR014650
OG0001263	Ag004G315430	CARHR012540
OG0001263	Ag004G380670	CARHR049230
OG0001264	Ag005G469500	CARHR088000
OG0001264	Ag001G001400	CARHR045270
OG0001265	Ag001G010710	CARHR041740
OG0001265	Ag005G442590, Ag004G323700, Ag005G443740	CARHR097020
OG0001267	Ag002G127560, Ag002G127540	CARHR178710
OG0001267	Ag002G127520	CARHR178700
OG0001268	Ag003G244900	CARHR025280, CARHR239590
OG0001269	Ag007G582170, Ag007G582150	CARHR028700
OG0001274	Ag003G267830	CARHR238940
OG0001275	Ag004G334620	CARHR021090
OG0001275	Ag003G283500	CARHR243370
OG0001276	Ag004G374720	CARHR051480
OG0001276	Ag004G313130	CARHR011330
OG0001278	Ag008G670840	CARHR103000
OG0001279	Ag007G617160	CARHR198240
OG0001279	Ag005G490470	CARHR075730
OG0001280	Ag007G605820, Ag001G076190	CARHR152260
OG0001280	Ag005G473800	CARHR262720
OG0001281	Ag004G398000	CARHR046710
OG0001281	Ag005G451920, Ag004G354800, Ag004G322220, Ag007G656770	CARHR272970
OG0001282	Ag008G700450	CARHR233670, CARHR270600
OG0001283	Ag001G083190	CARHR167110
OG0001283	Ag002G189930	CARHR136290
OG0001284	Ag001G040840	CARHR258720
OG0001284	Ag008G728600	CARHR276700
OG0001285	Ag001G057310	CARHR267720
OG0001286	Ag008G694420	CARHR268390
OG0001286	Ag008G694390	CARHR268380, CARHR268370
OG0001287	Ag008G694960	CARHR268590
OG0001288	Ag007G607390	CARHR201810
OG0001288	Ag008G720640	CARHR187990
OG0001289	Ag006G577550	CARHR224160
OG0001289	Ag002G114270, Ag002G121960, Ag002G121970	CARHR174130
OG0001290	Ag002G146290	CARHR255360
OG0001290	Ag006G546920, Ag006G542020	CARHR231000
OG0001291	Ag006G540940	CARHR032240
OG0001292	Ag007G593410	CARHR123350
OG0001292	Ag005G490570	CARHR075640
OG0001293	Ag001G090280	CARHR169640
OG0001294	Ag006G522710	CARHR113560
OG0001294	Ag003G293330	CARHR246750
OG0001295	Ag001G025870	CARHR214640
OG0001295	Ag003G226770	CARHR117200
OG0001296	Ag006G523450	CARHR114020
OG0001296	Ag002G206170, Ag008G733080	CARHR129320
OG0001297	Ag002G138870, Ag002G138840	CARHR252780, CARHR252760, CARHR252790
OG0001298	Ag001G035220	CARHR221370
OG0001299	Ag002G204170	CARHR142100
OG0001299	Ag002G204160	CARHR142070
OG0001299	Ag002G204150	CARHR152160
OG0001300	Ag001G086290	CARHR168470
OG0001300	Ag002G193700	CARHR137430
OG0001301	Ag001G085710	CARHR168200
OG0001301	Ag002G193350	CARHR137270
OG0001302	Ag008G733920	CARHR280030
OG0001302	Ag001G058740	CARHR158950
OG0001303	Ag006G519040	CARHR036500, CARHR248150
OG0001303	Ag004G297490	CARHR000360
OG0001304	Ag004G307690	CARHR007710
OG0001304	Ag007G595610	CARHR121500
OG0001305	Ag005G483870	CARHR079760
OG0001305	Ag007G636670	CARHR186160
OG0001306	Ag005G483370	CARHR080010
OG0001307	Ag005G479630, Ag005G479620	CARHR082120
OG0001308	Ag001G069930	CARHR162650
OG0001308	Ag002G166650	CARHR130590
OG0001309	Ag002G174770	CARHR132490
OG0001309	Ag001G074030	CARHR163920
OG0001310	Ag004G325640	CARHR017330
OG0001310	Ag003G212510	CARHR072460
OG0001311	Ag007G579540	CARHR184970
OG0001312	Ag007G643960	CARHR183280
OG0001313	Ag003G214010, Ag003G292230, Ag003G292240, Ag003G292260	CARHR060960
OG0001314	Ag005G469610	CARHR087950
OG0001314	Ag001G001240	CARHR234030, CARHR045360
OG0001315	Ag005G462720	CARHR090840
OG0001315	Ag001G008290	CARHR042700
OG0001316	Ag001G026620	CARHR037840
OG0001316	Ag005G458010	CARHR092730
OG0001317	Ag001G015320, Ag005G447610	CARHR095470
OG0001318	Ag001G030180	CARHR147860
OG0001318	Ag001G031440, Ag001G030250	CARHR290630
OG0001319	Ag001G070950	CARHR162910
OG0001320	Ag004G399000, Ag006G503170, Ag006G503570, Ag006G503520, Ag006G503160, Ag006G503130, Ag006G512920, Ag006G505740, Ag006G506760, Ag001G036260, Ag001G054250, Ag007G650490, Ag005G403060, Ag007G650540, Ag007G650520, Ag006G505190, Ag006G503620, Ag006G505220, Ag006G500770	CARHR061650
OG0001320	Ag004G316600, Ag004G316630, Ag004G316620	CARHR241590
OG0001321	Ag002G120660, Ag002G115790, Ag002G115770, Ag002G120670, Ag002G120680, Ag002G115760, Ag002G120690, Ag002G115750, Ag002G120650	CARHR055710
OG0001322	Ag003G233280	CARHR267930
OG0001323	Ag008G731160, Ag008G731200	CARHR278370, CARHR121120, CARHR278360
OG0001328	Ag003G268990	CARHR239320
OG0001328	Ag006G527520	CARHR117510
OG0001329	Ag001G050370	CARHR282010, CARHR182890
OG0001330	Ag005G416240	CARHR107400
OG0001330	Ag003G284980	CARHR243640
OG0001331	Ag004G366660	CARHR055110, CARHR055080, CARHR055100, CARHR055070
OG0001332	Ag004G367740	CARHR053980
OG0001332	Ag004G310650	CARHR009780
OG0001333	Ag004G373800	CARHR051970
OG0001333	Ag004G312940	CARHR011170
OG0001334	Ag004G322000	CARHR015450
OG0001334	Ag008G659210, Ag008G658100	CARHR144150
OG0001335	Ag006G498270	CARHR208730
OG0001335	Ag005G475210	CARHR085070
OG0001336	Ag005G472360	CARHR086250
OG0001336	Ag006G504280	CARHR207140
OG0001337	Ag008G688300, Ag008G690130	CARHR267300
OG0001337	Ag003G252180	CARHR235280
OG0001338	Ag008G690140, Ag008G688290	CARHR267290
OG0001339	Ag008G696250	CARHR268980
