Orthogroup	Alyssum_gmelinii	Euclidium_syriacum
OG0003033	Ag003G255320	ESY4_g24190_DN3_SP3_c0.t1
OG0003033	Ag005G402950	ESY11_g54839_DN3_SP0_c0.t1
OG0003036	Ag003G281000	ESY4_g25721_DN3_SP0_c0.t1
OG0003037	Ag003G282870, Ag003G282920	ESY4_g25542_DN3_SP0_c0.t1
OG0003037	Ag003G282900, Ag003G282890	ESY4_g25539_DN3_SP0_c0.t1, ESY4_g25541_DN3_SP0_c0.t1
OG0003038	Ag007G579340, Ag002G164270	ESY16_g61955_DN3_SP0_c0.t1
OG0003039	Ag004G311880, Ag004G369880	ESY2_g34047_DN3_SP8_c0.t1
OG0003040	Ag004G370170	ESY2_g34037_DN3_SP0_c0.t1, ESY2_g34036_DN3_SP0_c0.t1
OG0003041	Ag004G312430	ESY5_g3528_DN3_SP0_c0.t1
OG0003042	Ag007G651630	ESY8_g60334_DN3_SP0_c0.t1
OG0003043	Ag004G364030	ESY2_g34379_DN3_SP8_c0.t1
OG0003044	Ag004G315540	ESY5_g3789_DN3_SP4_c0.t1
OG0003044	Ag004G380840	ESY2_g33632_DN3_SP7_c0.t1
OG0003045	Ag005G472060	ESY3_g31297_DN3_SP0_c0.t1
OG0003046	Ag008G686220	ESY6_g47408_DN3_SP8_c0.t1
OG0003047	Ag008G731040	ESY7_g17846_DN3_SP0_c0.t1
OG0003048	Ag008G729850	ESY6_g49643_DN3_SP8_c0.t1
OG0003049	Ag002G121310, Ag002G114990	ESY10_g14873_DN3_SP8_c0.t1
OG0003050	Ag002G144670, Ag002G144140	ESY18_g63006_DN3_SP0_c0.t1
OG0003050	Ag006G551310	ESY26_g42290_DN3_SP0_c0.t1
OG0003051	Ag006G550320	ESY26_g42362_DN3_SP8_c0.t1
OG0003051	Ag002G143240	ESY18_g63154_DN3_SP7_c0.t1
OG0003052	Ag006G535940, Ag006G535870	ESY14_g20595_DN3_SP3_c0.t1
OG0003053	Ag006G533520	ESY14_g21233_DN3_SP6_c0.t1
OG0003054	Ag007G585050, Ag002G157100, Ag002G154640	ESY1_g6203_DN3_SP1_c0.t1
OG0003055	Ag007G583520	ESY4_g22809_DN3_SP7_c0.t1
OG0003056	Ag002G159220, Ag007G583380	ESY4_g22668_DN3_SP0_c0.t1
OG0003058	Ag006G524550, Ag003G289720	ESY8_g59550_DN3_SP4_c0.t1
OG0003059	Ag002G162380	ESY9_g43863_DN3_SP5_c0.t1
OG0003059	Ag008G667990	ESY7_g16707_DN3_SP1_c0.t1
OG0003060	Ag002G138020, Ag002G134490	ESY7_g16368_DN3_SP8_c0.t1
OG0003061	Ag002G123250	ESY10_g14803_DN3_SP4_c0.t1
OG0003061	Ag006G577720	ESY9_g42430_DN3_SP8_c0.t1
OG0003063	Ag005G428570	ESY3_g27834_DN3_SP7_c0.t1
OG0003063	Ag001G039390, Ag001G043910	ESY7_g19373_DN3_SP7_c0.t1
OG0003064	Ag005G435160, Ag008G703250, Ag003G219920	ESY3_g28475_DN3_SP8_c0.t1
OG0003065	Ag005G440330, Ag001G034080	ESY2_g38888_DN3_SP0_c0.t1
OG0003066	Ag004G389920, Ag004G394910, Ag001G098400, Ag001G098410	ESY2_g33381_DN3_SP8_c20.t1
OG0003068	Ag002G198150	ESY12_g52169_DN3_SP8_c0.t1
OG0003069	Ag001G083830	ESY1_g11737_DN3_SP0_c0.t1
OG0003070	Ag008G717000	ESY6_g49158_DN3_SP0_c0.t1
OG0003071	Ag008G712640	ESY6_g48948_DN3_SP0_c0.t1
OG0003073	Ag005G482850	ESY3_g31637_DN3_SP2_c0.t1
OG0003073	Ag007G635010	ESY10_g15386_DN3_SP1_c0.t1
OG0003074	Ag001G058300	ESY1_g9758_DN3_SP0_c0.t1
OG0003075	Ag008G733750, Ag001G058630	ESY1_g9784_DN3_SP0_c0.t1
OG0003076	Ag008G734830	ESY6_g50340_DN3_SP8_c0.t1
OG0003076	Ag001G061260	ESY1_g9941_DN3_SP8_c0.t1
OG0003077	Ag001G099370	ESY6_g50226_DN2_SP0_c0.t1
OG0003078	Ag001G099320	ESY1_g10132_DN3_SP8_c0.t1
OG0003078	Ag001G067460	ESY6_g50670_DN3_SP0_c0.t1, ESY6_g50232_DN3_SP3_c0.t1
OG0003079	Ag006G516940	ESY20_g12983_DN3_SP0_c0.t1
OG0003079	Ag004G297780	ESY5_g5526_DN3_SP7_c0.t1
OG0003080	Ag007G590890	ESY8_g58434_DN3_SP0_c8.t1
OG0003080	Ag004G304840	ESY5_g4753_DN3_SP2_c8.t1
OG0003082	Ag007G592370	ESY8_g58617_DN3_SP0_c0.t1
OG0003083	Ag004G306780	ESY5_g4550_DN3_SP0_c0.t1
OG0003084	Ag007G596700	ESY4_g26729_DN3_SP3_c0.t1, ESY8_g59012_DN3_SP6_c0.t1
OG0003085	Ag007G597140	ESY8_g59057_DN3_SP1_c0.t1
OG0003085	Ag001G004860	ESY60_g55071_DN2_SP0_p0.t1, ESY61_g58094_DN3_SP0_c0.t1, ESY61_g58088_DN3_SP0_c0.t1, ESY60_g55065_DN3_SP0_c0.t1, ESY20_g12653_DN2_SP0_c0.t1, ESY5_g1745_DN2_SP0_c0.t1
OG0003086	Ag007G613010	ESY7_g17680_DN2_SP7_c0.t1
OG0003087	Ag005G487910	ESY3_g32347_DN3_SP6_c0.t1
OG0003088	Ag005G437830, Ag005G484700	ESY3_g31900_DN2_SP1_c0.t1
OG0003089	Ag005G483030	ESY3_g31661_DN2_SP8_c0.t1, ESY10_g15408_DN3_SP5_c0.t1
OG0003091	Ag001G066190	ESY1_g10235_DN3_SP7_c0.t1
OG0003093	Ag003G208330	ESY2_g36549_DN3_SP4_c0.t1
OG0003093	Ag004G323060	ESY5_g2929_DN3_SP3_c0.t1
OG0003094	Ag004G326190	ESY5_g4374_DN3_SP8_c0.t1
OG0003095	Ag004G326870	ESY5_g4345_DN3_SP0_c0.t1
OG0003097	Ag003G243450	ESY5_g1762_DN3_SP0_c0.t1
OG0003097	Ag004G346650	ESY2_g35488_DN3_SP0_c0.t1
OG0003098	Ag004G321670, Ag004G321610, Ag004G321690, Ag004G321650	ESY5_g2852_DN3_SP2_c0.t1
OG0003099	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740	ESY3_g29494_DN3_SP0_c0.t1
OG0003100	Ag007G592420	ESY8_g58654_DN3_SP3_c0.t1
OG0003100	Ag004G306010	ESY5_g4614_DN3_SP8_c0.t1
OG0003101	Ag007G616030	ESY7_g17550_DN2_SP0_c0.t1
OG0003101	Ag001G100270	ESY3_g32618_DN3_SP0_c0.t1
OG0003102	Ag007G612550, Ag007G612610	ESY7_g17692_DN3_SP0_c0.t1, ESY7_g17694_DN3_SP0_c0.t1, ESY10_g14317_DN3_SP0_c0.t1
OG0003103	Ag008G725950	ESY6_g49501_DN3_SP1_c0.t1
OG0003103	Ag007G600010	ESY7_g18574_DN3_SP0_c0.t1
OG0003104	Ag008G726260	ESY6_g49461_DN3_SP4_c0.t1
OG0003104	Ag008G726430	ESY2_g34123_DN3_SP0_c0.t1
OG0003105	Ag001G054670, Ag001G055570	ESY1_g8792_DN3_SP0_c0.t1, ESY1_g8804_DN3_SP1_c0.t1
OG0003106	Ag001G099500	ESY6_g50239_DN3_SP0_c0.t1
OG0003106	Ag001G067620	ESY1_g10122_DN3_SP0_c0.t1
OG0003107	Ag008G727450	ESY7_g19668_DN3_SP5_c0.t1
OG0003107	Ag001G053490	ESY1_g8454_DN3_SP2_c0.t1
OG0003108	Ag008G717060	ESY6_g49163_DN3_SP3_c0.t1
OG0003109	Ag003G236850, Ag003G236840	ESY2_g35911_DN3_SP0_c0.t1, ESY2_g35917_DN3_SP0_c0.t1, ESY2_g35910_DN3_SP0_c0.t1
OG0003109	Ag003G236820	ESY2_g35918_DN3_SP0_c0.t1
OG0003110	Ag003G210940	ESY2_g36668_DN3_SP8_c0.t1
OG0003110	Ag001G000040	ESY2_g36443_DN3_SP7_c0.t1
OG0003111	Ag005G469460	ESY3_g30209_DN3_SP2_c0.t1
OG0003112	Ag005G469020, Ag005G479000	ESY3_g30230_DN3_SP8_c0.t1
OG0003113	Ag005G462630	ESY3_g30638_DN3_SP2_c0.t1
OG0003114	Ag005G450650	ESY3_g29472_DN3_SP3_c0.t1, ESY2_g37633_DN3_SP0_c0.t1
OG0003115	Ag001G010630, Ag005G443640, Ag005G442330	ESY3_g29109_DN1_SP0_c0.t1
OG0003116	Ag013G741720, Ag005G434510, Ag005G433730, Ag007G587760	ESY3_g28386_DN3_SP8_c0.t1
OG0003117	Ag005G427970, Ag001G045760, Ag001G043810	ESY3_g27608_DN3_SP1_c28.t1
OG0003118	Ag005G470330, Ag006G512590	ESY8_g59452_DN3_SP0_c47.t1
OG0003119	Ag005G417990, Ag007G616970, Ag005G417960	ESY18_g63474_DN3_SP5_c0.t1, ESY11_g53831_DN3_SP0_c0.t1
OG0003120	Ag003G282570	ESY4_g25562_DN3_SP0_c0.t1
OG0003122	Ag002G161500	ESY2_g37001_DN3_SP0_c0.t1
OG0003122	Ag007G580270	ESY4_g23704_DN1_SP0_c0.t1
OG0003123	Ag002G171970, Ag001G072740	ESY1_g11097_DN3_SP0_c0.t1
OG0003124	Ag005G419010, Ag002G174800	ESY1_g10999_DN3_SP0_c14.t1
OG0003125	Ag002G202420, Ag005G459080, Ag005G468270	ESY6_g50634_DN2_SP0_c0.t1, ESY3_g29840_DN3_SP0_c0.t1
OG0003126	Ag007G608040, Ag004G375910	ESY33_g12630_DN2_SP0_c0.t1
OG0003127	Ag004G387010, Ag004G387050	ESY2_g33468_DN3_SP0_c0.t1, ESY2_g33466_DN3_SP0_c0.t1, ESY2_g33469_DN3_SP0_c0.t1, ESY2_g33502_DN3_SP0_c0.t1
OG0003129	Ag008G715640, Ag008G715780, Ag008G715870	ESY6_g49055_DN2_SP0_c0.t1
OG0003129	Ag008G715920	ESY6_g49057_DN2_SP0_c0.t1, ESY6_g49059_DN3_SP0_c0.t1
OG0003139	Ag003G256930	ESY4_g24302_DN3_SP2_c7.t1
OG0003139	Ag003G258180	ESY34_g45727_DN3_SP0_c7.t1
OG0003141	Ag003G281520	ESY4_g25654_DN3_SP0_c0.t1
OG0003142	Ag003G285300	ESY4_g25413_DN1_SP0_c0.t1
OG0003143	Ag001G101960	ESY16_g61479_DN2_SP8_c0.t1
OG0003145	Ag004G312770	ESY5_g3555_DN3_SP8_c0.t1
OG0003145	Ag004G373310	ESY2_g33936_DN3_SP6_c0.t1
OG0003146	Ag008G659560, Ag008G658880	ESY5_g2813_DN2_SP0_c0.t1
OG0003147	Ag007G655500	ESY8_g60155_DN3_SP0_c12.t1
OG0003147	Ag008G668340	ESY10_g13783_DN3_SP8_c11.t1
OG0003148	Ag007G654570	ESY8_g60214_DN3_SP8_c0.t1
OG0003149	Ag008G731290	ESY2_g36869_DN3_SP0_c0.t1, ESY3_g31353_DN3_SP0_c0.t1
OG0003150	Ag008G675040	ESY2_g34568_DN3_SP8_c0.t1
OG0003151	Ag007G643480, Ag004G363870	ESY2_g34371_DN3_SP8_c7.t1
OG0003152	Ag004G397230	ESY2_g33327_DN3_SP0_c31.t1
OG0003152	Ag007G656760	ESY8_g60053_DN3_SP0_c0.t1
OG0003153	Ag004G397220	ESY2_g33328_DN3_SP8_c0.t1
OG0003154	Ag007G655850	ESY8_g58730_DN3_SP0_c0.t1
OG0003154	Ag004G386970	ESY2_g33499_DN3_SP8_c0.t1
OG0003155	Ag006G499290	ESY7_g18996_DN3_SP0_c0.t1
OG0003155	Ag006G499300	ESY7_g19001_DN3_SP0_c0.t1
OG0003156	Ag001G087800, Ag001G026730, Ag001G026680	ESY2_g38085_DN3_SP5_c0.t1
OG0003157	Ag008G695170	ESY6_g48008_DN3_SP4_c0.t1
OG0003157	Ag003G250660	ESY16_g62413_DN3_SP8_c0.t1
OG0003158	Ag007G603600, Ag007G604230, Ag007G604250	ESY7_g17980_DN3_SP3_c0.t1
OG0003159	Ag002G126800	ESY7_g16604_DN3_SP1_c0.t1
OG0003159	Ag006G561290	ESY9_g43290_DN3_SP1_c0.t1
OG0003160	Ag002G157540, Ag007G584740	ESY4_g22508_DN1_SP0_c0.t1
OG0003161	Ag003G292610	ESY4_g26613_DN3_SP0_c11.t1
OG0003162	Ag001G036920	ESY11_g54296_DN3_SP0_c0.t1, ESY11_g54295_DN2_SP0_c0.t1
OG0003163	Ag002G138910	ESY7_g16337_DN2_SP0_c0.t1
OG0003163	Ag006G567730	ESY9_g43662_DN3_SP0_c0.t1
OG0003164	Ag001G038990, Ag005G430300	ESY3_g28014_DN3_SP1_c0.t1
OG0003165	Ag006G563100, Ag003G212530	ESY2_g36828_DN3_SP0_c0.t1, ESY2_g36827_DN3_SP0_c0.t1
OG0003166	Ag001G094640	ESY1_g12291_DN3_SP7_c0.t1
OG0003167	Ag002G201790, Ag002G201780	ESY12_g51876_DN3_SP0_c0.t1, ESY12_g51877_DN3_SP0_c0.t1
OG0003168	Ag005G478320, Ag005G478290, Ag005G478300	ESY7_g19616_DN3_SP0_c0.t1, ESY7_g19626_DN3_SP0_c0.t1
OG0003169	Ag005G476870, Ag006G493790	ESY3_g30961_DN3_SP0_c0.t1
OG0003170	Ag001G058980	ESY1_g9815_DN3_SP2_c0.t1
OG0003170	Ag008G734040	ESY6_g50417_DN3_SP7_c0.t1
OG0003171	Ag006G514530, Ag006G514540	ESY20_g13093_DN3_SP0_c0.t1, ESY20_g13094_DN3_SP0_c0.t1
OG0003172	Ag006G514210	ESY20_g13112_DN3_SP0_c0.t1
OG0003173	Ag007G599520	ESY20_g13321_DN3_SP0_c0.t1, ESY20_g13319_DN3_SP0_c0.t1
OG0003174	Ag007G598920	ESY8_g58281_DN3_SP3_c0.t1
OG0003174	Ag004G301120	ESY5_g5097_DN3_SP3_c0.t1
OG0003175	Ag004G303060	ESY5_g4930_DN3_SP0_c0.t1
OG0003175	Ag007G588920	ESY20_g12727_DN3_SP0_c0.t1
OG0003176	Ag007G588750, Ag007G588740	ESY20_g12742_DN2_SP0_c0.t1, ESY6_g48187_DN3_SP0_c0.t1, ESY6_g48305_DN3_SP0_c0.t1
OG0003178	Ag001G100890	ESY3_g32676_DN3_SP5_c0.t1
OG0003178	Ag007G613310	ESY7_g17656_DN3_SP5_c0.t1
OG0003179	Ag001G101000	ESY3_g32687_DN3_SP6_c0.t1
OG0003179	Ag007G613240	ESY7_g17666_DN3_SP8_c0.t1
OG0003180	Ag007G641480, Ag005G485170	ESY10_g15814_DN3_SP0_c43.t1
OG0003182	Ag006G491500	ESY3_g30817_DN3_SP8_c0.t1
OG0003183	Ag002G180290	ESY9_g45467_DN3_SP2_c0.t1
OG0003184	Ag002G165920, Ag002G165900	ESY9_g43067_DN3_SP0_c0.t1, ESY9_g43070_DN3_SP0_c0.t1
OG0003185	Ag002G162120	ESY9_g45248_DN3_SP0_c0.t1
OG0003186	Ag004G330040	ESY5_g4194_DN3_SP8_c0.t1
OG0003187	Ag003G222910	ESY2_g34807_DN3_SP8_c0.t1
OG0003188	Ag004G334770	ESY5_g3925_DN3_SP7_c19.t1
OG0003189	Ag004G334800	ESY5_g3924_DN3_SP0_c0.t1, ESY5_g3895_DN1_SP0_c0.t1, ESY5_g3922_DN3_SP0_c0.t1
OG0003190	Ag003G217080	ESY2_g34604_DN3_SP1_c0.t1
OG0003190	Ag004G337900	ESY5_g2395_DN3_SP0_c0.t1
OG0003191	Ag007G623900	ESY2_g35985_DN3_SP1_c0.t1, ESY2_g34049_DN3_SP0_c21.t1, ESY2_g35984_DN3_SP5_c0.t1, ESY2_g35983_DN3_SP1_c20.t1
OG0003192	Ag007G635170	ESY10_g15394_DN3_SP4_c0.t1
OG0003192	Ag002G140890, Ag004G328770	ESY5_g4255_DN3_SP0_c0.t1
OG0003193	Ag004G355680	ESY19_g41973_DN3_SP0_c0.t1
OG0003194	Ag003G267630, Ag001G051430	ESY4_g24803_DN3_SP0_c0.t1
OG0003195	Ag006G522500	ESY8_g59732_DN3_SP0_c0.t1
OG0003195	Ag006G521880	ESY8_g59788_DN3_SP0_c0.t1
OG0003196	Ag004G322330	ESY5_g2868_DN3_SP8_c0.t1
OG0003197	Ag004G381440	ESY2_g33604_DN3_SP0_c0.t1
OG0003198	Ag004G309130	ESY5_g3216_DN3_SP4_c0.t1
OG0003198	Ag004G365510, Ag004G364980	ESY2_g34259_DN3_SP0_c0.t1
OG0003199	Ag005G419750	ESY40_g12605_DN3_SP8_c0.t1, ESY11_g53470_DN3_SP2_c0.t1
OG0003200	Ag004G308540, Ag004G308550	ESY5_g3139_DN3_SP3_c0.t1
OG0003201	Ag004G302900	ESY5_g4957_DN2_SP0_c0.t1
OG0003202	Ag004G301820, Ag005G407860	ESY4_g26384_DN3_SP1_c0.t1, ESY3_g31064_DN3_SP1_c0.t1
OG0003203	Ag007G637770, Ag005G484080	ESY10_g15690_DN3_SP7_c0.t1
OG0003204	Ag006G498160	ESY7_g19088_DN3_SP1_c0.t1
OG0003204	Ag005G475410	ESY3_g31104_DN3_SP0_c0.t1
OG0003206	Ag003G279480	ESY4_g25251_DN3_SP0_c0.t1
OG0003206	Ag008G720970	ESY6_g49969_DN3_SP7_c0.t1
OG0003207	Ag008G724640	ESY6_g49594_DN3_SP0_c0.t1
OG0003208	Ag003G219540, Ag003G219530	ESY2_g34694_DN2_SP0_c2.t1
OG0003209	Ag005G466140, Ag005G466160, Ag005G466200, Ag003G279940, Ag001G074180, Ag005G466210	ESY3_g30375_DN3_SP0_c0.t1, ESY3_g30377_DN2_SP0_c0.t1
OG0003210	Ag005G465920, Ag005G466010	ESY20_g13281_DN1_SP0_c0.t1, ESY20_g12994_DN1_SP0_c0.t1
OG0003211	Ag005G463940	ESY3_g30575_DN3_SP3_c0.t1, ESY5_g4754_DN1_SP0_c0.t1
OG0003212	Ag005G462160, Ag005G462520, Ag005G462480, Ag005G462170, Ag005G462590	ESY3_g30642_DN3_SP0_c0.t1
OG0003213	Ag005G461750	ESY3_g29996_DN3_SP0_c0.t1
OG0003213	Ag001G009100, Ag001G009110	ESY2_g37107_DN3_SP0_c0.t1
OG0003214	Ag005G456340	ESY3_g29725_DN3_SP8_c0.t1
OG0003215	Ag005G453540	ESY3_g29650_DN3_SP1_c0.t1
OG0003216	Ag005G412410	ESY11_g54223_DN3_SP1_c0.t1
OG0003217	Ag005G403980	ESY4_g24005_DN3_SP0_c15.t1
OG0003219	Ag001G010790	ESY2_g37253_DN3_SP5_c0.t1
OG0003219	Ag005G443870, Ag005G442660	ESY3_g29122_DN3_SP7_c0.t1
OG0003220	Ag001G017400	ESY2_g37567_DN3_SP8_c0.t1
OG0003221	Ag006G517660	ESY20_g12938_DN3_SP0_c0.t1
OG0003222	Ag001G076720	ESY1_g10807_DN3_SP1_c0.t1
OG0003222	Ag001G076750	ESY1_g10806_DN3_SP5_c0.t1
OG0003224	Ag001G080200, Ag002G185110	ESY1_g10641_DN3_SP8_c0.t1
OG0003225	Ag002G194600, Ag005G442310, Ag001G080700, Ag001G087980	ESY1_g11428_DN3_SP6_c0.t1
OG0003226	Ag001G091510, Ag002G198160	ESY1_g11896_DN3_SP8_c0.t1
OG0003227	Ag004G358440, Ag001G033800	ESY12_g51722_DN3_SP0_c0.t1, ESY12_g51723_DN3_SP0_c0.t1
OG0003228	Ag001G084520	ESY1_g11404_DN3_SP0_c0.t1, ESY3_g32389_DN3_SP0_c0.t1, ESY3_g32390_DN3_SP0_c0.t1, ESY7_g17316_DN3_SP0_c0.t1
OG0003229	Ag001G092030	ESY7_g17773_DN3_SP0_c0.t1
OG0003230	Ag002G138780, Ag002G114120, Ag002G121800	ESY5_g2590_DN1_SP0_c0.t1
OG0003231	Ag006G558170	ESY9_g43214_DN3_SP0_c0.t1, ESY5_g2660_DN3_SP0_c0.t1
OG0003231	Ag002G123850	ESY7_g16695_DN3_SP0_c0.t1, ESY1_g10949_DN3_SP0_c0.t1
OG0003232	Ag003G227200, Ag002G190370	ESY5_g5258_DN3_SP0_c0.t1, ESY5_g5293_DN3_SP0_c0.t1
OG0003233	Ag003G295130, Ag003G295210, Ag003G296410	ESY4_g26794_DN1_SP0_c0.t1
OG0003234	Ag007G596540	ESY8_g58999_DN2_SP0_c12.t1
OG0003234	Ag004G308260, Ag004G308240	ESY5_g3100_DN3_SP0_c2.t1
OG0003235	Ag007G629030, Ag004G317370	ESY5_g2599_DN2_SP0_c0.t1
OG0003235	Ag004G317460	ESY5_g2600_DN3_SP0_c0.t1
OG0003238	Ag005G474300, Ag005G474390, Ag005G474270	ESY5_g4402_DN2_SP0_c0.t1, ESY5_g2570_DN3_SP0_c0.t1
OG0003247	Ag003G264140, Ag003G262880	ESY4_g24682_DN3_SP6_c0.t1
OG0003249	Ag003G273150	ESY4_g25072_DN3_SP6_c0.t1
OG0003250	Ag003G279290	ESY4_g25227_DN3_SP8_c0.t1
OG0003251	Ag001G034020	ESY2_g38887_DN3_SP0_c0.t1
OG0003252	Ag003G274570	ESY4_g25815_DN3_SP0_c0.t1
OG0003253	Ag007G586840, Ag007G586830	ESY8_g58177_DN3_SP0_c0.t1, ESY8_g58176_DN3_SP0_c0.t1
OG0003254	Ag002G192830, Ag004G385260	ESY12_g51341_DN1_SP0_c0.t1, ESY12_g51353_DN3_SP0_c0.t1, ESY7_g16421_DN2_SP0_c0.t1
OG0003255	Ag007G579520	ESY16_g61979_DN3_SP0_c0.t1
OG0003255	Ag004G311280	ESY5_g3426_DN3_SP0_c0.t1
OG0003257	Ag004G341590	ESY21_g55547_DN2_SP0_c0.t1
OG0003257	Ag007G650950	ESY8_g60359_DN3_SP0_c0.t1
OG0003258	Ag007G647500	ESY8_g60964_DN3_SP0_c0.t1
OG0003259	Ag004G380440	ESY2_g33655_DN3_SP0_c0.t1
OG0003260	Ag001G080500, Ag001G080520	ESY1_g10602_DN3_SP0_c0.t1
OG0003260	Ag001G080490	ESY1_g10589_DN3_SP0_c0.t1
OG0003261	Ag008G684910	ESY6_g47213_DN3_SP1_c0.t1
OG0003262	Ag003G251730, Ag002G175900	ESY16_g62194_DN2_SP0_c0.t1
OG0003263	Ag008G694270	ESY6_g47971_DN1_SP0_c0.t1
OG0003264	Ag007G607110	ESY7_g18162_DN3_SP0_c0.t1
OG0003265	Ag007G605600	ESY7_g18076_DN3_SP5_c14.t1
OG0003265	Ag008G721620	ESY6_g50009_DN3_SP2_c0.t1
OG0003266	Ag008G724160	ESY6_g50182_DN3_SP0_c0.t1
OG0003266	Ag007G601140	ESY7_g18674_DN2_SP0_c0.t1
OG0003267	Ag003G233590, Ag007G600840	ESY7_g18650_DN3_SP0_c0.t1
OG0003268	Ag006G574090	ESY9_g42724_DN3_SP0_c0.t1, ESY9_g42725_DN3_SP0_c0.t1
OG0003269	Ag002G141630	ESY7_g16086_DN3_SP0_c0.t1
OG0003270	Ag006G534920	ESY14_g20842_DN3_SP0_c0.t1
OG0003271	Ag007G583750	ESY8_g58547_DN3_SP0_c10.t1
OG0003271	Ag001G013780, Ag001G013720	ESY3_g32035_DN3_SP0_c14.t1
OG0003272	Ag007G580460	ESY20_g13170_DN3_SP0_c0.t1
OG0003273	Ag007G580320	ESY4_g23686_DN3_SP8_c0.t1
OG0003274	Ag005G416010	ESY11_g54016_DN3_SP8_c0.t1
OG0003274	Ag003G285460	ESY4_g25380_DN3_SP2_c0.t1
OG0003275	Ag005G413960	ESY11_g54079_DN2_SP0_c0.t1
OG0003276	Ag003G288710	ESY4_g26229_DN3_SP3_c0.t1
OG0003276	Ag005G412510	ESY11_g54220_DN3_SP7_c0.t1
OG0003277	Ag003G288960, Ag008G712650	ESY4_g26255_DN3_SP0_c0.t1
OG0003278	Ag006G520610	ESY8_g59895_DN3_SP7_c0.t1
OG0003278	Ag003G296440	ESY4_g26879_DN3_SP5_c0.t1
OG0003279	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460	ESY4_g26888_DN3_SP0_c0.t1
OG0003280	Ag007G578910	ESY16_g61840_DN3_SP1_c0.t1
OG0003281	Ag002G104170, Ag002G104280, Ag002G104220, Ag002G104320	ESY7_g16801_DN3_SP0_c0.t1
OG0003282	Ag005G425550	ESY17_g39527_DN3_SP0_c0.t1
OG0003283	Ag001G008480, Ag005G427660	ESY3_g27567_DN2_SP0_c0.t1
OG0003284	Ag001G038220	ESY15_g65959_DN3_SP7_c0.t1
OG0003285	Ag001G038100, Ag004G312730	ESY15_g65979_DN3_SP2_c0.t1
OG0003287	Ag001G034970	ESY22_g40908_DN3_SP8_c0.t1
OG0003287	Ag005G438300	ESY3_g28793_DN3_SP5_c0.t1
OG0003288	Ag002G200010, Ag002G200040, Ag002G206000	ESY12_g52232_DN3_SP7_c0.t1
OG0003289	Ag002G198370, Ag002G198360	ESY12_g52163_DN3_SP0_c9.t1
OG0003292	Ag008G714130, Ag006G570650	ESY6_g48999_DN3_SP8_c0.t1
OG0003293	Ag008G729300	ESY6_g49699_DN3_SP1_c0.t1
OG0003294	Ag008G731640	ESY6_g50630_DN3_SP7_c0.t1
OG0003294	Ag007G603360	ESY7_g17922_DN3_SP8_c0.t1
OG0003296	Ag001G099960	ESY6_g50278_DN3_SP0_c0.t1
OG0003296	Ag001G062870	ESY1_g10076_DN2_SP0_c0.t1
OG0003297	Ag001G099770	ESY6_g50233_DN3_SP7_c0.t1
OG0003298	Ag007G586900	ESY8_g58163_DN3_SP8_c0.t1
OG0003298	Ag004G301910	ESY5_g5088_DN3_SP1_c0.t1
OG0003299	Ag007G589710	ESY20_g12691_DN3_SP0_c0.t1
OG0003299	Ag004G303430	ESY5_g4879_DN3_SP0_c0.t1
OG0003301	Ag007G597620, Ag007G597640	ESY8_g59087_DN3_SP3_c0.t1, ESY8_g59090_DN3_SP5_c0.t1
OG0003302	Ag003G276670	ESY8_g59216_DN3_SP3_c0.t1, ESY4_g25958_DN3_SP0_c11.t1
OG0003303	Ag001G101010	ESY3_g32688_DN3_SP5_c0.t1
OG0003303	Ag007G613220	ESY7_g17668_DN3_SP8_c0.t1
OG0003304	Ag005G478570	ESY3_g30793_DN2_SP0_c0.t1
OG0003305	Ag005G488200	ESY3_g32387_DN3_SP0_c0.t1
OG0003305	Ag007G624030	ESY7_g17241_DN3_SP8_c0.t1
OG0003306	Ag005G484880	ESY3_g31926_DN3_SP8_c0.t1
OG0003306	Ag007G637930	ESY10_g15717_DN3_SP3_c0.t1
OG0003307	Ag005G484360	ESY3_g31809_DN3_SP7_c0.t1
OG0003308	Ag005G479450	ESY3_g30673_DN3_SP0_c0.t1
OG0003309	Ag005G404000, Ag007G586260	ESY13_g56755_DN3_SP0_c0.t1
OG0003310	Ag004G326180	ESY5_g4375_DN3_SP0_c0.t1
OG0003310	Ag003G213640	ESY2_g36113_DN3_SP0_c0.t1
OG0003311	Ag004G326460, Ag004G326450	ESY5_g4355_DN3_SP0_c0.t1
OG0003312	Ag003G236190	ESY2_g35942_DN3_SP0_c0.t1
OG0003313	Ag004G329450, Ag003G235120	ESY2_g34862_DN3_SP8_c0.t1
OG0003314	Ag003G229430, Ag004G331440	ESY2_g35006_DN2_SP0_c13.t1
OG0003315	Ag003G219470	ESY2_g34688_DN3_SP0_c0.t1
OG0003315	Ag004G336310	ESY5_g2546_DN3_SP0_c0.t1
OG0003316	Ag003G214810	ESY2_g35033_DN3_SP0_c0.t1
OG0003317	Ag003G279860, Ag003G279930, Ag004G339780, Ag004G339630, Ag004G339820	ESY5_g2264_DN3_SP0_c92.t1
OG0003318	Ag007G655770	ESY5_g2094_DN3_SP5_c0.t1
