Orthogroup	Alyssum_gmelinii	Capsella_rubella
OG0003044	Ag004G380840	XP_006302066.1
OG0003046	Ag008G686220	XP_023643327.1
OG0003048	Ag008G729850	XP_006281338.1
OG0003049	Ag002G121310, Ag002G114990	XP_006281997.1
OG0003050	Ag002G144670, Ag002G144140	XP_006288513.1
OG0003050	Ag006G551310	XP_006284357.1
OG0003051	Ag006G550320	XP_023635228.1
OG0003051	Ag002G143240	XP_006287184.1
OG0003052	Ag006G535940, Ag006G535870	XP_006306961.1
OG0003053	Ag006G533520	XP_006293708.1
OG0003054	Ag007G585050	XP_006307520.1
OG0003054	Ag002G157100, Ag002G154640	XP_006279885.2
OG0003055	Ag007G583520	XP_023645807.1
OG0003056	Ag002G159220	XP_006296145.1
OG0003056	Ag007G583380	XP_006305266.1
OG0003058	Ag006G524550	XP_006296162.1
OG0003058	Ag003G289720	XP_006285189.1
OG0003059	Ag002G162380	XP_006296111.1
OG0003059	Ag008G667990	XP_006280402.1
OG0003060	Ag002G138020, Ag002G134490	XP_023637560.1
OG0003061	Ag002G123250	XP_006282082.1
OG0003061	Ag006G577720	XP_006284410.1
OG0003063	Ag005G428570	XP_006297684.1
OG0003063	Ag001G039390, Ag001G043910	XP_006285259.2
OG0003064	Ag005G435160, Ag008G703250, Ag003G219920	XP_006298891.1
OG0003065	Ag005G440330	XP_006300206.1
OG0003066	Ag004G389920, Ag004G394910	XP_023643965.1
OG0003066	Ag001G098400, Ag001G098410	XP_006300525.1
OG0003067	Ag001G093620	XP_006291552.1
OG0003068	Ag002G198150	XP_006292783.1
OG0003069	Ag001G083830	XP_006292110.1
OG0003070	Ag008G717000	XP_006293128.1, XP_006289996.1
OG0003071	Ag008G712640	XP_006292450.1
OG0003072	Ag008G711520	XP_006280128.1
OG0003073	Ag005G482850	XP_023642215.1
OG0003073	Ag007G635010	XP_006286399.2
OG0003074	Ag001G058300	XP_006291633.1
OG0003075	Ag008G733750	XP_006279535.1
OG0003075	Ag001G058630	XP_006292265.1
OG0003076	Ag008G734830	XP_023644266.1
OG0003076	Ag001G061260	XP_006291367.1
OG0003078	Ag001G067460	XP_006291736.1
OG0003079	Ag006G516940	XP_023636204.1
OG0003079	Ag004G297780	XP_006304638.1
OG0003080	Ag007G590890	XP_023639574.1
OG0003080	Ag004G304840	XP_023645476.1
OG0003083	Ag004G306780	XP_006304695.2
OG0003084	Ag007G596700	XP_006295264.1
OG0003085	Ag007G597140	XP_006294624.1
OG0003087	Ag005G487910	XP_006297603.1
OG0003088	Ag005G437830	XP_006299352.2
OG0003089	Ag005G483030	XP_006298123.1, XP_006288233.1
OG0003090	Ag005G481960, Ag005G481950	XP_006297026.1
OG0003091	Ag001G066190	XP_023638176.1
OG0003093	Ag003G208330	XP_006300629.1
OG0003094	Ag004G326190	XP_006307605.1
OG0003095	Ag004G326870	XP_006280247.1
OG0003096	Ag004G340900, Ag004G340920	XP_006281166.1, XP_006281178.1
OG0003097	Ag003G243450	XP_006303937.1
OG0003097	Ag004G346650	XP_006301045.1
OG0003099	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740	XP_006290402.2
OG0003100	Ag004G306010	XP_006305208.1
OG0003101	Ag007G616030	XP_023637030.1
OG0003101	Ag001G100270	XP_006282333.1
OG0003102	Ag007G612550, Ag007G612610	XP_006290124.1
OG0003103	Ag008G725950	XP_006279856.1
OG0003103	Ag007G600010	XP_006286959.1
OG0003104	Ag008G726260	XP_023633439.1
OG0003104	Ag008G726430	XP_006279962.1
OG0003105	Ag001G054670, Ag001G055570	XP_006290495.1, XP_023638014.1
OG0003106	Ag001G099500	XP_006279622.1
OG0003106	Ag001G067620	XP_006290918.1
OG0003107	Ag008G727450	XP_006279906.1
OG0003107	Ag001G053490	XP_023637782.1
OG0003108	Ag008G717060	XP_006289752.1
OG0003109	Ag003G236850, Ag003G236840	XP_006302823.1
OG0003110	Ag003G210940	XP_023644382.1
OG0003110	Ag001G000040	XP_023644728.1
OG0003111	Ag005G469460	XP_006298160.1, XP_006303178.1
OG0003112	Ag005G479000	XP_023642002.1
OG0003113	Ag005G462630	XP_006299318.1, XP_006298254.1
OG0003114	Ag005G450650	XP_006298223.1, XP_006305834.1
OG0003116	Ag005G434510, Ag005G433730, Ag007G587760	XP_006296683.1
OG0003117	Ag001G045760, Ag001G043810	XP_006285207.1
OG0003118	Ag006G512590	XP_006287526.1
OG0003119	Ag005G417990, Ag007G616970, Ag005G417960	XP_006297614.1
OG0003120	Ag003G282570	XP_006283215.1
OG0003121	Ag005G467990	XP_006296845.1
OG0003121	Ag001G003300	XP_006304604.1
OG0003122	Ag007G580270	XP_006305895.2
OG0003123	Ag001G072740	XP_023638105.1
OG0003124	Ag005G419010, Ag002G174800	XP_006294111.1
OG0003127	Ag004G387050	XP_023642996.1
OG0003129	Ag008G715920	XP_023635702.1
OG0003139	Ag003G256930	XP_023634032.1
OG0003139	Ag003G258180	XP_006282861.1
OG0003141	Ag003G281520	XP_023634971.1
OG0003142	Ag003G285300	XP_023634716.1
OG0003143	Ag001G101960	XP_006282574.1
OG0003144	Ag004G312750	XP_006305951.1
OG0003144	Ag004G372510	XP_006301799.2
OG0003145	Ag004G312770	XP_006304451.1
OG0003145	Ag004G373310	XP_006300615.1
OG0003146	Ag008G659560, Ag008G658880	XP_006292801.1
OG0003147	Ag007G655500	XP_006286072.1
OG0003147	Ag008G668340	XP_023638084.1
OG0003148	Ag007G654570	XP_006283741.1, XP_006292474.2
OG0003150	Ag008G675040	XP_006290933.1
OG0003151	Ag004G363870	XP_006300494.1
OG0003152	Ag004G397230	XP_006301732.1
OG0003152	Ag007G656760	XP_023634336.1
OG0003153	Ag004G397220	XP_006303011.1
OG0003154	Ag004G386970	XP_023642989.1
OG0003155	Ag006G499290	XP_006289738.1
OG0003157	Ag003G250660	XP_006284183.1
OG0003158	Ag007G603600, Ag007G604230, Ag007G604250	XP_023635899.1
OG0003159	Ag006G561290	XP_023635154.1
OG0003160	Ag007G584740	XP_006305464.1
OG0003161	Ag003G292610	XP_006301664.2, XP_006283272.1
OG0003162	Ag001G036920	XP_006302911.1
OG0003163	Ag002G138910	XP_006289634.2
OG0003163	Ag006G567730	XP_006285930.1
OG0003164	Ag001G038990	XP_006285842.1
OG0003164	Ag005G430300	XP_006297780.1
OG0003165	Ag006G563100, Ag003G212530	XP_006301909.1
OG0003166	Ag001G094640	XP_006291404.1
OG0003167	Ag002G201790, Ag002G201780	XP_023639331.1
OG0003168	Ag005G478320, Ag005G478290, Ag005G478300	XP_006296779.2, XP_006299756.1
OG0003169	Ag005G476870	XP_006299797.1
OG0003169	Ag006G493790	XP_006288714.1
OG0003170	Ag001G058980	XP_023638763.1
OG0003170	Ag008G734040	XP_006280940.1
OG0003171	Ag006G514530, Ag006G514540	XP_006288017.1
OG0003172	Ag006G514210	XP_023637094.1, XP_023637654.1
OG0003173	Ag007G599520	XP_006294679.1
OG0003174	Ag007G598920	XP_006287734.1
OG0003174	Ag004G301120	XP_006307501.1
OG0003175	Ag004G303060	XP_006306689.1
OG0003175	Ag007G588920	XP_006293436.1
OG0003177	Ag007G594030	XP_023639558.1, XP_006294939.1
OG0003178	Ag007G613310	XP_006287365.1
OG0003179	Ag001G101000	XP_006300265.2
OG0003179	Ag007G613240	XP_006286781.1
OG0003180	Ag007G641480	XP_006289663.1
OG0003181	Ag005G483460	XP_006299796.1
OG0003182	Ag006G491500	XP_006289419.1
OG0003183	Ag002G180290	XP_006285261.2, XP_006293868.1
OG0003184	Ag002G165920, Ag002G165900	XP_006295518.1
OG0003185	Ag002G162120	XP_006294282.1, XP_023640190.1
OG0003186	Ag004G330040	XP_023645693.1
OG0003187	Ag003G222910	XP_006302193.1
OG0003188	Ag004G334770	XP_006303878.1, XP_006304292.1
OG0003189	Ag004G334800	XP_006305646.1, XP_006306476.1
OG0003190	Ag003G217080	XP_006303042.2
OG0003190	Ag004G337900	XP_006305794.1
OG0003191	Ag007G623900	XP_006302416.1
OG0003192	Ag007G635170	XP_006289423.1
OG0003192	Ag007G601600, Ag006G516020	XP_006303165.1
OG0003193	Ag004G355680	XP_006300765.1, XP_023645189.1
OG0003194	Ag003G267630, Ag001G051430	XP_006283459.1
OG0003195	Ag006G522500	XP_006296134.1
OG0003195	Ag006G521880	XP_023640201.1
OG0003196	Ag004G322330	XP_006305801.1
OG0003198	Ag004G365510, Ag004G364980	XP_006300956.2
OG0003199	Ag005G419750	XP_006300216.1, XP_006297095.2
OG0003200	Ag004G308540	XP_006306342.1
OG0003201	Ag004G302900	XP_006306939.1
OG0003202	Ag004G301820, Ag005G407860	XP_023645712.1, XP_006295857.1
OG0003203	Ag005G484080	XP_006298552.2
OG0003204	Ag006G498160	XP_023636955.1
OG0003206	Ag003G279480	XP_006285786.2
OG0003206	Ag008G720970	XP_023636432.1
OG0003207	Ag008G724640	XP_006281059.2
OG0003208	Ag003G219540	XP_023644203.1
OG0003209	Ag005G466210	XP_023642378.1
OG0003211	Ag005G463940	XP_006281160.1, XP_006298690.1
OG0003212	Ag005G462520, Ag005G462480, Ag005G462170	XP_006300242.1
OG0003213	Ag005G461750	XP_006298721.1
OG0003213	Ag001G009120	XP_006304274.1
OG0003214	Ag005G456340	XP_006298550.1
OG0003215	Ag005G453540	XP_006298635.1
OG0003216	Ag005G412410	XP_006299202.2, XP_006282526.2, XP_006297415.2
OG0003217	Ag005G403980	XP_006297625.1
OG0003218	Ag001G007010	XP_023644974.1
OG0003218	Ag001G007000	XP_006305531.1
OG0003219	Ag001G010790	XP_006307656.1
OG0003220	Ag001G017400	XP_023645732.1
OG0003221	Ag006G517660	XP_006282238.1, XP_006281564.1
OG0003222	Ag001G076720	XP_006291701.1
OG0003222	Ag001G076750	XP_006291724.1
OG0003223	Ag003G279030	XP_006295082.1
OG0003224	Ag001G080200	XP_006291562.1
OG0003224	Ag002G185110	XP_006294652.2
OG0003225	Ag001G080700	XP_006290583.1
OG0003225	Ag001G087980	XP_006290581.1
OG0003226	Ag002G198160	XP_023639620.1
OG0003227	Ag004G358440, Ag001G033800	XP_006302575.2
OG0003228	Ag001G084520	XP_006292024.1
OG0003230	Ag002G138780, Ag002G114120, Ag002G121800	XP_006279811.2
OG0003231	Ag006G558170	XP_023633870.1
OG0003231	Ag002G123850	XP_023637614.1, XP_006281540.2
OG0003234	Ag007G596540	XP_006295904.1
OG0003234	Ag004G308260, Ag004G308240	XP_006306431.1
OG0003235	Ag004G317370	XP_023632957.1
OG0003236	Ag004G332030	XP_023644977.1
OG0003237	Ag005G448720	XP_023639209.1, XP_006290960.1
OG0003239	Ag006G512680	XP_023633351.1, XP_023634299.1, XP_023636145.1
OG0003247	Ag003G264140, Ag003G262880	XP_006284590.2
OG0003249	Ag003G273150	XP_023634497.1
OG0003250	Ag003G279290	XP_006285557.1
OG0003251	Ag001G034020	XP_006286210.1, XP_006283673.1
OG0003252	Ag003G274570	XP_006282972.1
OG0003253	Ag007G586840, Ag007G586830	XP_006279075.1, XP_006281468.1, XP_006282361.1
OG0003254	Ag002G192830	XP_006296268.1
OG0003255	Ag007G579520	XP_006303203.1
OG0003255	Ag004G311280	XP_006305679.1
OG0003256	Ag004G317740	XP_006307612.1
OG0003256	Ag008G663880	XP_006291040.1
OG0003257	Ag004G341590	XP_006291239.1
OG0003257	Ag007G650950	XP_023635583.1
OG0003258	Ag007G647500	XP_006284765.1
OG0003259	Ag004G380440	XP_006302714.2
OG0003260	Ag001G080500, Ag001G080520	XP_006293262.1, XP_006290809.1
OG0003260	Ag001G080490	XP_006292250.1
OG0003261	Ag008G684910	XP_006281571.2
OG0003262	Ag003G251730, Ag002G175900	XP_006279669.2
OG0003263	Ag008G694270	XP_023643881.1
OG0003264	Ag007G607110	XP_006287786.1
OG0003265	Ag007G605600	XP_006290094.1
OG0003266	Ag008G724160	XP_023637718.1
OG0003266	Ag007G601140	XP_006286568.1
OG0003267	Ag007G600840	XP_006286595.1
OG0003268	Ag006G574090	XP_006285421.1
OG0003269	Ag002G141630	XP_006286358.1
OG0003270	Ag006G534920	XP_006306012.2, XP_006306203.2
OG0003271	Ag007G583750	XP_023644886.1
OG0003271	Ag001G013780, Ag001G013720	XP_006292918.1
OG0003272	Ag007G580460	XP_023644949.1
OG0003273	Ag007G580320	XP_006294720.1
OG0003274	Ag005G416010	XP_006298711.1
OG0003274	Ag003G285460	XP_006284550.2
OG0003275	Ag005G413960	XP_006299001.1
OG0003276	Ag003G288710	XP_006283954.1
OG0003276	Ag005G412510	XP_006297953.1
OG0003277	Ag003G288960, Ag008G712650	XP_006285554.2
OG0003278	Ag006G520610	XP_006295776.2
OG0003278	Ag003G296440	XP_006284310.1
OG0003279	Ag003G263760, Ag003G263740, Ag003G263250, Ag003G263240, Ag003G263200, Ag003G263820, Ag003G263260, Ag003G263780, Ag003G263230, Ag003G263730, Ag003G230370, Ag003G230380, Ag003G230390, Ag003G230400, Ag003G230360, Ag003G263800, Ag003G296460	XP_006283575.1
OG0003280	Ag007G578910	XP_006295268.1, XP_006303413.2
OG0003281	Ag002G104320	XP_006280657.1, XP_006281787.2
OG0003282	Ag005G425550	XP_006297077.1
OG0003283	Ag001G008480	XP_023634540.1
OG0003283	Ag005G427660	XP_006298377.1
OG0003284	Ag001G038220	XP_006282594.1, XP_006297643.1
OG0003285	Ag004G312730	XP_006285215.2
OG0003286	Ag001G035740	XP_006284802.1
OG0003287	Ag001G034970	XP_006284124.1
OG0003288	Ag002G200010, Ag002G200040	XP_006280350.1
OG0003289	Ag002G198370, Ag002G198360	XP_006296003.1
OG0003290	Ag006G492340, Ag006G492350	XP_006287350.1, XP_023637016.1
OG0003292	Ag008G714130, Ag006G570650	XP_006289156.2, XP_023636449.1
OG0003294	Ag008G731640	XP_006281386.1
OG0003294	Ag007G603360	XP_006288969.1
OG0003295	Ag008G733420	XP_006279943.1
OG0003296	Ag001G099960	XP_006279829.1
OG0003296	Ag001G062870	XP_006292971.2
OG0003297	Ag001G099770	XP_023638376.1, XP_006281675.2
OG0003298	Ag007G586900	XP_006281535.1
OG0003298	Ag004G301910	XP_023645228.1
OG0003299	Ag007G589710	XP_006295065.1
OG0003299	Ag004G303430	XP_023645770.1
OG0003300	Ag004G306480	XP_006306455.1
OG0003300	Ag007G593460	XP_006295366.1
OG0003301	Ag007G597620, Ag007G597640	XP_006293453.1, XP_006293454.1
OG0003302	Ag003G276670	XP_006295415.1, XP_006285466.1
OG0003303	Ag001G101010	XP_023642404.1
OG0003303	Ag007G613220	XP_006287937.1
OG0003304	Ag005G478570	XP_006296741.1
OG0003305	Ag005G488200	XP_006297827.1
OG0003305	Ag007G624030	XP_006287873.1
OG0003306	Ag005G484880	XP_006298205.1
OG0003306	Ag007G637930	XP_006288228.2
OG0003307	Ag005G484360	XP_006298054.1
OG0003308	Ag005G479450	XP_006298757.1
OG0003309	Ag005G404000, Ag007G586260	XP_006283973.1
OG0003310	Ag004G326180	XP_023632732.1
OG0003310	Ag003G213640	XP_006300814.1
OG0003311	Ag004G326460, Ag004G326450	XP_006305593.1
OG0003312	Ag003G236190	XP_006302579.1
OG0003313	Ag004G329450	XP_006303729.1
OG0003314	Ag004G331440	XP_023644614.1
OG0003315	Ag004G336310	XP_006307528.1
OG0003316	Ag003G214810	XP_023632718.1, XP_006304762.1
OG0003317	Ag003G279860, Ag003G279930, Ag004G339780, Ag004G339630, Ag004G339820	XP_006301142.1, XP_006300971.1, XP_006301344.1, XP_006301788.1, XP_006284897.2, XP_006306009.2
OG0003318	Ag007G655770	XP_006304050.1
OG0003319	Ag003G244310	XP_023644841.1
OG0003321	Ag003G272190	XP_023633738.1
OG0003322	Ag008G713500	XP_023637334.1
OG0003323	Ag004G307180, Ag004G307210	XP_023645285.1
OG0003324	Ag007G617410	XP_006287626.1
OG0003325	Ag007G637340	XP_006286930.1
OG0003326	Ag006G510400	XP_023637273.1
OG0003326	Ag006G510390	XP_023637180.1
OG0003327	Ag006G501310	XP_006287444.2, XP_006287339.1
OG0003327	Ag001G080010	XP_023639101.1
OG0003328	Ag008G723120, Ag008G723130	XP_023636972.1
OG0003329	Ag004G354770	XP_006302623.1, XP_006302929.1
OG0003330	Ag004G347490	XP_006302053.1
OG0003331	Ag003G216660	XP_006302655.1
OG0003332	Ag004G332240	XP_006305120.1
OG0003333	Ag003G233830	XP_006301497.1
OG0003334	Ag003G212650	XP_006300474.1
OG0003335	Ag003G212490	XP_006302915.1
OG0003335	Ag004G325540	XP_006303390.1
OG0003336	Ag005G469670	XP_023642515.1
OG0003337	Ag005G459020	XP_006298728.1
OG0003337	Ag001G027780	XP_023645217.1
OG0003338	Ag005G439150	XP_023641087.1
OG0003338	Ag001G034600	XP_023634958.1
OG0003339	Ag001G006550	XP_006307616.1
OG0003340	Ag003G286390, Ag006G500670, Ag001G084450, Ag001G084430	XP_023645396.1, XP_023637766.1
OG0003341	Ag001G086180, Ag001G086190, Ag001G086200, Ag001G086240, Ag001G086210	XP_023639310.1, XP_006292940.1, XP_023643968.1
OG0003342	Ag001G088560	XP_006290420.1, XP_006296390.1
OG0003343	Ag008G719400, Ag002G181720, Ag001G096610	XP_006290895.1, XP_006292419.1, XP_006281441.2
OG0003344	Ag001G009970	XP_023634341.1, XP_006306335.1
OG0003345	Ag004G388420, Ag001G036220, Ag008G699470	XP_006279310.2
OG0003346	Ag001G093600, Ag001G093610, Ag002G135550, Ag002G135760, Ag001G060640	XP_006293220.1
OG0003347	Ag001G071550	XP_006292674.1
OG0003350	Ag003G270120	XP_006282869.2, XP_006283645.2
OG0003351	Ag006G551870	XP_006285025.2
OG0003353	Ag008G723430, Ag008G723420	XP_023635372.1
OG0003359	Ag003G272730, Ag003G272710	XP_006284987.1
OG0003360	Ag003G279500	XP_023634527.1
OG0003362	Ag003G274390	XP_006283361.1
OG0003364	Ag003G282950, Ag003G282980	XP_023635114.1
OG0003365	Ag003G275120, Ag003G274590, Ag003G274720, Ag003G274750, Ag003G274640	XP_006286103.1
OG0003366	Ag001G101230	XP_006283553.1, XP_006294082.1
OG0003367	Ag004G321040	XP_006303175.1
OG0003368	Ag007G652940, Ag004G307750	XP_006290659.1, XP_006289823.1
OG0003370	Ag004G317920	XP_006290661.1
OG0003370	Ag008G664810	XP_023638180.1
OG0003371	Ag008G669850	XP_006291373.1
OG0003372	Ag002G160840, Ag007G649000	XP_006284328.1
OG0003374	Ag003G252400	XP_006283681.1
OG0003375	Ag007G656020	XP_006286283.1
OG0003376	Ag003G245820, Ag004G334730	XP_023634386.1
OG0003377	Ag008G701610	XP_006280491.1
OG0003378	Ag001G040900	XP_006280173.1
OG0003379	Ag008G695140, Ag004G375190	XP_006279572.1, XP_006282565.2
OG0003380	Ag002G108230, Ag002G111680, Ag002G103320, Ag008G704470	XP_006279594.1
OG0003381	Ag003G253470	XP_006285230.1
OG0003382	Ag007G604410	XP_006287293.2
OG0003383	Ag008G725810	XP_006280926.1
OG0003384	Ag003G208840, Ag003G208850, Ag006G572640, Ag006G572650	XP_006284208.1
OG0003385	Ag006G561390	XP_006284391.1
OG0003387	Ag006G540410	XP_006305209.1, XP_006288116.1
OG0003389	Ag002G159960	XP_006293463.2
OG0003389	Ag007G582610	XP_006307096.2
OG0003390	Ag007G580650	XP_006305999.1
OG0003391	Ag005G410510, Ag003G289220	XP_023635345.1
OG0003393	Ag003G292840	XP_006284177.1
OG0003394	Ag008G731590	XP_006289978.1
OG0003396	Ag002G146030, Ag006G559790	XP_006287995.1, XP_006289222.1
OG0003397	Ag002G104590	XP_006281088.1
OG0003400	Ag001G038020	XP_006285703.1, XP_006285986.1
OG0003401	Ag001G035820	XP_006284517.2, XP_006284581.1
OG0003402	Ag001G033840	XP_006285994.1, XP_006285714.1
OG0003403	Ag001G098260	XP_006292766.1
OG0003404	Ag002G205080	XP_006293795.2
OG0003405	Ag001G091520	XP_023637742.1
OG0003405	Ag002G198230	XP_006295323.1
OG0003406	Ag008G662990	XP_006291887.1, XP_006292439.1
OG0003407	Ag005G478440	XP_006299577.1
OG0003408	Ag001G058360	XP_006292387.1
OG0003408	Ag008G733680	XP_006281700.1
OG0003410	Ag006G516440	XP_006288162.2
OG0003410	Ag004G298260	XP_023645035.1
OG0003411	Ag006G510150	XP_023636531.1
OG0003411	Ag006G510180	XP_023636426.1
OG0003412	Ag007G589550	XP_006293699.1
OG0003412	Ag004G303560	XP_006304766.1
OG0003413	Ag007G592260	XP_006295756.1
OG0003415	Ag001G100510	XP_006297963.1
OG0003415	Ag007G614200	XP_006289216.2
OG0003416	Ag007G621600	XP_006287900.1
OG0003417	Ag005G484200	XP_006300214.1, XP_023637218.1
OG0003418	Ag005G484100	XP_006298278.1
OG0003419	Ag005G482030	XP_006296978.1
OG0003419	Ag007G628980	XP_006286442.1
OG0003420	Ag002G185820, Ag002G185810, Ag001G075070, Ag001G075130, Ag001G075110, Ag001G075080, Ag001G075120, Ag005G435770, Ag002G175050, Ag002G187210, Ag002G187150, Ag002G185840	XP_006295954.1
OG0003421	Ag003G285520	XP_006300648.1
OG0003421	Ag002G166960	XP_023640473.1
OG0003422	Ag002G171820	XP_006295587.1
OG0003422	Ag001G072710	XP_006290640.1
OG0003424	Ag001G074700	XP_006293281.1
OG0003425	Ag004G323030	XP_023645810.1
OG0003426	Ag004G326880	XP_006305567.1
OG0003427	Ag004G335470	XP_006306614.1
OG0003427	Ag003G235030, Ag005G476850	XP_023641437.1
OG0003428	Ag004G336250	XP_006291870.1, XP_006291836.2
OG0003430	Ag003G243170	XP_006304840.1
OG0003430	Ag004G346440	XP_006300378.1
OG0003431	Ag004G348340	XP_006301116.1
OG0003432	Ag003G247090	XP_006304969.1
OG0003433	Ag003G271470	XP_006284464.1
OG0003434	Ag002G125180, Ag002G125190	XP_006293683.1
OG0003435	Ag004G298000	XP_006303837.1
OG0003436	Ag004G310300, Ag004G310280	XP_006303836.1
OG0003437	Ag005G448300, Ag002G140030	XP_006280724.1
OG0003438	Ag005G490560	XP_006297996.1
OG0003438	Ag007G616890	XP_006288061.1
OG0003439	Ag007G625690	XP_006287847.2
OG0003439	Ag005G487430	XP_006299060.1
OG0003440	Ag002G170960, Ag007G628050	XP_006287789.1
OG0003441	Ag008G727060	XP_006306131.1, XP_006280803.1
OG0003442	Ag008G728570	XP_006291853.1
OG0003443	Ag008G691920	XP_006292754.1
OG0003443	Ag008G723020	XP_023637430.1
OG0003444	Ag001G055040	XP_006290744.1
OG0003445	Ag008G713250	XP_006291692.2
OG0003446	Ag004G343890	XP_006300987.1
OG0003447	Ag003G240430	XP_023643887.1
OG0003448	Ag003G211570, Ag004G324890	XP_006307722.2
OG0003449	Ag005G470530	XP_006298805.1
OG0003450	Ag001G002360	XP_006303670.2
OG0003450	Ag005G469060, Ag005G469050	XP_023641154.1
OG0003451	Ag005G457270, Ag002G105770	XP_006297066.1, XP_023642549.1
OG0003452	Ag005G456190	XP_006297463.1
OG0003452	Ag005G456220	XP_023641373.1
OG0003453	Ag005G455760, Ag005G455780	XP_023642170.1, XP_023642018.1
OG0003454	Ag005G419360	XP_006297553.1, XP_006296609.1
OG0003455	Ag003G282260	XP_006298822.2, XP_006284859.1
OG0003456	Ag001G007290	XP_006303704.1
OG0003457	Ag001G076670	XP_006290589.1
OG0003457	Ag002G180500	XP_006293664.1
OG0003458	Ag001G093060	XP_006291085.1
OG0003459	Ag005G468500, Ag002G186230, Ag003G252110, Ag002G171210, Ag005G469340	XP_006300126.1
OG0003460	Ag003G294310, Ag003G294300	XP_023632882.1, XP_023640998.1, XP_023644449.1
OG0003461	Ag007G582010, Ag004G300090	XP_023643977.1
OG0003462	Ag004G312230	XP_006306058.1, XP_006304235.1
OG0003463	Ag004G323460	XP_006303291.1, XP_006306287.1
OG0003464	Ag005G483000, Ag005G482970, Ag005G482990	XP_006298834.2, XP_006298894.1
OG0003465	Ag007G578970	XP_023645866.1
OG0003465	Ag007G579000	XP_006306925.1
OG0003466	Ag007G600390, Ag007G600370	XP_006287610.2
OG0003481	Ag005G407130	XP_006300050.1
OG0003481	Ag003G259080	XP_006296037.1
OG0003482	Ag005G409520, Ag003G261870	XP_006298890.1
OG0003483	Ag007G585120	XP_006304074.1
OG0003483	Ag003G267850	XP_023633957.1
OG0003484	Ag003G279320	XP_006285676.1
OG0003485	Ag008G731090, Ag003G275810	XP_006284186.1
OG0003487	Ag004G308910	XP_006303742.1
OG0003488	Ag004G367490	XP_006302356.2, XP_006302373.1
OG0003489	Ag004G370530	XP_006300441.1
OG0003489	Ag004G312120	XP_006305877.1
OG0003490	Ag004G313120	XP_006303370.1
OG0003491	Ag007G653610	XP_023634132.1
OG0003492	Ag002G130910	XP_023634714.1
OG0003493	Ag005G476160	XP_006298176.1
OG0003493	Ag005G476170	XP_006298180.1
OG0003494	Ag006G555700	XP_006282022.1, XP_006303791.2
OG0003495	Ag008G679400, Ag008G676180	XP_006279824.1
OG0003496	Ag008G683780	XP_006280339.2
OG0003498	Ag007G606870, Ag007G606810	XP_023642859.1
OG0003499	Ag007G602860	XP_006298216.1
OG0003499	Ag008G731310	XP_006280875.1
OG0003500	Ag008G730730	XP_023635901.1
OG0003501	Ag007G602160	XP_023635902.1
OG0003502	Ag006G566080	XP_023634818.1
OG0003503	Ag007G602570, Ag006G545930, Ag006G548620	XP_006285075.1, XP_006286136.1
OG0003504	Ag006G536740, Ag006G539300	XP_006305303.1
OG0003505	Ag006G535370	XP_006305761.1, XP_006288873.1
OG0003506	Ag002G161590	XP_023640129.1
OG0003506	Ag007G580330	XP_023645076.1
OG0003507	Ag007G580160	XP_006304015.1
OG0003508	Ag005G413970	XP_006298143.1
OG0003508	Ag003G286000	XP_006284060.1
OG0003509	Ag003G288420	XP_006283636.1
OG0003510	Ag001G032270	XP_006295445.1
OG0003510	Ag003G290880	XP_023633708.1
OG0003511	Ag007G646250	XP_006291420.1
OG0003512	Ag002G157810	XP_006281095.1
OG0003513	Ag002G130770	XP_006287092.1
OG0003513	Ag006G564440	XP_006282798.1
OG0003515	Ag002G123690	XP_006284544.2
OG0003517	Ag001G043160, Ag001G043120	XP_023634143.1, XP_006286120.1
OG0003518	Ag001G043640, Ag001G043500, Ag001G043630, Ag001G045900, Ag001G045890	XP_006284514.1
OG0003519	Ag001G038740	XP_023634879.1
OG0003520	Ag005G435180	XP_023641820.1, XP_006283363.1
OG0003522	Ag002G201090, Ag002G201080, Ag002G201100	XP_006295829.1
OG0003523	Ag001G086260	XP_006292898.2
OG0003523	Ag002G193580	XP_023640488.1
OG0003524	Ag008G729670	XP_006291050.1, XP_006279614.1
OG0003525	Ag008G732680	XP_006281052.1
OG0003526	Ag005G457310, Ag008G693330	XP_006291199.1
OG0003527	Ag008G734620	XP_006282421.2, XP_023635441.1
OG0003528	Ag007G592790	XP_006296399.1
OG0003528	Ag004G306140	XP_006303628.1
OG0003529	Ag008G694160	XP_006280296.1
OG0003530	Ag007G620700	XP_006287217.1
OG0003531	Ag007G633100	XP_006286966.1
OG0003532	Ag005G480650	XP_006297046.1
OG0003533	Ag002G181480, Ag002G180040, Ag001G066690	XP_006300962.1
OG0003533	Ag002G181490	XP_023639938.1, XP_006295102.1
OG0003534	Ag001G076680	XP_023638665.1
OG0003534	Ag002G180530, Ag002G180520	XP_006294578.1
OG0003536	Ag004G326240	XP_006307236.2
OG0003537	Ag004G329630	XP_006306937.1
OG0003538	Ag005G453270, Ag004G331520	XP_023645218.1
OG0003539	Ag003G240860	XP_023644007.1
OG0003539	Ag004G339960	XP_006307658.2
OG0003540	Ag004G344360	XP_006300411.1
OG0003541	Ag004G345280	XP_006300881.1
OG0003542	Ag004G354130	XP_006302514.1
OG0003543	Ag004G355180	XP_006302118.1
OG0003544	Ag002G179740, Ag007G629070	XP_006283028.1
