Orthogroup	Cardamine_hirsuta	Brassica_oleracea
OG0000662	CARHR197460, CARHR197470	XP_013616700.1, XP_013607053.1
OG0000663	CARHR026400, CARHR026390, CARHR026410	XP_013593857.1, XP_013625643.1
OG0000664	CARHR195160	XP_013616823.1
OG0000665	CARHR147930	XP_013594926.1, XP_013597286.1
OG0000665	CARHR145180, CARHR147950, CARHR147940	XP_013623880.1
OG0000669	CARHR139290	XP_013631739.1, XP_013633597.1
OG0000669	CARHR143780	XP_013616063.1, XP_013593543.1, XP_013612896.1
OG0000670	CARHR230970	XP_013596357.1, XP_013597650.1, XP_013628641.1, XP_013628642.1, XP_013606861.1
OG0000671	CARHR263360, CARHR263370, CARHR263380, CARHR263350, CARHR263330, CARHR263610	XP_013637551.1, XP_013631572.1, XP_013631306.1
OG0000672	CARHR128340	XP_013637288.1, XP_013630545.1, XP_013636940.1
OG0000672	CARHR058470, CARHR058460	XP_013591006.1
OG0000673	CARHR146780	XP_013598105.1, XP_013598106.1, XP_013597824.1
OG0000674	CARHR002110	XP_013600959.1, XP_013583538.1
OG0000674	CARHR142960	XP_013631620.1, XP_013634018.1
OG0000674	CARHR250520	XP_013612021.1
OG0000675	CARHR016440	XP_013585751.1, XP_013602190.1, XP_013603177.1, XP_013625470.1, XP_013634237.1, XP_013634402.1
OG0000676	CARHR165860	XP_013600439.1, XP_013637445.1
OG0000676	CARHR067530	XP_013590065.1, XP_013590112.1, XP_013620748.1
OG0000677	CARHR024890	XP_013594676.1
OG0000677	CARHR024900	XP_013584326.1
OG0000682	CARHR151670, CARHR254760	XP_013614132.1, XP_013616960.1, XP_013617303.1, XP_013594646.1, XP_013624135.1, XP_013633128.1, XP_013589234.1, XP_013617072.1
OG0000685	CARHR237310	XP_013598345.1, XP_013620281.1, XP_013630726.1
OG0000685	CARHR233760	XP_013602280.1, XP_013594259.1
OG0000686	CARHR183040	XP_013595172.1, XP_013627487.1, XP_013624903.1
OG0000687	CARHR222930	XP_013598642.1, XP_013636654.1
OG0000687	CARHR140390	XP_013588712.1, XP_013629428.1
OG0000688	CARHR144900, CARHR144920	XP_013596247.1, XP_013618583.1, XP_013621295.1
OG0000689	CARHR033420, CARHR023140, CARHR260800	XP_013630239.1, XP_013592464.1, XP_013606957.1, XP_013586073.1
OG0000692	CARHR169120, CARHR169130	XP_013634145.1, XP_013604794.1
OG0000692	CARHR169140	XP_013604793.1, XP_013592766.1
OG0000692	CARHR137870	XP_013636874.1
OG0000693	CARHR165850	XP_013603613.1, XP_013631455.1
OG0000693	CARHR134810	XP_013636491.1, XP_013631684.1
OG0000694	CARHR117280	XP_013615644.1, XP_013632077.1
OG0000694	CARHR118600, CARHR116950	XP_013636296.1, XP_013603572.1, XP_013628153.1, XP_013636297.1
OG0000695	CARHR067250	XP_013590020.1, XP_013588475.1
OG0000695	CARHR037390, CARHR051830, CARHR051860	XP_013610416.1, XP_013607714.1
OG0000696	CARHR042410	XP_013590225.1, XP_013590258.1, XP_013626021.1, XP_013584117.1, XP_013588023.1
OG0000697	CARHR040880, CARHR041470, CARHR041690	XP_013590343.1
OG0000699	CARHR133740	XP_013625211.1
OG0000702	CARHR198830	XP_013618941.1, XP_013606897.1, XP_013623327.1
OG0000702	CARHR148910	XP_013593194.1
OG0000702	CARHR075300	XP_013584881.1
OG0000703	CARHR209610	XP_013609951.1
OG0000703	CARHR130760	XP_013631124.1, XP_013634397.1
OG0000703	CARHR162810	XP_013605738.1, XP_013637326.1
OG0000704	CARHR226510	XP_013597656.1
OG0000704	CARHR177490	XP_013616180.1
OG0000706	CARHR188230, CARHR188240	XP_013620018.1
OG0000707	CARHR160390	XP_013602867.1
OG0000707	CARHR083770	XP_013622104.1
OG0000707	CARHR046880	XP_013591123.1
OG0000707	CARHR060990	XP_013618257.1
OG0000708	CARHR011870	XP_013599747.1
OG0000708	CARHR011880	XP_013624982.1
OG0000709	CARHR195290	XP_013622012.1
OG0000709	CARHR177020, CARHR177110	XP_013610930.1
OG0000709	CARHR161160	XP_013605065.1
OG0000709	CARHR195240	XP_013619506.1
OG0000710	CARHR014170	XP_013585020.1, XP_013638977.1, XP_013638976.1, XP_013601829.1, XP_013605604.1, XP_013600364.1, XP_013605605.1, XP_013602397.1
OG0000711	CARHR001950	XP_013632076.1
OG0000711	CARHR217760	XP_013627279.1, XP_013627320.1
OG0000712	CARHR240650	XP_013593080.1
OG0000714	CARHR214450	XP_013636837.1, XP_013632161.1
OG0000714	CARHR059020	XP_013590476.1, XP_013591438.1, XP_013591440.1, XP_013607997.1
OG0000715	CARHR253700, CARHR253710	XP_013609782.1, XP_013635893.1, XP_013615836.1, XP_013625485.1
OG0000717	CARHR021580	XP_013587658.1, XP_013615004.1, XP_013602501.1
OG0000718	CARHR212110	XP_013622716.1
OG0000719	CARHR273430	XP_013616421.1, XP_013608779.1, XP_013609658.1, XP_013623049.1
OG0000719	CARHR010760, CARHR219410, CARHR219360	XP_013603883.1, XP_013585193.1
OG0000720	CARHR172930	XP_013587865.1, XP_013605658.1
OG0000720	CARHR250310	XP_013621785.1, XP_013620529.1
OG0000720	CARHR002020	XP_013603730.1
OG0000721	CARHR092030	XP_013583315.1
OG0000722	CARHR062810	XP_013592142.1
OG0000722	CARHR014750	XP_013602563.1, XP_013602104.1, XP_013583625.1
OG0000723	CARHR187110	XP_013609957.1, XP_013610780.1
OG0000723	CARHR187090, CARHR178000, CARHR187100, CARHR147410	XP_013593251.1, XP_013594194.1, XP_013615540.1
OG0000724	CARHR060750	XP_013636152.1
OG0000725	CARHR221320, CARHR081900	XP_013596211.1
OG0000728	CARHR194280	XP_013627110.1, XP_013627645.1
OG0000730	CARHR145570	XP_013609762.1, XP_013606332.1, XP_013621174.1, XP_013597726.1
OG0000730	CARHR014420, CARHR014410	XP_013587495.1, XP_013599676.1
OG0000731	CARHR147210	XP_013594255.1, XP_013621668.1
OG0000732	CARHR233660	XP_013595557.1, XP_013605290.1
OG0000732	CARHR162710	XP_013636564.1
OG0000734	CARHR276090, CARHR276080	XP_013618399.1, XP_013608929.1, XP_013629993.1
OG0000735	CARHR269440	XP_013591241.1
OG0000735	CARHR269450	XP_013610500.1
OG0000735	CARHR270000	XP_013614459.1
OG0000736	CARHR203040	XP_013612603.1, XP_013626076.1
OG0000736	CARHR113510	XP_013604018.1
OG0000736	CARHR246810	XP_013595845.1
OG0000737	CARHR247250	XP_013592924.1
OG0000737	CARHR247240	XP_013596325.1
OG0000737	CARHR114340	XP_013603018.1
OG0000738	CARHR126970	XP_013631101.1, XP_013627508.1
OG0000738	CARHR126770	XP_013635857.1, XP_013630851.1
OG0000739	CARHR215740, CARHR057480	XP_013605762.1, XP_013585667.1
OG0000741	CARHR088130	XP_013628698.1
OG0000741	CARHR270140	XP_013630543.1, XP_013612105.1
OG0000741	CARHR045160	XP_013591741.1, XP_013629407.1
OG0000742	CARHR292720, CARHR184360, CARHR182900	YP_004927476.1
OG0000744	CARHR194210	XP_013629472.1
OG0000750	CARHR290110	XP_013607659.1
OG0000751	CARHR084590	XP_013614453.1, XP_013626071.1, XP_013611038.1, XP_013621109.1
OG0000752	CARHR188450	XP_013619186.1, XP_013595509.1
OG0000752	CARHR202560	XP_013622243.1
OG0000753	CARHR035720	XP_013588276.1
OG0000754	CARHR035490, CARHR035510	XP_013602877.1
OG0000755	CARHR252450	XP_013607083.1
OG0000755	CARHR252440	XP_013607314.1
OG0000756	CARHR244020, CARHR244030	XP_013596818.1
OG0000756	CARHR178040	XP_013596859.1, XP_013597256.1, XP_013603899.1
OG0000757	CARHR210930	XP_013636178.1
OG0000757	CARHR163640	XP_013590653.1
OG0000758	CARHR073700	XP_013588377.1, XP_013615500.1
OG0000758	CARHR125870	XP_013631289.1
OG0000758	CARHR016430	XP_013585750.1
OG0000759	CARHR123360	XP_013622081.1
OG0000759	CARHR006850	XP_013603985.1, XP_013604492.1
OG0000760	CARHR135680	XP_013634401.1, XP_013626163.1
OG0000760	CARHR166490	XP_013634308.1
OG0000761	CARHR095740, CARHR284770	XP_013626262.1
OG0000761	CARHR095730	XP_013637990.1, XP_013637992.1
OG0000762	CARHR110370	XP_013596635.1, XP_013596640.1
OG0000763	CARHR044340	XP_013590746.1, XP_013623343.1, XP_013626578.1, XP_013590475.1
OG0000763	CARHR044350	XP_013592673.1, XP_013591085.1
OG0000764	CARHR041140	XP_013624963.1, XP_013585333.1, XP_013592316.1
OG0000764	CARHR040740, CARHR040730	XP_013591163.1, XP_013591225.1
OG0000766	CARHR043780	XP_013611618.1
OG0000766	CARHR044660	XP_013589089.1
OG0000767	CARHR198640	XP_013616796.1
OG0000768	CARHR254820	XP_013619980.1
OG0000772	CARHR286780	XP_013593107.1, XP_013619036.1, XP_013606622.1
OG0000773	CARHR151920	XP_013602792.1
OG0000774	CARHR233870	XP_013597955.1, XP_013600296.1
OG0000774	CARHR039700	XP_013597075.1
OG0000775	CARHR208910	XP_013623093.1
OG0000775	CARHR085000, CARHR084990	XP_013590798.1, XP_013591746.1, XP_013586773.1, XP_013622519.1
OG0000776	CARHR134970	XP_013621879.1
OG0000776	CARHR083540, CARHR085810, CARHR207500	XP_013615221.1, XP_013621859.1, XP_013587701.1
OG0000777	CARHR044650	XP_013588380.1, XP_013625497.1
OG0000778	CARHR200050	XP_013620205.1
OG0000779	CARHR229220	XP_013632393.1, XP_013593376.1
OG0000779	CARHR253500	XP_013609871.1
OG0000779	CARHR253530	XP_013610247.1
OG0000780	CARHR246900	XP_013606521.1
OG0000780	CARHR113440	XP_013636933.1, XP_013604011.1
OG0000780	CARHR203120	XP_013616116.1
OG0000781	CARHR139010, CARHR139000	XP_013623541.1, XP_013630369.1, XP_013632185.1
OG0000781	CARHR139020	XP_013632296.1
OG0000782	CARHR278570	XP_013619968.1, XP_013627288.1, XP_013618702.1
OG0000782	CARHR097090	XP_013639760.1
OG0000784	CARHR151390	XP_013583952.1
OG0000784	CARHR190930	XP_013625593.1
OG0000785	CARHR241370	XP_013629202.1, XP_013598284.1
OG0000785	CARHR208570	XP_013611470.1
OG0000786	CARHR274950	XP_013627541.1
OG0000786	CARHR172550	XP_013589593.1
OG0000787	CARHR086970	XP_013634358.1
OG0000787	CARHR086940	XP_013585861.1
OG0000788	CARHR150910	XP_013626598.1, XP_013603304.1
OG0000788	CARHR274460	XP_013619904.1, XP_013610718.1
OG0000790	CARHR044250, CARHR044260	XP_013597346.1
OG0000791	CARHR166660	XP_013607494.1
OG0000793	CARHR073720	XP_013619686.1, XP_013596930.1, XP_013591237.1
OG0000794	CARHR121140	XP_013633241.1, XP_013633296.1, XP_013633291.1
OG0000796	CARHR062010, CARHR061980	XP_013603651.1
OG0000798	CARHR223250	XP_013593888.1, XP_013593696.1, XP_013604145.1, XP_013601377.1
OG0000798	CARHR224000	XP_013605253.1
OG0000799	CARHR025140	XP_013603959.1, XP_013594671.1, XP_013593290.1
OG0000800	CARHR145890	XP_013593693.1
OG0000801	CARHR208660	XP_013610720.1
OG0000801	CARHR208640	XP_013625933.1
OG0000801	CARHR085090	XP_013638721.1
OG0000802	CARHR175620	XP_013593304.1
OG0000802	CARHR029230	XP_013586013.1
OG0000802	CARHR225180	XP_013607618.1
OG0000803	CARHR226580	XP_013597661.1, XP_013618516.1
OG0000804	CARHR261780	XP_013633161.1
OG0000805	CARHR098120	XP_013619063.1, XP_013602346.1, XP_013636035.1, XP_013623274.1, XP_013583710.1
OG0000806	CARHR121190	XP_013635236.1
OG0000806	CARHR139550	XP_013626961.1
OG0000807	CARHR139430	XP_013627663.1, XP_013633722.1
OG0000807	CARHR075060	XP_013629398.1, XP_013584625.1
OG0000808	CARHR121890, CARHR121880	XP_013633577.1
OG0000808	CARHR154860	XP_013603007.1
OG0000808	CARHR285630	XP_013629824.1
OG0000809	CARHR025340	XP_013597861.1, XP_013625216.1, XP_013637687.1
OG0000809	CARHR062290	XP_013590364.1
OG0000810	CARHR041490, CARHR040850	XP_013614709.1, XP_013614710.1
OG0000813	CARHR092530	XP_013583297.1
OG0000814	CARHR273720, CARHR273700, CARHR273710, CARHR259980	XP_013616922.1, XP_013619664.1
OG0000818	CARHR158250	XP_013622778.1
OG0000818	CARHR235440	XP_013601027.1, XP_013601020.1
OG0000819	CARHR085120	XP_013637894.1
OG0000819	CARHR208620	XP_013619169.1, XP_013627129.1
OG0000819	CARHR166400	XP_013602371.1
OG0000820	CARHR133630	XP_013622833.1, XP_013638433.1, XP_013635094.1, XP_013627555.1
OG0000820	CARHR080350	XP_013624616.1
OG0000821	CARHR264890	XP_013608109.1, XP_013615654.1, XP_013626614.1, XP_013618935.1
OG0000821	CARHR264870	XP_013619709.1
OG0000822	CARHR056320	XP_013617030.1, XP_013627605.1, XP_013623884.1
OG0000823	CARHR174150	XP_013593146.1, XP_013620973.1, XP_013612330.1
OG0000823	CARHR224220	XP_013604959.1, XP_013597709.1, XP_013601619.1
OG0000824	CARHR032480, CARHR032490	XP_013587936.1
OG0000824	CARHR256200	XP_013606961.1, XP_013616109.1
OG0000825	CARHR171910	XP_013591912.1
OG0000825	CARHR141530	XP_013630510.1, XP_013637367.1
OG0000826	CARHR178250	XP_013626777.1
OG0000826	CARHR139610	XP_013635999.1, XP_013631280.1, XP_013631179.1, XP_013636000.1, XP_013609671.1
OG0000827	CARHR268300	XP_013612367.1
OG0000827	CARHR211690	XP_013618619.1, XP_013606887.1
OG0000828	CARHR120790	XP_013627955.1, XP_013630533.1
OG0000829	CARHR195650, CARHR195640	XP_013621820.1
OG0000830	CARHR294240	XP_013602094.1, XP_013586471.1, XP_013598621.1
OG0000830	CARHR069560	XP_013592771.1
OG0000831	CARHR020950, CARHR020940	XP_013584245.1, XP_013599105.1
OG0000831	CARHR020970	XP_013602608.1
OG0000832	CARHR289660, CARHR149550, CARHR102330, CARHR073950	XP_013608146.1
OG0000833	CARHR089780, CARHR105580	XP_013587280.1, XP_013584121.1, XP_013610261.1, XP_013629853.1, XP_013623508.1
OG0000833	CARHR043620	XP_013589070.1
OG0000834	CARHR093990	XP_013638659.1, XP_013583244.1, XP_013584992.1
OG0000835	CARHR094540	XP_013608484.1, XP_013630534.1, XP_013587228.1
OG0000835	CARHR039650	XP_013600845.1, XP_013592364.1, XP_013587696.1
OG0000836	CARHR046600, CARHR167470	XP_013602493.1, XP_013602496.1, XP_013600836.1, XP_013602465.1, XP_013603389.1, XP_013603391.1, XP_013603387.1
OG0000837	CARHR011920	XP_013601845.1
OG0000841	CARHR223630	XP_013596149.1
OG0000842	CARHR147250, CARHR147260	XP_013621097.1
OG0000842	CARHR147280, CARHR147270	XP_013609524.1, XP_013617784.1
OG0000843	CARHR275700, CARHR275080	XP_013639762.1
OG0000844	CARHR084040	XP_013586897.1, XP_013612104.1
OG0000844	CARHR210450	XP_013611602.1, XP_013630313.1
OG0000845	CARHR257830, CARHR232320	XP_013596320.1
OG0000845	CARHR157370	XP_013602930.1
OG0000847	CARHR278540	XP_013613324.1, XP_013621372.1, XP_013629133.1
OG0000848	CARHR216960, CARHR001360	XP_013602603.1, XP_013585625.1
OG0000848	CARHR218130	XP_013625863.1, XP_013608931.1
OG0000849	CARHR142040	XP_013634629.1, XP_013634305.1
OG0000849	CARHR249450	XP_013608891.1
OG0000849	CARHR172260	XP_013601737.1
OG0000850	CARHR171590	XP_013603654.1, XP_013602668.1
OG0000850	CARHR171600	XP_013635492.1
OG0000851	CARHR136870	XP_013614879.1
OG0000851	CARHR167690	XP_013630887.1, XP_013605417.1
OG0000852	CARHR253570, CARHR192670	XP_013610268.1
OG0000853	CARHR251490, CARHR251460, CARHR251480	XP_013626710.1, XP_013626612.1, XP_013610213.1, XP_013609514.1
OG0000853	CARHR251450, CARHR251430	XP_013609810.1, XP_013615668.1
OG0000854	CARHR121270	XP_013636763.1, XP_013630850.1
OG0000854	CARHR007790	XP_013604894.1, XP_013604892.1, XP_013586198.1
OG0000855	CARHR156680	XP_013629352.1, XP_013603457.1, XP_013621918.1
OG0000855	CARHR276480	XP_013620384.1, XP_013612985.1, XP_013629060.1
OG0000857	CARHR153870	XP_013606002.1
OG0000857	CARHR157970	XP_013603674.1, XP_013608373.1
OG0000860	CARHR222570	XP_013624004.1, XP_013591021.1, XP_013614457.1, XP_013629717.1, XP_013616910.1
OG0000861	CARHR289550	XP_013589229.1, XP_013589227.1
OG0000862	CARHR112790, CARHR112800	XP_013634395.1, XP_013593654.1, XP_013634376.1, XP_013634386.1
OG0000863	CARHR221740, CARHR054030	XP_013615614.1, XP_013627377.1, XP_013584133.1
OG0000867	CARHR058270, CARHR054880, CARHR058300, CARHR058280	XP_013613998.1, XP_013591392.1, XP_013590812.1
OG0000868	CARHR206600	XP_013611649.1, XP_013629183.1, XP_013620700.1
OG0000868	CARHR086440	XP_013611723.1, XP_013629344.1, XP_013586795.1
OG0000869	CARHR174160	XP_013597716.1, XP_013620974.1, XP_013593770.1, XP_013612331.1
OG0000869	CARHR224230	XP_013604961.1, XP_013601636.1
OG0000870	CARHR127820, CARHR127770, CARHR127810, CARHR127790, CARHR127780, CARHR024060, CARHR024080, CARHR127800	XP_013592040.1, XP_013637240.1
OG0000871	CARHR076520	XP_013614755.1, XP_013630335.1
OG0000871	CARHR213900, CARHR216190	XP_013637375.1, XP_013614383.1
OG0000875	CARHR006210	XP_013586398.1, XP_013586034.1
OG0000875	CARHR171740	XP_013602775.1
OG0000876	CARHR190520, CARHR190510	XP_013593685.1, XP_013618041.1
OG0000878	CARHR050890, CARHR050910	XP_013593201.1, XP_013594725.1
OG0000878	CARHR050880	XP_013602641.1, XP_013589764.1
OG0000879	CARHR058140	XP_013603449.1, XP_013603450.1
OG0000884	CARHR061050	XP_013619047.1, XP_013590449.1, XP_013591184.1
OG0000884	CARHR026120	XP_013625765.1, XP_013583837.1, XP_013595297.1
OG0000885	CARHR022790	XP_013638969.1, XP_013602928.1, XP_013593813.1
OG0000885	CARHR235760	XP_013593300.1, XP_013601160.1
OG0000886	CARHR180990	XP_013631023.1, XP_013614864.1
OG0000887	CARHR142500	XP_013602317.1
OG0000887	CARHR142530	XP_013627501.1
OG0000887	CARHR142510	XP_013602313.1
OG0000888	CARHR168900	XP_013631189.1, XP_013591938.1, XP_013599511.1
OG0000888	CARHR137570	XP_013630985.1, XP_013636604.1, XP_013629085.1
OG0000889	CARHR165390	XP_013602272.1, XP_013590260.1, XP_013633621.1
OG0000889	CARHR155370, CARHR285640	XP_013607160.1
OG0000890	CARHR163580	XP_013588508.1, XP_013600413.1
OG0000890	CARHR132130	XP_013622346.1, XP_013637246.1, XP_013636869.1, XP_013588888.1
OG0000891	CARHR022770	XP_013638775.1
OG0000891	CARHR022780	XP_013595882.1, XP_013602091.1
OG0000892	CARHR000030	XP_013597929.1, XP_013621349.1, XP_013635562.1, XP_013583600.1, XP_013627909.1
OG0000894	CARHR110110	XP_013606349.1
OG0000894	CARHR155390	XP_013594316.1
OG0000894	CARHR110100	XP_013633431.1
OG0000895	CARHR102000, CARHR102010, CARHR101980, CARHR101990	XP_013626605.1, XP_013603233.1, XP_013593559.1
OG0000897	CARHR132450	XP_013625607.1
OG0000900	CARHR013820	XP_013600552.1, XP_013603713.1
OG0000901	CARHR222900	XP_013591334.1, XP_013600587.1
OG0000902	CARHR085430	XP_013586710.1, XP_013585731.1
OG0000903	CARHR128090, CARHR118190, CARHR288970	XP_013607590.1, XP_013597121.1, XP_013608478.1
OG0000904	CARHR239570	XP_013615362.1, XP_013622336.1, XP_013612476.1, XP_013622021.1, XP_013616337.1
OG0000905	CARHR203030	XP_013612601.1
OG0000906	CARHR203300	XP_013606125.1, XP_013625796.1
OG0000907	CARHR225450	XP_013597031.1
OG0000907	CARHR176080	XP_013596846.1, XP_013620305.1, XP_013610185.1
OG0000908	CARHR247460	XP_013598085.1
OG0000908	CARHR079980	XP_013584601.1
OG0000909	CARHR024360	XP_013593431.1
OG0000909	CARHR218990	XP_013631773.1
OG0000909	CARHR197110	XP_013611213.1, XP_013622009.1
OG0000910	CARHR273790	XP_013612535.1
OG0000910	CARHR273780, CARHR273770	XP_013614519.1
OG0000911	CARHR184510, CARHR281010	XP_013606086.1, XP_013598888.1
OG0000912	CARHR250860	XP_013614540.1, XP_013612334.1
OG0000913	CARHR063830, CARHR023730	XP_013618219.1, XP_013592388.1
OG0000914	CARHR078050	XP_013630271.1
OG0000915	CARHR162790	XP_013600896.1, XP_013590378.1, XP_013634855.1
OG0000915	CARHR130700	XP_013636924.1, XP_013636224.1, XP_013626025.1
OG0000916	CARHR014950	XP_013600196.1
OG0000917	CARHR013440, CARHR013430	XP_013599483.1, XP_013632169.1, XP_013632255.1, XP_013609726.1, XP_013601055.1
OG0000917	CARHR013400, CARHR013420, CARHR013410	XP_013603114.1, XP_013600724.1
OG0000918	CARHR178290, CARHR178270	XP_013610284.1
OG0000919	CARHR092500	XP_013586830.1, XP_013624223.1
OG0000921	CARHR039690	XP_013590136.1
OG0000921	CARHR039680	XP_013591100.1
OG0000921	CARHR039710	XP_013639603.1, XP_013588704.1
OG0000923	CARHR258610, CARHR257930	XP_013635137.1, XP_013623484.1, XP_013627474.1
OG0000924	CARHR244690	XP_013598410.1, XP_013625066.1
OG0000924	CARHR108620	XP_013596314.1, XP_013612815.1
OG0000930	CARHR110230	XP_013596766.1, XP_013610150.1, XP_013603388.1
OG0000930	CARHR237130	XP_013627199.1, XP_013598048.1, XP_013596686.1
OG0000931	CARHR082840	XP_013638812.1, XP_013628159.1
OG0000931	CARHR085720	XP_013585559.1, XP_013625408.1, XP_013628267.1
OG0000932	CARHR132320	XP_013633770.1
OG0000932	CARHR086480	XP_013587224.1, XP_013611692.1, XP_013630811.1
OG0000933	CARHR233010	XP_013589215.1, XP_013603105.1, XP_013596677.1
OG0000933	CARHR265320	XP_013619373.1
OG0000934	CARHR176970	XP_013597384.1
OG0000935	CARHR252220	XP_013628832.1, XP_013611104.1
OG0000935	CARHR227740	XP_013593349.1, XP_013629880.1, XP_013598366.1
OG0000936	CARHR228280	XP_013638898.1
OG0000936	CARHR228290	XP_013590788.1
OG0000937	CARHR259700, CARHR231390, CARHR231400	XP_013595231.1
OG0000937	CARHR231410	XP_013639438.1
OG0000938	CARHR247080	XP_013627804.1
OG0000938	CARHR247090	XP_013608538.1, XP_013613042.1, XP_013608551.1
OG0000939	CARHR247680, CARHR112280	XP_013605782.1
OG0000940	CARHR103300	XP_013628812.1, XP_013597907.1
OG0000940	CARHR103330	XP_013601275.1, XP_013629179.1
OG0000941	CARHR220190	XP_013629485.1, XP_013636640.1
OG0000941	CARHR005000	XP_013599510.1
OG0000942	CARHR138880	XP_013599206.1, XP_013626597.1, XP_013626217.1, XP_013633941.1, XP_013637281.1
OG0000943	CARHR186330, CARHR080020	XP_013625529.1
OG0000945	CARHR079810	XP_013585335.1
OG0000946	CARHR211900	XP_013622738.1
OG0000946	CARHR211920	XP_013623736.1
OG0000946	CARHR211910	XP_013606939.1, XP_013620353.1
OG0000947	CARHR197670	XP_013628175.1, XP_013615084.1
OG0000947	CARHR076200	XP_013638607.1, XP_013636524.1, XP_013621934.1
OG0000948	CARHR165280, CARHR134330	XP_013602344.1, XP_013631919.1
OG0000950	CARHR186670	XP_013621282.1, XP_013593190.1
OG0000951	CARHR174530	XP_013610415.1, XP_013607834.1
OG0000953	CARHR159180	XP_013593988.1, XP_013600342.1
OG0000954	CARHR094790	XP_013587589.1, XP_013584479.1, XP_013610393.1
OG0000962	CARHR262100	XP_013631028.1
OG0000962	CARHR286690	XP_013607481.1
OG0000963	CARHR083780	XP_013622119.1, XP_013638748.1
OG0000965	CARHR226120	XP_013598714.1, XP_013605877.1
OG0000966	CARHR288050	XP_013597407.1, XP_013614151.1, XP_013614837.1
OG0000966	CARHR226270	XP_013597559.1, XP_013614153.1
OG0000967	CARHR034660	XP_013600410.1
OG0000967	CARHR022550	XP_013595455.1, XP_013638410.1
OG0000968	CARHR214940	XP_013589246.1, XP_013633190.1
OG0000968	CARHR214950	XP_013635350.1, XP_013635065.1
OG0000970	CARHR280390	XP_013597541.1
OG0000970	CARHR112890	XP_013614138.1
OG0000971	CARHR056100, CARHR040380, CARHR165920	XP_013627622.1, XP_013590932.1, XP_013584922.1
OG0000972	CARHR186860	XP_013610792.1, XP_013597067.1
OG0000972	CARHR080310	XP_013622832.1, XP_013593235.1
OG0000973	CARHR194000	XP_013629138.1, XP_013606143.1
OG0000973	CARHR080710	XP_013624201.1, XP_013614321.1, XP_013630505.1
OG0000974	CARHR174860	XP_013633749.1
OG0000975	CARHR020280	XP_013604265.1, XP_013638526.1
OG0000975	CARHR020290	XP_013638381.1
OG0000976	CARHR015420	XP_013605369.1
OG0000977	CARHR155650	XP_013630109.1
OG0000978	CARHR149960	XP_013616480.1
OG0000979	CARHR054700	XP_013627938.1, XP_013596239.1
OG0000980	CARHR123180	XP_013589534.1
OG0000983	CARHR191380	XP_013626972.1, XP_013608343.1
OG0000987	CARHR031040	XP_013585792.1
OG0000988	CARHR207460	XP_013606950.1
OG0000988	CARHR085850	XP_013619727.1
OG0000989	CARHR265010, CARHR287380	XP_013626792.1, XP_013623374.1
OG0000989	CARHR181580, CARHR156760	XP_013609027.1
OG0000991	CARHR032430	XP_013599489.1
OG0000992	CARHR112820	XP_013603851.1, XP_013635601.1
OG0000992	CARHR247370	XP_013594784.1, XP_013599164.1
OG0000993	CARHR101860, CARHR262470	XP_013629389.1, XP_013629388.1, XP_013593069.1
OG0000994	CARHR123470	XP_013636716.1
OG0000994	CARHR123460	XP_013588648.1, XP_013623509.1, XP_013636717.1
OG0000995	CARHR125160	XP_013625124.1, XP_013633497.1
OG0000995	CARHR005440, CARHR169200	XP_013599942.1, XP_013585679.1
OG0000996	CARHR124230	XP_013621697.1, XP_013637489.1, XP_013631019.1
OG0000996	CARHR006380	XP_013583529.1, XP_013604954.1
OG0000997	CARHR078250, CARHR013790	XP_013586961.1, XP_013604916.1, XP_013600147.1, XP_013628704.1, XP_013637814.1, XP_013622433.1
OG0000998	CARHR134530	XP_013631553.1, XP_013623256.1, XP_013631039.1
OG0000998	CARHR165550	XP_013602361.1, XP_013633995.1
OG0000999	CARHR025670	XP_013624690.1
OG0001000	CARHR198490	XP_013626523.1, XP_013609069.1
OG0001001	CARHR187220	XP_013595000.1
OG0001002	CARHR087960	XP_013583707.1
OG0001003	CARHR090810	XP_013585899.1, XP_013639613.1
OG0001003	CARHR042730	XP_013590082.1, XP_013590017.1
OG0001006	CARHR194730, CARHR195250	XP_013615341.1
OG0001008	CARHR237020	XP_013609800.1, XP_013622299.1
OG0001008	CARHR237010	XP_013615079.1
OG0001009	CARHR237560, CARHR237550	XP_013622798.1, XP_013626918.1
OG0001009	CARHR237540	XP_013586923.1
OG0001010	CARHR031220	XP_013600890.1, XP_013584501.1, XP_013639041.1
OG0001010	CARHR129780	XP_013634526.1, XP_013634750.1
OG0001011	CARHR031450	XP_013585307.1, XP_013583924.1
OG0001012	CARHR054590, CARHR054650	XP_013608963.1, XP_013619749.1
OG0001012	CARHR009560	XP_013584924.1, XP_013603734.1
OG0001013	CARHR056660, CARHR056650	XP_013629247.1, XP_013619801.1
OG0001014	CARHR183790	XP_013616611.1, XP_013617853.1, XP_013616612.1, XP_013596888.1, XP_013610382.1, XP_013609561.1
OG0001015	CARHR233050	XP_013600301.1, XP_013596896.1, XP_013587991.1
OG0001016	CARHR202210	XP_013622121.1, XP_013606071.1, XP_013620109.1
OG0001016	CARHR188200	XP_013612974.1, XP_013598304.1
OG0001017	CARHR279560	XP_013628109.1
OG0001018	CARHR149590, CARHR175030, CARHR189900	XP_013629566.1, XP_013612385.1, XP_013620090.1, XP_013597275.1, XP_013619815.1
OG0001019	CARHR224360	XP_013597721.1
OG0001019	CARHR174310	XP_013618285.1, XP_013594241.1
