Orthogroup	Cardamine_hirsuta	Cochlearia_excelsa
OG0003856	CARHR035840	g28150
OG0003857	CARHR150790	g19592
OG0003858	CARHR284880, CARHR040310	g26657, g18459, g36500
OG0003859	CARHR254780, CARHR187180	g25691
OG0003860	CARHR140030	g52195
OG0003861	CARHR176610, CARHR176510	g18398
OG0003862	CARHR175600	g10951
OG0003863	CARHR173660	g40718, g10846
OG0003864	CARHR173040	g18728
OG0003865	CARHR141950	g1809
OG0003866	CARHR140540	g52245
OG0003867	CARHR211650	g45292
OG0003868	CARHR274370	g832
OG0003869	CARHR274170	g28823
OG0003870	CARHR274070	g41324, g28818
OG0003871	CARHR068680	g28788
OG0003873	CARHR250080	g5079, g39510
OG0003874	CARHR251050	g39604
OG0003876	CARHR125230, CARHR008820	g39832
OG0003877	CARHR234860	g23653
OG0003878	CARHR080870	g7652, g12926
OG0003879	CARHR081920	g12961, g7603, g12447
OG0003880	CARHR174360	g37949, g25033
OG0003881	CARHR073580	g44301
OG0003882	CARHR018840	g50037
OG0003883	CARHR018610	g27398
OG0003884	CARHR025220	g32148
OG0003885	CARHR232340	g23810
OG0003885	CARHR257690	g28282
OG0003886	CARHR117900	g50978
OG0003887	CARHR015390, CARHR227050	g31558
OG0003889	CARHR008830	g31149, g49652, g27058
OG0003890	CARHR125030	g51250, g51247, g26965
OG0003891	CARHR197490	g29216
OG0003893	CARHR194810	g41477
OG0003894	CARHR289470	g10145
OG0003896	CARHR182030	g4661
OG0003897	CARHR207240	g5615
OG0003898	CARHR277810, CARHR208250	g29756, g5649
OG0003899	CARHR289290	g10074
OG0003900	CARHR279680	g11376
OG0003900	CARHR158730	g2612
OG0003901	CARHR156530, CARHR276360	g19498
OG0003902	CARHR272810	g2805
OG0003903	CARHR247060	g41506, g22723
OG0003904	CARHR070080, CARHR070070	g46286
OG0003907	CARHR069460	g17974
OG0003908	CARHR072490	g44350
OG0003909	CARHR073070	g46516
OG0003910	CARHR089110	g7175
OG0003911	CARHR089250	g13219
OG0003913	CARHR090830	g12109
OG0003914	CARHR091270	g7042
OG0003916	CARHR095270	g11953, g13345
OG0003918	CARHR096380	g6715
OG0003919	CARHR097690	g6627, g13397, g6625, g6624, g6613
OG0003920	CARHR098700	g11788, g6567, g25753
OG0003921	CARHR109910	g5957
OG0003922	CARHR043660	g36631, g11532
OG0003923	CARHR037610, CARHR037600	g54028, g28110
OG0003924	CARHR159310, CARHR161430	g2457, g19291
OG0003925	CARHR289060	g19113
OG0003926	CARHR141020	g52275
OG0003928	CARHR078230, CARHR121590	g12799, g36097
OG0003929	CARHR264210, CARHR038600, CARHR038340, CARHR038580	g54094
OG0003930	CARHR023400	g49312
OG0003930	CARHR000760	g49315
OG0003934	CARHR116240	g11669, g12240
OG0003935	CARHR205930	g45477, g5565
OG0003940	CARHR265660	g889
OG0003948	CARHR237870	g23447
OG0003948	CARHR109700	g13920
OG0003950	CARHR031410	g32553, g27766
OG0003951	CARHR222750	g47157, g24360
OG0003952	CARHR289760, CARHR002160	g25482
OG0003953	CARHR052060	g40986, g40987
OG0003954	CARHR144690	g1516, g10735
OG0003955	CARHR145350	g16695, g10685
OG0003956	CARHR141560	g10486, g1620
OG0003957	CARHR148890	g10479
OG0003958	CARHR215360	g46794
OG0003958	CARHR292270	g45017
OG0003959	CARHR135840	g37365, g38148, g51950
OG0003961	CARHR085510	g13110, g12342
OG0003962	CARHR085970	g13118
OG0003963	CARHR047990	g44249
OG0003966	CARHR265770	g28393
OG0003967	CARHR200910	g29402, g5320
OG0003968	CARHR201590	g29433
OG0003969	CARHR201750	g29444
OG0003970	CARHR202570	g5402
OG0003971	CARHR204450	g5492
OG0003972	CARHR205520	g29616
OG0003973	CARHR174180	g10895, g40689
OG0003974	CARHR162450	g19228
OG0003975	CARHR227440	g24044, g17372
OG0003976	CARHR230010, CARHR222380, CARHR284400	g23923
OG0003977	CARHR162960	g2382
OG0003978	CARHR028280	g27671
OG0003980	CARHR289510	g47969
OG0003980	CARHR244860, CARHR244550	g22919
OG0003981	CARHR244980	g47971
OG0003982	CARHR245870	g22830
OG0003983	CARHR113680	g36931
OG0003985	CARHR107510, CARHR252770	g40452
OG0003986	CARHR176340	g18399
OG0003987	CARHR101610	g6405
OG0003988	CARHR220600	g17721
OG0003989	CARHR290030	g17645, g24444
OG0003990	CARHR213280	g16803
OG0003991	CARHR142420	g37710
OG0003992	CARHR034190, CARHR142220	g50801
OG0003993	CARHR171710	g1866
OG0003995	CARHR139230, CARHR114110	g37527
OG0003996	CARHR138960	g37521
OG0003998	CARHR211070	g45313
OG0003999	CARHR084850	g13083
OG0004001	CARHR285750	g39238
OG0004002	CARHR277390	g9813
OG0004003	CARHR120170	g40101
OG0004004	CARHR249130	g25394
OG0004006	CARHR121450	g40098
OG0004007	CARHR078950	g12816
OG0004008	CARHR079380, CARHR079370	g12839, g12576
OG0004009	CARHR037780	g54049
OG0004010	CARHR082620	g7560
OG0004010	CARHR149210	g12427
OG0004011	CARHR166100	g2173
OG0004012	CARHR134860	g51836
OG0004013	CARHR165890	g19049, g2185
OG0004014	CARHR292410	g6473
OG0004015	CARHR133950	g51758
OG0004016	CARHR134290	g51772
OG0004017	CARHR132290	g37205
OG0004019	CARHR133310	g51730, g37288
OG0004020	CARHR287120	g19708
OG0004021	CARHR161250	g2464
OG0004021	CARHR133180	g37279
OG0004022	CARHR116820, CARHR028570	g51031, g38353
OG0004025	CARHR023680	g27545, g50280
OG0004026	CARHR232290	g23814
OG0004027	CARHR232640	g17177, g23782
OG0004028	CARHR232990	g23752
OG0004028	CARHR265250	g23757
OG0004029	CARHR266770	g928
OG0004030	CARHR117610	g50992
OG0004031	CARHR130080, CARHR130090	g51548
OG0004032	CARHR111830	g18352
OG0004033	CARHR012510	g31369
OG0004035	CARHR007620	g31074
OG0004036	CARHR184450, CARHR037090	g1069
OG0004037	CARHR002270	g49394
OG0004038	CARHR197310	g29205
OG0004039	CARHR186930	g10108
OG0004040	CARHR185940	g4683, g10152
OG0004041	CARHR274930	g41603, g18592
OG0004043	CARHR150300, CARHR182460	g4634, g10208
OG0004044	CARHR208090	g29741, g5645
OG0004045	CARHR188530	g570
OG0004046	CARHR189860	g9986
OG0004047	CARHR189930	g18585
OG0004048	CARHR274510	g452
OG0004049	CARHR275320	g416
OG0004050	CARHR151190, CARHR190730	g28857
OG0004051	CARHR152680	g11469
OG0004051	CARHR191350	g781, g780
OG0004052	CARHR064570, CARHR064550	g44658
OG0004053	CARHR071700	g46432
OG0004054	CARHR087420	g7273
OG0004055	CARHR088450	g12221, g7217
OG0004056	CARHR290310	g17620
OG0004057	CARHR092370	g12055, g6973
OG0004058	CARHR092380	g12051, g6968
OG0004059	CARHR292250, CARHR093290	g6912
OG0004060	CARHR093440, CARHR113170	g13298
OG0004061	CARHR093530	g12018
OG0004062	CARHR093850	g6870, g13308
OG0004063	CARHR094070	g13316, g11994
OG0004064	CARHR050370, CARHR287710	g13357
OG0004065	CARHR096910	g6691
OG0004066	CARHR098220	g11823
OG0004067	CARHR100440	g11399
OG0004068	CARHR105780	g13689
OG0004069	CARHR039310	g36387, g54123
OG0004070	CARHR089950	g12157
OG0004071	CARHR167060	g19005
OG0004072	CARHR167870	g18977
OG0004072	CARHR137000	g52017
OG0004073	CARHR169660	g1642, g11201, g2011, g18899
OG0004076	CARHR178310, CARHR178300	g32567, g32557, g32556, g32576, g32566, g40502
OG0004078	CARHR235180	g17083, g23630
OG0004079	CARHR283240, CARHR287250	g30304, g30286, g20245, g20213, g20261, g30318, g30272
OG0004079	CARHR282350	g19690, g19737, g19772, g19724
OG0004082	CARHR249930	g45113, g39516
OG0004083	CARHR058080	g51379, g25697
OG0004087	CARHR267110	g3959, g6639, g4830
OG0004088	CARHR131080, CARHR131070	g25174
OG0004092	CARHR238420	g47750, g16984
OG0004093	CARHR238770	g47760
OG0004094	CARHR241860	g18182, g23156
OG0004095	CARHR241970	g18183, g47859, g23150
OG0004096	CARHR242460	g47876
OG0004097	CARHR054040	g41075
OG0004099	CARHR143830	g10808
OG0004100	CARHR151800	g16488, g16486
OG0004101	CARHR268800	g1016, g39371, g3761
OG0004102	CARHR046270	g40740
OG0004102	CARHR212570	g16761
OG0004103	CARHR086390, CARHR086400	g12307
OG0004104	CARHR264990	g28358
OG0004105	CARHR267620	g954
OG0004106	CARHR268120	g39400, g973
OG0004107	CARHR115520	g52237
OG0004108	CARHR269640	g1058, g28551
OG0004109	CARHR202000, CARHR202040	g29448
OG0004110	CARHR203640	g29547
OG0004111	CARHR204910, CARHR204880	g45496
OG0004112	CARHR275270	g9897
OG0004113	CARHR225380	g47275
OG0004114	CARHR225410	g24177
OG0004115	CARHR225620	g47284, g24160
OG0004116	CARHR227410, CARHR227430	g47353
OG0004117	CARHR227790	g24031, g47369
OG0004118	CARHR228440	g17851, g23989
OG0004119	CARHR194380	g32690
OG0004119	CARHR261080	g40285
OG0004120	CARHR227700	g47363, g17394
OG0004121	CARHR035780	g28172, g35943, g53793
OG0004122	CARHR035550	g53741, g28200, g28203
OG0004123	CARHR128220, CARHR028450	g50498
OG0004124	CARHR030270	g32494
OG0004125	CARHR245020	g22912
OG0004126	CARHR257860	g37190, g51612
OG0004127	CARHR245990	g38477
OG0004128	CARHR294270	g18353
OG0004129	CARHR105590	g26049
OG0004129	CARHR165320	g49582
OG0004129	CARHR007440	g49580
OG0004130	CARHR152110	g10378
OG0004132	CARHR127670, CARHR035200	g37964
OG0004133	CARHR181160	g37050
OG0004134	CARHR181810, CARHR037430	g36266
OG0004135	CARHR231310	g23863
OG0004136	CARHR254190	g25671
OG0004137	CARHR174260	g40687, g10897
OG0004138	CARHR220780	g47061
OG0004139	CARHR213190	g16795
OG0004140	CARHR142790	g37727
OG0004141	CARHR142400	g50810, g37708
OG0004142	CARHR139360	g52161
OG0004143	CARHR119270, CARHR138820	g38218, g52124
OG0004144	CARHR138000	g37474
OG0004145	CARHR137940	g52088, g37468
OG0004146	CARHR168970	g1984
OG0004147	CARHR191840	g745
OG0004148	CARHR191440	g28885
OG0004149	CARHR190550	g827, g826, g825
OG0004150	CARHR273760	g28798
OG0004151	CARHR272890	g39259, g1234
OG0004153	CARHR248370	g25350
OG0004154	CARHR249370	g45262
OG0004155	CARHR249410	g25404
OG0004156	CARHR250570	g39583
OG0004157	CARHR250590	g25467
OG0004158	CARHR210350, CARHR179740	g39714
OG0004159	CARHR003580	g30862
OG0004160	CARHR125730	g39821, g51280
OG0004161	CARHR125570, CARHR125590	g51272
OG0004163	CARHR123770, CARHR289390	g39915
OG0004164	CARHR123580	g5558, g37895
OG0004165	CARHR122420	g40017
OG0004165	CARHR007270	g49565
OG0004166	CARHR115110	g38289
OG0004167	CARHR234960	g50103, g31546, g25051, g24456, g23643
OG0004168	CARHR199070	g45656
OG0004169	CARHR077110	g12660
OG0004170	CARHR078090	g7800, g12615
OG0004171	CARHR185410	g10180
OG0004172	CARHR079340	g7721, g12837
OG0004173	CARHR079280	g7726
OG0004174	CARHR082220	g7583
OG0004174	CARHR082240	g12974, g12438
OG0004175	CARHR135590	g51907
OG0004176	CARHR131760	g51666
OG0004178	CARHR016720	g49964
OG0004179	CARHR019600	g50060
OG0004181	CARHR021170	g27467
OG0004182	CARHR064840	g45969
OG0004183	CARHR231980	g17205, g23828
OG0004184	CARHR232070	g23823
OG0004185	CARHR232220	g23817
OG0004186	CARHR262430	g40244
OG0004187	CARHR232530	g17181, g23790
OG0004188	CARHR264900	g1307
OG0004190	CARHR012830	g31390, g49824
OG0004192	CARHR182160	g19346
OG0004193	CARHR197200, CARHR197210	g45718, g3836
OG0004194	CARHR197010	g5053
OG0004195	CARHR195930, CARHR154530, CARHR154520	g4996
OG0004196	CARHR186300	g10128, g51931, g51929, g51936, g4791
OG0004197	CARHR206140	g5574, g5570, g2956
OG0004198	CARHR187510	g10087
OG0004199	CARHR239870	g41629
OG0004200	CARHR189220, CARHR189240, CARHR189250	g18571
OG0004202	CARHR274700	g441
OG0004203	CARHR236070, CARHR060900	g9856, g356
OG0004204	CARHR276400	g9850, g344
OG0004205	CARHR272390	g1198
OG0004206	CARHR158580	g19394
OG0004207	CARHR149980	g2944
OG0004208	CARHR066880, CARHR260420	g46093
OG0004209	CARHR291230	g45927
OG0004210	CARHR291080	g45934, g44642
OG0004211	CARHR064870	g45968, g19479
OG0004212	CARHR071270	g46387
OG0004213	CARHR067480	g44541
OG0004214	CARHR066230	g46053
OG0004215	CARHR071850	g46442
OG0004216	CARHR073760	g46556
OG0004217	CARHR087220	g7289
OG0004218	CARHR090300	g13233
OG0004219	CARHR090620	g7073
OG0004220	CARHR091120	g7046
OG0004222	CARHR093540	g12017, g6891
OG0004223	CARHR094420	g13327
OG0004224	CARHR094690	g6815, g11961
OG0004225	CARHR095030	g6789, g11956
OG0004226	CARHR097050	g11877, g6687
OG0004227	CARHR097640	g11858, g6630
OG0004228	CARHR097660	g13396, g6629
OG0004229	CARHR098140	g4714
OG0004229	CARHR150690	g6594
OG0004229	CARHR098150	g11832, g11831
OG0004230	CARHR098270	g4678, g6590, g13422
OG0004231	CARHR098730	g11787
OG0004232	CARHR099520	g11753
OG0004233	CARHR099760	g6505, g13475
OG0004234	CARHR108430	g6035
OG0004235	CARHR109620	g5975, g13925, g53828
OG0004236	CARHR236650	g23521
OG0004237	CARHR216580	g25108
OG0004239	CARHR045500	g54361, g36735
OG0004240	CARHR044390	g36681
OG0004241	CARHR044050	g36663, g54304
OG0004242	CARHR043600	g54291
OG0004243	CARHR043440	g36614
OG0004244	CARHR041430	g36493
OG0004245	CARHR038270	g28099, g45806
OG0004246	CARHR037830	g54052
OG0004247	CARHR128930	g51470
OG0004248	CARHR176040, CARHR176030, CARHR213130, CARHR213100, CARHR213140, CARHR213110, CARHR081210	g12936, g12481
OG0004249	CARHR187330, CARHR187310	g10094
OG0004250	CARHR074020	g44291
OG0004251	CARHR167590	g11242, g18988, g2091
OG0004252	CARHR168290, CARHR168300, CARHR137220	g37437
OG0004253	CARHR171130, CARHR186390, CARHR186410	g18714
OG0004254	CARHR078640, CARHR004860	g11165, g1834
OG0004255	CARHR172640	g36017
OG0004257	CARHR146300	g52091
OG0004257	CARHR158020	g37249
OG0004259	CARHR040260, CARHR041480, CARHR112950	g27619, g18122, g54158
OG0004260	CARHR248590	g39453
OG0004263	CARHR114320	g38443
OG0004265	CARHR189100, CARHR256700, CARHR027320, CARHR152810	g50439
OG0004275	CARHR236750	g47688, g23511
OG0004276	CARHR146540, CARHR242500	g18202, g23107
OG0004277	CARHR238120	g47737, g23424
OG0004278	CARHR239040	g47768, g16962
OG0004279	CARHR239260	g23331
OG0004280	CARHR241240	g47839
OG0004281	CARHR242110	g47860, g23141
OG0004282	CARHR242810	g18209, g23074
OG0004283	CARHR243500	g23021
OG0004284	CARHR030750	g27750
OG0004285	CARHR031570	g27775
OG0004286	CARHR289790, CARHR289800	g41123
OG0004287	CARHR143860	g10806
OG0004288	CARHR145150	g10702, g1523
OG0004290	CARHR148490	g10507
OG0004291	CARHR174070	g6500
OG0004292	CARHR292510	g10414
OG0004293	CARHR049490	g17888
OG0004294	CARHR055450, CARHR137590, CARHR137580	g52056
OG0004295	CARHR136280	g37381
OG0004296	CARHR084550	g7448
OG0004297	CARHR085790	g12329
OG0004298	CARHR086380	g12308, g7349
OG0004299	CARHR257400	g41158, g28297, g1365
OG0004300	CARHR256790	g28327
OG0004301	CARHR264060	g28328
OG0004301	CARHR009940	g24546
OG0004302	CARHR264390	g41171
OG0004303	CARHR234100	g23692
OG0004304	CARHR271780	g39285, g1142
OG0004305	CARHR187160	g10098, g18531
OG0004306	CARHR199980	g5270, g29354
OG0004307	CARHR201280	g29424, g5343
OG0004308	CARHR202530	g29480
OG0004309	CARHR204600	g29585
OG0004310	CARHR205020	g29598, g5513
OG0004311	CARHR224880	g24210
OG0004311	CARHR175360	g40629
OG0004312	CARHR225110	g17480
OG0004313	CARHR225870	g17452
OG0004314	CARHR226840	g24074
OG0004315	CARHR227250	g24057, g17379
OG0004316	CARHR227520	g47357
OG0004317	CARHR227690	g17393, g48347
OG0004318	CARHR229620	g23947, g17284
OG0004319	CARHR229780, CARHR229790	g23941
OG0004321	CARHR231460	g23851
OG0004322	CARHR255890	g40329, g25780
OG0004324	CARHR098540	g13431
OG0004325	CARHR043430	g36612
OG0004326	CARHR028960	g32405
OG0004327	CARHR029870	g32469
OG0004328	CARHR030030	g50546, g32475
OG0004330	CARHR244160	g18234, g22972
OG0004331	CARHR245260	g18260, g22890
OG0004332	CARHR245330	g22884
OG0004333	CARHR261100, CARHR261120	g40289
OG0004334	CARHR254260	g45143
OG0004335	CARHR177980	g11022
OG0004336	CARHR217350	g46902
OG0004337	CARHR102120	g11658
OG0004338	CARHR218080, CARHR085170	g46942
OG0004339	CARHR220630	g17720, g24529, g41858, g1827
OG0004340	CARHR221190	g17716
OG0004341	CARHR221360	g24498
OG0004343	CARHR173220	g18745
OG0004344	CARHR142410	g37709, g50812, g38255
OG0004345	CARHR141640	g50778, g37658
OG0004347	CARHR139440, CARHR069720	g37538
OG0004348	CARHR138210	g52108, g37487
OG0004349	CARHR168460	g2038
OG0004351	CARHR135030, CARHR159370	g51847
OG0004352	CARHR135020	g37345
OG0004353	CARHR191150	g41360
OG0004354	CARHR285570	g1255
OG0004355	CARHR277600	g9810
OG0004356	CARHR277950	g9789
OG0004357	CARHR279420	g9714
OG0004358	CARHR280590	g63
OG0004359	CARHR280770	g53, g9659
OG0004360	CARHR000240	g49287, g30727
OG0004362	CARHR002850	g30827
OG0004363	CARHR127420	g37955, g39743, g51358
OG0004364	CARHR127380	g51350
OG0004366	CARHR124830	g51237, g39856
OG0004368	CARHR123910	g39913, g51210
OG0004369	CARHR123680	g39924, g51204
OG0004370	CARHR123620	g51195, g39926
OG0004371	CARHR123220	g51182, g39958
OG0004372	CARHR075550	g19669, g54387
OG0004373	CARHR076760	g7858, g12758, g12675
OG0004374	CARHR079560	g7713, g12853
OG0004375	CARHR186110	g4781
OG0004376	CARHR079940	g53285, g7701, g12870
OG0004377	CARHR080480	g7675
OG0004378	CARHR080630	g7661
OG0004379	CARHR080940	g7648, g12491
OG0004380	CARHR081930	g12446, g7602
OG0004381	CARHR130270	g37146, g51562
OG0004382	CARHR130430	g37150
OG0004383	CARHR131410	g51617
OG0004384	CARHR163490	g2340
OG0004385	CARHR016550	g49957, g31632
OG0004386	CARHR018330	g50015, g31723, g27383
OG0004387	CARHR066490	g44568
OG0004388	CARHR019130	g50045
OG0004389	CARHR019330	g50051
OG0004391	CARHR064830	g45971
OG0004393	CARHR025360	g50362, g32153
OG0004394	CARHR026300	g32221, g27615
OG0004395	CARHR232260	g13728, g13731
OG0004396	CARHR117820	g38390
OG0004397	CARHR013760	g27222, g31454
OG0004398	CARHR013160	g49848, g31410
OG0004399	CARHR013050	g49847, g31402
OG0004400	CARHR012210	g49787, g31344
OG0004401	CARHR011270	g49762
OG0004402	CARHR010790	g31265, g31266
OG0004403	CARHR010180	g49721
OG0004404	CARHR008940	g49640, g31156
OG0004405	CARHR007840, CARHR007850	g31099
OG0004406	CARHR007700	g49599, g27016, g31087
OG0004407	CARHR198090	g5129
OG0004408	CARHR197040	g45724, g5057
OG0004409	CARHR196320	g5016, g29159
OG0004410	CARHR194460	g29051, g29055, g4914
OG0004411	CARHR194350	g41459
OG0004412	CARHR186890	g10111, g4851
OG0004413	CARHR186190	g4787, g10135
OG0004414	CARHR184020	g10281
OG0004415	CARHR206870	g5610
OG0004416	CARHR187720, CARHR187730	g610, g10064
OG0004418	CARHR189990	g9971, g494
OG0004419	CARHR190390	g464
OG0004420	CARHR275100	g427
OG0004422	CARHR061120, CARHR061090	g41557
OG0004423	CARHR062670	g45811
OG0004424	CARHR063380	g45843
OG0004425	CARHR063960	g45874, g44688
OG0004426	CARHR064730	g45980
OG0004427	CARHR064940, CARHR064930	g44618
OG0004428	CARHR068920	g44451, g46212
OG0004429	CARHR067880, CARHR067870, CARHR067860	g17986
OG0004430	CARHR067830	g46148
OG0004430	CARHR067820	g46147
OG0004431	CARHR065840, CARHR065870	g44588
OG0004432	CARHR072090	g46464
OG0004433	CARHR072570	g46493
OG0004434	CARHR072940	g46513
OG0004435	CARHR073310	g44315
OG0004436	CARHR087440	g13149, g12259, g7271
OG0004437	CARHR088940	g13209
OG0004438	CARHR089080	g7182
OG0004440	CARHR090150	g7113, g12146
OG0004441	CARHR090390	g13234, g7089
OG0004442	CARHR090530	g7077, g11394, g12139
OG0004443	CARHR091410	g13259
OG0004444	CARHR093950	g6866, g12000
OG0004446	CARHR095580	g11940
OG0004447	CARHR096780	g11886
OG0004448	CARHR096800	g11884, g6694
OG0004449	CARHR099560, CARHR097240	g6676
OG0004450	CARHR097820	g11855
OG0004451	CARHR099200	g6541, g13460
OG0004452	CARHR114770, CARHR262780, CARHR241000	g38303
OG0004453	CARHR109120	g13953
OG0004454	CARHR108640	g13979, g6025
OG0004455	CARHR109570	g5981
OG0004456	CARHR130310	g13850
OG0004458	CARHR041670	g36508, g54186
OG0004459	CARHR040560	g54177
OG0004460	CARHR038220	g36339, g28100
OG0004462	CARHR161540	g2442
OG0004463	CARHR163890	g2320
OG0004464	CARHR165140	g11281
OG0004464	CARHR165150	g2234
OG0004466	CARHR166850	g19015
OG0004467	CARHR266310	g912
OG0004468	CARHR168380	g2043, g18965
OG0004469	CARHR168490	g18961
OG0004470	CARHR169000	g18944, g1987
OG0004471	CARHR140500	g52223
OG0004472	CARHR171780	g1859, g1860
OG0004474	CARHR173300	g18753
OG0004475	CARHR286730, CARHR039190, CARHR039200	g54119
OG0004477	CARHR259150	g25771
OG0004478	CARHR170740	g18823
OG0004480	CARHR209850	g5728
OG0004482	CARHR043030, CARHR043020, CARHR024470, CARHR024440	g50318, g50319, g50320
OG0004484	CARHR110220, CARHR252030, CARHR110210	g29432, g50694
OG0004486	CARHR050080, CARHR286530, CARHR257190, CARHR047250	g37175
OG0004488	CARHR199820, CARHR184010	g45624
OG0004493	CARHR292100, CARHR101400, CARHR101350	g11676
OG0004498	CARHR235980	g23565, g17050
OG0004499	CARHR236310	g23545, g17037
OG0004500	CARHR236670	g23520
OG0004501	CARHR237880	g13921, g23446
OG0004502	CARHR271120	g28635, g1100
OG0004503	CARHR238150	g23421
OG0004504	CARHR184610	g23392
OG0004505	CARHR238460	g16982, g23386, g47751
OG0004506	CARHR238610	g16971, g47756
OG0004507	CARHR168250, CARHR168610	g18959, g11214
OG0004508	CARHR239710	g16943, g23307
OG0004509	CARHR240080	g23285
OG0004510	CARHR240100, CARHR059710	g16931, g23283
OG0004511	CARHR241010	g23212
OG0004512	CARHR242390	g47878, g23100
OG0004513	CARHR242280	g47881
OG0004514	CARHR223120	g24328
OG0004515	CARHR053200	g44099, g41042
OG0004516	CARHR051290	g44173
OG0004517	CARHR011650	g31314
OG0004518	CARHR231050, CARHR231040	g23880
OG0004519	CARHR144090	g10792
OG0004520	CARHR061020	g50387
OG0004521	CARHR146850	g10603
OG0004523	CARHR151930	g10394
OG0004524	CARHR153100	g10349
OG0004525	CARHR216460, CARHR216470	g25098
OG0004526	CARHR012730, CARHR048720	g31385
OG0004527	CARHR087110	g7301, g12275
OG0004528	CARHR269660	g28552
OG0004529	CARHR086830	g7319, g12288
OG0004530	CARHR273390	g1287
OG0004531	CARHR269220	g1036, g28529, g39360
OG0004532	CARHR269600	g1056
OG0004533	CARHR270340, CARHR270350	g39341
OG0004534	CARHR270530	g28565, g120
OG0004536	CARHR271690	g28668
OG0004537	CARHR184460	g10303
OG0004538	CARHR200580	g29391, g5300
OG0004539	CARHR200700	g5310
OG0004540	CARHR201080	g29410
OG0004541	CARHR201270	g29423
OG0004542	CARHR202190, CARHR149000	g29458
OG0004543	CARHR202660	g45547, g29489
OG0004544	CARHR203020	g29504
OG0004545	CARHR204220	g45508, g29569
OG0004546	CARHR205100	g29601, g5518
OG0004547	CARHR205710	g29628
OG0004549	CARHR225360	g24180
OG0004550	CARHR226000	g47298
OG0004551	CARHR253760	g17289
OG0004552	CARHR230920	g47461
OG0004553	CARHR230930	g47463
OG0004554	CARHR231440	g17232
OG0004557	CARHR036280, CARHR036330	g53976
OG0004558	CARHR027600	g32318
OG0004559	CARHR027940	g32351, g50474
OG0004560	CARHR027980	g32354, g50484
OG0004561	CARHR029140	g32413
OG0004562	CARHR029300	g50526, g32445
OG0004563	CARHR030310, CARHR030320	g32497, g27719
OG0004564	CARHR243810	g22999, g47919
OG0004565	CARHR243890	g22991, g47725
OG0004566	CARHR244810	g22924
OG0004567	CARHR247100, CARHR215520	g22718, g25970
OG0004568	CARHR216480	g46845
OG0004569	CARHR215950, CARHR057570	g46833
OG0004571	CARHR156310, CARHR106840	g19507
OG0004572	CARHR129280	g51500
OG0004573	CARHR174440	g40673, g10905
OG0004574	CARHR129920	g38009, g51538
OG0004575	CARHR127740	g37073
OG0004576	CARHR255760	g25766, g25730
OG0004577	CARHR255420	g40351
OG0004578	CARHR252510	g25549
OG0004579	CARHR178670, CARHR178720, CARHR178750	g40490
OG0004580	CARHR114890, CARHR178630	g11053
OG0004581	CARHR175560	g40608
OG0004582	CARHR174420	g10903
OG0004583	CARHR102380	g17612
OG0004584	CARHR219060	g17880
OG0004585	CARHR220100	g17774, g47036, g24573
OG0004586	CARHR098090	g11835
OG0004587	CARHR140880	g37619
OG0004589	CARHR139840	g52183, g37562
OG0004590	CARHR139830	g52182
OG0004591	CARHR139780	g37558
OG0004592	CARHR138520	g37502
OG0004593	CARHR211080	g29857
OG0004594	CARHR209950	g45352, g5737
OG0004595	CARHR192130	g28923
OG0004596	CARHR191870	g41380
OG0004597	CARHR191290	g28879, g786
OG0004598	CARHR190850	g28865, g808
OG0004599	CARHR276980	g9824
OG0004600	CARHR277610	g9809, g275
OG0004601	CARHR278010, CARHR059700	g9787
OG0004602	CARHR278500	g222
OG0004603	CARHR279390	g154, g9716
OG0004604	CARHR279460	g9711, g149
OG0004605	CARHR280480	g69
OG0004606	CARHR281070	g9638
OG0004607	CARHR281610	g2486, g19318
OG0004609	CARHR250460	g39553
OG0004610	CARHR180220	g11111
OG0004611	CARHR126980	g51325
OG0004612	CARHR125150	g37906, g51254, g39838
OG0004613	CARHR122090	g51115
OG0004613	CARHR007370	g49572
OG0004614	CARHR119770	g36766
OG0004615	CARHR120140	g40105
OG0004616	CARHR017030, CARHR075310	g54308
OG0004617	CARHR266370, CARHR105740, CARHR075180, CARHR199040	g18346
OG0004618	CARHR074930	g5221
OG0004619	CARHR074890	g12725
OG0004620	CARHR083010	g7539, g12413, g12986
OG0004621	CARHR076770	g12674
OG0004622	CARHR196370, CARHR076980	g7838
OG0004624	CARHR080250	g7687
OG0004625	CARHR080390	g7683, g12516, g12905
OG0004626	CARHR080530	g7665
OG0004627	CARHR080570	g12508
OG0004628	CARHR080850	g7653, g12494
OG0004629	CARHR082030	g7594
OG0004630	CARHR082390	g12435, g7573
OG0004631	CARHR082440	g7570
OG0004632	CARHR082610	g12984
OG0004633	CARHR082640	g7558
OG0004634	CARHR135640	g51914
OG0004635	CARHR135300	g37349
OG0004636	CARHR135260	g51871, g37350
OG0004637	CARHR135100	g51861
OG0004638	CARHR134560	g51801
OG0004639	CARHR130660	g51579
OG0004640	CARHR130720	g51584
OG0004641	CARHR131320	g51609, g38050
OG0004642	CARHR131980	g51651
OG0004643	CARHR133320	g38100
OG0004644	CARHR016400	g27328
OG0004645	CARHR016450	g27331
OG0004646	CARHR018480	g27397
OG0004647	CARHR019190	g50049, g31788
OG0004648	CARHR020390	g50108
OG0004649	CARHR021840	g50193
OG0004650	CARHR022320, CARHR038350	g32018, g27508
OG0004651	CARHR023800	g50293
OG0004652	CARHR023990	g32095
