Orthogroup	Cardamine_hirsuta	Euclidium_syriacum
OG0001225	CARHR147910	ESY10_g13820_DN3_SP0_c25.t1, ESY10_g13889_DN3_SP0_c0.t1
OG0001226	CARHR149710, CARHR149740	ESY11_g54186_DN2_SP0_c0.t1
OG0001226	CARHR261900, CARHR149760	ESY11_g54185_DN2_SP0_c0.t1
OG0001226	CARHR149770	ESY11_g54184_DN3_SP0_c0.t1
OG0001227	CARHR084010	ESY3_g30963_DN3_SP7_c0.t1
OG0001227	CARHR210490	ESY7_g19428_DN3_SP5_c0.t1
OG0001230	CARHR275540	ESY6_g49447_DN3_SP8_c0.t1
OG0001230	CARHR205800	ESY7_g18525_DN3_SP7_c0.t1
OG0001231	CARHR275650	ESY6_g49433_DN3_SP3_c0.t1
OG0001231	CARHR205840	ESY7_g18518_DN3_SP1_c24.t1
OG0001232	CARHR243680, CARHR225780	ESY4_g25387_DN3_SP0_c0.t1
OG0001233	CARHR229950	ESY26_g42345_DN3_SP8_c0.t1
OG0001233	CARHR254350	ESY18_g63088_DN3_SP5_c0.t1
OG0001234	CARHR068840	ESY2_g36042_DN3_SP8_c0.t1
OG0001234	CARHR036200	ESY4_g22239_DN2_SP6_c0.t1
OG0001235	CARHR107550	ESY11_g54018_DN3_SP6_c0.t1
OG0001235	CARHR243760	ESY4_g25377_DN3_SP8_c0.t1
OG0001236	CARHR221930	ESY22_g41124_DN2_SP6_c0.t1
OG0001236	CARHR126100	ESY20_g13337_DN3_SP0_c11.t1
OG0001237	CARHR141180	ESY12_g51786_DN3_SP0_c0.t1
OG0001237	CARHR171720	ESY1_g12281_DN3_SP0_c0.t1
OG0001238	CARHR141070	ESY12_g51802_DN3_SP8_c0.t1
OG0001238	CARHR171530	ESY1_g12256_DN3_SP7_c0.t1
OG0001239	CARHR170290	ESY1_g11926_DN3_SP8_c0.t1
OG0001239	CARHR139330	ESY12_g52118_DN3_SP8_c0.t1
OG0001241	CARHR138800, CARHR138790	ESY12_g52192_DN3_SP5_c0.t1
OG0001241	CARHR138780	ESY12_g52193_DN3_SP5_c0.t1
OG0001242	CARHR210050	ESY7_g19354_DN3_SP8_c0.t1
OG0001242	CARHR084260	ESY3_g30992_DN3_SP0_c0.t1, ESY3_g30993_DN3_SP7_c0.t1
OG0001243	CARHR193320, CARHR059770	ESY6_g49852_DN3_SP0_c0.t1
OG0001244	CARHR267200, CARHR267190, CARHR267180, CARHR267170, CARHR267160	ESY7_g16481_DN3_SP0_c0.t1
OG0001245	CARHR160490	ESY1_g10083_DN3_SP0_c0.t1, ESY1_g10086_DN3_SP0_c0.t1
OG0001245	CARHR281300	ESY6_g50257_DN3_SP2_c0.t1
OG0001246	CARHR001830, CARHR001610	ESY5_g5386_DN3_SP8_c0.t1
OG0001246	CARHR250060	ESY20_g13124_DN3_SP8_c15.t1
OG0001247	CARHR251210	ESY20_g13318_DN3_SP8_c0.t1
OG0001247	CARHR082290	ESY3_g30674_DN3_SP8_c0.t1
OG0001248	CARHR007240, CARHR007260	ESY8_g58814_DN3_SP6_c0.t1, ESY8_g58816_DN3_SP1_c0.t1, ESY8_g58818_DN3_SP0_c0.t1
OG0001249	CARHR133090, CARHR133100, CARHR133110	ESY9_g45321_DN3_SP0_c0.t1, ESY9_g45323_DN3_SP0_c0.t1
OG0001250	CARHR197850	ESY7_g17443_DN3_SP8_c0.t1
OG0001250	CARHR076030	ESY3_g32551_DN3_SP8_c0.t1
OG0001251	CARHR076290	ESY3_g32501_DN3_SP8_c0.t1
OG0001252	CARHR076600, CARHR076590	ESY3_g32471_DN3_SP5_c0.t1
OG0001253	CARHR080040	ESY3_g31677_DN3_SP2_c0.t1
OG0001253	CARHR186350	ESY10_g15458_DN3_SP0_c0.t1
OG0001254	CARHR041600	ESY2_g37267_DN3_SP0_c0.t1
OG0001254	CARHR130100	ESY9_g44057_DN3_SP7_c0.t1
OG0001255	CARHR071930	ESY2_g36098_DN2_SP0_c0.t1
OG0001255	CARHR017720	ESY5_g4363_DN3_SP0_c0.t1
OG0001256	CARHR065660	ESY2_g35850_DN3_SP0_c0.t1
OG0001256	CARHR018120	ESY5_g4315_DN3_SP0_c0.t1
OG0001257	CARHR066200	ESY2_g35898_DN3_SP8_c0.t1
OG0001257	CARHR018420	ESY5_g4268_DN3_SP6_c0.t1
OG0001258	CARHR019470	ESY5_g4150_DN3_SP0_c0.t1
OG0001258	CARHR067950	ESY2_g34991_DN2_SP0_c0.t1
OG0001260	CARHR184030, CARHR180790	ESY14_g21060_DN3_SP0_c68.t1
OG0001260	CARHR029530, CARHR103730, CARHR258700	ESY18_g63523_DN3_SP0_c0.t1
OG0001261	CARHR014760	ESY5_g2783_DN3_SP0_c0.t1
OG0001261	CARHR145300	ESY10_g14334_DN3_SP0_c0.t1
OG0001262	CARHR014660	ESY5_g2771_DN3_SP0_c0.t1
OG0001262	CARHR014670, CARHR014650	ESY5_g2774_DN3_SP0_c0.t1
OG0001263	CARHR012540	ESY5_g3784_DN3_SP3_c0.t1
OG0001264	CARHR088000	ESY3_g30207_DN3_SP8_c0.t1
OG0001264	CARHR045270	ESY2_g36313_DN2_SP8_c0.t1
OG0001265	CARHR041740	ESY2_g37247_DN3_SP8_c0.t1
OG0001265	CARHR097020	ESY3_g29119_DN3_SP6_c0.t1
OG0001267	CARHR178740, CARHR178710, CARHR178700	ESY5_g3781_DN2_SP0_c0.t1, ESY5_g3776_DN3_SP0_c0.t1, ESY5_g3777_DN3_SP0_c0.t1
OG0001268	CARHR025280, CARHR239590	ESY5_g1425_DN3_SP0_c0.t1
OG0001274	CARHR238940	ESY4_g24804_DN3_SP8_c0.t1
OG0001275	CARHR021090	ESY5_g3929_DN3_SP8_c0.t1
OG0001275	CARHR243370	ESY4_g25476_DN3_SP8_c0.t1
OG0001276	CARHR051480	ESY2_g33880_DN3_SP0_c0.t1
OG0001276	CARHR011330	ESY5_g3601_DN3_SP0_c0.t1
OG0001278	CARHR103000	ESY2_g33841_DN2_SP0_c0.t1, ESY2_g33844_DN3_SP0_c0.t1, ESY2_g33842_DN2_SP8_c0.t1
OG0001279	CARHR198240	ESY7_g17514_DN3_SP8_c0.t1
OG0001279	CARHR075730	ESY3_g32597_DN3_SP8_c16.t1
OG0001280	CARHR152260	ESY2_g34558_DN3_SP0_c0.t1
OG0001280	CARHR262720	ESY8_g60807_DN3_SP0_c0.t1
OG0001281	CARHR231140	ESY23_g212_DN3_SP0_c0.t1
OG0001281	CARHR272970	ESY8_g60050_DN3_SP0_c0.t1
OG0001282	CARHR233670, CARHR270600	ESY6_g48322_DN3_SP0_c0.t1
OG0001283	CARHR167110	ESY1_g11771_DN3_SP8_c0.t1
OG0001283	CARHR136290	ESY12_g51062_DN3_SP8_c0.t1
OG0001284	CARHR258720	ESY15_g65225_DN3_SP8_c0.t1
OG0001284	CARHR276700	ESY6_g49798_DN3_SP8_c0.t1
OG0001285	CARHR267720	ESY6_g47868_DN3_SP0_c0.t1
OG0001285	CARHR234970	ESY16_g62252_DN1_SP0_c0.t1
OG0001286	CARHR268390, CARHR268380, CARHR268370	ESY6_g47978_DN3_SP0_c0.t1
OG0001287	CARHR234380	ESY16_g62409_DN3_SP6_c0.t1
OG0001287	CARHR268590	ESY6_g48005_DN3_SP8_c0.t1
OG0001288	CARHR201810	ESY7_g18182_DN3_SP8_c0.t1
OG0001288	CARHR187990	ESY6_g49958_DN3_SP8_c0.t1
OG0001289	CARHR224160	ESY9_g42448_DN3_SP0_c0.t1
OG0001289	CARHR174130	ESY10_g14855_DN2_SP0_c0.t1
OG0001290	CARHR255360	ESY18_g63622_DN3_SP6_c0.t1
OG0001290	CARHR231000	ESY23_g162_DN3_SP8_c0.t1
OG0001291	CARHR032250	ESY14_g19691_DN2_SP0_c0.t1
OG0001291	CARHR032240	ESY23_g560_DN3_SP0_c0.t1, ESY23_g540_DN2_SP0_c0.t1
OG0001292	CARHR123350	ESY8_g58712_DN3_SP0_c0.t1
OG0001292	CARHR075640, CARHR217240	ESY3_g32607_DN3_SP0_c0.t1
OG0001293	CARHR169610, CARHR169640	ESY1_g11259_DN3_SP0_c0.t1
OG0001294	CARHR113560	ESY8_g59704_DN2_SP7_c18.t1
OG0001294	CARHR246750	ESY4_g26684_DN2_SP8_c22.t1, ESY4_g26683_DN3_SP0_c17.t1
OG0001295	CARHR214640	ESY9_g42909_DN3_SP0_c0.t1, ESY7_g19240_DN3_SP0_c0.t1, ESY2_g33672_DN3_SP0_c0.t1
OG0001295	CARHR117200	ESY1_g11310_DN3_SP0_c0.t1
OG0001296	CARHR114020	ESY8_g59656_DN2_SP0_c0.t1
OG0001296	CARHR129320	ESY11_g54982_DN3_SP0_c0.t1
OG0001297	CARHR252800, CARHR252780, CARHR252760, CARHR252790	ESY5_g4707_DN3_SP0_c0.t1
OG0001298	CARHR221370, CARHR098450	ESY3_g28803_DN3_SP3_c0.t1
OG0001299	CARHR142100	ESY12_g51625_DN3_SP0_c0.t1
OG0001299	CARHR142070	ESY12_g51632_DN3_SP0_c0.t1
OG0001300	CARHR168470	ESY1_g11511_DN3_SP8_c0.t1
OG0001300	CARHR137430	ESY12_g51313_DN3_SP0_c0.t1
OG0001301	CARHR168200	ESY1_g11554_DN3_SP8_c0.t1
OG0001302	CARHR280030	ESY6_g50435_DN3_SP7_c4.t1
OG0001303	CARHR036500	ESY11_g53285_DN3_SP0_c0.t1
OG0001303	CARHR248150	ESY20_g13358_DN1_SP0_c0.t1
OG0001303	CARHR140510	ESY12_g51918_DN3_SP0_c0.t1
OG0001303	CARHR000360	ESY5_g5554_DN1_SP0_c0.t1
OG0001304	CARHR007710	ESY5_g4454_DN3_SP2_c0.t1
OG0001304	CARHR121500	ESY8_g58919_DN3_SP1_c0.t1
OG0001305	CARHR079760	ESY3_g31762_DN3_SP8_c0.t1
OG0001305	CARHR186160	ESY10_g15507_DN3_SP0_c0.t1, ESY17_g39286_DN3_SP0_c0.t1, ESY3_g31769_DN3_SP0_c0.t1
OG0001306	CARHR080010	ESY3_g31680_DN3_SP8_c0.t1
OG0001307	CARHR082110	ESY3_g31372_DN2_SP0_c0.t1, ESY3_g31370_DN3_SP0_c0.t1
OG0001308	CARHR162650	ESY1_g10460_DN3_SP0_c0.t1
OG0001308	CARHR130590	ESY9_g44322_DN2_SP0_c0.t1
OG0001309	CARHR132490	ESY9_g45150_DN3_SP8_c0.t1
OG0001309	CARHR163920	ESY1_g11004_DN3_SP7_c0.t1
OG0001310	CARHR017330	ESY5_g4397_DN3_SP8_c0.t1
OG0001310	CARHR072460	ESY2_g36825_DN3_SP8_c0.t1
OG0001311	CARHR184970, CARHR185650, CARHR185640, CARHR185660	ESY10_g15686_DN3_SP0_c0.t1
OG0001312	CARHR081850	ESY3_g31407_DN3_SP0_c0.t1
OG0001312	CARHR183280	ESY15_g64473_DN3_SP0_c0.t1
OG0001313	CARHR220110, CARHR286260, CARHR060960	ESY2_g34481_DN3_SP3_c0.t1
OG0001314	CARHR087950	ESY3_g30193_DN3_SP8_c0.t1
OG0001314	CARHR234030, CARHR045360	ESY2_g36343_DN3_SP8_c12.t1
OG0001315	CARHR090840	ESY3_g30631_DN3_SP8_c0.t1
OG0001315	CARHR042700	ESY2_g37044_DN3_SP8_c0.t1
OG0001317	CARHR040360, CARHR095470	ESY2_g37481_DN3_SP8_c0.t1
OG0001318	CARHR147860, CARHR290630	ESY2_g38449_DN3_SP0_c0.t1, ESY2_g38485_DN2_SP0_c0.t1
OG0001319	CARHR162910, CARHR130900	ESY9_g44419_DN3_SP2_c0.t1
OG0001320	CARHR061650	ESY8_g59915_DN3_SP0_c0.t1
OG0001320	CARHR241590	ESY12_g51346_DN3_SP0_c0.t1, ESY12_g51347_DN3_SP0_c0.t1, ESY8_g58385_DN1_SP0_c0.t1
OG0001321	CARHR055710	ESY10_g14918_DN2_SP0_c0.t1, ESY10_g14915_DN2_SP0_c0.t1
OG0001322	CARHR102590	ESY6_g47896_DN3_SP0_c0.t1, ESY6_g47893_DN3_SP0_c0.t1, ESY6_g47899_DN3_SP0_c0.t1
OG0001322	CARHR267900	ESY6_g47894_DN3_SP0_c0.t1, ESY6_g47900_DN1_SP0_c0.t1, ESY6_g47892_DN3_SP0_c0.t1, ESY6_g47895_DN2_SP0_c0.t1, ESY6_g47898_DN2_SP0_c0.t1, ESY5_g2062_DN3_SP0_c0.t1
OG0001323	CARHR171110	ESY1_g12218_DN3_SP0_c0.t1
OG0001323	CARHR278370	ESY6_g50687_DN3_SP0_c0.t1
OG0001328	CARHR239320	ESY4_g24894_DN1_SP0_c0.t1
OG0001328	CARHR117510	ESY8_g59420_DN3_SP0_c18.t1
OG0001330	CARHR107400	ESY11_g54003_DN3_SP8_c0.t1
OG0001330	CARHR243640	ESY4_g25394_DN3_SP8_c0.t1
OG0001331	CARHR055110, CARHR055080, CARHR055100, CARHR055070	ESY2_g34200_DN3_SP0_c0.t1, ESY2_g34199_DN3_SP0_c0.t1
OG0001332	CARHR053980	ESY2_g34124_DN3_SP8_c12.t1
OG0001332	CARHR009780	ESY5_g3365_DN3_SP8_c0.t1
OG0001333	CARHR051970	ESY2_g33922_DN3_SP5_c0.t1
OG0001333	CARHR011170	ESY5_g3574_DN3_SP8_c0.t1
OG0001334	CARHR015450	ESY5_g2867_DN3_SP0_c0.t1
OG0001334	CARHR144150	ESY10_g14599_DN3_SP6_c0.t1
OG0001335	CARHR208730	ESY7_g19074_DN3_SP1_c0.t1
OG0001335	CARHR085080	ESY23_g300_DN3_SP0_c0.t1
OG0001335	CARHR085070	ESY3_g31111_DN3_SP8_c0.t1
OG0001336	CARHR086250	ESY3_g31325_DN2_SP7_c0.t1
OG0001336	CARHR207140	ESY7_g18761_DN2_SP6_c0.t1
OG0001337	CARHR267300	ESY6_g47611_DN3_SP3_c0.t1
OG0001337	CARHR235280	ESY16_g62162_DN3_SP0_c0.t1, ESY16_g62161_DN3_SP7_c0.t1
OG0001338	CARHR235270, CARHR267290	ESY16_g62163_DN3_SP0_c0.t1
OG0001339	CARHR268980	ESY6_g48073_DN3_SP0_c0.t1
OG0001339	CARHR234220	ESY16_g62484_DN3_SP0_c0.t1
OG0001340	CARHR288950	ESY7_g18145_DN3_SP8_c0.t1
OG0001341	CARHR188400	ESY6_g49995_DN3_SP8_c0.t1
OG0001341	CARHR202440	ESY7_g18097_DN3_SP8_c0.t1
OG0001342	CARHR203240	ESY7_g17960_DN3_SP8_c0.t1
OG0001342	CARHR279120	ESY6_g50535_DN3_SP0_c0.t1
OG0001343	CARHR204830	ESY7_g18668_DN3_SP8_c0.t1
OG0001343	CARHR190290	ESY6_g50188_DN3_SP8_c13.t1
OG0001344	CARHR224410	ESY9_g42482_DN3_SP0_c25.t1
OG0001344	CARHR174470	ESY10_g14913_DN2_SP0_c0.t1
OG0001345	CARHR225650	ESY9_g42751_DN3_SP8_c0.t1
OG0001345	CARHR260840	ESY9_g42746_DN2_SP0_c0.t1
OG0001345	CARHR176230	ESY7_g16837_DN3_SP8_c0.t1
OG0001346	CARHR227380	ESY9_g43344_DN3_SP0_c0.t1
OG0001346	CARHR227370	ESY9_g43342_DN1_SP0_c0.t1
OG0001347	CARHR231100, CARHR075580	ESY3_g32628_DN3_SP8_c0.t1
OG0001348	CARHR108010	ESY11_g54105_DN3_SP8_c0.t1
OG0001348	CARHR244190	ESY4_g26025_DN2_SP0_c0.t1, ESY4_g26024_DN3_SP0_c0.t1, ESY4_g26035_DN3_SP0_c0.t1, ESY5_g1364_DN3_SP0_c0.t1, ESY4_g26034_DN3_SP0_c0.t1
OG0001349	CARHR108560	ESY11_g54200_DN3_SP0_c0.t1
OG0001349	CARHR244600	ESY4_g26185_DN3_SP1_c0.t1
OG0001350	CARHR113860	ESY8_g59667_DN3_SP1_c0.t1
OG0001350	CARHR246360	ESY4_g26624_DN3_SP3_c0.t1
OG0001351	CARHR055370, CARHR055380, CARHR055390	ESY4_g25588_DN3_SP0_c0.t1
OG0001352	CARHR034910, CARHR259650	ESY21_g55164_DN3_SP0_c0.t1
OG0001354	CARHR172920	ESY1_g12486_DN3_SP0_c0.t1
OG0001354	CARHR142880	ESY12_g52228_DN2_SP0_c0.t1
OG0001355	CARHR171560	ESY1_g12259_DN3_SP0_c0.t1
OG0001355	CARHR141090	ESY12_g51799_DN3_SP6_c0.t1
OG0001356	CARHR137790	ESY1_g11396_DN3_SP7_c0.t1
OG0001357	CARHR168230, CARHR137230	ESY12_g51290_DN2_SP0_c0.t1
OG0001358	CARHR136950	ESY12_g51242_DN3_SP0_c0.t1
OG0001358	CARHR034410	ESY1_g11645_DN3_SP8_c0.t1
OG0001359	CARHR154470	ESY6_g49016_DN3_SP5_c0.t1
OG0001359	CARHR273360	ESY6_g48822_DN3_SP7_c0.t1
OG0001360	CARHR004810	ESY5_g4836_DN3_SP0_c11.t1
OG0001360	CARHR126030	ESY20_g13331_DN3_SP0_c4.t1
OG0001361	CARHR126580	ESY20_g12710_DN3_SP0_c0.t1
OG0001361	CARHR004190	ESY5_g4939_DN3_SP0_c0.t1
OG0001363	CARHR234700	ESY16_g62340_DN3_SP0_c17.t1
OG0001363	CARHR049940	ESY16_g62342_DN2_SP0_c17.t1
OG0001364	CARHR198250	ESY7_g17515_DN3_SP8_c0.t1
OG0001364	CARHR075720	ESY3_g32598_DN3_SP8_c0.t1
OG0001365	CARHR075820	ESY3_g32587_DN3_SP6_c0.t1
OG0001365	CARHR198160	ESY7_g17485_DN3_SP8_c0.t1
OG0001366	CARHR197350	ESY7_g17380_DN3_SP0_c0.t1
OG0001366	CARHR076450	ESY3_g32485_DN3_SP0_c0.t1
OG0001367	CARHR185560, CARHR081020	ESY3_g31521_DN3_SP7_c0.t1
OG0001368	CARHR199060	ESY15_g65465_DN3_SP0_c0.t1
OG0001370	CARHR021470	ESY5_g2559_DN3_SP8_c0.t1
OG0001370	CARHR070140	ESY2_g34718_DN3_SP8_c0.t1
OG0001371	CARHR024680	ESY5_g1761_DN3_SP0_c0.t1
OG0001371	CARHR024660	ESY11_g54698_DN3_SP0_c0.t1
OG0001372	CARHR077130	ESY3_g32375_DN3_SP0_c0.t1
OG0001372	CARHR196150	ESY7_g17227_DN3_SP8_c10.t1
OG0001373	CARHR038740	ESY2_g37928_DN3_SP0_c0.t1
OG0001373	CARHR093660	ESY3_g29690_DN3_SP2_c0.t1
OG0001374	CARHR020080	ESY5_g4060_DN3_SP0_c0.t1
OG0001375	CARHR016710	ESY5_g3028_DN3_SP5_c0.t1
OG0001375	CARHR073320	ESY2_g36675_DN3_SP8_c0.t1
OG0001376	CARHR088800	ESY3_g30309_DN3_SP0_c0.t1
OG0001376	CARHR044570	ESY2_g36233_DN2_SP0_c0.t1
OG0001377	CARHR091910	ESY3_g29907_DN2_SP0_c0.t1
OG0001377	CARHR091920, CARHR150150, CARHR150160, CARHR091930	ESY1_g10881_DN2_SP0_c0.t1, ESY1_g10882_DN2_SP0_c0.t1, ESY9_g42593_DN2_SP0_c0.t1
OG0001378	CARHR038060	ESY2_g38005_DN3_SP4_c0.t1
OG0001378	CARHR093130	ESY3_g29755_DN3_SP6_c0.t1
OG0001379	CARHR095540	ESY3_g29311_DN3_SP6_c0.t1
OG0001379	CARHR040420	ESY2_g37469_DN3_SP0_c0.t1
OG0001380	CARHR040490	ESY2_g37459_DN3_SP7_c0.t1
OG0001380	CARHR095590	ESY3_g29304_DN3_SP5_c0.t1
OG0001382	CARHR113840	ESY8_g59671_DN3_SP4_c0.t1
OG0001382	CARHR246370	ESY4_g26623_DN3_SP0_c0.t1
OG0001384	CARHR292830, CARHR292850	ESY8_g59598_DN3_SP0_c17.t1, ESY12_g51562_DN3_SP0_c17.t1
OG0001391	CARHR086790	ESY3_g30044_DN3_SP0_c25.t1, ESY3_g30047_DN3_SP0_c23.t1
OG0001392	CARHR243290	ESY4_g25502_DN3_SP7_c0.t1
OG0001392	CARHR106990	ESY11_g53872_DN3_SP0_c0.t1
OG0001393	CARHR293470	ESY11_g53959_DN3_SP0_c0.t1
OG0001393	CARHR243590	ESY4_g25419_DN3_SP1_c0.t1
OG0001394	CARHR214140	ESY26_g42305_DN1_SP0_c0.t1, ESY4_g26289_DN3_SP0_c0.t1
OG0001394	CARHR031370	ESY16_g61790_DN3_SP0_c0.t1
OG0001395	CARHR234150	ESY16_g62500_DN3_SP7_c0.t1
OG0001395	CARHR269360	ESY6_g48127_DN3_SP0_c0.t1
OG0001396	CARHR169490	ESY1_g11297_DN3_SP0_c0.t1, ESY1_g11296_DN3_SP0_c0.t1
OG0001397	CARHR010390	ESY5_g3463_DN3_SP8_c0.t1
OG0001397	CARHR283780	ESY2_g34067_DN3_SP8_c2.t1
OG0001398	CARHR144000	ESY10_g14616_DN3_SP8_c0.t1
OG0001398	CARHR015490	ESY27_g13386_DN3_SP5_c0.t1
OG0001399	CARHR218400, CARHR145230	ESY10_g14347_DN3_SP1_c15.t1
OG0001399	CARHR014820	ESY5_g2791_DN3_SP0_c9.t1
OG0001400	CARHR146650	ESY10_g14032_DN2_SP0_c0.t1
OG0001400	CARHR013640	ESY5_g2618_DN2_SP0_c0.t1
OG0001401	CARHR262380	ESY8_g60593_DN3_SP8_c0.t1
OG0001401	CARHR198110	ESY7_g17479_DN3_SP8_c0.t1
OG0001402	CARHR262620	ESY8_g60781_DN1_SP0_c0.t1
OG0001402	CARHR152090	ESY2_g34544_DN2_SP0_c0.t1, ESY2_g34540_DN2_SP0_c0.t1
OG0001403	CARHR048870	ESY2_g33605_DN2_SP0_c0.t1
OG0001403	CARHR012680	ESY5_g3798_DN3_SP8_c0.t1
OG0001404	CARHR049410, CARHR012450	ESY5_g3764_DN3_SP0_c0.t1
OG0001405	CARHR208410, CARHR085240	ESY3_g31139_DN3_SP8_c7.t1
OG0001406	CARHR246350	ESY4_g26625_DN3_SP8_c0.t1
OG0001406	CARHR186780	ESY15_g64992_DN3_SP8_c0.t1
OG0001407	CARHR265830	ESY6_g47126_DN3_SP8_c0.t1
OG0001407	CARHR235690	ESY4_g23867_DN3_SP8_c0.t1
OG0001409	CARHR277590	ESY6_g49640_DN3_SP8_c0.t1
OG0001409	CARHR204390	ESY7_g17770_DN3_SP8_c17.t1
OG0001410	CARHR174750	ESY10_g14979_DN3_SP5_c0.t1
OG0001410	CARHR224610	ESY9_g42519_DN3_SP7_c0.t1
OG0001411	CARHR224960	ESY9_g42613_DN2_SP0_c32.t1
OG0001411	CARHR224950, CARHR175470	ESY9_g42612_DN2_SP0_c35.t1
OG0001412	CARHR226440	ESY9_g43041_DN3_SP8_c0.t1
OG0001412	CARHR177440	ESY7_g16734_DN3_SP8_c0.t1
OG0001413	CARHR228700	ESY12_g52052_DN3_SP0_c0.t1
OG0001415	CARHR128000	ESY1_g6128_DN2_SP0_c0.t1
OG0001415	CARHR027910	ESY3_g28720_DN2_SP0_c0.t1
OG0001416	CARHR128380, CARHR028920	ESY4_g23249_DN3_SP0_c0.t1
OG0001417	CARHR245180	ESY4_g26324_DN3_SP0_c0.t1
OG0001417	CARHR184820	ESY8_g59527_DN3_SP1_c0.t1
OG0001418	CARHR247540	ESY4_g26826_DN3_SP0_c0.t1
OG0001418	CARHR112500	ESY8_g59828_DN2_SP0_c0.t1
OG0001419	CARHR263790	ESY8_g60962_DN3_SP8_c0.t1
OG0001420	CARHR252820	ESY7_g16335_DN3_SP8_c0.t1
OG0001420	CARHR228740	ESY9_g43685_DN3_SP6_c17.t1
OG0001422	CARHR079350	ESY3_g31828_DN3_SP8_c0.t1
OG0001422	CARHR185790	ESY10_g15672_DN3_SP8_c0.t1
OG0001423	CARHR139990	ESY12_g52026_DN3_SP8_c0.t1
OG0001423	CARHR170580	ESY1_g12020_DN3_SP8_c0.t1
OG0001424	CARHR209490, CARHR209480	ESY7_g19220_DN2_SP0_c0.t1, ESY7_g19219_DN3_SP0_c0.t1
OG0001424	CARHR209500	ESY7_g19221_DN3_SP0_c0.t1
OG0001425	CARHR152390	ESY1_g6908_DN3_SP2_c0.t1
OG0001425	CARHR192120	ESY6_g49176_DN3_SP0_c0.t1
OG0001426	CARHR061760, CARHR061770	ESY2_g34393_DN1_SP0_c0.t1
OG0001427	CARHR249240, CARHR001060	ESY5_g5479_DN3_SP3_c0.t1
OG0001428	CARHR002220	ESY5_g5289_DN3_SP3_c0.t1
OG0001428	CARHR250720	ESY20_g13244_DN3_SP0_c0.t1
OG0001429	CARHR250800	ESY20_g13266_DN3_SP7_c0.t1
OG0001429	CARHR172990	ESY1_g12496_DN3_SP0_c0.t1
OG0001430	CARHR180040	ESY20_g12890_DN3_SP0_c0.t1
OG0001431	CARHR004200, CARHR004210	ESY5_g4938_DN3_SP7_c0.t1
OG0001431	CARHR126620	ESY20_g12716_DN3_SP8_c0.t1
OG0001432	CARHR005400	ESY5_g4749_DN3_SP0_c0.t1
OG0001432	CARHR125250	ESY8_g58438_DN3_SP0_c0.t1
OG0001433	CARHR124430	ESY8_g58495_DN3_SP0_c0.t1
OG0001434	CARHR122520, CARHR207170	ESY7_g18817_DN3_SP5_c0.t1, ESY7_g18818_DN3_SP0_c0.t1
OG0001435	CARHR007580	ESY5_g4484_DN3_SP7_c0.t1
OG0001435	CARHR121790	ESY8_g58893_DN3_SP8_c0.t1
OG0001436	CARHR195480	ESY7_g17134_DN3_SP5_c0.t1, ESY7_g17133_DN3_SP0_c0.t1
OG0001436	CARHR077670	ESY3_g32261_DN3_SP0_c0.t1, ESY3_g32260_DN3_SP0_c0.t1
OG0001437	CARHR195200	ESY7_g17104_DN3_SP8_c0.t1
OG0001437	CARHR077850	ESY3_g32219_DN3_SP8_c0.t1
OG0001438	CARHR185020	ESY10_g15716_DN3_SP0_c0.t1
OG0001438	CARHR079130	ESY3_g31921_DN3_SP0_c0.t1
OG0001439	CARHR067060	ESY2_g34901_DN3_SP4_c0.t1
OG0001439	CARHR019080	ESY5_g4200_DN3_SP8_c0.t1
OG0001440	CARHR070960	ESY2_g34617_DN3_SP8_c0.t1
OG0001441	CARHR065000	ESY2_g35768_DN3_SP5_c0.t1
OG0001441	CARHR022890	ESY5_g2276_DN3_SP0_c0.t1
OG0001442	CARHR064070	ESY2_g35607_DN1_SP0_c0.t1
OG0001442	CARHR162090	ESY5_g2131_DN3_SP0_c0.t1
OG0001443	CARHR025020, CARHR062830	ESY2_g35454_DN3_SP0_c0.t1
OG0001444	CARHR116920, CARHR232890	ESY11_g54795_DN2_SP0_c0.t1
OG0001445	CARHR010950, CARHR106100, CARHR010900, CARHR136530, CARHR010940, CARHR010960, CARHR048590	ESY16_g62050_DN2_SP0_c0.t1
OG0001446	CARHR205190	ESY7_g18629_DN3_SP1_c0.t1
OG0001446	CARHR274820	ESY6_g49555_DN2_SP0_c0.t1, ESY6_g49553_DN3_SP0_c0.t1
OG0001447	CARHR064960, CARHR064970	ESY1_g12039_DN3_SP0_c34.t1
OG0001448	CARHR044700	ESY2_g36249_DN3_SP3_c0.t1
OG0001448	CARHR088580	ESY3_g30287_DN3_SP4_c0.t1
OG0001449	CARHR044170	ESY2_g36189_DN3_SP0_c16.t1
OG0001450	CARHR044160, CARHR044150	ESY2_g36188_DN3_SP2_c14.t1
OG0001450	CARHR089480	ESY3_g30386_DN3_SP8_c20.t1
OG0001451	CARHR043260, CARHR215330, CARHR090360	ESY3_g30574_DN2_SP0_c0.t1
OG0001452	CARHR043100	ESY2_g36991_DN3_SP1_c0.t1
OG0001452	CARHR090560	ESY3_g30589_DN3_SP7_c0.t1
OG0001453	CARHR042840	ESY2_g37027_DN3_SP7_c0.t1
OG0001453	CARHR090740	ESY3_g30608_DN3_SP8_c0.t1
OG0001454	CARHR091000	ESY3_g30644_DN3_SP0_c0.t1
OG0001454	CARHR042640	ESY2_g37052_DN3_SP6_c0.t1
