Orthogroup	Cardamine_hirsuta	Conringia_planisiliqua
OG0003258	CARHR264020	CP5_g1605_DN1_SP0_c.t1
OG0003259	CARHR057740	CP2_g49025_DN3_SP0_c.t1
OG0003261	CARHR266110	CP8_g53271_DN3_SP5_c.t1
OG0003261	CARHR266120	CP8_g53272_DN3_SP1_c.t1, CP8_g53273_DN3_SP0_c.t1
OG0003262	CARHR235150	CP5_g1261_DN1_SP0_c.t1
OG0003263	CARHR234560	CP5_g1315_DN3_SP0_c.t1
OG0003263	CARHR268310	CP8_g53469_DN3_SP0_c.t1
OG0003264	CARHR201970	CP11_g32802_DN3_SP1_c.t1
OG0003265	CARHR202600	CP11_g32856_DN3_SP6_c.t1
OG0003266	CARHR190220	CP2_g48264_DN3_SP0_c.t1
OG0003266	CARHR204740	CP11_g33057_DN2_SP0_c.t1
OG0003267	CARHR067100	CP9_g29036_DN3_SP1_c.t1
OG0003267	CARHR205000	CP11_g33073_DN3_SP8_c.t1
OG0003268	CARHR225540, CARHR225550	CP6_g6940_DN3_SP0_c.t1
OG0003269	CARHR253600	CP11_g31785_DN3_SP0_c.t1
OG0003270	CARHR117560, CARHR120200, CARHR120210	CP21_g11181_DN3_SP0_c.t1, CP7_g44479_DN3_SP0_c.t1, CP21_g11185_DN3_SP0_c.t1
OG0003271	CARHR027510	CP7_g45087_DN3_SP2_c.t1
OG0003272	CARHR030000, CARHR029990, CARHR029960	CP7_g44845_DN3_SP2_c.t1
OG0003273	CARHR030110	CP7_g44833_DN3_SP8_c.t1
OG0003274	CARHR107540	CP10_g43811_DN3_SP8_c.t1
OG0003274	CARHR243730	CP5_g470_DN3_SP3_c.t1
OG0003275	CARHR243980	CP5_g447_DN2_SP0_c.t1
OG0003276	CARHR108690	CP10_g43699_DN3_SP7_c.t1
OG0003277	CARHR244900	CP5_g359_DN3_SP0_c.t1
OG0003277	CARHR108930	CP10_g43679_DN3_SP0_c.t1
OG0003278	CARHR112050	CP16_g54745_DN3_SP6_c.t1
OG0003278	CARHR247940	CP5_g58_DN3_SP7_c.t1
OG0003279	CARHR294460	CP5_g57_DN3_SP1_c.t1
OG0003281	CARHR176540	CP13_g19971_DN3_SP0_c.t1
OG0003282	CARHR216800	CP5_g2098_DN3_SP0_c.t1
OG0003282	CARHR103060	CP12_g31486_DN3_SP0_c.t1
OG0003283	CARHR218570	CP6_g8573_DN3_SP0_c.t1
OG0003284	CARHR099910	CP12_g30803_DN3_SP0_c.t1
OG0003286	CARHR221200	CP6_g7454_DN3_SP0_c.t1
OG0003287	CARHR221460	CP6_g7432_DN3_SP8_c.t1
OG0003287	CARHR098370	CP12_g30614_DN3_SP5_c.t1
OG0003288	CARHR142910	CP4_g23970_DN3_SP7_c.t1
OG0003289	CARHR058880, CARHR139040, CARHR199340	CP4_g24341_DN3_SP0_c.t1
OG0003290	CARHR211370	CP5_g2261_DN3_SP0_c.t1
OG0003291	CARHR103120	CP9_g28218_DN3_SP0_c.t1, CP23_g21667_DN2_SP0_c.t1, CP23_g21856_DN1_SP0_c.t1, CP22_g17222_DN2_SP0_c.t1, CP23_g21666_DN1_SP0_c.t1, CP23_g21527_DN3_SP0_c.t1, CP23_g21701_DN1_SP0_c.t1, CP23_g21734_DN3_SP0_c.t1, CP23_g21494_DN3_SP0_c.t1, CP17_g5880_DN2_SP0_c.t1, CP22_g17289_DN1_SP0_c.t1, CP23_g21526_DN1_SP0_c.t1, CP23_g21769_DN1_SP0_c.t1, CP21_g11029_DN1_SP0_c.t1, CP46_g6617_DN2_SP0_c.t1
OG0003292	CARHR190820	CP8_g54132_DN3_SP8_c.t1
OG0003293	CARHR157260	CP3_g14525_DN3_SP0_c.t1
OG0003293	CARHR277200	CP2_g47973_DN3_SP1_c.t1
OG0003294	CARHR278670	CP2_g47830_DN3_SP6_c.t1
OG0003294	CARHR203570	CP11_g32949_DN3_SP8_c.t1
OG0003296	CARHR281190	CP6_g7293_DN2_SP0_c.t1
OG0003296	CARHR160400	CP3_g14290_DN1_SP0_c.t1
OG0003297	CARHR160540	CP3_g14272_DN3_SP8_c.t1
OG0003298	CARHR179190	CP13_g20201_DN3_SP8_c.t1
OG0003299	CARHR126430	CP4_g25530_DN3_SP4_c.t1
OG0003299	CARHR004540	CP1_g36566_DN3_SP2_c.t1
OG0003300	CARHR123240	CP4_g25764_DN2_SP0_c.t1
OG0003301	CARHR119470	CP4_g26252_DN3_SP5_c.t1, CP4_g26249_DN3_SP4_c.t1
OG0003303	CARHR199320	CP11_g32564_DN3_SP8_c.t1
OG0003305	CARHR077040	CP10_g42297_DN3_SP5_c.t1
OG0003305	CARHR196280	CP11_g32274_DN3_SP8_c.t1
OG0003306	CARHR079090	CP10_g42470_DN3_SP8_c.t1
OG0003307	CARHR185920	CP2_g48617_DN3_SP7_c.t1
OG0003307	CARHR079440	CP10_g42498_DN3_SP7_c.t1
OG0003308	CARHR259910, CARHR082280	CP10_g42772_DN3_SP0_c.t1
OG0003309	CARHR232610	CP19_g18126_DN3_SP0_c.t1
OG0003310	CARHR017570	CP7_g46043_DN3_SP2_c.t1
OG0003310	CARHR072030	CP9_g29491_DN3_SP0_c.t1
OG0003311	CARHR017750	CP7_g46027_DN3_SP0_c.t1
OG0003312	CARHR066520	CP9_g28982_DN3_SP0_c.t1
OG0003313	CARHR018780	CP7_g45936_DN3_SP6_c.t1
OG0003314	CARHR068060	CP9_g29112_DN3_SP0_c.t1
OG0003314	CARHR019550	CP7_g45863_DN3_SP0_c.t1
OG0003315	CARHR070380	CP9_g29331_DN3_SP0_c.t1
OG0003315	CARHR021650	CP7_g45653_DN3_SP0_c.t1
OG0003316	CARHR022600, CARHR022660, CARHR022640, CARHR022630	CP9_g29460_DN3_SP2_c.t1
OG0003317	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150	CP7_g45526_DN3_SP0_c.t1
OG0003318	CARHR023720	CP12_g30655_DN3_SP6_c.t1
OG0003319	CARHR025050	CP7_g45321_DN3_SP8_c.t1
OG0003319	CARHR062660	CP9_g28574_DN2_SP0_c.t1
OG0003320	CARHR026340	CP7_g45202_DN3_SP8_c.t1
OG0003321	CARHR116390	CP16_g55273_DN3_SP3_c.t1
OG0003321	CARHR239900	CP5_g803_DN3_SP8_c.t1
OG0003322	CARHR100170, CARHR011990	CP1_g37465_DN3_SP8_c.t1
OG0003324	CARHR075780	CP10_g42173_DN3_SP0_c.t1
OG0003324	CARHR198170	CP11_g32455_DN3_SP2_c.t1
OG0003325	CARHR185830	CP2_g48624_DN3_SP0_c.t1
OG0003326	CARHR206470	CP11_g33262_DN3_SP5_c.t1
OG0003326	CARHR206480	CP11_g33261_DN3_SP8_c.t1
OG0003327	CARHR207540, CARHR165970	CP11_g33332_DN3_SP8_c.t1
OG0003329	CARHR060520	CP9_g28359_DN3_SP0_c.t1
OG0003330	CARHR062930	CP9_g28593_DN3_SP7_c.t1
OG0003330	CARHR024880	CP7_g45339_DN3_SP3_c.t1
OG0003331	CARHR071210	CP9_g29412_DN3_SP4_c.t1
OG0003332	CARHR068560	CP9_g29161_DN1_SP0_c.t1, CP7_g45810_DN3_SP0_c.t1
OG0003333	CARHR067010	CP9_g29027_DN3_SP1_c.t1
OG0003333	CARHR019030	CP7_g45915_DN3_SP1_c.t1
OG0003335	CARHR072480	CP9_g29525_DN3_SP8_c.t1
OG0003335	CARHR017290	CP7_g46067_DN3_SP7_c.t1
OG0003336	CARHR087910	CP10_g43291_DN3_SP1_c.t1, CP10_g43290_DN3_SP0_c.t1
OG0003337	CARHR037590	CP1_g38349_DN3_SP3_c.t1
OG0003339	CARHR043480	CP7_g46245_DN3_SP0_c.t1
OG0003340	CARHR167560	CP3_g13612_DN3_SP0_c.t1
OG0003341	CARHR168400, CARHR168420, CARHR168410	CP3_g13536_DN3_SP0_c.t1
OG0003342	CARHR169060	CP3_g13490_DN3_SP0_c.t1
OG0003343	CARHR172460	CP3_g13176_DN3_SP8_c.t1
OG0003345	CARHR033910, CARHR117480, CARHR116190, CARHR284370, CARHR150510, CARHR185190	CP15_g34898_DN1_SP0_c.t1
OG0003346	CARHR171180	CP3_g13314_DN3_SP0_c.t1
OG0003351	CARHR229510, CARHR229520	CP19_g18420_DN2_SP0_c.t1
OG0003351	CARHR229530	CP19_g18419_DN3_SP0_c.t1, CP19_g18418_DN2_SP0_c.t1
OG0003352	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950	CP11_g32337_DN3_SP0_c.t1
OG0003354	CARHR028360, CARHR052530	CP8_g53930_DN2_SP0_c.t1
OG0003359	CARHR239990	CP5_g794_DN3_SP0_c.t1
OG0003360	CARHR240230	CP16_g55332_DN3_SP0_c.t1
OG0003362	CARHR286410	CP15_g34743_DN3_SP1_c.t1
OG0003364	CARHR243170	CP5_g521_DN3_SP8_c.t1
OG0003364	CARHR250380	CP11_g32093_DN3_SP2_c.t1
OG0003365	CARHR241800, CARHR241810	CP5_g640_DN3_SP0_c.t1
OG0003366	CARHR223660, CARHR129330	CP6_g7128_DN3_SP8_c.t1
OG0003367	CARHR144710	CP13_g19600_DN3_SP1_c.t1
OG0003367	CARHR015090	CP1_g37766_DN3_SP3_c.t1
OG0003368	CARHR145370	CP5_g1846_DN3_SP0_c.t1
OG0003369	CARHR262200	CP5_g1459_DN3_SP0_c.t1, CP5_g1461_DN3_SP0_c.t1
OG0003369	CARHR262190	CP5_g1457_DN1_SP0_c.t1
OG0003370	CARHR146790	CP13_g19422_DN3_SP3_c.t1
OG0003371	CARHR261440	CP5_g1360_DN3_SP8_c.t1
OG0003371	CARHR148940	CP13_g19248_DN3_SP8_c.t1
OG0003372	CARHR262560	CP5_g1504_DN3_SP2_c.t1
OG0003372	CARHR152100	CP13_g19144_DN3_SP6_c.t1
OG0003373	CARHR214960	CP5_g1724_DN3_SP1_c.t1
OG0003374	CARHR056390	CP36_g50974_DN3_SP6_c.t1
OG0003374	CARHR235330	CP5_g1244_DN3_SP8_c.t1
OG0003375	CARHR212980	CP19_g17890_DN3_SP8_c.t1
OG0003378	CARHR231800	CP19_g18212_DN3_SP4_c.t1
OG0003379	CARHR268650	CP8_g53503_DN3_SP7_c.t1
OG0003380	CARHR271540	CP8_g53775_DN3_SP8_c.t1
OG0003381	CARHR235800	CP5_g1194_DN2_SP0_c.t1
OG0003381	CARHR271680	CP8_g53786_DN2_SP0_c.t1
OG0003382	CARHR293760	CP2_g47797_DN3_SP8_c.t1
OG0003382	CARHR203060	CP11_g32905_DN3_SP7_c.t1
OG0003383	CARHR275170	CP2_g48163_DN3_SP8_c.t1
OG0003385	CARHR227270	CP6_g6785_DN3_SP0_c.t1
OG0003387	CARHR256240	CP20_g4217_DN3_SP2_c.t1
OG0003389	CARHR128120	CP4_g25338_DN3_SP7_c.t1
OG0003390	CARHR029790, CARHR029800	CP7_g44864_DN3_SP2_c.t1
OG0003390	CARHR219130	CP3_g15980_DN3_SP0_c.t1
OG0003392	CARHR113710	CP16_g54882_DN2_SP0_c.t1
OG0003393	CARHR113670	CP16_g54878_DN3_SP4_c.t1
OG0003394	CARHR191050	CP8_g54149_DN3_SP6_c.t1
OG0003394	CARHR215770	CP5_g1816_DN3_SP5_c.t1
OG0003395	CARHR227160	CP13_g20734_DN3_SP0_c.t1
OG0003396	CARHR255260, CARHR255270	CP20_g4331_DN3_SP1_c.t1
OG0003397	CARHR034140	CP8_g54278_DN3_SP0_c.t1
OG0003397	CARHR176470	CP13_g19964_DN3_SP8_c.t1
OG0003398	CARHR218290	CP6_g9346_DN3_SP5_c.t1
OG0003399	CARHR219620	CP6_g7664_DN2_SP1_c.t1
OG0003399	CARHR219630, CARHR219550, CARHR219650	CP6_g7663_DN3_SP2_c.t1
OG0003400	CARHR219820, CARHR179980	CP6_g7604_DN3_SP8_c.t1
OG0003402	CARHR222160, CARHR058620, CARHR187980	CP6_g7360_DN3_SP0_c.t1
OG0003404	CARHR142630	CP4_g23996_DN3_SP8_c.t1
OG0003405	CARHR170150	CP3_g13409_DN3_SP8_c.t1
OG0003406	CARHR016340, CARHR146250	CP13_g19478_DN3_SP0_c.t1
OG0003406	CARHR146130	CP13_g19479_DN2_SP1_c.t1
OG0003407	CARHR083160	CP10_g42845_DN3_SP8_c.t1
OG0003408	CARHR158850	CP3_g14398_DN3_SP0_c.t1
OG0003409	CARHR159040	CP3_g14380_DN3_SP2_c.t1
OG0003410	CARHR249030	CP8_g54600_DN3_SP0_c.t1
OG0003410	CARHR000850	CP1_g36466_DN3_SP2_c.t1
OG0003411	CARHR250810	CP11_g32054_DN3_SP2_c.t1
OG0003411	CARHR250780	CP11_g32058_DN3_SP0_c.t1
OG0003412	CARHR126280	CP4_g25520_DN3_SP0_c.t1
OG0003412	CARHR004600	CP1_g36560_DN3_SP0_c.t1
OG0003413	CARHR124030	CP6_g8266_DN1_SP0_c.t1
OG0003414	CARHR123040	CP4_g25779_DN2_SP0_c.t1
OG0003414	CARHR207560	CP11_g33333_DN3_SP0_c.t1
OG0003415	CARHR075320	CP10_g42135_DN3_SP3_c.t1
OG0003415	CARHR198820	CP11_g32518_DN3_SP0_c.t1
OG0003416	CARHR197080	CP11_g32349_DN3_SP8_c.t1
OG0003417	CARHR079530	CP10_g42508_DN3_SP8_c.t1
OG0003418	CARHR079620	CP10_g42518_DN3_SP8_c.t1
OG0003419	CARHR194020	CP8_g54441_DN3_SP8_c.t1
OG0003424	CARHR164080	CP3_g13941_DN3_SP8_c.t1
OG0003425	CARHR016010	CP7_g46182_DN3_SP8_c.t1
OG0003427	CARHR021350	CP7_g45676_DN3_SP0_c.t1
OG0003429	CARHR021630	CP7_g45655_DN3_SP5_c.t1
OG0003429	CARHR070360	CP9_g29329_DN3_SP8_c.t1
OG0003430	CARHR063160	CP9_g28613_DN3_SP3_c.t1
OG0003431	CARHR025090	CP7_g45325_DN3_SP1_c.t1
OG0003432	CARHR026100	CP7_g45226_DN3_SP6_c.t1
OG0003432	CARHR012340	CP9_g28419_DN3_SP1_c.t1
OG0003433	CARHR116630	CP16_g55226_DN3_SP6_c.t1
OG0003434	CARHR114260, CARHR114300, CARHR114280, CARHR114270	CP16_g54988_DN1_SP0_c.t1
OG0003435	CARHR000710	CP1_g36452_DN3_SP0_c.t1
OG0003436	CARHR009490	CP1_g37231_DN3_SP0_c.t1
OG0003437	CARHR257250	CP12_g30330_DN3_SP5_c.t1
OG0003438	CARHR075650	CP16_g55004_DN3_SP0_c.t1
OG0003439	CARHR195680	CP11_g32220_DN3_SP7_c.t1
OG0003439	CARHR077490	CP10_g42339_DN3_SP0_c.t1
OG0003440	CARHR195220	CP11_g32183_DN3_SP5_c.t1, CP10_g43598_DN3_SP0_c.t1
OG0003441	CARHR275970	CP2_g48086_DN3_SP0_c.t1
OG0003442	CARHR276670	CP2_g48020_DN3_SP8_c.t1
OG0003443	CARHR157980	CP3_g14463_DN3_SP7_c.t1
OG0003443	CARHR189530	CP2_g48323_DN3_SP1_c.t1
OG0003444	CARHR156820, CARHR156810	CP3_g14576_DN3_SP0_c.t1
OG0003445	CARHR190580	CP8_g54106_DN3_SP8_c.t1
OG0003446	CARHR064260	CP9_g28724_DN2_SP0_c.t1
OG0003446	CARHR023430	CP7_g45479_DN3_SP0_c.t1
OG0003447	CARHR022860	CP7_g45533_DN3_SP3_c.t1
OG0003447	CARHR065030	CP9_g28850_DN3_SP8_c.t1
OG0003449	CARHR087360	CP10_g43241_DN3_SP0_c.t1
OG0003450	CARHR045030	CP7_g46388_DN3_SP0_c.t1
OG0003450	CARHR088170	CP10_g43314_DN1_SP0_c.t1
OG0003451	CARHR093050	CP12_g30105_DN3_SP8_c.t1, CP3_g14423_DN3_SP0_c.t1
OG0003452	CARHR093400	CP12_g30145_DN3_SP7_c.t1
OG0003452	CARHR093390	CP12_g30144_DN3_SP5_c.t1
OG0003453	CARHR093500, CARHR093510	CP12_g30152_DN3_SP0_c.t1
OG0003455	CARHR242800	CP5_g547_DN3_SP2_c.t1
OG0003456	CARHR043130	CP4_g23997_DN3_SP0_c.t1
OG0003456	CARHR111440	CP12_g29820_DN3_SP2_c.t1
OG0003457	CARHR164980	CP3_g13851_DN3_SP0_c.t1
OG0003458	CARHR170880	CP3_g13339_DN3_SP7_c.t1
OG0003462	CARHR010750	CP1_g37353_DN3_SP1_c.t1
OG0003464	CARHR080190	CP10_g42566_DN3_SP1_c.t1
OG0003465	CARHR286930	CP7_g44747_DN3_SP1_c.t1, CP7_g44748_DN3_SP0_c.t1
OG0003465	CARHR286920	CP7_g44746_DN3_SP3_c.t1
OG0003481	CARHR237740	CP5_g1024_DN3_SP0_c.t1
OG0003483	CARHR037210	CP1_g38430_DN3_SP2_c.t1
OG0003483	CARHR238960	CP5_g890_DN3_SP1_c.t1
OG0003484	CARHR240320	CP5_g767_DN3_SP8_c.t1
OG0003484	CARHR115880	CP16_g55381_DN3_SP7_c.t1
OG0003485	CARHR241680	CP2_g47866_DN3_SP3_c.t1
OG0003487	CARHR214520	CP1_g37156_DN3_SP8_c.t1
OG0003488	CARHR054250, CARHR054240	CP2_g49547_DN2_SP0_c.t1
OG0003489	CARHR010700	CP1_g37345_DN3_SP2_c.t1
OG0003491	CARHR148830	CP13_g19257_DN3_SP8_c.t1
OG0003491	CARHR261430	CP5_g1359_DN3_SP0_c.t1
OG0003492	CARHR057680	CP9_g28087_DN3_SP5_c.t1
OG0003492	CARHR215890	CP5_g1832_DN3_SP5_c.t1
OG0003493	CARHR084480	CP10_g42963_DN3_SP7_c.t1
OG0003493	CARHR084470	CP10_g42962_DN3_SP0_c.t1
OG0003494	CARHR259140	CP27_g41742_DN3_SP0_c.t1
OG0003494	CARHR014940	CP1_g37757_DN3_SP0_c.t1
OG0003495	CARHR256760	CP8_g53025_DN3_SP0_c.t1
OG0003496	CARHR265750	CP8_g53230_DN3_SP8_c.t1
OG0003497	CARHR233360	CP19_g18051_DN3_SP2_c.t1
OG0003497	CARHR271090	CP8_g53727_DN2_SP3_c.t1
OG0003498	CARHR288960	CP9_g29220_DN3_SP0_c.t1
OG0003499	CARHR203740	CP11_g32964_DN3_SP8_c.t1
OG0003500	CARHR204050	CP11_g32993_DN3_SP0_c.t1
OG0003500	CARHR277980	CP2_g47897_DN3_SP8_c.t1
OG0003501	CARHR204070	CP11_g32995_DN3_SP1_c.t1
OG0003501	CARHR095280	CP12_g30321_DN3_SP1_c.t1
OG0003503	CARHR050230, CARHR230940	CP19_g18303_DN3_SP3_c.t1
OG0003505	CARHR260090	CP20_g3970_DN3_SP0_c.t1
OG0003506	CARHR030100	CP7_g44834_DN3_SP8_c.t1
OG0003507	CARHR030180	CP7_g44824_DN3_SP0_c.t1
OG0003507	CARHR030190	CP7_g44823_DN2_SP0_c.t1, CP7_g44822_DN3_SP0_c.t1
OG0003508	CARHR107840	CP10_g43781_DN3_SP8_c.t1
OG0003509	CARHR244650	CP5_g385_DN3_SP5_c.t1
OG0003510	CARHR292870	CP16_g54978_DN3_SP5_c.t1
OG0003510	CARHR245650	CP5_g283_DN3_SP8_c.t1
OG0003511	CARHR214690	CP5_g1703_DN3_SP0_c.t1, CP5_g1689_DN3_SP0_c.t1
OG0003511	CARHR214750	CP5_g1705_DN3_SP0_c.t1
OG0003512	CARHR181060	CP13_g20445_DN3_SP2_c.t1
OG0003513	CARHR252360	CP11_g31911_DN3_SP7_c.t1
OG0003513	CARHR227850	CP6_g6731_DN3_SP4_c.t1
OG0003515	CARHR223760	CP6_g7119_DN3_SP5_c.t1
OG0003516	CARHR219730	CP25_g55978_DN2_SP0_c.t1
OG0003516	CARHR105490, CARHR105460	CP5_g1601_DN3_SP0_c.t1
OG0003517	CARHR218090	CP6_g9596_DN3_SP1_c.t1, CP6_g9566_DN3_SP2_c.t1
OG0003519	CARHR219150	CP6_g7881_DN3_SP0_c.t1
OG0003519	CARHR100370	CP12_g30817_DN2_SP0_c.t1, CP13_g20275_DN3_SP0_c.t1
OG0003522	CARHR058340, CARHR058290	CP13_g20246_DN3_SP0_c.t1, CP4_g24220_DN3_SP0_c.t1
OG0003523	CARHR168450	CP3_g13532_DN3_SP0_c.t1
OG0003524	CARHR277440	CP2_g47951_DN3_SP8_c.t1
OG0003525	CARHR279220	CP2_g47770_DN3_SP8_c.t1
OG0003526	CARHR158750	CP3_g14409_DN3_SP4_c.t1
OG0003527	CARHR066690	CP1_g37661_DN3_SP1_c.t1
OG0003531	CARHR193660	CP8_g54406_DN3_SP1_c.t1
OG0003533	CARHR051330	CP4_g24778_DN3_SP5_c.t1
OG0003534	CARHR164990	CP3_g13850_DN3_SP2_c.t1
OG0003534	CARHR133990	CP4_g24799_DN3_SP0_c.t1
OG0003535	CARHR130830	CP4_g25087_DN3_SP0_c.t1
OG0003537	CARHR066590	CP9_g28989_DN3_SP1_c.t1
OG0003537	CARHR018810	CP7_g45933_DN3_SP8_c.t1
OG0003538	CARHR068100	CP9_g29116_DN3_SP0_c.t1
OG0003538	CARHR019580	CP7_g45860_DN3_SP8_c.t1
OG0003539	CARHR023020	CP7_g45520_DN3_SP6_c.t1
OG0003540	CARHR023640	CP7_g45464_DN3_SP8_c.t1
OG0003540	CARHR063990	CP9_g28694_DN3_SP7_c.t1
OG0003541	CARHR063540	CP9_g28651_DN2_SP3_c.t1
OG0003542	CARHR026290	CP7_g45207_DN1_SP0_c.t1
OG0003543	CARHR026610	CP7_g45181_DN3_SP8_c.t1
OG0003544	CARHR215860	CP2_g48948_DN3_SP0_c.t1
OG0003545	CARHR294550	CP16_g55174_DN3_SP8_c.t1
OG0003546	CARHR005060	CP1_g36848_DN1_SP0_c.t1
OG0003547	CARHR144610, CARHR195890	CP11_g32242_DN3_SP8_c.t1
OG0003548	CARHR194130, CARHR194140	CP8_g54454_DN3_SP4_c.t1
OG0003549	CARHR182040	CP2_g48693_DN3_SP8_c.t1
OG0003550	CARHR183250	CP2_g48759_DN2_SP3_c.t1
OG0003550	CARHR081830	CP10_g42726_DN3_SP6_c.t1
OG0003551	CARHR188800	CP2_g48386_DN3_SP0_c.t1
OG0003552	CARHR276610	CP2_g48024_DN3_SP3_c.t1
OG0003552	CARHR156710	CP3_g14588_DN3_SP8_c.t1
OG0003553	CARHR276830	CP2_g48006_DN3_SP8_c.t1
OG0003555	CARHR157420	CP3_g14512_DN3_SP2_c.t1
OG0003556	CARHR023300	CP7_g45491_DN3_SP8_c.t1
OG0003556	CARHR064530	CP9_g28751_DN3_SP7_c.t1
OG0003558	CARHR072520, CARHR017240	CP9_g29529_DN3_SP8_c.t1
OG0003559	CARHR016810	CP7_g46108_DN3_SP4_c.t1
OG0003559	CARHR073160	CP9_g29586_DN3_SP7_c.t1
OG0003560	CARHR089370, CARHR043950	CP10_g43417_DN3_SP8_c.t1
OG0003561	CARHR089790	CP10_g43452_DN3_SP4_c.t1
OG0003562	CARHR290700	CP6_g7263_DN3_SP6_c.t1
OG0003562	CARHR092090	CP12_g30027_DN3_SP8_c.t1
OG0003563	CARHR039400	CP1_g38170_DN3_SP7_c.t1
OG0003565	CARHR099650	CP12_g30745_DN3_SP4_c.t1
OG0003566	CARHR058160	CP3_g15798_DN2_SP0_c.t1
OG0003567	CARHR109270	CP10_g43645_DN3_SP0_c.t1
OG0003569	CARHR045840, CARHR045850, CARHR044320, CARHR043880, CARHR045830	CP7_g46463_DN2_SP0_c.t1
OG0003574	CARHR195420	CP11_g32198_DN3_SP0_c.t1
OG0003575	CARHR193730	CP8_g54411_DN3_SP0_c.t1
OG0003583	CARHR241170	CP5_g698_DN2_SP0_c.t1, CP6_g8559_DN3_SP0_c.t1, CP5_g1087_DN3_SP0_c.t1
OG0003585	CARHR165680	CP3_g13785_DN3_SP0_c.t1, CP4_g25734_DN3_SP8_c.t1
OG0003586	CARHR238370	CP5_g950_DN3_SP2_c.t1
OG0003587	CARHR115540	CP1_g41367_DN3_SP4_c.t1
OG0003588	CARHR208940	CP5_g1998_DN2_SP0_c.t1
OG0003589	CARHR242630	CP5_g593_DN3_SP7_c.t1
OG0003590	CARHR293610	CP10_g43822_DN3_SP0_c.t1
OG0003591	CARHR010310	CP1_g37307_DN3_SP5_c.t1
OG0003591	CARHR283810	CP2_g49388_DN3_SP8_c.t1
OG0003592	CARHR051600	CP2_g49174_DN3_SP0_c.t1
OG0003595	CARHR292470	CP13_g19190_DN3_SP3_c.t1
OG0003596	CARHR263860	CP5_g1603_DN3_SP0_c.t1
OG0003596	CARHR153500	CP2_g48847_DN3_SP0_c.t1
OG0003597	CARHR013030	CP1_g37572_DN3_SP7_c.t1
OG0003597	CARHR048390	CP2_g48961_DN3_SP4_c.t1
OG0003598	CARHR083530, CARHR083390	CP10_g42872_DN3_SP0_c.t1
OG0003599	CARHR085460	CP10_g43056_DN3_SP1_c.t1
OG0003601	CARHR086870	CP5_g1808_DN3_SP0_c.t1
OG0003603	CARHR235580	CP5_g1212_DN3_SP8_c.t1
OG0003604	CARHR235210	CP5_g1254_DN3_SP0_c.t1
OG0003605	CARHR117950	CP16_g55148_DN1_SP0_c.t1
OG0003606	CARHR234130	CP19_g17984_DN3_SP6_c.t1
OG0003607	CARHR216280	CP72_g12661_DN3_SP0_c.t1, CP43_g41587_DN3_SP0_c.t1
OG0003609	CARHR203070	CP11_g32907_DN3_SP8_c.t1
OG0003610	CARHR278620	CP11_g32954_DN3_SP2_c.t1, CP2_g47835_DN3_SP5_c.t1
OG0003611	CARHR225150	CP6_g6976_DN2_SP0_c.t1
OG0003612	CARHR225270	CP6_g6968_DN3_SP7_c.t1
OG0003613	CARHR186940	CP2_g48537_DN3_SP4_c.t1
OG0003614	CARHR027370	CP7_g45095_DN3_SP8_c.t1
OG0003614	CARHR027460	CP7_g45089_DN3_SP4_c.t1
OG0003615	CARHR128050	CP4_g25344_DN3_SP1_c.t1
OG0003616	CARHR244150	CP5_g431_DN3_SP3_c.t1
OG0003619	CARHR085350	CP10_g43046_DN3_SP0_c.t1
OG0003620	CARHR178350, CARHR178360	CP13_g20132_DN3_SP0_c.t1, CP13_g20133_DN3_SP0_c.t1
OG0003621	CARHR178180	CP13_g20115_DN3_SP7_c.t1
OG0003622	CARHR149580, CARHR175040	CP13_g20689_DN3_SP0_c.t1, CP13_g19850_DN3_SP0_c.t1
OG0003624	CARHR173910	CP13_g19748_DN2_SP7_c.t1
OG0003625	CARHR142750	CP20_g4185_DN3_SP1_c.t1, CP4_g23984_DN3_SP3_c.t1
OG0003626	CARHR172590	CP3_g13162_DN3_SP3_c.t1
OG0003627	CARHR141040	CP4_g24145_DN2_SP0_c.t1
OG0003628	CARHR139740	CP4_g24274_DN3_SP8_c.t1
OG0003629	CARHR108060, CARHR139530, CARHR139540	CP4_g24293_DN3_SP0_c.t1
OG0003630	CARHR139120	CP4_g24332_DN3_SP8_c.t1
OG0003632	CARHR015140	CP1_g37772_DN3_SP7_c.t1
OG0003633	CARHR160160	CP3_g14311_DN3_SP0_c.t1
OG0003633	CARHR280930	CP2_g47604_DN2_SP0_c.t1
OG0003635	CARHR160970	CP3_g14229_DN3_SP8_c.t1
OG0003636	CARHR000800	CP1_g36462_DN3_SP2_c.t1
OG0003637	CARHR002180	CP1_g36785_DN3_SP4_c.t1
OG0003638	CARHR251140	CP11_g32019_DN3_SP0_c.t1
OG0003639	CARHR114810	CP18_g12515_DN3_SP7_c.t1
OG0003640	CARHR075340	CP10_g42139_DN3_SP0_c.t1
OG0003640	CARHR198770	CP11_g32512_DN3_SP0_c.t1
OG0003641	CARHR185710	CP2_g48634_DN3_SP3_c.t1
OG0003641	CARHR079420	CP10_g42496_DN3_SP6_c.t1
OG0003643	CARHR134630	CP4_g24746_DN3_SP8_c.t1
OG0003645	CARHR017080	CP7_g46084_DN3_SP4_c.t1
