Orthogroup	Cardamine_hirsuta	Alyssum_gmelinii
OG0002706	CARHR073130	Ag003G211550
OG0002706	CARHR016820	Ag004G324880
OG0002707	CARHR018560	Ag004G328740
OG0002708	CARHR068740	Ag003G226350
OG0002708	CARHR020180	Ag004G332470
OG0002709	CARHR070440	Ag003G219290
OG0002710	CARHR023230	Ag004G340810
OG0002710	CARHR064650	Ag004G343040
OG0002711	CARHR024350	Ag003G242850
OG0002712	CARHR061480, CARHR025900	Ag004G351640
OG0002713	CARHR061460	Ag004G351670
OG0002714	CARHR015640	Ag004G322590
OG0002715	CARHR015440	Ag004G321990
OG0002716	CARHR010500	Ag004G311790
OG0002716	CARHR010490	Ag004G311770
OG0002717	CARHR196890	Ag007G622150
OG0002718	CARHR195870	Ag007G625000
OG0002719	CARHR188750, CARHR188720, CARHR188710	Ag008G721890, Ag008G721870
OG0002720	CARHR184140, CARHR153680	Ag001G063260, Ag001G059970
OG0002721	CARHR189010	Ag008G722440
OG0002722	CARHR062160	Ag004G349750
OG0002723	CARHR071550	Ag003G215030
OG0002724	CARHR021240	Ag004G335100
OG0002724	CARHR069960	Ag003G220660
OG0002725	CARHR087690	Ag005G469920
OG0002725	CARHR087680	Ag005G469930
OG0002726	CARHR090500	Ag005G463760
OG0002726	CARHR043160	Ag001G007270
OG0002728	CARHR039670	Ag001G018520, Ag001G019010
OG0002728	CARHR094570	Ag005G450800
OG0002729	CARHR096300	Ag005G445840
OG0002729	CARHR040890	Ag001G012750, Ag001G012760
OG0002730	CARHR097630	Ag005G441030
OG0002731	CARHR098330	Ag005G438390
OG0002731	CARHR221520, CARHR221500	Ag001G034870
OG0002732	CARHR042200	Ag001G009750, Ag001G009740, Ag001G009720
OG0002733	CARHR039300	Ag001G021100
OG0002734	CARHR128690	Ag002G160910
OG0002735	CARHR289330	Ag001G072400
OG0002736	CARHR132540	Ag002G174880
OG0002737	CARHR135900	Ag002G188180
OG0002737	CARHR166560	Ag001G081570
OG0002738	CARHR173750, CARHR173720	Ag002G123510, Ag002G123500, Ag004G335260, Ag001G015690, Ag002G174930, Ag002G123520
OG0002739	CARHR159030	Ag001G059200
OG0002739	CARHR280180	Ag008G734130
OG0002740	CARHR104620, CARHR111990	Ag001G089890
OG0002741	CARHR061320	Ag001G083430
OG0002742	CARHR115060, CARHR030990, CARHR120750	Ag003G266550
OG0002743	CARHR217610	Ag003G275750
OG0002743	CARHR241690	Ag003G275730
OG0002744	CARHR010460	Ag004G311650, Ag004G311720, Ag004G311680, Ag004G311710
OG0002745	CARHR012110	Ag004G314670, Ag004G314690
OG0002746	CARHR014230	Ag004G319140
OG0002748	CARHR203600	Ag007G603290
OG0002748	CARHR278640	Ag008G731610
OG0002749	CARHR270040, CARHR270050, CARHR270060	Ag008G699260
OG0002753	CARHR236020	Ag003G253900
OG0002754	CARHR110650	Ag005G402790
OG0002755	CARHR239620	Ag003G270880
OG0002757	CARHR106460, CARHR242760	Ag003G281990
OG0002762	CARHR050530	Ag004G377610
OG0002762	CARHR011900	Ag004G314240
OG0002763	CARHR015460	Ag004G322020
OG0002764	CARHR014120	Ag004G318710
OG0002764	CARHR145980	Ag008G662660
OG0002765	CARHR204660	Ag007G601210
OG0002766	CARHR215120	Ag004G359670
OG0002767	CARHR048320	Ag004G383870
OG0002768	CARHR270330	Ag008G699880
OG0002769	CARHR083830	Ag005G477190
OG0002771	CARHR203170	Ag007G604200
OG0002771	CARHR279010	Ag008G732420
OG0002772	CARHR277780	Ag008G730320
OG0002772	CARHR204160	Ag007G602080
OG0002773	CARHR205670	Ag006G508470
OG0002773	CARHR275440	Ag008G726200
OG0002774	CARHR226710	Ag006G558150
OG0002774	CARHR177950	Ag002G102200
OG0002775	CARHR226800	Ag006G559340
OG0002775	CARHR178090	Ag002G124650
OG0002776	CARHR228210	Ag005G431060
OG0002776	CARHR228200	Ag006G565770
OG0002777	CARHR228660, CARHR228670	Ag006G567590
OG0002778	CARHR230190	Ag006G568970, Ag006G551820, Ag006G564240, Ag006G564280, Ag006G564210, Ag004G370470, Ag006G564190
OG0002779	CARHR033530, CARHR033490, CARHR033450	Ag006G539240, Ag006G536650
OG0002780	CARHR034860, CARHR034880	Ag006G534280
OG0002781	CARHR246040	Ag003G291560
OG0002782	CARHR246790	Ag003G293370
OG0002784	CARHR174170	Ag002G114210, Ag002G121900
OG0002785	CARHR217410	Ag001G042460
OG0002785	CARHR103940	Ag005G420710
OG0002786	CARHR217560	Ag003G278970
OG0002787	CARHR216910	Ag005G425890
OG0002788	CARHR099110	Ag005G435760
OG0002789	CARHR098670	Ag005G437220
OG0002789	CARHR221220	Ag001G035660
OG0002790	CARHR098210	Ag005G438890
OG0002791	CARHR222150	Ag001G033850
OG0002792	CARHR081050	Ag005G481600
OG0002793	CARHR142370	Ag002G204580
OG0002793	CARHR172490	Ag001G096720, Ag001G096730
OG0002794	CARHR171140	Ag001G093540, Ag001G093550
OG0002795	CARHR170640	Ag001G092690
OG0002796	CARHR138700	Ag002G197410
OG0002796	CARHR138730	Ag002G197440
OG0002797	CARHR137350	Ag002G193440
OG0002798	CARHR167370	Ag002G192260, Ag008G709960
OG0002798	CARHR167620	Ag001G084780
OG0002799	CARHR035460	Ag006G491610
OG0002800	CARHR209690	Ag006G496040, Ag006G496030, Ag006G496020, Ag006G496010, Ag006G495950
OG0002801	CARHR152600, CARHR152610	Ag001G093670, Ag008G717130
OG0002802	CARHR191780	Ag008G716500
OG0002803	CARHR272800	Ag008G706880
OG0002805	CARHR006990	Ag004G306680
OG0002805	CARHR123010	Ag007G593700
OG0002806	CARHR001630	Ag004G299220
OG0002806	CARHR250030	Ag006G513890
OG0002807	CARHR251500	Ag004G300860
OG0002808	CARHR126270	Ag007G589520
OG0002808	CARHR004620	Ag004G303590
OG0002809	CARHR124980	Ag007G591270
OG0002809	CARHR005630	Ag004G305180
OG0002810	CARHR006350	Ag004G305760
OG0002810	CARHR124270	Ag007G592040
OG0002811	CARHR122490, CARHR122500	Ag007G594540, Ag007G594560
OG0002812	CARHR120030	Ag007G596990
OG0002813	CARHR075230	Ag001G100670
OG0002813	CARHR198930	Ag007G614010
OG0002814	CARHR197710	Ag007G619290
OG0002814	CARHR076170	Ag005G489890
OG0002815	CARHR077390	Ag005G487780
OG0002815	CARHR195740	Ag007G625520
OG0002816	CARHR078340, CARHR078310, CARHR078330, CARHR078320	Ag005G485950, Ag005G485960
OG0002817	CARHR078510	Ag005G485710
OG0002817	CARHR194530	Ag007G630570
OG0002818	CARHR079330	Ag005G484520
OG0002819	CARHR193980	Ag007G631850
OG0002819	CARHR080700	Ag005G482060
OG0002821	CARHR081440	Ag005G480770, Ag005G480780
OG0002822	CARHR078790	Ag005G485350
OG0002823	CARHR162630	Ag001G069900
OG0002823	CARHR130520	Ag002G166580
OG0002824	CARHR163820	Ag001G073610
OG0002825	CARHR074220	Ag003G208320
OG0002826	CARHR073550	Ag003G210560
OG0002826	CARHR016520	Ag004G324460
OG0002827	CARHR018070	Ag004G327500
OG0002827	CARHR065580	Ag003G239010
OG0002828	CARHR018100	Ag004G327550
OG0002828	CARHR065620	Ag003G238950
OG0002829	CARHR018500	Ag004G328680
OG0002829	CARHR066260	Ag003G236950
OG0002830	CARHR019450	Ag004G330920
OG0002831	CARHR068070, CARHR177860, CARHR177870	Ag003G229420
OG0002831	CARHR019560	Ag004G331450
OG0002832	CARHR069820	Ag003G221810
OG0002833	CARHR021020	Ag004G334500
OG0002833	CARHR069830	Ag003G221800
OG0002834	CARHR024270	Ag003G242670
OG0002834	CARHR063420	Ag004G345680
OG0002835	CARHR062120	Ag004G349860
OG0002836	CARHR061680, CARHR025890	Ag004G350720
OG0002837	CARHR061220	Ag004G352960
OG0002838	CARHR216290	Ag006G563490, Ag005G478710
OG0002840	CARHR247550	Ag003G295270
OG0002840	CARHR112480	Ag006G521470
OG0002841	CARHR126300	Ag007G589580
OG0002841	CARHR004610	Ag004G303550
OG0002842	CARHR002340	Ag004G300520, Ag004G300540, Ag004G300570, Ag004G300580
OG0002843	CARHR190000	Ag008G723810
OG0002844	CARHR198400, CARHR198390, CARHR198410	Ag007G616460, Ag007G616440, Ag007G616490
OG0002845	CARHR194200	Ag007G629600
OG0002846	CARHR287960, CARHR050700, CARHR050710	Ag007G640980, Ag006G506740
OG0002847	CARHR045790	Ag001G000330
OG0002848	CARHR188960	Ag008G722400
OG0002848	CARHR158380	Ag008G692910
OG0002849	CARHR189190	Ag008G722630
OG0002850	CARHR275500	Ag008G726440
OG0002851	CARHR189850	Ag008G723600
OG0002851	CARHR157670	Ag008G691160
OG0002852	CARHR189970	Ag008G723760
OG0002853	CARHR275580	Ag008G726590
OG0002854	CARHR272690	Ag008G706670
OG0002855	CARHR075570	Ag001G100180
OG0002855	CARHR272590	Ag008G706360
OG0002856	CARHR155910, CARHR272510	Ag008G706300
OG0002857	CARHR159200	Ag001G060140
OG0002859	CARHR273320, CARHR154570	Ag008G709840
OG0002860	CARHR242910	Ag003G282060
OG0002860	CARHR106510	Ag005G418240
OG0002861	CARHR001730	Ag004G299350
OG0002861	CARHR064270	Ag004G343880
OG0002862	CARHR067700	Ag003G231430, Ag003G231340
OG0002863	CARHR073770	Ag003G209700
OG0002863	CARHR016390	Ag004G324070
OG0002864	CARHR045170	Ag001G002130
OG0002864	CARHR088120	Ag005G469140
OG0002865	CARHR088500	Ag005G468320
OG0002866	CARHR044580	Ag001G003560
OG0002867	CARHR088920	Ag005G467500
OG0002867	CARHR044460	Ag001G003720
OG0002868	CARHR090510	Ag005G463750
OG0002868	CARHR043150	Ag001G007280
OG0002869	CARHR040840	Ag001G012890
OG0002869	CARHR096270	Ag005G445860
OG0002871	CARHR105560	Ag007G591240
OG0002872	CARHR228680, CARHR106880, CARHR106870	Ag006G505490, Ag006G505470, Ag006G567610
OG0002873	CARHR238170	Ag003G261450
OG0002873	CARHR109400	Ag005G409330
OG0002874	CARHR111630	Ag005G404460
OG0002874	CARHR235840	Ag003G253600
OG0002875	CARHR096310, CARHR040950, CARHR096330	Ag005G445830
OG0002876	CARHR039330	Ag001G021030
OG0002877	CARHR165040	Ag001G076780
OG0002878	CARHR135780	Ag002G187900
OG0002879	CARHR167280	Ag001G083650
OG0002879	CARHR136440	Ag002G190440
OG0002880	CARHR167530	Ag001G084400
OG0002880	CARHR207530	Ag006G501330
OG0002881	CARHR168010	Ag001G085400
OG0002882	CARHR177250	Ag002G116840
OG0002885	CARHR092260	Ag008G700570, Ag005G459310
OG0002886	CARHR196980, CARHR196970, CARHR196960	Ag007G622010
OG0002887	CARHR194910	Ag007G628620
OG0002890	CARHR111300	Ag005G404050
OG0002891	CARHR238360	Ag003G265450, Ag003G266260
OG0002892	CARHR116470	Ag006G525230
OG0002893	CARHR240030	Ag003G273140
OG0002894	CARHR104530	Ag010G739510, Ag001G049420
OG0002894	CARHR240610	Ag003G278510
OG0002895	CARHR240950	Ag003G277670
OG0002896	CARHR241790	Ag003G275210
OG0002897	CARHR243040	Ag003G282690
OG0002897	CARHR106760	Ag005G417830
OG0002898	CARHR091860	Ag005G460300
OG0002899	CARHR031580, CARHR129690	Ag007G578380
OG0002900	CARHR129910	Ag002G164340
OG0002900	CARHR223470	Ag001G101420
OG0002901	CARHR010850, CARHR113010	Ag004G312370
OG0002901	CARHR051820	Ag004G373230
OG0002902	CARHR050550	Ag004G377470
OG0002903	CARHR015690	Ag004G322660, Ag004G322670, Ag004G322680
OG0002904	CARHR015230	Ag004G321260
OG0002904	CARHR144450	Ag005G406190
OG0002905	CARHR149810	Ag008G672410
OG0002906	CARHR047700, CARHR213020	Ag004G388680, Ag004G393680
OG0002907	CARHR271230, CARHR233300	Ag008G702690
OG0002909	CARHR085160	Ag005G474850
OG0002909	CARHR208510	Ag006G499000
OG0002910	CARHR207070	Ag006G503960
OG0002910	CARHR086210	Ag005G472440
OG0002911	CARHR086930	Ag005G471290
OG0002911	CARHR199570	Ag007G612910
OG0002912	CARHR266910	Ag008G687500
OG0002912	CARHR025260	Ag003G244870
OG0002913	CARHR267770	Ag001G057450
OG0002914	CARHR269410, CARHR234120	Ag008G697080
OG0002915	CARHR271980, CARHR271860	Ag008G705140
OG0002916	CARHR027020, CARHR026790	Ag003G246970
OG0002917	CARHR201180, CARHR187410	Ag007G608570
OG0002918	CARHR190340	Ag008G724310
OG0002918	CARHR204870	Ag007G600930
OG0002919	CARHR205410	Ag007G600120
OG0002920	CARHR275890	Ag008G726960
OG0002921	CARHR173940	Ag002G123220
OG0002922	CARHR224440, CARHR174580	Ag006G577150
OG0002923	CARHR228360, CARHR228330, CARHR228350	Ag006G511810
OG0002924	CARHR254070, CARHR229700	Ag002G144730
OG0002925	CARHR229960	Ag006G550760
OG0002926	CARHR032370, CARHR032360	Ag001G084250, Ag006G540760
OG0002926	CARHR256160	Ag002G147810
OG0002927	CARHR033200	Ag006G536940, Ag006G539460
OG0002928	CARHR033720	Ag006G538830, Ag006G536320
OG0002928	CARHR290920	Ag004G342130
OG0002929	CARHR034010	Ag006G535690
OG0002929	CARHR022680	Ag004G339120
OG0002930	CARHR127960	Ag006G516510
OG0002931	CARHR243940	Ag003G285960
OG0002932	CARHR245430	Ag003G289870
OG0002932	CARHR293130	Ag006G524020
OG0002933	CARHR245770	Ag003G291080
OG0002934	CARHR246270	Ag003G292320
OG0002935	CARHR106820, CARHR247590, CARHR106830	Ag004G328000, Ag003G215990, Ag003G295300
OG0002936	CARHR247660	Ag003G295520
OG0002936	CARHR112340	Ag006G521250
OG0002937	CARHR247770	Ag003G295820, Ag003G295810
OG0002938	CARHR294280	Ag003G296710
OG0002939	CARHR254210	Ag001G005150
OG0002940	CARHR128310	Ag002G103170
OG0002941	CARHR243920, CARHR193120	Ag003G285870, Ag003G285860
OG0002942	CARHR220150	Ag001G037690
OG0002942	CARHR099720	Ag005G433900, Ag005G432540
OG0002943	CARHR213250, CARHR110430, CARHR213240	Ag007G655730
OG0002944	CARHR172820	Ag001G097660
OG0002944	CARHR142830	Ag002G205850
OG0002945	CARHR016220	Ag004G323590, Ag005G489250, Ag001G091110
OG0002946	CARHR141610	Ag002G203330
OG0002947	CARHR140140	Ag002G200600
OG0002948	CARHR202860	Ag002G200240
OG0002949	CARHR139620	Ag002G199430
OG0002949	CARHR139630, CARHR150030	Ag002G199450
OG0002950	CARHR281740	Ag001G099190
OG0002950	CARHR161040	Ag001G067050
OG0002951	CARHR139060	Ag002G198390
OG0002952	CARHR138810	Ag002G197730
OG0002952	CARHR169980	Ag001G091190
OG0002953	CARHR138580	Ag002G197170
OG0002953	CARHR169960	Ag001G090870
OG0002954	CARHR169920	Ag001G090830
OG0002954	CARHR138490	Ag002G197090
OG0002955	CARHR211830	Ag006G491570
OG0002955	CARHR083260	Ag005G478330
OG0002956	CARHR118920	Ag008G716600, Ag008G716610
OG0002956	CARHR191720	Ag008G716430
OG0002957	CARHR150040	Ag010G740680, Ag001G050430
OG0002957	CARHR273900	Ag008G711430, Ag008G711440
OG0002959	CARHR202950	Ag007G604650
OG0002960	CARHR280250	Ag008G734220
OG0002961	CARHR281180	Ag001G099970
OG0002961	CARHR160380	Ag001G062840
OG0002962	CARHR028140	Ag006G518680, Ag007G626430, Ag006G518450
OG0002963	CARHR249470	Ag006G515000, Ag002G170990
OG0002963	CARHR001300	Ag004G298720
OG0002964	CARHR250510	Ag006G511360
OG0002965	CARHR179030	Ag007G586670
OG0002966	CARHR003270	Ag004G301870
OG0002966	CARHR179170	Ag007G586890
OG0002967	CARHR179480	Ag007G587110
OG0002967	CARHR003490	Ag004G302090
OG0002968	CARHR003500	Ag004G302130
OG0002968	CARHR179530	Ag007G587170
OG0002969	CARHR003860	Ag004G302560
OG0002969	CARHR127330	Ag007G588240
OG0002970	CARHR127240	Ag007G588430
OG0002970	CARHR003960	Ag004G302670
OG0002971	CARHR003950	Ag004G302660
OG0002972	CARHR004630	Ag004G303600
OG0002972	CARHR126250	Ag007G589510
OG0002973	CARHR005720	Ag004G305290
OG0002974	CARHR122060	Ag007G594980
OG0002974	CARHR007420	Ag004G307290, Ag008G732330
OG0002975	CARHR240820	Ag003G278070
OG0002976	CARHR198810	Ag007G614210
OG0002976	CARHR075330	Ag001G100500
OG0002977	CARHR075410	Ag001G100420
OG0002977	CARHR198630	Ag007G614940
OG0002978	CARHR272780	Ag008G706860
OG0002978	CARHR202240	Ag007G606240
OG0002979	CARHR268740	Ag008G695530
OG0002980	CARHR079630	Ag005G484090
OG0002980	CARHR186090	Ag007G636970
OG0002981	CARHR080670, CARHR193930	Ag005G482080
OG0002982	CARHR130570	Ag002G166630
OG0002982	CARHR162640	Ag001G069910
OG0002983	CARHR130970	Ag002G168090
OG0002983	CARHR162970	Ag001G071620
OG0002984	CARHR131010	Ag002G168160
OG0002985	CARHR131670	Ag002G171220
OG0002986	CARHR201210	Ag002G130090, Ag006G560870, Ag007G608300, Ag007G608280, Ag007G608220, Ag007G608240, Ag007G608260, Ag006G560860, Ag007G614130, Ag007G608740, Ag001G073900
OG0002987	CARHR016610	Ag004G324560
OG0002988	CARHR068810	Ag003G226230
OG0002988	CARHR034620, CARHR218780, CARHR020230	Ag004G332540
OG0002989	CARHR004020, CARHR004010, CARHR181900	Ag006G542910
OG0002990	CARHR026010	Ag004G352120
OG0002991	CARHR232920, CARHR232930	Ag005G480480, Ag007G585700, Ag007G585690
OG0002992	CARHR011790	Ag008G665780, Ag004G313990
OG0002993	CARHR040170, CARHR189180	Ag004G310440, Ag001G085180, Ag008G694130
OG0002994	CARHR055250	Ag001G065550
OG0002995	CARHR227350	Ag006G562000
OG0002995	CARHR002580	Ag004G300630
OG0002996	CARHR186960	Ag007G634660
OG0002997	CARHR185380	Ag007G641410
OG0002997	CARHR185360	Ag007G642010
OG0002998	CARHR206240	Ag006G505790
OG0002998	CARHR086750	Ag005G471580
OG0002999	CARHR207810	Ag003G268710, Ag003G266560, Ag003G265740, Ag006G500550
OG0002999	CARHR211680	Ag006G500580
OG0003000	CARHR274970, CARHR099960	Ag005G440630, Ag008G725470
OG0003001	CARHR205970	Ag006G506720
OG0003003	CARHR017950	Ag004G327160
OG0003003	CARHR065320	Ag003G239770
OG0003004	CARHR043670	Ag001G006180
OG0003004	CARHR089770	Ag005G465040
OG0003005	CARHR290410	Ag001G030580, Ag001G031740
OG0003005	CARHR091880	Ag005G460270
OG0003006	CARHR222520	Ag001G029370
OG0003006	CARHR092220	Ag005G459350
OG0003007	CARHR222650	Ag001G028470
OG0003007	CARHR092230	Ag005G459340
OG0003008	CARHR038730	Ag001G024320
OG0003008	CARHR093630	Ag005G455330
OG0003009	CARHR095020	Ag005G449090
OG0003009	CARHR039950	Ag001G017470
OG0003010	CARHR041150	Ag001G011830
OG0003011	CARHR099470, CARHR099460, CARHR099450, CARHR099480	Ag005G433690, Ag005G434460, Ag001G074940
OG0003012	CARHR100380	Ag005G429950, Ag005G430890
OG0003013	CARHR107030	Ag005G417430
OG0003013	CARHR243330	Ag003G283310
OG0003014	CARHR108470	Ag005G413520, Ag005G413080
OG0003015	CARHR110170	Ag005G405360
OG0003015	CARHR237250	Ag003G258060
OG0003016	CARHR103680, CARHR041840	Ag001G010600
OG0003016	CARHR097140	Ag005G442190, Ag005G443510
OG0003018	CARHR165200	Ag001G077380
OG0003018	CARHR134250	Ag002G181130
OG0003019	CARHR089960	Ag005G464600
OG0003020	CARHR139200	Ag002G198600
OG0003020	CARHR170220	Ag001G091660
OG0003022	CARHR263470, CARHR134660	Ag001G093290
OG0003023	CARHR092420, CARHR092410	Ag005G459070
OG0003024	CARHR036650, CARHR036660, CARHR036640	Ag007G584270
OG0003025	CARHR233150	Ag007G585500
OG0003033	CARHR236560	Ag003G255320
OG0003033	CARHR110720	Ag005G402950
OG0003036	CARHR242570	Ag003G281000
OG0003037	CARHR004760	Ag003G282900, Ag003G282890
OG0003038	CARHR129870	Ag002G164270
OG0003039	CARHR010570	Ag004G311880
OG0003039	CARHR053270	Ag004G369880
OG0003040	CARHR053090, CARHR053080	Ag004G370170
OG0003041	CARHR010870	Ag004G312430
OG0003042	CARHR261760	Ag007G651630
OG0003043	CARHR056940, CARHR056960	Ag004G364030
OG0003044	CARHR012580	Ag004G315540
OG0003044	CARHR049100	Ag004G380840
OG0003045	CARHR086470, CARHR086460	Ag005G472060
OG0003046	CARHR266550	Ag008G686220
OG0003047	CARHR203950	Ag008G731040
OG0003048	CARHR278210	Ag008G729850
OG0003049	CARHR174270	Ag002G121310, Ag002G114990
OG0003050	CARHR254110	Ag002G144670, Ag002G144140
OG0003050	CARHR229710	Ag006G551310
OG0003051	CARHR230050	Ag006G550320
OG0003051	CARHR254500	Ag002G143240
OG0003052	CARHR033880	Ag006G535940, Ag006G535870
OG0003053	CARHR124550	Ag006G533520
OG0003054	CARHR037070	Ag007G585050
OG0003054	CARHR181610	Ag002G157100, Ag002G154640
OG0003055	CARHR027730	Ag007G583520
OG0003056	CARHR127890	Ag002G159220
OG0003056	CARHR027780	Ag007G583380
OG0003058	CARHR245350	Ag003G289720
OG0003059	CARHR129250	Ag002G162380
OG0003060	CARHR252620	Ag002G138020, Ag002G134490
OG0003061	CARHR173920	Ag002G123250
OG0003061	CARHR223950	Ag006G577720
OG0003063	CARHR101010	Ag005G428570
OG0003064	CARHR099290	Ag005G435160, Ag008G703250, Ag003G219920
OG0003065	CARHR097840	Ag005G440330
OG0003066	CARHR047070	Ag004G389920, Ag004G394910, Ag001G098400, Ag001G098410
OG0003067	CARHR171190	Ag001G093620
OG0003068	CARHR138970	Ag002G198150
OG0003069	CARHR136540	Ag002G190780
OG0003070	CARHR191970	Ag008G717000
OG0003071	CARHR150750	Ag008G712640
OG0003072	CARHR289230, CARHR273950, CARHR273930, CARHR273940	Ag008G711520
OG0003073	CARHR080260	Ag005G482850
OG0003073	CARHR186760	Ag007G635010
OG0003074	CARHR158830	Ag001G058300
OG0003075	CARHR279930	Ag008G733750
OG0003075	CARHR158880	Ag001G058630
OG0003076	CARHR280790	Ag008G734830
OG0003076	CARHR160000	Ag001G061260
OG0003077	CARHR244400	Ag003G287720
OG0003078	CARHR281600	Ag001G099320
OG0003078	CARHR160840	Ag001G067460
OG0003079	CARHR248810	Ag006G516940
OG0003079	CARHR000570	Ag004G297780
OG0003080	CARHR125270	Ag007G590890
OG0003080	CARHR005360	Ag004G304840
OG0003083	CARHR007020	Ag004G306780
OG0003084	CARHR120390	Ag007G596700
OG0003085	CARHR119810	Ag007G597140
OG0003085	CARHR119790, CARHR119800	Ag001G004860
OG0003086	CARHR199500	Ag007G613010
OG0003087	CARHR077270	Ag005G487910
OG0003088	CARHR098460	Ag005G437830
OG0003089	CARHR080160, CARHR186560	Ag005G483030
OG0003090	CARHR080750	Ag005G481960, Ag005G481950
OG0003091	CARHR161400	Ag001G066190
OG0003093	CARHR074210	Ag003G208330
OG0003094	CARHR017580	Ag004G326190
OG0003095	CARHR257920, CARHR257910	Ag004G326870
OG0003096	CARHR023280	Ag004G340900, Ag004G340920
OG0003097	CARHR024650	Ag003G243450
OG0003097	CARHR063090	Ag004G346650
OG0003098	CARHR015360	Ag004G321670, Ag004G321610, Ag004G321690, Ag004G321650
OG0003099	CARHR285970, CARHR288020, CARHR159870, CARHR159860, CARHR036770	Ag004G373470, Ag004G372050, Ag004G371860, Ag006G503740
OG0003100	CARHR123900	Ag007G592420
OG0003100	CARHR006560	Ag004G306010
OG0003101	CARHR198450	Ag007G616030
OG0003101	CARHR075540	Ag001G100270
OG0003102	CARHR107240, CARHR107230, CARHR260670, CARHR199610	Ag007G612550, Ag007G612610
OG0003103	CARHR275220	Ag008G725950
OG0003103	CARHR205510	Ag007G600010
OG0003104	CARHR275490	Ag008G726430
OG0003105	CARHR156620, CARHR156630	Ag001G054670, Ag001G055570
OG0003106	CARHR281440	Ag001G099500
OG0003106	CARHR160770	Ag001G067620
OG0003107	CARHR276190	Ag008G727450
OG0003107	CARHR156100	Ag001G053490
OG0003108	CARHR192010	Ag008G717060
OG0003109	CARHR066270, CARHR066280	Ag003G236850, Ag003G236840
OG0003110	CARHR073340	Ag003G210940
OG0003110	CARHR046050	Ag001G000040
OG0003111	CARHR088020, CARHR045240	Ag005G469460
OG0003112	CARHR082720	Ag005G479000
OG0003113	CARHR090920, CARHR090910	Ag005G462630
OG0003114	CARHR094660, CARHR039730, CARHR105750	Ag005G450650
OG0003116	CARHR099420	Ag013G741720
OG0003116	CARHR099430	Ag005G434510, Ag005G433730, Ag007G587760
OG0003117	CARHR218660	Ag001G045760, Ag001G043810
OG0003118	CARHR249630	Ag006G512590
OG0003119	CARHR106670	Ag005G417990, Ag007G616970, Ag005G417960
OG0003120	CARHR243010	Ag003G282570
OG0003121	CARHR088710	Ag005G467990
OG0003121	CARHR044640	Ag001G003300
OG0003122	CARHR128980	Ag002G161500
OG0003122	CARHR030140	Ag007G580270
OG0003123	CARHR132200	Ag002G171970
OG0003123	CARHR163450	Ag001G072740
OG0003124	CARHR132510	Ag005G419010, Ag002G174800
OG0003125	CARHR088530, CARHR088540	Ag002G202420, Ag005G459080, Ag005G468270
OG0003127	CARHR047840, CARHR047830	Ag004G387050
OG0003128	CARHR053510, CARHR284080, CARHR284040, CARHR035560	Ag006G575730
OG0003139	CARHR236910	Ag003G256930
OG0003139	CARHR237270	Ag003G258180
OG0003141	CARHR242400	Ag003G281520
OG0003142	CARHR243600	Ag003G285300
OG0003143	CARHR222880	Ag001G101960
OG0003144	CARHR011070	Ag004G312750
OG0003144	CARHR052310	Ag004G372510
OG0003145	CARHR011090	Ag004G312770
OG0003145	CARHR051880	Ag004G373310
OG0003146	CARHR144880	Ag008G659560, Ag008G658880
OG0003147	CARHR213380	Ag007G655500
OG0003147	CARHR148210	Ag008G668340
OG0003148	CARHR148540	Ag007G654570
OG0003150	CARHR152340	Ag008G675040
OG0003151	CARHR056830	Ag004G363870
OG0003152	CARHR046750	Ag004G397230
OG0003152	CARHR212890	Ag007G656760
OG0003153	CARHR046740	Ag004G397220
OG0003154	CARHR213070	Ag007G655850
OG0003154	CARHR047870	Ag004G386970
OG0003155	CARHR208320	Ag006G499290
OG0003157	CARHR268620	Ag008G695170
OG0003157	CARHR234340	Ag003G250660
OG0003158	CARHR203150	Ag007G603600, Ag007G604230, Ag007G604250
OG0003159	CARHR227210	Ag006G561290
OG0003160	CARHR181430	Ag002G157540
OG0003160	CARHR134160	Ag007G584740
OG0003161	CARHR056820, CARHR246440	Ag003G292610
OG0003163	CARHR252810	Ag002G138910
OG0003163	CARHR228690	Ag006G567730
OG0003164	CARHR218930	Ag001G038990
OG0003164	CARHR100460	Ag005G430300
OG0003165	CARHR072440, CARHR072430	Ag006G563100, Ag003G212530
OG0003166	CARHR171760	Ag001G094640
OG0003167	CARHR140700	Ag002G201790, Ag002G201780
OG0003168	CARHR083280	Ag005G478320, Ag005G478290, Ag005G478300
OG0003169	CARHR084000	Ag005G476870
OG0003169	CARHR210650	Ag006G493790
OG0003170	CARHR280090	Ag008G734040
OG0003171	CARHR250220	Ag006G514530, Ag006G514540
OG0003172	CARHR250150, CARHR250120	Ag006G514210
OG0003173	CARHR251240, CARHR251230, CARHR251220	Ag007G599520
OG0003174	CARHR251770	Ag007G598920
OG0003174	CARHR002880	Ag004G301120
OG0003175	CARHR004250	Ag004G303060
OG0003175	CARHR126680	Ag007G588920
OG0003176	CARHR126810	Ag007G588750, Ag007G588740
OG0003177	CARHR122720	Ag007G594030
OG0003178	CARHR075030	Ag001G100890
OG0003178	CARHR199220	Ag007G613310
OG0003179	CARHR074940	Ag001G101000
OG0003179	CARHR199300	Ag007G613240
OG0003180	CARHR185290	Ag007G641480
OG0003180	CARHR078920	Ag005G485170
OG0003182	CARHR211890	Ag006G491500
