Orthogroup	Cardamine_hirsuta	Capsella_rubella
OG0002354	CARHR030910	XP_023644986.1
OG0002354	CARHR129840	XP_006295782.1
OG0002355	CARHR056040	XP_006301375.2
OG0002355	CARHR079600	XP_006298247.1
OG0002356	CARHR009680	XP_023644575.1
OG0002356	CARHR053790	XP_006300610.1
OG0002357	CARHR168240	XP_023638823.1
OG0002357	CARHR010630	XP_006303798.1
OG0002358	CARHR144540	XP_006291627.1
OG0002358	CARHR015190	XP_006305511.1
OG0002359	CARHR015020	XP_006305437.1
OG0002359	CARHR144870	XP_006291569.1
OG0002360	CARHR144970	XP_023637918.1, XP_023637920.1, XP_023643642.1
OG0002360	CARHR215290	XP_023644296.1
OG0002361	CARHR213790	XP_006285216.1
OG0002361	CARHR148650	XP_023639200.1
OG0002362	CARHR149050	XP_006292089.1
OG0002362	CARHR261560	XP_006284784.1
OG0002363	CARHR149630	XP_006291381.1
OG0002363	CARHR261790	XP_006285102.1
OG0002364	CARHR057660	XP_023643974.1
OG0002365	CARHR056580	XP_023643991.1
OG0002365	CARHR216660	XP_006286125.2
OG0002366	CARHR012930	XP_006307436.1
OG0002366	CARHR048570	XP_023644000.1
OG0002367	CARHR270170	XP_006281368.1
OG0002367	CARHR233900	XP_006284923.1
OG0002368	CARHR136170	XP_006294217.1
OG0002368	CARHR167010	XP_006290978.1
OG0002369	CARHR135690	XP_006293430.1
OG0002369	CARHR135710	XP_023640100.1
OG0002370	CARHR211260	XP_006287725.1
OG0002370	CARHR083660	XP_006299099.1
OG0002371	CARHR084410	XP_006296668.1, XP_006298519.1
OG0002371	CARHR209830	XP_006288638.1
OG0002372	CARHR085560	XP_006297355.1
OG0002372	CARHR207900	XP_006287467.1
OG0002373	CARHR206410	XP_006286555.1
OG0002373	CARHR086690	XP_006298416.1
OG0002374	CARHR232020	XP_006282635.1
OG0002374	CARHR258640	XP_006281747.2
OG0002375	CARHR230690	XP_006285142.1
OG0002375	CARHR264070	XP_006282077.1
OG0002376	CARHR232950	XP_006284598.1
OG0002376	CARHR265120	XP_023638141.1
OG0002377	CARHR235120	XP_006283860.1
OG0002377	CARHR267410	XP_006280542.2
OG0002378	CARHR234750	XP_006283763.1
OG0002378	CARHR268110	XP_023635301.1
OG0002379	CARHR233630	XP_006283962.1
OG0002379	CARHR270690	XP_006280644.1
OG0002380	CARHR278850	XP_006279584.1
OG0002380	CARHR203400	XP_006289301.1
OG0002381	CARHR277530	XP_006280694.1
OG0002382	CARHR205350	XP_006289223.2
OG0002382	CARHR275000	XP_006281918.1
OG0002383	CARHR176000	XP_023641712.1
OG0002383	CARHR225320	XP_006283787.1
OG0002384	CARHR178550	XP_023642094.1
OG0002385	CARHR252120	XP_006288711.1
OG0002385	CARHR227670	XP_006284556.1
OG0002386	CARHR253640	XP_006289270.1
OG0002386	CARHR229350	XP_006286053.1
OG0002387	CARHR245610	XP_006282466.1
OG0002387	CARHR292970	XP_006295124.1
OG0002388	CARHR245850	XP_006284499.1
OG0002388	CARHR114380	XP_023639471.1
OG0002389	CARHR294000	XP_023634483.1
OG0002389	CARHR129590	XP_006295657.2
OG0002390	CARHR230030, CARHR129480	XP_006293770.1
OG0002390	CARHR031980	XP_006306894.1
OG0002391	CARHR256320	XP_006289285.1
OG0002392	CARHR227680	XP_006285730.1
OG0002392	CARHR252160	XP_006286947.1
OG0002393	CARHR101290	XP_023642577.1, XP_006299914.1
OG0002394	CARHR218890	XP_006285723.1
OG0002394	CARHR100550	XP_006297795.1
OG0002395	CARHR100390	XP_006298303.1
OG0002396	CARHR099280	XP_006297323.1
OG0002396	CARHR220560	XP_006285190.1
OG0002397	CARHR261360	XP_023635140.1
OG0002397	CARHR148770	XP_006291756.1
OG0002398	CARHR143540	XP_006295107.1
OG0002398	CARHR173380	XP_006291928.1
OG0002400	CARHR141700	XP_006294460.1
OG0002400	CARHR172010	XP_023637993.1
OG0002401	CARHR141080	XP_006294022.1
OG0002401	CARHR171540	XP_006290970.1
OG0002402	CARHR140720	XP_006296060.1
OG0002402	CARHR171310	XP_023637971.1
OG0002403	CARHR066760	XP_006302353.1
OG0002403	CARHR018630	XP_006305996.1
OG0002404	CARHR138570	XP_006295400.2
OG0002404	CARHR189520	XP_006289814.2
OG0002406	CARHR192300	XP_006289263.1
OG0002406	CARHR153750	XP_006291731.1
OG0002407	CARHR192060	XP_006289919.1
OG0002407	CARHR152530	XP_006292946.1
OG0002408	CARHR150700	XP_006291252.1
OG0002408	CARHR274210	XP_006279632.1
OG0002409	CARHR278930	XP_006281339.1
OG0002409	CARHR278900	XP_006281346.1
OG0002410	CARHR158940	XP_006291568.1
OG0002410	CARHR280010	XP_006280882.1
OG0002411	CARHR065750	XP_006300533.1
OG0002412	CARHR000580	XP_023645094.1
OG0002412	CARHR248880	XP_023636710.1
OG0002413	CARHR000750	XP_006303436.2
OG0002414	CARHR002740	XP_006306728.2
OG0002414	CARHR251390	XP_023637699.1
OG0002416	CARHR180130	XP_006281162.2
OG0002416	CARHR003660	XP_006304220.2
OG0002417	CARHR126790	XP_006294535.1
OG0002417	CARHR004330	XP_006304033.1
OG0002418	CARHR125700	XP_023640755.1
OG0002418	CARHR005040	XP_023632904.1
OG0002419	CARHR006460	XP_006307649.1
OG0002419	CARHR124050	XP_006293473.1
OG0002420	CARHR120670	XP_006295329.1
OG0002420	CARHR120680	XP_006295341.1
OG0002421	CARHR120220	XP_006294248.1
OG0002422	CARHR268150	XP_006280413.1
OG0002422	CARHR234720	XP_006282591.1
OG0002423	CARHR076130	XP_006299057.2
OG0002423	CARHR197740	XP_006289078.1
OG0002424	CARHR197450	XP_006287827.1
OG0002424	CARHR076380	XP_006297801.1
OG0002425	CARHR076430	XP_023642471.1
OG0002425	CARHR197380	XP_023635879.1
OG0002426	CARHR197270	XP_006286629.1
OG0002427	CARHR077140	XP_006298622.1
OG0002427	CARHR196120	XP_006288719.1
OG0002428	CARHR078030	XP_006300064.1
OG0002428	CARHR194890	XP_006287858.1
OG0002429	CARHR006840	XP_006305942.1
OG0002430	CARHR082940	XP_006298104.1
OG0002430	CARHR082930	XP_006299302.2
OG0002431	CARHR165300	XP_006290501.1
OG0002431	CARHR134350	XP_006296203.1
OG0002432	CARHR134260	XP_006294629.1
OG0002432	CARHR134270	XP_006294630.1
OG0002433	CARHR016380	XP_023645173.1
OG0002434	CARHR017160	XP_006305581.1
OG0002435	CARHR066670	XP_006302686.1
OG0002435	CARHR018800	XP_023643311.1
OG0002436	CARHR022130	XP_006306696.1
OG0002436	CARHR071020	XP_006300721.1
OG0002437	CARHR022520	XP_006305204.1
OG0002437	CARHR071500	XP_006301178.1
OG0002438	CARHR022650	XP_023645701.1
OG0002438	CARHR071660	XP_006301777.2
OG0002439	CARHR065020	XP_023643888.1
OG0002439	CARHR022880	XP_006304330.1
OG0002440	CARHR291400	XP_006290579.1
OG0002441	CARHR023410	XP_023632585.1
OG0002442	CARHR063610	XP_006302598.1
OG0002442	CARHR023980	XP_006305404.1
OG0002443	CARHR025270	XP_023633066.1
OG0002443	CARHR062390	XP_006302617.2
OG0002444	CARHR061520	XP_006300592.1
OG0002444	CARHR025770	XP_023644397.1
OG0002445	CARHR264980	XP_023639046.1
OG0002446	CARHR235410	XP_006282639.1
OG0002446	CARHR266680	XP_006280570.1
OG0002447	CARHR115580	XP_006294632.1
OG0002448	CARHR160090	XP_023638939.1
OG0002448	CARHR035870	XP_006305241.1
OG0002449	CARHR013260	XP_006307561.1
OG0002449	CARHR147640	XP_006291168.1
OG0002450	CARHR007940	XP_006303909.1
OG0002451	CARHR007820	XP_023645017.1
OG0002451	CARHR121230	XP_023639700.1
OG0002452	CARHR007070	XP_006307299.2
OG0002453	CARHR250990	XP_006288281.1
OG0002453	CARHR002420	XP_006303615.1
OG0002454	CARHR002410	XP_006306566.1
OG0002454	CARHR250960	XP_023635852.1
OG0002455	CARHR196130	XP_006287588.2
OG0002456	CARHR195070	XP_006289033.2
OG0002456	CARHR194980	XP_006290043.1
OG0002457	CARHR193650	XP_006286775.1
OG0002458	CARHR164700, CARHR164710	XP_006301950.1, XP_006301420.1, XP_006300759.1
OG0002459	CARHR284290	XP_006290494.1, XP_023638193.1
OG0002460	CARHR206020	XP_023636232.1
OG0002461	CARHR160940, CARHR160920	XP_023639276.1
OG0002461	CARHR160930	XP_006292832.1
OG0002462	CARHR070060	XP_006302262.1
OG0002462	CARHR021340	XP_006307673.1
OG0002463	CARHR069850	XP_006302989.1
OG0002463	CARHR021050	XP_006303189.1
OG0002464	CARHR067620	XP_006303095.2
OG0002465	CARHR015910	XP_006305709.1
OG0002465	CARHR074320	XP_006302910.1
OG0002466	CARHR088810	XP_006297916.1
OG0002466	CARHR044530	XP_006305244.1
OG0002467	CARHR089220	XP_006303321.1, XP_006298446.1
OG0002468	CARHR043390	XP_006304781.1
OG0002468	CARHR090210	XP_006300132.1
OG0002469	CARHR290750	XP_006285178.1
OG0002469	CARHR092130	XP_006297161.1
OG0002470	CARHR092760	XP_006296726.1
OG0002470	CARHR037870	XP_023645180.1
OG0002471	CARHR092980	XP_006297072.1
OG0002471	CARHR037980	XP_006306886.1
OG0002472	CARHR093110	XP_006297281.1
OG0002472	CARHR038050	XP_023645617.1
OG0002473	CARHR093300	XP_006299051.1
OG0002473	CARHR038190	XP_006304555.1
OG0002474	CARHR221410	XP_006286098.1
OG0002474	CARHR098420	XP_006299138.1
OG0002475	CARHR220720	XP_006283754.1
OG0002475	CARHR098990	XP_006297728.1
OG0002477	CARHR110980	XP_006299369.1
OG0002477	CARHR236340	XP_006285683.1
OG0002478	CARHR043460	XP_006305270.1
OG0002479	CARHR128820, CARHR059410	XP_006294793.2
OG0002480	CARHR135890	XP_006293425.1
OG0002481	CARHR151270	XP_023638651.1, XP_023638650.1, XP_023638649.1
OG0002482	CARHR174230	XP_023634834.1
OG0002483	CARHR045300	XP_023645943.1
OG0002485	CARHR187010	XP_006286428.1
OG0002489	CARHR265060	XP_023645377.1
OG0002489	CARHR265070	XP_006281592.2
OG0002490	CARHR094100, CARHR094110, CARHR036030	XP_006297828.1
OG0002490	CARHR139790	XP_006293381.1
OG0002494	CARHR111530	XP_006298476.1
OG0002494	CARHR235900	XP_006284459.1
OG0002495	CARHR236580	XP_006282937.2
OG0002495	CARHR236600	XP_006285560.2
OG0002496	CARHR247410	XP_006283632.1
OG0002497	CARHR239370	XP_023633633.1
OG0002498	CARHR239470	XP_006283245.1
OG0002498	CARHR117300	XP_006293788.1
OG0002499	CARHR191280	XP_006288939.1
OG0002499	CARHR104590	XP_006292087.1
OG0002500	CARHR060470, CARHR242600	XP_006283371.1
OG0002500	CARHR105680	XP_023642669.1, XP_006297918.2
OG0002501	CARHR031240	XP_006303503.1
OG0002502	CARHR032020	XP_006303341.1
OG0002502	CARHR129390	XP_006294783.2
OG0002503	CARHR008790	XP_006305729.2
OG0002504	CARHR054290	XP_006302308.1
OG0002504	CARHR009860	XP_006307622.1
OG0002505	CARHR010480	XP_006305234.1
OG0002505	CARHR053430	XP_006301117.1
OG0002506	CARHR052740	XP_023643253.1
OG0002506	CARHR010730	XP_006306032.1
OG0002507	CARHR145070	XP_006292145.1
OG0002508	CARHR014380	XP_006304202.1
OG0002509	CARHR145880	XP_006291242.1
OG0002509	CARHR145940	XP_023637929.1
OG0002510	CARHR013250, CARHR013230	XP_006304985.2
OG0002511	CARHR152080	XP_006292420.2, XP_023638983.1, XP_006292345.1
OG0002512	CARHR170360	XP_006291028.1
OG0002512	CARHR045330	XP_023645421.1
OG0002513	CARHR085290	XP_006299080.1
OG0002513	CARHR208300	XP_006289946.1
OG0002514	CARHR085680	XP_006298354.1
OG0002514	CARHR207710	XP_006288549.1
OG0002515	CARHR086180	XP_006298334.1
OG0002516	CARHR233130	XP_006284384.1, XP_006284399.1
OG0002517	CARHR235450	XP_006285678.1
OG0002517	CARHR266650	XP_006281882.1
OG0002518	CARHR234250	XP_006283675.1
OG0002519	CARHR234230	XP_023633666.1
OG0002520	CARHR269340	XP_006280769.1
OG0002520	CARHR234160	XP_006284075.1
OG0002521	CARHR201110, CARHR201100	XP_006288830.1
OG0002522	CARHR278350	XP_006281280.1
OG0002523	CARHR224020	XP_023634753.1
OG0002523	CARHR173960	XP_006281545.1
OG0002524	CARHR254180	XP_006289235.1
OG0002524	CARHR229840	XP_006284928.1
OG0002525	CARHR260250	XP_006288460.1
OG0002525	CARHR034220	XP_006303282.1
OG0002526	CARHR030010	XP_006307281.1
OG0002526	CARHR232620	XP_006282892.1
OG0002527	CARHR129110	XP_006295863.1
OG0002527	CARHR030390	XP_023632915.1
OG0002528	CARHR108410	XP_006296808.1
OG0002528	CARHR244480	XP_023633779.1
OG0002529	CARHR245570	XP_006285868.1
OG0002529	CARHR293030	XP_023640792.1
OG0002530	CARHR292810	XP_006293612.1
OG0002530	CARHR246020	XP_006283060.1
OG0002531	CARHR113570	XP_006294196.2
OG0002531	CARHR246720	XP_006283648.2
OG0002532	CARHR112810	XP_023640591.1
OG0002533	CARHR154330	XP_006291686.1, XP_006290296.1, XP_006292201.1, XP_006284347.1
OG0002534	CARHR260150	XP_006288100.1, XP_023636081.1, XP_006289273.1
OG0002534	CARHR260160	XP_006288029.1
OG0002535	CARHR254510	XP_006286984.1
OG0002535	CARHR230060	XP_006285736.1
OG0002536	CARHR229320	XP_023633815.1
OG0002536	CARHR253580	XP_006286551.1
OG0002537	CARHR253440	XP_006288592.2
OG0002537	CARHR004420	XP_006304089.2
OG0002538	CARHR220050	XP_006283466.2
OG0002538	CARHR220040	XP_006282802.1
OG0002539	CARHR220650	XP_006284445.1
OG0002539	CARHR220640	XP_006284990.2
OG0002541	CARHR173370	XP_006293036.1
OG0002542	CARHR141450	XP_006294850.1
OG0002542	CARHR171880	XP_006291739.1
OG0002543	CARHR141030	XP_006294289.2
OG0002543	CARHR171490	XP_006279087.1
OG0002544	CARHR139030	XP_006294119.1
OG0002544	CARHR170170	XP_006293122.1
OG0002545	CARHR136730	XP_006294092.1
OG0002545	CARHR167570	XP_006291001.1
OG0002546	CARHR025870	XP_006288910.1, XP_006295417.2, XP_006288884.2
OG0002548	CARHR133140	XP_023640192.1
OG0002548	CARHR209750	XP_006287550.1
OG0002549	CARHR134980	XP_006304221.2, XP_023640101.1
OG0002551	CARHR155190	XP_023638812.1
OG0002552	CARHR157410	XP_006292149.1
OG0002552	CARHR277350	XP_006279720.1
OG0002553	CARHR280570	XP_006282279.1
OG0002553	CARHR159780	XP_006292547.1
OG0002555	CARHR249480	XP_006286750.1
OG0002555	CARHR001310	XP_006305651.1
OG0002556	CARHR250170	XP_023636200.1
OG0002556	CARHR001490	XP_006304913.1
OG0002557	CARHR005460	XP_006304736.2
OG0002557	CARHR125100	XP_023640657.1
OG0002558	CARHR229800, CARHR234640	XP_023639913.1
OG0002558	CARHR234630, CARHR233850	XP_006282527.1
OG0002559	CARHR075420	XP_006298938.1
OG0002559	CARHR198620	XP_006286790.1
OG0002560	CARHR197990	XP_023636801.1
OG0002560	CARHR075920	XP_023641774.1
OG0002561	CARHR196540	XP_023636644.1
OG0002561	CARHR076930	XP_006298763.1
OG0002562	CARHR184980	XP_023636557.1
OG0002562	CARHR079210	XP_006297660.1
OG0002563	CARHR079300	XP_023645247.1, XP_023641235.1
OG0002564	CARHR080840	XP_023642232.1, XP_023636586.1
OG0002565	CARHR162340	XP_023638742.1
OG0002565	CARHR130300	XP_023639789.1
OG0002566	CARHR132140	XP_006294412.1
OG0002567	CARHR016790	XP_006305518.1
OG0002567	CARHR073170	XP_006302523.2
OG0002568	CARHR068730	XP_006302011.1
OG0002568	CARHR020170	XP_006304805.1
OG0002569	CARHR020810	XP_006303780.1
OG0002571	CARHR070090	XP_006301092.1
OG0002571	CARHR021400	XP_006305403.1
OG0002572	CARHR021970	XP_006306914.1
OG0002573	CARHR063230	XP_006300398.1
OG0002573	CARHR024530	XP_006306819.1
OG0002574	CARHR025760	XP_006306859.1
OG0002574	CARHR061500	XP_023644357.1
OG0002575	CARHR015110	XP_006303567.1
OG0002577	CARHR007180	XP_006305532.1
OG0002578	CARHR005980	XP_006304671.1
OG0002579	CARHR005610	XP_006305459.1
OG0002580	CARHR125760	XP_006296096.1
OG0002580	CARHR004990	XP_006305825.1
OG0002581	CARHR001400, CARHR001410, CARHR001390	XP_023632698.1, XP_023633244.1
OG0002582	CARHR103760, CARHR135360	XP_006295943.1
OG0002583	CARHR158570	XP_023638017.1
OG0002583	CARHR188810	XP_006286543.1
OG0002584	CARHR155850	XP_006291754.1
OG0002584	CARHR272730	XP_006280998.1
OG0002585	CARHR154760	XP_023638595.1
OG0002585	CARHR273270	XP_006280010.1
OG0002586	CARHR061350	XP_006300600.1
OG0002587	CARHR020270	XP_023644884.1
OG0002587	CARHR068870	XP_023644116.1
OG0002588	CARHR067570	XP_006300702.1
OG0002589	CARHR065670	XP_006302862.1
OG0002590	CARHR088960	XP_023641521.1
OG0002590	CARHR044410	XP_006304003.1
OG0002591	CARHR088180	XP_006297754.1
OG0002591	CARHR045020	XP_006307614.1
OG0002592	CARHR044480	XP_023645977.1
OG0002592	CARHR088880	XP_006297073.1
OG0002593	CARHR043140	XP_006305707.1
OG0002594	CARHR042870	XP_006305259.1
OG0002594	CARHR090700	XP_006298067.1
OG0002595	CARHR091260	XP_006298562.1
OG0002595	CARHR042390	XP_006305619.1
OG0002596	CARHR091900	XP_006297556.1
OG0002596	CARHR290440	XP_006283650.1
OG0002597	CARHR092510	XP_023641588.1
OG0002597	CARHR037670	XP_006307285.1
OG0002598	CARHR093200	XP_006296838.1
OG0002599	CARHR097700	XP_006297534.1
OG0002600	CARHR076370	XP_006299517.2
OG0002601	CARHR115720	XP_006296292.1
OG0002601	CARHR240420	XP_006285898.1
OG0002602	CARHR045700	XP_006305042.1
OG0002602	CARHR087630	XP_006297836.1
OG0002603	CARHR096860	XP_006299073.1
OG0002603	CARHR041540	XP_006304135.2
OG0002604	CARHR039270, CARHR039280	XP_006304698.1
OG0002605	CARHR166570	XP_006292213.1
OG0002605	CARHR135920	XP_006295984.1
OG0002606	CARHR168260	XP_006291905.1
OG0002607	CARHR170440	XP_023639016.1
OG0002608	CARHR156370	XP_006299396.2
OG0002608	CARHR100120, CARHR252650, CARHR100110	XP_006300171.1
OG0002609	CARHR172720	XP_006292706.1
OG0002610	CARHR224580	XP_006285483.1, XP_006281834.2, XP_006301900.1
OG0002610	CARHR175590	XP_006279755.2
OG0002611	CARHR181290	XP_006295369.1, XP_006295810.1
OG0002611	CARHR133590	XP_023639590.1
OG0002612	CARHR240300	XP_023635245.1
OG0002612	CARHR240290	XP_023633737.1
OG0002614	CARHR013140	XP_006306355.1
OG0002614	CARHR147890	XP_006290819.1
OG0002617	CARHR036080	XP_006301246.1, XP_023643320.1, XP_023643312.1, XP_023643314.1
OG0002618	CARHR277660	XP_006281776.1
OG0002618	CARHR277670	XP_006282353.1, XP_006280264.2
OG0002619	CARHR133680, CARHR254720, CARHR111720, CARHR108800, CARHR287880, CARHR108810, CARHR128760	XP_006283692.2, XP_006284049.2
OG0002622	CARHR110760	XP_006298744.1
OG0002622	CARHR236540	XP_006284717.1
OG0002623	CARHR117810	XP_023639345.1
OG0002623	CARHR238920	XP_006284641.1
OG0002624	CARHR240790	XP_006282817.1
OG0002626	CARHR106450	XP_006296595.1
OG0002626	CARHR242290	XP_023635298.1
OG0002627	CARHR242830	XP_023634382.1
OG0002627	CARHR106610	XP_006297321.2
OG0002628	CARHR106960	XP_006298235.1, XP_006300187.1
OG0002628	CARHR243280	XP_006284251.1
OG0002629	CARHR129230	XP_006293707.1
OG0002629	CARHR030600	XP_006303907.1
OG0002630	CARHR129730, CARHR031400	XP_006304101.1
OG0002631	CARHR129930	XP_006293812.1
OG0002631	CARHR223330	XP_006283277.1
OG0002632	CARHR055140	XP_006302747.1
OG0002632	CARHR009220	XP_006304105.2
OG0002633	CARHR009620	XP_006304324.1
OG0002634	CARHR283920	XP_006300402.1
OG0002634	CARHR010190	XP_006303157.1
OG0002635	CARHR011740, CARHR255430	XP_006303487.1, XP_006292280.1
OG0002636	CARHR015250	XP_006305074.2
OG0002636	CARHR144410	XP_006291465.1
OG0002637	CARHR014390	XP_023645392.1
OG0002637	CARHR145600	XP_006291038.2
OG0002638	CARHR013620	XP_023645752.1
OG0002639	CARHR148100	XP_023638058.1
OG0002639	CARHR210530	XP_006287938.1
OG0002640	CARHR151830	XP_006292616.1
OG0002640	CARHR151780	XP_023638816.1
OG0002641	CARHR262820	XP_006286094.1
OG0002641	CARHR152300	XP_006291813.1
OG0002642	CARHR059720	XP_006300569.1
OG0002642	CARHR214090	XP_023635361.1
OG0002643	CARHR215040	XP_006285942.1
OG0002643	CARHR058370	XP_006301789.1
OG0002644	CARHR056460	XP_006300649.1
OG0002645	CARHR270980	XP_023636701.1
OG0002645	CARHR233480	XP_006285267.1
OG0002646	CARHR209170	XP_006288158.2
OG0002646	CARHR084730	XP_006298018.1
OG0002647	CARHR231990	XP_006284194.2
OG0002647	CARHR259070	XP_006281009.1
OG0002648	CARHR266230	XP_006279661.2
OG0002649	CARHR266830, CARHR201820	XP_006290247.2
OG0002650	CARHR267630	XP_006281659.1
OG0002650	CARHR235070	XP_023634887.1
OG0002651	CARHR267940	XP_006280315.2
OG0002651	CARHR234880	XP_006283760.1
OG0002652	CARHR271160	XP_006280197.1
OG0002653	CARHR202360	XP_006289942.1
OG0002653	CARHR188380	XP_006289304.1
OG0002654	CARHR279590	XP_006281511.1
OG0002654	CARHR202750	XP_006286650.1
OG0002655	CARHR203230	XP_023636208.1
OG0002655	CARHR279100	XP_023633545.1
OG0002656	CARHR278580	XP_006280467.1
OG0002657	CARHR224820	XP_006283011.1
OG0002658	CARHR227470	XP_023635574.1
OG0002658	CARHR227480	XP_023634737.1
OG0002659	CARHR229190	XP_006283746.1
OG0002660	CARHR253770	XP_023636766.1
OG0002660	CARHR229480	XP_006283937.1
OG0002661	CARHR230790	XP_006282557.1
OG0002661	CARHR255190	XP_006287026.1
OG0002662	CARHR034460	XP_006307331.1
OG0002662	CARHR260440	XP_006287576.1
OG0002663	CARHR127540	XP_006294161.1
OG0002663	CARHR027580	XP_006304410.1
OG0002664	CARHR244040	XP_006285996.1, XP_023635368.1
OG0002665	CARHR244500	XP_006284144.1
OG0002665	CARHR108480	XP_023642343.1
OG0002666	CARHR244820	XP_006284773.1
OG0002667	CARHR244950	XP_006284148.1
OG0002667	CARHR108950	XP_006299489.1
OG0002668	CARHR245450	XP_006285520.1
OG0002669	CARHR114130	XP_006293461.1
OG0002669	CARHR246150	XP_006283522.1
OG0002670	CARHR112540	XP_006294016.1
OG0002670	CARHR247510	XP_006282507.1
OG0002671	CARHR214730	XP_006285855.2, XP_023632649.1
OG0002672	CARHR262480	XP_006286188.1
OG0002673	CARHR260110	XP_006288090.1
OG0002673	CARHR015180	XP_006304069.1
OG0002674	CARHR253680, CARHR253690	XP_006289141.1, XP_006289733.1
OG0002675	CARHR227720	XP_006284433.1
OG0002675	CARHR252180	XP_006288528.1
OG0002676	CARHR218250	XP_006283616.1
OG0002676	CARHR101720	XP_023641388.1
OG0002677	CARHR218500	XP_006285505.1
OG0002677	CARHR218520	XP_006285488.2
OG0002678	CARHR100100	XP_006285111.1, XP_023641507.1
OG0002679	CARHR220760	XP_006284476.1
OG0002680	CARHR220870	XP_006284017.1
OG0002680	CARHR098910	XP_006297914.1
OG0002681	CARHR141690	XP_006295319.1
OG0002684	CARHR136710	XP_006295564.1
OG0002685	CARHR211770	XP_023636515.1
OG0002685	CARHR083240	XP_006298135.1
OG0002686	CARHR209200	XP_023636368.1
OG0002686	CARHR197370	XP_006287959.1
OG0002687	CARHR150540	XP_023637959.1
OG0002687	CARHR274030	XP_006280697.1
OG0002688	CARHR154130	XP_006293112.1
OG0002688	CARHR273640	XP_006281907.1
OG0002689	CARHR273040, CARHR273070	XP_006280452.1
OG0002689	CARHR273060	XP_006279520.1
OG0002690	CARHR155170	XP_006291468.1
OG0002690	CARHR273030	XP_006280902.1
OG0002691	CARHR157380	XP_006290279.1
OG0002691	CARHR277320	XP_006282031.1
OG0002692	CARHR248560	XP_006286777.1
OG0002692	CARHR000650	XP_006304625.1
OG0002693	CARHR251300	XP_006287647.2
OG0002694	CARHR178920	XP_006280312.1
OG0002694	CARHR003100	XP_006307390.1
OG0002695	CARHR125310	XP_006293514.1
OG0002695	CARHR005340	XP_006305597.1
OG0002696	CARHR007610	XP_006304317.1
OG0002696	CARHR121860	XP_006295482.1
OG0002697	CARHR083030	XP_006297619.1
OG0002697	CARHR083020	XP_023642796.1
OG0002698	CARHR077320	XP_006299689.1
OG0002698	CARHR195820	XP_006289776.1
OG0002699	CARHR077380, CARHR195770	XP_006297838.1
OG0002700	CARHR194880	XP_006286695.1
OG0002700	CARHR078040	XP_006298595.1
OG0002701	CARHR081810	XP_006298579.1
OG0002701	CARHR183220	XP_006279530.1
OG0002702	CARHR166290	XP_023637936.1
OG0002702	CARHR135480	XP_006293756.1
OG0002703	CARHR029200	XP_006303337.1
OG0002704	CARHR163230	XP_023638284.1
OG0002705	CARHR164170	XP_006291202.1
OG0002705	CARHR133390	XP_006294305.1
OG0002706	CARHR073130	XP_006302166.1
OG0002706	CARHR016820	XP_006303978.1
OG0002707	CARHR018560	XP_023632947.1
OG0002708	CARHR068740	XP_006302548.1
OG0002708	CARHR020180	XP_023645038.1
OG0002709	CARHR070440	XP_006302760.1
OG0002710	CARHR023230	XP_006304593.1
OG0002710	CARHR064650	XP_006301571.1
OG0002711	CARHR063340	XP_023643739.1
OG0002711	CARHR024350	XP_006305670.1
OG0002712	CARHR061480	XP_023643189.1
OG0002712	CARHR025900	XP_006305123.1
OG0002713	CARHR061460	XP_006302773.1
OG0002714	CARHR015640	XP_006303490.1
OG0002715	CARHR144160	XP_006291855.1
OG0002715	CARHR015440	XP_006305538.2
OG0002716	CARHR010500	XP_006303279.2
OG0002716	CARHR010490	XP_006303342.1
OG0002717	CARHR196890	XP_006287411.1, XP_006287418.1
OG0002718	CARHR195870	XP_006289937.1
OG0002718	CARHR195880	XP_006286751.1
OG0002719	CARHR188750	XP_006288459.1, XP_006288447.1
OG0002720	CARHR184140, CARHR153680	XP_006290890.2
OG0002721	CARHR189010	XP_006289212.1
OG0002722	CARHR062160	XP_006301643.1
OG0002722	CARHR061860	XP_006301564.1
OG0002723	CARHR071550	XP_006302406.1
OG0002723	CARHR022560	XP_006304608.1
OG0002724	CARHR021240	XP_006305726.1
OG0002724	CARHR069960	XP_006302914.1
OG0002725	CARHR087690	XP_006299726.1
OG0002725	CARHR087680	XP_023642748.1
OG0002726	CARHR090500	XP_006298385.1
OG0002726	CARHR043160	XP_006304128.1
OG0002728	CARHR039670	XP_023632914.1
OG0002728	CARHR094570	XP_006296881.1
OG0002729	CARHR096300	XP_006296787.1
OG0002729	CARHR040890	XP_006306649.1
OG0002730	CARHR097630	XP_006297470.1
OG0002731	CARHR098330	XP_006299595.2
OG0002731	CARHR221520	XP_006284248.2
OG0002732	CARHR042190	XP_006306549.1
OG0002732	CARHR042220	XP_006304601.2, XP_006303855.1
OG0002733	CARHR039300	XP_006304348.1, XP_006306289.1
OG0002734	CARHR029290	XP_006307689.1
OG0002734	CARHR128690	XP_023639756.1
OG0002735	CARHR289330	XP_006293000.1
OG0002736	CARHR132540	XP_023639464.1
OG0002737	CARHR135900	XP_006294678.2
OG0002737	CARHR166560	XP_006291135.1
OG0002738	CARHR173750, CARHR173720	XP_006281288.1
OG0002739	CARHR159030	XP_006291229.1
OG0002739	CARHR280180	XP_006279528.1
OG0002741	CARHR061320	XP_006300539.1
OG0002741	CARHR026000	XP_023645964.1
