Orthogroup	Cardamine_hirsuta	Brassica_rapa
OG0001833	CARHR239500	XP_009138028.1, XP_009126756.1
OG0001834	CARHR016300	XP_033129228.1, XP_009148998.1
OG0001834	CARHR016290	XP_009149003.1
OG0001835	CARHR020620	XP_009149501.1, XP_009103356.2
OG0001835	CARHR020630	XP_009149502.1
OG0001836	CARHR049860	XP_009113095.1
OG0001836	CARHR049840	XP_033143589.1, XP_009112689.1, XP_009113094.1
OG0001837	CARHR208050	XP_009103079.1
OG0001838	CARHR224100	XP_033139596.1, XP_033139577.1, XP_033139588.1, XP_033139584.1
OG0001839	CARHR119510	XP_009113231.1, XP_009103635.1, XP_009108412.1, XP_009125435.1
OG0001840	CARHR176870	XP_033141162.1
OG0001844	CARHR237000	XP_009137843.1
OG0001844	CARHR110240	XP_033135889.1, XP_033135397.1
OG0001845	CARHR238320	XP_009108984.1
OG0001846	CARHR293450	XP_009121160.1
OG0001846	CARHR243580	XP_009103898.1, XP_009108618.1
OG0001847	CARHR223370	XP_009108268.1
OG0001847	CARHR223350, CARHR223390	XP_009136808.1
OG0001848	CARHR053100	XP_009113268.1
OG0001848	CARHR010610	XP_009144440.1, XP_009123061.1, XP_009148373.1
OG0001849	CARHR051210, CARHR051160	XP_009113135.1, XP_033133490.1
OG0001849	CARHR051240	XP_009113134.1
OG0001849	CARHR051140	XP_009113133.2
OG0001850	CARHR148300	XP_009129451.1
OG0001850	CARHR213480	XP_009140244.1
OG0001851	CARHR261300	XP_009125153.1
OG0001851	CARHR148700	XP_009151968.1, XP_009111569.1, XP_009129421.1
OG0001852	CARHR262680	XP_009125108.1, XP_009139909.1
OG0001852	CARHR152150	XP_009111778.1, XP_009151811.1
OG0001853	CARHR151180	XP_009112517.1
OG0001853	CARHR058820	XP_009127488.1, XP_009121205.1
OG0001854	CARHR057750	XP_018508323.2, XP_009127457.1
OG0001855	CARHR057150	XP_009127403.1, XP_009105152.1
OG0001856	CARHR012400	XP_009110677.2, XP_009118117.2
OG0001857	CARHR233620	XP_009139890.1
OG0001857	CARHR270760	XP_009126905.2, XP_009132156.1, XP_009120217.1
OG0001858	CARHR209090	XP_009122631.1, XP_033145073.1
OG0001858	CARHR084770	XP_009123014.1
OG0001859	CARHR085060	XP_009122791.2, XP_009146828.1
OG0001859	CARHR208760	XP_009122588.1
OG0001860	CARHR207660	XP_009122159.1
OG0001861	CARHR085860	XP_009146737.2, XP_009135159.1
OG0001862	CARHR206640	XP_009122266.1
OG0001862	CARHR086410	XP_009146676.1
OG0001863	CARHR232650	XP_009139031.1
OG0001863	CARHR264220	XP_009132603.1, XP_009127298.1
OG0001864	CARHR267780	XP_009132440.1
OG0001864	CARHR234910	XP_033133958.1
OG0001865	CARHR267980	XP_009127074.1, XP_009119997.1
OG0001865	CARHR234820	XP_009143182.1
OG0001866	CARHR268210	XP_009120015.1, XP_009127046.1
OG0001866	CARHR234680	XP_009143005.2
OG0001867	CARHR271260	XP_009120266.1
OG0001867	CARHR233290	XP_009132125.2, XP_009137558.2, XP_033148011.1
OG0001868	CARHR193390	XP_009120880.2
OG0001869	CARHR217670, CARHR279570	XP_009150651.1
OG0001869	CARHR202760	XP_009125292.1, XP_009131169.1
OG0001871	CARHR279130	XP_009150600.1, XP_009130498.1, XP_009112172.1
OG0001872	CARHR278750	XP_009125339.1, XP_009131131.1
OG0001873	CARHR203860	XP_009125365.1, XP_009131114.1, XP_033137485.1
OG0001874	CARHR035670, CARHR204280	XP_009122492.1, XP_033140952.1, XP_009150044.2, XP_018515122.2
OG0001875	CARHR204990	XP_009131044.1, XP_009122430.1
OG0001875	CARHR190440	XP_009111957.1
OG0001876	CARHR274710	XP_009111971.1, XP_009136427.1
OG0001876	CARHR205160	XP_009131026.1
OG0001877	CARHR205740	XP_009125688.1, XP_009122341.1
OG0001877	CARHR275480	XP_009136508.1
OG0001878	CARHR224140	XP_009136847.1
OG0001878	CARHR174080	XP_009101434.1
OG0001879	CARHR224650	XP_033144963.1
OG0001879	CARHR174820	XP_009128889.1
OG0001880	CARHR224970	XP_009131523.1, XP_009108355.2, XP_009123729.1, XP_033133277.1
OG0001881	CARHR227540	XP_009134167.1
OG0001881	CARHR221080	XP_033133962.1
OG0001882	CARHR215970, CARHR252530	XP_009114518.1
OG0001882	CARHR228240	XP_009108494.1
OG0001883	CARHR252710	XP_009114542.1
OG0001883	CARHR228540, CARHR259880	XP_009108530.1, XP_009135267.2
OG0001884	CARHR015730	XP_009110502.2, XP_009148904.1, XP_009148905.2
OG0001884	CARHR053210	XP_009104417.2
OG0001885	CARHR032510	XP_009107959.1, XP_009124372.1
OG0001885	CARHR256210	XP_009113612.1, XP_009128712.1
OG0001886	CARHR034370	XP_009145124.1, XP_009107914.2
OG0001886	CARHR260390	XP_009134146.3
OG0001887	CARHR259540	XP_033144726.1, XP_033144721.1, XP_033144725.1
OG0001888	CARHR128230	XP_033146330.1
OG0001889	CARHR108920	XP_009112486.1
OG0001889	CARHR244880	XP_009143525.1
OG0001890	CARHR246400	XP_009109413.1
OG0001890	CARHR246390	XP_009131731.1, XP_033133063.1, XP_033133065.1
OG0001891	CARHR233470	XP_009137566.2, XP_009139729.2
OG0001891	CARHR010860	XP_033128851.1
OG0001892	CARHR180850	XP_009101809.1, XP_009123868.1
OG0001892	CARHR027230, CARHR027220	XP_009102956.1
OG0001893	CARHR256130	XP_009134195.2
OG0001895	CARHR174050, CARHR174060	XP_018508173.1, XP_033136860.1
OG0001896	CARHR078570	XP_009145744.1
OG0001897	CARHR219760	XP_009144682.1, XP_018508933.2
OG0001898	CARHR098630	XP_033132436.1, XP_009145264.1
OG0001898	CARHR221290	XP_009148189.1
OG0001899	CARHR221900	XP_009144716.1
OG0001900	CARHR212800	XP_009140122.2, XP_009125195.2
OG0001901	CARHR143180	XP_033147574.1, XP_009147975.1
OG0001901	CARHR172970	XP_009116930.1
OG0001902	CARHR172430	XP_009104360.1, XP_033135036.1
OG0001902	CARHR142340	XP_009142577.1, XP_033142600.1
OG0001903	CARHR171030	XP_009138823.1
OG0001903	CARHR140380	XP_009133708.2, XP_009104096.2
OG0001904	CARHR140320	XP_009133694.1
OG0001905	CARHR170310	XP_009104239.1, XP_009116678.2, XP_009138888.1
OG0001905	CARHR139340	XP_009133662.1
OG0001906	CARHR169730	XP_009116593.1, XP_009104200.1, XP_009138918.1
OG0001906	CARHR138300	XP_009142919.1, XP_009142178.1
OG0001907	CARHR157210	XP_033128469.1, XP_009115250.2
OG0001907	CARHR277120	XP_009150387.1, XP_033141663.1
OG0001908	CARHR277370	XP_033141666.1
OG0001909	CARHR001850	XP_009119625.2
OG0001910	CARHR251960	XP_009121784.1, XP_009134342.1
OG0001910	CARHR003010	XP_009118698.1
OG0001911	CARHR180200, CARHR180210	XP_033136507.1
OG0001911	CARHR003700	XP_033138359.1
OG0001912	CARHR125780	XP_033145354.1
OG0001912	CARHR004960	XP_033132327.1, XP_009119152.1
OG0001913	CARHR005230	XP_009111031.1
OG0001915	CARHR124820	XP_009141141.1, XP_009144238.1
OG0001915	CARHR005700	XP_009119085.1
OG0001916	CARHR007080	XP_009118445.1
OG0001917	CARHR121780	XP_033145157.1, XP_033130795.1
OG0001917	CARHR007540	XP_009110925.1, XP_033128636.1
OG0001919	CARHR198940	XP_009131402.1
OG0001919	CARHR075220	XP_009124046.1, XP_009134595.1
OG0001920	CARHR196860	XP_009126111.1
OG0001920	CARHR076740	XP_009118514.1, XP_009147326.1
OG0001921	CARHR196820	XP_009131539.1
OG0001921	CARHR076790	XP_009134709.1, XP_009147323.1
OG0001922	CARHR080090	XP_009124867.1
OG0001922	CARHR186500	XP_009129890.1, XP_009111736.1
OG0001923	CARHR134050	XP_018513479.1, XP_018514240.2
OG0001923	CARHR165080	XP_009103949.1
OG0001924	CARHR163380	XP_018508793.1
OG0001924	CARHR132310	XP_033148452.1, XP_009143512.2, XP_033145870.1
OG0001925	CARHR150630, CARHR132530	XP_009112438.2, XP_009141703.2, XP_009143436.1, XP_009133221.1
OG0001925	CARHR163970	XP_009116094.1
OG0001926	CARHR132770	XP_009141725.1, XP_009143416.1
OG0001926	CARHR161490	XP_033144772.1
OG0001927	CARHR073960	NP_001288927.1
OG0001927	CARHR016180	XP_009148959.2, XP_009117814.1, NP_001288904.1
OG0001928	CARHR071950	XP_009104569.1
OG0001928	CARHR017680	XP_009117723.1, XP_018508065.1
OG0001929	CARHR066000	XP_009105959.1, XP_033139311.1, XP_009104833.2
OG0001930	CARHR067640	XP_009106103.2, XP_009104763.2
OG0001931	CARHR068040	XP_009106132.1
OG0001931	CARHR019540	XP_033136765.1, XP_033130082.1
OG0001932	CARHR019950	XP_009110277.1, XP_009149419.1
OG0001933	CARHR021640	XP_009149596.1
OG0001933	CARHR070370	XP_009106346.1, XP_009104658.1, XP_009128202.1
OG0001934	CARHR022500	XP_009145372.1
OG0001934	CARHR071460	XP_009128268.1
OG0001935	CARHR023590	XP_009115559.1
OG0001935	CARHR064040	XP_009104937.1, XP_009105746.1
OG0001936	CARHR236790	XP_009109056.2
OG0001936	CARHR063200	XP_009127773.2
OG0001937	CARHR025170	XP_009115410.1
OG0001937	CARHR062490	XP_018512388.1, NP_001288866.1
OG0001938	CARHR026830	XP_009109828.1, XP_018509656.1
OG0001938	CARHR026840	XP_009113784.1
OG0001939	CARHR112320	XP_009140276.2, XP_009117405.2
OG0001939	CARHR247670	XP_033141615.1
OG0001940	CARHR209510, CARHR209520	XP_009111833.1, XP_009151630.1
OG0001941	CARHR193880	XP_033141693.1
OG0001941	CARHR193870	XP_009133965.1
OG0001941	CARHR193850	XP_033141696.1
OG0001942	CARHR088760	XP_009146431.1
OG0001943	CARHR086260	XP_009135178.2, XP_009121213.1
OG0001944	CARHR086120	XP_009135173.1, XP_033148392.1
OG0001944	CARHR206930	XP_009125636.1
OG0001945	CARHR158560	XP_009150138.1, XP_033142375.1
OG0001946	CARHR157610	XP_018510153.1, XP_009149793.1
OG0001946	CARHR189880	XP_033129543.1
OG0001948	CARHR104630	XP_009123303.1
OG0001949	CARHR192380, CARHR034960, CARHR216540	XP_033138585.1
OG0001949	CARHR153740	XP_009108311.1
OG0001950	CARHR088740	XP_009146432.1, XP_009135345.2
OG0001950	CARHR044610	XP_009147531.1
OG0001951	CARHR089900	XP_009135415.1, XP_009146301.1
OG0001951	CARHR043520	XP_009144780.1
OG0001952	CARHR091970	XP_009146065.1, XP_033142689.1
OG0001953	CARHR094720	XP_009145802.1
OG0001953	CARHR039800	XP_009145107.1, XP_009107284.1
OG0001954	CARHR200480	XP_009131304.1
OG0001954	CARHR096640	XP_009110170.1, XP_009145585.1
OG0001955	CARHR041850	XP_018514902.1, XP_033132398.1, XP_009147743.1
OG0001956	CARHR105810	XP_009117148.1, XP_009108756.1, XP_009136272.1, XP_033130559.1
OG0001957	CARHR128870	XP_009141396.1, XP_009143747.1
OG0001957	CARHR029860	XP_009115139.1
OG0001958	CARHR105210	XP_033144843.1, XP_009136247.1
OG0001959	CARHR170070	XP_009138901.1
OG0001960	CARHR043240	XP_009147640.1
OG0001961	CARHR095490	XP_009135657.1, XP_009145706.2
OG0001961	CARHR040370	XP_009124542.2, XP_009147843.1
OG0001962	CARHR007100	XP_009118443.1
OG0001962	CARHR006900	XP_033134900.1
OG0001963	CARHR251080	XP_033143200.1, XP_009134405.1, XP_009111258.1
OG0001967	CARHR236770	XP_018512683.1
OG0001967	CARHR061070, CARHR209220, CARHR180620	XP_009130794.1
OG0001968	CARHR267040, CARHR154350	XP_009132462.1
OG0001971	CARHR236890	XP_009137831.1, XP_009128967.1
OG0001971	CARHR110280	XP_009112635.1
OG0001972	CARHR238240	XP_009127899.1
OG0001972	CARHR109320	XP_009112559.2, XP_009102225.1
OG0001973	CARHR117840	XP_009140529.1, XP_033136694.1
OG0001974	CARHR117620	XP_009140555.1, XP_009117126.2
OG0001974	CARHR239240	XP_018509094.1, XP_009127051.2
OG0001975	CARHR241750	XP_009120554.1, XP_009138202.1, XP_009108778.2
OG0001976	CARHR243060	XP_009108706.1, XP_009109058.1
OG0001976	CARHR106780	XP_033144072.1
OG0001977	CARHR129950	XP_033146294.1, XP_009143631.1
OG0001977	CARHR223100	XP_009145691.1
OG0001978	CARHR011480	XP_009110738.2, XP_009148453.1, XP_009118197.2
OG0001979	CARHR145010	XP_009101256.1, XP_009114196.1
OG0001979	CARHR014960	XP_009117896.1, XP_033133805.1
OG0001980	CARHR145250	XP_009129118.1
OG0001980	CARHR014800	XP_009148724.1
OG0001981	CARHR013390	XP_009118034.2, XP_009148547.2, XP_009110603.1
OG0001982	CARHR147710	XP_009152031.1
OG0001982	CARHR013210	XP_009148558.1
OG0001983	CARHR148390	XP_009151986.1, XP_009129443.1
OG0001983	CARHR213630	XP_009140049.1
OG0001984	CARHR148580	XP_009111567.1
OG0001984	CARHR213760	XP_009125158.1
OG0001985	CARHR229630	XP_033135464.1
OG0001986	CARHR136240	XP_009142726.1
OG0001987	CARHR209140	XP_009125545.1, XP_033145109.1
OG0001987	CARHR084750	XP_009146852.1
OG0001988	CARHR207480	XP_009125615.2, XP_009122175.1, XP_009130901.1
OG0001989	CARHR086000	XP_009146726.1, XP_033144401.1
OG0001990	CARHR267500	XP_009119959.1, XP_009127108.1
OG0001990	CARHR235000	XP_009143344.1
OG0001991	CARHR268450	XP_033139647.1, XP_033138720.1, XP_009132403.1, XP_033143601.1
OG0001991	CARHR234490	XP_009142911.2
OG0001992	CARHR234180	XP_009142532.2
OG0001992	CARHR269290	XP_009121283.2, XP_009126977.1
OG0001993	CARHR269510	XP_009120126.1, XP_009132341.1
OG0001993	CARHR234060	XP_009137598.1, XP_009142357.1
OG0001994	CARHR233260	XP_009139558.1, XP_009121735.1
OG0001995	CARHR200890	XP_009121868.1
OG0001995	CARHR193440	XP_009120882.1
OG0001996	CARHR201490	XP_018510950.1, XP_009131226.1
OG0001996	CARHR187230	XP_009151114.2
OG0001997	CARHR203730	XP_009122532.1, XP_009125355.1
OG0001997	CARHR114060	XP_009140390.1
OG0001998	CARHR203960	XP_009122517.1
OG0001998	CARHR278170	XP_009150498.1, XP_009130446.1
OG0001999	CARHR205540	XP_009122323.1
OG0001999	CARHR275340	XP_009136493.1
OG0002000	CARHR275550	XP_033140395.1, XP_009150122.1, XP_009112002.2
OG0002001	CARHR174740	XP_009101493.1
OG0002001	CARHR224600	XP_009131125.3
OG0002002	CARHR226740	XP_009101634.1
OG0002002	CARHR178050	XP_009101632.1
OG0002003	CARHR253100	XP_009134294.2
OG0002004	CARHR254200	XP_009114643.1, XP_009134253.1
OG0002004	CARHR229870	XP_009137288.1
OG0002005	CARHR255440	XP_033142088.1
OG0002005	CARHR231150	XP_009137370.1, XP_033142594.1
OG0002006	CARHR231230	XP_009137437.1
OG0002006	CARHR255580	XP_009128691.1, XP_009108204.1
OG0002007	CARHR255590	XP_033140710.1
OG0002007	CARHR231250	XP_033133158.1
OG0002008	CARHR256010	XP_009134196.1
OG0002008	CARHR032190	XP_033136180.1
OG0002009	CARHR036980, CARHR036960	XP_033132778.1
OG0002010	CARHR028220, CARHR028210	XP_033134710.1
OG0002011	CARHR028670	XP_009109670.2, XP_009115249.1
OG0002011	CARHR128350	XP_009141366.1
OG0002012	CARHR107700	XP_009121107.1
OG0002012	CARHR243830	XP_033132554.1, XP_009139882.1, XP_009138365.3
OG0002013	CARHR107810	XP_009112439.2, XP_009150781.1
OG0002013	CARHR243960	XP_009138382.1
OG0002014	CARHR244320	XP_009148721.2, XP_009138395.2
OG0002014	CARHR108170	XP_033135030.1
OG0002015	CARHR245160	XP_033144470.1, XP_033146460.1, XP_009109342.1
OG0002016	CARHR114210	XP_009117319.1
OG0002016	CARHR246080	XP_009138524.1
OG0002017	CARHR246620	XP_033140754.1, XP_009130164.1
OG0002017	CARHR113610	XP_009112529.1
OG0002018	CARHR112400	XP_009140281.2
OG0002018	CARHR247640	XP_009109497.1, XP_033128052.1, XP_009150927.2
OG0002019	CARHR030810	XP_009108123.1
OG0002021	CARHR231340	XP_009137405.1, XP_009137528.1
OG0002021	CARHR255640	XP_009108208.1
OG0002022	CARHR018170	XP_009140724.1
OG0002022	CARHR175640	XP_009101541.1, XP_009114371.1
OG0002023	CARHR098830	XP_009135833.2, XP_033147281.1
OG0002023	CARHR221060	XP_009148417.1
OG0002024	CARHR221680	XP_033143223.1
OG0002024	CARHR098170	XP_018514767.1, XP_009108983.1
OG0002025	CARHR141750	XP_009134441.1
OG0002026	CARHR140010	XP_009142283.1, XP_009143068.3
OG0002026	CARHR170610	XP_009138848.1
OG0002027	CARHR051780, CARHR167520	XP_009104052.1, XP_009116436.2
OG0002027	CARHR136690	XP_009141999.1
OG0002028	CARHR150570	XP_009150080.1
OG0002028	CARHR274090	XP_009120574.1, XP_009126605.1
OG0002029	CARHR001080	XP_009119689.1
OG0002029	CARHR249310	XP_009134503.1
OG0002030	CARHR250880	XP_009134422.1, XP_009111272.2
OG0002030	CARHR002380	XP_009119583.1
OG0002031	CARHR127230	XP_009118627.1, XP_009119270.1, XP_009111094.1
OG0002032	CARHR126070	XP_009141213.1, XP_009143963.1
OG0002032	CARHR004790	XP_018511271.1
OG0002033	CARHR006430	XP_009118483.1
OG0002033	CARHR124110	XP_033145612.1
OG0002034	CARHR007280	XP_033135888.1
OG0002034	CARHR122360	XP_009140963.1, XP_009125053.2
OG0002035	CARHR268660	XP_009132396.1
OG0002036	CARHR197510	XP_009121543.1, XP_009131501.1
OG0002036	CARHR076300	XP_009117910.1
OG0002037	CARHR197500	XP_009126069.2, XP_009122871.1
OG0002037	CARHR076320	XP_009117930.1
OG0002038	CARHR091890	XP_009114653.1, XP_009135495.1, XP_009146067.1
OG0002039	CARHR165660	XP_009139150.1
OG0002039	CARHR134670	XP_009143285.1
OG0002040	CARHR162880	XP_009148757.1, XP_009125246.1, XP_009115997.1
OG0002041	CARHR163250	XP_009103859.1, XP_009116029.1, XP_009139421.1
OG0002042	CARHR133010	XP_009141738.1
OG0002043	CARHR015840	XP_009148918.1
OG0002043	CARHR038890	XP_009147933.1, XP_009107330.1
OG0002044	CARHR016060, CARHR016050	XP_009110479.1, XP_009148947.1
OG0002045	CARHR016260	XP_009148966.1
OG0002045	CARHR074040	XP_009104468.2, XP_009106738.2
OG0002046	CARHR016500	XP_009149042.1
OG0002046	CARHR073570	XP_009106708.2, XP_033140663.1
OG0002047	CARHR016970	XP_009117762.1, XP_033128779.1
OG0002047	CARHR072810	XP_009106636.1
OG0002048	CARHR018050	XP_033128465.1
OG0002048	CARHR065550	XP_009127943.1
OG0002049	CARHR066100	XP_009127973.1
OG0002049	CARHR018390	XP_009110386.1
OG0002050	CARHR021310	XP_009110205.1, XP_009149567.1
OG0002050	CARHR070020	XP_033132176.1
OG0002051	CARHR021420	XP_009127091.2, XP_009103314.2, XP_033132908.1
OG0002052	CARHR021530	XP_009110197.1, XP_009149588.1
OG0002052	CARHR070240	XP_009106341.1
OG0002053	CARHR021800	XP_009110186.1
OG0002053	CARHR070540	XP_009106367.1, XP_018508755.1
OG0002054	CARHR023360	XP_009103209.2
OG0002054	CARHR064420	XP_009127848.1, XP_009104928.1
OG0002055	CARHR023670	XP_009115552.1
OG0002055	CARHR063970	XP_009104944.2, XP_009105740.1
OG0002056	CARHR115740	XP_033146668.1, XP_033146661.1
OG0002056	CARHR240360	XP_009108874.1, XP_018509214.1
OG0002057	CARHR239930	XP_009108894.1, XP_033144919.1, XP_009126447.1
OG0002057	CARHR116290	XP_009140633.1
OG0002058	CARHR086050, CARHR184600	XP_009140507.1
OG0002059	CARHR004640	NP_001288878.1, XP_009111060.2
OG0002059	CARHR126230	XP_009143987.1
OG0002060	CARHR063440	XP_009127786.1, XP_009105698.2
OG0002060	CARHR198470	XP_009126013.1
OG0002061	CARHR214990	XP_009124529.1, XP_009124597.1
OG0002061	CARHR189590	XP_009150920.2, XP_009151487.2
OG0002062	CARHR274770	XP_033140412.1, XP_009130144.2
OG0002063	CARHR206080	XP_009122380.1
OG0002063	CARHR272220	XP_009126755.1, XP_009120348.1
OG0002064	CARHR161020, CARHR161030	XP_009149019.1, XP_009115831.1, XP_018508806.1
OG0002065	CARHR064950	XP_009127897.1
OG0002066	CARHR070350	XP_009128198.2
OG0002066	CARHR021620, CARHR021610	XP_033132889.1
OG0002067	CARHR069430	XP_018508790.2, XP_033132107.1
OG0002067	CARHR069440	XP_009106246.1
OG0002068	CARHR072870	XP_009106648.1
OG0002068	CARHR073240	XP_033131205.1
OG0002069	CARHR073000	XP_009106655.1
OG0002069	CARHR072980	XP_009128349.1
OG0002070	CARHR016770	XP_009149063.1
OG0002070	CARHR073200	XP_009128365.2, XP_009104524.1
OG0002071	CARHR088030, CARHR152870	XP_009146496.1
OG0002071	CARHR045220	XP_009106869.1
OG0002072	CARHR088250	XP_009103733.1, XP_009147513.1
OG0002072	CARHR088240	XP_009124747.1
OG0002073	CARHR043590	XP_009147612.1
OG0002073	CARHR089810	XP_009146315.1
OG0002074	CARHR222610	XP_033131256.1
OG0002075	CARHR110400	XP_033130585.1
OG0002076	CARHR045990	XP_009106795.2
OG0002076	CARHR087260	XP_009146591.1, XP_009135246.1
OG0002077	CARHR041750	XP_009107175.1
OG0002077	CARHR097040	XP_009145512.1, XP_018509736.2
OG0002078	CARHR165810	XP_009103970.1
OG0002078	CARHR165800	XP_009116272.1
OG0002079	CARHR285620, CARHR185540	XP_009118639.2, XP_009109184.1, XP_009117119.1
OG0002081	CARHR116090	XP_009117060.3
OG0002082	CARHR164470	XP_009116136.1, XP_009139231.1, XP_009103924.1
OG0002082	CARHR133520	XP_009133299.1
OG0002083	CARHR136360	XP_009141978.1
OG0002083	CARHR136350	XP_009144076.2, XP_009142735.1
OG0002084	CARHR118380	XP_033140156.1, XP_033141198.1, XP_033141196.1, XP_009104450.1, XP_033132060.1
OG0002085	CARHR178850, CARHR178820	XP_009101723.1
OG0002086	CARHR210940, CARHR226260, CARHR226700	XP_009108446.1
OG0002088	CARHR033470	XP_033131824.1, XP_009102473.2, XP_033145285.1, XP_009148192.2, XP_009106503.2, XP_009151090.1, XP_033131940.1, XP_033133428.1, XP_033129457.1, XP_009150003.1, XP_033145243.1
OG0002093	CARHR105430	XP_009136262.1
OG0002093	CARHR242520	XP_009114552.1
OG0002094	CARHR242890	XP_009108726.1
OG0002095	CARHR293600	XP_009121142.1
OG0002095	CARHR243610	XP_033132910.1, XP_033133280.1
OG0002096	CARHR054910	XP_009113368.1
OG0002096	CARHR009320	XP_009118321.1
OG0002097	CARHR283880	XP_009113299.1
OG0002097	CARHR010250	XP_009144470.1
OG0002098	CARHR051870	XP_009113181.1
OG0002098	CARHR052350	XP_009103857.1
OG0002099	CARHR011180	XP_009118225.1
OG0002099	CARHR051990	XP_009104210.1
OG0002100	CARHR014250	XP_009117958.1, XP_009110572.1
OG0002100	CARHR145820	XP_009124411.1
OG0002101	CARHR148500	XP_009111559.1, XP_009151981.2, XP_009129436.1
OG0002103	CARHR212540	XP_009132761.2, XP_033143613.1
OG0002104	CARHR047340, CARHR047370	XP_009112917.1
OG0002104	CARHR212940	XP_009140090.2
OG0002105	CARHR013010	XP_009148572.1
OG0002105	CARHR048420	XP_009113024.1, XP_009112979.1
OG0002106	CARHR049750	XP_033143543.1, XP_033135592.1
OG0002106	CARHR012310	XP_009148626.1
OG0002107	CARHR166770	XP_009139087.1
OG0002107	CARHR136060	XP_009141952.1
OG0002108	CARHR211620	XP_009125427.3
OG0002108	CARHR083340	XP_009123519.1, XP_009146960.1
OG0002109	CARHR211310	XP_009125485.1
OG0002109	CARHR210150	XP_009123199.1
OG0002110	CARHR084270	XP_009123173.1
OG0002110	CARHR210040	XP_009122716.1, XP_009130719.1
OG0002112	CARHR208290	XP_009122545.2, XP_009130852.1
OG0002112	CARHR085300	XP_009122661.1
OG0002114	CARHR235420	XP_033140116.1
OG0002114	CARHR266670	XP_009119901.1, XP_009127156.1
OG0002115	CARHR234470	XP_009142887.1, XP_009109165.1
OG0002115	CARHR268460	XP_009127029.1
OG0002116	CARHR268820	XP_009132379.1, XP_009120060.1
OG0002116	CARHR234270	XP_009142628.1
OG0002117	CARHR200360	XP_009121798.2, XP_033142458.1
OG0002117	CARHR026800	XP_009109830.1, XP_009102999.1
OG0002118	CARHR187550	XP_009151107.1
OG0002118	CARHR201550	XP_009125825.1, XP_009131215.2
OG0002119	CARHR202580	XP_009125281.1, XP_033137628.1
OG0002119	CARHR188500	XP_009151021.1, XP_033140419.1
OG0002120	CARHR189960	XP_009141602.1, XP_009150890.1
OG0002120	CARHR204490	XP_009122457.1
OG0002121	CARHR275570	XP_009150121.1
OG0002121	CARHR205830	XP_009122351.1, XP_009125685.1
OG0002122	CARHR173930	XP_009101426.1
OG0002122	CARHR223960	XP_009144570.1, XP_009136837.1
OG0002123	CARHR176460	XP_009114402.1
OG0002123	CARHR225940	XP_018513203.1, XP_009132490.1
OG0002124	CARHR176670	XP_009114408.1, XP_009128790.1
OG0002125	CARHR227000	XP_009108462.2, XP_009133544.2
OG0002125	CARHR178220	XP_009101686.1
OG0002126	CARHR252370	XP_009114497.1
OG0002126	CARHR227860	NP_001288977.1
OG0002127	CARHR255520	XP_009108200.1
OG0002127	CARHR231190	XP_009137390.1
OG0002128	CARHR255980	XP_009113619.1, XP_009134197.1
OG0002128	CARHR032170	XP_033136200.1
OG0002129	CARHR260890	XP_009113578.1
OG0002129	CARHR033370	XP_009107939.1, XP_009114775.1
OG0002131	CARHR250330	XP_009134443.1, XP_009128526.1
OG0002132	CARHR107740	XP_009112437.1, XP_009121099.2
OG0002133	CARHR243950	XP_033144792.1
OG0002134	CARHR244410	XP_009109259.1, XP_009148123.2
OG0002134	CARHR108360	XP_018511037.1, XP_009121069.1
OG0002135	CARHR109210	XP_009114700.1
OG0002135	CARHR245170	XP_033133055.1, XP_009141710.1
OG0002136	CARHR112090	XP_033136493.1
OG0002136	CARHR247880	XP_009101924.1, XP_009134559.1
OG0002137	CARHR262810	XP_009124504.1
OG0002137	CARHR262760, CARHR262800	XP_009139902.1
OG0002138	CARHR128430	XP_009141377.1
OG0002138	CARHR128410, CARHR128420	XP_009143783.1, XP_009141376.2
OG0002139	CARHR036230	XP_009107463.1, XP_009129553.1
OG0002139	CARHR181040	NP_001288844.1
OG0002140	CARHR256510, CARHR256440	XP_009149883.1
OG0002141	CARHR219690	XP_009139591.1
OG0002141	CARHR099870	XP_009135869.1, XP_009102567.1
OG0002142	CARHR173320	XP_009116971.3, XP_009138685.1
OG0002143	CARHR173280	XP_009116968.1
OG0002143	CARHR143340	XP_033144136.1, XP_033146188.1
OG0002144	CARHR137650, CARHR137660	XP_009133541.1, XP_009133542.1
OG0002145	CARHR137160	XP_009142801.1, XP_009142034.1
OG0002145	CARHR168340	XP_009116499.1
OG0002146	CARHR151470	XP_009150263.1
OG0002146	CARHR190950	XP_009120638.2, XP_009126554.1
OG0002147	CARHR273480, CARHR273460	XP_009126642.1
OG0002149	CARHR156980	XP_009149834.1, XP_033129960.1, XP_018515014.2
OG0002149	CARHR276930	XP_009112060.1, XP_009150370.2
OG0002150	CARHR159150	XP_009101674.1
OG0002151	CARHR280940	XP_009112332.2, XP_018508778.1
OG0002151	CARHR109040	XP_009150830.1
OG0002152	CARHR000530	XP_033138006.1, XP_018510298.2, XP_033138154.1
OG0002153	CARHR000630	XP_009119726.1
OG0002153	CARHR248670	XP_009134545.1
OG0002154	CARHR179160	XP_009113941.1
OG0002154	CARHR003230	XP_009111135.1
OG0002155	CARHR179720	XP_009101767.2, XP_009123908.2
OG0002155	CARHR003550	XP_009119325.1
OG0002156	CARHR127210, CARHR127220	XP_009135882.1
OG0002157	CARHR126190	XP_009143974.1
