Orthogroup	Cardamine_hirsuta	Arabis_alpina
OG0003074	CARHR158830	Aa_G462730.h1.t1
OG0003074	CARHR279830	Aa_G23370.h1.t1
OG0003075	CARHR279930	Aa_G23460.h1.t1
OG0003076	CARHR280790	Aa_G180760.h1.t1
OG0003076	CARHR160000	Aa_G466830.h1.t1
OG0003077	CARHR231590	Aa_G68700.h1.t1
OG0003077	CARHR244400	Aa_G514610.h1.t1
OG0003078	CARHR281600	Aa_G113880.h1.t1
OG0003078	CARHR160840	Aa_G122470.h1.t1
OG0003080	CARHR005360	Aa_G220690.h1.t1
OG0003082	CARHR123940	Aa_G552340.h1.t1
OG0003083	CARHR007020	Aa_G275840.h1.t1
OG0003084	CARHR120390	Aa_G371230.h1.t1
OG0003085	CARHR119790	Aa_G31100.h1.t1
OG0003086	CARHR199500	Aa_G289990.h1.t1
OG0003087	CARHR077270	Aa_G267910.h1.t1
OG0003088	CARHR098460	Aa_G91330.h1.t1
OG0003089	CARHR080160	Aa_G51160.h1.t1
OG0003090	CARHR194040	Aa_G83740.h1.t1
OG0003090	CARHR080750	Aa_G524390.h1.t1
OG0003091	CARHR161400	Aa_G236050.h1.t1
OG0003092	CARHR111700	Aa_G184140.h1.t1, Aa_G288970.h1.t1
OG0003093	CARHR074210	Aa_G497440.h1.t1
OG0003094	CARHR017580	Aa_G274940.h1.t1
OG0003095	CARHR017860, CARHR257920, CARHR257910	Aa_G496810.h1.t1
OG0003096	CARHR023280	Aa_G121920.h1.t1
OG0003097	CARHR024650	Aa_G352700.h1.t1
OG0003097	CARHR063090	Aa_G510840.h1.t1
OG0003098	CARHR015360	Aa_G284100.h1.t1
OG0003100	CARHR006560	Aa_G22340.h1.t1
OG0003101	CARHR198450	Aa_G8100.h1.t1
OG0003101	CARHR075540	Aa_G326970.h1.t1
OG0003103	CARHR275220	Aa_G664890.h1.t1
OG0003103	CARHR205510	Aa_G412290.h1.t1, Aa_G700100.h1.t1
OG0003104	CARHR275490	Aa_G435210.h1.t1
OG0003105	CARHR156620, CARHR156630	Aa_G492020.h1.t1, Aa_G492030.h1.t1
OG0003106	CARHR281440	Aa_G44080.h1.t1
OG0003106	CARHR160770	Aa_G326370.h1.t1
OG0003107	CARHR276190	Aa_G13480.h1.t1
OG0003107	CARHR156100	Aa_G207460.h1.t1
OG0003108	CARHR192010	Aa_G501680.h1.t1
OG0003109	CARHR066270, CARHR066280	Aa_G762350.h1.t1, Aa_G403170.h1.t1
OG0003110	CARHR073340	Aa_G265780.h1.t1
OG0003110	CARHR046050	Aa_G205460.h1.t1
OG0003111	CARHR045240	Aa_G176060.h1.t1
OG0003112	CARHR082720	Aa_G258670.h1.t1
OG0003113	CARHR090920, CARHR090910	Aa_G233660.h1.t1
OG0003114	CARHR094660	Aa_G240130.h1.t1
OG0003115	CARHR041810	Aa_G430400.h1.t1
OG0003116	CARHR099430	Aa_G87550.h1.t1
OG0003117	CARHR101140, CARHR218660	Aa_G311170.h1.t1
OG0003118	CARHR249630	Aa_G191380.h1.t1
OG0003119	CARHR106670	Aa_G633330.h1.t1
OG0003120	CARHR106720	Aa_G543430.h1.t1
OG0003120	CARHR243010	Aa_G238250.h1.t1
OG0003121	CARHR088710	Aa_G472340.h1.t1
OG0003121	CARHR044640	Aa_G184630.h1.t1
OG0003122	CARHR128980	Aa_G370710.h1.t1
OG0003122	CARHR030140	Aa_G279740.h1.t1
OG0003123	CARHR132200	Aa_G249240.h1.t1
OG0003123	CARHR163450	Aa_G402260.h1.t1
OG0003124	CARHR132510	Aa_G150890.h1.t1
OG0003125	CARHR088530, CARHR088540	Aa_G71190.h1.t1
OG0003127	CARHR047840, CARHR047830	Aa_G747900.h1.t1
OG0003130	CARHR219870, CARHR082550, CARHR258940, CARHR082590, CARHR082560	Aa_G820270.h3.t1, Aa_G820270.h1.t1, Aa_G820270.h2.t1, Aa_G767420.h1.t1
OG0003139	CARHR236910	Aa_G343430.h1.t1
OG0003139	CARHR237270	Aa_G332430.h1.t1
OG0003141	CARHR242400	Aa_G846630.h1.t1, Aa_G515420.h1.t1
OG0003141	CARHR106390, CARHR289240	Aa_G81610.h1.t1
OG0003142	CARHR243600	Aa_G379300.h1.t1
OG0003143	CARHR222880	Aa_G49390.h1.t1
OG0003144	CARHR011070	Aa_G43340.h1.t1
OG0003144	CARHR052310	Aa_G222910.h1.t1
OG0003145	CARHR011090	Aa_G43360.h1.t1
OG0003146	CARHR144880	Aa_G323260.h1.t1
OG0003146	CARHR014970	Aa_G777170.h1.t1
OG0003147	CARHR213380	Aa_G370850.h1.t1
OG0003147	CARHR148210	Aa_G120890.h1.t1
OG0003148	CARHR148540	Aa_G424600.h1.t1
OG0003150	CARHR152340	Aa_G247630.h1.t1
OG0003150	CARHR262920	Aa_G245530.h1.t1
OG0003151	CARHR056830	Aa_G748140.h2.t1, Aa_G748140.h1.t1
OG0003152	CARHR046750	Aa_G135540.h1.t1
OG0003153	CARHR046740	Aa_G135530.h1.t1
OG0003154	CARHR213070	Aa_G603480.h1.t1
OG0003154	CARHR047870	Aa_G462390.h1.t1
OG0003155	CARHR208320	Aa_G303960.h1.t1
OG0003156	CARHR037820, CARHR290860	Aa_G418020.h1.t1
OG0003157	CARHR234340	Aa_G86670.h1.t1
OG0003158	CARHR203150	pep1hit_1.1
OG0003159	CARHR227210	Aa_G245290.h1.t1
OG0003160	CARHR181430	Aa_G150370.h1.t1
OG0003160	CARHR134160	Aa_G326520.h1.t1
OG0003161	CARHR056820, CARHR246440	Aa_G294460.h1.t1, Aa_G294450.h1.t1
OG0003162	CARHR057920	Aa_G387720.h1.t1
OG0003163	CARHR252810	Aa_G189380.h1.t1
OG0003164	CARHR218930	Aa_G66720.h1.t1
OG0003164	CARHR100460	Aa_G26920.h1.t1
OG0003165	CARHR072440, CARHR072430	Aa_G835360.h1.t1
OG0003166	CARHR141220	Aa_G17040.h1.t1
OG0003166	CARHR171760	Aa_G81050.h1.t1
OG0003167	CARHR140700	Aa_G16160.h1.t1, Aa_G16140.h1.t1, Aa_G16150.h1.t1, Aa_G52110.h1.t1
OG0003168	CARHR083280	Aa_G53970.h1.t1, Aa_G24160.h1.t1, Aa_G24170.h1.t1
OG0003170	CARHR280090	Aa_G23620.h1.t1
OG0003171	CARHR250220	Aa_G624580.h1.t1
OG0003172	CARHR250120	Aa_G347400.h1.t1, Aa_G347410.h1.t1
OG0003173	CARHR251220	Aa_G188950.h1.t1, Aa_G188970.h1.t1
OG0003174	CARHR251770	Aa_G187820.h1.t1
OG0003174	CARHR002880	Aa_G134890.h1.t1
OG0003175	CARHR004250	Aa_G217790.h1.t1
OG0003176	CARHR126810	Aa_G148620.h1.t1, Aa_G148630.h1.t1
OG0003177	CARHR122720	Aa_G199660.h1.t1
OG0003178	CARHR199220	Aa_G72880.h1.t1
OG0003179	CARHR074940	Aa_G52400.h1.t1
OG0003179	CARHR199300	Aa_G354680.h1.t1
OG0003180	CARHR185290	Aa_G414150.h1.t1
OG0003180	CARHR078920	Aa_G4360.h1.t1
OG0003181	CARHR079920	Aa_G45810.h1.t1
OG0003182	CARHR083270	Aa_G24180.h1.t1
OG0003182	CARHR211890	Aa_G53980.h1.t1
OG0003183	CARHR222400, CARHR222410, CARHR133970, CARHR133960	Aa_G844080.h1.t1
OG0003184	CARHR130330	Aa_G505620.h1.t1
OG0003185	CARHR132800, CARHR132810	Aa_G645710.h1.t1, Aa_G979100.h1.t1
OG0003186	CARHR019120	Aa_G132430.h1.t1
OG0003186	CARHR067180	Aa_G30600.h1.t1
OG0003187	CARHR069530	Aa_G410810.h1.t1
OG0003187	CARHR020700	Aa_G393460.h1.t1
OG0003188	CARHR021130	Aa_G119620.h1.t1
OG0003189	CARHR021150	Aa_G119640.h1.t1
OG0003191	CARHR070250	Aa_G162310.h1.t1
OG0003192	CARHR186700	Aa_G691110.h1.t1
OG0003193	CARHR060100	Aa_G7230.h1.t1
OG0003194	CARHR238930	Aa_G163900.h1.t1
OG0003194	CARHR117800	Aa_G569060.h1.t1
OG0003195	CARHR113310	Aa_G100190.h1.t1
OG0003195	CARHR112840, CARHR113290	Aa_G279360.h1.t1
OG0003196	CARHR015510	Aa_G661470.h1.t1
OG0003197	CARHR012690	Aa_G270620.h1.t1
OG0003198	CARHR008840	Aa_G19350.h1.t1
OG0003200	CARHR008320, CARHR008310	Aa_G368310.h1.t1
OG0003201	CARHR004090	Aa_G477730.h1.t1
OG0003201	CARHR010410	Aa_G446430.h1.t1
OG0003202	CARHR131200, CARHR131270	Aa_G25320.h1.t1
OG0003203	CARHR079640	Aa_G5120.h1.t1, Aa_G5130.h1.t1
OG0003204	CARHR208810	Aa_G73120.h1.t1
OG0003204	CARHR085020	Aa_G302810.h1.t1
OG0003206	CARHR188080	Aa_G70640.h1.t1
OG0003207	CARHR274520	Aa_G165590.h1.t1
OG0003208	CARHR070310	Aa_G165060.h1.t1
OG0003211	CARHR215320, CARHR090350	Aa_G166530.h1.t1, Aa_G278490.h1.t1
OG0003212	CARHR090980	Aa_G233700.h1.t1
OG0003213	CARHR091340	Aa_G568120.h1.t1
OG0003214	CARHR093340	Aa_G176980.h1.t1
OG0003215	CARHR093960	Aa_G104690.h1.t1
OG0003216	CARHR108720, CARHR105920, CARHR108710, CARHR219930	Aa_G606710.h1.t1, Aa_G235690.h1.t1
OG0003217	CARHR111240	Aa_G194680.h1.t1
OG0003217	CARHR236190	Aa_G44680.h1.t1
OG0003218	CARHR043290	Aa_G396750.h1.t1
OG0003218	CARHR043300	Aa_G860390.h1.t1, Aa_G860390.h2.t1
OG0003219	CARHR096950	Aa_G161990.h1.t1
OG0003222	CARHR165000	Aa_G651010.h1.t1
OG0003222	CARHR165010	Aa_G651000.h1.t1
OG0003224	CARHR166040	Aa_G302240.h1.t1
OG0003225	CARHR098750, CARHR050030, CARHR166300	Aa_G268640.h1.t1
OG0003226	CARHR138980	Aa_G445440.h1.t1
OG0003227	CARHR058710	Aa_G560400.h1.t1, Aa_G560410.h1.t1
OG0003229	CARHR291980, CARHR037480, CARHR106010	Aa_G384640.h1.t1
OG0003230	CARHR174200	Aa_G352390.h1.t1
OG0003231	CARHR226730	Aa_G204120.h1.t1
OG0003233	CARHR247450	Aa_G352030.h1.t1
OG0003234	CARHR038390, CARHR008090, CARHR008080	Aa_G151790.h1.t1
OG0003235	CARHR013510	Aa_G501020.h1.t1
OG0003235	CARHR013520	Aa_G501010.h1.t1
OG0003236	CARHR019910	Aa_G407780.h1.t1
OG0003237	CARHR154750, CARHR154730, CARHR154700, CARHR154740	Aa_G858850.h1.t1
OG0003241	CARHR063470, CARHR063490, CARHR063550, CARHR063570	Aa_G473220.h1.t1
OG0003242	CARHR261380, CARHR078720	Aa_G4150.h1.t1
OG0003243	CARHR114920	Aa_G326360.h1.t1, Aa_G137590.h1.t1
OG0003247	CARHR184720	Aa_G166780.h1.t1
OG0003248	CARHR238560	Aa_G129840.h1.t1
OG0003248	CARHR118300	Aa_G537790.h1.t1
OG0003249	CARHR240040	Aa_G314990.h1.t1
OG0003250	CARHR240330	Aa_G9880.h1.t1
OG0003251	CARHR221990	Aa_G351540.h1.t1, Aa_G351550.h1.t1
OG0003252	CARHR241820, CARHR156580	Aa_G214630.h1.t1
OG0003253	CARHR179150	Aa_G89480.h1.t1, Aa_G488800.h1.t1
OG0003255	CARHR030680	Aa_G299220.h1.t1
OG0003255	CARHR010260	Aa_G165490.h1.t1
OG0003256	CARHR013610	Aa_G616310.h1.t1
OG0003256	CARHR288530	Aa_G227110.h1.t1
OG0003257	CARHR149790	Aa_G34350.h1.t1
OG0003258	CARHR264020	Aa_G421590.h1.t1
OG0003259	CARHR057740	Aa_G321870.h1.t1
OG0003260	CARHR166130	Aa_G287250.h1.t1
OG0003261	CARHR266120	Aa_G39320.h1.t1
OG0003262	CARHR266930	Aa_G82280.h1.t1
OG0003263	CARHR234560	Aa_G363750.h1.t1
OG0003263	CARHR268310	Aa_G542680.h1.t1
OG0003264	CARHR201970	Aa_G158510.h1.t1
OG0003264	CARHR188120	Aa_G322400.h1.t1
OG0003265	CARHR202600	Aa_G168590.h1.t1
OG0003265	CARHR155340	Aa_G653900.h1.t1
OG0003266	CARHR204740	Aa_G691920.h1.t1
OG0003267	CARHR205000	Aa_G665890.h1.t1
OG0003269	CARHR253600	Aa_G300110.h1.t1
OG0003270	CARHR117560, CARHR120200, CARHR120210	Aa_G529510.h1.t1
OG0003271	CARHR027510	Aa_G48020.h1.t1
OG0003272	CARHR030000, CARHR029990, CARHR029960	Aa_G138800.h1.t1
OG0003273	CARHR030110	Aa_G279710.h1.t1
OG0003274	CARHR107540	Aa_G461540.h1.t1
OG0003274	CARHR243730	Aa_G527830.h1.t1
OG0003275	CARHR243980	Aa_G157110.h1.t1
OG0003276	CARHR244780	Aa_G179540.h1.t1
OG0003276	CARHR108690	Aa_G606700.h1.t1
OG0003277	CARHR244900	Aa_G342310.h1.t1
OG0003277	CARHR108930	Aa_G415530.h1.t1
OG0003278	CARHR247940	Aa_G137950.h1.t1
OG0003280	CARHR129790, CARHR031060	Aa_G463040.h1.t1
OG0003281	CARHR176540	Aa_G239420.h1.t1, Aa_G386610.h1.t1
OG0003282	CARHR216800	Aa_G44210.h1.t1
OG0003282	CARHR103060	Aa_G196700.h1.t1
OG0003283	CARHR218570	Aa_G634850.h1.t1
OG0003283	CARHR101310	Aa_G380140.h1.t1
OG0003284	CARHR099910	Aa_G305930.h1.t1
OG0003285	CARHR219660, CARHR219670, CARHR054020	Aa_G140650.h1.t1
OG0003286	CARHR221200	Aa_G754120.h1.t1
OG0003287	CARHR221460	Aa_G31170.h1.t1
OG0003287	CARHR098370	Aa_G96510.h1.t1
OG0003288	CARHR257280	Aa_G714150.h1.t1, Aa_G241230.h1.t1
OG0003288	CARHR142910	Aa_G241220.h1.t1
OG0003289	CARHR199330, CARHR058880, CARHR139040, CARHR199340	Aa_G234090.h1.t1, Aa_G323680.h1.t1, Aa_G552000.h1.t1, Aa_G125490.h1.t1
OG0003290	CARHR211370	Aa_G18670.h1.t1, Aa_G18660.h1.t1
OG0003292	CARHR190820	Aa_G173770.h1.t1
OG0003292	CARHR151250	Aa_G241020.h1.t1
OG0003293	CARHR157260	Aa_G373790.h2.t1, Aa_G373790.h1.t1
OG0003293	CARHR277200	Aa_G75300.h1.t1
OG0003294	CARHR278670	Aa_G20990.h1.t1
OG0003294	CARHR203570	Aa_G152860.h1.t1
OG0003295	CARHR158740	Aa_G225300.h1.t1
OG0003295	CARHR279690	Aa_G81290.h1.t1
OG0003296	CARHR281190	Aa_G43730.h1.t1
OG0003297	CARHR160540	Aa_G476620.h1.t1
OG0003297	CARHR034760	Aa_G43890.h1.t1
OG0003298	CARHR179190	Aa_G89510.h1.t1
OG0003299	CARHR126430	Aa_G346500.h1.t1
OG0003300	CARHR006890	Aa_G435900.h1.t1
OG0003301	CARHR119470	Aa_G624470.h1.t1
OG0003302	CARHR241270	Aa_G288260.h1.t1
OG0003303	CARHR199320	Aa_G354700.h1.t1
OG0003304	CARHR212220	Aa_G264580.h1.t1
OG0003304	CARHR083060, CARHR083080, CARHR083070, CARHR083090	Aa_G24320.h1.t1
OG0003305	CARHR077040	Aa_G111850.h1.t1
OG0003305	CARHR196280	Aa_G162260.h1.t1
OG0003306	CARHR079090	Aa_G4520.h1.t1
OG0003307	CARHR185920	Aa_G251080.h1.t1
OG0003307	CARHR079440	Aa_G4890.h1.t1
OG0003308	CARHR259910, CARHR082280	Aa_G174370.h1.t1
OG0003309	CARHR232610	Aa_G484010.h1.t1, Aa_G335820.h1.t1, Aa_G90820.h1.t1, Aa_G282970.h1.t1, Aa_G414780.h1.t1
OG0003310	CARHR072030	Aa_G343730.h1.t1
OG0003312	CARHR066520	Aa_G524720.h1.t1
OG0003313	CARHR066700	Aa_G203180.h1.t1
OG0003313	CARHR018780	Aa_G379820.h1.t1
OG0003314	CARHR068060, CARHR019550	Aa_G64530.h1.t1
OG0003315	CARHR070380	Aa_G164990.h1.t1
OG0003315	CARHR021650	Aa_G60810.h1.t1
OG0003316	CARHR022600, CARHR022660, CARHR022640, CARHR022630	Aa_G485970.h1.t1, Aa_G122570.h1.t1
OG0003317	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150	Aa_G589590.h1.t1
OG0003318	CARHR023720	Aa_G92630.h1.t1, Aa_G62560.h1.t1
OG0003319	CARHR025050	Aa_G632470.h1.t1
OG0003320	CARHR026340	Aa_G431880.h1.t1
OG0003321	CARHR116390	Aa_G373630.h1.t1
OG0003321	CARHR239900	Aa_G324930.h1.t1
OG0003322	CARHR100170, CARHR011990	Aa_G339060.h1.t1
OG0003324	CARHR075780, CARHR198170	Aa_G596020.h1.t1
OG0003325	CARHR185830	Aa_G251140.h1.t1
OG0003326	CARHR206470	Aa_G386330.h2.t1, Aa_G386330.h1.t1
OG0003326	CARHR206480	Aa_G386310.h1.t1
OG0003327	CARHR207540	Aa_G261290.h1.t1
OG0003327	CARHR165970	Aa_G663080.h1.t1
OG0003328	CARHR189580	Aa_G377400.h1.t1
OG0003329	CARHR060520	Aa_G469590.h1.t1
OG0003330	CARHR062930	Aa_G144600.h1.t1
OG0003330	CARHR025000, CARHR024880	Aa_G126690.h1.t1
OG0003331	CARHR071210	Aa_G121510.h1.t1
OG0003332	CARHR068560	Aa_G323730.h1.t1, Aa_G348850.h1.t1
OG0003333	CARHR067010	Aa_G30420.h1.t1
OG0003334	CARHR072390	Aa_G859400.h1.t1
OG0003335	CARHR072480	Aa_G370250.h1.t1
OG0003336	CARHR087910	Aa_G595500.h1.t1, Aa_G595510.h1.t1
OG0003337	CARHR092430	Aa_G71210.h1.t1
OG0003338	CARHR098110	Aa_G538140.h1.t1
OG0003338	CARHR221720	Aa_G418480.h1.t1
OG0003339	CARHR043480	Aa_G501480.h1.t1
OG0003340	CARHR167560, CARHR076350	Aa_G461230.h1.t1
OG0003342	CARHR169060	Aa_G114130.h1.t1
OG0003343	CARHR172460	Aa_G2480.h1.t1
OG0003351	CARHR229510, CARHR229520	Aa_G147680.h1.t1, Aa_G147690.h1.t1
OG0003351	CARHR229530	Aa_G147710.h1.t1
OG0003352	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950	Aa_G525310.h1.t1, Aa_G530150.h1.t1, Aa_G96760.h1.t1
OG0003356	CARHR085130, CARHR085150	Aa_G398070.h1.t1
OG0003360	CARHR240230	Aa_G724250.h1.t1
OG0003362	CARHR286410	Aa_G395350.h1.t1
OG0003364	CARHR243170	Aa_G84840.h1.t1
OG0003366	CARHR223660, CARHR129330	Aa_G173150.h1.t1
OG0003368	CARHR145370	Aa_G146390.h1.t1, Aa_G333960.h1.t1
OG0003369	CARHR262200	Aa_G151560.h1.t1
OG0003369	CARHR262190	Aa_G151540.h1.t1
OG0003370	CARHR013730	Aa_G164210.h1.t1
OG0003370	CARHR146790	Aa_G207050.h1.t1
OG0003371	CARHR261440	Aa_G612820.h1.t1
OG0003371	CARHR148940	Aa_G27410.h1.t1
OG0003372	CARHR262560	Aa_G169300.h1.t1
OG0003372	CARHR152100	Aa_G486880.h1.t1
OG0003373	CARHR214960, CARHR058510	Aa_G288090.h1.t1
OG0003374	CARHR057320	Aa_G291790.h1.t1
OG0003375	CARHR047400	Aa_G309380.h1.t1, Aa_G247410.h1.t1
OG0003375	CARHR212980	Aa_G547840.h1.t1
OG0003376	CARHR233370	Aa_G565400.h1.t1, Aa_G153920.h1.t1
OG0003377	CARHR270770	Aa_G168120.h1.t1
OG0003377	CARHR256740	Aa_G227090.h1.t1
OG0003378	CARHR258730	Aa_G201720.h1.t1
OG0003379	CARHR268650	Aa_G480140.h1.t1
OG0003380	CARHR271540	Aa_G763610.h1.t1
OG0003381	CARHR235800, CARHR271680	Aa_G74750.h1.t1
OG0003382	CARHR293760	Aa_G20670.h1.t1
OG0003382	CARHR203060	Aa_G159030.h1.t1
OG0003383	CARHR275170	Aa_G606840.h1.t1
OG0003384	CARHR225790	Aa_G203400.h1.t1
OG0003385	CARHR227270	Aa_G245240.h1.t1
OG0003387	CARHR256240	Aa_G414530.h1.t1
OG0003389	CARHR128120	Aa_G146030.h1.t1
OG0003389	CARHR028240	Aa_G408540.h1.t1
OG0003390	CARHR029790, CARHR029800, CARHR219130	Aa_G389890.h1.t1
OG0003391	CARHR245030	Aa_G223090.h1.t1
OG0003394	CARHR191050, CARHR215770	Aa_G692840.h1.t1
OG0003395	CARHR227160	Aa_G572320.h1.t1
OG0003396	CARHR255260, CARHR255270	Aa_G495040.h1.t1
OG0003397	CARHR034140	Aa_G15610.h1.t1
OG0003397	CARHR176470	Aa_G118050.h1.t1
OG0003398	CARHR218290	Aa_G321550.h1.t1
OG0003400	CARHR219820, CARHR179980	Aa_G206680.h1.t1
OG0003402	CARHR222160, CARHR058620, CARHR187980	Aa_G295150.h1.t1
OG0003403	CARHR173240	Aa_G364410.h1.t1
OG0003404	CARHR142630	Aa_G249880.h1.t1
OG0003405	CARHR170150	Aa_G551950.h1.t1
OG0003406	CARHR016340, CARHR146250	Aa_G560080.h1.t1
OG0003407	CARHR212130	Aa_G264670.h1.t1
OG0003407	CARHR083160	Aa_G24270.h1.t1
OG0003409	CARHR280200	Aa_G383020.h1.t1
OG0003410	CARHR000850	Aa_G105780.h1.t1
OG0003411	CARHR250810	Aa_G354900.h1.t1
OG0003412	CARHR126280	Aa_G243590.h1.t1
OG0003412	CARHR004600	Aa_G235350.h1.t1
OG0003413	CARHR124030	Aa_G470360.h1.t1
OG0003414	CARHR123040	Aa_G391900.h1.t1
OG0003415	CARHR075320	Aa_G451720.h1.t1
OG0003415	CARHR198820	Aa_G798460.h1.t1
OG0003416	CARHR197080	Aa_G96860.h1.t1
OG0003417	CARHR079530	Aa_G4990.h1.t1
OG0003417	CARHR186010	Aa_G430220.h1.t1
OG0003418	CARHR079620	Aa_G5100.h1.t1
OG0003419	CARHR194020	Aa_G83710.h1.t1
OG0003420	CARHR135290	Aa_G340420.h1.t1
OG0003422	CARHR132240	Aa_G30120.h1.t1
OG0003422	CARHR163410	Aa_G13900.h1.t1
OG0003424	CARHR164080	Aa_G260960.h1.t1
OG0003425	CARHR016010	Aa_G112410.h1.t1
OG0003426	CARHR257870	Aa_G535270.h1.t1
OG0003426	CARHR017870	Aa_G324130.h1.t1
OG0003427	CARHR084020, CARHR084030	Aa_G483310.h1.t1
OG0003429	CARHR021630, CARHR070360	Aa_G165010.h1.t1
OG0003430	CARHR063160	Aa_G294990.h1.t1
OG0003432	CARHR026100	Aa_G442200.h1.t1
OG0003432	CARHR012340	Aa_G468380.h1.t1, Aa_G144460.h1.t1, Aa_G298950.h1.t1
OG0003433	CARHR116630	Aa_G393020.h1.t1
OG0003435	CARHR000710	Aa_G291110.h1.t1
OG0003436	CARHR009490	Aa_G73520.h1.t1
OG0003437	CARHR257250	Aa_G164700.h1.t1
OG0003438	CARHR075650	Aa_G14850.h1.t1
OG0003439	CARHR195680	Aa_G255810.h1.t1
OG0003439	CARHR077490	Aa_G783860.h1.t1
OG0003440	CARHR195220	Aa_G474060.h1.t1
OG0003443	CARHR189530	Aa_G377450.h1.t1
OG0003444	CARHR156820, CARHR156810	Aa_G213550.h1.t1, Aa_G210260.h1.t1, Aa_G561400.h1.t1
OG0003446	CARHR064260	Aa_G610790.h1.t1
OG0003446	CARHR023430	Aa_G367200.h1.t1
OG0003447	CARHR022860	Aa_G198720.h1.t1
OG0003447	CARHR065030	Aa_G252120.h1.t1
OG0003448	CARHR073110	Aa_G145380.h1.t1
OG0003448	CARHR016830	Aa_G65530.h1.t1
OG0003449	CARHR087360	Aa_G40020.h1.t1
OG0003451	CARHR093050	Aa_G522740.h1.t1, Aa_G225220.h1.t1, Aa_G367640.h1.t1
OG0003452	CARHR093400	Aa_G62990.h1.t1
OG0003452	CARHR093390	Aa_G63000.h1.t1
OG0003453	CARHR093500, CARHR093510	Aa_G181810.h1.t1
OG0003455	CARHR242800	Aa_G503090.h1.t1, Aa_G110260.h1.t1
OG0003456	CARHR043130	Aa_G173450.h1.t1, Aa_G319810.h1.t1
OG0003456	CARHR111440	Aa_G440850.h1.t1
OG0003457	CARHR164980	Aa_G287650.h1.t1
OG0003458	CARHR170880	Aa_G208930.h1.t1
OG0003459	CARHR088390	Aa_G546590.h1.t1
OG0003460	CARHR247130, CARHR117970, CARHR103850	Aa_G544550.h1.t1
OG0003462	CARHR010750	Aa_G678810.h1.t1
OG0003464	CARHR080200	Aa_G51200.h1.t1
OG0003464	CARHR080190	Aa_G51190.h1.t1
OG0003465	CARHR286920	Aa_G463090.h1.t1
OG0003466	CARHR205330	Aa_G728250.h1.t1, Aa_G728240.h1.t1, Aa_G611190.h1.t1, Aa_G611180.h1.t1
OG0003481	CARHR237740	Aa_G301270.h1.t1
OG0003482	CARHR109330	Aa_G325450.h1.t1, Aa_G325450.h2.t1, Aa_G426540.h2.t1, Aa_G426540.h1.t1
OG0003483	CARHR037210	Aa_G332850.h1.t1
OG0003483	CARHR238960	Aa_G521310.h1.t1
OG0003484	CARHR240320	Aa_G9890.h1.t1
OG0003484	CARHR115880	Aa_G269880.h1.t1
OG0003485	CARHR241680	Aa_G51540.h1.t1, Aa_G397120.h1.t1
OG0003487	CARHR214520	Aa_G80790.h1.t1
OG0003488	CARHR054250, CARHR054240	Aa_G56990.h1.t1
OG0003489	CARHR052940	Aa_G238510.h2.t1, Aa_G238510.h1.t1
OG0003489	CARHR010700	Aa_G427950.h1.t1
OG0003491	CARHR148830	Aa_G27490.h1.t1
OG0003492	CARHR057680	Aa_G686010.h1.t1
OG0003493	CARHR084480	Aa_G324400.h1.t1
OG0003493	CARHR084470	Aa_G324410.h1.t1
OG0003494	CARHR259140, CARHR014940	Aa_G297970.h1.t1
OG0003495	CARHR256760	Aa_G84040.h1.t1, Aa_G84030.h1.t1
OG0003496	CARHR265750	Aa_G416700.h1.t1, Aa_G789940.h1.t1, Aa_G789940.h2.t1, Aa_G508360.h1.t1
OG0003497	CARHR271090	Aa_G307340.h1.t1
OG0003498	CARHR288960	Aa_G84630.h1.t1, Aa_G84600.h1.t1
OG0003499	CARHR203740	Aa_G516780.h1.t1
OG0003499	CARHR278470	Aa_G51360.h1.t1
OG0003500	CARHR277980	Aa_G268310.h1.t1
OG0003501	CARHR204070	Aa_G130520.h1.t1
OG0003501	CARHR095280	Aa_G164630.h1.t1
OG0003502	CARHR228380	Aa_G472140.h1.t1
OG0003503	CARHR050230, CARHR230940	Aa_G55820.h1.t1
OG0003505	CARHR260090	Aa_G61140.h1.t1
OG0003506	CARHR030100	Aa_G279700.h1.t1
OG0003507	CARHR030190	Aa_G216270.h1.t1
OG0003508	CARHR107840	Aa_G580100.h1.t1
OG0003508	CARHR243970	Aa_G157100.h1.t1
OG0003509	CARHR108600, CARHR244650	Aa_G179390.h1.t1
OG0003510	CARHR292870	Aa_G204780.h1.t1
OG0003510	CARHR245650	Aa_G402100.h1.t1
OG0003511	CARHR214750	Aa_G336610.h1.t1
OG0003512	CARHR181060	Aa_G492540.h1.t1
OG0003513	CARHR252360	Aa_G41840.h1.t1, Aa_G41850.h1.t1
OG0003515	CARHR173550, CARHR223760	Aa_G63500.h1.t1
OG0003516	CARHR219790	Aa_G622760.h1.t1, Aa_G830400.h1.t1, Aa_G830400.h2.t1, Aa_G709410.h1.t1, Aa_G622770.h1.t1, Aa_G329010.h1.t1
OG0003516	CARHR105490, CARHR105460	Aa_G197350.h1.t1
OG0003517	CARHR218090	Aa_G283120.h1.t1
OG0003519	CARHR219150	Aa_G124890.h1.t1
OG0003519	CARHR100370	Aa_G309090.h1.t1
OG0003521	CARHR213550	Aa_G229830.h1.t1, Aa_G43220.h1.t1, Aa_G7610.h1.t1
