Orthogroup	Cardamine_hirsuta	Noccaea_praecox
OG0003191	CARHR070250	Np002G075990
OG0003192	CARHR186700	Np001G014360
OG0003193	CARHR060100	Np002G091630, Np004G209940
OG0003194	CARHR238930	Np005G272440
OG0003194	CARHR117800	Np006G365960
OG0003195	CARHR113310	Np006G369270
OG0003195	CARHR112840, CARHR113290	Np006G370230
OG0003196	CARHR015510	Np004G241420
OG0003197	CARHR048860	Np002G121070
OG0003197	CARHR012690	Np004G245470
OG0003198	CARHR008840	Np004G250300
OG0003200	CARHR008320, CARHR008310	Np004G250910
OG0003201	CARHR004090, CARHR010410	Np004G255490
OG0003202	CARHR131200, CARHR131270	Np006G332290
OG0003203	CARHR079640	Np007G419040
OG0003204	CARHR208810	Np003G129050
OG0003206	CARHR188080	Np001G012830
OG0003207	CARHR274520	Np001G009920
OG0003208	CARHR070310	Np002G075930
OG0003209	CARHR089170, CARHR089180	Np007G405830
OG0003210	CARHR089470	Np007G405740
OG0003212	CARHR090980	Np007G390080
OG0003213	CARHR091340	Np007G390410
OG0003214	CARHR093340	Np007G393580
OG0003215	CARHR038940	Np004G198700
OG0003215	CARHR093960	Np007G394600
OG0003216	CARHR108720, CARHR105920, CARHR108710, CARHR219930	Np007G374820
OG0003217	CARHR111240	Np007G371850
OG0003217	CARHR236190	Np005G276440
OG0003218	CARHR043300	Np004G193550
OG0003219	CARHR096950	Np007G380860
OG0003220	CARHR095040	Np007G396880
OG0003222	CARHR165000	Np001G058500
OG0003222	CARHR165010	Np001G058510
OG0003224	CARHR166040	Np001G059910
OG0003225	CARHR166300	Np001G060180
OG0003226	CARHR170140, CARHR138980	Np001G065070
OG0003227	CARHR058710, CARHR058700	Np002G094500, Np002G094490
OG0003228	CARHR150720, CARHR150710	Np001G068190, Np001G068180
OG0003229	CARHR291980, CARHR037480, CARHR106010	Np007G374830
OG0003230	CARHR174200	Np001G032900, Np001G033050, Np006G331050, Np006G331060, Np006G331040
OG0003231	CARHR178060	Np001G038800
OG0003233	CARHR247450	Np005G261320
OG0003234	CARHR120520	Np006G358380
OG0003235	CARHR013510	Np004G244230
OG0003235	CARHR013520	Np004G244220
OG0003236	CARHR019910	Np004G236300, Np004G236310, Np004G236320, Np004G236280
OG0003243	CARHR114920	Np002G107900
OG0003247	CARHR184720	Np006G366480
OG0003248	CARHR118300	Np006G366420
OG0003249	CARHR240040	Np005G270810
OG0003249	CARHR116210	Np006G364080
OG0003250	CARHR240330	Np005G270310
OG0003250	CARHR115870	Np006G363840
OG0003251	CARHR221990	Np005G303360
OG0003252	CARHR241820, CARHR156580	Np005G263940
OG0003253	CARHR179150	Np001G040310, Np001G040240
OG0003254	CARHR137030	Np006G329230, Np006G329160
OG0003254	CARHR137670	Np006G328310
OG0003255	CARHR010260	Np004G248710
OG0003256	CARHR013610	Np004G244100
OG0003256	CARHR288530	Np001G023580
OG0003257	CARHR149790	Np001G020080
OG0003257	CARHR261940	Np005G316740
OG0003258	CARHR264020	Np005G314190
OG0003261	CARHR266110	Np003G164500
OG0003262	CARHR266930	Np003G161470
OG0003262	CARHR235150	Np005G277950
OG0003263	CARHR268310	Np003G160760, Np003G187150
OG0003264	CARHR201970	Np003G137870
OG0003264	CARHR188120	Np001G012970
OG0003265	CARHR202600	Np003G137070
OG0003265	CARHR155340	Np001G012240
OG0003266	CARHR190220	Np001G010410
OG0003266	CARHR204740	Np006G360650, Np003G134590
OG0003267	CARHR205000	Np003G134350
OG0003268	CARHR225540, CARHR225550	Np005G291130
OG0003269	CARHR253600	Np003G182690
OG0003270	CARHR117560, CARHR120200, CARHR120210	Np004G208600
OG0003271	CARHR027510	Np004G210850
OG0003272	CARHR030000, CARHR029990, CARHR029960	Np004G213990
OG0003273	CARHR030110	Np004G214130
OG0003274	CARHR107540	Np007G375990
OG0003274	CARHR243730	Np005G266440, Np005G266400
OG0003275	CARHR243980	Np005G267040
OG0003276	CARHR244780	Np005G268080
OG0003276	CARHR108690	Np007G374880
OG0003277	CARHR244900, CARHR118850, CARHR244930, CARHR108930	Np005G268240
OG0003278	CARHR247940	Np005G260630
OG0003279	CARHR294460	Np005G260610
OG0003280	CARHR129790	Np006G340300
OG0003281	CARHR176540	Np001G037150
OG0003282	CARHR216800	Np005G310560
OG0003282	CARHR103060	Np007G389070
OG0003283	CARHR218570	Np005G308170
OG0003283	CARHR101310	Np007G387620
OG0003285	CARHR219660, CARHR219670, CARHR054020	Np005G306980
OG0003286	CARHR221200	Np005G304420
OG0003286	CARHR098680	Np007G383640
OG0003287	CARHR221460	Np005G304000
OG0003287	CARHR098370	Np007G383250
OG0003288	CARHR257280	Np006G321180
OG0003289	CARHR058880, CARHR139040, CARHR199340	Np006G326370
OG0003290	CARHR211370	Np003G174650
OG0003292	CARHR190820, CARHR151250	Np003G150860
OG0003293	CARHR157260	Np001G048950
OG0003293	CARHR277200	Np001G006080
OG0003294	CARHR278670	Np001G004150
OG0003294	CARHR203570	Np003G136050
OG0003295	CARHR158740	Np001G050730
OG0003295	CARHR279690	Np001G002710
OG0003296	CARHR281190	Np001G000800
OG0003297	CARHR160540	Np001G052640
OG0003298	CARHR179190	Np001G040350
OG0003299	CARHR126430	Np006G356990
OG0003299	CARHR004540	Np004G255020
OG0003300	CARHR123240	Np006G352030
OG0003301	CARHR119470	Np006G361420, Np006G361360
OG0003302	CARHR241270	Np005G263360
OG0003303	CARHR199320	Np003G140910
OG0003304	CARHR083060, CARHR083080, CARHR083070, CARHR083090	Np007G414260, Np007G414270
OG0003305	CARHR077040	Np007G422700
OG0003305	CARHR196280	Np003G144080
OG0003306	CARHR079090	Np007G420000
OG0003307	CARHR185920	Np001G015220
OG0003307	CARHR079440	Np007G419320
OG0003308	CARHR259910, CARHR082280	Np007G415260
OG0003308	CARHR183920	Np001G017830
OG0003309	CARHR232610	Np003G155480, Np005G281090
OG0003310	CARHR017570	Np004G239160
OG0003311	CARHR017750	Np004G238970, Np004G247060
OG0003312	CARHR066520	Np002G081070
OG0003313	CARHR018780	Np004G237690
OG0003314	CARHR019550	Np004G236760
OG0003315	CARHR021650	Np004G234210
OG0003316	CARHR022600, CARHR022660, CARHR022640, CARHR022630	Np002G073720
OG0003317	CARHR022960, CARHR258050, CARHR022900, CARHR182360, CARHR182150	Np004G232010
OG0003318	CARHR023720	Np004G230510, Np002G084850
OG0003319	CARHR025050	Np004G226990
OG0003319	CARHR062660	Np002G086560
OG0003320	CARHR026340	Np004G209600
OG0003321	CARHR116390	Np006G364270
OG0003321	CARHR239900	Np005G271030
OG0003322	CARHR100170, CARHR011990	Np004G246560
OG0003323	CARHR007320	Np004G251940
OG0003324	CARHR198170	Np003G142010
OG0003325	CARHR185830	Np001G015310
OG0003326	CARHR206470	Np003G132400
OG0003326	CARHR206480	Np003G132390
OG0003327	CARHR207540	Np003G130720
OG0003327	CARHR165970	Np001G059840
OG0003328	CARHR189580	Np001G011130
OG0003329	CARHR060520	Np002G090730
OG0003330	CARHR062930	Np002G086220
OG0003330	CARHR024880	Np004G227850, Np004G227780
OG0003331	CARHR071210	Np002G074560
OG0003332	CARHR068560	Np002G078220, Np004G236080
OG0003333	CARHR067010	Np002G080650, Np002G080110
OG0003334	CARHR072410, CARHR072390	Np002G072930, Np002G072920
OG0003335	CARHR072480	Np002G072870
OG0003335	CARHR017290	Np004G239380
OG0003336	CARHR087910	Np007G407810, Np007G407800
OG0003337	CARHR092430	Np007G392150
OG0003338	CARHR098110	Np007G382820
OG0003338	CARHR221720	Np005G303720
OG0003339	CARHR043480	Np004G193290
OG0003340	CARHR167560	Np001G061970
OG0003341	CARHR168400, CARHR168420, CARHR168410	Np001G062910
OG0003342	CARHR169060	Np001G063600
OG0003343	CARHR172460	Np001G068370
OG0003346	CARHR171180	Np001G066620, Np001G066610
OG0003348	CARHR281830	Np023G439370, Np023G439490
OG0003351	CARHR229510, CARHR229520	Np005G285000
OG0003351	CARHR229530	Np001G043880
OG0003352	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950	Np003G143410
OG0003354	CARHR028360, CARHR052530	Np003G177570
OG0003356	CARHR085130, CARHR085150	Np001G012470, Np007G411540
OG0003359	CARHR239990	Np004G199940
OG0003360	CARHR240230	Np005G270470
OG0003361	CARHR287180	Np022G439160
OG0003362	CARHR286410	Np007G379160
OG0003362	CARHR241900, CARHR146060	Np005G264030
OG0003364	CARHR243170	Np005G265510
OG0003364	CARHR250380	Np003G186970
OG0003365	CARHR241800, CARHR241810	Np005G263930
OG0003366	CARHR129330	Np006G340840
OG0003367	CARHR144710	Np001G026170
OG0003368	CARHR145370	Np005G311150
OG0003369	CARHR262200	Np005G316360, Np005G316390
OG0003369	CARHR262190	Np005G316400, Np005G316370, Np005G316410
OG0003370	CARHR146790	Np001G023370
OG0003371	CARHR261440	Np005G317830
OG0003371	CARHR148940	Np001G020630
OG0003372	CARHR262560	Np005G315860
OG0003372	CARHR152100	Np001G019240
OG0003373	CARHR214960	Np005G312520
OG0003374	CARHR235330	Np005G277470
OG0003376	CARHR233370	Np005G279970, Np005G279980
OG0003377	CARHR270770	Np003G156560
OG0003378	CARHR258730	Np003G174240
OG0003378	CARHR231800	Np005G282330
OG0003379	CARHR268650	Np003G160300
OG0003379	CARHR204420, CARHR234320	Np005G278880
OG0003380	CARHR271540	Np003G155270
OG0003381	CARHR271680	Np003G155180
OG0003382	CARHR293760	Np001G003690
OG0003382	CARHR203060	Np003G136520
OG0003383	CARHR275170	Np001G009260
OG0003384	CARHR225790	Np005G290640
OG0003385	CARHR227270	Np005G288250
OG0003386	CARHR228920, CARHR228930	Np005G285870, Np005G285910
OG0003387	CARHR032620	Np004G206150
OG0003387	CARHR256240	Np003G178380
OG0003389	CARHR128120	Np006G342980
OG0003389	CARHR028240	Np004G211780
OG0003390	CARHR029790, CARHR029800	Np004G213790
OG0003392	CARHR113710	Np006G368800, Np006G368780
OG0003393	CARHR113670	Np006G368880
OG0003394	CARHR215770	Np005G311380
OG0003395	CARHR227160	Np002G113070, Np005G318380
OG0003396	CARHR255260, CARHR255270	Np003G180360, Np003G180350
OG0003397	CARHR176470	Np001G037090
OG0003398	CARHR218290	Np005G307800
OG0003399	CARHR219620	Np005G306990
OG0003400	CARHR219820, CARHR179980	Np005G306690
OG0003402	CARHR222160, CARHR058620, CARHR187980, CARHR058610	Np005G303030
OG0003403	CARHR173240	Np001G069340
OG0003404	CARHR142630	Np006G321620, Np006G321290
OG0003405	CARHR170150	Np001G065080
OG0003406	CARHR016340, CARHR146250	Np001G024070
OG0003406	CARHR146130	Np001G024100
OG0003407	CARHR212130	Np003G125140
OG0003407	CARHR083160	Np007G414150
OG0003408	CARHR158850	Np001G050870
OG0003409	CARHR159040	Np001G051110
OG0003410	CARHR249030	Np003G188840
OG0003411	CARHR250810	Np003G186550
OG0003412	CARHR126280	Np006G356810
OG0003412	CARHR004600	Np004G254940
OG0003413	CARHR124030	Np006G347220, Np006G353560
OG0003414	CARHR123040	Np006G350780
OG0003414	CARHR207560	Np003G130710
OG0003415	CARHR075320	Np007G424920
OG0003415	CARHR198820	Np003G141420
OG0003416	CARHR197080	Np003G143260
OG0003417	CARHR079530	Np007G419250
OG0003417	CARHR186010	Np001G015060
OG0003418	CARHR079620	Np007G419080
OG0003419	CARHR194020	Np003G146820
OG0003420	CARHR135290	Np006G331980
OG0003421	CARHR130680	Np006G339190
OG0003422	CARHR132240	Np006G337460
OG0003422	CARHR163410	Np001G056350
OG0003424	CARHR133290	Np006G335140
OG0003424	CARHR164080	Np001G057260
OG0003425	CARHR016010	Np004G240850
OG0003426	CARHR017870	Np004G238880
OG0003427	CARHR021350	Np004G234510
OG0003427	CARHR084030	Np007G413230
OG0003428	CARHR021590	Np004G196160
OG0003429	CARHR021630	Np004G234230
OG0003429	CARHR070360	Np002G075780
OG0003430	CARHR063160	Np002G085870
OG0003431	CARHR025090	Np004G227130, Np004G227170
OG0003432	CARHR026100	Np004G209240
OG0003433	CARHR116630	Np006G364550
OG0003434	CARHR114260	Np006G367440
OG0003434	CARHR114280, CARHR114270	Np006G367580
OG0003435	CARHR000710	Np004G259220
OG0003436	CARHR009490	Np004G249660
OG0003437	CARHR257250	Np007G397610
OG0003439	CARHR195680	Np003G144840
OG0003439	CARHR077490	Np007G422110
OG0003440	CARHR195220	Np003G145280, Np007G373610
OG0003441	CARHR275970	Np001G007720
OG0003442	CARHR276670	Np001G006840
OG0003443	CARHR157980	Np001G050020
OG0003443	CARHR189530	Np001G011200
OG0003444	CARHR156820, CARHR156810	Np001G048050
OG0003445	CARHR190580	Np003G151200
OG0003446	CARHR064260	Np002G084320
OG0003446	CARHR023430	Np007G401880, Np007G402410, Np004G231040
OG0003447	CARHR022860	Np004G232110
OG0003447	CARHR065030	Np002G082810
OG0003448	CARHR016830	Np004G239920
OG0003449	CARHR087360	Np007G408510
OG0003450	CARHR045030	Np004G191170
OG0003450	CARHR088170	Np007G407470
OG0003451	CARHR093050	Np007G392920
OG0003452	CARHR093400	Np007G393730
OG0003452	CARHR093390	Np007G393700
OG0003455	CARHR242800	Np007G377400
OG0003456	CARHR043130	Np004G193830
OG0003456	CARHR111440	Np007G371660
OG0003457	CARHR164980	Np001G058480
OG0003458	CARHR170880	Np001G066260
OG0003459	CARHR044840	Np004G191390
OG0003459	CARHR088390	Np007G407040
OG0003462	CARHR010750	Np004G248150
OG0003464	CARHR080200	Np007G418330
OG0003465	CARHR286930	Np004G216450
OG0003465	CARHR286920	Np004G216440
OG0003466	CARHR205330	Np003G134010, Np003G133900
OG0003481	CARHR237740	Np005G274620
OG0003483	CARHR037210	Np004G200650
OG0003483	CARHR238960	Np005G272410
OG0003484	CARHR240320	Np005G270320
OG0003484	CARHR115880	Np006G363850
OG0003485	CARHR241680	Np001G004580, Np005G263750
OG0003487	CARHR214520	Np004G250520
OG0003488	CARHR054250, CARHR054240	Np002G112680
OG0003489	CARHR052940	Np002G115530
OG0003489	CARHR010700	Np004G248190
OG0003491	CARHR148830	Np001G020780
OG0003491	CARHR261430	Np005G317890
OG0003492	CARHR057680	Np002G097200
OG0003492	CARHR215890	Np005G311270
OG0003493	CARHR084480	Np007G412630
OG0003493	CARHR084470	Np007G376780
OG0003494	CARHR014940	Np004G242220
OG0003495	CARHR256760	Np003G184470
OG0003497	CARHR271090	Np003G156140, Np005G279990
OG0003498	CARHR288960	Np003G137750
OG0003499	CARHR203740	Np003G135890
OG0003500	CARHR204050	Np003G135450
OG0003500	CARHR277980	Np001G004970
OG0003501	CARHR204070	Np003G135430
OG0003501	CARHR095280	Np007G397500
OG0003503	CARHR050230, CARHR230940	Np005G283700
OG0003505	CARHR260090	Np003G176280
OG0003505	CARHR286310	Np004G204210, Np004G203980
OG0003506	CARHR030100	Np004G214120
OG0003507	CARHR030180	Np004G214300
OG0003508	CARHR107840	Np007G375660
OG0003508	CARHR243970	Np005G267050
OG0003509	CARHR244650	Np005G267930
OG0003510	CARHR245650	Np005G269100
OG0003511	CARHR214690	Np005G312780
OG0003511	CARHR214750	Np005G312710
OG0003512	CARHR181060	Np001G041990
OG0003513	CARHR252360	Np003G184730
OG0003513	CARHR227850	Np005G287630
OG0003515	CARHR173550, CARHR223760	Np001G032670
OG0003517	CARHR218090	Np005G307490, Np005G307480
OG0003519	CARHR219150	Np005G309310
OG0003519	CARHR100370	Np005G292560, Np007G386680, Np007G386480
OG0003520	CARHR099270	Np007G384480
OG0003521	CARHR213550	Np005G318420
OG0003522	CARHR058340, CARHR058290	Np001G040900, Np006G324800
OG0003523	CARHR168450	Np001G062930
OG0003524	CARHR277440	Np001G005700
OG0003525	CARHR279220	Np001G003260
OG0003526	CARHR158750	Np001G050740
OG0003527	CARHR066690	Np001G045100
OG0003528	CARHR006690	Np004G252640
OG0003529	CARHR234600	Np005G278590
OG0003529	CARHR268260	Np003G160910
OG0003530	CARHR197330	Np003G142970
OG0003530	CARHR076470	Np007G423370, Np002G122490
OG0003531	CARHR193660	Np003G147250
OG0003533	CARHR051330, CARHR134310	Np006G333740
OG0003534	CARHR133990	Np006G334090
OG0003535	CARHR130830	Np006G338850, Np006G338870
OG0003535	CARHR130840	Np006G338860
OG0003536	CARHR017590	Np004G239140
OG0003537	CARHR066590	Np002G081000
OG0003537	CARHR018810	Np004G237640
OG0003538	CARHR019580	Np004G236710
OG0003539	CARHR023020	Np004G231900
OG0003540	CARHR023640	Np004G230670
OG0003540	CARHR063990	Np002G084670
OG0003541	CARHR063540	Np002G085420
OG0003542	CARHR026290	Np004G209430
OG0003543	CARHR026610	Np004G209760
OG0003544	CARHR215860	Np005G317500
OG0003545	CARHR294550	Np006G364870, Np001G040040
OG0003546	CARHR005060	Np004G254350
OG0003547	CARHR144610, CARHR195890	Np001G035780, Np002G122560, Np003G144560
OG0003548	CARHR194130, CARHR194140	Np003G146710, Np003G146720
OG0003549	CARHR182040	Np001G016370
OG0003550	CARHR183250	Np001G017270
OG0003550	CARHR081830	Np007G415870
OG0003551	CARHR188800	Np001G011980
OG0003552	CARHR276610	Np001G006890
OG0003552	CARHR156710	Np001G047940
OG0003553	CARHR276830	Np001G006650
OG0003554	CARHR160250	Np001G052280, Np001G052240, Np001G052310
OG0003555	CARHR157420	Np001G049250
OG0003556	CARHR023300	Np004G231210
OG0003556	CARHR064530	Np002G083890
OG0003558	CARHR072520, CARHR017240	Np002G072830
OG0003559	CARHR016810	Np004G239940
OG0003560	CARHR089370	Np007G405580
OG0003560	CARHR043950	Np004G192600
OG0003561	CARHR089790	Np007G404990
OG0003562	CARHR290700	Np005G301310
OG0003562	CARHR092090	Np007G391550
OG0003563	CARHR039400	Np004G198280, Np004G198260
OG0003564	CARHR041930	Np004G195190, Np004G195200
OG0003565	CARHR099650	Np007G385200
OG0003567	CARHR109270	Np007G374190
OG0003568	CARHR218340	Np007G384170
OG0003569	CARHR045840, CARHR045850, CARHR044320, CARHR043880, CARHR045830	Np004G190220
OG0003575	CARHR193730	Np003G147150
OG0003583	CARHR241170	Np005G275490
OG0003585	CARHR165680	Np001G059460
OG0003586	CARHR238370	Np005G273230
OG0003587	CARHR115540	Np001G007140
OG0003589	CARHR242630	Np005G264430
OG0003591	CARHR010310	Np004G248660
OG0003592	CARHR051600	Np002G117400
OG0003593	CARHR177060	Np001G025670
OG0003594	CARHR014850	Np004G242290
OG0003595	CARHR292470	Np001G019830
OG0003596	CARHR263860	Np005G314210
OG0003597	CARHR013030	Np004G244880
OG0003597	CARHR048390	Np002G121530
OG0003598	CARHR083530, CARHR083390	Np007G413820, Np007G412370
OG0003599	CARHR085460	Np007G411120, Np001G019040
OG0003600	CARHR145210	Np007G410330
OG0003601	CARHR086870	Np007G409070
OG0003603	CARHR235580	Np005G277140
OG0003604	CARHR235210	Np005G277640
OG0003605	CARHR117950	Np001G068470
OG0003606	CARHR234130	Np005G279080
OG0003606	CARHR269400	Np003G158500
OG0003607	CARHR201240	Np003G138620
OG0003609	CARHR203070	Np003G136510
OG0003610	CARHR278620	Np003G135990
OG0003611	CARHR225150	Np005G291870
OG0003612	CARHR225270	Np004G215780
OG0003613	CARHR186940	Np006G359110, Np001G014080
OG0003614	CARHR027370, CARHR027460	Np004G210800, Np004G210710
OG0003615	CARHR028170	Np004G211730
OG0003616	CARHR244150	Np005G267310
OG0003618	CARHR163160	Np004G197480
OG0003619	CARHR085350	Np007G411260, Np007G411270
OG0003620	CARHR178360	Np001G039390
OG0003621	CARHR178180	Np001G039150
OG0003624	CARHR173910	Np001G031530, Np005G295560
OG0003625	CARHR142750	Np003G178060, Np001G012940, Np006G321420
OG0003626	CARHR172590	Np001G068510
OG0003627	CARHR141040	Np006G323670
OG0003628	CARHR170460, CARHR139740	Np001G065600
OG0003630	CARHR139120	Np006G326230
OG0003631	CARHR191930	Np003G149240
OG0003632	CARHR015140	Np004G241880
OG0003633	CARHR160160	Np001G052160
OG0003635	CARHR160970	Np001G053140
OG0003635	CARHR281670	Np001G000210
OG0003637	CARHR002180	Np004G257600
OG0003638	CARHR251140	Np003G186080
OG0003639	CARHR114810	Np006G363040
OG0003640	CARHR075340	Np007G424880
OG0003640	CARHR198770	Np003G141470
OG0003641	CARHR185710	Np001G015450
OG0003641	CARHR079420	Np007G419350, Np002G077580
OG0003642	CARHR186270, CARHR079950	Np001G014730
OG0003643	CARHR134630	Np006G333090
OG0003644	CARHR074560, CARHR074550	Np002G070240
OG0003645	CARHR017080	Np004G239590, Np011G435760
OG0003646	CARHR067020	Np002G080100
OG0003647	CARHR019850	Np004G236420
OG0003648	CARHR022760	Np004G232320
OG0003648	CARHR071730	Np002G073570
OG0003649	CARHR060430	Np002G090890
OG0003651	CARHR013530	Np006G360830, Np004G244210
OG0003652	CARHR005870	Np004G253450
OG0003653	CARHR005200	Np004G254190
OG0003655	CARHR196270	Np003G144090
OG0003656	CARHR195900	Np003G144550
OG0003657	CARHR087140	Np007G408760
OG0003658	CARHR208610	Np003G129320
OG0003659	CARHR275450	Np001G008850
OG0003659	CARHR205700	Np003G133390
OG0003660	CARHR272290	Np003G154500
OG0003661	CARHR160600	Np001G052710
OG0003662	CARHR154930	Np001G046520
OG0003663	CARHR062580	Np002G086670
OG0003664	CARHR113110	Np001G009850
OG0003665	CARHR065230	Np002G082620
OG0003666	CARHR073980	Np005G316590
OG0003667	CARHR087670	Np007G408130, Np007G408150, Np007G408100, Np006G342000
OG0003668	CARHR088310	Np007G407270
OG0003669	CARHR044670	Np004G191580
OG0003670	CARHR088990, CARHR089010	Np007G406000
OG0003671	CARHR090330	Np007G404230
OG0003672	CARHR092300	Np007G391880
OG0003673	CARHR100450	Np007G386880, Np001G031350
OG0003674	CARHR102050	Np007G388400
OG0003674	CARHR183990	Np001G017860
OG0003675	CARHR269770	Np003G157980
OG0003676	CARHR105270	Np007G416070
OG0003677	CARHR090600	Np007G403440
OG0003678	CARHR096460	Np007G380320
OG0003678	CARHR041070	Np004G196060
OG0003679	CARHR162070	Np001G054340
OG0003680	CARHR162200	Np001G054530
OG0003681	CARHR163590	Np001G056530
OG0003681	CARHR132090	Np006G337090
OG0003682	CARHR166190	Np001G060110
OG0003683	CARHR161600, CARHR161620, CARHR161630	Np001G069920, Np001G053860
OG0003687	CARHR053490	Np002G114630
OG0003687	CARHR053520	Np002G114550
OG0003695	CARHR240410, CARHR236100	Np005G276540
OG0003696	CARHR238070	Np005G274070
OG0003697	CARHR242660, CARHR242670	Np005G264420
OG0003698	CARHR243200	Np005G265540
OG0003698	CARHR243190	Np005G265530
OG0003699	CARHR033890	Np002G105640
OG0003701	CARHR144620	Np001G026240
OG0003703	CARHR214630	Np005G312870
OG0003704	CARHR049390	Np002G120260
OG0003705	CARHR136000	Np006G330910
OG0003707	CARHR258420	Np003G173670
OG0003708	CARHR268950, CARHR268940	Np007G386310, Np003G159360, Np002G114620, Np002G113770
OG0003709	CARHR000660, CARHR270370	Np003G157290
OG0003710	CARHR023600	Np004G230700
OG0003710	CARHR200120	Np003G140050
OG0003711	CARHR213500	Np005G294570
OG0003712	CARHR178340	Np001G039380
OG0003712	CARHR227120	Np005G288470
OG0003713	CARHR178810	Np001G039950
OG0003713	CARHR227530	Np005G287180
OG0003714	CARHR229260	Np005G285480
OG0003715	CARHR230680, CARHR255150	Np003G180540
OG0003716	CARHR166740	Np001G060840, Np001G049010
OG0003719	CARHR210430	Np003G127080, Np003G127090
OG0003720	CARHR012640	Np005G307880, Np003G126200
OG0003721	CARHR255210	Np003G180410
OG0003723	CARHR099410	Np007G384700
OG0003724	CARHR290040	Np001G065400, Np005G302440
OG0003726	CARHR142820	Np005G306210, Np006G321310
OG0003727	CARHR141460	Np006G323150
OG0003728	CARHR139110	Np006G326240, Np006G326260
OG0003729	CARHR139100	Np006G326280
OG0003730	CARHR168310	Np001G062790
OG0003731	CARHR040500, CARHR210130	Np001G035100, Np002G116700, Np003G127360
OG0003732	CARHR285860	Np003G153000
OG0003733	CARHR003560	Np001G040950
OG0003734	CARHR180000	Np001G041110
OG0003734	CARHR180030, CARHR180010	Np001G041120
OG0003735	CARHR180290	Np001G041430
OG0003736	CARHR126660	Np006G357290
OG0003737	CARHR126930	Np007G419300
OG0003738	CARHR125350, CARHR005290	Np006G355440
OG0003740	CARHR124500	Np006G354240, Np006G348760
OG0003740	CARHR006000	Np004G253350
OG0003741	CARHR120330	Np006G358090
OG0003741	CARHR120370, CARHR120340	Np006G358100
OG0003742	CARHR126420	Np004G246140
OG0003743	CARHR076050	Np007G423930
OG0003744	CARHR212960, CARHR183180	Np005G319320
OG0003746	CARHR080720	Np007G417390
OG0003747	CARHR081870	Np007G415820
OG0003748	CARHR082520	Np007G414970
OG0003749	CARHR082780	Np007G414560
OG0003750	CARHR058330	Np001G059420
OG0003751	CARHR001500	Np004G258370
OG0003752	CARHR017930	Np004G238820
OG0003753	CARHR071360	Np002G074310
OG0003753	CARHR022400	Np004G232770
OG0003754	CARHR024560	Np004G228630
OG0003755	CARHR025230	Np004G226590
OG0003756	CARHR231770	Np005G282440
OG0003758	CARHR113600, CARHR053880, CARHR246670	Np006G368960
OG0003759	CARHR015280	Np001G026610, Np004G241710
OG0003760	CARHR009530	Np004G249600
OG0003761	CARHR004750	Np004G254750
OG0003762	CARHR127120, CARHR127570	Np005G311540
OG0003763	CARHR003460	Np007G372160
OG0003763	CARHR003470	Np004G256200
OG0003764	CARHR001110	Np004G258760
OG0003765	CARHR197440	Np003G142800
OG0003766	CARHR197300	Np003G143020, Np003G181690
OG0003767	CARHR190090	Np001G010530
OG0003768	CARHR276760	Np001G006730, Np006G363570, Np006G363540, Np006G365670
OG0003769	CARHR272100	Np003G154710
OG0003771	CARHR272500	Np003G154190
OG0003772	CARHR241880	Np005G264000
OG0003773	CARHR062130	Np002G087350
OG0003774	CARHR062460	Np002G086900
OG0003775	CARHR122790, CARHR071970	Np002G073400
OG0003775	CARHR036490	Np002G073390
OG0003776	CARHR072380	Np002G072970
OG0003777	CARHR072650	Np002G072760
OG0003778	CARHR095330	Np007G397540, Np004G196870
OG0003779	CARHR096200	Np011G435720, Np011G435880
OG0003780	CARHR041870	Np004G195260, Np007G381220
OG0003781	CARHR100070	Np007G386020
OG0003782	CARHR103030	Np007G389060
OG0003783	CARHR103470	Np007G389500
OG0003784	CARHR087970	Np007G407710
OG0003785	CARHR045130	Np004G191120
OG0003786	CARHR041920	Np004G195210
OG0003787	CARHR039830, CARHR039820, CARHR039840	Np004G197710
OG0003788	CARHR163940	Np001G057100
OG0003791	CARHR166800	Np001G060940
OG0003794	CARHR221280, CARHR221270	Np004G193710
OG0003795	CARHR113800, CARHR113770, CARHR113790, CARHR113780	Np006G368650, Np006G368660, Np006G368670
OG0003796	CARHR254120, CARHR122340	Np001G046710
OG0003797	CARHR024620	Np001G046320
OG0003799	CARHR025810	Np004G208900
OG0003801	CARHR281100	Np001G000920
OG0003802	CARHR275990	Np001G007690
OG0003803	CARHR207550	Np005G289550
OG0003804	CARHR121100	Np006G358980
OG0003805	CARHR196500	Np003G143820
OG0003806	CARHR191010	Np003G150640
OG0003807	CARHR274570	Np001G009880
OG0003810	CARHR158220, CARHR158230, CARHR293060	Np001G050240, Np001G050270
OG0003811	CARHR196490	Np003G143840
OG0003813	CARHR148240	Np001G021620
OG0003823	CARHR235950	Np005G276690
OG0003824	CARHR239490	Np005G271590
OG0003827	CARHR242940	Np005G265180
OG0003828	CARHR030740	Np003G151330, Np003G151320
OG0003829	CARHR286960	Np004G216280
OG0003830	CARHR055610	Np001G014150
OG0003831	CARHR010070	Np004G249000
OG0003832	CARHR143990	Np001G027490
OG0003833	CARHR123850	Np006G353120, Np006G347660
OG0003834	CARHR046430	Np002G124410
OG0003835	CARHR012750	Np004G245390
OG0003835	CARHR048710	Np002G121210
