Orthogroup	Cardamine_hirsuta	Arabidopsis_lyrata_Rawat
OG0000630	CARHR214580	nbis-gene-1960
OG0000630	CARHR154590, CARHR152310	nbis-gene-1253
OG0000632	CARHR248140, CARHR171160	AL6G53410
OG0000633	CARHR015830	AL1G27390
OG0000633	CARHR074460	AL2G41520
OG0000634	CARHR285670, CARHR285680, CARHR285660	AL8G35750
OG0000634	CARHR285690	AL8G35770
OG0000635	CARHR123630	AL4G25170
OG0000635	CARHR283970	AL4G26790, AL2G17780
OG0000636	CARHR207350	AL6G15780
OG0000636	CARHR194090, CARHR207340	nbis-gene-1473
OG0000636	CARHR207330	nbis-gene-1474
OG0000637	CARHR171480	AL2G27660
OG0000638	CARHR272930	nbis-gene-2208, AL446U10010, nbis-gene-2207
OG0000638	CARHR289130, CARHR237650	AL7G22510
OG0000639	CARHR240060	AL7G20820
OG0000639	CARHR290350	AL7G37250
OG0000641	CARHR097730	AL3G35920
OG0000641	CARHR097740, CARHR097750	AL3G35930
OG0000642	CARHR262940, CARHR263150, CARHR263140	nbis-gene-1948, nbis-gene-1949
OG0000642	CARHR263120	AL7G51170
OG0000645	CARHR152270	AL7G42080
OG0000645	CARHR220370	AL7G42090
OG0000646	CARHR152320	AL5G19070
OG0000646	CARHR075950	AL3G11160
OG0000647	CARHR084100	AL3G20890
OG0000648	CARHR173010	AL7G24820
OG0000648	CARHR289920, CARHR052460, CARHR173030, CARHR173020	AL5G45520, nbis-gene-1415
OG0000649	CARHR034830	AL2G20450
OG0000649	CARHR022200	AL1G35050
OG0000649	CARHR069710	AL2G36220
OG0000650	CARHR175880	AL8G12460, AL8G12470
OG0000651	CARHR273570	AL8G36490
OG0000652	CARHR190140, CARHR190190, CARHR190130	AL6G34620, AL6G34630, AL6G34610
OG0000653	CARHR263960, CARHR053150	AL3G44670
OG0000654	CARHR273100	AL4G20500, AL8G35690, AL8G35420, AL8G35160
OG0000658	CARHR186220, CARHR148820, CARHR163790	AL6G39320, AL5G34870
OG0000659	CARHR270360, CARHR237200	AL3G48490, AL8G32480
OG0000660	CARHR155410	AL5G25840
OG0000660	CARHR285390	AL8G35540
OG0000661	CARHR125260, CARHR125190	AL7G44360, AL5G34850, AL4G26860
OG0000662	CARHR197480	AL6G26710
OG0000662	CARHR076360	AL3G11680
OG0000662	CARHR197470	AL6G26730
OG0000663	CARHR060630	AL2G26930
OG0000663	CARHR026400, CARHR026390, CARHR026410	AL1G40220
OG0000664	CARHR087660	AL5G41010
OG0000664	CARHR085920	AL3G22880
OG0000665	CARHR147930	nbis-gene-1227, nbis-gene-1225, nbis-gene-334, nbis-gene-982
OG0000665	CARHR147950, CARHR147940	nbis-gene-1214
OG0000666	CARHR237090, CARHR237070, CARHR237080, CARHR237060	AL7G23140
OG0000667	CARHR151200, CARHR152860	AL5G23280, AL5G23260, AL5G23270
OG0000669	CARHR139290	AL4G43000, AL788U10010
OG0000669	CARHR143780	AL5G10200
OG0000670	CARHR230960	AL7G29780
OG0000670	CARHR230970	AL7G29770
OG0000671	CARHR262410	AL7G51370
OG0000671	CARHR263360, CARHR263370, CARHR263380	AL7G51400
OG0000671	CARHR263330, CARHR263610	AL7G51380, AL7G51390
OG0000672	CARHR128340	AL4G30180
OG0000672	CARHR028630	AL1G43100
OG0000673	CARHR146780	AL5G14430
OG0000673	CARHR117940	AL4G14420, AL4G14430
OG0000674	CARHR002110	AL1G12180
OG0000674	CARHR142960	AL4G47130
OG0000674	CARHR250520	AL6G50790
OG0000675	CARHR073680	AL2G40590
OG0000675	CARHR125860	AL2G10560, AL4G27440
OG0000676	CARHR006760	AL1G17190
OG0000676	CARHR067530	AL2G34150
OG0000677	CARHR024890	AL8G21080, AL1G38470
OG0000677	CARHR024900	AL1G38500
OG0000685	CARHR237310	AL7G22910
OG0000685	CARHR110130	AL3G48560
OG0000685	CARHR233760	AL7G26760
OG0000686	CARHR183040	nbis-gene-1720, nbis-gene-1719
OG0000687	CARHR222930	AL7G38430
OG0000687	CARHR140390	AL4G44290
OG0000687	CARHR171040	AL5G42950
OG0000688	CARHR144920	AL5G11520
OG0000689	CARHR033420, CARHR023140, CARHR260800	AL1G48470, AL1G36330, AL6G43430
OG0000691	CARHR091620	AL3G29220
OG0000691	CARHR134070	nbis-gene-1119
OG0000692	CARHR169120, CARHR169130	AL5G40510
OG0000692	CARHR169140	AL5G40520
OG0000692	CARHR137870	AL4G41400
OG0000693	CARHR165850	AL5G37020
OG0000693	CARHR134810	AL4G37470
OG0000694	CARHR117280	AL4G15320
OG0000694	CARHR118600, CARHR116950	AL3G33570, AL4G18460
OG0000695	CARHR067250	AL2G34000
OG0000695	CARHR037390	AL2G15580
OG0000696	CARHR042410	nbis-gene-89
OG0000697	CARHR040870	AL1G58520
OG0000698	CARHR163670, CARHR228300	AL7G32390
OG0000698	CARHR083760, CARHR228310, CARHR254090	AL3G20550, AL2G28800
OG0000699	CARHR133740	AL4G36290
OG0000700	CARHR122410	AL41U10020
OG0000700	CARHR122400	AL4G23670, AL41U10010
OG0000702	CARHR198830	AL6G25210
OG0000702	CARHR148910	AL5G16960
OG0000702	CARHR075300	AL3G10530
OG0000703	CARHR209610	AL6G13200
OG0000703	CARHR130760	AL4G32640
OG0000704	CARHR226510	AL7G34350
OG0000704	CARHR177500	AL8G14130
OG0000704	CARHR177490	AL8G14120
OG0000705	CARHR099620, CARHR099610	nbis-gene-1155
OG0000705	CARHR050270	AL4G42570
OG0000706	CARHR188230	AL6G36900
OG0000706	CARHR188240	AL6G36890
OG0000706	CARHR032980	AL1G47920
OG0000706	CARHR278880	AL8G42360
OG0000707	CARHR083770	AL3G20540
OG0000707	CARHR060990	AL2G27140
OG0000708	CARHR011870	AL1G22690
OG0000708	CARHR011880	AL2G22010, AL1G56770, AL1G56660, AL3G48810, AL2G21970, AL1G57980
OG0000709	CARHR195290	AL6G28980
OG0000709	CARHR177620	AL8G13720, AL8G13700, AL8G14330
OG0000709	CARHR177050	AL8G13790, AL8G14360, AL8G14240
OG0000709	CARHR177020, CARHR177110	AL8G13750
OG0000709	CARHR161160	AL5G32010
OG0000709	CARHR195240	AL6G29000
OG0000710	CARHR014170	AL1G25580
OG0000711	CARHR217760	nbis-gene-957, AL4G13540, nbis-gene-958
OG0000712	CARHR240650	AL7G19070
OG0000714	CARHR214450	AL7G52640
OG0000715	CARHR253700, CARHR253710	AL6G47420
OG0000716	CARHR215830	AL7G45690
OG0000716	CARHR036130	AL7G45680
OG0000717	CARHR021580	AL1G34180, AL1G34170
OG0000718	CARHR086290	AL3G23300
OG0000719	CARHR273430	AL8G36400
OG0000719	CARHR219410, CARHR219360	nbis-gene-66, AL5G18160
OG0000720	CARHR172930	AL5G45410
OG0000720	CARHR250310	nbis-gene-1664
OG0000720	CARHR002020	AL1G12090
OG0000721	CARHR250450	AL6G50900
OG0000721	CARHR092030	AL3G29700
OG0000722	CARHR062810	AL2G28920
OG0000722	CARHR025030	AL1G38660
OG0000722	CARHR014750	AL1G26200
OG0000723	CARHR187090, CARHR178000, CARHR187100	AL6G38280
OG0000724	CARHR165290	AL5G36430
OG0000724	CARHR220170	AL2G13260
OG0000724	CARHR060750	AL3G50880
OG0000725	CARHR221320, CARHR081900	AL7G39900
OG0000725	CARHR222290	AL1G39710, AL5G17020, AL7G39890, AL7G39860
OG0000725	CARHR081890	AL6G16610
OG0000727	CARHR010430	AL1G61840
OG0000727	CARHR011140	AL1G21900
OG0000727	CARHR290720	AL7G39090
OG0000728	CARHR194280	AL6G30020, AL6G30040
OG0000728	CARHR194270	AL6G30010
OG0000730	CARHR145570	AL5G12890
OG0000730	CARHR014420, CARHR014410	AL1G25880
OG0000731	CARHR147210	AL5G14930
OG0000732	CARHR270610	AL8G32720
OG0000732	CARHR233660	AL7G26830
OG0000732	CARHR162710	AL5G33610
OG0000734	CARHR276090, CARHR276080	AL8G39130, AL8G39120
OG0000735	CARHR269450	nbis-gene-2145
OG0000736	CARHR203040	AL6G20760
OG0000736	CARHR113510	AL4G11780
OG0000736	CARHR246810	AL7G12130
OG0000737	CARHR247250	AL7G11480
OG0000737	CARHR247240	AL7G11490
OG0000737	CARHR114340	AL4G13060
OG0000738	CARHR126970	AL4G28600
OG0000738	CARHR126770	AL4G28950
OG0000739	CARHR215740, CARHR057480	AL2G22710
OG0000741	CARHR088130	AL3G25380
OG0000741	CARHR270140	AL8G32260
OG0000741	CARHR045160	AL1G63510
OG0000742	CARHR282560	nbis-gene-455, nbis-gene-181
OG0000744	CARHR194210	AL6G30130
OG0000744	CARHR253520	AL6G47630
OG0000749	CARHR013700	AL1G25080
OG0000749	CARHR025970	AL1G39810
OG0000749	CARHR146710	AL5G14380
OG0000750	CARHR050300	AL2G10650
OG0000750	CARHR290110	AL2G10680
OG0000751	CARHR209410, CARHR278050	AL3G21430
OG0000751	CARHR084590	AL8G41410
OG0000752	CARHR188450	AL6G36650
OG0000752	CARHR202560	AL6G21310
OG0000753	CARHR035730	AL3G41960
OG0000753	CARHR035720	AL1G51950
OG0000754	CARHR035490, CARHR035510	AL1G51870
OG0000754	CARHR184500	AL8G19380
OG0000755	CARHR252450	AL6G48720, AL6G48730
OG0000755	CARHR252440	AL6G48740
OG0000756	CARHR244020	AL7G15460
OG0000756	CARHR244030	nbis-gene-1587
OG0000756	CARHR178040	AL8G14650
OG0000757	CARHR210930	AL6G11690
OG0000757	CARHR163640	AL4G34170
OG0000758	CARHR125870	AL4G27450, AL103U10060
OG0000758	CARHR016430	AL1G28080
OG0000759	CARHR123360	AL4G24830
OG0000760	CARHR166490	AL5G37670
OG0000761	CARHR095740, CARHR284770	AL3G33860
OG0000762	CARHR110370	AL3G48270
OG0000763	CARHR044340	AL1G62710
OG0000763	CARHR044350	AL1G62720
OG0000764	CARHR041140	AL1G58920
OG0000764	CARHR040740, CARHR040730	AL1G58360
OG0000765	CARHR183480	nbis-gene-1352, AL5G32540, AL5G32520, AL5G32510
OG0000766	CARHR043780	AL1G62120, AL1G62110, AL1G62500
OG0000766	CARHR044100	AL1G51510
OG0000767	CARHR221800	AL1G31630
OG0000767	CARHR229180, CARHR229170, CARHR221810	AL7G31340
OG0000768	CARHR254830	AL1G49540, AL6G46140, AL6G46130, AL6G46100
OG0000772	CARHR286780	AL5G18140
OG0000772	CARHR286770	AL5G18150
OG0000773	CARHR151920	AL5G18680
OG0000774	CARHR233870	AL5G11670, AL7G26650
OG0000774	CARHR039700	AL6G17470
OG0000774	CARHR270200	AL3G25890
OG0000775	CARHR085000, CARHR084990	AL3G21880, AL3G21870
OG0000776	CARHR083540, CARHR085810	AL3G22770
OG0000776	CARHR207500	AL3G20310
OG0000777	CARHR234780	AL8G30190
OG0000777	CARHR044650	AL1G63050
OG0000778	CARHR256530	AL6G23990
OG0000778	CARHR200090, CARHR200080, CARHR200060, CARHR200070, CARHR256580, CARHR256550, CARHR256420	AL6G23980
OG0000778	CARHR200050	AL6G24000
OG0000779	CARHR229220	AL7G31300
OG0000779	CARHR253500	AL6G47640
OG0000779	CARHR253530	AL7G41300
OG0000780	CARHR246900	AL7G12020
OG0000780	CARHR113440	AL4G11720
OG0000780	CARHR203120	AL6G20660
OG0000781	CARHR139000	AL4G42700
OG0000781	CARHR139020	AL4G42710
OG0000782	CARHR039930, CARHR148610	AL5G16600
OG0000782	CARHR221510	nbis-gene-1429
OG0000783	CARHR152900	AL5G22120
OG0000783	CARHR191470	AL1G30410
OG0000784	CARHR151390	AL5G22980
OG0000784	CARHR190930	AL6G33680
OG0000785	CARHR241370	AL7G18240
OG0000785	CARHR208570	AL6G14380
OG0000786	CARHR274910	nbis-gene-2192
OG0000786	CARHR274920	nbis-gene-2193
OG0000787	CARHR086970	AL3G24100
OG0000787	CARHR086940	AL3G24070, AL3G24080
OG0000788	CARHR150910	AL5G23550
OG0000788	CARHR274460	AL8G37370
OG0000789	CARHR073210	AL2G40190
OG0000789	CARHR045960	AL1G64500
OG0000791	CARHR166660	AL5G26620, AL5G37900
OG0000792	CARHR056870, CARHR056890, CARHR056880	AL2G20310
OG0000793	CARHR073720	AL2G10810
OG0000793	CARHR041350, CARHR180570	AL5G19470
OG0000794	CARHR121140	AL4G22190, AL4G22180, AL4G21900
OG0000796	CARHR061990	AL8G44570
OG0000798	CARHR223250	AL7G37320
OG0000798	CARHR224000	AL7G38010
OG0000800	CARHR145890	AL5G13310
OG0000800	CARHR157450	AL5G28120
OG0000801	CARHR208660	nbis-gene-1457
OG0000801	CARHR208640	AL6G14280
OG0000801	CARHR085090	AL3G22000
OG0000802	CARHR175620	AL8G12300
OG0000802	CARHR029230	AL1G44100
OG0000802	CARHR225180	AL7G35980
OG0000803	CARHR226580	AL7G34280
OG0000803	CARHR226560, CARHR226550, CARHR000020	AL7G34290
OG0000804	CARHR261780	AL7G49650
OG0000805	CARHR221690	AL7G40830
OG0000806	CARHR139550	AL4G43370
OG0000806	CARHR180110	AL8G16790
OG0000807	CARHR139430	AL4G43220
OG0000807	CARHR075060	AL3G10260
OG0000808	CARHR121890	AL4G23290
OG0000808	CARHR154860	AL5G25270
OG0000808	CARHR285630	AL8G35720
OG0000809	CARHR025340	AL1G39100
OG0000809	CARHR062290	AL2G28520
OG0000809	CARHR014320	AL1G25790
OG0000810	CARHR041490, CARHR040850	AL1G58510
OG0000812	CARHR120010	AL4G21360
OG0000813	CARHR092530	AL3G30300, AL3G30340
OG0000814	CARHR273720, CARHR273700	AL71U10020, AL8G36660
OG0000814	CARHR273710, CARHR259980	AL6G41370, AL71U10030, AL8G36670
OG0000818	CARHR158250	AL5G29060
OG0000818	CARHR235440	AL7G24940
OG0000818	CARHR046260	AL2G10100
OG0000819	CARHR085120	AL2G23950
OG0000819	CARHR166400	AL5G37560
OG0000820	CARHR133630	AL4G36220
OG0000820	CARHR080340	AL3G16640
OG0000820	CARHR080350	AL3G16650
OG0000821	CARHR264870	nbis-gene-2094, AL417U10020
OG0000821	CARHR264860	nbis-gene-2093
OG0000822	CARHR056320	AL2G19400
OG0000823	CARHR174150	AL8G10820
OG0000823	CARHR224220	AL7G37100
OG0000824	CARHR032480, CARHR032490	AL1G47490, AL1G47500
OG0000824	CARHR256200	AL6G44400
OG0000825	CARHR171910	AL5G43990
OG0000825	CARHR249120	AL6G52200
OG0000825	CARHR141530	AL4G45540
OG0000826	CARHR178250	AL4G17120, AL8G14980
OG0000826	CARHR139610	AL4G43460
OG0000827	CARHR268300	AL8G30430
OG0000827	CARHR241090	AL7G18510
OG0000827	CARHR211690	AL6G10810, AL6G10820
OG0000828	CARHR120790	AL4G28640
OG0000829	CARHR077500	AL3G13160
OG0000829	CARHR195650, CARHR195640	AL6G28630
OG0000830	CARHR294240	AL7G10380
OG0000830	CARHR069560	AL2G36050
OG0000831	CARHR020970	AL1G33430
OG0000831	CARHR020960	AL7G52770
OG0000833	CARHR089780, CARHR105580	AL3G27150
OG0000833	CARHR043620	AL1G61930
OG0000834	CARHR093990	AL3G31920
OG0000834	CARHR038910	AL1G55750
OG0000835	CARHR094540	AL3G32500
OG0000835	CARHR039650	AL1G56970
OG0000836	CARHR167450	AL5G38730
OG0000836	CARHR046600, CARHR167470	AL5G38750
OG0000842	CARHR147250, CARHR147260	AL5G14980, AL5G14970
OG0000842	CARHR147280	nbis-gene-1210
OG0000843	CARHR057170	AL2G19390, AL2G19480, AL2G19420
OG0000843	CARHR275080	AL8G37980
OG0000844	CARHR084040	AL3G20840
OG0000844	CARHR210450	AL6G12140
OG0000844	CARHR117070, CARHR210460	AL1G49910
OG0000845	CARHR257830	AL8G24710, AL7G28280
OG0000845	CARHR157370	AL5G28020
OG0000847	CARHR203680	AL8G41990
OG0000848	CARHR218130	AL8G10250, AL1G11420, AL6G52650
OG0000849	CARHR142040	AL4G46160
OG0000849	CARHR249450	AL6G52560
OG0000849	CARHR172260	AL5G44500
OG0000851	CARHR136870	AL4G40110
OG0000851	CARHR167670	AL5G39040
OG0000851	CARHR167690	AL5G39050
OG0000853	CARHR251490, CARHR251460, CARHR251480	AL3G46690, AL6G49880
OG0000853	CARHR251450, CARHR251430	AL6G49890
OG0000854	CARHR121270	AL4G21740
OG0000854	CARHR007790	AL1G18350, AL1G18340
OG0000855	CARHR156680	AL5G27270
OG0000855	CARHR276480	AL8G39660
OG0000857	CARHR153870	AL5G20580
OG0000857	CARHR157970	AL5G28670
OG0000857	CARHR157940	AL5G28640
OG0000859	CARHR170890	AL5G42790
OG0000859	CARHR140100	AL1G60310
OG0000860	CARHR222570, CARHR190800	AL6G33830
OG0000860	CARHR190780	AL6G33870
OG0000862	CARHR112790, CARHR112800	nbis-gene-936, nbis-gene-935, nbis-gene-990
OG0000863	CARHR221740, CARHR054030	AL7G40720, AL7G40670
OG0000863	CARHR215390	nbis-gene-1907
OG0000863	CARHR145270, CARHR145790, CARHR146690	nbis-gene-984
OG0000867	CARHR058270	AL2G24140, AL2G24160
OG0000867	CARHR058280	AL2G24170
OG0000868	CARHR206600	AL6G16690
OG0000868	CARHR086440	AL3G23490
OG0000869	CARHR174160	AL8G10830
OG0000869	CARHR224230	AL7G37090
OG0000870	CARHR027720	AL1G41780
OG0000870	CARHR127810, CARHR127790, CARHR127780, CARHR024060, CARHR024080, CARHR127800	AL4G29440
OG0000871	CARHR076520	AL3G11880
OG0000871	CARHR197260	AL6G26930
OG0000871	CARHR213900	AL7G52090
OG0000872	CARHR126460	AL4G28010
OG0000872	CARHR222020	AL7G40300
OG0000873	CARHR078380	AL3G14180
OG0000875	CARHR006210	AL1G16630
OG0000876	CARHR190520, CARHR190510	AL6G34140
OG0000878	CARHR050880	AL1G54770
OG0000879	CARHR006320, CARHR006230	AL1G16650
OG0000879	CARHR006220	AL1G16640
OG0000879	CARHR058140	AL265U10020
OG0000883	CARHR079100, CARHR242980	AL3G15000
OG0000884	CARHR061050	AL2G27180
OG0000884	CARHR026120	AL1G39960
OG0000885	CARHR022790	AL1G35970
OG0000885	CARHR235760	AL7G24550
OG0000886	CARHR036180	AL1G52630
OG0000886	CARHR180990	AL8G17760
OG0000887	CARHR142530	AL4G46700
OG0000887	CARHR142510	AL4G46670
OG0000888	CARHR168900	AL5G40270
OG0000888	CARHR137570	AL4G41040
OG0000889	CARHR155370	AL5G25290
OG0000890	CARHR163580	AL5G34640
OG0000890	CARHR132130	AL4G33980, AL4G33940
OG0000890	CARHR132120	AL5G37360
OG0000891	CARHR022770	AL1G35950
OG0000891	CARHR022780	AL1G35960
OG0000892	CARHR292350, CARHR187960, CARHR187920, CARHR000030	AL6G37260, AL6G37270
OG0000893	CARHR189360	AL6G35540, AL6G35550
OG0000894	CARHR175700	AL3G48580
OG0000894	CARHR110110	AL5G25820
OG0000894	CARHR155390, CARHR175680	AL3G48600
OG0000895	CARHR102000, CARHR102010, CARHR101980, CARHR101990	AL3G41720
OG0000897	CARHR163860	AL5G34950
OG0000897	CARHR132450	AL4G34840
OG0000898	CARHR042180	AL1G60070, AL1G60110
OG0000900	CARHR013820	AL1G25240
OG0000900	CARHR013840	AL1G25270
OG0000901	CARHR222900	AL7G38460
OG0000902	CARHR207860	AL6G15270
OG0000902	CARHR085430	AL3G22380
OG0000903	CARHR128090, CARHR118190, CARHR288970	AL2G19300, AL6G21840
OG0000904	CARHR202940	AL6G20860, AL9U11150
OG0000905	CARHR203030	AL6G20770
OG0000905	CARHR293810	AL8G42460
OG0000906	CARHR278950	AL8G42410
OG0000906	CARHR203300	AL6G20450
OG0000907	CARHR225450	AL7G35670
OG0000907	CARHR176080	AL8G12680
OG0000908	CARHR247460	AL7G11210
OG0000908	CARHR079980	AL3G16190
OG0000908	CARHR112630	nbis-gene-444, AL4G10840
OG0000909	CARHR024360	AL1G37870
OG0000909	CARHR197110	AL6G27070
OG0000910	CARHR273790	AL8G36750
OG0000910	CARHR273780	AL8G36740
OG0000911	CARHR184510, CARHR281010	AL8G44760
OG0000911	CARHR160230	AL5G30880
OG0000912	CARHR250860	AL6G50480
OG0000912	CARHR041260, CARHR041250, CARHR002310	AL1G12430
OG0000913	CARHR063830, CARHR023730	AL1G37070, AL2G30030
OG0000914	CARHR283600	AL3G13190
OG0000915	CARHR162790	AL5G33700
OG0000915	CARHR130700	AL4G32560
OG0000917	CARHR013440, CARHR013430	AL1G24740
OG0000918	CARHR218840	AL9U10470, AL9U10450
OG0000918	CARHR178290	AL8G15010
OG0000918	CARHR178270	AL8G15000
OG0000919	CARHR092500	AL3G30270, AL3G30260
OG0000920	CARHR044330	AL1G62690
OG0000920	CARHR213390	AL7G48560
OG0000921	CARHR039690	AL1G57040
OG0000921	CARHR039680	AL1G57030
OG0000921	CARHR039710	AL1G57070
OG0000923	CARHR258610, CARHR257930	AL8G24040
OG0000924	CARHR244690	AL7G14730
OG0000924	CARHR108620	AL3G51320
OG0000930	CARHR110230	AL3G48470
OG0000930	CARHR237130	AL7G23090
OG0000931	CARHR082840	AL3G19500
OG0000931	CARHR085720	AL3G22660
OG0000932	CARHR132320	AL4G33650
OG0000932	CARHR086480	AL3G23530
OG0000933	CARHR265320	AL8G26770
OG0000934	CARHR176970	AL8G13630
OG0000935	CARHR252220	AL6G48940
OG0000935	CARHR227740	AL7G32960
OG0000936	CARHR228280	AL7G32430
OG0000936	CARHR228290	AL7G32400
OG0000937	CARHR259700	AL7G29330
OG0000937	CARHR231410	AL7G29320
OG0000938	CARHR247080	AL7G11800
OG0000938	CARHR247090	AL7G11790
OG0000939	CARHR247680, CARHR112280	AL4G10580, AL4G10570
OG0000940	CARHR103300	AL3G43150
OG0000940	CARHR103330	AL7G15240, AL3G43220
OG0000941	CARHR220190	AL7G42220
OG0000941	CARHR099630	AL3G38520
OG0000941	CARHR005000	AL1G15360
OG0000942	CARHR220520	AL3G38050, AL7G41930
OG0000943	CARHR186330, CARHR080020	AL6G39090
OG0000944	CARHR169940, CARHR138530	AL5G41470
OG0000945	CARHR079810	AL304U10040
OG0000946	CARHR211900	AL6G10510
OG0000946	CARHR211920	AL6G10490
OG0000946	CARHR211910	AL6G10500
OG0000947	CARHR076200	AL3G11480
OG0000950	CARHR186670	AL6G38730
OG0000951	CARHR174530	AL8G11390
OG0000952	CARHR138860	AL4G42490
OG0000952	CARHR138840	AL5G17750
OG0000953	CARHR159180	AL5G30240
OG0000954	CARHR094790	AL3G32800
OG0000954	CARHR094800	AL3G32810
OG0000958	CARHR051310, CARHR053390	AL2G15010
OG0000961	CARHR058570	AL2G24570, AL2G24390, AL2G24400, AL2G24560
OG0000963	CARHR211040	AL6G11600
OG0000963	CARHR083780	AL3G20560
OG0000964	CARHR259030	AL8G23720
OG0000964	CARHR259020	AL8G23730
OG0000964	CARHR259000	AL8G23750
OG0000965	CARHR226120	AL486U10010
OG0000966	CARHR226300	AL7G34610
OG0000966	CARHR226270	AL7G34640
OG0000967	CARHR034660	AL1G50820
OG0000967	CARHR022550	AL1G35650
OG0000968	CARHR214940	AL7G46720
OG0000968	CARHR214950	AL7G46710
OG0000969	CARHR178370	AL8G15070
OG0000969	CARHR178390	AL8G15080
OG0000969	CARHR178530	AL66U10010
OG0000969	CARHR178410, CARHR178400	AL8G15090
OG0000970	CARHR280390	AL8G44100
OG0000971	CARHR056100, CARHR040380, CARHR165920	AL5G37100, AL5G36880
OG0000971	CARHR078170	AL3G13960
OG0000972	CARHR186860	AL6G38560
OG0000972	CARHR080310	AL3G16610
OG0000973	CARHR194000	AL6G30350
OG0000973	CARHR080710	AL3G17050
OG0000974	CARHR174860	AL4G32490, AL7G48410, AL7G48420, AL7G48400, AL7G48390
OG0000974	CARHR287590, CARHR289160	AL7G47900
OG0000975	CARHR020280	AL1G32480
OG0000975	CARHR068880	AL2G35440
OG0000976	CARHR015410	AL1G26900, AL7G44330
OG0000977	CARHR155670	AL5G26290
OG0000977	CARHR155650	AL5G26220
OG0000978	CARHR149960	AL5G24340, AL5G24290
OG0000978	CARHR149950	AL5G24350
OG0000979	CARHR180170	AL7G39590
OG0000979	CARHR054700	AL7G39600
OG0000980	CARHR131370	AL4G11570, AL4G29550
OG0000980	CARHR203610	AL7G49940
OG0000980	CARHR123180	AL4G11560
OG0000986	CARHR239090	AL7G20890, AL5G34940
OG0000987	CARHR031040	AL1G45810
OG0000988	CARHR207460	AL6G15700
OG0000988	CARHR085850	AL3G52710, AL3G22820
OG0000989	CARHR265010, CARHR287380	AL8G26450
OG0000989	CARHR181580, CARHR156760	AL8G18530
OG0000990	CARHR175330, CARHR224850	AL8G11980
OG0000991	CARHR032400, CARHR032420	AL1G47390
OG0000991	CARHR032430	AL1G47400
OG0000992	CARHR112820	AL4G11020, AL4G11010
OG0000992	CARHR247370	AL7G11320
OG0000993	CARHR101860, CARHR262470	AL7G50560
OG0000993	CARHR170130	AL5G41830
OG0000994	CARHR123470	AL4G24980
OG0000994	CARHR123460	AL4G24960
OG0000995	CARHR125160	AL4G26770
OG0000995	CARHR169200	AL1G15830
OG0000996	CARHR124230	AL4G25640
OG0000996	CARHR006380	AL1G16710
OG0000997	CARHR078250, CARHR013790	AL3G14020
OG0000998	CARHR134530	AL4G37130
OG0000998	CARHR165550	AL5G36650
OG0001000	CARHR107160	AL3G49610, AL3G49630
OG0001000	CARHR198490	AL6G25630
OG0001001	CARHR187220	AL6G37910, AL6G37900
OG0001002	CARHR087960	AL3G25180, AL3G25200
OG0001003	CARHR042730	AL1G60880
OG0001004	CARHR135110, CARHR135120	AL4G37790
OG0001008	CARHR237020	AL7G23180, AL7G23190
OG0001008	CARHR237010	AL7G23200
OG0001009	CARHR237560, CARHR237550	AL7G22610, AL7G22600
OG0001009	CARHR237540	AL7G22620
OG0001010	CARHR031220	nbis-gene-190
OG0001010	CARHR129780	AL4G31630
OG0001011	CARHR031450	AL1G46170
OG0001011	CARHR219430	AL7G42870
OG0001012	CARHR054590, CARHR054650	AL1G67200
OG0001012	CARHR009560	AL1G20110
OG0001013	CARHR056650	AL2G20000, AL2G20090
OG0001014	CARHR183790	AL5G17180
OG0001015	CARHR233050	AL7G27460
OG0001015	CARHR265460	AL8G26910
OG0001016	CARHR202210	AL6G21720
OG0001017	CARHR279560	AL8G43190
OG0001017	CARHR267030	AL8G29170
OG0001018	CARHR149590, CARHR175030, CARHR189900	AL6G34920
OG0001019	CARHR224360	AL7G36950
OG0001019	CARHR174310	AL8G11120
OG0001020	CARHR224630	AL7G36620
OG0001020	CARHR174790	AL8G11640
OG0001021	CARHR173250	AL5G45740
OG0001021	CARHR143270	AL4G47460, AL39U10040
OG0001022	CARHR142650	AL4G46820
OG0001022	CARHR053450, CARHR198440	AL6G25680
OG0001022	CARHR172650	AL2G23490, AL5G45070
OG0001023	CARHR190540	nbis-gene-1551
OG0001023	CARHR039750, CARHR109100	nbis-gene-2036, nbis-gene-2018, nbis-gene-900
OG0001024	CARHR125080	AL4G26690
OG0001024	CARHR125060	nbis-gene-79, AL4G26680
OG0001025	CARHR006450	AL1G16770
OG0001025	CARHR124100	AL4G25510
OG0001026	CARHR075760	AL3G10970
OG0001026	CARHR198210	AL6G25930
OG0001027	CARHR013580	AL1G25230
OG0001028	CARHR134230	AL4G36730
OG0001028	CARHR165180	AL5G36270
OG0001029	CARHR022270	AL1G35240, AL1G35120
OG0001029	CARHR071160	AL2G37860
OG0001030	CARHR020340	AL1G32560
OG0001030	CARHR068980	AL2G35570
OG0001031	CARHR020460	AL1G32700
OG0001031	CARHR069170	AL2G35750
OG0001032	CARHR070160	AL2G36740
OG0001032	CARHR021480	AL1G34080
OG0001034	CARHR063920	AL2G30110, AL1G37030, AL2G30100
OG0001035	CARHR078500	AL3G14320, AL3G14310
OG0001036	CARHR072190	AL2G39070
OG0001037	CARHR073540	AL2G40450
OG0001037	CARHR042450	AL1G60500
OG0001038	CARHR087580	AL3G24730
OG0001038	CARHR087590	AL3G24740
