Orthogroup	Cardamine_hirsuta	Arabidopsis_arenosa
OG0001564	CARHR020820	jg30560
OG0001565	CARHR274960	jg23065
OG0001566	CARHR176640	jg20541
OG0001566	CARHR225990	jg10668
OG0001567	CARHR033700	jg32097
OG0001567	CARHR033690	jg32096
OG0001568	CARHR028110	jg31393, jg31392, jg31394, jg31395
OG0001569	CARHR128370	jg18529
OG0001569	CARHR028840	jg31474
OG0001570	CARHR169880	jg15998
OG0001570	CARHR030380	jg31662
OG0001571	CARHR243770	jg8801
OG0001572	CARHR246580	jg8512
OG0001572	CARHR113620	jg16670
OG0001573	CARHR246940	jg8475
OG0001573	CARHR113360	jg16650
OG0001574	CARHR247600	jg8385
OG0001574	CARHR112430	jg16568
OG0001575	CARHR112210	jg16546
OG0001575	CARHR247800	jg8365
OG0001576	CARHR263480	jg12457
OG0001577	CARHR262850, CARHR262890, CARHR258220, CARHR262880	jg12515, jg12516
OG0001578	CARHR173800	jg20283
OG0001579	CARHR223900	jg10891
OG0001581	CARHR173120	jg16353
OG0001581	CARHR143030	jg20177
OG0001582	CARHR170230	jg16040
OG0001582	CARHR139250	jg19755
OG0001583	CARHR137340	jg19531
OG0001583	CARHR168130	jg15803
OG0001584	CARHR033340	jg1692, jg1419
OG0001584	CARHR136970	jg19482
OG0001585	CARHR167400	jg15724, jg15657
OG0001585	CARHR136610	jg19435
OG0001586	CARHR193380	jg5813
OG0001587	CARHR190680	jg6121
OG0001587	CARHR190700, CARHR190710	jg6119
OG0001588	CARHR155400	jg14469
OG0001589	CARHR277360	jg22811, jg23322, jg23321
OG0001589	CARHR157440	jg14683
OG0001590	CARHR165430	jg15480
OG0001590	CARHR279750	jg23596
OG0001591	CARHR002240	jg28603
OG0001591	CARHR250770	jg7969
OG0001592	CARHR002540	jg28636
OG0001592	CARHR251260, CARHR251250	jg7872
OG0001593	CARHR127430	jg18441
OG0001593	CARHR003810	jg28765
OG0001594	CARHR004690	jg28856
OG0001594	CARHR126200	jg18307, jg18308
OG0001595	CARHR077260	jg24156
OG0001595	CARHR077250	jg24155
OG0001596	CARHR194940	jg5653
OG0001596	CARHR077990	jg24243
OG0001597	CARHR080370	jg24516
OG0001598	CARHR194120	jg5741
OG0001599	CARHR184000	jg21361
OG0001599	CARHR082300	jg24717
OG0001600	CARHR130820	jg18788
OG0001600	CARHR162840	jg15221
OG0001601	CARHR018400	jg30304
OG0001601	CARHR066120	jg2955
OG0001602	CARHR021910	jg30702
OG0001602	CARHR070710	jg3390
OG0001603	CARHR063910	jg2680
OG0001603	CARHR023700	jg30892
OG0001604	CARHR023760	jg30903
OG0001604	CARHR063790	jg2673
OG0001605	CARHR023790	jg30906
OG0001605	CARHR063760	jg2667
OG0001606	CARHR263840, CARHR114730	jg16825
OG0001606	CARHR114720	jg16822
OG0001607	CARHR012880	jg29703
OG0001607	CARHR048600	jg593
OG0001608	CARHR011580	jg29557
OG0001609	CARHR193920	jg5758
OG0001609	CARHR002560	jg28641
OG0001610	CARHR085190, CARHR208480	jg4227
OG0001611	CARHR068620, CARHR068630	jg3183
OG0001612	CARHR087930	jg25309
OG0001612	CARHR045380	jg33746
OG0001613	CARHR043320	jg33513
OG0001613	CARHR090310	jg25564
OG0001614	CARHR041550	jg33283
OG0001614	CARHR096900	jg26280
OG0001615	CARHR125300	jg18228
OG0001615	CARHR041440	jg33279
OG0001616	CARHR107720	jg27886
OG0001616	CARHR243840	jg8796
OG0001617	CARHR028680	jg28136, jg28139
OG0001617	CARHR237580	jg9456
OG0001618	CARHR045860	jg33802
OG0001618	CARHR087380	jg25240
OG0001619	CARHR162830	jg15220
OG0001619	CARHR130810	jg18787
OG0001621	CARHR041040, CARHR041050, CARHR041060, CARHR204270	jg33244
OG0001621	CARHR270560	jg22564
OG0001622	CARHR014430	jg29877
OG0001622	CARHR014440	jg29726, jg29876, jg3951
OG0001623	CARHR159440, CARHR166840, CARHR166820, CARHR159430	jg15638
OG0001624	CARHR052810, CARHR047490	jg622, jg623, jg557, jg553
OG0001624	CARHR054050, CARHR048100, CARHR048530	jg493
OG0001627	CARHR026940	jg31263
OG0001627	CARHR026950	jg31264
OG0001629	CARHR146560	jg13218
OG0001630	CARHR125480	jg18240
OG0001630	CARHR125450	jg18241
OG0001631	CARHR060560	jg2351
OG0001631	CARHR026470	jg31215
OG0001632	CARHR054310, CARHR054300	jg1230
OG0001633	CARHR229410	jg10281
OG0001641	CARHR287200, CARHR283420, CARHR287210	jg259
OG0001642	CARHR284870	jg27524
OG0001642	CARHR241990	jg8977
OG0001643	CARHR287470	jg27755
OG0001643	CARHR243230	jg8861
OG0001644	CARHR010920	jg29476
OG0001645	CARHR146380	jg13196
OG0001645	CARHR146310	jg13195
OG0001646	CARHR147420	jg13328
OG0001646	CARHR013350	jg29759
OG0001647	CARHR213540	jg12709
OG0001647	CARHR148370	jg13419
OG0001648	CARHR213750	jg12696
OG0001648	CARHR148550	jg13455
OG0001649	CARHR262370	jg12561
OG0001649	CARHR151860	jg13666
OG0001650	CARHR153250	jg13850
OG0001650	CARHR263500	jg12451
OG0001651	CARHR233820	jg9827
OG0001651	CARHR270320	jg22545
OG0001652	CARHR211380	jg3927
OG0001653	CARHR084250	jg24907
OG0001653	CARHR259560	jg7143, jg7097
OG0001654	CARHR209860	jg4085
OG0001654	CARHR084390	jg24914
OG0001655	CARHR207750	jg4308
OG0001655	CARHR085650	jg25055
OG0001656	CARHR086920	jg25195
OG0001656	CARHR199580	jg5196
OG0001657	CARHR234620	jg9750
OG0001657	CARHR268240	jg22316
OG0001658	CARHR268540	jg22344
OG0001658	CARHR234450	jg9767
OG0001659	CARHR205720	jg4584
OG0001659	CARHR205730	jg4583
OG0001660	CARHR227180	jg10533
OG0001660	CARHR034930, CARHR034920	jg20687
OG0001661	CARHR254140, CARHR184900	jg7609
OG0001661	CARHR229740	jg10250
OG0001662	CARHR229930	jg10236
OG0001662	CARHR254330	jg7597
OG0001663	CARHR261040	jg7339
OG0001663	CARHR023200	jg30845
OG0001664	CARHR128780	jg18570
OG0001664	CARHR029780	jg31585
OG0001665	CARHR128910	jg18592
OG0001666	CARHR244210	jg8754
OG0001666	CARHR108050	jg27908
OG0001667	CARHR292860	jg16783
OG0001667	CARHR245680	jg8606
OG0001668	CARHR245970	jg8576
OG0001668	CARHR114500	jg16752
OG0001669	CARHR113320	jg16647
OG0001669	CARHR246990	jg8469
OG0001670	CARHR247850	jg8359
OG0001670	CARHR112110	jg16537
OG0001671	CARHR259810	jg7187
OG0001672	CARHR027240	jg31296
OG0001672	CARHR208950	jg4184
OG0001673	CARHR102410	jg26968
OG0001674	CARHR220350	jg11360
OG0001674	CARHR220360	jg11359
OG0001675	CARHR142360	jg20106
OG0001675	CARHR172440	jg16280
OG0001676	CARHR139770	jg19812
OG0001676	CARHR139760	jg19811, jg19810
OG0001677	CARHR169740	jg15980
OG0001677	CARHR138320	jg19652
OG0001678	CARHR169170	jg15905
OG0001678	CARHR137910	jg19602
OG0001679	CARHR168910	jg15878
OG0001679	CARHR137600	jg19568
OG0001681	CARHR281170	jg23737
OG0001681	CARHR160360	jg14957
OG0001682	CARHR251400	jg7901
OG0001682	CARHR002790	jg28658
OG0001683	CARHR003410	jg28726
OG0001683	CARHR179430	jg20801
OG0001684	CARHR180350	jg20901
OG0001684	CARHR003000	jg28759
OG0001685	CARHR003780	jg28762
OG0001685	CARHR180360	jg20902
OG0001686	CARHR127340	jg18432
OG0001686	CARHR003850	jg28769
OG0001687	CARHR004100	jg28794
OG0001687	CARHR127130	jg18399
OG0001688	CARHR005710	jg28967
OG0001688	CARHR124780	jg18171
OG0001689	CARHR006360	jg29016
OG0001689	CARHR124260	jg18129
OG0001690	CARHR123880	jg18087
OG0001690	CARHR006550	jg29037
OG0001691	CARHR006790	jg29061
OG0001691	CARHR123430	jg18047
OG0001693	CARHR122100	jg17872
OG0001693	CARHR007360	jg29112
OG0001694	CARHR196250	jg5520
OG0001694	CARHR077060	jg24133
OG0001695	CARHR078710	jg24330
OG0001696	CARHR185770	jg6705
OG0001696	CARHR079390	jg24402
OG0001697	CARHR081270	jg24619
OG0001697	CARHR182140	jg21570
OG0001698	CARHR134820	jg19221
OG0001698	CARHR165880	jg15533
OG0001699	CARHR163460	jg15289
OG0001699	CARHR132190	jg18889
OG0001700	CARHR072860	jg3609
OG0001700	CARHR016930	jg30131
OG0001701	CARHR020850	jg30574, jg30564
OG0001701	CARHR069690, CARHR199460	jg3273
OG0001702	CARHR070490	jg3365
OG0001702	CARHR021780	jg30685
OG0001703	CARHR022260	jg30742
OG0001703	CARHR071150	jg3433
OG0001705	CARHR023660	jg30884
OG0001705	CARHR063980	jg2686
OG0001706	CARHR026930	jg31262, jg31260
OG0001707	CARHR029560	jg32351, jg32353, jg31529
OG0001708	CARHR186920	jg6554
OG0001708	CARHR080380	jg24517
OG0001709	CARHR276720	jg23250
OG0001709	CARHR156800	jg14613
OG0001710	CARHR021700	jg30675
OG0001710	CARHR070430	jg3355
OG0001711	CARHR091780	jg25721
OG0001711	CARHR290300	jg11107
OG0001712	CARHR039660	jg33083
OG0001712	CARHR094550	jg26051
OG0001713	CARHR039890	jg33111
OG0001713	CARHR094960	jg26095
OG0001714	CARHR096350	jg26215
OG0001714	CARHR040990	jg33230
OG0001715	CARHR100720	jg26777
OG0001715	CARHR100680, CARHR100690	jg26775
OG0001715	CARHR100490, CARHR100480	jg26747
OG0001717	CARHR288900	jg13024
OG0001718	CARHR155000, CARHR155060	jg14455
OG0001718	CARHR154990	jg14456
OG0001718	CARHR154980	jg14459
OG0001719	CARHR106540	jg27674
OG0001720	CARHR119120	jg2923
OG0001721	CARHR013460	jg29770
OG0001721	CARHR013450	jg13380, jg29768
OG0001722	CARHR269860	jg22499, jg22501
OG0001722	CARHR269870	jg22503, jg22502
OG0001724	CARHR124300	jg18135
OG0001725	CARHR194740	jg5678, jg5677, jg5679, jg5675
OG0001727	CARHR271340	jg12264, jg12275, jg31435, jg22657
OG0001727	CARHR280610, CARHR280620	jg23682
OG0001728	CARHR255540	jg6809, jg6562, jg6814
OG0001729	CARHR222060	jg11183
OG0001730	CARHR236000	jg9607
OG0001731	CARHR238020	jg9400
OG0001732	CARHR238080	jg9393
OG0001732	CARHR109510	jg28079
OG0001733	CARHR238440	jg9354
OG0001733	CARHR184680	jg16859
OG0001734	CARHR238810	jg9308
OG0001734	CARHR117960	jg16891
OG0001735	CARHR284860	jg27523
OG0001735	CARHR241980	jg8979
OG0001736	CARHR284160, CARHR119570	jg8810
OG0001736	CARHR107450	jg27861
OG0001737	CARHR129180, CARHR125140	jg18619
OG0001737	CARHR030580	jg31699, jg31693
OG0001738	CARHR031920	jg31900
OG0001738	CARHR129530	jg18660
OG0001739	CARHR054460	jg1293
OG0001739	CARHR009610	jg29333
OG0001740	CARHR284170	jg1154
OG0001740	CARHR010100	jg29375
OG0001741	CARHR010530	jg29425
OG0001741	CARHR053550	jg1088
OG0001742	CARHR101690	jg26876
OG0001742	CARHR101680	jg26875
OG0001743	CARHR011400	jg29533
OG0001743	CARHR051380	jg842
OG0001744	CARHR213320	jg12725
OG0001745	CARHR148800	jg13489
OG0001745	CARHR261400	jg12672
OG0001746	CARHR286820	jg13620
OG0001746	CARHR262060	jg12607
OG0001748	CARHR214290	jg12343
OG0001748	CARHR059450	jg2216
OG0001749	CARHR046630	jg403
OG0001749	CARHR212780	jg12823
OG0001750	CARHR047890	jg527, jg528
OG0001751	CARHR086320	jg25131
OG0001751	CARHR206740	jg4424
OG0001753	CARHR086800	jg25182
OG0001753	CARHR206200	jg4520
OG0001754	CARHR257030	jg21764
OG0001755	CARHR233160	jg9895
OG0001755	CARHR265570	jg21956
OG0001756	CARHR265980	jg22023, jg22016
OG0001756	CARHR235550	jg9657
OG0001757	CARHR269280	jg22431, jg9789
OG0001758	CARHR193480	jg5804
OG0001758	CARHR177530, CARHR200620	jg5092
OG0001759	CARHR205180	jg4640
OG0001759	CARHR274790	jg23052
OG0001759	CARHR274800	jg23053
OG0001760	CARHR224320	jg10856
OG0001760	CARHR174280	jg20339
OG0001761	CARHR176100	jg20492
OG0001761	CARHR225470	jg10727
OG0001762	CARHR225890	jg10692
OG0001762	CARHR176310	jg20517
OG0001763	CARHR226720	jg10574
OG0001764	CARHR253170	jg7691
OG0001764	CARHR228970	jg10326
OG0001765	CARHR255370	jg7485, jg7486
OG0001766	CARHR256220	jg7389
OG0001766	CARHR032530	jg31973
OG0001767	CARHR064720	jg2818
OG0001767	CARHR260500	jg7274
OG0001767	CARHR033870	jg32123
OG0001768	CARHR127520	jg18449
OG0001769	CARHR108370	jg27923
OG0001769	CARHR244420	jg8732
OG0001770	CARHR280080	jg23627
OG0001770	CARHR159000	jg14851
OG0001771	CARHR114080	jg16709
OG0001771	CARHR246210	jg8552
OG0001772	CARHR294300	jg8321
OG0001773	CARHR265440	jg21940
OG0001773	CARHR128450	jg18537
OG0001774	CARHR180890	jg20936
OG0001775	CARHR228800	jg10341
OG0001775	CARHR252940	jg7711
OG0001777	CARHR249700, CARHR249710	jg8040
OG0001777	CARHR261630	jg12651
OG0001778	CARHR143050	jg20181
OG0001778	CARHR173100	jg16350
OG0001779	CARHR172960	jg16336
OG0001779	CARHR142970	jg20171
OG0001780	CARHR140330	jg19876
OG0001780	CARHR170950	jg16114
OG0001781	CARHR170410	jg16066
OG0001781	CARHR139510	jg19785
OG0001782	CARHR169460	jg15945
OG0001782	CARHR138080	jg19626
OG0001784	CARHR280170	jg23636
OG0001784	CARHR159020	jg14854
OG0001785	CARHR248510, CARHR248500	jg8204
OG0001785	CARHR000740	jg28459
OG0001786	CARHR001000	jg28481
OG0001786	CARHR249200	jg8122
OG0001787	CARHR249720	jg8041
OG0001787	CARHR001700	jg28546
OG0001788	CARHR250350	jg8003
OG0001788	CARHR001970	jg28575
OG0001789	CARHR250820	jg13095, jg7964
OG0001790	CARHR125000	jg18198
OG0001790	CARHR005590	jg28955
OG0001791	CARHR006040	jg28993
OG0001791	CARHR124470	jg18147
OG0001792	CARHR123480	jg18058
OG0001793	CARHR006910	jg29072
OG0001793	CARHR123230	jg18033
OG0001794	CARHR007160	jg29095
OG0001794	CARHR122670	jg17945
OG0001795	CARHR197240	jg5432
OG0001796	CARHR077180	jg24147
OG0001796	CARHR196020	jg5545
OG0001797	CARHR195580	jg5594
OG0001797	CARHR077560	jg24200
OG0001798	CARHR187120	jg6536
OG0001798	CARHR080460	jg24525
OG0001799	CARHR186130	jg6645
OG0001799	CARHR080470	jg24526
OG0001800	CARHR080930	jg24575
OG0001800	CARHR194400	jg5709
OG0001801	CARHR182810	jg21465
OG0001801	CARHR081600	jg24652
OG0001803	CARHR130710	jg18776
OG0001803	CARHR162800	jg15217
OG0001804	CARHR073400	jg3657
OG0001804	CARHR016650	jg30106
OG0001805	CARHR072470	jg3571
OG0001805	CARHR017310	jg30190
OG0001806	CARHR065240	jg2868
OG0001806	CARHR017890	jg30254
OG0001807	CARHR130010	jg18709
OG0001807	CARHR020070	jg30478
OG0001808	CARHR069630	jg3264
OG0001808	CARHR020800	jg30558
OG0001809	CARHR063180	jg2617
OG0001809	CARHR024550	jg30992
OG0001810	CARHR025370	jg31096
OG0001810	CARHR062200	jg2511
OG0001811	CARHR060850	jg2378
OG0001811	CARHR026270	jg31195
OG0001812	CARHR060720	jg2362
OG0001812	CARHR026370	jg31208
OG0001814	CARHR112640	jg16582
OG0001814	CARHR247440	jg8396
OG0001815	CARHR194370	jg5711
OG0001816	CARHR079450	jg24409
OG0001816	CARHR185930	jg6671
OG0001817	CARHR207680	jg4317
OG0001817	CARHR085750	jg25066
OG0001818	CARHR158310	jg14777
OG0001818	CARHR188980	jg6307
OG0001819	CARHR281270	jg23746
OG0001819	CARHR160480	jg14968
OG0001820	CARHR157580	jg14703
OG0001820	CARHR189870	jg6214
OG0001821	CARHR042530	jg33428
OG0001821	CARHR091100	jg25638
OG0001822	CARHR097280	jg26325
OG0001822	CARHR097300	jg26326
OG0001822	CARHR042050	jg33363
OG0001822	CARHR042060	jg33365
OG0001823	CARHR110870	jg28249
OG0001824	CARHR132060	jg18912
OG0001824	CARHR163600	jg15306
OG0001825	CARHR134770	jg19217
OG0001825	CARHR165710	jg15517
OG0001826	CARHR136230	jg19390
OG0001827	CARHR167130	jg15686
OG0001827	CARHR167120	jg15687
OG0001828	CARHR139810	jg19816
OG0001828	CARHR170510	jg16074
OG0001830	CARHR168830	jg15867, jg15870
OG0001830	CARHR168680	jg15856
OG0001830	CARHR168760, CARHR168800	jg15847
OG0001831	CARHR173730, CARHR173760, CARHR173740, CARHR183270, CARHR174690	jg20277, jg20279
OG0001832	CARHR129760	jg18685, jg18681, jg18683, jg17348
OG0001833	CARHR239500	jg9237
OG0001833	CARHR119310	jg9239
OG0001834	CARHR016290	jg30069
OG0001835	CARHR020620	jg30542
OG0001836	CARHR049860	jg705
OG0001836	CARHR049840	jg699
OG0001837	CARHR208050	jg4255
OG0001837	CARHR208210	jg4256
OG0001838	CARHR224100	jg10873
OG0001838	CARHR224080, CARHR224120	jg10874
OG0001839	CARHR119510	jg17587
OG0001840	CARHR176870	jg20566
OG0001844	CARHR237000	jg9511
OG0001844	CARHR110240	jg28173
OG0001845	CARHR238320	jg9370
OG0001846	CARHR293450	jg27834
OG0001846	CARHR243580	jg8821
OG0001847	CARHR223370	jg10938
OG0001847	CARHR223350, CARHR223390	jg10940
OG0001848	CARHR053100	jg1009
OG0001848	CARHR010610	jg29436
OG0001849	CARHR051210, CARHR051160	jg828
OG0001849	CARHR051240	jg829
OG0001849	CARHR051140	jg827
OG0001850	CARHR148300	jg13411
OG0001851	CARHR261300	jg12684
OG0001851	CARHR148700	jg13473
OG0001852	CARHR262680	jg12535
OG0001852	CARHR152150	jg13709
OG0001853	CARHR151170	jg14239
OG0001854	CARHR057750	jg2015, jg2048
OG0001855	CARHR057150	jg1915
OG0001855	CARHR227200	jg10523, jg10530, jg10518
OG0001856	CARHR012400	jg29646
OG0001857	CARHR233620	jg9848
OG0001857	CARHR270760	jg22592
OG0001858	CARHR209090	jg4164
OG0001858	CARHR084770	jg24964
OG0001859	CARHR085060	jg24993
OG0001859	CARHR208760	jg4202
OG0001860	CARHR207660	jg4318
OG0001861	CARHR085860	jg25079
OG0001862	CARHR206640	jg4435, jg4456
OG0001862	CARHR086410	jg25140
OG0001863	CARHR232650	jg9945
OG0001863	CARHR264220	jg21819
OG0001864	CARHR267780	jg22254
OG0001864	CARHR234920	jg9727
OG0001865	CARHR267980	jg22291
OG0001865	CARHR234820	jg9734
OG0001866	CARHR268210	jg22313
OG0001866	CARHR234680	jg9748
OG0001867	CARHR233290	jg9878, jg9879
OG0001869	CARHR217670, CARHR279570	jg23575
OG0001869	CARHR202760	jg4883
OG0001870	CARHR279360	jg23551
OG0001871	CARHR279130	jg23530
OG0001871	CARHR203270, CARHR203260	jg4828
OG0001872	CARHR278750	jg23483
OG0001872	CARHR203440	jg4810
OG0001873	CARHR203860	jg4769
OG0001874	CARHR035670, CARHR204280	jg4729
OG0001875	CARHR204990	jg4666
OG0001875	CARHR190440	jg6147
OG0001876	CARHR274710	jg23044
OG0001876	CARHR205160	jg4642
OG0001877	CARHR205740	jg4582
OG0001877	CARHR275480	jg23116
OG0001878	CARHR224140	jg10871
OG0001878	CARHR174080	jg20314
OG0001879	CARHR224650	jg10816
OG0001879	CARHR174820	jg20394
OG0001880	CARHR224970	jg10784, jg10783, jg10785
OG0001881	CARHR227540	jg10474
OG0001882	CARHR215970, CARHR252530	jg7761
OG0001882	CARHR228240	jg10406
OG0001883	CARHR252710	jg7738
OG0001883	CARHR228540	jg10378
OG0001884	CARHR015730	jg30007
OG0001884	CARHR053210	jg1013
OG0001885	CARHR032510	jg31968
OG0001885	CARHR256210	jg7390
OG0001886	CARHR034370	jg32230
OG0001886	CARHR260390	jg7258
OG0001887	CARHR259540	jg7149, jg7096
OG0001887	CARHR034770	jg32330
OG0001888	CARHR128230	jg18515
OG0001889	CARHR108920	jg27993
OG0001889	CARHR244880	jg8680
OG0001890	CARHR246400	jg8533
OG0001890	CARHR246390	jg8534
OG0001891	CARHR233470	jg9863
OG0001891	CARHR010860	jg29470
OG0001892	CARHR180850	jg20932
OG0001892	CARHR027230, CARHR027220	jg31295
OG0001893	CARHR256130	jg7399
OG0001893	CARHR256140	jg7396
OG0001894	CARHR134880, CARHR253310	jg7688
OG0001895	CARHR174050, CARHR174060	jg13762, jg20311, jg20312
OG0001896	CARHR078570	jg9641
OG0001896	CARHR082080	jg24697
OG0001897	CARHR099830	jg26652
OG0001897	CARHR219760	jg11426
OG0001898	CARHR098630	jg26514
OG0001898	CARHR221290	jg11277
OG0001899	CARHR221900	jg11208
OG0001899	CARHR097970	jg26430
OG0001900	CARHR160710	jg14995
OG0001900	CARHR087800	jg20470, jg25293
OG0001900	CARHR212800	jg12821
OG0001901	CARHR143180	jg20195
OG0001901	CARHR172970	jg16337
OG0001902	CARHR172430	jg16279
OG0001902	CARHR142340	jg20104
OG0001903	CARHR171030	jg16122
OG0001903	CARHR140380	jg19903
OG0001904	CARHR170940	jg16113
OG0001905	CARHR170310	jg16052
OG0001905	CARHR139340	jg19769
OG0001906	CARHR169730	jg15979
OG0001906	CARHR138300	jg19650
OG0001907	CARHR157210	jg14661
OG0001907	CARHR277120	jg23301
OG0001908	CARHR277370	jg23323
OG0001908	CARHR243480, CARHR042990	jg8835
OG0001909	CARHR001850	jg28561, jg28560
OG0001910	CARHR251960	jg7838
OG0001910	CARHR003010	jg28681
OG0001911	CARHR180200	jg20875
OG0001911	CARHR003700	jg28753
OG0001912	CARHR125780	jg18269
OG0001912	CARHR004960	jg28885
OG0001913	CARHR005230	jg28916
OG0001913	CARHR125420	jg18237
OG0001915	CARHR124820	jg18177
OG0001915	CARHR005700	jg28966
OG0001916	CARHR007080	jg29091
OG0001916	CARHR122910	jg17975
OG0001917	CARHR121780	jg17843
OG0001917	CARHR007540	jg29129
OG0001919	CARHR198940	jg5257
OG0001919	CARHR075220	jg23924
OG0001920	CARHR196860	jg5465
OG0001920	CARHR076740	jg24095
OG0001921	CARHR196820	jg5468
OG0001921	CARHR076790	jg24100
OG0001922	CARHR080090	jg24478
OG0001922	CARHR186500	jg6603
OG0001923	CARHR134050	jg19122
OG0001923	CARHR165080	jg15444
OG0001924	CARHR163380	jg15280
OG0001924	CARHR132310	jg18877
OG0001925	CARHR150630, CARHR132530	jg33000
OG0001926	CARHR132770	jg18988, jg19001
OG0001926	CARHR161490	jg15086
OG0001927	CARHR073960	jg3722
OG0001927	CARHR016180	jg30055
OG0001928	CARHR071950	jg3520
OG0001928	CARHR017680	jg30236
OG0001929	CARHR018340	jg30298
OG0001929	CARHR066000	jg2943
OG0001930	CARHR067640	jg3090
OG0001931	CARHR068040	jg3126
OG0001931	CARHR019540	jg30417
OG0001932	CARHR019950	jg30462
OG0001932	CARHR068430	jg3163, jg3164
OG0001933	CARHR021640	jg30660
OG0001933	CARHR070370	jg3348
OG0001934	CARHR022500	jg30776, jg30774
OG0001934	CARHR071460	jg3473
OG0001935	CARHR023590	jg30877
OG0001935	CARHR064040	jg2692
OG0001936	CARHR063210	jg2619
OG0001936	CARHR236790	jg9527
OG0001937	CARHR025170	jg31077
OG0001937	CARHR062490	jg2539
OG0001938	CARHR026830	jg31251
OG0001938	CARHR026840	jg31252
OG0001939	CARHR112320	jg16558
OG0001939	CARHR247670	jg8377
OG0001940	CARHR272170	jg21363
OG0001940	CARHR001320	jg28512
OG0001940	CARHR209510, CARHR209520	jg4121
OG0001941	CARHR193880	jg5762
OG0001941	CARHR193870	jg5761
OG0001943	CARHR086260	jg25124
OG0001944	CARHR086120	jg25109
OG0001944	CARHR206930	jg4384
OG0001945	CARHR158560	jg14808
OG0001946	CARHR157610	jg14704
OG0001946	CARHR189880	jg6215
OG0001947	CARHR151100, CARHR151060	jg14243
OG0001948	CARHR104630	jg14141
OG0001949	CARHR192380, CARHR034960, CARHR216540	jg5907
OG0001949	CARHR153700, CARHR153730, CARHR153740	jg13961
OG0001950	CARHR088740	jg25397
OG0001950	CARHR044610	jg33657
OG0001951	CARHR089900	jg25516
OG0001951	CARHR043520	jg33533
OG0001952	CARHR091970	jg25742
OG0001953	CARHR094720	jg26069
OG0001953	CARHR039800	jg33100
OG0001954	CARHR200480	jg5109
OG0001954	CARHR096640	jg26249
OG0001955	CARHR041850	jg33328
OG0001955	CARHR097170	jg26313
OG0001956	CARHR105810	jg27574
OG0001956	CARHR242230	jg8956
OG0001957	CARHR128870	jg18587
OG0001957	CARHR029860	jg31604
OG0001958	CARHR105210	jg12055, jg27484, jg27482, jg27480
OG0001959	CARHR170070	jg16018
OG0001959	CARHR170090	jg16020
OG0001960	CARHR043240	jg33504
OG0001961	CARHR095490	jg26145
OG0001961	CARHR040370	jg33174
OG0001962	CARHR007100	jg29093
OG0001962	CARHR006900	jg29070
OG0001963	CARHR251080	jg7854
OG0001965	CARHR098250, CARHR098240	jg26461
OG0001967	CARHR209190, CARHR180630	jg4153
OG0001967	CARHR061070, CARHR209220, CARHR180620	jg7444, jg7445
OG0001968	CARHR267050	jg22154, jg22156
OG0001971	CARHR236890	jg9518
OG0001971	CARHR110280	jg28180
OG0001972	CARHR238240	jg9378
OG0001972	CARHR109320	jg28052
OG0001973	CARHR117840	jg16903
OG0001974	CARHR117620	jg16927
OG0001974	CARHR239240	jg9266
OG0001975	CARHR105190	jg27431
OG0001975	CARHR241750	jg9008, jg27457
OG0001976	CARHR243060	jg8875
OG0001976	CARHR106780	jg27748
OG0001977	CARHR129950	jg18705
OG0001977	CARHR223100	jg10961
OG0001978	CARHR051320	jg836
OG0001978	CARHR011480	jg29540
OG0001979	CARHR145010	jg13058
OG0001979	CARHR014960	jg29930
OG0001980	CARHR145250	jg13079
OG0001980	CARHR014800	jg29911
OG0001981	CARHR013390	jg29763
OG0001981	CARHR147350	jg13322
OG0001982	CARHR147710	jg13358
OG0001983	CARHR148390	jg13424
OG0001983	CARHR213630	jg12707
OG0001984	CARHR148580	jg13459
OG0001984	CARHR213760	jg12695
OG0001986	CARHR136240	jg19391
OG0001987	CARHR209140	jg4160
OG0001987	CARHR084750	jg24961
OG0001988	CARHR085830	jg25074
OG0001988	CARHR207480	jg4334
OG0001989	CARHR086000	jg25096
OG0001989	CARHR206810	jg4372
OG0001990	CARHR267500	jg22215
OG0001990	CARHR235000	jg9718
OG0001991	CARHR268450	jg22335
OG0001991	CARHR234490	jg9763
OG0001992	CARHR234180	jg9790
OG0001992	CARHR269290	jg22432
OG0001993	CARHR269510	jg22462
OG0001993	CARHR234060	jg9805
OG0001994	CARHR233260	jg9882
OG0001995	CARHR200890	jg5064
OG0001995	CARHR193440	jg5808
OG0001996	CARHR201490	jg5005
OG0001996	CARHR187230	jg6490
OG0001997	CARHR203730	jg4782
OG0001997	CARHR114060	jg16707
OG0001998	CARHR203960	jg4759
OG0001998	CARHR278170	jg23417
OG0001999	CARHR205540	jg4606
OG0001999	CARHR275340	jg23104
OG0002000	CARHR275550	jg23127
OG0002000	CARHR205810	jg4572
OG0002001	CARHR174740	jg20386
OG0002001	CARHR224600	jg10824
OG0002002	CARHR226740	jg10572
OG0002002	CARHR178050	jg20651
OG0002003	CARHR253100	jg7694
OG0002004	CARHR254200	jg7604
OG0002004	CARHR229870	jg10241
OG0002005	CARHR255440	jg7479
OG0002005	CARHR231150	jg10115
OG0002006	CARHR231230	jg10105
OG0002006	CARHR255580	jg7462
OG0002007	CARHR255590	jg7458
OG0002007	CARHR231250	jg10103
OG0002008	CARHR256010	jg7406
OG0002008	CARHR032190	jg31935
OG0002010	CARHR128110	jg18506
OG0002011	CARHR028670	jg31460
OG0002011	CARHR128350	jg18526
