Orthogroup	Cardamine_hirsuta	Brassica_napus
OG0004214	CARHR066230	XP_048613433.1, XP_048604554.1, XP_048613435.1, XP_013649607.2, XP_022544907.1
OG0004215	CARHR071850	XP_048592337.1, XP_013652460.1, XP_013652510.2, XP_048592338.1
OG0004216	CARHR073760	XP_013701180.2, XP_013652071.2, XP_048617600.1, XP_013726986.2, XP_048630827.1, XP_013718163.2, XP_013674945.2
OG0004217	CARHR087220	XP_013640079.1, XP_013685652.2, XP_013685655.2, XP_013751749.2, XP_013697421.1, XP_013648231.2, XP_013646706.1, XP_013673183.1
OG0004218	CARHR090300	XP_048632420.1, XP_022553907.1, XP_048612979.1, XP_013698815.2
OG0004219	CARHR090620	XP_013676029.2, XP_048630554.1, XP_048602277.1, XP_048602204.1, XP_013713863.2, XP_013741024.1, XP_013702998.2, XP_013730302.1, XP_013695201.1
OG0004220	CARHR091120	XP_013673063.1, XP_013645192.2, XP_048632429.1, XP_013701724.2, XP_013749747.2, XP_013696663.1
OG0004222	CARHR093540	XP_048635614.1, XP_013732530.2, XP_013732655.1
OG0004223	CARHR094420	XP_013736460.2, XP_013736458.1, XP_013676582.1, XP_013749328.1, XP_013676583.1
OG0004224	CARHR094690	XP_013686796.1, XP_022572177.1, XP_013658608.1, XP_048630849.1, XP_013641541.2, XP_013724576.2, XP_013714424.1, XP_022555901.1
OG0004225	CARHR095030	XP_048635389.1, XP_013703709.2, XP_013685896.1, XP_013684927.1, XP_013720588.1, XP_013641284.2, XP_048600469.1
OG0004226	CARHR097050	XP_048593468.1, XP_048600426.1, XP_048630304.1, XP_048635259.1, XP_048614790.1, XP_048632507.1, XP_013685045.1
OG0004227	CARHR097640	XP_022555720.1, XP_013736595.1, XP_048626498.1, XP_013743105.2, XP_013679695.2, XP_013672482.3, XP_022544560.1
OG0004228	CARHR097660	XP_013741133.1, XP_013646672.1, XP_048613424.1, XP_048626499.1, XP_013746741.2, XP_022573417.1, XP_013670245.2
OG0004229	CARHR098150	XP_022550034.2
OG0004230	CARHR098270	XP_013751544.2, XP_013729903.1, XP_022572302.1, XP_013685081.2, XP_048614711.1, XP_013647909.2, XP_048629074.1
OG0004231	CARHR098730	XP_013732914.1, XP_013662977.2, XP_048635193.1, XP_013749207.1, XP_048627961.1, XP_048612902.1
OG0004232	CARHR099520	XP_048601668.1, XP_048601667.1, XP_013648140.1
OG0004233	CARHR099760	XP_013651477.2, XP_013651476.2, XP_048632538.1, XP_048626419.1, XP_013710536.1, XP_048601647.1, XP_013681807.2
OG0004234	CARHR108430	XP_013752528.1, XP_022562959.1, XP_013659287.2, XP_022547418.2, XP_048595587.1, XP_048590974.1, XP_048607625.1
OG0004235	CARHR109620	XP_013643275.2, XP_022552921.2, XP_048618217.1, XP_022544303.2
OG0004236	CARHR236660	XP_013685583.1, XP_013707108.2
OG0004236	CARHR236650	XP_048601371.1, XP_048637680.1
OG0004237	CARHR216580	XP_013680243.1, XP_048631172.1, XP_013676584.2
OG0004237	CARHR111180	XP_022547081.2, XP_048621066.1
OG0004238	CARHR045640	XP_013708381.1, XP_048609519.1, XP_013708737.2, XP_048636874.1, XP_013699060.1, XP_048594454.1, XP_013725283.2
OG0004239	CARHR045500	XP_022545410.1, XP_048607467.1, XP_022543830.2
OG0004240	CARHR044390	XP_048629877.1, XP_048628094.1, XP_048636909.1, XP_013732907.2, XP_013727918.2, XP_013643641.1, XP_013640465.1, XP_013740271.2, XP_013672984.1
OG0004241	CARHR044050	XP_013687294.2, XP_048594388.1, XP_013672973.1, XP_013643343.1, XP_013662927.1, XP_013640427.1
OG0004242	CARHR043600	XP_013640597.2, XP_013748855.1, XP_048616446.1, XP_013640598.1, XP_013705513.2, XP_013752497.2, XP_048627154.1
OG0004243	CARHR043440	XP_013687843.2, XP_013655473.1, XP_013748845.2, XP_013640590.1, XP_013748995.2, XP_048628185.1, XP_013706479.2
OG0004244	CARHR041430	XP_013646359.1, XP_048616386.1, XP_013695814.2, XP_048636960.1, XP_048613062.1, XP_013723624.2, XP_022546413.1
OG0004245	CARHR038270	XP_013690122.2, XP_013731551.2, XP_013702972.2, XP_013649382.2
OG0004246	CARHR037830	XP_013699260.1, XP_013646493.2, XP_048637444.1, XP_013703412.1
OG0004247	CARHR128930	XP_013700854.1, XP_013734278.1, XP_013687128.1, XP_013744639.1, XP_013744544.1
OG0004248	CARHR176040, CARHR176030, CARHR213130, CARHR213100, CARHR213140, CARHR213110, CARHR081210	XP_013735893.1, XP_013690212.1
OG0004249	CARHR187330, CARHR187310	XP_048625691.1, XP_013741379.2, XP_048629367.1, XP_013647596.2, XP_048617899.1
OG0004250	CARHR074020	XP_013661811.1, XP_013675150.1
OG0004251	CARHR167590	XP_013746400.2, XP_048633875.1, XP_013710203.2, XP_013748974.1, XP_013705435.1, XP_013648400.2
OG0004252	CARHR137220	XP_022574150.2
OG0004253	CARHR186390, CARHR186410	XP_022574223.2, XP_013741985.2
OG0004254	CARHR078640	XP_013711885.1, XP_013663899.1
OG0004255	CARHR172640	XP_013741886.2, XP_013686144.1, XP_013749452.1, XP_048597328.1
OG0004256	CARHR209780	XP_048624096.1, XP_048607738.1
OG0004257	CARHR158020	XP_022553828.1, XP_022569133.2
OG0004259	CARHR040260, CARHR041480, CARHR112950	XP_022570941.2, XP_048637927.1, XP_048638176.1, XP_048595960.1
OG0004261	CARHR236760	XP_022573254.1
OG0004261	CARHR178680, CARHR116300, CARHR034290, CARHR034300	XP_022566346.1, XP_022553182.1
OG0004262	CARHR047760	XP_048632531.1, XP_022550045.1
OG0004263	CARHR114320	XP_013660072.2, XP_048620991.1
OG0004265	CARHR152810	XP_048596432.1, XP_013739936.2, XP_013705888.2, XP_048615145.1, XP_048635511.1
OG0004266	CARHR180050	XP_048608301.1, XP_013645469.3, XP_048629471.1, XP_013645471.1
OG0004275	CARHR236750	XP_048593669.1, XP_013710171.1, XP_013694453.1, XP_013670950.1, XP_048619158.1, XP_013681446.1
OG0004276	CARHR146540, CARHR242500	XP_013651606.2, XP_013693193.1
OG0004277	CARHR238120	XP_013692783.2, XP_048637044.1, XP_048606443.1, XP_022545751.2, XP_013738265.1, XP_013706600.1
OG0004278	CARHR239040	XP_013720413.2, XP_013685864.2, XP_048601244.1, XP_013670806.2
OG0004279	CARHR239260	XP_013681577.1, XP_013720351.2, XP_048621603.1, XP_048619231.1, XP_022545357.2, XP_013669765.1
OG0004280	CARHR241240	XP_013664233.2, XP_013706883.1, XP_013719622.1
OG0004281	CARHR242110	XP_013666341.1, XP_013735215.2, XP_013741668.1, XP_022562849.2, XP_048594817.1, XP_048606356.1
OG0004282	CARHR242810	XP_048601107.1, XP_013649232.2, XP_048606337.1, XP_013666762.1, XP_048594796.1, XP_022572794.1, XP_013724998.2
OG0004283	CARHR243500	XP_022553686.2, XP_022554046.1, XP_048632910.1, XP_022561359.1, XP_013670590.1, XP_013746828.2
OG0004284	CARHR030750	XP_048616635.1, XP_013742797.2, XP_048628486.1, XP_013743286.2, XP_013697600.2, XP_013644552.2, XP_048595031.1
OG0004285	CARHR031570	XP_013677342.1, XP_048594516.1, XP_013738901.2, XP_048595002.1, XP_013662280.2, XP_048635485.1, XP_048612866.1
OG0004286	CARHR289790, CARHR289800	XP_013730265.2, XP_013670137.1
OG0004287	CARHR143860	XP_013647540.2, XP_048637302.1, XP_013684346.2, XP_048604243.1, XP_013728338.1, XP_013714036.1
OG0004288	CARHR145150	XP_013740627.1, XP_013718050.2, XP_048600054.1, XP_013705335.1, XP_013660326.2, XP_013713015.1, XP_048596664.1
OG0004290	CARHR148490	XP_013725084.2, XP_013712149.2
OG0004291	CARHR174070	XP_013653015.1, XP_013703283.1, XP_048601645.1, XP_048592684.1, XP_013709925.1
OG0004292	CARHR292510	XP_013698031.1, XP_013690739.1
OG0004293	CARHR049490	XP_013686331.1, XP_013683663.1, XP_048612161.1, XP_013703608.1, XP_013722377.1
OG0004294	CARHR137580	XP_048611192.1, XP_013747763.2, XP_048609296.1
OG0004295	CARHR136280	XP_013734488.1, XP_013647866.1, XP_048610393.1, XP_013752090.2, XP_013687790.2, XP_013727396.1
OG0004296	CARHR084550	XP_013706217.2, XP_048615267.1, XP_048610722.1, XP_048600725.1, XP_048606126.1, XP_013736017.2
OG0004297	CARHR085790	XP_013648175.1, XP_013736143.1, XP_013729581.1, XP_013677101.1, XP_022575530.1, XP_013750145.1
OG0004298	CARHR086380	XP_048600655.1, XP_013711945.2, XP_048615209.1, XP_048608950.1, XP_013648193.2, XP_048607495.1
OG0004299	CARHR257400	XP_013702665.2, XP_013656335.1, XP_013683295.2, XP_013682844.1, XP_048598037.1, XP_013661445.1
OG0004300	CARHR256790	XP_013712134.2, XP_048610430.1
OG0004301	CARHR264060	XP_013683320.1, XP_013640539.1
OG0004302	CARHR264390	XP_013676304.1, XP_048610302.1, XP_013683331.1, XP_013640551.1, XP_013699268.1, XP_013653769.2
OG0004303	CARHR234100	XP_013742134.2, XP_013724490.1
OG0004304	CARHR271780	XP_048606665.1, XP_013684019.2, XP_013731898.2, XP_048628629.1, XP_013682453.2, XP_013667105.2, XP_048624797.1
OG0004305	CARHR187160	XP_013643786.2, XP_013643990.1, XP_048625689.1, XP_048595348.1, XP_048602117.1, XP_013678163.1
OG0004306	CARHR199980	XP_013667930.1, XP_022549285.1, XP_013728235.2, XP_022554339.1, XP_013679675.1, XP_013640512.1
OG0004307	CARHR201280	XP_013727180.2, XP_048625224.1, XP_048625612.1, XP_013653782.1
OG0004308	CARHR202530	XP_013678868.1, XP_022551453.2, XP_048602750.1, XP_013668119.2, XP_013711494.1
OG0004309	CARHR204600, CARHR204150, CARHR204610	XP_013715555.2, XP_048623115.1, XP_013692121.1, XP_048603319.1
OG0004310	CARHR205020	XP_048607820.1, XP_013680366.2, XP_022554006.1, XP_013730180.1, XP_013715232.2
OG0004311	CARHR175360	XP_048637361.1, XP_013706297.1
OG0004312	CARHR225110	XP_013741315.2, XP_048618900.1, XP_013669845.2, XP_013668817.2, XP_048629121.1, XP_048594686.1, XP_048607221.1
OG0004313	CARHR225870	XP_013653012.1, XP_048601461.1, XP_013656061.2, XP_013715955.1, XP_048627966.1, XP_048632830.1, XP_013741351.2, XP_013701272.1
OG0004315	CARHR227250	XP_048596048.1, XP_013655893.2, XP_048618933.1, XP_022572534.2, XP_013717437.2, XP_013685686.2, XP_013659526.1
OG0004316	CARHR227520	XP_013717407.2, XP_013741406.1, XP_013723714.2, XP_013723712.2, XP_013654835.2, XP_013669289.1, XP_013669852.1
OG0004317	CARHR227690	XP_022569368.1
OG0004318	CARHR229620	XP_013701671.2, XP_022555837.2, XP_013737622.2, XP_048618987.1, XP_013733975.1, XP_013672085.1
OG0004319	CARHR229780, CARHR229790	XP_013737616.2, XP_048618991.1, XP_013671183.2, XP_013738064.1
OG0004320	CARHR230760	XP_013718106.1, XP_013659999.1, XP_013697854.1, XP_013738486.2
OG0004321	CARHR231460	XP_013671499.2, XP_013710275.2, XP_013671852.2, XP_013656452.2, XP_048607277.1, XP_013644246.1, XP_048619104.1
OG0004322	CARHR255890	XP_048596806.1, XP_048628534.1, XP_013684081.1, XP_048631982.1
OG0004323	CARHR034200	XP_013713875.1, XP_013721007.1
OG0004323	CARHR260240	XP_013739171.3
OG0004324	CARHR098540	XP_013691332.1, XP_013749201.2, XP_048635203.1, XP_013641966.1, XP_013751658.1, XP_013719683.1, XP_022572310.1
OG0004326	CARHR028960	XP_013681394.1, XP_013655092.2, XP_022547470.1, XP_013659667.2, XP_013651542.1, XP_013670210.1, XP_013731555.1
OG0004327	CARHR029870	XP_013662461.1, XP_013707091.1, XP_048593858.1, XP_048606253.1, XP_022544415.2, XP_013732815.1
OG0004328	CARHR030030	XP_013662448.1, XP_013706935.1, XP_013718353.1, XP_048592555.1, XP_048621551.1, XP_048594570.1
OG0004330	CARHR244160	XP_048601050.1, XP_048634527.1
OG0004331	CARHR245260	XP_013729073.2, XP_013665354.1, XP_048628469.1, XP_013681460.1, XP_013655022.1, XP_013746539.1, XP_013705184.1
OG0004332	CARHR245330	XP_013733371.1, XP_013738481.2, XP_048619376.1, XP_022572838.1, XP_013681463.2, XP_048607399.1, XP_013656621.1
OG0004333	CARHR261100, CARHR261120	XP_013735978.1, XP_013656077.2, XP_013748711.1, XP_013677016.1
OG0004334	CARHR254260	XP_048636818.1, XP_048596767.1, XP_048596765.1, XP_013714873.2, XP_013699220.2, XP_048632009.1, XP_048606934.1
OG0004335	CARHR177980	XP_048623526.1, XP_048596566.1
OG0004336	CARHR103910, CARHR217350	XP_013685126.2, XP_013736746.2
OG0004337	CARHR102120	XP_013661779.1, XP_013701660.1
OG0004338	CARHR218080, CARHR085170	XP_013698452.1, XP_013683369.1
OG0004339	CARHR220630	XP_013707969.1, XP_013686098.1, XP_013742815.2, XP_022569754.2
OG0004340	CARHR221190	XP_013655685.2, XP_013708676.1, XP_022550629.1, XP_022550760.2
OG0004341	CARHR221360	XP_013706862.2, XP_048628117.1, XP_048628249.1, XP_048627413.1, XP_013730399.2, XP_013738437.1, XP_013702605.1, XP_013655689.1, XP_048621908.1
OG0004342	CARHR044020, CARHR248660	XP_048594466.1, XP_013725280.2
OG0004343	CARHR173220	XP_013717533.1, XP_013746271.1, XP_013731571.1, XP_013652053.1, XP_048620907.1, XP_013707981.2
OG0004344	CARHR142410	XP_013740670.1, XP_013740659.2, XP_013751988.2, XP_013685961.1, XP_013752016.1, XP_013688170.2
OG0004345	CARHR141640	XP_048608672.1, XP_013734845.2, XP_013750939.2, XP_013688228.1, XP_013711506.1, XP_013743296.2
OG0004346	CARHR141420	XP_048605375.1, XP_013740655.1, XP_013725838.1
OG0004347	CARHR139440, CARHR069720	XP_013702153.1
OG0004348	CARHR138210	XP_048611200.1, XP_013690851.2, XP_013717348.1, XP_013688640.2, XP_013681187.1, XP_022576014.1
OG0004349	CARHR168460	XP_013648366.2, XP_013728406.1
OG0004350	CARHR193070	XP_013682008.2, XP_048627467.1, XP_013667342.2, XP_013736371.1, XP_048617166.1, XP_048602441.1
OG0004351	CARHR135030, CARHR159370	XP_013744816.2, XP_013687985.1
OG0004352	CARHR135020	XP_013695153.1, XP_013695252.1, XP_013752164.1, XP_013690501.1, XP_013747364.2, XP_013734541.1, XP_013716918.1
OG0004353	CARHR191150	XP_013712874.2, XP_013723499.1, XP_013680562.1, XP_013715926.1, XP_013665880.1, XP_048623320.1
OG0004354	CARHR285570	XP_013732479.2, XP_013682386.2, XP_013713037.2, XP_048606318.1, XP_048624909.1, XP_048598949.1
OG0004355	CARHR277600	XP_013722050.1, XP_048603230.1, XP_013675456.2, XP_013675570.1, XP_022543966.1
OG0004357	CARHR279420	XP_048590935.1, XP_013714657.1
OG0004358	CARHR280590	XP_013690953.1, XP_048592780.1, XP_022547411.1, XP_022566084.1, XP_013672951.2, XP_013727473.1
OG0004359	CARHR280770	XP_013653582.1, XP_013686250.2, XP_048628835.1, XP_013661337.2, XP_022570087.1, XP_013733581.2, XP_013727443.2
OG0004360	CARHR000240	XP_048592730.1, XP_013721790.1, XP_013722202.2, XP_048598002.1
OG0004362	CARHR002850	XP_013703002.2, XP_013719331.2, XP_013697557.2
OG0004363	CARHR127420	XP_048634381.1, XP_022571101.1, XP_013683459.2, XP_048631089.1, XP_013748476.2, XP_048636691.1
OG0004364	CARHR127380	XP_013683454.1, XP_013734226.1, XP_013642125.1, XP_013748472.1, XP_022558045.1, NP_001303025.1
OG0004366	CARHR124830	XP_022567090.1, XP_013748757.2, XP_013740464.2, XP_013746602.2, XP_048609976.1, XP_048634316.1
OG0004367	CARHR124630	XP_048634873.1, XP_048609960.1
OG0004367	CARHR005760	XP_013730578.2, XP_048613777.1
OG0004368	CARHR123910	XP_048609917.1, XP_013643593.2, XP_048630481.1, XP_013683259.2, XP_048636795.1, XP_048610267.1
OG0004369	CARHR123680	XP_013733953.1, XP_048608367.1
OG0004370	CARHR123620	XP_013740427.2, XP_013680778.1, XP_048633822.1, XP_013752427.2, XP_048630588.1, XP_013721124.1
OG0004371	CARHR123220	NP_001302922.1, XP_048609907.1, NP_001302640.1, NP_001302953.1, XP_048627315.1, XP_048608357.1, XP_013683288.1
OG0004372	CARHR075550	XP_048614339.1, XP_048636264.1, XP_013750697.2
OG0004373	CARHR076760	XP_048606008.1, XP_048632179.1
OG0004374	CARHR079560	XP_013684516.2, XP_013732138.2, XP_013732409.2
OG0004375	CARHR186110	XP_022569042.2, XP_048625662.1, XP_048629358.1, XP_022561442.2, XP_048603951.1
OG0004376	CARHR079940	XP_013677650.2, XP_013657294.1, XP_048626540.1, XP_048626531.1, XP_048636095.1, XP_022572224.2, XP_013684504.1
OG0004377	CARHR080480	XP_048618163.1, XP_048602045.1, XP_013696686.2, XP_022558808.2
OG0004378	CARHR080630	XP_013680995.1, XP_013740927.1, XP_048618532.1, XP_013725512.2, XP_013732673.2, XP_013695874.2
OG0004379	CARHR080940	XP_048606087.1, XP_013735903.2, XP_013687965.2, XP_048600828.1, XP_048615361.1, XP_013714338.2
OG0004380	CARHR081930	XP_022555162.1, XP_022571999.2, XP_048636024.1, XP_022558422.1, XP_048629776.1
OG0004381	CARHR130270	XP_048630474.1, XP_048630055.1, XP_048610584.1, XP_022574291.2, XP_013687542.1, XP_013683590.1, XP_013734331.2
OG0004382	CARHR130430	XP_013691037.1, NP_001302631.1, NP_001302482.1, XP_048608461.1
OG0004383	CARHR131410	XP_013687617.2, XP_048611043.1, XP_048610547.1, XP_048610546.1, XP_048636526.1
OG0004384	CARHR163490	XP_013702664.2, XP_013647935.2, XP_013661158.1
OG0004385	CARHR016550	XP_013682919.2, XP_013698921.1, XP_048629293.1, XP_048638329.1, XP_013692505.2, XP_013710049.1, XP_013659562.2
OG0004386	CARHR018330	XP_013653860.2, XP_048597605.1, XP_022571281.1, XP_013641752.2, XP_013723349.2
OG0004387	CARHR066490	XP_048616000.1, XP_022566211.2, XP_013702495.1, XP_013649643.1
OG0004388	CARHR019130	XP_013646693.1, XP_013723341.1
OG0004389	CARHR019330	XP_013749381.2, XP_048597560.1, XP_022551997.2, XP_013655214.1, XP_013641842.2, XP_048614197.1
OG0004391	CARHR064830	XP_013652188.2, XP_048631368.1, XP_013649525.1, XP_048616047.1, XP_013672399.1
OG0004393	CARHR025360	XP_013721773.1, XP_013651576.2, XP_048606751.1, XP_048593951.1, XP_013646762.2, XP_013695610.1
OG0004394	CARHR026300	XP_013662721.1, XP_013708565.2, XP_013657138.1, XP_013657198.1
OG0004395	CARHR232260	XP_013706278.2, XP_048619404.1, XP_048600123.1, XP_013739528.2
OG0004396	CARHR117820	XP_013743869.1, XP_048633651.1
OG0004396	CARHR238900	XP_013671060.2
OG0004397	CARHR013760	XP_013657349.2, XP_013677816.2, XP_048638146.1, XP_013693222.2, XP_013731079.2, XP_048629620.1, XP_013710257.2
OG0004398	CARHR013160	XP_013641251.2, XP_013697456.1, XP_013696439.1, XP_013663516.1, XP_048621284.1, XP_013657314.1, XP_013677843.1
OG0004399	CARHR013050	XP_013657310.2, XP_013677855.2, XP_048621287.1, XP_013697944.2, XP_013742597.2, XP_048613969.1
OG0004400	CARHR012210	XP_013747931.1, XP_013657470.1, XP_013708218.1, XP_013671785.2, XP_013711461.1, XP_013732210.2
OG0004401	CARHR011270	XP_013655257.1, XP_013701128.1, XP_013653133.1, XP_013676236.1
OG0004402	CARHR010790	XP_013655357.1, XP_013710702.1, XP_013651522.2, XP_013663642.2
OG0004403	CARHR010180	XP_013716119.1, XP_048621357.1, XP_022546143.1, XP_048622269.1, XP_048638063.1, XP_048627714.1, XP_013640938.1, XP_013645933.2
OG0004404	CARHR008940	XP_022559233.2, XP_022576321.2, XP_013750886.2, XP_013657673.1
OG0004405	CARHR007840, CARHR007850	XP_013657586.2, XP_013729485.2
OG0004406	CARHR007700	XP_048621614.1, XP_013657578.1, XP_013711226.1, XP_022576291.2, XP_013716520.1, XP_013697901.1
OG0004407	CARHR198090	XP_013728164.1, XP_013740189.1, XP_013681294.1, XP_013667737.2, XP_048604502.1
OG0004408	CARHR197040	XP_048626677.1, XP_048607943.1, XP_048602358.1, XP_013649847.1, XP_013667594.2, XP_048625082.1
OG0004409	CARHR196320	XP_013681557.2, XP_048626851.1, XP_013683063.1, XP_013667513.1, XP_013649823.1, XP_013675631.2
OG0004410	CARHR194460	XP_048605382.1, XP_048602402.1, XP_048608010.1, XP_048627229.1, XP_013683173.2, XP_048624990.1
OG0004411	CARHR194350	XP_013667484.1, XP_013683186.2
OG0004412	CARHR186890	XP_013741368.2, XP_013659109.2, XP_048602171.1, XP_013675358.1, XP_013675305.2, XP_048617891.1, XP_048591110.1
OG0004413	CARHR186190	XP_048601932.1, XP_048629362.1, XP_048603965.1, XP_048625664.1, XP_048595335.1, XP_048591145.1, XP_048617876.1
OG0004414	CARHR184020	XP_048627502.1, XP_048630524.1, XP_048627507.1, XP_013677696.2, XP_013647393.2, XP_022561118.2, XP_022559094.2, XP_013660772.1
OG0004415	CARHR206870	XP_048602958.1, XP_013719032.1, XP_013722532.1, XP_048624567.1
OG0004416	CARHR187720, CARHR187730	XP_013643758.2, XP_022561220.1, XP_048595360.1, XP_013737477.2, XP_048604011.1, XP_048602243.1
OG0004418	CARHR189990	XP_013724639.2, XP_022561470.1, XP_013659176.2, XP_048595400.1, XP_013643501.1
OG0004419	CARHR190390	XP_013736892.2, XP_022563955.1
OG0004419	CARHR204940	XP_013730170.1, XP_013715544.1
OG0004420	CARHR275100	XP_048630223.1, XP_048627956.1, XP_013678257.3, XP_013724253.1, XP_013741222.1, XP_013675182.2, XP_013659185.1
OG0004421	CARHR158680	XP_013642826.1, XP_013718145.1, XP_013647963.3, XP_048638537.1, XP_048638540.1, XP_013714864.1
OG0004422	CARHR061120, CARHR061090	XP_013690849.2, XP_013676441.1
OG0004423	CARHR062670	XP_013700708.2, XP_013667633.1, XP_013652223.2, XP_013746990.1
OG0004424	CARHR063380	XP_013649042.1, XP_013743703.1, XP_013690761.2, XP_013676481.1, XP_048617253.1, XP_048592063.1
OG0004425	CARHR063960	XP_013691164.2, XP_048626708.1, XP_013676469.1, XP_022560739.1, XP_013649054.1, XP_048617278.1, XP_013702362.2
OG0004426	CARHR064730	XP_013717639.1, XP_013691696.1, XP_048631367.1, XP_048591792.1, XP_048616049.1, XP_013652343.1, XP_022560959.1
OG0004427	CARHR064940	XP_022555059.1
OG0004428	CARHR068920	XP_013652124.1, XP_013741363.1, XP_013652439.1, XP_048617419.1, XP_013672765.1, XP_013718596.1
OG0004429	CARHR067880, CARHR067870, CARHR067860	XP_013726461.1, XP_013674871.1, XP_013649781.2, XP_048617406.1, XP_048617407.1
OG0004430	CARHR067820	XP_022567474.1, XP_013746837.3
OG0004431	CARHR065840, CARHR065870	XP_048616025.1, XP_013698761.2, XP_013698837.1, XP_048592158.1, XP_013695505.2, XP_013676627.1
OG0004432	CARHR072090	XP_013694012.2, XP_048631613.1, XP_013640490.1, XP_013650145.2, XP_048617531.1, XP_013648648.1, XP_013676324.2
OG0004433	CARHR072570	XP_048592354.1, XP_013673861.1
OG0004434	CARHR072940	XP_013729936.2, XP_013648618.2, XP_048628304.1, XP_013676885.1, XP_013673061.1, XP_022545027.2, XP_022545029.1
OG0004435	CARHR073310	XP_048617583.1, XP_013726972.2, XP_013650288.1, XP_048626358.1, XP_048611698.1, XP_013725892.2, XP_048628941.1, XP_022553791.2, XP_013652075.1
OG0004436	CARHR087440	XP_048613558.1, XP_013673190.2, XP_022544527.1, XP_013686426.1, XP_013697965.1
OG0004437	CARHR088940	XP_013670457.1, XP_048595501.1, XP_022575451.1, XP_013749769.1, XP_013687243.1, XP_013736227.1
OG0004438	CARHR089080	XP_013673293.1, XP_048595494.1, XP_013749785.3, XP_013700760.1, XP_013686350.1, XP_013736235.1
OG0004439	CARHR023610, CARHR109090, CARHR150290, CARHR213450, CARHR265360	XP_048599983.1
OG0004440	CARHR090150	XP_013675909.2, NP_001302646.1, XP_048630555.1, XP_048628405.1, XP_013684840.1, XP_013736299.1, XP_048613534.1
OG0004441	CARHR090390	XP_048632418.1, XP_013699205.2, XP_013697337.1, XP_048612969.1, XP_013644918.1, XP_022556802.2
OG0004442	CARHR090530	XP_013694942.2, XP_013700224.2, XP_013663262.2, XP_048602278.1
OG0004443	CARHR091410	XP_013672440.1, XP_013675710.2, XP_048602162.1, XP_013651593.2
OG0004444	CARHR093950	XP_013681171.1, XP_013741081.1, XP_013682890.1, XP_013659737.1, XP_048594254.1, XP_013690466.2
OG0004446	CARHR095580	XP_022555317.1, XP_048632484.1, XP_048593795.1, XP_048600459.1, XP_013725085.1, XP_048635329.1, XP_048612602.1
OG0004447	CARHR096780	XP_013681205.2, XP_013639894.2, XP_013749304.1, XP_013695480.1, XP_013674832.2, XP_013680606.2
OG0004448	CARHR096800	XP_013720557.2, XP_022555341.2, XP_048635277.1, XP_013749305.1, XP_013697364.1, XP_022576242.2
OG0004449	CARHR099560, CARHR097240	XP_022550855.2, XP_013752532.2, XP_013736603.2, XP_013746749.1, XP_048628230.1, XP_013691226.1
OG0004450	CARHR097820	XP_013736589.1, XP_013698780.1, XP_013743098.2, XP_013672487.2, XP_022544570.1
OG0004451	CARHR099200	NP_001302504.1, XP_048592866.1, XP_022572329.1, XP_022572328.2, XP_013717758.1, XP_013651498.2
OG0004453	CARHR109120	XP_013731417.1, XP_013654364.2, XP_013652858.2, XP_013685460.2
OG0004454	CARHR108640	XP_013680208.2, XP_048590973.1, XP_022564039.1, XP_013652876.2, XP_013652976.2, XP_048595598.1
OG0004455	CARHR109570	XP_013639872.2, XP_013727223.1, XP_013691440.2
OG0004456	CARHR130310	XP_048625886.1, XP_013675966.2, XP_048593076.1
OG0004457	CARHR042540	XP_048636924.1, XP_013742777.1, XP_013702285.1, XP_048616425.1, XP_013640352.2
OG0004458	CARHR041670	XP_013726847.1, XP_013749054.1, XP_013723611.1, XP_013655559.1, XP_013640755.1, XP_013685540.1
OG0004459	CARHR040560	XP_048616350.1, XP_013699009.2
OG0004460	CARHR038220	XP_048635566.1, XP_022575181.1, XP_013671932.1, XP_022576267.2, XP_022560894.1, XP_013719934.1, XP_013655598.2
OG0004461	CARHR128490	XP_022554751.1, XP_048631228.1, XP_048634417.1, XP_013729079.1
OG0004462	CARHR161540	XP_013737123.1, XP_022562562.1, XP_013672512.2, XP_022561553.1, XP_013672523.2, XP_013741281.2, XP_048633994.1, XP_013691753.2
OG0004463	CARHR163890	XP_013742560.2, XP_022571382.1, XP_048617013.1, XP_048592959.1, XP_013675391.1, XP_048620577.1
OG0004464	CARHR165140, CARHR165150	XP_013718207.2, XP_013647992.2, XP_013730276.1, XP_013708457.1
OG0004465	CARHR166340	XP_013648017.2, XP_013663442.1, XP_013663277.1, XP_013742310.1, XP_013698353.1
OG0004466	CARHR166850	XP_013700717.2, XP_013663399.1, XP_013663320.1, XP_022573646.1, XP_013742207.1, XP_022574505.1
OG0004467	CARHR266310	XP_013740403.1, XP_013704976.2, XP_013715702.2, XP_022568403.1
OG0004468	CARHR168380	XP_048609685.1, XP_022561635.2, XP_013675400.1, XP_013659937.1, XP_013700997.1, XP_048593032.1, XP_022559769.2
OG0004469	CARHR168490	XP_022553705.2, XP_022572079.2, XP_048617713.1, XP_048597202.1
OG0004470	CARHR169000	XP_048620743.1, XP_013663492.2, XP_013711314.2, XP_048634288.1, XP_013648344.1, XP_048617133.1
OG0004471	CARHR140500	XP_013734804.2, XP_013725848.1, XP_013688131.2, XP_048611259.1
OG0004472	CARHR171780	XP_013711930.1, XP_013711813.2, XP_013692747.2, XP_013741921.1
OG0004474	CARHR173300	NP_001302770.1, XP_048620911.1, XP_048616273.1, XP_013648527.2, XP_013741855.1, XP_048634217.1
