Orthogroup	Cardamine_hirsuta	Cardamine_glauca
OG0004047	CARHR189930	Cg008G303320
OG0004048	CARHR274510	Cg003G108510
OG0004049	CARHR275320	Cg003G109280
OG0004050	CARHR151190	Cg002G062670
OG0004050	CARHR190730	Cg008G302580
OG0004051	CARHR152680	Cg002G063960
OG0004051	CARHR191350	Cg008G301960
OG0004052	CARHR064570, CARHR064550	Cg007G271780
OG0004053	CARHR071700	Cg007G278870
OG0004054	CARHR087420	Cg004G128630
OG0004055	CARHR088450	Cg004G129600
OG0004056	CARHR290310	Cg001G025520
OG0004057	CARHR092370	Cg004G133570
OG0004058	CARHR092380	Cg004G133580
OG0004059	CARHR292250, CARHR093290	Cg004G134530
OG0004060	CARHR093440	Cg004G134700
OG0004060	CARHR113170	Cg005G192760
OG0004061	CARHR093530	Cg004G134770
OG0004062	CARHR093850	Cg004G135140
OG0004063	CARHR094070	Cg004G135350
OG0004064	CARHR096120, CARHR050370, CARHR287710	Cg004G137270
OG0004065	CARHR096910	Cg004G138010
OG0004066	CARHR098220	Cg004G139560
OG0004067	CARHR100440	Cg004G142170
OG0004068	CARHR105780	Cg004G150070, Cg004G150650
OG0004069	CARHR039310	Cg006G200310
OG0004070	CARHR089950	Cg004G131130
OG0004071	CARHR167060	Cg002G049380
OG0004072	CARHR167870	Cg002G048630
OG0004072	CARHR137000	Cg005G164060
OG0004073	CARHR169660	Cg002G047190
OG0004075	CARHR177710	Cg008G321710
OG0004075	CARHR177730	Cg008G321660
OG0004076	CARHR178310, CARHR178300	Cg008G321090
OG0004078	CARHR235180	Cg001G013190, Cg001G013200
OG0004082	CARHR249930	Cg014G331940, Cg003G077680, Cg004G145140
OG0004083	CARHR058080	Cg007G265060
OG0004084	CARHR146670	Cg002G073010
OG0004087	CARHR267110	Cg005G177580, Cg005G177550
OG0004092	CARHR238420	Cg001G009930
OG0004093	CARHR238770	Cg001G009630, Cg003G097470
OG0004094	CARHR241860	Cg001G006540
OG0004095	CARHR241970	Cg001G006460
OG0004096	CARHR242460	Cg001G005940
OG0004097	CARHR054040	Cg007G252530
OG0004098	CARHR010220	Cg006G235870
OG0004099	CARHR143830	Cg002G075570
OG0004100	CARHR151800	Cg002G069600
OG0004101	CARHR268800	Cg003G102730
OG0004102	CARHR046270	Cg007G245580
OG0004102	CARHR212570	Cg001G042960
OG0004103	CARHR086390	Cg004G127630
OG0004104	CARHR264990	Cg003G098670
OG0004105	CARHR267620	Cg003G101590
OG0004106	CARHR268120	Cg003G102030
OG0004107	CARHR135440	Cg005G183370, Cg005G165750
OG0004108	CARHR269640	Cg003G103530
OG0004109	CARHR202000, CARHR202040	Cg008G291720
OG0004110	CARHR203640	Cg008G290110
OG0004111	CARHR204880	Cg008G289070
OG0004112	CARHR275270	Cg003G109230
OG0004113	CARHR225380	Cg001G022260
OG0004114	CARHR225410	Cg001G022200
OG0004115	CARHR225620	Cg001G021960
OG0004117	CARHR227790	Cg001G019820
OG0004118	CARHR228440	Cg001G019290
OG0004119	CARHR194380	Cg006G211870
OG0004120	CARHR227700	Cg001G019910
OG0004121	CARHR035780	Cg006G205080
OG0004122	CARHR035550	Cg006G206110
OG0004123	CARHR128220	Cg005G172480
OG0004123	CARHR028450	Cg006G217670
OG0004124	CARHR030270	Cg006G215530
OG0004125	CARHR245020	Cg001G003500
OG0004126	CARHR131380	Cg005G169630
OG0004126	CARHR257860	Cg003G090610, Cg003G096190
OG0004127	CARHR245990	Cg003G097640, Cg001G002620
OG0004128	CARHR294270	Cg001G000400
OG0004129	CARHR007440	Cg006G238400
OG0004130	CARHR152110	Cg002G070120
OG0004132	CARHR127670	Cg005G172980
OG0004133	CARHR181160	Cg008G318210
OG0004134	CARHR181810	Cg008G315820
OG0004134	CARHR037430	Cg006G202030
OG0004135	CARHR231310, CARHR255610	Cg003G083040
OG0004136	CARHR254190	Cg003G081680
OG0004137	CARHR174260	Cg008G324720
OG0004138	CARHR220780	Cg001G027440
OG0004139	CARHR213190	Cg001G042100
OG0004140	CARHR142790	Cg005G158260
OG0004141	CARHR142400	Cg005G158620
OG0004142	CARHR139360	Cg005G161610
OG0004143	CARHR119270, CARHR138820	Cg005G162160
OG0004144	CARHR138000	Cg005G162950
OG0004145	CARHR137940	Cg005G163020
OG0004146	CARHR168970	Cg002G047770
OG0004147	CARHR191840	Cg008G301440
OG0004148	CARHR191440	Cg008G301860
OG0004149	CARHR190550	Cg008G302710
OG0004150	CARHR273760	Cg003G107870
OG0004151	CARHR272890	Cg003G106560
OG0004152	CARHR148630, CARHR217800, CARHR278030	Cg003G111960
OG0004153	CARHR000780	Cg006G244820
OG0004153	CARHR248370	Cg003G076200
OG0004154	CARHR249370	Cg003G077130, Cg014G332500
OG0004155	CARHR249410	Cg014G332430, Cg003G077180
OG0004156	CARHR250570	Cg003G078370, Cg014G331250
OG0004157	CARHR250590	Cg014G331230, Cg003G078390
OG0004158	CARHR210350	Cg008G283700
OG0004158	CARHR179740	Cg008G319610
OG0004159	CARHR003580	Cg006G242220
OG0004160	CARHR125730	Cg005G174700
OG0004161	CARHR125570, CARHR125590	Cg005G174810
OG0004163	CARHR123770, CARHR289390	Cg005G176350
OG0004164	CARHR123580	Cg005G176620
OG0004165	CARHR122420	Cg005G177800
OG0004166	CARHR115110	Cg005G185710
OG0004167	CARHR234960	Cg001G013420
OG0004168	CARHR199070	Cg008G294420
OG0004168	CARHR075160	Cg004G116260
OG0004169	CARHR077110	Cg004G118260
OG0004170	CARHR078090	Cg004G119650
OG0004171	CARHR185410	Cg008G307770
OG0004171	CARHR078610	Cg004G120070
OG0004172	CARHR079340	Cg004G120720
OG0004173	CARHR079280	Cg004G120660
OG0004173	CARHR185900	Cg008G307150
OG0004174	CARHR082220, CARHR082240	Cg004G123650
OG0004175	CARHR135590	Cg005G165610
OG0004176	CARHR131760	Cg005G168700
OG0004177	CARHR132740	Cg005G168210
OG0004178	CARHR016720	Cg006G229710
OG0004179	CARHR019600	Cg006G227030
OG0004180	CARHR146930	Cg002G072770
OG0004181	CARHR021170	Cg006G225300
OG0004182	CARHR064840	Cg007G272440
OG0004183	CARHR231980	Cg001G016250
OG0004184	CARHR232070	Cg001G016160
OG0004185	CARHR232220	Cg001G016010
OG0004186	CARHR262430	Cg001G040060
OG0004187	CARHR232530	Cg001G015680
OG0004188	CARHR264900	Cg003G098590
OG0004190	CARHR012830	Cg006G233380
OG0004191	CARHR008170	Cg006G237730
OG0004192	CARHR002470	Cg006G240690, Cg006G243220
OG0004193	CARHR197200	Cg008G296390
OG0004194	CARHR197010	Cg008G296590
OG0004195	CARHR195930	Cg008G297560
OG0004195	CARHR154530, CARHR154520	Cg002G062990
OG0004197	CARHR206140	Cg008G287820
OG0004198	CARHR187510	Cg008G305600
OG0004200	CARHR189220, CARHR189240	Cg008G303960
OG0004201	CARHR204710	Cg008G289210
OG0004202	CARHR289630	Cg007G247630
OG0004203	CARHR236070, CARHR060900	Cg001G012240
OG0004204	CARHR156570	Cg002G059130
OG0004204	CARHR276400	Cg003G110390
OG0004205	CARHR272390	Cg003G106140
OG0004206	CARHR158590	Cg002G057280
OG0004206	CARHR158580	Cg002G057290
OG0004207	CARHR149980	Cg002G061630
OG0004208	CARHR066880	Cg007G274220
OG0004208	CARHR260420	Cg003G085340
OG0004209	CARHR291230	Cg007G271930
OG0004210	CARHR291080	Cg007G272090
OG0004212	CARHR071270	Cg007G278400
OG0004213	CARHR067480	Cg007G274680
OG0004214	CARHR066230	Cg007G273680
OG0004215	CARHR071850	Cg007G279050, Cg007G278980
OG0004216	CARHR073760	Cg007G280940, Cg007G280610
OG0004217	CARHR087220	Cg004G128430
OG0004218	CARHR090300	Cg004G131610
OG0004219	CARHR090620	Cg004G131940
OG0004220	CARHR091120	Cg004G132350
OG0004221	CARHR093410	Cg004G134660
OG0004222	CARHR093540	Cg004G134780
OG0004223	CARHR094420	Cg004G135690
OG0004224	CARHR094690	Cg004G135970
OG0004225	CARHR095030	Cg004G136300
OG0004226	CARHR097050	Cg004G138120
OG0004227	CARHR097640	Cg004G138730
OG0004228	CARHR097660	Cg004G138740
OG0004229	CARHR098150	Cg004G139480
OG0004230	CARHR098270	Cg004G139600
OG0004231	CARHR098730	Cg004G140090
OG0004232	CARHR099520	Cg004G141130
OG0004233	CARHR099760	Cg004G141400
OG0004234	CARHR108430	Cg004G154040
OG0004235	CARHR109620	Cg004G155380
OG0004236	CARHR236660	Cg001G011640
OG0004236	CARHR236650	Cg001G011650
OG0004237	CARHR216580	Cg001G034350
OG0004237	CARHR111180	Cg004G156970
OG0004238	CARHR045640	Cg006G194380
OG0004239	CARHR045500	Cg006G194530
OG0004240	CARHR044390	Cg006G195470
OG0004241	CARHR044050	Cg006G195830
OG0004242	CARHR043600	Cg006G196260
OG0004243	CARHR043440	Cg006G196470
OG0004244	CARHR041430	Cg006G198400
OG0004245	CARHR038270	Cg006G201240
OG0004246	CARHR037830	Cg006G201670
OG0004247	CARHR128930	Cg005G171820
OG0004249	CARHR187330, CARHR187310	Cg008G305780
OG0004250	CARHR074020	Cg007G280670, Cg003G098090
OG0004251	CARHR167590	Cg002G048900
OG0004252	CARHR168300	Cg002G048330
OG0004252	CARHR137220	Cg005G163830
OG0004253	CARHR171130	Cg002G045880
OG0004253	CARHR186390, CARHR186410	Cg007G266290, Cg007G266270
OG0004254	CARHR078640, CARHR004860	Cg006G240950
OG0004255	CARHR172640	Cg002G044330
OG0004259	CARHR040260, CARHR041480, CARHR112950	Cg006G200480
OG0004260	CARHR248590	Cg003G076410
OG0004262	CARHR047760	Cg007G246700
OG0004264	CARHR128330	Cg005G172340
OG0004264	CARHR128320	Cg005G172350
OG0004265	CARHR152810	Cg006G218820
OG0004266	CARHR180050	Cg008G319310
OG0004267	CARHR277470, CARHR277480	Cg003G111400
OG0004275	CARHR236750	Cg001G011520, Cg001G011510
OG0004276	CARHR242500	Cg001G005980
OG0004277	CARHR238120	Cg001G010280
OG0004278	CARHR239040	Cg001G009380
OG0004278	CARHR117730	Cg005G190260
OG0004279	CARHR239260	Cg001G009170
OG0004280	CARHR241240	Cg001G007120
OG0004281	CARHR242110	Cg001G006320
OG0004282	CARHR242810	Cg001G005630
OG0004283	CARHR243500	Cg001G005030
OG0004284	CARHR030750	Cg006G215020
OG0004285	CARHR031570	Cg006G213890
OG0004286	CARHR289790, CARHR289800	Cg007G254580
OG0004287	CARHR143860	Cg002G075540
OG0004288	CARHR145150	Cg002G074400
OG0004290	CARHR148490	Cg002G071250
OG0004292	CARHR292510	Cg002G069160
OG0004293	CARHR055420	Cg007G259460
OG0004294	CARHR055450	Cg007G258530
OG0004294	CARHR137580	Cg005G163510
OG0004295	CARHR136280	Cg005G164840
OG0004296	CARHR084550	Cg004G125660
OG0004297	CARHR085790	Cg004G126970, Cg001G040270
OG0004298	CARHR086380	Cg004G127620
OG0004299	CARHR257400	Cg003G097050
OG0004300	CARHR256790, CARHR256780	Cg003G097740
OG0004301	CARHR264060	Cg003G097790
OG0004302	CARHR264390	Cg003G098130
OG0004303	CARHR234100	Cg001G014180
OG0004304	CARHR271780	Cg003G105540
OG0004305	CARHR187160	Cg008G305930
OG0004306	CARHR199980	Cg008G293590
OG0004307	CARHR201280	Cg008G292330
OG0004308	CARHR202530	Cg008G291230
OG0004309	CARHR204600	Cg008G289290
OG0004310	CARHR205020	Cg008G288990
OG0004311	CARHR224880	Cg001G022720
OG0004311	CARHR175360	Cg008G323800
OG0004312	CARHR225110	Cg001G022530
OG0004313	CARHR225870	Cg001G021750
OG0004314	CARHR226840	Cg001G020700
OG0004315	CARHR227250	Cg001G020350
OG0004316	CARHR227520	Cg001G020040
OG0004317	CARHR227690	Cg001G019920
OG0004318	CARHR229620	Cg001G018300
OG0004319	CARHR229780, CARHR229790	Cg001G018150
OG0004320	CARHR230760	Cg001G017470
OG0004321	CARHR231460	Cg001G016870
OG0004322	CARHR255890	Cg003G083430
OG0004323	CARHR034200	Cg006G209450
OG0004323	CARHR260240	Cg003G085620
OG0004324	CARHR098540	Cg004G139860
OG0004325	CARHR043430	Cg006G196490
OG0004326	CARHR028960	Cg006G216930
OG0004327	CARHR029870	Cg006G215980
OG0004328	CARHR030030	Cg006G215850
OG0004330	CARHR244160	Cg001G004370
OG0004331	CARHR245260	Cg001G003290
OG0004332	CARHR245330	Cg001G003230
OG0004333	CARHR261100, CARHR261120	Cg003G084270, Cg003G084250
OG0004334	CARHR254230	Cg003G081700
OG0004336	CARHR103910	Cg004G146560
OG0004337	CARHR102120	Cg004G143580
OG0004337	CARHR217960	Cg001G032590
OG0004338	CARHR218080	Cg001G031830
OG0004339	CARHR220630	Cg001G027610
OG0004340	CARHR221190	Cg001G027170
OG0004341	CARHR221360	Cg001G027010
OG0004342	CARHR044020, CARHR248660	Cg006G195850
OG0004343	CARHR173220	Cg002G043770
OG0004344	CARHR142410	Cg005G158610
OG0004345	CARHR141640	Cg005G159360
OG0004346	CARHR141420	Cg005G159610
OG0004347	CARHR139440	Cg005G161550
OG0004347	CARHR069720	Cg007G276780
OG0004348	CARHR138210	Cg005G162730
OG0004349	CARHR168460	Cg002G048180
OG0004349	CARHR137420	Cg005G163640
OG0004350	CARHR193070	Cg008G300300
OG0004351	CARHR165540	Cg002G050960
OG0004351	CARHR135030, CARHR159370	Cg005G166120
OG0004352	CARHR135020	Cg005G166130
OG0004354	CARHR285570	Cg003G106860
OG0004355	CARHR277600	Cg003G090010, Cg003G090040, Cg003G095560, Cg003G111520, Cg003G092200
OG0004356	CARHR277950	Cg003G111880
OG0004357	CARHR279420	Cg003G113440
OG0004358	CARHR280590	Cg003G114690
OG0004359	CARHR280770	Cg003G114840
OG0004360	CARHR000240	Cg006G245350, Cg006G240400
OG0004361	CARHR248750	Cg014G333040, Cg003G076530
OG0004362	CARHR002850	Cg006G242920
OG0004363	CARHR127420	Cg005G173220
OG0004364	CARHR127380	Cg005G173260
OG0004365	CARHR005490, CARHR038450	Cg006G240230
OG0004366	CARHR124830	Cg005G175430
OG0004368	CARHR123910	Cg005G176250
OG0004369	CARHR123680	Cg005G176460
OG0004370	CARHR123620	Cg005G176530
OG0004371	CARHR123220	Cg005G176970
OG0004372	CARHR075550	Cg004G116660
OG0004373	CARHR076760	Cg004G117880
OG0004374	CARHR079560	Cg004G121010
OG0004375	CARHR186110	Cg008G306920
OG0004376	CARHR079940	Cg004G121320
OG0004377	CARHR080480	Cg004G121880
OG0004377	CARHR164130	Cg002G052350
OG0004378	CARHR080630	Cg004G122030
OG0004379	CARHR080940	Cg004G122360
OG0004380	CARHR081930	Cg004G123350
OG0004381	CARHR130270	Cg005G170540
OG0004382	CARHR130430	Cg005G170390
OG0004383	CARHR131410	Cg005G169600
OG0004384	CARHR163490	Cg002G052920
OG0004385	CARHR016550	Cg006G229850
OG0004386	CARHR018330	Cg006G228270
OG0004387	CARHR066490	Cg007G273870
OG0004388	CARHR019130	Cg006G227530
OG0004388	CARHR067190	Cg007G274530
OG0004389	CARHR019330	Cg006G227310
OG0004390	CARHR070620, CARHR070610	Cg007G277800
OG0004391	CARHR064830	Cg007G272420
OG0004393	CARHR025360	Cg006G220880
OG0004394	CARHR026300	Cg006G219880
OG0004395	CARHR232260	Cg001G015990
OG0004396	CARHR117820	Cg005G190150
OG0004397	CARHR013760	Cg006G232540
OG0004398	CARHR013160	Cg006G233070
OG0004399	CARHR013050	Cg006G233190
OG0004400	CARHR012210	Cg006G233990
OG0004401	CARHR011270	Cg006G234890
OG0004402	CARHR010790	Cg006G235370
OG0004403	CARHR010180	Cg006G235900
OG0004404	CARHR008940	Cg006G237020
OG0004405	CARHR007840	Cg006G238060
OG0004405	CARHR007850	Cg006G238050
OG0004406	CARHR007700	Cg006G238180
OG0004407	CARHR198090	Cg008G295490
OG0004408	CARHR197040	Cg008G296560
OG0004409	CARHR196320	Cg008G297100
OG0004410	CARHR194460	Cg008G298910
OG0004411	CARHR194350	Cg008G299000
OG0004412	CARHR186890	Cg008G306210
OG0004413	CARHR186190	Cg008G306810
OG0004414	CARHR184020	Cg008G312640
OG0004415	CARHR206870	Cg008G286970
OG0004416	CARHR187720, CARHR187730	Cg008G305380
OG0004418	CARHR189990	Cg008G303260
OG0004419	CARHR190390	Cg008G302870
OG0004420	CARHR275100	Cg003G109050
OG0004421	CARHR158680	Cg002G057210
OG0004422	CARHR061120	Cg007G268510
OG0004422	CARHR061090	Cg007G268490
OG0004423	CARHR062670	Cg007G270070
OG0004424	CARHR063380	Cg007G270710
OG0004425	CARHR063960	Cg007G271150
OG0004426	CARHR064730	Cg007G272310
OG0004427	CARHR064940	Cg007G272530
OG0004427	CARHR064930	Cg007G272510
OG0004428	CARHR068920	Cg007G276080
OG0004429	CARHR067880, CARHR067870	Cg007G275060
OG0004429	CARHR067860	Cg007G275050
OG0004430	CARHR067830	Cg007G275020
OG0004430	CARHR067820	Cg007G275010
OG0004431	CARHR065840, CARHR065870	Cg007G273360
OG0004432	CARHR072090	Cg007G279260
OG0004433	CARHR072560	Cg007G279630
OG0004433	CARHR072570	Cg007G279640
OG0004434	CARHR072940	Cg007G279950
OG0004435	CARHR073310	Cg007G280240
OG0004436	CARHR087440	Cg004G128660
OG0004437	CARHR088940	Cg004G130190
OG0004438	CARHR089080	Cg004G130310
OG0004439	CARHR213460, CARHR265370, CARHR089500	Cg004G130430
OG0004440	CARHR090150	Cg004G131460
OG0004441	CARHR090390	Cg004G131690
OG0004442	CARHR090530	Cg004G131860
OG0004443	CARHR091410	Cg004G132600
OG0004444	CARHR093950	Cg004G135230
OG0004445	CARHR040320	Cg006G199490
OG0004446	CARHR095580	Cg004G136850
OG0004447	CARHR096780	Cg004G137850
OG0004448	CARHR096800	Cg004G137870
OG0004449	CARHR099560, CARHR097240	Cg004G138320
OG0004450	CARHR097820	Cg004G138890
OG0004451	CARHR099200	Cg004G140710
OG0004453	CARHR109120	Cg004G154700
OG0004454	CARHR108640	Cg004G154290
OG0004455	CARHR109570	Cg004G155290, Cg004G155300, Cg004G155320, Cg004G155340, Cg004G155330
OG0004456	CARHR130310	Cg005G170490
OG0004457	CARHR042540	Cg006G197350
OG0004458	CARHR041670	Cg006G198250
OG0004459	CARHR040560	Cg006G199230
OG0004460	CARHR038220	Cg006G201270
OG0004461	CARHR128490	Cg005G172190
OG0004461	CARHR029550	Cg006G216550
OG0004462	CARHR161540	Cg002G054930
OG0004463	CARHR163890	Cg002G052570
OG0004464	CARHR165140	Cg002G051390
OG0004464	CARHR165150	Cg002G051380
OG0004465	CARHR166340	Cg002G050130
OG0004466	CARHR166850	Cg002G049590
OG0004468	CARHR168380	Cg002G048250
OG0004469	CARHR168490	Cg002G048160
OG0004470	CARHR169000	Cg002G047740
OG0004471	CARHR140500	Cg005G160510
OG0004471	CARHR171150	Cg002G045860
OG0004472	CARHR171780	Cg002G045300
OG0004474	CARHR173300	Cg002G043690
OG0004475	CARHR286730, CARHR039190, CARHR039200	Cg006G200450
OG0004477	CARHR259150	Cg003G091780
OG0004478	CARHR170740	Cg002G046180
OG0004480	CARHR209850	Cg008G284230
OG0004482	CARHR024470, CARHR024440	Cg006G221780, Cg006G221760
OG0004483	CARHR063390	Cg007G270720
OG0004484	CARHR252030	Cg004G156090
OG0004486	CARHR213510	Cg004G133280
OG0004488	CARHR199820	Cg008G293750
OG0004488	CARHR184010	Cg008G312630
OG0004498	CARHR235980	Cg001G012320
OG0004499	CARHR236310	Cg001G011990
OG0004500	CARHR236670	Cg001G011630
OG0004501	CARHR237880	Cg001G010560
OG0004502	CARHR271120	Cg003G104930
OG0004503	CARHR238150	Cg001G010240
OG0004504	CARHR184610	Cg005G190810
OG0004505	CARHR238460	Cg001G009890
OG0004506	CARHR238610	Cg001G009760
OG0004507	CARHR168250, CARHR168610	Cg002G048070
OG0004508	CARHR239710	Cg001G008720
OG0004509	CARHR240080	Cg001G008320
OG0004510	CARHR240100	Cg001G008300
OG0004510	CARHR059710	Cg013G330450
OG0004511	CARHR241010	Cg001G007320
OG0004512	CARHR242390	Cg001G005880
OG0004513	CARHR242280	Cg001G005780
OG0004514	CARHR223120	Cg001G024540
OG0004515	CARHR053200	Cg007G251150
OG0004516	CARHR051290	Cg007G249190
OG0004517	CARHR073750	Cg007G280600
OG0004517	CARHR011650	Cg006G234540
OG0004518	CARHR231050, CARHR231040	Cg001G017230
OG0004519	CARHR144090	Cg002G075330
OG0004520	CARHR026140	Cg006G220050
OG0004521	CARHR146850	Cg002G072850
OG0004522	CARHR261950	Cg001G040770
OG0004523	CARHR151930	Cg002G069920
OG0004524	CARHR153100	Cg002G067350
OG0004525	CARHR216460, CARHR216470	Cg001G034470
OG0004525	CARHR056920	Cg007G263670, Cg007G262410
OG0004526	CARHR012730	Cg006G233470
OG0004526	CARHR048720	Cg007G247440, Cg007G251860, Cg007G251830, Cg007G251880
OG0004527	CARHR087110	Cg004G128320
OG0004528	CARHR269660	Cg003G103560
OG0004529	CARHR086830	Cg004G128050
OG0004530	CARHR273390	Cg003G107480
OG0004531	CARHR269220	Cg003G103150
OG0004532	CARHR269600	Cg003G103490
OG0004533	CARHR270340, CARHR270350	Cg003G104120
OG0004534	CARHR270530	Cg003G104250
OG0004535	CARHR271310	Cg003G105130
OG0004536	CARHR271690	Cg003G105460
OG0004537	CARHR184460	Cg008G313880, Cg009G325730
OG0004538	CARHR200580	Cg008G293000
OG0004539	CARHR200700	Cg008G292870
OG0004540	CARHR201080	Cg008G292490
OG0004541	CARHR201270	Cg008G292340
OG0004542	CARHR202190, CARHR149000	Cg008G291580
OG0004543	CARHR202660	Cg008G291110
OG0004544	CARHR203020	Cg008G290710
OG0004545	CARHR204220	Cg008G289610
OG0004546	CARHR205100	Cg008G288910
OG0004547	CARHR205710	Cg008G288240
OG0004548	CARHR225260	Cg001G022400
OG0004550	CARHR226000	Cg001G021540
OG0004551	CARHR253760	Cg003G081240
OG0004551	CARHR229460	Cg001G018400
OG0004552	CARHR230920	Cg001G017360
OG0004553	CARHR230930	Cg001G017340
OG0004554	CARHR231440	Cg001G016890
OG0004557	CARHR036280	Cg006G203700
OG0004557	CARHR036330	Cg006G203690
OG0004558	CARHR027600	Cg006G218550
OG0004559	CARHR027940	Cg006G218140
OG0004560	CARHR027980	Cg006G218090
OG0004561	CARHR029140	Cg006G216650
OG0004562	CARHR029300	Cg006G216300
OG0004563	CARHR030310	Cg006G215480
OG0004563	CARHR030320	Cg006G215450
OG0004564	CARHR243810	Cg001G004720
OG0004565	CARHR243890	Cg001G004640
OG0004566	CARHR244810	Cg001G003680
OG0004567	CARHR247100	Cg001G001430
OG0004567	CARHR215520	Cg001G035970
OG0004568	CARHR216480	Cg001G034450
OG0004569	CARHR215950	Cg001G035330
OG0004569	CARHR057570	Cg007G264500
OG0004570	CARHR017530, CARHR262660	Cg001G039750
OG0004571	CARHR156310, CARHR106840	Cg002G059410
OG0004572	CARHR129280	Cg005G171500
OG0004573	CARHR174440	Cg008G324560
OG0004574	CARHR129920	Cg005G170900
OG0004575	CARHR127740	Cg005G172920
OG0004576	CARHR255760	Cg003G083170
OG0004577	CARHR255420	Cg003G082670
OG0004578	CARHR252510	Cg003G080100, Cg003G093890
OG0004579	CARHR178670	Cg008G320720
OG0004579	CARHR178720	Cg008G320680
OG0004580	CARHR114890, CARHR178630	Cg008G320820
OG0004581	CARHR175560	Cg008G323570
OG0004582	CARHR174420	Cg008G324580
OG0004583	CARHR102380	Cg001G032730
OG0004584	CARHR219060	Cg001G029510
OG0004585	CARHR220100	Cg001G028370
OG0004586	CARHR098090	Cg004G139420
OG0004587	CARHR140880	Cg005G160110
OG0004589	CARHR139840	Cg005G161200
OG0004590	CARHR139830	Cg005G161210
OG0004591	CARHR139780	Cg005G161260
OG0004592	CARHR138520	Cg005G162430
OG0004593	CARHR211080	Cg008G283090
OG0004594	CARHR209950	Cg008G284090
OG0004595	CARHR192130	Cg008G301110
OG0004596	CARHR191870	Cg008G301410
OG0004597	CARHR191290	Cg008G302010
OG0004598	CARHR190850	Cg008G302460
OG0004599	CARHR276980	Cg003G110980
OG0004600	CARHR277610	Cg003G095570, Cg003G092210, Cg003G111530
OG0004601	CARHR278010	Cg003G111940
OG0004602	CARHR278500	Cg003G112450
OG0004603	CARHR279390	Cg003G113410
OG0004604	CARHR279460	Cg003G113480
OG0004605	CARHR280480	Cg003G114580
OG0004606	CARHR281070	Cg003G115160
OG0004607	CARHR281610	Cg003G115720
OG0004607	CARHR160860	Cg002G055560
OG0004608	CARHR248040	Cg003G075910
OG0004609	CARHR250460	Cg014G331430, Cg003G078220
OG0004610	CARHR180220	Cg008G319030
OG0004611	CARHR126980	Cg005G173630
OG0004612	CARHR125150	Cg005G175150
OG0004613	CARHR122090	Cg005G178130
OG0004613	CARHR007370	Cg006G238490
OG0004614	CARHR119770	Cg005G181490
OG0004615	CARHR120140	Cg005G180530
OG0004616	CARHR017030	Cg006G229410
OG0004616	CARHR075310	Cg004G116420
OG0004617	CARHR266370, CARHR105740, CARHR075180	Cg004G116300
OG0004617	CARHR199040	Cg008G294460
OG0004618	CARHR074930	Cg004G116010
OG0004619	CARHR094730	Cg004G136000
OG0004619	CARHR074890	Cg004G115970
OG0004620	CARHR083010	Cg004G124360
OG0004621	CARHR076770	Cg004G117900
OG0004622	CARHR196370	Cg008G297050
OG0004622	CARHR076980	Cg004G118140
OG0004623	CARHR078120	Cg004G119670
OG0004624	CARHR080250	Cg004G121630
OG0004625	CARHR080390	Cg004G121770
OG0004626	CARHR080530	Cg004G121940
OG0004627	CARHR080570	Cg004G121980
OG0004628	CARHR080850	Cg004G122270
OG0004629	CARHR082030	Cg004G123470
OG0004630	CARHR082390	Cg004G123800
OG0004631	CARHR082440	Cg004G123850, Cg003G090820, Cg003G090950, Cg007G262240, Cg007G263880
OG0004632	CARHR082610	Cg004G123980
OG0004633	CARHR082640	Cg004G124010
OG0004634	CARHR135640	Cg005G165510
OG0004635	CARHR135300	Cg005G165890
OG0004636	CARHR135260	Cg005G165920
OG0004637	CARHR135100	Cg005G166050
OG0004638	CARHR134560	Cg005G166530
OG0004639	CARHR130660	Cg005G170170
OG0004640	CARHR130720	Cg005G170110
OG0004641	CARHR131320	Cg005G169720
OG0004642	CARHR131980	Cg005G168890
OG0004643	CARHR133320	Cg005G167660
OG0004644	CARHR016400	Cg006G230000
OG0004645	CARHR016450	Cg006G229950
OG0004646	CARHR018480	Cg006G228130
OG0004647	CARHR019190	Cg006G227470
OG0004648	CARHR020390	Cg006G226070
OG0004649	CARHR021840	Cg006G224560
OG0004650	CARHR022320, CARHR038350	Cg006G224040
OG0004651	CARHR023800	Cg006G222480
OG0004652	CARHR023990	Cg006G222300
OG0004653	CARHR023970	Cg006G222330
OG0004654	CARHR025060	Cg006G221170
OG0004654	CARHR062650	Cg007G270050
OG0004655	CARHR231910, CARHR231920	Cg001G016350, Cg001G016330
OG0004656	CARHR232160	Cg001G016070
OG0004657	CARHR232250	Cg001G016000
OG0004658	CARHR233180	Cg001G015020
OG0004659	CARHR116490	Cg005G188840
OG0004660	CARHR116810	Cg005G189140, Cg005G189130
OG0004661	CARHR012840	Cg006G233370
OG0004662	CARHR010340	Cg006G235780
OG0004663	CARHR010090	Cg006G236000
OG0004664	CARHR009740	Cg006G236250
OG0004665	CARHR009510	Cg006G236520
OG0004667	CARHR008910	Cg006G237040
OG0004668	CARHR008410	Cg006G237520
OG0004669	CARHR007780	Cg006G238100
OG0004670	CARHR006800	Cg006G239090
OG0004671	CARHR004270	Cg006G241510
OG0004672	CARHR199090	Cg008G294400
OG0004673	CARHR196760	Cg008G296730
OG0004674	CARHR195370	Cg008G298100
OG0004675	CARHR195300	Cg008G298170
OG0004676	CARHR194500	Cg008G298870
OG0004677	CARHR194420	Cg008G298950
