Orthogroup	Cardamine_hirsuta	Cardamine_amara
OG0004045	CARHR188530	evm.model.RL_4.1235
OG0004045	CARHR188540	evm.model.RL_4.1236
OG0004046	CARHR189860	evm.model.RL_4.1359
OG0004046	CARHR157650	evm.model.RL_7.1502
OG0004047	CARHR189930	evm.model.RL_4.1365.2.687c86d3
OG0004048	CARHR205040	evm.model.RL_4.2735
OG0004048	CARHR274510	evm.model.RL_8.2150
OG0004049	CARHR275320	evm.model.RL_8.2231
OG0004050	CARHR151190	evm.model.RL_7.1864
OG0004050	CARHR190730	evm.model.RL_4.1441, evm.model.RL_4.1442
OG0004051	CARHR152680	evm.model.RL_7.1928
OG0004051	CARHR191350	evm.model.RL_4.1500
OG0004052	CARHR064570, CARHR064550	evm.model.RL_3.1534
OG0004053	CARHR071700	evm.model.RL_3.2221
OG0004054	CARHR087420	evm.model.RL_1.1188
OG0004055	CARHR088450	evm.model.RL_1.1287
OG0004056	CARHR290310	evm.model.RL_2.1120
OG0004057	CARHR092370	evm.model.RL_1.1637
OG0004058	CARHR092380	evm.model.RL_1.1638
OG0004059	CARHR292250, CARHR093290	evm.model.RL_1.1709
OG0004060	CARHR113170	evm.model.RL_6.109
OG0004061	CARHR093530	evm.model.RL_1.1731
OG0004062	CARHR093850	evm.model.RL_1.1760
OG0004063	CARHR094070	evm.model.RL_1.1781
OG0004064	CARHR096120	evm.model.RL_1.1960
OG0004065	CARHR096910	evm.model.RL_1.2029
OG0004066	CARHR098220	evm.model.RL_1.2142
OG0004067	CARHR100440	evm.model.RL_1.2332
OG0004068	CARHR105780	evm.model.RL_1.2757
OG0004069	CARHR039310	evm.model.RL_5.2090
OG0004070	CARHR089950	evm.model.RL_1.1418
OG0004071	CARHR167060	evm.model.RL_7.674
OG0004072	CARHR167870	evm.model.RL_7.592
OG0004072	CARHR137000	evm.model.RL_6.2317
OG0004073	CARHR169660	evm.model.RL_7.429
OG0004074	CARHR213040	evm.model.RL_2.129
OG0004075	CARHR177710	evm.model.RL_4.354
OG0004075	CARHR177730	evm.model.RL_4.358
OG0004078	CARHR235180	evm.model.RL_2.2263
OG0004082	CARHR249930	evm.model.RL_8.183, evm.model.RL_8.182, evm.model.RL_8.198
OG0004083	CARHR058080	evm.model.RL_4.2072, evm.model.RL_3.985
OG0004084	CARHR146670	evm.model.RL_7.2444
OG0004087	CARHR267110	evm.model.RL_8.1487
OG0004092	CARHR238420	evm.model.RL_2.2567
OG0004093	CARHR238770	evm.model.RL_2.2598.1.687c86e6
OG0004094	CARHR241860	evm.model.RL_2.2891
OG0004095	CARHR241970	evm.model.RL_2.2900
OG0004096	CARHR242460	evm.model.RL_2.2954
OG0004097	CARHR054040	evm.model.RL_3.592
OG0004098	CARHR010220	evm.model.RL_5.873
OG0004099	CARHR143830	evm.model.RL_7.2676
OG0004100	CARHR151800	evm.model.RL_7.2161
OG0004101	CARHR268800	evm.model.RL_8.1633
OG0004102	CARHR046270	evm.model.RL_3.15
OG0004102	CARHR212570	evm.model.RL_2.190
OG0004103	CARHR086390	evm.model.RL_1.1095
OG0004105	CARHR267620	evm.model.RL_8.1526
OG0004106	CARHR268120	evm.model.RL_8.1566
OG0004107	CARHR135440	evm.model.RL_6.2156
OG0004108	CARHR269640	evm.model.RL_8.1701.5.687c855d
OG0004109	CARHR202000, CARHR202040	evm.model.RL_4.2462
OG0004111	CARHR204910	evm.model.RL_4.2724
OG0004111	CARHR204880	evm.model.RL_4.2723
OG0004112	CARHR275270	evm.model.RL_8.2226
OG0004113	CARHR225380	evm.model.RL_2.1411
OG0004114	CARHR225410	evm.model.RL_2.1414
OG0004115	CARHR225620	evm.model.RL_2.1436
OG0004117	CARHR227790	evm.model.RL_2.1628
OG0004118	CARHR228440	evm.model.RL_2.1678
OG0004119	CARHR194380	evm.model.RL_5.2605
OG0004119	CARHR261090	evm.model.RL_8.774
OG0004119	CARHR261080	evm.model.RL_8.775
OG0004120	CARHR227700	evm.model.RL_2.1619
OG0004121	CARHR035780	evm.model.RL_5.2351
OG0004122	CARHR035550	evm.model.RL_5.2369
OG0004123	CARHR128220	evm.model.RL_6.1501
OG0004123	CARHR028450	evm.model.RL_5.3013
OG0004124	CARHR030270	evm.model.RL_5.2853
OG0004125	CARHR245020	evm.model.RL_2.3182
OG0004126	CARHR131380	evm.model.RL_6.1785
OG0004126	CARHR257860	evm.model.RL_8.1159
OG0004127	CARHR245990	evm.model.RL_6.357
OG0004128	CARHR294270	evm.model.RL_2.3472
OG0004129	CARHR007440	evm.model.RL_5.616
OG0004130	CARHR152110	evm.model.RL_7.2134
OG0004132	CARHR127670	evm.model.RL_6.1454
OG0004132	CARHR035200	evm.model.RL_5.2394
OG0004133	CARHR181160	evm.model.RL_4.602
OG0004134	CARHR181810	evm.model.RL_4.665
OG0004134	CARHR037430	evm.model.RL_5.2228
OG0004135	CARHR231310	evm.model.RL_2.1905
OG0004135	CARHR255610	evm.model.RL_8.684
OG0004136	CARHR254190	evm.model.RL_8.569
OG0004137	CARHR174260	evm.model.RL_4.85
OG0004138	CARHR220780	evm.model.RL_2.974
OG0004139	CARHR213190	evm.model.RL_2.112
OG0004140	CARHR142790	evm.model.RL_6.2893
OG0004141	CARHR142400	evm.model.RL_6.2851
OG0004142	CARHR139360	evm.model.RL_6.2545
OG0004143	CARHR119270, CARHR138820	evm.model.RL_6.2490
OG0004144	CARHR138000	evm.model.RL_6.2419
OG0004145	CARHR137940	evm.model.RL_6.2413
OG0004146	CARHR168970	evm.model.RL_7.504
OG0004147	CARHR191840	evm.model.RL_4.1555
OG0004148	CARHR191440	evm.model.RL_4.1514
OG0004149	CARHR190550	evm.model.RL_4.1426.1.687c86d3
OG0004150	CARHR273760	evm.model.RL_8.2087
OG0004151	CARHR272890	evm.model.RL_8.1975
OG0004152	CARHR148630	evm.model.RL_2.616
OG0004152	CARHR217800	evm.model.RL_2.617
OG0004152	CARHR278030	evm.model.RL_8.2491
OG0004153	CARHR000780	evm.model.RL_5.11
OG0004153	CARHR248370	evm.model.RL_8.43
OG0004154	CARHR249370	evm.model.RL_8.134, evm.model.RL_8.137
OG0004155	CARHR249410	evm.model.RL_8.142
OG0004156	CARHR250570	evm.model.RL_8.259
OG0004157	CARHR250590	evm.model.RL_8.262
OG0004158	CARHR210350	evm.model.RL_4.3246.1.687c86dd
OG0004158	CARHR179740	evm.model.RL_4.502
OG0004159	CARHR003580	evm.model.RL_5.278
OG0004161	CARHR125570	evm.model.RL_6.1280
OG0004161	CARHR125590	evm.model.RL_6.1282
OG0004163	CARHR123770, CARHR289390	evm.model.RL_6.1134
OG0004164	CARHR006630	evm.model.RL_5.545
OG0004165	CARHR122420	evm.model.RL_6.1020
OG0004166	CARHR115110	evm.model.RL_7.1984, evm.model.RL_6.545
OG0004167	CARHR234960	evm.model.RL_2.2245
OG0004168	CARHR199070	evm.model.RL_4.2200
OG0004168	CARHR075160	evm.model.RL_1.39
OG0004169	CARHR077110	evm.model.RL_1.231
OG0004170	CARHR078090	evm.model.RL_1.316
OG0004171	CARHR185410	evm.model.RL_4.961
OG0004171	CARHR078610	evm.model.RL_1.359
OG0004172	CARHR079340	evm.model.RL_1.422
OG0004173	CARHR079280	evm.model.RL_1.415
OG0004173	CARHR185900	evm.model.RL_4.1022
OG0004174	CARHR082220	evm.model.RL_1.701
OG0004175	CARHR135590	evm.model.RL_6.2170
OG0004176	CARHR131760	evm.model.RL_6.1879
OG0004177	CARHR132740	evm.model.RL_6.1920
OG0004178	CARHR016720	evm.model.RL_5.1470
OG0004179	CARHR019600	evm.model.RL_5.1733, evm.model.RL_5.1731
OG0004180	CARHR146930	evm.model.RL_7.2425.2.687c84bd
OG0004181	CARHR021170	evm.model.RL_5.3668
OG0004182	CARHR064840	evm.model.RL_3.1598
OG0004183	CARHR231980	evm.model.RL_2.1971.2.687c86e4
OG0004184	CARHR232070	evm.model.RL_2.1983
OG0004185	CARHR232220	evm.model.RL_2.1997
OG0004186	CARHR262430	evm.model.RL_2.249
OG0004187	CARHR232530	evm.model.RL_2.2025
OG0004188	CARHR264900	evm.model.RL_8.1295
OG0004190	CARHR012830	evm.model.RL_5.1116
OG0004191	CARHR008190	evm.model.RL_5.689
OG0004191	CARHR008170	evm.model.RL_5.688
OG0004192	CARHR002470	evm.model.RL_5.175
OG0004193	CARHR197200	evm.model.RL_4.2030
OG0004194	CARHR197010	evm.model.RL_4.2010
OG0004195	CARHR195930	evm.model.RL_4.1918
OG0004195	CARHR154530, CARHR154520	evm.model.RL_7.1887
OG0004196	CARHR186300	evm.model.RL_3.135, evm.model.RL_4.1064
OG0004198	CARHR187510	evm.model.RL_4.1160
OG0004199	CARHR239870	evm.model.RL_2.2708
OG0004200	CARHR189220, CARHR189240	evm.model.RL_4.1300_evm.model.RL_4.1302.1.687c9998
OG0004201	CARHR204710	evm.model.RL_4.2711
OG0004202	CARHR274700	evm.model.RL_8.2170
OG0004202	CARHR289630	evm.model.RL_3.212, evm.model.RL_7.1604
OG0004203	CARHR236070, CARHR060900	evm.model.RL_3.1202
OG0004204	CARHR156570	evm.model.RL_7.1594
OG0004204	CARHR276400	evm.model.RL_8.2332
OG0004205	CARHR272390	evm.model.RL_8.1930
OG0004206	CARHR158590	evm.model.RL_7.1439
OG0004206	CARHR158580	evm.model.RL_7.1440
OG0004207	CARHR149980	evm.model.RL_7.1797
OG0004208	CARHR066880	evm.model.RL_3.1787
OG0004208	CARHR260420	evm.model.RL_8.832
OG0004209	CARHR291230	evm.model.RL_3.1550
OG0004210	CARHR291080	evm.model.RL_3.1562
OG0004212	CARHR071270	evm.model.RL_3.2177
OG0004213	CARHR067480	evm.model.RL_3.1838
OG0004214	CARHR066230	evm.model.RL_3.1728
OG0004215	CARHR071850	evm.model.RL_3.2233
OG0004216	CARHR073760	evm.model.RL_3.2398
OG0004217	CARHR087220	evm.model.RL_1.1169
OG0004218	CARHR090300	evm.model.RL_1.1452
OG0004219	CARHR090620	evm.model.RL_1.1481
OG0004220	CARHR091120	evm.model.RL_1.1522
OG0004221	CARHR093410	evm.model.RL_1.1721_evm.model.RL_1.1722_evm.model.RL_1.1723
OG0004222	CARHR093540	evm.model.RL_1.1732
OG0004223	CARHR094420	evm.model.RL_1.1809
OG0004224	CARHR094690	evm.model.RL_1.1834.1.687c87ee
OG0004225	CARHR095030	evm.model.RL_1.1861
OG0004226	CARHR097050	evm.model.RL_1.2038
OG0004227	CARHR097640	evm.model.RL_1.2095
OG0004228	CARHR097660	evm.model.RL_1.2096
OG0004229	CARHR098150	evm.model.RL_1.2134
OG0004230	CARHR098270	evm.model.RL_1.2146.3.687c87ef
OG0004232	CARHR099520	evm.model.RL_1.2257
OG0004233	CARHR099760	evm.model.RL_1.2279
OG0004234	CARHR108430	evm.model.RL_1.2976
OG0004235	CARHR109620	evm.model.RL_1.3101.2.687c87f1
OG0004236	CARHR236660	evm.model.RL_2.2406
OG0004236	CARHR236650	evm.model.RL_2.2405
OG0004237	CARHR216580	evm.model.RL_2.575, evm.model.RL_2.576
OG0004237	CARHR111180	evm.model.RL_1.3245
OG0004238	CARHR045640	evm.model.RL_5.3975
OG0004239	CARHR045500	evm.model.RL_5.3960
OG0004240	CARHR044390	evm.model.RL_5.3865
OG0004241	CARHR044050	evm.model.RL_5.3842
OG0004242	CARHR043600	evm.model.RL_5.3797
OG0004243	CARHR043440	evm.model.RL_5.3783
OG0004244	CARHR041430	evm.model.RL_5.1934
OG0004245	CARHR038270	evm.model.RL_5.2145
OG0004246	CARHR037830	evm.model.RL_8.814
OG0004247	CARHR128930	evm.model.RL_6.1568
OG0004248	CARHR176040, CARHR176030, CARHR213130, CARHR213100, CARHR213140, CARHR213110	evm.model.RL_2.124, evm.model.RL_2.119
OG0004248	CARHR081210	evm.model.RL_1.603
OG0004249	CARHR187330	evm.model.RL_4.1149
OG0004250	CARHR074020	evm.model.RL_3.2426
OG0004251	CARHR167590	evm.model.RL_7.627
OG0004252	CARHR168290	evm.model.RL_7.556
OG0004252	CARHR137220	evm.model.RL_6.2339
OG0004253	CARHR171130	evm.model.RL_7.291
OG0004254	CARHR078640	evm.model.RL_1.361
OG0004254	CARHR004860	evm.model.RL_5.399
OG0004255	CARHR172640	evm.model.RL_7.134
OG0004256	CARHR209780	evm.model.RL_4.3177
OG0004257	CARHR158020	evm.model.RL_6.2647
OG0004259	CARHR040260, CARHR041480	evm.model.RL_5.1931
OG0004260	CARHR248590	evm.model.RL_8.64
OG0004261	CARHR236760	evm.model.RL_2.2420
OG0004263	CARHR114320	evm.model.RL_6.308, evm.model.RL_6.220
OG0004264	CARHR128330	evm.model.RL_6.1513
OG0004264	CARHR128320	evm.model.RL_6.1511, evm.model.RL_6.1512
OG0004265	CARHR152810	evm.model.RL_5.3087, evm.model.RL_5.3108
OG0004266	CARHR268010	evm.model.RL_8.1556
OG0004266	CARHR268020	evm.model.RL_8.1558
OG0004266	CARHR268030	evm.model.RL_8.1559
OG0004266	CARHR180050	evm.model.RL_4.528
OG0004267	CARHR277460	evm.model.RL_8.2428
OG0004275	CARHR236750	evm.model.RL_2.2418
OG0004276	CARHR146540	evm.model.RL_7.2465
OG0004276	CARHR242500	evm.model.RL_2.2950
OG0004277	CARHR238120	evm.model.RL_2.2540
OG0004278	CARHR239040	evm.model.RL_2.2619
OG0004278	CARHR117730	evm.model.RL_6.325
OG0004279	CARHR239260	evm.model.RL_2.2651
OG0004280	CARHR241240	evm.model.RL_2.2835
OG0004281	CARHR242110	evm.model.RL_2.2913.1.687c86e7
OG0004282	CARHR242810	evm.model.RL_2.2986
OG0004283	CARHR243500	evm.model.RL_2.3043
OG0004284	CARHR030750	evm.model.RL_5.2812
OG0004285	CARHR031570	evm.model.RL_7.1963, evm.model.RL_5.2740
OG0004286	CARHR289790, CARHR289800	evm.model.RL_3.705, evm.model.RL_3.704
OG0004287	CARHR143860	evm.model.RL_7.2679
OG0004288	CARHR145150	evm.model.RL_7.2578
OG0004290	CARHR148490	evm.model.RL_7.2304
OG0004291	CARHR174070	evm.model.RL_4.64
OG0004292	CARHR292510	evm.model.RL_7.2199
OG0004293	CARHR055420	evm.model.RL_3.787
OG0004293	CARHR049490	evm.model.RL_6.516
OG0004294	CARHR055450	evm.model.RL_3.784
OG0004294	CARHR137590	evm.model.RL_6.2374
OG0004294	CARHR137580	evm.model.RL_6.2373
OG0004295	CARHR136280	evm.model.RL_6.2244
OG0004296	CARHR084550	evm.model.RL_1.914
OG0004297	CARHR085790	evm.model.RL_1.1029
OG0004298	CARHR086380	evm.model.RL_1.1094
OG0004299	CARHR257400	evm.model.RL_8.1190
OG0004300	CARHR256780	evm.model.RL_8.1230
OG0004301	CARHR264060	evm.model.RL_8.1233
OG0004301	CARHR009940	evm.model.RL_5.851
OG0004302	CARHR264390	evm.model.RL_8.1262
OG0004303	CARHR234100	evm.model.RL_2.2168
OG0004304	CARHR271780	evm.model.RL_8.1872
OG0004305	CARHR187160	evm.model.RL_4.1135
OG0004306	CARHR199980	evm.model.RL_4.2279
OG0004307	CARHR201280	evm.model.RL_4.2399
OG0004309	CARHR204600	evm.model.RL_4.2702
OG0004309	CARHR204150, CARHR204610	evm.model.RL_4.2703
OG0004310	CARHR205020	evm.model.RL_4.2733
OG0004311	CARHR224880	evm.model.RL_2.1367.3.687c86e2
OG0004311	CARHR175360	evm.model.RL_4.180.1.687c86cd
OG0004312	CARHR225110	evm.model.RL_2.1388
OG0004313	CARHR225870	evm.model.RL_2.1455
OG0004314	CARHR226840	evm.model.RL_2.1553
OG0004315	CARHR227250	evm.model.RL_2.1584
OG0004316	CARHR227520	evm.model.RL_2.1607
OG0004317	CARHR227690	evm.model.RL_2.1618.2.687c86e3
OG0004318	CARHR229620	evm.model.RL_2.1770
OG0004319	CARHR229780, CARHR229790	evm.model.RL_2.1786
OG0004320	CARHR230760	evm.model.RL_2.1857
OG0004321	CARHR231460	evm.model.RL_2.1919
OG0004322	CARHR255890	evm.model.RL_8.710
OG0004323	CARHR034200	evm.model.RL_5.2475
OG0004323	CARHR260240	evm.model.RL_8.845
OG0004324	CARHR098540	evm.model.RL_1.2169
OG0004325	CARHR043430	evm.model.RL_5.3782
OG0004326	CARHR028960	evm.model.RL_5.2969
OG0004327	CARHR029870	evm.model.RL_5.2889
OG0004328	CARHR030030	evm.model.RL_5.2874
OG0004330	CARHR244160	evm.model.RL_2.3104
OG0004331	CARHR245260	evm.model.RL_2.3205
OG0004332	CARHR245330	evm.model.RL_2.3213
OG0004333	CARHR261100	evm.model.RL_8.773
OG0004333	CARHR261120	evm.model.RL_8.771
OG0004334	CARHR254230	evm.model.RL_8.575
OG0004336	CARHR103910	evm.model.RL_1.2570
OG0004336	CARHR217350	evm.model.RL_2.633
OG0004337	CARHR102120	evm.model.RL_1.2452
OG0004337	CARHR217960	evm.model.RL_2.744
OG0004338	CARHR218080	evm.model.RL_2.767
OG0004339	CARHR220630	evm.model.RL_2.962
OG0004340	CARHR221190	evm.model.RL_2.998
OG0004341	CARHR221360	evm.model.RL_2.1011
OG0004342	CARHR044020	evm.model.RL_5.3840
OG0004343	CARHR173220	evm.model.RL_7.72
OG0004344	CARHR142410	evm.model.RL_6.2852
OG0004345	CARHR141640	evm.model.RL_6.2779
OG0004346	CARHR141420	evm.model.RL_6.2757
OG0004348	CARHR138210	evm.model.RL_6.2440
OG0004349	CARHR168460	evm.model.RL_7.541
OG0004349	CARHR137420	evm.model.RL_6.2359
OG0004350	CARHR193070	evm.model.RL_4.1667
OG0004351	CARHR165540	evm.model.RL_7.813
OG0004351	CARHR135030	evm.model.RL_6.2120
OG0004352	CARHR135020	evm.model.RL_6.2119
OG0004353	CARHR191150	evm.model.RL_4.1476
OG0004354	CARHR285570	evm.model.RL_8.2007
OG0004355	CARHR277600	evm.model.RL_8.2439
OG0004356	CARHR277950	evm.model.RL_8.2483
OG0004358	CARHR280590	evm.model.RL_8.2745
OG0004359	CARHR280770	evm.model.RL_8.2763
OG0004360	CARHR000240	evm.model.RL_7.1037, evm.model.RL_8.2915
OG0004361	CARHR248750	evm.model.RL_8.75
OG0004362	CARHR002850	evm.model.RL_5.208
OG0004363	CARHR127420	evm.model.RL_6.1427
OG0004364	CARHR127380	evm.model.RL_6.1423
OG0004365	CARHR005490, CARHR038450	evm.model.RL_5.457
OG0004366	CARHR124830	evm.model.RL_6.1218
OG0004367	CARHR124630	evm.model.RL_6.1200
OG0004368	CARHR123910	evm.model.RL_6.1139
OG0004369	CARHR123680	evm.model.RL_6.1128
OG0004370	CARHR123620	evm.model.RL_6.1123
OG0004371	CARHR123220	evm.model.RL_6.1089
OG0004372	CARHR075550	evm.model.RL_1.78
OG0004373	CARHR076760	evm.model.RL_1.195
OG0004374	CARHR079560	evm.model.RL_1.444
OG0004375	CARHR186110	evm.model.RL_4.1046
OG0004376	CARHR079940	evm.model.RL_1.478.1.687c87ea
OG0004377	CARHR080480	evm.model.RL_1.532
OG0004377	CARHR164130	evm.model.RL_7.961
OG0004378	CARHR080630	evm.model.RL_1.546
OG0004379	CARHR080940	evm.model.RL_1.576
OG0004380	CARHR081930	evm.model.RL_1.671
OG0004381	CARHR130270	evm.model.RL_6.1697
OG0004382	CARHR130430	evm.model.RL_6.1711
OG0004383	CARHR131410	evm.model.RL_6.1788
OG0004384	CARHR163490	evm.model.RL_7.1026
OG0004385	CARHR016550	evm.model.RL_5.1457, evm.model.RL_6.949
OG0004386	CARHR018330	evm.model.RL_5.1605.1.687c88b5
OG0004387	CARHR066490	evm.model.RL_3.1749
OG0004388	CARHR019130	evm.model.RL_5.1682
OG0004388	CARHR067190	evm.model.RL_3.1821
OG0004389	CARHR019330	evm.model.RL_5.1707.1.687c88b6
OG0004390	CARHR070610	evm.model.RL_3.2117
OG0004391	CARHR064830	evm.model.RL_3.1596
OG0004392	CARHR178460	evm.model.RL_4.399
OG0004393	CARHR025360	evm.model.RL_5.3293
OG0004394	CARHR026300	evm.model.RL_5.3210
OG0004395	CARHR232260	evm.model.RL_2.1999
OG0004396	CARHR117820	evm.model.RL_6.316
OG0004397	CARHR013760	evm.model.RL_5.1191
OG0004398	CARHR013160	evm.model.RL_5.1141
OG0004399	CARHR013050	evm.model.RL_5.1132
OG0004400	CARHR012210	evm.model.RL_5.1058
OG0004401	CARHR011270	evm.model.RL_5.970
OG0004402	CARHR010790	evm.model.RL_5.926
OG0004403	CARHR010180	evm.model.RL_5.870
OG0004404	CARHR008940	evm.model.RL_5.764
OG0004405	CARHR007840	evm.model.RL_5.652
OG0004405	CARHR007850	evm.model.RL_5.653
OG0004406	CARHR007700	evm.model.RL_5.640.2.687c88ae
OG0004407	CARHR198090	evm.model.RL_4.2110
OG0004408	CARHR197040	evm.model.RL_4.2013
OG0004409	CARHR196320	evm.model.RL_4.1956
OG0004410	CARHR194460	evm.model.RL_4.1797
OG0004411	CARHR194350	evm.model.RL_4.1786
OG0004412	CARHR186890	evm.model.RL_4.1108
OG0004413	CARHR186190	evm.model.RL_4.1054
OG0004414	CARHR184020	evm.model.RL_4.780
OG0004415	CARHR206870	evm.model.RL_4.2928
OG0004416	CARHR187720, CARHR187730	evm.model.RL_4.1178
OG0004418	CARHR189990	evm.model.RL_4.1371
OG0004419	CARHR190390	evm.model.RL_4.1409
OG0004419	CARHR204940	evm.model.RL_4.2727
OG0004420	CARHR275100	evm.model.RL_8.2207
OG0004421	CARHR158680	evm.model.RL_7.1431
OG0004422	CARHR061120, CARHR061090	evm.model.RL_3.1218_evm.model.RL_3.1220
OG0004423	CARHR062670	evm.model.RL_3.1356
OG0004424	CARHR063380	evm.model.RL_3.1421
OG0004425	CARHR063960	evm.model.RL_3.1462
OG0004426	CARHR064730	evm.model.RL_3.1586
OG0004427	CARHR064940	evm.model.RL_3.1605
OG0004428	CARHR068920	evm.model.RL_3.1968
OG0004429	CARHR067880, CARHR067870	evm.model.RL_3.1872
OG0004430	CARHR067830	evm.model.RL_3.1869
OG0004430	CARHR067820	evm.model.RL_3.1868
OG0004431	CARHR065840, CARHR065870	evm.model.RL_3.1687
OG0004432	CARHR072090	evm.model.RL_3.2255
OG0004433	CARHR072560	evm.model.RL_3.2300
OG0004433	CARHR072570	evm.model.RL_3.2301
OG0004434	CARHR072940	evm.model.RL_3.2330
OG0004436	CARHR087440	evm.model.RL_1.1190
OG0004437	CARHR088940	evm.model.RL_1.1329
OG0004438	CARHR089080	evm.model.RL_1.1342
OG0004439	CARHR213460, CARHR265370	evm.model.RL_5.2536
OG0004439	CARHR089500	evm.model.RL_2.83, evm.model.RL_1.1357, evm.model.RL_1.2344, evm.model.RL_2.87
OG0004440	CARHR090150	evm.model.RL_1.1431, evm.model.RL_1.1435
OG0004441	CARHR090390	evm.model.RL_1.1460
OG0004442	CARHR090530	evm.model.RL_1.1476
OG0004443	CARHR091410	evm.model.RL_1.1550_evm.model.RL_1.1554
OG0004444	CARHR093950	evm.model.RL_1.1769
OG0004445	CARHR040320	evm.model.RL_5.2016
OG0004446	CARHR095580	evm.model.RL_1.1924
OG0004447	CARHR096780	evm.model.RL_1.2015
OG0004448	CARHR096800	evm.model.RL_1.2017
OG0004449	CARHR099560	evm.model.RL_1.2261
OG0004449	CARHR097240	evm.model.RL_1.2053
OG0004450	CARHR097820	evm.model.RL_1.2109
OG0004451	CARHR099200	evm.model.RL_1.2224
OG0004452	CARHR114770, CARHR262780, CARHR241000	evm.model.RL_2.2815
OG0004453	CARHR109120	evm.model.RL_1.3033
OG0004454	CARHR108640	evm.model.RL_1.2998
OG0004455	CARHR109570	evm.model.RL_1.3096
OG0004456	CARHR130310	evm.model.RL_6.1702
OG0004457	CARHR042540	evm.model.RL_5.3707
OG0004458	CARHR041670	evm.model.RL_5.1921
OG0004460	CARHR038220	evm.model.RL_5.2148
OG0004461	CARHR128490	evm.model.RL_6.1530
OG0004461	CARHR029550	evm.model.RL_5.2918
OG0004462	CARHR161540	evm.model.RL_7.1198
OG0004463	CARHR163890	evm.model.RL_7.983.1.687c84b7
OG0004464	CARHR165140	evm.model.RL_7.859
OG0004464	CARHR165150	evm.model.RL_7.919, evm.model.RL_7.858
OG0004465	CARHR166340	evm.model.RL_7.738
OG0004466	CARHR166850	evm.model.RL_7.694
OG0004467	CARHR266310	evm.model.RL_8.1419
OG0004468	CARHR168380	evm.model.RL_7.548.1.687c84b5
OG0004469	CARHR168490	evm.model.RL_7.539, evm.model.RL_6.1927
OG0004470	CARHR169000	evm.model.RL_7.501
OG0004471	CARHR140500	evm.model.RL_6.2661
OG0004471	CARHR171150	evm.model.RL_7.289
OG0004472	CARHR171780	evm.model.RL_7.228
OG0004473	CARHR241110	evm.model.RL_7.132
OG0004474	CARHR143380	evm.model.RL_6.2949
OG0004474	CARHR173300	evm.model.RL_7.65
OG0004475	CARHR286730, CARHR039190, CARHR039200	evm.model.RL_5.2100
OG0004477	CARHR259150	evm.model.RL_8.1039
OG0004480	CARHR209850	evm.model.RL_4.3184
OG0004482	CARHR043030, CARHR043020	evm.model.RL_5.3743
OG0004482	CARHR024470	evm.model.RL_5.3442
OG0004482	CARHR024440	evm.model.RL_5.3373
OG0004483	CARHR063390	evm.model.RL_3.1422
OG0004493	CARHR292100, CARHR101400	evm.model.RL_1.2392
OG0004493	CARHR101350	evm.model.RL_1.2396
OG0004498	CARHR235980	evm.model.RL_2.2339
OG0004499	CARHR236310	evm.model.RL_2.2370
OG0004500	CARHR236670	evm.model.RL_2.2407
OG0004501	CARHR237880	evm.model.RL_2.2519
OG0004502	CARHR271120	evm.model.RL_8.1808
OG0004503	CARHR238150	evm.model.RL_2.2543.1.687c86e6
OG0004504	CARHR184610	evm.model.RL_6.279
OG0004505	CARHR238460	evm.model.RL_2.2571
OG0004506	CARHR238610	evm.model.RL_2.2585
OG0004507	CARHR168250, CARHR168610	evm.model.RL_7.560, evm.model.RL_7.531
OG0004508	CARHR239710	evm.model.RL_2.2692
OG0004509	CARHR240080	evm.model.RL_2.2725
OG0004509	CARHR116180	evm.model.RL_6.440
OG0004510	CARHR059710	evm.model.RL_6.442
OG0004511	CARHR241010	evm.model.RL_2.2816
OG0004512	CARHR242390	evm.model.RL_2.2960
OG0004513	CARHR242280	evm.model.RL_2.2971.1.687c86e7
OG0004514	CARHR223120	evm.model.RL_2.1219
OG0004515	CARHR053200	evm.model.RL_3.502
OG0004516	CARHR051290	evm.model.RL_3.345
OG0004517	CARHR073750	evm.model.RL_3.2397
OG0004517	CARHR011650	evm.model.RL_5.1004
OG0004518	CARHR231050	evm.model.RL_2.1881
OG0004519	CARHR144090	evm.model.RL_7.2699
OG0004520	CARHR026140	evm.model.RL_5.3221
OG0004520	CARHR061020	evm.model.RL_3.1212
OG0004521	CARHR146850	evm.model.RL_7.2434, evm.model.RL_7.2433
OG0004522	CARHR261950	evm.model.RL_2.207
OG0004523	CARHR151930	evm.model.RL_7.2147
OG0004524	CARHR153100	evm.model.RL_7.2072
OG0004525	CARHR216460, CARHR216470	evm.model.RL_2.567
OG0004525	CARHR056920	evm.model.RL_3.908.1.687c84bb
OG0004526	CARHR012730	evm.model.RL_5.1107
OG0004526	CARHR048720	evm.model.RL_3.198
OG0004527	CARHR087110	evm.model.RL_1.1158.1.687c87ec
OG0004528	CARHR269660	evm.model.RL_8.1703
OG0004529	CARHR086830	evm.model.RL_1.1134
OG0004530	CARHR273390	evm.model.RL_8.2059
OG0004531	CARHR269220	evm.model.RL_8.1666.1.687c855c
OG0004532	CARHR269600	evm.model.RL_8.1698
OG0004533	CARHR270340	evm.model.RL_8.1738
OG0004533	CARHR270350	evm.model.RL_8.1739
OG0004534	CARHR270530	evm.model.RL_8.1750
OG0004534	CARHR270520	evm.model.RL_8.1749
OG0004535	CARHR271310	evm.model.RL_8.1829
OG0004536	CARHR271690	evm.model.RL_8.1864
