Orthogroup	Raphanus_sativus	Alyssum_gmelinii
OG0000523	XP_018489807.1	Ag001G095450
OG0000524	XP_018437326.1, XP_018437186.1	Ag005G479160, Ag005G479170
OG0000524	XP_018489230.1, XP_018441276.1, XP_018482565.1	Ag005G479180
OG0000525	XP_018455904.1	Ag003G213550
OG0000525	XP_018474070.1	Ag004G326110
OG0000525	XP_018492431.1, XP_018441399.1	Ag005G465120
OG0000525	XP_018438284.1, XP_018492076.1	Ag001G006140
OG0000526	XP_018436846.1, XP_018459318.1, XP_018441415.1	Ag001G054010, Ag001G054190
OG0000526	XP_018489157.1, XP_018489156.1	Ag001G054200
OG0000529	XP_018444503.1	Ag008G714630
OG0000529	XP_018474492.1	Ag008G714610
OG0000533	XP_018438974.1, XP_018481177.1, XP_018484483.1, XP_018450465.1, XP_018448137.1, XP_018471562.1	Ag003G295150
OG0000533	XP_018491465.1	Ag003G282140
OG0000534	XP_018452815.1	Ag004G378460, Ag004G378630, Ag004G378650, Ag004G378670, Ag004G378480, Ag004G378590
OG0000535	XP_018438106.1	Ag004G374200
OG0000535	XP_018434611.1	Ag002G176510
OG0000536	XP_018435888.1, XP_018479385.1	Ag001G058170, Ag001G034340, Ag006G560080
OG0000537	XP_018461512.1, XP_018455191.1	Ag007G598950
OG0000537	XP_018462989.1, XP_018490833.1	Ag005G479600
OG0000538	XP_018472876.1	Ag002G197520, Ag002G197560, Ag002G197570
OG0000539	XP_018438934.1	Ag001G099110
OG0000539	XP_018489094.1, XP_018483108.1, XP_018483106.1, XP_018478870.1	Ag007G594430, Ag004G392630, Ag004G387320, Ag007G594300, Ag007G594330
OG0000540	XP_018437338.1	Ag007G593940
OG0000540	XP_018481206.1	Ag007G593980
OG0000540	XP_018465973.1, XP_018477378.1, XP_018478433.1	Ag007G593990
OG0000542	XP_018473103.1, XP_018462576.1, XP_018448314.1, XP_018445350.1	Ag007G621160
OG0000542	XP_018440952.1, XP_018441411.1, XP_018493261.1, XP_018486483.1	Ag005G489130, Ag005G448090, Ag002G119610
OG0000543	XP_018481887.1, XP_018479769.1	Ag002G139310, Ag002G139430, Ag002G139170, Ag002G139210
OG0000544	XP_018479136.1, XP_018490078.1, XP_018490077.1, XP_018487839.1	Ag004G303770, Ag004G303690
OG0000545	XP_018464064.1, XP_018464651.1, XP_018444261.1, XP_018444245.1	Ag003G227690, Ag003G227810
OG0000545	XP_018442931.1, XP_018442924.1	Ag003G227850
OG0000550	XP_018481032.1, XP_018478902.1, XP_018443354.1	Ag005G455070
OG0000551	XP_018491235.1, XP_018439726.1, XP_018456336.1	Ag008G731770
OG0000551	XP_018476016.1	Ag007G603420
OG0000552	XP_018434570.1	Ag002G204680
OG0000552	XP_018478040.1, XP_018446224.1, XP_018473212.1, XP_018464505.1, XP_018486517.1, XP_018446223.1	Ag001G096850
OG0000554	XP_018433159.1, XP_018457997.1, XP_018458070.1	Ag002G169930, Ag004G376310
OG0000555	XP_018488196.1, XP_018453788.1	Ag002G143160, Ag002G143220, Ag002G143120
OG0000556	XP_018485998.1, XP_018485651.1, XP_018452119.1	Ag005G427890, Ag005G448010
OG0000557	XP_018482041.1, XP_018482036.1, XP_018465370.1, XP_018492825.1	Ag001G092650
OG0000557	XP_018437287.1	Ag002G200310
OG0000558	XP_018437933.1, XP_018436307.1	Ag002G193520, Ag004G379460
OG0000559	XP_018442351.1	Ag006G494200
OG0000560	XP_018475553.1, XP_018473449.1, XP_018475874.1, XP_018475837.1, XP_018475717.1	Ag008G709130
OG0000560	XP_018460739.1, XP_018479613.1	Ag004G302340, Ag004G302350
OG0000561	XP_018439874.1	Ag008G732290, Ag008G732280, Ag005G451780, Ag005G451720
OG0000561	XP_018493416.1, XP_018439875.1, XP_018439876.1	Ag008G732390, Ag005G451700, Ag005G451760, Ag008G732340
OG0000562	XP_018487109.1, XP_018432918.1, XP_018491755.1, XP_018441736.1	Ag005G482800
OG0000562	XP_018472774.1, XP_018472628.1	Ag007G614680
OG0000562	XP_018483633.1, XP_018456687.1, XP_018471045.1	Ag007G634950
OG0000563	XP_018490086.1	Ag004G324220, Ag004G324240, Ag004G324140
OG0000563	XP_018467103.1, XP_018472705.1, XP_018466772.1	Ag002G173190
OG0000564	XP_018489870.1	Ag003G270540
OG0000565	XP_018444677.1	Ag004G346500, Ag004G346490
OG0000566	XP_018469696.1, XP_018469498.1, XP_018443856.1, XP_018443863.1	Ag008G718040, Ag008G718030, Ag005G449860
OG0000566	XP_018443383.1	Ag008G717750
OG0000568	XP_018463662.1, XP_018464632.1, XP_018449963.1, XP_018467406.1	Ag001G035390
OG0000569	XP_018474050.1, XP_018474051.1, XP_018474058.1	Ag002G175960
OG0000569	XP_018436377.1	Ag002G175880, Ag002G175890
OG0000570	XP_018435059.1, XP_018492659.1	Ag005G490020
OG0000570	XP_018486362.1	Ag007G618950
OG0000571	XP_018444701.1	Ag008G712960
OG0000571	XP_018487954.1, XP_018487956.1	Ag004G308000, Ag004G308010
OG0000573	XP_018454198.1	Ag004G375100
OG0000574	XP_018485080.1, XP_018448429.1, XP_018448430.1, XP_018460632.1	Ag001G040610, Ag001G040600, Ag007G645630, Ag006G534810, Ag001G073170
OG0000575	XP_018434206.1	Ag006G553500, Ag003G274140
OG0000578	XP_018439009.1, XP_018491722.1	Ag004G311890
OG0000578	XP_018454408.1	Ag004G369890
OG0000578	XP_018443990.1	Ag004G347080, Ag004G346890
OG0000579	XP_018478493.1	Ag008G683520
OG0000580	XP_018433679.1	Ag002G198870
OG0000580	XP_018475001.1	Ag007G626670, Ag002G198910, Ag002G199010, Ag002G198980
OG0000580	XP_018481245.1, XP_018482132.1, XP_018442034.1	Ag002G198930, Ag002G198970, Ag002G198920, Ag002G198900
OG0000582	XP_018435839.1, XP_018452733.1, XP_018452746.1, XP_018442594.1, XP_018474506.1	Ag004G308430
OG0000582	XP_018484055.1, XP_018477951.1, XP_018484054.1	Ag007G596900
OG0000583	XP_018490296.1, XP_018490107.1, XP_018483176.1, XP_018460893.1	Ag004G305200
OG0000584	XP_018466555.1, XP_018486871.1	Ag004G301670, Ag007G586810
OG0000584	XP_018471971.1, XP_018447048.1	Ag003G254400
OG0000585	XP_018461417.1, XP_018461419.1, XP_018486243.1, XP_018491166.1, XP_018491167.1, XP_018483126.1, XP_018439700.1, XP_018483127.1	Ag005G465400
OG0000586	XP_018433234.1	Ag002G156200, Ag002G153700
OG0000587	XP_018452409.1	Ag006G514340
OG0000587	XP_018437511.1, XP_018481594.1	Ag002G204320
OG0000587	XP_018492302.1, XP_018432605.1	Ag004G298840
OG0000588	XP_018490687.1	Ag005G464790
OG0000588	XP_018483473.1, XP_018436534.1	Ag002G194770
OG0000588	XP_018450814.1	Ag001G006470
OG0000589	XP_018461614.1, XP_018457895.1, XP_018472831.1, XP_018452654.1	Ag008G710070
OG0000590	XP_018432524.1, XP_018492958.1, XP_018491851.1, XP_018434245.1, XP_018438845.1	Ag005G483420
OG0000590	XP_018478525.1	Ag007G636280
OG0000590	XP_018480465.1, XP_018487163.1	Ag004G299860
OG0000591	XP_018468735.1	Ag004G328690
OG0000591	XP_018485049.1, XP_018466372.1	Ag004G332130
OG0000592	XP_018492088.1, XP_018439687.1, XP_018433971.1, XP_018489685.1	Ag005G456140
OG0000592	XP_018450245.1, XP_018446748.1, XP_018441574.1	Ag004G329320
OG0000594	XP_018469528.1	Ag001G055850
OG0000595	XP_018474494.1, XP_018472292.1, XP_018444489.1	Ag008G715000, Ag008G714990
OG0000596	XP_018471829.1, XP_018445980.1	Ag002G187410, Ag004G397910, Ag005G486870, Ag008G718550
OG0000597	XP_018479853.1, XP_018479850.1	Ag002G117790, Ag007G591540, Ag005G463890
OG0000598	XP_018437858.1, XP_018449799.1, XP_018450039.1	Ag006G568590, Ag006G568740, Ag006G568820, Ag006G568790, Ag006G568730, Ag004G375230, Ag006G568880, Ag006G568870, Ag006G568860, Ag006G560810
OG0000600	XP_018474802.1, XP_018476206.1, XP_018456813.1	Ag008G699750
OG0000601	XP_018471720.1, XP_018446092.1, XP_018476741.1	Ag007G618660
OG0000601	XP_018459117.1, XP_018463751.1, XP_018459745.1, XP_018463510.1	Ag007G648250
OG0000602	XP_018472032.1, XP_018476362.1	Ag006G495300
OG0000602	XP_018491115.1, XP_018490689.1, XP_018440083.1	Ag003G263090, Ag003G263950, Ag002G183420, Ag005G476410
OG0000603	XP_018488036.1, XP_018474981.1, XP_018442508.1, XP_018472631.1, XP_018433834.1, XP_018435890.1	Ag006G573870, Ag006G573860, Ag006G550840, Ag005G482750
OG0000604	XP_018473547.1, XP_018476081.1	Ag001G098170, Ag002G206110
OG0000604	XP_018471124.1	Ag007G598620
OG0000605	XP_018453084.1	Ag003G233250
OG0000605	XP_018469289.1, XP_018464849.1	Ag003G233260, Ag003G276360
OG0000606	XP_018440843.1, XP_018492767.1	Ag005G462340
OG0000606	XP_018446065.1, XP_018446062.1	Ag003G207370
OG0000606	XP_018492654.1, XP_018434253.1, XP_018451227.1	Ag001G008660
OG0000607	XP_018464617.1	Ag005G452210
OG0000607	XP_018483104.1	Ag003G273730
OG0000608	XP_018464978.1	Ag001G085320, Ag001G085290
OG0000608	XP_018473380.1	Ag001G085300
OG0000609	XP_018489191.1	Ag005G408150, Ag002G141620
OG0000613	XP_018438271.1, XP_018440291.1, XP_018440368.1, XP_018491252.1	Ag005G489220
OG0000613	XP_018469201.1	Ag008G687580
OG0000614	XP_018443363.1, XP_018446423.1, XP_018476619.1, XP_018471739.1, XP_018471735.1, XP_018471587.1, XP_018471182.1	Ag002G134330, Ag002G135960, Ag002G134350, Ag002G136040, Ag007G601780
OG0000615	XP_018433150.1, XP_018487216.1	Ag005G413420, Ag005G413020
OG0000615	XP_018485259.1, XP_018447714.1, XP_018460127.1	Ag003G287950
OG0000616	XP_018472792.1	Ag002G171250
OG0000616	XP_018486429.1	Ag001G072520
OG0000617	XP_018449928.1, XP_018451654.1, XP_018455384.1, XP_018474439.1, XP_018438056.1	Ag006G512880
OG0000617	XP_018474771.1, XP_018476127.1	Ag004G368110
OG0000618	XP_018455901.1	Ag003G213540
OG0000618	XP_018487295.1	Ag004G326090
OG0000618	XP_018473971.1	Ag004G326100, Ag004G326300
OG0000618	XP_018483709.1	Ag003G252150
OG0000619	XP_018442533.1, XP_018493523.1	Ag001G072500
OG0000620	XP_018447363.1, XP_018473549.1, XP_018433501.1	Ag004G330200
OG0000620	XP_018443048.1, XP_018443041.1, XP_018468147.1	Ag003G233130
OG0000621	XP_018438317.1	Ag002G141000
OG0000621	XP_018479580.1	Ag004G329410
OG0000622	XP_018435523.1	Ag006G513210
OG0000625	XP_018437250.1, XP_018449463.1, XP_018480268.1, XP_018461718.1, XP_018469193.1, XP_018480795.1	Ag003G272160
OG0000626	XP_018455501.1, XP_018460477.1	Ag004G387060, Ag004G387070, Ag004G392390
OG0000626	XP_018455787.1	Ag004G392730
OG0000627	XP_018470178.1, XP_018469875.1, XP_018452060.1, XP_018452770.1, XP_018470772.1, XP_018478653.1	Ag004G380410
OG0000627	XP_018456679.1	Ag008G695620
OG0000628	XP_018454471.1, XP_018442174.1	Ag003G215320
OG0000628	XP_018439825.1, XP_018491756.1, XP_018492689.1, XP_018491766.1	Ag005G453360, Ag006G534230
OG0000630	XP_018482339.1	Ag002G129670
OG0000630	XP_018448205.1, XP_018450182.1, XP_018482290.1, XP_018484425.1, XP_018482288.1	Ag001G084340
OG0000631	XP_018473844.1	Ag002G155650, Ag003G261040, Ag006G511340, Ag001G010470, Ag003G238400
OG0000631	XP_018475913.1, XP_018458648.1, XP_018475904.1, XP_018435362.1, XP_018435361.1	Ag003G213510
OG0000632	XP_018483892.1, XP_018441951.1, XP_018474548.1	Ag002G201490
OG0000633	XP_018463753.1, XP_018459102.1	Ag008G673870
OG0000633	XP_018460716.1	Ag003G207890
OG0000634	XP_018473397.1, XP_018468713.1, XP_018474681.1	Ag008G708400
OG0000635	XP_018482874.1, XP_018482880.1, XP_018441986.1	Ag007G590960
OG0000636	XP_018442912.1	Ag006G501680
OG0000636	XP_018444806.1	Ag006G501700
OG0000636	XP_018475461.1, XP_018475458.1, XP_018444546.1, XP_018445851.1	Ag006G501690
OG0000637	XP_018465466.1	Ag002G188800
OG0000637	XP_018487341.1	Ag001G093950
OG0000639	XP_018484778.1, XP_018482814.1, XP_018486312.1	Ag003G274060
OG0000641	XP_018462098.1, XP_018491557.1	Ag005G440530
OG0000641	XP_018438672.1	Ag005G440490
OG0000642	XP_018459116.1	Ag007G648160
OG0000645	XP_018481732.1, XP_018481730.1	Ag004G343490, Ag004G343500
OG0000645	XP_018481296.1	Ag002G187460, Ag002G187670, Ag001G075920
OG0000646	XP_018439099.1	Ag001G049120, Ag010G739280
OG0000646	XP_018433504.1, XP_018488830.1	Ag005G490220
OG0000646	XP_018482043.1	Ag007G648380
OG0000647	XP_018452783.1	Ag005G476730, Ag006G494280
OG0000648	XP_018484503.1, XP_018484502.1, XP_018460340.1	Ag001G098020, Ag001G098030, Ag001G098040, Ag001G098050
OG0000649	XP_018451448.1	Ag001G074100
OG0000649	XP_018445322.1, XP_018470683.1	Ag003G222380
OG0000650	XP_018434533.1	Ag002G107870, Ag002G111410
OG0000650	XP_018438553.1, XP_018463447.1, XP_018467288.1	Ag002G107990
OG0000650	XP_018456820.1	Ag002G107880, Ag002G111420
OG0000652	XP_018481221.1, XP_018484740.1, XP_018484707.1, XP_018454544.1, XP_018456988.1, XP_018480675.1, XP_018434447.1	Ag008G724140, Ag008G724030, Ag008G724040
OG0000654	XP_018465861.1, XP_018465913.1, XP_018465923.1, XP_018453519.1, XP_018474295.1, XP_018464497.1, XP_018479483.1	Ag008G707100, Ag008G709230
OG0000658	XP_018464828.1, XP_018486259.1, XP_018481425.1, XP_018458834.1, XP_018446382.1, XP_018454576.1, XP_018440240.1, XP_018433003.1, XP_018478498.1	Ag007G636530, Ag001G073410
OG0000659	XP_018470110.1	Ag008G699900, Ag003G257810, Ag005G405180
OG0000660	XP_018450637.1	Ag004G306950, Ag004G306960
OG0000660	XP_018441639.1	Ag008G707750
OG0000661	XP_018475759.1, XP_018475758.1, XP_018475757.1, XP_018482877.1, XP_018482876.1, XP_018482875.1	Ag007G590900, Ag007G590950
OG0000662	XP_018445411.1	Ag007G620010
OG0000662	XP_018489226.1	Ag005G489500
OG0000662	XP_018443082.1	Ag007G620020
OG0000663	XP_018466233.1, XP_018450603.1	Ag003G217300
OG0000663	XP_018447586.1	Ag003G214980
OG0000664	XP_018489113.1	Ag005G468350
OG0000664	XP_018473815.1, XP_018490907.1	Ag003G292180
OG0000665	XP_018484849.1, XP_018481244.1	Ag002G180810, Ag002G180900, Ag002G181420, Ag002G181430, Ag002G180890
OG0000669	XP_018441961.1, XP_018461824.1, XP_018477601.1, XP_018463229.1, XP_018473095.1	Ag002G198700
OG0000670	XP_018447147.1	Ag006G546770, Ag006G541870, Ag006G546780, Ag006G576950, Ag006G576930, Ag006G547980, Ag006G546720, Ag006G546600, Ag006G548060
OG0000670	XP_018482621.1, XP_018482619.1, XP_018467740.1, XP_018451679.1, XP_018451677.1	Ag006G546870, Ag006G541940
OG0000670	XP_018450048.1	Ag006G541990, Ag006G546890
OG0000671	XP_018480457.1, XP_018459109.1, XP_018478017.1, XP_018462819.1, XP_018463777.1, XP_018467540.1, XP_018482660.1	Ag008G705010
OG0000672	XP_018459901.1, XP_018441447.1, XP_018477897.1, XP_018476722.1	Ag002G160390
OG0000672	XP_018493025.1, XP_018435471.1	Ag007G582230
OG0000673	XP_018464020.1, XP_018480919.1, XP_018439349.1	Ag008G664730
OG0000673	XP_018466192.1, XP_018475132.1, XP_018475378.1	Ag006G516210, Ag006G516250
OG0000674	XP_018450702.1, XP_018492614.1	Ag004G299810
OG0000674	XP_018478107.1, XP_018433204.1	Ag002G206050
OG0000674	XP_018451972.1	Ag006G511330
OG0000675	XP_018479917.1, XP_018467427.1, XP_018435065.1, XP_018447870.1, XP_018473291.1, XP_018473277.1	Ag004G324290, Ag007G589930
OG0000676	XP_018485166.1	Ag001G079670
OG0000676	XP_018445085.1, XP_018456568.1, XP_018445112.1	Ag003G231740
OG0000677	XP_018437792.1, XP_018434114.1	Ag003G243870
OG0000677	XP_018450980.1, XP_018450440.1	Ag002G181950
OG0000678	XP_018448438.1, XP_018450158.1	Ag001G087100, Ag001G087140, Ag001G087150
OG0000685	XP_018480925.1, XP_018467361.1, XP_018470719.1	Ag003G258220
OG0000686	XP_018479037.1, XP_018448451.1, XP_018448450.1	Ag003G274320, Ag003G274240, Ag003G274220, Ag003G274380
OG0000687	XP_018478174.1, XP_018480612.1, XP_018453706.1	Ag001G101910
OG0000687	XP_018464208.1, XP_018444964.1, XP_018476409.1	Ag002G201230
OG0000688	XP_018464937.1, XP_018480604.1, XP_018437620.1, XP_018462615.1, XP_018462738.1	Ag005G448250
OG0000689	XP_018493577.1, XP_018473027.1, XP_018441333.1, XP_018463905.1, XP_018458870.1, XP_018459682.1	Ag004G340600, Ag004G324900, Ag006G539290, Ag001G070650, Ag006G536730, Ag004G391630
OG0000690	XP_018453777.1, XP_018467114.1, XP_018462778.1, XP_018436416.1, XP_018484801.1, XP_018467478.1, XP_018479273.1, XP_018443338.1	Ag002G147430, Ag004G330480
OG0000691	XP_018440474.1	Ag002G180700
OG0000691	XP_018479947.1, XP_018484137.1, XP_018473213.1, XP_018458149.1, XP_018484138.1, XP_018484139.1, XP_018436392.1	Ag002G180730
OG0000692	XP_018480159.1, XP_018480161.1, XP_018488031.1, XP_018485396.1	Ag001G088660
OG0000692	XP_018463536.1	Ag002G195500
OG0000693	XP_018478381.1	Ag001G079660
OG0000695	XP_018442454.1	Ag003G232910
OG0000696	XP_018462275.1, XP_018488842.1	Ag001G008970
OG0000696	XP_018449209.1, XP_018432885.1, XP_018438371.1, XP_018438367.1, XP_018467269.1, XP_018486255.1	Ag005G461870
OG0000697	XP_018479145.1, XP_018477927.1	Ag001G012780
OG0000697	XP_018485330.1	Ag001G010900, Ag001G010890, Ag001G010850, Ag001G010880, Ag001G010870
OG0000698	XP_018482282.1, XP_018482019.1	Ag006G509300
OG0000699	XP_018463773.1	Ag002G196710
OG0000700	XP_018462181.1, XP_018483109.1, XP_018437332.1	Ag007G594640, Ag007G594650, Ag004G398280
OG0000702	XP_018467625.1, XP_018442918.1, XP_018473697.1	Ag007G614120
OG0000702	XP_018465728.1	Ag001G100530
OG0000703	XP_018444424.1	Ag006G496220
OG0000703	XP_018483482.1	Ag002G167340
OG0000703	XP_018493158.1	Ag001G070770
OG0000704	XP_018482594.1, XP_018458659.1, XP_018482595.1, XP_018469236.1	Ag006G569790, Ag003G210480
OG0000704	XP_018469182.1	Ag002G102910
OG0000705	XP_018436414.1, XP_018440514.1	Ag002G198090
OG0000705	XP_018483231.1	Ag002G198070
OG0000706	XP_018434704.1	Ag008G721120
OG0000707	XP_018436743.1	Ag001G062860
OG0000707	XP_018468422.1, XP_018468309.1	Ag004G353720, Ag007G580120
OG0000708	XP_018458285.1	Ag004G314140
OG0000708	XP_018448221.1, XP_018467734.1, XP_018467735.1	Ag004G314890
OG0000709	XP_018455891.1	Ag001G066950
OG0000710	XP_018442799.1, XP_018437048.1, XP_018437091.1, XP_018437069.1, XP_018472259.1, XP_018437058.1, XP_018460873.1	Ag001G059480, Ag001G059730, Ag004G318880, Ag004G318840, Ag004G318870
OG0000711	XP_018481623.1, XP_018478397.1	Ag002G125890, Ag002G125870
OG0000712	XP_018469382.1	Ag003G278300
OG0000712	XP_018469489.1	Ag003G278470, Ag003G278450
OG0000713	XP_018448789.1, XP_018487826.1	Ag001G063130, Ag006G505420, Ag004G330490, Ag002G135510, Ag004G343380, Ag005G473270, Ag008G686320
OG0000714	XP_018470551.1	Ag004G357710
OG0000714	XP_018464765.1, XP_018454927.1	Ag004G357600
OG0000715	XP_018459369.1, XP_018473196.1	Ag002G142060, Ag002G142110
OG0000717	XP_018434159.1, XP_018434141.1, XP_018449464.1, XP_018462209.1, XP_018449455.1, XP_018465069.1	Ag004G336060, Ag004G336200
OG0000718	XP_018436918.1, XP_018436917.1	Ag005G472310
OG0000718	XP_018474431.1, XP_018468421.1, XP_018469217.1	Ag006G491180
OG0000719	XP_018457938.1, XP_018461609.1, XP_018455156.1, XP_018455160.1, XP_018475363.1	Ag008G710150
OG0000719	XP_018488719.1, XP_018488748.1	Ag004G312250
OG0000720	XP_018493079.1	Ag001G097830
OG0000720	XP_018471830.1	Ag006G512230
OG0000720	XP_018462079.1, XP_018489918.1	Ag002G205950
OG0000721	XP_018452458.1	Ag006G511770, Ag005G459980
OG0000722	XP_018446056.1, XP_018452425.1, XP_018442301.1, XP_018442214.1	Ag004G348100
OG0000722	XP_018445312.1, XP_018447730.1, XP_018467325.1, XP_018434259.1, XP_018447724.1	Ag004G320160
OG0000723	XP_018434012.1, XP_018465164.1, XP_018477709.1, XP_018482921.1	Ag007G634210
OG0000724	XP_018480943.1, XP_018480134.1, XP_018483522.1	Ag001G077960, Ag001G078240
OG0000725	XP_018455126.1, XP_018455103.1	Ag004G305520, Ag004G305030
OG0000728	XP_018463158.1	Ag007G629720
OG0000728	XP_018444690.1	Ag007G629710
OG0000730	XP_018457043.1, XP_018457040.1, XP_018441632.1, XP_018478851.1	Ag008G662080
OG0000730	XP_018436306.1, XP_018433534.1	Ag004G319370
OG0000731	XP_018482812.1, XP_018480769.1, XP_018435104.1, XP_018435153.1	Ag002G163690
OG0000732	XP_018452079.1	Ag008G700510
OG0000732	XP_018484029.1	Ag001G070420
OG0000733	XP_018461805.1	Ag002G137060, Ag002G135110
OG0000733	XP_018454165.1	Ag002G137050, Ag002G135120
OG0000735	XP_018463195.1, XP_018453569.1	Ag008G697430
OG0000735	XP_018466349.1	Ag008G697250, Ag008G697240
OG0000736	XP_018446746.1, XP_018474549.1	Ag007G604430
OG0000736	XP_018480786.1	Ag003G293400
OG0000737	XP_018485048.1	Ag003G294680, Ag003G294670
OG0000737	XP_018485050.1	Ag003G294650, Ag003G294710, Ag003G294660
OG0000738	XP_018478844.1, XP_018476323.1, XP_018475816.1, XP_018473322.1	Ag007G588590
OG0000738	XP_018475953.1, XP_018474124.1	Ag007G588580, Ag007G588310, Ag007G588300
OG0000739	XP_018474497.1, XP_018450559.1, XP_018450560.1	Ag004G301750
OG0000739	XP_018434399.1, XP_018434586.1	Ag005G435420
OG0000741	XP_018486599.1	Ag005G469130
OG0000741	XP_018476220.1	Ag008G699450
OG0000741	XP_018451827.1, XP_018439316.1	Ag001G002100
OG0000742	YP_009046977.1, YP_009046957.1	Ag006G528380
OG0000749	XP_018454121.1, XP_018484586.1	Ag004G317890
OG0000750	XP_018479706.1, XP_018462806.1	Ag006G551030
OG0000750	XP_018454004.1	Ag004G399610
OG0000751	XP_018446604.1, XP_018473438.1, XP_018456391.1, XP_018468500.1, XP_018432828.1, XP_018482452.1	Ag006G496740
OG0000752	XP_018480744.1	Ag008G721560, Ag008G721500, Ag008G721520, Ag008G721540
OG0000752	XP_018472530.1	Ag007G605650
OG0000753	XP_018489215.1, XP_018490091.1	Ag002G128370, Ag002G128380
OG0000754	XP_018438064.1	Ag007G613800
OG0000754	XP_018486488.1, XP_018466795.1, XP_018449773.1, XP_018448023.1	Ag004G353960
OG0000755	XP_018452882.1, XP_018453097.1	Ag002G131700
OG0000755	XP_018452896.1	Ag002G131620, Ag002G131610
OG0000755	XP_018469322.1	Ag002G131660
OG0000757	XP_018478208.1, XP_018478226.1	Ag006G493060
OG0000757	XP_018436843.1	Ag001G073110, Ag002G172880
OG0000758	XP_018439634.1	Ag007G589920
OG0000758	XP_018436659.1	Ag004G324280
OG0000759	XP_018476109.1	Ag007G593400
OG0000759	XP_018468854.1, XP_018469104.1, XP_018447872.1, XP_018489399.1, XP_018458416.1	Ag004G306430
OG0000760	XP_018485858.1	Ag001G081250
OG0000761	XP_018488233.1, XP_018488232.1	Ag005G446650
OG0000763	XP_018447326.1, XP_018489859.1	Ag001G003920, Ag001G003930
OG0000763	XP_018439538.1, XP_018439550.1	Ag001G003910, Ag004G328880
OG0000764	XP_018486600.1, XP_018487331.1, XP_018480123.1, XP_018480112.1	Ag001G013630, Ag001G013620, Ag001G013660, Ag001G013400, Ag001G013430, Ag001G013500, Ag001G013450, Ag001G026500, Ag007G630950, Ag004G348620
OG0000765	XP_018479257.1	Ag007G585160, Ag007G595660, Ag007G618110, Ag007G595630, Ag001G015040, Ag001G015030, Ag001G015050, Ag006G511620, Ag007G615400, Ag007G615420, Ag007G615390, Ag007G615440, Ag007G615370, Ag007G615380, Ag007G615410, Ag007G615430, Ag007G615360, Ag004G378030, Ag005G455880, Ag005G455820, Ag001G065180, Ag001G064780, Ag003G226920, Ag003G226910, Ag003G226900
OG0000766	XP_018478994.1, XP_018479000.1	Ag001G004800
OG0000767	XP_018466247.1	Ag007G614720, Ag004G400720, Ag007G614950, Ag007G614870, Ag007G614830, Ag007G614820, Ag007G614730
OG0000772	XP_018462694.1, XP_018462081.1	Ag003G267510
OG0000772	XP_018479376.1	Ag006G552830
OG0000773	XP_018456779.1, XP_018471154.1, XP_018467249.1, XP_018449257.1, XP_018436803.1	Ag004G394430, Ag004G389460, Ag004G348380
OG0000774	XP_018478674.1, XP_018447082.1, XP_018450364.1, XP_018471922.1, XP_018471993.1	Ag001G022910, Ag005G448320
OG0000775	XP_018492857.1	Ag006G498090
OG0000776	XP_018476681.1	Ag002G184710
OG0000776	XP_018492897.1, XP_018489491.1, XP_018493606.1, XP_018466220.1, XP_018439329.1	Ag005G477920
OG0000777	XP_018480534.1	Ag008G693730
OG0000777	XP_018447687.1, XP_018488678.1	Ag001G003290
OG0000778	XP_018470111.1	Ag007G611550
OG0000779	XP_018478503.1	Ag006G553060
OG0000779	XP_018457354.1	Ag002G141210
OG0000779	XP_018457356.1	Ag002G141250, Ag002G141270
OG0000780	XP_018472123.1	Ag003G293540
OG0000780	XP_018446836.1	Ag007G604330
OG0000781	XP_018474924.1, XP_018456347.1, XP_018436586.1	Ag002G198240, Ag002G198250, Ag002G198270, Ag002G198280
OG0000781	XP_018434677.1	Ag002G198340
OG0000783	XP_018476224.1, XP_018446563.1, XP_018471573.1	Ag001G073880, Ag001G073910, Ag001G079630, Ag001G079620, Ag002G183270, Ag008G716090
OG0000783	XP_018437689.1, XP_018491633.1, XP_018432653.1	Ag008G678450
OG0000784	XP_018464122.1	Ag001G049580, Ag010G739760
OG0000784	XP_018474500.1	Ag008G714380
OG0000785	XP_018459255.1, XP_018471053.1	Ag003G276620
OG0000785	XP_018445561.1	Ag006G498840, Ag006G498880
OG0000786	XP_018435589.1	Ag008G725380
OG0000787	XP_018461726.1, XP_018438260.1	Ag005G471240, Ag005G471250, Ag005G471230
OG0000788	XP_018439382.1	Ag010G740090, Ag001G049830
OG0000788	XP_018471876.1, XP_018444593.1	Ag008G712980
OG0000789	XP_018471771.1, XP_018447024.1	Ag003G211260
OG0000789	XP_018490884.1, XP_018432578.1, XP_018440584.1	Ag005G470590
OG0000791	XP_018432541.1, XP_018486779.1	Ag001G081650, Ag001G081800, Ag001G081820
OG0000792	XP_018435555.1	Ag001G085210
OG0000793	XP_018469623.1, XP_018478073.1, XP_018481795.1, XP_018481790.1, XP_018464163.1, XP_018464273.1	Ag003G209890, Ag003G209930, Ag003G209960, Ag003G210170, Ag003G209820
OG0000793	XP_018458964.1, XP_018464290.1	Ag003G209990, Ag003G209900, Ag003G209940, Ag003G210050, Ag003G209910, Ag003G209950, Ag003G209830, Ag003G210180, Ag003G250750
OG0000794	XP_018487383.1, XP_018464135.1, XP_018479820.1, XP_018479819.1, XP_018473614.1	Ag007G595980
OG0000799	XP_018467093.1, XP_018467335.1, XP_018438705.1, XP_018458060.1	Ag004G376300
