Orthogroup	Raphanus_sativus	Noccaea_praecox
OG0003721	XP_018474723.1, XP_018480463.1, XP_018454430.1	Np003G180410
OG0003722	XP_018486777.1	Np007G387510
OG0003723	XP_018441233.1	Np007G384700
OG0003723	XP_018451006.1	Np005G305730, Np005G305740
OG0003724	XP_018487025.1	Np007G381500
OG0003725	XP_018481668.1, XP_018478836.1	Np005G316580
OG0003726	XP_018477954.1	Np005G306210
OG0003726	XP_018481687.1, XP_018436474.1	Np006G321310
OG0003728	XP_018433818.1	Np006G326250
OG0003728	XP_018481263.1	Np006G326240, Np006G326260
OG0003729	XP_018433820.1, XP_018478048.1, XP_018478046.1	Np006G326280
OG0003730	XP_018478330.1, XP_018491999.1	Np001G062790
OG0003731	XP_018468240.1	Np001G035100, Np002G116700, Np003G127360
OG0003733	XP_018477517.1	Np001G040950
OG0003734	XP_018467179.1	Np001G041110
OG0003734	XP_018482134.1	Np001G041120
OG0003735	XP_018454949.1, XP_018437169.1	Np001G041430
OG0003736	XP_018472791.1, XP_018438158.1, XP_018477676.1, XP_018438033.1, XP_018438032.1	Np006G357290
OG0003737	XP_018476329.1	Np006G357620
OG0003737	XP_018466710.1, XP_018464056.1	Np007G419300
OG0003738	XP_018481633.1, XP_018474533.1	Np006G355440
OG0003740	XP_018484965.1	Np006G354240, Np006G348760
OG0003741	XP_018465507.1	Np006G358090
OG0003742	XP_018458358.1, XP_018463033.1, XP_018438834.1	Np004G246140
OG0003743	XP_018441362.1	Np007G423930
OG0003744	XP_018443864.1, XP_018477128.1	Np005G319320
OG0003747	XP_018485862.1	Np007G415820
OG0003747	XP_018452479.1	Np001G017320
OG0003749	XP_018439078.1, XP_018493503.1, XP_018464459.1	Np007G414560
OG0003750	XP_018493160.1	Np001G059420
OG0003751	XP_018470731.1, XP_018463313.1, XP_018485376.1, XP_018437290.1	Np004G258370
OG0003753	XP_018483691.1, XP_018483682.1	Np004G232770
OG0003754	XP_018433066.1	Np004G228630
OG0003754	XP_018456310.1	Np002G085840
OG0003755	XP_018448145.1, XP_018460426.1, XP_018483898.1	Np004G226590
OG0003756	XP_018472483.1, XP_018472484.1	Np005G282440
OG0003758	XP_018434214.1, XP_018478672.1	Np006G368960
OG0003759	XP_018470310.1, XP_018436928.1, XP_018449541.1, XP_018449957.1	Np004G241710
OG0003760	XP_018460011.1, XP_018451222.1, XP_018451460.1, XP_018463414.1	Np004G249600
OG0003761	XP_018449795.1, XP_018487121.1, XP_018487377.1, XP_018487930.1	Np004G254750
OG0003762	XP_018438775.1, XP_018438773.1, XP_018438201.1	Np005G311540
OG0003763	XP_018457737.1	Np007G372160
OG0003763	XP_018493556.1	Np004G256200
OG0003765	XP_018446039.1	Np003G142800
OG0003766	XP_018443295.1	Np003G143020, Np003G181690
OG0003767	XP_018465235.1, XP_018452660.1, XP_018448469.1, XP_018448464.1, XP_018479025.1	Np001G010530
OG0003768	XP_018452513.1, XP_018458184.1, XP_018458201.1	Np006G365670
OG0003769	XP_018451967.1, XP_018476979.1, XP_018473732.1, XP_018470321.1	Np003G154710
OG0003770	XP_018479247.1, XP_018479246.1	Np005G301850
OG0003771	XP_018456453.1, XP_018472778.1	Np003G154190
OG0003772	XP_018447803.1, XP_018478019.1	Np005G264000
OG0003773	XP_018443872.1, XP_018456435.1, XP_018456434.1, XP_018445481.1, XP_018444559.1	Np002G087350
OG0003774	XP_018453100.1	Np002G086900
OG0003776	XP_018465132.1, XP_018467390.1	Np002G072970
OG0003777	XP_018454804.1, XP_018444007.1	Np002G072760
OG0003778	XP_018488534.1, XP_018488537.1, XP_018439673.1	Np007G397540
OG0003779	XP_018489509.1	Np011G435880
OG0003780	XP_018449139.1, XP_018437594.1	Np004G195260
OG0003781	XP_018488209.1, XP_018438530.1	Np007G386020
OG0003782	XP_018491377.1, XP_018489566.1, XP_018489558.1	Np007G389060
OG0003783	XP_018486665.1	Np007G389500
OG0003785	XP_018464277.1, XP_018439317.1	Np004G191120
OG0003786	XP_018432588.1, XP_018473903.1	Np004G195210
OG0003787	XP_018464501.1, XP_018488206.1	Np004G197710
OG0003788	XP_018458890.1, XP_018488765.1, XP_018487436.1, XP_018458884.1, XP_018458883.1, XP_018444458.1	Np001G057100
OG0003789	XP_018465004.1, XP_018491884.1	Np001G058520
OG0003791	XP_018461052.1, XP_018458575.1	Np001G060940
OG0003794	XP_018480715.1, XP_018461879.1	Np004G193710
OG0003796	XP_018465138.1, XP_018474931.1, XP_018474281.1	Np001G046710
OG0003797	XP_018473875.1	Np004G228610, Np007G402200
OG0003798	XP_018467932.1, XP_018445720.1	Np004G235060
OG0003801	XP_018456863.1	Np001G000920
OG0003802	XP_018434721.1	Np001G007690
OG0003803	XP_018471363.1, XP_018470200.1	Np005G289590
OG0003804	XP_018455172.1, XP_018455168.1, XP_018475162.1, XP_018437670.1	Np006G358980
OG0003805	XP_018474288.1	Np003G143820
OG0003805	XP_018453973.1, XP_018453974.1, XP_018453975.1, XP_018463442.1	Np003G143830
OG0003806	XP_018444898.1, XP_018443260.1	Np003G150620
OG0003807	XP_018455245.1, XP_018437920.1, XP_018466574.1, XP_018438402.1, XP_018459738.1, XP_018459737.1, XP_018481392.1	Np001G009880
OG0003810	XP_018488198.1	Np001G050240, Np001G050270
OG0003811	XP_018442584.1, XP_018488770.1, XP_018487665.1, XP_018470006.1	Np003G143840
OG0003813	XP_018478686.1, XP_018464158.1, XP_018434490.1	Np001G021620
OG0003823	XP_018467156.1, XP_018451346.1, XP_018471743.1, XP_018480670.1	Np005G276690
OG0003824	XP_018447207.1, XP_018460925.1, XP_018469625.1, XP_018468355.1	Np005G271590
OG0003826	XP_018483673.1, XP_018458743.1, XP_018456456.1	Np001G057850
OG0003827	XP_018453007.1	Np005G265180
OG0003828	XP_018489257.1	Np003G151330, Np003G151320
OG0003829	XP_018459287.1, XP_018459269.1	Np004G216280
OG0003830	XP_018477388.1	Np001G014150, Np001G003230
OG0003831	XP_018487299.1, XP_018480513.1	Np004G249000
OG0003832	XP_018437095.1, XP_018480228.1, XP_018434232.1	Np001G027490
OG0003833	XP_018465045.1, XP_018465787.1	Np006G353120, Np006G347660
OG0003834	XP_018457516.1, XP_018457522.1, XP_018457443.1	Np002G124410
OG0003835	XP_018434946.1	Np004G245390
OG0003836	XP_018491679.1, XP_018472605.1	Np003G126230
OG0003837	XP_018469558.1, XP_018444500.1	Np003G135880
OG0003838	XP_018453344.1, XP_018476226.1	Np003G184520
OG0003839	XP_018475704.1, XP_018475705.1, XP_018460449.1, XP_018460450.1, XP_018448089.1	Np003G162530
OG0003840	XP_018454997.1, XP_018455042.1, XP_018454818.1, XP_018469784.1, XP_018473480.1	Np003G159510
OG0003841	XP_018476129.1, XP_018457540.1	Np003G157960
OG0003842	XP_018443320.1, XP_018443322.1, XP_018445497.1, XP_018445498.1, XP_018455716.1, XP_018455725.1	Np003G139600
OG0003843	XP_018471473.1, XP_018462713.1, XP_018460573.1	Np003G138160
OG0003844	XP_018440137.1, XP_018457627.1, XP_018457638.1	Np001G035870
OG0003845	XP_018471652.1, XP_018483190.1	Np005G291090
OG0003846	XP_018449270.1, XP_018468671.1, XP_018460377.1, XP_018480596.1	Np005G283340
OG0003847	XP_018460379.1, XP_018483002.1, XP_018470343.1, XP_018470344.1, XP_018448139.1	Np005G283330
OG0003848	XP_018490058.1, XP_018449841.1	Np004G206810
OG0003849	XP_018486367.1, XP_018459714.1, XP_018444966.1, XP_018449617.1, XP_018466194.1	Np004G208310
OG0003850	XP_018486963.1, XP_018447734.1, XP_018455649.1	Np004G201010
OG0003851	XP_018449319.1	Np004G213070
OG0003852	XP_018449135.1, XP_018477117.1, XP_018462644.1, XP_018471841.1, XP_018471479.1	Np005G267460
OG0003853	XP_018472091.1	Np005G269500
OG0003854	XP_018485302.1	Np005G312460
OG0003855	XP_018472411.1	Np004G202500
OG0003856	XP_018447819.1, XP_018493342.1, XP_018486042.1	Np004G202800
OG0003857	XP_018434387.1	Np001G042900
OG0003858	XP_018445269.1	Np004G195640
OG0003859	XP_018457856.1	Np003G181100
OG0003859	XP_018473164.1, XP_018473169.1	Np003G181090
OG0003860	XP_018438295.1, XP_018436742.1	Np006G325180, Np003G174670, Np007G404380
OG0003861	XP_018439546.1	Np001G037130
OG0003862	XP_018454968.1, XP_018454824.1	Np001G035910
OG0003863	XP_018456753.1, XP_018456256.1, XP_018439539.1, XP_018481173.1, XP_018464943.1	Np001G032130
OG0003864	XP_018485348.1, XP_018485329.1, XP_018442665.1	Np001G069160
OG0003865	XP_018486419.1	Np001G067940
OG0003865	XP_018441167.1, XP_018441152.1	Np006G322600
OG0003866	XP_018454570.1, XP_018469570.1, XP_018441950.1	Np006G366600
OG0003867	XP_018475239.1, XP_018475241.1	Np003G125680
OG0003868	XP_018446535.1	Np003G151480
OG0003868	XP_018434000.1	Np001G044860
OG0003869	XP_018444496.1, XP_018444694.1	Np003G151750
OG0003870	XP_018467543.1, XP_018476176.1, XP_018466590.1, XP_018445839.1	Np003G151870
OG0003871	XP_018473511.1, XP_018470220.1	Np001G045540
OG0003872	XP_018457500.1, XP_018457503.1	Np003G189150
OG0003873	XP_018487704.1, XP_018468155.1	Np003G187760
OG0003874	XP_018457902.1, XP_018455801.1, XP_018480667.1	Np003G186190
OG0003875	XP_018451589.1, XP_018451581.1	Np004G256250
OG0003876	XP_018435061.1, XP_018474141.1	Np006G355330, Np007G377900
OG0003878	XP_018440835.1, XP_018492148.1	Np007G417250
OG0003879	XP_018466299.1	Np001G017420
OG0003879	XP_018486054.1, XP_018440669.1, XP_018438908.1	Np007G415790
OG0003881	XP_018443994.1	Np002G071550
OG0003882	XP_018484155.1, XP_018463975.1, XP_018438010.1, XP_018449573.1	Np004G237610
OG0003883	XP_018447886.1, XP_018449560.1	Np004G203220
OG0003884	XP_018482125.1	Np004G226600
OG0003885	XP_018451126.1	Np005G281450
OG0003886	XP_018438417.1, XP_018438415.1	Np006G366070
OG0003887	XP_018439793.1, XP_018436151.1	Np004G241610
OG0003888	XP_018487406.1	Np007G420160
OG0003889	XP_018461563.1, XP_018493231.1, XP_018451212.1, XP_018466905.1	Np004G250310
OG0003890	XP_018483638.1	Np006G355140
OG0003890	XP_018434694.1	Np006G355130
OG0003891	XP_018475182.1, XP_018475161.1, XP_018468262.1, XP_018444402.1	Np003G142760
OG0003893	XP_018474995.1	Np007G421210
OG0003893	XP_018444029.1	Np003G145790
OG0003895	XP_018492742.1	Np006G341140, Np002G112820
OG0003896	XP_018453648.1, XP_018458009.1	Np001G016360
OG0003897	XP_018442778.1	Np003G131210
OG0003897	XP_018493514.1	Np007G410480
OG0003898	XP_018472896.1, XP_018446200.1, XP_018472455.1	Np003G129750
OG0003899	XP_018484501.1	Np001G013340, Np001G013330
OG0003900	XP_018441653.1, XP_018486662.1, XP_018465167.1	Np001G050720
OG0003901	XP_018437151.1, XP_018488789.1, XP_018488788.1	Np001G047690
OG0003902	XP_018440499.1, XP_018488925.1	Np001G046870
OG0003902	XP_018456370.1	Np003G153890
OG0003903	XP_018453281.1, XP_018453445.1	Np002G088890
OG0003903	XP_018482264.1, XP_018459486.1	Np005G261830
OG0003904	XP_018463696.1, XP_018477284.1, XP_018446995.1	Np002G076360, Np002G076350
OG0003905	XP_018458207.1, XP_018444616.1, XP_018444126.1	Np002G076440
OG0003906	XP_018487953.1	Np004G230150
OG0003906	XP_018455577.1	Np002G080870
OG0003907	XP_018468617.1	Np002G077170
OG0003908	XP_018456179.1, XP_018457811.1, XP_018457218.1, XP_018471620.1, XP_018445802.1, XP_018442114.1	Np002G072860
OG0003912	XP_018489407.1	Np004G193480
OG0003913	XP_018489326.1, XP_018487323.1	Np010G435060, Np007G401590, Np007G398200
OG0003914	XP_018441021.1	Np004G194650
OG0003915	XP_018490064.1, XP_018464616.1, XP_018436966.1, XP_018488666.1	Np007G395560
OG0003916	XP_018489523.1	Np007G373920
OG0003916	XP_018493309.1, XP_018439676.1, XP_018492719.1	Np007G397490
OG0003918	XP_018436680.1, XP_018491369.1	Np005G268870
OG0003919	XP_018466013.1, XP_018490506.1	Np007G382070
OG0003920	XP_018433493.1, XP_018486512.1	Np007G383710
OG0003921	XP_018452931.1, XP_018452927.1, XP_018452902.1	Np007G373330
OG0003921	XP_018443239.1	Np003G127770
OG0003922	XP_018492252.1	Np004G193000
OG0003923	XP_018489448.1, XP_018482650.1	Np004G200120
OG0003924	XP_018484988.1, XP_018477289.1, XP_018471966.1, XP_018441236.1	Np001G053650
OG0003925	XP_018440194.1, XP_018435344.1	Np004G211710
OG0003926	XP_018444879.1, XP_018486082.1	Np001G066920
OG0003928	XP_018432847.1, XP_018460891.1, XP_018435277.1	Np007G420970
OG0003930	XP_018487878.1	Np004G259130
OG0003933	XP_018438462.1, XP_018435241.1, XP_018455665.1, XP_018458465.1, XP_018482475.1	Np001G018780
OG0003935	XP_018475513.1, XP_018469579.1, XP_018443368.1	Np003G133000, Np002G095980
OG0003938	XP_018447727.1, XP_018471299.1, XP_018434657.1, XP_018434682.1, XP_018434652.1, XP_018434659.1	Np004G230920, Np004G230850
OG0003939	XP_018488251.1	Np003G186540, Np005G301660, Np007G409960, Np001G027580, Np003G186530, Np003G185780, Np002G119100
OG0003945	XP_018453086.1, XP_018437660.1, XP_018464433.1, XP_018492969.1	Np001G034010
OG0003948	XP_018470901.1	Np005G274470
OG0003949	XP_018450201.1	Np005G272930, Np005G272980
OG0003950	XP_018447562.1, XP_018447540.1	Np004G217900
OG0003952	XP_018453103.1, XP_018473233.1, XP_018472702.1, XP_018457837.1	Np002G106780
OG0003953	XP_018438641.1	Np002G117220
OG0003954	XP_018455593.1, XP_018436921.1, XP_018481225.1, XP_018479429.1	Np001G026180
OG0003955	XP_018481151.1, XP_018455238.1, XP_018434815.1	Np001G025040
OG0003956	XP_018433977.1, XP_018435083.1, XP_018483859.1	Np001G020790
OG0003957	XP_018467085.1, XP_018454433.1, XP_018483920.1, XP_018467077.1	Np001G020680
OG0003958	XP_018485086.1	Np005G312140
OG0003959	XP_018478078.1, XP_018435157.1, XP_018474812.1	Np006G331120
OG0003960	XP_018445614.1, XP_018446256.1	Np003G129210
OG0003960	XP_018489639.1	Np007G411670
OG0003961	XP_018444374.1	Np003G130280
OG0003962	XP_018486239.1, XP_018435348.1, XP_018435349.1	Np002G089640
OG0003962	XP_018485896.1, XP_018485897.1	Np007G410400, Np007G410410
OG0003963	XP_018452064.1, XP_018456481.1	Np002G122410
OG0003965	XP_018469437.1, XP_018475569.1, XP_018475577.1, XP_018460638.1	Np003G171830
OG0003966	XP_018454890.1, XP_018472817.1	Np003G165060, Np005G276960
OG0003968	XP_018444071.1, XP_018444075.1, XP_018468664.1	Np003G138300
OG0003969	XP_018489939.1, XP_018442284.1	Np003G138090
OG0003972	XP_018446936.1, XP_018472209.1	Np003G133640
OG0003973	XP_018455761.1, XP_018478450.1, XP_018478457.1, XP_018434105.1	Np001G032990
OG0003974	XP_018451947.1	Np005G291380
OG0003975	XP_018458485.1, XP_018450493.1, XP_018482771.1	Np005G287100
OG0003976	XP_018471193.1	Np005G284560
OG0003977	XP_018446628.1, XP_018461342.1, XP_018485099.1	Np001G055470
OG0003978	XP_018460115.1	Np007G372490
OG0003980	XP_018477854.1, XP_018451012.1, XP_018469850.1, XP_018469837.1	Np005G268200
OG0003981	XP_018451497.1, XP_018449461.1, XP_018469858.1, XP_018469845.1	Np005G268300
OG0003982	XP_018437458.1, XP_018458618.1, XP_018447675.1	Np005G269410
OG0003983	XP_018439592.1	Np006G368870
OG0003983	XP_018449886.1, XP_018459827.1	Np005G262490
OG0003984	XP_018473373.1	Np003G178170
OG0003984	XP_018475045.1	Np003G178180
OG0003985	XP_018456947.1	Np003G183700
OG0003987	XP_018486170.1	Np007G387940
OG0003988	XP_018477621.1	Np005G305400
OG0003989	XP_018449408.1, XP_018481466.1	Np005G302470
OG0003990	XP_018444528.1, XP_018479679.1	Np005G318810
OG0003991	XP_018440349.1	Np006G321920
OG0003992	XP_018482618.1, XP_018482646.1, XP_018436810.1	Np006G322250
OG0003993	XP_018492413.1, XP_018492402.1, XP_018477182.1	Np001G067220
OG0003994	XP_018442215.1, XP_018455011.1	Np002G086440
OG0003995	XP_018440927.1, XP_018440926.1, XP_018475952.1, XP_018475946.1	Np006G326040, Np006G357010
OG0003996	XP_018436671.1, XP_018474454.1, XP_018476499.1	Np006G326450, Np006G326500
OG0003998	XP_018475608.1, XP_018475970.1, XP_018443219.1, XP_018470079.1	Np003G126510
OG0003999	XP_018491469.1	Np007G411940
OG0004000	XP_018444692.1, XP_018464897.1	Np003G151940
OG0004001	XP_018475196.1, XP_018476978.1, XP_018456099.1, XP_018454617.1, XP_018454296.1	Np002G096780, Np003G153110
OG0004002	XP_018457782.1, XP_018432750.1	Np001G005810
OG0004003	XP_018462995.1, XP_018438176.1, XP_018478215.1, XP_018477469.1, XP_018484056.1	Np006G357910
OG0004004	XP_018466073.1, XP_018454811.1, XP_018469687.1, XP_018460316.1	Np003G188700
OG0004005	XP_018434722.1, XP_018475709.1	Np006G348940, Np006G354050
OG0004006	XP_018437820.1, XP_018475064.1, XP_018475061.1	Np006G357980
OG0004007	XP_018490635.1	Np007G420200
OG0004009	XP_018463831.1, XP_018449334.1, XP_018461638.1, XP_018436844.1	Np004G199860
OG0004010	XP_018486183.1	Np007G414800
OG0004011	XP_018491344.1	Np001G060020
OG0004012	XP_018476006.1, XP_018441420.1, XP_018439388.1	Np006G332770
OG0004014	XP_018483980.1, XP_018463288.1, XP_018486912.1	Np004G197620
OG0004015	XP_018478905.1, XP_018473019.1, XP_018473020.1, XP_018474915.1	Np006G334140
OG0004016	XP_018434920.1, XP_018472624.1	Np006G333790
OG0004017	XP_018465237.1, XP_018437932.1	Np006G337560
OG0004019	XP_018476302.1, XP_018474935.1	Np006G335120
OG0004021	XP_018439814.1, XP_018439812.1	Np001G053460, Np001G053470
OG0004022	XP_018438792.1	Np006G364790, Np006G364770
OG0004025	XP_018483610.1, XP_018439629.1, XP_018450620.1, XP_018450619.1	Np004G230560
OG0004026	XP_018453546.1	Np005G281510
OG0004027	XP_018450962.1, XP_018477112.1	Np005G281060
OG0004028	XP_018477351.1	Np005G280560
OG0004028	XP_018469127.1, XP_018464822.1	Np003G156170
OG0004029	XP_018476702.1	Np003G161260
OG0004030	XP_018477432.1, XP_018434932.1, XP_018438631.1, XP_018458965.1, XP_018475402.1	Np006G365700
OG0004031	XP_018479899.1, XP_018484985.1	Np006G339930
OG0004032	XP_018439196.1	Np006G371320
OG0004033	XP_018441088.1, XP_018487258.1	Np004G245710
OG0004034	XP_018436291.1	Np001G037070
OG0004035	XP_018450919.1, XP_018438349.1, XP_018490749.1	Np004G251570, Np004G251800
OG0004036	XP_018438006.1	Np004G196150
OG0004036	XP_018483715.1	Np005G313970, Np001G018220
OG0004037	XP_018482135.1	Np004G257480
OG0004038	XP_018448735.1	Np003G143010
OG0004039	XP_018456920.1, XP_018440388.1	Np001G014090
OG0004041	XP_018456466.1, XP_018491173.1, XP_018491176.1	Np001G009500
OG0004042	XP_018437888.1	Np001G015710, Np001G015720
OG0004043	XP_018440334.1, XP_018436675.1, XP_018477808.1	Np001G016660
OG0004044	XP_018470429.1, XP_018476049.1	Np003G129970
OG0004045	XP_018482354.1	Np001G012230
OG0004046	XP_018480464.1	Np001G010830
OG0004047	XP_018439508.1, XP_018459025.1, XP_018455972.1, XP_018482691.1	Np001G010760
OG0004049	XP_018482067.1, XP_018461290.1, XP_018455554.1, XP_018438449.1, XP_018438499.1	Np001G008980
OG0004050	XP_018471495.1, XP_018445852.1	Np003G150970
OG0004051	XP_018437696.1	Np001G043870
OG0004052	XP_018445043.1	Np007G389420
OG0004052	XP_018454257.1	Np002G083870
OG0004053	XP_018446263.1, XP_018445471.1, XP_018445468.1, XP_018471589.1, XP_018463477.1	Np002G073600
OG0004054	XP_018438483.1, XP_018464675.1, XP_018490377.1	Np007G408430
OG0004055	XP_018488698.1, XP_018434667.1	Np007G406820
OG0004056	XP_018471158.1, XP_018461765.1, XP_018478463.1	Np005G302020
OG0004057	XP_018490707.1, XP_018487276.1, XP_018486583.1, XP_018490441.1, XP_018439653.1, XP_018439662.1	Np007G392030
OG0004058	XP_018467388.1, XP_018489672.1, XP_018439665.1, XP_018439657.1, XP_018490446.1, XP_018489294.1	Np007G392040
OG0004059	XP_018485445.1, XP_018486311.1, XP_018477259.1, XP_018477247.1	Np007G393520
OG0004060	XP_018489686.1	Np007G393770
OG0004061	XP_018485895.1	Np007G393960
OG0004062	XP_018440561.1, XP_018493400.1, XP_018493412.1	Np007G394490
OG0004063	XP_018485673.1	Np007G394750
OG0004064	XP_018439781.1, XP_018490912.1	Np007G400150
OG0004065	XP_018432955.1, XP_018491944.1, XP_018491945.1	Np007G380820
OG0004066	XP_018491747.1, XP_018486906.1	Np007G383030
OG0004067	XP_018491280.1, XP_018493531.1	Np007G386870
OG0004068	XP_018433116.1	Np007G378250
OG0004069	XP_018488939.1, XP_018488943.1, XP_018450280.1, XP_018447238.1, XP_018468805.1	Np004G198360
OG0004070	XP_018480810.1, XP_018464608.1, XP_018491538.1, XP_018491515.1, XP_018489837.1, XP_018489343.1	Np007G404810
OG0004071	XP_018445835.1, XP_018463853.1, XP_018490112.1, XP_018458564.1	Np001G061380
OG0004072	XP_018489924.1	Np001G062480
OG0004073	XP_018488714.1, XP_018460830.1, XP_018461492.1, XP_018461204.1, XP_018443946.1	Np001G064560
OG0004074	XP_018466159.1, XP_018455833.1	Np005G319190
OG0004075	XP_018433173.1	Np001G038460
OG0004076	XP_018481863.1, XP_018461695.1, XP_018437688.1, XP_018438059.1	Np001G039350
OG0004078	XP_018451441.1, XP_018451416.1, XP_018483946.1	Np005G277690, Np005G277900, Np003G161650, Np001G003340, Np003G134260
OG0004080	XP_018448222.1, XP_018435728.1	Np001G023900
OG0004081	XP_018445847.1, XP_018438395.1	Np007G411200
OG0004081	XP_018465642.1, XP_018460596.1	Np007G411210, Np004G219890
OG0004082	XP_018453895.1	Np003G187340
OG0004084	XP_018456114.1, XP_018481456.1, XP_018482835.1	Np001G023490
OG0004087	XP_018438445.1, XP_018436968.1	Np003G180030
OG0004088	XP_018450329.1, XP_018450330.1	Np002G070920
OG0004091	XP_018483708.1, XP_018457111.1, XP_018466873.1, XP_018481555.1	Np005G273260
OG0004092	XP_018480500.1, XP_018462810.1, XP_018450342.1, XP_018444830.1	Np005G273160
OG0004093	XP_018454521.1, XP_018454475.1	Np005G272670
OG0004094	XP_018477842.1	Np005G263980
OG0004095	XP_018461096.1, XP_018482334.1, XP_018450133.1, XP_018482168.1	Np005G264080
OG0004096	XP_018449855.1, XP_018480350.1, XP_018480352.1	Np005G264620
OG0004097	XP_018457664.1	Np002G112880
OG0004098	XP_018435098.1, XP_018441068.1, XP_018492018.1, XP_018486323.1	Np004G248760
OG0004099	XP_018467293.1, XP_018465297.1, XP_018437031.1	Np001G027900
OG0004100	XP_018435659.1	Np001G019570
OG0004101	XP_018475548.1, XP_018456680.1	Np003G159630
OG0004102	XP_018463845.1	Np005G320200
OG0004103	XP_018486929.1, XP_018487479.1, XP_018460953.1, XP_018440783.1, XP_018489934.1	Np007G409790
OG0004104	XP_018450670.1, XP_018455824.1, XP_018455826.1, XP_018472561.1	Np003G166970
OG0004105	XP_018472940.1, XP_018472958.1, XP_018472212.1, XP_018460446.1, XP_018464641.1	Np003G162540
OG0004106	XP_018449043.1, XP_018465624.1, XP_018465252.1, XP_018472871.1	Np003G163430
OG0004107	XP_018476833.1, XP_018440050.1	Np006G324780
OG0004108	XP_018460463.1, XP_018449927.1, XP_018475869.1	Np003G158180
OG0004109	XP_018445811.1, XP_018450658.1	Np003G137840
OG0004110	XP_018442983.1, XP_018476968.1, XP_018472039.1	Np003G135980
OG0004111	XP_018472967.1, XP_018446847.1	Np003G134440
OG0004112	XP_018453606.1	Np003G133630
OG0004112	XP_018477320.1	Np001G009100
OG0004113	XP_018481990.1, XP_018470755.1, XP_018470760.1	Np005G291480
OG0004114	XP_018461775.1, XP_018478415.1, XP_018448530.1, XP_018448528.1, XP_018472256.1	Np005G291400
OG0004115	XP_018469722.1, XP_018462295.1, XP_018479204.1, XP_018466557.1	Np005G291020
OG0004116	XP_018472077.1, XP_018468532.1	Np005G287080
OG0004117	XP_018471733.1, XP_018450492.1, XP_018449692.1, XP_018482077.1	Np005G287570
OG0004118	XP_018483839.1, XP_018471169.1, XP_018451274.1, XP_018447597.1	Np005G286710
OG0004119	XP_018489297.1	Np004G206770
OG0004120	XP_018469991.1, XP_018466519.1, XP_018447828.1	Np005G287470
OG0004121	XP_018482274.1, XP_018482455.1, XP_018450649.1, XP_018450648.1, XP_018493243.1	Np004G202900
OG0004122	XP_018492117.1, XP_018453235.1	Np004G203150
OG0004123	XP_018483395.1, XP_018449666.1, XP_018449664.1, XP_018489746.1	Np004G211930
OG0004124	XP_018479777.1, XP_018483778.1, XP_018448126.1	Np004G191940, Np001G056180, Np004G214540
OG0004125	XP_018469846.1, XP_018469859.1	Np005G268360
OG0004126	XP_018439282.1	Np006G338190
OG0004127	XP_018449847.1	Np005G269550
OG0004128	XP_018480214.1	Np005G260380
OG0004129	XP_018442087.1	Np004G251830
OG0004130	XP_018463037.1	Np005G315870
OG0004130	XP_018452450.1, XP_018435654.1	Np001G019230
OG0004131	XP_018433257.1	Np006G323250, Np007G371590
OG0004132	XP_018481729.1	Np006G343880
OG0004133	XP_018454985.1, XP_018481256.1	Np001G042040
OG0004134	XP_018468975.1	Np004G200290
OG0004135	XP_018470089.1, XP_018458941.1	Np003G179800
OG0004136	XP_018453008.1, XP_018465373.1, XP_018450768.1	Np003G181750, Np002G091740
OG0004137	XP_018434235.1, XP_018478690.1, XP_018478684.1, XP_018452292.1	Np001G033150
OG0004138	XP_018449349.1, XP_018446839.1, XP_018451425.1	Np005G304960
OG0004140	XP_018461798.1, XP_018474508.1, XP_018478361.1, XP_018478362.1	Np006G321390
OG0004141	XP_018440346.1, XP_018475831.1, XP_018467297.1, XP_018480022.1	Np006G321940
OG0004142	XP_018439871.1	Np006G325900
OG0004143	XP_018467046.1, XP_018474800.1, XP_018477098.1	Np006G326630
OG0004144	XP_018482254.1, XP_018440471.1, XP_018472782.1	Np006G327750
OG0004145	XP_018483392.1, XP_018474913.1, XP_018466235.1, XP_018437472.1	Np006G327870
OG0004146	XP_018485234.1, XP_018444997.1, XP_018491927.1	Np001G063470
OG0004147	XP_018472693.1	Np003G149380
OG0004148	XP_018470516.1, XP_018470514.1, XP_018472738.1, XP_018463715.1, XP_018444620.1	Np003G150050
OG0004149	XP_018468739.1	Np003G151270
OG0004151	XP_018469417.1, XP_018469409.1, XP_018457725.1, XP_018476620.1	Np003G153750
OG0004152	XP_018459909.1, XP_018486026.1	Np001G004920
OG0004153	XP_018471523.1	Np003G189550
OG0004154	XP_018456562.1, XP_018474375.1, XP_018474374.1, XP_018473594.1	Np003G188330
OG0004155	XP_018453308.1, XP_018453775.1, XP_018463429.1, XP_018474373.1, XP_018474380.1	Np003G188280
OG0004156	XP_018476368.1, XP_018473535.1, XP_018449294.1, XP_018466096.1, XP_018455053.1	Np003G186750
OG0004157	XP_018466914.1	Np003G186730
OG0004158	XP_018433403.1	Np001G040880
OG0004159	XP_018486377.1, XP_018479619.1, XP_018447535.1	Np004G256030
OG0004160	XP_018437408.1, XP_018476802.1, XP_018476806.1, XP_018464876.1, XP_018481394.1	Np006G355910
OG0004161	XP_018476010.1, XP_018476018.1	Np006G355690
OG0004162	XP_018477017.1, XP_018477018.1, XP_018477499.1	Np006G347340, Np006G353380
OG0004163	XP_018475036.1, XP_018437664.1, XP_018482047.1	Np006G353090
OG0004164	XP_018441602.1	Np006G352590
