Orthogroup	Raphanus_sativus	Cardamine_glauca
OG0001762	XP_018477836.1, XP_018461599.1, XP_018455996.1	Cg008G322850
OG0001763	XP_018451230.1, XP_018484344.1, XP_018464095.1, XP_018484348.1, XP_018443956.1, XP_018443918.1	Cg001G020800
OG0001764	XP_018450764.1, XP_018478860.1, XP_018478751.1, XP_018468430.1	Cg001G018820
OG0001765	XP_018473756.1, XP_018462010.1, XP_018458957.1, XP_018465424.1	Cg003G082640, Cg003G082630
OG0001766	XP_018471953.1	Cg003G083740
OG0001767	XP_018452212.1, XP_018446226.1	Cg007G272300
OG0001768	XP_018433978.1, XP_018478910.1	Cg005G173120
OG0001768	XP_018449718.1	Cg006G218630
OG0001769	XP_018433873.1	Cg004G153970
OG0001769	XP_018477860.1, XP_018482966.1, XP_018484588.1	Cg001G004030
OG0001770	XP_018481058.1, XP_018481069.1, XP_018449507.1, XP_018434537.1	Cg002G056930
OG0001771	XP_018439157.1, XP_018439154.1	Cg005G191940
OG0001771	XP_018451759.1, XP_018448373.1	Cg001G002370
OG0001772	XP_018465118.1, XP_018442126.1	Cg007G267980
OG0001773	XP_018453166.1, XP_018456854.1	Cg003G099200
OG0001773	XP_018473006.1, XP_018436933.1, XP_018466715.1	Cg005G172240
OG0001775	XP_018470398.1, XP_018471393.1, XP_018480644.1, XP_018477682.1	Cg001G018990
OG0001775	XP_018453366.1, XP_018457885.1	Cg003G093440, Cg003G080510
OG0001777	XP_018455570.1	Cg014G332130, Cg003G077490, Cg003G077500, Cg014G332120
OG0001777	XP_018483924.1	Cg001G041000
OG0001778	XP_018485317.1, XP_018476079.1	Cg005G157960
OG0001779	XP_018490535.1	Cg002G044000
OG0001779	XP_018433205.1	Cg005G158050
OG0001780	XP_018434168.1	Cg005G160720
OG0001780	XP_018488808.1, XP_018458425.1	Cg002G046040
OG0001781	XP_018461320.1, XP_018459087.1, XP_018459088.1	Cg002G046500
OG0001781	XP_018476584.1, XP_018477304.1	Cg005G161490
OG0001782	XP_018460415.1	Cg002G047400
OG0001782	XP_018485151.1	Cg005G162870
OG0001783	XP_018442242.1, XP_018472172.1, XP_018472694.1	Cg008G300780
OG0001784	XP_018433951.1, XP_018436481.1, XP_018454565.1	Cg003G114260
OG0001784	XP_018481066.1, XP_018481052.1, XP_018436786.1	Cg002G056910
OG0001785	XP_018456950.1	Cg014G333270
OG0001785	XP_018474670.1, XP_018492372.1, XP_018489980.1	Cg006G244860
OG0001786	XP_018482447.1, XP_018482512.1	Cg006G244640
OG0001786	XP_018457308.1, XP_018472521.1	Cg003G076990, Cg014G332620
OG0001787	XP_018453150.1, XP_018453214.1	Cg003G077510, Cg014G332110
OG0001787	XP_018469920.1, XP_018489580.1	Cg006G243980
OG0001788	XP_018474827.1	Cg003G078130, Cg014G331550
OG0001788	XP_018489519.1, XP_018462078.1, XP_018480609.1	Cg006G243730
OG0001789	XP_018447133.1	Cg014G330960, Cg003G078590
OG0001790	XP_018439833.1	Cg005G175280
OG0001790	XP_018451538.1	Cg006G240130
OG0001791	XP_018440117.1, XP_018440080.1	Cg005G175770
OG0001792	XP_018433289.1, XP_018478353.1	Cg005G176700
OG0001792	XP_018434847.1	Cg006G239180
OG0001793	XP_018437399.1, XP_018450632.1	Cg006G238960
OG0001793	XP_018473498.1	Cg005G176950
OG0001794	XP_018441825.1, XP_018448094.1, XP_018489400.1	Cg006G238720
OG0001794	XP_018477301.1, XP_018480546.1	Cg005G177600
OG0001795	XP_018476370.1, XP_018446871.1, XP_018446843.1	Cg008G296360
OG0001796	XP_018492090.1, XP_018492964.1	Cg004G118330
OG0001796	XP_018459306.1	Cg008G297470
OG0001797	XP_018473138.1	Cg008G297890
OG0001798	XP_018461961.1	Cg008G305980
OG0001798	XP_018492933.1, XP_018486977.1, XP_018437501.1, XP_018490140.1	Cg004G121860
OG0001799	XP_018478976.1	Cg008G306900
OG0001799	XP_018486073.1, XP_018492931.1, XP_018491959.1	Cg004G121870
OG0001800	XP_018490397.1, XP_018490396.1	Cg004G122350
OG0001800	XP_018445715.1, XP_018445876.1	Cg008G298970
OG0001801	XP_018457414.1, XP_018440522.1	Cg008G311080, Cg008G309280
OG0001801	XP_018491897.1	Cg004G123080
OG0001802	XP_018445030.1, XP_018474885.1	Cg007G266200
OG0001803	XP_018464437.1, XP_018473204.1	Cg005G170120
OG0001803	XP_018442737.1, XP_018487363.1	Cg002G053750
OG0001804	XP_018456978.1, XP_018456980.1	Cg007G280310
OG0001804	XP_018439932.1, XP_018482153.1	Cg006G229780
OG0001805	XP_018456183.1, XP_018456184.1	Cg007G279540
OG0001805	XP_018434517.1, XP_018459774.1, XP_018459761.1	Cg006G229130
OG0001806	XP_018465403.1, XP_018466993.1, XP_018451908.1, XP_018451918.1	Cg006G228670
OG0001807	XP_018464073.1, XP_018479898.1, XP_018475557.1	Cg005G170790
OG0001807	XP_018448263.1, XP_018489046.1	Cg006G226510
OG0001808	XP_018468361.1	Cg007G276690
OG0001808	XP_018439919.1, XP_018439400.1	Cg006G225650
OG0001809	XP_018456311.1	Cg007G270530
OG0001809	XP_018439816.1, XP_018476126.1	Cg006G221690
OG0001810	XP_018437673.1, XP_018461212.1, XP_018487427.1, XP_018460432.1, XP_018450077.1	Cg006G220870
OG0001810	XP_018455123.1	Cg007G269610
OG0001811	XP_018469247.1	Cg007G268280
OG0001811	XP_018489487.1, XP_018487760.1	Cg006G219900
OG0001812	XP_018445321.1	Cg007G268040
OG0001812	XP_018447799.1, XP_018439862.1	Cg006G219820
OG0001814	XP_018437129.1, XP_018460609.1, XP_018475334.1, XP_018481705.1, XP_018481194.1	Cg005G193170
OG0001814	XP_018471563.1	Cg001G001100
OG0001816	XP_018492849.1, XP_018467494.1	Cg004G120880
OG0001816	XP_018477088.1	Cg008G307120
OG0001817	XP_018454687.1, XP_018473361.1	Cg008G286390
OG0001818	XP_018487043.1, XP_018436990.1	Cg002G057510
OG0001818	XP_018457413.1, XP_018478688.1	Cg008G304140
OG0001819	XP_018456344.1	Cg003G115370
OG0001819	XP_018484492.1, XP_018433597.1	Cg002G055900
OG0001820	XP_018493396.1, XP_018471385.1	Cg002G058160
OG0001821	XP_018442941.1, XP_018485511.1	Cg006G197360
OG0001821	XP_018488262.1	Cg004G132330
OG0001822	XP_018486837.1	Cg004G138360
OG0001822	XP_018489899.1	Cg006G197850
OG0001823	XP_018434968.1, XP_018462100.1	Cg004G156710
OG0001824	XP_018465954.1, XP_018441295.1	Cg005G168950
OG0001824	XP_018485578.1, XP_018483826.1	Cg002G052820
OG0001825	XP_018481076.1, XP_018486001.1	Cg002G050750
OG0001826	XP_018461051.1, XP_018465800.1, XP_018483567.1, XP_018477440.1	Cg002G049550
OG0001826	XP_018440932.1, XP_018472823.1	Cg005G164890
OG0001827	XP_018458568.1	Cg002G049320
OG0001828	XP_018482193.1, XP_018481506.1	Cg005G161230
OG0001828	XP_018464902.1, XP_018491414.1, XP_018460723.1	Cg002G046420
OG0001829	XP_018457984.1	Cg002G070900
OG0001830	XP_018443624.1	Cg002G047930
OG0001831	XP_018481432.1, XP_018481408.1, XP_018480926.1, XP_018461752.1, XP_018461757.1, XP_018481789.1, XP_018481761.1, XP_018443462.1, XP_018436298.1	Cg008G325190, Cg008G325180
OG0001833	XP_018461106.1, XP_018479054.1, XP_018470434.1	Cg001G008940
OG0001835	XP_018481919.1, XP_018435961.1	Cg006G225840
OG0001835	XP_018484389.1	Cg006G225830
OG0001836	XP_018462242.1, XP_018462241.1, XP_018487492.1, XP_018468668.1, XP_018454963.1	Cg007G248190
OG0001837	XP_018468543.1, XP_018469577.1	Cg008G285890, Cg008G285910
OG0001838	XP_018468370.1, XP_018459246.1, XP_018468291.1	Cg001G023530, Cg001G023520
OG0001839	XP_018463951.1, XP_018469338.1	Cg005G181910
OG0001844	XP_018477276.1, XP_018460074.1	Cg001G011270
OG0001844	XP_018456438.1, XP_018440301.1, XP_018440302.1	Cg004G156110
OG0001845	XP_018449889.1	Cg001G010070
OG0001846	XP_018441656.1	Cg004G153020
OG0001846	XP_018471287.1, XP_018450923.1	Cg001G004950
OG0001847	XP_018449094.1	Cg001G024340
OG0001848	XP_018454859.1	Cg007G251110
OG0001848	XP_018433115.1, XP_018485919.1, XP_018479695.1	Cg006G235570
OG0001849	XP_018439486.1	Cg007G249150
OG0001849	XP_018457691.1	Cg007G249160
OG0001850	XP_018436954.1	Cg004G147270, Cg007G255340, Cg002G071400, Cg001G008770
OG0001850	XP_018480847.1, XP_018478365.1	Cg001G041720
OG0001851	XP_018457872.1, XP_018477662.1, XP_018458730.1	Cg002G071020
OG0001852	XP_018480923.1	Cg001G039720
OG0001852	XP_018454635.1, XP_018482683.1	Cg002G070160
OG0001853	XP_018457951.1, XP_018470000.1, XP_018438630.1	Cg007G266230
OG0001854	XP_018444730.1, XP_018462514.1	Cg007G264690
OG0001855	XP_018470278.1	Cg007G262790
OG0001856	XP_018456831.1	Cg007G247900
OG0001856	XP_018451600.1, XP_018451598.1, XP_018465140.1, XP_018490369.1	Cg006G233800
OG0001857	XP_018469794.1	Cg001G014630
OG0001857	XP_018468243.1, XP_018476336.1, XP_018452055.1	Cg003G104540
OG0001858	XP_018446908.1	Cg008G284930
OG0001858	XP_018441818.1	Cg004G125890
OG0001859	XP_018440378.1, XP_018439229.1, XP_018432778.1	Cg004G126170
OG0001859	XP_018442845.1, XP_018442850.1	Cg008G285340
OG0001860	XP_018445907.1	Cg008G286400
OG0001861	XP_018492651.1, XP_018485524.1	Cg004G127040
OG0001861	XP_018442731.1	Cg008G286620
OG0001862	XP_018446885.1	Cg008G287380
OG0001862	XP_018485476.1	Cg004G127640
OG0001863	XP_018446266.1	Cg001G015560
OG0001863	XP_018472938.1, XP_018467376.1, XP_018452874.1	Cg003G097980
OG0001864	XP_018476000.1, XP_018450944.1	Cg003G101710
OG0001865	XP_018452175.1, XP_018457717.1, XP_018457709.1	Cg003G101910
OG0001865	XP_018471787.1	Cg001G013530
OG0001866	XP_018454785.1, XP_018445055.1	Cg003G102150
OG0001866	XP_018470476.1	Cg001G013670
OG0001867	XP_018453310.1, XP_018456178.1	Cg003G105080
OG0001867	XP_018475911.1, XP_018470330.1	Cg001G014910
OG0001868	XP_018445015.1	Cg008G292560
OG0001869	XP_018491445.1	Cg003G113620
OG0001869	XP_018475961.1	Cg008G290990
OG0001870	XP_018468313.1	Cg008G290870
OG0001873	XP_018475993.1, XP_018442519.1, XP_018454996.1	Cg008G289920
OG0001874	XP_018446276.1, XP_018468567.1, XP_018468581.1, XP_018436145.1, XP_018436142.1	Cg008G289570
OG0001875	XP_018443876.1	Cg008G289020
OG0001875	XP_018457260.1, XP_018455118.1	Cg008G302820
OG0001876	XP_018452312.1, XP_018486750.1	Cg003G108710
OG0001876	XP_018473262.1, XP_018474781.1	Cg008G288830
OG0001877	XP_018469037.1, XP_018444950.1, XP_018444951.1	Cg008G288220
OG0001877	XP_018482228.1	Cg003G109410
OG0001878	XP_018463745.1, XP_018484090.1	Cg001G023500
OG0001878	XP_018466246.1, XP_018464003.1	Cg008G324870
OG0001879	XP_018478456.1	Cg001G022970
OG0001879	XP_018467604.1, XP_018435772.1	Cg008G324190
OG0001880	XP_018454146.1, XP_018444707.1, XP_018451565.1	Cg001G022640
OG0001881	XP_018450199.1, XP_018469697.1, XP_018482359.1	Cg001G020020
OG0001882	XP_018456421.1	Cg003G080130, Cg003G093870
OG0001882	XP_018471234.1	Cg001G019450
OG0001883	XP_018452059.1	Cg003G080300, Cg003G093680
OG0001883	XP_018448101.1, XP_018461917.1, XP_018469540.1	Cg001G019180
OG0001884	XP_018451285.1, XP_018493206.1	Cg006G230680
OG0001884	XP_018445360.1	Cg007G251160
OG0001885	XP_018447224.1, XP_018441367.1	Cg006G212690
OG0001885	XP_018456852.1, XP_018455005.1, XP_018471951.1	Cg003G083760
OG0001886	XP_018432608.1, XP_018451925.1	Cg006G209210
OG0001886	XP_018476557.1	Cg003G085420
OG0001887	XP_018472585.1, XP_018472618.1	Cg003G087020
OG0001887	XP_018439931.1	Cg006G208180
OG0001888	XP_018465685.1, XP_018482242.1	Cg005G172470
OG0001889	XP_018485404.1, XP_018457342.1, XP_018452426.1	Cg004G154510
OG0001889	XP_018469840.1, XP_018469853.1	Cg001G003610
OG0001890	XP_018448106.1	Cg001G002130
OG0001890	XP_018468545.1, XP_018448367.1, XP_018447561.1	Cg001G002140
OG0001891	XP_018467755.1	Cg001G014780
OG0001891	XP_018472076.1, XP_018472065.1	Cg006G235300
OG0001892	XP_018484718.1, XP_018441584.1	Cg008G318560
OG0001892	XP_018490454.1	Cg006G218920
OG0001893	XP_018476803.1	Cg003G083700
OG0001894	XP_018437046.1, XP_018478161.1	Cg005G166250
OG0001895	XP_018464001.1, XP_018454930.1	Cg008G324900
OG0001896	XP_018473256.1, XP_018447738.1	Cg004G120030
OG0001897	XP_018447917.1, XP_018461184.1	Cg001G028610
OG0001898	XP_018439638.1, XP_018491535.1	Cg004G139990
OG0001898	XP_018470222.1	Cg001G027070
OG0001900	XP_018446319.1, XP_018460782.1	Cg001G042660
OG0001901	XP_018432614.1, XP_018433328.1	Cg005G157830
OG0001901	XP_018490534.1	Cg002G043990
OG0001902	XP_018442860.1, XP_018493597.1	Cg002G044530
OG0001902	XP_018436468.1	Cg005G158680
OG0001903	XP_018485145.1, XP_018467557.1	Cg002G045960
OG0001903	XP_018476618.1, XP_018444958.1	Cg005G160630
OG0001904	XP_018434953.1, XP_018465592.1, XP_018474450.1	Cg005G160730
OG0001905	XP_018445553.1, XP_018491109.1, XP_018481619.1, XP_018462707.1	Cg002G046600
OG0001905	XP_018474927.1, XP_018467110.1	Cg005G161630
OG0001906	XP_018492131.1, XP_018442129.1, XP_018460700.1	Cg002G047150
OG0001906	XP_018478008.1	Cg005G162650
OG0001907	XP_018441573.1, XP_018469709.1, XP_018458343.1, XP_018458341.1	Cg002G058500
OG0001908	XP_018462780.1, XP_018435565.1	Cg003G111300
OG0001909	XP_018452062.1	Cg006G243840
OG0001910	XP_018452722.1, XP_018452712.1, XP_018472965.1	Cg003G094400, Cg003G079620
OG0001910	XP_018491842.1	Cg006G242780
OG0001911	XP_018455430.1, XP_018455431.1	Cg008G319040
OG0001911	XP_018490322.1	Cg006G242110
OG0001912	XP_018477264.1	Cg005G174640
OG0001912	XP_018447306.1, XP_018441607.1, XP_018441618.1	Cg006G240840
OG0001913	XP_018451560.1, XP_018451572.1	Cg006G240590
OG0001913	XP_018433644.1	Cg005G174970
OG0001914	XP_018482435.1	Cg005G175220
OG0001914	XP_018453770.1	Cg005G173750
OG0001915	XP_018437135.1	Cg005G175440
OG0001915	XP_018483070.1	Cg006G240040
OG0001916	XP_018436197.1, XP_018493006.1, XP_018489398.1	Cg006G238770
OG0001916	XP_018441751.1	Cg005G177360
OG0001917	XP_018481573.1, XP_018437760.1	Cg005G178460
OG0001917	XP_018448207.1, XP_018465872.1, XP_018487113.1	Cg006G238320
OG0001918	XP_018474801.1	Cg004G141240
OG0001919	XP_018444371.1, XP_018473712.1	Cg008G294560
OG0001919	XP_018491903.1	Cg004G116330
OG0001920	XP_018453691.1	Cg008G296670
OG0001920	XP_018435004.1, XP_018490614.1	Cg004G117860
OG0001921	XP_018472780.1	Cg008G296700
OG0001921	XP_018491352.1, XP_018486396.1, XP_018438887.1	Cg004G117920
OG0001922	XP_018441516.1	Cg004G121450
OG0001922	XP_018441185.1, XP_018452324.1	Cg008G306560
OG0001923	XP_018474026.1, XP_018441474.1	Cg005G166980
OG0001923	XP_018446829.1	Cg002G051450
OG0001924	XP_018466014.1, XP_018446630.1	Cg002G053070
OG0001924	XP_018439466.1	Cg005G169220
OG0001926	XP_018484263.1, XP_018441524.1	Cg005G168180
OG0001926	XP_018484813.1	Cg002G054980
OG0001927	XP_018457655.1	Cg007G281010
OG0001927	XP_018432549.1, XP_018450714.1	Cg006G230230
OG0001928	XP_018442687.1	Cg007G279130
OG0001928	XP_018439644.1	Cg006G228830
OG0001929	XP_018470255.1, XP_018470256.1, XP_018442347.1, XP_018438927.1	Cg007G273470
OG0001930	XP_018457343.1	Cg006G227330
OG0001930	XP_018445181.1, XP_018445134.1, XP_018445111.1, XP_018466122.1	Cg007G274820
OG0001931	XP_018445817.1	Cg007G275220
OG0001931	XP_018441022.1, XP_018468163.1	Cg006G227090
OG0001932	XP_018451455.1, XP_018434508.1	Cg006G226620
OG0001932	XP_018445356.1, XP_018445362.1	Cg007G275580
OG0001933	XP_018480912.1	Cg006G224820
OG0001933	XP_018445824.1, XP_018444122.1, XP_018463599.1, XP_018482382.1	Cg007G277470
OG0001934	XP_018491422.1	Cg006G223800
OG0001934	XP_018459812.1, XP_018468359.1	Cg007G278640
OG0001935	XP_018484786.1	Cg006G222700
OG0001935	XP_018442251.1, XP_018457721.1	Cg007G271240
OG0001936	XP_018451550.1, XP_018471515.1	Cg001G011470
OG0001937	XP_018484970.1	Cg006G221060
OG0001937	XP_018472047.1, XP_018452854.1	Cg007G269890
OG0001938	XP_018447406.1, XP_018453422.1	Cg006G219370
OG0001938	XP_018453492.1	Cg006G219360
OG0001939	XP_018483569.1, XP_018463739.1	Cg005G193460
OG0001940	XP_018454377.1, XP_018483320.1, XP_018483319.1	Cg008G284520
OG0001941	XP_018469674.1	Cg008G299530
OG0001941	XP_018464557.1	Cg008G299540
OG0001942	XP_018489503.1	Cg004G129900
OG0001943	XP_018464406.1, XP_018485701.1, XP_018487038.1, XP_018436909.1, XP_018436911.1	Cg004G127510
OG0001944	XP_018438519.1, XP_018488625.1, XP_018492780.1	Cg004G127300
OG0001944	XP_018470180.1, XP_018465028.1	Cg008G287040
OG0001945	XP_018488716.1, XP_018469903.1, XP_018469926.1	Cg002G057330
OG0001946	XP_018492451.1, XP_018492452.1, XP_018471386.1, XP_018437072.1	Cg002G058130
OG0001948	XP_018433120.1	Cg002G063750
OG0001949	XP_018444602.1	Cg008G300890
OG0001950	XP_018432654.1, XP_018489219.1, XP_018459554.1	Cg004G129880
OG0001950	XP_018481040.1	Cg006G195270
OG0001951	XP_018466695.1, XP_018487270.1, XP_018486983.1, XP_018486991.1	Cg004G131100
OG0001951	XP_018487292.1	Cg006G196380
OG0001952	XP_018485683.1, XP_018485981.1	Cg004G133180
OG0001953	XP_018466972.1, XP_018488861.1, XP_018451775.1	Cg006G199870
OG0001954	XP_018474309.1, XP_018476766.1	Cg008G293100
OG0001954	XP_018490671.1	Cg004G137720
OG0001955	XP_018493176.1, XP_018473698.1, XP_018471094.1	Cg006G198080
OG0001955	XP_018459584.1, XP_018458526.1, XP_018485904.1	Cg004G138250
OG0001956	XP_018461191.1, XP_018492628.1, XP_018438656.1	Cg004G150220, Cg004G151090
OG0001957	XP_018484893.1	Cg005G171880
OG0001957	XP_018488887.1, XP_018488876.1	Cg006G215940
OG0001958	XP_018489468.1, XP_018488487.1	Cg004G148740
OG0001959	XP_018467023.1, XP_018480570.1, XP_018461570.1	Cg002G046850
OG0001960	XP_018442467.1	Cg006G196690
OG0001961	XP_018493111.1, XP_018485987.1, XP_018436985.1	Cg006G199420
OG0001962	XP_018493007.1	Cg006G238750
OG0001962	XP_018469093.1, XP_018493010.1	Cg008G308430
OG0001963	XP_018473282.1, XP_018466094.1, XP_018473280.1, XP_018456961.1	Cg003G078840, Cg014G330690
OG0001967	XP_018467785.1	Cg001G011490
OG0001968	XP_018474184.1	Cg003G100990, Cg003G100980, Cg003G100970, Cg003G101000, Cg003G101380
OG0001971	XP_018483516.1, XP_018483515.1, XP_018455458.1	Cg001G011360
OG0001971	XP_018452988.1	Cg004G156150
OG0001972	XP_018446806.1	Cg001G010150
OG0001972	XP_018454708.1, XP_018441248.1	Cg004G154910
OG0001973	XP_018462876.1, XP_018462686.1	Cg001G009520
OG0001973	XP_018481222.1, XP_018438416.1, XP_018467580.1, XP_018438414.1	Cg005G190120
OG0001974	XP_018477433.1, XP_018437638.1, XP_018434933.1	Cg005G190380
OG0001974	XP_018448513.1	Cg001G009190
OG0001975	XP_018468028.1, XP_018459422.1, XP_018483718.1, XP_018483717.1, XP_018450984.1	Cg001G006690
OG0001976	XP_018481690.1, XP_018449667.1, XP_018468759.1	Cg001G005470
OG0001976	XP_018488874.1, XP_018491691.1	Cg004G152400
OG0001977	XP_018435013.1	Cg005G170850
OG0001977	XP_018469062.1	Cg001G024570
OG0001978	XP_018449987.1, XP_018436056.1, XP_018490864.1, XP_018489973.1	Cg006G234700
OG0001979	XP_018478386.1, XP_018452128.1	Cg002G074500
OG0001979	XP_018441853.1, XP_018447163.1	Cg006G231410
OG0001980	XP_018440272.1	Cg002G074300
OG0001980	XP_018436616.1	Cg006G231560
OG0001981	XP_018447840.1, XP_018447821.1, XP_018468723.1	Cg006G232870
OG0001982	XP_018437104.1, XP_018437107.1, XP_018483058.1	Cg002G071980
OG0001982	XP_018437872.1	Cg006G233030
OG0001983	XP_018478308.1, XP_018463595.1	Cg002G071310
OG0001983	XP_018477652.1, XP_018477638.1	Cg001G041670
OG0001984	XP_018457955.1	Cg002G071100
OG0001984	XP_018459686.1, XP_018446673.1	Cg001G041480
OG0001985	XP_018486928.1	Cg001G018290
OG0001986	XP_018442496.1, XP_018488374.1, XP_018488373.1	Cg002G049560
OG0001987	XP_018471986.1, XP_018471989.1, XP_018476288.1	Cg008G284890
OG0001987	XP_018432924.1	Cg004G125870
OG0001988	XP_018473407.1, XP_018465717.1, XP_018458137.1, XP_018445575.1, XP_018443411.1	Cg008G286580
OG0001989	XP_018491635.1, XP_018490217.1	Cg004G127190
OG0001990	XP_018481876.1, XP_018455298.1, XP_018468654.1	Cg003G101490
OG0001990	XP_018454236.1	Cg001G013380
OG0001991	XP_018469886.1, XP_018457197.1	Cg003G102370
OG0001992	XP_018452163.1	Cg001G014090
OG0001992	XP_018456289.1, XP_018456121.1, XP_018470368.1	Cg003G103210
OG0001993	XP_018453566.1, XP_018452447.1, XP_018476066.1	Cg003G103420
OG0001993	XP_018472153.1	Cg001G014210
OG0001994	XP_018454787.1	Cg001G014940
OG0001995	XP_018446643.1	Cg008G292670
OG0001995	XP_018442261.1	Cg008G299970
OG0001996	XP_018444992.1, XP_018473166.1	Cg008G292180
OG0001996	XP_018479309.1	Cg008G305720, Cg008G305690
OG0001997	XP_018447029.1, XP_018470738.1	Cg008G290040
OG0001997	XP_018485334.1	Cg005G191980
OG0001998	XP_018442540.1	Cg008G289820
OG0001998	XP_018485988.1, XP_018461893.1, XP_018435089.1, XP_018458193.1	Cg003G112140
OG0001999	XP_018446034.1	Cg008G288460
OG0001999	XP_018483295.1	Cg003G109300
OG0002000	XP_018463060.1, XP_018439422.1, XP_018457124.1, XP_018432759.1	Cg003G109510
OG0002001	XP_018457039.1	Cg008G324290
OG0002001	XP_018471791.1	Cg001G023040
OG0002002	XP_018481747.1, XP_018481669.1	Cg001G020780
OG0002002	XP_018480657.1, XP_018481636.1	Cg008G321440
OG0002003	XP_018466539.1, XP_018468428.1, XP_018468426.1	Cg001G018840
OG0002003	XP_018476038.1	Cg003G080670
OG0002004	XP_018473364.1	Cg003G081690
OG0002004	XP_018484108.1	Cg001G018110
OG0002005	XP_018474731.1	Cg003G082680
OG0002005	XP_018468552.1, XP_018482617.1	Cg001G017140
OG0002006	XP_018470323.1	Cg001G017060
OG0002006	XP_018458953.1, XP_018454948.1	Cg003G083000
OG0002007	XP_018470096.1, XP_018463406.1, XP_018481260.1	Cg001G017040
OG0002008	XP_018452390.1, XP_018476383.1	Cg003G083540
OG0002008	XP_018434167.1	Cg006G213040
OG0002009	XP_018449550.1	Cg006G202850, Cg006G202820, Cg006G202810
OG0002010	XP_018470515.1	Cg006G217820, Cg006G217490
OG0002011	XP_018451132.1, XP_018451144.1, XP_018493013.1, XP_018460018.1	Cg006G217390, Cg006G217380, Cg006G217400
OG0002012	XP_018441385.1	Cg004G153600
OG0002012	XP_018477040.1, XP_018446668.1	Cg001G004690
OG0002013	XP_018455034.1, XP_018454940.1, XP_018432873.1	Cg004G153680
OG0002013	XP_018480311.1	Cg001G004580
OG0002014	XP_018444002.1, XP_018466605.1, XP_018480617.1	Cg001G004160
OG0002014	XP_018457114.1, XP_018452919.1	Cg004G153890
OG0002015	XP_018453261.1	Cg004G154780
OG0002015	XP_018449275.1, XP_018470424.1, XP_018466680.1	Cg001G003370
OG0002016	XP_018441842.1	Cg005G191820
OG0002016	XP_018481745.1, XP_018466732.1	Cg001G002510
OG0002017	XP_018468123.1, XP_018468125.1	Cg001G001900
OG0002017	XP_018436704.1	Cg005G192410
OG0002018	XP_018463933.1	Cg005G193390
OG0002018	XP_018463650.1, XP_018485283.1, XP_018448252.1	Cg001G000930
OG0002019	XP_018462539.1	Cg005G170960
OG0002021	XP_018470458.1	Cg001G016980
OG0002021	XP_018454922.1	Cg003G083080
OG0002022	XP_018480516.1	Cg006G228390
OG0002022	XP_018453015.1, XP_018453037.1	Cg008G323480
OG0002023	XP_018464314.1, XP_018492204.1	Cg004G140130
OG0002023	XP_018471605.1	Cg001G027250, Cg001G027260
OG0002024	XP_018471481.1	Cg001G026770
OG0002024	XP_018491656.1, XP_018491657.1, XP_018441117.1	Cg004G139510
OG0002026	XP_018483222.1, XP_018437380.1	Cg005G161020
OG0002027	XP_018442205.1, XP_018440877.1, XP_018491936.1, XP_018492113.1	Cg002G048960
OG0002027	XP_018483814.1, XP_018483812.1	Cg005G164380
OG0002028	XP_018464996.1, XP_018439584.1	Cg002G062060
OG0002028	XP_018463809.1, XP_018446895.1, XP_018446887.1, XP_018471367.1	Cg003G108150
OG0002029	XP_018453904.1, XP_018474391.1, XP_018474372.1	Cg003G077090, Cg014G332540
OG0002030	XP_018462142.1, XP_018473550.1, XP_018457095.1	Cg003G078650, Cg014G330900
OG0002030	XP_018439199.1	Cg006G243320
OG0002032	XP_018482208.1, XP_018437547.1	Cg005G174410
OG0002033	XP_018486111.1	Cg006G239480
OG0002033	XP_018482348.1	Cg005G176080
OG0002034	XP_018492639.1	Cg006G238580
OG0002034	XP_018462180.1, XP_018484714.1, XP_018439722.1	Cg005G177850
OG0002035	XP_018476536.1	Cg003G102560
OG0002036	XP_018442099.1, XP_018475629.1, XP_018476970.1	Cg008G296110
OG0002036	XP_018433851.1, XP_018460311.1	Cg004G117460
OG0002037	XP_018443297.1	Cg008G296120
OG0002037	XP_018460303.1, XP_018439271.1	Cg004G117480
OG0002038	XP_018433087.1, XP_018435429.1, XP_018489842.1	Cg004G133100
OG0002039	XP_018484535.1, XP_018484532.1	Cg002G050820
OG0002039	XP_018434126.1	Cg005G166440
OG0002040	XP_018484937.1, XP_018442164.1, XP_018432568.1	Cg002G053670
OG0002041	XP_018442736.1, XP_018490087.1	Cg002G053190
OG0002042	XP_018483370.1	Cg005G167970
OG0002043	XP_018463669.1, XP_018464349.1, XP_018451799.1	Cg006G200780
OG0002044	XP_018451356.1, XP_018487922.1	Cg006G230340
OG0002045	XP_018480025.1	Cg006G230160
OG0002045	XP_018445966.1, XP_018455068.1	Cg005G174520
OG0002046	XP_018442651.1	Cg006G229890
OG0002046	XP_018454970.1, XP_018448157.1	Cg007G280440
OG0002047	XP_018436133.1	Cg006G229470
OG0002047	XP_018460635.1, XP_018453347.1	Cg007G279860
OG0002048	XP_018469125.1	Cg006G228520
OG0002048	XP_018468143.1	Cg007G273110
OG0002049	XP_018471626.1	Cg007G273570
OG0002049	XP_018450341.1	Cg006G228210
OG0002050	XP_018448147.1, XP_018433387.1, XP_018442173.1	Cg006G225110
OG0002050	XP_018446755.1	Cg007G277130
OG0002051	XP_018490279.1, XP_018438875.1, XP_018470327.1, XP_018491321.1	Cg006G225020
OG0002052	XP_018450026.1, XP_018462204.1, XP_018464139.1	Cg006G224910
