Orthogroup	Arabidopsis_lyrata_Rawat	Conringia_planisiliqua
OG0000903	AL5G23730	CP5_g2042_DN1_SP0_c.t1, CP5_g2010_DN1_SP0_c.t1
OG0000904	AL6G20860, AL9U11150	CP11_g32895_DN3_SP8_c.t1
OG0000905	AL6G20770	CP11_g32902_DN3_SP8_c.t1
OG0000905	AL8G42460	CP2_g47801_DN3_SP7_c.t1
OG0000906	AL8G42410	CP2_g47805_DN3_SP0_c.t1
OG0000906	AL6G20450	CP11_g32928_DN3_SP1_c.t1
OG0000907	AL7G35670	CP6_g6949_DN3_SP7_c.t1
OG0000907	AL8G12680	CP13_g19926_DN3_SP8_c.t1
OG0000908	AL7G11210	CP5_g107_DN3_SP4_c.t1
OG0000908	nbis-gene-444, AL4G10840	CP16_g54793_DN3_SP0_c.t1
OG0000909	AL1G37870	CP7_g45385_DN3_SP1_c.t1
OG0000910	AL8G36750	CP8_g54039_DN3_SP0_c.t1
OG0000910	AL8G36740	CP8_g54037_DN3_SP0_c.t1
OG0000911	AL8G44760	CP2_g47595_DN3_SP2_c.t1
OG0000911	AL5G30880	CP5_g1853_DN3_SP0_c.t1, CP3_g14314_DN3_SP0_c.t1, CP3_g14307_DN3_SP0_c.t1
OG0000912	AL6G50480	CP11_g32048_DN3_SP8_c.t1
OG0000912	AL1G12430	CP1_g36771_DN3_SP0_c.t1
OG0000913	AL1G37070	CP7_g45454_DN3_SP0_c.t1
OG0000913	AL2G30030	CP9_g28681_DN2_SP0_c.t1
OG0000915	AL5G33700	CP3_g14071_DN3_SP8_c.t1
OG0000915	AL4G32560	CP4_g25100_DN3_SP8_c.t1
OG0000916	AL1G26380	CP1_g37756_DN3_SP0_c.t1
OG0000917	AL1G24740	CP1_g37608_DN3_SP1_c.t1
OG0000919	AL3G30270, AL3G30260	CP12_g30062_DN2_SP0_c.t1
OG0000921	AL1G57040	CP1_g38141_DN2_SP0_c.t1
OG0000921	AL1G57030	CP1_g38142_DN3_SP0_c.t1
OG0000921	AL1G57070	CP1_g38140_DN2_SP0_c.t1
OG0000923	AL8G24040	CP8_g52447_DN3_SP0_c.t1, CP8_g52434_DN3_SP0_c.t1, CP8_g52456_DN3_SP0_c.t1
OG0000924	AL7G14730, AL1G65990	CP5_g381_DN3_SP2_c.t1
OG0000924	AL3G51320	CP10_g43702_DN3_SP3_c.t1
OG0000930	AL3G48470	CP10_g43552_DN3_SP7_c.t1
OG0000930	AL7G23090	CP5_g1067_DN3_SP7_c.t1
OG0000931	AL3G19500	CP10_g42819_DN3_SP5_c.t1
OG0000931	AL3G22660	CP10_g43080_DN3_SP8_c.t1
OG0000932	AL4G33650	CP4_g25013_DN3_SP8_c.t1
OG0000932	AL3G23530	CP10_g43155_DN3_SP8_c.t1
OG0000933	AL8G26770, AL7G27500	CP19_g18085_DN3_SP6_c.t1
OG0000934	AL8G13630	CP6_g6865_DN3_SP0_c.t1
OG0000935	AL6G48940	CP11_g31919_DN3_SP8_c.t1
OG0000935	AL7G32960	CP6_g6743_DN3_SP8_c.t1
OG0000936	AL7G32430	CP6_g6692_DN3_SP6_c.t1
OG0000936	AL7G32400	CP6_g6690_DN2_SP2_c.t1
OG0000937	AL7G29330	CP19_g18257_DN3_SP0_c.t1
OG0000937	AL7G29320	CP19_g18253_DN3_SP0_c.t1
OG0000938	AL7G11800	CP3_g15092_DN3_SP0_c.t1
OG0000940	AL3G43150	CP12_g31692_DN3_SP8_c.t1
OG0000940	AL7G15240	CP5_g427_DN3_SP8_c.t1
OG0000941	AL7G42220	CP6_g7554_DN3_SP8_c.t1
OG0000941	AL1G15360	CP1_g36842_DN3_SP8_c.t1
OG0000942	AL3G38050, AL7G41930	CP6_g7517_DN3_SP6_c.t1, CP12_g30704_DN3_SP8_c.t1
OG0000943	AL3G16220, AL6G39090	CP10_g42549_DN3_SP8_c.t1
OG0000944	AL3G52180, AL4G42190	CP4_g24384_DN2_SP0_c.t1
OG0000944	AL5G41470	CP3_g13433_DN3_SP7_c.t1
OG0000946	AL6G10510	CP11_g33725_DN3_SP0_c.t1
OG0000946	AL6G10500	CP11_g33726_DN1_SP0_c.t1
OG0000947	AL3G11480	CP10_g42217_DN3_SP8_c.t1
OG0000948	AL463U10020, AL4G36850	CP3_g13822_DN3_SP6_c.t1
OG0000950	AL6G38730	CP2_g48560_DN3_SP8_c.t1
OG0000950	AL3G16520	CP10_g42572_DN3_SP0_c.t1
OG0000950	AL3G16530	CP10_g42575_DN3_SP0_c.t1
OG0000951	AL8G11390	CP13_g19815_DN3_SP0_c.t1, CP13_g19812_DN3_SP0_c.t1, CP13_g19814_DN3_SP0_c.t1, CP13_g19813_DN3_SP0_c.t1
OG0000953	AL5G30240	CP3_g14365_DN3_SP8_c.t1
OG0000953	AL5G30270	CP3_g14362_DN3_SP0_c.t1
OG0000954	AL3G32800	CP12_g30279_DN3_SP1_c.t1
OG0000954	AL3G32810	CP12_g30280_DN3_SP2_c.t1
OG0000954	AL5G21990	CP12_g30283_DN3_SP0_c.t1, CP12_g30282_DN3_SP0_c.t1, CP12_g30281_DN3_SP0_c.t1
OG0000955	AL1G50220, AL1G50170, AL1G50110, AL1G50190, AL1G50210, nbis-gene-218	CP7_g44305_DN1_SP0_c.t1, CP75_g34144_DN2_SP0_c.t1, CP7_g44317_DN2_SP0_c.t1
OG0000956	AL3G51490	CP6_g8310_DN2_SP0_c.t1, CP1_g39145_DN1_SP0_c.t1, CP17_g5588_DN3_SP0_c.t1, CP13_g20551_DN3_SP0_c.t1, CP5_g754_DN3_SP0_c.t1, CP18_g12283_DN3_SP0_c.t1, CP18_g11690_DN3_SP0_c.t1
OG0000962	AL5G18250	CP13_g19183_DN1_SP0_c.t1
OG0000963	AL3G20560	CP10_g42903_DN2_SP8_c.t1
OG0000964	AL8G23730	CP26_g51254_DN3_SP0_c.t1
OG0000965	AL486U10010	CP6_g6883_DN3_SP8_c.t1
OG0000967	AL1G50820	CP21_g11072_DN3_SP8_c.t1
OG0000967	AL1G35650	CP7_g45566_DN3_SP8_c.t1
OG0000968	AL7G46720	CP5_g1722_DN3_SP2_c.t1
OG0000969	AL8G15070, AL8G15080, AL66U10010, AL8G15230, AL8G15090	CP6_g6796_DN2_SP0_c.t1
OG0000970	AL8G44100	CP2_g47653_DN3_SP0_c.t1
OG0000970	nbis-gene-1338	CP3_g14367_DN3_SP0_c.t1
OG0000970	nbis-gene-1339	CP3_g14368_DN3_SP0_c.t1
OG0000971	AL5G37100, AL5G36880	CP3_g13655_DN3_SP2_c.t1, CP10_g42404_DN3_SP2_c.t1
OG0000972	AL6G38560	CP2_g48547_DN3_SP0_c.t1
OG0000972	AL3G16610	CP10_g42581_DN3_SP0_c.t1
OG0000973	AL6G30350	CP8_g54439_DN3_SP3_c.t1
OG0000973	AL3G17050	CP10_g42621_DN3_SP8_c.t1
OG0000974	AL4G32490	CP4_g25108_DN3_SP0_c.t1
OG0000975	AL1G32480	CP7_g45783_DN3_SP2_c.t1
OG0000975	AL2G35440	CP9_g29188_DN2_SP0_c.t1
OG0000977	AL5G26280	CP3_g14701_DN3_SP1_c.t1
OG0000977	AL5G26290	CP3_g14700_DN3_SP1_c.t1
OG0000977	AL5G26230	CP3_g14702_DN3_SP2_c.t1
OG0000977	AL5G26220	CP3_g14703_DN3_SP3_c.t1
OG0000978	AL5G24340, AL5G24290	CP3_g14861_DN3_SP1_c.t1
OG0000978	AL5G24360	CP3_g14862_DN3_SP0_c.t1
OG0000979	AL7G39590	CP6_g7309_DN3_SP0_c.t1, CP6_g7310_DN3_SP0_c.t1
OG0000979	AL7G39600	CP6_g7311_DN3_SP0_c.t1
OG0000980	AL7G49940	CP11_g33079_DN3_SP0_c.t1, CP11_g33220_DN3_SP0_c.t1
OG0000981	nbis-gene-566	CP6_g7426_DN3_SP0_c.t1
OG0000987	AL1G45810	CP7_g44737_DN3_SP2_c.t1
OG0000989	AL8G26450	CP8_g53162_DN3_SP0_c.t1
OG0000990	AL8G11980	CP13_g19864_DN3_SP8_c.t1, CP6_g7010_DN3_SP0_c.t1
OG0000991	AL1G47390	CP7_g44583_DN3_SP6_c.t1
OG0000991	AL1G47440, AL1G47400	CP7_g44581_DN3_SP8_c.t1
OG0000992	AL4G11010	CP16_g54805_DN2_SP0_c.t1
OG0000992	AL7G11320	CP5_g115_DN3_SP0_c.t1
OG0000993	AL3G41690, AL7G50560	CP12_g30993_DN3_SP8_c.t1
OG0000993	AL5G41830	CP3_g13412_DN3_SP1_c.t1
OG0000994	AL4G24980	CP4_g25744_DN3_SP0_c.t1, CP4_g25745_DN3_SP0_c.t1
OG0000994	AL4G24960	CP4_g25746_DN3_SP0_c.t1
OG0000995	AL4G26770	CP4_g25597_DN3_SP7_c.t1
OG0000995	AL1G15830	CP1_g36883_DN3_SP3_c.t1
OG0000997	AL3G14020	CP1_g37645_DN3_SP2_c.t1, CP10_g42411_DN3_SP8_c.t1
OG0000998	AL4G37130	CP4_g24757_DN3_SP8_c.t1
OG0000998	AL5G36650	CP3_g13800_DN3_SP8_c.t1
OG0001000	AL6G25630	CP11_g32483_DN3_SP0_c.t1
OG0001001	AL6G37910, AL6G37900	CP2_g48493_DN3_SP1_c.t1
OG0001002	AL3G25180, AL3G25200	CP5_g1627_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1
OG0001003	AL1G60880	CP1_g37865_DN3_SP8_c.t1
OG0001004	AL8G24310, AL7G49890	CP22_g17324_DN3_SP0_c.t1, CP5_g1754_DN3_SP0_c.t1, CP5_g1747_DN3_SP0_c.t1, CP22_g17316_DN1_SP0_c.t1
OG0001005	AL7G28880	CP3_g16376_DN1_SP0_c.t1, CP3_g16374_DN1_SP0_c.t1, CP12_g31583_DN1_SP0_c.t1
OG0001008	AL7G23180, AL7G23190	CP5_g1072_DN3_SP0_c.t1
OG0001008	AL7G23200	CP5_g1073_DN3_SP1_c.t1
OG0001009	AL7G22610, AL7G22600	CP5_g1038_DN3_SP0_c.t1
OG0001009	AL7G22620	CP5_g1039_DN3_SP0_c.t1
OG0001010	nbis-gene-190	CP7_g44718_DN3_SP8_c.t1
OG0001010	AL4G31630	CP4_g25185_DN3_SP8_c.t1
OG0001011	AL1G46170	CP6_g7681_DN3_SP1_c.t1
OG0001011	AL7G42870	CP6_g7682_DN2_SP0_c.t1
OG0001012	AL1G67200	CP2_g49708_DN3_SP3_c.t1
OG0001012	AL1G20110	CP1_g37239_DN3_SP5_c.t1
OG0001013	AL2G20110, AL2G20000, AL2G20090	CP9_g28029_DN3_SP0_c.t1, CP14_g22726_DN3_SP0_c.t1
OG0001014	AL5G17180, nbis-gene-2059, nbis-gene-2060, AL8G21230	CP2_g48789_DN3_SP0_c.t1
OG0001015	AL7G27460	CP19_g18081_DN3_SP6_c.t1
OG0001015	AL8G26910	CP8_g53200_DN3_SP7_c.t1
OG0001016	AL6G21720	CP11_g32820_DN3_SP0_c.t1
OG0001018	AL6G34920	CP2_g48291_DN3_SP0_c.t1
OG0001019	AL7G36950	CP6_g7066_DN3_SP8_c.t1
OG0001019	AL8G11120	CP13_g19784_DN3_SP8_c.t1
OG0001020	AL7G36620	CP6_g7035_DN3_SP7_c.t1
OG0001020	AL8G11640	CP13_g19832_DN3_SP1_c.t1
OG0001021	AL5G45740	CP3_g13106_DN3_SP0_c.t1
OG0001021	AL4G47460, AL39U10040	CP17_g6274_DN3_SP0_c.t1, CP4_g23936_DN2_SP0_c.t1
OG0001022	AL2G23490, AL5G45070	CP3_g13157_DN3_SP8_c.t1
OG0001023	nbis-gene-1551	CP8_g54104_DN2_SP0_c.t1
OG0001024	AL4G26690	CP8_g53004_DN3_SP0_c.t1
OG0001025	AL1G16770	CP1_g36961_DN3_SP1_c.t1
OG0001025	AL4G25510	CP4_g25695_DN3_SP1_c.t1
OG0001026	AL3G10970	CP10_g42172_DN3_SP5_c.t1
OG0001026	AL6G25930	CP11_g32459_DN3_SP7_c.t1
OG0001028	AL4G36730	CP4_g24785_DN3_SP0_c.t1
OG0001028	AL5G36270	CP3_g13833_DN3_SP0_c.t1
OG0001029	AL1G35240, AL1G35120	CP7_g45588_DN3_SP6_c.t1
OG0001029	AL2G37860	CP9_g29408_DN3_SP1_c.t1
OG0001030	AL1G32560	CP7_g45778_DN3_SP0_c.t1
OG0001030	AL2G35570	CP9_g29199_DN3_SP0_c.t1
OG0001031	AL1G32700	CP7_g45766_DN3_SP8_c.t1
OG0001031	AL2G35750	CP9_g29217_DN3_SP8_c.t1
OG0001032	AL2G36740	CP9_g29309_DN3_SP0_c.t1
OG0001032	AL1G34080	CP7_g45667_DN3_SP0_c.t1
OG0001034	AL2G30110, AL1G37030	CP7_g45457_DN3_SP0_c.t1
OG0001035	AL3G14320, AL3G14310	CP2_g47509_DN1_SP0_c.t1
OG0001036	AL2G39070	CP9_g29503_DN3_SP7_c.t1
OG0001037	AL2G40450	CP9_g29614_DN3_SP3_c.t1
OG0001039	AL1G54940	CP1_g38296_DN3_SP0_c.t1
OG0001039	AL3G30650	CP12_g30092_DN3_SP0_c.t1
OG0001040	AL1G59570	CP1_g37960_DN3_SP0_c.t1
OG0001040	AL3G35250	CP12_g30472_DN3_SP0_c.t1
OG0001041	AL3G48700	CP3_g14645_DN3_SP0_c.t1
OG0001042	AL1G48210	CP11_g31832_DN3_SP0_c.t1
OG0001042	AL4G18130	CP3_g15009_DN3_SP0_c.t1
OG0001042	AL7G44850	CP6_g7042_DN3_SP0_c.t1
OG0001043	AL1G59880	CP1_g37935_DN3_SP1_c.t1
OG0001043	AL1G59900	CP1_g37932_DN3_SP0_c.t1
OG0001044	AL4G37050	CP4_g24763_DN3_SP0_c.t1
OG0001046	AL3G44710, AL7G45060, AL6G42160, AL1G65960, AL3G45900	CP3_g15810_DN3_SP0_c.t1, CP15_g35960_DN3_SP0_c.t1, CP15_g35551_DN1_SP0_c.t1
OG0001051	AL7G16180	CP5_g507_DN3_SP0_c.t1
OG0001053	AL2G18370	CP2_g49440_DN3_SP8_c.t1
OG0001053	AL1G20570	CP1_g37281_DN3_SP2_c.t1
OG0001054	AL2G14270	CP2_g49091_DN3_SP0_c.t1
OG0001056	AL3G21860	CP10_g43008_DN3_SP0_c.t1
OG0001056	AL6G14020	CP11_g33451_DN2_SP0_c.t1
OG0001057	AL7G25010	CP5_g1237_DN3_SP0_c.t1
OG0001057	nbis-gene-2126, nbis-gene-2127, AL8G29290, AL8G29300	CP8_g53390_DN3_SP0_c.t1
OG0001058	AL7G37560	CP6_g7121_DN3_SP8_c.t1
OG0001058	AL7G15210	CP5_g424_DN3_SP8_c.t1
OG0001059	AL8G14140	CP13_g20054_DN3_SP0_c.t1
OG0001059	AL7G34340	CP6_g6843_DN3_SP0_c.t1
OG0001060	AL7G42570	CP6_g7599_DN3_SP8_c.t1
OG0001060	AL3G38710	CP12_g30760_DN3_SP8_c.t1
OG0001061	AL3G37410	CP12_g30660_DN3_SP0_c.t1
OG0001061	AL7G41560	CP6_g7486_DN3_SP0_c.t1, CP6_g7485_DN1_SP0_c.t1
OG0001062	AL5G30060	CP3_g14375_DN3_SP8_c.t1
OG0001062	AL8G43950	CP2_g47669_DN3_SP7_c.t1
OG0001062	AL4G12890	CP16_g54945_DN3_SP7_c.t1
OG0001064	AL4G33370	CP4_g25036_DN3_SP8_c.t1
OG0001065	AL4G33580	CP4_g25019_DN3_SP8_c.t1
OG0001065	AL5G34370	CP3_g14015_DN3_SP8_c.t1
OG0001066	AL4G33590	CP4_g25018_DN3_SP8_c.t1
OG0001066	AL5G34380	CP3_g14014_DN3_SP7_c.t1
OG0001067	AL2G39460	CP9_g29541_DN3_SP8_c.t1
OG0001067	AL1G28880	CP7_g46077_DN3_SP1_c.t1
OG0001068	AL2G32050	CP16_g55111_DN3_SP0_c.t1, CP9_g28873_DN3_SP2_c.t1, CP9_g28874_DN3_SP2_c.t1, CP9_g28875_DN3_SP6_c.t1
OG0001069	AL2G34970	CP9_g29143_DN3_SP8_c.t1
OG0001069	AL1G31940	CP7_g45820_DN3_SP8_c.t1
OG0001070	AL1G39820	CP7_g45236_DN3_SP8_c.t1
OG0001070	AL3G50370	CP10_g43797_DN3_SP1_c.t1
OG0001071	AL1G25990	CP1_g37714_DN3_SP0_c.t1
OG0001071	AL1G26000	CP1_g37715_DN3_SP7_c.t1
OG0001072	AL6G35210	CP2_g48312_DN3_SP8_c.t1
OG0001072	AL5G28530	CP3_g14475_DN3_SP8_c.t1
OG0001073	AL2G18730, AL2G18760	CP16_g55272_DN3_SP0_c.t1
OG0001074	AL2G26290	CP9_g28322_DN3_SP0_c.t1
OG0001075	AL3G28290	CP12_g29904_DN3_SP1_c.t1, CP12_g29905_DN3_SP8_c.t1
OG0001076	AL3G28410	CP20_g4381_DN2_SP0_c.t1
OG0001077	nbis-gene-1733, nbis-gene-1731	CP5_g792_DN3_SP0_c.t1
OG0001077	AL7G19790	CP5_g793_DN3_SP0_c.t1
OG0001086	AL7G18140	CP5_g675_DN3_SP8_c.t1
OG0001086	AL3G45570, AL3G45640	CP15_g35128_DN3_SP1_c.t1, CP15_g35171_DN3_SP2_c.t1
OG0001087	AL7G16560	CP5_g543_DN3_SP8_c.t1
OG0001087	AL7G16550	CP5_g542_DN3_SP1_c.t1
OG0001088	AL5G17260	CP13_g19229_DN1_SP0_c.t1
OG0001089	AL5G18560	CP13_g19163_DN3_SP0_c.t1
OG0001089	AL5G18530	CP13_g19164_DN3_SP0_c.t1
OG0001090	AL3G45730	CP3_g14276_DN3_SP0_c.t1
OG0001090	AL3G36160, AL7G52960, AL7G52940	CP9_g28336_DN3_SP0_c.t1, CP3_g14279_DN3_SP2_c.t1
OG0001091	AL5G24020, AL5G28380	CP3_g14490_DN3_SP8_c.t1
OG0001091	AL8G25110	CP8_g52972_DN3_SP8_c.t1
OG0001092	nbis-gene-1481	CP11_g33273_DN3_SP0_c.t1
OG0001093	AL6G30850	CP8_g54398_DN3_SP7_c.t1
OG0001093	AL6G22960	CP11_g32715_DN3_SP7_c.t1
OG0001094	AL6G20480	CP11_g32926_DN3_SP6_c.t1
OG0001094	AL8G42750	CP2_g47776_DN3_SP8_c.t1
OG0001095	AL9U11600	CP6_g8812_DN3_SP0_c.t1, CP6_g9463_DN3_SP0_c.t1
OG0001096	AL5G39710	CP3_g13545_DN3_SP8_c.t1
OG0001096	AL4G40340	CP4_g24520_DN3_SP8_c.t1
OG0001097	AL2G25850	CP16_g55457_DN3_SP0_c.t1
OG0001098	AL5G29650	CP3_g14406_DN3_SP6_c.t1
OG0001098	AL8G43520	CP2_g47713_DN3_SP8_c.t1
OG0001100	AL4G27570, AL4G27560, AL4G27550	CP4_g25496_DN3_SP6_c.t1
OG0001100	AL1G15140	CP1_g36826_DN3_SP2_c.t1
OG0001101	AL6G25400	CP11_g32504_DN3_SP1_c.t1
OG0001101	AL6G26240	CP9_g28549_DN3_SP0_c.t1
OG0001102	AL3G11520	CP10_g42223_DN3_SP8_c.t1
OG0001102	AL6G26580	CP11_g32398_DN3_SP8_c.t1
OG0001103	AL3G14520	CP10_g42438_DN2_SP0_c.t1
OG0001104	AL6G40370	CP10_g42477_DN3_SP4_c.t1
OG0001104	AL3G15230	CP2_g48642_DN3_SP8_c.t1
OG0001105	AL2G40840	CP9_g29649_DN3_SP1_c.t1
OG0001105	AL1G27950	CP7_g46155_DN3_SP0_c.t1
OG0001106	AL1G29060	CP7_g46059_DN3_SP8_c.t1
OG0001106	AL2G39280	CP9_g29522_DN3_SP5_c.t1
OG0001107	AL1G30240	CP7_g45961_DN3_SP8_c.t1
OG0001108	AL2G34600	CP9_g29108_DN3_SP7_c.t1
OG0001111	AL2G26000	CP9_g28292_DN3_SP8_c.t1
OG0001112	AL8G22690	CP16_g54928_DN3_SP0_c.t1
OG0001113	AL6G17000	CP11_g33280_DN3_SP2_c.t1
OG0001113	AL6G16980	CP11_g33279_DN3_SP1_c.t1
OG0001115	AL2G32100	CP9_g28879_DN3_SP0_c.t1
OG0001115	AL1G29600	CP7_g46011_DN2_SP0_c.t1
OG0001116	AL1G59450	CP1_g37971_DN3_SP8_c.t1
OG0001116	AL3G35080	CP12_g30463_DN3_SP8_c.t1
OG0001120	AL7G15150	CP5_g420_DN2_SP3_c.t1
OG0001120	AL3G50780	CP10_g43745_DN3_SP0_c.t1
OG0001122	AL1G30130, AL4G15630, AL4G15510	CP7_g45972_DN1_SP0_c.t1, CP9_g28347_DN3_SP0_c.t1, CP282_g12911_DN2_SP0_c.t1, CP151_g11197_DN2_SP0_c.t1, CP9_g28346_DN3_SP0_c.t1, CP410_g51852_DN1_SP0_p.t1, CP9_g28138_DN1_SP0_c.t1, CP151_g11199_DN1_SP0_c.t1, CP151_g11200_DN2_SP0_c.t1, CP9_g28146_DN2_SP0_c.t1, CP9_g28143_DN1_SP0_c.t1, CP410_g51854_DN2_SP0_c.t1, CP9_g28140_DN3_SP0_c.t1
OG0001124	AL3G53430	CP10_g43597_DN3_SP5_c.t1, CP12_g29854_DN3_SP1_c.t1
OG0001124	AL7G25710	CP5_g1300_DN3_SP8_c.t1
OG0001125	AL1G49600	CP7_g44758_DN3_SP0_c.t1
OG0001125	AL4G31680	CP4_g25181_DN3_SP0_c.t1
OG0001126	AL2G17730	CP2_g50044_DN3_SP2_c.t1
OG0001127	AL1G26550	CP1_g37765_DN3_SP2_c.t1
OG0001127	AL5G11310	CP13_g19598_DN3_SP1_c.t1
OG0001128	AL5G13940	CP13_g19459_DN3_SP0_c.t1
OG0001128	AL1G25340	CP1_g37657_DN3_SP0_c.t1
OG0001129	AL5G18770, AL5G18730	CP13_g19151_DN3_SP2_c.t1
OG0001130	AL5G20100	CP2_g48849_DN3_SP8_c.t1
OG0001130	AL7G51620	CP5_g1599_DN3_SP0_c.t1
OG0001131	AL8G33210	CP8_g53720_DN3_SP3_c.t1
OG0001132	AL6G12330	CP11_g33586_DN3_SP8_c.t1
OG0001132	AL3G20930	CP10_g42932_DN3_SP7_c.t1
OG0001133	AL7G26000	CP19_g17950_DN3_SP8_c.t1
OG0001133	AL8G30690	CP8_g53493_DN3_SP6_c.t1
OG0001134	AL6G24050, AL6G24060	CP11_g32626_DN3_SP1_c.t1, CP11_g32625_DN2_SP8_c.t1
OG0001135	AL8G42330	CP2_g47811_DN3_SP0_c.t1
OG0001135	AL6G20380	CP11_g32936_DN3_SP6_c.t1
OG0001136	AL7G36660	CP6_g7039_DN3_SP0_c.t1
OG0001136	AL8G11550	CP13_g19824_DN3_SP0_c.t1
OG0001137	AL8G13460	CP13_g19993_DN3_SP8_c.t1
OG0001137	AL7G34850	CP6_g6881_DN3_SP8_c.t1
OG0001138	AL3G11250, AL6G47790	CP11_g31817_DN3_SP0_c.t1
OG0001139	AL1G41460	CP7_g45092_DN2_SP8_c.t1
OG0001139	AL1G40710	CP7_g45152_DN3_SP0_c.t1
OG0001140	AL7G15010	CP5_g405_DN3_SP0_c.t1
OG0001140	AL3G50920	CP10_g43734_DN3_SP0_c.t1
OG0001141	AL5G25610	CP3_g14735_DN3_SP0_c.t1
OG0001142	AL3G36920	CP12_g30626_DN3_SP8_c.t1
OG0001142	AL7G41070	CP6_g7442_DN3_SP5_c.t1
OG0001143	AL4G44210	CP4_g24218_DN3_SP0_c.t1
OG0001143	AL5G42890	CP3_g13332_DN3_SP0_c.t1
OG0001144	AL5G42340	CP3_g13380_DN3_SP8_c.t1
OG0001144	AL4G43450	CP4_g24285_DN3_SP4_c.t1
OG0001145	AL3G16040, AL8G28550, AL6G37010, AL1G56010, nbis-gene-666	CP19_g18408_DN3_SP0_c.t1
OG0001146	AL4G39730	CP4_g24558_DN3_SP8_c.t1
OG0001146	AL3G21660	CP10_g42992_DN3_SP8_c.t1
OG0001147	AL6G31060	CP8_g54377_DN3_SP7_c.t1
OG0001148	AL8G41950	CP2_g47843_DN3_SP5_c.t1, CP5_g156_DN3_SP0_c.t1
OG0001148	nbis-gene-1500	CP11_g32959_DN3_SP2_c.t1
OG0001149	AL5G31590	CP3_g14248_DN3_SP0_c.t1
OG0001149	AL8G45240	CP2_g47561_DN3_SP0_c.t1
OG0001150	AL6G26990	CP11_g32361_DN3_SP7_c.t1
OG0001150	AL3G11920	CP10_g42250_DN3_SP1_c.t1
OG0001151	AL3G17870	CP10_g42682_DN3_SP0_c.t1
OG0001151	AL8G22890	CP2_g48704_DN2_SP0_c.t1
OG0001152	AL5G37650	CP13_g20423_DN2_SP0_c.t1
OG0001152	AL4G38370	CP4_g24661_DN3_SP0_c.t1
OG0001153	AL5G33580, AL278U10010	CP3_g14081_DN2_SP0_c.t1
OG0001154	AL2G35130	CP9_g29160_DN3_SP8_c.t1
OG0001154	AL1G32200	CP7_g45811_DN3_SP8_c.t1
OG0001155	AL2G36030	CP9_g29243_DN3_SP4_c.t1
OG0001155	AL1G33060	CP7_g45739_DN3_SP3_c.t1
OG0001156	AL1G37300	CP7_g45426_DN3_SP2_c.t1
OG0001156	nbis-gene-584	CP9_g28657_DN3_SP2_c.t1
OG0001157	AL1G22420	CP1_g37429_DN3_SP0_c.t1
OG0001158	AL1G36840	CP7_g45466_DN3_SP2_c.t1
OG0001159	AL2G36790	CP9_g29314_DN3_SP0_c.t1
OG0001159	AL4G37320, AL2G36780	CP9_g29313_DN3_SP0_c.t1
OG0001160	AL1G63540	CP7_g46399_DN3_SP8_c.t1
OG0001161	AL3G35190	CP12_g30468_DN3_SP8_c.t1
OG0001161	AL1G59540	CP1_g37964_DN3_SP8_c.t1
OG0001162	AL1G56070	CP1_g38186_DN3_SP0_c.t1, CP1_g38187_DN3_SP0_c.t1
OG0001163	AL8G29060	CP5_g1710_DN3_SP0_c.t1, CP4_g25981_DN3_SP0_c.t1, CP5_g1707_DN3_SP0_c.t1
OG0001164	AL8G39590	CP10_g42500_DN1_SP0_c.t1
OG0001165	AL6G22040, AL6G22010	CP12_g30830_DN3_SP0_c.t1
OG0001166	AL4G11140, AL4G11480, AL4G11150, AL4G11160, AL4G11120	CP16_g54812_DN3_SP0_c.t1
OG0001169	AL7G25000	CP5_g1235_DN3_SP3_c.t1
OG0001170	AL3G15750	CP10_g42520_DN3_SP0_c.t1
OG0001170	AL6G39470	CP2_g48600_DN3_SP8_c.t1
OG0001171	AL2G15540	CP2_g49201_DN3_SP0_c.t1
OG0001171	AL1G21940	CP1_g37394_DN3_SP0_c.t1
OG0001172	AL5G13270	CP13_g19499_DN3_SP0_c.t1
OG0001173	AL7G26860	CP19_g18027_DN3_SP1_c.t1
OG0001173	AL2G10690	CP13_g19094_DN3_SP0_c.t1
OG0001174	AL3G22210	CP10_g43039_DN3_SP8_c.t1
OG0001175	AL8G31800	CP8_g53602_DN3_SP0_c.t1
OG0001175	AL7G26480	CP19_g17994_DN3_SP0_c.t1
OG0001176	AL8G43000	CP2_g47752_DN3_SP8_c.t1
OG0001176	AL6G20950	CP11_g32884_DN3_SP8_c.t1
OG0001177	AL6G18320, AL6G18280	CP11_g33095_DN3_SP0_c.t1, CP11_g33099_DN3_SP0_c.t1
