Orthogroup	Arabidopsis_lyrata_Rawat	Euclidium_syriacum
OG0002710	AL2G31030	ESY2_g35668_DN3_SP6_c0.t1
OG0002711	AL2G29520	ESY2_g35527_DN3_SP0_c0.t1
OG0002711	AL1G37810	ESY5_g1882_DN3_SP8_c0.t1
OG0002712	AL2G27590, AL1G39750	ESY2_g34430_DN3_SP0_c0.t1
OG0002713	AL2G27570, AL1G39780	ESY2_g34432_DN3_SP8_c0.t1
OG0002714	nbis-gene-88	ESY5_g2881_DN3_SP6_c0.t1
OG0002715	AL5G10700	ESY10_g14598_DN3_SP0_c0.t1
OG0002715	AL1G26930	ESY5_g2866_DN3_SP0_c0.t1
OG0002716	AL1G21110	ESY5_g3446_DN3_SP0_c16.t1
OG0002716	AL1G21100	ESY5_g3447_DN3_SP0_c18.t1
OG0002717	AL6G27290	ESY7_g17310_DN3_SP0_c0.t1
OG0002717	AL2G35970	ESY2_g34810_DN3_SP0_c0.t1
OG0002718	AL6G28410	ESY7_g17184_DN3_SP0_c0.t1
OG0002719	AL6G36370, AL6G36360, AL6G36400	ESY6_g50027_DN3_SP0_c0.t1
OG0002720	AL113U10020	ESY1_g10090_DN3_SP0_c0.t1
OG0002721	AL5G29120	ESY6_g50063_DN3_SP0_c0.t1
OG0002721	AL6G35990	ESY6_g49858_DN3_SP0_c0.t1
OG0002722	AL2G28380	ESY2_g35383_DN2_SP0_c0.t1
OG0002722	AL2G28030	ESY2_g35351_DN1_SP0_c0.t1
OG0002723	AL2G38400	ESY2_g35045_DN3_SP2_c0.t1
OG0002723	AL1G35660	ESY5_g2339_DN3_SP0_c0.t1
OG0002724	AL1G33820	ESY5_g3912_DN3_SP0_c0.t1
OG0002724	AL2G36510	ESY2_g34744_DN3_SP6_c0.t1
OG0002725	AL3G24840	ESY3_g30160_DN3_SP1_c0.t1
OG0002725	AL3G24830	ESY3_g30159_DN3_SP0_c0.t1
OG0002726	AL3G28000	ESY3_g30578_DN3_SP5_c0.t1
OG0002726	AL1G61280	ESY2_g36982_DN3_SP5_c0.t1
OG0002727	AL1G60280	ESY2_g37125_DN3_SP3_c0.t1
OG0002727	AL3G28940	ESY3_g29987_DN3_SP8_c0.t1
OG0002728	AL1G57020	ESY2_g37639_DN3_SP7_c0.t1
OG0002728	AL3G32540	ESY3_g29482_DN3_SP8_c0.t1
OG0002729	AL3G34360	ESY3_g29212_DN3_SP1_c0.t1
OG0002729	nbis-gene-790, AL1G58530	ESY2_g37388_DN3_SP0_c0.t1
OG0002730	AL3G35810	ESY3_g28993_DN3_SP8_c0.t1
OG0002731	nbis-gene-758	ESY3_g28771_DN3_SP5_c0.t1
OG0002731	AL7G40920	ESY22_g40910_DN3_SP7_c0.t1
OG0002733	AL1G56260, AL1G56180	ESY2_g37728_DN3_SP0_c0.t1
OG0002734	AL1G44020, AL4G30570	ESY4_g23545_DN3_SP0_c0.t1, ESY11_g53898_DN3_SP8_c0.t1
OG0002735	AL5G32350	ESY1_g11125_DN3_SP0_c0.t1, ESY3_g31477_DN3_SP0_c0.t1
OG0002736	AL4G34960	ESY9_g45157_DN3_SP8_c0.t1
OG0002736	AL5G35120	ESY1_g10995_DN3_SP0_c0.t1
OG0002737	AL4G38690	ESY12_g50987_DN3_SP8_c0.t1
OG0002737	AL5G37760	ESY1_g10523_DN3_SP7_c0.t1
OG0002738	AL8G10370	ESY10_g14767_DN3_SP0_c0.t1, ESY1_g12290_DN3_SP0_c0.t1
OG0002739	AL5G29980	ESY1_g9821_DN3_SP0_c0.t1
OG0002739	AL8G43900	ESY6_g50408_DN3_SP0_c0.t1
OG0002741	AL2G27440	ESY2_g34449_DN3_SP5_c0.t1
OG0002741	AL1G39840	ESY7_g18248_DN3_SP1_c0.t1, ESY7_g18247_DN3_SP0_c0.t1
OG0002742	AL27U10050, AL8G23590, AL2G22270, AL5G12690, AL3G51050, AL5G12680, AL2G19940, AL1G55610, AL7G11660, AL6G41940, AL4G18530, AL8G20220, AL1G44440, AL8G18780, AL9U11510, AL2G22280, AL1G50700, AL4G20720, AL5G28280, AL5G15210, AL7G49530, AL8G21910, AL7G24600	ESY3_g27672_DN3_SP0_c0.t1
OG0002743	nbis-gene-1723	ESY4_g25848_DN2_SP0_c0.t1
OG0002743	nbis-gene-1722	ESY4_g25844_DN3_SP0_c0.t1
OG0002744	AL4G15180	ESY4_g25430_DN3_SP0_c0.t1
OG0002745	AL1G22960	ESY5_g3720_DN3_SP0_c0.t1
OG0002745	AL1G10340	ESY5_g5550_DN3_SP0_c0.t1
OG0002746	AL1G25690	ESY5_g2717_DN3_SP0_c0.t1
OG0002746	AL5G13240	ESY10_g14202_DN3_SP8_c0.t1
OG0002747	AL810U10010	ESY3_g30015_DN3_SP1_c0.t1
OG0002748	AL6G20210	ESY7_g17907_DN2_SP0_c0.t1
OG0002748	AL8G42080	ESY6_g50633_DN1_SP0_c0.t1
OG0002749	AL8G32170	ESY3_g32437_DN3_SP0_c0.t1, ESY4_g25051_DN1_SP0_c0.t1
OG0002750	AL7G52650	ESY8_g61147_DN1_SP0_c0.t1
OG0002751	AL7G21380	ESY2_g35933_DN3_SP0_c0.t1
OG0002753	AL7G24280	ESY4_g23951_DN3_SP2_c0.t1
OG0002753	AL3G53770	ESY11_g54963_DN3_SP8_c0.t1
OG0002754	AL7G23400	ESY4_g24227_DN3_SP4_c0.t1
OG0002754	AL3G47950	ESY11_g54824_DN3_SP7_c0.t1
OG0002755	AL4G15760, AL7G20280	ESY8_g59398_DN3_SP8_c0.t1
OG0002757	AL3G52320, AL7G16750	ESY4_g25620_DN3_SP3_c0.t1
OG0002758	AL3G49560, AL7G16120	ESY4_g25475_DN3_SP8_c0.t1
OG0002760	AL4G31370, AL7G28140, AL1G46740	ESY16_g61672_DN3_SP8_c0.t1
OG0002761	AL2G17180, AL2G16970, AL2G16990	ESY11_g54897_DN3_SP0_c0.t1, ESY11_g54904_DN3_SP0_c0.t1
OG0002762	AL2G14290	ESY2_g33801_DN3_SP8_c0.t1
OG0002762	AL1G22720	ESY5_g3694_DN3_SP7_c0.t1
OG0002763	AL5G10630, AL1G26970	ESY10_g14602_DN3_SP0_c0.t1
OG0002764	AL1G25520	ESY5_g2697_DN3_SP0_c0.t1
OG0002764	AL5G13420	ESY10_g14179_DN3_SP0_c0.t1
OG0002765	AL6G18840	ESY7_g18681_DN3_SP0_c0.t1
OG0002766	AL7G46560, AL2G24000	ESY2_g35253_DN3_SP0_c0.t1
OG0002767	AL2G12330, AL1G24390, AL1G24240	ESY5_g3856_DN3_SP8_c0.t1
OG0002768	AL8G32460	ESY6_g48283_DN3_SP7_c32.t1
OG0002768	AL7G26690	ESY13_g55958_DN3_SP7_p0.t1
OG0002769	AL3G20600	ESY3_g30931_DN3_SP0_c0.t1
OG0002769	AL3G20590	ESY3_g30930_DN3_SP0_c0.t1
OG0002770	AL7G28240, AL8G24880	ESY3_g31635_DN3_SP0_c0.t1
OG0002771	AL6G20590	ESY7_g17977_DN2_SP0_c28.t1
OG0002771	AL8G42600	ESY6_g50547_DN3_SP0_c9.t1
OG0002772	AL8G41110	ESY6_g49608_DN3_SP4_c0.t1
OG0002772	AL6G19650	ESY7_g17810_DN3_SP8_c0.t1
OG0002773	AL6G17770	ESY7_g18546_DN3_SP5_c0.t1
OG0002773	AL8G38380	ESY6_g49472_DN3_SP7_c0.t1
OG0002774	AL7G33970	ESY9_g43211_DN3_SP0_c0.t1
OG0002774	AL8G14640, AL8G14610	ESY7_g16696_DN3_SP0_c0.t1
OG0002775	AL7G33850	ESY9_g43228_DN3_SP0_c0.t1
OG0002775	AL8G14740	ESY7_g16687_DN3_SP0_c0.t1
OG0002776	AL7G32480	ESY9_g43636_DN3_SP0_c0.t1
OG0002776	AL7G32490	ESY9_g43637_DN3_SP0_c0.t1
OG0002777	AL7G31970	ESY9_g43542_DN3_SP0_c0.t1
OG0002779	AL1G48560	ESY14_g20124_DN3_SP0_c0.t1
OG0002779	AL1G48480	ESY16_g61862_DN3_SP0_c0.t1
OG0002780	AL1G50880, AL1G50870	ESY14_g21119_DN3_SP8_c0.t1
OG0002781	AL2G12800, nbis-gene-950	ESY4_g25891_DN2_SP0_c0.t1
OG0002781	AL7G13100	ESY4_g26551_DN3_SP8_c0.t1
OG0002783	AL4G10370, AL7G10790, AL2G17580	ESY8_g59886_DN3_SP0_c0.t1
OG0002784	AL7G37060, AL8G10840	ESY9_g42459_DN3_SP4_c0.t1, ESY9_g42460_DN3_SP5_c0.t1
OG0002785	AL7G44190	ESY17_g39123_DN2_SP0_c0.t1
OG0002785	AL3G43970	ESY11_g52792_DN3_SP0_c0.t1
OG0002786	AL3G43810	ESY14_g20001_DN2_SP0_c0.t1, ESY11_g52923_DN2_SP0_c0.t1
OG0002787	AL7G44580, AL3G42390	ESY3_g28364_DN2_SP0_c0.t1
OG0002788	AL7G41690, AL3G37790	ESY3_g28567_DN2_SP0_c0.t1
OG0002789	AL166U10010, AL3G37130	ESY3_g28864_DN3_SP6_c0.t1
OG0002789	AL7G41200	ESY22_g40789_DN3_SP8_c0.t1
OG0002790	AL3G36580	ESY3_g28750_DN3_SP0_c0.t1
OG0002790	AL3G36610	ESY3_g28752_DN3_SP5_c0.t1
OG0002791	AL7G40160, AL3G35770	ESY2_g38874_DN3_SP6_c0.t1
OG0002792	AL7G49720, AL3G17410	ESY8_g60347_DN3_SP0_c0.t1
OG0002794	AL5G43060	ESY1_g12156_DN3_SP8_c0.t1
OG0002795	AL5G42540, AL4G43920	ESY12_g52017_DN3_SP7_c0.t1
OG0002796	AL4G42370	ESY1_g9641_DN2_SP0_c0.t1, ESY12_g52205_DN2_SP0_c0.t1
OG0002797	AL5G39450	ESY1_g11574_DN3_SP0_c0.t1
OG0002797	AL4G40670	ESY12_g51304_DN3_SP0_c0.t1
OG0002798	AL4G39860, AL4G40080	ESY12_g51222_DN3_SP8_c0.t1
OG0002798	AL5G38950	ESY1_g11678_DN3_SP7_c0.t1
OG0002799	AL4G35230, AL6G10710	ESY7_g19600_DN3_SP0_c0.t1
OG0002800	AL6G13120	ESY7_g19261_DN3_SP3_c0.t1
OG0002801	AL5G21270, AL6G32340	ESY2_g33947_DN3_SP0_c0.t1, ESY6_g49164_DN3_SP8_c0.t1
OG0002802	AL5G21710, AL6G32650	ESY6_g49134_DN3_SP8_c0.t1
OG0002803	AL5G26300	ESY1_g8305_DN3_SP6_c0.t1
OG0002803	AL3G40320, AL8G35200	ESY6_g48652_DN3_SP7_c0.t1
OG0002804	AL5G30460, AL8G44340	ESY1_g9904_DN2_SP0_c0.t1
OG0002805	AL1G17420	ESY5_g4554_DN3_SP0_c0.t1
OG0002805	AL4G24450	ESY8_g58739_DN3_SP1_c0.t1
OG0002806	AL6G51710	ESY20_g13126_DN3_SP0_c0.t1, ESY20_g13125_DN3_SP6_c0.t1
OG0002807	AL6G49870	ESY8_g58320_DN3_SP7_c0.t1
OG0002807	AL1G12950	ESY5_g5169_DN3_SP0_c0.t1
OG0002808	AL4G27830	ESY20_g12679_DN3_SP2_c0.t1
OG0002808	AL1G14920	ESY5_g4869_DN3_SP8_c0.t1
OG0002809	AL4G26590	ESY8_g58484_DN3_SP8_c0.t1
OG0002809	AL1G16070	ESY5_g4714_DN3_SP5_c0.t1
OG0002810	AL1G16680	ESY5_g4647_DN3_SP0_c0.t1
OG0002810	AL4G25730	ESY8_g58572_DN3_SP7_c0.t1
OG0002811	AL4G23780	ESY8_g58811_DN2_SP0_c0.t1
OG0002811	AL295U10010, AL4G23790, AL4G23820	ESY8_g58810_DN3_SP0_c0.t1
OG0002812	AL4G21400	ESY8_g59043_DN3_SP0_c0.t1
OG0002812	AL1G18750	ESY5_g3127_DN3_SP3_c0.t1
OG0002813	AL3G10460	ESY3_g32652_DN3_SP7_c0.t1
OG0002813	AL6G25100	ESY7_g17620_DN3_SP8_c0.t1
OG0002814	AL6G26470	ESY7_g17426_DN3_SP3_c0.t1
OG0002814	AL3G11450	ESY3_g32530_DN3_SP0_c0.t1
OG0002815	AL288U10020, AL3G12980	ESY3_g32328_DN2_SP0_c0.t1
OG0002815	AL6G28540	ESY7_g17165_DN1_SP0_c0.t1, ESY7_g17162_DN2_SP0_c0.t1
OG0002816	AL492U10010, AL3G14140	ESY2_g37594_DN1_SP0_c0.t1
OG0002816	AL3G14100, AL3G14150	ESY3_g32083_DN3_SP0_c0.t1, ESY3_g32084_DN3_SP0_c0.t1, ESY3_g32082_DN3_SP0_c0.t1, ESY3_g32081_DN3_SP0_c0.t1, ESY11_g53906_DN3_SP0_c0.t1
OG0002817	AL6G29740	ESY7_g17027_DN3_SP8_c0.t1
OG0002818	AL3G15380	ESY3_g31826_DN3_SP8_c0.t1
OG0002818	nbis-gene-1593	ESY10_g15668_DN3_SP0_c0.t1
OG0002819	AL6G30380	ESY7_g16915_DN1_SP1_c0.t1
OG0002819	AL3G17040	ESY3_g31573_DN3_SP0_c0.t1
OG0002820	AL3G17490, AL3G17480	ESY3_g31525_DN3_SP0_c0.t1
OG0002821	AL3G17950	ESY3_g31446_DN3_SP0_c0.t1
OG0002821	AL8G22720	ESY15_g64350_DN3_SP0_c0.t1
OG0002822	AL3G14620	ESY3_g31991_DN3_SP7_c0.t1
OG0002823	AL5G33520, AL4G32350	ESY1_g10458_DN3_SP5_c0.t1, ESY1_g10454_DN3_SP8_c0.t1
OG0002824	AL5G34910	ESY1_g11028_DN3_SP1_c0.t1
OG0002824	AL4G34790	ESY9_g45120_DN3_SP1_c0.t1
OG0002825	AL2G41230	ESY2_g36548_DN3_SP0_c0.t1
OG0002825	AL1G27600	ESY5_g2928_DN3_SP0_c0.t1
OG0002826	AL2G40470	ESY2_g36649_DN3_SP0_c0.t1
OG0002826	AL1G28180	ESY5_g3003_DN3_SP2_c0.t1
OG0002827	AL1G29760	ESY5_g4320_DN3_SP8_c0.t1
OG0002827	AL2G32340	ESY2_g35839_DN3_SP7_c0.t1
OG0002829	AL1G30250	ESY5_g4261_DN1_SP0_c0.t1
OG0002829	AL2G33020	ESY2_g35909_DN2_SP0_c0.t1
OG0002830	AL2G34450	ESY2_g34983_DN3_SP5_c0.t1
OG0002830	AL1G31310	ESY5_g4154_DN3_SP6_c0.t1
OG0002831	AL2G34650	ESY2_g35007_DN3_SP0_c0.t1
OG0002831	AL1G31490	ESY5_g4139_DN3_SP0_c0.t1
OG0002832	AL1G33470	ESY5_g3936_DN3_SP8_c0.t1
OG0002832	AL2G36340	ESY2_g34764_DN3_SP8_c0.t1
OG0002833	AL1G33480	ESY5_g3935_DN3_SP8_c0.t1
OG0002833	AL2G36350	ESY2_g34763_DN3_SP8_c0.t1
OG0002834	AL1G37620	ESY5_g1924_DN3_SP8_c0.t1
OG0002834	AL2G29590	ESY2_g35536_DN3_SP3_c0.t1
OG0002835	AL2G28330	ESY2_g35378_DN3_SP8_c0.t1
OG0002835	AL1G39400	ESY5_g1291_DN3_SP4_c0.t1
OG0002836	AL2G27810, AL1G39740	ESY2_g34403_DN3_SP0_c0.t1
OG0002837	AL2G27300, AL1G39920	ESY2_g34461_DN3_SP0_c0.t1
OG0002840	AL7G11120	ESY4_g26824_DN3_SP2_c0.t1
OG0002840	AL4G10730	ESY8_g59832_DN3_SP8_c0.t1
OG0002841	AL4G27860	ESY20_g12682_DN3_SP0_c0.t1
OG0002841	AL1G14900	ESY5_g4873_DN3_SP0_c0.t1
OG0002842	AL5G19010, AL1G12730	ESY5_g5210_DN3_SP0_c0.t1, ESY5_g5209_DN3_SP0_c0.t1, ESY5_g5212_DN3_SP0_c0.t1, ESY5_g5211_DN3_SP0_c0.t1
OG0002843	AL6G34820	ESY6_g50159_DN3_SP8_c0.t1
OG0002844	AL6G25710	ESY7_g17538_DN3_SP0_c0.t1
OG0002845	AL6G30150	ESY7_g16955_DN3_SP8_c0.t1
OG0002845	AL3G17240	ESY3_g31550_DN3_SP5_c0.t1
OG0002846	AL8G23320, AL253U10010, AL5G27650	ESY3_g32600_DN3_SP0_c0.t1, ESY10_g15887_DN3_SP0_c0.t1
OG0002847	AL1G64320	ESY2_g36408_DN3_SP8_c0.t1
OG0002848	AL6G36030	ESY6_g50058_DN3_SP0_c0.t1
OG0002848	AL5G29170	ESY1_g9658_DN3_SP0_c0.t1
OG0002849	AL5G29020	ESY1_g9624_DN2_SP3_c0.t1
OG0002849	AL6G35760	ESY6_g50079_DN3_SP0_c0.t1
OG0002850	AL8G38500	ESY6_g49453_DN3_SP0_c0.t1, ESY2_g34122_DN3_SP0_c0.t1
OG0002850	AL8G38420, AL8G38460	ESY6_g49460_DN3_SP0_c0.t1
OG0002851	AL6G34970	ESY6_g50143_DN3_SP0_c0.t1
OG0002851	AL5G28370	ESY1_g9311_DN3_SP7_c0.t1
OG0002852	AL6G34880	ESY6_g50154_DN3_SP4_c15.t1
OG0002853	AL8G38580	ESY6_g49443_DN3_SP0_c0.t1, ESY6_g49438_DN3_SP0_c0.t1
OG0002854	AL4G13320, AL4G13310	ESY6_g48640_DN3_SP0_c0.t1
OG0002855	AL3G10800	ESY3_g32626_DN3_SP0_c0.t1
OG0002855	nbis-gene-2169	ESY6_g48628_DN3_SP0_c0.t1
OG0002856	AL5G26470, AL8G34920	ESY6_g48621_DN3_SP0_c0.t1
OG0002857	AL5G30250, AL5G30260	ESY1_g12108_DN2_SP0_c0.t1, ESY1_g12100_DN3_SP0_c0.t1, ESY1_g9865_DN3_SP0_c0.t1, ESY1_g9864_DN3_SP0_c0.t1
OG0002858	AL5G28930	ESY1_g9568_DN3_SP0_c0.t1, ESY20_g12667_DN3_SP0_c0.t1
OG0002858	AL5G28920	ESY2_g36309_DN3_SP0_c0.t1
OG0002859	AL8G36260	ESY6_g48818_DN3_SP8_c0.t1
OG0002859	AL5G24910	ESY1_g8026_DN3_SP7_c0.t1
OG0002860	AL7G16720	ESY4_g25589_DN3_SP0_c0.t1
OG0002860	AL3G52360	ESY29_g13597_DN3_SP0_c0.t1
OG0002861	AL1G11760	ESY1_g10969_DN3_SP0_c0.t1
OG0002861	AL2G30540	ESY2_g35628_DN1_SP0_c0.t1
OG0002862	AL2G34280	ESY2_g34968_DN3_SP4_c15.t1, ESY2_g34967_DN2_SP1_c16.t1
OG0002863	AL2G40710	ESY2_g36622_DN3_SP0_c0.t1
OG0002863	AL1G28030	ESY5_g2980_DN3_SP0_c0.t1
OG0002864	nbis-gene-307	ESY2_g36295_DN3_SP0_c0.t1
OG0002864	AL3G25370	ESY3_g30219_DN3_SP1_c0.t1
OG0002865	AL1G63130	ESY2_g36251_DN3_SP6_c0.t1
OG0002865	AL3G25820	ESY3_g30270_DN3_SP8_c0.t1
OG0002866	AL3G26170	ESY3_g30308_DN3_SP7_c0.t1
OG0002866	AL1G62920	ESY2_g36234_DN3_SP7_c0.t1
OG0002867	AL3G26290	ESY3_g30333_DN1_SP0_c0.t1
OG0002867	AL1G62830	ESY2_g36218_DN3_SP0_c0.t1
OG0002868	AL3G28010	ESY3_g30581_DN3_SP7_c0.t1
OG0002868	AL1G61260	ESY2_g36983_DN3_SP5_c0.t1
OG0002869	AL1G58480	ESY2_g37381_DN3_SP1_c0.t1
OG0002869	AL3G34290	ESY3_g29215_DN3_SP7_c0.t1
OG0002871	AL3G46910	ESY11_g53565_DN3_SP0_c0.t1
OG0002872	AL7G31960, AL3G49330	ESY9_g43541_DN3_SP0_c0.t1
OG0002873	AL7G21890	ESY4_g24569_DN3_SP8_c0.t1
OG0002873	AL3G53110	ESY11_g54397_DN3_SP7_c0.t1
OG0002874	AL3G54170	ESY11_g55003_DN3_SP8_c0.t1
OG0002874	AL7G24470	ESY4_g23918_DN3_SP0_c0.t1
OG0002875	AL1G58630, AL8G37450	ESY2_g37393_DN3_SP3_c0.t1
OG0002876	AL4G25950	ESY2_g37347_DN3_SP1_c0.t1
OG0002876	AL1G56300	ESY2_g37696_DN3_SP8_c0.t1
OG0002877	AL5G36140	ESY1_g10801_DN3_SP6_c0.t1
OG0002877	AL5G26020	ESY9_g45478_DN3_SP0_c0.t1
OG0002878	AL4G38540	ESY12_g50957_DN3_SP6_c0.t1
OG0002878	AL5G37710	ESY1_g10530_DN3_SP7_c0.t1
OG0002879	AL5G38570	ESY1_g11752_DN2_SP0_c0.t1
OG0002879	AL4G39330	ESY12_g51119_DN3_SP0_c0.t1
OG0002880	AL5G38880	ESY1_g11706_DN3_SP0_c0.t1
OG0002881	AL5G39380	ESY1_g11830_DN3_SP0_c22.t1
OG0002885	AL3G29990	ESY3_g29870_DN3_SP0_c0.t1
OG0002886	AL6G27240, AL6G27280	ESY7_g17317_DN3_SP0_c0.t1
OG0002887	AL6G29350, AL6G25370	ESY7_g17074_DN2_SP0_c0.t1
OG0002890	AL3G53730	ESY11_g54959_DN3_SP8_c5.t1
OG0002890	AL7G24220	ESY4_g23988_DN3_SP3_c0.t1
OG0002891	AL7G21670	ESY4_g24637_DN3_SP8_c0.t1
OG0002892	AL4G16440	ESY8_g59367_DN3_SP1_c0.t1
OG0002893	AL7G19740	ESY4_g25070_DN3_SP8_c0.t1
OG0002893	AL4G16660	ESY8_g59355_DN3_SP3_c0.t1
OG0002894	AL5G22490, AL7G19120	ESY4_g25179_DN3_SP8_c0.t1
OG0002895	AL4G18020	ESY8_g59262_DN3_SP7_c0.t1
OG0002895	AL7G18750	ESY4_g25110_DN3_SP2_c0.t1
OG0002896	AL7G17780	ESY4_g25824_DN3_SP8_c15.t1
OG0002896	AL3G46040	ESY11_g53375_DN3_SP8_c0.t1
OG0002897	AL7G16460	ESY4_g25557_DN3_SP0_c0.t1
OG0002897	AL3G49160	ESY11_g53837_DN3_SP0_c0.t1
OG0002898	AL3G29540, AL3G49320	ESY11_g53860_DN1_SP0_c0.t1
OG0002899	AL1G46340, AL4G31570	ESY16_g61748_DN3_SP8_c0.t1
OG0002900	AL4G31750	ESY9_g43993_DN2_SP0_c0.t1
OG0002901	AL1G21530, AL1G21630	ESY5_g3525_DN3_SP8_c0.t1
OG0002901	AL2G15720	ESY2_g33938_DN3_SP8_c0.t1
OG0002902	AL2G14320	ESY2_g33803_DN3_SP0_c0.t1
OG0002902	AL1G22670	ESY5_g3680_DN3_SP0_c0.t1
OG0002903	AL1G27220, AL1G27260, AL1G27240	ESY5_g2887_DN3_SP0_c0.t1
OG0002904	AL1G26710	ESY5_g2839_DN3_SP0_c0.t1, ESY13_g57091_DN2_SP0_c0.t1
OG0002904	AL5G11000	ESY10_g14532_DN3_SP1_c0.t1
OG0002905	AL7G49880	ESY8_g60369_DN3_SP0_c0.t1
OG0002905	AL5G17690	ESY21_g55504_DN3_SP0_c0.t1
OG0002906	AL2G11600	ESY2_g33450_DN3_SP6_c0.t1
OG0002906	AL7G48150	ESY8_g60112_DN3_SP0_c0.t1
OG0002907	AL8G33410	ESY6_g48435_DN3_SP8_c0.t1
OG0002907	AL7G27190	ESY8_g61239_DN1_SP0_c0.t1, ESY13_g56300_DN3_SP3_c0.t1
OG0002908	AL8G34090	ESY5_g4643_DN1_SP0_c0.t1
OG0002909	AL3G22070	ESY3_g31131_DN2_SP8_c0.t1
OG0002909	AL6G14430	ESY7_g19024_DN3_SP7_c0.t1
OG0002910	AL6G16380	ESY7_g18768_DN3_SP0_c0.t1
OG0002910	AL3G23210	ESY3_g31289_DN3_SP0_c0.t1
OG0002911	AL3G24060	ESY3_g30070_DN2_SP0_c0.t1
OG0002911	AL6G24500	ESY7_g17688_DN3_SP0_c0.t1
OG0002912	AL8G28700	ESY6_g47504_DN3_SP8_c0.t1
OG0002912	AL1G39010	ESY5_g1443_DN3_SP3_c0.t1
OG0002913	AL8G29840	ESY6_g47872_DN3_SP0_c0.t1
OG0002913	AL7G25540	ESY16_g62281_DN2_SP0_c0.t1
OG0002914	AL8G31620, AL7G26370	ESY6_g48149_DN3_SP5_c10.t1
OG0002916	AL1G40840, AL1G40620	ESY13_g57993_DN3_SP0_c0.t1, ESY13_g57991_DN3_SP0_c0.t1
OG0002917	AL6G22720, AL6G38120	ESY7_g18280_DN3_SP8_c0.t1
OG0002918	AL6G34400	ESY6_g50192_DN3_SP0_c0.t1
OG0002918	AL6G18670	ESY7_g18665_DN3_SP0_c0.t1
OG0002919	AL6G18110	ESY7_g18591_DN3_SP1_c0.t1
OG0002920	AL8G38880, AL6G17440	ESY7_g18508_DN3_SP2_c0.t1
OG0002921	AL7G37350	ESY9_g42433_DN3_SP7_c0.t1
OG0002921	AL8G10600	ESY10_g14808_DN3_SP8_c0.t1
OG0002922	AL7G36850, AL8G11430	ESY9_g42490_DN3_SP8_c0.t1
OG0002924	AL6G47010	ESY18_g63004_DN3_SP8_c0.t1
OG0002924	AL7G30800	ESY26_g42288_DN2_SP8_c0.t1
OG0002925	AL6G46650, AL7G30600	ESY26_g42346_DN3_SP7_c0.t1
OG0002926	AL1G47350, AL6G44520	ESY14_g19724_DN3_SP0_c0.t1, ESY14_g19728_DN3_SP0_c0.t1
OG0002927	AL6G43710, AL1G48220	ESY14_g20192_DN3_SP7_c0.t1
OG0002929	AL1G49780, AL1G35750	ESY5_g2322_DN3_SP8_c0.t1
OG0002930	AL4G29620, AL1G41950	ESY3_g32042_DN3_SP0_c0.t1
OG0002931	AL7G15550	ESY4_g25344_DN3_SP0_c0.t1
OG0002932	AL7G13880	ESY4_g26392_DN3_SP0_c0.t1
OG0002932	AL4G13510	ESY8_g59567_DN3_SP0_c0.t1
OG0002933	AL7G13440, AL2G17600, AL4G13030	ESY4_g26502_DN3_SP8_c48.t1
OG0002934	AL7G12800	ESY4_g26595_DN3_SP0_c14.t1
OG0002934	AL4G12230	ESY8_g59659_DN2_SP0_c23.t1
OG0002935	AL7G11100	ESY7_g19654_DN2_SP0_c0.t1, ESY4_g26822_DN3_SP0_c4.t1
OG0002936	AL7G11020	ESY4_g26806_DN3_SP6_c0.t1, ESY4_g21766_DN2_SP0_c0.t1, ESY6_g48252_DN1_SP0_c0.t1
OG0002936	AL4G10610	ESY8_g59856_DN3_SP2_c0.t1
OG0002937	AL7G10910	ESY4_g26847_DN3_SP0_c0.t1
OG0002937	AL7G10890	ESY4_g26848_DN3_SP0_c0.t1
OG0002938	AL7G10440	ESY4_g26920_DN3_SP0_c0.t1
OG0002938	AL4G10080	ESY8_g59935_DN3_SP0_c0.t1
OG0002939	AL6G42310	ESY19_g41757_DN3_SP0_c75.t1
OG0002940	AL4G30140, AL6G42110	ESY19_g41724_DN3_SP7_c0.t1
OG0002942	AL7G42280	ESY15_g65495_DN3_SP8_c0.t1
OG0002942	AL3G38630	ESY3_g28280_DN3_SP8_c0.t1
OG0002943	AL7G48430, AL7G48380	ESY8_g60140_DN3_SP0_c37.t1
OG0002944	AL5G45320	ESY1_g12468_DN3_SP0_c0.t1
OG0002944	AL4G47000	ESY12_g52221_DN3_SP5_c0.t1
OG0002945	AL1G27830, AL8G34440	ESY6_g48577_DN3_SP0_c0.t1
OG0002946	AL4G45630	ESY12_g51716_DN3_SP8_c0.t1
OG0002946	AL5G44040	ESY1_g12336_DN3_SP1_c0.t1
OG0002947	AL5G42590	ESY1_g12045_DN3_SP2_c0.t1
OG0002947	AL4G43990	ESY12_g52011_DN3_SP0_c0.t1
OG0002949	AL4G43470	ESY12_g52079_DN3_SP0_c0.t1
OG0002949	AL4G43490	ESY12_g52078_DN3_SP0_c0.t1
OG0002950	AL8G45600	ESY6_g50757_DN3_SP2_c0.t1
OG0002950	AL5G31900	ESY1_g10158_DN3_SP8_c4.t1
OG0002951	AL4G42750	ESY12_g52161_DN3_SP1_c0.t1
OG0002952	AL4G42450	ESY12_g52191_DN3_SP0_c0.t1
OG0002952	AL5G41660	ESY1_g11862_DN3_SP0_c0.t1
OG0002953	AL4G42240	ESY12_g51464_DN3_SP6_c0.t1
