Orthogroup	Arabidopsis_lyrata_Rawat	Noccaea_praecox
OG0002253	AL1G40650	Np004G210190
OG0002254	AL6G30920	Np003G147380
OG0002254	AL6G23110	Np003G139150
OG0002255	AL6G38140	Np001G013760
OG0002255	AL6G22790	Np003G138840
OG0002256	AL8G13060	Np001G033960, Np001G037000
OG0002256	AL7G35140	Np005G290440
OG0002257	AL7G31310	Np005G285600
OG0002257	AL7G31320	Np005G285620
OG0002258	nbis-gene-1081	Np003G184160
OG0002259	AL7G14740	Np005G267960
OG0002259	AL7G14760, AL7G14750	Np005G267950
OG0002260	AL7G30890, AL1G48270, AL1G48290	Np005G284880, Np005G284890
OG0002261	AL7G13930	Np005G268670
OG0002262	AL7G13580	Np005G269090
OG0002262	AL4G13180	Np006G367520
OG0002263	AL7G11990	Np005G261990
OG0002264	AL7G10570	Np005G260540
OG0002265	AL7G51130	Np005G315110
OG0002265	AL5G19430	Np001G018810
OG0002266	AL8G18280	Np001G042260
OG0002266	AL1G53390	Np004G200970
OG0002267	AL3G39150	Np007G386030
OG0002268	AL3G37920	Np007G384450
OG0002268	AL7G41850	Np005G305410
OG0002269	AL7G41580	Np005G304970
OG0002269	AL3G37470	Np007G383990
OG0002270	AL3G37250	Np007G383830
OG0002271	AL7G40640	Np005G303590
OG0002272	AL3G35610	Np007G381540
OG0002272	AL7G39950	Np005G302520, Np005G302540
OG0002273	AL5G43220	Np001G066760
OG0002273	AL4G44640	Np006G324250
OG0002274	AL4G43240	Np006G325820
OG0002274	AL5G42260	Np001G065350
OG0002275	AL4G43030	Np006G325950
OG0002275	AL5G42140	Np001G065250
OG0002276	AL4G43020	Np006G325960
OG0002276	AL5G42130	Np001G065260
OG0002277	AL5G39520	Np001G062650
OG0002277	AL4G40620	Np006G328810, Np004G227080
OG0002278	AL5G38940	Np001G062030
OG0002279	AL6G10660	Np003G125440
OG0002279	AL3G12790	Np007G422520
OG0002280	AL5G23360	Np003G151110
OG0002280	AL6G34040	Np003G151100
OG0002281	AL5G23410	Np001G044660
OG0002281	AL6G34070	Np003G151160
OG0002282	AL8G36890, AL8G36920	Np003G151960
OG0002283	AL8G42950	Np001G003130
OG0002284	AL1G10860	Np004G259060
OG0002286	AL1G13450	Np004G256500
OG0002287	AL1G15470	Np004G254330
OG0002287	AL4G27210	Np006G355720
OG0002288	AL4G26330	Np006G348240, Np006G354680
OG0002288	AL1G16180	Np004G253560
OG0002289	AL1G17650, AL1G17620	Np004G252050, Np004G252030
OG0002290	AL1G18830	Np004G250920
OG0002291	AL7G18530	Np005G263170
OG0002291	AL4G18660	Np006G362890
OG0002292	AL6G25380	Np003G141540
OG0002292	AL3G10610	Np007G424860
OG0002293	AL3G11220	Np007G424090
OG0002293	AL6G26310	Np003G142380
OG0002294	AL6G27140	Np003G143280
OG0002294	AL3G12010	Np003G187980, Np007G423190
OG0002295	AL6G27380	Np003G143500
OG0002295	AL3G12180	Np007G423050
OG0002296	AL3G12390	Np007G422840
OG0002297	AL6G27820	Np003G143960
OG0002297	AL3G12440	Np007G422780
OG0002298	AL6G28640	Np003G144880
OG0002298	AL3G13170	Np007G422080
OG0002299	AL6G38920	Np001G014500
OG0002300	AL8G22900	Np001G016550
OG0002301	AL3G18100	Np007G416270
OG0002301	AL8G22390	Np001G016790
OG0002302	AL4G33420	Np006G337860
OG0002302	AL1G31250, AL1G59070, AL5G34230	Np001G056130
OG0002303	AL2G40980	Np002G070950
OG0002303	AL1G27860	Np004G240610
OG0002304	AL1G28430	Np004G239970
OG0002304	AL2G40140	Np002G072080
OG0002305	AL2G39850	Np002G072390
OG0002305	nbis-gene-93	Np004G239800, Np004G239830
OG0002306	AL1G28840	Np004G239520
OG0002306	AL2G39490	Np002G072680
OG0002307	AL1G31190	Np004G236980
OG0002308	AL1G34120	Np004G234290
OG0002308	AL2G36810	Np002G076050
OG0002309	AL1G35070	Np004G233300
OG0002309	AL2G37820, AL142U10020	Np002G074720
OG0002310	AL1G35380, AL1G35190	Np004G232850
OG0002310	AL2G37970	Np002G074500
OG0002311	AL1G37630	Np004G229470
OG0002311	AL2G29580	Np002G085560
OG0002312	AL2G29450	Np002G085720
OG0002313	AL2G28180	Np002G087560
OG0002314	AL1G40570	Np004G209920
OG0002314	AL2G26270	Np002G091280
OG0002315	AL7G21720	Np005G273280
OG0002316	AL1G65290	Np002G106240
OG0002318	nbis-gene-316, nbis-gene-315, AL1G64270	Np004G190340
OG0002319	AL1G12160	Np004G257660
OG0002320	nbis-gene-1675	Np003G188370
OG0002320	AL1G11100	Np004G258770
OG0002321	AL3G24150	Np007G408920
OG0002321	AL6G24160	Np003G140360
OG0002324	AL2G30720, nbis-gene-593, nbis-gene-594	Np002G083980
OG0002325	AL3G24900	Np007G407990
OG0002325	AL1G64030	Np004G190530
OG0002326	AL3G25230	Np007G407680
OG0002326	AL1G63680	Np004G190840
OG0002327	AL1G62390	Np004G192510
OG0002327	AL3G26710	Np007G405630
OG0002328	AL3G28350	Np007G402800
OG0002328	AL1G60940	Np004G194190
OG0002329	AL3G31550	Np007G394150
OG0002329	AL1G55500	Np004G199000
OG0002330	AL3G31700	Np007G394320
OG0002331	AL3G35030	Np007G380830
OG0002331	AL1G59390	Np004G195560
OG0002333	AL7G16810	Np005G264750
OG0002333	AL3G47480	Np007G378040
OG0002334	AL3G53790	Np007G371750
OG0002334	AL7G24320	Np005G276630
OG0002335	AL1G60420	Np004G194660
OG0002335	AL3G28800	Np007G390360
OG0002336	AL3G28820	Np007G390380
OG0002337	AL5G33130	Np001G054590
OG0002337	AL4G32070	Np006G339750
OG0002338	AL5G37410	Np001G060100
OG0002338	AL4G38110	Np006G331840
OG0002339	AL4G39400	Np006G330260
OG0002339	AL5G38580	Np001G061630
OG0002343	AL5G25950, AL5G26410, AL4G20430, AL5G25940	Np001G046940, Np001G046660
OG0002344	AL8G32670	Np003G157090
OG0002345	AL1G37590	Np004G229710
OG0002345	AL1G37600	Np004G229720
OG0002345	AL1G37580	Np004G229730
OG0002348	AL7G24170	Np005G276480
OG0002349	AL7G24000	Np005G276260
OG0002349	AL3G53420	Np007G372070
OG0002350	AL3G48360	Np007G372730
OG0002351	AL4G14110	Np006G366410
OG0002352	AL4G14770	Np006G365780
OG0002352	AL7G20860	Np005G272230
OG0002353	AL7G16050	Np005G266000
OG0002354	AL1G49630, AL4G31690	Np004G215910
OG0002355	AL1G65330	Np002G106320
OG0002355	AL3G15700	Np007G419130
OG0002356	AL1G20260	Np004G249370
OG0002357	AL5G39590	Np001G062730
OG0002357	AL1G21290, AL3G43770	Np004G248260
OG0002358	AL1G26660	Np004G241810
OG0002359	AL1G26500	Np004G242120
OG0002359	AL5G11460	Np001G025890
OG0002360	AL5G11610	Np001G025650
OG0002361	AL7G49020	Np005G318190
OG0002361	AL5G16650	Np001G020930
OG0002362	AL5G17050	Np001G020570
OG0002362	AL7G49370	Np005G317680
OG0002363	AL5G17510	Np001G020200
OG0002364	AL2G23100	Np002G097210, Np002G089910
OG0002365	AL2G19730	Np002G099790
OG0002365	nbis-gene-1894	Np005G310670
OG0002366	AL1G24100, AL1G23990	Np004G245070
OG0002366	AL2G12540	Np002G121370
OG0002367	AL8G32280	Np003G157490
OG0002367	AL7G26620	Np005G279400
OG0002368	AL4G39030	Np006G330680
OG0002368	AL5G38250	Np001G047730, Np001G061330
OG0002369	AL4G38460	Np006G331340
OG0002369	AL4G38470	Np006G331330
OG0002371	AL3G21140	Np007G412750, Np007G423920
OG0002371	AL6G12960	Np003G127820
OG0002372	AL3G22520	Np007G411030
OG0002372	AL6G15220	Np003G130360
OG0002373	AL6G16880	Np003G132450
OG0002373	AL3G23760	Np007G409320
OG0002374	AL8G24020	Np003G174130
OG0002375	AL8G25580	Np003G184490
OG0002376	AL8G26580	Np003G166460
OG0002377	AL7G25330	Np005G277980
OG0002378	AL7G25700	Np005G278460
OG0002378	AL8G30210	Np003G163440
OG0002379	AL7G26870	Np005G279720
OG0002379	AL8G32810	Np003G156760
OG0002380	AL8G42320	Np001G003880
OG0002380	AL6G20350	Np003G136200
OG0002381	AL6G19320	Np003G135080
OG0002381	AL8G40790	Np001G005620
OG0002382	AL6G18170	Np003G133860
OG0002382	AL665U10010, AL8G37910	Np001G009440
OG0002383	AL7G35800	Np005G291540
OG0002384	AL8G15260, AL66U10020	Np001G039550
OG0002385	AL6G49040	Np003G184930
OG0002385	AL7G33040	Np005G287430
OG0002386	AL7G31160	Np005G285320
OG0002387	AL7G13660	Np005G268970
OG0002387	AL4G13230	Np006G367470
OG0002388	AL7G13340	Np005G269360
OG0002388	AL4G12970	Np006G367760
OG0002389	nbis-gene-1687	Np005G292540
OG0002390	AL4G31360	Np006G340690
OG0002390	AL1G46780	Np004G205330
OG0002392	AL7G33030	Np005G287440
OG0002392	AL6G49010	Np003G184900
OG0002393	AL9U11010	Np005G308240
OG0002393	AL3G40640	Np007G387610
OG0002394	AL9U10320	Np005G308810
OG0002394	AL3G39890	Np007G386990
OG0002395	AL397U10010, AL3G39730	Np007G386740
OG0002396	AL3G37960	Np007G384490
OG0002396	AL7G41880	Np005G305570
OG0002397	AL7G49210	Np005G318020
OG0002397	AL5G16780	Np001G020830
OG0002398	AL4G47740	Np006G320370
OG0002398	AL5G45900	Np001G069510
OG0002399	AL4G47260	Np006G320970
OG0002400	AL4G45720	Np006G322910
OG0002400	AL5G44210	Np001G067680, Np001G067700
OG0002401	AL4G45020	Np006G323630
OG0002401	AL5G43510	Np001G067030
OG0002402	AL4G44720	Np006G324180
OG0002402	AL5G43240	Np001G066780
OG0002403	AL2G33490	Np002G080440
OG0002403	AL1G30390	Np004G237860
OG0002404	AL6G35420	Np006G326940
OG0002406	AL6G32040	Np003G148770
OG0002406	AL5G20980	Np001G043070
OG0002407	AL5G21230	Np001G043140
OG0002408	AL5G23810	Np001G044940
OG0002409	AL8G42380, AL8G35260, AL139U10010	Np001G003820
OG0002410	AL5G29860	Np001G050980
OG0002410	AL8G43720	Np001G002380
OG0002411	AL2G32520	Np002G081870
OG0002412	AL1G10600	Np004G259370
OG0002412	AL6G52760	Np003G189100
OG0002413	AL1G10780	Np004G259150
OG0002414	AL1G12890	Np004G257040
OG0002414	AL6G49930	Np003G185740
OG0002415	AL8G16240, AL1G13780	Np004G256100
OG0002416	AL349U10010	Np001G041240
OG0002416	AL1G13940	Np004G255950
OG0002417	AL4G28340	Np006G357420
OG0002417	AL1G14650	Np004G255260
OG0002418	AL4G27310	Np006G355890
OG0002418	AL1G15440	Np004G254360
OG0002419	AL1G16780	Np004G252960
OG0002419	AL4G25470	Np006G353580, Np006G347200
OG0002420	AL4G22250	Np006G358600
OG0002420	AL4G22230	Np006G358610
OG0002421	AL4G22800	Np006G358020
OG0002421	AL1G18670	Np004G251080
OG0002422	AL8G30240	Np003G161230
OG0002422	AL7G25730	Np005G278490
OG0002423	AL3G11410	Np007G423800
OG0002423	AL6G26430	Np003G142510
OG0002424	AL6G26740	Np003G142790
OG0002424	AL3G11700	Np007G423490
OG0002425	AL3G11770	Np007G423420, Np007G423410
OG0002425	AL6G26810	Np003G142930
OG0002426	AL3G11870	Np007G423350
OG0002426	AL6G26920	Np003G143040
OG0002427	AL3G12730	Np007G422540
OG0002427	AL6G28080	Np003G144260
OG0002428	AL3G13800	Np007G421390
OG0002428	AL6G29370	Np003G145670
OG0002430	AL3G19640	Np007G414380
OG0002430	AL3G19620	Np007G414390
OG0002431	AL5G36440	Np001G058890
OG0002431	AL4G36870	Np006G333700
OG0002432	AL4G36760, AL380U10030	Np006G333820
OG0002432	AL4G36780	Np006G333800
OG0002433	AL1G28020	Np004G240420
OG0002434	AL2G39470	Np002G072700
OG0002435	AL2G33400	Np002G080860
OG0002435	AL1G30620	Np004G237650
OG0002436	AL3G43350, AL1G34940	Np004G233460
OG0002436	AL2G37700	Np002G074910
OG0002437	AL1G35620	Np004G232620
OG0002437	AL2G38340	Np002G073930
OG0002438	AL1G35720	Np004G232500
OG0002439	AL2G31830	Np002G082820
OG0002439	AL1G36060	Np004G232070
OG0002440	AL5G23660	Np004G189980, Np005G307140
OG0002441	AL1G36600	Np004G231070
OG0002441	AL2G30590	Np002G084170, Np003G172720
OG0002442	AL1G37310	Np004G230110
OG0002443	AL1G39020	Np004G226380
OG0002443	AL2G28570	Np002G087020
OG0002444	AL2G27620	Np002G088710
OG0002444	AL1G39620	Np004G208880
OG0002445	AL8G26390	Np003G166990
OG0002445	AL7G27590	Np005G280670
OG0002446	AL7G24980	Np005G277350
OG0002446	AL8G28270	Np003G163730
OG0002447	AL7G19150	Np005G270010
OG0002447	AL4G17270	Np006G363610
OG0002448	AL5G30730	Np001G052080
OG0002448	AL1G52230	Np004G202650
OG0002449	AL1G24560	Np004G244560
OG0002449	AL5G15450	Np001G022360
OG0002450	AL1G56130	Np001G040930
OG0002450	AL1G18510	Np004G251240
OG0002451	AL1G18380	Np004G251370
OG0002451	AL4G21790	Np006G359060
OG0002452	AL1G17510	Np004G252200
OG0002452	AL4G24300	Np008G428310, Np006G350360
OG0002453	AL6G50340	Np003G186220
OG0002453	AL1G12530	Np004G257330
OG0002454	AL1G12520	Np004G257340
OG0002454	AL6G50380	Np003G186250
OG0002455	AL6G28060, AL3G44980	Np005G302130, Np003G144230, Np003G144240
OG0002456	AL6G29100	Np003G145390
OG0002456	AL6G29290	Np003G145560
OG0002458	AL5G35840, AL5G35830	Np001G057960, Np001G057930
OG0002459	AL8G39890	Np001G006830, Np001G006740
OG0002460	AL6G17300	Np003G132870
OG0002460	AL8G34630	Np003G154530
OG0002461	AL5G31780	Np001G053110
OG0002462	AL2G36650	Np002G076370
OG0002462	AL1G33930	Np004G234520
OG0002463	AL1G33520	Np004G234910
OG0002464	AL2G34210	Np002G079350
OG0002466	AL1G62900	Np004G191820
OG0002467	AL1G62560, AL3G26610	Np004G192320
OG0002468	AL1G61540	Np004G193420
OG0002469	AL7G39050	Np005G301260
OG0002469	AL3G29830	Np007G391620
OG0002470	AL3G30520	Np007G392600
OG0002470	AL1G54830	Np004G199740
OG0002471	AL3G30750	Np007G392840
OG0002472	AL3G30930	Np007G393040
OG0002472	AL1G55060	Np004G199480
OG0002473	AL3G31140	Np007G393530
OG0002473	AL1G55230	Np004G199260
OG0002474	AL7G41020, AL1G56850	Np005G304050
OG0002474	AL3G36840, AL3G32630	Np007G383310
OG0002475	AL7G41630	Np005G305090
OG0002475	AL3G37520	Np007G384030
OG0002477	AL7G23990	Np005G276250
OG0002478	AL3G27360	Np007G404780
OG0002478	AL1G61640	Np004G193300
OG0002479	AL4G30680	Np006G341690
OG0002480	AL4G38680	Np006G331070
OG0002481	AL5G39900	Np001G063080
OG0002482	AL4G42560, AL8G10940	Np001G033140, Np001G033130
OG0002483	AL1G63660	Np004G190850
OG0002485	AL6G38370	Np001G013990
OG0002488	AL845U10020	Np007G418080, Np007G418070
OG0002490	AL3G32070	Np007G395970
OG0002494	AL3G53990	Np007G371610
OG0002494	AL7G24410	Np005G276740
OG0002495	AL7G23680, AL7G23690, AL7G23700	Np005G275890
OG0002496	AL4G10950	Np006G370130
OG0002496	AL7G11270, AL7G31990	Np005G261370
OG0002497	AL8G33000	Np003G156460
OG0002498	AL7G20450	Np005G271620
OG0002498	AL4G15300	Np006G365470
OG0002499	AL6G33280	Np003G150290
OG0002499	AL5G22410	Np001G043930
OG0002500	AL3G47060	Np005G264460, Np007G378280
OG0002502	AL4G31280, AL941U10010	Np006G340770
OG0002503	AL1G65100	Np002G105110
OG0002504	AL1G20440	Np004G249190
OG0002505	AL1G21090	Np004G248490
OG0002505	AL2G17170	Np002G114670
OG0002506	AL2G16440	Np002G115760, Np003G171450
OG0002506	AL1G21390	Np004G248170
OG0002507	AL5G11780	Np001G025360
OG0002508	nbis-gene-1194	Np001G024780
OG0002508	AL1G25850	Np004G242820
OG0002509	AL5G13380	Np001G024470
OG0002510	AL1G24540	Np004G244580
OG0002510	AL5G15490	Np001G022280
OG0002511	AL5G18540, AL5G18840	Np004G213820
OG0002512	AL5G42240	Np001G065340
OG0002512	AL1G63710	Np004G190810
OG0002513	AL3G22180	Np007G411370
OG0002513	AL6G14670	Np003G129710
OG0002514	AL6G15440	Np004G195410
OG0002515	AL6G16330	Np003G131670
OG0002515	AL3G23180	Np007G410140
OG0002516	AL7G27420, AL7G27400	Np005G280310, Np005G280330
OG0002517	AL7G24930	Np005G277310
OG0002517	AL8G28230	Np003G163760
OG0002518	AL8G31100	Np003G159520
OG0002518	AL7G26230	Np005G278950
OG0002519	AL7G26250	Np005G278960
OG0002520	AL8G31550	Np003G158550
OG0002520	AL7G26310	Np005G279050
OG0002521	AL6G22820, AL6G22810	Np003G138860
OG0002522	nbis-gene-1496	Np003G135770
OG0002522	AL8G41760	Np001G004530
OG0002523	AL7G37300	Np005G295390
OG0002524	AL6G46880	Np003G181760
OG0002524	AL7G30710	Np005G284710
OG0002525	AL6G42940	Np003G176410
OG0002525	AL1G50310	Np004G204340
OG0002526	AL1G44600	Np004G214030
OG0002526	AL7G27930	Np005G281080
OG0002527	AL4G30960	Np006G322150, Np006G341070
OG0002527	AL1G45190	Np004G214800
OG0002528	AL3G50950	Np007G375180
OG0002528	AL7G14960	Np005G267680
OG0002529	AL7G13700	Np005G268930
OG0002529	AL4G13330	Np006G367250
OG0002530	AL4G12600	Np006G368020
OG0002530	AL7G13130	Np005G269580
OG0002531	AL7G12250	Np005G262240
OG0002532	AL7G11360	Np005G261470
OG0002533	AL7G10270	Np005G260200
OG0002534	AL6G42850, AL6G42830, AL6G42820	Np003G176330, Np003G176340
OG0002535	AL6G46510	Np003G181440
OG0002535	AL7G30520	Np005G284440
OG0002536	AL6G47550	Np003G182710
OG0002537	AL6G47740	Np003G182990
OG0002538	AL7G42390	Np005G306360
OG0002538	AL7G42400	Np005G306370
OG0002539	AL7G41700	Np005G305330
OG0002539	AL7G41710	Np005G305340, Np004G228750
OG0002540	AL7G39960	Np005G302750, Np005G302700, Np005G302530, Np005G302710
OG0002541	AL4G47730	Np006G320380
OG0002542	AL4G45420	Np006G323160
OG0002542	AL5G43930	Np001G067430
OG0002543	AL4G44950	Np006G323690
OG0002543	AL5G43430	Np001G066950
OG0002544	AL4G42720	Np006G326380
OG0002544	AL5G41930	Np001G065100
OG0002545	AL4G39740	Np006G329850
OG0002546	AL4G40040	Np006G329710, Np004G225580
OG0002547	AL5G38690	Np001G061750
OG0002547	AL4G39530	Np006G330130
OG0002548	AL4G35730	Np006G335400
OG0002548	AL6G13070	Np003G127990
OG0002549	AL1G53000, AL4G37660	Np006G332490, Np006G332550, Np001G056730
OG0002550	AL6G32110	Np001G043100
OG0002551	AL5G25510	Np001G046370
OG0002551	AL8G36040	Np003G152850
OG0002552	AL5G28070	Np001G049220
OG0002552	AL8G40560	Np001G005880
OG0002553	AL8G44290	Np001G001680
OG0002553	AL5G30440	Np001G051690
OG0002554	AL8G44880	Np001G000900
OG0002555	AL6G52610	Np003G188190
OG0002555	AL1G11340	Np004G258550
OG0002556	AL6G51830	Np003G187900
OG0002556	AL1G11510	Np004G258380
OG0002557	AL1G15860	Np004G253800
OG0002557	AL4G26720	Np006G355200
OG0002558	AL1G52050, AL1G51930, AL7G25820, AL2G26020	Np005G278570
OG0002559	AL3G10640	Np007G424830
OG0002559	AL6G25460	Np003G141610
OG0002560	AL6G26200	Np003G142260
OG0002560	AL3G11130	Np007G424320
OG0002561	AL6G27660	Np003G143780
OG0002561	AL3G12350	Np007G422890
OG0002562	AL6G40350	Np001G015530
OG0002562	AL3G15240	Np007G419610
OG0002563	AL3G11490, AL8G13590	Np007G419490
OG0002564	AL3G17250, AL6G30140	Np007G417280
OG0002565	AL5G33320, AL4G32150	Np001G054710
OG0002566	AL4G33890	Np006G337160, Np006G337170
OG0002566	nbis-gene-1095	Np010G434700, Np007G401530
OG0002567	AL1G28440	Np004G239960
OG0002567	AL2G40130, AL891U10010	Np002G072090
OG0002568	AL2G35300	Np002G078080
OG0002568	AL1G32370	Np004G235860
OG0002569	AL2G36140	Np002G076970
OG0002569	AL1G33170	Np004G235170
OG0002570	AL1G33390	Np004G235040, Np002G076840
OG0002571	AL2G36670	Np002G076320
OG0002571	AL1G33960	Np004G234490
OG0002572	AL2G37510	Np002G075100
OG0002572	AL1G34750	Np004G233750
OG0002573	AL2G29410	Np002G085750
OG0002573	AL1G37980	Np004G228740
OG0002574	AL1G39600	Np004G208860
OG0002574	AL2G27610	Np002G088720
OG0002575	AL3G41580, AL3G41420	Np004G227690
OG0002577	AL1G17590	Np006G364060
OG0002578	AL1G16360	Np004G253370
OG0002579	AL1G16040	Np005G305620, Np004G253660
OG0002579	AL1G16050	Np004G199410
OG0002580	AL4G27350	Np006G355950
OG0002580	AL1G15350	Np004G254430
OG0002581	AL1G11450, AL1G22540	Np004G258440
OG0002582	AL4G38080	Np006G331850
OG0002582	AL6G15360	Np003G130480
OG0002583	AL5G29400	Np001G050550
OG0002583	AL6G36250	Np001G011970
OG0002584	AL5G26420	Np001G046950
OG0002584	AL8G35080	Np003G153990
OG0002585	AL8G36220	Np003G152660
OG0002586	AL2G27460, AL5G20720, AL5G24630	Np002G088920
OG0002587	AL1G32470	Np004G235750
OG0002587	AL2G35430	Np002G077950
OG0002588	AL2G34170	Np002G079390
OG0002588	AL1G31100	Np004G237070
OG0002589	AL1G29830	Np004G238490
OG0002589	AL2G32430	Np002G081980
OG0002590	AL3G26330	Np007G406030
OG0002590	AL1G62780	Np004G192020
OG0002591	AL3G25420	Np007G407450
OG0002591	AL1G63410	Np004G191180
OG0002592	AL1G62850	Np004G191920
OG0002592	AL3G26250	Np007G406150
OG0002593	AL3G28040	Np007G403660
OG0002594	AL1G61050	Np004G194100
OG0002595	AL1G60440	Np004G194640
OG0002596	AL3G29570	Np007G391410
OG0002596	AL7G39370	Np005G301700
OG0002597	AL3G30280	Np007G392310
OG0002597	AL1G54550	Np004G200050
OG0002598	AL3G31010	Np007G393210
OG0002598	AL1G55140	Np004G199360
OG0002599	AL3G35890	Np007G382100
OG0002600	AL3G11690, AL7G41650	Np007G423500
OG0002601	AL4G17060	Np006G363700
OG0002601	AL7G19310	Np005G270200
OG0002602	AL3G24790	Np007G408180
OG0002603	AL1G59240	Np004G195680
OG0002604	AL1G56150, AL1G56240	Np004G198390
OG0002605	AL5G37770	Np001G060610
OG0002605	AL4G34480, nbis-gene-1133	Np006G330990
OG0002606	AL5G39600	Np001G062750
OG0002606	AL4G40540	Np006G328900
OG0002607	AL5G42350	Np001G065560
OG0002608	AL3G37360	Np007G383920
OG0002609	nbis-gene-581	Np001G005560
OG0002609	AL2G23450	Np004G229030
OG0002610	AL7G36670	Np002G113040
OG0002610	AL8G12260	Np001G035880
OG0002611	AL4G36170	Np006G334690
OG0002611	AL4G36210	Np006G334680
OG0002612	AL7G19460	Np005G270380
OG0002613	nbis-gene-1377	Np004G256680, Np004G256710
OG0002613	AL1G13220, AL1G13230, AL1G13200	Np007G417290
OG0002614	AL5G15690	Np001G021980
OG0002615	AL1G35160	Np004G232970
OG0002617	AL7G52840	Np005G312850, Np005G312820
OG0002618	AL8G40950, AL8G40970, AL8G40980	Np001G005410
OG0002622	AL3G47830	Np007G372270
OG0002622	AL7G23750	Np005G275950
OG0002623	AL4G14640	Np006G365970
OG0002624	AL7G18930	Np005G262860
OG0002625	AL2G20620	Np031G440040, Np019G438870
OG0002626	AL3G52260	Np007G377600
OG0002626	AL7G16780	Np005G264790
OG0002627	AL7G16640	Np005G264910
OG0002627	AL3G52520	Np007G377430, Np007G377420
OG0002628	AL3G49420, AL3G49430	Np007G376920
OG0002628	AL7G16220	Np005G265670
OG0002629	AL4G31090	Np006G340950
OG0002629	AL1G45650	Np004G215250
OG0002630	AL4G31610, AL212U10010	Np006G340340
OG0002631	AL4G31770	Np006G340110
OG0002631	AL7G37930	Np005G298260
OG0002632	AL1G66150	Np002G108420
OG0002632	AL1G19740	Np004G249900
OG0002633	AL1G67510	Np002G112250
OG0002633	AL1G20190	Np004G249460
OG0002634	AL2G17680	Np002G113880
OG0002635	AL1G22580	Np004G246900
OG0002635	AL2G14420	Np002G118570
OG0002636	AL1G26730	Np004G241750
OG0002636	AL5G10960	Np001G026490
OG0002637	AL1G25860	Np004G242810
OG0002637	AL5G12920	Np001G024790
OG0002638	AL1G24940	Np004G244090
OG0002639	AL5G15970	Np001G021740
OG0002639	AL6G12060	Np003G127000
OG0002640	AL5G18590	Np001G019520
OG0002640	AL5G18520	Np001G019560
OG0002641	AL7G50800	Np005G315570, Np005G318700
OG0002641	AL5G19000	Np001G019100
OG0002642	AL2G25760	Np002G092580
OG0002643	AL7G46640	Np005G312470
OG0002643	AL2G24180	Np002G095040
OG0002644	AL7G25140	Np005G277540
OG0002645	AL8G33120	Np003G156320
OG0002645	AL7G27030	Np005G279910
OG0002646	AL6G13720	Np003G128580
OG0002647	AL7G28600	Np005G282020
OG0002648	AL8G27810	Np003G164430
OG0002648	nbis-gene-1768	Np005G277090
OG0002649	nbis-gene-2118	Np003G161350
OG0002650	AL8G29690	Np003G162680, Np003G162580
OG0002651	AL8G30080	Np003G163320
OG0002651	AL7G25580	Np005G278340
OG0002652	AL3G53000	Np007G373980
OG0002653	AL6G21490	Np003G137300
OG0002653	AL6G36760	Np001G012430
OG0002654	AL8G43220, AL112U10050	Np001G002850
OG0002654	AL6G21080	Np003G136870
OG0002655	AL6G20510	Np003G136310
OG0002655	AL8G42710	Np001G003410
OG0002656	AL8G42020	Np001G004260
OG0002656	AL6G20140	Np003G135960
OG0002657	AL7G36380	Np005G292640
OG0002657	AL8G11810	Np001G034990
OG0002657	AL7G40180	Np005G303100
OG0002658	AL7G33240	Np005G287130
OG0002658	AL7G33230	Np005G311820
OG0002659	AL7G31330	Np005G285630
OG0002659	AL6G47650	Np003G182870
OG0002660	AL6G47320	Np003G182520
OG0002660	AL7G30990	Np005G285040
OG0002661	AL7G30000	Np005G283520
OG0002661	AL6G45790	Np003G180430
OG0002662	AL1G50560	Np004G204600
OG0002662	AL6G43150	Np003G177050
OG0002663	AL1G41630	Np004G210920
OG0002665	AL6G43540, AL3G51060	Np001G021500, Np007G375080, Np001G021490
OG0002666	AL7G14560	Np005G268160
OG0002667	AL7G14460	Np005G268260
OG0002667	AL3G51630	Np007G374610
OG0002668	AL7G13840, AL7G13850	Np005G268750, Np005G268740
OG0002669	AL4G12410	Np006G368250, Np006G368260
OG0002669	AL7G12920	Np005G269730
OG0002670	AL4G10790	Np006G370000
OG0002670	AL7G11180	Np005G261270
OG0002672	AL7G50580	Np005G315930
OG0002673	AL6G41440	Np003G176310
OG0002673	AL1G26650	Np004G241820
OG0002674	AL6G47460, AL6G47450	Np003G182610, Np003G157230
OG0002675	AL7G32980	Np005G287490
OG0002675	AL6G48990	Np003G184880
OG0002676	AL9U11590	Np005G307700
OG0002676	AL3G41290	Np007G388040
OG0002677	AL9U11190	Np005G307950
OG0002677	AL9U11120, AL9U11100, AL9U11080	Np005G308050
OG0002678	AL3G39170	Np007G386050, Np005G308180
OG0002678	AL7G42970	Np005G307200
OG0002679	AL7G41590	Np007G384000
OG0002680	AL7G41480	Np005G304680
OG0002680	AL3G37380	Np007G383930
OG0002683	AL4G40320	Np006G329120
OG0002683	AL5G39720	Np001G062870
OG0002684	AL4G39710	Np006G329960
OG0002685	AL6G10730	Np003G125510
OG0002685	AL3G19910	Np007G414050
OG0002686	AL6G13700	Np003G128560
OG0002686	AL6G26820	Np003G142940
OG0002687	AL5G23920	Np001G045030
OG0002687	AL8G36970	Np003G151900
OG0002688	AL5G24510	Np001G045550
OG0002688	AL8G36600	Np003G152270
OG0002689	AL8G36090	Np003G152820, Np003G152810
OG0002690	AL5G25530	Np001G046390
OG0002691	AL5G28040	Np001G049190
