Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_glauca
OG0000845	AL5G28020	Cg002G058370
OG0000846	AL7G18290	Cg001G007070
OG0000846	AL4G19250, AL5G23400	Cg002G062540
OG0000847	nbis-gene-1501	Cg008G290080
OG0000848	AL8G10250, AL1G11420, AL6G52650	Cg001G033730, Cg006G244290
OG0000849	AL4G46160	Cg005G159010
OG0000849	AL6G52560	Cg014G332380, Cg003G077230
OG0000849	AL5G44500	Cg002G044730
OG0000851	AL4G40110	Cg005G164180
OG0000851	AL5G39050	Cg002G048830
OG0000852	AL6G47560	Cg003G081090
OG0000853	AL3G46690, AL6G49880	Cg003G094800
OG0000853	AL6G49890	Cg003G094810, Cg003G079140
OG0000854	AL4G21740	Cg005G178980
OG0000854	AL1G18350, AL1G18340	Cg006G238090
OG0000855	AL5G27270	Cg002G059040
OG0000855	AL8G39660	Cg003G110450
OG0000856	AL6G41860	Cg007G267690
OG0000857	AL5G20580	Cg008G317780, Cg002G066130
OG0000857	AL5G28670	Cg002G057800
OG0000860	AL4G44390	Cg005G185510
OG0000861	AL1G13550, AL1G12990	Cg006G242500
OG0000863	AL7G40720, AL7G40670	Cg001G026700, Cg001G026690
OG0000867	AL2G24170	Cg007G265590
OG0000868	AL6G16690	Cg008G287420
OG0000868	AL3G23490	Cg004G127670
OG0000869	AL8G10830	Cg008G324790
OG0000869	AL7G37090	Cg001G023430
OG0000870	AL1G41780	Cg006G218420
OG0000870	AL4G29440	Cg005G172890
OG0000871	AL3G11880	Cg004G117640
OG0000871	AL6G26930	Cg008G296340
OG0000871	AL7G52090	Cg001G038170
OG0000872	AL4G27920	Cg005G174170
OG0000872	AL4G28010	Cg005G174090
OG0000873	AL3G14180	Cg004G119870
OG0000875	AL1G16630	Cg006G239610
OG0000876	AL6G34140	Cg008G302740
OG0000877	AL3G34230, AL3G34220	Cg005G162200
OG0000879	AL1G16650	Cg006G239600
OG0000883	AL3G15000	Cg004G120520, Cg001G005560
OG0000884	AL2G27180	Cg007G268460
OG0000884	AL1G39960	Cg006G220070
OG0000885	AL1G35970	Cg006G223510
OG0000885	AL7G24550	Cg001G012610
OG0000886	AL1G52630	Cg006G204220
OG0000886	AL8G17760	Cg008G318350
OG0000887	AL4G46670	Cg005G185200, Cg005G185190
OG0000888	AL5G40270	Cg002G047840
OG0000888	AL4G41040	Cg005G163520
OG0000889	AL5G25290	Cg002G060830
OG0000890	AL5G34640	Cg002G052850
OG0000890	AL4G33980, AL4G33940	Cg005G169010
OG0000891	AL1G35950	Cg006G223530
OG0000891	AL1G35960	Cg006G223520
OG0000892	AL6G37260, AL6G37270	Cg008G305230, Cg008G305220
OG0000894	AL3G48580	Cg007G254610
OG0000895	AL3G41720	Cg004G143380
OG0000897	AL5G34950	Cg002G052600
OG0000897	AL4G34840	Cg005G168540
OG0000898	AL1G60070, AL1G60110	Cg006G197730
OG0000900	AL1G25240	Cg006G232460
OG0000900	AL1G25270	Cg006G232450
OG0000901	AL7G38460	Cg001G024700
OG0000902	AL6G15270	Cg008G286220
OG0000902	AL3G22380	Cg004G126600
OG0000903	AL2G19300, AL6G21840	Cg008G291670
OG0000903	AL5G23730	Cg002G062240, Cg002G062220
OG0000904	AL6G20860, AL9U11150	Cg008G290810
OG0000905	AL6G20770	Cg008G290680
OG0000905	AL8G42460	Cg003G113200
OG0000906	AL8G42410	Cg003G112910
OG0000906	AL6G20450	Cg008G290420
OG0000907	AL7G35670	Cg001G022170
OG0000907	AL8G12680	Cg008G323080
OG0000908	AL7G11210	Cg001G001080
OG0000908	AL3G16190	Cg004G121360
OG0000908	nbis-gene-444, AL4G10840	Cg005G193190
OG0000909	AL1G37870	Cg006G221900
OG0000909	AL6G27070	Cg008G296480
OG0000910	AL8G36750	Cg003G107900
OG0000910	AL8G36740	Cg003G107890
OG0000911	AL8G44760	Cg003G115090
OG0000911	AL5G30880	Cg002G056130
OG0000912	AL6G50480	Cg014G330920, Cg003G078630
OG0000912	AL1G12430	Cg006G243400
OG0000913	AL1G37070	Cg006G222560
OG0000913	AL2G30030	Cg007G271050
OG0000915	AL5G33700	Cg002G053780
OG0000915	AL4G32560	Cg005G170130
OG0000917	AL1G24740	Cg006G232840
OG0000918	AL9U10470, AL9U10450	Cg001G029770
OG0000919	AL3G30270, AL3G30260	Cg004G133710, Cg004G133740, Cg004G133750
OG0000920	AL7G48560	Cg001G041790
OG0000920	AL1G62670	Cg006G195600
OG0000921	AL1G57030	Cg006G199990
OG0000921	AL1G57070	Cg006G199970
OG0000922	AL4G20330, AL7G35340, AL5G19220, AL7G45210, AL5G18940, AL2G17620, AL6G45150, AL4G17650, AL2G40150, AL8G21530, AL39U10060, AL6G37480, AL2G20280, AL4G18800, AL4G20320	Cg001G028120
OG0000923	AL8G24040	Cg003G096160, Cg003G096130, Cg003G090580
OG0000924	AL7G14730	Cg001G003800
OG0000924	AL1G65990	Cg006G206780, Cg003G091340
OG0000924	AL3G51320	Cg004G154270
OG0000930	AL3G48470	Cg004G156100
OG0000930	AL7G23090	Cg001G011180
OG0000931	AL3G19500	Cg004G124190
OG0000931	AL3G22660	Cg004G126890
OG0000932	AL4G33650	Cg005G169230
OG0000932	AL3G23530	Cg004G127700
OG0000933	AL8G26770	Cg003G099100
OG0000934	AL7G34620	Cg001G021230
OG0000935	AL6G48940	Cg003G079860, Cg003G094160
OG0000935	AL7G32960	Cg001G019870
OG0000936	AL7G32420	Cg001G019410
OG0000936	AL7G32430	Cg001G019420
OG0000936	AL7G32400	Cg001G019400
OG0000937	AL7G29330	Cg003G086600
OG0000937	AL7G29320	Cg001G016930
OG0000938	AL7G11800	Cg008G305500, Cg001G001460
OG0000938	AL7G11790	Cg001G001440
OG0000939	AL4G10580, AL4G10570	Cg005G193500, Cg005G193490
OG0000940	AL3G43150	Cg004G145690
OG0000940	AL7G15240, AL3G43220, AL7G44430	Cg001G033460
OG0000941	AL7G42220	Cg001G028160
OG0000941	AL3G38520	Cg004G141250
OG0000941	AL1G15360	Cg006G240800
OG0000942	AL3G38050	Cg001G027900
OG0000943	AL6G39090	Cg008G306640
OG0000944	AL5G41470	Cg002G046950, Cg005G162410
OG0000945	AL6G28100	Cg008G297310
OG0000946	AL6G10510	Cg008G282340
OG0000946	AL6G10490	Cg008G282310
OG0000946	AL6G10500	Cg008G282330
OG0000947	AL3G11480	Cg004G117390
OG0000950	AL6G38730	Cg008G306410
OG0000950	AL3G16530	Cg004G121620
OG0000952	AL4G42490	Cg005G162130
OG0000953	AL5G30240	Cg002G056770
OG0000953	AL5G30310	Cg002G056740
OG0000953	AL5G30270	Cg002G056730
OG0000954	AL3G32800	Cg004G136070
OG0000954	AL3G32810	Cg004G136080
OG0000955	AL1G50120	Cg006G209670
OG0000956	AL4G17500	Cg005G182100
OG0000958	AL2G15010	Cg007G249620, Cg007G249660, Cg007G249630, Cg007G249640, Cg007G249650, Cg007G249250, Cg007G249240, Cg007G249230, Cg007G249210, Cg008G313590, Cg007G249220, Cg007G249260
OG0000963	AL6G11600	Cg008G283130
OG0000963	AL3G20560	Cg004G125020
OG0000964	AL8G23720	Cg003G091510
OG0000965	AL3G25580	Cg004G129490
OG0000965	AL486U10010	Cg001G021420
OG0000966	AL7G34610	Cg001G021220
OG0000967	AL1G50820	Cg006G208540
OG0000967	AL1G35650	Cg006G223750
OG0000968	AL7G46720	Cg001G036860
OG0000968	AL7G46710	Cg001G036850
OG0000969	AL8G15070	Cg008G321010
OG0000969	AL66U10010	Cg008G320930
OG0000969	AL8G15090	Cg008G321000
OG0000970	AL8G44100	Cg003G114490
OG0000970	nbis-gene-1338	Cg002G056790
OG0000971	AL5G37100, AL5G36880	Cg002G050560
OG0000971	AL3G13960	Cg004G119750
OG0000972	AL6G38560	Cg008G306250
OG0000973	AL3G17050	Cg004G122110
OG0000974	AL7G48410, AL7G48420	Cg005G188820
OG0000975	AL1G32480	Cg006G226270
OG0000976	AL1G26900, AL7G44330	Cg006G230980, Cg006G210660
OG0000977	AL5G26280	Cg002G059970
OG0000977	AL5G26230	Cg002G060000
OG0000977	AL5G26220	Cg002G060010
OG0000978	AL5G24350	Cg002G061540, Cg002G061530
OG0000979	AL7G39590	Cg008G319100, Cg008G319070, Cg008G319160, Cg008G319120, Cg008G319080, Cg008G319110, Cg008G319090
OG0000979	AL7G39600	Cg001G025600
OG0000980	AL7G49940	Cg005G185490
OG0000980	AL4G11560	Cg001G011210
OG0000981	nbis-gene-566	Cg006G226750, Cg007G269390, Cg002G057310
OG0000983	AL6G33190	Cg008G301920
OG0000986	AL7G11530	Cg005G193270
OG0000986	AL5G34940	Cg004G148460
OG0000987	AL1G45810	Cg006G214510
OG0000988	AL6G15700	Cg008G286600
OG0000988	AL3G52710, AL3G22820	Cg004G127030
OG0000989	AL8G26450	Cg001G034280, Cg003G098720
OG0000989	AL8G18530	Cg008G315380, Cg001G036560
OG0000990	AL8G11980	Cg001G022750
OG0000990	AL3G18680, nbis-gene-1822	Cg008G323820, Cg008G323510
OG0000991	AL1G47400	Cg006G212740, Cg006G212750
OG0000992	AL4G11020, AL4G11010	Cg005G193070
OG0000992	AL7G11320	Cg001G001180
OG0000993	AL7G50560	Cg004G143300, Cg001G040010
OG0000994	AL4G24960	Cg005G176710
OG0000995	AL4G26770	Cg005G175140
OG0000996	AL4G25640	Cg005G175960
OG0000996	AL1G16710	Cg006G239550
OG0000997	AL3G14020	Cg004G119800, Cg006G232510
OG0000998	AL4G37130	Cg005G166590
OG0000998	AL5G36650	Cg002G050950
OG0001000	AL3G49610, AL3G49630	Cg004G152760
OG0001000	AL6G25630	Cg008G295070
OG0001001	AL6G37910, AL6G37900	Cg008G305680
OG0001002	AL3G25180, AL3G25200	Cg004G129200
OG0001003	AL1G60880	Cg006G197170
OG0001004	AL4G37790	Cg004G143070, Cg005G166040
OG0001008	AL7G23180, AL7G23190	Cg001G011250
OG0001008	AL7G23200	Cg001G011260
OG0001009	AL7G22610, AL7G22600	Cg001G010880, Cg001G010890
OG0001009	AL7G22620	Cg001G010900
OG0001010	nbis-gene-190	Cg006G214300
OG0001010	AL4G31630	Cg005G171020
OG0001011	AL1G46170	Cg006G214110
OG0001011	AL7G42870	Cg001G029030
OG0001012	AL1G67200	Cg007G253190
OG0001012	AL1G20110	Cg006G236470
OG0001013	AL2G20000, AL2G20090	Cg007G261330, Cg007G261700
OG0001015	AL7G27460	Cg001G015150
OG0001015	AL8G26910	Cg003G099210
OG0001016	AL6G21720	Cg008G291560
OG0001017	AL8G43190	Cg003G113600
OG0001017	AL8G29170	Cg003G100960
OG0001018	AL6G34920	Cg008G303340
OG0001019	AL7G36950	Cg001G023320
OG0001019	AL8G11120	Cg008G324660
OG0001020	AL7G36620	Cg001G023010
OG0001020	AL8G11640	Cg008G324240
OG0001021	AL5G45740	Cg002G043740
OG0001021	AL4G47460, AL39U10040	Cg005G157750
OG0001022	AL4G46820	Cg005G158440
OG0001022	AL6G25680	Cg008G295120
OG0001022	AL2G23490, AL5G45070	Cg002G044320
OG0001023	nbis-gene-1551	Cg008G302720
OG0001023	nbis-gene-2036, nbis-gene-2018, nbis-gene-900	Cg004G154680
OG0001024	AL4G26690	Cg005G175200
OG0001024	nbis-gene-79, AL4G26680	Cg005G175210
OG0001025	AL1G16770	Cg006G239470
OG0001025	AL4G25510	Cg005G176090
OG0001026	AL3G10970	Cg004G116850
OG0001026	AL6G25930	Cg008G295370
OG0001027	AL1G25230	Cg006G232470
OG0001027	AL1G22170	Cg006G234800
OG0001028	AL4G36730	Cg005G166890
OG0001028	AL5G36270	Cg002G051340
OG0001029	AL1G35240, AL1G35120	Cg006G224090
OG0001029	AL2G37860	Cg007G278280
OG0001030	AL1G32560	Cg006G226140
OG0001030	AL2G35570	Cg007G276150
OG0001031	AL1G32700	Cg006G226000
OG0001031	AL2G35750	Cg007G276300
OG0001032	AL2G36740	Cg007G277250
OG0001032	AL1G34080	Cg006G224970
OG0001033	AL1G40040	Cg006G219990
OG0001034	AL1G37030	Cg006G222600
OG0001035	AL3G14320, AL3G14310	Cg004G119960
OG0001036	AL2G39070	Cg007G279340
OG0001037	AL2G40450	Cg007G280410
OG0001038	AL3G24730	Cg004G128790
OG0001038	AL3G24740	Cg004G128800
OG0001039	AL1G54940	Cg006G201560
OG0001039	AL3G30650	Cg004G134100
OG0001040	AL1G59570	Cg006G198110
OG0001040	AL3G35250	Cg004G138190
OG0001041	AL5G26850	Cg002G059490
OG0001042	AL4G18130	Cg003G086340
OG0001042	AL7G44850	Cg006G197580
OG0001043	AL1G59880	Cg006G197900
OG0001043	AL1G59900	Cg006G197880
OG0001044	AL5G36580	Cg002G051030
OG0001045	AL5G24440, AL5G24500	Cg002G061730, Cg002G061740, Cg002G061710, Cg002G061420
OG0001047	AL3G11210	Cg004G117130, Cg004G117140
OG0001051	AL3G49510	Cg004G152660
OG0001051	AL7G16180	Cg001G005210
OG0001053	AL2G18370	Cg007G252050
OG0001053	AL4G26470	Cg008G319240
OG0001053	AL1G20570	Cg006G236030
OG0001054	AL2G14270	Cg007G248690
OG0001055	AL5G13550	Cg002G073200
OG0001056	AL3G21860	Cg004G126090
OG0001056	AL6G14020	Cg008G285170
OG0001057	AL7G25010	Cg001G012980
OG0001057	AL8G29300	Cg003G101330
OG0001058	AL7G37560	Cg001G023830
OG0001058	AL7G15210	Cg001G004310
OG0001059	AL8G14140	Cg008G321860
OG0001059	AL7G34340	Cg001G020960
OG0001060	AL7G42570	Cg001G028550
OG0001060	AL3G38710	Cg004G141450
OG0001061	AL3G37410	Cg004G140280
OG0001061	AL7G41560	Cg001G027410, Cg001G027420
OG0001062	AL5G30060	Cg002G056860
OG0001062	AL8G43950	Cg003G114330
OG0001062	AL4G12890	Cg005G191660
OG0001064	AL4G33370	Cg005G169470
OG0001064	AL5G34170	Cg002G053300
OG0001065	AL4G33580	Cg005G169290
OG0001065	AL5G34370	Cg002G053100
OG0001066	AL4G33590	Cg005G169280
OG0001066	AL5G34380	Cg002G053090
OG0001067	AL2G39460	Cg007G279690
OG0001067	AL1G28880	Cg006G229270
OG0001068	AL3G14910, AL4G14760	Cg004G120450
OG0001068	AL2G32050	Cg007G272830
OG0001069	AL2G34970	Cg007G275550
OG0001069	AL1G31940	Cg006G226630
OG0001070	AL1G39820	Cg006G220230
OG0001070	AL3G50370	Cg004G153470
OG0001071	AL1G25990	Cg006G231870
OG0001071	AL1G26000	Cg006G231860
OG0001072	AL6G35210	Cg008G303550
OG0001073	AL2G23650, AL2G23660	Cg006G194220, Cg006G196340, Cg008G321390
OG0001074	AL2G26290	Cg007G267550
OG0001075	AL1G61020	Cg006G197020
OG0001075	AL3G28290	Cg004G132050
OG0001076	AL3G27300	Cg004G131110
OG0001077	nbis-gene-1733, nbis-gene-1731	Cg001G008360
OG0001078	AL3G32990, nbis-gene-2089	Cg007G248500
OG0001079	AL3G10890, nbis-gene-1226, AL3G10900	Cg006G219620
OG0001080	AL8G44350	Cg003G114730
OG0001080	AL3G53310	Cg005G166750
OG0001080	AL8G44360	Cg003G114740
OG0001084	AL3G53590	Cg004G156900
OG0001084	AL7G24080	Cg001G012060
OG0001085	AL3G48510	Cg004G156040
OG0001085	AL7G22990	Cg001G011110
OG0001086	AL7G18140	Cg001G006950
OG0001086	AL3G45570	Cg004G148040
OG0001087	AL7G16560	Cg001G005580
OG0001088	AL5G17330	Cg002G070530, Cg002G068440
OG0001089	AL5G18560	Cg002G069650
OG0001089	AL5G18530	Cg002G069620
OG0001090	AL3G45730	Cg006G204860
OG0001091	AL5G24020, AL5G28380	Cg002G058070
OG0001091	AL8G25110	Cg003G097140
OG0001092	nbis-gene-1481	Cg008G287630
OG0001093	AL6G30850	Cg008G299800
OG0001093	AL6G22960	Cg008G292620
OG0001094	AL6G20480	Cg008G290440
OG0001094	AL8G42750	Cg003G112950
OG0001095	AL9U11620	Cg001G031340
OG0001095	AL9U11640	Cg002G062810
OG0001095	AL9U11570	Cg001G031260
OG0001096	AL5G39710	Cg002G048270
OG0001096	AL4G40340	Cg005G163960
OG0001097	AL2G25850	Cg002G060280
OG0001097	AL8G35430	Cg003G106660
OG0001098	AL5G29650	Cg002G057150
OG0001098	AL8G43520	Cg003G113860
OG0001099	AL1G11060, AL1G11030	Cg006G244620, Cg006G244610
OG0001099	AL6G52290	Cg003G077020, Cg014G332600
OG0001100	AL4G27570, AL4G27560, AL4G27550	Cg005G174480
OG0001101	AL6G25400	Cg008G294840
OG0001102	AL3G11520	Cg004G117400
OG0001102	AL6G26580	Cg008G296020
OG0001103	AL6G40540	Cg008G307550
OG0001103	AL3G14520	Cg004G120130
OG0001104	AL6G40370	Cg008G307440
OG0001105	AL2G40840	Cg007G280810
OG0001105	AL1G27950	Cg006G230100
OG0001106	AL1G29060	Cg006G229080
OG0001106	AL2G39280	Cg007G279520
OG0001107	AL1G30240	Cg006G228110
OG0001107	AL2G33000	Cg007G273690
OG0001108	AL2G34600	Cg007G275190
OG0001109	AL2G37710	Cg007G278150
OG0001110	AL22U10050	Cg007G270340
OG0001110	AL1G38350	Cg006G221540
OG0001111	AL2G26000	Cg007G267350
OG0001111	AL1G40810	Cg006G219210
OG0001112	AL8G22690	Cg008G308320, Cg008G310530, Cg008G308880
OG0001113	AL6G17000	Cg008G287700
OG0001113	AL6G16980	Cg008G287690
OG0001115	AL2G32100	Cg007G272910
OG0001115	AL1G29600	Cg006G228630
OG0001116	AL1G59450	Cg006G198210
OG0001116	AL3G35080	Cg004G138070
OG0001117	AL7G39630	Cg001G025620
OG0001118	AL3G52460	Cg006G195550, Cg006G195490, Cg006G195510
OG0001119	AL1G63830, AL1G62530, AL1G61860, nbis-gene-300	Cg006G196310
OG0001120	AL7G15150	Cg001G004200
OG0001120	AL3G50780	Cg004G153880
OG0001122	AL1G30130, AL4G15630, AL4G15510	Cg008G312130, Cg008G312150, Cg004G153130
OG0001124	AL7G25710	Cg001G013610
OG0001125	AL1G49600	Cg006G214750
OG0001125	AL4G31680	Cg005G170980
OG0001127	AL1G26550	Cg006G231330
OG0001127	AL5G11310	Cg002G074740
OG0001128	AL5G13940	Cg002G073250
OG0001128	AL1G25340	Cg006G232370
OG0001129	AL5G18770, AL5G18730	Cg002G069980
OG0001130	AL5G20100	Cg002G065630
OG0001130	AL7G51620	Cg001G038590
OG0001131	AL8G33210	Cg003G104840
OG0001132	AL6G12330	Cg008G283760
OG0001132	AL3G20930	Cg004G125310
OG0001133	AL7G26000	Cg001G013830
OG0001133	AL8G30690	Cg003G102440
OG0001134	AL6G24050, AL6G24060	Cg008G293580
OG0001135	AL8G42330	Cg003G112830
OG0001135	AL6G20380	Cg008G290350
OG0001136	AL7G36660	Cg001G023060
OG0001136	AL8G11550	Cg008G324330
OG0001137	AL8G13460	Cg008G322450
OG0001137	AL7G34850	Cg001G021400
OG0001139	AL1G41460	Cg006G218740
OG0001139	AL1G40710	Cg006G219310
OG0001140	AL7G15010	Cg001G004010
OG0001140	AL3G50920	Cg004G153980
OG0001141	AL5G25610	Cg002G060590, Cg002G060560
OG0001141	AL7G52900	Cg001G037180
OG0001142	AL3G36920	Cg004G139820
OG0001142	AL7G41070	Cg008G310310, Cg008G308650
OG0001143	AL4G44210	Cg005G160690
OG0001143	AL5G42890	Cg002G046010
OG0001144	AL5G42340	Cg002G046480
OG0001144	AL4G43450	Cg005G161400
OG0001145	AL3G16040, AL8G28550, AL6G37010, AL1G56010, nbis-gene-666	Cg004G121230
OG0001146	AL4G39730	Cg005G164350
OG0001146	AL3G21660	Cg004G125930
OG0001147	AL6G31060	Cg008G300070
OG0001148	AL8G41950	Cg003G112480
OG0001148	nbis-gene-1500	Cg008G290070
OG0001149	AL5G31590	Cg002G055650
OG0001149	AL8G45240	Cg003G115540
OG0001150	AL6G26990	Cg008G296400
OG0001150	AL3G11920	Cg004G117690
OG0001151	AL3G17870	Cg004G122810
OG0001151	AL8G22890	Cg008G308750, Cg008G310410
OG0001152	AL5G37650	Cg002G049980
OG0001152	AL4G38370	Cg005G165500
OG0001153	AL5G33580, AL278U10010	Cg002G053920
OG0001153	AL4G32450	Cg005G170220
OG0001154	AL2G35130	Cg007G275700
OG0001154	AL1G32200	Cg006G226550
OG0001155	AL2G36030	Cg007G276600
OG0001155	AL1G33060	Cg006G225740
OG0001156	AL1G37300	Cg006G222320
OG0001156	nbis-gene-584	Cg007G270860
OG0001157	AL1G22500	Cg006G234530
OG0001158	AL2G30210	Cg007G271230
OG0001159	AL2G36790	Cg007G277290
OG0001159	AL4G37320, AL2G36780	Cg007G277280
OG0001160	AL1G63540	Cg006G194790
OG0001160	AL3G25350	Cg004G129290
OG0001161	AL3G35190	Cg004G138130
OG0001161	AL1G59540	Cg006G198140
OG0001162	AL1G56090, AL1G56080, AL1G56070	Cg006G200430, Cg006G200420
OG0001163	nbis-gene-893	Cg004G153850
OG0001163	nbis-gene-875	Cg004G155670
OG0001165	AL6G22040	Cg008G291830
OG0001166	AL4G11480	Cg005G192670
OG0001169	AL8G29310, AL8G29370	Cg003G101340
OG0001170	AL3G15750	Cg004G121090
OG0001170	AL6G39470	Cg008G306930
OG0001171	AL2G15540	Cg007G250050
OG0001171	AL1G21940	Cg006G234970
OG0001172	AL1G25650	Cg006G232130
OG0001173	AL7G26860	Cg001G014610
OG0001173	AL2G10690	Cg007G246030
OG0001174	AL3G22210	Cg004G126410
OG0001174	AL6G38110	Cg008G285880
OG0001175	AL8G31800	Cg003G103460
OG0001175	AL7G26480	Cg001G014230
OG0001176	AL8G43000	Cg003G113430
OG0001176	AL6G20950	Cg008G290890
OG0001177	AL6G18320, AL6G18280	Cg008G288780, Cg008G288740
OG0001177	AL6G18310	Cg008G288770
OG0001178	AL6G18140	Cg008G288600
OG0001179	AL7G35590	Cg001G022060
OG0001179	AL9U10340	Cg001G029680
OG0001180	AL7G34460	Cg001G021120
OG0001180	AL8G14010	Cg008G321960
OG0001181	AL7G32180	Cg001G019240
OG0001181	AL6G48400	Cg003G093720, Cg003G080260
OG0001182	AL1G42770	Cg006G217770
OG0001183	AL7G15320	Cg001G004390
OG0001183	AL3G50690	Cg004G153780
OG0001184	AL5G44430	Cg002G044820
OG0001184	AL4G46020	Cg005G159110
OG0001185	AL5G44020	Cg002G045090
OG0001185	AL4G45610	Cg005G159410
OG0001186	AL5G41190	Cg002G047160
OG0001187	AL4G27730	Cg005G174350
OG0001187	AL1G15050	Cg006G241080
OG0001188	AL6G16550	Cg008G287300
OG0001188	AL4G24890	Cg005G176780
OG0001189	AL3G10500	Cg004G116380
OG0001189	AL6G25140	Cg008G294620
OG0001190	AL3G13850	Cg004G119630
OG0001190	AL6G29390	Cg008G298530
OG0001191	AL6G39580	Cg008G307010
OG0001191	AL3G15660	Cg004G121020
OG0001192	AL7G39010	Cg001G025140
OG0001192	AL1G53350	Cg005G183680
OG0001192	AL3G17830	Cg007G255020, Cg004G122780
OG0001193	AL5G36820	Cg002G050810
OG0001193	AL4G37340	Cg005G166430
OG0001194	AL5G37220	Cg002G050410
OG0001194	AL3G19490	Cg004G124170
OG0001195	AL1G29660	Cg006G228580
OG0001195	AL2G32180	Cg007G272970
OG0001196	AL2G34950	Cg007G275540
OG0001196	AL1G31920	Cg006G226650
OG0001197	AL5G35620	Cg002G052040
OG0001198	AL6G39050	Cg008G306610, Cg002G070510, Cg002G070500, Cg008G309460, Cg008G311280
OG0001200	AL1G63280	Cg007G253590
OG0001201	AL5G24320	Cg008G303350
OG0001201	AL5G28220	Cg002G058230
OG0001202	AL5G30340	Cg002G056710
OG0001203	AL5G22450, AL5G22430	Cg002G063680, Cg002G063670
OG0001204	AL8G20140	Cg001G026220
OG0001205	AL1G61550	Cg006G196520
OG0001205	AL3G27600	Cg004G131500
OG0001207	AL7G39020	Cg001G025150
OG0001207	AL3G29840	Cg004G133340
OG0001208	AL1G56170, AL1G56250	Cg006G200330
OG0001208	AL3G32200	Cg004G135500
OG0001209	AL1G56950	Cg006G200050
OG0001209	AL939U10010, AL3G32480	Cg004G135770
OG0001210	AL3G33630	Cg004G136780
OG0001210	AL1G58010	Cg006G199410
OG0001213	AL8G20770, AL7G21960	Cg001G033740
OG0001217	AL7G40220	Cg001G026140
OG0001217	AL7G40210	Cg001G026130
OG0001218	AL3G15300	Cg004G120650
OG0001218	AL3G15490	Cg004G120860
OG0001219	nbis-gene-773, nbis-gene-1368, nbis-gene-1367, nbis-gene-1373, nbis-gene-1374, nbis-gene-1372	Cg002G050730
OG0001220	nbis-gene-1550	Cg008G302410
OG0001222	AL7G20900	Cg001G009340
OG0001222	AL4G14750	Cg005G190280
OG0001223	AL3G47600	Cg004G151570
OG0001223	AL7G17440	Cg001G006340
OG0001224	AL1G19690, AL1G19700	Cg006G236860
OG0001224	AL1G66020	Cg007G254410
OG0001225	AL5G15800, AL5G15810, AL5G15770	Cg002G071800
OG0001226	AL5G17600, AL5G17610	Cg002G068750
OG0001226	AL5G17620	Cg002G068760, Cg002G068770
OG0001227	AL3G20820	Cg004G125220
OG0001227	AL6G12110	Cg008G283590
OG0001228	AL4G19030	Cg005G185370
OG0001230	AL8G38540	Cg003G109500
OG0001230	AL6G17650	Cg008G288170
OG0001231	AL8G38650	Cg003G109620
OG0001231	AL6G17550	Cg008G288120
OG0001232	AL7G35270	Cg001G021840
OG0001233	AL7G30610	Cg001G018030
OG0001233	AL6G46660	Cg003G081780
OG0001234	AL2G35400	Cg007G276000
OG0001234	AL8G17780	Cg008G318320
OG0001235	AL3G50270	Cg004G153370
OG0001235	AL7G15720	Cg001G004760
OG0001236	AL7G40480	Cg001G026560
OG0001236	AL4G27680	Cg005G174380
OG0001237	AL371U10010, AL4G45110	Cg005G159820
OG0001238	AL4G45010	Cg005G159930
OG0001238	nbis-gene-1405	Cg002G045510
OG0001239	AL5G42150	Cg002G046620
OG0001239	AL4G43040	Cg005G161640
OG0001240	AL4G42530	Cg005G162100
OG0001241	AL4G42440	Cg005G162180
OG0001241	AL4G42430	Cg005G162190
OG0001242	AL6G12610	Cg008G284010
OG0001242	AL3G21040	Cg004G125410
OG0001243	AL6G31090	Cg008G300100
OG0001243	AL2G25810	Cg007G267180
OG0001244	AL8G29140	Cg003G101150, Cg003G101140
OG0001244	AL6G31960, AL1G56350	Cg008G300870
OG0001245	AL5G31280	Cg002G055890
OG0001245	AL8G45090	Cg006G234390, Cg003G115430
OG0001246	AL1G11630	Cg006G244060, Cg006G243850
OG0001246	AL6G51730	Cg014G331800, Cg003G077850
OG0001247	AL6G50090	Cg003G078950, Cg003G095000
OG0001247	AL3G18950	Cg004G123700
OG0001248	AL4G23700, AL4G23760, AL4G23750	Cg006G238630, Cg006G238650, Cg006G238680
OG0001249	AL4G35700	Cg005G167910
OG0001250	AL6G26320	Cg008G295770
OG0001250	AL3G11230	Cg004G117160
OG0001251	AL3G11590	Cg004G117450
OG0001251	AL6G26640	Cg008G296090
OG0001252	AL3G11950	Cg004G117720
OG0001253	AL3G16240	Cg004G121410
OG0001253	AL6G39060	Cg008G306620
OG0001254	AL1G59310	Cg006G198330
OG0001254	AL4G31950	Cg005G170720
OG0001255	AL2G38780	Cg007G279110
OG0001255	AL1G29370	Cg006G228810
OG0001256	AL2G32420	Cg007G273220
OG0001256	AL1G29820	Cg006G228440
OG0001257	AL2G32960	Cg007G273640
OG0001257	AL1G30170	Cg006G228180
OG0001258	AL1G31360	Cg006G227160
OG0001258	AL2G34550	Cg007G275140
OG0001259	AL1G32300	Cg006G226450
OG0001259	AL2G35200	Cg007G275770
OG0001260	nbis-gene-1000	Cg007G279760
OG0001261	AL1G26210	Cg006G231600
OG0001261	AL5G12430	Cg002G074260
OG0001262	AL1G26120	Cg006G231710
OG0001262	AL1G26130	Cg006G231720
OG0001263	AL1G23520	Cg006G233660
