Orthogroup	Arabidopsis_lyrata_Rawat	Cardamine_hirsuta
OG0003016	AL3G35270	CARHR097140
OG0003017	AL5G39540	CARHR043630, CARHR168190
OG0003017	AL1G59460	CARHR041720
OG0003018	AL5G36310	CARHR165200
OG0003018	AL4G36750	CARHR134250
OG0003019	AL3G27330, AL975U10010	CARHR089960
OG0003020	AL4G42910	CARHR139200
OG0003020	AL5G42050	CARHR170220
OG0003021	AL2G22650, AL2G22670	CARHR057460
OG0003023	nbis-gene-717	CARHR092400
OG0003023	AL3G30140	CARHR092420, CARHR092410
OG0003024	AL1G53270	CARHR036630
OG0003025	AL7G27390	CARHR233150
OG0003025	AL7G27410	CARHR233110
OG0003027	AL3G34620	CARHR096500, CARHR096530, CARHR096510
OG0003027	AL3G34600, AL3G34610, AL3G34630	CARHR096520
OG0003028	AL7G12560, AL6G46690, AL6G46680, AL6G46670, AL6G46710	CARHR114330
OG0003030	AL8G11940	CARHR289560, CARHR289640, CARHR175250
OG0003033	AL7G23730	CARHR236560
OG0003033	AL3G47860	CARHR110720
OG0003034	nbis-gene-1749	CARHR101090, CARHR101110, CARHR101100, CARHR164790
OG0003036	AL7G17090	CARHR242570
OG0003036	AL3G47050	CARHR105670
OG0003037	AL7G16330	CARHR004760
OG0003038	AL4G31720	CARHR129870
OG0003039	AL2G16960	CARHR053270
OG0003040	AL2G16800	CARHR053090
OG0003040	AL2G16790	CARHR053080
OG0003041	AL2G15780	CARHR051790
OG0003041	AL1G21560	CARHR010870
OG0003042	AL5G17370	CARHR149390
OG0003043	AL2G20410	CARHR056940, CARHR056960
OG0003043	AL7G45250	CARHR056950
OG0003044	AL1G23580	CARHR012580
OG0003044	AL2G13050	CARHR049100
OG0003046	AL8G28130	CARHR266550
OG0003046	AL7G24720	CARHR235610
OG0003047	AL8G41670	CARHR278240
OG0003048	AL8G40820	CARHR278210
OG0003048	AL6G19290	CARHR204400
OG0003049	AL7G37010	CARHR224300
OG0003049	AL8G10960	CARHR174270
OG0003050	AL6G46940	CARHR254110
OG0003050	AL7G30790	CARHR229710
OG0003051	AL7G30530	CARHR230050
OG0003051	AL6G46520	CARHR254500
OG0003052	AL6G43230	CARHR260490
OG0003052	AL1G49050	CARHR033880
OG0003053	AL6G41830	CARHR259310
OG0003053	AL4G26050	CARHR124550
OG0003054	AL1G53740	CARHR037070
OG0003054	AL8G18490	CARHR181610
OG0003055	AL1G41790	CARHR027730
OG0003056	AL4G29510	CARHR127890
OG0003056	AL1G41840	CARHR027780
OG0003057	AL7G15480	CARHR244000
OG0003057	AL3G50630	CARHR107890
OG0003058	AL7G13940	CARHR245350
OG0003059	AL4G31110	CARHR129250
OG0003060	AL6G48420	CARHR252620
OG0003060	AL7G50070, AL7G32210, AL7G31640	CARHR228460
OG0003061	AL8G10580	CARHR173920
OG0003061	AL7G37370	CARHR223950
OG0003062	AL7G44180	CARHR217400
OG0003062	AL3G43960	CARHR103930
OG0003063	AL3G40290	CARHR101010
OG0003064	AL3G37970, AL7G41900	CARHR099290
OG0003065	AL7G40360	CARHR221980
OG0003065	AL3G36040, AL3G36060	CARHR097840
OG0003066	AL2G11230	CARHR047070
OG0003067	AL5G43110	CARHR171190
OG0003068	AL4G42660, AL5G41840	CARHR138970
OG0003070	AL5G21380, AL6G32430	CARHR191970
OG0003071	AL5G23750	CARHR150750
OG0003071	AL8G37270	CARHR274360
OG0003072	AL8G36860	CARHR289230, CARHR273950, CARHR273930, CARHR273940
OG0003073	AL3G16550	CARHR080260
OG0003073	AL6G38670	CARHR186760
OG0003074	AL5G29710	CARHR158830
OG0003075	AL8G43630	CARHR279930
OG0003075	AL5G29800, AL8G14300	CARHR158880
OG0003076	AL8G44520	CARHR280790
OG0003076	AL5G30640	CARHR160000
OG0003077	AL7G29100	CARHR231590
OG0003077	nbis-gene-1712	CARHR244400
OG0003078	AL8G45450	CARHR281600
OG0003078	AL5G31670	CARHR160840
OG0003079	AL6G52780	CARHR248810
OG0003079	AL1G10590	CARHR000570
OG0003080	AL4G26890	CARHR125270
OG0003080	AL1G15760	CARHR005360
OG0003082	AL4G25370	CARHR123940
OG0003083	AL1G17450	CARHR007020
OG0003084	AL4G22590, AL4G22580	CARHR120390
OG0003085	AL4G21200	CARHR119810
OG0003085	AL4G21190	CARHR119800
OG0003086	AL6G24580	CARHR199500
OG0003087	AL3G12860	CARHR077270
OG0003088	AL3G15260	CARHR079240
OG0003088	AL3G36880	CARHR079230, CARHR098470, CARHR098460
OG0003089	AL88U10040, AL3G16400	CARHR080160
OG0003089	AL6G38910	CARHR186560
OG0003090	AL6G30310	CARHR194040
OG0003090	AL3G17120	CARHR080750
OG0003091	AL5G32230	CARHR161400
OG0003092	AL3G54400	CARHR111700
OG0003093	AL2G41220	CARHR074210
OG0003094	AL7G51010	CARHR017580
OG0003094	AL2G38910	CARHR072000
OG0003095	AL1G29520	CARHR017860
OG0003095	AL8G24650	CARHR257920, CARHR257910
OG0003096	AL8G18810, AL8G18840	CARHR023280
OG0003096	AL1G36460	CARHR023260
OG0003097	AL3G41520, AL1G38260	CARHR024650
OG0003097	AL2G29230	CARHR063090
OG0003098	AL1G32130	CARHR015350, CARHR015360
OG0003100	AL4G25340	CARHR123900
OG0003100	AL1G16910	CARHR006560
OG0003101	AL6G25670	CARHR198450
OG0003101	AL3G10750	CARHR075540
OG0003102	AL6G24450	CARHR199610
OG0003103	AL8G38150	CARHR275220
OG0003103	AL6G18000	CARHR205510
OG0003104	AL8G38490	CARHR275490
OG0003105	AL5G27220, AL5G27230	CARHR156620, CARHR156630
OG0003106	AL8G45250	CARHR281440
OG0003106	AL5G31600	CARHR160770
OG0003107	AL8G39240	CARHR276190
OG0003107	AL5G26680	CARHR156100
OG0003108	AL5G21290	CARHR153460
OG0003108	AL6G32350	CARHR192010
OG0003109	AL2G33060	CARHR066270, CARHR066280
OG0003110	AL2G40300	CARHR073340
OG0003110	AL1G64590	CARHR046050
OG0003112	AL3G19360	CARHR082720
OG0003112	AL3G25440	CARHR088200
OG0003113	AL3G28490	CARHR090920
OG0003113	AL3G28480	CARHR090910
OG0003114	AL3G32660	CARHR094660
OG0003115	AL1G59560	CARHR041810
OG0003116	AL3G38190	CARHR099430
OG0003117	AL3G40560	CARHR101140
OG0003117	AL9U10840	CARHR218660
OG0003118	AL3G44080	CARHR103990
OG0003118	AL6G51200	CARHR249630
OG0003119	AL3G52600	CARHR106670
OG0003120	AL3G52690	CARHR106720
OG0003120	AL7G16490	CARHR243010
OG0003121	AL3G26080	CARHR088710
OG0003121	AL1G63040	CARHR044640
OG0003122	AL4G30800	CARHR128980
OG0003122	AL1G44730	CARHR030140
OG0003123	AL5G34460	CARHR163450
OG0003124	AL4G34930	CARHR132510
OG0003125	AL3G30120	CARHR268400, CARHR092390
OG0003126	nbis-gene-1120, AL5G26040	CARHR102960
OG0003127	AL2G11670, AL2G11680	CARHR047840, CARHR047830
OG0003128	AL2G17420	CARHR035560
OG0003130	AL3G19220, AL3G26240, AL286U10020	CARHR219870, CARHR082550, CARHR258940, CARHR082590, CARHR082560
OG0003135	AL2G20670	CARHR282070
OG0003139	AL7G22940	CARHR237270
OG0003141	AL7G16900	CARHR242400
OG0003141	AL3G52140	CARHR106390, CARHR289240
OG0003142	AL7G15890	CARHR243600
OG0003142	AL3G50040	CARHR293490
OG0003143	AL4G31840	CARHR129990
OG0003143	AL7G38480	CARHR222880
OG0003144	AL1G21790	CARHR011070
OG0003144	AL2G15960	CARHR052310
OG0003145	AL1G21810	CARHR011090
OG0003145	AL2G15660	CARHR051880
OG0003146	AL5G11490	CARHR144880
OG0003147	AL5G22130, AL7G48540	CARHR213380
OG0003147	AL5G16050	CARHR148210
OG0003148	AL7G48940	CARHR213740
OG0003149	AL8G38440, AL8G38480	CARHR032520
OG0003150	AL5G19090	CARHR152340
OG0003150	nbis-gene-1943	CARHR262920
OG0003151	AL7G45160	CARHR216500
OG0003152	AL2G10820	CARHR046750
OG0003152	AL7G47710	CARHR212890
OG0003153	AL2G10830	CARHR046740
OG0003153	AL7G47740	CARHR212880
OG0003154	AL2G11720	CARHR047870
OG0003155	AL6G14640	CARHR208320
OG0003156	AL1G54750	CARHR037820, CARHR290860
OG0003157	AL8G30810	CARHR268620
OG0003157	AL7G26110	CARHR234340
OG0003158	AL6G20630, AL6G20600	CARHR203150
OG0003159	AL7G46100, AL7G33510	CARHR227210
OG0003160	AL8G18200	CARHR181430
OG0003160	AL1G41170	CARHR134160
OG0003161	AL2G20220	CARHR056820
OG0003161	AL7G12610	CARHR246440
OG0003162	AL2G23570	CARHR057920
OG0003163	AL6G48230	CARHR252810
OG0003163	nbis-gene-1804, AL3G50460	CARHR228690
OG0003164	AL9U10300	CARHR218930
OG0003165	AL2G39260	CARHR072440, CARHR072430
OG0003166	AL4G45170	CARHR141220
OG0003166	AL5G43710	CARHR171760
OG0003167	AL4G44690, AL4G44680	CARHR140700
OG0003168	AL3G19950, AL3G19960	CARHR083280
OG0003169	AL3G20770	CARHR084000
OG0003169	AL6G11980	CARHR210650
OG0003170	AL8G43800	CARHR280090
OG0003171	AL6G51930	CARHR250220
OG0003172	AL6G51790	CARHR250120
OG0003173	AL6G50080	CARHR251230
OG0003174	AL6G49580	CARHR251770
OG0003174	AL1G13030	CARHR002880
OG0003175	AL1G14580	CARHR004250
OG0003175	AL4G28230	CARHR126680
OG0003176	AL4G28370, AL4G28380	CARHR126810
OG0003177	AL4G24050, AL4G24030	CARHR122720
OG0003177	AL4G24020	CARHR122710
OG0003178	AL3G10200	CARHR075030
OG0003178	AL6G24790	CARHR199220
OG0003179	AL3G10080	CARHR074940
OG0003179	AL6G24720	CARHR199300
OG0003180	AL6G40700	CARHR185290
OG0003180	AL3G14750	CARHR078920
OG0003181	AL1G19550	CARHR008990
OG0003181	AL3G16140	CARHR079920
OG0003182	AL3G19940	CARHR083270
OG0003182	AL6G10520	CARHR211890
OG0003183	AL100U10010, AL4G36520	CARHR133970, CARHR133960
OG0003184	AL4G32190	CARHR130330
OG0003185	AL4G35210, AL4G35220	CARHR132790
OG0003186	AL1G30940	CARHR019120
OG0003186	AL2G33890	CARHR067180
OG0003187	AL2G36010	CARHR069530
OG0003187	AL1G33040	CARHR020700
OG0003188	AL1G33670	CARHR021130
OG0003189	AL1G33690	CARHR021150
OG0003189	AL1G33700	CARHR021160
OG0003190	AL2G37750	CARHR071070
OG0003191	AL2G36830, AL2G36840	CARHR070250
OG0003192	AL6G38710	CARHR186700
OG0003193	AL2G26200, AL1G40590	CARHR060100
OG0003194	AL7G21060	CARHR238930
OG0003194	AL4G14650	CARHR117800
OG0003195	AL4G11490	CARHR113310
OG0003195	AL4G11110	CARHR112840
OG0003196	AL1G27040	CARHR015510
OG0003197	AL2G12840	CARHR048860
OG0003197	AL1G23730	CARHR012690
OG0003198	AL1G19360	CARHR008840
OG0003200	AL1G18850	CARHR008320
OG0003200	AL1G18840	CARHR008310
OG0003201	AL1G14420	CARHR004090
OG0003201	AL1G21030	CARHR010410
OG0003202	AL1G13510	CARHR003250
OG0003202	AL4G33010	CARHR131200, CARHR131270
OG0003203	AL6G40360	CARHR184990
OG0003203	AL3G15740	CARHR079640
OG0003204	AL6G14090	CARHR208810
OG0003206	AL6G37090	CARHR188080
OG0003207	AL3G41380, AL3G41390, AL269U10020, AL3G41370, AL269U10030, AL269U10040, AL269U10050, AL215U10060, AL269U10010, AL3G41400, AL8G37440	CARHR274520
OG0003209	AL3G26550	CARHR089170, CARHR089180
OG0003211	AL3G27790	CARHR090340
OG0003212	AL3G28520	CARHR090980
OG0003213	AL3G28860	CARHR091340
OG0003214	AL3G31180	CARHR093340
OG0003214	AL1G55260	CARHR038210
OG0003215	AL1G55770	CARHR038940
OG0003215	AL3G31900	CARHR093960
OG0003216	AL3G51400, AL3G51410, AL3G51420	CARHR108720, CARHR105920, CARHR108710, CARHR219930
OG0003217	AL7G24150	CARHR236190
OG0003218	AL1G61420	CARHR043290
OG0003218	AL1G61430	CARHR043300
OG0003219	AL3G35060	CARHR096950
OG0003220	AL3G33020	CARHR095040
OG0003221	AL8G26140	CARHR264730
OG0003221	AL6G53080	CARHR248460
OG0003222	AL5G36110	CARHR165000
OG0003222	AL5G36120	CARHR165010
OG0003223	AL7G19280	CARHR240460
OG0003224	AL5G37240	CARHR166040
OG0003225	AL5G37470	CARHR166300
OG0003226	AL4G42670	CARHR138980
OG0003227	AL2G24620	CARHR058710
OG0003228	AL5G44650	CARHR150720, CARHR150710
OG0003229	AL1G16870	CARHR291980, CARHR037480
OG0003229	AL4G31340, AL457U10020	CARHR106010
OG0003230	AL8G10930	CARHR174200
OG0003232	AL5G41570	CARHR172830
OG0003233	AL7G11220	CARHR247450
OG0003234	AL4G22440	CARHR120520
OG0003235	AL1G24810	CARHR013510
OG0003235	AL1G24830	CARHR013520
OG0003236	AL1G31910	CARHR019910
OG0003237	AL5G25170	CARHR154750, CARHR154730, CARHR154700, CARHR154740
OG0003238	AL3G25670	CARHR088400
OG0003240	AL4G30840	CARHR057020
OG0003241	AL2G24250, AL2G29620	CARHR063470, CARHR063490, CARHR063550, CARHR063570
OG0003242	AL3G14560	CARHR261380, CARHR078720
OG0003247	AL4G14070	CARHR184720
OG0003248	AL7G21440	CARHR238560
OG0003248	AL4G14100	CARHR118300
OG0003249	AL7G19730	CARHR240040
OG0003249	AL4G16690	CARHR116210
OG0003250	AL7G19430	CARHR240330
OG0003250	AL4G16980	CARHR115870
OG0003252	AL7G17740	CARHR241820, CARHR156580
OG0003253	AL8G15900, AL8G15910	CARHR179150
OG0003254	nbis-gene-1143	CARHR137030
OG0003255	AL1G49280	CARHR030680
OG0003255	AL1G20850	CARHR010260
OG0003256	AL1G24920	CARHR013610
OG0003256	AL5G14210	CARHR288530
OG0003257	AL7G49810	CARHR261940
OG0003258	AL7G51640	CARHR264020
OG0003260	AL5G37330	CARHR166130
OG0003261	AL8G27720	CARHR266110
OG0003261	AL8G27730	CARHR266120
OG0003262	AL8G28720	CARHR266930
OG0003262	AL7G25300	CARHR235150
OG0003263	AL7G25880	CARHR234560
OG0003263	AL8G30440	CARHR268310
OG0003264	AL6G21940	CARHR201970
OG0003264	AL6G37140	CARHR188120
OG0003265	AL6G21260	CARHR202600
OG0003265	AL6G21200	CARHR155340
OG0003266	AL6G34580	CARHR190220
OG0003266	AL6G18770	CARHR204740
OG0003267	AL6G18570	CARHR205000
OG0003268	AL7G35560	CARHR225540
OG0003268	AL7G35570	CARHR225550
OG0003269	AL6G18980, AL6G19000, AL6G47510	CARHR253600
OG0003270	AL1G50680, AL1G50640	CARHR120210
OG0003271	AL1G41570	CARHR027510
OG0003272	AL1G44590	CARHR029960
OG0003273	AL1G44690	CARHR030110
OG0003274	nbis-gene-890	CARHR107540
OG0003275	AL7G15520	CARHR243980
OG0003276	AL7G14630	CARHR244780
OG0003276	AL3G51370	CARHR108690
OG0003277	AL3G51610	CARHR108930
OG0003278	AL4G10290	CARHR112050
OG0003278	AL7G10660	CARHR247940
OG0003279	AL7G10640	CARHR294460
OG0003280	AL4G31640	CARHR129790
OG0003280	AL1G45830	CARHR031060
OG0003281	AL8G13230	CARHR176540
OG0003282	AL3G42800	CARHR103060
OG0003283	AL9U11040	CARHR218570
OG0003283	AL2G22880, AL2G24350, AL3G40740	CARHR101310
OG0003284	AL7G42790	CARHR219500
OG0003284	AL3G38950	CARHR099910
OG0003285	AL7G42740	CARHR219660
OG0003285	AL1G21770	CARHR219670
OG0003285	AL2G17960	CARHR054020
OG0003286	AL7G41230	CARHR221200
OG0003286	AL3G37140	CARHR098680
OG0003287	AL7G40970	CARHR221460
OG0003287	AL3G36770	CARHR098370
OG0003288	AL8G25140	CARHR257280
OG0003288	AL4G47080	CARHR142910
OG0003289	AL4G42730	CARHR058880, CARHR139040, CARHR199340
OG0003290	AL1G33340, AL6G11180, AL6G11190	CARHR211370
OG0003292	AL6G47720, AL6G33770, AL6G33800	CARHR190820
OG0003293	AL8G40430	CARHR277200
OG0003294	AL8G42110	CARHR278670
OG0003294	AL6G20240	CARHR203570
OG0003295	AL5G29520	CARHR158740
OG0003295	AL8G43410	CARHR279690
OG0003296	AL8G23360	CARHR281190
OG0003297	AL5G31360	CARHR160540
OG0003297	AL8G45120	CARHR034760
OG0003298	AL8G15960	CARHR179190
OG0003299	AL4G27980	CARHR126430
OG0003299	AL1G14830	CARHR004540
OG0003300	AL1G17300	CARHR006890
OG0003300	AL4G24750	CARHR123240
OG0003301	AL4G20820, AL4G20790	CARHR119470
OG0003302	AL7G18330	CARHR241270
OG0003303	AL6G24700	CARHR199320
OG0003304	AL6G10160	CARHR212220
OG0003305	AL3G12530	CARHR077040
OG0003305	AL6G27890	CARHR196280
OG0003306	AL3G14990	CARHR079090
OG0003307	AL6G39750	CARHR185920
OG0003307	AL3G15500	CARHR079440
OG0003308	AL3G18940	CARHR259910, CARHR082280
OG0003308	nbis-gene-2057	CARHR183920
OG0003309	AL7G27940	CARHR232610
OG0003310	AL1G29220, AL7G51000	CARHR017570
OG0003310	AL2G38940	CARHR072030
OG0003311	AL1G29410, nbis-gene-265	CARHR017750
OG0003312	AL2G33260	CARHR066520
OG0003312	AL1G30770	CARHR018940
OG0003313	AL2G33420	CARHR066700
OG0003313	AL1G30570	CARHR018780
OG0003314	AL2G34640	CARHR068060
OG0003314	AL1G31480	CARHR019550
OG0003315	AL2G36990	CARHR070380
OG0003315	AL1G34250	CARHR021650
OG0003316	AL1G35730	CARHR022600, CARHR022660, CARHR022640, CARHR022630
OG0003317	AL1G36120	CARHR182360, CARHR182150
OG0003318	AL1G37060, AL1G31870	CARHR023720
OG0003319	AL1G38710	CARHR025050
OG0003319	AL2G28840	CARHR062660
OG0003320	AL5G19970, AL5G19960, AL4G18740, AL5G11470, AL1G40150	CARHR026340
OG0003321	AL4G16490	CARHR116390
OG0003321	AL7G19890	CARHR239900
OG0003322	AL1G22820	CARHR100170, CARHR011990
OG0003323	AL1G17730	CARHR007340
OG0003324	AL3G10980	CARHR075780
OG0003324	AL6G25960	CARHR198170
OG0003325	AL6G39870	CARHR185830
OG0003326	AL6G16820	CARHR206480
OG0003327	AL6G15630	CARHR207540
OG0003327	AL5G37160	CARHR165970
OG0003328	AL6G35300, AL6G35310	CARHR189580
OG0003329	AL2G26670, AL2G26650	CARHR060520
OG0003330	AL2G29140	CARHR062930
OG0003330	AL1G38460	CARHR024880
OG0003331	AL2G37920	CARHR071210
OG0003332	AL1G32220, AL2G35150	CARHR068560
OG0003333	AL2G33730	CARHR067010
OG0003333	AL1G30840	CARHR019030
OG0003334	AL2G39250	CARHR072410
OG0003334	AL2G39240	CARHR072390
OG0003335	AL2G39310	CARHR072480
OG0003335	AL1G28990	CARHR017290
OG0003336	AL3G25110, AL3G25120	CARHR087910
OG0003337	AL3G30160	CARHR092430
OG0003337	AL1G54480	CARHR037590
OG0003338	AL3G36430	CARHR098110
OG0003338	AL7G40810	CARHR221720
OG0003339	AL1G61660	CARHR043480
OG0003340	AL5G38900	CARHR167560
OG0003340	AL3G11670	CARHR076350
OG0003341	AL5G39770, AL5G39760	CARHR168400, CARHR168420
OG0003342	AL5G40420	CARHR169060
OG0003343	AL5G44840	CARHR172460
OG0003344	nbis-gene-289	CARHR042080
OG0003346	AL5G43100	CARHR171180
OG0003348	AL96U10030	CARHR281830
OG0003350	AL7G20370	CARHR239560, CARHR239510
OG0003351	AL7G30950	CARHR229510, CARHR229520
OG0003352	AL6G27230	CARHR289010, CARHR196920, CARHR196900, CARHR196930, CARHR062790, CARHR196950
OG0003353	AL3G14480, nbis-gene-718	CARHR030920
OG0003354	nbis-gene-422	CARHR028360
OG0003355	AL6G40220, AL2G20030, AL2G20070, AL2G20020, AL2G20200, AL2G20010	CARHR146870
OG0003356	AL6G43000, AL3G22040	CARHR085130, CARHR085150
OG0003359	AL7G19800	CARHR239990
OG0003360	AL7G19510	CARHR240230
OG0003362	AL3G46390	CARHR286410
OG0003362	AL7G17650	CARHR241900
OG0003362	AL7G17640	CARHR146060
OG0003363	AL7G16980	CARHR242480
OG0003364	AL7G16310	CARHR243170
OG0003364	AL6G50970	CARHR250380
OG0003365	AL746U10010, AL7G17750	CARHR241800, CARHR241810
OG0003366	AL7G37630	CARHR223660
OG0003366	AL4G31190	CARHR129330
OG0003367	AL98U10010, AL5G11280	CARHR144710
OG0003367	AL1G26560	CARHR015090
OG0003368	AL5G12570	CARHR145370
OG0003369	AL7G50160	CARHR262200
OG0003370	AL5G34610	CARHR013730
OG0003370	AL5G14460	CARHR146790
OG0003371	AL5G16990	CARHR148940
OG0003372	nbis-gene-1251	CARHR152100
OG0003373	AL7G46700	CARHR214960
OG0003373	AL2G24290	CARHR058510
OG0003374	AL2G19600	CARHR056390
OG0003374	AL7G25090	CARHR235330
OG0003375	AL2G11340	CARHR047400
OG0003376	AL7G27110	CARHR233370
OG0003377	AL8G32920	CARHR270770
OG0003377	AL4G43060, AL4G43050	CARHR256740
OG0003378	AL8G23950	CARHR258730
OG0003378	AL7G28830	CARHR231800
OG0003379	AL8G30840	CARHR268650
OG0003379	AL7G26130	CARHR204420, CARHR234320
OG0003380	AL8G33840	CARHR271540
OG0003381	AL7G24520	CARHR235800
OG0003382	AL8G42510	CARHR293760
OG0003382	AL6G20740	CARHR203060
OG0003383	AL8G38080	CARHR275170
OG0003384	AL7G35260	CARHR225790
OG0003385	AL7G33430	CARHR227270
OG0003386	nbis-gene-1801	CARHR228920, CARHR228930
OG0003387	AL1G47650	CARHR032620
OG0003387	AL6G44290	CARHR256240
OG0003389	AL4G29920	CARHR128120
OG0003389	AL1G42740	CARHR028240
OG0003390	AL1G44340	CARHR029790
OG0003390	AL1G44360	CARHR029800
OG0003391	AL7G14320	CARHR245030
OG0003392	AL4G12050	CARHR113710
OG0003394	AL6G33500	CARHR191050
OG0003394	AL7G45920	CARHR215770
OG0003395	AL7G33140, AL7G33560	CARHR227160
OG0003396	AL6G45720, AL6G45710	CARHR255260, CARHR255270
OG0003397	AL6G32000	CARHR034140
OG0003397	AL8G13120	CARHR176470
OG0003398	AL9U11420	CARHR218290
OG0003399	AL7G42750	CARHR219620, CARHR219630, CARHR219550, CARHR219650
OG0003400	AL7G42580	CARHR219820
OG0003400	AL7G42610	CARHR179980
OG0003401	AL4G19080	CARHR183550
OG0003401	AL7G41250	CARHR221180
OG0003402	AL7G40150	CARHR222160, CARHR058620, CARHR187980
OG0003403	AL5G45730	CARHR173240
OG0003404	AL4G46790	CARHR142630
OG0003405	AL4G42690, AL5G41860	CARHR170150
OG0003406	AL5G13670	CARHR016340, CARHR146250
OG0003407	AL6G10260	CARHR212130
OG0003407	AL3G19840	CARHR083160
OG0003408	nbis-gene-2213, nbis-gene-632	CARHR279860
OG0003409	AL5G29990	CARHR159040
OG0003410	AL6G52110	CARHR249030
OG0003410	AL1G10890	CARHR000850
OG0003411	AL6G50530	CARHR250810
OG0003411	AL6G50570	CARHR250780
OG0003412	AL4G27840	CARHR126280
OG0003412	AL1G14910	CARHR004600
OG0003413	AL4G25450	CARHR124030
OG0003414	AL4G24480	CARHR123040
OG0003414	AL1G51360, AL6G15610	CARHR207560
OG0003415	AL3G10550	CARHR075320
OG0003415	AL6G25230	CARHR198820
OG0003416	AL6G27120	CARHR197080
OG0003417	AL6G40880, AL3G15610	CARHR079530
OG0003417	AL6G39600	CARHR186010
OG0003418	AL3G15720	CARHR079620
OG0003419	AL6G30330	CARHR194020
OG0003420	AL4G37970	CARHR135290
OG0003421	AL4G32540	CARHR130680
OG0003422	AL4G33730	CARHR132240
OG0003422	AL5G34430	CARHR163410
OG0003424	AL4G35890	CARHR133290
OG0003424	AL5G35220	CARHR164080
OG0003425	AL1G27580	CARHR016010
OG0003426	AL8G24660	CARHR257870
OG0003426	AL1G29530	CARHR017870
OG0003427	AL1G33940	CARHR021350
OG0003427	AL3G20830	CARHR084030
OG0003428	AL1G34200	CARHR021590
OG0003429	AL1G34230	CARHR021630
OG0003429	AL2G36970	CARHR070360
OG0003430	AL2G29300	CARHR063160
OG0003431	AL1G38750	CARHR025090
OG0003432	AL1G39940	CARHR026100
OG0003433	AL4G16210	CARHR116630
OG0003434	AL4G13080	CARHR114300
OG0003435	AL6G53030	CARHR248530
OG0003435	AL1G10740	CARHR000710
OG0003436	AL1G20040	CARHR009490
OG0003437	AL8G25150	CARHR257230
OG0003438	AL3G10880	CARHR075650
OG0003439	AL6G28600	CARHR195680
OG0003439	AL3G13140	CARHR077490
OG0003440	AL6G29010	CARHR195220
OG0003441	AL8G39000	CARHR275970
OG0003442	AL8G39880	CARHR276670
OG0003443	AL6G35410	CARHR189530
OG0003444	AL5G27420, AL5G27410	CARHR156820, CARHR156810
OG0003445	AL6G34090	CARHR190580
OG0003446	AL2G30530	CARHR064260
OG0003446	AL1G36620	CARHR023430
OG0003447	AL2G31840	CARHR065030
OG0003448	AL2G40060	CARHR073110
OG0003448	AL1G28480	CARHR016830
OG0003449	AL3G24510	CARHR087360
OG0003450	AL1G63420	CARHR045030
OG0003450	AL3G25410	CARHR088170
OG0003451	AL3G30840, AL3G30820	CARHR093050
OG0003452	AL3G31240	CARHR093400
OG0003452	AL3G31230	CARHR093390
OG0003453	AL3G31360	CARHR093500
OG0003455	AL7G16600, AL3G52540	CARHR242800
OG0003456	AL1G61250	CARHR043130
OG0003456	AL3G53880	CARHR111440
OG0003457	AL5G36090	CARHR164980
OG0003458	AL3G24710	CARHR154600
OG0003458	AL5G42770	CARHR170880
OG0003459	AL1G63250	CARHR044840
OG0003460	AL7G11740	CARHR247130
OG0003460	AL1G51050	CARHR103850
OG0003462	nbis-gene-65	CARHR010750
OG0003463	AL1G27720	CARHR016140
OG0003463	AL1G27730	CARHR016150
OG0003464	AL3G16430	CARHR080190
OG0003465	AL1G45750	CARHR286930
OG0003465	AL1G45780	CARHR286920
OG0003466	AL6G18200	CARHR205330
OG0003467	AL8G32650	CARHR270550
OG0003481	AL7G22410	CARHR237740
OG0003483	AL1G53870	CARHR037210
OG0003483	AL7G21020	CARHR238960
OG0003484	AL7G19440	CARHR240320
OG0003484	AL4G16970	CARHR115880
OG0003485	AL7G17940	CARHR241680
OG0003486	AL6G33300	CARHR191260
OG0003487	AL1G19170	CARHR214520
OG0003488	AL2G18530	CARHR054240
OG0003489	AL2G16650	CARHR052940
OG0003489	AL1G21350	CARHR010700
OG0003490	AL1G22110	CARHR011320
OG0003491	AL5G16870	CARHR148830
OG0003491	AL7G49260	CARHR261430
OG0003492	AL2G23110	CARHR057680, CARHR215890
OG0003493	AL3G21250	CARHR084480
OG0003493	AL3G21240	CARHR084470
OG0003494	AL8G23630	CARHR259140
OG0003494	AL1G26390	CARHR014940
OG0003495	AL8G25540, AL8G25530	CARHR256760
OG0003497	AL7G27120	CARHR233360
OG0003498	AL6G21830	CARHR288960
OG0003499	AL6G20070	CARHR203740
OG0003500	AL6G19740	CARHR204050
OG0003500	AL8G41330	CARHR277980
OG0003501	AL3G33220	CARHR095280
OG0003502	AL7G32340	CARHR228380
OG0003503	AL7G29850, AL6G43360	CARHR050230, CARHR230940
OG0003505	AL6G41460	CARHR260090
OG0003506	AL1G44680	CARHR030100
OG0003507	AL1G44780	CARHR030180
OG0003507	AL1G44790	CARHR030190
OG0003508	AL3G50600	CARHR107840
OG0003508	nbis-gene-1713	CARHR243970
OG0003509	AL7G14780	CARHR244650
OG0003510	AL4G13170	CARHR292870
OG0003510	AL7G13570	CARHR245650
OG0003511	AL7G53030	CARHR214750
OG0003512	AL8G17810	CARHR181060
OG0003512	AL1G52820	CARHR036260
OG0003513	AL6G48790	CARHR252360
OG0003513	AL7G32840	CARHR227850
OG0003515	AL8G11080	CARHR173550
OG0003515	AL7G37540	CARHR223760
