Orthogroup	Brassica_oleracea	Brassica_rapa
OG0001521	XP_013602250.1	XP_009117774.1
OG0001522	XP_013587024.1	XP_009115249.1
OG0001522	XP_013629163.1	XP_009109670.2
OG0001522	XP_013636377.1	XP_009141366.1
OG0001523	XP_013636502.1	XP_009143789.1
OG0001523	XP_013597522.1	XP_009102852.1
OG0001523	XP_013586114.1	XP_009115236.2
OG0001523	XP_013629551.1	XP_009109666.1
OG0001524	XP_013591994.1	XP_009104209.1
OG0001524	XP_013613850.1	XP_009107753.1
OG0001525	XP_013585439.1	XP_033132309.1
OG0001525	XP_013589421.1	XP_033131914.1
OG0001525	XP_013589375.1	XP_033131896.1, XP_033148553.1, XP_033147986.1, XP_033147988.1, XP_033131785.1
OG0001525	XP_013590577.1	XP_033131913.1
OG0001526	XP_013617776.1	XP_009115679.1
OG0001526	XP_013600571.1	XP_009101536.1
OG0001526	XP_013593947.1	XP_009136523.1
OG0001527	XP_013628686.1	XP_033129216.1
OG0001527	XP_013591646.1	XP_009103954.2
OG0001527	XP_013611588.1	XP_009113882.2
OG0001528	XP_013597180.1	XP_018515502.1
OG0001528	XP_013617973.1	XP_033141666.1
OG0001529	XP_013595736.1	XP_009150973.1
OG0001529	XP_013606003.1	XP_009111629.1
OG0001529	XP_013629640.1	XP_009150150.1
OG0001529	XP_013602692.1	XP_009149741.1
OG0001530	XP_013623857.1, XP_013614935.1	XP_009132287.2, XP_009132160.1
OG0001531	XP_013615056.1	XP_009126572.1
OG0001532	XP_013609486.1	XP_009120469.1
OG0001532	XP_013616022.1	XP_033139181.1
OG0001533	XP_013625869.1	XP_009131991.2
OG0001533	XP_013622911.1	XP_009131989.1
OG0001533	XP_013629631.1	XP_009131992.1
OG0001534	XP_013617673.1	XP_009129005.1
OG0001535	XP_013598833.1	XP_033145113.1
OG0001535	XP_013625348.1	XP_009132191.1
OG0001535	XP_013618807.1	XP_009126929.2
OG0001535	XP_013606354.1	XP_009120176.1
OG0001536	XP_013631562.1	XP_009140079.1
OG0001536	XP_013607168.1	XP_009112749.1
OG0001536	XP_013609044.1	XP_009112944.1
OG0001537	XP_013623153.1	XP_009134430.1
OG0001537	XP_013618096.1	XP_009144563.2
OG0001537	XP_013583588.1	XP_009119603.1
OG0001538	XP_013587292.1	XP_009119583.1
OG0001538	XP_013612197.1	XP_009111272.2
OG0001538	XP_013614535.1	XP_009134422.1
OG0001538	XP_013615939.1	XP_009144630.2
OG0001539	XP_013615131.1, XP_013608520.1, XP_013608519.1, XP_013608518.1	XP_033139260.1, XP_033139346.1, XP_009107904.2, XP_033139117.1, XP_009122225.2
OG0001539	XP_013619814.1	XP_009125647.1
OG0001540	XP_013638695.1	XP_009146755.1
OG0001540	XP_013621768.1	XP_009135148.1
OG0001540	XP_013611631.1	XP_009122157.1
OG0001541	XP_013618392.1	XP_009125577.1
OG0001541	XP_013607026.1	XP_009122569.1
OG0001541	XP_013626906.1	XP_009130838.1
OG0001541	XP_013584035.1	XP_009146820.1
OG0001542	XP_013620601.1	XP_033134432.1, XP_009125506.2
OG0001542	XP_013586027.1	XP_009146889.1
OG0001542	XP_013627988.1	XP_009135039.1
OG0001543	XP_013590149.1	XP_009104641.2
OG0001543	XP_013588691.1	XP_009106362.1
OG0001543	XP_013584186.1	XP_018515008.1
OG0001544	XP_013592639.1	XP_009106360.1
OG0001544	XP_013586492.1	XP_009149655.1
OG0001544	XP_013599272.1	XP_009103295.1
OG0001545	XP_013589885.1	XP_009106326.1
OG0001545	XP_013590526.1	XP_009104667.1
OG0001545	XP_013593783.1, XP_013638192.1	XP_009149581.1
OG0001545	XP_013602571.1	XP_009110201.1
OG0001546	XP_013619014.1	XP_009128072.1
OG0001546	XP_013588748.1	XP_009106162.2
OG0001547	XP_013596524.1	XP_009102804.1
OG0001547	XP_013623334.1	XP_009150843.1
OG0001548	XP_013636200.1	XP_009149384.1
OG0001548	XP_013595695.1	XP_009138392.1
OG0001548	XP_013595677.1	XP_009121085.1
OG0001549	XP_013635352.1	XP_033146642.1
OG0001549	XP_013605909.1	XP_009107703.2
OG0001549	XP_013590752.1	XP_009106061.1
OG0001549	XP_013593901.1	XP_009102540.1
OG0001550	XP_013588566.1	XP_009106049.1
OG0001550	XP_013604298.1	XP_009117612.1
OG0001550	XP_013587212.1	XP_009149287.1
OG0001550	XP_013605446.1	XP_009110343.1
OG0001551	XP_013617526.1	XP_009128698.1
OG0001552	XP_013599112.1	XP_009101579.1
OG0001552	XP_013608879.1	XP_009114398.1
OG0001552	XP_013595335.1	XP_009136981.1
OG0001553	XP_013622993.1	XP_033144450.1
OG0001553	XP_013608282.1	XP_033135081.1
OG0001553	XP_013638281.1	XP_009145644.1
OG0001553	XP_013589873.1, XP_013592122.1	XP_009147819.1
OG0001554	XP_013625354.1	XP_009107020.1
OG0001554	XP_013589992.1	XP_009144824.1
OG0001554	XP_013618897.1	XP_009115335.1
OG0001554	XP_013638912.1	XP_018512783.1, XP_033148712.1
OG0001555	XP_013618285.1	XP_009128933.1
OG0001555	XP_013594241.1	XP_033129476.1
OG0001555	XP_013635867.1	XP_009130842.1
OG0001555	XP_013597721.1	XP_009136859.1
OG0001556	XP_013621619.1	XP_009128979.1
OG0001556	XP_013595447.1	XP_009136836.1
OG0001556	XP_013598861.1	XP_009101411.1, XP_033146220.1
OG0001557	XP_013601603.1	XP_033134383.1
OG0001557	XP_013598702.1	XP_009103510.1
OG0001557	XP_013612516.1	XP_009112310.1
OG0001557	XP_013621118.1	XP_009130561.1
OG0001557	XP_013605487.1	XP_009149414.1
OG0001558	XP_013613926.1, XP_013637420.1	XP_009118889.2
OG0001558	XP_013629973.1	XP_009133802.2
OG0001558	XP_013631699.1	XP_009138732.1
OG0001559	XP_013593954.1	XP_009138066.2
OG0001559	XP_013603330.1	XP_018508994.2
OG0001559	XP_013602885.1	XP_009117067.1
OG0001560	XP_013627865.1	XP_009133660.1
OG0001560	XP_013633594.1	XP_009142998.1
OG0001560	XP_013591140.1	XP_009104232.1
OG0001560	XP_013601713.1	XP_009116674.1
OG0001561	XP_013589359.1	XP_033132100.1
OG0001561	XP_013614179.1	XP_009138995.1
OG0001562	XP_013599771.1	XP_009116458.1
OG0001562	XP_013589874.1	XP_009104065.1
OG0001562	XP_013631613.1	XP_033146473.1
OG0001563	XP_013622126.1	XP_009133469.1
OG0001563	XP_013637155.1	XP_009142724.1
OG0001563	XP_013632242.1	XP_009139075.1
OG0001564	XP_013637444.1	XP_009139138.1
OG0001564	XP_013602020.1	XP_009116276.1
OG0001564	XP_013628735.1	XP_009143273.1, XP_009133391.1
OG0001565	XP_013600846.1	XP_009116272.1
OG0001566	XP_013632096.1	XP_009112438.2, XP_009141703.2
OG0001566	XP_013631570.1	XP_009143436.1
OG0001566	XP_013623308.1	XP_009133221.1
OG0001566	XP_013604216.1	XP_009116094.1
OG0001567	XP_013602819.1	XP_009112517.1
OG0001567	XP_013616478.1	XP_009127488.1
OG0001567	XP_013595935.1	XP_009121205.1
OG0001568	XP_013602121.1	XP_009128155.2
OG0001568	XP_013598555.1	XP_009137881.1
OG0001568	XP_013611593.1	XP_009112595.1
OG0001569	XP_013602322.1, XP_013615665.1	XP_009117394.1
OG0001569	XP_013632456.1, XP_013623596.1	XP_009134006.3
OG0001569	XP_013597712.1	XP_009106281.1
OG0001570	XP_013613630.1	XP_009127881.1
OG0001571	XP_013602337.1	XP_009118710.1
OG0001571	XP_013625668.1	XP_009131721.2
OG0001571	XP_013609345.1	XP_009120922.1
OG0001572	XP_013624128.1	XP_033144882.1
OG0001572	XP_013606127.1	XP_009111756.1
OG0001572	XP_013599212.1	XP_018508073.2
OG0001572	XP_013621460.1	XP_009129866.1
OG0001573	XP_013606757.1	XP_009111920.1
OG0001573	XP_013595329.1	XP_009151242.1
OG0001573	XP_013584778.1	XP_009124203.1
OG0001573	XP_013588737.1	XP_009124977.1
OG0001574	XP_013600867.1	XP_009109090.1
OG0001574	XP_013623996.1	XP_009129600.1
OG0001574	XP_013598567.1	XP_009137786.2
OG0001574	XP_013598627.1	XP_018508805.2
OG0001575	XP_013607646.1	XP_009147156.1
OG0001575	XP_013589646.1	XP_009113003.3
OG0001575	XP_013610190.1	XP_009111889.1
OG0001576	XP_013611174.1	XP_009111930.2
OG0001576	XP_013616261.1	XP_033140384.1
OG0001576	XP_013599427.1	XP_009151230.1
OG0001577	XP_013597999.1	XP_009151629.1
OG0001577	XP_013638125.1	XP_033147492.1
OG0001577	XP_013584993.1	XP_009147052.1
OG0001577	XP_013626429.1	XP_009134984.1
OG0001578	XP_013613841.1	XP_009114060.1
OG0001578	XP_013637944.1	XP_009146015.1
OG0001578	XP_013605246.1	XP_009107384.2
OG0001578	XP_013621846.1	XP_009135528.1
OG0001579	XP_013589328.1	XP_009123414.1
OG0001579	XP_013608137.1, XP_013632271.1, XP_013624868.1, XP_013601225.1	XP_009139325.1
OG0001579	XP_013633449.1, XP_013624566.1	XP_009110923.1
OG0001579	XP_013634149.1	XP_009124392.1
OG0001579	XP_013617300.1	XP_009140373.3
OG0001579	XP_013627993.1, XP_013594764.1, XP_013639610.1	XP_009114663.1
OG0001580	XP_013594802.1	XP_009101723.1
OG0001581	XP_013613535.1	XP_033145976.1
OG0001581	XP_013613532.1	XP_033145975.1
OG0001581	XP_013613520.1	XP_009139858.1
OG0001582	XP_013634882.1	XP_009141217.1
OG0001582	XP_013634261.1	XP_009143974.1
OG0001582	XP_013586641.1	XP_009119177.1
OG0001582	XP_013605632.1	XP_033136632.1
OG0001583	XP_013605431.1	XP_009144404.1
OG0001583	XP_013585545.1	XP_009148437.1
OG0001583	XP_013606320.1, XP_013631681.1, XP_013596817.1	XP_009104198.1, XP_009113156.1
OG0001584	XP_013602709.1	XP_009117867.1
OG0001584	XP_013585258.1, XP_013585257.1	XP_009148873.1
OG0001584	XP_013593575.1	XP_009101324.1
OG0001584	XP_013614246.1	XP_009129215.1
OG0001585	XP_013586103.1	XP_009115624.1
OG0001585	XP_013593686.1	XP_009103231.1
OG0001585	XP_013599519.1	XP_009110133.1
OG0001586	XP_013621328.1	XP_033136433.1, XP_033136432.1, XP_033139859.1
OG0001586	XP_013609459.1	XP_033136441.1, XP_009114417.2, XP_033136436.1, XP_033136439.1, XP_033136437.1
OG0001586	XP_013606782.1	XP_009114137.1
OG0001587	XP_013583830.1	XP_009115548.1
OG0001587	XP_013600286.1	XP_009103184.2, XP_009110109.1
OG0001587	XP_013619267.1	XP_009127816.1
OG0001588	XP_013612681.1	XP_009112826.1
OG0001588	XP_013591251.1	XP_009125197.2
OG0001588	XP_013635918.1	XP_033145244.1
OG0001589	XP_013621507.1	XP_009129382.1
OG0001589	XP_013598108.1	XP_009151895.1
OG0001591	XP_013602766.1	XP_009112529.1
OG0001591	XP_013617108.1	XP_009130164.1, XP_033140754.1
OG0001592	XP_013619784.1	XP_009129082.1
OG0001592	XP_013617858.1	XP_018508799.1
OG0001592	XP_013627701.1	XP_009108751.2
OG0001592	XP_013627700.1	XP_009108750.1
OG0001592	XP_013638666.1	XP_009117049.1
OG0001593	XP_013585950.1	XP_009148643.1
OG0001593	XP_013601995.1	XP_009117989.1
OG0001593	XP_013593340.1	XP_009152131.1
OG0001595	XP_013588416.1	XP_009147992.2
OG0001596	XP_013620028.1, XP_013629106.1	XP_018513405.1
OG0001597	XP_013608227.1	XP_033138792.1
OG0001597	XP_013600915.1	XP_009107775.1
OG0001598	XP_013611020.1	XP_009122409.1
OG0001598	XP_013596545.1	XP_033143269.1
OG0001599	XP_013588924.1	XP_033142323.1
OG0001599	XP_013587618.1	XP_009129259.2
OG0001600	XP_013605857.1	XP_033137693.1, XP_033136182.1, XP_033140735.1, XP_033134974.1, XP_033140736.1
OG0001601	XP_013632442.1	XP_033147184.1, XP_033143198.1, XP_033133992.1, XP_033134045.1, XP_033140621.1, XP_033143447.1, XP_033143514.1, XP_033138337.1, XP_033148506.1, XP_033137946.1, XP_033138180.1, XP_033139199.1, XP_033129433.1, XP_033129559.1, XP_033129542.1, XP_033147189.1, XP_033141422.1, XP_033146386.1, XP_033133699.1, XP_033137725.1, XP_033134506.1, XP_033130640.1, XP_033147048.1, XP_033141419.1, XP_033147178.1, XP_033128894.1, XP_033147186.1, XP_033138754.1, XP_033145272.1, XP_033141217.1, XP_033132966.1, XP_033148507.1, XP_033138330.1, XP_033140612.1, XP_033138287.1, XP_033130638.1, XP_033137941.1, XP_033143668.1, XP_033137249.1, XP_033143320.1, XP_033133746.1, XP_033138315.1, XP_033133993.1, XP_033148508.1, XP_033129516.1, XP_033143443.1, XP_033143504.1
OG0001603	XP_013594440.1	XP_009115250.2
OG0001603	XP_013599556.1	XP_033128469.1, XP_009150195.1
OG0001603	XP_013628437.1	XP_009150387.1
OG0001604	XP_013585061.1	XP_009149382.1
OG0001604	XP_013605134.1	XP_033136766.1
OG0001604	XP_013627740.1	XP_009150208.1
OG0001604	XP_013590940.1	XP_033142603.1
OG0001605	XP_013633163.1, XP_013633164.1	XP_018513993.2, XP_018513841.2, XP_009140019.2
OG0001606	XP_013616393.1	XP_009126167.1
OG0001606	XP_013622198.1	XP_009134722.1
OG0001606	XP_013585487.1	XP_009130340.1
OG0001607	XP_013631960.1	XP_009119010.1
OG0001607	XP_013586541.1	XP_009130327.2
OG0001607	XP_013621488.1	XP_009126147.1
OG0001607	XP_013611089.1	XP_009121428.2
OG0001608	XP_013584646.1, XP_013584703.1, XP_013615569.1	XP_033147452.1, XP_033147103.1
OG0001608	XP_013629521.1	XP_033142367.1
OG0001609	XP_013614754.1	XP_009147333.1
OG0001609	XP_013629561.1	XP_009131518.1
OG0001609	XP_013613088.1	XP_009121520.1
OG0001610	XP_013594650.1	XP_033135902.1
OG0001610	XP_013598874.1, XP_013587154.1, XP_013625419.1	XP_009113776.1
OG0001610	XP_013584202.1	XP_009109822.1
OG0001611	XP_013611221.1	XP_009121835.1
OG0001611	XP_013611368.1	XP_009120885.1
OG0001611	XP_013621190.1	XP_009126362.1
OG0001612	XP_013606966.1	XP_009120882.1
OG0001612	XP_013629155.1	XP_009131265.1
OG0001612	XP_013612653.1	XP_009121868.1
OG0001613	XP_013628606.1	XP_009131226.1
OG0001613	XP_013611835.1	XP_018510950.1
OG0001613	XP_013594999.1	XP_009151114.2
OG0001614	XP_013629094.1	XP_009150573.1
OG0001614	XP_013602309.1	XP_033134880.1
OG0001614	XP_013620182.1	XP_009130483.1
OG0001614	XP_013612601.1	XP_009122072.1
OG0001615	XP_013604018.1	XP_009112539.1
OG0001615	XP_013612603.1	XP_009122071.1
OG0001615	XP_013626076.1	XP_009131149.1
OG0001616	XP_013590345.1	XP_033131649.1
OG0001616	XP_013610028.1, XP_013612593.1	XP_009122535.2
OG0001616	XP_013629133.1	XP_033128184.1
OG0001616	XP_013621372.1	XP_009130462.1
OG0001616	XP_013613324.1	XP_009112141.1
OG0001617	XP_013606204.1	XP_009122500.1
OG0001617	XP_013630715.1	XP_009131105.2
OG0001617	XP_013616525.1	XP_009130275.1
OG0001617	XP_013623624.1	XP_009150448.2
OG0001618	XP_013606047.1	XP_009111957.1
OG0001618	XP_013619027.1	XP_009131044.1
OG0001618	XP_013612243.1, XP_013612245.1, XP_013600317.1	XP_009122430.1
OG0001619	XP_013606624.1	XP_009111240.1
OG0001619	XP_013594812.1, XP_013586956.1	XP_009111154.1, XP_009119542.1
OG0001620	XP_013637916.1	XP_009118950.2
OG0001620	XP_013605924.1	XP_009118427.1
OG0001620	XP_013636497.1	XP_009124366.1
OG0001620	XP_013636068.1	XP_033145156.1
OG0001621	XP_013622663.1	XP_009132703.1
OG0001621	XP_013586505.1	XP_009118982.1
OG0001621	XP_013603982.1	XP_009110954.1
OG0001622	XP_013583819.1	XP_009118997.2
OG0001622	XP_013602287.1	XP_009118463.1
OG0001622	XP_013632669.1	XP_033146935.1
OG0001623	XP_013637300.1	XP_033146581.1
OG0001623	XP_013583691.1	XP_009119024.1
OG0001623	XP_013600707.1	XP_009118473.1
OG0001624	XP_013632640.1, XP_013634701.1	XP_009144269.1
OG0001624	XP_013633627.1	XP_009141113.1
OG0001624	XP_013585790.1	XP_009119051.1
OG0001625	XP_013626486.1	XP_009132812.1
OG0001625	XP_013605590.1	XP_009111031.1
OG0001625	XP_013638323.1	XP_033137381.1
OG0001626	XP_013602136.1	XP_009118627.1, XP_009111094.1, XP_009119270.1
OG0001627	XP_013638105.1	XP_009119290.1
OG0001627	XP_013630998.1	XP_009143870.1
OG0001627	XP_013631116.1	XP_009141306.1
OG0001628	XP_013637820.1	XP_033138361.1
OG0001628	XP_013595668.1, XP_013595666.1	XP_009101750.1
OG0001628	XP_013609200.1	XP_009113959.1
OG0001629	XP_013622503.1	XP_009134342.1
OG0001629	XP_013606271.1	XP_009121784.1
OG0001629	XP_013600401.1	XP_009118698.1
OG0001630	XP_013617332.1	XP_009139437.1
OG0001630	XP_013594000.1	NP_001288890.1
OG0001630	XP_013618437.1, XP_013609622.1	XP_009119803.1
OG0001631	XP_013598908.1	XP_009101809.1
OG0001631	XP_013621033.1	XP_009123868.1
OG0001631	XP_013593949.1	XP_009102956.1
OG0001632	XP_013627055.1	XP_009132963.1
OG0001632	XP_013584748.1	XP_009113647.1
OG0001632	XP_013625970.1	XP_009109706.1
OG0001632	XP_013598011.1	XP_009102896.1
OG0001633	XP_013596657.1	XP_009137074.2
OG0001633	XP_013596343.1	XP_033144965.1
OG0001634	XP_013612917.1	XP_009111984.1
OG0001635	XP_013630355.1	XP_009150176.1
OG0001635	XP_013606791.1	XP_009151545.1
OG0001635	XP_013623031.1	XP_009150173.1
OG0001636	XP_013597977.1	XP_009150987.1
OG0001636	XP_013620823.1	XP_009130007.1
OG0001636	XP_013604158.1	XP_033142375.1
OG0001636	XP_013627012.1	XP_009150138.1
OG0001637	XP_013626592.1	XP_009131740.1
OG0001637	XP_013626616.1	XP_009131741.2
OG0001637	XP_013610293.1	XP_009120878.1
OG0001637	XP_013621340.1	XP_033141634.1
OG0001638	XP_013606063.1	XP_009120838.1
OG0001638	XP_013630481.1	XP_009131763.2
OG0001638	XP_013620664.1	XP_009126408.2
OG0001639	XP_013620115.1	XP_009126924.3
OG0001640	XP_013619189.1	XP_009142628.1
OG0001640	XP_013625958.1	XP_009132379.1
OG0001640	XP_013608956.1, XP_013596751.1	XP_009120060.1
OG0001641	XP_013621496.1	XP_009127020.1
OG0001641	XP_013607067.1	XP_009120040.2
OG0001641	XP_013622624.1	XP_033144616.1
OG0001641	XP_013597509.1	XP_009137621.1
OG0001642	XP_013627494.1	XP_033143600.1
OG0001642	XP_013622480.1	XP_009132410.1
OG0001642	XP_013609793.1	XP_009120027.1
OG0001642	XP_013626835.1, XP_013597027.1	XP_009132408.1
OG0001642	XP_013616456.1	XP_009127039.1
OG0001643	XP_013639769.1	XP_009143344.1
OG0001643	XP_013610499.1	XP_009119959.1
OG0001644	XP_013630802.1	XP_009135178.2
OG0001644	XP_013633554.1	XP_009121213.1
OG0001645	XP_013585869.1	XP_009146726.1
OG0001645	XP_013627193.1	XP_033144401.1
OG0001646	XP_013611098.1	XP_009122159.1
OG0001646	XP_013629005.1	XP_018513508.2
OG0001646	XP_013637968.1	XP_009146747.1
OG0001646	XP_013592337.1	XP_009122333.1
OG0001647	XP_013590711.1	XP_009104045.1
OG0001647	XP_013620670.1	XP_009125533.1
OG0001647	XP_013614446.1	XP_009130793.1
OG0001647	XP_013611285.1	XP_009122642.1
OG0001648	XP_013631148.1	XP_009140038.1
OG0001648	XP_013588136.1	XP_009125160.2
OG0001648	XP_013607001.1	XP_009111563.1
OG0001649	XP_013592026.1	XP_009125164.1
OG0001649	XP_013637161.1	XP_009140242.1
OG0001649	XP_013598232.1	XP_009151988.1
OG0001650	XP_013635459.1	XP_009140090.2
OG0001650	XP_013608612.1	XP_009112917.1
OG0001651	XP_013604407.1	XP_009117773.1
OG0001651	XP_013587620.1	XP_009149057.1
OG0001651	XP_013620449.1	XP_009128371.1
OG0001651	XP_013588226.1	XP_033131213.1
OG0001652	XP_013591502.1	XP_009106655.1
OG0001652	XP_013618281.1	XP_009128349.1
OG0001652	XP_013590450.1	XP_009106654.1
OG0001653	XP_013586811.1	XP_009149076.1
OG0001653	XP_013588218.1	XP_009104542.1
OG0001653	XP_013591489.1	XP_009106646.1
OG0001654	XP_013639415.1	XP_033137211.1
OG0001655	XP_013619513.1	XP_009127403.1
OG0001655	XP_013590834.1	XP_009105152.1
OG0001656	XP_013592504.1	XP_033132176.1
OG0001656	XP_013602367.1	XP_009110205.1
OG0001656	XP_013594120.1	XP_009103322.1
OG0001656	XP_013587614.1	XP_009149567.1
OG0001657	XP_013598452.1	XP_009138359.1
OG0001657	XP_013630719.1	XP_009109290.1
OG0001657	XP_013613301.1	XP_009112427.3
OG0001657	XP_013630268.1	XP_033129525.1
OG0001658	XP_013593384.1	XP_009121068.1
OG0001658	XP_013614869.1	XP_009147904.1
OG0001658	XP_013598422.1	XP_009138402.1
OG0001659	XP_013625042.1	XP_009106795.2
OG0001659	XP_013586855.1	XP_009146591.1
OG0001659	XP_013628744.1	XP_009135246.1
OG0001660	XP_013588274.1	XP_033147001.1
OG0001660	XP_013622811.1	XP_009135376.1
OG0001660	XP_013585953.1	XP_009146386.2
OG0001660	XP_013610481.1	XP_033142845.1, XP_009116991.2
OG0001661	XP_013590273.1	XP_009147638.1
OG0001661	XP_013638027.1	XP_009146260.1
OG0001661	XP_013610149.1	XP_033139915.1
OG0001662	XP_013631456.1	XP_009141538.1
OG0001662	XP_013631410.1	XP_009139451.2
OG0001662	XP_013602637.1	XP_009115947.1
OG0001662	XP_013595369.1	XP_009136681.1
OG0001663	XP_013627226.1	XP_009133072.1
OG0001663	XP_013635314.1	XP_009141574.1
OG0001663	XP_013634746.1	XP_009148739.1
OG0001664	XP_013634833.1	XP_009143578.1
OG0001664	XP_013635555.1	XP_009142106.1
OG0001664	XP_013603156.1	XP_009115994.2
OG0001664	XP_013592090.1	XP_033131658.1
OG0001665	XP_013630506.1	XP_009133088.1
OG0001665	XP_013630922.1	XP_009143574.1
OG0001665	XP_013637213.1	XP_033146121.1
OG0001666	XP_013601946.1	XP_009148189.1
OG0001666	XP_013607430.1	XP_033132436.1
OG0001666	XP_013585794.1	XP_009145264.1
OG0001667	XP_013598868.1	XP_009136714.1
OG0001667	XP_013629111.1	XP_009135493.1
OG0001667	XP_013584350.1	XP_009146075.2
OG0001668	XP_013609597.1	XP_009114620.1, XP_009135494.1
OG0001668	XP_013596398.1	XP_009136730.1
OG0001669	XP_013593519.1	XP_009136732.1
OG0001669	XP_013598619.1	XP_009136735.1
OG0001670	XP_013590925.1	XP_009106059.1
OG0001670	XP_013619519.1	XP_009128019.1
OG0001670	XP_013616425.1	XP_009128020.1
OG0001671	XP_013619084.1	XP_009129369.1
OG0001671	XP_013610392.1	XP_009111598.1
OG0001671	XP_013593983.1	XP_009151867.2
OG0001672	XP_013612615.1	XP_009121464.1
OG0001672	XP_013604463.1	XP_009110612.1
OG0001673	XP_013616041.1	XP_033139850.1, XP_009129574.2, XP_033139851.1
OG0001673	XP_013638203.1	NP_001288865.1
OG0001673	XP_013599910.1	XP_009117994.1
OG0001674	XP_013608402.1	XP_009111789.1
OG0001674	XP_013587548.1	XP_009145776.1
OG0001674	XP_013600488.1	XP_009107271.1
OG0001675	XP_013591369.1	XP_009147845.1
OG0001675	XP_013638441.1	XP_033147368.1
OG0001675	XP_013592814.1, XP_013592764.1	XP_009111361.2, XP_033147945.1, XP_009111369.2
OG0001675	XP_013592797.1	XP_009111387.2, XP_009111375.2
OG0001676	XP_013638406.1	XP_033147152.1
OG0001676	XP_013590733.1	XP_009135721.1
OG0001676	XP_013592328.1	XP_009147771.2
OG0001677	XP_013638491.1	XP_009146083.1
OG0001677	XP_013630668.1	XP_009107159.1
OG0001677	XP_013592757.1	XP_009147720.2
OG0001677	XP_013592900.1	XP_009144867.2
OG0001679	XP_013591775.1, XP_013592089.1	XP_009147667.1, XP_009144817.1
OG0001679	XP_013636704.1	XP_009115398.1
OG0001680	XP_013613540.1	XP_009139904.2
OG0001681	XP_013597722.1	XP_009136855.1
OG0001681	XP_013618395.1	XP_009128938.1
OG0001682	XP_013610858.1	XP_009114297.1
OG0001682	XP_013593133.1	XP_009101449.1
OG0001682	XP_013595059.1	XP_009136854.2
OG0001683	XP_013630754.1	XP_009136319.1
OG0001683	XP_013611605.1	XP_009112395.2, XP_033134126.1
OG0001683	XP_013626907.1	XP_009108692.1
OG0001683	XP_013604631.1	XP_009107674.1
OG0001684	XP_013626061.1	XP_009136326.1
OG0001684	XP_013595710.1	XP_009121204.1
OG0001684	XP_013598156.1	XP_009138336.1
OG0001684	XP_013635521.1	XP_009107264.1
OG0001685	XP_013601208.1	XP_009135638.1
OG0001685	XP_013625179.1	XP_009108552.1
OG0001686	XP_013630103.1	XP_009108550.1
OG0001686	XP_013625685.1	XP_009135587.1
OG0001686	XP_013628966.1	XP_009134294.2
OG0001687	XP_013598335.1	XP_009135267.2
OG0001687	XP_013623372.1	XP_009108530.1
OG0001687	XP_013612720.1	XP_009114542.1
OG0001688	XP_013627028.1	XP_009136111.2, XP_009136112.2
OG0001688	XP_013632698.1	XP_009103701.1
OG0001689	XP_013587392.1	XP_009145124.1
OG0001689	XP_013600714.1	XP_009107914.2
OG0001689	XP_013630137.1	XP_009134146.3
OG0001690	XP_013634510.1, XP_013616744.1	XP_009138685.1
OG0001690	XP_013602084.1	XP_009116971.3
OG0001691	XP_013634118.1	XP_009138711.1
OG0001691	XP_013632226.1, XP_013629638.1	XP_009133821.1
OG0001692	XP_013604107.1	XP_009116930.1
OG0001692	XP_013587013.1	XP_033147574.1
OG0001692	XP_013591425.1	XP_009147975.1
OG0001693	XP_013634195.1	XP_009142577.1, XP_033142600.1
OG0001693	XP_013615363.1, XP_013605863.1	XP_033135036.1
OG0001693	XP_013590173.1	XP_009104360.1
OG0001694	XP_013633194.1	XP_009140206.1
OG0001695	XP_013605196.1	XP_009116710.1
OG0001695	XP_013590052.1	XP_033131435.1
OG0001695	XP_013637145.1	XP_009142280.1
OG0001696	XP_013605197.1	XP_009116709.1
OG0001696	XP_013588531.1	XP_009104254.1
OG0001696	XP_013635470.1	XP_018514843.1
OG0001696	XP_013622639.1	XP_009133681.1
OG0001697	XP_013622261.1	XP_018513467.1
OG0001697	XP_013632104.1	XP_009142177.1
OG0001697	XP_013604715.1	XP_009138913.1, XP_009116598.1
OG0001698	XP_013632198.1	XP_018514272.1
OG0001698	XP_013634034.1	XP_009138935.1
OG0001698	XP_013592413.1	XP_009104172.1
OG0001698	XP_013605337.1	XP_009116562.1
OG0001699	XP_013636341.1	XP_009142817.1
OG0001699	XP_013605919.1	XP_009116480.1
OG0001699	XP_013633542.1	XP_009139008.2
OG0001699	XP_013588353.1	XP_009104076.3
OG0001700	XP_013615108.1	XP_009139054.1
OG0001700	XP_013596868.1	XP_009102593.2
OG0001700	XP_013634961.1	XP_009139058.1
OG0001701	XP_013636626.1	XP_009139231.1
OG0001701	XP_013587908.1	XP_009103924.1
OG0001701	XP_013604403.1	XP_009116136.1
OG0001701	XP_013630599.1	XP_009133299.1
OG0001702	XP_013616652.1	XP_009127145.1
OG0001703	XP_013631214.1	XP_009124264.1
OG0001703	XP_013593788.1	XP_009102383.1
OG0001703	XP_013625153.1	XP_009136137.1
OG0001704	XP_013630687.1	XP_009136205.1
OG0001704	XP_013619372.1	XP_009112251.2
OG0001704	XP_013625626.1	XP_009123167.1
OG0001705	XP_013633927.1	XP_009143265.1
OG0001705	XP_013625475.1	XP_033143903.1
OG0001705	XP_013633716.1	XP_009141852.1
OG0001706	XP_013607272.1	XP_009107919.1
OG0001706	XP_013634756.1	XP_009140298.1
