Orthogroup	Brassica_oleracea	Conringia_planisiliqua
OG0000460	XP_013590426.1	CP7_g46383_DN1_SP0_c.t1
OG0000461	XP_013594659.1, XP_013594886.1	CP1_g39148_DN3_SP0_c.t1, CP6_g8314_DN2_SP0_c.t1
OG0000462	XP_013614968.1, XP_013614741.1, XP_013594517.1	CP6_g6758_DN3_SP0_c.t1
OG0000462	XP_013627684.1	CP6_g6754_DN3_SP0_c.t1, CP6_g6755_DN3_SP0_c.t1
OG0000462	XP_013597335.1, XP_013594711.1	CP6_g6757_DN2_SP0_c.t1
OG0000463	XP_013637737.1	CP7_g44407_DN3_SP6_c.t1
OG0000463	XP_013628249.1	CP3_g14763_DN3_SP0_c.t1
OG0000463	XP_013627546.1, XP_013614045.1	CP3_g14758_DN3_SP0_c.t1
OG0000464	XP_013585394.1, XP_013601909.1, XP_013603918.1	CP1_g36522_DN3_SP0_c.t1
OG0000464	XP_013639072.1, XP_013639076.1	CP1_g36523_DN3_SP0_c.t1, CP1_g36521_DN3_SP0_c.t1
OG0000464	XP_013638579.1, XP_013639075.1	CP1_g36525_DN3_SP0_c.t1
OG0000467	XP_013617912.1, XP_013617911.1, XP_013618873.1	CP2_g48449_DN3_SP0_c.t1
OG0000469	XP_013602025.1	CP6_g6937_DN3_SP3_c.t1
OG0000469	XP_013608912.1	CP3_g13486_DN3_SP3_c.t1
OG0000470	XP_013633434.1, XP_013636305.1, XP_013636306.1	CP2_g48892_DN1_SP0_c.t1
OG0000470	XP_013596620.1	CP6_g6926_DN3_SP0_c.t1
OG0000472	XP_013601432.1	CP5_g2451_DN1_SP0_c.t1, CP9_g27917_DN3_SP0_c.t1
OG0000472	XP_013606873.1	CP5_g2450_DN2_SP0_c.t1
OG0000473	XP_013636812.1, XP_013634297.1, XP_013623522.1, XP_013623523.1, XP_013632332.1	CP4_g24957_DN3_SP2_c.t1
OG0000474	XP_013604808.1, XP_013604640.1, XP_013586099.1	CP1_g36649_DN3_SP1_c.t1, CP1_g36648_DN3_SP0_c.t1
OG0000474	XP_013594193.1	CP13_g20271_DN3_SP0_c.t1
OG0000474	XP_013584241.1	CP7_g44631_DN3_SP0_c.t1
OG0000475	XP_013631626.1, XP_013613261.1	CP2_g49102_DN3_SP0_c.t1
OG0000476	XP_013588208.1, XP_013589556.1, XP_013605329.1	CP9_g28252_DN1_SP0_c.t1, CP39_g21150_DN1_SP0_c.t1, CP9_g28272_DN1_SP0_c.t1
OG0000477	XP_013618718.1	CP2_g48048_DN3_SP8_c.t1
OG0000477	XP_013618097.1	CP13_g19553_DN3_SP8_c.t1
OG0000477	XP_013638737.1, XP_013605186.1, XP_013604848.1	CP1_g37745_DN3_SP8_c.t1
OG0000478	XP_013635435.1	CP2_g47919_DN3_SP0_c.t1
OG0000479	XP_013624972.1	CP36_g50954_DN1_SP0_c.t1, CP20_g4059_DN3_SP0_c.t1, CP24_g46980_DN1_SP0_c.t1, CP3_g16131_DN2_SP0_c.t1, CP18_g11583_DN3_SP0_c.t1, CP1_g40965_DN1_SP0_c.t1, CP22_g17445_DN2_SP0_c.t1
OG0000480	XP_013592398.1	CP2_g49181_DN3_SP0_c.t1
OG0000480	XP_013609349.1	CP13_g19595_DN2_SP6_c.t1
OG0000481	XP_013585423.1, XP_013635592.1, XP_013610786.1	CP2_g49426_DN3_SP8_c.t1
OG0000481	XP_013586575.1	CP1_g37287_DN3_SP2_c.t1
OG0000481	XP_013584815.1, XP_013584691.1, XP_013599620.1, XP_013601938.1, XP_013594035.1, XP_013599619.1	CP1_g37286_DN3_SP0_c.t1
OG0000482	XP_013614680.1, XP_013621095.1	CP9_g28860_DN2_SP0_c.t1
OG0000483	XP_013627388.1	CP6_g7421_DN3_SP2_c.t1
OG0000484	XP_013626294.1, XP_013593932.1	CP5_g973_DN3_SP7_c.t1
OG0000484	XP_013598574.1, XP_013626930.1, XP_013607653.1	CP5_g972_DN3_SP4_c.t1
OG0000485	XP_013595108.1	CP19_g18325_DN3_SP0_c.t1
OG0000485	XP_013595107.1, XP_013598896.1, XP_013598837.1	CP19_g18326_DN3_SP0_c.t1
OG0000485	XP_013597042.1	CP19_g18324_DN3_SP0_c.t1
OG0000486	XP_013601511.1	CP1_g38285_DN2_SP0_c.t1
OG0000486	XP_013588962.1	CP1_g38284_DN2_SP0_c.t1
OG0000491	XP_013623709.1	CP3_g14556_DN3_SP0_c.t1
OG0000491	XP_013593563.1, XP_013592787.1	CP3_g14558_DN2_SP0_c.t1
OG0000491	XP_013591150.1, XP_013587346.1	CP3_g14555_DN3_SP0_c.t1
OG0000492	XP_013634650.1, XP_013603107.1	CP3_g13884_DN3_SP0_c.t1
OG0000492	XP_013630529.1	CP4_g25471_DN3_SP5_c.t1
OG0000492	XP_013631441.1	CP4_g24828_DN3_SP0_c.t1
OG0000493	XP_013613614.1	CP2_g47763_DN3_SP0_c.t1
OG0000493	XP_013633151.1	CP5_g1440_DN3_SP0_c.t1
OG0000494	XP_013613968.1	CP3_g14134_DN2_SP0_c.t1
OG0000495	XP_013624651.1	CP3_g15404_DN3_SP0_c.t1, CP3_g14806_DN3_SP0_c.t1
OG0000495	XP_013590362.1, XP_013591096.1	CP6_g6955_DN3_SP0_c.t1
OG0000495	XP_013587763.1	CP9_g28994_DN3_SP0_c.t1
OG0000496	XP_013624681.1	CP3_g14620_DN3_SP0_c.t1
OG0000496	XP_013625115.1	CP3_g14624_DN3_SP1_c.t1
OG0000496	XP_013596092.1	CP3_g14625_DN3_SP0_c.t1
OG0000496	XP_013618410.1, XP_013630402.1	CP3_g14619_DN3_SP2_c.t1
OG0000497	XP_013591298.1, XP_013614964.1	CP9_g28912_DN3_SP8_c.t1
OG0000497	XP_013586404.1, XP_013630126.1, XP_013610739.1	CP10_g43358_DN3_SP8_c.t1
OG0000497	XP_013590584.1	CP7_g46349_DN3_SP6_c.t1
OG0000498	XP_013616823.1	CP11_g32179_DN1_SP0_c.t1
OG0000499	XP_013637416.1	CP12_g30390_DN3_SP0_c.t1
OG0000499	XP_013584705.1	CP12_g30389_DN3_SP0_c.t1
OG0000499	XP_013629707.1, XP_013616908.1	CP12_g30391_DN3_SP0_c.t1
OG0000500	XP_013619222.1, XP_013619178.1, XP_013615687.1	CP39_g21146_DN3_SP5_c.t1
OG0000501	XP_013606909.1	CP20_g4230_DN3_SP0_c.t1, CP20_g4229_DN3_SP1_c.t1
OG0000502	XP_013635269.1	CP5_g1553_DN3_SP0_c.t1
OG0000502	XP_013635124.1	CP5_g1547_DN3_SP0_c.t1, CP5_g1700_DN3_SP0_c.t1, CP5_g1694_DN3_SP0_c.t1, CP5_g1697_DN3_SP0_c.t1, CP5_g1692_DN3_SP0_c.t1, CP5_g1546_DN3_SP0_c.t1, CP5_g1549_DN3_SP0_c.t1
OG0000506	XP_013606318.1, XP_013622449.1, XP_013622723.1, XP_013611586.1, XP_013618171.1	CP11_g33191_DN3_SP8_c.t1, CP4_g24894_DN3_SP0_c.t1
OG0000507	XP_013616532.1	CP9_g27687_DN3_SP0_c.t1
OG0000508	XP_013611618.1	CP2_g49462_DN2_SP0_c.t1, CP2_g49471_DN2_SP0_c.t1, CP2_g49443_DN3_SP0_c.t1, CP2_g49449_DN2_SP0_c.t1, CP2_g49457_DN2_SP0_c.t1, CP2_g49469_DN3_SP0_c.t1, CP2_g49472_DN2_SP0_c.t1, CP2_g49470_DN2_SP0_c.t1, CP2_g49452_DN2_SP0_c.t1, CP2_g49463_DN3_SP0_c.t1, CP2_g49444_DN2_SP0_c.t1, CP2_g49458_DN3_SP0_c.t1
OG0000509	XP_013598638.1, XP_013600231.1	CP6_g7186_DN3_SP0_c.t1
OG0000510	XP_013635778.1	CP5_g1404_DN2_SP0_c.t1
OG0000510	XP_013591090.1	CP5_g1398_DN3_SP1_c.t1
OG0000510	XP_013591029.1	CP5_g1397_DN3_SP0_c.t1
OG0000510	XP_013596689.1, XP_013633635.1, XP_013589260.1	CP5_g1400_DN3_SP1_c.t1
OG0000511	XP_013620007.1	CP8_g53376_DN2_SP0_c.t1
OG0000512	XP_013626340.1	CP3_g15566_DN3_SP2_c.t1, CP2_g49287_DN3_SP5_c.t1
OG0000512	XP_013598759.1, XP_013626942.1, XP_013585665.1	CP5_g629_DN3_SP1_c.t1, CP2_g49391_DN2_SP3_c.t1
OG0000516	XP_013589587.1	CP9_g28322_DN3_SP0_c.t1
OG0000518	XP_013618999.1, XP_013608151.1	CP8_g53302_DN3_SP0_c.t1, CP8_g53301_DN3_SP0_c.t1
OG0000518	XP_013618373.1, XP_013623789.1, XP_013627828.1	CP11_g32690_DN3_SP0_c.t1
OG0000518	XP_013627770.1	CP11_g32691_DN3_SP0_c.t1
OG0000519	XP_013618020.1	CP2_g47512_DN3_SP3_c.t1
OG0000519	XP_013631764.1, XP_013633970.1	CP4_g25820_DN3_SP2_c.t1
OG0000519	XP_013635386.1, XP_013635346.1	CP4_g25810_DN3_SP1_c.t1
OG0000520	XP_013614430.1, XP_013603951.1	CP8_g53011_DN3_SP0_c.t1
OG0000520	XP_013603925.1, XP_013639514.1, XP_013585362.1	CP1_g37568_DN3_SP0_c.t1
OG0000521	XP_013615676.1, XP_013620187.1, XP_013620184.1	CP2_g47792_DN3_SP0_c.t1
OG0000522	XP_013583730.1, XP_013583960.1, XP_013625492.1	CP10_g42911_DN3_SP6_c.t1
OG0000523	XP_013614257.1	CP16_g55157_DN3_SP0_c.t1, CP16_g55154_DN3_SP0_c.t1
OG0000529	XP_013635566.1, XP_013633504.1	CP4_g25595_DN3_SP0_c.t1
OG0000530	XP_013612820.1, XP_013612819.1	CP8_g53223_DN3_SP0_c.t1
OG0000530	XP_013619438.1	CP8_g53224_DN3_SP0_c.t1, CP8_g53225_DN3_SP0_c.t1
OG0000531	XP_013618001.1, XP_013615988.1	CP2_g48426_DN3_SP1_c.t1
OG0000531	XP_013610476.1, XP_013593438.1, XP_013609742.1	CP2_g48421_DN3_SP1_c.t1
OG0000531	XP_013613364.1, XP_013630626.1, XP_013595009.1	CP2_g48422_DN3_SP0_c.t1
OG0000532	XP_013620162.1	CP1_g39973_DN3_SP0_c.t1, CP92_g51797_DN3_SP0_c.t1, CP6_g9644_DN3_SP0_c.t1, CP8_g52921_DN2_SP0_c.t1
OG0000533	XP_013617852.1, XP_013624279.1	CP5_g1601_DN3_SP0_c.t1
OG0000534	XP_013585442.1	CP16_g55386_DN3_SP0_c.t1
OG0000535	XP_013632962.1	CP3_g13536_DN3_SP0_c.t1
OG0000536	XP_013637606.1	CP45_g22368_DN3_SP0_c.t1, CP5_g1834_DN3_SP0_c.t1, CP29_g21948_DN1_SP0_c.t1, CP271_g11212_DN3_SP0_c.t1
OG0000536	XP_013610827.1	CP11_g31803_DN3_SP0_c.t1
OG0000537	XP_013628956.1, XP_013614631.1	CP10_g42793_DN3_SP5_c.t1
OG0000537	XP_013626396.1, XP_013614628.1, XP_013583265.1, XP_013615750.1	CP10_g42794_DN3_SP1_c.t1
OG0000538	XP_013607487.1	CP2_g48869_DN3_SP0_c.t1
OG0000538	XP_013628129.1	CP16_g55315_DN3_SP0_c.t1, CP16_g55317_DN3_SP0_c.t1, CP16_g55319_DN2_SP0_c.t1, CP16_g55314_DN2_SP0_c.t1
OG0000540	XP_013633317.1	CP4_g25743_DN3_SP0_c.t1
OG0000541	XP_013601617.1, XP_013624419.1	CP3_g15800_DN1_SP0_c.t1, CP36_g51059_DN2_SP0_c.t1
OG0000542	XP_013585672.1, XP_013604481.1	CP1_g37334_DN3_SP8_c.t1
OG0000542	XP_013606668.1	CP2_g49347_DN3_SP8_c.t1
OG0000542	XP_013591796.1	CP9_g28605_DN3_SP7_c.t1
OG0000543	XP_013596568.1	CP12_g31432_DN1_SP0_c.t1
OG0000543	XP_013596158.1	CP12_g31429_DN2_SP0_c.t1
OG0000547	XP_013623530.1	CP4_g24368_DN3_SP3_c.t1
OG0000547	XP_013629833.1	CP4_g25205_DN3_SP0_c.t1
OG0000547	XP_013634891.1	CP4_g24370_DN3_SP0_c.t1
OG0000548	XP_013631725.1	CP16_g55009_DN3_SP0_c.t1, CP16_g55010_DN3_SP0_c.t1
OG0000548	XP_013632076.1	CP5_g1431_DN3_SP0_c.t1
OG0000548	XP_013627279.1	CP16_g55012_DN3_SP0_c.t1
OG0000553	XP_013593420.1	CP12_g30872_DN3_SP8_c.t1
OG0000553	XP_013606918.1, XP_013616414.1, XP_013597865.1	CP2_g48751_DN3_SP8_c.t1
OG0000554	XP_013625485.1, XP_013635893.1, XP_013615836.1, XP_013609782.1	CP20_g4460_DN3_SP0_c.t1
OG0000555	XP_013607616.1	CP10_g43639_DN1_SP0_c.t1
OG0000556	XP_013591335.1	CP9_g28179_DN3_SP0_c.t1
OG0000557	XP_013630249.1, XP_013604409.1	CP16_g54934_DN3_SP1_c.t1
OG0000561	XP_013623198.1, XP_013612823.1, XP_013612129.1	CP11_g32422_DN3_SP0_c.t1
OG0000562	XP_013631368.1	CP4_g26047_DN3_SP3_c.t1
OG0000562	XP_013608728.1, XP_013625204.1	CP8_g54154_DN3_SP8_c.t1
OG0000562	XP_013639136.1	CP1_g37117_DN3_SP8_c.t1
OG0000563	XP_013588469.1, XP_013600243.1, XP_013631869.1	CP3_g13164_DN3_SP0_c.t1
OG0000563	XP_013594087.1, XP_013587100.1	CP7_g45441_DN3_SP0_c.t1
OG0000564	XP_013628912.1, XP_013609483.1, XP_013604812.1, XP_013595875.1, XP_013590153.1, XP_013618531.1	CP2_g48825_DN3_SP7_c.t1, CP3_g13293_DN3_SP5_c.t1
OG0000565	XP_013624982.1	CP12_g31072_DN3_SP0_c.t1, CP10_g44053_DN3_SP0_c.t1, CP10_g44052_DN2_SP0_c.t1
OG0000566	XP_013607176.1, XP_013612626.1	CP2_g49577_DN3_SP0_c.t1
OG0000566	XP_013627904.1	CP8_g53187_DN3_SP0_c.t1
OG0000567	XP_013615614.1, XP_013627377.1, XP_013584133.1	CP6_g7403_DN3_SP0_c.t1
OG0000569	XP_013597541.1	CP2_g47653_DN3_SP0_c.t1
OG0000569	XP_013600618.1	CP3_g14368_DN3_SP0_c.t1
OG0000569	XP_013614138.1	CP3_g14367_DN3_SP0_c.t1
OG0000570	XP_013608285.1, XP_013608283.1, XP_013608281.1, XP_013616936.1, XP_013616942.1, XP_013616944.1, XP_013616940.1	CP8_g53974_DN2_SP0_c.t1
OG0000571	XP_013635741.1	CP5_g801_DN3_SP0_c.t1
OG0000572	XP_013607264.1	CP10_g43870_DN2_SP0_c.t1
OG0000572	XP_013621535.1	CP22_g17593_DN2_SP0_c.t1
OG0000573	XP_013607083.1	CP11_g31904_DN3_SP7_c.t1
OG0000579	XP_013638257.1, XP_013583862.1	CP10_g42201_DN3_SP8_c.t1
OG0000579	XP_013595982.1	CP2_g48187_DN3_SP8_c.t1
OG0000579	XP_013622611.1	CP11_g32419_DN3_SP6_c.t1
OG0000580	XP_013625138.1, XP_013630432.1, XP_013632625.1, XP_013635800.1, XP_013635787.1, XP_013635732.1	CP4_g25615_DN1_SP0_c.t1
OG0000581	XP_013610540.1, XP_013619827.1	CP8_g54288_DN3_SP0_c.t1, CP8_g54270_DN2_SP0_c.t1
OG0000583	XP_013613494.1, XP_013592137.1	CP7_g46271_DN3_SP8_c.t1
OG0000583	XP_013585326.1	CP7_g46047_DN3_SP3_c.t1
OG0000583	XP_013591486.1	CP9_g29494_DN3_SP8_c.t1
OG0000583	XP_013616418.1, XP_013586552.1	CP10_g43446_DN3_SP8_c.t1
OG0000585	XP_013607494.1	CP1_g37880_DN3_SP0_c.t1
OG0000587	XP_013603384.1	CP7_g45691_DN3_SP0_c.t1
OG0000587	XP_013601595.1	CP3_g14340_DN2_SP0_c.t1
OG0000587	XP_013603907.1, XP_013601596.1	CP20_g4152_DN3_SP0_c.t1
OG0000589	XP_013616292.1, XP_013606510.1	CP8_g53495_DN3_SP8_c.t1
OG0000590	XP_013631306.1, XP_013631572.1, XP_013637551.1	CP5_g1572_DN3_SP0_c.t1
OG0000592	XP_013616329.1	CP9_g29495_DN3_SP8_c.t1
OG0000592	XP_013597202.1	CP5_g1252_DN3_SP7_c.t1
OG0000593	XP_013590582.1, XP_013587874.1	CP9_g29435_DN3_SP0_c.t1
OG0000593	XP_013584093.1, XP_013608583.1, XP_013625630.1	CP12_g30210_DN3_SP8_c.t1, CP12_g30211_DN3_SP2_c.t1
OG0000595	XP_013610416.1	CP2_g49207_DN3_SP0_c.t1
OG0000595	XP_013607714.1	CP2_g49214_DN2_SP0_c.t1, CP2_g49210_DN3_SP0_c.t1
OG0000595	XP_013590020.1, XP_013588475.1	CP9_g29051_DN3_SP0_c.t1
OG0000596	XP_013600730.1	CP16_g55084_DN3_SP0_c.t1
OG0000596	XP_013598106.1, XP_013598105.1	CP13_g19429_DN3_SP0_c.t1
OG0000596	XP_013597824.1	CP13_g19426_DN3_SP0_c.t1
OG0000597	XP_013631399.1	CP6_g7535_DN3_SP0_c.t1
OG0000597	XP_013631400.1	CP6_g7537_DN3_SP0_c.t1
OG0000598	XP_013593807.1	CP5_g500_DN2_SP0_c.t1
OG0000599	XP_013614562.1	CP16_g54787_DN3_SP2_c.t1
OG0000599	XP_013626196.1, XP_013599590.1, XP_013595941.1	CP5_g103_DN3_SP7_c.t1
OG0000600	XP_013625582.1	CP10_g42545_DN3_SP8_c.t1
OG0000600	XP_013596675.1	CP2_g48582_DN3_SP6_c.t1
OG0000601	XP_013636584.1, XP_013636095.1, XP_013630038.1, XP_013605717.1	CP2_g49401_DN3_SP8_c.t1
OG0000604	XP_013635769.1	CP19_g18068_DN3_SP6_c.t1
OG0000604	XP_013590042.1, XP_013633563.1	CP19_g17877_DN3_SP8_c.t1
OG0000604	XP_013608949.1, XP_013625277.1	CP8_g53215_DN3_SP4_c.t1
OG0000605	XP_013591272.1	CP2_g49373_DN3_SP0_c.t1
OG0000606	XP_013610929.1	CP13_g20013_DN3_SP0_c.t1
OG0000606	XP_013595180.1	CP5_g395_DN3_SP0_c.t1
OG0000609	XP_013628079.1	CP10_g43853_DN3_SP0_c.t1
OG0000609	XP_013597069.1	CP10_g43855_DN3_SP0_c.t1
OG0000609	XP_013596911.1	CP10_g43854_DN3_SP0_c.t1
OG0000609	XP_013627748.1	CP10_g43856_DN3_SP0_c.t1
OG0000610	XP_013615644.1, XP_013632077.1	CP16_g55143_DN3_SP0_c.t1
OG0000610	XP_013603572.1	CP16_g55142_DN3_SP0_c.t1
OG0000610	XP_013636296.1	CP16_g55166_DN3_SP0_c.t1
OG0000613	XP_013588422.1	CP3_g14037_DN3_SP7_c.t1
OG0000613	XP_013585358.1, XP_013606982.1, XP_013627986.1	CP10_g42946_DN3_SP8_c.t1
OG0000613	XP_013628234.1	CP11_g33559_DN3_SP8_c.t1
OG0000616	XP_013589824.1, XP_013597498.1, XP_013589040.1	CP5_g885_DN3_SP0_c.t1
OG0000616	XP_013584178.1	CP5_g884_DN3_SP0_c.t1
OG0000616	XP_013603567.1	CP7_g45816_DN3_SP0_c.t1, CP7_g45815_DN3_SP0_c.t1
OG0000617	XP_013606013.1, XP_013609415.1, XP_013610128.1	CP11_g33316_DN3_SP0_c.t1
OG0000617	XP_013609941.1	CP11_g33315_DN3_SP0_c.t1
OG0000617	XP_013627276.1, XP_013610243.1	CP11_g33317_DN3_SP0_c.t1
OG0000618	XP_013620500.1, XP_013620482.1, XP_013622716.1	CP10_g43138_DN3_SP7_c.t1
OG0000620	XP_013610284.1	CP13_g20129_DN2_SP0_c.t1
OG0000621	XP_013629520.1	CP20_g4022_DN3_SP0_c.t1
OG0000622	XP_013607296.1	CP8_g54088_DN3_SP0_c.t1
OG0000623	XP_013593332.1, XP_013622342.1	CP10_g43718_DN3_SP7_c.t1
OG0000623	XP_013596533.1	CP3_g14246_DN3_SP7_c.t1
OG0000623	XP_013625070.1, XP_013584042.1, XP_013599425.1	CP5_g396_DN3_SP7_c.t1
OG0000624	XP_013635735.1	CP4_g24354_DN3_SP0_c.t1
OG0000624	XP_013628169.1	CP4_g24355_DN3_SP0_c.t1
OG0000625	XP_013583707.1	CP5_g1627_DN3_SP0_c.t1, CP6_g7242_DN3_SP0_c.t1, CP6_g7249_DN3_SP0_c.t1, CP6_g7246_DN3_SP0_c.t1, CP6_g7253_DN3_SP0_c.t1, CP6_g7240_DN3_SP0_c.t1, CP6_g7239_DN3_SP0_c.t1, CP6_g7238_DN3_SP0_c.t1, CP6_g7245_DN3_SP0_c.t1, CP6_g7248_DN3_SP0_c.t1, CP6_g7241_DN3_SP0_c.t1, CP6_g7252_DN3_SP0_c.t1, CP6_g7244_DN3_SP0_c.t1, CP6_g7251_DN3_SP0_c.t1, CP6_g7247_DN3_SP0_c.t1, CP6_g7243_DN3_SP0_c.t1, CP6_g7250_DN3_SP0_c.t1, CP6_g7254_DN3_SP0_c.t1, CP10_g43298_DN3_SP0_c.t1, CP10_g43297_DN3_SP0_c.t1
OG0000625	XP_013591080.1	CP7_g46414_DN3_SP0_c.t1
OG0000626	XP_013599483.1, XP_013632255.1, XP_013632169.1, XP_013609726.1, XP_013601055.1	CP1_g37608_DN3_SP1_c.t1
OG0000626	XP_013603114.1, XP_013600724.1, XP_013615378.1, XP_013619874.1, XP_013622074.1	CP1_g37607_DN3_SP0_c.t1
OG0000627	XP_013610498.1	CP2_g49253_DN3_SP2_c.t1
OG0000627	XP_013592321.1	CP2_g49258_DN3_SP3_c.t1, CP2_g49260_DN3_SP0_c.t1
OG0000628	XP_013595172.1, XP_013627487.1, XP_013624903.1, XP_013595170.1, XP_013627070.1	CP5_g631_DN3_SP1_c.t1
OG0000629	XP_013610137.1, XP_013610601.1, XP_013635089.1, XP_013596928.1, XP_013610570.1	CP20_g4415_DN3_SP0_c.t1, CP20_g4417_DN3_SP0_c.t1, CP20_g4419_DN3_SP0_c.t1, CP20_g4418_DN3_SP0_c.t1, CP20_g3923_DN3_SP0_c.t1, CP20_g4275_DN3_SP0_c.t1, CP20_g4279_DN2_SP0_c.t1, CP20_g4281_DN2_SP0_c.t1, CP20_g4282_DN2_SP0_c.t1, CP20_g4274_DN3_SP0_c.t1
OG0000633	XP_013639371.1	CP7_g45370_DN3_SP0_c.t1
OG0000634	XP_013628464.1, XP_013608515.1, XP_013615616.1, XP_013599794.1, XP_013616805.1	CP11_g32345_DN3_SP0_c.t1
OG0000635	XP_013610235.1	CP8_g54099_DN3_SP8_c.t1
OG0000635	XP_013603124.1	CP1_g37090_DN3_SP2_c.t1, CP1_g37089_DN3_SP8_c.t1
OG0000636	XP_013616421.1, XP_013609658.1, XP_013608779.1, XP_013623049.1	CP8_g54009_DN2_SP3_c.t1
OG0000636	XP_013585193.1, XP_013603883.1	CP1_g37355_DN1_SP0_c.t1
OG0000637	XP_013636165.1, XP_013625281.1	CP3_g14830_DN3_SP8_c.t1
OG0000637	XP_013608957.1	CP8_g54008_DN3_SP8_c.t1
OG0000637	XP_013613501.1, XP_013600675.1	CP3_g13993_DN3_SP8_c.t1
OG0000638	XP_013591437.1	CP3_g14829_DN3_SP0_c.t1, CP3_g14828_DN3_SP0_c.t1
OG0000639	XP_013591912.1	CP3_g13237_DN3_SP8_c.t1
OG0000639	XP_013600486.1	CP8_g54591_DN3_SP0_c.t1
OG0000639	XP_013637367.1, XP_013630510.1	CP4_g24095_DN3_SP8_c.t1
OG0000641	XP_013612142.1	CP8_g53653_DN3_SP5_c.t1
OG0000641	XP_013593973.1, XP_013599981.1, XP_013609002.1	CP10_g43555_DN3_SP2_c.t1
OG0000641	XP_013601362.1	CP5_g1065_DN3_SP7_c.t1
OG0000642	XP_013631017.1	CP18_g12617_DN3_SP0_c.t1
OG0000642	XP_013637120.1	CP4_g24079_DN3_SP3_c.t1
OG0000643	XP_013625636.1	CP10_g42929_DN3_SP3_c.t1
OG0000644	XP_013594321.1, XP_013615027.1	CP12_g31372_DN3_SP0_c.t1, CP12_g31339_DN1_SP0_c.t1, CP12_g31290_DN3_SP0_c.t1
OG0000644	XP_013615028.1, XP_013633171.1, XP_013635746.1	CP12_g31328_DN2_SP0_c.t1, CP12_g31361_DN2_SP0_c.t1, CP12_g31315_DN2_SP0_c.t1, CP12_g31347_DN2_SP0_c.t1, CP12_g31289_DN1_SP0_c.t1, CP135_g4756_DN2_SP0_c.t1, CP12_g31291_DN1_SP0_c.t1, CP1_g38269_DN1_SP0_c.t1, CP12_g31338_DN1_SP0_c.t1, CP1_g38268_DN1_SP0_c.t1, CP1_g38267_DN1_SP0_c.t1, CP1_g38266_DN2_SP0_c.t1
OG0000645	XP_013615355.1, XP_013603835.1	CP3_g13617_DN2_SP0_c.t1
OG0000646	XP_013605172.1	CP3_g14018_DN3_SP8_c.t1
OG0000646	XP_013622493.1, XP_013637392.1, XP_013636971.1	CP4_g25024_DN3_SP7_c.t1
OG0000647	XP_013614922.1	CP5_g960_DN3_SP0_c.t1
OG0000647	XP_013601090.1	CP5_g1102_DN3_SP3_c.t1
OG0000648	XP_013583436.1	CP10_g42882_DN3_SP0_c.t1
OG0000648	XP_013583434.1	CP16_g55518_DN3_SP0_c.t1
OG0000648	XP_013589633.1	CP9_g28628_DN3_SP0_c.t1
OG0000649	XP_013603334.1, XP_013587459.1	CP7_g45946_DN3_SP8_c.t1
OG0000649	XP_013590768.1, XP_013584437.1	CP1_g38258_DN3_SP6_c.t1
OG0000650	XP_013608503.1, XP_013626493.1	CP12_g30241_DN1_SP0_c.t1
OG0000650	XP_013629245.1	CP10_g44023_DN3_SP0_c.t1
OG0000650	XP_013619907.1, XP_013628168.1	CP5_g619_DN1_SP0_c.t1
OG0000652	XP_013637989.1	CP10_g43820_DN3_SP0_c.t1, CP10_g42303_DN3_SP2_c.t1
OG0000652	XP_013626890.1, XP_013612018.1	CP11_g32266_DN3_SP5_c.t1
OG0000653	XP_013595518.1, XP_013637135.1	CP19_g18152_DN3_SP8_c.t1
OG0000655	XP_013625991.1	CP7_g44900_DN3_SP2_c.t1
OG0000655	XP_013625249.1, XP_013635660.1, XP_013632022.1	CP4_g25294_DN3_SP8_c.t1
OG0000656	XP_013609762.1, XP_013606332.1, XP_013621174.1, XP_013597726.1	CP13_g19524_DN3_SP3_c.t1
OG0000656	XP_013587495.1, XP_013599833.1, XP_013599676.1	CP1_g37706_DN3_SP3_c.t1
OG0000660	XP_013614459.1	CP8_g53588_DN3_SP0_c.t1
OG0000660	XP_013591241.1	CP5_g1339_DN1_SP0_c.t1
OG0000662	XP_013594672.1	CP7_g45289_DN3_SP0_c.t1
OG0000663	XP_013583607.1, XP_013599959.1, XP_013602047.1	CP64_g21061_DN3_SP1_c.t1, CP7_g45901_DN3_SP6_c.t1
OG0000663	XP_013616205.1	CP9_g29047_DN3_SP8_c.t1
OG0000664	XP_013635697.1, XP_013610334.1	CP2_g48925_DN3_SP0_c.t1
OG0000665	XP_013584117.1, XP_013588023.1	CP12_g29959_DN3_SP0_c.t1
OG0000667	XP_013633968.1, XP_013633833.1	CP4_g24198_DN3_SP8_c.t1
OG0000667	XP_013590121.1	CP21_g10904_DN3_SP2_c.t1
OG0000669	XP_013586073.1, XP_013606957.1, XP_013592464.1, XP_013630239.1	CP20_g4121_DN3_SP8_c.t1, CP7_g44498_DN3_SP0_c.t1
OG0000671	XP_013608025.1	CP20_g4428_DN3_SP0_c.t1
OG0000671	XP_013639153.1	CP1_g37314_DN2_SP0_c.t1
OG0000672	XP_013624061.1	CP20_g4371_DN3_SP0_c.t1
OG0000673	XP_013624228.1, XP_013583878.1, XP_013603804.1, XP_013584939.1	CP1_g36550_DN3_SP1_c.t1
OG0000673	XP_013603902.1, XP_013603296.1, XP_013602869.1, XP_013602871.1	CP1_g36551_DN3_SP0_c.t1
