Orthogroup	Brassica_oleracea	Cardamine_hirsuta
OG0000845	XP_013587936.1, XP_013616082.1, XP_013610048.1	CARHR032480, CARHR032490
OG0000846	XP_013609957.1, XP_013610780.1	CARHR187110
OG0000846	XP_013593251.1, XP_013594194.1, XP_013615540.1	CARHR187090, CARHR187100, CARHR178000, CARHR147410
OG0000847	XP_013589534.1	CARHR203610
OG0000850	XP_013593751.1	CARHR052090, CARHR052110, CARHR052100, CARHR052140, CARHR051470, CARHR052080, CARHR052120
OG0000851	XP_013596325.1	CARHR247240
OG0000851	XP_013603018.1	CARHR114340
OG0000851	XP_013592924.1	CARHR247250
OG0000852	XP_013629472.1	CARHR194210
OG0000853	XP_013594671.1, XP_013603959.1, XP_013593290.1	CARHR025140
OG0000854	XP_013617339.1	CARHR216340
OG0000857	XP_013597121.1, XP_013608478.1, XP_013607590.1	CARHR128090, CARHR118190, CARHR288970
OG0000858	XP_013619197.1, XP_013619198.1	CARHR068820
OG0000858	XP_013614864.1, XP_013631023.1	CARHR180990
OG0000859	XP_013608903.1	CARHR192440
OG0000860	XP_013610242.1	CARHR190540
OG0000860	XP_013597141.1, XP_013594354.1	CARHR039750, CARHR109100
OG0000861	XP_013619904.1, XP_013610718.1	CARHR274460
OG0000861	XP_013603304.1, XP_013626598.1	CARHR150910
OG0000862	XP_013632377.1	CARHR061650
OG0000863	XP_013592593.1, XP_013621472.1	CARHR073210
OG0000864	XP_013583302.1	CARHR219470
OG0000865	XP_013616480.1	CARHR149960
OG0000867	XP_013612330.1, XP_013593146.1, XP_013620973.1	CARHR174150
OG0000867	XP_013597709.1, XP_013604959.1, XP_013601619.1	CARHR224220
OG0000868	XP_013593988.1, XP_013600342.1	CARHR159180
OG0000870	XP_013590141.1, XP_013633622.1, XP_013602371.1	CARHR166400
OG0000870	XP_013627129.1, XP_013619169.1	CARHR208620
OG0000870	XP_013637894.1	CARHR085120
OG0000871	XP_013588888.1, XP_013636869.1, XP_013622346.1, XP_013637246.1	CARHR132130
OG0000871	XP_013588508.1, XP_013600413.1	CARHR163580
OG0000872	XP_013626777.1	CARHR178250
OG0000872	XP_013635999.1, XP_013631280.1	CARHR139610
OG0000873	XP_013585335.1	CARHR079810
OG0000874	XP_013603713.1, XP_013600552.1	CARHR013820
OG0000876	XP_013594534.1, XP_013593974.1	CARHR051310, CARHR053390
OG0000877	XP_013607598.1, XP_013610688.1	CARHR053960
OG0000877	XP_013607601.1	CARHR053970, CARHR035150, CARHR106540
OG0000882	XP_013635951.1, XP_013604034.1	CARHR030810
OG0000884	XP_013628066.1, XP_013617100.1, XP_013619986.1, XP_013591305.1	CARHR054070
OG0000885	XP_013602346.1, XP_013619063.1, XP_013636035.1, XP_013623274.1, XP_013583710.1	CARHR098120
OG0000886	XP_013602313.1	CARHR142510
OG0000886	XP_013627501.1	CARHR142530
OG0000886	XP_013602317.1	CARHR142500
OG0000888	XP_013597417.1	CARHR288060
OG0000888	XP_013597384.1	CARHR176970
OG0000889	XP_013638898.1	CARHR228280
OG0000889	XP_013590788.1	CARHR228290
OG0000890	XP_013628233.1, XP_013583750.1, XP_013622745.1, XP_013606389.1, XP_013637446.1	CARHR194650
OG0000893	XP_013626869.1	CARHR201840
OG0000893	XP_013616906.1, XP_013616780.1, XP_013613149.1, XP_013624290.1	CARHR201890, CARHR201860
OG0000894	XP_013584790.1	CARHR114480
OG0000894	XP_013618143.1	CARHR280230
OG0000894	XP_013605847.1	CARHR159070
OG0000896	XP_013589336.1	CARHR165750, CARHR165740, CARHR165760, CARHR165770, CARHR165780
OG0000897	XP_013611649.1, XP_013629183.1, XP_013620700.1	CARHR206600
OG0000897	XP_013586795.1, XP_013629344.1, XP_013611723.1	CARHR086440
OG0000898	XP_013605962.1	CARHR207860
OG0000898	XP_013585731.1, XP_013586710.1	CARHR085430
OG0000899	XP_013618228.1	CARHR072190
OG0000899	XP_013592611.1	CARHR072210
OG0000900	XP_013597346.1	CARHR044250, CARHR044260
OG0000901	XP_013627622.1, XP_013590932.1, XP_013584922.1	CARHR040380, CARHR165920
OG0000903	XP_013609800.1, XP_013622299.1	CARHR237020
OG0000903	XP_013615079.1	CARHR237010
OG0000904	XP_013608484.1, XP_013630534.1, XP_013587228.1	CARHR094540
OG0000904	XP_013600845.1, XP_013592364.1, XP_013587696.1	CARHR039650
OG0000905	XP_013597559.1	CARHR226270
OG0000905	XP_013632429.1	CARHR226300
OG0000906	XP_013595231.1	CARHR231400, CARHR231390, CARHR259700
OG0000906	XP_013639438.1	CARHR231410
OG0000907	XP_013629398.1, XP_013584625.1	CARHR075060
OG0000907	XP_013633722.1	CARHR139430
OG0000908	XP_013631189.1, XP_013591938.1, XP_013599511.1	CARHR168900
OG0000908	XP_013630985.1, XP_013636604.1, XP_013629085.1	CARHR137570
OG0000910	XP_013625211.1	CARHR133740
OG0000911	XP_013599164.1, XP_013594784.1	CARHR247370
OG0000911	XP_013603851.1, XP_013635601.1	CARHR112820
OG0000912	XP_013617155.1, XP_013612252.1, XP_013616209.1, XP_013593602.1	CARHR186330, CARHR080020
OG0000913	XP_013637375.1, XP_013614383.1	CARHR213900
OG0000913	XP_013630335.1, XP_013614755.1	CARHR076520
OG0000914	XP_013622316.1, XP_013613035.1, XP_013621576.1	CARHR249220
OG0000914	XP_013619549.1	CARHR121510
OG0000914	XP_013638593.1	CARHR001020, CARHR001040, CARHR001050
OG0000915	XP_013608931.1, XP_013625863.1	CARHR218130, CARHR001360, CARHR216960
OG0000917	XP_013595882.1, XP_013602091.1	CARHR022780
OG0000917	XP_013638775.1	CARHR022770
OG0000920	XP_013616884.1, XP_013610490.1, XP_013609278.1, XP_013609201.1	CARHR147000
OG0000922	XP_013607163.1	CARHR148470, CARHR200260, CARHR257630, CARHR183050, CARHR200250
OG0000923	XP_013629352.1, XP_013603457.1, XP_013621918.1	CARHR156680
OG0000923	XP_013612985.1, XP_013620384.1, XP_013629060.1	CARHR276480
OG0000924	XP_013631773.1	CARHR218990
OG0000924	XP_013593431.1	CARHR024360
OG0000924	XP_013611213.1, XP_013622009.1	CARHR197110
OG0000925	XP_013619186.1, XP_013595509.1	CARHR188450
OG0000925	XP_013622243.1	CARHR202560
OG0000926	XP_013622021.1, XP_013616337.1, XP_013615362.1, XP_013622336.1, XP_013612476.1	CARHR239570
OG0000927	XP_013621833.1	CARHR123030
OG0000927	XP_013611640.1, XP_013630262.1	CARHR207540
OG0000928	XP_013631826.1, XP_013629101.1	CARHR124100
OG0000928	XP_013583535.1	CARHR006450
OG0000929	XP_013583529.1, XP_013604954.1	CARHR006380
OG0000929	XP_013631019.1, XP_013621697.1, XP_013637489.1	CARHR124230
OG0000930	XP_013627864.1, XP_013623832.1, XP_013623831.1	CARHR190910
OG0000930	XP_013607221.1	CARHR190920, CARHR188550
OG0000931	XP_013607160.1	CARHR155370
OG0000931	XP_013590260.1, XP_013633621.1	CARHR165390
OG0000931	XP_013618221.1	CARHR285640
OG0000932	XP_013593300.1, XP_013601160.1	CARHR235760
OG0000932	XP_013638969.1	CARHR022790
OG0000934	XP_013602214.1	CARHR233330
OG0000934	XP_013611716.1	CARHR233320, CARHR271040
OG0000935	XP_013622597.1, XP_013618479.1, XP_013619412.1, XP_013610214.1, XP_013608192.1, XP_013609184.1	CARHR268760, CARHR268770
OG0000936	XP_013627316.1	CARHR244070
OG0000938	XP_013628237.1	CARHR089360
OG0000938	XP_013610420.1	CARHR089350
OG0000939	XP_013600410.1	CARHR034660
OG0000939	XP_013595455.1, XP_013638410.1	CARHR022550
OG0000940	XP_013627863.1	CARHR027440
OG0000940	XP_013595884.1, XP_013589409.1	CARHR235590
OG0000942	XP_013594558.1, XP_013623416.1, XP_013591448.1	CARHR240010
OG0000943	XP_013596476.1	CARHR178610
OG0000944	XP_013602027.1	CARHR159540
OG0000946	XP_013586398.1, XP_013586034.1	CARHR006210
OG0000946	XP_013602775.1	CARHR171740
OG0000947	XP_013634525.1, XP_013627262.1, XP_013635169.1	CARHR143270
OG0000947	XP_013604622.1, XP_013590895.1, XP_013634472.1	CARHR173250
OG0000948	XP_013588400.1	CARHR167450
OG0000948	XP_013603391.1, XP_013603387.1, XP_013603389.1, XP_013602465.1, XP_013602493.1, XP_013602496.1, XP_013600836.1	CARHR167460, CARHR167470, CARHR046600
OG0000949	XP_013602344.1, XP_013631919.1	CARHR134330, CARHR165280
OG0000950	XP_013601543.1	CARHR081320, CARHR287520, CARHR287500
OG0000951	XP_013601275.1, XP_013629179.1	CARHR103330
OG0000951	XP_013597907.1, XP_013628812.1	CARHR217770, CARHR103300
OG0000952	XP_013620067.1	CARHR009480
OG0000952	XP_013600718.1, XP_013600636.1	CARHR009470
OG0000954	XP_013630271.1	CARHR078050
OG0000955	XP_013585020.1, XP_013638977.1, XP_013638976.1, XP_013601829.1, XP_013605604.1, XP_013602397.1, XP_013605605.1, XP_013600364.1	CARHR014170
OG0000956	XP_013589754.1	CARHR063220
OG0000956	XP_013623941.1	CARHR236790
OG0000956	XP_013591581.1	CARHR063210
OG0000957	XP_013608551.1, XP_013613042.1, XP_013608538.1	CARHR247090
OG0000957	XP_013627804.1	CARHR247080
OG0000962	XP_013609792.1, XP_013619439.1, XP_013619689.1, XP_013597214.1	CARHR146310
OG0000963	XP_013626523.1, XP_013609069.1	CARHR198490
OG0000963	XP_013630590.1	CARHR107160
OG0000964	XP_013635506.1, XP_013632611.1, XP_013636047.1, XP_013635573.1, XP_013633325.1	CARHR125380, CARHR125400
OG0000965	XP_013596896.1, XP_013600301.1, XP_013587991.1	CARHR233050
OG0000965	XP_013607941.1, XP_013619435.1	CARHR265460
OG0000966	XP_013603953.1, XP_013600518.1, XP_013630250.1	CARHR157760, CARHR157830
OG0000966	XP_013611777.1	CARHR189660
OG0000967	XP_013597929.1, XP_013621349.1, XP_013635562.1, XP_013583600.1, XP_013627909.1	CARHR187920
OG0000968	XP_013614519.1	CARHR273770
OG0000968	XP_013612535.1	CARHR273790
OG0000969	XP_013618711.1, XP_013619266.1	CARHR272230
OG0000969	XP_013626264.1	CARHR207910
OG0000971	XP_013607084.1	CARHR175880
OG0000971	XP_013618425.1	CARHR175890
OG0000972	XP_013624964.1, XP_013589016.1, XP_013607514.1, XP_013589015.1	CARHR041050, CARHR041060, CARHR204270
OG0000973	XP_013601636.1, XP_013604961.1	CARHR224230
OG0000973	XP_013593770.1, XP_013620974.1, XP_013612331.1	CARHR174160
OG0000974	XP_013638812.1, XP_013628159.1	CARHR082840
OG0000974	XP_013585559.1, XP_013625408.1, XP_013628267.1	CARHR085720
OG0000975	XP_013625607.1	CARHR132450
OG0000975	XP_013632304.1, XP_013588824.1, XP_013600064.1	CARHR163860
OG0000976	XP_013626792.1, XP_013623374.1	CARHR265010
OG0000976	XP_013609027.1	CARHR156760, CARHR181580
OG0000977	XP_013594748.1	CARHR109810
OG0000979	XP_013589229.1, XP_013589227.1	CARHR289550
OG0000980	XP_013615083.1, XP_013590166.1, XP_013616591.1, XP_013590454.1, XP_013592198.1	CARHR153070, CARHR153150, CARHR254660, CARHR113980, CARHR113960
OG0000983	XP_013633735.1, XP_013587531.1, XP_013625416.1	CARHR076570
OG0000983	XP_013625486.1, XP_013621332.1, XP_013611217.1	CARHR197170
OG0000984	XP_013615084.1, XP_013628175.1	CARHR197670
OG0000984	XP_013636524.1, XP_013638607.1, XP_013621934.1	CARHR076200
OG0000985	XP_013629558.1	CARHR119380
OG0000985	XP_013586213.1, XP_013608113.1, XP_013629394.1	CARHR096600
OG0000986	XP_013633497.1, XP_013625124.1	CARHR125160
OG0000986	XP_013599942.1, XP_013585679.1	CARHR005440
OG0000987	XP_013619373.1	CARHR265320
OG0000987	XP_013596677.1, XP_013589215.1, XP_013603105.1	CARHR233010
OG0000988	XP_013609909.1	CARHR121120
OG0000988	XP_013635726.1	CARHR233920, CARHR121130
OG0000989	XP_013637413.1, XP_013622840.1	CARHR136720
OG0000989	XP_013628652.1	CARHR084810
OG0000990	XP_013627541.1	CARHR274950
OG0000990	XP_013589593.1	CARHR172550
OG0000991	XP_013620262.1, XP_013611258.1, XP_013632482.1, XP_013594735.1, XP_013596464.1, XP_013589296.1, XP_013617147.1	CARHR116190, CARHR284370, CARHR153270, CARHR117480, CARHR150510
OG0000992	XP_013612668.1	CARHR206370
OG0000992	XP_013616759.1	CARHR206360
OG0000993	XP_013622119.1, XP_013638748.1	CARHR083780
OG0000994	XP_013639044.1, XP_013602800.1	CARHR016310
OG0000994	XP_013591250.1, XP_013616696.1, XP_013588819.1	CARHR073910
OG0000995	XP_013592245.1	CARHR060960
OG0000997	XP_013594391.1	CARHR107630
OG0000997	XP_013587469.1	CARHR025980
OG0000998	XP_013596199.1, XP_013606641.1	CARHR108160
OG0000998	XP_013596590.1, XP_013624815.1	CARHR244290
OG0000999	XP_013638700.1	CARHR040270, CARHR114430
OG0001000	XP_013634862.1, XP_013602260.1, XP_013633058.1, XP_013634027.1, XP_013625956.1	CARHR130400
OG0001001	XP_013626025.1, XP_013636224.1, XP_013636924.1	CARHR130700
OG0001001	XP_013600896.1, XP_013590378.1, XP_013634855.1	CARHR162790
OG0001002	XP_013586557.1, XP_013624894.1	CARHR098940
OG0001002	XP_013594156.1, XP_013619965.1	CARHR220810, CARHR220800
OG0001003	XP_013635350.1, XP_013635065.1	CARHR214950
OG0001003	XP_013589246.1, XP_013633190.1	CARHR214940
OG0001004	XP_013616611.1, XP_013617853.1, XP_013616612.1, XP_013596888.1, XP_013610382.1, XP_013609561.1	CARHR183770
OG0001005	XP_013609942.1, XP_013595409.1	CARHR174790
OG0001005	XP_013636046.1, XP_013593642.1, XP_013602039.1	CARHR224630
OG0001007	XP_013593349.1, XP_013629880.1, XP_013598366.1	CARHR227740
OG0001007	XP_013628832.1, XP_013611104.1	CARHR252220
OG0001009	XP_013631574.1	CARHR165450
OG0001010	XP_013627199.1, XP_013598048.1, XP_013596686.1	CARHR237130
OG0001010	XP_013603388.1, XP_013596766.1, XP_013610150.1	CARHR110230
OG0001011	XP_013597067.1, XP_013610792.1	CARHR186860
OG0001011	XP_013593235.1, XP_013622832.1, XP_013585268.1	CARHR080310
OG0001012	XP_013590485.1, XP_013596815.1	CARHR235390
OG0001012	XP_013612514.1, XP_013610126.1, XP_013625753.1	CARHR267350
OG0001013	XP_013629138.1, XP_013606143.1	CARHR194000
OG0001013	XP_013614321.1, XP_013630505.1	CARHR080710
OG0001014	XP_013596797.1	CARHR222080
OG0001015	XP_013596635.1, XP_013596640.1	CARHR110370
OG0001016	XP_013585652.1, XP_013599963.1	CARHR009170
OG0001017	XP_013638335.1	CARHR023630
OG0001017	XP_013592877.1, XP_013621073.1	CARHR133670, CARHR237900
OG0001018	XP_013627945.1	CARHR243410
OG0001021	XP_013598435.1, XP_013597505.1, XP_013596783.1, XP_013601370.1	CARHR280660, CARHR134380
OG0001029	XP_013630531.1	CARHR119120
OG0001031	XP_013611694.1, XP_013616623.1	CARHR198690
OG0001031	XP_013588677.1, XP_013588674.1	CARHR075390
OG0001032	XP_013622121.1, XP_013606071.1, XP_013620109.1	CARHR202210
OG0001032	XP_013598304.1	CARHR188200
OG0001033	XP_013636716.1	CARHR123470
OG0001033	XP_013623509.1, XP_013588648.1, XP_013636717.1	CARHR123460
OG0001034	XP_013634603.1, XP_013627488.1	CARHR126160
OG0001034	XP_013602026.1, XP_013603195.1, XP_013600572.1	CARHR004740
OG0001035	XP_013605782.1, XP_013596333.1, XP_013628262.1	CARHR112280
OG0001036	XP_013639481.1	CARHR029460, CARHR029440
OG0001037	XP_013635959.1	CARHR114020
OG0001037	XP_013631113.1	CARHR129320
OG0001038	XP_013597340.1	CARHR151820, CARHR151810
OG0001039	XP_013612157.1, XP_013634115.1, XP_013618804.1	CARHR189360, CARHR189390, CARHR189380
OG0001042	XP_013603838.1, XP_013603535.1	CARHR041460, CARHR041450, CARHR157680
OG0001042	XP_013628301.1	CARHR257340
OG0001043	XP_013610627.1, XP_013610905.1, XP_013610547.1, XP_013610751.1	CARHR201560
OG0001043	XP_013627946.1	CARHR208130
OG0001044	XP_013584958.1	CARHR084980
OG0001044	XP_013627375.1, XP_013609991.1, XP_013620812.1	CARHR208920
OG0001045	XP_013592529.1, XP_013619039.1	CARHR071030
OG0001046	XP_013603008.1	CARHR021480
OG0001046	XP_013590392.1, XP_013618548.1	CARHR070160
OG0001047	XP_013584813.1, XP_013596887.1, XP_013603139.1	CARHR020460
OG0001047	XP_013590134.1, XP_013589815.1	CARHR069170
OG0001049	XP_013591798.1, XP_013588840.1	CARHR044170
OG0001049	XP_013627908.1	CARHR089490
OG0001050	XP_013590206.1, XP_013589881.1	CARHR115600
OG0001051	XP_013627474.1, XP_013623484.1, XP_013635137.1	CARHR257930, CARHR258610
OG0001052	XP_013610185.1, XP_013596846.1, XP_013620305.1	CARHR176080
OG0001052	XP_013596910.1, XP_013627277.1, XP_013597031.1	CARHR225450
OG0001053	XP_013616395.1	CARHR090730
OG0001054	XP_013612100.1, XP_013622657.1	CARHR107020
OG0001054	XP_013629327.1, XP_013618870.1	CARHR243320
OG0001056	XP_013602361.1, XP_013633995.1	CARHR165550
OG0001056	XP_013623256.1, XP_013631039.1	CARHR134530
OG0001057	XP_013593069.1, XP_013629389.1, XP_013629388.1	CARHR262470, CARHR101860
OG0001058	XP_013602453.1, XP_013595530.1, XP_013583256.1	CARHR255990, CARHR234740
OG0001059	XP_013633770.1	CARHR132320
OG0001059	XP_013611692.1, XP_013587224.1, XP_013630811.1	CARHR086480
OG0001060	XP_013630884.1	CARHR079020
OG0001060	XP_013588153.1, XP_013588047.1, XP_013615977.1	CARHR065280
OG0001061	XP_013584728.1	CARHR080320
OG0001063	XP_013622942.1	CARHR097770, CARHR097740, CARHR097750
OG0001064	XP_013627019.1, XP_013591392.1, XP_013590812.1, XP_013613998.1	CARHR058270, CARHR054880, CARHR058280
OG0001065	XP_013611476.1	CARHR248150
OG0001065	XP_013630496.1	CARHR140510
OG0001066	XP_013585242.1, XP_013585253.1, XP_013600645.1	CARHR014520
OG0001066	XP_013615845.1, XP_013638608.1, XP_013583869.1	CARHR014510
OG0001067	XP_013592388.1	CARHR063830
OG0001069	XP_013617017.1	CARHR050510
OG0001069	XP_013606455.1	CARHR050500
OG0001071	XP_013613706.1, XP_013590875.1, XP_013590905.1	CARHR039230, CARHR039220
OG0001073	XP_013616726.1	CARHR236770, CARHR180630, CARHR209190, CARHR061070, CARHR209220, CARHR180620
OG0001077	XP_013611234.1	CARHR225000, CARHR225010
OG0001078	XP_013609810.1, XP_013615668.1	CARHR251450, CARHR251430
OG0001078	XP_013626710.1, XP_013626612.1, XP_013610213.1, XP_013609514.1	CARHR251480, CARHR251460, CARHR251490
OG0001079	XP_013604402.1	CARHR164450
OG0001079	XP_013636625.1	CARHR009840, CARHR179800, CARHR164430, CARHR179870, CARHR164440
OG0001080	XP_013591398.1, XP_013627165.1	CARHR222270, CARHR222280
OG0001080	XP_013616867.1	CARHR222260
OG0001081	XP_013619113.1, XP_013590568.1	CARHR068980
OG0001081	XP_013596537.1	CARHR020340
OG0001082	XP_013625581.1	CARHR109980, CARHR156190
OG0001082	XP_013625367.1	CARHR156250
OG0001083	XP_013631262.1	CARHR126320
OG0001083	XP_013589216.1	CARHR289380
OG0001084	XP_013629729.1	CARHR293290
OG0001085	XP_013599344.1	CARHR225530
OG0001085	XP_013628839.1	CARHR100560
OG0001086	XP_013604553.1, XP_013636487.1	CARHR219830
OG0001086	XP_013598597.1, XP_013606699.1, XP_013629739.1	CARHR099810
OG0001087	XP_013638356.1	CARHR091970
OG0001088	XP_013635406.1, XP_013601766.1	CARHR292830
OG0001088	XP_013603609.1	CARHR292850
OG0001089	XP_013631028.1	CARHR262100
OG0001089	XP_013607481.1	CARHR286690
OG0001090	XP_013598734.1, XP_013613414.1, XP_013613410.1, XP_013613411.1, XP_013598735.1	CARHR147910
OG0001091	XP_013590704.1	CARHR063010
OG0001091	XP_013590089.1	CARHR063000
OG0001092	XP_013610932.1	CARHR177320
OG0001094	XP_013639613.1	CARHR090810
OG0001094	XP_013590017.1, XP_013590082.1	CARHR042730
OG0001095	XP_013602926.1	CARHR224950
OG0001095	XP_013593050.1	CARHR224960
OG0001096	XP_013587186.1, XP_013604449.1, XP_013605515.1	CARHR009610
OG0001097	XP_013588444.1	CARHR169710, CARHR169700, CARHR169690
OG0001097	XP_013636360.1	CARHR169720
OG0001098	XP_013626566.1, XP_013631475.1, XP_013637236.1	CARHR132370
OG0001098	XP_013605812.1, XP_013587846.1	CARHR163360
OG0001099	XP_013631347.1	CARHR100490
OG0001099	XP_013598260.1	CARHR100720
OG0001101	XP_013628819.1, XP_013628820.1, XP_013628821.1	CARHR136020
OG0001102	XP_013626936.1	CARHR252790, CARHR252780
OG0001102	XP_013618851.1	CARHR252760
OG0001102	XP_013606503.1	CARHR252800
OG0001103	XP_013599368.1, XP_013612998.1	CARHR186820
OG0001103	XP_013586226.1, XP_013637810.1, XP_013630670.1	CARHR080300
OG0001104	XP_013583848.1	CARHR217260
OG0001104	XP_013585529.1, XP_013583463.1	CARHR079270
OG0001105	XP_013586780.1, XP_013621790.1	CARHR081160
OG0001106	XP_013623093.1, XP_013591746.1, XP_013590798.1, XP_013622519.1, XP_013586773.1	CARHR084990, CARHR085000
OG0001107	XP_013592628.1, XP_013637896.1, XP_013605370.1	CARHR038910
OG0001107	XP_013638659.1, XP_013583244.1, XP_013584992.1	CARHR093990
OG0001109	XP_013605369.1	CARHR015420
OG0001110	XP_013615560.1, XP_013601538.1	CARHR020740
OG0001111	XP_013599743.1, XP_013590519.1, XP_013584814.1	CARHR037950
OG0001111	XP_013584695.1, XP_013589322.1, XP_013627390.1	CARHR092890
OG0001112	XP_013595437.1, XP_013637961.1, XP_013605504.1	CARHR223740
OG0001112	XP_013606688.1	CARHR244230
OG0001116	XP_013635338.1, XP_013635559.1	CARHR154350
OG0001116	XP_013627779.1	CARHR267050, CARHR267040
OG0001120	XP_013635288.1	CARHR126030
OG0001120	XP_013627638.1, XP_013635292.1	CARHR126020
OG0001121	XP_013613362.1, XP_013628489.1, XP_013621110.1, XP_013606673.1, XP_013630110.1	CARHR200000, CARHR199990
OG0001122	XP_013628109.1	CARHR279560
OG0001123	XP_013606716.1, XP_013625319.1, XP_013620360.1	CARHR202840
OG0001123	XP_013630560.1, XP_013606190.1	CARHR279410
OG0001124	XP_013636391.1	CARHR007260, CARHR007240
OG0001127	XP_013623436.1, XP_013594191.1, XP_013615192.1, XP_013594151.1, XP_013625250.1	CARHR028110
OG0001128	XP_013589944.1, XP_013618257.1	CARHR060990
OG0001128	XP_013622104.1	CARHR083770
OG0001128	XP_013591123.1	CARHR046880
OG0001129	XP_013584967.1	CARHR030970
OG0001129	XP_013635774.1, XP_013623930.1, XP_013635799.1	CARHR129830, CARHR129820
OG0001130	XP_013616001.1, XP_013614220.1	CARHR193350
OG0001131	XP_013617527.1, XP_013602492.1, XP_013597514.1	CARHR234460
OG0001131	XP_013616505.1, XP_013606664.1	CARHR268520
OG0001132	XP_013586519.1	CARHR085070
OG0001132	XP_013619145.1, XP_013612822.1	CARHR208730
OG0001133	XP_013619786.1, XP_013610664.1	CARHR209500
OG0001133	XP_013608549.1	CARHR209490
OG0001134	XP_013584699.1	CARHR084260
OG0001134	XP_013622700.1, XP_013612968.1, XP_013610376.1	CARHR210050
OG0001135	XP_013610892.1	CARHR211450
OG0001135	XP_013601119.1	CARHR211440
OG0001136	XP_013592312.1, XP_013637118.1	CARHR212800
OG0001137	XP_013583430.1	CARHR042450
OG0001137	XP_013591124.1	CARHR073540
OG0001138	XP_013592209.1	CARHR037800
OG0001138	XP_013591488.1	CARHR072870
OG0001138	XP_013604800.1	CARHR073250, CARHR073300, CARHR073290
OG0001139	XP_013605277.1, XP_013621240.1, XP_013587831.1	CARHR072450
OG0001139	XP_013605136.1	CARHR017360
OG0001140	XP_013590552.1, XP_013590028.1	CARHR070210
OG0001140	XP_013591038.1	CARHR070200
OG0001141	XP_013613030.1, XP_013599228.1	CARHR288910
OG0001141	XP_013600092.1, XP_013585017.1, XP_013585107.1, XP_013604649.1	CARHR015080
OG0001142	XP_013638941.1	CARHR162090
OG0001143	XP_013602068.1	CARHR020120
OG0001143	XP_013616318.1	CARHR068610
OG0001144	XP_013630366.1, XP_013589872.1	CARHR045200
OG0001144	XP_013583944.1	CARHR088100
OG0001145	XP_013599674.1, XP_013602116.1, XP_013613985.1	CARHR018490
OG0001146	XP_013605450.1	CARHR111100
OG0001146	XP_013592779.1, XP_013603758.1, XP_013593577.1	CARHR236250
OG0001148	XP_013620763.1, XP_013598012.1, XP_013606027.1	CARHR153490
OG0001148	XP_013637337.1	CARHR263850
OG0001150	XP_013590289.1, XP_013602393.1	CARHR171960
OG0001150	XP_013634207.1	CARHR141590
OG0001151	XP_013626096.1	CARHR140350
OG0001151	XP_013590771.1, XP_013602837.1	CARHR170970
OG0001152	XP_013634685.1, XP_013626280.1, XP_013633890.1, XP_013610207.1, XP_013633803.1, XP_013591995.1	CARHR169940, CARHR138530
OG0001153	XP_013635379.1, XP_013605080.1	CARHR153050, CARHR166470
OG0001153	XP_013631433.1	CARHR135630
OG0001154	XP_013614560.1, XP_013635297.1, XP_013599588.1	CARHR112550
OG0001154	XP_013629018.1, XP_013598084.1	CARHR247480
OG0001156	XP_013618513.1, XP_013595655.1, XP_013584570.1, XP_013585911.1, XP_013613270.1	CARHR079200
OG0001157	XP_013634396.1	CARHR142100
OG0001157	XP_013633535.1	CARHR142070
OG0001157	XP_013632339.1	CARHR152160
OG0001158	XP_013585501.1	CARHR155060, CARHR155000, CARHR154980
OG0001159	XP_013596979.1, XP_013597089.1	CARHR055710
OG0001160	XP_013612808.1, XP_013630209.1, XP_013616832.1	CARHR194870
OG0001160	XP_013629682.1	CARHR078070
OG0001161	XP_013586961.1, XP_013604916.1, XP_013600147.1, XP_013628704.1, XP_013637814.1, XP_013622433.1	CARHR013790, CARHR078250
OG0001162	XP_013604886.1, XP_013586965.1	CARHR012540
OG0001162	XP_013606220.1	CARHR049230
OG0001163	XP_013586316.1	CARHR014660
OG0001163	XP_013586319.1, XP_013602130.1	CARHR014650, CARHR014670
OG0001164	XP_013590347.1, XP_013618013.1	CARHR071160
OG0001164	XP_013603641.1, XP_013593680.1, XP_013638825.1	CARHR022270
OG0001165	XP_013624948.1, XP_013633160.1, XP_013633403.1, XP_013633173.1, XP_013632384.1, XP_013624909.1	CARHR102580, CARHR292400, CARHR183530, CARHR293280, CARHR105950, CARHR215450, CARHR151370
OG0001166	XP_013608933.1, XP_013586341.1	CARHR093640
OG0001166	XP_013600469.1	CARHR038680
OG0001168	XP_013593942.1	CARHR242950
OG0001169	XP_013630503.1	CARHR241480
OG0001169	XP_013630424.1, XP_013598949.1	CARHR104720
OG0001170	XP_013609503.1	CARHR232130
OG0001170	XP_013621597.1	CARHR255500
OG0001171	XP_013597267.1	CARHR214260
OG0001171	XP_013597145.1, XP_013597299.1	CARHR237970
OG0001174	XP_013625671.1, XP_013608830.1	CARHR254350
OG0001174	XP_013598610.1, XP_013604307.1	CARHR229950
OG0001175	XP_013625167.1, XP_013606232.1	CARHR197530
OG0001175	XP_013639591.1, XP_013584599.1	CARHR076290
OG0001176	XP_013583477.1, XP_013635323.1, XP_013630522.1	CARHR076220
OG0001176	XP_013606158.1, XP_013622311.1, XP_013625165.1	CARHR197590
OG0001177	XP_013611235.1, XP_013616714.1, XP_013629066.1	CARHR200940
OG0001177	XP_013608928.1, XP_013621622.1	CARHR193600
OG0001178	XP_013609429.1, XP_013618668.1	CARHR203370
OG0001178	XP_013616262.1, XP_013612020.1, XP_013622197.1	CARHR278860
