Orthogroup	Brassica_oleracea	Arabidopsis_lyrata_Rawat
OG0003087	XP_013595429.1, XP_013604083.1	AL1G33670
OG0003088	XP_013597183.1	AL1G33700
OG0003088	XP_013587710.1	AL1G33690
OG0003089	XP_013584686.1, XP_013596104.1	nbis-gene-1282, AL5G21570
OG0003092	XP_013600460.1	AL8G15040, AL8G15050
OG0003093	XP_013606732.1, XP_013596958.1, XP_013595764.1, XP_013625071.1	AL7G14560
OG0003094	XP_013622102.1	AL7G16300
OG0003094	XP_013627797.1	AL7G16290
OG0003095	XP_013611862.1	AL6G50970
OG0003095	XP_013635607.1	AL7G16310
OG0003096	XP_013596785.1, XP_013594732.1, XP_013623290.1	AL7G19810, AL7G19800
OG0003097	XP_013586201.1, XP_013604543.1	AL1G38710
OG0003098	XP_013621904.1, XP_013619475.1, XP_013590868.1, XP_013585949.1, XP_013621903.1	AL6G51930
OG0003099	XP_013615159.1	AL3G39230
OG0003100	XP_013615413.1, XP_013592780.1	AL9U11480, AL2G19900, AL2G22230, AL6G41900, AL4G20700, AL7G11630, AL5G12730, AL8G21940, AL1G50720
OG0003101	XP_013622571.1	AL3G51410, AL3G51420, AL3G51400
OG0003102	XP_013601295.1	AL7G21440
OG0003102	XP_013598587.1	AL4G14100
OG0003103	XP_013634487.1	nbis-gene-14
OG0003104	XP_013632659.1	AL4G25440
OG0003106	XP_013632511.1, XP_013633398.1, XP_013628003.1	nbis-gene-1091
OG0003106	XP_013603716.1	nbis-gene-1359
OG0003116	XP_013636248.1	AL4G13950
OG0003116	XP_013597687.1	AL7G21660
OG0003117	XP_013608592.1, XP_013621754.1	AL6G29010
OG0003118	XP_013612574.1	AL6G26850
OG0003118	XP_013622302.1	AL3G11810
OG0003119	XP_013625759.1, XP_013628575.1, XP_013606307.1	AL6G25710
OG0003120	XP_013612478.1	AL6G20850
OG0003120	XP_013612912.1	AL8G42830
OG0003121	XP_013631468.1, XP_013634740.1, XP_013621855.1	AL4G28370, AL4G28380
OG0003122	XP_013599156.1, XP_013609353.1	nbis-gene-1281, AL7G27940
OG0003123	XP_013585512.1	AL7G21020
OG0003124	XP_013621843.1	AL1G42740
OG0003125	XP_013637678.1	AL1G49280
OG0003125	XP_013638185.1	AL1G20850
OG0003127	XP_013598692.1	AL8G44680
OG0003128	XP_013625226.1, XP_013606543.1	AL6G33500
OG0003128	XP_013605210.1	AL7G45920
OG0003129	XP_013612554.1, XP_013630101.1	AL8G40650, AL5G28210
OG0003130	XP_013611847.1	AL3G51100
OG0003130	XP_013611848.1	AL8G40050
OG0003131	XP_013610491.1	AL6G17750
OG0003131	XP_013594198.1	AL653U10010
OG0003132	XP_013599450.1	AL6G35410
OG0003133	XP_013606241.1, XP_013611551.1	AL2G14950
OG0003134	XP_013585164.1, XP_013625286.1	AL3G36600
OG0003136	XP_013608340.1	AL6G33530
OG0003136	XP_013620033.1, XP_013619670.1	AL6G33550
OG0003138	XP_013616676.1, XP_013626360.1	AL271U10030, AL8G26690
OG0003139	XP_013613066.1	AL7G27120
OG0003140	XP_013583982.1, XP_013596529.1	AL264U10030, AL1G35210, AL1G35230
OG0003141	XP_013585073.1, XP_013626977.1, XP_013626721.1	AL3G29990
OG0003142	XP_013616119.1, XP_013610982.1	AL6G50640, AL1G12240
OG0003143	XP_013610597.1	AL6G50530
OG0003143	XP_013618952.1	AL6G50570
OG0003146	XP_013608534.1, XP_013592481.1, XP_013611813.1	AL6G14090
OG0003148	XP_013611383.1, XP_013612794.1, XP_013631038.1	AL2G11720
OG0003150	XP_013621497.1	AL2G41220
OG0003150	XP_013586747.1	AL1G27610
OG0003152	XP_013600228.1	AL1G28480
OG0003153	XP_013588114.1, XP_013589443.1	AL2G39260
OG0003154	XP_013588299.1	AL2G36990
OG0003154	XP_013637848.1, XP_013600485.1	AL1G34250
OG0003156	XP_013597351.1, XP_013584395.1	AL5G14600
OG0003157	XP_013587972.1	AL2G35150
OG0003157	XP_013637788.1	AL1G32220
OG0003158	XP_013592216.1	AL3G27340
OG0003158	XP_013591932.1	AL1G61660
OG0003159	XP_013634458.1, XP_013627561.1, XP_013635219.1, XP_013635148.1	AL4G32190
OG0003160	XP_013626053.1, XP_013636514.1	AL4G32540, AL2G25230
OG0003161	XP_013628717.1	AL5G24010
OG0003162	XP_013594116.1	AL3G38950
OG0003163	XP_013590267.1	AL7G41230
OG0003163	XP_013584581.1	AL3G37140
OG0003164	XP_013638428.1	AL3G35540
OG0003164	XP_013601296.1	AL7G39790
OG0003165	XP_013588343.1, XP_013616529.1	AL2G33260
OG0003166	XP_013586943.1	AL1G30630
OG0003167	XP_013595347.1, XP_013615808.1, XP_013618483.1, XP_013616401.1	AL5G17370
OG0003168	XP_013634970.1	nbis-gene-1943
OG0003168	XP_013592981.1	AL5G19090
OG0003169	XP_013598377.1	AL5G16990
OG0003171	XP_013628685.1	AL4G14820
OG0003172	XP_013615516.1, XP_013615612.1, XP_013633268.1, XP_013636804.1	AL2G22670, AL2G22650
OG0003173	XP_013590841.1	AL1G57110
OG0003175	XP_013637468.1, XP_013614074.1	AL8G17810, AL1G52820
OG0003176	XP_013597715.1, XP_013638389.1	AL7G37120
OG0003177	XP_013615869.1, XP_013619601.1	AL8G25540, AL8G25530
OG0003178	XP_013623218.1	AL8G23630
OG0003178	XP_013637689.1	AL1G26390
OG0003179	XP_013601448.1	AL7G38480
OG0003179	XP_013633852.1	AL4G31840
OG0003180	XP_013599880.1, XP_013601254.1	AL7G37630, AL4G31190
OG0003181	XP_013596066.1, XP_013604625.1, XP_013587411.1	AL8G45120, AL5G31360
OG0003182	XP_013602188.1	AL5G42770
OG0003182	XP_013592667.1	AL3G24710
OG0003183	XP_013636188.1, XP_013592846.1	AL5G41860, AL4G42690
OG0003184	XP_013591321.1	AL5G40160
OG0003185	XP_013633212.1, XP_013633697.1	AL5G44650
OG0003186	XP_013601589.1	AL5G23760
OG0003189	XP_013599987.1	AL5G36090
OG0003190	XP_013637052.1	AL4G34010
OG0003191	XP_013591704.1, XP_013618382.1	AL2G26770
OG0003192	XP_013629365.1	AL3G51020, AL6G43520
OG0003193	XP_013637505.1	AL5G38050
OG0003194	XP_013634166.1, XP_013622577.1, XP_013636900.1	AL100U10010, AL4G36520
OG0003195	XP_013635798.1	AL4G13600
OG0003195	XP_013594088.1, XP_013587371.1	AL7G13940
OG0003196	XP_013604482.1	AL4G16380
OG0003196	XP_013591527.1	AL7G20000
OG0003198	XP_013625240.1	AL3G15730
OG0003199	XP_013584034.1	AL7G24150
OG0003200	XP_013597464.1, XP_013620153.1	AL6G40700
OG0003201	XP_013637007.1, XP_013630501.1	AL3G15720, AL6G39520
OG0003202	XP_013629186.1	AL6G30310
OG0003203	XP_013637974.1	AL3G18500, AL3G18560
OG0003206	XP_013626292.1, XP_013589107.1, XP_013584086.1	AL3G24510
OG0003207	XP_013624364.1	nbis-gene-730
OG0003208	XP_013583243.1, XP_013592561.1, XP_013624242.1	AL3G31960
OG0003210	XP_013588442.1	AL7G53030
OG0003211	XP_013585969.1, XP_013604927.1	AL1G14420
OG0003211	XP_013586018.1	AL1G21030
OG0003212	XP_013591104.1, XP_013614906.1, XP_013601003.1	AL1G17260
OG0003213	XP_013600465.1	AL1G18840
OG0003214	XP_013639274.1	AL2G16650
OG0003215	XP_013601056.1, XP_013584903.1	AL1G24330
OG0003216	XP_013605689.1	AL1G24840
OG0003217	XP_013595349.1	AL5G11280, AL98U10010
OG0003218	XP_013600644.1, XP_013638400.1	AL1G29530
OG0003219	XP_013584191.1, XP_013596119.1	AL1G36120
OG0003220	XP_013590857.1	AL2G31610
OG0003220	XP_013587604.1	AL1G36180
OG0003221	XP_013585215.1	AL1G36440
OG0003222	XP_013586243.1	AL1G36480
OG0003224	XP_013607739.1	AL2G17270
OG0003224	XP_013611455.1	AL2G17210
OG0003225	XP_013596193.1	AL7G39240
OG0003226	XP_013584912.1, XP_013590751.1	AL1G54490
OG0003228	XP_013596875.1	AL746U10010, AL7G17750
OG0003229	XP_013604042.1, XP_013584937.1	AL1G38980, AL1G50130
OG0003230	XP_013600854.1	AL7G25090
OG0003230	XP_013621552.1	AL2G19600
OG0003231	XP_013596305.1	AL5G13670
OG0003231	XP_013619343.1	AL5G13530
OG0003232	XP_013624318.1	AL4G12760
OG0003232	XP_013583357.1	AL1G60350, AL3G29500, AL3G45750, AL6G50810
OG0003233	XP_013598410.1, XP_013625066.1	AL7G14730, AL1G65990
OG0003236	XP_013635155.1, XP_013600370.1	AL4G12050
OG0003239	XP_013596319.1	AL5G23980
OG0003239	XP_013629364.1	AL5G23970
OG0003240	XP_013597467.1, XP_013597438.1	nbis-gene-1826
OG0003246	XP_013629440.1, XP_013603080.1	AL5G25610
OG0003247	XP_013628916.1	AL5G25720
OG0003247	XP_013603198.1	AL8G35700
OG0003248	XP_013604989.1	AL5G27420, AL5G27410
OG0003249	XP_013616098.1	AL8G11800
OG0003250	XP_013609999.1, XP_013626748.1	AL6G25960
OG0003250	XP_013626717.1	AL3G10980
OG0003251	XP_013628017.1	AL6G24700
OG0003252	XP_013617902.1	AL6G38140
OG0003254	XP_013621877.1	AL6G20740
OG0003255	XP_013609933.1	AL6G20710
OG0003256	XP_013612271.1, XP_013628481.1	AL6G20630, AL6G20600
OG0003257	XP_013622892.1, XP_013606296.1	AL6G20070
OG0003258	XP_013618601.1, XP_013625676.1	AL8G41670
OG0003259	XP_013636853.1	AL4G24480
OG0003259	XP_013629643.1	AL1G51360, AL6G15610
OG0003260	XP_013637083.1, XP_013630190.1	AL4G25370
OG0003261	XP_013631130.1, XP_013631192.1, XP_013631547.1	AL4G25450
OG0003262	XP_013639047.1, XP_013585303.1	AL1G15450
OG0003262	XP_013634890.1	AL80U10030, AL4G27260
OG0003263	XP_013639595.1, XP_013594292.1, XP_013590881.1	AL1G56240, AL1G56150
OG0003265	XP_013636548.1, XP_013592106.1	AL7G50050
OG0003266	XP_013584161.1, XP_013601991.1	AL1G38520
OG0003267	XP_013638641.1	AL1G44360
OG0003267	XP_013598069.1	AL1G44340
OG0003268	XP_013595030.1, XP_013588798.1	AL8G38440, AL8G38480
OG0003269	XP_013628721.1, XP_013618320.1	AL8G41330
OG0003270	XP_013620443.1, XP_013603998.1, XP_013620012.1, XP_013628049.1, XP_013599160.1, XP_013601746.1	AL8G37880
OG0003271	XP_013598910.1, XP_013611206.1, XP_013620723.1	AL6G34820
OG0003273	XP_013619379.1	AL5G23460
OG0003273	XP_013630610.1	AL6G34090
OG0003274	XP_013596191.1	AL3G51610
OG0003275	XP_013629035.1, XP_013629003.1, XP_013611055.1	AL3G24820, AL2G30990
OG0003276	XP_013616950.1, XP_013623849.1, XP_013608263.1	AL8G34650, AL7G45810
OG0003277	XP_013637852.1, XP_013598721.1	AL7G26350
OG0003278	XP_013600017.1, XP_013601415.1	nbis-gene-1334
OG0003279	XP_013629284.1	AL5G29510, AL8G43350
OG0003280	XP_013611499.1	AL3G38450
OG0003280	XP_013618798.1	AL6G12940, AL6G12510
OG0003281	XP_013606293.1, XP_013620134.1	AL1G23670
OG0003282	XP_013625686.1, XP_013618927.1, XP_013589991.1, XP_013586686.1	AL1G37060, AL1G31870
OG0003283	XP_013618150.1	AL4G17320
OG0003283	XP_013609620.1	AL1G51210
OG0003285	XP_013595287.1, XP_013597144.1	AL7G35260
OG0003286	XP_013597656.1, XP_013590315.1, XP_013587751.1, XP_013596550.1	AL7G34350
OG0003287	XP_013588203.1, XP_013588687.1	AL1G35730
OG0003288	XP_013632808.1	AL8G40910, AL8G41190, AL8G41200, AL8G43360, AL8G41820, AL8G21440, AL5G41570
OG0003289	XP_013601899.1	AL3G36770
OG0003289	XP_013599760.1	AL7G40970
OG0003290	XP_013585579.1	AL3G36430
OG0003290	XP_013602618.1	AL7G40810
OG0003291	XP_013610417.1	AL2G11630
OG0003292	XP_013603948.1, XP_013585218.1	AL1G38750
OG0003293	XP_013589141.1	nbis-gene-289
OG0003293	XP_013624975.1	nbis-gene-1919, nbis-gene-1920, nbis-gene-1922
OG0003295	XP_013596396.1, XP_013593683.1	AL7G36000
OG0003297	XP_013627992.1	AL835U10030
OG0003298	XP_013597444.1	AL7G34450
OG0003299	XP_013628653.1	AL2G22290, AL8G25570
OG0003300	XP_013591583.1	AL1G57840
OG0003301	XP_013606872.1	AL8G45520
OG0003301	XP_013604985.1	AL5G31810
OG0003302	XP_013592195.1, XP_013605739.1	AL5G43940
OG0003303	XP_013625096.1	AL4G35890
OG0003303	XP_013637094.1	AL5G35220
OG0003304	XP_013599271.1	AL7G25600
OG0003305	XP_013609024.1	AL3G41250
OG0003306	XP_013599181.1	AL3G41820
OG0003306	XP_013597997.1	AL8G21020
OG0003307	XP_013588345.1	AL1G40390, AL2G26540
OG0003308	XP_013626395.1, XP_013596115.1	AL3G53200
OG0003309	XP_013627449.1, XP_013588108.1	AL1G63250
OG0003310	XP_013587823.1	AL1G52440
OG0003311	XP_013634888.1	AL4G46800
OG0003311	XP_013636455.1, XP_013623399.1, XP_013637098.1	AL4G46790
OG0003312	XP_013591778.1	AL2G36230
OG0003312	XP_013633862.1	AL4G43230
OG0003313	XP_013617435.1	AL7G16570
OG0003314	XP_013597363.1, XP_013586242.1, XP_013622822.1	AL3G15480
OG0003315	XP_013624312.1	AL6G38310
OG0003316	XP_013584446.1	AL3G17070
OG0003316	XP_013612414.1	AL6G30330
OG0003317	XP_013618091.1, XP_013594178.1	AL8G21720
OG0003318	XP_013638705.1, XP_013617790.1	AL3G29360, AL3G27770
OG0003319	XP_013586220.1, XP_013609528.1	AL3G29790
OG0003320	XP_013599854.1	AL1G56520, AL1G56550
OG0003320	XP_013638364.1	AL3G32270
OG0003321	XP_013603993.1, XP_013592610.1	AL7G19320
OG0003322	XP_013635149.1	AL7G51640
OG0003323	XP_013615501.1	AL3G36500
OG0003324	XP_013596126.1	AL7G22020
OG0003324	XP_013583986.1	AL3G52930
OG0003325	XP_013612669.1	AL8G23210
OG0003326	XP_013603048.1, XP_013598609.1	AL5G32230
OG0003327	XP_013608711.1	AL6G52110
OG0003328	XP_013629961.1	AL6G52390
OG0003329	XP_013621574.1	AL7G21500
OG0003330	XP_013605553.1, XP_013585960.1	AL1G17450
OG0003331	XP_013586543.1	AL1G19170
OG0003332	XP_013602028.1, XP_013594619.1	AL1G26300
OG0003332	XP_013595615.1	AL5G11930
OG0003333	XP_013601816.1, XP_013583790.1	AL1G28020
OG0003334	XP_013584344.1, XP_013584274.1, XP_013600307.1, XP_013603207.1	AL1G31910
OG0003335	XP_013593319.1, XP_013587156.1	AL1G33380
OG0003336	XP_013592978.1	AL1G36420
OG0003336	XP_013587762.1	AL2G31030
OG0003337	XP_013587289.1	AL2G30170
OG0003337	XP_013605807.1	AL1G36860
OG0003338	XP_013591291.1, XP_013591580.1	AL1G38020, AL2G29300
OG0003339	XP_013617944.1	AL8G44850
OG0003339	XP_013609647.1, XP_013609452.1	AL8G44860
OG0003340	XP_013615958.1	AL7G37400
OG0003341	XP_013618833.1, XP_013596459.1	AL6G47190
OG0003342	XP_013618506.1, XP_013636454.1	AL2G23110
OG0003343	XP_013594086.1	AL7G22930, AL7G22920
OG0003346	YP_004927471.1	nbis-gene-816
OG0003347	XP_013630706.1, XP_013593542.1, XP_013637586.1, XP_013594202.1	AL7G15550
OG0003348	XP_013627999.1, XP_013596503.1, XP_013594692.1, XP_013591373.1, XP_013627866.1	AL7G15570, nbis-gene-2233
OG0003349	XP_013610866.1	AL1G52360
OG0003349	XP_013598221.1	AL310U10010, AL7G17140
OG0003350	XP_013599173.1, XP_013604699.1, XP_013621886.1	AL7G19510
OG0003351	XP_013589975.1, XP_013620859.1	AL2G31750, AL2G31740
OG0003352	XP_013623337.1	AL1G10840
OG0003353	XP_013604996.1, XP_013597203.1	AL7G25270
OG0003354	XP_013614582.1	nbis-gene-140, nbis-gene-141
OG0003356	XP_013614712.1	AL1G41370
OG0003358	XP_013616988.1, XP_013607638.1, XP_013639594.1	nbis-gene-2125, AL7G47240, nbis-gene-1790, nbis-gene-1053, AL8G16340
OG0003360	XP_013627810.1	AL3G47040, AL3G46980
OG0003362	XP_013609366.1, XP_013639750.1, XP_013634978.1	AL3G46020
OG0003364	XP_013618566.1	nbis-gene-1218
OG0003364	XP_013632284.1, XP_013590301.1	AL7G48570
OG0003366	XP_013628661.1	AL1G62400
OG0003366	XP_013627943.1, XP_013585503.1, XP_013590743.1	AL3G26700
OG0003372	XP_013616779.1, XP_013604323.1	AL5G27310
OG0003373	XP_013585733.1	AL1G41430
OG0003374	XP_013584260.1	AL1G47090
OG0003375	XP_013637877.1, XP_013617073.1	AL8G25150
OG0003376	XP_013625258.1, XP_013593096.1	AL3G43370
OG0003377	XP_013616806.1, XP_013615821.1, XP_013628658.1, XP_013628657.1	AL6G27230
OG0003378	XP_013606169.1	AL6G27120
OG0003381	XP_013612647.1	AL6G23000
OG0003381	XP_013630806.1	AL3G23680
OG0003382	XP_013619962.1	nbis-gene-589, AL2G30430, AL1G67430
OG0003383	XP_013622688.1	AL6G21300
OG0003383	XP_013598733.1	AL6G36640
OG0003384	XP_013629811.1, XP_013592943.1	AL7G13160
OG0003385	XP_013602446.1, XP_013609416.1	AL6G18570
OG0003386	XP_013629401.1	AL6G18110
OG0003387	XP_013618742.1	AL7G28260
OG0003388	XP_013616979.1	AL7G28310
OG0003389	XP_013604312.1, XP_013585438.1	AL4G27970, AL4G20060
OG0003390	XP_013634405.1, XP_013634327.1	AL4G25040
OG0003392	XP_013620882.1, XP_013596349.1	AL8G15900, AL8G15910
OG0003393	XP_013631880.1	AL4G30860
OG0003393	XP_013638487.1	AL1G44680
OG0003395	XP_013619717.1	nbis-gene-632, nbis-gene-2213
OG0003396	XP_013610910.1	AL8G42060, AL6G20170
OG0003397	XP_013625288.1, XP_013636914.1, XP_013595981.1, XP_013629305.1	AL7G17940
OG0003398	XP_013620013.1	AL8G40260
OG0003399	XP_013618921.1, XP_013590630.1, XP_013610352.1	AL3G51140, AL8G39970
OG0003400	XP_013618338.1	AL8G39880
OG0003400	XP_013608621.1, XP_013625467.1	AL5G27380
OG0003401	XP_013619754.1	AL6G35300, AL6G35310
OG0003402	XP_013620479.1, XP_013608983.1	AL6G32480
OG0003404	XP_013622712.1	AL8G34910, AL5G26480
OG0003405	XP_013628295.1, XP_013612471.1	AL8G32490, AL2G30930, AL239U10010
OG0003408	XP_013628260.1, XP_013616351.1, XP_013611032.1, XP_013612406.1	AL6G14640
OG0003409	XP_013623744.1	AL6G13010
OG0003409	XP_013623743.1	nbis-gene-1444
OG0003410	XP_013638731.1	AL3G20470
OG0003410	XP_013625554.1	AL6G11350
OG0003411	XP_013617637.1	AL6G10480, AL3G19870
OG0003412	XP_013628808.1, XP_013586333.1	AL3G19840
OG0003413	XP_013633915.1	AL3G23980
OG0003414	XP_013620374.1, XP_013592071.1	AL2G39350
OG0003415	XP_013593978.1, XP_013614669.1, XP_013622789.1	AL7G11100
OG0003416	XP_013591903.1, XP_013614461.1	AL2G36660
OG0003417	XP_013587999.1, XP_013622711.1, XP_013588247.1	AL1G63740
OG0003418	XP_013620397.1	AL1G62330
OG0003419	XP_013613493.1	AL1G61950, AL1G61940
OG0003421	XP_013606752.1, XP_013598938.1	AL3G38530
OG0003422	XP_013600634.1	AL4G13170
OG0003422	XP_013595810.1	AL7G13570
OG0003423	XP_013592359.1	AL2G33500
OG0003423	XP_013598753.1	AL7G17070
OG0003424	XP_013608843.1, XP_013593982.1	AL5G18110
OG0003425	XP_013597600.1	AL1G38970
OG0003426	XP_013598581.1, XP_013620913.1	AL7G35990
OG0003427	XP_013592589.1, XP_013588555.1	AL1G59730
OG0003428	XP_013592882.1	AL1G59770
OG0003428	XP_013585345.1	AL3G35370
OG0003429	XP_013592805.1	AL1G61250
OG0003429	XP_013593461.1	AL3G53880
OG0003431	XP_013624282.1, XP_013597102.1	AL7G35570, AL7G35560
OG0003432	XP_013619547.1	AL7G35690
OG0003433	XP_013596481.1	AL5G30890
OG0003434	XP_013607205.1, XP_013622636.1	AL8G25630, AL8G25670
OG0003435	XP_013613914.1, XP_013615015.1	AL8G25510
OG0003438	XP_013622370.1, XP_013600913.1, XP_013596195.1	AL7G33430
OG0003439	XP_013592953.1	AL3G22350, AL4G14330
OG0003440	XP_013627337.1, XP_013586482.1, XP_013589293.1, XP_013588853.1	AL7G31970
OG0003441	XP_013604864.1, XP_013589812.1	AL7G44820, AL1G49060
OG0003442	XP_013633988.1	AL4G43550
OG0003443	XP_013599889.1, XP_013631297.1, XP_013591648.1	AL4G41200, AL5G40420
OG0003444	XP_013634010.1, XP_013603905.1	AL4G39500
OG0003445	XP_013614082.1, XP_013614084.1	AL5G38460
OG0003446	XP_013635181.1	AL4G37970
OG0003447	XP_013626784.1, XP_013594223.1	AL3G42760
OG0003448	XP_013616644.1, XP_013625697.1, XP_013593497.1	AL3G39820, AL4G17820
OG0003449	XP_013611335.1, XP_013629705.1, XP_013622715.1	AL7G14320
OG0003450	XP_013602018.1, XP_013634568.1	AL4G11920
OG0003451	XP_013602723.1	AL3G54010
OG0003452	XP_013612184.1	AL6G43400
OG0003452	XP_013588160.1	AL1G48590
OG0003453	XP_013635095.1, XP_013635744.1	AL5G30070, AL6G40800, AL4G46990
OG0003454	XP_013632171.1, XP_013634235.1	AL4G46930, AL3G49500
OG0003455	XP_013627673.1, XP_013637319.1, XP_013634901.1	AL4G44960
OG0003456	XP_013635007.1	AL4G43870, AL364U10030
OG0003457	XP_013628877.1	AL4G42820
OG0003457	XP_013633583.1	AL5G41980
OG0003458	XP_013632410.1	AL4G42780
OG0003459	XP_013614318.1	AL3G17060
OG0003460	XP_013583455.1	AL3G17200
OG0003461	XP_013623370.1	AL3G17740
OG0003462	XP_013629775.1, XP_013586893.1	AL3G20090, AL3G20300
OG0003463	XP_013638201.1	AL5G11970, AL3G23010
OG0003464	XP_013611705.1, XP_013587225.1, XP_013630809.1	AL3G23520
OG0003465	XP_013619976.1, XP_013627979.1, XP_013638036.1, XP_013583374.1	AL3G27280, AL3G25540
OG0003466	XP_013637068.1, XP_013638762.1	AL3G25750, AL3G25760
OG0003467	XP_013627162.1	AL3G28520
OG0003468	XP_013599457.1, XP_013614065.1	AL7G28870, AL7G28860
OG0003469	XP_013607016.1	AL7G21230
OG0003470	XP_013602435.1, XP_013604975.1, XP_013586292.1	AL1G19360
OG0003471	XP_013600001.1	AL1G18400, AL1G18390
OG0003472	XP_013603167.1, XP_013615692.1, XP_013583798.1	AL1G20040
OG0003473	XP_013602918.1, XP_013584456.1	AL1G20580
OG0003474	XP_013637925.1	AL1G20910
OG0003474	XP_013618818.1	AL2G17490
OG0003475	XP_013637905.1	AL1G23810
OG0003476	XP_013601063.1	AL1G24550, AL5G15480
OG0003477	XP_013586480.1, XP_013604177.1	AL1G48800
OG0003479	XP_013635175.1	AL7G49920
OG0003480	XP_013634120.1	AL3G42280
OG0003481	XP_013595275.1, XP_013618156.1	AL8G11080, AL7G37540
OG0003482	XP_013585553.1	AL3G53130
OG0003482	XP_013628810.1	AL7G38810
OG0003483	XP_013616143.1, XP_013597830.1	AL355U10020, nbis-gene-1167, AL4G45560
OG0003484	XP_013593320.1	AL7G10290
OG0003485	XP_013600752.1	AL7G13210
OG0003485	XP_013600744.1	AL7G13200
OG0003486	XP_013617943.1, XP_013622572.1, XP_013595465.1	AL7G15290
OG0003487	XP_013589231.1, XP_013627112.1, XP_013599000.1	AL7G16600
OG0003488	XP_013599825.1	AL4G14490
OG0003494	XP_013591013.1, XP_013627577.1, XP_013590971.1, XP_013614725.1, XP_013624968.1	AL1G63660
OG0003496	XP_013624366.1	AL2G25100, AL2G25070
OG0003497	XP_013589939.1, XP_013618673.1	AL2G25780, AL2G25790, AL2G26510
OG0003504	XP_013615176.1	AL3G38120
OG0003504	XP_013622321.1	AL3G38170, AL242U10030
OG0003512	XP_013626608.1	AL4G19450
OG0003514	XP_013620312.1	AL6G27900
OG0003515	XP_013612153.1	AL6G26760
OG0003516	XP_013626846.1, XP_013606187.1	AL6G22130
OG0003517	XP_013638480.1	AL3G33220
OG0003518	XP_013604078.1, XP_013609731.1	AL6G19240, AL5G33000
OG0003519	XP_013597932.1	AL8G38080
OG0003521	XP_013631783.1	AL4G21200
OG0003522	XP_013631710.1	AL4G22650, AL4G22670
OG0003523	XP_013636763.1, XP_013630850.1	AL4G21740
OG0003525	XP_013634151.1	AL4G25280, AL136U10020
OG0003526	XP_013634160.1, XP_013634616.1	AL4G26530, AL2G35340
OG0003527	XP_013633494.1	AL4G26650
OG0003528	XP_013623909.1, XP_013632043.1	AL4G26840
OG0003529	XP_013630914.1, XP_013622580.1	AL4G27630
OG0003530	XP_013593741.1	AL8G16560, AL8G16440, AL1G13830, AL37U10050
OG0003532	XP_013600250.1, XP_013603555.1	AL1G44970
OG0003533	XP_013619376.1	AL8G20700, AL74U10010, AL8G22110
OG0003534	XP_013598571.1, XP_013596844.1, XP_013632221.1, XP_013597184.1	AL8G44020
OG0003535	XP_013609689.1	AL6G20960
OG0003535	XP_013630182.1	AL8G43010
OG0003536	XP_013627093.1, XP_013625453.1, XP_013618111.1	AL8G39020
OG0003537	XP_013618900.1, XP_013630819.1	AL8G38580
OG0003538	XP_013598863.1	AL3G41810, AL6G37550, AL6G38760
OG0003539	XP_013589607.1	AL2G27820
OG0003540	XP_013618910.1	AL6G34110
OG0003541	XP_013610454.1, XP_013610467.1	AL8G37090, AL8G37100
OG0003542	XP_013590588.1	AL2G33600, AL6G43100
OG0003543	XP_013609766.1, XP_013616581.1	AL8G35960, AL8G35970
OG0003544	XP_013618245.1	AL8G35820
OG0003545	XP_013606110.1, XP_013622006.1, XP_013621673.1	AL8G34390
OG0003546	XP_013621098.1, XP_013612747.1, XP_013627379.1, XP_013623851.1	AL8G33840
OG0003547	XP_013584860.1	AL1G18420
OG0003548	XP_013628849.1, XP_013621649.1, XP_013613197.1	AL8G31210
OG0003549	XP_013627368.1, XP_013610469.1	AL6G17430
OG0003550	XP_013606366.1	AL6G15910
OG0003551	XP_013628598.1, XP_013620142.1	AL6G15010
OG0003552	XP_013606829.1	AL3G48780
OG0003553	XP_013608556.1, XP_013608557.1, XP_013608555.1, XP_013608558.1	AL6G12050
OG0003554	XP_013595321.1	AL5G16870
OG0003555	XP_013590548.1, XP_013590839.1	AL2G39440, AL1G47190
OG0003556	XP_013586722.1, XP_013599612.1, XP_013588000.1	AL1G35880
OG0003558	XP_013584887.1, XP_013591155.1	AL1G57220
OG0003559	XP_013634816.1	AL7G41840
OG0003560	XP_013605143.1, XP_013592537.1, XP_013624955.1	AL7G41570
OG0003562	XP_013601609.1, XP_013595639.1	AL7G39490
OG0003563	XP_013591685.1	AL2G33060
OG0003564	XP_013605693.1, XP_013599567.1	AL1G31510
OG0003565	XP_013596872.1, XP_013596353.1, XP_013610180.1	AL5G14340, AL5G14330
OG0003566	XP_013592789.1, XP_013588095.1	AL2G28650
OG0003567	XP_013612248.1	AL8G13020
OG0003568	XP_013609974.1, XP_013634652.1	AL8G17920, AL1G66580
OG0003571	XP_013619811.1, XP_013586964.1	AL7G33290
OG0003573	XP_013600801.1, XP_013590072.1, XP_013596713.1	AL7G38440
OG0003575	XP_013603303.1	AL5G45730
OG0003575	XP_013635751.1	AL39U10030, AL4G47450
OG0003576	XP_013591174.1	AL2G23480
OG0003577	XP_013635981.1	AL4G46560
OG0003578	XP_013605040.1	AL6G15510, AL5G44050
OG0003579	XP_013636937.1	AL5G43050
OG0003580	XP_013614443.1, XP_013604005.1	AL5G37470
OG0003581	XP_013591821.1	AL5G39800
OG0003582	XP_013635388.1	AL5G39310
OG0003582	XP_013627257.1	AL4G40250
OG0003583	XP_013589883.1, XP_013602014.1	AL5G36240
